Orthogroup	Prap	Prbk
OG0000564	Prap.g_01211	Prbk.g_01884
OG0000565	Prap.g_01209	Prbk.g_01881
OG0000566	Prap.g_01205	Prbk.g_01877
OG0000567	Prap.g_01201	Prbk.g_01873
OG0000568	Prap.g_01200	Prbk.g_01871
OG0000569	Prap.g_01199	Prbk.g_01104
OG0000570	Prap.g_01198	Prbk.g_01105
OG0000571	Prap.g_01196	Prbk.g_01108
OG0000572	Prap.g_01182	Prbk.g_01124
OG0000573	Prap.g_01176	Prbk.g_01131
OG0000574	Prap.g_01175	Prbk.g_01132
OG0000575	Prap.g_01171	Prbk.g_01141
OG0000576	Prap.g_01169	Prbk.g_01143
OG0000577	Prap.g_01168	Prbk.g_01144
OG0000578	Prap.g_01167	Prbk.g_01145
OG0000579	Prap.g_01166	Prbk.g_01146
OG0000580	Prap.g_01165	Prbk.g_01147
OG0000581	Prap.g_01162	Prbk.g_01151
OG0000582	Prap.g_01159	Prbk.g_01155
OG0000583	Prap.g_01158	Prbk.g_01156
OG0000584	Prap.g_01157	Prbk.g_01157
OG0000585	Prap.g_01155	Prbk.g_01159
OG0000586	Prap.g_01154	Prbk.g_01161
OG0000587	Prap.g_01153	Prbk.g_01163
OG0000588	Prap.g_01149	Prbk.g_02605
OG0000589	Prap.g_01147	Prbk.g_02608
OG0000590	Prap.g_01146	Prbk.g_02609
OG0000591	Prap.g_01142	Prbk.g_02616
OG0000592	Prap.g_01141	Prbk.g_02617
OG0000593	Prap.g_00395	Prbk.g_02627
OG0000594	Prap.g_00394	Prbk.g_02628
OG0000595	Prap.g_00393	Prbk.g_02629
OG0000596	Prap.g_00389	Prbk.g_02634
OG0000597	Prap.g_00386	Prbk.g_02637
OG0000598	Prap.g_00385	Prbk.g_02638
OG0000599	Prap.g_00382	Prbk.g_02648
OG0000600	Prap.g_00381	Prbk.g_02649
OG0000601	Prap.g_00380	Prbk.g_02650
OG0000602	Prap.g_00378	Prbk.g_02654
OG0000603	Prap.g_00377	Prbk.g_02655
OG0000604	Prap.g_00376	Prbk.g_02656
OG0000605	Prap.g_00375	Prbk.g_00740
OG0000606	Prap.g_00372	Prbk.g_00729
OG0000607	Prap.g_00369	Prbk.g_00726
OG0000608	Prap.g_00368	Prbk.g_00725
OG0000609	Prap.g_00367	Prbk.g_00723
OG0000610	Prap.g_00361	Prbk.g_00715
OG0000611	Prap.g_00358	Prbk.g_00712
OG0000612	Prap.g_00357	Prbk.g_00711
OG0000613	Prap.g_00828	Prbk.g_00478
OG0000614	Prap.g_00807	Prbk.g_01802
OG0000615	Prap.g_00796	Prbk.g_02429
OG0000616	Prap.g_01489	Prbk.g_02262
OG0000617	Prap.g_00341	Prbk.g_00613
OG0000618	Prap.g_00340	Prbk.g_00612
OG0000619	Prap.g_00339	Prbk.g_00611
OG0000620	Prap.g_00336	Prbk.g_00607
OG0000621	Prap.g_00335	Prbk.g_00606
OG0000622	Prap.g_00334	Prbk.g_00605
OG0000623	Prap.g_00333	Prbk.g_00604
OG0000624	Prap.g_00331	Prbk.g_00603
OG0000625	Prap.g_00330	Prbk.g_00602
OG0000626	Prap.g_00329	Prbk.g_00601
OG0000627	Prap.g_00328	Prbk.g_02376
OG0000628	Prap.g_00327	Prbk.g_02375
OG0000629	Prap.g_00326	Prbk.g_02372
OG0000630	Prap.g_00323	Prbk.g_02368
OG0000631	Prap.g_00683	Prbk.g_02362
OG0000632	Prap.g_00682	Prbk.g_02361
OG0000633	Prap.g_00681	Prbk.g_02360
OG0000634	Prap.g_00787	Prbk.g_02464
OG0000635	Prap.g_00786	Prbk.g_02465
OG0000636	Prap.g_00784	Prbk.g_02467
OG0000637	Prap.g_00782	Prbk.g_02469
OG0000638	Prap.g_00781	Prbk.g_02470
OG0000639	Prap.g_00780	Prbk.g_02471
OG0000640	Prap.g_00779	Prbk.g_02472
OG0000641	Prap.g_00775	Prbk.g_02476
OG0000642	Prap.g_00774	Prbk.g_02477
OG0000643	Prap.g_00773	Prbk.g_02478
OG0000644	Prap.g_00772	Prbk.g_02479
OG0000645	Prap.g_00771	Prbk.g_02480
OG0000646	Prap.g_00769	Prbk.g_02483
OG0000647	Prap.g_00767	Prbk.g_02486
OG0000648	Prap.g_00765	Prbk.g_02488
OG0000649	Prap.g_00764	Prbk.g_02489
OG0000650	Prap.g_00763	Prbk.g_02490
OG0000651	Prap.g_00762	Prbk.g_02491
OG0000652	Prap.g_00761	Prbk.g_02492
OG0000653	Prap.g_00759	Prbk.g_02494
OG0000654	Prap.g_00758	Prbk.g_02495
OG0000655	Prap.g_00757	Prbk.g_02496
OG0000656	Prap.g_00754	Prbk.g_02499
OG0000657	Prap.g_00746	Prbk.g_02532
OG0000658	Prap.g_00744	Prbk.g_02534
OG0000659	Prap.g_00743	Prbk.g_02535
OG0000660	Prap.g_00739	Prbk.g_02539
OG0000661	Prap.g_00737	Prbk.g_02541
OG0000662	Prap.g_00735	Prbk.g_02543
OG0000663	Prap.g_00733	Prbk.g_02546
OG0000664	Prap.g_00732	Prbk.g_02547
OG0000665	Prap.g_00726	Prbk.g_02560
OG0000666	Prap.g_00725	Prbk.g_02563
OG0000667	Prap.g_00721	Prbk.g_02570
OG0000668	Prap.g_00660	Prbk.g_00582
OG0000669	Prap.g_00869	Prbk.g_02580
OG0000670	Prap.g_00866	Prbk.g_01662
OG0000671	Prap.g_00863	Prbk.g_02391
OG0000672	Prap.g_00860	Prbk.g_02394
OG0000673	Prap.g_00857	Prbk.g_02397
OG0000674	Prap.g_00855	Prbk.g_02399
OG0000675	Prap.g_00854	Prbk.g_02400
OG0000676	Prap.g_00852	Prbk.g_02408
OG0000677	Prap.g_00851	Prbk.g_02410
OG0000678	Prap.g_00849	Prbk.g_02415
OG0000679	Prap.g_00845	Prbk.g_02435
OG0000680	Prap.g_00844	Prbk.g_02436
OG0000681	Prap.g_00841	Prbk.g_02438
OG0000682	Prap.g_00840	Prbk.g_02439
OG0000683	Prap.g_00839	Prbk.g_02440
OG0000684	Prap.g_00837	Prbk.g_02453
OG0000685	Prap.g_00835	Prbk.g_02451
OG0000686	Prap.g_00834	Prbk.g_02450
OG0000687	Prap.g_00833	Prbk.g_02449
OG0000688	Prap.g_00353	Prbk.g_02455
OG0000689	Prap.g_00352	Prbk.g_02456
OG0000690	Prap.g_00351	Prbk.g_02457
OG0000691	Prap.g_00350	Prbk.g_02458
OG0000692	Prap.g_00348	Prbk.g_02459
OG0000693	Prap.g_00347	Prbk.g_02460
OG0000694	Prap.g_00346	Prbk.g_02461
OG0000695	Prap.g_00679	Prbk.g_02358
OG0000696	Prap.g_00678	Prbk.g_02357
OG0000697	Prap.g_00677	Prbk.g_02355
OG0000698	Prap.g_00239	Prbk.g_02352
OG0000699	Prap.g_00240	Prbk.g_02350
OG0000700	Prap.g_00241	Prbk.g_02349
OG0000701	Prap.g_00242	Prbk.g_02348
OG0000702	Prap.g_00244	Prbk.g_02340
OG0000703	Prap.g_00245	Prbk.g_02339
OG0000704	Prap.g_00247	Prbk.g_02337
OG0000705	Prap.g_00250	Prbk.g_02331
OG0000706	Prap.g_00251	Prbk.g_02330
OG0000707	Prap.g_00252	Prbk.g_02329
OG0000708	Prap.g_00254	Prbk.g_02327
OG0000709	Prap.g_00258	Prbk.g_02320
OG0000710	Prap.g_00261	Prbk.g_02316
OG0000711	Prap.g_00279	Prbk.g_02293
OG0000712	Prap.g_00280	Prbk.g_02292
OG0000713	Prap.g_00281	Prbk.g_00562
OG0000714	Prap.g_00282	Prbk.g_00566
OG0000715	Prap.g_00284	Prbk.g_00568
OG0000716	Prap.g_00286	Prbk.g_00572
OG0000717	Prap.g_00287	Prbk.g_00573
OG0000718	Prap.g_00291	Prbk.g_00578
OG0000719	Prap.g_00293	Prbk.g_00580
OG0000720	Prap.g_00305	Prbk.g_00593
OG0000721	Prap.g_00309	Prbk.g_00594
OG0000722	Prap.g_00310	Prbk.g_00595
OG0000723	Prap.g_00314	Prbk.g_00599
OG0000724	Prap.g_00703	Prbk.g_00061
OG0000725	Prap.g_00709	Prbk.g_00054
OG0000726	Prap.g_00710	Prbk.g_00053
OG0000727	Prap.g_00711	Prbk.g_00052
OG0000728	Prap.g_00713	Prbk.g_00051
OG0000729	Prap.g_00539	Prbk.g_01531
OG0000730	Prap.g_00498	Prbk.g_00869
OG0000731	Prap.g_01366	Prbk.g_00879
OG0000732	Prap.g_01538	Prbk.g_01601
OG0000733	Prap.g_01882	Prbk.g_02202
OG0000734	Prap.g_00472	Prbk.g_00004
OG0000735	Prap.g_00470	Prbk.g_01037
OG0000736	Prap.g_00469	Prbk.g_01036
OG0000737	Prap.g_00468	Prbk.g_01035
OG0000738	Prap.g_00464	Prbk.g_01028
OG0000739	Prap.g_00463	Prbk.g_01026
OG0000740	Prap.g_00462	Prbk.g_01025
OG0000741	Prap.g_00460	Prbk.g_01022
OG0000742	Prap.g_00457	Prbk.g_01020
OG0000743	Prap.g_00455	Prbk.g_01018
OG0000744	Prap.g_00454	Prbk.g_01017
OG0000745	Prap.g_00453	Prbk.g_00141
OG0000746	Prap.g_00451	Prbk.g_00143
OG0000747	Prap.g_00450	Prbk.g_00144
OG0000748	Prap.g_00446	Prbk.g_00156
OG0000749	Prap.g_00445	Prbk.g_00157
OG0000750	Prap.g_00444	Prbk.g_00158
OG0000751	Prap.g_00441	Prbk.g_00105
OG0000752	Prap.g_00439	Prbk.g_00103
OG0000753	Prap.g_00437	Prbk.g_00100
OG0000754	Prap.g_00434	Prbk.g_01501
OG0000755	Prap.g_00428	Prbk.g_00139
OG0000756	Prap.g_00427	Prbk.g_00138
OG0000757	Prap.g_00420	Prbk.g_00131
OG0000758	Prap.g_00419	Prbk.g_00130
OG0000759	Prap.g_00418	Prbk.g_00129
OG0000760	Prap.g_00417	Prbk.g_00128
OG0000761	Prap.g_00416	Prbk.g_00127
OG0000762	Prap.g_00415	Prbk.g_01503
OG0000763	Prap.g_00413	Prbk.g_01505
OG0000764	Prap.g_00412	Prbk.g_01506
OG0000765	Prap.g_00404	Prbk.g_00178
OG0000766	Prap.g_00403	Prbk.g_00177
OG0000767	Prap.g_00401	Prbk.g_00175
OG0000768	Prap.g_00400	Prbk.g_00174
OG0000769	Prap.g_00398	Prbk.g_00098
OG0000770	Prap.g_01136	Prbk.g_00122
OG0000771	Prap.g_00217	Prbk.g_00066
OG0000772	Prap.g_01853	Prbk.g_02011
OG0000773	Prap.g_00552	Prbk.g_00162
OG0000774	Prap.g_00554	Prbk.g_01192
OG0000775	Prap.g_00556	Prbk.g_01190
OG0000776	Prap.g_00557	Prbk.g_01189
OG0000777	Prap.g_00558	Prbk.g_01188
OG0000778	Prap.g_00559	Prbk.g_01187
OG0000779	Prap.g_00563	Prbk.g_01182
OG0000780	Prap.g_00564	Prbk.g_01179
OG0000781	Prap.g_00568	Prbk.g_01175
OG0000782	Prap.g_00569	Prbk.g_01174
OG0000783	Prap.g_00570	Prbk.g_01173
OG0000784	Prap.g_00571	Prbk.g_01172
OG0000785	Prap.g_00573	Prbk.g_01170
OG0000786	Prap.g_00576	Prbk.g_01167
OG0000787	Prap.g_00577	Prbk.g_01166
OG0000788	Prap.g_01268	Prbk.g_00334
OG0000789	Prap.g_00220	Prbk.g_01691
OG0000790	Prap.g_00064	Prbk.g_02048
OG0000791	Prap.g_00066	Prbk.g_02046
OG0000792	Prap.g_00067	Prbk.g_02045
OG0000793	Prap.g_00070	Prbk.g_02041
OG0000794	Prap.g_00071	Prbk.g_02040
OG0000795	Prap.g_00072	Prbk.g_02039
OG0000796	Prap.g_00076	Prbk.g_02035
OG0000797	Prap.g_00077	Prbk.g_02034
OG0000799	Prap.g_00104	Prbk.g_01929
OG0000800	Prap.g_00105	Prbk.g_01930
OG0000801	Prap.g_00106	Prbk.g_01931
OG0000802	Prap.g_00108	Prbk.g_01938
OG0000803	Prap.g_00110	Prbk.g_00244
OG0000804	Prap.g_00111	Prbk.g_00246
OG0000805	Prap.g_00113	Prbk.g_00248
OG0000806	Prap.g_00115	Prbk.g_00250
OG0000807	Prap.g_00116	Prbk.g_00252
OG0000808	Prap.g_00117	Prbk.g_00253
OG0000809	Prap.g_00119	Prbk.g_00257
OG0000810	Prap.g_00120	Prbk.g_00258
OG0000811	Prap.g_00124	Prbk.g_00270
OG0000812	Prap.g_00126	Prbk.g_00272
OG0000813	Prap.g_00127	Prbk.g_00273
OG0000814	Prap.g_00129	Prbk.g_00275
OG0000815	Prap.g_00130	Prbk.g_00276
OG0000816	Prap.g_00132	Prbk.g_00278
OG0000817	Prap.g_00133	Prbk.g_00279
OG0000818	Prap.g_00138	Prbk.g_01237
OG0000819	Prap.g_00139	Prbk.g_01236
OG0000820	Prap.g_00140	Prbk.g_01235
OG0000821	Prap.g_00144	Prbk.g_01228
OG0000822	Prap.g_00145	Prbk.g_01226
OG0000823	Prap.g_00146	Prbk.g_01225
OG0000824	Prap.g_00149	Prbk.g_01221
OG0000825	Prap.g_00150	Prbk.g_01220
OG0000826	Prap.g_00151	Prbk.g_01219
OG0000827	Prap.g_00152	Prbk.g_01218
OG0000828	Prap.g_00155	Prbk.g_01215
OG0000829	Prap.g_00156	Prbk.g_01214
OG0000830	Prap.g_00157	Prbk.g_01213
OG0000831	Prap.g_00159	Prbk.g_01211
OG0000832	Prap.g_00169	Prbk.g_02006
OG0000833	Prap.g_00178	Prbk.g_01998
OG0000834	Prap.g_00179	Prbk.g_01997
OG0000835	Prap.g_00180	Prbk.g_01996
OG0000836	Prap.g_00181	Prbk.g_01994
OG0000837	Prap.g_00182	Prbk.g_01993
OG0000838	Prap.g_00184	Prbk.g_01990
OG0000839	Prap.g_00185	Prbk.g_01989
OG0000840	Prap.g_00186	Prbk.g_01988
OG0000841	Prap.g_00187	Prbk.g_01987
OG0000842	Prap.g_00188	Prbk.g_01986
OG0000843	Prap.g_00189	Prbk.g_01985
OG0000844	Prap.g_00190	Prbk.g_01983
OG0000845	Prap.g_00191	Prbk.g_01982
OG0000846	Prap.g_00192	Prbk.g_01981
OG0000847	Prap.g_00193	Prbk.g_01980
OG0000848	Prap.g_00194	Prbk.g_01979
OG0000849	Prap.g_00195	Prbk.g_01978
OG0000850	Prap.g_00197	Prbk.g_01977
OG0000851	Prap.g_00198	Prbk.g_00937
OG0000852	Prap.g_00199	Prbk.g_00936
OG0000853	Prap.g_00205	Prbk.g_00932
OG0000854	Prap.g_00207	Prbk.g_00930
OG0000855	Prap.g_00208	Prbk.g_00929
OG0000856	Prap.g_01139	Prbk.g_02619
OG0000857	Prap.g_00768	Prbk.g_02485
OG0000858	Prap.g_01786	Prbk.g_00918
OG0000859	Prap.g_01785	Prbk.g_00917
OG0000860	Prap.g_01777	Prbk.g_00905
OG0000861	Prap.g_01776	Prbk.g_00904
OG0000862	Prap.g_01775	Prbk.g_00902
OG0000863	Prap.g_01773	Prbk.g_01451
OG0000864	Prap.g_01772	Prbk.g_01450
OG0000865	Prap.g_01771	Prbk.g_01449
OG0000866	Prap.g_01770	Prbk.g_01448
OG0000867	Prap.g_01769	Prbk.g_01447
OG0000868	Prap.g_01767	Prbk.g_01445
OG0000869	Prap.g_01764	Prbk.g_01442
OG0000870	Prap.g_01759	Prbk.g_01437
OG0000871	Prap.g_01758	Prbk.g_01436
OG0000872	Prap.g_01757	Prbk.g_01434
OG0000873	Prap.g_01753	Prbk.g_01431
OG0000874	Prap.g_01750	Prbk.g_01427
OG0000875	Prap.g_01749	Prbk.g_01426
OG0000876	Prap.g_01748	Prbk.g_01425
OG0000877	Prap.g_01746	Prbk.g_01422
OG0000878	Prap.g_01745	Prbk.g_01421
OG0000879	Prap.g_01744	Prbk.g_01420
OG0000880	Prap.g_01743	Prbk.g_01419
OG0000881	Prap.g_01739	Prbk.g_01414
OG0000882	Prap.g_01734	Prbk.g_01409
OG0000883	Prap.g_01732	Prbk.g_01407
OG0000884	Prap.g_01730	Prbk.g_01405
OG0000885	Prap.g_01729	Prbk.g_01404
OG0000886	Prap.g_01728	Prbk.g_01403
OG0000887	Prap.g_01727	Prbk.g_01402
OG0000888	Prap.g_01725	Prbk.g_01400
OG0000889	Prap.g_01723	Prbk.g_01398
OG0000890	Prap.g_01722	Prbk.g_01384
OG0000891	Prap.g_01721	Prbk.g_01383
OG0000892	Prap.g_01719	Prbk.g_01381
OG0000893	Prap.g_01715	Prbk.g_01901
OG0000894	Prap.g_01712	Prbk.g_01905
OG0000895	Prap.g_01708	Prbk.g_01910
OG0000896	Prap.g_01707	Prbk.g_01911
OG0000897	Prap.g_01705	Prbk.g_01913
OG0000898	Prap.g_01704	Prbk.g_01914
OG0000899	Prap.g_01703	Prbk.g_01915
OG0000900	Prap.g_01702	Prbk.g_01916
OG0000901	Prap.g_01699	Prbk.g_01920
OG0000902	Prap.g_01697	Prbk.g_01922
OG0000903	Prap.g_01693	Prbk.g_00990
OG0000904	Prap.g_01689	Prbk.g_00995
OG0000905	Prap.g_01695	Prbk.g_00997
OG0000906	Prap.g_01696	Prbk.g_01926
OG0000907	Prap.g_01686	Prbk.g_00988
OG0000908	Prap.g_01683	Prbk.g_00985
OG0000909	Prap.g_01682	Prbk.g_00984
OG0000910	Prap.g_01681	Prbk.g_00983
OG0000911	Prap.g_01679	Prbk.g_00981
OG0000912	Prap.g_01678	Prbk.g_00980
OG0000913	Prap.g_01677	Prbk.g_00979
OG0000914	Prap.g_01676	Prbk.g_00978
OG0000915	Prap.g_01675	Prbk.g_00977
OG0000916	Prap.g_01674	Prbk.g_00976
OG0000917	Prap.g_01673	Prbk.g_00975
OG0000918	Prap.g_01672	Prbk.g_00974
OG0000919	Prap.g_01671	Prbk.g_00973
OG0000920	Prap.g_01670	Prbk.g_00972
OG0000921	Prap.g_01669	Prbk.g_00971
OG0000922	Prap.g_01668	Prbk.g_00970
OG0000923	Prap.g_01664	Prbk.g_00966
OG0000924	Prap.g_01663	Prbk.g_00965
OG0000925	Prap.g_01662	Prbk.g_00964
OG0000926	Prap.g_01661	Prbk.g_00963
OG0000927	Prap.g_01659	Prbk.g_00961
OG0000928	Prap.g_01658	Prbk.g_00960
OG0000929	Prap.g_01657	Prbk.g_00959
OG0000930	Prap.g_01656	Prbk.g_00958
OG0000931	Prap.g_01655	Prbk.g_00957
OG0000932	Prap.g_01654	Prbk.g_00956
OG0000933	Prap.g_01650	Prbk.g_00951
OG0000934	Prap.g_01647	Prbk.g_00949
OG0000935	Prap.g_01646	Prbk.g_00948
OG0000936	Prap.g_01645	Prbk.g_00947
OG0000937	Prap.g_01644	Prbk.g_00946
OG0000938	Prap.g_01641	Prbk.g_00797
OG0000939	Prap.g_01640	Prbk.g_00798
OG0000940	Prap.g_01633	Prbk.g_00807
OG0000941	Prap.g_01631	Prbk.g_00809
OG0000942	Prap.g_01629	Prbk.g_00811
OG0000943	Prap.g_01628	Prbk.g_00812
OG0000944	Prap.g_01626	Prbk.g_00814
OG0000945	Prap.g_01625	Prbk.g_00816
OG0000946	Prap.g_01620	Prbk.g_00844
OG0000947	Prap.g_01618	Prbk.g_00847
OG0000948	Prap.g_01617	Prbk.g_00848
OG0000949	Prap.g_01614	Prbk.g_00851
OG0000950	Prap.g_01607	Prbk.g_00513
OG0000951	Prap.g_01603	Prbk.g_00518
OG0000952	Prap.g_01599	Prbk.g_00525
OG0000953	Prap.g_01595	Prbk.g_00529
OG0000954	Prap.g_01591	Prbk.g_00216
OG0000955	Prap.g_01590	Prbk.g_00217
OG0000956	Prap.g_01588	Prbk.g_00219
OG0000957	Prap.g_01582	Prbk.g_00235
OG0000958	Prap.g_01581	Prbk.g_00236
OG0000959	Prap.g_01577	Prbk.g_01482
OG0000960	Prap.g_01576	Prbk.g_01483
OG0000961	Prap.g_01573	Prbk.g_01494
OG0000962	Prap.g_01571	Prbk.g_01530
OG0000963	Prap.g_01567	Prbk.g_01535
OG0000964	Prap.g_01566	Prbk.g_01536
OG0000965	Prap.g_01565	Prbk.g_01537
OG0000966	Prap.g_01559	Prbk.g_01571
OG0000967	Prap.g_01555	Prbk.g_01577
OG0000968	Prap.g_01553	Prbk.g_01580
OG0000969	Prap.g_01552	Prbk.g_01582
OG0000970	Prap.g_01551	Prbk.g_01583
OG0000971	Prap.g_01550	Prbk.g_01585
OG0000972	Prap.g_01549	Prbk.g_01586
OG0000973	Prap.g_01548	Prbk.g_01587
OG0000974	Prap.g_01547	Prbk.g_01588
OG0000975	Prap.g_01546	Prbk.g_01589
OG0000976	Prap.g_01545	Prbk.g_01590
OG0000977	Prap.g_01544	Prbk.g_01592
OG0000978	Prap.g_01543	Prbk.g_01593
OG0000979	Prap.g_01541	Prbk.g_01596
OG0000980	Prap.g_01539	Prbk.g_01600
OG0000981	Prap.g_01536	Prbk.g_01603
OG0000982	Prap.g_01534	Prbk.g_02161
OG0000983	Prap.g_01533	Prbk.g_02162
OG0000984	Prap.g_01532	Prbk.g_02163
OG0000985	Prap.g_01529	Prbk.g_02167
OG0000986	Prap.g_01527	Prbk.g_02169
OG0000987	Prap.g_01526	Prbk.g_02171
OG0000988	Prap.g_01523	Prbk.g_02175
OG0000989	Prap.g_01519	Prbk.g_02185
OG0000990	Prap.g_01515	Prbk.g_02207
OG0000991	Prap.g_01514	Prbk.g_02210
OG0000992	Prap.g_01511	Prbk.g_02213
OG0000993	Prap.g_01510	Prbk.g_02214
OG0000994	Prap.g_01509	Prbk.g_02217
OG0000995	Prap.g_01505	Prbk.g_02226
OG0000996	Prap.g_01504	Prbk.g_02239
OG0000997	Prap.g_01501	Prbk.g_02248
OG0000998	Prap.g_01499	Prbk.g_02250
OG0000999	Prap.g_01498	Prbk.g_02251
OG0001000	Prap.g_01495	Prbk.g_02254
OG0001001	Prap.g_01492	Prbk.g_02258
OG0001002	Prap.g_01874	Prbk.g_02265
OG0001003	Prap.g_01873	Prbk.g_02267
OG0001004	Prap.g_01872	Prbk.g_02268
OG0001005	Prap.g_01871	Prbk.g_02270
OG0001006	Prap.g_00056	Prbk.g_02276
OG0001007	Prap.g_00054	Prbk.g_02278
OG0001008	Prap.g_01329	Prbk.g_00327
OG0001009	Prap.g_00928	Prbk.g_01622
OG0001010	Prap.g_00927	Prbk.g_01621
OG0001011	Prap.g_00925	Prbk.g_01619
OG0001012	Prap.g_00911	Prbk.g_02158
OG0001013	Prap.g_00904	Prbk.g_02133
OG0001014	Prap.g_00901	Prbk.g_02124
OG0001015	Prap.g_00899	Prbk.g_02123
OG0001016	Prap.g_00877	Prbk.g_01315
OG0001017	Prap.g_01100	Prbk.g_01309
OG0001018	Prap.g_01098	Prbk.g_01307
OG0001019	Prap.g_01089	Prbk.g_01294
OG0001020	Prap.g_01088	Prbk.g_00035
OG0001021	Prap.g_01087	Prbk.g_00031
OG0001022	Prap.g_01084	Prbk.g_00026
OG0001023	Prap.g_01083	Prbk.g_00025
OG0001024	Prap.g_01079	Prbk.g_00021
OG0001025	Prap.g_01072	Prbk.g_00014
OG0001026	Prap.g_01063	Prbk.g_00001
OG0001027	Prap.g_01062	Prbk.g_00190
OG0001028	Prap.g_01060	Prbk.g_00192
OG0001029	Prap.g_01059	Prbk.g_00194
OG0001030	Prap.g_01043	Prbk.g_00547
OG0001031	Prap.g_00983	Prbk.g_01275
OG0001032	Prap.g_00982	Prbk.g_01272
OG0001033	Prap.g_00961	Prbk.g_00633
OG0001034	Prap.g_01476	Prbk.g_01521
OG0001035	Prap.g_01456	Prbk.g_00372
OG0001036	Prap.g_01452	Prbk.g_00376
OG0001037	Prap.g_01451	Prbk.g_00378
OG0001038	Prap.g_01432	Prbk.g_00415
OG0001039	Prap.g_01429	Prbk.g_00418
OG0001040	Prap.g_01427	Prbk.g_00421
OG0001041	Prap.g_01422	Prbk.g_00426
OG0001042	Prap.g_01405	Prbk.g_00451
OG0001043	Prap.g_01404	Prbk.g_00453
OG0001044	Prap.g_01373	Prbk.g_00870
OG0001045	Prap.g_01364	Prbk.g_00882
OG0001046	Prap.g_01827	Prbk.g_00924
OG0001047	Prap.g_01327	Prbk.g_00325
OG0001048	Prap.g_01326	Prbk.g_00324
OG0001049	Prap.g_01324	Prbk.g_00321
OG0001050	Prap.g_01323	Prbk.g_00320
OG0001051	Prap.g_01322	Prbk.g_00319
OG0001052	Prap.g_01296	Prbk.g_02109
OG0001053	Prap.g_01284	Prbk.g_02064
OG0001054	Prap.g_01269	Prbk.g_01861
OG0001055	Prap.g_01250	Prbk.g_01056
OG0001056	Prap.g_01233	Prbk.g_01085
OG0001057	Prap.g_01228	Prbk.g_01097
OG0001058	Prap.g_01220	Prbk.g_01893
OG0001059	Prap.g_01216	Prbk.g_01889
OG0001060	Prap.g_01210	Prbk.g_01882
OG0001061	Prap.g_01195	Prbk.g_01109
OG0001062	Prap.g_01193	Prbk.g_01111
OG0001063	Prap.g_01191	Prbk.g_01115
OG0001064	Prap.g_01190	Prbk.g_01116
OG0001065	Prap.g_01189	Prbk.g_01117
OG0001066	Prap.g_01188	Prbk.g_01118
OG0001067	Prap.g_01187	Prbk.g_01119
OG0001068	Prap.g_01186	Prbk.g_01120
OG0001069	Prap.g_01185	Prbk.g_01121
OG0001070	Prap.g_01181	Prbk.g_01125
OG0001071	Prap.g_01180	Prbk.g_01126
OG0001072	Prap.g_01178	Prbk.g_01129
OG0001073	Prap.g_01164	Prbk.g_01148
OG0001074	Prap.g_01152	Prbk.g_02602
OG0001075	Prap.g_01151	Prbk.g_02603
OG0001076	Prap.g_01144	Prbk.g_02611
OG0001077	Prap.g_01138	Prbk.g_02621
OG0001078	Prap.g_00391	Prbk.g_02632
OG0001079	Prap.g_00379	Prbk.g_02651
OG0001080	Prap.g_00373	Prbk.g_00738
OG0001081	Prap.g_00371	Prbk.g_00728
OG0001082	Prap.g_00370	Prbk.g_00727
OG0001083	Prap.g_00365	Prbk.g_00719
OG0001084	Prap.g_00364	Prbk.g_00718
OG0001085	Prap.g_00831	Prbk.g_00708
OG0001086	Prap.g_00830	Prbk.g_00706
OG0001087	Prap.g_00812	Prbk.g_01821
OG0001088	Prap.g_00811	Prbk.g_01817
OG0001089	Prap.g_00800	Prbk.g_01764
OG0001090	Prap.g_00790	Prbk.g_00617
OG0001091	Prap.g_00344	Prbk.g_00615
OG0001092	Prap.g_00343	Prbk.g_00614
OG0001093	Prap.g_00338	Prbk.g_00610
OG0001094	Prap.g_00345	Prbk.g_02462
OG0001095	Prap.g_00770	Prbk.g_02481
OG0001096	Prap.g_00756	Prbk.g_02497
OG0001097	Prap.g_00736	Prbk.g_02542
OG0001098	Prap.g_00717	Prbk.g_02379
OG0001099	Prap.g_00655	Prbk.g_00193
OG0001100	Prap.g_00867	Prbk.g_02389
OG0001101	Prap.g_00864	Prbk.g_02390
OG0001102	Prap.g_00861	Prbk.g_02393
OG0001103	Prap.g_00859	Prbk.g_02395
OG0001104	Prap.g_00836	Prbk.g_02452
OG0001105	Prap.g_00832	Prbk.g_02447
OG0001106	Prap.g_00248	Prbk.g_02336
OG0001107	Prap.g_00255	Prbk.g_02326
OG0001108	Prap.g_00259	Prbk.g_02319
OG0001109	Prap.g_00260	Prbk.g_02317
OG0001110	Prap.g_00262	Prbk.g_02315
OG0001111	Prap.g_00263	Prbk.g_02313
OG0001112	Prap.g_00264	Prbk.g_02311
OG0001113	Prap.g_00265	Prbk.g_02310
OG0001114	Prap.g_00266	Prbk.g_02309
OG0001115	Prap.g_00268	Prbk.g_02307
OG0001116	Prap.g_00269	Prbk.g_02306
OG0001117	Prap.g_00270	Prbk.g_02305
OG0001118	Prap.g_00271	Prbk.g_02304
OG0001119	Prap.g_00272	Prbk.g_02303
OG0001120	Prap.g_00274	Prbk.g_02301
OG0001122	Prap.g_00294	Prbk.g_00581
OG0001123	Prap.g_00300	Prbk.g_00588
OG0001124	Prap.g_00302	Prbk.g_00590
