Orthogroup	Prap	Syag
OG0000582	Prap.g_01159	Syag.g_00353
OG0000583	Prap.g_01158	Syag.g_00354
OG0000584	Prap.g_01157	Syag.g_00355
OG0000585	Prap.g_01155	Syag.g_00357
OG0000586	Prap.g_01154	Syag.g_00358
OG0000587	Prap.g_01153	Syag.g_00360
OG0000588	Prap.g_01149	Syag.g_00371
OG0000589	Prap.g_01147	Syag.g_00375
OG0000590	Prap.g_01146	Syag.g_00376
OG0000591	Prap.g_01142	Syag.g_00383
OG0000592	Prap.g_01141	Syag.g_00384
OG0000593	Prap.g_00395	Syag.g_00406
OG0000594	Prap.g_00394	Syag.g_00407
OG0000595	Prap.g_00393	Syag.g_00408
OG0000596	Prap.g_00389	Syag.g_00413
OG0000597	Prap.g_00386	Syag.g_00416
OG0000598	Prap.g_00385	Syag.g_00417
OG0000599	Prap.g_00382	Syag.g_00424
OG0000600	Prap.g_00381	Syag.g_00425
OG0000601	Prap.g_00380	Syag.g_00426
OG0000602	Prap.g_00378	Syag.g_00431
OG0000603	Prap.g_00377	Syag.g_00432
OG0000604	Prap.g_00376	Syag.g_00434
OG0000605	Prap.g_00375	Syag.g_00522
OG0000606	Prap.g_00372	Syag.g_00550
OG0000607	Prap.g_00369	Syag.g_00553
OG0000608	Prap.g_00368	Syag.g_00554
OG0000609	Prap.g_00367	Syag.g_00556
OG0000610	Prap.g_00361	Syag.g_00580
OG0000611	Prap.g_00358	Syag.g_00583
OG0000612	Prap.g_00357	Syag.g_00584
OG0000613	Prap.g_00828	Syag.g_02533
OG0000614	Prap.g_00807	Syag.g_01004
OG0000615	Prap.g_00796	Syag.g_00630
OG0000616	Prap.g_01489	Syag.g_02255
OG0000617	Prap.g_00341	Syag.g_00915
OG0000618	Prap.g_00340	Syag.g_00914
OG0000619	Prap.g_00339	Syag.g_00913
OG0000620	Prap.g_00336	Syag.g_00906
OG0000621	Prap.g_00335	Syag.g_00905
OG0000622	Prap.g_00334	Syag.g_00904
OG0000623	Prap.g_00333	Syag.g_00903
OG0000624	Prap.g_00331	Syag.g_00901
OG0000625	Prap.g_00330	Syag.g_00900
OG0000626	Prap.g_00329	Syag.g_00899
OG0000627	Prap.g_00328	Syag.g_00756
OG0000628	Prap.g_00327	Syag.g_00757
OG0000629	Prap.g_00326	Syag.g_00761
OG0000630	Prap.g_00323	Syag.g_00765
OG0000631	Prap.g_00683	Syag.g_00772
OG0000632	Prap.g_00682	Syag.g_00773
OG0000633	Prap.g_00681	Syag.g_00774
OG0000634	Prap.g_00787	Syag.g_00663
OG0000635	Prap.g_00786	Syag.g_00664
OG0000636	Prap.g_00784	Syag.g_00666
OG0000637	Prap.g_00782	Syag.g_00668
OG0000638	Prap.g_00781	Syag.g_00669
OG0000639	Prap.g_00780	Syag.g_00670
OG0000640	Prap.g_00779	Syag.g_00671
OG0000641	Prap.g_00775	Syag.g_00675
OG0000642	Prap.g_00774	Syag.g_00676
OG0000643	Prap.g_00773	Syag.g_00677
OG0000644	Prap.g_00772	Syag.g_00678
OG0000645	Prap.g_00771	Syag.g_00680
OG0000646	Prap.g_00769	Syag.g_00683
OG0000647	Prap.g_00767	Syag.g_00685
OG0000648	Prap.g_00765	Syag.g_00694
OG0000649	Prap.g_00764	Syag.g_00695
OG0000650	Prap.g_00763	Syag.g_00696
OG0000651	Prap.g_00762	Syag.g_00697
OG0000652	Prap.g_00761	Syag.g_00698
OG0000653	Prap.g_00759	Syag.g_00700
OG0000654	Prap.g_00758	Syag.g_00701
OG0000655	Prap.g_00757	Syag.g_00702
OG0000656	Prap.g_00754	Syag.g_00705
OG0000657	Prap.g_00746	Syag.g_00719
OG0000658	Prap.g_00744	Syag.g_00721
OG0000659	Prap.g_00743	Syag.g_00722
OG0000660	Prap.g_00739	Syag.g_00726
OG0000661	Prap.g_00737	Syag.g_00728
OG0000662	Prap.g_00735	Syag.g_00730
OG0000663	Prap.g_00733	Syag.g_00733
OG0000664	Prap.g_00732	Syag.g_00734
OG0000665	Prap.g_00726	Syag.g_00456
OG0000666	Prap.g_00725	Syag.g_00445
OG0000667	Prap.g_00721	Syag.g_00574
OG0000668	Prap.g_00660	Syag.g_00868
OG0000669	Prap.g_00869	Syag.g_00600
OG0000670	Prap.g_00866	Syag.g_00399
OG0000671	Prap.g_00863	Syag.g_00604
OG0000672	Prap.g_00860	Syag.g_00607
OG0000673	Prap.g_00857	Syag.g_00610
OG0000674	Prap.g_00855	Syag.g_00612
OG0000675	Prap.g_00854	Syag.g_00613
OG0000676	Prap.g_00852	Syag.g_00615
OG0000677	Prap.g_00851	Syag.g_00616
OG0000678	Prap.g_00849	Syag.g_00622
OG0000679	Prap.g_00845	Syag.g_00633
OG0000680	Prap.g_00844	Syag.g_00634
OG0000681	Prap.g_00841	Syag.g_00637
OG0000682	Prap.g_00840	Syag.g_00638
OG0000683	Prap.g_00839	Syag.g_00639
OG0000684	Prap.g_00837	Syag.g_00641
OG0000685	Prap.g_00835	Syag.g_00643
OG0000686	Prap.g_00834	Syag.g_00644
OG0000687	Prap.g_00833	Syag.g_00645
OG0000688	Prap.g_00353	Syag.g_00651
OG0000689	Prap.g_00352	Syag.g_00653
OG0000690	Prap.g_00351	Syag.g_00654
OG0000691	Prap.g_00350	Syag.g_00655
OG0000692	Prap.g_00348	Syag.g_00656
OG0000693	Prap.g_00347	Syag.g_00658
OG0000694	Prap.g_00346	Syag.g_00659
OG0000695	Prap.g_00679	Syag.g_00776
OG0000696	Prap.g_00678	Syag.g_00777
OG0000697	Prap.g_00677	Syag.g_00778
OG0000698	Prap.g_00239	Syag.g_00781
OG0000699	Prap.g_00240	Syag.g_00782
OG0000700	Prap.g_00241	Syag.g_00783
OG0000701	Prap.g_00242	Syag.g_00784
OG0000702	Prap.g_00244	Syag.g_00792
OG0000703	Prap.g_00245	Syag.g_00793
OG0000704	Prap.g_00247	Syag.g_00795
OG0000705	Prap.g_00250	Syag.g_00802
OG0000706	Prap.g_00251	Syag.g_00803
OG0000707	Prap.g_00252	Syag.g_00804
OG0000708	Prap.g_00254	Syag.g_00807
OG0000709	Prap.g_00258	Syag.g_00816
OG0000710	Prap.g_00261	Syag.g_00820
OG0000711	Prap.g_00279	Syag.g_00848
OG0000712	Prap.g_00280	Syag.g_00850
OG0000713	Prap.g_00281	Syag.g_00851
OG0000714	Prap.g_00282	Syag.g_00853
OG0000715	Prap.g_00284	Syag.g_00855
OG0000716	Prap.g_00286	Syag.g_00859
OG0000717	Prap.g_00287	Syag.g_00860
OG0000718	Prap.g_00291	Syag.g_00864
OG0000719	Prap.g_00293	Syag.g_00866
OG0000720	Prap.g_00305	Syag.g_00880
OG0000721	Prap.g_00309	Syag.g_00882
OG0000722	Prap.g_00310	Syag.g_00883
OG0000723	Prap.g_00314	Syag.g_00897
OG0000724	Prap.g_00703	Syag.g_00967
OG0000725	Prap.g_00709	Syag.g_00978
OG0000726	Prap.g_00710	Syag.g_00979
OG0000727	Prap.g_00711	Syag.g_00980
OG0000728	Prap.g_00713	Syag.g_00982
OG0000729	Prap.g_00539	Syag.g_02376
OG0000730	Prap.g_00498	Syag.g_02840
OG0000731	Prap.g_01366	Syag.g_02853
OG0000732	Prap.g_01538	Syag.g_02331
OG0000733	Prap.g_01882	Syag.g_00145
OG0000734	Prap.g_00472	Syag.g_01892
OG0000735	Prap.g_00470	Syag.g_01159
OG0000736	Prap.g_00469	Syag.g_01158
OG0000737	Prap.g_00468	Syag.g_01157
OG0000738	Prap.g_00464	Syag.g_01152
OG0000739	Prap.g_00463	Syag.g_01149
OG0000740	Prap.g_00462	Syag.g_01148
OG0000741	Prap.g_00460	Syag.g_01145
OG0000742	Prap.g_00457	Syag.g_01142
OG0000743	Prap.g_00455	Syag.g_01140
OG0000744	Prap.g_00454	Syag.g_01139
OG0000745	Prap.g_00453	Syag.g_01137
OG0000746	Prap.g_00451	Syag.g_01135
OG0000747	Prap.g_00450	Syag.g_01134
OG0000748	Prap.g_00446	Syag.g_01122
OG0000749	Prap.g_00445	Syag.g_01121
OG0000750	Prap.g_00444	Syag.g_01120
OG0000751	Prap.g_00441	Syag.g_01114
OG0000752	Prap.g_00439	Syag.g_01112
OG0000753	Prap.g_00437	Syag.g_01109
OG0000754	Prap.g_00434	Syag.g_01103
OG0000755	Prap.g_00428	Syag.g_01092
OG0000756	Prap.g_00427	Syag.g_01091
OG0000757	Prap.g_00420	Syag.g_01084
OG0000758	Prap.g_00419	Syag.g_01083
OG0000759	Prap.g_00418	Syag.g_01082
OG0000760	Prap.g_00417	Syag.g_01081
OG0000761	Prap.g_00416	Syag.g_01080
OG0000762	Prap.g_00415	Syag.g_01078
OG0000763	Prap.g_00413	Syag.g_01076
OG0000764	Prap.g_00412	Syag.g_01075
OG0000765	Prap.g_00404	Syag.g_01056
OG0000766	Prap.g_00403	Syag.g_01055
OG0000767	Prap.g_00401	Syag.g_01053
OG0000768	Prap.g_00400	Syag.g_01052
OG0000769	Prap.g_00398	Syag.g_01047
OG0000770	Prap.g_01136	Syag.g_01043
OG0000771	Prap.g_00217	Syag.g_00959
OG0000772	Prap.g_01853	Syag.g_02043
OG0000773	Prap.g_00552	Syag.g_01168
OG0000774	Prap.g_00554	Syag.g_01182
OG0000775	Prap.g_00556	Syag.g_01185
OG0000776	Prap.g_00557	Syag.g_01186
OG0000777	Prap.g_00558	Syag.g_01187
OG0000778	Prap.g_00559	Syag.g_01188
OG0000779	Prap.g_00563	Syag.g_01194
OG0000780	Prap.g_00564	Syag.g_01217
OG0000781	Prap.g_00568	Syag.g_01221
OG0000782	Prap.g_00569	Syag.g_01222
OG0000783	Prap.g_00570	Syag.g_01223
OG0000784	Prap.g_00571	Syag.g_01224
OG0000785	Prap.g_00573	Syag.g_01226
OG0000786	Prap.g_00576	Syag.g_01235
OG0000787	Prap.g_00577	Syag.g_01236
OG0000788	Prap.g_01268	Syag.g_00427
OG0000789	Prap.g_00220	Syag.g_00453
OG0000790	Prap.g_00064	Syag.g_01542
OG0000791	Prap.g_00066	Syag.g_01544
OG0000792	Prap.g_00067	Syag.g_01545
OG0000793	Prap.g_00070	Syag.g_01550
OG0000794	Prap.g_00071	Syag.g_01551
OG0000795	Prap.g_00072	Syag.g_01552
OG0000796	Prap.g_00076	Syag.g_01556
OG0000797	Prap.g_00077	Syag.g_01557
OG0000799	Prap.g_00104	Syag.g_01278
OG0000800	Prap.g_00105	Syag.g_01280
OG0000801	Prap.g_00106	Syag.g_01285
OG0000802	Prap.g_00108	Syag.g_01293
OG0000803	Prap.g_00110	Syag.g_01321
OG0000804	Prap.g_00111	Syag.g_01438
OG0000805	Prap.g_00113	Syag.g_01433
OG0000806	Prap.g_00115	Syag.g_01429
OG0000807	Prap.g_00116	Syag.g_01428
OG0000808	Prap.g_00117	Syag.g_01427
OG0000809	Prap.g_00119	Syag.g_01423
OG0000810	Prap.g_00120	Syag.g_01422
OG0000811	Prap.g_00124	Syag.g_01413
OG0000812	Prap.g_00126	Syag.g_01411
OG0000813	Prap.g_00127	Syag.g_01410
OG0000814	Prap.g_00129	Syag.g_01408
OG0000815	Prap.g_00130	Syag.g_01407
OG0000816	Prap.g_00132	Syag.g_01405
OG0000817	Prap.g_00133	Syag.g_01404
OG0000818	Prap.g_00138	Syag.g_01400
OG0000819	Prap.g_00139	Syag.g_01399
OG0000820	Prap.g_00140	Syag.g_01398
OG0000821	Prap.g_00144	Syag.g_01388
OG0000822	Prap.g_00145	Syag.g_01386
OG0000823	Prap.g_00146	Syag.g_01385
OG0000824	Prap.g_00149	Syag.g_01379
OG0000825	Prap.g_00150	Syag.g_01378
OG0000826	Prap.g_00151	Syag.g_01377
OG0000827	Prap.g_00152	Syag.g_01376
OG0000828	Prap.g_00155	Syag.g_01373
OG0000829	Prap.g_00156	Syag.g_01372
OG0000830	Prap.g_00157	Syag.g_01371
OG0000831	Prap.g_00159	Syag.g_01367
OG0000832	Prap.g_00169	Syag.g_01614
OG0000833	Prap.g_00178	Syag.g_01628
OG0000834	Prap.g_00179	Syag.g_01632
OG0000835	Prap.g_00180	Syag.g_01633
OG0000836	Prap.g_00181	Syag.g_01637
OG0000837	Prap.g_00182	Syag.g_01638
OG0000838	Prap.g_00184	Syag.g_01642
OG0000839	Prap.g_00185	Syag.g_01643
OG0000840	Prap.g_00186	Syag.g_01644
OG0000841	Prap.g_00187	Syag.g_01645
OG0000842	Prap.g_00188	Syag.g_01646
OG0000843	Prap.g_00189	Syag.g_01647
OG0000844	Prap.g_00190	Syag.g_01649
OG0000845	Prap.g_00191	Syag.g_01650
OG0000846	Prap.g_00192	Syag.g_01651
OG0000847	Prap.g_00193	Syag.g_01652
OG0000848	Prap.g_00194	Syag.g_01654
OG0000849	Prap.g_00195	Syag.g_01655
OG0000850	Prap.g_00197	Syag.g_01657
OG0000851	Prap.g_00198	Syag.g_01663
OG0000852	Prap.g_00199	Syag.g_01664
OG0000853	Prap.g_00205	Syag.g_01668
OG0000854	Prap.g_00207	Syag.g_01670
OG0000855	Prap.g_00208	Syag.g_01671
OG0000856	Prap.g_01139	Syag.g_00386
OG0000857	Prap.g_00768	Syag.g_00684
OG0000858	Prap.g_01786	Syag.g_01677
OG0000859	Prap.g_01785	Syag.g_01678
OG0000860	Prap.g_01777	Syag.g_01689
OG0000861	Prap.g_01776	Syag.g_01690
OG0000862	Prap.g_01775	Syag.g_01693
OG0000863	Prap.g_01773	Syag.g_01695
OG0000864	Prap.g_01772	Syag.g_01696
OG0000865	Prap.g_01771	Syag.g_01697
OG0000866	Prap.g_01770	Syag.g_01698
OG0000867	Prap.g_01769	Syag.g_01699
OG0000868	Prap.g_01767	Syag.g_01707
OG0000869	Prap.g_01764	Syag.g_01711
OG0000870	Prap.g_01759	Syag.g_01716
OG0000871	Prap.g_01758	Syag.g_01717
OG0000872	Prap.g_01757	Syag.g_01723
OG0000873	Prap.g_01753	Syag.g_01726
OG0000874	Prap.g_01750	Syag.g_01729
OG0000875	Prap.g_01749	Syag.g_01731
OG0000876	Prap.g_01748	Syag.g_01732
OG0000877	Prap.g_01746	Syag.g_01734
OG0000878	Prap.g_01745	Syag.g_01735
OG0000879	Prap.g_01744	Syag.g_02356
OG0000880	Prap.g_01743	Syag.g_01736
OG0000881	Prap.g_01739	Syag.g_01741
OG0000882	Prap.g_01734	Syag.g_01746
OG0000883	Prap.g_01732	Syag.g_01749
OG0000884	Prap.g_01730	Syag.g_01751
OG0000885	Prap.g_01729	Syag.g_01752
OG0000886	Prap.g_01728	Syag.g_01753
OG0000887	Prap.g_01727	Syag.g_01754
OG0000888	Prap.g_01725	Syag.g_01756
OG0000889	Prap.g_01723	Syag.g_01758
OG0000890	Prap.g_01722	Syag.g_01761
OG0000891	Prap.g_01721	Syag.g_01762
OG0000892	Prap.g_01719	Syag.g_01765
OG0000893	Prap.g_01715	Syag.g_02688
OG0000894	Prap.g_01712	Syag.g_02691
OG0000895	Prap.g_01708	Syag.g_02695
OG0000896	Prap.g_01707	Syag.g_02696
OG0000897	Prap.g_01705	Syag.g_02699
OG0000898	Prap.g_01704	Syag.g_02700
OG0000899	Prap.g_01703	Syag.g_02701
OG0000900	Prap.g_01702	Syag.g_02702
OG0000901	Prap.g_01699	Syag.g_02707
OG0000902	Prap.g_01697	Syag.g_02709
OG0000903	Prap.g_01693	Syag.g_02724
OG0000904	Prap.g_01689	Syag.g_02718
OG0000905	Prap.g_01695	Syag.g_02714
OG0000906	Prap.g_01696	Syag.g_02711
OG0000907	Prap.g_01686	Syag.g_02727
OG0000908	Prap.g_01683	Syag.g_02730
OG0000909	Prap.g_01682	Syag.g_02731
OG0000910	Prap.g_01681	Syag.g_02732
OG0000911	Prap.g_01679	Syag.g_02734
OG0000912	Prap.g_01678	Syag.g_02735
OG0000913	Prap.g_01677	Syag.g_02736
OG0000914	Prap.g_01676	Syag.g_02737
OG0000915	Prap.g_01675	Syag.g_02739
OG0000916	Prap.g_01674	Syag.g_02740
OG0000917	Prap.g_01673	Syag.g_02741
OG0000918	Prap.g_01672	Syag.g_02742
OG0000919	Prap.g_01671	Syag.g_02743
OG0000920	Prap.g_01670	Syag.g_02744
OG0000921	Prap.g_01669	Syag.g_02745
OG0000922	Prap.g_01668	Syag.g_02746
OG0000923	Prap.g_01664	Syag.g_02750
OG0000924	Prap.g_01663	Syag.g_02751
OG0000925	Prap.g_01662	Syag.g_02752
OG0000926	Prap.g_01661	Syag.g_02753
OG0000927	Prap.g_01659	Syag.g_02755
OG0000928	Prap.g_01658	Syag.g_02756
OG0000929	Prap.g_01657	Syag.g_02757
OG0000930	Prap.g_01656	Syag.g_02758
OG0000931	Prap.g_01655	Syag.g_02759
OG0000932	Prap.g_01654	Syag.g_02760
OG0000933	Prap.g_01650	Syag.g_02766
OG0000934	Prap.g_01647	Syag.g_02768
OG0000935	Prap.g_01646	Syag.g_02769
OG0000936	Prap.g_01645	Syag.g_02770
OG0000937	Prap.g_01644	Syag.g_02771
OG0000938	Prap.g_01641	Syag.g_02774
OG0000939	Prap.g_01640	Syag.g_02775
OG0000940	Prap.g_01633	Syag.g_02783
OG0000941	Prap.g_01631	Syag.g_02785
OG0000942	Prap.g_01629	Syag.g_02787
OG0000943	Prap.g_01628	Syag.g_02788
OG0000944	Prap.g_01626	Syag.g_02790
OG0000945	Prap.g_01625	Syag.g_02792
OG0000946	Prap.g_01620	Syag.g_02797
OG0000947	Prap.g_01618	Syag.g_02801
OG0000948	Prap.g_01617	Syag.g_02802
OG0000949	Prap.g_01614	Syag.g_02449
OG0000950	Prap.g_01607	Syag.g_02436
OG0000951	Prap.g_01603	Syag.g_02431
OG0000952	Prap.g_01599	Syag.g_02423
OG0000953	Prap.g_01595	Syag.g_02415
OG0000954	Prap.g_01591	Syag.g_02409
OG0000955	Prap.g_01590	Syag.g_02408
OG0000956	Prap.g_01588	Syag.g_02406
OG0000957	Prap.g_01582	Syag.g_02395
OG0000958	Prap.g_01581	Syag.g_02394
OG0000959	Prap.g_01577	Syag.g_02389
OG0000960	Prap.g_01576	Syag.g_02388
OG0000961	Prap.g_01573	Syag.g_02379
OG0000962	Prap.g_01571	Syag.g_02377
OG0000963	Prap.g_01567	Syag.g_02372
OG0000964	Prap.g_01566	Syag.g_02371
OG0000965	Prap.g_01565	Syag.g_02370
OG0000966	Prap.g_01559	Syag.g_02362
OG0000967	Prap.g_01555	Syag.g_02358
OG0000968	Prap.g_01553	Syag.g_02355
OG0000969	Prap.g_01552	Syag.g_02354
OG0000970	Prap.g_01551	Syag.g_02353
OG0000971	Prap.g_01550	Syag.g_02348
OG0000972	Prap.g_01549	Syag.g_02347
OG0000973	Prap.g_01548	Syag.g_02346
OG0000974	Prap.g_01547	Syag.g_02345
OG0000975	Prap.g_01546	Syag.g_02344
OG0000976	Prap.g_01545	Syag.g_02343
OG0000977	Prap.g_01544	Syag.g_02340
OG0000978	Prap.g_01543	Syag.g_02338
OG0000979	Prap.g_01541	Syag.g_02335
OG0000980	Prap.g_01539	Syag.g_02332
OG0000981	Prap.g_01536	Syag.g_02329
OG0000982	Prap.g_01534	Syag.g_02127
OG0000983	Prap.g_01533	Syag.g_02128
OG0000984	Prap.g_01532	Syag.g_02129
OG0000985	Prap.g_01529	Syag.g_02133
OG0000986	Prap.g_01527	Syag.g_02138
OG0000987	Prap.g_01526	Syag.g_02140
OG0000988	Prap.g_01523	Syag.g_02145
OG0000989	Prap.g_01519	Syag.g_02156
OG0000990	Prap.g_01515	Syag.g_02169
OG0000991	Prap.g_01514	Syag.g_02174
OG0000992	Prap.g_01511	Syag.g_02177
OG0000993	Prap.g_01510	Syag.g_02178
OG0000994	Prap.g_01509	Syag.g_02181
OG0000995	Prap.g_01505	Syag.g_02187
OG0000996	Prap.g_01504	Syag.g_02229
OG0000997	Prap.g_01501	Syag.g_02239
OG0000998	Prap.g_01499	Syag.g_02241
OG0000999	Prap.g_01498	Syag.g_02242
OG0001000	Prap.g_01495	Syag.g_02246
OG0001001	Prap.g_01492	Syag.g_02251
OG0001002	Prap.g_01874	Syag.g_02258
OG0001003	Prap.g_01873	Syag.g_02260
OG0001004	Prap.g_01872	Syag.g_02261
OG0001005	Prap.g_01871	Syag.g_02263
OG0001006	Prap.g_00056	Syag.g_02270
OG0001007	Prap.g_00054	Syag.g_02272
OG0001008	Prap.g_01329	Syag.g_00034
OG0001009	Prap.g_00928	Syag.g_02304
OG0001010	Prap.g_00927	Syag.g_02305
OG0001011	Prap.g_00925	Syag.g_02307
OG0001012	Prap.g_00911	Syag.g_02123
OG0001013	Prap.g_00904	Syag.g_02098
OG0001014	Prap.g_00901	Syag.g_02084
OG0001015	Prap.g_00899	Syag.g_02083
OG0001016	Prap.g_00877	Syag.g_01824
OG0001017	Prap.g_01100	Syag.g_01830
OG0001018	Prap.g_01098	Syag.g_01832
OG0001019	Prap.g_01089	Syag.g_01854
OG0001020	Prap.g_01088	Syag.g_01861
OG0001021	Prap.g_01087	Syag.g_01865
OG0001022	Prap.g_01084	Syag.g_01870
OG0001023	Prap.g_01083	Syag.g_01871
OG0001024	Prap.g_01079	Syag.g_01875
OG0001025	Prap.g_01072	Syag.g_01882
OG0001026	Prap.g_01063	Syag.g_01894
OG0001027	Prap.g_01062	Syag.g_01902
OG0001028	Prap.g_01060	Syag.g_01904
OG0001029	Prap.g_01059	Syag.g_01906
OG0001030	Prap.g_01043	Syag.g_01927
OG0001031	Prap.g_00983	Syag.g_02000
OG0001032	Prap.g_00982	Syag.g_02005
OG0001033	Prap.g_00961	Syag.g_02048
OG0001034	Prap.g_01476	Syag.g_01784
OG0001035	Prap.g_01456	Syag.g_02635
OG0001036	Prap.g_01452	Syag.g_02630
OG0001037	Prap.g_01451	Syag.g_02628
OG0001038	Prap.g_01432	Syag.g_02600
OG0001039	Prap.g_01429	Syag.g_02597
OG0001040	Prap.g_01427	Syag.g_02594
OG0001041	Prap.g_01422	Syag.g_02589
OG0001042	Prap.g_01405	Syag.g_02564
OG0001043	Prap.g_01404	Syag.g_02560
OG0001044	Prap.g_01373	Syag.g_02842
OG0001045	Prap.g_01364	Syag.g_02856
OG0001046	Prap.g_01827	Syag.g_00836
OG0001047	Prap.g_01327	Syag.g_00036
OG0001048	Prap.g_01326	Syag.g_00037
OG0001049	Prap.g_01324	Syag.g_00040
OG0001050	Prap.g_01323	Syag.g_00041
OG0001051	Prap.g_01322	Syag.g_00042
OG0001052	Prap.g_01296	Syag.g_01352
OG0001053	Prap.g_01284	Syag.g_01525
OG0001054	Prap.g_01269	Syag.g_01506
OG0001055	Prap.g_01250	Syag.g_01485
OG0001056	Prap.g_01233	Syag.g_01449
OG0001057	Prap.g_01228	Syag.g_01241
OG0001058	Prap.g_01220	Syag.g_00271
OG0001059	Prap.g_01216	Syag.g_00275
OG0001060	Prap.g_01210	Syag.g_00282
OG0001061	Prap.g_01195	Syag.g_00302
OG0001062	Prap.g_01193	Syag.g_00304
OG0001063	Prap.g_01191	Syag.g_00310
OG0001064	Prap.g_01190	Syag.g_00311
OG0001065	Prap.g_01189	Syag.g_00312
OG0001066	Prap.g_01188	Syag.g_00313
OG0001067	Prap.g_01187	Syag.g_00314
OG0001068	Prap.g_01186	Syag.g_00315
OG0001069	Prap.g_01185	Syag.g_00317
OG0001070	Prap.g_01181	Syag.g_00321
OG0001071	Prap.g_01180	Syag.g_00322
OG0001072	Prap.g_01178	Syag.g_00327
OG0001073	Prap.g_01164	Syag.g_00342
OG0001074	Prap.g_01152	Syag.g_00467
OG0001075	Prap.g_01151	Syag.g_00362
OG0001076	Prap.g_01144	Syag.g_00378
OG0001077	Prap.g_01138	Syag.g_00388
OG0001078	Prap.g_00391	Syag.g_00411
OG0001079	Prap.g_00379	Syag.g_00428
OG0001080	Prap.g_00373	Syag.g_00495
OG0001081	Prap.g_00371	Syag.g_00551
OG0001082	Prap.g_00370	Syag.g_00552
OG0001083	Prap.g_00365	Syag.g_00565
OG0001084	Prap.g_00364	Syag.g_00569
OG0001085	Prap.g_00831	Syag.g_00592
OG0001086	Prap.g_00830	Syag.g_00594
OG0001087	Prap.g_00812	Syag.g_01018
OG0001088	Prap.g_00811	Syag.g_01016
OG0001089	Prap.g_00800	Syag.g_00986
OG0001090	Prap.g_00790	Syag.g_00922
OG0001091	Prap.g_00344	Syag.g_00919
OG0001092	Prap.g_00343	Syag.g_00917
OG0001093	Prap.g_00338	Syag.g_00910
OG0001094	Prap.g_00345	Syag.g_00661
OG0001095	Prap.g_00770	Syag.g_00681
OG0001096	Prap.g_00756	Syag.g_00703
OG0001097	Prap.g_00736	Syag.g_00729
OG0001098	Prap.g_00717	Syag.g_00744
OG0001099	Prap.g_00655	Syag.g_01905
OG0001101	Prap.g_00864	Syag.g_00603
OG0001102	Prap.g_00861	Syag.g_00606
OG0001103	Prap.g_00859	Syag.g_00608
OG0001104	Prap.g_00836	Syag.g_00642
OG0001105	Prap.g_00832	Syag.g_00646
OG0001106	Prap.g_00248	Syag.g_00796
OG0001107	Prap.g_00255	Syag.g_00808
OG0001108	Prap.g_00259	Syag.g_00817
OG0001109	Prap.g_00260	Syag.g_00819
OG0001110	Prap.g_00262	Syag.g_00821
OG0001111	Prap.g_00263	Syag.g_00823
OG0001112	Prap.g_00264	Syag.g_00825
OG0001113	Prap.g_00265	Syag.g_00826
OG0001114	Prap.g_00266	Syag.g_00827
OG0001115	Prap.g_00268	Syag.g_00831
OG0001116	Prap.g_00269	Syag.g_00833
OG0001117	Prap.g_00270	Syag.g_00834
OG0001118	Prap.g_00271	Syag.g_00835
OG0001119	Prap.g_00272	Syag.g_00837
OG0001120	Prap.g_00274	Syag.g_00841
OG0001122	Prap.g_00294	Syag.g_00867
OG0001123	Prap.g_00300	Syag.g_00875
OG0001124	Prap.g_00302	Syag.g_00877
OG0001125	Prap.g_00304	Syag.g_00879
OG0001126	Prap.g_00697	Syag.g_00957
OG0001127	Prap.g_00698	Syag.g_00958
OG0001128	Prap.g_00700	Syag.g_00961
OG0001129	Prap.g_00701	Syag.g_00963
OG0001130	Prap.g_00702	Syag.g_00964
OG0001131	Prap.g_01345	Syag.g_00624
OG0001132	Prap.g_00020	Syag.g_00096
OG0001133	Prap.g_00058	Syag.g_00380
OG0001134	Prap.g_01883	Syag.g_02164
OG0001135	Prap.g_01880	Syag.g_00147
OG0001136	Prap.g_00459	Syag.g_01144
OG0001137	Prap.g_00447	Syag.g_01123
OG0001138	Prap.g_00426	Syag.g_01090
OG0001139	Prap.g_00424	Syag.g_01088
OG0001140	Prap.g_00423	Syag.g_01087
OG0001141	Prap.g_00422	Syag.g_01086
OG0001142	Prap.g_00421	Syag.g_01085
OG0001143	Prap.g_00414	Syag.g_01077
OG0001144	Prap.g_00409	Syag.g_01064
OG0001145	Prap.g_00553	Syag.g_01169
OG0001146	Prap.g_00565	Syag.g_01218
OG0001147	Prap.g_00585	Syag.g_01360
OG0001148	Prap.g_00061	Syag.g_01539
OG0001149	Prap.g_00062	Syag.g_01540
OG0001150	Prap.g_00063	Syag.g_01541
OG0001151	Prap.g_00074	Syag.g_01554
OG0001152	Prap.g_00075	Syag.g_01555
OG0001153	Prap.g_00153	Syag.g_01375
OG0001154	Prap.g_00154	Syag.g_01374
OG0001155	Prap.g_00171	Syag.g_01616
OG0001156	Prap.g_00174	Syag.g_01619
OG0001157	Prap.g_00175	Syag.g_01620
OG0001158	Prap.g_00176	Syag.g_01621
OG0001159	Prap.g_00177	Syag.g_01622, Syag.g_01625
OG0001160	Prap.g_00203	Syag.g_01666
OG0001161	Prap.g_01836	Syag.g_02163
OG0001162	Prap.g_01907	Syag.g_01238
OG0001163	Prap.g_01788	Syag.g_01674
OG0001164	Prap.g_01784	Syag.g_01680
OG0001165	Prap.g_01781	Syag.g_01685
OG0001166	Prap.g_01760	Syag.g_01715
