Orthogroup	Prap	Prai
OG0000581	Prap.g_01162	Prai.g_00633
OG0000582	Prap.g_01159	Prai.g_00636
OG0000583	Prap.g_01158	Prai.g_00637
OG0000584	Prap.g_01157	Prai.g_00638
OG0000585	Prap.g_01155	Prai.g_00640
OG0000586	Prap.g_01154	Prai.g_00641
OG0000587	Prap.g_01153	Prai.g_00642
OG0000588	Prap.g_01149	Prai.g_00646
OG0000589	Prap.g_01147	Prai.g_00650
OG0000590	Prap.g_01146	Prai.g_00651
OG0000591	Prap.g_01142	Prai.g_00654
OG0000592	Prap.g_01141	Prai.g_00655
OG0000593	Prap.g_00395	Prai.g_00661
OG0000594	Prap.g_00394	Prai.g_00662
OG0000595	Prap.g_00393	Prai.g_00663
OG0000596	Prap.g_00389	Prai.g_00667
OG0000597	Prap.g_00386	Prai.g_00669
OG0000598	Prap.g_00385	Prai.g_00670
OG0000599	Prap.g_00382	Prai.g_00673
OG0000600	Prap.g_00381	Prai.g_00674
OG0000601	Prap.g_00380	Prai.g_00675
OG0000602	Prap.g_00378	Prai.g_00677
OG0000603	Prap.g_00377	Prai.g_00678
OG0000604	Prap.g_00376	Prai.g_00679
OG0000605	Prap.g_00375	Prai.g_00680
OG0000606	Prap.g_00372	Prai.g_00683
OG0000607	Prap.g_00369	Prai.g_00686
OG0000608	Prap.g_00368	Prai.g_00687
OG0000609	Prap.g_00367	Prai.g_00688
OG0000610	Prap.g_00361	Prai.g_00693
OG0000611	Prap.g_00358	Prai.g_00696
OG0000612	Prap.g_00357	Prai.g_00697
OG0000613	Prap.g_00828	Prai.g_00702
OG0000614	Prap.g_00807	Prai.g_00721
OG0000615	Prap.g_00796	Prai.g_00729
OG0000616	Prap.g_01489	Prai.g_00732
OG0000617	Prap.g_00341	Prai.g_00754
OG0000618	Prap.g_00340	Prai.g_00755
OG0000619	Prap.g_00339	Prai.g_00756
OG0000620	Prap.g_00336	Prai.g_00759
OG0000621	Prap.g_00335	Prai.g_00760
OG0000622	Prap.g_00334	Prai.g_00761
OG0000623	Prap.g_00333	Prai.g_00762
OG0000624	Prap.g_00331	Prai.g_00763
OG0000625	Prap.g_00330	Prai.g_00764
OG0000626	Prap.g_00329	Prai.g_00765
OG0000627	Prap.g_00328	Prai.g_00766
OG0000628	Prap.g_00327	Prai.g_00767
OG0000629	Prap.g_00326	Prai.g_00768
OG0000630	Prap.g_00323	Prai.g_00771
OG0000631	Prap.g_00683	Prai.g_00857
OG0000632	Prap.g_00682	Prai.g_00856
OG0000633	Prap.g_00681	Prai.g_00855
OG0000634	Prap.g_00787	Prai.g_00852
OG0000635	Prap.g_00786	Prai.g_00851
OG0000636	Prap.g_00784	Prai.g_00849
OG0000637	Prap.g_00782	Prai.g_00847
OG0000638	Prap.g_00781	Prai.g_00846
OG0000639	Prap.g_00780	Prai.g_00845
OG0000640	Prap.g_00779	Prai.g_00844
OG0000641	Prap.g_00775	Prai.g_00839
OG0000642	Prap.g_00774	Prai.g_00838
OG0000643	Prap.g_00773	Prai.g_00837
OG0000644	Prap.g_00772	Prai.g_00836
OG0000645	Prap.g_00771	Prai.g_00835
OG0000646	Prap.g_00769	Prai.g_00833
OG0000647	Prap.g_00767	Prai.g_00832
OG0000648	Prap.g_00765	Prai.g_00830
OG0000649	Prap.g_00764	Prai.g_00829
OG0000650	Prap.g_00763	Prai.g_00828
OG0000651	Prap.g_00762	Prai.g_00827
OG0000652	Prap.g_00761	Prai.g_00826
OG0000653	Prap.g_00759	Prai.g_00824
OG0000654	Prap.g_00758	Prai.g_00823
OG0000655	Prap.g_00757	Prai.g_00822
OG0000656	Prap.g_00754	Prai.g_00819
OG0000657	Prap.g_00746	Prai.g_00811
OG0000658	Prap.g_00744	Prai.g_00810
OG0000659	Prap.g_00743	Prai.g_00809
OG0000660	Prap.g_00739	Prai.g_00805
OG0000661	Prap.g_00737	Prai.g_00803
OG0000662	Prap.g_00735	Prai.g_00801
OG0000663	Prap.g_00733	Prai.g_00799
OG0000664	Prap.g_00732	Prai.g_00798
OG0000665	Prap.g_00726	Prai.g_00794
OG0000666	Prap.g_00725	Prai.g_00793
OG0000667	Prap.g_00721	Prai.g_00789
OG0000668	Prap.g_00660	Prai.g_01060
OG0000669	Prap.g_00869	Prai.g_01054
OG0000670	Prap.g_00866	Prai.g_01052
OG0000671	Prap.g_00863	Prai.g_01050
OG0000672	Prap.g_00860	Prai.g_01048
OG0000673	Prap.g_00857	Prai.g_01045
OG0000674	Prap.g_00855	Prai.g_01043
OG0000675	Prap.g_00854	Prai.g_01042
OG0000676	Prap.g_00852	Prai.g_01040
OG0000677	Prap.g_00851	Prai.g_01039
OG0000678	Prap.g_00849	Prai.g_01037
OG0000679	Prap.g_00845	Prai.g_01033
OG0000680	Prap.g_00844	Prai.g_01032
OG0000681	Prap.g_00841	Prai.g_01030
OG0000682	Prap.g_00840	Prai.g_01029
OG0000683	Prap.g_00839	Prai.g_01028
OG0000684	Prap.g_00837	Prai.g_01027
OG0000685	Prap.g_00835	Prai.g_01025
OG0000686	Prap.g_00834	Prai.g_01024
OG0000687	Prap.g_00833	Prai.g_01023
OG0000688	Prap.g_00353	Prai.g_01020
OG0000689	Prap.g_00352	Prai.g_01019
OG0000690	Prap.g_00351	Prai.g_01018
OG0000691	Prap.g_00350	Prai.g_01017
OG0000692	Prap.g_00348	Prai.g_01015
OG0000693	Prap.g_00347	Prai.g_01014
OG0000694	Prap.g_00346	Prai.g_01013
OG0000695	Prap.g_00679	Prai.g_01011
OG0000696	Prap.g_00678	Prai.g_01010
OG0000697	Prap.g_00677	Prai.g_01009
OG0000698	Prap.g_00239	Prai.g_01006
OG0000699	Prap.g_00240	Prai.g_01005
OG0000700	Prap.g_00241	Prai.g_01004
OG0000701	Prap.g_00242	Prai.g_01003
OG0000702	Prap.g_00244	Prai.g_01001
OG0000703	Prap.g_00245	Prai.g_01000
OG0000704	Prap.g_00247	Prai.g_00999
OG0000705	Prap.g_00250	Prai.g_00995
OG0000706	Prap.g_00251	Prai.g_00994
OG0000707	Prap.g_00252	Prai.g_00993
OG0000708	Prap.g_00254	Prai.g_00992
OG0000709	Prap.g_00258	Prai.g_00988
OG0000710	Prap.g_00261	Prai.g_00985
OG0000711	Prap.g_00279	Prai.g_00968
OG0000712	Prap.g_00280	Prai.g_00966
OG0000713	Prap.g_00281	Prai.g_00965
OG0000714	Prap.g_00282	Prai.g_00964
OG0000715	Prap.g_00284	Prai.g_00962
OG0000716	Prap.g_00286	Prai.g_00960
OG0000717	Prap.g_00287	Prai.g_00959
OG0000718	Prap.g_00291	Prai.g_00948
OG0000719	Prap.g_00293	Prai.g_00946
OG0000720	Prap.g_00305	Prai.g_00938
OG0000721	Prap.g_00309	Prai.g_00936
OG0000722	Prap.g_00310	Prai.g_00935
OG0000723	Prap.g_00314	Prai.g_00932
OG0000724	Prap.g_00703	Prai.g_00923
OG0000725	Prap.g_00709	Prai.g_00917
OG0000726	Prap.g_00710	Prai.g_00916
OG0000727	Prap.g_00711	Prai.g_00915
OG0000728	Prap.g_00713	Prai.g_00913
OG0000729	Prap.g_00539	Prai.g_01109
OG0000730	Prap.g_00498	Prai.g_01113
OG0000731	Prap.g_01366	Prai.g_01117
OG0000732	Prap.g_01538	Prai.g_01126
OG0000733	Prap.g_01882	Prai.g_01144
OG0000734	Prap.g_00472	Prai.g_01157
OG0000735	Prap.g_00470	Prai.g_01159
OG0000736	Prap.g_00469	Prai.g_01160
OG0000737	Prap.g_00468	Prai.g_01161
OG0000738	Prap.g_00464	Prai.g_01165
OG0000739	Prap.g_00463	Prai.g_01166
OG0000740	Prap.g_00462	Prai.g_01167
OG0000741	Prap.g_00460	Prai.g_01168
OG0000742	Prap.g_00457	Prai.g_01170
OG0000743	Prap.g_00455	Prai.g_01172
OG0000744	Prap.g_00454	Prai.g_01173
OG0000745	Prap.g_00453	Prai.g_01174
OG0000746	Prap.g_00451	Prai.g_01176
OG0000747	Prap.g_00450	Prai.g_01177
OG0000748	Prap.g_00446	Prai.g_01180
OG0000749	Prap.g_00445	Prai.g_01181
OG0000750	Prap.g_00444	Prai.g_01182
OG0000751	Prap.g_00441	Prai.g_01184
OG0000752	Prap.g_00439	Prai.g_01186
OG0000753	Prap.g_00437	Prai.g_01189
OG0000754	Prap.g_00434	Prai.g_01192
OG0000755	Prap.g_00428	Prai.g_01196
OG0000756	Prap.g_00427	Prai.g_01197
OG0000757	Prap.g_00420	Prai.g_01204
OG0000758	Prap.g_00419	Prai.g_01205
OG0000759	Prap.g_00418	Prai.g_01206
OG0000760	Prap.g_00417	Prai.g_01207
OG0000761	Prap.g_00416	Prai.g_01208
OG0000762	Prap.g_00415	Prai.g_01209
OG0000763	Prap.g_00413	Prai.g_01211
OG0000764	Prap.g_00412	Prai.g_01212
OG0000765	Prap.g_00404	Prai.g_01221
OG0000766	Prap.g_00403	Prai.g_01222
OG0000767	Prap.g_00401	Prai.g_01224
OG0000768	Prap.g_00400	Prai.g_01225
OG0000769	Prap.g_00398	Prai.g_01227
OG0000770	Prap.g_01136	Prai.g_01229
OG0000771	Prap.g_00217	Prai.g_01238
OG0000772	Prap.g_01853	Prai.g_01310
OG0000773	Prap.g_00552	Prai.g_01325
OG0000774	Prap.g_00554	Prai.g_01327
OG0000775	Prap.g_00556	Prai.g_01330
OG0000776	Prap.g_00557	Prai.g_01331
OG0000777	Prap.g_00558	Prai.g_01332
OG0000778	Prap.g_00559	Prai.g_01333
OG0000779	Prap.g_00563	Prai.g_01337
OG0000780	Prap.g_00564	Prai.g_01338
OG0000781	Prap.g_00568	Prai.g_01341
OG0000782	Prap.g_00569	Prai.g_01342
OG0000783	Prap.g_00570	Prai.g_01343
OG0000784	Prap.g_00571	Prai.g_01344
OG0000785	Prap.g_00573	Prai.g_01346
OG0000786	Prap.g_00576	Prai.g_01348
OG0000787	Prap.g_00577	Prai.g_01349
OG0000788	Prap.g_01268	Prai.g_01358
OG0000789	Prap.g_00220	Prai.g_01360
OG0000790	Prap.g_00064	Prai.g_01375
OG0000791	Prap.g_00066	Prai.g_01377
OG0000792	Prap.g_00067	Prai.g_01378
OG0000793	Prap.g_00070	Prai.g_01381
OG0000794	Prap.g_00071	Prai.g_01382
OG0000795	Prap.g_00072	Prai.g_01383
OG0000796	Prap.g_00076	Prai.g_01387
OG0000797	Prap.g_00077	Prai.g_01388
OG0000798	Prap.g_00004	Prai.g_01395
OG0000799	Prap.g_00104	Prai.g_01445
OG0000800	Prap.g_00105	Prai.g_01446
OG0000801	Prap.g_00106	Prai.g_01447
OG0000802	Prap.g_00108	Prai.g_01449
OG0000803	Prap.g_00110	Prai.g_01451
OG0000804	Prap.g_00111	Prai.g_01452
OG0000805	Prap.g_00113	Prai.g_01454
OG0000806	Prap.g_00115	Prai.g_01456
OG0000807	Prap.g_00116	Prai.g_01457
OG0000808	Prap.g_00117	Prai.g_01458
OG0000809	Prap.g_00119	Prai.g_01461
OG0000810	Prap.g_00120	Prai.g_01462
OG0000811	Prap.g_00124	Prai.g_01466
OG0000812	Prap.g_00126	Prai.g_01468
OG0000813	Prap.g_00127	Prai.g_01469
OG0000814	Prap.g_00129	Prai.g_01471
OG0000815	Prap.g_00130	Prai.g_01472
OG0000816	Prap.g_00132	Prai.g_01474
OG0000817	Prap.g_00133	Prai.g_01475
OG0000818	Prap.g_00138	Prai.g_01480
OG0000819	Prap.g_00139	Prai.g_01481
OG0000820	Prap.g_00140	Prai.g_01482
OG0000821	Prap.g_00144	Prai.g_01485
OG0000822	Prap.g_00145	Prai.g_01486
OG0000823	Prap.g_00146	Prai.g_01487
OG0000824	Prap.g_00149	Prai.g_01490
OG0000825	Prap.g_00150	Prai.g_01491
OG0000826	Prap.g_00151	Prai.g_01492
OG0000827	Prap.g_00152	Prai.g_01493
OG0000828	Prap.g_00155	Prai.g_01496
OG0000829	Prap.g_00156	Prai.g_01497
OG0000830	Prap.g_00157	Prai.g_01498
OG0000831	Prap.g_00159	Prai.g_01500
OG0000832	Prap.g_00169	Prai.g_01505
OG0000833	Prap.g_00178	Prai.g_01514
OG0000834	Prap.g_00179	Prai.g_01515
OG0000835	Prap.g_00180	Prai.g_01516
OG0000836	Prap.g_00181	Prai.g_01517
OG0000837	Prap.g_00182	Prai.g_01518
OG0000838	Prap.g_00184	Prai.g_01520
OG0000839	Prap.g_00185	Prai.g_01521
OG0000840	Prap.g_00186	Prai.g_01522
OG0000841	Prap.g_00187	Prai.g_01523
OG0000842	Prap.g_00188	Prai.g_01524
OG0000843	Prap.g_00189	Prai.g_01525
OG0000844	Prap.g_00190	Prai.g_01526
OG0000845	Prap.g_00191	Prai.g_01527
OG0000846	Prap.g_00192	Prai.g_01528
OG0000847	Prap.g_00193	Prai.g_01529
OG0000848	Prap.g_00194	Prai.g_01530
OG0000849	Prap.g_00195	Prai.g_01531
OG0000850	Prap.g_00197	Prai.g_01533
OG0000851	Prap.g_00198	Prai.g_01534
OG0000852	Prap.g_00199	Prai.g_01535
OG0000853	Prap.g_00205	Prai.g_01539
OG0000854	Prap.g_00207	Prai.g_01541
OG0000855	Prap.g_00208	Prai.g_01542
OG0000856	Prap.g_01139	Prai.g_01558
OG0000857	Prap.g_00768	Prai.g_01597
OG0000858	Prap.g_01786	Prai.g_01632
OG0000859	Prap.g_01785	Prai.g_01633
OG0000860	Prap.g_01777	Prai.g_01640
OG0000861	Prap.g_01776	Prai.g_01641
OG0000862	Prap.g_01775	Prai.g_01642
OG0000863	Prap.g_01773	Prai.g_01644
OG0000864	Prap.g_01772	Prai.g_01645
OG0000865	Prap.g_01771	Prai.g_01646
OG0000866	Prap.g_01770	Prai.g_01647
OG0000867	Prap.g_01769	Prai.g_01648
OG0000868	Prap.g_01767	Prai.g_01649
OG0000869	Prap.g_01764	Prai.g_01653
OG0000870	Prap.g_01759	Prai.g_01658
OG0000871	Prap.g_01758	Prai.g_01659
OG0000872	Prap.g_01757	Prai.g_01660
OG0000873	Prap.g_01753	Prai.g_01663
OG0000874	Prap.g_01750	Prai.g_01666
OG0000875	Prap.g_01749	Prai.g_01667
OG0000876	Prap.g_01748	Prai.g_01668
OG0000877	Prap.g_01746	Prai.g_01670
OG0000878	Prap.g_01745	Prai.g_01671
OG0000879	Prap.g_01744	Prai.g_01672
OG0000880	Prap.g_01743	Prai.g_01673
OG0000881	Prap.g_01739	Prai.g_01677
OG0000882	Prap.g_01734	Prai.g_01682
OG0000883	Prap.g_01732	Prai.g_01683
OG0000884	Prap.g_01730	Prai.g_01685
OG0000885	Prap.g_01729	Prai.g_01686
OG0000886	Prap.g_01728	Prai.g_01687
OG0000887	Prap.g_01727	Prai.g_01688
OG0000888	Prap.g_01725	Prai.g_01690
OG0000889	Prap.g_01723	Prai.g_01692
OG0000890	Prap.g_01722	Prai.g_01693
OG0000891	Prap.g_01721	Prai.g_01694
OG0000892	Prap.g_01719	Prai.g_01696
OG0000893	Prap.g_01715	Prai.g_01701
OG0000894	Prap.g_01712	Prai.g_01703
OG0000895	Prap.g_01708	Prai.g_01706
OG0000896	Prap.g_01707	Prai.g_01707
OG0000897	Prap.g_01705	Prai.g_01709
OG0000898	Prap.g_01704	Prai.g_01710
OG0000899	Prap.g_01703	Prai.g_01711
OG0000900	Prap.g_01702	Prai.g_01712
OG0000901	Prap.g_01699	Prai.g_01715
OG0000902	Prap.g_01697	Prai.g_01717
OG0000903	Prap.g_01693	Prai.g_01720
OG0000904	Prap.g_01689	Prai.g_01722
OG0000905	Prap.g_01695	Prai.g_01727
OG0000906	Prap.g_01696	Prai.g_01728
OG0000907	Prap.g_01686	Prai.g_01734
OG0000908	Prap.g_01683	Prai.g_01737
OG0000909	Prap.g_01682	Prai.g_01738
OG0000910	Prap.g_01681	Prai.g_01739
OG0000911	Prap.g_01679	Prai.g_01741
OG0000912	Prap.g_01678	Prai.g_01742
OG0000913	Prap.g_01677	Prai.g_01743
OG0000914	Prap.g_01676	Prai.g_01744
OG0000915	Prap.g_01675	Prai.g_01746
OG0000916	Prap.g_01674	Prai.g_01747
OG0000917	Prap.g_01673	Prai.g_01748
OG0000918	Prap.g_01672	Prai.g_01749
OG0000919	Prap.g_01671	Prai.g_01750
OG0000920	Prap.g_01670	Prai.g_01751
OG0000921	Prap.g_01669	Prai.g_01752
OG0000922	Prap.g_01668	Prai.g_01753
OG0000923	Prap.g_01664	Prai.g_01757
OG0000924	Prap.g_01663	Prai.g_01758
OG0000925	Prap.g_01662	Prai.g_01759
OG0000926	Prap.g_01661	Prai.g_01760
OG0000927	Prap.g_01659	Prai.g_01762
OG0000928	Prap.g_01658	Prai.g_01763
OG0000929	Prap.g_01657	Prai.g_01764
OG0000930	Prap.g_01656	Prai.g_01765
OG0000931	Prap.g_01655	Prai.g_01766
OG0000932	Prap.g_01654	Prai.g_01767
OG0000933	Prap.g_01650	Prai.g_01776
OG0000934	Prap.g_01647	Prai.g_01778
OG0000935	Prap.g_01646	Prai.g_01779
OG0000936	Prap.g_01645	Prai.g_01780
OG0000937	Prap.g_01644	Prai.g_01781
OG0000938	Prap.g_01641	Prai.g_01783
OG0000939	Prap.g_01640	Prai.g_01784
OG0000940	Prap.g_01633	Prai.g_01791
OG0000941	Prap.g_01631	Prai.g_01793
OG0000942	Prap.g_01629	Prai.g_01795
OG0000943	Prap.g_01628	Prai.g_01796
OG0000944	Prap.g_01626	Prai.g_01797
OG0000945	Prap.g_01625	Prai.g_01798
OG0000946	Prap.g_01620	Prai.g_01802
OG0000947	Prap.g_01618	Prai.g_01804
OG0000948	Prap.g_01617	Prai.g_01805
OG0000949	Prap.g_01614	Prai.g_01808
OG0000950	Prap.g_01607	Prai.g_01813
OG0000951	Prap.g_01603	Prai.g_01817
OG0000952	Prap.g_01599	Prai.g_01821
OG0000953	Prap.g_01595	Prai.g_01824
OG0000954	Prap.g_01591	Prai.g_01828
OG0000955	Prap.g_01590	Prai.g_01829
OG0000956	Prap.g_01588	Prai.g_01831
OG0000957	Prap.g_01582	Prai.g_01836
OG0000958	Prap.g_01581	Prai.g_01837
OG0000959	Prap.g_01577	Prai.g_01841
OG0000960	Prap.g_01576	Prai.g_01842
OG0000961	Prap.g_01573	Prai.g_01844
OG0000962	Prap.g_01571	Prai.g_01846
OG0000963	Prap.g_01567	Prai.g_01850
OG0000964	Prap.g_01566	Prai.g_01851
OG0000965	Prap.g_01565	Prai.g_01852
OG0000966	Prap.g_01559	Prai.g_01861
OG0000967	Prap.g_01555	Prai.g_01865
OG0000968	Prap.g_01553	Prai.g_01867
OG0000969	Prap.g_01552	Prai.g_01868
OG0000970	Prap.g_01551	Prai.g_01869
OG0000971	Prap.g_01550	Prai.g_01870
OG0000972	Prap.g_01549	Prai.g_01871
OG0000973	Prap.g_01548	Prai.g_01872
OG0000974	Prap.g_01547	Prai.g_01873
OG0000975	Prap.g_01546	Prai.g_01874
OG0000976	Prap.g_01545	Prai.g_01875
OG0000977	Prap.g_01544	Prai.g_01876
OG0000978	Prap.g_01543	Prai.g_01877
OG0000979	Prap.g_01541	Prai.g_01880
OG0000980	Prap.g_01539	Prai.g_01882
OG0000981	Prap.g_01536	Prai.g_01884
OG0000982	Prap.g_01534	Prai.g_01886
OG0000983	Prap.g_01533	Prai.g_01887
OG0000984	Prap.g_01532	Prai.g_01888
OG0000985	Prap.g_01529	Prai.g_01891
OG0000986	Prap.g_01527	Prai.g_01893
OG0000987	Prap.g_01526	Prai.g_01894
OG0000988	Prap.g_01523	Prai.g_01897
OG0000989	Prap.g_01519	Prai.g_01900
OG0000990	Prap.g_01515	Prai.g_01903
OG0000991	Prap.g_01514	Prai.g_01904
OG0000992	Prap.g_01511	Prai.g_01906
OG0000993	Prap.g_01510	Prai.g_01907
OG0000994	Prap.g_01509	Prai.g_01908
OG0000995	Prap.g_01505	Prai.g_01912
OG0000996	Prap.g_01504	Prai.g_01913
OG0000997	Prap.g_01501	Prai.g_01914
OG0000998	Prap.g_01499	Prai.g_01916
OG0000999	Prap.g_01498	Prai.g_01917
OG0001000	Prap.g_01495	Prai.g_01920
OG0001001	Prap.g_01492	Prai.g_01922
OG0001002	Prap.g_01874	Prai.g_01926
OG0001003	Prap.g_01873	Prai.g_01928
OG0001004	Prap.g_01872	Prai.g_01929
OG0001005	Prap.g_01871	Prai.g_01930
OG0001006	Prap.g_00056	Prai.g_01934
OG0001007	Prap.g_00054	Prai.g_01936
OG0001008	Prap.g_01329	Prai.g_00468
OG0001009	Prap.g_00928	Prai.g_00027
OG0001010	Prap.g_00927	Prai.g_00028
OG0001011	Prap.g_00925	Prai.g_00029
OG0001012	Prap.g_00911	Prai.g_00050
OG0001013	Prap.g_00904	Prai.g_00055
OG0001014	Prap.g_00901	Prai.g_00058
OG0001015	Prap.g_00899	Prai.g_00059
OG0001016	Prap.g_00877	Prai.g_00073
OG0001017	Prap.g_01100	Prai.g_00077
OG0001018	Prap.g_01098	Prai.g_00080
OG0001019	Prap.g_01089	Prai.g_00089
OG0001020	Prap.g_01088	Prai.g_00090
OG0001021	Prap.g_01087	Prai.g_00091
OG0001022	Prap.g_01084	Prai.g_00094
OG0001023	Prap.g_01083	Prai.g_00095
OG0001024	Prap.g_01079	Prai.g_00098
OG0001025	Prap.g_01072	Prai.g_00104
OG0001026	Prap.g_01063	Prai.g_00111
OG0001027	Prap.g_01062	Prai.g_00112
OG0001028	Prap.g_01060	Prai.g_00114
OG0001029	Prap.g_01059	Prai.g_00115
OG0001030	Prap.g_01043	Prai.g_00130
OG0001031	Prap.g_00983	Prai.g_00197
OG0001032	Prap.g_00982	Prai.g_00198
OG0001033	Prap.g_00961	Prai.g_00219
OG0001034	Prap.g_01476	Prai.g_00247
OG0001035	Prap.g_01456	Prai.g_00267
OG0001036	Prap.g_01452	Prai.g_00272
OG0001037	Prap.g_01451	Prai.g_00273
OG0001038	Prap.g_01432	Prai.g_00291
OG0001039	Prap.g_01429	Prai.g_00294
OG0001040	Prap.g_01427	Prai.g_00296
OG0001041	Prap.g_01422	Prai.g_00300
OG0001042	Prap.g_01405	Prai.g_00317
OG0001043	Prap.g_01404	Prai.g_00318
OG0001045	Prap.g_01364	Prai.g_00355
OG0001046	Prap.g_01827	Prai.g_00390
OG0001047	Prap.g_01327	Prai.g_00470
OG0001048	Prap.g_01326	Prai.g_00471
OG0001049	Prap.g_01324	Prai.g_00473
OG0001050	Prap.g_01323	Prai.g_00474
OG0001051	Prap.g_01322	Prai.g_00475
OG0001052	Prap.g_01296	Prai.g_00501
OG0001053	Prap.g_01284	Prai.g_00513
OG0001054	Prap.g_01269	Prai.g_00528
OG0001055	Prap.g_01250	Prai.g_00546
OG0001056	Prap.g_01233	Prai.g_00564
OG0001057	Prap.g_01228	Prai.g_00569
OG0001058	Prap.g_01220	Prai.g_00577
OG0001059	Prap.g_01216	Prai.g_00581
OG0001060	Prap.g_01210	Prai.g_00588
OG0001061	Prap.g_01195	Prai.g_00602
OG0001062	Prap.g_01193	Prai.g_00604
OG0001063	Prap.g_01191	Prai.g_00606
OG0001064	Prap.g_01190	Prai.g_00607
OG0001065	Prap.g_01189	Prai.g_00608
OG0001066	Prap.g_01188	Prai.g_00609
OG0001067	Prap.g_01187	Prai.g_00610
OG0001068	Prap.g_01186	Prai.g_00611
OG0001069	Prap.g_01185	Prai.g_00612
OG0001070	Prap.g_01181	Prai.g_00615
OG0001071	Prap.g_01180	Prai.g_00616
OG0001072	Prap.g_01178	Prai.g_00618
OG0001073	Prap.g_01164	Prai.g_00632
OG0001074	Prap.g_01152	Prai.g_00643
OG0001075	Prap.g_01151	Prai.g_00644
OG0001076	Prap.g_01144	Prai.g_00653
OG0001077	Prap.g_01138	Prai.g_00657
OG0001078	Prap.g_00391	Prai.g_00665
OG0001079	Prap.g_00379	Prai.g_00676
OG0001080	Prap.g_00373	Prai.g_00682
OG0001081	Prap.g_00371	Prai.g_00684
OG0001082	Prap.g_00370	Prai.g_00685
OG0001083	Prap.g_00365	Prai.g_00690
OG0001084	Prap.g_00364	Prai.g_00691
OG0001085	Prap.g_00831	Prai.g_00699
OG0001086	Prap.g_00830	Prai.g_00700
OG0001087	Prap.g_00812	Prai.g_00717
OG0001088	Prap.g_00811	Prai.g_00718
OG0001089	Prap.g_00800	Prai.g_00726
OG0001090	Prap.g_00790	Prai.g_00749
OG0001091	Prap.g_00344	Prai.g_00751
OG0001092	Prap.g_00343	Prai.g_00752
OG0001093	Prap.g_00338	Prai.g_00757
OG0001094	Prap.g_00345	Prai.g_00854
OG0001095	Prap.g_00770	Prai.g_00834
OG0001096	Prap.g_00756	Prai.g_00821
OG0001097	Prap.g_00736	Prai.g_00802
OG0001098	Prap.g_00717	Prai.g_00787
OG0001099	Prap.g_00655	Prai.g_01057
OG0001100	Prap.g_00867	Prai.g_01053
OG0001101	Prap.g_00864	Prai.g_01051
OG0001102	Prap.g_00861	Prai.g_01049
OG0001103	Prap.g_00859	Prai.g_01047
OG0001104	Prap.g_00836	Prai.g_01026
OG0001105	Prap.g_00832	Prai.g_01022
OG0001106	Prap.g_00248	Prai.g_00998
OG0001107	Prap.g_00255	Prai.g_00991
OG0001108	Prap.g_00259	Prai.g_00987
OG0001109	Prap.g_00260	Prai.g_00986
OG0001110	Prap.g_00262	Prai.g_00984
OG0001111	Prap.g_00263	Prai.g_00983
OG0001112	Prap.g_00264	Prai.g_00982
OG0001113	Prap.g_00265	Prai.g_00981
OG0001114	Prap.g_00266	Prai.g_00980
OG0001115	Prap.g_00268	Prai.g_00978
OG0001116	Prap.g_00269	Prai.g_00977
OG0001117	Prap.g_00270	Prai.g_00976
OG0001118	Prap.g_00271	Prai.g_00975
OG0001119	Prap.g_00272	Prai.g_00974
OG0001120	Prap.g_00274	Prai.g_00972
OG0001122	Prap.g_00294	Prai.g_00945
OG0001124	Prap.g_00302	Prai.g_00940
OG0001125	Prap.g_00304	Prai.g_00939
OG0001126	Prap.g_00697	Prai.g_00929
OG0001127	Prap.g_00698	Prai.g_00928
OG0001128	Prap.g_00700	Prai.g_00926
OG0001129	Prap.g_00701	Prai.g_00925
OG0001130	Prap.g_00702	Prai.g_00924
OG0001131	Prap.g_01345	Prai.g_01088
OG0001132	Prap.g_00020	Prai.g_01098
OG0001133	Prap.g_00058	Prai.g_01130
OG0001134	Prap.g_01883	Prai.g_01143
OG0001135	Prap.g_01880	Prai.g_01146
OG0001137	Prap.g_00447	Prai.g_01179
OG0001138	Prap.g_00426	Prai.g_01198
OG0001139	Prap.g_00424	Prai.g_01200
OG0001140	Prap.g_00423	Prai.g_01201
OG0001141	Prap.g_00422	Prai.g_01202
OG0001142	Prap.g_00421	Prai.g_01203
OG0001143	Prap.g_00414	Prai.g_01210
OG0001144	Prap.g_00409	Prai.g_01215
OG0001145	Prap.g_00553	Prai.g_01326
OG0001146	Prap.g_00565	Prai.g_01339
OG0001147	Prap.g_00585	Prai.g_01357
OG0001148	Prap.g_00061	Prai.g_01372
OG0001149	Prap.g_00062	Prai.g_01373
OG0001150	Prap.g_00063	Prai.g_01374
OG0001151	Prap.g_00074	Prai.g_01385
OG0001152	Prap.g_00075	Prai.g_01386
OG0001153	Prap.g_00153	Prai.g_01494
OG0001154	Prap.g_00154	Prai.g_01495
OG0001155	Prap.g_00171	Prai.g_01507
OG0001156	Prap.g_00174	Prai.g_01510
OG0001157	Prap.g_00175	Prai.g_01511
OG0001158	Prap.g_00176	Prai.g_01512
OG0001159	Prap.g_00177	Prai.g_01513
OG0001160	Prap.g_00203	Prai.g_01537
OG0001161	Prap.g_01836	Prai.g_01550
OG0001162	Prap.g_01907	Prai.g_01563
OG0001163	Prap.g_01788	Prai.g_01630
OG0001164	Prap.g_01784	Prai.g_01634
OG0001165	Prap.g_01781	Prai.g_01637
OG0001166	Prap.g_01760	Prai.g_01657
