Orthogroup	Prap	Syas
OG0000591	Prap.g_01142	Syas.g_00106
OG0000592	Prap.g_01141	Syas.g_00105
OG0000593	Prap.g_00395	Syas.g_00750
OG0000594	Prap.g_00394	Syas.g_00749
OG0000595	Prap.g_00393	Syas.g_00748
OG0000596	Prap.g_00389	Syas.g_00743
OG0000597	Prap.g_00386	Syas.g_00740
OG0000598	Prap.g_00385	Syas.g_00739
OG0000599	Prap.g_00382	Syas.g_00732
OG0000600	Prap.g_00381	Syas.g_00731
OG0000601	Prap.g_00380	Syas.g_00730
OG0000602	Prap.g_00378	Syas.g_00725
OG0000603	Prap.g_00377	Syas.g_00724
OG0000604	Prap.g_00376	Syas.g_00721
OG0000605	Prap.g_00375	Syas.g_00719
OG0000606	Prap.g_00372	Syas.g_00716
OG0000607	Prap.g_00369	Syas.g_00713
OG0000608	Prap.g_00368	Syas.g_00712
OG0000609	Prap.g_00367	Syas.g_00710
OG0000610	Prap.g_00361	Syas.g_00702
OG0000611	Prap.g_00358	Syas.g_00699
OG0000612	Prap.g_00357	Syas.g_00698
OG0000613	Prap.g_00828	Syas.g_01825
OG0000614	Prap.g_00807	Syas.g_01044
OG0000615	Prap.g_00796	Syas.g_00650
OG0000616	Prap.g_01489	Syas.g_02011
OG0000617	Prap.g_00341	Syas.g_00180
OG0000618	Prap.g_00340	Syas.g_00181
OG0000619	Prap.g_00339	Syas.g_00182
OG0000620	Prap.g_00336	Syas.g_00188
OG0000621	Prap.g_00335	Syas.g_00189
OG0000622	Prap.g_00334	Syas.g_00190
OG0000623	Prap.g_00333	Syas.g_00191
OG0000624	Prap.g_00331	Syas.g_00192
OG0000625	Prap.g_00330	Syas.g_00193
OG0000626	Prap.g_00329	Syas.g_00194
OG0000627	Prap.g_00328	Syas.g_00372
OG0000628	Prap.g_00327	Syas.g_00373
OG0000629	Prap.g_00326	Syas.g_00376
OG0000630	Prap.g_00323	Syas.g_00397
OG0000631	Prap.g_00683	Syas.g_00405
OG0000632	Prap.g_00682	Syas.g_00406
OG0000633	Prap.g_00681	Syas.g_00407
OG0000634	Prap.g_00787	Syas.g_00600
OG0000635	Prap.g_00786	Syas.g_00599
OG0000636	Prap.g_00784	Syas.g_00597
OG0000637	Prap.g_00782	Syas.g_00595
OG0000638	Prap.g_00781	Syas.g_00594
OG0000639	Prap.g_00780	Syas.g_00593
OG0000640	Prap.g_00779	Syas.g_00592
OG0000641	Prap.g_00775	Syas.g_00587
OG0000642	Prap.g_00774	Syas.g_00586
OG0000643	Prap.g_00773	Syas.g_00585
OG0000644	Prap.g_00772	Syas.g_00584
OG0000645	Prap.g_00771	Syas.g_00583
OG0000646	Prap.g_00769	Syas.g_00580
OG0000647	Prap.g_00767	Syas.g_00578
OG0000648	Prap.g_00765	Syas.g_00576
OG0000649	Prap.g_00764	Syas.g_00575
OG0000650	Prap.g_00763	Syas.g_00574
OG0000651	Prap.g_00762	Syas.g_00573
OG0000652	Prap.g_00761	Syas.g_00572
OG0000653	Prap.g_00759	Syas.g_00570
OG0000654	Prap.g_00758	Syas.g_00569
OG0000655	Prap.g_00757	Syas.g_00568
OG0000656	Prap.g_00754	Syas.g_00565
OG0000657	Prap.g_00746	Syas.g_00232
OG0000658	Prap.g_00744	Syas.g_00235
OG0000659	Prap.g_00743	Syas.g_00236
OG0000660	Prap.g_00739	Syas.g_00240
OG0000661	Prap.g_00737	Syas.g_00242
OG0000662	Prap.g_00735	Syas.g_00281
OG0000663	Prap.g_00733	Syas.g_00284
OG0000664	Prap.g_00732	Syas.g_00287
OG0000665	Prap.g_00726	Syas.g_00385
OG0000666	Prap.g_00725	Syas.g_01362
OG0000667	Prap.g_00721	Syas.g_00088
OG0000668	Prap.g_00660	Syas.g_00221
OG0000669	Prap.g_00869	Syas.g_00684
OG0000670	Prap.g_00866	Syas.g_00681
OG0000671	Prap.g_00863	Syas.g_00679
OG0000672	Prap.g_00860	Syas.g_00676
OG0000673	Prap.g_00857	Syas.g_00673
OG0000674	Prap.g_00855	Syas.g_00671
OG0000675	Prap.g_00854	Syas.g_00670
OG0000676	Prap.g_00852	Syas.g_00668
OG0000677	Prap.g_00851	Syas.g_00667
OG0000678	Prap.g_00849	Syas.g_00660
OG0000679	Prap.g_00845	Syas.g_00629
OG0000680	Prap.g_00844	Syas.g_00628
OG0000681	Prap.g_00841	Syas.g_00625
OG0000682	Prap.g_00840	Syas.g_00624
OG0000683	Prap.g_00839	Syas.g_00623
OG0000684	Prap.g_00837	Syas.g_00621
OG0000685	Prap.g_00835	Syas.g_00187
OG0000686	Prap.g_00834	Syas.g_00619
OG0000687	Prap.g_00833	Syas.g_00618
OG0000688	Prap.g_00353	Syas.g_00612
OG0000689	Prap.g_00352	Syas.g_00610
OG0000690	Prap.g_00351	Syas.g_00609
OG0000691	Prap.g_00350	Syas.g_00608
OG0000692	Prap.g_00348	Syas.g_00606
OG0000693	Prap.g_00347	Syas.g_00604
OG0000694	Prap.g_00346	Syas.g_00603
OG0000695	Prap.g_00679	Syas.g_00410
OG0000696	Prap.g_00678	Syas.g_00411
OG0000697	Prap.g_00677	Syas.g_00413
OG0000698	Prap.g_00239	Syas.g_00417
OG0000699	Prap.g_00240	Syas.g_00419
OG0000700	Prap.g_00241	Syas.g_00420
OG0000701	Prap.g_00242	Syas.g_00421
OG0000702	Prap.g_00244	Syas.g_00437
OG0000703	Prap.g_00245	Syas.g_00438
OG0000704	Prap.g_00247	Syas.g_00446
OG0000705	Prap.g_00250	Syas.g_00453
OG0000706	Prap.g_00251	Syas.g_00454
OG0000707	Prap.g_00252	Syas.g_00455
OG0000708	Prap.g_00254	Syas.g_00458
OG0000709	Prap.g_00258	Syas.g_00466
OG0000710	Prap.g_00261	Syas.g_00497
OG0000711	Prap.g_00279	Syas.g_00546
OG0000712	Prap.g_00280	Syas.g_00548
OG0000713	Prap.g_00281	Syas.g_00549
OG0000714	Prap.g_00282	Syas.g_00551
OG0000715	Prap.g_00284	Syas.g_00553
OG0000716	Prap.g_00286	Syas.g_00556
OG0000717	Prap.g_00287	Syas.g_00557
OG0000718	Prap.g_00291	Syas.g_00561
OG0000719	Prap.g_00293	Syas.g_00223
OG0000720	Prap.g_00305	Syas.g_00209
OG0000721	Prap.g_00309	Syas.g_00207
OG0000722	Prap.g_00310	Syas.g_00206
OG0000723	Prap.g_00314	Syas.g_00196
OG0000724	Prap.g_00703	Syas.g_00999
OG0000725	Prap.g_00709	Syas.g_01024
OG0000726	Prap.g_00710	Syas.g_01025
OG0000727	Prap.g_00711	Syas.g_01026
OG0000728	Prap.g_00713	Syas.g_01028
OG0000729	Prap.g_00539	Syas.g_02145
OG0000730	Prap.g_00498	Syas.g_01544
OG0000731	Prap.g_01366	Syas.g_01532
OG0000732	Prap.g_01538	Syas.g_02086
OG0000733	Prap.g_01882	Syas.g_00096
OG0000734	Prap.g_00472	Syas.g_02414
OG0000735	Prap.g_00470	Syas.g_01201
OG0000736	Prap.g_00469	Syas.g_01200
OG0000737	Prap.g_00468	Syas.g_01199
OG0000738	Prap.g_00464	Syas.g_01193
OG0000739	Prap.g_00463	Syas.g_01192
OG0000740	Prap.g_00462	Syas.g_01191
OG0000741	Prap.g_00460	Syas.g_01188
OG0000742	Prap.g_00457	Syas.g_01185
OG0000743	Prap.g_00455	Syas.g_01182
OG0000744	Prap.g_00454	Syas.g_01181
OG0000745	Prap.g_00453	Syas.g_01178
OG0000746	Prap.g_00451	Syas.g_01176
OG0000747	Prap.g_00450	Syas.g_01174
OG0000748	Prap.g_00446	Syas.g_01146
OG0000749	Prap.g_00445	Syas.g_01144
OG0000750	Prap.g_00444	Syas.g_01143
OG0000751	Prap.g_00441	Syas.g_01138
OG0000752	Prap.g_00439	Syas.g_01136
OG0000753	Prap.g_00437	Syas.g_01133
OG0000754	Prap.g_00434	Syas.g_01128
OG0000755	Prap.g_00428	Syas.g_01117
OG0000756	Prap.g_00427	Syas.g_01116
OG0000757	Prap.g_00420	Syas.g_01108
OG0000758	Prap.g_00419	Syas.g_01107
OG0000759	Prap.g_00418	Syas.g_01106
OG0000760	Prap.g_00417	Syas.g_01105
OG0000761	Prap.g_00416	Syas.g_01104
OG0000762	Prap.g_00415	Syas.g_01102
OG0000763	Prap.g_00413	Syas.g_01091
OG0000764	Prap.g_00412	Syas.g_01090
OG0000765	Prap.g_00404	Syas.g_01076
OG0000766	Prap.g_00403	Syas.g_01075
OG0000767	Prap.g_00401	Syas.g_01073
OG0000768	Prap.g_00400	Syas.g_01072
OG0000769	Prap.g_00398	Syas.g_01070
OG0000770	Prap.g_01136	Syas.g_01067
OG0000771	Prap.g_00217	Syas.g_00993
OG0000772	Prap.g_01853	Syas.g_01461
OG0000773	Prap.g_00552	Syas.g_00002
OG0000774	Prap.g_00554	Syas.g_02862
OG0000775	Prap.g_00556	Syas.g_02860
OG0000776	Prap.g_00557	Syas.g_02859
OG0000777	Prap.g_00558	Syas.g_02858
OG0000778	Prap.g_00559	Syas.g_02857
OG0000779	Prap.g_00563	Syas.g_02852
OG0000780	Prap.g_00564	Syas.g_02847
OG0000781	Prap.g_00568	Syas.g_02842
OG0000782	Prap.g_00569	Syas.g_02841
OG0000783	Prap.g_00570	Syas.g_02840
OG0000784	Prap.g_00571	Syas.g_02839
OG0000785	Prap.g_00573	Syas.g_02837
OG0000786	Prap.g_00576	Syas.g_02833
OG0000787	Prap.g_00577	Syas.g_02832
OG0000788	Prap.g_01268	Syas.g_00782
OG0000789	Prap.g_00220	Syas.g_01507
OG0000790	Prap.g_00064	Syas.g_01266
OG0000791	Prap.g_00066	Syas.g_01268
OG0000792	Prap.g_00067	Syas.g_01269
OG0000793	Prap.g_00070	Syas.g_01359
OG0000794	Prap.g_00071	Syas.g_01361
OG0000795	Prap.g_00072	Syas.g_01363
OG0000796	Prap.g_00076	Syas.g_01368
OG0000797	Prap.g_00077	Syas.g_01369
OG0000798	Prap.g_00004	Syas.g_02134
OG0000799	Prap.g_00104	Syas.g_02789
OG0000800	Prap.g_00105	Syas.g_02790
OG0000801	Prap.g_00106	Syas.g_02791
OG0000802	Prap.g_00108	Syas.g_02797
OG0000803	Prap.g_00110	Syas.g_02800
OG0000804	Prap.g_00111	Syas.g_02803
OG0000805	Prap.g_00113	Syas.g_02805
OG0000806	Prap.g_00115	Syas.g_02807
OG0000807	Prap.g_00116	Syas.g_02808
OG0000808	Prap.g_00117	Syas.g_02809
OG0000809	Prap.g_00119	Syas.g_02811
OG0000810	Prap.g_00120	Syas.g_02813
OG0000811	Prap.g_00124	Syas.g_02822
OG0000812	Prap.g_00126	Syas.g_02824
OG0000813	Prap.g_00127	Syas.g_02825
OG0000814	Prap.g_00129	Syas.g_02827
OG0000815	Prap.g_00130	Syas.g_02829
OG0000816	Prap.g_00132	Syas.g_02831
OG0000817	Prap.g_00133	Syas.g_02753
OG0000818	Prap.g_00138	Syas.g_01282
OG0000819	Prap.g_00139	Syas.g_01283
OG0000820	Prap.g_00140	Syas.g_01284
OG0000821	Prap.g_00144	Syas.g_01289
OG0000822	Prap.g_00145	Syas.g_01291
OG0000823	Prap.g_00146	Syas.g_01292
OG0000824	Prap.g_00149	Syas.g_01297
OG0000825	Prap.g_00150	Syas.g_01298
OG0000826	Prap.g_00151	Syas.g_01299
OG0000827	Prap.g_00152	Syas.g_01300
OG0000828	Prap.g_00155	Syas.g_01303
OG0000829	Prap.g_00156	Syas.g_01304
OG0000830	Prap.g_00157	Syas.g_01305
OG0000831	Prap.g_00159	Syas.g_01308
OG0000832	Prap.g_00169	Syas.g_01476
OG0000833	Prap.g_00178	Syas.g_02738
OG0000834	Prap.g_00179	Syas.g_02737
OG0000835	Prap.g_00180	Syas.g_02736
OG0000836	Prap.g_00181	Syas.g_02732
OG0000837	Prap.g_00182	Syas.g_02731
OG0000838	Prap.g_00184	Syas.g_02727
OG0000839	Prap.g_00185	Syas.g_02726
OG0000840	Prap.g_00186	Syas.g_02725
OG0000841	Prap.g_00187	Syas.g_02724
OG0000842	Prap.g_00188	Syas.g_02723
OG0000843	Prap.g_00189	Syas.g_02722
OG0000844	Prap.g_00190	Syas.g_02720
OG0000845	Prap.g_00191	Syas.g_02719
OG0000846	Prap.g_00192	Syas.g_02718
OG0000847	Prap.g_00193	Syas.g_02717
OG0000848	Prap.g_00194	Syas.g_02715
OG0000849	Prap.g_00195	Syas.g_02714
OG0000850	Prap.g_00197	Syas.g_02711
OG0000851	Prap.g_00198	Syas.g_02708
OG0000852	Prap.g_00199	Syas.g_02707
OG0000853	Prap.g_00205	Syas.g_02703
OG0000854	Prap.g_00207	Syas.g_02701
OG0000855	Prap.g_00208	Syas.g_02700
OG0000856	Prap.g_01139	Syas.g_00103
OG0000857	Prap.g_00768	Syas.g_00579
OG0000858	Prap.g_01786	Syas.g_02693
OG0000859	Prap.g_01785	Syas.g_02692
OG0000860	Prap.g_01777	Syas.g_02679
OG0000861	Prap.g_01776	Syas.g_02678
OG0000862	Prap.g_01775	Syas.g_02677
OG0000863	Prap.g_01773	Syas.g_02675
OG0000864	Prap.g_01772	Syas.g_02674
OG0000865	Prap.g_01771	Syas.g_02673
OG0000866	Prap.g_01770	Syas.g_02672
OG0000867	Prap.g_01769	Syas.g_02671
OG0000868	Prap.g_01767	Syas.g_02667
OG0000869	Prap.g_01764	Syas.g_02662
OG0000870	Prap.g_01759	Syas.g_02657
OG0000871	Prap.g_01758	Syas.g_02656
OG0000872	Prap.g_01757	Syas.g_02650
OG0000873	Prap.g_01753	Syas.g_02647
OG0000874	Prap.g_01750	Syas.g_02645
OG0000875	Prap.g_01749	Syas.g_02644
OG0000876	Prap.g_01748	Syas.g_00280
OG0000877	Prap.g_01746	Syas.g_02603
OG0000878	Prap.g_01745	Syas.g_02602
OG0000879	Prap.g_01744	Syas.g_02601
OG0000880	Prap.g_01743	Syas.g_02600
OG0000881	Prap.g_01739	Syas.g_02596
OG0000882	Prap.g_01734	Syas.g_02591
OG0000883	Prap.g_01732	Syas.g_02586
OG0000884	Prap.g_01730	Syas.g_02584
OG0000885	Prap.g_01729	Syas.g_02583
OG0000886	Prap.g_01728	Syas.g_02582
OG0000887	Prap.g_01727	Syas.g_02581
OG0000888	Prap.g_01725	Syas.g_02579
OG0000889	Prap.g_01723	Syas.g_02577
OG0000890	Prap.g_01722	Syas.g_02574
OG0000891	Prap.g_01721	Syas.g_02573
OG0000892	Prap.g_01719	Syas.g_02571
OG0000893	Prap.g_01715	Syas.g_01677
OG0000894	Prap.g_01712	Syas.g_01667
OG0000895	Prap.g_01708	Syas.g_01663
OG0000896	Prap.g_01707	Syas.g_01662
OG0000897	Prap.g_01705	Syas.g_01660
OG0000898	Prap.g_01704	Syas.g_01659
OG0000899	Prap.g_01703	Syas.g_01658
OG0000900	Prap.g_01702	Syas.g_01657
OG0000901	Prap.g_01699	Syas.g_01652
OG0000902	Prap.g_01697	Syas.g_01651
OG0000903	Prap.g_01693	Syas.g_01637
OG0000904	Prap.g_01689	Syas.g_01642
OG0000905	Prap.g_01695	Syas.g_01647
OG0000906	Prap.g_01696	Syas.g_01649
OG0000907	Prap.g_01686	Syas.g_01635
OG0000908	Prap.g_01683	Syas.g_01632
OG0000909	Prap.g_01682	Syas.g_01631
OG0000910	Prap.g_01681	Syas.g_01630
OG0000911	Prap.g_01679	Syas.g_01628
OG0000912	Prap.g_01678	Syas.g_01627
OG0000913	Prap.g_01677	Syas.g_01626
OG0000914	Prap.g_01676	Syas.g_01625
OG0000915	Prap.g_01675	Syas.g_01623
OG0000916	Prap.g_01674	Syas.g_01622
OG0000917	Prap.g_01673	Syas.g_01621
OG0000918	Prap.g_01672	Syas.g_01620
OG0000919	Prap.g_01671	Syas.g_01619
OG0000920	Prap.g_01670	Syas.g_01618
OG0000921	Prap.g_01669	Syas.g_01617
OG0000922	Prap.g_01668	Syas.g_01616
OG0000923	Prap.g_01664	Syas.g_01612
OG0000924	Prap.g_01663	Syas.g_01611
OG0000925	Prap.g_01662	Syas.g_01610
OG0000926	Prap.g_01661	Syas.g_01609
OG0000927	Prap.g_01659	Syas.g_01607
OG0000928	Prap.g_01658	Syas.g_01606
OG0000929	Prap.g_01657	Syas.g_01605
OG0000930	Prap.g_01656	Syas.g_01604
OG0000931	Prap.g_01655	Syas.g_01603
OG0000932	Prap.g_01654	Syas.g_01602
OG0000933	Prap.g_01650	Syas.g_01596
OG0000934	Prap.g_01647	Syas.g_01594
OG0000935	Prap.g_01646	Syas.g_01593
OG0000936	Prap.g_01645	Syas.g_01592
OG0000937	Prap.g_01644	Syas.g_01591
OG0000938	Prap.g_01641	Syas.g_01588
OG0000939	Prap.g_01640	Syas.g_01587
OG0000940	Prap.g_01633	Syas.g_01580
OG0000941	Prap.g_01631	Syas.g_01578
OG0000942	Prap.g_01629	Syas.g_01576
OG0000943	Prap.g_01628	Syas.g_01575
OG0000944	Prap.g_01626	Syas.g_01573
OG0000945	Prap.g_01625	Syas.g_01572
OG0000946	Prap.g_01620	Syas.g_01565
OG0000947	Prap.g_01618	Syas.g_01562
OG0000948	Prap.g_01617	Syas.g_01561
OG0000949	Prap.g_01614	Syas.g_02213
OG0000950	Prap.g_01607	Syas.g_02197
OG0000951	Prap.g_01603	Syas.g_02190
OG0000952	Prap.g_01599	Syas.g_02186
OG0000953	Prap.g_01595	Syas.g_02182
OG0000954	Prap.g_01591	Syas.g_02174
OG0000955	Prap.g_01590	Syas.g_02173
OG0000956	Prap.g_01588	Syas.g_02171
OG0000957	Prap.g_01582	Syas.g_02158
OG0000958	Prap.g_01581	Syas.g_02157
OG0000959	Prap.g_01577	Syas.g_02154
OG0000960	Prap.g_01576	Syas.g_02153
OG0000961	Prap.g_01573	Syas.g_02345
OG0000962	Prap.g_01571	Syas.g_02146
OG0000963	Prap.g_01567	Syas.g_02143
OG0000964	Prap.g_01566	Syas.g_02142
OG0000965	Prap.g_01565	Syas.g_02141
OG0000966	Prap.g_01559	Syas.g_02112
OG0000967	Prap.g_01555	Syas.g_02108
OG0000968	Prap.g_01553	Syas.g_02106
OG0000969	Prap.g_01552	Syas.g_02104
OG0000970	Prap.g_01551	Syas.g_02103
OG0000971	Prap.g_01550	Syas.g_02101
OG0000972	Prap.g_01549	Syas.g_02100
OG0000973	Prap.g_01548	Syas.g_02099
OG0000974	Prap.g_01547	Syas.g_02098
OG0000975	Prap.g_01546	Syas.g_02097
OG0000976	Prap.g_01545	Syas.g_02096
OG0000977	Prap.g_01544	Syas.g_02094
OG0000978	Prap.g_01543	Syas.g_02093
OG0000979	Prap.g_01541	Syas.g_02090
OG0000980	Prap.g_01539	Syas.g_02087
OG0000981	Prap.g_01536	Syas.g_02084
OG0000982	Prap.g_01534	Syas.g_01882
OG0000983	Prap.g_01533	Syas.g_01883
OG0000984	Prap.g_01532	Syas.g_01884
OG0000985	Prap.g_01529	Syas.g_01888
OG0000986	Prap.g_01527	Syas.g_01891
OG0000987	Prap.g_01526	Syas.g_01897
OG0000988	Prap.g_01523	Syas.g_01902
OG0000989	Prap.g_01519	Syas.g_01908
OG0000990	Prap.g_01515	Syas.g_01937
OG0000991	Prap.g_01514	Syas.g_01939
OG0000992	Prap.g_01511	Syas.g_01943
OG0000993	Prap.g_01510	Syas.g_01945
OG0000994	Prap.g_01509	Syas.g_01948
OG0000995	Prap.g_01505	Syas.g_01955
OG0000996	Prap.g_01504	Syas.g_01977
OG0000997	Prap.g_01501	Syas.g_01993
OG0000998	Prap.g_01499	Syas.g_01995
OG0000999	Prap.g_01498	Syas.g_01996
OG0001000	Prap.g_01495	Syas.g_02000
OG0001001	Prap.g_01492	Syas.g_02006
OG0001002	Prap.g_01874	Syas.g_02014
OG0001003	Prap.g_01873	Syas.g_02016
OG0001004	Prap.g_01872	Syas.g_02017
OG0001005	Prap.g_01871	Syas.g_02018
OG0001006	Prap.g_00056	Syas.g_02032
OG0001007	Prap.g_00054	Syas.g_02034
OG0001008	Prap.g_01329	Syas.g_01496
OG0001009	Prap.g_00928	Syas.g_02065
OG0001010	Prap.g_00927	Syas.g_02066
OG0001011	Prap.g_00925	Syas.g_02068
OG0001012	Prap.g_00911	Syas.g_00152
OG0001013	Prap.g_00904	Syas.g_01866
OG0001014	Prap.g_00901	Syas.g_01857
OG0001015	Prap.g_00899	Syas.g_01856
OG0001016	Prap.g_00877	Syas.g_02517
OG0001017	Prap.g_01100	Syas.g_02511
OG0001018	Prap.g_01098	Syas.g_02509
OG0001019	Prap.g_01089	Syas.g_02469
OG0001020	Prap.g_01088	Syas.g_02443
OG0001021	Prap.g_01087	Syas.g_02437
OG0001022	Prap.g_01084	Syas.g_02434
OG0001023	Prap.g_01083	Syas.g_02433
OG0001024	Prap.g_01079	Syas.g_00135
OG0001025	Prap.g_01072	Syas.g_02424
OG0001026	Prap.g_01063	Syas.g_02412
OG0001027	Prap.g_01062	Syas.g_02408
OG0001028	Prap.g_01060	Syas.g_02405
OG0001029	Prap.g_01059	Syas.g_02403
OG0001030	Prap.g_01043	Syas.g_02384
OG0001031	Prap.g_00983	Syas.g_02293
OG0001032	Prap.g_00982	Syas.g_02290
OG0001033	Prap.g_00961	Syas.g_02239
OG0001034	Prap.g_01476	Syas.g_02556
OG0001035	Prap.g_01456	Syas.g_01704
OG0001036	Prap.g_01452	Syas.g_01709
OG0001037	Prap.g_01451	Syas.g_01711
OG0001038	Prap.g_01432	Syas.g_01751
OG0001039	Prap.g_01429	Syas.g_01754
OG0001041	Prap.g_01422	Syas.g_01761
OG0001042	Prap.g_01405	Syas.g_01821
OG0001043	Prap.g_01404	Syas.g_01817
OG0001044	Prap.g_01373	Syas.g_01542
OG0001045	Prap.g_01364	Syas.g_01529
OG0001046	Prap.g_01827	Syas.g_00532
OG0001047	Prap.g_01327	Syas.g_01494
OG0001048	Prap.g_01326	Syas.g_01493
OG0001049	Prap.g_01324	Syas.g_02742
OG0001050	Prap.g_01323	Syas.g_02743
OG0001051	Prap.g_01322	Syas.g_02744
OG0001052	Prap.g_01296	Syas.g_01337
OG0001053	Prap.g_01284	Syas.g_01250
OG0001054	Prap.g_01269	Syas.g_01231
OG0001055	Prap.g_01250	Syas.g_01210
OG0001056	Prap.g_01233	Syas.g_00068
OG0001057	Prap.g_01228	Syas.g_00763
OG0001058	Prap.g_01220	Syas.g_00787
OG0001059	Prap.g_01216	Syas.g_00791
OG0001060	Prap.g_01210	Syas.g_00797
OG0001061	Prap.g_01195	Syas.g_00816
OG0001062	Prap.g_01193	Syas.g_00819
OG0001063	Prap.g_01191	Syas.g_00830
OG0001064	Prap.g_01190	Syas.g_00831
OG0001065	Prap.g_01189	Syas.g_00832
OG0001066	Prap.g_01188	Syas.g_00833
OG0001067	Prap.g_01187	Syas.g_00834
OG0001068	Prap.g_01186	Syas.g_00835
OG0001069	Prap.g_01185	Syas.g_00836
OG0001070	Prap.g_01181	Syas.g_00840
OG0001071	Prap.g_01180	Syas.g_00841
OG0001072	Prap.g_01178	Syas.g_00844
OG0001073	Prap.g_01164	Syas.g_00855
OG0001074	Prap.g_01152	Syas.g_00157
OG0001075	Prap.g_01151	Syas.g_00163
OG0001076	Prap.g_01144	Syas.g_00113
OG0001077	Prap.g_01138	Syas.g_00101
OG0001078	Prap.g_00391	Syas.g_00745
OG0001079	Prap.g_00379	Syas.g_00729
OG0001080	Prap.g_00373	Syas.g_00717
OG0001081	Prap.g_00371	Syas.g_00715
OG0001082	Prap.g_00370	Syas.g_00714
OG0001083	Prap.g_00365	Syas.g_00707
OG0001084	Prap.g_00364	Syas.g_00706
OG0001085	Prap.g_00831	Syas.g_00693
OG0001086	Prap.g_00830	Syas.g_00691
OG0001087	Prap.g_00812	Syas.g_00071
OG0001088	Prap.g_00811	Syas.g_01060
OG0001089	Prap.g_00800	Syas.g_01039
OG0001090	Prap.g_00790	Syas.g_00980
OG0001091	Prap.g_00344	Syas.g_00979
OG0001092	Prap.g_00343	Syas.g_00178
OG0001093	Prap.g_00338	Syas.g_00184
OG0001095	Prap.g_00770	Syas.g_00582
OG0001097	Prap.g_00736	Syas.g_00243
OG0001098	Prap.g_00717	Syas.g_00880
OG0001099	Prap.g_00655	Syas.g_02404
OG0001100	Prap.g_00867	Syas.g_00682
OG0001101	Prap.g_00864	Syas.g_00680
OG0001102	Prap.g_00861	Syas.g_00677
OG0001103	Prap.g_00859	Syas.g_00675
OG0001104	Prap.g_00836	Syas.g_00620
OG0001105	Prap.g_00832	Syas.g_00617
OG0001106	Prap.g_00248	Syas.g_00447
OG0001107	Prap.g_00255	Syas.g_00459
OG0001108	Prap.g_00259	Syas.g_00494
OG0001109	Prap.g_00260	Syas.g_00496
OG0001110	Prap.g_00262	Syas.g_00498
OG0001111	Prap.g_00263	Syas.g_00500
OG0001112	Prap.g_00264	Syas.g_00503
OG0001113	Prap.g_00265	Syas.g_00504
OG0001114	Prap.g_00266	Syas.g_00505
OG0001115	Prap.g_00268	Syas.g_00527
OG0001116	Prap.g_00269	Syas.g_00529
OG0001117	Prap.g_00270	Syas.g_00530
OG0001118	Prap.g_00271	Syas.g_00531
OG0001119	Prap.g_00272	Syas.g_00533
OG0001120	Prap.g_00274	Syas.g_00539
OG0001122	Prap.g_00294	Syas.g_00222
OG0001123	Prap.g_00300	Syas.g_00214
OG0001124	Prap.g_00302	Syas.g_00212
OG0001125	Prap.g_00304	Syas.g_00210
OG0001126	Prap.g_00697	Syas.g_00991
OG0001127	Prap.g_00698	Syas.g_00992
OG0001128	Prap.g_00700	Syas.g_00995
OG0001129	Prap.g_00701	Syas.g_00997
OG0001130	Prap.g_00702	Syas.g_00998
OG0001131	Prap.g_01345	Syas.g_01401
OG0001132	Prap.g_00020	Syas.g_00525
OG0001133	Prap.g_00058	Syas.g_00109
OG0001136	Prap.g_00459	Syas.g_01187
OG0001138	Prap.g_00426	Syas.g_01114
OG0001139	Prap.g_00424	Syas.g_01112
OG0001140	Prap.g_00423	Syas.g_01111
OG0001141	Prap.g_00422	Syas.g_01110
OG0001142	Prap.g_00421	Syas.g_01109
OG0001143	Prap.g_00414	Syas.g_01092
OG0001144	Prap.g_00409	Syas.g_01084
OG0001145	Prap.g_00553	Syas.g_02867
OG0001146	Prap.g_00565	Syas.g_02846
OG0001147	Prap.g_00585	Syas.g_01329
OG0001148	Prap.g_00061	Syas.g_01263
OG0001149	Prap.g_00062	Syas.g_01264
OG0001150	Prap.g_00063	Syas.g_01265
OG0001151	Prap.g_00074	Syas.g_01366
OG0001152	Prap.g_00075	Syas.g_01367
OG0001153	Prap.g_00153	Syas.g_01301
OG0001154	Prap.g_00154	Syas.g_01302
OG0001155	Prap.g_00171	Syas.g_01478
OG0001156	Prap.g_00174	Syas.g_01489
OG0001157	Prap.g_00175	Syas.g_01490
OG0001158	Prap.g_00176	Syas.g_01491
OG0001159	Prap.g_00177	Syas.g_01492
OG0001160	Prap.g_00203	Syas.g_02705
OG0001161	Prap.g_01836	Syas.g_02030
OG0001162	Prap.g_01907	Syas.g_02473
OG0001163	Prap.g_01788	Syas.g_02697
OG0001164	Prap.g_01784	Syas.g_02691
OG0001165	Prap.g_01781	Syas.g_02686
OG0001166	Prap.g_01760	Syas.g_02658
OG0001167	Prap.g_01742	Syas.g_01046
OG0001168	Prap.g_01740	Syas.g_02597
OG0001169	Prap.g_01738	Syas.g_02595
OG0001170	Prap.g_01736	Syas.g_02593
OG0001171	Prap.g_01726	Syas.g_02580
OG0001172	Prap.g_01710	Syas.g_01665
OG0001173	Prap.g_01709	Syas.g_01664
OG0001174	Prap.g_01701	Syas.g_01656
OG0001175	Prap.g_01700	Syas.g_01655
OG0001176	Prap.g_01692	Syas.g_01638
OG0001177	Prap.g_01690	Syas.g_01640
OG0001178	Prap.g_01774	Syas.g_02676
OG0001179	Prap.g_01660	Syas.g_01608
