Orthogroup	Prap	Syab
OG0000577	Prap.g_01168	Syab.g_01951
OG0000578	Prap.g_01167	Syab.g_01950
OG0000579	Prap.g_01166	Syab.g_01949
OG0000580	Prap.g_01165	Syab.g_01948
OG0000581	Prap.g_01162	Syab.g_01934
OG0000582	Prap.g_01159	Syab.g_01929
OG0000583	Prap.g_01158	Syab.g_01928
OG0000584	Prap.g_01157	Syab.g_01927
OG0000585	Prap.g_01155	Syab.g_01924
OG0000586	Prap.g_01154	Syab.g_01923
OG0000587	Prap.g_01153	Syab.g_01921
OG0000588	Prap.g_01149	Syab.g_01910
OG0000589	Prap.g_01147	Syab.g_01899
OG0000590	Prap.g_01146	Syab.g_01898
OG0000591	Prap.g_01142	Syab.g_01892
OG0000592	Prap.g_01141	Syab.g_01891
OG0000593	Prap.g_00395	Syab.g_01877
OG0000594	Prap.g_00394	Syab.g_01876
OG0000595	Prap.g_00393	Syab.g_01875
OG0000596	Prap.g_00389	Syab.g_01871
OG0000597	Prap.g_00386	Syab.g_01868
OG0000598	Prap.g_00385	Syab.g_01867
OG0000599	Prap.g_00382	Syab.g_01860
OG0000600	Prap.g_00381	Syab.g_01859
OG0000601	Prap.g_00380	Syab.g_01858
OG0000602	Prap.g_00378	Syab.g_01853
OG0000603	Prap.g_00377	Syab.g_01852
OG0000604	Prap.g_00376	Syab.g_01850
OG0000605	Prap.g_00375	Syab.g_01758
OG0000606	Prap.g_00372	Syab.g_01529
OG0000607	Prap.g_00369	Syab.g_01533
OG0000608	Prap.g_00368	Syab.g_01534
OG0000609	Prap.g_00367	Syab.g_01536
OG0000610	Prap.g_00361	Syab.g_01555
OG0000611	Prap.g_00358	Syab.g_01558
OG0000612	Prap.g_00357	Syab.g_01559
OG0000613	Prap.g_00828	Syab.g_00228
OG0000614	Prap.g_00807	Syab.g_01179
OG0000615	Prap.g_00796	Syab.g_01605
OG0000616	Prap.g_01489	Syab.g_02897
OG0000617	Prap.g_00341	Syab.g_01274
OG0000618	Prap.g_00340	Syab.g_01275
OG0000619	Prap.g_00339	Syab.g_01662
OG0000620	Prap.g_00336	Syab.g_01668
OG0000621	Prap.g_00335	Syab.g_01669
OG0000622	Prap.g_00334	Syab.g_01670
OG0000623	Prap.g_00333	Syab.g_01671
OG0000624	Prap.g_00331	Syab.g_01673
OG0000625	Prap.g_00330	Syab.g_01674
OG0000626	Prap.g_00329	Syab.g_01675
OG0000627	Prap.g_00328	Syab.g_01438
OG0000628	Prap.g_00327	Syab.g_01437
OG0000629	Prap.g_00326	Syab.g_01434
OG0000630	Prap.g_00323	Syab.g_01430
OG0000631	Prap.g_00683	Syab.g_01421
OG0000632	Prap.g_00682	Syab.g_01420
OG0000633	Prap.g_00681	Syab.g_01419
OG0000634	Prap.g_00787	Syab.g_01651
OG0000635	Prap.g_00786	Syab.g_01656
OG0000636	Prap.g_00784	Syab.g_01658
OG0000637	Prap.g_00782	Syab.g_01660
OG0000638	Prap.g_00781	Syab.g_01661
OG0000639	Prap.g_00780	Syab.g_01276
OG0000640	Prap.g_00779	Syab.g_01277
OG0000641	Prap.g_00775	Syab.g_01281
OG0000642	Prap.g_00774	Syab.g_01282
OG0000643	Prap.g_00773	Syab.g_01283
OG0000644	Prap.g_00772	Syab.g_01284
OG0000645	Prap.g_00771	Syab.g_01286
OG0000646	Prap.g_00769	Syab.g_01289
OG0000647	Prap.g_00767	Syab.g_01291
OG0000648	Prap.g_00765	Syab.g_01684
OG0000649	Prap.g_00764	Syab.g_01685
OG0000650	Prap.g_00763	Syab.g_01686
OG0000651	Prap.g_00762	Syab.g_01687
OG0000652	Prap.g_00761	Syab.g_01688
OG0000653	Prap.g_00759	Syab.g_01690
OG0000654	Prap.g_00758	Syab.g_01691
OG0000655	Prap.g_00757	Syab.g_01692
OG0000656	Prap.g_00754	Syab.g_01695
OG0000657	Prap.g_00746	Syab.g_01706
OG0000658	Prap.g_00744	Syab.g_01710
OG0000659	Prap.g_00743	Syab.g_01711
OG0000660	Prap.g_00739	Syab.g_01715
OG0000661	Prap.g_00737	Syab.g_01717
OG0000662	Prap.g_00735	Syab.g_01719
OG0000663	Prap.g_00733	Syab.g_01722
OG0000664	Prap.g_00732	Syab.g_01723
OG0000665	Prap.g_00726	Syab.g_01829
OG0000666	Prap.g_00725	Syab.g_01842
OG0000667	Prap.g_00721	Syab.g_01548
OG0000668	Prap.g_00660	Syab.g_01319
OG0000669	Prap.g_00869	Syab.g_01642
OG0000670	Prap.g_00866	Syab.g_02156
OG0000671	Prap.g_00863	Syab.g_01638
OG0000672	Prap.g_00860	Syab.g_01635
OG0000673	Prap.g_00857	Syab.g_01632
OG0000674	Prap.g_00855	Syab.g_01630
OG0000675	Prap.g_00854	Syab.g_01629
OG0000676	Prap.g_00852	Syab.g_01620
OG0000677	Prap.g_00851	Syab.g_01619
OG0000678	Prap.g_00849	Syab.g_01613
OG0000679	Prap.g_00845	Syab.g_01601
OG0000680	Prap.g_00844	Syab.g_01600
OG0000681	Prap.g_00841	Syab.g_01597
OG0000682	Prap.g_00840	Syab.g_01596
OG0000683	Prap.g_00839	Syab.g_01595
OG0000684	Prap.g_00837	Syab.g_01591
OG0000685	Prap.g_00835	Syab.g_01589
OG0000686	Prap.g_00834	Syab.g_01588
OG0000687	Prap.g_00833	Syab.g_01586
OG0000688	Prap.g_00353	Syab.g_01576
OG0000689	Prap.g_00352	Syab.g_01574
OG0000690	Prap.g_00351	Syab.g_01573
OG0000691	Prap.g_00350	Syab.g_01572
OG0000692	Prap.g_00348	Syab.g_01571
OG0000693	Prap.g_00347	Syab.g_01569
OG0000694	Prap.g_00346	Syab.g_01568
OG0000695	Prap.g_00679	Syab.g_01417
OG0000696	Prap.g_00678	Syab.g_01416
OG0000697	Prap.g_00677	Syab.g_01415
OG0000698	Prap.g_00239	Syab.g_01412
OG0000699	Prap.g_00240	Syab.g_01411
OG0000700	Prap.g_00241	Syab.g_01410
OG0000701	Prap.g_00242	Syab.g_01409
OG0000702	Prap.g_00244	Syab.g_01401
OG0000703	Prap.g_00245	Syab.g_01400
OG0000704	Prap.g_00247	Syab.g_01398
OG0000705	Prap.g_00250	Syab.g_01391
OG0000706	Prap.g_00251	Syab.g_01390
OG0000707	Prap.g_00252	Syab.g_01389
OG0000708	Prap.g_00254	Syab.g_01386
OG0000709	Prap.g_00258	Syab.g_01378
OG0000710	Prap.g_00261	Syab.g_01367
OG0000711	Prap.g_00279	Syab.g_01340
OG0000712	Prap.g_00280	Syab.g_01338
OG0000713	Prap.g_00281	Syab.g_01337
OG0000714	Prap.g_00282	Syab.g_01334
OG0000715	Prap.g_00284	Syab.g_01332
OG0000716	Prap.g_00286	Syab.g_01328
OG0000717	Prap.g_00287	Syab.g_01327
OG0000718	Prap.g_00291	Syab.g_01323
OG0000719	Prap.g_00293	Syab.g_01321
OG0000720	Prap.g_00305	Syab.g_01307
OG0000721	Prap.g_00309	Syab.g_01305
OG0000722	Prap.g_00310	Syab.g_01304
OG0000723	Prap.g_00314	Syab.g_01678
OG0000724	Prap.g_00703	Syab.g_01223
OG0000725	Prap.g_00709	Syab.g_01207
OG0000726	Prap.g_00710	Syab.g_01206
OG0000727	Prap.g_00711	Syab.g_01205
OG0000728	Prap.g_00713	Syab.g_01203
OG0000729	Prap.g_00539	Syab.g_00097
OG0000730	Prap.g_00498	Syab.g_00521
OG0000731	Prap.g_01366	Syab.g_00531
OG0000732	Prap.g_01538	Syab.g_00055
OG0000733	Prap.g_01882	Syab.g_02798
OG0000734	Prap.g_00472	Syab.g_02508
OG0000735	Prap.g_00470	Syab.g_00942
OG0000736	Prap.g_00469	Syab.g_00943
OG0000737	Prap.g_00468	Syab.g_00944
OG0000738	Prap.g_00464	Syab.g_00949
OG0000739	Prap.g_00463	Syab.g_00961
OG0000740	Prap.g_00462	Syab.g_00962
OG0000741	Prap.g_00460	Syab.g_00965
OG0000742	Prap.g_00457	Syab.g_00968
OG0000743	Prap.g_00455	Syab.g_00970
OG0000744	Prap.g_00454	Syab.g_00971
OG0000745	Prap.g_00453	Syab.g_00973
OG0000746	Prap.g_00451	Syab.g_00975
OG0000747	Prap.g_00450	Syab.g_00976
OG0000748	Prap.g_00446	Syab.g_00991
OG0000749	Prap.g_00445	Syab.g_00992
OG0000750	Prap.g_00444	Syab.g_00993
OG0000751	Prap.g_00441	Syab.g_01002
OG0000752	Prap.g_00439	Syab.g_01004
OG0000753	Prap.g_00437	Syab.g_01007
OG0000754	Prap.g_00434	Syab.g_01012
OG0000755	Prap.g_00428	Syab.g_01021
OG0000756	Prap.g_00427	Syab.g_01022
OG0000757	Prap.g_00420	Syab.g_01029
OG0000758	Prap.g_00419	Syab.g_01030
OG0000759	Prap.g_00418	Syab.g_01031
OG0000760	Prap.g_00417	Syab.g_01032
OG0000761	Prap.g_00416	Syab.g_01034
OG0000762	Prap.g_00415	Syab.g_01036
OG0000763	Prap.g_00413	Syab.g_01038
OG0000764	Prap.g_00412	Syab.g_01039
OG0000765	Prap.g_00404	Syab.g_01154
OG0000766	Prap.g_00403	Syab.g_01153
OG0000767	Prap.g_00401	Syab.g_01151
OG0000768	Prap.g_00400	Syab.g_01150
OG0000769	Prap.g_00398	Syab.g_01148
OG0000770	Prap.g_01136	Syab.g_01145
OG0000771	Prap.g_00217	Syab.g_01229
OG0000772	Prap.g_01853	Syab.g_00957
OG0000773	Prap.g_00552	Syab.g_00931
OG0000774	Prap.g_00554	Syab.g_00924
OG0000775	Prap.g_00556	Syab.g_00922
OG0000776	Prap.g_00557	Syab.g_00921
OG0000777	Prap.g_00558	Syab.g_00920
OG0000778	Prap.g_00559	Syab.g_00919
OG0000779	Prap.g_00563	Syab.g_00913
OG0000780	Prap.g_00564	Syab.g_00908
OG0000781	Prap.g_00568	Syab.g_00904
OG0000782	Prap.g_00569	Syab.g_00903
OG0000783	Prap.g_00570	Syab.g_00902
OG0000784	Prap.g_00571	Syab.g_00901
OG0000785	Prap.g_00573	Syab.g_00899
OG0000786	Prap.g_00576	Syab.g_00895
OG0000787	Prap.g_00577	Syab.g_00894
OG0000788	Prap.g_01268	Syab.g_01857
OG0000789	Prap.g_00220	Syab.g_01835
OG0000790	Prap.g_00064	Syab.g_02082
OG0000791	Prap.g_00066	Syab.g_02080
OG0000792	Prap.g_00067	Syab.g_02079
OG0000793	Prap.g_00070	Syab.g_02074
OG0000794	Prap.g_00071	Syab.g_02073
OG0000795	Prap.g_00072	Syab.g_02072
OG0000796	Prap.g_00076	Syab.g_02068
OG0000797	Prap.g_00077	Syab.g_02067
OG0000799	Prap.g_00104	Syab.g_00826
OG0000800	Prap.g_00105	Syab.g_00821
OG0000801	Prap.g_00106	Syab.g_00820
OG0000802	Prap.g_00108	Syab.g_00816
OG0000803	Prap.g_00110	Syab.g_00806
OG0000804	Prap.g_00111	Syab.g_00802
OG0000805	Prap.g_00113	Syab.g_00792
OG0000806	Prap.g_00115	Syab.g_00790
OG0000807	Prap.g_00116	Syab.g_00788
OG0000808	Prap.g_00117	Syab.g_00783
OG0000809	Prap.g_00119	Syab.g_00780
OG0000810	Prap.g_00120	Syab.g_00779
OG0000811	Prap.g_00124	Syab.g_00770
OG0000812	Prap.g_00126	Syab.g_00768
OG0000813	Prap.g_00127	Syab.g_00767
OG0000814	Prap.g_00129	Syab.g_00765
OG0000815	Prap.g_00130	Syab.g_00760
OG0000816	Prap.g_00132	Syab.g_00758
OG0000817	Prap.g_00133	Syab.g_00757
OG0000818	Prap.g_00138	Syab.g_00751
OG0000819	Prap.g_00139	Syab.g_00750
OG0000820	Prap.g_00140	Syab.g_00749
OG0000821	Prap.g_00144	Syab.g_00743
OG0000822	Prap.g_00145	Syab.g_00741
OG0000823	Prap.g_00146	Syab.g_00740
OG0000824	Prap.g_00149	Syab.g_00735
OG0000825	Prap.g_00150	Syab.g_00734
OG0000826	Prap.g_00151	Syab.g_00733
OG0000827	Prap.g_00152	Syab.g_00732
OG0000828	Prap.g_00155	Syab.g_00729
OG0000829	Prap.g_00156	Syab.g_00728
OG0000830	Prap.g_00157	Syab.g_00727
OG0000831	Prap.g_00159	Syab.g_00725
OG0000832	Prap.g_00169	Syab.g_02169
OG0000833	Prap.g_00178	Syab.g_02178
OG0000834	Prap.g_00179	Syab.g_02181
OG0000835	Prap.g_00180	Syab.g_02182
OG0000836	Prap.g_00181	Syab.g_02185
OG0000837	Prap.g_00182	Syab.g_02186
OG0000838	Prap.g_00184	Syab.g_02190
OG0000839	Prap.g_00185	Syab.g_02191
OG0000840	Prap.g_00186	Syab.g_02192
OG0000841	Prap.g_00187	Syab.g_02193
OG0000842	Prap.g_00188	Syab.g_02194
OG0000843	Prap.g_00189	Syab.g_02195
OG0000844	Prap.g_00190	Syab.g_02197
OG0000845	Prap.g_00191	Syab.g_02198
OG0000846	Prap.g_00192	Syab.g_02199
OG0000847	Prap.g_00193	Syab.g_02200
OG0000848	Prap.g_00194	Syab.g_02202
OG0000849	Prap.g_00195	Syab.g_02203
OG0000850	Prap.g_00197	Syab.g_02212
OG0000851	Prap.g_00198	Syab.g_02226
OG0000852	Prap.g_00199	Syab.g_02227
OG0000853	Prap.g_00205	Syab.g_02233
OG0000854	Prap.g_00207	Syab.g_02235
OG0000855	Prap.g_00208	Syab.g_02236
OG0000856	Prap.g_01139	Syab.g_01889
OG0000857	Prap.g_00768	Syab.g_01290
OG0000858	Prap.g_01786	Syab.g_02244
OG0000859	Prap.g_01785	Syab.g_02245
OG0000860	Prap.g_01777	Syab.g_02258
OG0000861	Prap.g_01776	Syab.g_02259
OG0000862	Prap.g_01775	Syab.g_02261
OG0000863	Prap.g_01773	Syab.g_02265
OG0000864	Prap.g_01772	Syab.g_02266
OG0000865	Prap.g_01771	Syab.g_02267
OG0000866	Prap.g_01770	Syab.g_02268
OG0000867	Prap.g_01769	Syab.g_02269
OG0000868	Prap.g_01767	Syab.g_02287
OG0000869	Prap.g_01764	Syab.g_02292
OG0000870	Prap.g_01759	Syab.g_02297
OG0000871	Prap.g_01758	Syab.g_02298
OG0000872	Prap.g_01757	Syab.g_02305
OG0000873	Prap.g_01753	Syab.g_02308
OG0000874	Prap.g_01750	Syab.g_02311
OG0000875	Prap.g_01749	Syab.g_02313
OG0000876	Prap.g_01748	Syab.g_02315
OG0000877	Prap.g_01746	Syab.g_02317
OG0000878	Prap.g_01745	Syab.g_02318
OG0000879	Prap.g_01744	Syab.g_02319
OG0000880	Prap.g_01743	Syab.g_02320
OG0000881	Prap.g_01739	Syab.g_02325
OG0000882	Prap.g_01734	Syab.g_02330
OG0000883	Prap.g_01732	Syab.g_02332
OG0000884	Prap.g_01730	Syab.g_02334
OG0000885	Prap.g_01729	Syab.g_02335
OG0000886	Prap.g_01728	Syab.g_02336
OG0000887	Prap.g_01727	Syab.g_02338
OG0000888	Prap.g_01725	Syab.g_02340
OG0000889	Prap.g_01723	Syab.g_02342
OG0000890	Prap.g_01722	Syab.g_02348
OG0000891	Prap.g_01721	Syab.g_02349
OG0000892	Prap.g_01719	Syab.g_02353
OG0000893	Prap.g_01715	Syab.g_00366
OG0000894	Prap.g_01712	Syab.g_00369
OG0000895	Prap.g_01708	Syab.g_00373
OG0000896	Prap.g_01707	Syab.g_00374
OG0000897	Prap.g_01705	Syab.g_00376
OG0000898	Prap.g_01704	Syab.g_00377
OG0000899	Prap.g_01703	Syab.g_00378
OG0000900	Prap.g_01702	Syab.g_00379
OG0000901	Prap.g_01699	Syab.g_00384
OG0000902	Prap.g_01697	Syab.g_00386
OG0000903	Prap.g_01693	Syab.g_00399
OG0000904	Prap.g_01689	Syab.g_00395
OG0000905	Prap.g_01695	Syab.g_00390
OG0000906	Prap.g_01696	Syab.g_00388
OG0000907	Prap.g_01686	Syab.g_00401
OG0000908	Prap.g_01683	Syab.g_00404
OG0000909	Prap.g_01682	Syab.g_00405
OG0000910	Prap.g_01681	Syab.g_00406
OG0000911	Prap.g_01679	Syab.g_00408
OG0000912	Prap.g_01678	Syab.g_00409
OG0000913	Prap.g_01677	Syab.g_00410
OG0000914	Prap.g_01676	Syab.g_00411
OG0000915	Prap.g_01675	Syab.g_00412
OG0000916	Prap.g_01674	Syab.g_00413
OG0000917	Prap.g_01673	Syab.g_00414
OG0000918	Prap.g_01672	Syab.g_00415
OG0000919	Prap.g_01671	Syab.g_00416
OG0000920	Prap.g_01670	Syab.g_00417
OG0000921	Prap.g_01669	Syab.g_00418
OG0000922	Prap.g_01668	Syab.g_00419
OG0000923	Prap.g_01664	Syab.g_00423
OG0000924	Prap.g_01663	Syab.g_00424
OG0000925	Prap.g_01662	Syab.g_00425
OG0000926	Prap.g_01661	Syab.g_00426
OG0000927	Prap.g_01659	Syab.g_00428
OG0000928	Prap.g_01658	Syab.g_00429
OG0000929	Prap.g_01657	Syab.g_00430
OG0000930	Prap.g_01656	Syab.g_00431
OG0000931	Prap.g_01655	Syab.g_00432
OG0000932	Prap.g_01654	Syab.g_00433
OG0000933	Prap.g_01650	Syab.g_00439
OG0000934	Prap.g_01647	Syab.g_00441
OG0000935	Prap.g_01646	Syab.g_00442
OG0000936	Prap.g_01645	Syab.g_00443
OG0000937	Prap.g_01644	Syab.g_00444
OG0000938	Prap.g_01641	Syab.g_00447
OG0000939	Prap.g_01640	Syab.g_00448
OG0000940	Prap.g_01633	Syab.g_00456
OG0000941	Prap.g_01631	Syab.g_00458
OG0000942	Prap.g_01629	Syab.g_00460
OG0000943	Prap.g_01628	Syab.g_00461
OG0000944	Prap.g_01626	Syab.g_00463
OG0000945	Prap.g_01625	Syab.g_00466
OG0000946	Prap.g_01620	Syab.g_00473
OG0000947	Prap.g_01618	Syab.g_00476
OG0000948	Prap.g_01617	Syab.g_00477
OG0000949	Prap.g_01614	Syab.g_00212
OG0000950	Prap.g_01607	Syab.g_00204
OG0000951	Prap.g_01603	Syab.g_00199
OG0000952	Prap.g_01599	Syab.g_00191
OG0000953	Prap.g_01595	Syab.g_00134
OG0000954	Prap.g_01591	Syab.g_00129
OG0000955	Prap.g_01590	Syab.g_00128
OG0000956	Prap.g_01588	Syab.g_00126
OG0000957	Prap.g_01582	Syab.g_00115
OG0000958	Prap.g_01581	Syab.g_00114
OG0000959	Prap.g_01577	Syab.g_00110
OG0000960	Prap.g_01576	Syab.g_00109
OG0000961	Prap.g_01573	Syab.g_00100
OG0000962	Prap.g_01571	Syab.g_00098
OG0000963	Prap.g_01567	Syab.g_00093
OG0000964	Prap.g_01566	Syab.g_00092
OG0000965	Prap.g_01565	Syab.g_00091
OG0000966	Prap.g_01559	Syab.g_00082
OG0000967	Prap.g_01555	Syab.g_00078
OG0000968	Prap.g_01553	Syab.g_00075
OG0000969	Prap.g_01552	Syab.g_00073
OG0000970	Prap.g_01551	Syab.g_00072
OG0000971	Prap.g_01550	Syab.g_00070
OG0000972	Prap.g_01549	Syab.g_00069
OG0000973	Prap.g_01548	Syab.g_00068
OG0000974	Prap.g_01547	Syab.g_00067
OG0000975	Prap.g_01546	Syab.g_00066
OG0000976	Prap.g_01545	Syab.g_00065
OG0000977	Prap.g_01544	Syab.g_00063
OG0000978	Prap.g_01543	Syab.g_00062
OG0000979	Prap.g_01541	Syab.g_00059
OG0000980	Prap.g_01539	Syab.g_00056
OG0000981	Prap.g_01536	Syab.g_00053
OG0000982	Prap.g_01534	Syab.g_02756
OG0000983	Prap.g_01533	Syab.g_02757
OG0000984	Prap.g_01532	Syab.g_02758
OG0000985	Prap.g_01529	Syab.g_02762
OG0000986	Prap.g_01527	Syab.g_02764
OG0000987	Prap.g_01526	Syab.g_02768
OG0000988	Prap.g_01523	Syab.g_02774
OG0000989	Prap.g_01519	Syab.g_02792
OG0000990	Prap.g_01515	Syab.g_02811
OG0000991	Prap.g_01514	Syab.g_02818
OG0000992	Prap.g_01511	Syab.g_02821
OG0000993	Prap.g_01510	Syab.g_02822
OG0000994	Prap.g_01509	Syab.g_02826
OG0000995	Prap.g_01505	Syab.g_02835
OG0000996	Prap.g_01504	Syab.g_02866
OG0000997	Prap.g_01501	Syab.g_02875
OG0000998	Prap.g_01499	Syab.g_02877
OG0000999	Prap.g_01498	Syab.g_02878
OG0001000	Prap.g_01495	Syab.g_02881
OG0001001	Prap.g_01492	Syab.g_02888
OG0001002	Prap.g_01874	Syab.g_02900
OG0001003	Prap.g_01873	Syab.g_02902
OG0001004	Prap.g_01872	Syab.g_02903
OG0001005	Prap.g_01871	Syab.g_02905
OG0001006	Prap.g_00056	Syab.g_02912
OG0001007	Prap.g_00054	Syab.g_02914
OG0001008	Prap.g_01329	Syab.g_00584
OG0001009	Prap.g_00928	Syab.g_00033
OG0001010	Prap.g_00927	Syab.g_00034
OG0001011	Prap.g_00925	Syab.g_00035
OG0001012	Prap.g_00911	Syab.g_02752
OG0001013	Prap.g_00904	Syab.g_02716
OG0001014	Prap.g_00901	Syab.g_02712
OG0001015	Prap.g_00899	Syab.g_02711
OG0001016	Prap.g_00877	Syab.g_02439
OG0001017	Prap.g_01100	Syab.g_02445
OG0001018	Prap.g_01098	Syab.g_02447
OG0001019	Prap.g_01089	Syab.g_02469
OG0001020	Prap.g_01088	Syab.g_02477
OG0001021	Prap.g_01087	Syab.g_02481
OG0001022	Prap.g_01084	Syab.g_02485
OG0001023	Prap.g_01083	Syab.g_02486
OG0001024	Prap.g_01079	Syab.g_02490
OG0001025	Prap.g_01072	Syab.g_02497
OG0001026	Prap.g_01063	Syab.g_02510
OG0001027	Prap.g_01062	Syab.g_02515
OG0001028	Prap.g_01060	Syab.g_02517
OG0001029	Prap.g_01059	Syab.g_02519
OG0001030	Prap.g_01043	Syab.g_02540
OG0001031	Prap.g_00983	Syab.g_02615
OG0001032	Prap.g_00982	Syab.g_02617
OG0001033	Prap.g_00961	Syab.g_02675
OG0001034	Prap.g_01476	Syab.g_02370
OG0001035	Prap.g_01456	Syab.g_00335
OG0001036	Prap.g_01452	Syab.g_00327
OG0001037	Prap.g_01451	Syab.g_00325
OG0001038	Prap.g_01432	Syab.g_00297
OG0001039	Prap.g_01429	Syab.g_00294
OG0001040	Prap.g_01427	Syab.g_00291
OG0001041	Prap.g_01422	Syab.g_00286
OG0001042	Prap.g_01405	Syab.g_00254
OG0001043	Prap.g_01404	Syab.g_00250
OG0001044	Prap.g_01373	Syab.g_00522
OG0001045	Prap.g_01364	Syab.g_00534
OG0001046	Prap.g_01827	Syab.g_01352
OG0001047	Prap.g_01327	Syab.g_00586
OG0001048	Prap.g_01326	Syab.g_00587
OG0001049	Prap.g_01324	Syab.g_00590
OG0001050	Prap.g_01323	Syab.g_00591
OG0001051	Prap.g_01322	Syab.g_00592
OG0001052	Prap.g_01296	Syab.g_00693
OG0001053	Prap.g_01284	Syab.g_02099
OG0001054	Prap.g_01269	Syab.g_02118
OG0001055	Prap.g_01250	Syab.g_02139
OG0001056	Prap.g_01233	Syab.g_02036
OG0001057	Prap.g_01228	Syab.g_00882
OG0001058	Prap.g_01220	Syab.g_02014
OG0001059	Prap.g_01216	Syab.g_02010
OG0001060	Prap.g_01210	Syab.g_02003
OG0001061	Prap.g_01195	Syab.g_01985
OG0001062	Prap.g_01193	Syab.g_01983
OG0001063	Prap.g_01191	Syab.g_01979
OG0001064	Prap.g_01190	Syab.g_01978
OG0001065	Prap.g_01189	Syab.g_01976
OG0001066	Prap.g_01188	Syab.g_01975
OG0001067	Prap.g_01187	Syab.g_01974
OG0001068	Prap.g_01186	Syab.g_01973
OG0001069	Prap.g_01185	Syab.g_01972
OG0001070	Prap.g_01181	Syab.g_01968
OG0001071	Prap.g_01180	Syab.g_01967
OG0001072	Prap.g_01178	Syab.g_01962
OG0001073	Prap.g_01164	Syab.g_01947
OG0001074	Prap.g_01152	Syab.g_01815
OG0001075	Prap.g_01151	Syab.g_01919
OG0001076	Prap.g_01144	Syab.g_01897
OG0001077	Prap.g_01138	Syab.g_01887
OG0001079	Prap.g_00379	Syab.g_01856
OG0001080	Prap.g_00373	Syab.g_01756
OG0001081	Prap.g_00371	Syab.g_01530
OG0001082	Prap.g_00370	Syab.g_01531
OG0001083	Prap.g_00365	Syab.g_01540
OG0001084	Prap.g_00364	Syab.g_01543
OG0001085	Prap.g_00831	Syab.g_01563
OG0001086	Prap.g_00830	Syab.g_01565
OG0001087	Prap.g_00812	Syab.g_01167
OG0001088	Prap.g_00811	Syab.g_01170
OG0001089	Prap.g_00800	Syab.g_01198
OG0001090	Prap.g_00790	Syab.g_01267
OG0001091	Prap.g_00344	Syab.g_01270
OG0001092	Prap.g_00343	Syab.g_01272
OG0001093	Prap.g_00338	Syab.g_01664
OG0001094	Prap.g_00345	Syab.g_01567
OG0001095	Prap.g_00770	Syab.g_01287
OG0001096	Prap.g_00756	Syab.g_01693
OG0001097	Prap.g_00736	Syab.g_01718
OG0001098	Prap.g_00717	Syab.g_01497
OG0001099	Prap.g_00655	Syab.g_02518
OG0001100	Prap.g_00867	Syab.g_01640
OG0001101	Prap.g_00864	Syab.g_01639
OG0001102	Prap.g_00861	Syab.g_01636
OG0001103	Prap.g_00859	Syab.g_01634
OG0001104	Prap.g_00836	Syab.g_01590
OG0001105	Prap.g_00832	Syab.g_01585
OG0001106	Prap.g_00248	Syab.g_01397
OG0001107	Prap.g_00255	Syab.g_01385
OG0001108	Prap.g_00259	Syab.g_01377
OG0001109	Prap.g_00260	Syab.g_01368
OG0001110	Prap.g_00262	Syab.g_01366
OG0001111	Prap.g_00263	Syab.g_01364
OG0001112	Prap.g_00264	Syab.g_01362
OG0001113	Prap.g_00265	Syab.g_01593
OG0001114	Prap.g_00266	Syab.g_01361
OG0001115	Prap.g_00268	Syab.g_01357
OG0001116	Prap.g_00269	Syab.g_01355
OG0001117	Prap.g_00270	Syab.g_01354
OG0001118	Prap.g_00271	Syab.g_01353
OG0001119	Prap.g_00272	Syab.g_01351
OG0001120	Prap.g_00274	Syab.g_01347
OG0001122	Prap.g_00294	Syab.g_01320
OG0001123	Prap.g_00300	Syab.g_01312
OG0001124	Prap.g_00302	Syab.g_01310
OG0001125	Prap.g_00304	Syab.g_01308
OG0001126	Prap.g_00697	Syab.g_01231
OG0001127	Prap.g_00698	Syab.g_01230
OG0001128	Prap.g_00700	Syab.g_01227
OG0001129	Prap.g_00701	Syab.g_01225
OG0001130	Prap.g_00702	Syab.g_01224
OG0001131	Prap.g_01345	Syab.g_01609
OG0001132	Prap.g_00020	Syab.g_01790
OG0001133	Prap.g_00058	Syab.g_01895
OG0001134	Prap.g_01883	Syab.g_01748
OG0001135	Prap.g_01880	Syab.g_01747
OG0001136	Prap.g_00459	Syab.g_00966
OG0001137	Prap.g_00447	Syab.g_00990
OG0001138	Prap.g_00426	Syab.g_01023
OG0001139	Prap.g_00424	Syab.g_01025
OG0001140	Prap.g_00423	Syab.g_01026, Syab.g_00642
OG0001141	Prap.g_00422	Syab.g_01027
OG0001142	Prap.g_00421	Syab.g_01028
OG0001143	Prap.g_00414	Syab.g_01037
OG0001144	Prap.g_00409	Syab.g_01052
OG0001145	Prap.g_00553	Syab.g_00928
OG0001146	Prap.g_00565	Syab.g_00907
OG0001147	Prap.g_00585	Syab.g_00716
OG0001148	Prap.g_00061	Syab.g_02085
OG0001149	Prap.g_00062	Syab.g_02084
OG0001150	Prap.g_00063	Syab.g_02083
OG0001151	Prap.g_00074	Syab.g_02070
OG0001152	Prap.g_00075	Syab.g_02069
OG0001153	Prap.g_00153	Syab.g_00731
OG0001154	Prap.g_00154	Syab.g_00730
OG0001155	Prap.g_00171	Syab.g_02171
OG0001156	Prap.g_00174	Syab.g_02174
OG0001157	Prap.g_00175	Syab.g_02175
OG0001158	Prap.g_00176	Syab.g_02176
OG0001159	Prap.g_00177	Syab.g_02177
OG0001160	Prap.g_00203	Syab.g_02231
OG0001161	Prap.g_01836	Syab.g_02797
