Orthogroup	Syaa	Syap
OG0000576	Syaa.g_01889	Syap.g_00450
OG0000577	Syaa.g_01888	Syap.g_00451
OG0000578	Syaa.g_01887	Syap.g_00452
OG0000579	Syaa.g_01886	Syap.g_00453
OG0000580	Syaa.g_01885	Syap.g_00454
OG0000581	Syaa.g_01879	Syap.g_01521
OG0000582	Syaa.g_01687	Syap.g_01533
OG0000583	Syaa.g_01686	Syap.g_01532
OG0000584	Syaa.g_01685	Syap.g_01530
OG0000585	Syaa.g_01683	Syap.g_01526
OG0000586	Syaa.g_01682	Syap.g_01525
OG0000587	Syaa.g_01680	Syap.g_01523
OG0000588	Syaa.g_01666	Syap.g_00776
OG0000589	Syaa.g_01662	Syap.g_00941
OG0000590	Syaa.g_01661	Syap.g_00940
OG0000591	Syaa.g_01653	Syap.g_01289
OG0000592	Syaa.g_01652	Syap.g_01288
OG0000593	Syaa.g_01638	Syap.g_00890
OG0000594	Syaa.g_01637	Syap.g_00891
OG0000595	Syaa.g_01636	Syap.g_00892
OG0000596	Syaa.g_01630	Syap.g_00898
OG0000597	Syaa.g_01627	Syap.g_00903
OG0000598	Syaa.g_01626	Syap.g_00904
OG0000599	Syaa.g_01623	Syap.g_00908
OG0000600	Syaa.g_01622	Syap.g_00909
OG0000601	Syaa.g_01621	Syap.g_00910
OG0000602	Syaa.g_01616	Syap.g_00640
OG0000603	Syaa.g_01615	Syap.g_00641
OG0000604	Syaa.g_01612	Syap.g_02769
OG0000605	Syaa.g_01447	Syap.g_02501, Syap.g_02771
OG0000606	Syaa.g_01055	Syap.g_02506
OG0000607	Syaa.g_01058	Syap.g_00093
OG0000608	Syaa.g_01059	Syap.g_00094
OG0000609	Syaa.g_01061	Syap.g_00096
OG0000610	Syaa.g_01068	Syap.g_01963
OG0000611	Syaa.g_01071	Syap.g_01958
OG0000612	Syaa.g_01072	Syap.g_01957
OG0000613	Syaa.g_00199	Syap.g_02480
OG0000615	Syaa.g_01113	Syap.g_00154
OG0000616	Syaa.g_02742	Syap.g_00127
OG0000617	Syaa.g_01244	Syap.g_00513
OG0000618	Syaa.g_01245	Syap.g_00514
OG0000619	Syaa.g_01246	Syap.g_00515
OG0000620	Syaa.g_01259	Syap.g_00520
OG0000621	Syaa.g_01260	Syap.g_00521
OG0000622	Syaa.g_01261	Syap.g_00523
OG0000623	Syaa.g_01262	Syap.g_00526
OG0000624	Syaa.g_01264	Syap.g_00527
OG0000625	Syaa.g_01265	Syap.g_00528
OG0000626	Syaa.g_01266	Syap.g_00529
OG0000627	Syaa.g_01414	Syap.g_00848
OG0000628	Syaa.g_01413	Syap.g_00850
OG0000629	Syaa.g_01410	Syap.g_02334
OG0000630	Syaa.g_01406	Syap.g_02793
OG0000631	Syaa.g_01400	Syap.g_01724
OG0000632	Syaa.g_01399	Syap.g_01725
OG0000633	Syaa.g_01397	Syap.g_01726
OG0000634	Syaa.g_01150	Syap.g_00190
OG0000635	Syaa.g_01151	Syap.g_00191
OG0000636	Syaa.g_01153	Syap.g_00193
OG0000637	Syaa.g_01155	Syap.g_00195
OG0000638	Syaa.g_01156	Syap.g_00196
OG0000639	Syaa.g_01157	Syap.g_00197
OG0000640	Syaa.g_01158	Syap.g_00198
OG0000641	Syaa.g_01162	Syap.g_00203
OG0000642	Syaa.g_01163	Syap.g_02732
OG0000643	Syaa.g_01165	Syap.g_02731
OG0000644	Syaa.g_01166	Syap.g_02730
OG0000645	Syaa.g_01184	Syap.g_02726
OG0000646	Syaa.g_01187	Syap.g_02723
OG0000647	Syaa.g_01189	Syap.g_02721
OG0000648	Syaa.g_01191	Syap.g_02719
OG0000649	Syaa.g_01192	Syap.g_02718
OG0000650	Syaa.g_01193	Syap.g_02717
OG0000651	Syaa.g_01194	Syap.g_02716
OG0000652	Syaa.g_01195	Syap.g_02715
OG0000653	Syaa.g_01197	Syap.g_02713
OG0000654	Syaa.g_01198	Syap.g_02711
OG0000655	Syaa.g_01199	Syap.g_02710
OG0000656	Syaa.g_01202	Syap.g_02706
OG0000657	Syaa.g_00838	Syap.g_01845
OG0000658	Syaa.g_00836	Syap.g_01841
OG0000659	Syaa.g_00835	Syap.g_01840
OG0000660	Syaa.g_00831	Syap.g_01835
OG0000662	Syaa.g_00827	Syap.g_00823
OG0000663	Syaa.g_00824	Syap.g_00826
OG0000664	Syaa.g_00823	Syap.g_00828
OG0000665	Syaa.g_01442	Syap.g_02331
OG0000666	Syaa.g_01448	Syap.g_01573
OG0000668	Syaa.g_01300	Syap.g_02765
OG0000669	Syaa.g_01084	Syap.g_02371
OG0000670	Syaa.g_01087	Syap.g_02368
OG0000671	Syaa.g_01089	Syap.g_01260
OG0000672	Syaa.g_01092	Syap.g_01257
OG0000673	Syaa.g_01095	Syap.g_01253
OG0000674	Syaa.g_01097	Syap.g_01251
OG0000675	Syaa.g_01098	Syap.g_01250
OG0000676	Syaa.g_01100	Syap.g_01248
OG0000677	Syaa.g_01101	Syap.g_01246
OG0000678	Syaa.g_01106	Syap.g_01239
OG0000679	Syaa.g_01116	Syap.g_00157
OG0000680	Syaa.g_01117	Syap.g_00158
OG0000681	Syaa.g_01120	Syap.g_00163
OG0000682	Syaa.g_01121	Syap.g_00165
OG0000683	Syaa.g_01122	Syap.g_00166
OG0000684	Syaa.g_01132	Syap.g_00169
OG0000685	Syaa.g_01134	Syap.g_00172
OG0000686	Syaa.g_01135	Syap.g_00173
OG0000687	Syaa.g_01136	Syap.g_00174
OG0000688	Syaa.g_01140	Syap.g_00178
OG0000689	Syaa.g_01142	Syap.g_00180
OG0000690	Syaa.g_01143	Syap.g_00181
OG0000691	Syaa.g_01144	Syap.g_00182
OG0000692	Syaa.g_01145	Syap.g_00184
OG0000693	Syaa.g_01146	Syap.g_00185
OG0000694	Syaa.g_01147	Syap.g_00186
OG0000695	Syaa.g_01395	Syap.g_01729
OG0000696	Syaa.g_01394	Syap.g_01730
OG0000697	Syaa.g_01392	Syap.g_01734
OG0000698	Syaa.g_01389	Syap.g_01737
OG0000699	Syaa.g_01387	Syap.g_01738
OG0000700	Syaa.g_01386	Syap.g_01739
OG0000701	Syaa.g_01385	Syap.g_01740
OG0000702	Syaa.g_01376	Syap.g_01747
OG0000703	Syaa.g_01375	Syap.g_01750
OG0000704	Syaa.g_01373	Syap.g_01753
OG0000705	Syaa.g_01365	Syap.g_02022
OG0000706	Syaa.g_01364	Syap.g_02020
OG0000707	Syaa.g_01363	Syap.g_02019
OG0000708	Syaa.g_01360	Syap.g_02016
OG0000709	Syaa.g_01351	Syap.g_00121
OG0000711	Syaa.g_01320	Syap.g_02686
OG0000712	Syaa.g_01318	Syap.g_02688
OG0000713	Syaa.g_01317	Syap.g_02689
OG0000714	Syaa.g_01315	Syap.g_02691
OG0000715	Syaa.g_01313	Syap.g_02693
OG0000716	Syaa.g_01309	Syap.g_02696
OG0000717	Syaa.g_01308	Syap.g_02697
OG0000718	Syaa.g_01304	Syap.g_02701
OG0000719	Syaa.g_01302	Syap.g_02767
OG0000720	Syaa.g_01289	Syap.g_02780
OG0000721	Syaa.g_01287	Syap.g_02782
OG0000722	Syaa.g_01286	Syap.g_02783
OG0000723	Syaa.g_01268	Syap.g_00532
OG0000725	Syaa.g_00882	Syap.g_01559
OG0000726	Syaa.g_00883	Syap.g_01560
OG0000727	Syaa.g_00884	Syap.g_01561
OG0000728	Syaa.g_00886	Syap.g_01564
OG0000729	Syaa.g_00100	Syap.g_01122
OG0000730	Syaa.g_02185	Syap.g_00572
OG0000731	Syaa.g_02173	Syap.g_00560
OG0000732	Syaa.g_00054	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Syaa.g_02621	Syap.g_01971
OG0000734	Syaa.g_02388	Syap.g_02628
OG0000735	Syaa.g_00754	Syap.g_00244
OG0000736	Syaa.g_00755	Syap.g_00243
OG0000737	Syaa.g_00756	Syap.g_00242
OG0000738	Syaa.g_00761	Syap.g_00236
OG0000739	Syaa.g_00762	Syap.g_00235
OG0000740	Syaa.g_00763	Syap.g_00234
OG0000741	Syaa.g_00766	Syap.g_00231
OG0000742	Syaa.g_00769	Syap.g_00229
OG0000743	Syaa.g_00771	Syap.g_00226
OG0000744	Syaa.g_00772	Syap.g_00225
OG0000745	Syaa.g_00774	Syap.g_00222
OG0000746	Syaa.g_00776	Syap.g_00220
OG0000747	Syaa.g_00777	Syap.g_00219
OG0000748	Syaa.g_00787	Syap.g_00212
OG0000749	Syaa.g_00789	Syap.g_00211
OG0000750	Syaa.g_00790	Syap.g_00210
OG0000751	Syaa.g_00797	Syap.g_00205
OG0000752	Syaa.g_00799	Syap.g_01793
OG0000753	Syaa.g_00802	Syap.g_02775
OG0000754	Syaa.g_01025	Syap.g_01883
OG0000755	Syaa.g_01005	Syap.g_01893
OG0000757	Syaa.g_00996	Syap.g_00427
OG0000758	Syaa.g_00995	Syap.g_00428
OG0000759	Syaa.g_00994	Syap.g_00429
OG0000760	Syaa.g_00993	Syap.g_00430
OG0000761	Syaa.g_00992	Syap.g_00431
OG0000762	Syaa.g_00988	Syap.g_00434
OG0000763	Syaa.g_00986	Syap.g_02624
OG0000764	Syaa.g_00985	Syap.g_02623
OG0000765	Syaa.g_00968	Syap.g_02440
OG0000766	Syaa.g_00967	Syap.g_02439
OG0000767	Syaa.g_00965	Syap.g_02437
OG0000768	Syaa.g_00964	Syap.g_02436
OG0000769	Syaa.g_00962	Syap.g_02434
OG0000770	Syaa.g_00959	Syap.g_02431
OG0000772	Syaa.g_01526	Syap.g_02295
OG0000773	Syaa.g_00749	Syap.g_00885
OG0000774	Syaa.g_00745	Syap.g_01473
OG0000775	Syaa.g_00742	Syap.g_01475
OG0000776	Syaa.g_00741	Syap.g_01476
OG0000777	Syaa.g_00740	Syap.g_01478
OG0000778	Syaa.g_00739	Syap.g_01479
OG0000779	Syaa.g_00733	Syap.g_01494
OG0000780	Syaa.g_00730	Syap.g_01496
OG0000781	Syaa.g_00726	Syap.g_02609
OG0000782	Syaa.g_00725	Syap.g_02611
OG0000783	Syaa.g_00724	Syap.g_02612
OG0000784	Syaa.g_00723	Syap.g_02613
OG0000785	Syaa.g_00721	Syap.g_02281
OG0000786	Syaa.g_01875	Syap.g_02287
OG0000787	Syaa.g_01876	Syap.g_02288
OG0000788	Syaa.g_01620	Syap.g_01932
OG0000789	Syaa.g_01434	Syap.g_00372
OG0000791	Syaa.g_02066	Syap.g_02520
OG0000792	Syaa.g_02067	Syap.g_02519
OG0000793	Syaa.g_02072	Syap.g_02141
OG0000794	Syaa.g_02073	Syap.g_02200
OG0000795	Syaa.g_02074	Syap.g_02199
OG0000796	Syaa.g_02078	Syap.g_02448
OG0000797	Syaa.g_02079	Syap.g_02449
OG0000798	Syaa.g_00265	Syap.g_01363
OG0000798	Syaa.g_00494	Syap.g_01269
OG0000799	Syaa.g_01743	Syap.g_02488
OG0000800	Syaa.g_01747	Syap.g_02487
OG0000801	Syaa.g_01748	Syap.g_02486
OG0000802	Syaa.g_01753	Syap.g_02659
OG0000803	Syaa.g_01758	Syap.g_02109
OG0000804	Syaa.g_01761	Syap.g_02113
OG0000805	Syaa.g_01763	Syap.g_02115
OG0000806	Syaa.g_01765	Syap.g_02117
OG0000807	Syaa.g_01767	Syap.g_02118
OG0000808	Syaa.g_01768	Syap.g_02119
OG0000809	Syaa.g_01771	Syap.g_02122
OG0000810	Syaa.g_01772	Syap.g_02124
OG0000811	Syaa.g_01778	Syap.g_02472
OG0000812	Syaa.g_01780	Syap.g_02474
OG0000813	Syaa.g_01781	Syap.g_02475
OG0000814	Syaa.g_01783	Syap.g_02753
OG0000815	Syaa.g_01784	Syap.g_02752
OG0000816	Syaa.g_01785	Syap.g_02289
OG0000817	Syaa.g_01786	Syap.g_02527
OG0000818	Syaa.g_01792	Syap.g_02001
OG0000819	Syaa.g_01793	Syap.g_02002
OG0000820	Syaa.g_01794	Syap.g_02003
OG0000821	Syaa.g_01800	Syap.g_02009
OG0000822	Syaa.g_01802	Syap.g_02011
OG0000824	Syaa.g_01807	Syap.g_00008
OG0000825	Syaa.g_01808	Syap.g_00009
OG0000826	Syaa.g_01809	Syap.g_00010
OG0000827	Syaa.g_01810	Syap.g_00011
OG0000828	Syaa.g_01813	Syap.g_00014
OG0000829	Syaa.g_01814	Syap.g_00015
OG0000830	Syaa.g_01815	Syap.g_00016
OG0000831	Syaa.g_01817	Syap.g_00019
OG0000832	Syaa.g_00627	Syap.g_00752
OG0000833	Syaa.g_00611	Syap.g_00021
OG0000834	Syaa.g_00608	Syap.g_00023
OG0000835	Syaa.g_00607	Syap.g_00024
OG0000836	Syaa.g_00603	Syap.g_00026
OG0000837	Syaa.g_00601	Syap.g_00027
OG0000838	Syaa.g_00597	Syap.g_00031
OG0000839	Syaa.g_00596	Syap.g_00032
OG0000840	Syaa.g_00595	Syap.g_00033
OG0000841	Syaa.g_00594	Syap.g_00034
OG0000842	Syaa.g_00593	Syap.g_00035
OG0000843	Syaa.g_00592	Syap.g_00036
OG0000844	Syaa.g_00590	Syap.g_00039
OG0000845	Syaa.g_00589	Syap.g_00040
OG0000846	Syaa.g_00588	Syap.g_00042
OG0000847	Syaa.g_00587	Syap.g_00043
OG0000848	Syaa.g_00585	Syap.g_00045
OG0000849	Syaa.g_00584	Syap.g_00046
OG0000850	Syaa.g_00582	Syap.g_00310
OG0000851	Syaa.g_00577	Syap.g_01214
OG0000852	Syaa.g_00576	Syap.g_01215
OG0000853	Syaa.g_00572	Syap.g_01219
OG0000854	Syaa.g_00570	Syap.g_01222
OG0000855	Syaa.g_00569	Syap.g_01223
OG0000856	Syaa.g_01650	Syap.g_01286
OG0000857	Syaa.g_01188	Syap.g_02722
OG0000858	Syaa.g_00563	Syap.g_00612
OG0000859	Syaa.g_00562	Syap.g_00613
OG0000860	Syaa.g_00549	Syap.g_00623
OG0000861	Syaa.g_00548	Syap.g_02789
OG0000862	Syaa.g_00547	Syap.g_01789
OG0000863	Syaa.g_00543	Syap.g_01784
OG0000864	Syaa.g_00542	Syap.g_01783
OG0000865	Syaa.g_00541	Syap.g_01781, Syap.g_01782
OG0000866	Syaa.g_00540	Syap.g_01780
OG0000867	Syaa.g_00539	Syap.g_01779
OG0000868	Syaa.g_00536	Syap.g_01775
OG0000869	Syaa.g_00531	Syap.g_01770
OG0000870	Syaa.g_00526	Syap.g_01401
OG0000871	Syaa.g_00525	Syap.g_01400
OG0000872	Syaa.g_00511	Syap.g_01394
OG0000873	Syaa.g_00497	Syap.g_01390
OG0000874	Syaa.g_00519	Syap.g_01388
OG0000875	Syaa.g_00438	Syap.g_01386
OG0000876	Syaa.g_00682	Syap.g_00822
OG0000877	Syaa.g_00679	Syap.g_01380
OG0000878	Syaa.g_00678	Syap.g_01378
OG0000879	Syaa.g_00677	Syap.g_01377
OG0000880	Syaa.g_00676	Syap.g_01376
OG0000882	Syaa.g_00666	Syap.g_01516
OG0000883	Syaa.g_00661	Syap.g_01511
OG0000884	Syaa.g_00659	Syap.g_01509
OG0000885	Syaa.g_00658	Syap.g_01508
OG0000886	Syaa.g_00657	Syap.g_01507
OG0000887	Syaa.g_00656	Syap.g_01506
OG0000888	Syaa.g_00654	Syap.g_01504
OG0000889	Syaa.g_00652	Syap.g_01502
OG0000890	Syaa.g_00644	Syap.g_01499
OG0000891	Syaa.g_00643	Syap.g_01498
OG0000892	Syaa.g_00640	Syap.g_02671
OG0000893	Syaa.g_02352	Syap.g_02497
OG0000894	Syaa.g_02349	Syap.g_02679
OG0000895	Syaa.g_02345	Syap.g_00546
OG0000896	Syaa.g_02344	Syap.g_00545
OG0000897	Syaa.g_02342	Syap.g_00543
OG0000898	Syaa.g_02341	Syap.g_00542
OG0000899	Syaa.g_02340	Syap.g_00541
OG0000900	Syaa.g_02339	Syap.g_00540
OG0000901	Syaa.g_02334	Syap.g_01930
OG0000902	Syaa.g_02332	Syap.g_01929
OG0000903	Syaa.g_02313	Syap.g_01916
OG0000904	Syaa.g_02318	Syap.g_01922
OG0000905	Syaa.g_02324	Syap.g_01925
OG0000906	Syaa.g_02327	Syap.g_01927
OG0000907	Syaa.g_02295	Syap.g_01914
OG0000908	Syaa.g_02292	Syap.g_01235
OG0000909	Syaa.g_02291	Syap.g_01236
OG0000910	Syaa.g_02290	Syap.g_01237
OG0000911	Syaa.g_02288	Syap.g_00511
OG0000912	Syaa.g_02287	Syap.g_00510
OG0000913	Syaa.g_02286	Syap.g_00509
OG0000914	Syaa.g_02285	Syap.g_00508
OG0000915	Syaa.g_02283	Syap.g_00506
OG0000916	Syaa.g_02282	Syap.g_00505
OG0000917	Syaa.g_02281	Syap.g_00504
OG0000918	Syaa.g_02280	Syap.g_00503
OG0000919	Syaa.g_02279	Syap.g_00502
OG0000920	Syaa.g_02278	Syap.g_00501
OG0000921	Syaa.g_02277	Syap.g_00500
OG0000922	Syaa.g_02276	Syap.g_00499
OG0000923	Syaa.g_02272	Syap.g_00495
OG0000924	Syaa.g_02271	Syap.g_00494
OG0000925	Syaa.g_02270	Syap.g_00493
OG0000926	Syaa.g_02269	Syap.g_00492
OG0000927	Syaa.g_02267	Syap.g_00490
OG0000928	Syaa.g_02266	Syap.g_00489
OG0000929	Syaa.g_02265	Syap.g_00488
OG0000930	Syaa.g_02264	Syap.g_00487
OG0000931	Syaa.g_02263	Syap.g_00486
OG0000932	Syaa.g_02262	Syap.g_00485
OG0000933	Syaa.g_02256	Syap.g_00479
OG0000934	Syaa.g_02254	Syap.g_00477
OG0000935	Syaa.g_02253	Syap.g_00476
OG0000936	Syaa.g_02252	Syap.g_00475
OG0000937	Syaa.g_02251	Syap.g_00474
OG0000938	Syaa.g_02248	Syap.g_00471
OG0000939	Syaa.g_02247	Syap.g_00469
OG0000940	Syaa.g_02240	Syap.g_00460
OG0000941	Syaa.g_02238	Syap.g_00458
OG0000942	Syaa.g_02236	Syap.g_00606
OG0000943	Syaa.g_02235	Syap.g_00604
OG0000944	Syaa.g_02233	Syap.g_00602
OG0000945	Syaa.g_02231	Syap.g_00601
OG0000946	Syaa.g_02225	Syap.g_00595
OG0000947	Syaa.g_02222	Syap.g_00591
OG0000948	Syaa.g_02221	Syap.g_00590
OG0000949	Syaa.g_00172	Syap.g_01051
OG0000950	Syaa.g_00159	Syap.g_01061
OG0000951	Syaa.g_00153	Syap.g_01070
OG0000952	Syaa.g_00149	Syap.g_01074
OG0000953	Syaa.g_00143	Syap.g_01078
OG0000954	Syaa.g_00138	Syap.g_01089
OG0000955	Syaa.g_00137	Syap.g_01090
OG0000956	Syaa.g_00135	Syap.g_01092
OG0000957	Syaa.g_00125	Syap.g_01109
OG0000958	Syaa.g_00124	Syap.g_01110
OG0000959	Syaa.g_00120	Syap.g_01114
OG0000960	Syaa.g_00119	Syap.g_01115
OG0000961	Syaa.g_00106	Syap.g_02170
OG0000962	Syaa.g_00102	Syap.g_01121
OG0000963	Syaa.g_00097	Syap.g_01124
OG0000964	Syaa.g_00096	Syap.g_01125
OG0000965	Syaa.g_00095	Syap.g_01126
OG0000966	Syaa.g_00083	Syap.g_01141
OG0000967	Syaa.g_00074	Syap.g_00633
OG0000968	Syaa.g_00078	Syap.g_00998
OG0000969	Syaa.g_00077	Syap.g_00996
OG0000970	Syaa.g_00076	Syap.g_00995
OG0000971	Syaa.g_00069	Syap.g_00993
OG0000972	Syaa.g_00068	Syap.g_00992
OG0000973	Syaa.g_00067	Syap.g_00991
OG0000974	Syaa.g_00066	Syap.g_00990
OG0000975	Syaa.g_00065	Syap.g_00989
OG0000976	Syaa.g_00064	Syap.g_00988
OG0000977	Syaa.g_00062	Syap.g_00986
OG0000978	Syaa.g_00061	Syap.g_00985
OG0000979	Syaa.g_00058	Syap.g_00980
OG0000980	Syaa.g_00055	Syap.g_00977
OG0000981	Syaa.g_00052	Syap.g_01812
OG0000982	Syaa.g_02593	Syap.g_00132
OG0000983	Syaa.g_02594	Syap.g_00134
OG0000984	Syaa.g_02595	Syap.g_00135
OG0000985	Syaa.g_02597	Syap.g_00140
OG0000986	Syaa.g_02601	Syap.g_01044
OG0000987	Syaa.g_02603	Syap.g_01033
OG0000988	Syaa.g_02608	Syap.g_01027
OG0000989	Syaa.g_02616	Syap.g_01011
OG0000990	Syaa.g_02647	Syap.g_02087
OG0000991	Syaa.g_02650	Syap.g_02091
OG0000992	Syaa.g_02653	Syap.g_02095
OG0000993	Syaa.g_02654	Syap.g_02097
OG0000994	Syaa.g_02657	Syap.g_02101
OG0000996	Syaa.g_02705	Syap.g_01817
OG0000997	Syaa.g_02725	Syap.g_02590
OG0000998	Syaa.g_02727	Syap.g_02591
OG0000999	Syaa.g_02728	Syap.g_02592
OG0001001	Syaa.g_02738	Syap.g_02605
OG0001002	Syaa.g_02745	Syap.g_00124
OG0001003	Syaa.g_02747	Syap.g_02310
OG0001004	Syaa.g_02748	Syap.g_02311
OG0001005	Syaa.g_02749	Syap.g_02312
OG0001006	Syaa.g_02756	Syap.g_00053
OG0001007	Syaa.g_02758	Syap.g_00055
OG0001008	Syaa.g_00704	Syap.g_02060
OG0001012	Syaa.g_02589	Syap.g_00371
OG0001013	Syaa.g_02576	Syap.g_01325
OG0001016	Syaa.g_00348	Syap.g_01695
OG0001033	Syaa.g_02539	Syap.g_00105
OG0001035	Syaa.g_00298	Syap.g_01594
OG0001038	Syaa.g_00264	Syap.g_01362
OG0001039	Syaa.g_00261	Syap.g_01359
OG0001040	Syaa.g_00258	Syap.g_01356
OG0001041	Syaa.g_00253	Syap.g_01352
OG0001043	Syaa.g_00223	Syap.g_01676
OG0001044	Syaa.g_02183	Syap.g_00571
OG0001053	Syaa.g_02048	Syap.g_02253
OG0001054	Syaa.g_02031	Syap.g_00274
OG0001055	Syaa.g_02010	Syap.g_00252
OG0001059	Syaa.g_01947	Syap.g_00306
OG0001060	Syaa.g_01941	Syap.g_00299
OG0001061	Syaa.g_01919	Syap.g_01309
OG0001062	Syaa.g_01917	Syap.g_01314
OG0001072	Syaa.g_01898	Syap.g_00441
OG0001073	Syaa.g_01884	Syap.g_00122, Syap.g_00455
OG0001078	Syaa.g_01632	Syap.g_00896
OG0001080	Syaa.g_01443	Syap.g_02505
OG0001085	Syaa.g_01075	Syap.g_01953
OG0001094	Syaa.g_01148	Syap.g_00187
OG0001095	Syaa.g_01185	Syap.g_02725
OG0001096	Syaa.g_01200	Syap.g_02709
OG0001100	Syaa.g_01086	Syap.g_02369
OG0001102	Syaa.g_01091	Syap.g_01258
OG0001103	Syaa.g_01093	Syap.g_01256
OG0001104	Syaa.g_01133	Syap.g_00171
OG0001105	Syaa.g_01137	Syap.g_00175
OG0001107	Syaa.g_01359	Syap.g_02015
OG0001108	Syaa.g_01350	Syap.g_00119
OG0001122	Syaa.g_01301	Syap.g_02766
OG0001123	Syaa.g_01294	Syap.g_01872
OG0001133	Syaa.g_01656	Syap.g_01292
OG0001136	Syaa.g_00767	Syap.g_00230
OG0001137	Syaa.g_00786	Syap.g_00213
OG0001140	Syaa.g_00999	Syap.g_02134
OG0001152	Syaa.g_02077	Syap.g_02447
OG0001154	Syaa.g_01812	Syap.g_00013
OG0001160	Syaa.g_00574	Syap.g_01217
OG0001162	Syaa.g_01203	Syap.g_02366
OG0001163	Syaa.g_00566	Syap.g_00609
OG0001164	Syaa.g_00560	Syap.g_00614
OG0001165	Syaa.g_00555	Syap.g_00619
OG0001168	Syaa.g_00672	Syap.g_01372
OG0001171	Syaa.g_00655	Syap.g_01505
OG0001172	Syaa.g_02347	Syap.g_00547
OG0001177	Syaa.g_02316	Syap.g_01920
OG0001178	Syaa.g_00546	Syap.g_01786, Syap.g_01787
OG0001179	Syaa.g_02268	Syap.g_00491
OG0001180	Syaa.g_02243	Syap.g_00097, Syap.g_00465
OG0001181	Syaa.g_02239	Syap.g_00459
OG0001183	Syaa.g_02224	Syap.g_00594
OG0001186	Syaa.g_00081	Syap.g_01140
OG0001187	Syaa.g_00082	Syap.g_01142
OG0001188	Syaa.g_00075	Syap.g_00634
OG0001189	Syaa.g_00057	Syap.g_00979
OG0001191	Syaa.g_02605	Syap.g_01030
OG0001192	Syaa.g_02612	Syap.g_01021
OG0001197	Syaa.g_02743	Syap.g_00126
OG0001198	Syaa.g_02755	Syap.g_00052
OG0001199	Syaa.g_00347	Syap.g_01696
OG0001200	Syaa.g_00345	Syap.g_01698
OG0001202	Syaa.g_02528	Syap.g_01613
OG0001203	Syaa.g_02106	Syap.g_01154
OG0001204	Syaa.g_00316	Syap.g_01577
OG0001214	Syaa.g_01631	Syap.g_00897
OG0001217	Syaa.g_01559	Syap.g_01464
OG0001218	Syaa.g_01820	Syap.g_00020
OG0001219	Syaa.g_01404	Syap.g_02794
OG0001221	Syaa.g_01111	Syap.g_01777
OG0001222	Syaa.g_01371	Syap.g_02027
OG0001224	Syaa.g_00874	Syap.g_01551
OG0001225	Syaa.g_00876	Syap.g_01553
OG0001226	Syaa.g_01579	Syap.g_02551
OG0001228	Syaa.g_00695	Syap.g_01063
OG0001229	Syaa.g_00899	Syap.g_00827
OG0001230	Syaa.g_01764	Syap.g_02116
OG0001231	Syaa.g_00017	Syap.g_00073
OG0001232	Syaa.g_00508	Syap.g_01393
OG0001235	Syaa.g_02323	Syap.g_01924
OG0001236	Syaa.g_00154	Syap.g_01069
OG0001238	Syaa.g_02607	Syap.g_01028
OG0001239	Syaa.g_00350	Syap.g_01693, Syap.g_01692
OG0001242	Syaa.g_02407	Syap.g_02227, Syap.g_02229
OG0001243	Syaa.g_02415	Syap.g_02219
OG0001244	Syaa.g_02445	Syap.g_02192
OG0001246	Syaa.g_02023	Syap.g_01165, Syap.g_00267
OG0001248	Syaa.g_01204	Syap.g_00423
OG0001251	Syaa.g_02667	Syap.g_01549, Syap.g_01727
OG0001253	Syaa.g_01467	Syap.g_01969
OG0001255	Syaa.g_01696	Syap.g_02523
OG0001256	Syaa.g_00567	Syap.g_01225
OG0001257	Syaa.g_01418	Syap.g_00374, Syap.g_00373, Syap.g_01821
OG0001258	Syaa.g_00557	Syap.g_00617
OG0001260	Syaa.g_00642	Syap.g_01497
OG0001261	Syaa.g_02259	Syap.g_00482
OG0001262	Syaa.g_00059	Syap.g_00981
OG0001263	Syaa.g_02418	Syap.g_02216
OG0001265	Syaa.g_02405	Syap.g_02231
OG0001266	Syaa.g_02532	Syap.g_01618
OG0001267	Syaa.g_00262	Syap.g_01360
OG0001268	Syaa.g_02176	Syap.g_00563
OG0001270	Syaa.g_00701	Syap.g_02056
OG0001271	Syaa.g_01845	Syap.g_02759
OG0001272	Syaa.g_02045	Syap.g_02250
OG0001274	Syaa.g_02563	Syap.g_01897
OG0001275	Syaa.g_01311	Syap.g_02694
OG0001276	Syaa.g_01295	Syap.g_01873
OG0001277	Syaa.g_02724	Syap.g_01293
OG0001278	Syaa.g_00966	Syap.g_02438
OG0001279	Syaa.g_01749	Syap.g_02663
OG0001282	Syaa.g_02060	Syap.g_01701
OG0001284	Syaa.g_00583	Syap.g_00047
OG0001286	Syaa.g_02245	Syap.g_00467
OG0001287	Syaa.g_00121	Syap.g_00418
OG0001289	Syaa.g_00327	Syap.g_02365
OG0001291	Syaa.g_02428	Syap.g_02207
OG0001292	Syaa.g_00310	Syap.g_01583
OG0001297	Syaa.g_02013	Syap.g_00255
OG0001299	Syaa.g_01070	Syap.g_01959
OG0001303	Syaa.g_01402	Syap.g_02795
OG0001304	Syaa.g_01281	Syap.g_00536
OG0001305	Syaa.g_00885	Syap.g_01562
OG0001306	Syaa.g_00753	Syap.g_00245
OG0001310	Syaa.g_00535	Syap.g_01774
OG0001311	Syaa.g_01293	Syap.g_01871
OG0001312	Syaa.g_01391	Syap.g_01735
OG0001315	Syaa.g_02226	Syap.g_00596
OG0001318	Syaa.g_00296	Syap.g_01596, Syap.g_01597
