Orthogroup	Syaa	Syak
OG0000548	Syaa.g_02011	Syak.g_02616
OG0000549	Syaa.g_02003	Syak.g_02622
OG0000550	Syaa.g_01998	Syak.g_02626
OG0000551	Syaa.g_01993	Syak.g_02631
OG0000552	Syaa.g_01992	Syak.g_02632
OG0000553	Syaa.g_01990	Syak.g_02636
OG0000554	Syaa.g_01979	Syak.g_02641
OG0000555	Syaa.g_01961	Syak.g_02657
OG0000556	Syaa.g_01957	Syak.g_02661
OG0000557	Syaa.g_01955	Syak.g_02663
OG0000558	Syaa.g_01953	Syak.g_02666
OG0000559	Syaa.g_01949	Syak.g_02670
OG0000560	Syaa.g_01946	Syak.g_02672
OG0000561	Syaa.g_01945	Syak.g_02673
OG0000562	Syaa.g_01944	Syak.g_02674
OG0000563	Syaa.g_01943	Syak.g_02675
OG0000564	Syaa.g_01942	Syak.g_02676
OG0000565	Syaa.g_01939	Syak.g_02679
OG0000566	Syaa.g_01935	Syak.g_02683
OG0000567	Syaa.g_01931	Syak.g_02687
OG0000568	Syaa.g_01928	Syak.g_02690
OG0000569	Syaa.g_01925	Syak.g_02691
OG0000570	Syaa.g_01924	Syak.g_02692
OG0000571	Syaa.g_01920	Syak.g_02696
OG0000572	Syaa.g_01904	Syak.g_02713
OG0000573	Syaa.g_01896	Syak.g_02723
OG0000574	Syaa.g_01895	Syak.g_02724
OG0000575	Syaa.g_01891	Syak.g_02729
OG0000576	Syaa.g_01889	Syak.g_02731
OG0000577	Syaa.g_01888	Syak.g_02732
OG0000578	Syaa.g_01887	Syak.g_02733
OG0000579	Syaa.g_01886	Syak.g_02734
OG0000580	Syaa.g_01885	Syak.g_02735
OG0000581	Syaa.g_01879	Syak.g_02742
OG0000582	Syaa.g_01687	Syak.g_02748
OG0000583	Syaa.g_01686	Syak.g_02749
OG0000584	Syaa.g_01685	Syak.g_02750
OG0000585	Syaa.g_01683	Syak.g_02753
OG0000586	Syaa.g_01682	Syak.g_02754
OG0000587	Syaa.g_01680	Syak.g_02756
OG0000588	Syaa.g_01666	Syak.g_00004
OG0000589	Syaa.g_01662	Syak.g_00008
OG0000590	Syaa.g_01661	Syak.g_00009
OG0000591	Syaa.g_01653	Syak.g_00017
OG0000592	Syaa.g_01652	Syak.g_00018
OG0000593	Syaa.g_01638	Syak.g_00031
OG0000594	Syaa.g_01637	Syak.g_00032
OG0000595	Syaa.g_01636	Syak.g_00033
OG0000596	Syaa.g_01630	Syak.g_00038
OG0000597	Syaa.g_01627	Syak.g_00041
OG0000598	Syaa.g_01626	Syak.g_00042
OG0000599	Syaa.g_01623	Syak.g_00045
OG0000600	Syaa.g_01622	Syak.g_00046
OG0000601	Syaa.g_01621	Syak.g_00047
OG0000602	Syaa.g_01616	Syak.g_00053
OG0000603	Syaa.g_01615	Syak.g_00054
OG0000604	Syaa.g_01612	Syak.g_00056
OG0000605	Syaa.g_01447	Syak.g_00259
OG0000606	Syaa.g_01055	Syak.g_00326
OG0000607	Syaa.g_01058	Syak.g_00329
OG0000608	Syaa.g_01059	Syak.g_00330
OG0000609	Syaa.g_01061	Syak.g_00332
OG0000610	Syaa.g_01068	Syak.g_00347
OG0000611	Syaa.g_01071	Syak.g_00350
OG0000612	Syaa.g_01072	Syak.g_00351
OG0000613	Syaa.g_00199	Syak.g_01525
OG0000614	Syaa.g_00906	Syak.g_00705
OG0000615	Syaa.g_01113	Syak.g_00393
OG0000616	Syaa.g_02742	Syak.g_01810
OG0000617	Syaa.g_01244	Syak.g_00799
OG0000618	Syaa.g_01245	Syak.g_00798
OG0000619	Syaa.g_01246	Syak.g_00797
OG0000620	Syaa.g_01259	Syak.g_00779
OG0000621	Syaa.g_01260	Syak.g_00780
OG0000622	Syaa.g_01261	Syak.g_00781
OG0000623	Syaa.g_01262	Syak.g_00782
OG0000624	Syaa.g_01264	Syak.g_00784
OG0000625	Syaa.g_01265	Syak.g_00785
OG0000626	Syaa.g_01266	Syak.g_00786
OG0000627	Syaa.g_01414	Syak.g_00561
OG0000628	Syaa.g_01413	Syak.g_00560
OG0000629	Syaa.g_01410	Syak.g_00556
OG0000630	Syaa.g_01406	Syak.g_00552
OG0000631	Syaa.g_01400	Syak.g_00545
OG0000632	Syaa.g_01399	Syak.g_00544
OG0000633	Syaa.g_01397	Syak.g_00542
OG0000634	Syaa.g_01150	Syak.g_00430
OG0000635	Syaa.g_01151	Syak.g_00431
OG0000636	Syaa.g_01153	Syak.g_00433
OG0000637	Syaa.g_01155	Syak.g_00435
OG0000638	Syaa.g_01156	Syak.g_00436
OG0000639	Syaa.g_01157	Syak.g_00437
OG0000640	Syaa.g_01158	Syak.g_00438
OG0000641	Syaa.g_01162	Syak.g_00442
OG0000642	Syaa.g_01163	Syak.g_00443
OG0000643	Syaa.g_01165	Syak.g_00444
OG0000644	Syaa.g_01166	Syak.g_00445
OG0000645	Syaa.g_01184	Syak.g_00447
OG0000646	Syaa.g_01187	Syak.g_00450
OG0000647	Syaa.g_01189	Syak.g_00452
OG0000648	Syaa.g_01191	Syak.g_00456
OG0000649	Syaa.g_01192	Syak.g_00457
OG0000650	Syaa.g_01193	Syak.g_00458
OG0000651	Syaa.g_01194	Syak.g_00459
OG0000652	Syaa.g_01195	Syak.g_00460
OG0000653	Syaa.g_01197	Syak.g_00462
OG0000654	Syaa.g_01198	Syak.g_00625
OG0000655	Syaa.g_01199	Syak.g_00624
OG0000656	Syaa.g_01202	Syak.g_00621
OG0000657	Syaa.g_00838	Syak.g_00609
OG0000658	Syaa.g_00836	Syak.g_00606
OG0000659	Syaa.g_00835	Syak.g_00605
OG0000660	Syaa.g_00831	Syak.g_00601
OG0000661	Syaa.g_00829	Syak.g_00599
OG0000662	Syaa.g_00827	Syak.g_00597
OG0000663	Syaa.g_00824	Syak.g_00594
OG0000664	Syaa.g_00823	Syak.g_00593
OG0000665	Syaa.g_01442	Syak.g_00086
OG0000666	Syaa.g_01448	Syak.g_00078
OG0000668	Syaa.g_01300	Syak.g_00643
OG0000669	Syaa.g_01084	Syak.g_00363
OG0000670	Syaa.g_01087	Syak.g_00366
OG0000671	Syaa.g_01089	Syak.g_00368
OG0000672	Syaa.g_01092	Syak.g_00371
OG0000673	Syaa.g_01095	Syak.g_00374
OG0000674	Syaa.g_01097	Syak.g_00376
OG0000675	Syaa.g_01098	Syak.g_00377
OG0000676	Syaa.g_01100	Syak.g_00379
OG0000677	Syaa.g_01101	Syak.g_00380
OG0000678	Syaa.g_01106	Syak.g_00386
OG0000679	Syaa.g_01116	Syak.g_00397
OG0000680	Syaa.g_01117	Syak.g_00398
OG0000681	Syaa.g_01120	Syak.g_00401
OG0000682	Syaa.g_01121	Syak.g_00402
OG0000683	Syaa.g_01122	Syak.g_00403
OG0000684	Syaa.g_01132	Syak.g_00409
OG0000685	Syaa.g_01134	Syak.g_00411
OG0000686	Syaa.g_01135	Syak.g_00412
OG0000687	Syaa.g_01136	Syak.g_00413
OG0000688	Syaa.g_01140	Syak.g_00418
OG0000689	Syaa.g_01142	Syak.g_00421
OG0000690	Syaa.g_01143	Syak.g_00422
OG0000691	Syaa.g_01144	Syak.g_00423
OG0000692	Syaa.g_01145	Syak.g_00424
OG0000693	Syaa.g_01146	Syak.g_00426
OG0000694	Syaa.g_01147	Syak.g_00427
OG0000695	Syaa.g_01395	Syak.g_00540
OG0000696	Syaa.g_01394	Syak.g_00539
OG0000697	Syaa.g_01392	Syak.g_00538
OG0000698	Syaa.g_01389	Syak.g_00535
OG0000699	Syaa.g_01387	Syak.g_00534
OG0000700	Syaa.g_01386	Syak.g_00533
OG0000701	Syaa.g_01385	Syak.g_00532
OG0000702	Syaa.g_01376	Syak.g_00522
OG0000703	Syaa.g_01375	Syak.g_00521
OG0000704	Syaa.g_01373	Syak.g_00519
OG0000705	Syaa.g_01365	Syak.g_00511
OG0000706	Syaa.g_01364	Syak.g_00510
OG0000707	Syaa.g_01363	Syak.g_00509
OG0000708	Syaa.g_01360	Syak.g_00506
OG0000709	Syaa.g_01351	Syak.g_00498
OG0000710	Syaa.g_01348	Syak.g_00494
OG0000711	Syaa.g_01320	Syak.g_00466
OG0000712	Syaa.g_01318	Syak.g_00464
OG0000713	Syaa.g_01317	Syak.g_00463
OG0000714	Syaa.g_01315	Syak.g_00629
OG0000715	Syaa.g_01313	Syak.g_00631
OG0000716	Syaa.g_01309	Syak.g_00635
OG0000717	Syaa.g_01308	Syak.g_00636
OG0000718	Syaa.g_01304	Syak.g_00640
OG0000719	Syaa.g_01302	Syak.g_00642
OG0000720	Syaa.g_01289	Syak.g_00655
OG0000721	Syaa.g_01287	Syak.g_00657
OG0000722	Syaa.g_01286	Syak.g_00658
OG0000723	Syaa.g_01268	Syak.g_00790
OG0000724	Syaa.g_00872	Syak.g_00749
OG0000725	Syaa.g_00882	Syak.g_00731
OG0000726	Syaa.g_00883	Syak.g_00730
OG0000727	Syaa.g_00884	Syak.g_00729
OG0000728	Syaa.g_00886	Syak.g_00727
OG0000729	Syaa.g_00100	Syak.g_01683
OG0000730	Syaa.g_02185	Syak.g_01248
OG0000731	Syaa.g_02173	Syak.g_01237
OG0000732	Syaa.g_00054	Syak.g_01739
OG0000733	Syaa.g_02621	Syak.g_01905
OG0000734	Syaa.g_02388	Syak.g_02184
OG0000735	Syaa.g_00754	Syak.g_00914
OG0000736	Syaa.g_00755	Syak.g_00913
OG0000737	Syaa.g_00756	Syak.g_00912
OG0000738	Syaa.g_00761	Syak.g_00907
OG0000739	Syaa.g_00762	Syak.g_00906
OG0000740	Syaa.g_00763	Syak.g_00905
OG0000741	Syaa.g_00766	Syak.g_00902
OG0000742	Syaa.g_00769	Syak.g_00899
OG0000743	Syaa.g_00771	Syak.g_00897
OG0000744	Syaa.g_00772	Syak.g_00896
OG0000745	Syaa.g_00774	Syak.g_00894
OG0000746	Syaa.g_00776	Syak.g_00892
OG0000747	Syaa.g_00777	Syak.g_00891
OG0000748	Syaa.g_00787	Syak.g_00875
OG0000749	Syaa.g_00789	Syak.g_00874
OG0000750	Syaa.g_00790	Syak.g_00873
OG0000751	Syaa.g_00797	Syak.g_00862
OG0000752	Syaa.g_00799	Syak.g_00860
OG0000753	Syaa.g_00802	Syak.g_00857
OG0000754	Syaa.g_01025	Syak.g_00852
OG0000755	Syaa.g_01005	Syak.g_00841
OG0000756	Syaa.g_01004	Syak.g_00840
OG0000757	Syaa.g_00996	Syak.g_00833
OG0000758	Syaa.g_00995	Syak.g_00832
OG0000759	Syaa.g_00994	Syak.g_00831
OG0000760	Syaa.g_00993	Syak.g_00830
OG0000761	Syaa.g_00992	Syak.g_00829
OG0000762	Syaa.g_00988	Syak.g_00827
OG0000763	Syaa.g_00986	Syak.g_00825
OG0000764	Syaa.g_00985	Syak.g_00824
OG0000765	Syaa.g_00968	Syak.g_00669
OG0000766	Syaa.g_00967	Syak.g_00670
OG0000767	Syaa.g_00965	Syak.g_00672
OG0000768	Syaa.g_00964	Syak.g_00673
OG0000769	Syaa.g_00962	Syak.g_00675
OG0000770	Syaa.g_00959	Syak.g_00678
OG0000771	Syaa.g_00866	Syak.g_00755
OG0000772	Syaa.g_01526	Syak.g_02048
OG0000773	Syaa.g_00749	Syak.g_00921
OG0000774	Syaa.g_00745	Syak.g_00926
OG0000775	Syaa.g_00742	Syak.g_00929
OG0000776	Syaa.g_00741	Syak.g_00930
OG0000777	Syaa.g_00740	Syak.g_00931
OG0000778	Syaa.g_00739	Syak.g_00932
OG0000779	Syaa.g_00733	Syak.g_00938
OG0000780	Syaa.g_00730	Syak.g_00942
OG0000781	Syaa.g_00726	Syak.g_00946
OG0000782	Syaa.g_00725	Syak.g_00947
OG0000783	Syaa.g_00724	Syak.g_00948
OG0000784	Syaa.g_00723	Syak.g_00949
OG0000785	Syaa.g_00721	Syak.g_00951
OG0000786	Syaa.g_01875	Syak.g_00956
OG0000787	Syaa.g_01876	Syak.g_00957
OG0000788	Syaa.g_01620	Syak.g_00048
OG0000789	Syaa.g_01434	Syak.g_00085
OG0000790	Syaa.g_02064	Syak.g_02560
OG0000791	Syaa.g_02066	Syak.g_02558
OG0000792	Syaa.g_02067	Syak.g_02557
OG0000793	Syaa.g_02072	Syak.g_02552
OG0000794	Syaa.g_02073	Syak.g_02551
OG0000795	Syaa.g_02074	Syak.g_02550
OG0000796	Syaa.g_02078	Syak.g_02547
OG0000797	Syaa.g_02079	Syak.g_02546
OG0000798	Syaa.g_00265	Syak.g_01456
OG0000799	Syaa.g_01743	Syak.g_00981
OG0000800	Syaa.g_01747	Syak.g_00989
OG0000801	Syaa.g_01748	Syak.g_00990
OG0000802	Syaa.g_01753	Syak.g_00995
OG0000803	Syaa.g_01758	Syak.g_01021
OG0000804	Syaa.g_01761	Syak.g_01026
OG0000805	Syaa.g_01763	Syak.g_01029
OG0000806	Syaa.g_01765	Syak.g_01031
OG0000807	Syaa.g_01767	Syak.g_01033
OG0000808	Syaa.g_01768	Syak.g_01034
OG0000809	Syaa.g_01771	Syak.g_01038
OG0000810	Syaa.g_01772	Syak.g_01039
OG0000811	Syaa.g_01778	Syak.g_01045
OG0000812	Syaa.g_01780	Syak.g_01047
OG0000813	Syaa.g_01781	Syak.g_01048
OG0000814	Syaa.g_01783	Syak.g_01051
OG0000815	Syaa.g_01784	Syak.g_01053
OG0000816	Syaa.g_01785	Syak.g_01055
OG0000817	Syaa.g_01786	Syak.g_01056
OG0000818	Syaa.g_01792	Syak.g_01060
OG0000819	Syaa.g_01793	Syak.g_01064
OG0000820	Syaa.g_01794	Syak.g_01065
OG0000821	Syaa.g_01800	Syak.g_01071
OG0000822	Syaa.g_01802	Syak.g_01073
OG0000823	Syaa.g_01803	Syak.g_01074
OG0000824	Syaa.g_01807	Syak.g_01080
OG0000825	Syaa.g_01808	Syak.g_01081
OG0000826	Syaa.g_01809	Syak.g_01082
OG0000827	Syaa.g_01810	Syak.g_01083
OG0000828	Syaa.g_01813	Syak.g_01086
OG0000829	Syaa.g_01814	Syak.g_01087
OG0000830	Syaa.g_01815	Syak.g_01088
OG0000831	Syaa.g_01817	Syak.g_01091
OG0000832	Syaa.g_00627	Syak.g_02482
OG0000833	Syaa.g_00611	Syak.g_02473
OG0000834	Syaa.g_00608	Syak.g_02470
OG0000835	Syaa.g_00607	Syak.g_02469
OG0000836	Syaa.g_00603	Syak.g_02466
OG0000837	Syaa.g_00601	Syak.g_02465
OG0000838	Syaa.g_00597	Syak.g_02461
OG0000839	Syaa.g_00596	Syak.g_02460
OG0000840	Syaa.g_00595	Syak.g_02459
OG0000841	Syaa.g_00594	Syak.g_02458
OG0000842	Syaa.g_00593	Syak.g_02457
OG0000843	Syaa.g_00592	Syak.g_02456
OG0000844	Syaa.g_00590	Syak.g_02454
OG0000845	Syaa.g_00589	Syak.g_02453
OG0000846	Syaa.g_00588	Syak.g_02452
OG0000847	Syaa.g_00587	Syak.g_02451
OG0000848	Syaa.g_00585	Syak.g_02449
OG0000849	Syaa.g_00584	Syak.g_02448
OG0000850	Syaa.g_00582	Syak.g_02445
OG0000851	Syaa.g_00577	Syak.g_02440
OG0000852	Syaa.g_00576	Syak.g_02439
OG0000853	Syaa.g_00572	Syak.g_02435
OG0000854	Syaa.g_00570	Syak.g_02433
OG0000855	Syaa.g_00569	Syak.g_02432
OG0000856	Syaa.g_01650	Syak.g_00021
OG0000857	Syaa.g_01188	Syak.g_00451
OG0000858	Syaa.g_00563	Syak.g_02426
OG0000859	Syaa.g_00562	Syak.g_02425
OG0000860	Syaa.g_00549	Syak.g_02414
OG0000861	Syaa.g_00548	Syak.g_02413
OG0000862	Syaa.g_00547	Syak.g_02412
OG0000863	Syaa.g_00543	Syak.g_02409
OG0000864	Syaa.g_00542	Syak.g_02408
OG0000865	Syaa.g_00541	Syak.g_02407
OG0000866	Syaa.g_00540	Syak.g_02406
OG0000867	Syaa.g_00539	Syak.g_02405
OG0000868	Syaa.g_00536	Syak.g_02402
OG0000869	Syaa.g_00531	Syak.g_02398
OG0000870	Syaa.g_00526	Syak.g_02393
OG0000871	Syaa.g_00525	Syak.g_02392
OG0000872	Syaa.g_00511	Syak.g_02386
OG0000873	Syaa.g_00497	Syak.g_02383
OG0000874	Syaa.g_00519	Syak.g_02379
OG0000875	Syaa.g_00438	Syak.g_02377
OG0000876	Syaa.g_00682	Syak.g_02375
OG0000877	Syaa.g_00679	Syak.g_02372
OG0000878	Syaa.g_00678	Syak.g_02371
OG0000879	Syaa.g_00677	Syak.g_02370
OG0000880	Syaa.g_00676	Syak.g_02369
OG0000881	Syaa.g_00671	Syak.g_02363
OG0000882	Syaa.g_00666	Syak.g_02358
OG0000883	Syaa.g_00661	Syak.g_02355
OG0000884	Syaa.g_00659	Syak.g_02353
OG0000885	Syaa.g_00658	Syak.g_02352
OG0000886	Syaa.g_00657	Syak.g_02351
OG0000887	Syaa.g_00656	Syak.g_02350
OG0000888	Syaa.g_00654	Syak.g_02348
OG0000889	Syaa.g_00652	Syak.g_02346
OG0000890	Syaa.g_00644	Syak.g_02334
OG0000891	Syaa.g_00643	Syak.g_02333
OG0000892	Syaa.g_00640	Syak.g_02329
OG0000893	Syaa.g_02352	Syak.g_01393
OG0000894	Syaa.g_02349	Syak.g_01390
OG0000895	Syaa.g_02345	Syak.g_01386
OG0000896	Syaa.g_02344	Syak.g_01385
OG0000897	Syaa.g_02342	Syak.g_01383
OG0000898	Syaa.g_02341	Syak.g_01382
OG0000899	Syaa.g_02340	Syak.g_01381
OG0000900	Syaa.g_02339	Syak.g_01380
OG0000901	Syaa.g_02334	Syak.g_01375
OG0000902	Syaa.g_02332	Syak.g_01368
OG0000903	Syaa.g_02313	Syak.g_01353
OG0000904	Syaa.g_02318	Syak.g_01358
OG0000905	Syaa.g_02324	Syak.g_01363
OG0000906	Syaa.g_02327	Syak.g_01366
OG0000907	Syaa.g_02295	Syak.g_01351
OG0000908	Syaa.g_02292	Syak.g_01348
OG0000909	Syaa.g_02291	Syak.g_01347
OG0000910	Syaa.g_02290	Syak.g_01346
OG0000911	Syaa.g_02288	Syak.g_01344
OG0000912	Syaa.g_02287	Syak.g_01343
OG0000913	Syaa.g_02286	Syak.g_01342
OG0000914	Syaa.g_02285	Syak.g_01341
OG0000915	Syaa.g_02283	Syak.g_01339
OG0000916	Syaa.g_02282	Syak.g_01338
OG0000917	Syaa.g_02281	Syak.g_01337
OG0000918	Syaa.g_02280	Syak.g_01336
OG0000919	Syaa.g_02279	Syak.g_01335
OG0000920	Syaa.g_02278	Syak.g_01334
OG0000921	Syaa.g_02277	Syak.g_01333
OG0000922	Syaa.g_02276	Syak.g_01332
OG0000923	Syaa.g_02272	Syak.g_01328
OG0000924	Syaa.g_02271	Syak.g_01327
OG0000925	Syaa.g_02270	Syak.g_01326
OG0000926	Syaa.g_02269	Syak.g_01325
OG0000927	Syaa.g_02267	Syak.g_01323
OG0000928	Syaa.g_02266	Syak.g_01322
OG0000929	Syaa.g_02265	Syak.g_01321
OG0000930	Syaa.g_02264	Syak.g_01320
OG0000931	Syaa.g_02263	Syak.g_01319
OG0000932	Syaa.g_02262	Syak.g_01318
OG0000933	Syaa.g_02256	Syak.g_01312
OG0000934	Syaa.g_02254	Syak.g_01310
OG0000935	Syaa.g_02253	Syak.g_01309
OG0000936	Syaa.g_02252	Syak.g_01308
OG0000937	Syaa.g_02251	Syak.g_01307
OG0000938	Syaa.g_02248	Syak.g_01304
OG0000939	Syaa.g_02247	Syak.g_01303
OG0000940	Syaa.g_02240	Syak.g_01297
OG0000941	Syaa.g_02238	Syak.g_01295
OG0000942	Syaa.g_02236	Syak.g_01293
OG0000943	Syaa.g_02235	Syak.g_01292
OG0000944	Syaa.g_02233	Syak.g_01290
OG0000945	Syaa.g_02231	Syak.g_01288
OG0000946	Syaa.g_02225	Syak.g_01283
OG0000947	Syaa.g_02222	Syak.g_01280
OG0000948	Syaa.g_02221	Syak.g_01279
OG0000949	Syaa.g_00172	Syak.g_01551
OG0000950	Syaa.g_00159	Syak.g_01562
OG0000951	Syaa.g_00153	Syak.g_01569
OG0000952	Syaa.g_00149	Syak.g_01574
OG0000953	Syaa.g_00143	Syak.g_01627
OG0000954	Syaa.g_00138	Syak.g_01633
OG0000955	Syaa.g_00137	Syak.g_01634
OG0000956	Syaa.g_00135	Syak.g_01636
OG0000957	Syaa.g_00125	Syak.g_01648
OG0000958	Syaa.g_00124	Syak.g_01649
OG0000959	Syaa.g_00120	Syak.g_01653
OG0000960	Syaa.g_00119	Syak.g_01654
OG0000961	Syaa.g_00106	Syak.g_01679
OG0000962	Syaa.g_00102	Syak.g_01682
OG0000963	Syaa.g_00097	Syak.g_01687
OG0000964	Syaa.g_00096	Syak.g_01688
OG0000965	Syaa.g_00095	Syak.g_01689
OG0000966	Syaa.g_00083	Syak.g_01711
OG0000967	Syaa.g_00074	Syak.g_01715
OG0000968	Syaa.g_00078	Syak.g_01719
OG0000969	Syaa.g_00077	Syak.g_01721
OG0000970	Syaa.g_00076	Syak.g_01722
OG0000971	Syaa.g_00069	Syak.g_01724
OG0000972	Syaa.g_00068	Syak.g_01725
OG0000973	Syaa.g_00067	Syak.g_01726
OG0000974	Syaa.g_00066	Syak.g_01727
OG0000975	Syaa.g_00065	Syak.g_01728
OG0000976	Syaa.g_00064	Syak.g_01729
OG0000977	Syaa.g_00062	Syak.g_01731
OG0000978	Syaa.g_00061	Syak.g_01732
OG0000979	Syaa.g_00058	Syak.g_01735
OG0000980	Syaa.g_00055	Syak.g_01738
OG0000981	Syaa.g_00052	Syak.g_01741
OG0000982	Syaa.g_02593	Syak.g_01941
OG0000983	Syaa.g_02594	Syak.g_01940
OG0000984	Syaa.g_02595	Syak.g_01939
OG0000985	Syaa.g_02597	Syak.g_01935
OG0000986	Syaa.g_02601	Syak.g_01933
OG0000987	Syaa.g_02603	Syak.g_01931
OG0000988	Syaa.g_02608	Syak.g_01925
OG0000989	Syaa.g_02616	Syak.g_01912
OG0000990	Syaa.g_02647	Syak.g_01900
OG0000991	Syaa.g_02650	Syak.g_01896
OG0000992	Syaa.g_02653	Syak.g_01893
OG0000993	Syaa.g_02654	Syak.g_01892
OG0000994	Syaa.g_02657	Syak.g_01889
OG0000995	Syaa.g_02662	Syak.g_01880
OG0000996	Syaa.g_02705	Syak.g_01839
OG0000997	Syaa.g_02725	Syak.g_01828
OG0000998	Syaa.g_02727	Syak.g_01826
OG0000999	Syaa.g_02728	Syak.g_01825
OG0001000	Syaa.g_02732	Syak.g_01821
OG0001001	Syaa.g_02738	Syak.g_01814
OG0001002	Syaa.g_02745	Syak.g_01807
OG0001003	Syaa.g_02747	Syak.g_01806
OG0001004	Syaa.g_02748	Syak.g_01805
OG0001005	Syaa.g_02749	Syak.g_01804
OG0001006	Syaa.g_02756	Syak.g_01797
OG0001007	Syaa.g_02758	Syak.g_01795
OG0001008	Syaa.g_00704	Syak.g_01190
OG0001009	Syaa.g_00034	Syak.g_01762
OG0001010	Syaa.g_00035	Syak.g_01761
OG0001011	Syaa.g_00037	Syak.g_01759
OG0001012	Syaa.g_02589	Syak.g_01946
OG0001013	Syaa.g_02576	Syak.g_01969
OG0001014	Syaa.g_02572	Syak.g_01975
OG0001015	Syaa.g_02571	Syak.g_01976
OG0001016	Syaa.g_00348	Syak.g_02250
OG0001017	Syaa.g_00342	Syak.g_02244
OG0001018	Syaa.g_00340	Syak.g_02242
OG0001019	Syaa.g_00323	Syak.g_02218
OG0001020	Syaa.g_02355	Syak.g_02214
OG0001021	Syaa.g_02359	Syak.g_02210
OG0001022	Syaa.g_02365	Syak.g_02205
OG0001023	Syaa.g_02366	Syak.g_02204
OG0001024	Syaa.g_02370	Syak.g_02201
OG0001025	Syaa.g_02377	Syak.g_02195
OG0001026	Syaa.g_02390	Syak.g_02182
OG0001027	Syaa.g_02397	Syak.g_02178
OG0001028	Syaa.g_02399	Syak.g_02176
OG0001029	Syaa.g_02401	Syak.g_02174
OG0001030	Syaa.g_02422	Syak.g_02153
OG0001031	Syaa.g_02500	Syak.g_02079
OG0001032	Syaa.g_02502	Syak.g_02077
OG0001033	Syaa.g_02539	Syak.g_02037
OG0001034	Syaa.g_02108	Syak.g_02305
OG0001035	Syaa.g_00298	Syak.g_01422
OG0001036	Syaa.g_00293	Syak.g_01427
OG0001037	Syaa.g_00291	Syak.g_01429
OG0001038	Syaa.g_00264	Syak.g_01457
OG0001039	Syaa.g_00261	Syak.g_01460
OG0001040	Syaa.g_00258	Syak.g_01463
OG0001041	Syaa.g_00253	Syak.g_01468
OG0001042	Syaa.g_00227	Syak.g_01500
OG0001043	Syaa.g_00223	Syak.g_01504
OG0001044	Syaa.g_02183	Syak.g_01247
OG0001045	Syaa.g_02170	Syak.g_01234
OG0001046	Syaa.g_01332	Syak.g_00479
OG0001047	Syaa.g_00706	Syak.g_01188
OG0001048	Syaa.g_00707	Syak.g_01187
OG0001049	Syaa.g_00710	Syak.g_01184
OG0001050	Syaa.g_00711	Syak.g_01183
OG0001051	Syaa.g_00712	Syak.g_01182
OG0001052	Syaa.g_01846	Syak.g_01122
OG0001053	Syaa.g_02048	Syak.g_02577
OG0001054	Syaa.g_02031	Syak.g_02596
OG0001055	Syaa.g_02010	Syak.g_02617
OG0001056	Syaa.g_01975	Syak.g_02645
OG0001057	Syaa.g_01966	Syak.g_00964
OG0001058	Syaa.g_01951	Syak.g_02668
OG0001060	Syaa.g_01941	Syak.g_02677
OG0001061	Syaa.g_01919	Syak.g_02697
OG0001062	Syaa.g_01917	Syak.g_02699
OG0001063	Syaa.g_01912	Syak.g_02704
OG0001064	Syaa.g_01911	Syak.g_02705
OG0001065	Syaa.g_01910	Syak.g_02706
OG0001066	Syaa.g_01909	Syak.g_02707
OG0001067	Syaa.g_01908	Syak.g_02708
OG0001068	Syaa.g_01907	Syak.g_02709
OG0001069	Syaa.g_01906	Syak.g_02710
OG0001070	Syaa.g_01903	Syak.g_02714
OG0001071	Syaa.g_01902	Syak.g_02715
OG0001072	Syaa.g_01898	Syak.g_02721
OG0001073	Syaa.g_01884	Syak.g_02736
OG0001074	Syaa.g_01678	Syak.g_00098
OG0001075	Syaa.g_01676	Syak.g_02760
OG0001076	Syaa.g_01659	Syak.g_00011
OG0001077	Syaa.g_01647	Syak.g_00024
OG0001078	Syaa.g_01632	Syak.g_00036
OG0001079	Syaa.g_01619	Syak.g_00049
OG0001080	Syaa.g_01443	Syak.g_00264
OG0001081	Syaa.g_01056	Syak.g_00327
OG0001082	Syaa.g_01057	Syak.g_00328
OG0001083	Syaa.g_01064	Syak.g_00336
OG0001084	Syaa.g_01065	Syak.g_00337
OG0001085	Syaa.g_01075	Syak.g_00354
OG0001086	Syaa.g_01077	Syak.g_00356
OG0001087	Syaa.g_00920	Syak.g_00691
OG0001088	Syaa.g_00916	Syak.g_00694
OG0001089	Syaa.g_00890	Syak.g_00722
OG0001090	Syaa.g_01237	Syak.g_00806
OG0001091	Syaa.g_01239	Syak.g_00804
OG0001092	Syaa.g_01242	Syak.g_00801
OG0001093	Syaa.g_01248	Syak.g_00794
OG0001094	Syaa.g_01148	Syak.g_00428
OG0001095	Syaa.g_01185	Syak.g_00448
OG0001096	Syaa.g_01200	Syak.g_00623
OG0001097	Syaa.g_00828	Syak.g_00598
OG0001098	Syaa.g_01441	Syak.g_00578
OG0001099	Syaa.g_02400	Syak.g_02175
OG0001100	Syaa.g_01086	Syak.g_00365
OG0001101	Syaa.g_01088	Syak.g_00367
OG0001102	Syaa.g_01091	Syak.g_00370
OG0001103	Syaa.g_01093	Syak.g_00372
OG0001104	Syaa.g_01133	Syak.g_00410
OG0001105	Syaa.g_01137	Syak.g_00414
OG0001106	Syaa.g_01372	Syak.g_00518
OG0001107	Syaa.g_01359	Syak.g_00505
OG0001108	Syaa.g_01350	Syak.g_00497
