Orthogroup	Syaa	Prae
OG0000559	Syaa.g_01949	Prae.g_00526
OG0000560	Syaa.g_01946	Prae.g_00529
OG0000561	Syaa.g_01945	Prae.g_00530
OG0000562	Syaa.g_01944	Prae.g_00531
OG0000563	Syaa.g_01943	Prae.g_00532
OG0000564	Syaa.g_01942	Prae.g_00533
OG0000565	Syaa.g_01939	Prae.g_00536
OG0000566	Syaa.g_01935	Prae.g_00538
OG0000567	Syaa.g_01931	Prae.g_00542
OG0000568	Syaa.g_01928	Prae.g_00543
OG0000569	Syaa.g_01925	Prae.g_00544
OG0000570	Syaa.g_01924	Prae.g_00545
OG0000571	Syaa.g_01920	Prae.g_00547
OG0000572	Syaa.g_01904	Prae.g_00560
OG0000573	Syaa.g_01896	Prae.g_00566
OG0000574	Syaa.g_01895	Prae.g_00567
OG0000575	Syaa.g_01891	Prae.g_00571
OG0000576	Syaa.g_01889	Prae.g_00573
OG0000577	Syaa.g_01888	Prae.g_00574
OG0000578	Syaa.g_01887	Prae.g_00575
OG0000579	Syaa.g_01886	Prae.g_00576
OG0000580	Syaa.g_01885	Prae.g_00577
OG0000581	Syaa.g_01879	Prae.g_00579
OG0000582	Syaa.g_01687	Prae.g_00582
OG0000583	Syaa.g_01686	Prae.g_00583
OG0000584	Syaa.g_01685	Prae.g_00584
OG0000585	Syaa.g_01683	Prae.g_00586
OG0000586	Syaa.g_01682	Prae.g_00587
OG0000587	Syaa.g_01680	Prae.g_00588
OG0000588	Syaa.g_01666	Prae.g_00592
OG0000589	Syaa.g_01662	Prae.g_00595
OG0000590	Syaa.g_01661	Prae.g_00596
OG0000591	Syaa.g_01653	Prae.g_00599
OG0000592	Syaa.g_01652	Prae.g_00600
OG0000593	Syaa.g_01638	Prae.g_00606
OG0000594	Syaa.g_01637	Prae.g_00607
OG0000595	Syaa.g_01636	Prae.g_00608
OG0000596	Syaa.g_01630	Prae.g_00612
OG0000597	Syaa.g_01627	Prae.g_00614
OG0000598	Syaa.g_01626	Prae.g_00615
OG0000599	Syaa.g_01623	Prae.g_00618
OG0000600	Syaa.g_01622	Prae.g_00619
OG0000601	Syaa.g_01621	Prae.g_00620
OG0000602	Syaa.g_01616	Prae.g_00622
OG0000603	Syaa.g_01615	Prae.g_00623
OG0000604	Syaa.g_01612	Prae.g_00624
OG0000605	Syaa.g_01447	Prae.g_00625
OG0000606	Syaa.g_01055	Prae.g_00628
OG0000607	Syaa.g_01058	Prae.g_00631
OG0000608	Syaa.g_01059	Prae.g_00632
OG0000609	Syaa.g_01061	Prae.g_00633
OG0000610	Syaa.g_01068	Prae.g_00638
OG0000611	Syaa.g_01071	Prae.g_00641
OG0000612	Syaa.g_01072	Prae.g_00642
OG0000613	Syaa.g_00199	Prae.g_00647
OG0000614	Syaa.g_00906	Prae.g_00666
OG0000615	Syaa.g_01113	Prae.g_00674
OG0000616	Syaa.g_02742	Prae.g_00678
OG0000617	Syaa.g_01244	Prae.g_00717
OG0000618	Syaa.g_01245	Prae.g_00718
OG0000619	Syaa.g_01246	Prae.g_00719
OG0000620	Syaa.g_01259	Prae.g_00722
OG0000621	Syaa.g_01260	Prae.g_00723
OG0000622	Syaa.g_01261	Prae.g_00724
OG0000623	Syaa.g_01262	Prae.g_00725
OG0000624	Syaa.g_01264	Prae.g_00726
OG0000625	Syaa.g_01265	Prae.g_00727
OG0000626	Syaa.g_01266	Prae.g_00728
OG0000627	Syaa.g_01414	Prae.g_00729
OG0000628	Syaa.g_01413	Prae.g_00730
OG0000629	Syaa.g_01410	Prae.g_00731
OG0000630	Syaa.g_01406	Prae.g_00734
OG0000631	Syaa.g_01400	Prae.g_00797
OG0000632	Syaa.g_01399	Prae.g_00798
OG0000633	Syaa.g_01397	Prae.g_00799
OG0000634	Syaa.g_01150	Prae.g_00802
OG0000635	Syaa.g_01151	Prae.g_00803
OG0000636	Syaa.g_01153	Prae.g_00805
OG0000637	Syaa.g_01155	Prae.g_00807
OG0000638	Syaa.g_01156	Prae.g_00808
OG0000639	Syaa.g_01157	Prae.g_00809
OG0000640	Syaa.g_01158	Prae.g_00810
OG0000641	Syaa.g_01162	Prae.g_00814
OG0000642	Syaa.g_01163	Prae.g_00815
OG0000643	Syaa.g_01165	Prae.g_00816
OG0000644	Syaa.g_01166	Prae.g_00817
OG0000645	Syaa.g_01184	Prae.g_00818
OG0000646	Syaa.g_01187	Prae.g_00820
OG0000647	Syaa.g_01189	Prae.g_00821
OG0000648	Syaa.g_01191	Prae.g_00823
OG0000649	Syaa.g_01192	Prae.g_00824
OG0000650	Syaa.g_01193	Prae.g_00825
OG0000651	Syaa.g_01194	Prae.g_00826
OG0000652	Syaa.g_01195	Prae.g_00827
OG0000653	Syaa.g_01197	Prae.g_00829
OG0000654	Syaa.g_01198	Prae.g_00830
OG0000655	Syaa.g_01199	Prae.g_00831
OG0000656	Syaa.g_01202	Prae.g_00834
OG0000657	Syaa.g_00838	Prae.g_00841
OG0000658	Syaa.g_00836	Prae.g_00842
OG0000659	Syaa.g_00835	Prae.g_00843
OG0000660	Syaa.g_00831	Prae.g_00847
OG0000661	Syaa.g_00829	Prae.g_00849
OG0000662	Syaa.g_00827	Prae.g_00851
OG0000663	Syaa.g_00824	Prae.g_00853
OG0000664	Syaa.g_00823	Prae.g_00854
OG0000665	Syaa.g_01442	Prae.g_00858
OG0000666	Syaa.g_01448	Prae.g_00859
OG0000668	Syaa.g_01300	Prae.g_00892
OG0000669	Syaa.g_01084	Prae.g_00900
OG0000670	Syaa.g_01087	Prae.g_00902
OG0000671	Syaa.g_01089	Prae.g_00904
OG0000672	Syaa.g_01092	Prae.g_00906
OG0000673	Syaa.g_01095	Prae.g_00909
OG0000674	Syaa.g_01097	Prae.g_00911
OG0000675	Syaa.g_01098	Prae.g_00912
OG0000676	Syaa.g_01100	Prae.g_00914
OG0000677	Syaa.g_01101	Prae.g_00915
OG0000678	Syaa.g_01106	Prae.g_00917
OG0000679	Syaa.g_01116	Prae.g_00921
OG0000680	Syaa.g_01117	Prae.g_00922
OG0000681	Syaa.g_01120	Prae.g_00924
OG0000682	Syaa.g_01121	Prae.g_00925
OG0000683	Syaa.g_01122	Prae.g_00926
OG0000684	Syaa.g_01132	Prae.g_00927
OG0000685	Syaa.g_01134	Prae.g_00929
OG0000686	Syaa.g_01135	Prae.g_00930
OG0000687	Syaa.g_01136	Prae.g_00931
OG0000688	Syaa.g_01140	Prae.g_00934
OG0000689	Syaa.g_01142	Prae.g_00935
OG0000690	Syaa.g_01143	Prae.g_00936
OG0000691	Syaa.g_01144	Prae.g_00937
OG0000692	Syaa.g_01145	Prae.g_00938
OG0000693	Syaa.g_01146	Prae.g_00939
OG0000694	Syaa.g_01147	Prae.g_00940
OG0000695	Syaa.g_01395	Prae.g_00942
OG0000696	Syaa.g_01394	Prae.g_00943
OG0000697	Syaa.g_01392	Prae.g_00944
OG0000698	Syaa.g_01389	Prae.g_00947
OG0000699	Syaa.g_01387	Prae.g_00948
OG0000700	Syaa.g_01386	Prae.g_00949
OG0000701	Syaa.g_01385	Prae.g_00950
OG0000702	Syaa.g_01376	Prae.g_00952
OG0000703	Syaa.g_01375	Prae.g_00953
OG0000704	Syaa.g_01373	Prae.g_00954
OG0000705	Syaa.g_01365	Prae.g_00958
OG0000706	Syaa.g_01364	Prae.g_00959
OG0000707	Syaa.g_01363	Prae.g_00960
OG0000708	Syaa.g_01360	Prae.g_00961
OG0000709	Syaa.g_01351	Prae.g_00965
OG0000710	Syaa.g_01348	Prae.g_00968
OG0000711	Syaa.g_01320	Prae.g_00985
OG0000712	Syaa.g_01318	Prae.g_00987
OG0000713	Syaa.g_01317	Prae.g_00988
OG0000714	Syaa.g_01315	Prae.g_00989
OG0000715	Syaa.g_01313	Prae.g_00991
OG0000716	Syaa.g_01309	Prae.g_00993
OG0000717	Syaa.g_01308	Prae.g_00994
OG0000718	Syaa.g_01304	Prae.g_01009
OG0000719	Syaa.g_01302	Prae.g_01011
OG0000720	Syaa.g_01289	Prae.g_01020
OG0000721	Syaa.g_01287	Prae.g_01022
OG0000722	Syaa.g_01286	Prae.g_01023
OG0000723	Syaa.g_01268	Prae.g_01026
OG0000724	Syaa.g_00872	Prae.g_01035
OG0000725	Syaa.g_00882	Prae.g_01041
OG0000726	Syaa.g_00883	Prae.g_01042
OG0000727	Syaa.g_00884	Prae.g_01043
OG0000728	Syaa.g_00886	Prae.g_01045
OG0000729	Syaa.g_00100	Prae.g_01092
OG0000730	Syaa.g_02185	Prae.g_01096
OG0000731	Syaa.g_02173	Prae.g_01100
OG0000732	Syaa.g_00054	Prae.g_01109
OG0000733	Syaa.g_02621	Prae.g_01131
OG0000734	Syaa.g_02388	Prae.g_01148
OG0000735	Syaa.g_00754	Prae.g_01150
OG0000736	Syaa.g_00755	Prae.g_01151
OG0000737	Syaa.g_00756	Prae.g_01152
OG0000738	Syaa.g_00761	Prae.g_01156
OG0000739	Syaa.g_00762	Prae.g_01157
OG0000740	Syaa.g_00763	Prae.g_01158
OG0000741	Syaa.g_00766	Prae.g_01159
OG0000742	Syaa.g_00769	Prae.g_01162
OG0000743	Syaa.g_00771	Prae.g_01164
OG0000744	Syaa.g_00772	Prae.g_01165
OG0000745	Syaa.g_00774	Prae.g_01166
OG0000746	Syaa.g_00776	Prae.g_01168
OG0000747	Syaa.g_00777	Prae.g_01169
OG0000748	Syaa.g_00787	Prae.g_01172
OG0000749	Syaa.g_00789	Prae.g_01173
OG0000750	Syaa.g_00790	Prae.g_01174
OG0000751	Syaa.g_00797	Prae.g_01176
OG0000752	Syaa.g_00799	Prae.g_01178
OG0000753	Syaa.g_00802	Prae.g_01181
OG0000754	Syaa.g_01025	Prae.g_01184
OG0000755	Syaa.g_01005	Prae.g_01187
OG0000756	Syaa.g_01004	Prae.g_01188
OG0000757	Syaa.g_00996	Prae.g_01194
OG0000758	Syaa.g_00995	Prae.g_01195
OG0000759	Syaa.g_00994	Prae.g_01196
OG0000760	Syaa.g_00993	Prae.g_01197
OG0000761	Syaa.g_00992	Prae.g_01198
OG0000762	Syaa.g_00988	Prae.g_01199
OG0000763	Syaa.g_00986	Prae.g_01201
OG0000764	Syaa.g_00985	Prae.g_01202
OG0000765	Syaa.g_00968	Prae.g_01211
OG0000766	Syaa.g_00967	Prae.g_01212
OG0000767	Syaa.g_00965	Prae.g_01214
OG0000768	Syaa.g_00964	Prae.g_01215
OG0000769	Syaa.g_00962	Prae.g_01217
OG0000770	Syaa.g_00959	Prae.g_01219
OG0000771	Syaa.g_00866	Prae.g_01434
OG0000772	Syaa.g_01526	Prae.g_01293
OG0000773	Syaa.g_00749	Prae.g_01319
OG0000774	Syaa.g_00745	Prae.g_01321
OG0000775	Syaa.g_00742	Prae.g_01324
OG0000776	Syaa.g_00741	Prae.g_01325
OG0000777	Syaa.g_00740	Prae.g_01326
OG0000778	Syaa.g_00739	Prae.g_01327
OG0000779	Syaa.g_00733	Prae.g_01331
OG0000780	Syaa.g_00730	Prae.g_01332
OG0000781	Syaa.g_00726	Prae.g_01335
OG0000782	Syaa.g_00725	Prae.g_01336
OG0000783	Syaa.g_00724	Prae.g_01337
OG0000784	Syaa.g_00723	Prae.g_01338
OG0000785	Syaa.g_00721	Prae.g_01340
OG0000786	Syaa.g_01875	Prae.g_01342
OG0000787	Syaa.g_01876	Prae.g_01343
OG0000788	Syaa.g_01620	Prae.g_01355
OG0000789	Syaa.g_01434	Prae.g_01358
OG0000790	Syaa.g_02064	Prae.g_01373
OG0000791	Syaa.g_02066	Prae.g_01375
OG0000792	Syaa.g_02067	Prae.g_01376
OG0000793	Syaa.g_02072	Prae.g_01379
OG0000794	Syaa.g_02073	Prae.g_01380
OG0000795	Syaa.g_02074	Prae.g_01381
OG0000796	Syaa.g_02078	Prae.g_01385
OG0000797	Syaa.g_02079	Prae.g_01386
OG0000798	Syaa.g_00265, Syaa.g_00494	Prae.g_01420
OG0000799	Syaa.g_01743	Prae.g_01441
OG0000800	Syaa.g_01747	Prae.g_01442
OG0000801	Syaa.g_01748	Prae.g_01443
OG0000802	Syaa.g_01753	Prae.g_01445
OG0000803	Syaa.g_01758	Prae.g_01447
OG0000804	Syaa.g_01761	Prae.g_01448
OG0000805	Syaa.g_01763	Prae.g_01450
OG0000806	Syaa.g_01765	Prae.g_01452
OG0000807	Syaa.g_01767	Prae.g_01453
OG0000808	Syaa.g_01768	Prae.g_01454
OG0000809	Syaa.g_01771	Prae.g_01457
OG0000810	Syaa.g_01772	Prae.g_01458
OG0000811	Syaa.g_01778	Prae.g_01462
OG0000812	Syaa.g_01780	Prae.g_01464
OG0000813	Syaa.g_01781	Prae.g_01465
OG0000814	Syaa.g_01783	Prae.g_01467
OG0000815	Syaa.g_01784	Prae.g_01468
OG0000816	Syaa.g_01785	Prae.g_01470
OG0000817	Syaa.g_01786	Prae.g_01471
OG0000818	Syaa.g_01792	Prae.g_01476
OG0000819	Syaa.g_01793	Prae.g_01477
OG0000820	Syaa.g_01794	Prae.g_01478
OG0000821	Syaa.g_01800	Prae.g_01482
OG0000822	Syaa.g_01802	Prae.g_01483
OG0000823	Syaa.g_01803	Prae.g_01484
OG0000824	Syaa.g_01807	Prae.g_01487
OG0000825	Syaa.g_01808	Prae.g_01488
OG0000826	Syaa.g_01809	Prae.g_01489
OG0000827	Syaa.g_01810	Prae.g_01490
OG0000828	Syaa.g_01813	Prae.g_01493
OG0000829	Syaa.g_01814	Prae.g_01494
OG0000830	Syaa.g_01815	Prae.g_01495
OG0000831	Syaa.g_01817	Prae.g_01497
OG0000832	Syaa.g_00627	Prae.g_01503
OG0000833	Syaa.g_00611	Prae.g_01511
OG0000834	Syaa.g_00608	Prae.g_01512
OG0000835	Syaa.g_00607	Prae.g_01513
OG0000836	Syaa.g_00603	Prae.g_01514
OG0000837	Syaa.g_00601	Prae.g_01515
OG0000838	Syaa.g_00597	Prae.g_01517
OG0000839	Syaa.g_00596	Prae.g_01518
OG0000840	Syaa.g_00595	Prae.g_01519
OG0000841	Syaa.g_00594	Prae.g_01520
OG0000842	Syaa.g_00593	Prae.g_01521
OG0000843	Syaa.g_00592	Prae.g_01522
OG0000844	Syaa.g_00590	Prae.g_01523
OG0000845	Syaa.g_00589	Prae.g_01524
OG0000846	Syaa.g_00588	Prae.g_01525
OG0000847	Syaa.g_00587	Prae.g_01526
OG0000848	Syaa.g_00585	Prae.g_01527
OG0000849	Syaa.g_00584	Prae.g_01528
OG0000850	Syaa.g_00582	Prae.g_01530
OG0000851	Syaa.g_00577	Prae.g_01531
OG0000852	Syaa.g_00576	Prae.g_01532
OG0000853	Syaa.g_00572	Prae.g_01536
OG0000854	Syaa.g_00570	Prae.g_01538
OG0000855	Syaa.g_00569	Prae.g_01539
OG0000856	Syaa.g_01650	Prae.g_01554
OG0000857	Syaa.g_01188	Prae.g_01582
OG0000858	Syaa.g_00563	Prae.g_01617
OG0000859	Syaa.g_00562	Prae.g_01618
OG0000860	Syaa.g_00549	Prae.g_01625
OG0000861	Syaa.g_00548	Prae.g_01626
OG0000862	Syaa.g_00547	Prae.g_01627
OG0000863	Syaa.g_00543	Prae.g_01629
OG0000864	Syaa.g_00542	Prae.g_01630
OG0000865	Syaa.g_00541	Prae.g_01631
OG0000866	Syaa.g_00540	Prae.g_01632
OG0000867	Syaa.g_00539	Prae.g_01633
OG0000868	Syaa.g_00536	Prae.g_01634
OG0000869	Syaa.g_00531	Prae.g_01638
OG0000870	Syaa.g_00526	Prae.g_01643
OG0000871	Syaa.g_00525	Prae.g_01644
OG0000872	Syaa.g_00511	Prae.g_01645
OG0000873	Syaa.g_00497	Prae.g_01648
OG0000874	Syaa.g_00519	Prae.g_01651
OG0000875	Syaa.g_00438	Prae.g_01652
OG0000876	Syaa.g_00682	Prae.g_01653
OG0000877	Syaa.g_00679	Prae.g_01655
OG0000878	Syaa.g_00678	Prae.g_01656
OG0000879	Syaa.g_00677	Prae.g_01657
OG0000880	Syaa.g_00676	Prae.g_01658
OG0000881	Syaa.g_00671	Prae.g_01662
OG0000882	Syaa.g_00666	Prae.g_01667
OG0000883	Syaa.g_00661	Prae.g_01668
OG0000884	Syaa.g_00659	Prae.g_01670
OG0000885	Syaa.g_00658	Prae.g_01671
OG0000886	Syaa.g_00657	Prae.g_01672
OG0000887	Syaa.g_00656	Prae.g_01673
OG0000888	Syaa.g_00654	Prae.g_01675
OG0000889	Syaa.g_00652	Prae.g_01677
OG0000890	Syaa.g_00644	Prae.g_01678
OG0000891	Syaa.g_00643	Prae.g_01679
OG0000892	Syaa.g_00640	Prae.g_01681
OG0000893	Syaa.g_02352	Prae.g_01686
OG0000894	Syaa.g_02349	Prae.g_01688
OG0000895	Syaa.g_02345	Prae.g_01691
OG0000896	Syaa.g_02344	Prae.g_01692
OG0000897	Syaa.g_02342	Prae.g_01694
OG0000898	Syaa.g_02341	Prae.g_01695
OG0000899	Syaa.g_02340	Prae.g_01696
OG0000900	Syaa.g_02339	Prae.g_01697
OG0000901	Syaa.g_02334	Prae.g_01700
OG0000902	Syaa.g_02332	Prae.g_01702
OG0000903	Syaa.g_02313	Prae.g_01705
OG0000904	Syaa.g_02318	Prae.g_01707
OG0000905	Syaa.g_02324	Prae.g_01712
OG0000906	Syaa.g_02327	Prae.g_01713
OG0000907	Syaa.g_02295	Prae.g_01716
OG0000908	Syaa.g_02292	Prae.g_01719
OG0000909	Syaa.g_02291	Prae.g_01720
OG0000910	Syaa.g_02290	Prae.g_01721
OG0000911	Syaa.g_02288	Prae.g_01723
OG0000912	Syaa.g_02287	Prae.g_01724
OG0000913	Syaa.g_02286	Prae.g_01725
OG0000914	Syaa.g_02285	Prae.g_01726
OG0000915	Syaa.g_02283	Prae.g_01727
OG0000916	Syaa.g_02282	Prae.g_01728
OG0000917	Syaa.g_02281	Prae.g_01729
OG0000918	Syaa.g_02280	Prae.g_01730
OG0000919	Syaa.g_02279	Prae.g_01731
OG0000920	Syaa.g_02278	Prae.g_01732
OG0000921	Syaa.g_02277	Prae.g_01733
OG0000922	Syaa.g_02276	Prae.g_01734
OG0000923	Syaa.g_02272	Prae.g_01738
OG0000924	Syaa.g_02271	Prae.g_01739
OG0000925	Syaa.g_02270	Prae.g_01740
OG0000926	Syaa.g_02269	Prae.g_01741
OG0000927	Syaa.g_02267	Prae.g_01743
OG0000928	Syaa.g_02266	Prae.g_01744
OG0000929	Syaa.g_02265	Prae.g_01745
OG0000930	Syaa.g_02264	Prae.g_01746
OG0000931	Syaa.g_02263	Prae.g_01747
OG0000932	Syaa.g_02262	Prae.g_01748
OG0000933	Syaa.g_02256	Prae.g_01752
OG0000934	Syaa.g_02254	Prae.g_01754
OG0000935	Syaa.g_02253	Prae.g_01755
OG0000936	Syaa.g_02252	Prae.g_01756
OG0000937	Syaa.g_02251	Prae.g_01757
OG0000938	Syaa.g_02248	Prae.g_01759
OG0000939	Syaa.g_02247	Prae.g_01760
OG0000940	Syaa.g_02240	Prae.g_01768
OG0000941	Syaa.g_02238	Prae.g_01770
OG0000942	Syaa.g_02236	Prae.g_01772
OG0000943	Syaa.g_02235	Prae.g_01773
OG0000944	Syaa.g_02233	Prae.g_01774
OG0000945	Syaa.g_02231	Prae.g_01775
OG0000946	Syaa.g_02225	Prae.g_01779
OG0000947	Syaa.g_02222	Prae.g_01781
OG0000948	Syaa.g_02221	Prae.g_01782
OG0000949	Syaa.g_00172	Prae.g_01785
OG0000950	Syaa.g_00159	Prae.g_01790
OG0000951	Syaa.g_00153	Prae.g_01794
OG0000952	Syaa.g_00149	Prae.g_01798
OG0000953	Syaa.g_00143	Prae.g_01801
OG0000954	Syaa.g_00138	Prae.g_01805
OG0000955	Syaa.g_00137	Prae.g_01806
OG0000956	Syaa.g_00135	Prae.g_01808
OG0000957	Syaa.g_00125	Prae.g_01813
OG0000958	Syaa.g_00124	Prae.g_01814
OG0000959	Syaa.g_00120	Prae.g_01818
OG0000960	Syaa.g_00119	Prae.g_01819
OG0000961	Syaa.g_00106	Prae.g_01821
OG0000962	Syaa.g_00102	Prae.g_01823
OG0000963	Syaa.g_00097	Prae.g_01827
OG0000964	Syaa.g_00096	Prae.g_01828
OG0000965	Syaa.g_00095	Prae.g_01829
OG0000966	Syaa.g_00083	Prae.g_01836
OG0000967	Syaa.g_00074	Prae.g_01840
OG0000968	Syaa.g_00078	Prae.g_01842
OG0000969	Syaa.g_00077	Prae.g_01843
OG0000970	Syaa.g_00076	Prae.g_01844
OG0000971	Syaa.g_00069	Prae.g_01845
OG0000972	Syaa.g_00068	Prae.g_01846
OG0000973	Syaa.g_00067	Prae.g_01847
OG0000974	Syaa.g_00066	Prae.g_01848
OG0000975	Syaa.g_00065	Prae.g_01849
OG0000976	Syaa.g_00064	Prae.g_01850
OG0000977	Syaa.g_00062	Prae.g_01851
OG0000978	Syaa.g_00061	Prae.g_01852
OG0000979	Syaa.g_00058	Prae.g_01855
OG0000980	Syaa.g_00055	Prae.g_01857
OG0000981	Syaa.g_00052	Prae.g_01859
OG0000982	Syaa.g_02593	Prae.g_01861
OG0000983	Syaa.g_02594	Prae.g_01862
OG0000984	Syaa.g_02595	Prae.g_01863
OG0000985	Syaa.g_02597	Prae.g_01866
OG0000986	Syaa.g_02601	Prae.g_01868
OG0000987	Syaa.g_02603	Prae.g_01869
OG0000988	Syaa.g_02608	Prae.g_01872
OG0000989	Syaa.g_02616	Prae.g_01876
OG0000990	Syaa.g_02647	Prae.g_01879
OG0000991	Syaa.g_02650	Prae.g_01880
OG0000992	Syaa.g_02653	Prae.g_01882
OG0000993	Syaa.g_02654	Prae.g_01883
OG0000994	Syaa.g_02657	Prae.g_01884
OG0000995	Syaa.g_02662	Prae.g_01888
OG0000996	Syaa.g_02705	Prae.g_01889
OG0000997	Syaa.g_02725	Prae.g_01890
OG0000998	Syaa.g_02727	Prae.g_01892
OG0000999	Syaa.g_02728	Prae.g_01893
OG0001000	Syaa.g_02732	Prae.g_01896
OG0001001	Syaa.g_02738	Prae.g_01898
OG0001002	Syaa.g_02745	Prae.g_01902
OG0001003	Syaa.g_02747	Prae.g_01903
OG0001004	Syaa.g_02748	Prae.g_01904
OG0001005	Syaa.g_02749	Prae.g_01905
OG0001006	Syaa.g_02756	Prae.g_01909
OG0001007	Syaa.g_02758	Prae.g_01911
OG0001008	Syaa.g_00704	Prae.g_00411
OG0001009	Syaa.g_00034	Prae.g_00027
OG0001010	Syaa.g_00035	Prae.g_00028
OG0001011	Syaa.g_00037	Prae.g_00029
OG0001012	Syaa.g_02589	Prae.g_00045
OG0001013	Syaa.g_02576	Prae.g_00050
OG0001014	Syaa.g_02572	Prae.g_00053
OG0001015	Syaa.g_02571	Prae.g_00054
OG0001016	Syaa.g_00348	Prae.g_00073
OG0001017	Syaa.g_00342	Prae.g_00077
OG0001018	Syaa.g_00340	Prae.g_00080
OG0001019	Syaa.g_00323	Prae.g_00089
OG0001020	Syaa.g_02355	Prae.g_00090
OG0001021	Syaa.g_02359	Prae.g_00091
OG0001022	Syaa.g_02365	Prae.g_00094
OG0001023	Syaa.g_02366	Prae.g_00095
OG0001024	Syaa.g_02370	Prae.g_00098
OG0001025	Syaa.g_02377	Prae.g_00104
OG0001026	Syaa.g_02390	Prae.g_00110
OG0001027	Syaa.g_02397	Prae.g_00111
OG0001028	Syaa.g_02399	Prae.g_00113
OG0001029	Syaa.g_02401	Prae.g_00115
OG0001030	Syaa.g_02422	Prae.g_00130
OG0001031	Syaa.g_02500	Prae.g_00189
OG0001032	Syaa.g_02502	Prae.g_00190
OG0001033	Syaa.g_02539	Prae.g_00211
OG0001034	Syaa.g_02108	Prae.g_00239
OG0001035	Syaa.g_00298	Prae.g_00257
OG0001036	Syaa.g_00293	Prae.g_00262
OG0001037	Syaa.g_00291	Prae.g_00263
OG0001038	Syaa.g_00264	Prae.g_00279
OG0001039	Syaa.g_00261	Prae.g_00282
OG0001040	Syaa.g_00258	Prae.g_00284
OG0001041	Syaa.g_00253	Prae.g_00288
OG0001042	Syaa.g_00227	Prae.g_00305
OG0001043	Syaa.g_00223	Prae.g_00306
OG0001044	Syaa.g_02183	Prae.g_00334
OG0001045	Syaa.g_02170	Prae.g_00342
OG0001046	Syaa.g_01332	Prae.g_00379
OG0001047	Syaa.g_00706	Prae.g_00413
OG0001048	Syaa.g_00707	Prae.g_00414
OG0001049	Syaa.g_00710	Prae.g_00416
OG0001050	Syaa.g_00711	Prae.g_00417
OG0001051	Syaa.g_00712	Prae.g_00418
OG0001052	Syaa.g_01846	Prae.g_00445
OG0001053	Syaa.g_02048	Prae.g_00457
OG0001054	Syaa.g_02031	Prae.g_00472
OG0001055	Syaa.g_02010	Prae.g_00491
OG0001056	Syaa.g_01975	Prae.g_00511
OG0001057	Syaa.g_01966	Prae.g_00516
OG0001058	Syaa.g_01951	Prae.g_00524
OG0001059	Syaa.g_01947	Prae.g_00528
OG0001060	Syaa.g_01941	Prae.g_00535
OG0001061	Syaa.g_01919	Prae.g_00548
OG0001062	Syaa.g_01917	Prae.g_00550
OG0001063	Syaa.g_01912	Prae.g_00552
OG0001064	Syaa.g_01911	Prae.g_00553
OG0001065	Syaa.g_01910	Prae.g_00554
OG0001066	Syaa.g_01909	Prae.g_00555
OG0001067	Syaa.g_01908	Prae.g_00556
OG0001068	Syaa.g_01907	Prae.g_00557
OG0001069	Syaa.g_01906	Prae.g_00558
OG0001070	Syaa.g_01903	Prae.g_00561
OG0001071	Syaa.g_01902	Prae.g_00562
OG0001072	Syaa.g_01898	Prae.g_00564
OG0001073	Syaa.g_01884	Prae.g_00578
OG0001074	Syaa.g_01678	Prae.g_00589
OG0001075	Syaa.g_01676	Prae.g_00590
OG0001076	Syaa.g_01659	Prae.g_00598
OG0001077	Syaa.g_01647	Prae.g_00602
OG0001078	Syaa.g_01632	Prae.g_00610
OG0001079	Syaa.g_01619	Prae.g_00621
OG0001080	Syaa.g_01443	Prae.g_00627
OG0001081	Syaa.g_01056	Prae.g_00629
OG0001082	Syaa.g_01057	Prae.g_00630
OG0001083	Syaa.g_01064	Prae.g_00635
OG0001084	Syaa.g_01065	Prae.g_00636
OG0001085	Syaa.g_01075	Prae.g_00644
OG0001086	Syaa.g_01077	Prae.g_00645
OG0001087	Syaa.g_00920	Prae.g_00662
OG0001088	Syaa.g_00916	Prae.g_00663
OG0001089	Syaa.g_00890	Prae.g_00671
OG0001090	Syaa.g_01237	Prae.g_00712
OG0001091	Syaa.g_01239	Prae.g_00714
OG0001092	Syaa.g_01242	Prae.g_00715
OG0001093	Syaa.g_01248	Prae.g_00720
OG0001094	Syaa.g_01148	Prae.g_00800
OG0001095	Syaa.g_01185	Prae.g_00819
OG0001096	Syaa.g_01200	Prae.g_00832
OG0001097	Syaa.g_00828	Prae.g_00850
OG0001098	Syaa.g_01441	Prae.g_00865
OG0001099	Syaa.g_02400	Prae.g_00897
OG0001100	Syaa.g_01086	Prae.g_00901
OG0001101	Syaa.g_01088	Prae.g_00903
OG0001102	Syaa.g_01091	Prae.g_00905
OG0001103	Syaa.g_01093	Prae.g_00907
OG0001104	Syaa.g_01133	Prae.g_00928
OG0001105	Syaa.g_01137	Prae.g_00932
OG0001106	Syaa.g_01372	Prae.g_00955
OG0001107	Syaa.g_01359	Prae.g_00962
OG0001108	Syaa.g_01350	Prae.g_00966
OG0001109	Syaa.g_01349	Prae.g_00967
OG0001110	Syaa.g_01347	Prae.g_00969
OG0001111	Syaa.g_01345	Prae.g_00970
OG0001112	Syaa.g_01343	Prae.g_00971
OG0001113	Syaa.g_01342	Prae.g_00972
OG0001114	Syaa.g_01341	Prae.g_00973
OG0001115	Syaa.g_01337	Prae.g_00975
OG0001116	Syaa.g_01335	Prae.g_00976
OG0001117	Syaa.g_01334	Prae.g_00977
