Orthogroup	Syaa	Praj
OG0000556	Syaa.g_01957	Praj.g_00535
OG0000557	Syaa.g_01955	Praj.g_00536
OG0000558	Syaa.g_01953	Praj.g_00538
OG0000559	Syaa.g_01949	Praj.g_00542
OG0000560	Syaa.g_01946	Praj.g_00545
OG0000561	Syaa.g_01945	Praj.g_00546
OG0000562	Syaa.g_01944	Praj.g_00547
OG0000563	Syaa.g_01943	Praj.g_00548
OG0000564	Syaa.g_01942	Praj.g_00549
OG0000565	Syaa.g_01939	Praj.g_00552
OG0000566	Syaa.g_01935	Praj.g_00554
OG0000567	Syaa.g_01931	Praj.g_00558
OG0000568	Syaa.g_01928	Praj.g_00559
OG0000569	Syaa.g_01925	Praj.g_00560
OG0000570	Syaa.g_01924	Praj.g_00561
OG0000571	Syaa.g_01920	Praj.g_00563
OG0000572	Syaa.g_01904	Praj.g_00574
OG0000573	Syaa.g_01896	Praj.g_00579
OG0000574	Syaa.g_01895	Praj.g_00581
OG0000575	Syaa.g_01891	Praj.g_00584
OG0000576	Syaa.g_01889	Praj.g_00586
OG0000577	Syaa.g_01888	Praj.g_00587
OG0000578	Syaa.g_01887	Praj.g_00588
OG0000579	Syaa.g_01886	Praj.g_00589
OG0000580	Syaa.g_01885	Praj.g_00590
OG0000581	Syaa.g_01879	Praj.g_00593
OG0000582	Syaa.g_01687	Praj.g_00596
OG0000583	Syaa.g_01686	Praj.g_00597
OG0000584	Syaa.g_01685	Praj.g_00598
OG0000585	Syaa.g_01683	Praj.g_00600
OG0000586	Syaa.g_01682	Praj.g_00601
OG0000587	Syaa.g_01680	Praj.g_00602
OG0000588	Syaa.g_01666	Praj.g_00606
OG0000589	Syaa.g_01662	Praj.g_00609
OG0000590	Syaa.g_01661	Praj.g_00610
OG0000591	Syaa.g_01653	Praj.g_00613
OG0000592	Syaa.g_01652	Praj.g_00614
OG0000593	Syaa.g_01638	Praj.g_00620
OG0000594	Syaa.g_01637	Praj.g_00621
OG0000595	Syaa.g_01636	Praj.g_00622
OG0000596	Syaa.g_01630	Praj.g_00626
OG0000597	Syaa.g_01627	Praj.g_00628
OG0000598	Syaa.g_01626	Praj.g_00629
OG0000599	Syaa.g_01623	Praj.g_00632
OG0000600	Syaa.g_01622	Praj.g_00633
OG0000601	Syaa.g_01621	Praj.g_00634
OG0000602	Syaa.g_01616	Praj.g_00636
OG0000603	Syaa.g_01615	Praj.g_00637
OG0000604	Syaa.g_01612	Praj.g_00638
OG0000605	Syaa.g_01447	Praj.g_00639
OG0000606	Syaa.g_01055	Praj.g_00642
OG0000607	Syaa.g_01058	Praj.g_00645
OG0000608	Syaa.g_01059	Praj.g_00646
OG0000609	Syaa.g_01061	Praj.g_00647
OG0000610	Syaa.g_01068	Praj.g_00653
OG0000611	Syaa.g_01071	Praj.g_00656
OG0000612	Syaa.g_01072	Praj.g_00657
OG0000613	Syaa.g_00199	Praj.g_00663
OG0000614	Syaa.g_00906	Praj.g_00686
OG0000615	Syaa.g_01113	Praj.g_00693
OG0000616	Syaa.g_02742	Praj.g_02137
OG0000617	Syaa.g_01244	Praj.g_00704
OG0000618	Syaa.g_01245	Praj.g_00705
OG0000619	Syaa.g_01246	Praj.g_00706
OG0000620	Syaa.g_01259	Praj.g_00709
OG0000621	Syaa.g_01260	Praj.g_00710
OG0000622	Syaa.g_01261	Praj.g_00711
OG0000623	Syaa.g_01262	Praj.g_00712
OG0000624	Syaa.g_01264	Praj.g_00714
OG0000625	Syaa.g_01265	Praj.g_00715
OG0000626	Syaa.g_01266	Praj.g_00716
OG0000627	Syaa.g_01414	Praj.g_00718
OG0000628	Syaa.g_01413	Praj.g_00719
OG0000629	Syaa.g_01410	Praj.g_00720
OG0000630	Syaa.g_01406	Praj.g_00723
OG0000631	Syaa.g_01400	Praj.g_00917
OG0000632	Syaa.g_01399	Praj.g_00918
OG0000633	Syaa.g_01397	Praj.g_00919
OG0000634	Syaa.g_01150	Praj.g_00765
OG0000635	Syaa.g_01151	Praj.g_00766
OG0000636	Syaa.g_01153	Praj.g_00768
OG0000637	Syaa.g_01155	Praj.g_00770
OG0000638	Syaa.g_01156	Praj.g_00771
OG0000639	Syaa.g_01157	Praj.g_00772
OG0000640	Syaa.g_01158	Praj.g_00773
OG0000641	Syaa.g_01162	Praj.g_00777
OG0000642	Syaa.g_01163	Praj.g_00778
OG0000643	Syaa.g_01165	Praj.g_00779
OG0000644	Syaa.g_01166	Praj.g_00780
OG0000645	Syaa.g_01184	Praj.g_00781
OG0000646	Syaa.g_01187	Praj.g_00784
OG0000647	Syaa.g_01189	Praj.g_00786
OG0000648	Syaa.g_01191	Praj.g_00788
OG0000649	Syaa.g_01192	Praj.g_00789
OG0000650	Syaa.g_01193	Praj.g_00790
OG0000651	Syaa.g_01194	Praj.g_00791
OG0000652	Syaa.g_01195	Praj.g_00792
OG0000653	Syaa.g_01197	Praj.g_00794
OG0000654	Syaa.g_01198	Praj.g_00795
OG0000655	Syaa.g_01199	Praj.g_00796
OG0000656	Syaa.g_01202	Praj.g_00799
OG0000657	Syaa.g_00838	Praj.g_00806
OG0000658	Syaa.g_00836	Praj.g_00808
OG0000659	Syaa.g_00835	Praj.g_00809
OG0000660	Syaa.g_00831	Praj.g_00814
OG0000661	Syaa.g_00829	Praj.g_00816
OG0000662	Syaa.g_00827	Praj.g_00818
OG0000663	Syaa.g_00824	Praj.g_00820
OG0000664	Syaa.g_00823	Praj.g_00821
OG0000665	Syaa.g_01442	Praj.g_00826
OG0000666	Syaa.g_01448	Praj.g_00827
OG0000668	Syaa.g_01300	Praj.g_00869
OG0000669	Syaa.g_01084	Praj.g_00877
OG0000670	Syaa.g_01087	Praj.g_00880
OG0000671	Syaa.g_01089	Praj.g_00882
OG0000672	Syaa.g_01092	Praj.g_00885
OG0000673	Syaa.g_01095	Praj.g_00888
OG0000674	Syaa.g_01097	Praj.g_00890
OG0000675	Syaa.g_01098	Praj.g_00891
OG0000676	Syaa.g_01100	Praj.g_00893
OG0000677	Syaa.g_01101	Praj.g_00894
OG0000678	Syaa.g_01106	Praj.g_00897
OG0000679	Syaa.g_01116	Praj.g_00901
OG0000680	Syaa.g_01117	Praj.g_00902
OG0000681	Syaa.g_01120	Praj.g_00905
OG0000682	Syaa.g_01121	Praj.g_00906
OG0000683	Syaa.g_01122	Praj.g_00907
OG0000684	Syaa.g_01132	Praj.g_00748
OG0000685	Syaa.g_01134	Praj.g_00750
OG0000686	Syaa.g_01135	Praj.g_00751
OG0000687	Syaa.g_01136	Praj.g_00752
OG0000688	Syaa.g_01140	Praj.g_00755
OG0000689	Syaa.g_01142	Praj.g_00756
OG0000690	Syaa.g_01143	Praj.g_00757
OG0000691	Syaa.g_01144	Praj.g_00758
OG0000692	Syaa.g_01145	Praj.g_00760
OG0000693	Syaa.g_01146	Praj.g_00761
OG0000694	Syaa.g_01147	Praj.g_00762
OG0000695	Syaa.g_01395	Praj.g_00921
OG0000696	Syaa.g_01394	Praj.g_00922
OG0000697	Syaa.g_01392	Praj.g_00923
OG0000698	Syaa.g_01389	Praj.g_00926
OG0000699	Syaa.g_01387	Praj.g_00927
OG0000700	Syaa.g_01386	Praj.g_00928
OG0000701	Syaa.g_01385	Praj.g_00929
OG0000702	Syaa.g_01376	Praj.g_00931
OG0000703	Syaa.g_01375	Praj.g_00932
OG0000704	Syaa.g_01373	Praj.g_00933
OG0000705	Syaa.g_01365	Praj.g_00939
OG0000706	Syaa.g_01364	Praj.g_00940
OG0000707	Syaa.g_01363	Praj.g_00941
OG0000708	Syaa.g_01360	Praj.g_00943
OG0000709	Syaa.g_01351	Praj.g_00947
OG0000710	Syaa.g_01348	Praj.g_00950
OG0000711	Syaa.g_01320	Praj.g_00966
OG0000712	Syaa.g_01318	Praj.g_00968
OG0000713	Syaa.g_01317	Praj.g_00969
OG0000714	Syaa.g_01315	Praj.g_00970
OG0000715	Syaa.g_01313	Praj.g_00972
OG0000716	Syaa.g_01309	Praj.g_00973
OG0000717	Syaa.g_01308	Praj.g_00974
OG0000718	Syaa.g_01304	Praj.g_00991
OG0000719	Syaa.g_01302	Praj.g_00992
OG0000720	Syaa.g_01289	Praj.g_01002
OG0000721	Syaa.g_01287	Praj.g_01003
OG0000722	Syaa.g_01286	Praj.g_01004
OG0000723	Syaa.g_01268	Praj.g_01008
OG0000724	Syaa.g_00872	Praj.g_01019
OG0000725	Syaa.g_00882	Praj.g_00845
OG0000726	Syaa.g_00883	Praj.g_00844
OG0000727	Syaa.g_00884	Praj.g_00843
OG0000728	Syaa.g_00886	Praj.g_00841
OG0000729	Syaa.g_00100	Praj.g_02022
OG0000730	Syaa.g_02185	Praj.g_00378
OG0000731	Syaa.g_02173	Praj.g_00386
OG0000732	Syaa.g_00054	Praj.g_02081
OG0000733	Syaa.g_02621	Praj.g_01833
OG0000734	Syaa.g_02388	Praj.g_01476
OG0000735	Syaa.g_00754	Praj.g_01474
OG0000736	Syaa.g_00755	Praj.g_01473
OG0000737	Syaa.g_00756	Praj.g_01472
OG0000738	Syaa.g_00761	Praj.g_01468
OG0000739	Syaa.g_00762	Praj.g_01467
OG0000740	Syaa.g_00763	Praj.g_01466
OG0000741	Syaa.g_00766	Praj.g_01464
OG0000742	Syaa.g_00769	Praj.g_01462
OG0000743	Syaa.g_00771	Praj.g_01460
OG0000744	Syaa.g_00772	Praj.g_01459
OG0000745	Syaa.g_00774	Praj.g_01458
OG0000746	Syaa.g_00776	Praj.g_01456
OG0000747	Syaa.g_00777	Praj.g_01455
OG0000748	Syaa.g_00787	Praj.g_01451
OG0000749	Syaa.g_00789	Praj.g_01450
OG0000750	Syaa.g_00790	Praj.g_01449
OG0000751	Syaa.g_00797	Praj.g_01446
OG0000752	Syaa.g_00799	Praj.g_01444
OG0000753	Syaa.g_00802	Praj.g_01442
OG0000754	Syaa.g_01025	Praj.g_01438
OG0000755	Syaa.g_01005	Praj.g_01434
OG0000756	Syaa.g_01004	Praj.g_01433
OG0000757	Syaa.g_00996	Praj.g_01426
OG0000758	Syaa.g_00995	Praj.g_01425
OG0000759	Syaa.g_00994	Praj.g_01424
OG0000760	Syaa.g_00993	Praj.g_01423
OG0000761	Syaa.g_00992	Praj.g_01422
OG0000762	Syaa.g_00988	Praj.g_01421
OG0000763	Syaa.g_00986	Praj.g_01419
OG0000764	Syaa.g_00985	Praj.g_01418
OG0000765	Syaa.g_00968	Praj.g_01409
OG0000766	Syaa.g_00967	Praj.g_01408
OG0000767	Syaa.g_00965	Praj.g_01407
OG0000768	Syaa.g_00964	Praj.g_01406
OG0000769	Syaa.g_00962	Praj.g_01404
OG0000770	Syaa.g_00959	Praj.g_01403
OG0000771	Syaa.g_00866	Praj.g_01014
OG0000772	Syaa.g_01526	Praj.g_01246
OG0000773	Syaa.g_00749	Praj.g_01519
OG0000774	Syaa.g_00745	Praj.g_01522
OG0000775	Syaa.g_00742	Praj.g_01523
OG0000776	Syaa.g_00741	Praj.g_01524
OG0000777	Syaa.g_00740	Praj.g_01525
OG0000778	Syaa.g_00739	Praj.g_01526
OG0000779	Syaa.g_00733	Praj.g_01530
OG0000780	Syaa.g_00730	Praj.g_01531
OG0000781	Syaa.g_00726	Praj.g_01534
OG0000782	Syaa.g_00725	Praj.g_01535
OG0000783	Syaa.g_00724	Praj.g_01536
OG0000784	Syaa.g_00723	Praj.g_01537
OG0000785	Syaa.g_00721	Praj.g_01539
OG0000786	Syaa.g_01875	Praj.g_01542
OG0000787	Syaa.g_01876	Praj.g_01543
OG0000788	Syaa.g_01620	Praj.g_00732
OG0000789	Syaa.g_01434	Praj.g_01011
OG0000790	Syaa.g_02064	Praj.g_01580
OG0000791	Syaa.g_02066	Praj.g_01582
OG0000792	Syaa.g_02067	Praj.g_01583
OG0000793	Syaa.g_02072	Praj.g_01586
OG0000794	Syaa.g_02073	Praj.g_01587
OG0000795	Syaa.g_02074	Praj.g_01588
OG0000796	Syaa.g_02078	Praj.g_01592
OG0000797	Syaa.g_02079	Praj.g_01593
OG0000799	Syaa.g_01743	Praj.g_01613
OG0000800	Syaa.g_01747	Praj.g_01614
OG0000801	Syaa.g_01748	Praj.g_01615
OG0000802	Syaa.g_01753	Praj.g_01617
OG0000803	Syaa.g_01758	Praj.g_01619
OG0000804	Syaa.g_01761	Praj.g_01620
OG0000805	Syaa.g_01763	Praj.g_01622
OG0000806	Syaa.g_01765	Praj.g_01624
OG0000807	Syaa.g_01767	Praj.g_01625
OG0000808	Syaa.g_01768	Praj.g_01626
OG0000809	Syaa.g_01771	Praj.g_01630
OG0000810	Syaa.g_01772	Praj.g_01631
OG0000811	Syaa.g_01778	Praj.g_01635
OG0000812	Syaa.g_01780	Praj.g_01637
OG0000813	Syaa.g_01781	Praj.g_01638
OG0000814	Syaa.g_01783	Praj.g_01640
OG0000815	Syaa.g_01784	Praj.g_01641
OG0000816	Syaa.g_01785	Praj.g_01643
OG0000817	Syaa.g_01786	Praj.g_01644
OG0000818	Syaa.g_01792	Praj.g_01648
OG0000819	Syaa.g_01793	Praj.g_01649
OG0000820	Syaa.g_01794	Praj.g_01650
OG0000821	Syaa.g_01800	Praj.g_01653
OG0000822	Syaa.g_01802	Praj.g_01654
OG0000823	Syaa.g_01803	Praj.g_01655
OG0000824	Syaa.g_01807	Praj.g_01658
OG0000825	Syaa.g_01808	Praj.g_01659
OG0000826	Syaa.g_01809	Praj.g_01660
OG0000827	Syaa.g_01810	Praj.g_01661
OG0000828	Syaa.g_01813	Praj.g_01664
OG0000829	Syaa.g_01814	Praj.g_01665
OG0000830	Syaa.g_01815	Praj.g_01666
OG0000831	Syaa.g_01817	Praj.g_01668
OG0000832	Syaa.g_00627	Praj.g_01678
OG0000833	Syaa.g_00611	Praj.g_01686
OG0000834	Syaa.g_00608	Praj.g_01687
OG0000835	Syaa.g_00607	Praj.g_01688
OG0000836	Syaa.g_00603	Praj.g_01690
OG0000837	Syaa.g_00601	Praj.g_01691
OG0000838	Syaa.g_00597	Praj.g_01693
OG0000839	Syaa.g_00596	Praj.g_01694
OG0000840	Syaa.g_00595	Praj.g_01695
OG0000841	Syaa.g_00594	Praj.g_01696
OG0000842	Syaa.g_00593	Praj.g_01697
OG0000843	Syaa.g_00592	Praj.g_01698
OG0000844	Syaa.g_00590	Praj.g_01699
OG0000845	Syaa.g_00589	Praj.g_01700
OG0000846	Syaa.g_00588	Praj.g_01701
OG0000847	Syaa.g_00587	Praj.g_01702
OG0000848	Syaa.g_00585	Praj.g_01703
OG0000849	Syaa.g_00584	Praj.g_01704
OG0000850	Syaa.g_00582	Praj.g_01706
OG0000851	Syaa.g_00577	Praj.g_01707
OG0000852	Syaa.g_00576	Praj.g_01708
OG0000853	Syaa.g_00572	Praj.g_01713
OG0000854	Syaa.g_00570	Praj.g_01715
OG0000855	Syaa.g_00569	Praj.g_01716
OG0000856	Syaa.g_01650	Praj.g_01599
OG0000857	Syaa.g_01188	Praj.g_00785
OG0000858	Syaa.g_00563	Praj.g_01763
OG0000859	Syaa.g_00562	Praj.g_01764
OG0000860	Syaa.g_00549	Praj.g_01770
OG0000861	Syaa.g_00548	Praj.g_01771
OG0000862	Syaa.g_00547	Praj.g_01772
OG0000863	Syaa.g_00543	Praj.g_01773
OG0000864	Syaa.g_00542	Praj.g_01774
OG0000865	Syaa.g_00541	Praj.g_01775
OG0000866	Syaa.g_00540	Praj.g_01776
OG0000867	Syaa.g_00539	Praj.g_01777
OG0000868	Syaa.g_00536	Praj.g_01778
OG0000869	Syaa.g_00531	Praj.g_01781
OG0000870	Syaa.g_00526	Praj.g_01786
OG0000871	Syaa.g_00525	Praj.g_01787
OG0000872	Syaa.g_00511	Praj.g_01788
OG0000873	Syaa.g_00497	Praj.g_01791
OG0000874	Syaa.g_00519	Praj.g_01794
OG0000875	Syaa.g_00438	Praj.g_01796
OG0000876	Syaa.g_00682	Praj.g_01797
OG0000877	Syaa.g_00679	Praj.g_01799
OG0000878	Syaa.g_00678	Praj.g_01800
OG0000879	Syaa.g_00677	Praj.g_01801
OG0000880	Syaa.g_00676	Praj.g_01802
OG0000881	Syaa.g_00671	Praj.g_01805
OG0000882	Syaa.g_00666	Praj.g_01810
OG0000883	Syaa.g_00661	Praj.g_01812
OG0000884	Syaa.g_00659	Praj.g_01814
OG0000885	Syaa.g_00658	Praj.g_01815
OG0000886	Syaa.g_00657	Praj.g_01816
OG0000887	Syaa.g_00656	Praj.g_01817
OG0000888	Syaa.g_00654	Praj.g_01819
OG0000889	Syaa.g_00652	Praj.g_01821
OG0000890	Syaa.g_00644	Praj.g_01822
OG0000891	Syaa.g_00643	Praj.g_01823
OG0000892	Syaa.g_00640	Praj.g_01825
OG0000893	Syaa.g_02352	Praj.g_01868
OG0000894	Syaa.g_02349	Praj.g_01871
OG0000895	Syaa.g_02345	Praj.g_01874
OG0000896	Syaa.g_02344	Praj.g_01875
OG0000897	Syaa.g_02342	Praj.g_01877
OG0000898	Syaa.g_02341	Praj.g_01878
OG0000899	Syaa.g_02340	Praj.g_01879
OG0000900	Syaa.g_02339	Praj.g_01880
OG0000901	Syaa.g_02334	Praj.g_01883
OG0000902	Syaa.g_02332	Praj.g_01885
OG0000903	Syaa.g_02313	Praj.g_01894
OG0000904	Syaa.g_02318	Praj.g_01889
OG0000905	Syaa.g_02324	Praj.g_01887
OG0000906	Syaa.g_02327	Praj.g_01886
OG0000907	Syaa.g_02295	Praj.g_01909
OG0000908	Syaa.g_02292	Praj.g_01912
OG0000909	Syaa.g_02291	Praj.g_01913
OG0000910	Syaa.g_02290	Praj.g_01914
OG0000911	Syaa.g_02288	Praj.g_01916
OG0000912	Syaa.g_02287	Praj.g_01917
OG0000913	Syaa.g_02286	Praj.g_01918
OG0000914	Syaa.g_02285	Praj.g_01919
OG0000915	Syaa.g_02283	Praj.g_01920
OG0000916	Syaa.g_02282	Praj.g_01921
OG0000917	Syaa.g_02281	Praj.g_01922
OG0000918	Syaa.g_02280	Praj.g_01923
OG0000919	Syaa.g_02279	Praj.g_01924
OG0000920	Syaa.g_02278	Praj.g_01925
OG0000921	Syaa.g_02277	Praj.g_01926
OG0000922	Syaa.g_02276	Praj.g_01927
OG0000923	Syaa.g_02272	Praj.g_01931
OG0000924	Syaa.g_02271	Praj.g_01932
OG0000925	Syaa.g_02270	Praj.g_01933
OG0000926	Syaa.g_02269	Praj.g_01934
OG0000927	Syaa.g_02267	Praj.g_01936
OG0000928	Syaa.g_02266	Praj.g_01937
OG0000929	Syaa.g_02265	Praj.g_01938
OG0000930	Syaa.g_02264	Praj.g_01939
OG0000931	Syaa.g_02263	Praj.g_01940
OG0000932	Syaa.g_02262	Praj.g_01941
OG0000933	Syaa.g_02256	Praj.g_01945
OG0000934	Syaa.g_02254	Praj.g_01947
OG0000935	Syaa.g_02253	Praj.g_01948
OG0000936	Syaa.g_02252	Praj.g_01949
OG0000937	Syaa.g_02251	Praj.g_01950
OG0000938	Syaa.g_02248	Praj.g_01953
OG0000939	Syaa.g_02247	Praj.g_01954
OG0000940	Syaa.g_02240	Praj.g_01961
OG0000941	Syaa.g_02238	Praj.g_01963
OG0000942	Syaa.g_02236	Praj.g_01965
OG0000943	Syaa.g_02235	Praj.g_01966
OG0000944	Syaa.g_02233	Praj.g_01968
OG0000945	Syaa.g_02231	Praj.g_01969
OG0000946	Syaa.g_02225	Praj.g_01975
OG0000947	Syaa.g_02222	Praj.g_01977
OG0000948	Syaa.g_02221	Praj.g_01978
OG0000949	Syaa.g_00172	Praj.g_01981
OG0000950	Syaa.g_00159	Praj.g_01986
OG0000951	Syaa.g_00153	Praj.g_01990
OG0000952	Syaa.g_00149	Praj.g_01994
OG0000953	Syaa.g_00143	Praj.g_01998
OG0000954	Syaa.g_00138	Praj.g_02002
OG0000955	Syaa.g_00137	Praj.g_02003
OG0000956	Syaa.g_00135	Praj.g_02005
OG0000957	Syaa.g_00125	Praj.g_02010
OG0000958	Syaa.g_00124	Praj.g_02011
OG0000959	Syaa.g_00120	Praj.g_02015
OG0000960	Syaa.g_00119	Praj.g_02016
OG0000961	Syaa.g_00106	Praj.g_02019
OG0000962	Syaa.g_00102	Praj.g_02021
OG0000963	Syaa.g_00097	Praj.g_02026
OG0000964	Syaa.g_00096	Praj.g_02027
OG0000965	Syaa.g_00095	Praj.g_02028
OG0000966	Syaa.g_00083	Praj.g_02059
OG0000967	Syaa.g_00074	Praj.g_02063
OG0000968	Syaa.g_00078	Praj.g_02065
OG0000969	Syaa.g_00077	Praj.g_02066
OG0000970	Syaa.g_00076	Praj.g_02067
OG0000971	Syaa.g_00069	Praj.g_02068
OG0000972	Syaa.g_00068	Praj.g_02069
OG0000973	Syaa.g_00067	Praj.g_02070
OG0000974	Syaa.g_00066	Praj.g_02071
OG0000975	Syaa.g_00065	Praj.g_02072
OG0000976	Syaa.g_00064	Praj.g_02073
OG0000977	Syaa.g_00062	Praj.g_02074
OG0000978	Syaa.g_00061	Praj.g_02075
OG0000979	Syaa.g_00058	Praj.g_02078
OG0000980	Syaa.g_00055	Praj.g_02080
OG0000981	Syaa.g_00052	Praj.g_02083
OG0000982	Syaa.g_02593	Praj.g_02085
OG0000983	Syaa.g_02594	Praj.g_02086
OG0000984	Syaa.g_02595	Praj.g_02087
OG0000985	Syaa.g_02597	Praj.g_02090
OG0000986	Syaa.g_02601	Praj.g_02092
OG0000987	Syaa.g_02603	Praj.g_02093
OG0000988	Syaa.g_02608	Praj.g_02096
OG0000989	Syaa.g_02616	Praj.g_02100
OG0000990	Syaa.g_02647	Praj.g_02105
OG0000991	Syaa.g_02650	Praj.g_02106
OG0000992	Syaa.g_02653	Praj.g_02109
OG0000993	Syaa.g_02654	Praj.g_02110
OG0000994	Syaa.g_02657	Praj.g_02111
OG0000995	Syaa.g_02662	Praj.g_02115
OG0000996	Syaa.g_02705	Praj.g_02116
OG0000997	Syaa.g_02725	Praj.g_02124
OG0000998	Syaa.g_02727	Praj.g_02126
OG0000999	Syaa.g_02728	Praj.g_02127
OG0001000	Syaa.g_02732	Praj.g_02130, Praj.g_02131
OG0001001	Syaa.g_02738	Praj.g_02134
OG0001002	Syaa.g_02745	Praj.g_02139
OG0001003	Syaa.g_02747	Praj.g_02141
OG0001004	Syaa.g_02748	Praj.g_02142
OG0001005	Syaa.g_02749	Praj.g_02143
OG0001006	Syaa.g_02756	Praj.g_02147
OG0001007	Syaa.g_02758	Praj.g_02149
OG0001008	Syaa.g_00704	Praj.g_00431
OG0001009	Syaa.g_00034	Praj.g_00027
OG0001010	Syaa.g_00035	Praj.g_00028
OG0001011	Syaa.g_00037	Praj.g_00029
OG0001012	Syaa.g_02589	Praj.g_00047
OG0001013	Syaa.g_02576	Praj.g_00052
OG0001014	Syaa.g_02572	Praj.g_00055
OG0001015	Syaa.g_02571	Praj.g_00056
OG0001016	Syaa.g_00348	Praj.g_00111
OG0001017	Syaa.g_00342	Praj.g_00115
OG0001018	Syaa.g_00340	Praj.g_00118
OG0001019	Syaa.g_00323	Praj.g_00127
OG0001020	Syaa.g_02355	Praj.g_00128
OG0001021	Syaa.g_02359	Praj.g_00129
OG0001022	Syaa.g_02365	Praj.g_00132
OG0001023	Syaa.g_02366	Praj.g_00133
OG0001024	Syaa.g_02370	Praj.g_00136
OG0001025	Syaa.g_02377	Praj.g_00143
OG0001026	Syaa.g_02390	Praj.g_00151
OG0001027	Syaa.g_02397	Praj.g_00152
OG0001028	Syaa.g_02399	Praj.g_00154
OG0001029	Syaa.g_02401	Praj.g_00156
OG0001030	Syaa.g_02422	Praj.g_00172
OG0001031	Syaa.g_02500	Praj.g_00226
OG0001032	Syaa.g_02502	Praj.g_00227
OG0001033	Syaa.g_02539	Praj.g_00247
OG0001034	Syaa.g_02108	Praj.g_00276
OG0001035	Syaa.g_00298	Praj.g_00293
OG0001036	Syaa.g_00293	Praj.g_00297
OG0001037	Syaa.g_00291	Praj.g_00298
OG0001038	Syaa.g_00264	Praj.g_00314
OG0001039	Syaa.g_00261	Praj.g_00316
OG0001040	Syaa.g_00258	Praj.g_00319
OG0001041	Syaa.g_00253	Praj.g_00323
OG0001042	Syaa.g_00227	Praj.g_00339
OG0001043	Syaa.g_00223	Praj.g_00340
OG0001044	Syaa.g_02183	Praj.g_00379
OG0001045	Syaa.g_02170	Praj.g_00388
OG0001046	Syaa.g_01332	Praj.g_01081
OG0001047	Syaa.g_00706	Praj.g_00433
OG0001048	Syaa.g_00707	Praj.g_00434
OG0001049	Syaa.g_00710	Praj.g_00436
OG0001050	Syaa.g_00711	Praj.g_00437
OG0001051	Syaa.g_00712	Praj.g_00438
OG0001052	Syaa.g_01846	Praj.g_00464
OG0001053	Syaa.g_02048	Praj.g_00476
OG0001054	Syaa.g_02031	Praj.g_00490
OG0001055	Syaa.g_02010	Praj.g_00509
OG0001056	Syaa.g_01975	Praj.g_00527
OG0001057	Syaa.g_01966	Praj.g_00532
OG0001058	Syaa.g_01951	Praj.g_00540
OG0001059	Syaa.g_01947	Praj.g_00544
OG0001060	Syaa.g_01941	Praj.g_00551
OG0001061	Syaa.g_01919	Praj.g_00564
OG0001062	Syaa.g_01917	Praj.g_00566
OG0001063	Syaa.g_01912	Praj.g_00567
OG0001064	Syaa.g_01911	Praj.g_00568
OG0001065	Syaa.g_01910	Praj.g_00569
OG0001066	Syaa.g_01909	Praj.g_00570
OG0001067	Syaa.g_01908	Praj.g_00571
OG0001068	Syaa.g_01907	Praj.g_00572
OG0001069	Syaa.g_01906	Praj.g_00573
OG0001070	Syaa.g_01903	Praj.g_00575
OG0001071	Syaa.g_01902	Praj.g_00576
OG0001072	Syaa.g_01898	Praj.g_00577
OG0001073	Syaa.g_01884	Praj.g_00591
OG0001074	Syaa.g_01678	Praj.g_00603
OG0001075	Syaa.g_01676	Praj.g_00604
OG0001076	Syaa.g_01659	Praj.g_00611
OG0001077	Syaa.g_01647	Praj.g_00616
OG0001078	Syaa.g_01632	Praj.g_00624
OG0001079	Syaa.g_01619	Praj.g_00635
OG0001080	Syaa.g_01443	Praj.g_00641
OG0001081	Syaa.g_01056	Praj.g_00643
OG0001082	Syaa.g_01057	Praj.g_00644
OG0001083	Syaa.g_01064	Praj.g_00649
OG0001084	Syaa.g_01065	Praj.g_00650
OG0001085	Syaa.g_01075	Praj.g_00660
OG0001086	Syaa.g_01077	Praj.g_00661
OG0001087	Syaa.g_00920	Praj.g_00681
OG0001088	Syaa.g_00916	Praj.g_00682
OG0001089	Syaa.g_00890	Praj.g_00690
OG0001090	Syaa.g_01237	Praj.g_00699
OG0001091	Syaa.g_01239	Praj.g_00701
OG0001092	Syaa.g_01242	Praj.g_00702
OG0001093	Syaa.g_01248	Praj.g_00707
OG0001094	Syaa.g_01148	Praj.g_00763
OG0001095	Syaa.g_01185	Praj.g_00782
OG0001096	Syaa.g_01200	Praj.g_00797
OG0001097	Syaa.g_00828	Praj.g_00817
OG0001098	Syaa.g_01441	Praj.g_00835
OG0001099	Syaa.g_02400	Praj.g_00872
OG0001100	Syaa.g_01086	Praj.g_00879
OG0001101	Syaa.g_01088	Praj.g_00881
OG0001102	Syaa.g_01091	Praj.g_00884
OG0001103	Syaa.g_01093	Praj.g_00886
OG0001104	Syaa.g_01133	Praj.g_00749
OG0001105	Syaa.g_01137	Praj.g_00753
OG0001106	Syaa.g_01372	Praj.g_00934
OG0001107	Syaa.g_01359	Praj.g_00944
OG0001108	Syaa.g_01350	Praj.g_00948
OG0001109	Syaa.g_01349	Praj.g_00949
OG0001110	Syaa.g_01347	Praj.g_00951
OG0001111	Syaa.g_01345	Praj.g_00952
OG0001112	Syaa.g_01343	Praj.g_00953
OG0001113	Syaa.g_01342	Praj.g_00954
OG0001114	Syaa.g_01341	Praj.g_00955
OG0001115	Syaa.g_01337	Praj.g_00957
OG0001116	Syaa.g_01335	Praj.g_00958
