Orthogroup	Syaa	Prbb
OG0000531	Syaa.g_02046	Prbb.g_00490
OG0000532	Syaa.g_02043	Prbb.g_00491
OG0000533	Syaa.g_02042	Prbb.g_00492
OG0000534	Syaa.g_02041	Prbb.g_00493
OG0000535	Syaa.g_02040	Prbb.g_00494
OG0000536	Syaa.g_02039	Prbb.g_00495
OG0000537	Syaa.g_02038	Prbb.g_00496
OG0000538	Syaa.g_02027	Prbb.g_00504
OG0000539	Syaa.g_02026	Prbb.g_00505
OG0000540	Syaa.g_02025	Prbb.g_00506
OG0000541	Syaa.g_02024	Prbb.g_00507
OG0000542	Syaa.g_02021	Prbb.g_00509
OG0000543	Syaa.g_02019	Prbb.g_00511
OG0000544	Syaa.g_02018	Prbb.g_00512
OG0000545	Syaa.g_02016	Prbb.g_00514
OG0000546	Syaa.g_02014	Prbb.g_00517
OG0000547	Syaa.g_02012	Prbb.g_00519
OG0000548	Syaa.g_02011	Prbb.g_00520
OG0000549	Syaa.g_02003	Prbb.g_00523
OG0000550	Syaa.g_01998	Prbb.g_00527
OG0000551	Syaa.g_01993	Prbb.g_00530
OG0000552	Syaa.g_01992	Prbb.g_00531
OG0000553	Syaa.g_01990	Prbb.g_00532
OG0000554	Syaa.g_01979	Prbb.g_00537
OG0000555	Syaa.g_01961	Prbb.g_00545
OG0000556	Syaa.g_01957	Prbb.g_00547
OG0000557	Syaa.g_01955	Prbb.g_00548
OG0000558	Syaa.g_01953	Prbb.g_00551
OG0000559	Syaa.g_01949	Prbb.g_00555
OG0000560	Syaa.g_01946	Prbb.g_00558
OG0000561	Syaa.g_01945	Prbb.g_00559
OG0000562	Syaa.g_01944	Prbb.g_00560
OG0000563	Syaa.g_01943	Prbb.g_00561
OG0000564	Syaa.g_01942	Prbb.g_00562
OG0000565	Syaa.g_01939	Prbb.g_00565
OG0000566	Syaa.g_01935	Prbb.g_00567
OG0000567	Syaa.g_01931	Prbb.g_00571
OG0000568	Syaa.g_01928	Prbb.g_00572
OG0000569	Syaa.g_01925	Prbb.g_00573
OG0000570	Syaa.g_01924	Prbb.g_00574
OG0000571	Syaa.g_01920	Prbb.g_00576
OG0000572	Syaa.g_01904	Prbb.g_00587
OG0000573	Syaa.g_01896	Prbb.g_00592
OG0000574	Syaa.g_01895	Prbb.g_00594
OG0000575	Syaa.g_01891	Prbb.g_00597
OG0000576	Syaa.g_01889	Prbb.g_00599
OG0000577	Syaa.g_01888	Prbb.g_00600
OG0000578	Syaa.g_01887	Prbb.g_00601
OG0000579	Syaa.g_01886	Prbb.g_00602
OG0000580	Syaa.g_01885	Prbb.g_00603
OG0000581	Syaa.g_01879	Prbb.g_00606
OG0000582	Syaa.g_01687	Prbb.g_00609
OG0000583	Syaa.g_01686	Prbb.g_00610
OG0000584	Syaa.g_01685	Prbb.g_00611
OG0000585	Syaa.g_01683	Prbb.g_00613
OG0000586	Syaa.g_01682	Prbb.g_00614
OG0000587	Syaa.g_01680	Prbb.g_00615
OG0000588	Syaa.g_01666	Prbb.g_00619
OG0000589	Syaa.g_01662	Prbb.g_00622
OG0000590	Syaa.g_01661	Prbb.g_00623
OG0000591	Syaa.g_01653	Prbb.g_00626
OG0000592	Syaa.g_01652	Prbb.g_00627
OG0000593	Syaa.g_01638	Prbb.g_00633
OG0000594	Syaa.g_01637	Prbb.g_00634
OG0000595	Syaa.g_01636	Prbb.g_00635
OG0000596	Syaa.g_01630	Prbb.g_00639
OG0000597	Syaa.g_01627	Prbb.g_00641
OG0000598	Syaa.g_01626	Prbb.g_00642
OG0000599	Syaa.g_01623	Prbb.g_00645
OG0000600	Syaa.g_01622	Prbb.g_00646
OG0000601	Syaa.g_01621	Prbb.g_00647
OG0000602	Syaa.g_01616	Prbb.g_00649
OG0000603	Syaa.g_01615	Prbb.g_00650
OG0000604	Syaa.g_01612	Prbb.g_00651
OG0000605	Syaa.g_01447	Prbb.g_00652
OG0000606	Syaa.g_01055	Prbb.g_00655
OG0000607	Syaa.g_01058	Prbb.g_00658
OG0000608	Syaa.g_01059	Prbb.g_00659
OG0000609	Syaa.g_01061	Prbb.g_00660
OG0000610	Syaa.g_01068	Prbb.g_00667
OG0000611	Syaa.g_01071	Prbb.g_00670
OG0000612	Syaa.g_01072	Prbb.g_00671
OG0000613	Syaa.g_00199	Prbb.g_00677
OG0000614	Syaa.g_00906	Prbb.g_00700
OG0000615	Syaa.g_01113	Prbb.g_00708
OG0000616	Syaa.g_02742	Prbb.g_02176
OG0000617	Syaa.g_01244	Prbb.g_00719
OG0000618	Syaa.g_01245	Prbb.g_00720
OG0000619	Syaa.g_01246	Prbb.g_00721
OG0000620	Syaa.g_01259	Prbb.g_00724
OG0000621	Syaa.g_01260	Prbb.g_00725
OG0000622	Syaa.g_01261	Prbb.g_00726
OG0000623	Syaa.g_01262	Prbb.g_00727
OG0000624	Syaa.g_01264	Prbb.g_00729
OG0000625	Syaa.g_01265	Prbb.g_00730
OG0000626	Syaa.g_01266	Prbb.g_00731
OG0000627	Syaa.g_01414	Prbb.g_00733
OG0000628	Syaa.g_01413	Prbb.g_00734
OG0000629	Syaa.g_01410	Prbb.g_00735
OG0000630	Syaa.g_01406	Prbb.g_00738
OG0000631	Syaa.g_01400	Prbb.g_00962
OG0000632	Syaa.g_01399	Prbb.g_00963
OG0000633	Syaa.g_01397	Prbb.g_00964
OG0000634	Syaa.g_01150	Prbb.g_00779
OG0000635	Syaa.g_01151	Prbb.g_00780
OG0000636	Syaa.g_01153	Prbb.g_00782
OG0000637	Syaa.g_01155	Prbb.g_00784
OG0000638	Syaa.g_01156	Prbb.g_00785
OG0000639	Syaa.g_01157	Prbb.g_00786
OG0000640	Syaa.g_01158	Prbb.g_00787
OG0000641	Syaa.g_01162	Prbb.g_00791
OG0000642	Syaa.g_01163	Prbb.g_00792
OG0000643	Syaa.g_01165	Prbb.g_00793
OG0000644	Syaa.g_01166	Prbb.g_00794
OG0000645	Syaa.g_01184	Prbb.g_00795
OG0000646	Syaa.g_01187	Prbb.g_00798
OG0000647	Syaa.g_01189	Prbb.g_00800
OG0000648	Syaa.g_01191	Prbb.g_00802
OG0000649	Syaa.g_01192	Prbb.g_00803
OG0000650	Syaa.g_01193	Prbb.g_00804
OG0000651	Syaa.g_01194	Prbb.g_00805
OG0000652	Syaa.g_01195	Prbb.g_00806
OG0000653	Syaa.g_01197	Prbb.g_00808
OG0000654	Syaa.g_01198	Prbb.g_00809
OG0000655	Syaa.g_01199	Prbb.g_00810
OG0000656	Syaa.g_01202	Prbb.g_00813
OG0000657	Syaa.g_00838	Prbb.g_00819
OG0000658	Syaa.g_00836	Prbb.g_00821
OG0000659	Syaa.g_00835	Prbb.g_00822
OG0000660	Syaa.g_00831	Prbb.g_00827
OG0000661	Syaa.g_00829	Prbb.g_00829
OG0000662	Syaa.g_00827	Prbb.g_00831
OG0000663	Syaa.g_00824	Prbb.g_00833
OG0000664	Syaa.g_00823	Prbb.g_00834
OG0000665	Syaa.g_01442	Prbb.g_00838
OG0000666	Syaa.g_01448	Prbb.g_00839
OG0000668	Syaa.g_01300	Prbb.g_00914
OG0000669	Syaa.g_01084	Prbb.g_00922
OG0000670	Syaa.g_01087	Prbb.g_00925
OG0000671	Syaa.g_01089	Prbb.g_00927
OG0000672	Syaa.g_01092	Prbb.g_00930
OG0000673	Syaa.g_01095	Prbb.g_00933
OG0000674	Syaa.g_01097	Prbb.g_00935
OG0000675	Syaa.g_01098	Prbb.g_00936
OG0000676	Syaa.g_01100	Prbb.g_00938
OG0000677	Syaa.g_01101	Prbb.g_00939
OG0000678	Syaa.g_01106	Prbb.g_00942
OG0000679	Syaa.g_01116	Prbb.g_00946
OG0000680	Syaa.g_01117	Prbb.g_00947
OG0000681	Syaa.g_01120	Prbb.g_00950
OG0000682	Syaa.g_01121	Prbb.g_00951
OG0000683	Syaa.g_01122	Prbb.g_00952
OG0000684	Syaa.g_01132	Prbb.g_00762
OG0000685	Syaa.g_01134	Prbb.g_00764
OG0000686	Syaa.g_01135	Prbb.g_00765
OG0000687	Syaa.g_01136	Prbb.g_00766
OG0000688	Syaa.g_01140	Prbb.g_00769
OG0000689	Syaa.g_01142	Prbb.g_00770
OG0000690	Syaa.g_01143	Prbb.g_00771
OG0000691	Syaa.g_01144	Prbb.g_00772
OG0000692	Syaa.g_01145	Prbb.g_00774
OG0000693	Syaa.g_01146	Prbb.g_00775
OG0000694	Syaa.g_01147	Prbb.g_00776
OG0000695	Syaa.g_01395	Prbb.g_00966
OG0000696	Syaa.g_01394	Prbb.g_00967
OG0000697	Syaa.g_01392	Prbb.g_00968
OG0000698	Syaa.g_01389	Prbb.g_00971
OG0000699	Syaa.g_01387	Prbb.g_00972
OG0000700	Syaa.g_01386	Prbb.g_00973
OG0000701	Syaa.g_01385	Prbb.g_00974
OG0000702	Syaa.g_01376	Prbb.g_00976
OG0000703	Syaa.g_01375	Prbb.g_00977
OG0000704	Syaa.g_01373	Prbb.g_00978
OG0000705	Syaa.g_01365	Prbb.g_00984
OG0000706	Syaa.g_01364	Prbb.g_00985
OG0000707	Syaa.g_01363	Prbb.g_00986
OG0000708	Syaa.g_01360	Prbb.g_00988
OG0000709	Syaa.g_01351	Prbb.g_00992
OG0000710	Syaa.g_01348	Prbb.g_00995
OG0000711	Syaa.g_01320	Prbb.g_01010
OG0000712	Syaa.g_01318	Prbb.g_01012
OG0000713	Syaa.g_01317	Prbb.g_01013
OG0000714	Syaa.g_01315	Prbb.g_01014
OG0000715	Syaa.g_01313	Prbb.g_01016
OG0000716	Syaa.g_01309	Prbb.g_01017
OG0000717	Syaa.g_01308	Prbb.g_01018
OG0000718	Syaa.g_01304	Prbb.g_01036
OG0000719	Syaa.g_01302	Prbb.g_01037
OG0000720	Syaa.g_01289	Prbb.g_01048
OG0000721	Syaa.g_01287	Prbb.g_01049
OG0000722	Syaa.g_01286	Prbb.g_01050
OG0000723	Syaa.g_01268	Prbb.g_01054
OG0000724	Syaa.g_00872	Prbb.g_01065
OG0000725	Syaa.g_00882	Prbb.g_00891
OG0000726	Syaa.g_00883	Prbb.g_00890
OG0000727	Syaa.g_00884	Prbb.g_00889
OG0000728	Syaa.g_00886	Prbb.g_00887
OG0000729	Syaa.g_00100	Prbb.g_02071
OG0000730	Syaa.g_02185	Prbb.g_00392
OG0000731	Syaa.g_02173	Prbb.g_00400
OG0000732	Syaa.g_00054	Prbb.g_02121
OG0000733	Syaa.g_02621	Prbb.g_01888
OG0000734	Syaa.g_02388	Prbb.g_01533
OG0000735	Syaa.g_00754	Prbb.g_01531
OG0000736	Syaa.g_00755	Prbb.g_01530
OG0000737	Syaa.g_00756	Prbb.g_01529
OG0000738	Syaa.g_00761	Prbb.g_01525
OG0000739	Syaa.g_00762	Prbb.g_01524
OG0000740	Syaa.g_00763	Prbb.g_01523
OG0000741	Syaa.g_00766	Prbb.g_01521
OG0000742	Syaa.g_00769	Prbb.g_01518
OG0000743	Syaa.g_00771	Prbb.g_01516
OG0000744	Syaa.g_00772	Prbb.g_01515
OG0000745	Syaa.g_00774	Prbb.g_01513
OG0000746	Syaa.g_00776	Prbb.g_01511
OG0000747	Syaa.g_00777	Prbb.g_01510
OG0000748	Syaa.g_00787	Prbb.g_01506
OG0000749	Syaa.g_00789	Prbb.g_01505
OG0000750	Syaa.g_00790	Prbb.g_01504
OG0000751	Syaa.g_00797	Prbb.g_01501
OG0000752	Syaa.g_00799	Prbb.g_01499
OG0000753	Syaa.g_00802	Prbb.g_01497
OG0000754	Syaa.g_01025	Prbb.g_01493
OG0000755	Syaa.g_01005	Prbb.g_01488
OG0000756	Syaa.g_01004	Prbb.g_01487
OG0000757	Syaa.g_00996	Prbb.g_01480
OG0000758	Syaa.g_00995	Prbb.g_01479
OG0000759	Syaa.g_00994	Prbb.g_01478
OG0000760	Syaa.g_00993	Prbb.g_01477
OG0000761	Syaa.g_00992	Prbb.g_01476
OG0000762	Syaa.g_00988	Prbb.g_01475
OG0000763	Syaa.g_00986	Prbb.g_01473
OG0000764	Syaa.g_00985	Prbb.g_01472
OG0000765	Syaa.g_00968	Prbb.g_01463
OG0000766	Syaa.g_00967	Prbb.g_01462
OG0000767	Syaa.g_00965	Prbb.g_01461
OG0000768	Syaa.g_00964	Prbb.g_01460
OG0000769	Syaa.g_00962	Prbb.g_01458
OG0000770	Syaa.g_00959	Prbb.g_01457
OG0000771	Syaa.g_00866	Prbb.g_01060
OG0000772	Syaa.g_01526	Prbb.g_01291
OG0000773	Syaa.g_00749	Prbb.g_01577
OG0000774	Syaa.g_00745	Prbb.g_01580
OG0000775	Syaa.g_00742	Prbb.g_01581
OG0000776	Syaa.g_00741	Prbb.g_01582
OG0000777	Syaa.g_00740	Prbb.g_01583
OG0000778	Syaa.g_00739	Prbb.g_01584
OG0000779	Syaa.g_00733	Prbb.g_01588
OG0000780	Syaa.g_00730	Prbb.g_01589
OG0000781	Syaa.g_00726	Prbb.g_01592
OG0000782	Syaa.g_00725	Prbb.g_01593
OG0000783	Syaa.g_00724	Prbb.g_01594
OG0000784	Syaa.g_00723	Prbb.g_01595
OG0000785	Syaa.g_00721	Prbb.g_01597
OG0000786	Syaa.g_01875	Prbb.g_01600
OG0000787	Syaa.g_01876	Prbb.g_01601
OG0000788	Syaa.g_01620	Prbb.g_00746
OG0000789	Syaa.g_01434	Prbb.g_01057
OG0000790	Syaa.g_02064	Prbb.g_01644
OG0000791	Syaa.g_02066	Prbb.g_01646
OG0000792	Syaa.g_02067	Prbb.g_01647
OG0000793	Syaa.g_02072	Prbb.g_01650
OG0000794	Syaa.g_02073	Prbb.g_01651
OG0000795	Syaa.g_02074	Prbb.g_01652
OG0000796	Syaa.g_02078	Prbb.g_01656
OG0000797	Syaa.g_02079	Prbb.g_01657
OG0000798	Syaa.g_00494	Prbb.g_00858
OG0000799	Syaa.g_01743	Prbb.g_01668
OG0000800	Syaa.g_01747	Prbb.g_01669
OG0000801	Syaa.g_01748	Prbb.g_01670
OG0000802	Syaa.g_01753	Prbb.g_01672
OG0000803	Syaa.g_01758	Prbb.g_01674
OG0000804	Syaa.g_01761	Prbb.g_01675
OG0000805	Syaa.g_01763	Prbb.g_01677
OG0000806	Syaa.g_01765	Prbb.g_01679
OG0000807	Syaa.g_01767	Prbb.g_01680
OG0000808	Syaa.g_01768	Prbb.g_01681
OG0000809	Syaa.g_01771	Prbb.g_01684
OG0000810	Syaa.g_01772	Prbb.g_01685
OG0000811	Syaa.g_01778	Prbb.g_01689
OG0000812	Syaa.g_01780	Prbb.g_01691
OG0000813	Syaa.g_01781	Prbb.g_01692
OG0000814	Syaa.g_01783	Prbb.g_01694
OG0000815	Syaa.g_01784	Prbb.g_01695
OG0000816	Syaa.g_01785	Prbb.g_01697
OG0000817	Syaa.g_01786	Prbb.g_01698
OG0000818	Syaa.g_01792	Prbb.g_01702
OG0000819	Syaa.g_01793	Prbb.g_01703
OG0000820	Syaa.g_01794	Prbb.g_01704
OG0000821	Syaa.g_01800	Prbb.g_01707
OG0000822	Syaa.g_01802	Prbb.g_01708
OG0000823	Syaa.g_01803	Prbb.g_01709
OG0000824	Syaa.g_01807	Prbb.g_01712
OG0000825	Syaa.g_01808	Prbb.g_01713
OG0000826	Syaa.g_01809	Prbb.g_01714
OG0000827	Syaa.g_01810	Prbb.g_01715
OG0000828	Syaa.g_01813	Prbb.g_01718
OG0000829	Syaa.g_01814	Prbb.g_01719
OG0000830	Syaa.g_01815	Prbb.g_01720
OG0000831	Syaa.g_01817	Prbb.g_01722
OG0000832	Syaa.g_00627	Prbb.g_01732
OG0000833	Syaa.g_00611	Prbb.g_01740
OG0000834	Syaa.g_00608	Prbb.g_01741
OG0000835	Syaa.g_00607	Prbb.g_01742
OG0000836	Syaa.g_00603	Prbb.g_01744
OG0000837	Syaa.g_00601	Prbb.g_01745
OG0000838	Syaa.g_00597	Prbb.g_01747
OG0000839	Syaa.g_00596	Prbb.g_01748
OG0000840	Syaa.g_00595	Prbb.g_01749
OG0000841	Syaa.g_00594	Prbb.g_01750
OG0000842	Syaa.g_00593	Prbb.g_01751
OG0000843	Syaa.g_00592	Prbb.g_01752
OG0000844	Syaa.g_00590	Prbb.g_01753
OG0000845	Syaa.g_00589	Prbb.g_01754
OG0000846	Syaa.g_00588	Prbb.g_01755
OG0000847	Syaa.g_00587	Prbb.g_01756
OG0000848	Syaa.g_00585	Prbb.g_01757
OG0000849	Syaa.g_00584	Prbb.g_01758
OG0000850	Syaa.g_00582	Prbb.g_01760
OG0000851	Syaa.g_00577	Prbb.g_01761
OG0000852	Syaa.g_00576	Prbb.g_01762
OG0000853	Syaa.g_00572	Prbb.g_01767
OG0000854	Syaa.g_00570	Prbb.g_01769
OG0000855	Syaa.g_00569	Prbb.g_01770
OG0000856	Syaa.g_01650	Prbb.g_01659
OG0000857	Syaa.g_01188	Prbb.g_00799
OG0000858	Syaa.g_00563	Prbb.g_01817
OG0000859	Syaa.g_00562	Prbb.g_01818
OG0000860	Syaa.g_00549	Prbb.g_01825
OG0000861	Syaa.g_00548	Prbb.g_01826
OG0000862	Syaa.g_00547	Prbb.g_01827
OG0000863	Syaa.g_00543	Prbb.g_01828
OG0000864	Syaa.g_00542	Prbb.g_01829
OG0000865	Syaa.g_00541	Prbb.g_01830
OG0000866	Syaa.g_00540	Prbb.g_01831
OG0000867	Syaa.g_00539	Prbb.g_01832
OG0000868	Syaa.g_00536	Prbb.g_01833
OG0000869	Syaa.g_00531	Prbb.g_01836
OG0000870	Syaa.g_00526	Prbb.g_01841
OG0000871	Syaa.g_00525	Prbb.g_01842
OG0000872	Syaa.g_00511	Prbb.g_01843
OG0000873	Syaa.g_00497	Prbb.g_01846
OG0000874	Syaa.g_00519	Prbb.g_01849
OG0000875	Syaa.g_00438	Prbb.g_01851
OG0000876	Syaa.g_00682	Prbb.g_01852
OG0000877	Syaa.g_00679	Prbb.g_01854
OG0000878	Syaa.g_00678	Prbb.g_01855
OG0000879	Syaa.g_00677	Prbb.g_01856
OG0000880	Syaa.g_00676	Prbb.g_01857
OG0000881	Syaa.g_00671	Prbb.g_01860
OG0000882	Syaa.g_00666	Prbb.g_01865
OG0000883	Syaa.g_00661	Prbb.g_01867
OG0000884	Syaa.g_00659	Prbb.g_01869
OG0000885	Syaa.g_00658	Prbb.g_01870
OG0000886	Syaa.g_00657	Prbb.g_01871
OG0000887	Syaa.g_00656	Prbb.g_01872
OG0000888	Syaa.g_00654	Prbb.g_01874
OG0000889	Syaa.g_00652	Prbb.g_01876
OG0000890	Syaa.g_00644	Prbb.g_01877
OG0000891	Syaa.g_00643	Prbb.g_01878
OG0000892	Syaa.g_00640	Prbb.g_01880
OG0000893	Syaa.g_02352	Prbb.g_01922
OG0000894	Syaa.g_02349	Prbb.g_01925
OG0000895	Syaa.g_02345	Prbb.g_01928
OG0000896	Syaa.g_02344	Prbb.g_01929
OG0000897	Syaa.g_02342	Prbb.g_01931
OG0000898	Syaa.g_02341	Prbb.g_01932
OG0000899	Syaa.g_02340	Prbb.g_01933
OG0000900	Syaa.g_02339	Prbb.g_01934
OG0000901	Syaa.g_02334	Prbb.g_01937
OG0000902	Syaa.g_02332	Prbb.g_01939
OG0000903	Syaa.g_02313	Prbb.g_01948
OG0000904	Syaa.g_02318	Prbb.g_01943
OG0000905	Syaa.g_02324	Prbb.g_01941
OG0000906	Syaa.g_02327	Prbb.g_01940
OG0000907	Syaa.g_02295	Prbb.g_01958
OG0000908	Syaa.g_02292	Prbb.g_01961
OG0000909	Syaa.g_02291	Prbb.g_01962
OG0000910	Syaa.g_02290	Prbb.g_01963
OG0000911	Syaa.g_02288	Prbb.g_01965
OG0000912	Syaa.g_02287	Prbb.g_01966
OG0000913	Syaa.g_02286	Prbb.g_01967
OG0000914	Syaa.g_02285	Prbb.g_01968
OG0000915	Syaa.g_02283	Prbb.g_01969
OG0000916	Syaa.g_02282	Prbb.g_01970
OG0000917	Syaa.g_02281	Prbb.g_01971
OG0000918	Syaa.g_02280	Prbb.g_01972
OG0000919	Syaa.g_02279	Prbb.g_01973
OG0000920	Syaa.g_02278	Prbb.g_01974
OG0000921	Syaa.g_02277	Prbb.g_01975
OG0000922	Syaa.g_02276	Prbb.g_01976
OG0000923	Syaa.g_02272	Prbb.g_01980
OG0000924	Syaa.g_02271	Prbb.g_01981
OG0000925	Syaa.g_02270	Prbb.g_01982
OG0000926	Syaa.g_02269	Prbb.g_01983
OG0000927	Syaa.g_02267	Prbb.g_01985
OG0000928	Syaa.g_02266	Prbb.g_01986
OG0000929	Syaa.g_02265	Prbb.g_01987
OG0000930	Syaa.g_02264	Prbb.g_01988
OG0000931	Syaa.g_02263	Prbb.g_01989
OG0000932	Syaa.g_02262	Prbb.g_01990
OG0000933	Syaa.g_02256	Prbb.g_01994
OG0000934	Syaa.g_02254	Prbb.g_01996
OG0000935	Syaa.g_02253	Prbb.g_01997
OG0000936	Syaa.g_02252	Prbb.g_01998
OG0000937	Syaa.g_02251	Prbb.g_01999
OG0000938	Syaa.g_02248	Prbb.g_02002
OG0000939	Syaa.g_02247	Prbb.g_02003
OG0000940	Syaa.g_02240	Prbb.g_02010
OG0000941	Syaa.g_02238	Prbb.g_02012
OG0000942	Syaa.g_02236	Prbb.g_02014
OG0000943	Syaa.g_02235	Prbb.g_02015
OG0000944	Syaa.g_02233	Prbb.g_02017
OG0000945	Syaa.g_02231	Prbb.g_02018
OG0000946	Syaa.g_02225	Prbb.g_02024
OG0000947	Syaa.g_02222	Prbb.g_02026
OG0000948	Syaa.g_02221	Prbb.g_02027
OG0000949	Syaa.g_00172	Prbb.g_02030
OG0000950	Syaa.g_00159	Prbb.g_02035
OG0000951	Syaa.g_00153	Prbb.g_02039
OG0000952	Syaa.g_00149	Prbb.g_02043
OG0000953	Syaa.g_00143	Prbb.g_02047
OG0000954	Syaa.g_00138	Prbb.g_02051
OG0000955	Syaa.g_00137	Prbb.g_02052
OG0000956	Syaa.g_00135	Prbb.g_02054
OG0000957	Syaa.g_00125	Prbb.g_02059
OG0000958	Syaa.g_00124	Prbb.g_02060
OG0000959	Syaa.g_00120	Prbb.g_02064
OG0000960	Syaa.g_00119	Prbb.g_02065
OG0000961	Syaa.g_00106	Prbb.g_02068
OG0000962	Syaa.g_00102	Prbb.g_02070
OG0000963	Syaa.g_00097	Prbb.g_02075
OG0000964	Syaa.g_00096	Prbb.g_02076
OG0000965	Syaa.g_00095	Prbb.g_02077
OG0000966	Syaa.g_00083	Prbb.g_02099
OG0000967	Syaa.g_00074	Prbb.g_02103
OG0000968	Syaa.g_00078	Prbb.g_02105
OG0000969	Syaa.g_00077	Prbb.g_02106
OG0000970	Syaa.g_00076	Prbb.g_02107
OG0000971	Syaa.g_00069	Prbb.g_02108
OG0000972	Syaa.g_00068	Prbb.g_02109
OG0000973	Syaa.g_00067	Prbb.g_02110
OG0000974	Syaa.g_00066	Prbb.g_02111
OG0000975	Syaa.g_00065	Prbb.g_02112
OG0000976	Syaa.g_00064	Prbb.g_02113
OG0000977	Syaa.g_00062	Prbb.g_02114
OG0000978	Syaa.g_00061	Prbb.g_02115
OG0000979	Syaa.g_00058	Prbb.g_02118
OG0000980	Syaa.g_00055	Prbb.g_02120
OG0000981	Syaa.g_00052	Prbb.g_02123
OG0000982	Syaa.g_02593	Prbb.g_02125
OG0000983	Syaa.g_02594	Prbb.g_02126
OG0000984	Syaa.g_02595	Prbb.g_02127
OG0000985	Syaa.g_02597	Prbb.g_02130
OG0000986	Syaa.g_02601	Prbb.g_02132
OG0000987	Syaa.g_02603	Prbb.g_02133
OG0000988	Syaa.g_02608	Prbb.g_02136
OG0000989	Syaa.g_02616	Prbb.g_02140
OG0000990	Syaa.g_02647	Prbb.g_02145
OG0000991	Syaa.g_02650	Prbb.g_02146
OG0000992	Syaa.g_02653	Prbb.g_02149
OG0000993	Syaa.g_02654	Prbb.g_02150
OG0000994	Syaa.g_02657	Prbb.g_02151
OG0000995	Syaa.g_02662	Prbb.g_02155
OG0000996	Syaa.g_02705	Prbb.g_02156
OG0000997	Syaa.g_02725	Prbb.g_02164
OG0000998	Syaa.g_02727	Prbb.g_02166
OG0000999	Syaa.g_02728	Prbb.g_02167
OG0001000	Syaa.g_02732	Prbb.g_02170
OG0001001	Syaa.g_02738	Prbb.g_02173
OG0001002	Syaa.g_02745	Prbb.g_02178
OG0001003	Syaa.g_02747	Prbb.g_02180
OG0001004	Syaa.g_02748	Prbb.g_02181
OG0001005	Syaa.g_02749	Prbb.g_02182
OG0001006	Syaa.g_02756	Prbb.g_02187
OG0001007	Syaa.g_02758	Prbb.g_02189
OG0001008	Syaa.g_00704	Prbb.g_00442
OG0001009	Syaa.g_00034	Prbb.g_00028
OG0001010	Syaa.g_00035	Prbb.g_00029
OG0001011	Syaa.g_00037	Prbb.g_00030
OG0001012	Syaa.g_02589	Prbb.g_00058
OG0001013	Syaa.g_02576	Prbb.g_00063
OG0001014	Syaa.g_02572	Prbb.g_00066
OG0001015	Syaa.g_02571	Prbb.g_00067
OG0001016	Syaa.g_00348	Prbb.g_00128
OG0001017	Syaa.g_00342	Prbb.g_00132
OG0001018	Syaa.g_00340	Prbb.g_00135
OG0001019	Syaa.g_00323	Prbb.g_00144
OG0001020	Syaa.g_02355	Prbb.g_00145
OG0001021	Syaa.g_02359	Prbb.g_00146
OG0001022	Syaa.g_02365	Prbb.g_00149
OG0001023	Syaa.g_02366	Prbb.g_00150
OG0001024	Syaa.g_02370	Prbb.g_00153
OG0001025	Syaa.g_02377	Prbb.g_00160
OG0001026	Syaa.g_02390	Prbb.g_00168
OG0001027	Syaa.g_02397	Prbb.g_00169
OG0001028	Syaa.g_02399	Prbb.g_00171
OG0001029	Syaa.g_02401	Prbb.g_00173
OG0001030	Syaa.g_02422	Prbb.g_00189
OG0001031	Syaa.g_02500	Prbb.g_00243
OG0001032	Syaa.g_02502	Prbb.g_00244
OG0001033	Syaa.g_02539	Prbb.g_00264
OG0001034	Syaa.g_02108	Prbb.g_00293
OG0001035	Syaa.g_00298	Prbb.g_00310
OG0001036	Syaa.g_00293	Prbb.g_00314
OG0001037	Syaa.g_00291	Prbb.g_00315
OG0001038	Syaa.g_00264	Prbb.g_00331
OG0001040	Syaa.g_00258	Prbb.g_00335
OG0001041	Syaa.g_00253	Prbb.g_00339
OG0001042	Syaa.g_00227	Prbb.g_00355
OG0001043	Syaa.g_00223	Prbb.g_00356
OG0001044	Syaa.g_02183	Prbb.g_00393
OG0001045	Syaa.g_02170	Prbb.g_00402
OG0001046	Syaa.g_01332	Prbb.g_01124
OG0001047	Syaa.g_00706	Prbb.g_00444
OG0001048	Syaa.g_00707	Prbb.g_00445
OG0001049	Syaa.g_00710	Prbb.g_00447
OG0001050	Syaa.g_00711	Prbb.g_00448
OG0001051	Syaa.g_00712	Prbb.g_00449
OG0001052	Syaa.g_01846	Prbb.g_00475
OG0001053	Syaa.g_02048	Prbb.g_00488
OG0001054	Syaa.g_02031	Prbb.g_00502
OG0001055	Syaa.g_02010	Prbb.g_00521
OG0001056	Syaa.g_01975	Prbb.g_00539
OG0001057	Syaa.g_01966	Prbb.g_00544
OG0001058	Syaa.g_01951	Prbb.g_00553
OG0001059	Syaa.g_01947	Prbb.g_00557
OG0001060	Syaa.g_01941	Prbb.g_00564
OG0001061	Syaa.g_01919	Prbb.g_00577
OG0001062	Syaa.g_01917	Prbb.g_00579
OG0001063	Syaa.g_01912	Prbb.g_00580
OG0001064	Syaa.g_01911	Prbb.g_00581
OG0001065	Syaa.g_01910	Prbb.g_00582
OG0001066	Syaa.g_01909	Prbb.g_00583
OG0001067	Syaa.g_01908	Prbb.g_00584
OG0001068	Syaa.g_01907	Prbb.g_00585
OG0001069	Syaa.g_01906	Prbb.g_00586
