Orthogroup	Syaa	Syam
OG0000545	Syaa.g_02016	Syam.g_00618
OG0000546	Syaa.g_02014	Syam.g_00620
OG0000547	Syaa.g_02012	Syam.g_00622
OG0000548	Syaa.g_02011	Syam.g_00623
OG0000549	Syaa.g_02003	Syam.g_00630
OG0000550	Syaa.g_01998	Syam.g_00635
OG0000551	Syaa.g_01993	Syam.g_00640
OG0000552	Syaa.g_01992	Syam.g_00641
OG0000553	Syaa.g_01990	Syam.g_00643
OG0000554	Syaa.g_01979	Syam.g_00652
OG0000555	Syaa.g_01961	Syam.g_00667
OG0000556	Syaa.g_01957	Syam.g_00670
OG0000557	Syaa.g_01955	Syam.g_00672
OG0000558	Syaa.g_01953	Syam.g_00675
OG0000559	Syaa.g_01949	Syam.g_00679
OG0000560	Syaa.g_01946	Syam.g_00682
OG0000561	Syaa.g_01945	Syam.g_00683
OG0000562	Syaa.g_01944	Syam.g_00684
OG0000563	Syaa.g_01943	Syam.g_00685
OG0000564	Syaa.g_01942	Syam.g_00686
OG0000565	Syaa.g_01939	Syam.g_00690
OG0000566	Syaa.g_01935	Syam.g_00694
OG0000567	Syaa.g_01931	Syam.g_00698
OG0000568	Syaa.g_01928	Syam.g_01751
OG0000569	Syaa.g_01925	Syam.g_01750
OG0000570	Syaa.g_01924	Syam.g_01749
OG0000571	Syaa.g_01920	Syam.g_01745
OG0000572	Syaa.g_01904	Syam.g_01729
OG0000573	Syaa.g_01896	Syam.g_01721
OG0000574	Syaa.g_01895	Syam.g_01720
OG0000575	Syaa.g_01891	Syam.g_01716
OG0000576	Syaa.g_01889	Syam.g_01714
OG0000577	Syaa.g_01888	Syam.g_01713
OG0000578	Syaa.g_01887	Syam.g_01712
OG0000579	Syaa.g_01886	Syam.g_01711
OG0000580	Syaa.g_01885	Syam.g_01710
OG0000581	Syaa.g_01879	Syam.g_01704
OG0000582	Syaa.g_01687	Syam.g_01513
OG0000583	Syaa.g_01686	Syam.g_01512
OG0000584	Syaa.g_01685	Syam.g_01511
OG0000585	Syaa.g_01683	Syam.g_01509
OG0000586	Syaa.g_01682	Syam.g_01508
OG0000587	Syaa.g_01680	Syam.g_01506
OG0000588	Syaa.g_01666	Syam.g_01498
OG0000589	Syaa.g_01662	Syam.g_01494
OG0000590	Syaa.g_01661	Syam.g_01493
OG0000591	Syaa.g_01653	Syam.g_01486
OG0000592	Syaa.g_01652	Syam.g_01485
OG0000593	Syaa.g_01638	Syam.g_01471
OG0000594	Syaa.g_01637	Syam.g_01470
OG0000595	Syaa.g_01636	Syam.g_01469
OG0000596	Syaa.g_01630	Syam.g_01465
OG0000597	Syaa.g_01627	Syam.g_01462
OG0000598	Syaa.g_01626	Syam.g_01461
OG0000599	Syaa.g_01623	Syam.g_01458
OG0000600	Syaa.g_01622	Syam.g_01457
OG0000601	Syaa.g_01621	Syam.g_01456
OG0000602	Syaa.g_01616	Syam.g_01451
OG0000603	Syaa.g_01615	Syam.g_01450
OG0000604	Syaa.g_01612	Syam.g_01447
OG0000605	Syaa.g_01447	Syam.g_01031
OG0000606	Syaa.g_01055	Syam.g_01387
OG0000607	Syaa.g_01058	Syam.g_01384
OG0000608	Syaa.g_01059	Syam.g_01383
OG0000609	Syaa.g_01061	Syam.g_01380
OG0000610	Syaa.g_01068	Syam.g_01373
OG0000611	Syaa.g_01071	Syam.g_01370
OG0000612	Syaa.g_01072	Syam.g_01369
OG0000613	Syaa.g_00199	Syam.g_00170
OG0000614	Syaa.g_00906	Syam.g_00801
OG0000615	Syaa.g_01113	Syam.g_01332
OG0000616	Syaa.g_02742	Syam.g_02430
OG0000617	Syaa.g_01244	Syam.g_01240
OG0000618	Syaa.g_01245	Syam.g_01239
OG0000619	Syaa.g_01246	Syam.g_01238
OG0000620	Syaa.g_01259	Syam.g_01233
OG0000621	Syaa.g_01260	Syam.g_01232
OG0000622	Syaa.g_01261	Syam.g_01231
OG0000623	Syaa.g_01262	Syam.g_01230
OG0000624	Syaa.g_01264	Syam.g_01228
OG0000625	Syaa.g_01265	Syam.g_01227
OG0000626	Syaa.g_01266	Syam.g_01226
OG0000627	Syaa.g_01414	Syam.g_01065
OG0000628	Syaa.g_01413	Syam.g_01067
OG0000629	Syaa.g_01410	Syam.g_01070
OG0000630	Syaa.g_01406	Syam.g_01074
OG0000631	Syaa.g_01400	Syam.g_01084
OG0000632	Syaa.g_01399	Syam.g_01085
OG0000633	Syaa.g_01397	Syam.g_01086
OG0000634	Syaa.g_01150	Syam.g_01294
OG0000635	Syaa.g_01151	Syam.g_01293
OG0000636	Syaa.g_01153	Syam.g_01291
OG0000637	Syaa.g_01155	Syam.g_01289
OG0000638	Syaa.g_01156	Syam.g_01288
OG0000639	Syaa.g_01157	Syam.g_01287
OG0000640	Syaa.g_01158	Syam.g_01286
OG0000641	Syaa.g_01162	Syam.g_01282
OG0000642	Syaa.g_01163	Syam.g_01281
OG0000643	Syaa.g_01165	Syam.g_01280
OG0000644	Syaa.g_01166	Syam.g_01279
OG0000645	Syaa.g_01184	Syam.g_01277
OG0000646	Syaa.g_01187	Syam.g_01274
OG0000647	Syaa.g_01189	Syam.g_01272
OG0000648	Syaa.g_01191	Syam.g_01269
OG0000649	Syaa.g_01192	Syam.g_01268
OG0000650	Syaa.g_01193	Syam.g_01267
OG0000651	Syaa.g_01194	Syam.g_01266
OG0000652	Syaa.g_01195	Syam.g_01265
OG0000653	Syaa.g_01197	Syam.g_01263
OG0000654	Syaa.g_01198	Syam.g_01262
OG0000655	Syaa.g_01199	Syam.g_01261
OG0000656	Syaa.g_01202	Syam.g_01258
OG0000657	Syaa.g_00838	Syam.g_00739
OG0000658	Syaa.g_00836	Syam.g_00735
OG0000659	Syaa.g_00835	Syam.g_00734
OG0000660	Syaa.g_00831	Syam.g_00730
OG0000661	Syaa.g_00829	Syam.g_00728
OG0000662	Syaa.g_00827	Syam.g_00726
OG0000663	Syaa.g_00824	Syam.g_00723
OG0000664	Syaa.g_00823	Syam.g_00722
OG0000665	Syaa.g_01442	Syam.g_02027
OG0000666	Syaa.g_01448	Syam.g_01030
OG0000668	Syaa.g_01300	Syam.g_01185
OG0000669	Syaa.g_01084	Syam.g_01358
OG0000670	Syaa.g_01087	Syam.g_00528
OG0000671	Syaa.g_01089	Syam.g_01354
OG0000672	Syaa.g_01092	Syam.g_01351
OG0000673	Syaa.g_01095	Syam.g_01348
OG0000674	Syaa.g_01097	Syam.g_01346
OG0000675	Syaa.g_01098	Syam.g_01345
OG0000676	Syaa.g_01100	Syam.g_01343
OG0000677	Syaa.g_01101	Syam.g_01342
OG0000678	Syaa.g_01106	Syam.g_01339
OG0000679	Syaa.g_01116	Syam.g_01323
OG0000680	Syaa.g_01117	Syam.g_01322
OG0000681	Syaa.g_01120	Syam.g_01319
OG0000682	Syaa.g_01121	Syam.g_01318
OG0000683	Syaa.g_01122	Syam.g_01317
OG0000684	Syaa.g_01132	Syam.g_01312
OG0000685	Syaa.g_01134	Syam.g_01310
OG0000686	Syaa.g_01135	Syam.g_01309
OG0000687	Syaa.g_01136	Syam.g_01308
OG0000688	Syaa.g_01140	Syam.g_01304
OG0000689	Syaa.g_01142	Syam.g_01302
OG0000690	Syaa.g_01143	Syam.g_01301
OG0000691	Syaa.g_01144	Syam.g_01300
OG0000692	Syaa.g_01145	Syam.g_01299
OG0000693	Syaa.g_01146	Syam.g_01298
OG0000694	Syaa.g_01147	Syam.g_01297
OG0000695	Syaa.g_01395	Syam.g_01088
OG0000696	Syaa.g_01394	Syam.g_01089
OG0000697	Syaa.g_01392	Syam.g_01091
OG0000698	Syaa.g_01389	Syam.g_01094
OG0000699	Syaa.g_01387	Syam.g_01096
OG0000700	Syaa.g_01386	Syam.g_01097
OG0000701	Syaa.g_01385	Syam.g_01098
OG0000702	Syaa.g_01376	Syam.g_01106
OG0000703	Syaa.g_01375	Syam.g_01107
OG0000704	Syaa.g_01373	Syam.g_01109
OG0000705	Syaa.g_01365	Syam.g_01116
OG0000706	Syaa.g_01364	Syam.g_01117
OG0000707	Syaa.g_01363	Syam.g_01118
OG0000708	Syaa.g_01360	Syam.g_01121
OG0000709	Syaa.g_01351	Syam.g_01131
OG0000710	Syaa.g_01348	Syam.g_01135
OG0000711	Syaa.g_01320	Syam.g_01165
OG0000712	Syaa.g_01318	Syam.g_01167
OG0000713	Syaa.g_01317	Syam.g_01168
OG0000714	Syaa.g_01315	Syam.g_01170
OG0000715	Syaa.g_01313	Syam.g_01172
OG0000716	Syaa.g_01309	Syam.g_01176
OG0000717	Syaa.g_01308	Syam.g_01177
OG0000718	Syaa.g_01304	Syam.g_01181
OG0000719	Syaa.g_01302	Syam.g_01183
OG0000720	Syaa.g_01289	Syam.g_01197
OG0000721	Syaa.g_01287	Syam.g_01199
OG0000722	Syaa.g_01286	Syam.g_01200
OG0000723	Syaa.g_01268	Syam.g_01224
OG0000724	Syaa.g_00872	Syam.g_00768
OG0000725	Syaa.g_00882	Syam.g_00777
OG0000726	Syaa.g_00883	Syam.g_00778
OG0000727	Syaa.g_00884	Syam.g_00779
OG0000728	Syaa.g_00886	Syam.g_00781
OG0000729	Syaa.g_00100	Syam.g_00105
OG0000730	Syaa.g_02185	Syam.g_00454
OG0000731	Syaa.g_02173	Syam.g_00466
OG0000732	Syaa.g_00054	Syam.g_00051
OG0000733	Syaa.g_02621	Syam.g_02339
OG0000734	Syaa.g_02388	Syam.g_02128
OG0000735	Syaa.g_00754	Syam.g_01810
OG0000736	Syaa.g_00755	Syam.g_01809
OG0000737	Syaa.g_00756	Syam.g_01808
OG0000738	Syaa.g_00761	Syam.g_01803
OG0000739	Syaa.g_00762	Syam.g_01802
OG0000740	Syaa.g_00763	Syam.g_01801
OG0000741	Syaa.g_00766	Syam.g_01798
OG0000742	Syaa.g_00769	Syam.g_01796
OG0000743	Syaa.g_00771	Syam.g_01794
OG0000744	Syaa.g_00772	Syam.g_01793
OG0000745	Syaa.g_00774	Syam.g_01791
OG0000746	Syaa.g_00776	Syam.g_01789
OG0000747	Syaa.g_00777	Syam.g_01788
OG0000748	Syaa.g_00787	Syam.g_01779
OG0000749	Syaa.g_00789	Syam.g_01776
OG0000750	Syaa.g_00790	Syam.g_01775
OG0000751	Syaa.g_00797	Syam.g_01770
OG0000752	Syaa.g_00799	Syam.g_01768
OG0000753	Syaa.g_00802	Syam.g_01765
OG0000754	Syaa.g_01025	Syam.g_00910
OG0000755	Syaa.g_01005	Syam.g_00900
OG0000756	Syaa.g_01004	Syam.g_00899
OG0000757	Syaa.g_00996	Syam.g_00891
OG0000758	Syaa.g_00995	Syam.g_00890
OG0000759	Syaa.g_00994	Syam.g_00889
OG0000760	Syaa.g_00993	Syam.g_00888
OG0000761	Syaa.g_00992	Syam.g_00886
OG0000762	Syaa.g_00988	Syam.g_00884
OG0000763	Syaa.g_00986	Syam.g_00882
OG0000764	Syaa.g_00985	Syam.g_00881
OG0000765	Syaa.g_00968	Syam.g_00864
OG0000766	Syaa.g_00967	Syam.g_00863
OG0000767	Syaa.g_00965	Syam.g_00861
OG0000768	Syaa.g_00964	Syam.g_00860
OG0000769	Syaa.g_00962	Syam.g_00858
OG0000770	Syaa.g_00959	Syam.g_00855
OG0000771	Syaa.g_00866	Syam.g_00762
OG0000772	Syaa.g_01526	Syam.g_01005
OG0000773	Syaa.g_00749	Syam.g_01816
OG0000774	Syaa.g_00745	Syam.g_01820
OG0000775	Syaa.g_00742	Syam.g_01823
OG0000776	Syaa.g_00741	Syam.g_01824
OG0000777	Syaa.g_00740	Syam.g_01825
OG0000778	Syaa.g_00739	Syam.g_01826
OG0000779	Syaa.g_00733	Syam.g_01832
OG0000780	Syaa.g_00730	Syam.g_01835
OG0000781	Syaa.g_00726	Syam.g_01839
OG0000782	Syaa.g_00725	Syam.g_01840
OG0000783	Syaa.g_00724	Syam.g_01841
OG0000784	Syaa.g_00723	Syam.g_01842
OG0000785	Syaa.g_00721	Syam.g_01844
OG0000786	Syaa.g_01875	Syam.g_01700
OG0000787	Syaa.g_01876	Syam.g_01701
OG0000788	Syaa.g_01620	Syam.g_01455
OG0000789	Syaa.g_01434	Syam.g_01044
OG0000790	Syaa.g_02064	Syam.g_00570
OG0000791	Syaa.g_02066	Syam.g_00568
OG0000792	Syaa.g_02067	Syam.g_00567
OG0000793	Syaa.g_02072	Syam.g_00562
OG0000794	Syaa.g_02073	Syam.g_00561
OG0000795	Syaa.g_02074	Syam.g_00560
OG0000796	Syaa.g_02078	Syam.g_00556
OG0000797	Syaa.g_02079	Syam.g_00555
OG0000798	Syaa.g_00265	Syam.g_00233
OG0000799	Syaa.g_01743	Syam.g_01585
OG0000800	Syaa.g_01747	Syam.g_01588
OG0000801	Syaa.g_01748	Syam.g_01589
OG0000802	Syaa.g_01753	Syam.g_01592
OG0000803	Syaa.g_01758	Syam.g_01597
OG0000804	Syaa.g_01761	Syam.g_01600
OG0000805	Syaa.g_01763	Syam.g_01602
OG0000806	Syaa.g_01765	Syam.g_01604
OG0000807	Syaa.g_01767	Syam.g_01606
OG0000808	Syaa.g_01768	Syam.g_01607
OG0000809	Syaa.g_01771	Syam.g_01610
OG0000810	Syaa.g_01772	Syam.g_01611
OG0000811	Syaa.g_01778	Syam.g_01616
OG0000812	Syaa.g_01780	Syam.g_01618
OG0000813	Syaa.g_01781	Syam.g_01619
OG0000814	Syaa.g_01783	Syam.g_01621
OG0000815	Syaa.g_01784	Syam.g_01622
OG0000816	Syaa.g_01785	Syam.g_01624
OG0000817	Syaa.g_01786	Syam.g_01625
OG0000818	Syaa.g_01792	Syam.g_01631
OG0000819	Syaa.g_01793	Syam.g_01632
OG0000820	Syaa.g_01794	Syam.g_01633
OG0000821	Syaa.g_01800	Syam.g_01639
OG0000822	Syaa.g_01802	Syam.g_01641
OG0000823	Syaa.g_01803	Syam.g_01642
OG0000824	Syaa.g_01807	Syam.g_01648
OG0000825	Syaa.g_01808	Syam.g_01649
OG0000826	Syaa.g_01809	Syam.g_01650
OG0000827	Syaa.g_01810	Syam.g_01651
OG0000828	Syaa.g_01813	Syam.g_01655
OG0000829	Syaa.g_01814	Syam.g_01656
OG0000830	Syaa.g_01815	Syam.g_01657
OG0000831	Syaa.g_01817	Syam.g_01659
OG0000832	Syaa.g_00627	Syam.g_01923
OG0000833	Syaa.g_00611	Syam.g_01932
OG0000834	Syaa.g_00608	Syam.g_01933
OG0000835	Syaa.g_00607	Syam.g_01934
OG0000836	Syaa.g_00603	Syam.g_01937
OG0000837	Syaa.g_00601	Syam.g_01938
OG0000838	Syaa.g_00597	Syam.g_01946
OG0000839	Syaa.g_00596	Syam.g_01947
OG0000840	Syaa.g_00595	Syam.g_01948
OG0000841	Syaa.g_00594	Syam.g_01949
OG0000842	Syaa.g_00593	Syam.g_01950
OG0000843	Syaa.g_00592	Syam.g_01951
OG0000844	Syaa.g_00590	Syam.g_01953
OG0000845	Syaa.g_00589	Syam.g_01954
OG0000846	Syaa.g_00588	Syam.g_01955
OG0000847	Syaa.g_00587	Syam.g_01956
OG0000848	Syaa.g_00585	Syam.g_01958
OG0000849	Syaa.g_00584	Syam.g_01959
OG0000850	Syaa.g_00582	Syam.g_01961
OG0000851	Syaa.g_00577	Syam.g_01966
OG0000852	Syaa.g_00576	Syam.g_01967
OG0000853	Syaa.g_00572	Syam.g_01971
OG0000854	Syaa.g_00570	Syam.g_01973
OG0000855	Syaa.g_00569	Syam.g_01974
OG0000856	Syaa.g_01650	Syam.g_01483
OG0000857	Syaa.g_01188	Syam.g_01273
OG0000858	Syaa.g_00563	Syam.g_01980
OG0000859	Syaa.g_00562	Syam.g_01981
OG0000860	Syaa.g_00549	Syam.g_01992
OG0000861	Syaa.g_00548	Syam.g_01993
OG0000862	Syaa.g_00547	Syam.g_01994
OG0000863	Syaa.g_00543	Syam.g_01996
OG0000864	Syaa.g_00542	Syam.g_01997
OG0000865	Syaa.g_00541	Syam.g_01998
OG0000866	Syaa.g_00540	Syam.g_01999
OG0000867	Syaa.g_00539	Syam.g_02000
OG0000868	Syaa.g_00536	Syam.g_02003
OG0000869	Syaa.g_00531	Syam.g_02007
OG0000870	Syaa.g_00526	Syam.g_02012
OG0000871	Syaa.g_00525	Syam.g_02013
OG0000872	Syaa.g_00511	Syam.g_02021
OG0000873	Syaa.g_00497	Syam.g_02024
OG0000874	Syaa.g_00519	Syam.g_02019
OG0000875	Syaa.g_00438	Syam.g_02026
OG0000876	Syaa.g_00682	Syam.g_01877
OG0000877	Syaa.g_00679	Syam.g_01882
OG0000878	Syaa.g_00678	Syam.g_01883
OG0000879	Syaa.g_00677	Syam.g_01884
OG0000880	Syaa.g_00676	Syam.g_01885
OG0000881	Syaa.g_00671	Syam.g_01891
OG0000882	Syaa.g_00666	Syam.g_01896
OG0000883	Syaa.g_00661	Syam.g_01898
OG0000884	Syaa.g_00659	Syam.g_01900
OG0000885	Syaa.g_00658	Syam.g_01901
OG0000886	Syaa.g_00657	Syam.g_01902
OG0000887	Syaa.g_00656	Syam.g_01903
OG0000888	Syaa.g_00654	Syam.g_01905
OG0000889	Syaa.g_00652	Syam.g_01907
OG0000890	Syaa.g_00644	Syam.g_01910
OG0000891	Syaa.g_00643	Syam.g_01911
OG0000892	Syaa.g_00640	Syam.g_01913
OG0000893	Syaa.g_02352	Syam.g_00287
OG0000894	Syaa.g_02349	Syam.g_00290
OG0000895	Syaa.g_02345	Syam.g_00294
OG0000896	Syaa.g_02344	Syam.g_00295
OG0000897	Syaa.g_02342	Syam.g_00297
OG0000898	Syaa.g_02341	Syam.g_00298
OG0000899	Syaa.g_02340	Syam.g_00299
OG0000900	Syaa.g_02339	Syam.g_00300
OG0000901	Syaa.g_02334	Syam.g_00305
OG0000902	Syaa.g_02332	Syam.g_00307
OG0000903	Syaa.g_02313	Syam.g_00322
OG0000904	Syaa.g_02318	Syam.g_00317
OG0000905	Syaa.g_02324	Syam.g_00312
OG0000906	Syaa.g_02327	Syam.g_00309
OG0000907	Syaa.g_02295	Syam.g_00324
OG0000908	Syaa.g_02292	Syam.g_00327
OG0000909	Syaa.g_02291	Syam.g_00328
OG0000910	Syaa.g_02290	Syam.g_00329
OG0000911	Syaa.g_02288	Syam.g_00331
OG0000912	Syaa.g_02287	Syam.g_00332
OG0000913	Syaa.g_02286	Syam.g_00333
OG0000914	Syaa.g_02285	Syam.g_00334
OG0000915	Syaa.g_02283	Syam.g_00336
OG0000916	Syaa.g_02282	Syam.g_00337
OG0000917	Syaa.g_02281	Syam.g_00338
OG0000918	Syaa.g_02280	Syam.g_00339
OG0000919	Syaa.g_02279	Syam.g_00340
OG0000920	Syaa.g_02278	Syam.g_00341
OG0000921	Syaa.g_02277	Syam.g_00342
OG0000922	Syaa.g_02276	Syam.g_00343
OG0000923	Syaa.g_02272	Syam.g_00347
OG0000924	Syaa.g_02271	Syam.g_00348
OG0000925	Syaa.g_02270	Syam.g_00349
OG0000926	Syaa.g_02269	Syam.g_00350
OG0000927	Syaa.g_02267	Syam.g_00352
OG0000928	Syaa.g_02266	Syam.g_00353
OG0000929	Syaa.g_02265	Syam.g_00354
OG0000930	Syaa.g_02264	Syam.g_00355
OG0000931	Syaa.g_02263	Syam.g_00356
OG0000932	Syaa.g_02262	Syam.g_00357
OG0000933	Syaa.g_02256	Syam.g_00363
OG0000934	Syaa.g_02254	Syam.g_00365
OG0000935	Syaa.g_02253	Syam.g_00366
OG0000936	Syaa.g_02252	Syam.g_00368
OG0000937	Syaa.g_02251	Syam.g_00369
OG0000938	Syaa.g_02248	Syam.g_00373
OG0000939	Syaa.g_02247	Syam.g_00374
OG0000940	Syaa.g_02240	Syam.g_00381
OG0000941	Syaa.g_02238	Syam.g_00383
OG0000942	Syaa.g_02236	Syam.g_00385
OG0000943	Syaa.g_02235	Syam.g_00386
OG0000944	Syaa.g_02233	Syam.g_00388
OG0000945	Syaa.g_02231	Syam.g_00390
OG0000946	Syaa.g_02225	Syam.g_00395
OG0000947	Syaa.g_02222	Syam.g_00398
OG0000948	Syaa.g_02221	Syam.g_00399
OG0000949	Syaa.g_00172	Syam.g_00159
OG0000950	Syaa.g_00159	Syam.g_00150
OG0000951	Syaa.g_00153	Syam.g_00145
OG0000952	Syaa.g_00149	Syam.g_00140
OG0000953	Syaa.g_00143	Syam.g_00136
OG0000954	Syaa.g_00138	Syam.g_00131
OG0000955	Syaa.g_00137	Syam.g_00130
OG0000956	Syaa.g_00135	Syam.g_00128
OG0000957	Syaa.g_00125	Syam.g_00117
OG0000958	Syaa.g_00124	Syam.g_00116
OG0000959	Syaa.g_00120	Syam.g_00112
OG0000960	Syaa.g_00119	Syam.g_00111
OG0000961	Syaa.g_00106	Syam.g_00108
OG0000962	Syaa.g_00102	Syam.g_00106
OG0000963	Syaa.g_00097	Syam.g_00101
OG0000964	Syaa.g_00096	Syam.g_00100
OG0000965	Syaa.g_00095	Syam.g_00099
OG0000966	Syaa.g_00083	Syam.g_00074
OG0000967	Syaa.g_00074	Syam.g_00069
OG0000968	Syaa.g_00078	Syam.g_00077
OG0000969	Syaa.g_00077	Syam.g_00072
OG0000970	Syaa.g_00076	Syam.g_00071
OG0000971	Syaa.g_00069	Syam.g_00066
OG0000972	Syaa.g_00068	Syam.g_00065
OG0000973	Syaa.g_00067	Syam.g_00064
OG0000974	Syaa.g_00066	Syam.g_00063
OG0000975	Syaa.g_00065	Syam.g_00062
OG0000976	Syaa.g_00064	Syam.g_00061
OG0000977	Syaa.g_00062	Syam.g_00059
OG0000978	Syaa.g_00061	Syam.g_00058
OG0000979	Syaa.g_00058	Syam.g_00055
OG0000980	Syaa.g_00055	Syam.g_00052
OG0000981	Syaa.g_00052	Syam.g_00049
OG0000982	Syaa.g_02593	Syam.g_02314
OG0000983	Syaa.g_02594	Syam.g_02315
OG0000984	Syaa.g_02595	Syam.g_02316
OG0000985	Syaa.g_02597	Syam.g_02318
OG0000986	Syaa.g_02601	Syam.g_02320
OG0000987	Syaa.g_02603	Syam.g_02322
OG0000988	Syaa.g_02608	Syam.g_02327
OG0000989	Syaa.g_02616	Syam.g_02334
OG0000990	Syaa.g_02647	Syam.g_02346
OG0000991	Syaa.g_02650	Syam.g_02348
OG0000992	Syaa.g_02653	Syam.g_02351
OG0000993	Syaa.g_02654	Syam.g_02352
OG0000994	Syaa.g_02657	Syam.g_02354
OG0000995	Syaa.g_02662	Syam.g_02359
OG0000996	Syaa.g_02705	Syam.g_02405
OG0000997	Syaa.g_02725	Syam.g_02416
OG0000998	Syaa.g_02727	Syam.g_02418
OG0000999	Syaa.g_02728	Syam.g_02419
OG0001000	Syaa.g_02732	Syam.g_02422
OG0001001	Syaa.g_02738	Syam.g_02427
OG0001002	Syaa.g_02745	Syam.g_02433
OG0001003	Syaa.g_02747	Syam.g_02434
OG0001004	Syaa.g_02748	Syam.g_02435
OG0001005	Syaa.g_02749	Syam.g_02436
OG0001006	Syaa.g_02756	Syam.g_02444
OG0001007	Syaa.g_02758	Syam.g_02446
OG0001008	Syaa.g_00704	Syam.g_01866
OG0001009	Syaa.g_00034	Syam.g_00032
OG0001010	Syaa.g_00035	Syam.g_00033
OG0001011	Syaa.g_00037	Syam.g_00034
OG0001012	Syaa.g_02589	Syam.g_02310
OG0001013	Syaa.g_02576	Syam.g_02296
OG0001014	Syaa.g_02572	Syam.g_02292
OG0001015	Syaa.g_02571	Syam.g_02291
OG0001016	Syaa.g_00348	Syam.g_02067
OG0001017	Syaa.g_00342	Syam.g_02073
OG0001018	Syaa.g_00340	Syam.g_02075
OG0001019	Syaa.g_00323	Syam.g_02093
OG0001020	Syaa.g_02355	Syam.g_02098
OG0001021	Syaa.g_02359	Syam.g_02102
OG0001022	Syaa.g_02365	Syam.g_02106
OG0001023	Syaa.g_02366	Syam.g_02107
OG0001024	Syaa.g_02370	Syam.g_02111
OG0001025	Syaa.g_02377	Syam.g_02118
OG0001026	Syaa.g_02390	Syam.g_02130
OG0001027	Syaa.g_02397	Syam.g_02135
OG0001028	Syaa.g_02399	Syam.g_02137
OG0001029	Syaa.g_02401	Syam.g_02139
OG0001030	Syaa.g_02422	Syam.g_02163
OG0001031	Syaa.g_02500	Syam.g_02239
OG0001032	Syaa.g_02502	Syam.g_02241
OG0001033	Syaa.g_02539	Syam.g_02265
OG0001034	Syaa.g_02108	Syam.g_00508
OG0001035	Syaa.g_00298	Syam.g_00265
OG0001036	Syaa.g_00293	Syam.g_00261
OG0001037	Syaa.g_00291	Syam.g_00259
OG0001038	Syaa.g_00264	Syam.g_00232
OG0001039	Syaa.g_00261	Syam.g_00229
OG0001040	Syaa.g_00258	Syam.g_00226
OG0001041	Syaa.g_00253	Syam.g_00221
OG0001042	Syaa.g_00227	Syam.g_00196
OG0001043	Syaa.g_00223	Syam.g_00192
OG0001044	Syaa.g_02183	Syam.g_00456
OG0001045	Syaa.g_02170	Syam.g_00469
OG0001046	Syaa.g_01332	Syam.g_01151
OG0001047	Syaa.g_00706	Syam.g_01864
OG0001048	Syaa.g_00707	Syam.g_01863
OG0001049	Syaa.g_00710	Syam.g_01855
OG0001050	Syaa.g_00711	Syam.g_01854
OG0001051	Syaa.g_00712	Syam.g_01853
OG0001052	Syaa.g_01846	Syam.g_01672
OG0001053	Syaa.g_02048	Syam.g_00586
OG0001054	Syaa.g_02031	Syam.g_00603
OG0001055	Syaa.g_02010	Syam.g_00624
OG0001056	Syaa.g_01975	Syam.g_00656
OG0001057	Syaa.g_01966	Syam.g_00664
OG0001058	Syaa.g_01951	Syam.g_00677
OG0001059	Syaa.g_01947	Syam.g_00681
OG0001060	Syaa.g_01941	Syam.g_00688
OG0001061	Syaa.g_01919	Syam.g_01744
OG0001062	Syaa.g_01917	Syam.g_01742
OG0001063	Syaa.g_01912	Syam.g_01737
OG0001064	Syaa.g_01911	Syam.g_01736
OG0001065	Syaa.g_01910	Syam.g_01735
OG0001066	Syaa.g_01909	Syam.g_01734
OG0001067	Syaa.g_01908	Syam.g_01733
OG0001068	Syaa.g_01907	Syam.g_01732
OG0001069	Syaa.g_01906	Syam.g_01731
OG0001070	Syaa.g_01903	Syam.g_01728
OG0001071	Syaa.g_01902	Syam.g_01727
OG0001072	Syaa.g_01898	Syam.g_01723
OG0001073	Syaa.g_01884	Syam.g_01709
OG0001074	Syaa.g_01678	Syam.g_01504
OG0001075	Syaa.g_01676	Syam.g_01502
OG0001076	Syaa.g_01659	Syam.g_01491
OG0001077	Syaa.g_01647	Syam.g_01480
OG0001078	Syaa.g_01632	Syam.g_01467
OG0001079	Syaa.g_01619	Syam.g_01454
OG0001080	Syaa.g_01443	Syam.g_01034
OG0001081	Syaa.g_01056	Syam.g_01386
OG0001082	Syaa.g_01057	Syam.g_01385
OG0001083	Syaa.g_01064	Syam.g_01377
OG0001084	Syaa.g_01065	Syam.g_01376
OG0001085	Syaa.g_01075	Syam.g_01366
OG0001086	Syaa.g_01077	Syam.g_01364
OG0001087	Syaa.g_00920	Syam.g_00813
OG0001088	Syaa.g_00916	Syam.g_00809
OG0001089	Syaa.g_00890	Syam.g_00785
OG0001090	Syaa.g_01237	Syam.g_01246
OG0001091	Syaa.g_01239	Syam.g_01244
OG0001092	Syaa.g_01242	Syam.g_01242
OG0001093	Syaa.g_01248	Syam.g_01236
OG0001094	Syaa.g_01148	Syam.g_01296
OG0001095	Syaa.g_01185	Syam.g_01276
OG0001096	Syaa.g_01200	Syam.g_01260
OG0001097	Syaa.g_00828	Syam.g_00727
OG0001098	Syaa.g_01441	Syam.g_01037
OG0001099	Syaa.g_02400	Syam.g_02138
OG0001100	Syaa.g_01086	Syam.g_01356
OG0001101	Syaa.g_01088	Syam.g_01355
OG0001103	Syaa.g_01093	Syam.g_01350
OG0001104	Syaa.g_01133	Syam.g_01311
OG0001105	Syaa.g_01137	Syam.g_01307
