Orthogroup	Prbi	Prbj
OG0000552	Prbi.g_00631	Prbj.g_02565
OG0000553	Prbi.g_00632	Prbj.g_02566
OG0000554	Prbi.g_00634	Prbj.g_02568
OG0000555	Prbi.g_00635	Prbj.g_02569
OG0000556	Prbi.g_00636	Prbj.g_02570
OG0000557	Prbi.g_00637	Prbj.g_02571
OG0000558	Prbi.g_00638	Prbj.g_02573
OG0000559	Prbi.g_00639	Prbj.g_02574
OG0000560	Prbi.g_00641	Prbj.g_02576
OG0000561	Prbi.g_00642	Prbj.g_02577
OG0000562	Prbi.g_00643	Prbj.g_02579
OG0000563	Prbi.g_00644	Prbj.g_02580
OG0000564	Prbi.g_00645	Prbj.g_02581
OG0000565	Prbi.g_00646	Prbj.g_02589
OG0000566	Prbi.g_00647	Prbj.g_02590
OG0000567	Prbi.g_00648	Prbj.g_02591
OG0000568	Prbi.g_00649	Prbj.g_02592
OG0000569	Prbi.g_00650	Prbj.g_02593
OG0000570	Prbi.g_00651	Prbj.g_02596
OG0000571	Prbi.g_00652	Prbj.g_02597
OG0000572	Prbi.g_00653	Prbj.g_02598
OG0000573	Prbi.g_00656	Prbj.g_00794
OG0000574	Prbi.g_00657	Prbj.g_00803
OG0000575	Prbi.g_00658	Prbj.g_00804
OG0000576	Prbi.g_00659	Prbj.g_00805
OG0000577	Prbi.g_00660	Prbj.g_00806
OG0000578	Prbi.g_00661	Prbj.g_00807
OG0000579	Prbi.g_00662	Prbj.g_00809
OG0000580	Prbi.g_00663	Prbj.g_00812
OG0000581	Prbi.g_00664	Prbj.g_00813
OG0000582	Prbi.g_00665	Prbj.g_00815
OG0000583	Prbi.g_00666	Prbj.g_00816
OG0000584	Prbi.g_00667	Prbj.g_00818
OG0000585	Prbi.g_00668	Prbj.g_00819
OG0000586	Prbi.g_00670	Prbj.g_00821
OG0000587	Prbi.g_00671	Prbj.g_00822
OG0000588	Prbi.g_00673	Prbj.g_00825
OG0000589	Prbi.g_00674	Prbj.g_02707
OG0000590	Prbi.g_00676	Prbj.g_01466
OG0000591	Prbi.g_00682	Prbj.g_00184
OG0000592	Prbi.g_00683	Prbj.g_00760
OG0000593	Prbi.g_00684	Prbj.g_00248
OG0000594	Prbi.g_00686	Prbj.g_02453
OG0000595	Prbi.g_00687	Prbj.g_02636
OG0000596	Prbi.g_00688	Prbj.g_00943
OG0000597	Prbi.g_00690	Prbj.g_00921
OG0000598	Prbi.g_00691	Prbj.g_00927
OG0000599	Prbi.g_00692	Prbj.g_00931
OG0000600	Prbi.g_00693	Prbj.g_00932
OG0000601	Prbi.g_00695	Prbj.g_00946
OG0000602	Prbi.g_00696	Prbj.g_00947
OG0000603	Prbi.g_00697	Prbj.g_00948
OG0000604	Prbi.g_00698	Prbj.g_00754
OG0000605	Prbi.g_00699	Prbj.g_00755
OG0000606	Prbi.g_00700	Prbj.g_00757
OG0000607	Prbi.g_00703	Prbj.g_00759
OG0000608	Prbi.g_00704	Prbj.g_02373
OG0000609	Prbi.g_00708	Prbj.g_02057
OG0000610	Prbi.g_00709	Prbj.g_00168
OG0000611	Prbi.g_00746	Prbj.g_02180
OG0000612	Prbi.g_00747	Prbj.g_02181
OG0000613	Prbi.g_00748	Prbj.g_02182
OG0000614	Prbi.g_00749	Prbj.g_02183
OG0000615	Prbi.g_00751	Prbj.g_02184
OG0000616	Prbi.g_00752	Prbj.g_02185
OG0000617	Prbi.g_00753	Prbj.g_02186
OG0000618	Prbi.g_00754	Prbj.g_02187
OG0000619	Prbi.g_00755	Prbj.g_02189
OG0000620	Prbi.g_00756	Prbj.g_02190
OG0000621	Prbi.g_00757	Prbj.g_02191
OG0000622	Prbi.g_00758	Prbj.g_02192
OG0000623	Prbi.g_00759	Prbj.g_02193
OG0000624	Prbi.g_00760	Prbj.g_02194
OG0000625	Prbi.g_00761	Prbj.g_02195
OG0000626	Prbi.g_00762	Prbj.g_02196
OG0000627	Prbi.g_00763	Prbj.g_02320
OG0000628	Prbi.g_00764	Prbj.g_02319
OG0000629	Prbi.g_00765	Prbj.g_02316
OG0000630	Prbi.g_00766	Prbj.g_02315
OG0000631	Prbi.g_00768	Prbj.g_02312
OG0000632	Prbi.g_00788	Prbj.g_00773
OG0000633	Prbi.g_00792	Prbj.g_01884
OG0000634	Prbi.g_00807	Prbj.g_01607
OG0000635	Prbi.g_00811	Prbj.g_02276
OG0000636	Prbi.g_00812	Prbj.g_02277
OG0000637	Prbi.g_00813	Prbj.g_02278
OG0000638	Prbi.g_00825	Prbj.g_00347
OG0000639	Prbi.g_00834	Prbj.g_01337
OG0000640	Prbi.g_00835	Prbj.g_02311
OG0000641	Prbi.g_00838	Prbj.g_02306
OG0000642	Prbi.g_00839	Prbj.g_02305
OG0000643	Prbi.g_00840	Prbj.g_02304
OG0000644	Prbi.g_00841	Prbj.g_02406
OG0000645	Prbi.g_00842	Prbj.g_02407
OG0000646	Prbi.g_00843	Prbj.g_02408
OG0000647	Prbi.g_00844	Prbj.g_02409
OG0000648	Prbi.g_00846	Prbj.g_02411
OG0000649	Prbi.g_00847	Prbj.g_02412
OG0000650	Prbi.g_00848	Prbj.g_02413
OG0000651	Prbi.g_00849	Prbj.g_02414
OG0000652	Prbi.g_00850	Prbj.g_02415
OG0000653	Prbi.g_00851	Prbj.g_02416
OG0000654	Prbi.g_00853	Prbj.g_02418
OG0000655	Prbi.g_00855	Prbj.g_02420
OG0000656	Prbi.g_00856	Prbj.g_02421
OG0000657	Prbi.g_00857	Prbj.g_02422
OG0000658	Prbi.g_00858	Prbj.g_02423
OG0000659	Prbi.g_00859	Prbj.g_02424
OG0000660	Prbi.g_00860	Prbj.g_02425
OG0000661	Prbi.g_00861	Prbj.g_02427
OG0000662	Prbi.g_00862	Prbj.g_02430
OG0000663	Prbi.g_00863	Prbj.g_02431
OG0000664	Prbi.g_00864	Prbj.g_02432
OG0000665	Prbi.g_00865	Prbj.g_02433
OG0000666	Prbi.g_00866	Prbj.g_02434
OG0000667	Prbi.g_00867	Prbj.g_02435
OG0000668	Prbi.g_00868	Prbj.g_02436
OG0000669	Prbi.g_00870	Prbj.g_02438
OG0000670	Prbi.g_00871	Prbj.g_02439
OG0000671	Prbi.g_00872	Prbj.g_02440
OG0000672	Prbi.g_00873	Prbj.g_02441
OG0000673	Prbi.g_00874	Prbj.g_02442
OG0000674	Prbi.g_00875	Prbj.g_02443
OG0000675	Prbi.g_00877	Prbj.g_02470
OG0000676	Prbi.g_00878	Prbj.g_02471
OG0000677	Prbi.g_00881	Prbj.g_02474
OG0000678	Prbi.g_00883	Prbj.g_02476
OG0000679	Prbi.g_00884	Prbj.g_02478
OG0000680	Prbi.g_00885	Prbj.g_02479
OG0000681	Prbi.g_00886	Prbj.g_02480
OG0000682	Prbi.g_00887	Prbj.g_02481
OG0000683	Prbi.g_00889	Prbj.g_02483
OG0000684	Prbi.g_00890	Prbj.g_02484
OG0000685	Prbi.g_00891	Prbj.g_02485
OG0000686	Prbi.g_00892	Prbj.g_02486
OG0000687	Prbi.g_00893	Prbj.g_02487
OG0000688	Prbi.g_00894	Prbj.g_02488
OG0000689	Prbi.g_00895	Prbj.g_02490
OG0000690	Prbi.g_00896	Prbj.g_02491
OG0000691	Prbi.g_00897	Prbj.g_02492
OG0000692	Prbi.g_00899	Prbj.g_02503
OG0000693	Prbi.g_00900	Prbj.g_02504
OG0000694	Prbi.g_00901	Prbj.g_02507
OG0000695	Prbi.g_00902	Prbj.g_02511
OG0000696	Prbi.g_00903	Prbj.g_02512
OG0000697	Prbi.g_00905	Prbj.g_02514
OG0000698	Prbi.g_00907	Prbj.g_02323
OG0000699	Prbi.g_00908	Prbj.g_02199
OG0000700	Prbi.g_00934	Prbj.g_02215
OG0000701	Prbi.g_00939	Prbj.g_01553
OG0000702	Prbi.g_00942	Prbj.g_02523
OG0000703	Prbi.g_00943	Prbj.g_02333
OG0000704	Prbi.g_00944	Prbj.g_00044
OG0000705	Prbi.g_00945	Prbj.g_02334
OG0000706	Prbi.g_00946	Prbj.g_02335
OG0000707	Prbi.g_00948	Prbj.g_02337
OG0000708	Prbi.g_00949	Prbj.g_02338
OG0000709	Prbi.g_00951	Prbj.g_02340
OG0000710	Prbi.g_00952	Prbj.g_02341
OG0000711	Prbi.g_00953	Prbj.g_02342
OG0000712	Prbi.g_00954	Prbj.g_02343
OG0000713	Prbi.g_00955	Prbj.g_02344
OG0000714	Prbi.g_00957	Prbj.g_02352
OG0000715	Prbi.g_00958	Prbj.g_02354
OG0000716	Prbi.g_00960	Prbj.g_02359
OG0000717	Prbi.g_00961	Prbj.g_02361
OG0000718	Prbi.g_00962	Prbj.g_02364
OG0000719	Prbi.g_00964	Prbj.g_02379
OG0000720	Prbi.g_00965	Prbj.g_02380
OG0000721	Prbi.g_00968	Prbj.g_02382
OG0000722	Prbi.g_00969	Prbj.g_02383
OG0000723	Prbi.g_00970	Prbj.g_02384
OG0000724	Prbi.g_00971	Prbj.g_02397
OG0000725	Prbi.g_00972	Prbj.g_02396
OG0000726	Prbi.g_00973	Prbj.g_02395
OG0000727	Prbi.g_00974	Prbj.g_02394
OG0000728	Prbi.g_00975	Prbj.g_02393
OG0000729	Prbi.g_00976	Prbj.g_02391
OG0000730	Prbi.g_00977	Prbj.g_02388
OG0000731	Prbi.g_00978	Prbj.g_02399
OG0000732	Prbi.g_00979	Prbj.g_02400
OG0000733	Prbi.g_00980	Prbj.g_02401
OG0000734	Prbi.g_00981	Prbj.g_02402
OG0000735	Prbi.g_00983	Prbj.g_02403
OG0000736	Prbi.g_00984	Prbj.g_02404
OG0000737	Prbi.g_00985	Prbj.g_02405
OG0000738	Prbi.g_00986	Prbj.g_02303
OG0000739	Prbi.g_00987	Prbj.g_02302
OG0000740	Prbi.g_00988	Prbj.g_02301
OG0000741	Prbi.g_00989	Prbj.g_02299
OG0000742	Prbi.g_00991	Prbj.g_02297
OG0000743	Prbi.g_00992	Prbj.g_02296
OG0000744	Prbi.g_00993	Prbj.g_02294
OG0000745	Prbi.g_00994	Prbj.g_02293
OG0000746	Prbi.g_00995	Prbj.g_02292
OG0000747	Prbi.g_00996	Prbj.g_00694
OG0000748	Prbi.g_00997	Prbj.g_02284
OG0000749	Prbi.g_00998	Prbj.g_02283
OG0000750	Prbi.g_00999	Prbj.g_02281
OG0000751	Prbi.g_01000	Prbj.g_02280
OG0000752	Prbi.g_01001	Prbj.g_01984
OG0000753	Prbi.g_01003	Prbj.g_02275
OG0000754	Prbi.g_01004	Prbj.g_02274
OG0000755	Prbi.g_01005	Prbj.g_02273
OG0000756	Prbi.g_01006	Prbj.g_02271
OG0000757	Prbi.g_01007	Prbj.g_02270
OG0000758	Prbi.g_01008	Prbj.g_02269
OG0000759	Prbi.g_01010	Prbj.g_02264
OG0000760	Prbi.g_01011	Prbj.g_02263
OG0000761	Prbi.g_01012	Prbj.g_02261
OG0000762	Prbi.g_01014	Prbj.g_02259
OG0000763	Prbi.g_01015	Prbj.g_02257
OG0000764	Prbi.g_01016	Prbj.g_02255
OG0000765	Prbi.g_01017	Prbj.g_02254
OG0000766	Prbi.g_01018	Prbj.g_02253
OG0000767	Prbi.g_01020	Prbj.g_02251
OG0000768	Prbi.g_01021	Prbj.g_02250
OG0000769	Prbi.g_01022	Prbj.g_02249
OG0000770	Prbi.g_01023	Prbj.g_02248
OG0000771	Prbi.g_01024	Prbj.g_02247
OG0000772	Prbi.g_01025	Prbj.g_00722
OG0000773	Prbi.g_01026	Prbj.g_02245
OG0000774	Prbi.g_01027	Prbj.g_02243
OG0000775	Prbi.g_01028	Prbj.g_02241
OG0000776	Prbi.g_01030	Prbj.g_02237
OG0000777	Prbi.g_01032	Prbj.g_02236
OG0000778	Prbi.g_01033	Prbj.g_02235
OG0000779	Prbi.g_01034	Prbj.g_02231
OG0000780	Prbi.g_01036	Prbj.g_02229
OG0000781	Prbi.g_01038	Prbj.g_02225
OG0000782	Prbi.g_01039	Prbj.g_02224
OG0000783	Prbi.g_01055	Prbj.g_02219
OG0000784	Prbi.g_01057	Prbj.g_02217
OG0000785	Prbi.g_01058	Prbj.g_02216
OG0000786	Prbi.g_01059	Prbj.g_02214
OG0000787	Prbi.g_01060	Prbj.g_02213
OG0000788	Prbi.g_01064	Prbj.g_02207
OG0000789	Prbi.g_01066	Prbj.g_02204
OG0000790	Prbi.g_01067	Prbj.g_01985
OG0000791	Prbi.g_01068	Prbj.g_02203
OG0000792	Prbi.g_01069	Prbj.g_02202
OG0000793	Prbi.g_01070	Prbj.g_02201
OG0000794	Prbi.g_01072	Prbj.g_02198
OG0000795	Prbi.g_01075	Prbj.g_01850
OG0000796	Prbi.g_01076	Prbj.g_01849
OG0000797	Prbi.g_01078	Prbj.g_01846
OG0000798	Prbi.g_01079	Prbj.g_01845
OG0000799	Prbi.g_01080	Prbj.g_01844
OG0000800	Prbi.g_01081	Prbj.g_01843
OG0000801	Prbi.g_01084	Prbj.g_01840
OG0000802	Prbi.g_01085	Prbj.g_01839
OG0000803	Prbi.g_01087	Prbj.g_01836
OG0000804	Prbi.g_01088	Prbj.g_01835
OG0000805	Prbi.g_01089	Prbj.g_01834
OG0000806	Prbi.g_01091	Prbj.g_01833
OG0000807	Prbi.g_01117	Prbj.g_02687
OG0000808	Prbi.g_01127	Prbj.g_02537
OG0000809	Prbi.g_01130	Prbj.g_01669
OG0000810	Prbi.g_01131	Prbj.g_00696
OG0000811	Prbi.g_01138	Prbj.g_01289
OG0000812	Prbi.g_01142	Prbj.g_00343
OG0000813	Prbi.g_01146	Prbj.g_00333
OG0000814	Prbi.g_01148	Prbj.g_00634
OG0000815	Prbi.g_01161	Prbj.g_02555
OG0000816	Prbi.g_01175	Prbj.g_01997
OG0000817	Prbi.g_01176	Prbj.g_01991
OG0000818	Prbi.g_01181	Prbj.g_01336
OG0000819	Prbi.g_01188	Prbj.g_00641
OG0000820	Prbi.g_01192	Prbj.g_00627
OG0000821	Prbi.g_01194	Prbj.g_00953
OG0000822	Prbi.g_01195	Prbj.g_00954
OG0000823	Prbi.g_01196	Prbj.g_00955
OG0000824	Prbi.g_01197	Prbj.g_00956
OG0000825	Prbi.g_01198	Prbj.g_00958
OG0000826	Prbi.g_01199	Prbj.g_00959
OG0000827	Prbi.g_01200	Prbj.g_00962
OG0000828	Prbi.g_01201	Prbj.g_00964
OG0000829	Prbi.g_01202	Prbj.g_00965
OG0000830	Prbi.g_01203	Prbj.g_00968
OG0000831	Prbi.g_01206	Prbj.g_00970
OG0000832	Prbi.g_01208	Prbj.g_00972
OG0000833	Prbi.g_01209	Prbj.g_00973
OG0000834	Prbi.g_01210	Prbj.g_00846
OG0000835	Prbi.g_01211	Prbj.g_00845
OG0000836	Prbi.g_01212	Prbj.g_00844
OG0000837	Prbi.g_01214	Prbj.g_00834
OG0000838	Prbi.g_01215	Prbj.g_00832
OG0000839	Prbi.g_01216	Prbj.g_00831
OG0000840	Prbi.g_01217	Prbj.g_00830
OG0000841	Prbi.g_01218	Prbj.g_00829
OG0000842	Prbi.g_01219	Prbj.g_00304
OG0000843	Prbi.g_01220	Prbj.g_00305
OG0000844	Prbi.g_01221	Prbj.g_00307
OG0000845	Prbi.g_01222	Prbj.g_00308
OG0000846	Prbi.g_01225	Prbj.g_00311
OG0000847	Prbi.g_01227	Prbj.g_00312
OG0000848	Prbi.g_01228	Prbj.g_01910
OG0000849	Prbi.g_01229	Prbj.g_01913
OG0000850	Prbi.g_01230	Prbj.g_01914
OG0000851	Prbi.g_01231	Prbj.g_00002
OG0000852	Prbi.g_01233	Prbj.g_00004
OG0000853	Prbi.g_01234	Prbj.g_00006
OG0000854	Prbi.g_01236	Prbj.g_00008
OG0000855	Prbi.g_01237	Prbj.g_00009
OG0000856	Prbi.g_01238	Prbj.g_00010
OG0000857	Prbi.g_01239	Prbj.g_00011
OG0000858	Prbi.g_01240	Prbj.g_00012
OG0000859	Prbi.g_01241	Prbj.g_00013
OG0000860	Prbi.g_01242	Prbj.g_00014
OG0000861	Prbi.g_01243	Prbj.g_01908
OG0000862	Prbi.g_01244	Prbj.g_01907
OG0000863	Prbi.g_01245	Prbj.g_01906
OG0000864	Prbi.g_01246	Prbj.g_01905
OG0000865	Prbi.g_01247	Prbj.g_01903
OG0000866	Prbi.g_01248	Prbj.g_02152
OG0000867	Prbi.g_01249	Prbj.g_02153
OG0000868	Prbi.g_01250	Prbj.g_02155
OG0000869	Prbi.g_01252	Prbj.g_02158
OG0000870	Prbi.g_01253	Prbj.g_02159
OG0000871	Prbi.g_01255	Prbj.g_02163
OG0000872	Prbi.g_01256	Prbj.g_02164
OG0000873	Prbi.g_01258	Prbj.g_02166
OG0000874	Prbi.g_01259	Prbj.g_02167
OG0000875	Prbi.g_01260	Prbj.g_00314
OG0000876	Prbi.g_01261	Prbj.g_00313
OG0000877	Prbi.g_01263	Prbj.g_00019
OG0000878	Prbi.g_01363	Prbj.g_01679
OG0000879	Prbi.g_01380	Prbj.g_00163
OG0000880	Prbi.g_01381	Prbj.g_00162
OG0000881	Prbi.g_01382	Prbj.g_00161
OG0000882	Prbi.g_01383	Prbj.g_01717
OG0000883	Prbi.g_01384	Prbj.g_01719
OG0000884	Prbi.g_01386	Prbj.g_01721
OG0000885	Prbi.g_01387	Prbj.g_01722
OG0000886	Prbi.g_01388	Prbj.g_01723
OG0000887	Prbi.g_01389	Prbj.g_01724
OG0000888	Prbi.g_01390	Prbj.g_01725
OG0000889	Prbi.g_01393	Prbj.g_01729
OG0000890	Prbi.g_01394	Prbj.g_01732
OG0000891	Prbi.g_01395	Prbj.g_01733
OG0000892	Prbi.g_01397	Prbj.g_01736
OG0000893	Prbi.g_01398	Prbj.g_01737
OG0000894	Prbi.g_01399	Prbj.g_01738
OG0000895	Prbi.g_01400	Prbj.g_01739
OG0000896	Prbi.g_01401	Prbj.g_01740
OG0000897	Prbi.g_01402	Prbj.g_01741
OG0000898	Prbi.g_01404	Prbj.g_01744
OG0000899	Prbi.g_01405	Prbj.g_01745
OG0000900	Prbi.g_01421	Prbj.g_00669
OG0000901	Prbi.g_01425	Prbj.g_00121
OG0000902	Prbi.g_01426	Prbj.g_00094
OG0000903	Prbi.g_01427	Prbj.g_02508
OG0000904	Prbi.g_01429	Prbj.g_00687
OG0000905	Prbi.g_01431	Prbj.g_01837
OG0000906	Prbi.g_01433	Prbj.g_02689
OG0000907	Prbi.g_01434	Prbj.g_02521
OG0000908	Prbi.g_01437	Prbj.g_00873
OG0000909	Prbi.g_01441	Prbj.g_01640
OG0000910	Prbi.g_01442	Prbj.g_01641
OG0000911	Prbi.g_01443	Prbj.g_01642
OG0000912	Prbi.g_01444	Prbj.g_01643
OG0000913	Prbi.g_01445	Prbj.g_01644
OG0000914	Prbi.g_01446	Prbj.g_01645
OG0000915	Prbi.g_01447	Prbj.g_01646
OG0000916	Prbi.g_01448	Prbj.g_01647
OG0000917	Prbi.g_01449	Prbj.g_01649
OG0000918	Prbi.g_01450	Prbj.g_01650
OG0000919	Prbi.g_01451	Prbj.g_01651
OG0000920	Prbi.g_01452	Prbj.g_01652
OG0000921	Prbi.g_01453	Prbj.g_01653
OG0000922	Prbi.g_01454	Prbj.g_01654
OG0000923	Prbi.g_01455	Prbj.g_01655
OG0000924	Prbi.g_01456	Prbj.g_01656
OG0000925	Prbi.g_01457	Prbj.g_01657
OG0000926	Prbi.g_01489	Prbj.g_01514
OG0000927	Prbi.g_01571	Prbj.g_01304
OG0000928	Prbi.g_01572	Prbj.g_01303
OG0000929	Prbi.g_01573	Prbj.g_01302
OG0000930	Prbi.g_01574	Prbj.g_01294
OG0000931	Prbi.g_01575	Prbj.g_01293
OG0000932	Prbi.g_01577	Prbj.g_01041
OG0000933	Prbi.g_01578	Prbj.g_01043
OG0000934	Prbi.g_01579	Prbj.g_01044
OG0000935	Prbi.g_01580	Prbj.g_01045
OG0000936	Prbi.g_01581	Prbj.g_01046
OG0000937	Prbi.g_01582	Prbj.g_01047
OG0000938	Prbi.g_01583	Prbj.g_01049
OG0000939	Prbi.g_01584	Prbj.g_01050
OG0000940	Prbi.g_01585	Prbj.g_01052
OG0000941	Prbi.g_01587	Prbj.g_01054
OG0000942	Prbi.g_01588	Prbj.g_01055
OG0000943	Prbi.g_01593	Prbj.g_01058
OG0000944	Prbi.g_01594	Prbj.g_01067
OG0000945	Prbi.g_01595	Prbj.g_01068
OG0000946	Prbi.g_01596	Prbj.g_01069
OG0000947	Prbi.g_01597	Prbj.g_01070
OG0000948	Prbi.g_01598	Prbj.g_01071
OG0000949	Prbi.g_01599	Prbj.g_01072
OG0000950	Prbi.g_01600	Prbj.g_01073
OG0000951	Prbi.g_01601	Prbj.g_01074
OG0000952	Prbi.g_01602	Prbj.g_01075
OG0000953	Prbi.g_01603	Prbj.g_01076
OG0000954	Prbi.g_01604	Prbj.g_01077
OG0000955	Prbi.g_01605	Prbj.g_01078
OG0000956	Prbi.g_01606	Prbj.g_01079
OG0000957	Prbi.g_01607	Prbj.g_01080
OG0000958	Prbi.g_01608	Prbj.g_00631
OG0000959	Prbi.g_01609	Prbj.g_00632
OG0000960	Prbi.g_01610	Prbj.g_00633
OG0000961	Prbi.g_01613	Prbj.g_00640
OG0000962	Prbi.g_01614	Prbj.g_00642
OG0000963	Prbi.g_01615	Prbj.g_00643
OG0000964	Prbi.g_01617	Prbj.g_00646
OG0000965	Prbi.g_01618	Prbj.g_00647
OG0000966	Prbi.g_01619	Prbj.g_00648
OG0000967	Prbi.g_01620	Prbj.g_00649
OG0000968	Prbi.g_01621	Prbj.g_00650
OG0000969	Prbi.g_01622	Prbj.g_00651
OG0000970	Prbi.g_01623	Prbj.g_00652
OG0000971	Prbi.g_01624	Prbj.g_00653
OG0000972	Prbi.g_01625	Prbj.g_00654
OG0000973	Prbi.g_01626	Prbj.g_00655
OG0000974	Prbi.g_01628	Prbj.g_00657
OG0000975	Prbi.g_01631	Prbj.g_00036
OG0000976	Prbi.g_01633	Prbj.g_01674
OG0000977	Prbi.g_01634	Prbj.g_01684
OG0000978	Prbi.g_01635	Prbj.g_01686
OG0000979	Prbi.g_01637	Prbj.g_01688
OG0000980	Prbi.g_01638	Prbj.g_01689
OG0000981	Prbi.g_01639	Prbj.g_02538
OG0000982	Prbi.g_01640	Prbj.g_01690
OG0000983	Prbi.g_01642	Prbj.g_01692
OG0000984	Prbi.g_01643	Prbj.g_01693
OG0000985	Prbi.g_01644	Prbj.g_01694
OG0000986	Prbi.g_01645	Prbj.g_01696
OG0000987	Prbi.g_01646	Prbj.g_01697
OG0000988	Prbi.g_01647	Prbj.g_01699
OG0000989	Prbi.g_01648	Prbj.g_01700
OG0000990	Prbi.g_01649	Prbj.g_01701
OG0000991	Prbi.g_01650	Prbj.g_01702
OG0000992	Prbi.g_01651	Prbj.g_01703
OG0000993	Prbi.g_01652	Prbj.g_01704
OG0000994	Prbi.g_01653	Prbj.g_01705
OG0000995	Prbi.g_01654	Prbj.g_01707
OG0000996	Prbi.g_01655	Prbj.g_01708
OG0000997	Prbi.g_01656	Prbj.g_01709
OG0000998	Prbi.g_01657	Prbj.g_01710
OG0000999	Prbi.g_01658	Prbj.g_01711
OG0001000	Prbi.g_01659	Prbj.g_01712
OG0001001	Prbi.g_01661	Prbj.g_01713
OG0001002	Prbi.g_01662	Prbj.g_00888
OG0001003	Prbi.g_01663	Prbj.g_00887
OG0001004	Prbi.g_01664	Prbj.g_00185
OG0001005	Prbi.g_01665	Prbj.g_00884
OG0001006	Prbi.g_01666	Prbj.g_00883
OG0001007	Prbi.g_01667	Prbj.g_00882
OG0001008	Prbi.g_01669	Prbj.g_00880
OG0001009	Prbi.g_01670	Prbj.g_00879
OG0001010	Prbi.g_01678	Prbj.g_02535
OG0001011	Prbi.g_01685	Prbj.g_02561
OG0001012	Prbi.g_01711	Prbj.g_02429
OG0001013	Prbi.g_01781	Prbj.g_00868
OG0001014	Prbi.g_01782	Prbj.g_00867
OG0001015	Prbi.g_01788	Prbj.g_00856
OG0001016	Prbi.g_01789	Prbj.g_00855
OG0001017	Prbi.g_01790	Prbj.g_00854
OG0001018	Prbi.g_01791	Prbj.g_00852
OG0001019	Prbi.g_01793	Prbj.g_00495
OG0001020	Prbi.g_01794	Prbj.g_00494
OG0001021	Prbi.g_01795	Prbj.g_00493
OG0001022	Prbi.g_01796	Prbj.g_00492
OG0001023	Prbi.g_01797	Prbj.g_00491
OG0001024	Prbi.g_01798	Prbj.g_00489
OG0001025	Prbi.g_01799	Prbj.g_00488
OG0001026	Prbi.g_01801	Prbj.g_00487
OG0001027	Prbi.g_01802	Prbj.g_00486
OG0001028	Prbi.g_01803	Prbj.g_00485
OG0001029	Prbi.g_01804	Prbj.g_00484
OG0001030	Prbi.g_01805	Prbj.g_00483
OG0001031	Prbi.g_01806	Prbj.g_00482
OG0001032	Prbi.g_01807	Prbj.g_00481
OG0001033	Prbi.g_01808	Prbj.g_00480
OG0001034	Prbi.g_01809	Prbj.g_00478
OG0001035	Prbi.g_01811	Prbj.g_00476
OG0001036	Prbi.g_01812	Prbj.g_00475
OG0001037	Prbi.g_01813	Prbj.g_00473
OG0001038	Prbi.g_01814	Prbj.g_00472
OG0001039	Prbi.g_01815	Prbj.g_00471
OG0001040	Prbi.g_01816	Prbj.g_00470
OG0001041	Prbi.g_01817	Prbj.g_00469
OG0001042	Prbi.g_01818	Prbj.g_00467
OG0001043	Prbi.g_01819	Prbj.g_00466
OG0001044	Prbi.g_01820	Prbj.g_00465
OG0001045	Prbi.g_01821	Prbj.g_00464
OG0001046	Prbi.g_01822	Prbj.g_00463
OG0001047	Prbi.g_01825	Prbj.g_00459
OG0001048	Prbi.g_01827	Prbj.g_00457
OG0001049	Prbi.g_01828	Prbj.g_00456
OG0001050	Prbi.g_01829	Prbj.g_00455
OG0001051	Prbi.g_01830	Prbj.g_00454
OG0001052	Prbi.g_01831	Prbj.g_00453
OG0001053	Prbi.g_01832	Prbj.g_00451
OG0001054	Prbi.g_01834	Prbj.g_00449
OG0001055	Prbi.g_01835	Prbj.g_00448
OG0001056	Prbi.g_01836	Prbj.g_00447
OG0001057	Prbi.g_01837	Prbj.g_00446
OG0001058	Prbi.g_01838	Prbj.g_00445
OG0001059	Prbi.g_01839	Prbj.g_00444
OG0001060	Prbi.g_01840	Prbj.g_00443
OG0001061	Prbi.g_01841	Prbj.g_00442
OG0001062	Prbi.g_01842	Prbj.g_00428
OG0001063	Prbi.g_01843	Prbj.g_00427
OG0001064	Prbi.g_01845	Prbj.g_00425
OG0001065	Prbi.g_01848	Prbj.g_02660
OG0001066	Prbi.g_01849	Prbj.g_02657
OG0001067	Prbi.g_01850	Prbj.g_02656
OG0001068	Prbi.g_01852	Prbj.g_02652
OG0001069	Prbi.g_01853	Prbj.g_02651
OG0001070	Prbi.g_01854	Prbj.g_02650
OG0001071	Prbi.g_01855	Prbj.g_02649
OG0001072	Prbi.g_01856	Prbj.g_02648
OG0001073	Prbi.g_01857	Prbj.g_02647
OG0001074	Prbi.g_01858	Prbj.g_02646
OG0001075	Prbi.g_01859	Prbj.g_02645
OG0001076	Prbi.g_01860	Prbj.g_02644
OG0001077	Prbi.g_01861	Prbj.g_02643
OG0001078	Prbi.g_01863	Prbj.g_02641
OG0001079	Prbi.g_01864	Prbj.g_02640
OG0001080	Prbi.g_01865	Prbj.g_02639
OG0001081	Prbi.g_01868	Prbj.g_01027
OG0001082	Prbi.g_01869	Prbj.g_01028
OG0001083	Prbi.g_01870	Prbj.g_01032
OG0001084	Prbi.g_01872	Prbj.g_01030
OG0001085	Prbi.g_01873	Prbj.g_01029
OG0001086	Prbi.g_01874	Prbj.g_01033
OG0001087	Prbi.g_01875	Prbj.g_01034
OG0001088	Prbi.g_01876	Prbj.g_02635
