Orthogroup	Prbi	Prap
OG0000568	Prbi.g_00649	Prap.g_00380
OG0000569	Prbi.g_00650	Prap.g_00379
OG0000570	Prbi.g_00651	Prap.g_00378
OG0000571	Prbi.g_00652	Prap.g_00377
OG0000572	Prbi.g_00653	Prap.g_00376
OG0000573	Prbi.g_00656	Prap.g_00373
OG0000574	Prbi.g_00657	Prap.g_00372
OG0000575	Prbi.g_00658	Prap.g_00371
OG0000576	Prbi.g_00659	Prap.g_00370
OG0000577	Prbi.g_00660	Prap.g_00369
OG0000578	Prbi.g_00661	Prap.g_00368
OG0000579	Prbi.g_00662	Prap.g_00367
OG0000580	Prbi.g_00663	Prap.g_00366
OG0000581	Prbi.g_00664	Prap.g_00365
OG0000582	Prbi.g_00665	Prap.g_00364
OG0000583	Prbi.g_00666	Prap.g_00363
OG0000584	Prbi.g_00667	Prap.g_00361
OG0000585	Prbi.g_00668	Prap.g_00360
OG0000586	Prbi.g_00670	Prap.g_00358
OG0000587	Prbi.g_00671	Prap.g_00357
OG0000588	Prbi.g_00673	Prap.g_00831
OG0000589	Prbi.g_00674	Prap.g_00830
OG0000590	Prbi.g_00676	Prap.g_00828
OG0000591	Prbi.g_00682	Prap.g_00822
OG0000592	Prbi.g_00683	Prap.g_00821
OG0000593	Prbi.g_00684	Prap.g_00820
OG0000594	Prbi.g_00686	Prap.g_00817
OG0000595	Prbi.g_00687	Prap.g_00816
OG0000596	Prbi.g_00688	Prap.g_00815
OG0000597	Prbi.g_00690	Prap.g_00813
OG0000598	Prbi.g_00691	Prap.g_00812
OG0000599	Prbi.g_00692	Prap.g_00811
OG0000600	Prbi.g_00693	Prap.g_00810
OG0000601	Prbi.g_00695	Prap.g_00807
OG0000602	Prbi.g_00696	Prap.g_00806
OG0000603	Prbi.g_00697	Prap.g_00805
OG0000604	Prbi.g_00698	Prap.g_00802
OG0000605	Prbi.g_00699	Prap.g_00801
OG0000606	Prbi.g_00700	Prap.g_00800
OG0000607	Prbi.g_00703	Prap.g_00798
OG0000608	Prbi.g_00704	Prap.g_00796
OG0000609	Prbi.g_00708	Prap.g_01489
OG0000610	Prbi.g_00709	Prap.g_00872
OG0000611	Prbi.g_00746	Prap.g_00790
OG0000612	Prbi.g_00747	Prap.g_00789
OG0000613	Prbi.g_00748	Prap.g_00344
OG0000614	Prbi.g_00749	Prap.g_00343
OG0000615	Prbi.g_00751	Prap.g_00341
OG0000616	Prbi.g_00752	Prap.g_00340
OG0000617	Prbi.g_00753	Prap.g_00339
OG0000618	Prbi.g_00754	Prap.g_00338
OG0000619	Prbi.g_00755	Prap.g_00337
OG0000620	Prbi.g_00756	Prap.g_00336
OG0000621	Prbi.g_00757	Prap.g_00335
OG0000622	Prbi.g_00758	Prap.g_00334
OG0000623	Prbi.g_00759	Prap.g_00333
OG0000624	Prbi.g_00760	Prap.g_00331
OG0000625	Prbi.g_00761	Prap.g_00330
OG0000626	Prbi.g_00762	Prap.g_00329
OG0000627	Prbi.g_00763	Prap.g_00328
OG0000628	Prbi.g_00764	Prap.g_00327
OG0000629	Prbi.g_00765	Prap.g_00326
OG0000630	Prbi.g_00766	Prap.g_00325
OG0000631	Prbi.g_00768	Prap.g_00323
OG0000632	Prbi.g_00788	Prap.g_00322
OG0000633	Prbi.g_00792	Prap.g_00036
OG0000634	Prbi.g_00807	Prap.g_00545
OG0000635	Prbi.g_00811	Prap.g_01121
OG0000636	Prbi.g_00812	Prap.g_01122
OG0000637	Prbi.g_00813	Prap.g_01123
OG0000638	Prbi.g_00825	Prap.g_01375
OG0000639	Prbi.g_00834	Prap.g_00688
OG0000640	Prbi.g_00835	Prap.g_00685
OG0000641	Prbi.g_00838	Prap.g_00683
OG0000642	Prbi.g_00839	Prap.g_00682
OG0000643	Prbi.g_00840	Prap.g_00681
OG0000644	Prbi.g_00841	Prap.g_00345
OG0000645	Prbi.g_00842	Prap.g_00788
OG0000646	Prbi.g_00843	Prap.g_00787
OG0000647	Prbi.g_00844	Prap.g_00786
OG0000648	Prbi.g_00846	Prap.g_00784
OG0000649	Prbi.g_00847	Prap.g_00783
OG0000650	Prbi.g_00848	Prap.g_00782
OG0000651	Prbi.g_00849	Prap.g_00781
OG0000652	Prbi.g_00850	Prap.g_00780
OG0000653	Prbi.g_00851	Prap.g_00779
OG0000654	Prbi.g_00853	Prap.g_00777
OG0000655	Prbi.g_00855	Prap.g_00775
OG0000656	Prbi.g_00856	Prap.g_00774
OG0000657	Prbi.g_00857	Prap.g_00773
OG0000658	Prbi.g_00858	Prap.g_00772
OG0000659	Prbi.g_00859	Prap.g_00771
OG0000660	Prbi.g_00860	Prap.g_00770
OG0000661	Prbi.g_00861	Prap.g_00769
OG0000662	Prbi.g_00862	Prap.g_00767
OG0000663	Prbi.g_00863	Prap.g_00766
OG0000664	Prbi.g_00864	Prap.g_00765
OG0000665	Prbi.g_00865	Prap.g_00764
OG0000666	Prbi.g_00866	Prap.g_00763
OG0000667	Prbi.g_00867	Prap.g_00762
OG0000668	Prbi.g_00868	Prap.g_00761
OG0000669	Prbi.g_00870	Prap.g_00759
OG0000670	Prbi.g_00871	Prap.g_00758
OG0000671	Prbi.g_00872	Prap.g_00757
OG0000672	Prbi.g_00873	Prap.g_00756
OG0000673	Prbi.g_00874	Prap.g_00755
OG0000674	Prbi.g_00875	Prap.g_00754
OG0000675	Prbi.g_00877	Prap.g_00752
OG0000676	Prbi.g_00878	Prap.g_00751
OG0000677	Prbi.g_00881	Prap.g_00748
OG0000678	Prbi.g_00883	Prap.g_00746
OG0000679	Prbi.g_00884	Prap.g_00744
OG0000680	Prbi.g_00885	Prap.g_00743
OG0000681	Prbi.g_00886	Prap.g_00742
OG0000682	Prbi.g_00887	Prap.g_00741
OG0000683	Prbi.g_00889	Prap.g_00739
OG0000684	Prbi.g_00890	Prap.g_00738
OG0000685	Prbi.g_00891	Prap.g_00737
OG0000686	Prbi.g_00892	Prap.g_00736
OG0000687	Prbi.g_00893	Prap.g_00735
OG0000688	Prbi.g_00894	Prap.g_00734
OG0000689	Prbi.g_00895	Prap.g_00733
OG0000690	Prbi.g_00896	Prap.g_00732
OG0000691	Prbi.g_00897	Prap.g_00731
OG0000692	Prbi.g_00899	Prap.g_00727
OG0000693	Prbi.g_00900	Prap.g_00726
OG0000694	Prbi.g_00901	Prap.g_00725
OG0000695	Prbi.g_00902	Prap.g_00724
OG0000696	Prbi.g_00903	Prap.g_00723
OG0000697	Prbi.g_00905	Prap.g_00721
OG0000698	Prbi.g_00907	Prap.g_00717
OG0000699	Prbi.g_00908	Prap.g_00716
OG0000700	Prbi.g_00934	Prap.g_00660
OG0000701	Prbi.g_00939	Prap.g_00655
OG0000702	Prbi.g_00942	Prap.g_00869
OG0000703	Prbi.g_00943	Prap.g_00867
OG0000704	Prbi.g_00944	Prap.g_00866
OG0000705	Prbi.g_00945	Prap.g_00864
OG0000706	Prbi.g_00946	Prap.g_00863
OG0000707	Prbi.g_00948	Prap.g_00861
OG0000708	Prbi.g_00949	Prap.g_00860
OG0000709	Prbi.g_00951	Prap.g_00858
OG0000710	Prbi.g_00952	Prap.g_00857
OG0000711	Prbi.g_00953	Prap.g_00856
OG0000712	Prbi.g_00954	Prap.g_00855
OG0000713	Prbi.g_00955	Prap.g_00854
OG0000714	Prbi.g_00957	Prap.g_00852
OG0000715	Prbi.g_00958	Prap.g_00851
OG0000716	Prbi.g_00960	Prap.g_00849
OG0000717	Prbi.g_00961	Prap.g_00848
OG0000718	Prbi.g_00962	Prap.g_00847
OG0000719	Prbi.g_00964	Prap.g_00845
OG0000720	Prbi.g_00965	Prap.g_00844
OG0000721	Prbi.g_00968	Prap.g_00841
OG0000722	Prbi.g_00969	Prap.g_00840
OG0000723	Prbi.g_00970	Prap.g_00839
OG0000724	Prbi.g_00971	Prap.g_00837
OG0000725	Prbi.g_00972	Prap.g_00836
OG0000726	Prbi.g_00973	Prap.g_00835
OG0000727	Prbi.g_00974	Prap.g_00834
OG0000728	Prbi.g_00975	Prap.g_00833
OG0000729	Prbi.g_00976	Prap.g_00832
OG0000730	Prbi.g_00977	Prap.g_00355
OG0000731	Prbi.g_00978	Prap.g_00353
OG0000732	Prbi.g_00979	Prap.g_00352
OG0000733	Prbi.g_00980	Prap.g_00351
OG0000734	Prbi.g_00981	Prap.g_00350
OG0000735	Prbi.g_00983	Prap.g_00348
OG0000736	Prbi.g_00984	Prap.g_00347
OG0000737	Prbi.g_00985	Prap.g_00346
OG0000738	Prbi.g_00986	Prap.g_00680
OG0000739	Prbi.g_00987	Prap.g_00679
OG0000740	Prbi.g_00988	Prap.g_00678
OG0000741	Prbi.g_00989	Prap.g_00677
OG0000742	Prbi.g_00991	Prap.g_00675
OG0000743	Prbi.g_00992	Prap.g_00239
OG0000744	Prbi.g_00993	Prap.g_00240
OG0000745	Prbi.g_00994	Prap.g_00241
OG0000746	Prbi.g_00995	Prap.g_00242
OG0000747	Prbi.g_00996	Prap.g_00243
OG0000748	Prbi.g_00997	Prap.g_00244
OG0000749	Prbi.g_00998	Prap.g_00245
OG0000750	Prbi.g_00999	Prap.g_00247
OG0000751	Prbi.g_01000	Prap.g_00248
OG0000752	Prbi.g_01001	Prap.g_00307
OG0000753	Prbi.g_01003	Prap.g_00250
OG0000754	Prbi.g_01004	Prap.g_00251
OG0000755	Prbi.g_01005	Prap.g_00252
OG0000756	Prbi.g_01006	Prap.g_00254
OG0000757	Prbi.g_01007	Prap.g_00255
OG0000758	Prbi.g_01008	Prap.g_00256
OG0000759	Prbi.g_01010	Prap.g_00258
OG0000760	Prbi.g_01011	Prap.g_00259
OG0000761	Prbi.g_01012	Prap.g_00260
OG0000762	Prbi.g_01014	Prap.g_00262
OG0000763	Prbi.g_01015	Prap.g_00263
OG0000764	Prbi.g_01016	Prap.g_00264
OG0000765	Prbi.g_01017	Prap.g_00265
OG0000766	Prbi.g_01018	Prap.g_00266
OG0000767	Prbi.g_01020	Prap.g_00268
OG0000768	Prbi.g_01021	Prap.g_00269
OG0000769	Prbi.g_01022	Prap.g_00270
OG0000770	Prbi.g_01023	Prap.g_00271
OG0000771	Prbi.g_01024	Prap.g_00272
OG0000772	Prbi.g_01025	Prap.g_00522
OG0000773	Prbi.g_01026	Prap.g_00274
OG0000774	Prbi.g_01027	Prap.g_00275
OG0000775	Prbi.g_01028	Prap.g_00276
OG0000776	Prbi.g_01030	Prap.g_00279
OG0000777	Prbi.g_01032	Prap.g_00280
OG0000778	Prbi.g_01033	Prap.g_00281
OG0000779	Prbi.g_01034	Prap.g_00282
OG0000780	Prbi.g_01036	Prap.g_00284
OG0000781	Prbi.g_01038	Prap.g_00286
OG0000782	Prbi.g_01039	Prap.g_00287
OG0000783	Prbi.g_01055	Prap.g_00291
OG0000784	Prbi.g_01057	Prap.g_00293
OG0000785	Prbi.g_01058	Prap.g_00294
OG0000786	Prbi.g_01059	Prap.g_00295
OG0000787	Prbi.g_01060	Prap.g_00296
OG0000788	Prbi.g_01064	Prap.g_00302
OG0000789	Prbi.g_01066	Prap.g_00305
OG0000790	Prbi.g_01067	Prap.g_00306
OG0000791	Prbi.g_01068	Prap.g_00309
OG0000792	Prbi.g_01069	Prap.g_00310
OG0000793	Prbi.g_01070	Prap.g_00311
OG0000794	Prbi.g_01072	Prap.g_00314
OG0000795	Prbi.g_01075	Prap.g_00697
OG0000796	Prbi.g_01076	Prap.g_00698
OG0000797	Prbi.g_01078	Prap.g_00700
OG0000798	Prbi.g_01079	Prap.g_00701
OG0000799	Prbi.g_01080	Prap.g_00702
OG0000800	Prbi.g_01081	Prap.g_00703
OG0000801	Prbi.g_01084	Prap.g_00706
OG0000802	Prbi.g_01085	Prap.g_00707
OG0000803	Prbi.g_01087	Prap.g_00709
OG0000804	Prbi.g_01088	Prap.g_00710
OG0000805	Prbi.g_01089	Prap.g_00711
OG0000806	Prbi.g_01091	Prap.g_00713
OG0000807	Prbi.g_01117	Prap.g_01345
OG0000808	Prbi.g_01127	Prap.g_00020
OG0000809	Prbi.g_01130	Prap.g_00504
OG0000810	Prbi.g_01131	Prap.g_01126
OG0000811	Prbi.g_01138	Prap.g_00539
OG0000812	Prbi.g_01142	Prap.g_00498
OG0000813	Prbi.g_01146	Prap.g_01366
OG0000814	Prbi.g_01148	Prap.g_00525
OG0000815	Prbi.g_01161	Prap.g_00058
OG0000816	Prbi.g_01175	Prap.g_01882
OG0000817	Prbi.g_01176	Prap.g_01881
OG0000818	Prbi.g_01181	Prap.g_00031
OG0000819	Prbi.g_01188	Prap.g_00478
OG0000820	Prbi.g_01192	Prap.g_00472
OG0000821	Prbi.g_01194	Prap.g_00470
OG0000822	Prbi.g_01195	Prap.g_00469
OG0000823	Prbi.g_01196	Prap.g_00468
OG0000824	Prbi.g_01197	Prap.g_00467
OG0000825	Prbi.g_01198	Prap.g_00466
OG0000826	Prbi.g_01199	Prap.g_00465
OG0000827	Prbi.g_01200	Prap.g_00464
OG0000828	Prbi.g_01201	Prap.g_00463
OG0000829	Prbi.g_01202	Prap.g_00462
OG0000830	Prbi.g_01203	Prap.g_00460
OG0000831	Prbi.g_01206	Prap.g_00457
OG0000832	Prbi.g_01208	Prap.g_00455
OG0000833	Prbi.g_01209	Prap.g_00454
OG0000834	Prbi.g_01210	Prap.g_00453
OG0000835	Prbi.g_01211	Prap.g_00452
OG0000836	Prbi.g_01212	Prap.g_00451
OG0000837	Prbi.g_01214	Prap.g_00448
OG0000838	Prbi.g_01215	Prap.g_00447
OG0000839	Prbi.g_01216	Prap.g_00446
OG0000840	Prbi.g_01217	Prap.g_00445
OG0000841	Prbi.g_01218	Prap.g_00444
OG0000842	Prbi.g_01219	Prap.g_00442
OG0000843	Prbi.g_01220	Prap.g_00441
OG0000844	Prbi.g_01221	Prap.g_00440
OG0000845	Prbi.g_01222	Prap.g_00439
OG0000846	Prbi.g_01225	Prap.g_00437
OG0000847	Prbi.g_01227	Prap.g_00435
OG0000848	Prbi.g_01228	Prap.g_00434
OG0000849	Prbi.g_01229	Prap.g_00431
OG0000850	Prbi.g_01230	Prap.g_00430
OG0000851	Prbi.g_01231	Prap.g_00428
OG0000852	Prbi.g_01233	Prap.g_00426
OG0000853	Prbi.g_01234	Prap.g_00424
OG0000854	Prbi.g_01236	Prap.g_00422
OG0000855	Prbi.g_01237	Prap.g_00421
OG0000856	Prbi.g_01238	Prap.g_00420
OG0000857	Prbi.g_01239	Prap.g_00419
OG0000858	Prbi.g_01240	Prap.g_00418
OG0000859	Prbi.g_01241	Prap.g_00417
OG0000860	Prbi.g_01242	Prap.g_00416
OG0000861	Prbi.g_01243	Prap.g_00415
OG0000862	Prbi.g_01244	Prap.g_00414
OG0000863	Prbi.g_01245	Prap.g_00413
OG0000864	Prbi.g_01246	Prap.g_00412
OG0000865	Prbi.g_01247	Prap.g_00411
OG0000866	Prbi.g_01248	Prap.g_00410
OG0000867	Prbi.g_01249	Prap.g_00409
OG0000868	Prbi.g_01250	Prap.g_00408
OG0000869	Prbi.g_01252	Prap.g_00406
OG0000870	Prbi.g_01253	Prap.g_00405
OG0000871	Prbi.g_01255	Prap.g_00404
OG0000872	Prbi.g_01256	Prap.g_00403
OG0000873	Prbi.g_01258	Prap.g_00401
OG0000874	Prbi.g_01259	Prap.g_00400
OG0000875	Prbi.g_01260	Prap.g_00399
OG0000876	Prbi.g_01261	Prap.g_00398
OG0000877	Prbi.g_01263	Prap.g_01136
OG0000878	Prbi.g_01363	Prap.g_01853
OG0000879	Prbi.g_01380	Prap.g_00550
OG0000880	Prbi.g_01381	Prap.g_00551
OG0000881	Prbi.g_01382	Prap.g_00552
OG0000882	Prbi.g_01383	Prap.g_00553
OG0000883	Prbi.g_01384	Prap.g_00554
OG0000884	Prbi.g_01386	Prap.g_00556
OG0000885	Prbi.g_01387	Prap.g_00557
OG0000886	Prbi.g_01388	Prap.g_00558
OG0000887	Prbi.g_01389	Prap.g_00559
OG0000888	Prbi.g_01390	Prap.g_00560
OG0000889	Prbi.g_01393	Prap.g_00563
OG0000890	Prbi.g_01394	Prap.g_00564
OG0000891	Prbi.g_01395	Prap.g_00565
OG0000892	Prbi.g_01397	Prap.g_00568
OG0000893	Prbi.g_01398	Prap.g_00569
OG0000894	Prbi.g_01399	Prap.g_00570
OG0000895	Prbi.g_01400	Prap.g_00571
OG0000896	Prbi.g_01401	Prap.g_00572
OG0000897	Prbi.g_01402	Prap.g_00573
OG0000898	Prbi.g_01404	Prap.g_00576
OG0000899	Prbi.g_01405	Prap.g_00577
OG0000900	Prbi.g_01421	Prap.g_01928
OG0000901	Prbi.g_01425	Prap.g_00585
OG0000902	Prbi.g_01426	Prap.g_01268
OG0000903	Prbi.g_01427	Prap.g_00521
OG0000904	Prbi.g_01429	Prap.g_00220
OG0000905	Prbi.g_01431	Prap.g_00499
OG0000906	Prbi.g_01433	Prap.g_00481
OG0000907	Prbi.g_01434	Prap.g_00719
OG0000908	Prbi.g_01437	Prap.g_00518
OG0000909	Prbi.g_01441	Prap.g_00061
OG0000910	Prbi.g_01442	Prap.g_00062
OG0000911	Prbi.g_01443	Prap.g_00063
OG0000912	Prbi.g_01444	Prap.g_00064
OG0000913	Prbi.g_01445	Prap.g_00065
OG0000914	Prbi.g_01446	Prap.g_00066
OG0000915	Prbi.g_01447	Prap.g_00067
OG0000916	Prbi.g_01448	Prap.g_00068
OG0000917	Prbi.g_01449	Prap.g_00069
OG0000918	Prbi.g_01450	Prap.g_00070
OG0000919	Prbi.g_01451	Prap.g_00071
OG0000920	Prbi.g_01452	Prap.g_00072
OG0000921	Prbi.g_01453	Prap.g_00073
OG0000922	Prbi.g_01454	Prap.g_00074
OG0000923	Prbi.g_01455	Prap.g_00075
OG0000924	Prbi.g_01456	Prap.g_00076
OG0000925	Prbi.g_01457	Prap.g_00077
OG0000926	Prbi.g_01489	Prap.g_01598
OG0000927	Prbi.g_01571	Prap.g_00104
OG0000928	Prbi.g_01572	Prap.g_00105
OG0000929	Prbi.g_01573	Prap.g_00106
OG0000930	Prbi.g_01574	Prap.g_00107
OG0000931	Prbi.g_01575	Prap.g_00108
OG0000932	Prbi.g_01577	Prap.g_00110
OG0000933	Prbi.g_01578	Prap.g_00111
OG0000934	Prbi.g_01579	Prap.g_00112
OG0000935	Prbi.g_01580	Prap.g_00113
OG0000936	Prbi.g_01581	Prap.g_00114
OG0000937	Prbi.g_01582	Prap.g_00115
OG0000938	Prbi.g_01583	Prap.g_00116
OG0000939	Prbi.g_01584	Prap.g_00117
OG0000940	Prbi.g_01585	Prap.g_00118
OG0000941	Prbi.g_01587	Prap.g_00119
OG0000942	Prbi.g_01588	Prap.g_00120
OG0000943	Prbi.g_01593	Prap.g_00123
OG0000944	Prbi.g_01594	Prap.g_00124
OG0000945	Prbi.g_01595	Prap.g_00125
OG0000946	Prbi.g_01596	Prap.g_00126
OG0000947	Prbi.g_01597	Prap.g_00127
OG0000948	Prbi.g_01598	Prap.g_00128
OG0000949	Prbi.g_01599	Prap.g_00129
OG0000950	Prbi.g_01600	Prap.g_00130
OG0000951	Prbi.g_01601	Prap.g_00131
OG0000952	Prbi.g_01602	Prap.g_00132
OG0000953	Prbi.g_01603	Prap.g_00133
OG0000954	Prbi.g_01604	Prap.g_00134
OG0000955	Prbi.g_01605	Prap.g_00135
OG0000956	Prbi.g_01606	Prap.g_00136
OG0000957	Prbi.g_01607	Prap.g_00137
OG0000958	Prbi.g_01608	Prap.g_00138
OG0000959	Prbi.g_01609	Prap.g_00139
OG0000960	Prbi.g_01610	Prap.g_00140
OG0000961	Prbi.g_01613	Prap.g_00144
OG0000962	Prbi.g_01614	Prap.g_00145
OG0000963	Prbi.g_01615	Prap.g_00146
OG0000964	Prbi.g_01617	Prap.g_00148
OG0000965	Prbi.g_01618	Prap.g_00149
OG0000966	Prbi.g_01619	Prap.g_00150
OG0000967	Prbi.g_01620	Prap.g_00151
OG0000968	Prbi.g_01621	Prap.g_00152
OG0000969	Prbi.g_01622	Prap.g_00153
OG0000970	Prbi.g_01623	Prap.g_00154
OG0000971	Prbi.g_01624	Prap.g_00155
OG0000972	Prbi.g_01625	Prap.g_00156
OG0000973	Prbi.g_01626	Prap.g_00157
OG0000974	Prbi.g_01628	Prap.g_00159
OG0000975	Prbi.g_01631	Prap.g_00165
OG0000976	Prbi.g_01633	Prap.g_00167
OG0000977	Prbi.g_01634	Prap.g_00169
OG0000978	Prbi.g_01635	Prap.g_00171
OG0000979	Prbi.g_01637	Prap.g_00173
OG0000980	Prbi.g_01638	Prap.g_00174
OG0000981	Prbi.g_01639	Prap.g_00175
OG0000982	Prbi.g_01640	Prap.g_00176
OG0000983	Prbi.g_01642	Prap.g_00178
OG0000984	Prbi.g_01643	Prap.g_00179
OG0000985	Prbi.g_01644	Prap.g_00180
OG0000986	Prbi.g_01645	Prap.g_00181
OG0000987	Prbi.g_01646	Prap.g_00182
OG0000988	Prbi.g_01647	Prap.g_00183
OG0000989	Prbi.g_01648	Prap.g_00184
OG0000990	Prbi.g_01649	Prap.g_00185
OG0000991	Prbi.g_01650	Prap.g_00186
OG0000992	Prbi.g_01651	Prap.g_00187
OG0000993	Prbi.g_01652	Prap.g_00188
OG0000994	Prbi.g_01653	Prap.g_00189
OG0000995	Prbi.g_01654	Prap.g_00190
OG0000996	Prbi.g_01655	Prap.g_00191
OG0000997	Prbi.g_01656	Prap.g_00192
OG0000998	Prbi.g_01657	Prap.g_00193
OG0000999	Prbi.g_01658	Prap.g_00194
OG0001000	Prbi.g_01659	Prap.g_00195
OG0001001	Prbi.g_01661	Prap.g_00197
OG0001002	Prbi.g_01662	Prap.g_00198
OG0001003	Prbi.g_01663	Prap.g_00199
OG0001004	Prbi.g_01664	Prap.g_00200
OG0001005	Prbi.g_01665	Prap.g_00203
OG0001006	Prbi.g_01666	Prap.g_00204
OG0001007	Prbi.g_01667	Prap.g_00205
OG0001008	Prbi.g_01669	Prap.g_00207
OG0001009	Prbi.g_01670	Prap.g_00208
OG0001010	Prbi.g_01678	Prap.g_01836
OG0001011	Prbi.g_01685	Prap.g_01139
OG0001012	Prbi.g_01711	Prap.g_00768
OG0001013	Prbi.g_01781	Prap.g_01786
OG0001014	Prbi.g_01782	Prap.g_01785
OG0001015	Prbi.g_01788	Prap.g_01778
OG0001016	Prbi.g_01789	Prap.g_01777
OG0001017	Prbi.g_01790	Prap.g_01776
OG0001018	Prbi.g_01791	Prap.g_01775
OG0001019	Prbi.g_01793	Prap.g_01773
OG0001020	Prbi.g_01794	Prap.g_01772
OG0001021	Prbi.g_01795	Prap.g_01771
OG0001022	Prbi.g_01796	Prap.g_01770
OG0001023	Prbi.g_01797	Prap.g_01769
OG0001024	Prbi.g_01798	Prap.g_01767
OG0001025	Prbi.g_01799	Prap.g_01766
OG0001026	Prbi.g_01801	Prap.g_01765
OG0001027	Prbi.g_01802	Prap.g_01764
OG0001028	Prbi.g_01803	Prap.g_01763
OG0001029	Prbi.g_01804	Prap.g_01762
OG0001030	Prbi.g_01805	Prap.g_01761
OG0001031	Prbi.g_01806	Prap.g_01760
OG0001032	Prbi.g_01807	Prap.g_01759
OG0001033	Prbi.g_01808	Prap.g_01758
OG0001034	Prbi.g_01809	Prap.g_01757
OG0001035	Prbi.g_01811	Prap.g_01754
OG0001036	Prbi.g_01812	Prap.g_01753
OG0001037	Prbi.g_01813	Prap.g_01752
OG0001038	Prbi.g_01814	Prap.g_01751
OG0001039	Prbi.g_01815	Prap.g_01750
OG0001040	Prbi.g_01816	Prap.g_01749
OG0001041	Prbi.g_01817	Prap.g_01748
OG0001042	Prbi.g_01818	Prap.g_01747
OG0001043	Prbi.g_01819	Prap.g_01746
OG0001044	Prbi.g_01820	Prap.g_01745
OG0001045	Prbi.g_01821	Prap.g_01744
OG0001046	Prbi.g_01822	Prap.g_01743
OG0001047	Prbi.g_01825	Prap.g_01740
OG0001048	Prbi.g_01827	Prap.g_01738
OG0001049	Prbi.g_01828	Prap.g_01737
OG0001050	Prbi.g_01829	Prap.g_01736
OG0001051	Prbi.g_01830	Prap.g_01735
OG0001052	Prbi.g_01831	Prap.g_01734
OG0001053	Prbi.g_01832	Prap.g_01732
OG0001054	Prbi.g_01834	Prap.g_01730
OG0001055	Prbi.g_01835	Prap.g_01729
OG0001056	Prbi.g_01836	Prap.g_01728
OG0001057	Prbi.g_01837	Prap.g_01727
OG0001058	Prbi.g_01838	Prap.g_01726
OG0001059	Prbi.g_01839	Prap.g_01725
OG0001060	Prbi.g_01840	Prap.g_01724
OG0001061	Prbi.g_01841	Prap.g_01723
OG0001062	Prbi.g_01842	Prap.g_01722
OG0001063	Prbi.g_01843	Prap.g_01721
OG0001064	Prbi.g_01845	Prap.g_01719
OG0001065	Prbi.g_01848	Prap.g_01715
OG0001066	Prbi.g_01849	Prap.g_01713
OG0001067	Prbi.g_01850	Prap.g_01712
OG0001068	Prbi.g_01852	Prap.g_01709
OG0001069	Prbi.g_01853	Prap.g_01708
OG0001070	Prbi.g_01854	Prap.g_01707
OG0001071	Prbi.g_01855	Prap.g_01706
OG0001072	Prbi.g_01856	Prap.g_01705
OG0001073	Prbi.g_01857	Prap.g_01704
OG0001074	Prbi.g_01858	Prap.g_01703
OG0001075	Prbi.g_01859	Prap.g_01702
OG0001076	Prbi.g_01860	Prap.g_01701
OG0001077	Prbi.g_01861	Prap.g_01700
OG0001078	Prbi.g_01863	Prap.g_01699
OG0001079	Prbi.g_01864	Prap.g_01698
OG0001080	Prbi.g_01865	Prap.g_01697
OG0001081	Prbi.g_01868	Prap.g_01693
OG0001082	Prbi.g_01869	Prap.g_01692
OG0001083	Prbi.g_01870	Prap.g_01689
OG0001084	Prbi.g_01872	Prap.g_01690
OG0001085	Prbi.g_01873	Prap.g_01691
OG0001086	Prbi.g_01874	Prap.g_01694
OG0001087	Prbi.g_01875	Prap.g_01695
OG0001088	Prbi.g_01876	Prap.g_01696
OG0001089	Prbi.g_01896	Prap.g_01686
OG0001090	Prbi.g_01898	Prap.g_01684
OG0001091	Prbi.g_01899	Prap.g_01683
OG0001092	Prbi.g_01900	Prap.g_01682
OG0001093	Prbi.g_01901	Prap.g_01681
OG0001094	Prbi.g_01902	Prap.g_01680
OG0001095	Prbi.g_01903	Prap.g_01679
OG0001096	Prbi.g_01904	Prap.g_01678
OG0001097	Prbi.g_01905	Prap.g_01677
OG0001098	Prbi.g_01906	Prap.g_01676
OG0001099	Prbi.g_01907	Prap.g_01675
OG0001100	Prbi.g_01908	Prap.g_01674
OG0001101	Prbi.g_01909	Prap.g_01673
OG0001102	Prbi.g_01910	Prap.g_01672
OG0001103	Prbi.g_01911	Prap.g_01671
OG0001104	Prbi.g_01912	Prap.g_01670
OG0001105	Prbi.g_01913	Prap.g_01669
OG0001106	Prbi.g_01914	Prap.g_01668
OG0001107	Prbi.g_01915	Prap.g_01667
OG0001108	Prbi.g_01916	Prap.g_01666
OG0001109	Prbi.g_01917	Prap.g_01665
OG0001110	Prbi.g_01918	Prap.g_01664
OG0001111	Prbi.g_01919	Prap.g_01663
OG0001112	Prbi.g_01920	Prap.g_01662
OG0001113	Prbi.g_01921	Prap.g_01661
OG0001114	Prbi.g_01922	Prap.g_01660
OG0001115	Prbi.g_01923	Prap.g_01659
OG0001116	Prbi.g_01924	Prap.g_01658
OG0001117	Prbi.g_01925	Prap.g_01657
OG0001118	Prbi.g_01926	Prap.g_01656
OG0001119	Prbi.g_01927	Prap.g_01655
OG0001120	Prbi.g_01928	Prap.g_01654
OG0001121	Prbi.g_01930	Prap.g_01652
OG0001122	Prbi.g_01931	Prap.g_01651
OG0001123	Prbi.g_01932	Prap.g_01650
OG0001124	Prbi.g_01934	Prap.g_01647
OG0001125	Prbi.g_01936	Prap.g_01645
OG0001126	Prbi.g_01937	Prap.g_01644
