Orthogroup	Syai	Prai
OG0000590	Syai.g_01067	Prai.g_00651
OG0000591	Syai.g_01075	Prai.g_00654
OG0000592	Syai.g_01076	Prai.g_00655
OG0000593	Syai.g_01100	Prai.g_00661
OG0000594	Syai.g_01101	Prai.g_00662
OG0000595	Syai.g_01102	Prai.g_00663
OG0000596	Syai.g_01107	Prai.g_00667
OG0000597	Syai.g_01110	Prai.g_00669
OG0000598	Syai.g_01111	Prai.g_00670
OG0000599	Syai.g_01114	Prai.g_00673
OG0000600	Syai.g_01115	Prai.g_00674
OG0000601	Syai.g_01116	Prai.g_00675
OG0000602	Syai.g_01121	Prai.g_00677
OG0000603	Syai.g_01122	Prai.g_00678
OG0000604	Syai.g_01125	Prai.g_00679
OG0000605	Syai.g_01609	Prai.g_00680
OG0000606	Syai.g_01221	Prai.g_00683
OG0000607	Syai.g_01224	Prai.g_00686
OG0000608	Syai.g_01225	Prai.g_00687
OG0000609	Syai.g_01227	Prai.g_00688
OG0000610	Syai.g_01234	Prai.g_00693
OG0000611	Syai.g_01237	Prai.g_00696
OG0000612	Syai.g_01238	Prai.g_00697
OG0000613	Syai.g_00196	Prai.g_00702
OG0000614	Syai.g_01981	Prai.g_00721
OG0000615	Syai.g_01286	Prai.g_00729
OG0000616	Syai.g_02914	Prai.g_00732
OG0000617	Syai.g_01393	Prai.g_00754
OG0000618	Syai.g_01394	Prai.g_00755
OG0000619	Syai.g_01395	Prai.g_00756
OG0000620	Syai.g_01402	Prai.g_00759
OG0000621	Syai.g_01403	Prai.g_00760
OG0000622	Syai.g_01404	Prai.g_00761
OG0000623	Syai.g_01405	Prai.g_00762
OG0000624	Syai.g_01407	Prai.g_00763
OG0000625	Syai.g_01408	Prai.g_00764
OG0000626	Syai.g_01409	Prai.g_00765
OG0000627	Syai.g_01575	Prai.g_00766
OG0000628	Syai.g_01573	Prai.g_00767
OG0000629	Syai.g_01570	Prai.g_00768
OG0000630	Syai.g_01566	Prai.g_00771
OG0000631	Syai.g_01557	Prai.g_00857
OG0000632	Syai.g_01556	Prai.g_00856
OG0000633	Syai.g_01555	Prai.g_00855
OG0000634	Syai.g_01317	Prai.g_00852
OG0000635	Syai.g_01318	Prai.g_00851
OG0000636	Syai.g_01320	Prai.g_00849
OG0000637	Syai.g_01322	Prai.g_00847
OG0000638	Syai.g_01323	Prai.g_00846
OG0000639	Syai.g_01324	Prai.g_00845
OG0000640	Syai.g_01325	Prai.g_00844
OG0000641	Syai.g_01329	Prai.g_00839
OG0000642	Syai.g_01330	Prai.g_00838
OG0000643	Syai.g_01349	Prai.g_00837
OG0000644	Syai.g_01350	Prai.g_00836
OG0000645	Syai.g_01352	Prai.g_00835
OG0000646	Syai.g_01355	Prai.g_00833
OG0000647	Syai.g_01357	Prai.g_00832
OG0000648	Syai.g_01362	Prai.g_00830
OG0000649	Syai.g_01363	Prai.g_00829
OG0000650	Syai.g_01364	Prai.g_00828
OG0000651	Syai.g_01365	Prai.g_00827
OG0000652	Syai.g_01366	Prai.g_00826
OG0000653	Syai.g_01368	Prai.g_00824
OG0000654	Syai.g_01369	Prai.g_00823
OG0000655	Syai.g_01370	Prai.g_00822
OG0000656	Syai.g_01373	Prai.g_00819
OG0000657	Syai.g_02045	Prai.g_00811
OG0000658	Syai.g_02049	Prai.g_00810
OG0000659	Syai.g_02050	Prai.g_00809
OG0000660	Syai.g_02054	Prai.g_00805
OG0000661	Syai.g_02056	Prai.g_00803
OG0000662	Syai.g_02058	Prai.g_00801
OG0000663	Syai.g_02061	Prai.g_00799
OG0000664	Syai.g_02062	Prai.g_00798
OG0000665	Syai.g_02431	Prai.g_00794
OG0000666	Syai.g_01610	Prai.g_00793
OG0000667	Syai.g_01724	Prai.g_00789
OG0000668	Syai.g_01436	Prai.g_01060
OG0000669	Syai.g_01251	Prai.g_01054
OG0000670	Syai.g_00561	Prai.g_01052
OG0000671	Syai.g_01255	Prai.g_01050
OG0000672	Syai.g_01259	Prai.g_01048
OG0000673	Syai.g_01262	Prai.g_01045
OG0000674	Syai.g_01264	Prai.g_01043
OG0000675	Syai.g_01265	Prai.g_01042
OG0000676	Syai.g_01275	Prai.g_01040
OG0000677	Syai.g_01276	Prai.g_01039
OG0000678	Syai.g_01279	Prai.g_01037
OG0000679	Syai.g_01288	Prai.g_01033
OG0000680	Syai.g_01289	Prai.g_01032
OG0000681	Syai.g_01292	Prai.g_01030
OG0000682	Syai.g_01293	Prai.g_01029
OG0000683	Syai.g_01294	Prai.g_01028
OG0000684	Syai.g_01299	Prai.g_01027
OG0000685	Syai.g_01301	Prai.g_01025
OG0000686	Syai.g_01302	Prai.g_01024
OG0000687	Syai.g_01303	Prai.g_01023
OG0000688	Syai.g_01307	Prai.g_01020
OG0000689	Syai.g_01309	Prai.g_01019
OG0000690	Syai.g_01310	Prai.g_01018
OG0000691	Syai.g_01311	Prai.g_01017
OG0000692	Syai.g_01312	Prai.g_01015
OG0000693	Syai.g_01313	Prai.g_01014
OG0000694	Syai.g_01314	Prai.g_01013
OG0000695	Syai.g_01553	Prai.g_01011
OG0000696	Syai.g_01552	Prai.g_01010
OG0000697	Syai.g_01550	Prai.g_01009
OG0000698	Syai.g_01547	Prai.g_01006
OG0000699	Syai.g_01545	Prai.g_01005
OG0000700	Syai.g_01544	Prai.g_01004
OG0000701	Syai.g_01543	Prai.g_01003
OG0000702	Syai.g_01521	Prai.g_01001
OG0000703	Syai.g_01520	Prai.g_01000
OG0000704	Syai.g_01518	Prai.g_00999
OG0000705	Syai.g_01511	Prai.g_00995
OG0000706	Syai.g_01510	Prai.g_00994
OG0000707	Syai.g_01509	Prai.g_00993
OG0000708	Syai.g_01506	Prai.g_00992
OG0000709	Syai.g_01497	Prai.g_00988
OG0000710	Syai.g_01487	Prai.g_00985
OG0000711	Syai.g_01456	Prai.g_00968
OG0000712	Syai.g_01454	Prai.g_00966
OG0000713	Syai.g_01453	Prai.g_00965
OG0000714	Syai.g_01451	Prai.g_00964
OG0000715	Syai.g_01449	Prai.g_00962
OG0000716	Syai.g_01445	Prai.g_00960
OG0000717	Syai.g_01444	Prai.g_00959
OG0000718	Syai.g_01440	Prai.g_00948
OG0000719	Syai.g_01438	Prai.g_00946
OG0000720	Syai.g_01425	Prai.g_00938
OG0000721	Syai.g_01423	Prai.g_00936
OG0000722	Syai.g_01422	Prai.g_00935
OG0000723	Syai.g_01411	Prai.g_00932
OG0000724	Syai.g_02013	Prai.g_00923
OG0000725	Syai.g_02004	Prai.g_00917
OG0000726	Syai.g_02003	Prai.g_00916
OG0000727	Syai.g_02002	Prai.g_00915
OG0000728	Syai.g_02000	Prai.g_00913
OG0000729	Syai.g_00097	Prai.g_01109
OG0000730	Syai.g_00483	Prai.g_01113
OG0000731	Syai.g_00495	Prai.g_01117
OG0000732	Syai.g_00058	Prai.g_01126
OG0000733	Syai.g_02805	Prai.g_01144
OG0000734	Syai.g_02548	Prai.g_01157
OG0000735	Syai.g_02159	Prai.g_01159
OG0000736	Syai.g_02158	Prai.g_01160
OG0000737	Syai.g_02157	Prai.g_01161
OG0000738	Syai.g_02152	Prai.g_01165
OG0000739	Syai.g_02151	Prai.g_01166
OG0000740	Syai.g_02150	Prai.g_01167
OG0000741	Syai.g_02147	Prai.g_01168
OG0000742	Syai.g_02145	Prai.g_01170
OG0000743	Syai.g_02143	Prai.g_01172
OG0000744	Syai.g_02142	Prai.g_01173
OG0000745	Syai.g_02140	Prai.g_01174
OG0000746	Syai.g_02138	Prai.g_01176
OG0000747	Syai.g_02137	Prai.g_01177
OG0000748	Syai.g_02125	Prai.g_01180
OG0000749	Syai.g_02123	Prai.g_01181
OG0000750	Syai.g_02122	Prai.g_01182
OG0000751	Syai.g_02116	Prai.g_01184
OG0000752	Syai.g_02114	Prai.g_01186
OG0000753	Syai.g_02111	Prai.g_01189
OG0000754	Syai.g_01750	Prai.g_01192
OG0000755	Syai.g_01760	Prai.g_01196
OG0000756	Syai.g_01761	Prai.g_01197
OG0000757	Syai.g_01769	Prai.g_01204
OG0000758	Syai.g_01770	Prai.g_01205
OG0000759	Syai.g_01771	Prai.g_01206
OG0000760	Syai.g_01772	Prai.g_01207
OG0000761	Syai.g_01775	Prai.g_01208
OG0000762	Syai.g_01777	Prai.g_01209
OG0000763	Syai.g_01779	Prai.g_01211
OG0000764	Syai.g_01780	Prai.g_01212
OG0000765	Syai.g_01797	Prai.g_01221
OG0000766	Syai.g_01798	Prai.g_01222
OG0000767	Syai.g_01800	Prai.g_01224
OG0000768	Syai.g_01801	Prai.g_01225
OG0000769	Syai.g_01803	Prai.g_01227
OG0000770	Syai.g_01822	Prai.g_01229
OG0000771	Syai.g_02019	Prai.g_01238
OG0000772	Syai.g_01639	Prai.g_01310
OG0000773	Syai.g_02164	Prai.g_01325
OG0000774	Syai.g_02168	Prai.g_01327
OG0000775	Syai.g_02172	Prai.g_01330
OG0000776	Syai.g_02173	Prai.g_01331
OG0000777	Syai.g_02174	Prai.g_01332
OG0000778	Syai.g_02175	Prai.g_01333
OG0000779	Syai.g_02181	Prai.g_01337
OG0000780	Syai.g_02184	Prai.g_01338
OG0000781	Syai.g_02188	Prai.g_01341
OG0000782	Syai.g_02189	Prai.g_01342
OG0000783	Syai.g_02190	Prai.g_01343
OG0000784	Syai.g_02191	Prai.g_01344
OG0000785	Syai.g_02193	Prai.g_01346
OG0000786	Syai.g_00816	Prai.g_01348
OG0000787	Syai.g_00815	Prai.g_01349
OG0000788	Syai.g_01117	Prai.g_01358
OG0000789	Syai.g_01596	Prai.g_01360
OG0000790	Syai.g_00623	Prai.g_01375
OG0000791	Syai.g_00621	Prai.g_01377
OG0000792	Syai.g_00620	Prai.g_01378
OG0000793	Syai.g_00615	Prai.g_01381
OG0000794	Syai.g_00614	Prai.g_01382
OG0000795	Syai.g_00613	Prai.g_01383
OG0000796	Syai.g_00609	Prai.g_01387
OG0000797	Syai.g_00608	Prai.g_01388
OG0000799	Syai.g_00996	Prai.g_01445
OG0000800	Syai.g_00993	Prai.g_01446
OG0000801	Syai.g_00992	Prai.g_01447
OG0000802	Syai.g_00988	Prai.g_01449
OG0000803	Syai.g_00983	Prai.g_01451
OG0000804	Syai.g_00980	Prai.g_01452
OG0000805	Syai.g_00965	Prai.g_01454
OG0000806	Syai.g_00963	Prai.g_01456
OG0000807	Syai.g_00961	Prai.g_01457
OG0000808	Syai.g_00960	Prai.g_01458
OG0000809	Syai.g_00957	Prai.g_01461
OG0000810	Syai.g_00956	Prai.g_01462
OG0000811	Syai.g_00950	Prai.g_01466
OG0000812	Syai.g_00948	Prai.g_01468
OG0000813	Syai.g_00947	Prai.g_01469
OG0000814	Syai.g_00945	Prai.g_01471
OG0000815	Syai.g_00944	Prai.g_01472
OG0000816	Syai.g_00942	Prai.g_01474
OG0000817	Syai.g_00941	Prai.g_01475
OG0000818	Syai.g_00935	Prai.g_01480
OG0000819	Syai.g_00934	Prai.g_01481
OG0000820	Syai.g_00933	Prai.g_01482
OG0000821	Syai.g_00916	Prai.g_01485
OG0000822	Syai.g_00914	Prai.g_01486
OG0000823	Syai.g_00913	Prai.g_01487
OG0000824	Syai.g_00907	Prai.g_01490
OG0000825	Syai.g_00906	Prai.g_01491
OG0000826	Syai.g_00905	Prai.g_01492
OG0000827	Syai.g_00904	Prai.g_01493
OG0000828	Syai.g_00900	Prai.g_01496
OG0000829	Syai.g_00899	Prai.g_01497
OG0000830	Syai.g_00898	Prai.g_01498
OG0000831	Syai.g_00896	Prai.g_01500
OG0000832	Syai.g_02296	Prai.g_01505
OG0000833	Syai.g_02305	Prai.g_01514
OG0000834	Syai.g_02307	Prai.g_01515
OG0000835	Syai.g_02308	Prai.g_01516
OG0000836	Syai.g_02312	Prai.g_01517
OG0000837	Syai.g_02313	Prai.g_01518
OG0000838	Syai.g_02323	Prai.g_01520
OG0000839	Syai.g_02324	Prai.g_01521
OG0000840	Syai.g_02325	Prai.g_01522
OG0000841	Syai.g_02326	Prai.g_01523
OG0000842	Syai.g_02327	Prai.g_01524
OG0000843	Syai.g_02328	Prai.g_01525
OG0000844	Syai.g_02330	Prai.g_01526
OG0000845	Syai.g_02331	Prai.g_01527
OG0000846	Syai.g_02332	Prai.g_01528
OG0000847	Syai.g_02333	Prai.g_01529
OG0000848	Syai.g_02335	Prai.g_01530
OG0000849	Syai.g_02336	Prai.g_01531
OG0000850	Syai.g_02339	Prai.g_01533
OG0000851	Syai.g_02352	Prai.g_01534
OG0000852	Syai.g_02353	Prai.g_01535
OG0000853	Syai.g_02357	Prai.g_01539
OG0000854	Syai.g_02359	Prai.g_01541
OG0000855	Syai.g_02360	Prai.g_01542
OG0000856	Syai.g_01078	Prai.g_01558
OG0000857	Syai.g_01356	Prai.g_01597
OG0000858	Syai.g_02366	Prai.g_01632
OG0000859	Syai.g_02367	Prai.g_01633
OG0000860	Syai.g_02380	Prai.g_01640
OG0000861	Syai.g_02381	Prai.g_01641
OG0000862	Syai.g_02382	Prai.g_01642
OG0000863	Syai.g_02385	Prai.g_01644
OG0000864	Syai.g_02386	Prai.g_01645
OG0000865	Syai.g_02387	Prai.g_01646
OG0000866	Syai.g_02388	Prai.g_01647
OG0000867	Syai.g_02389	Prai.g_01648
OG0000868	Syai.g_02392	Prai.g_01649
OG0000869	Syai.g_02396	Prai.g_01653
OG0000870	Syai.g_02401	Prai.g_01658
OG0000871	Syai.g_02402	Prai.g_01659
OG0000872	Syai.g_02409	Prai.g_01660
OG0000873	Syai.g_02412	Prai.g_01663
OG0000874	Syai.g_02408	Prai.g_01666
OG0000875	Syai.g_02416	Prai.g_01667
OG0000876	Syai.g_02243	Prai.g_01668
OG0000877	Syai.g_02250	Prai.g_01670
OG0000878	Syai.g_02251	Prai.g_01671
OG0000879	Syai.g_02252	Prai.g_01672
OG0000880	Syai.g_02253	Prai.g_01673
OG0000881	Syai.g_02257	Prai.g_01677
OG0000882	Syai.g_02262	Prai.g_01682
OG0000883	Syai.g_02264	Prai.g_01683
OG0000884	Syai.g_02266	Prai.g_01685
OG0000885	Syai.g_02267	Prai.g_01686
OG0000886	Syai.g_02268	Prai.g_01687
OG0000887	Syai.g_02269	Prai.g_01688
OG0000888	Syai.g_02271	Prai.g_01690
OG0000889	Syai.g_02273	Prai.g_01692
OG0000890	Syai.g_02279	Prai.g_01693
OG0000891	Syai.g_02280	Prai.g_01694
OG0000892	Syai.g_02282	Prai.g_01696
OG0000893	Syai.g_00318	Prai.g_01701
OG0000894	Syai.g_00321	Prai.g_01703
OG0000895	Syai.g_00325	Prai.g_01706
OG0000896	Syai.g_00326	Prai.g_01707
OG0000897	Syai.g_00328	Prai.g_01709
OG0000898	Syai.g_00329	Prai.g_01710
OG0000899	Syai.g_00330	Prai.g_01711
OG0000900	Syai.g_00331	Prai.g_01712
OG0000901	Syai.g_00336	Prai.g_01715
OG0000902	Syai.g_00338	Prai.g_01717
OG0000903	Syai.g_00353	Prai.g_01720
OG0000904	Syai.g_00348	Prai.g_01722
OG0000905	Syai.g_00342	Prai.g_01727
OG0000906	Syai.g_00340	Prai.g_01728
OG0000907	Syai.g_00358	Prai.g_01734
OG0000908	Syai.g_00361	Prai.g_01737
OG0000909	Syai.g_00362	Prai.g_01738
OG0000910	Syai.g_00363	Prai.g_01739
OG0000911	Syai.g_00365	Prai.g_01741
OG0000912	Syai.g_00366	Prai.g_01742
OG0000913	Syai.g_00367	Prai.g_01743
OG0000914	Syai.g_00368	Prai.g_01744
OG0000915	Syai.g_00370	Prai.g_01746
OG0000916	Syai.g_00371	Prai.g_01747
OG0000917	Syai.g_00372	Prai.g_01748
OG0000918	Syai.g_00373	Prai.g_01749
OG0000919	Syai.g_00374	Prai.g_01750
OG0000920	Syai.g_00375	Prai.g_01751
OG0000921	Syai.g_00376	Prai.g_01752
OG0000922	Syai.g_00377	Prai.g_01753
OG0000923	Syai.g_00381	Prai.g_01757
OG0000924	Syai.g_00382	Prai.g_01758
OG0000925	Syai.g_00383	Prai.g_01759
OG0000926	Syai.g_00384	Prai.g_01760
OG0000927	Syai.g_00386	Prai.g_01762
OG0000928	Syai.g_00387	Prai.g_01763
OG0000929	Syai.g_00388	Prai.g_01764
OG0000930	Syai.g_00389	Prai.g_01765
OG0000931	Syai.g_00390	Prai.g_01766
OG0000932	Syai.g_00391	Prai.g_01767
OG0000933	Syai.g_00397	Prai.g_01776
OG0000934	Syai.g_00399	Prai.g_01778
OG0000935	Syai.g_00400	Prai.g_01779
OG0000936	Syai.g_00401	Prai.g_01780
OG0000937	Syai.g_00402	Prai.g_01781
OG0000938	Syai.g_00405	Prai.g_01783
OG0000939	Syai.g_00406	Prai.g_01784
OG0000940	Syai.g_00413	Prai.g_01791
OG0000941	Syai.g_00415	Prai.g_01793
OG0000942	Syai.g_00417	Prai.g_01795
OG0000943	Syai.g_00418	Prai.g_01796
OG0000944	Syai.g_00420	Prai.g_01797
OG0000945	Syai.g_00422	Prai.g_01798
OG0000946	Syai.g_00428	Prai.g_01802
OG0000947	Syai.g_00431	Prai.g_01804
OG0000948	Syai.g_00432	Prai.g_01805
OG0000949	Syai.g_00174	Prai.g_01808
OG0000950	Syai.g_00163	Prai.g_01813
OG0000951	Syai.g_00158	Prai.g_01817
OG0000952	Syai.g_00136	Prai.g_01821
OG0000953	Syai.g_00132	Prai.g_01824
OG0000954	Syai.g_00127	Prai.g_01828
OG0000955	Syai.g_00126	Prai.g_01829
OG0000956	Syai.g_00124	Prai.g_01831
OG0000957	Syai.g_00113	Prai.g_01836
OG0000958	Syai.g_00112	Prai.g_01837
OG0000959	Syai.g_00108	Prai.g_01841
OG0000960	Syai.g_00107	Prai.g_01842
OG0000961	Syai.g_00100	Prai.g_01844
OG0000962	Syai.g_00098	Prai.g_01846
OG0000963	Syai.g_00094	Prai.g_01850
OG0000964	Syai.g_00093	Prai.g_01851
OG0000965	Syai.g_00092	Prai.g_01852
OG0000966	Syai.g_00082	Prai.g_01861
OG0000967	Syai.g_00077	Prai.g_01865
OG0000968	Syai.g_00085	Prai.g_01867
OG0000969	Syai.g_00080	Prai.g_01868
OG0000970	Syai.g_00079	Prai.g_01869
OG0000971	Syai.g_00074	Prai.g_01870
OG0000972	Syai.g_00073	Prai.g_01871
OG0000973	Syai.g_00072	Prai.g_01872
OG0000974	Syai.g_00071	Prai.g_01873
OG0000975	Syai.g_00070	Prai.g_01874
OG0000976	Syai.g_00069	Prai.g_01875
OG0000977	Syai.g_00067	Prai.g_01876
OG0000978	Syai.g_00065	Prai.g_01877
OG0000979	Syai.g_00062	Prai.g_01880
OG0000980	Syai.g_00059	Prai.g_01882
OG0000981	Syai.g_00056	Prai.g_01884
OG0000982	Syai.g_02777	Prai.g_01886
OG0000983	Syai.g_02778	Prai.g_01887
OG0000984	Syai.g_02779	Prai.g_01888
OG0000985	Syai.g_02781	Prai.g_01891
OG0000986	Syai.g_02784	Prai.g_01893
OG0000987	Syai.g_02786	Prai.g_01894
OG0000988	Syai.g_02790	Prai.g_01897
OG0000989	Syai.g_02797	Prai.g_01900
OG0000990	Syai.g_02825	Prai.g_01903
OG0000991	Syai.g_02827	Prai.g_01904
OG0000992	Syai.g_02830	Prai.g_01906
OG0000993	Syai.g_02831	Prai.g_01907
OG0000994	Syai.g_02834	Prai.g_01908
OG0000995	Syai.g_02840	Prai.g_01912
OG0000996	Syai.g_02891	Prai.g_01913
OG0000997	Syai.g_02900	Prai.g_01914
OG0000998	Syai.g_02902	Prai.g_01916
OG0000999	Syai.g_02903	Prai.g_01917
OG0001000	Syai.g_02906	Prai.g_01920
OG0001001	Syai.g_02911	Prai.g_01922
OG0001002	Syai.g_02918	Prai.g_01926
OG0001003	Syai.g_02919	Prai.g_01928
OG0001004	Syai.g_02920	Prai.g_01929
OG0001005	Syai.g_02921	Prai.g_01930
OG0001006	Syai.g_02931	Prai.g_01934
OG0001007	Syai.g_02933	Prai.g_01936
OG0001008	Syai.g_02227	Prai.g_00468
OG0001009	Syai.g_00034	Prai.g_00027
OG0001010	Syai.g_00035	Prai.g_00028
OG0001011	Syai.g_00037	Prai.g_00029
OG0001012	Syai.g_02773	Prai.g_00050
OG0001013	Syai.g_02750	Prai.g_00055
OG0001014	Syai.g_02726	Prai.g_00058
OG0001015	Syai.g_02725	Prai.g_00059
OG0001016	Syai.g_02479	Prai.g_00073
OG0001017	Syai.g_02485	Prai.g_00077
OG0001018	Syai.g_02487	Prai.g_00080
OG0001019	Syai.g_02508	Prai.g_00089
OG0001020	Syai.g_02516	Prai.g_00090
OG0001021	Syai.g_02523	Prai.g_00091
OG0001022	Syai.g_02528	Prai.g_00094
OG0001023	Syai.g_02529	Prai.g_00095
OG0001024	Syai.g_02533	Prai.g_00098
OG0001025	Syai.g_02540	Prai.g_00104
OG0001026	Syai.g_02550	Prai.g_00111
OG0001027	Syai.g_02555	Prai.g_00112
OG0001028	Syai.g_02557	Prai.g_00114
OG0001029	Syai.g_02559	Prai.g_00115
OG0001030	Syai.g_02580	Prai.g_00130
OG0001031	Syai.g_02656	Prai.g_00197
OG0001032	Syai.g_02658	Prai.g_00198
OG0001033	Syai.g_02685	Prai.g_00219
OG0001034	Syai.g_00537	Prai.g_00247
OG0001035	Syai.g_00295	Prai.g_00267
OG0001036	Syai.g_00290	Prai.g_00272
OG0001037	Syai.g_00288	Prai.g_00273
OG0001038	Syai.g_00261	Prai.g_00291
OG0001039	Syai.g_00258	Prai.g_00294
OG0001040	Syai.g_00255	Prai.g_00296
OG0001041	Syai.g_00250	Prai.g_00300
OG0001042	Syai.g_00225	Prai.g_00317
OG0001043	Syai.g_00221	Prai.g_00318
OG0001045	Syai.g_00498	Prai.g_00355
OG0001046	Syai.g_01471	Prai.g_00390
OG0001047	Syai.g_02225	Prai.g_00470
OG0001048	Syai.g_02224	Prai.g_00471
OG0001049	Syai.g_02215	Prai.g_00473
OG0001050	Syai.g_02214	Prai.g_00474
OG0001051	Syai.g_02213	Prai.g_00475
OG0001052	Syai.g_00861	Prai.g_00501
OG0001053	Syai.g_00641	Prai.g_00513
OG0001054	Syai.g_00658	Prai.g_00528
OG0001055	Syai.g_00679	Prai.g_00546
OG0001056	Syai.g_00713	Prai.g_00564
OG0001057	Syai.g_00721	Prai.g_00569
OG0001058	Syai.g_00734	Prai.g_00577
OG0001059	Syai.g_00738	Prai.g_00581
OG0001060	Syai.g_00744	Prai.g_00588
OG0001061	Syai.g_00765	Prai.g_00602
OG0001062	Syai.g_00767	Prai.g_00604
OG0001063	Syai.g_00774	Prai.g_00606
OG0001064	Syai.g_00775	Prai.g_00607
OG0001065	Syai.g_00776	Prai.g_00608
OG0001066	Syai.g_00777	Prai.g_00609
OG0001067	Syai.g_00778	Prai.g_00610
OG0001068	Syai.g_00779	Prai.g_00611
OG0001069	Syai.g_00780	Prai.g_00612
OG0001070	Syai.g_00783	Prai.g_00615
OG0001071	Syai.g_00784	Prai.g_00616
OG0001072	Syai.g_00788	Prai.g_00618
OG0001073	Syai.g_00807	Prai.g_00632
OG0001074	Syai.g_01051	Prai.g_00643
OG0001075	Syai.g_01053	Prai.g_00644
OG0001076	Syai.g_01069	Prai.g_00653
OG0001077	Syai.g_01081	Prai.g_00657
OG0001078	Syai.g_01105	Prai.g_00665
OG0001079	Syai.g_01118	Prai.g_00676
OG0001080	Syai.g_01606	Prai.g_00682
OG0001081	Syai.g_01222	Prai.g_00684
OG0001082	Syai.g_01223	Prai.g_00685
OG0001083	Syai.g_01230	Prai.g_00690
OG0001084	Syai.g_01231	Prai.g_00691
OG0001085	Syai.g_01241	Prai.g_00699
OG0001086	Syai.g_01243	Prai.g_00700
OG0001087	Syai.g_01953	Prai.g_00717
OG0001088	Syai.g_01957	Prai.g_00718
OG0001089	Syai.g_01996	Prai.g_00726
OG0001090	Syai.g_01387	Prai.g_00749
OG0001091	Syai.g_01389	Prai.g_00751
OG0001092	Syai.g_01391	Prai.g_00752
OG0001093	Syai.g_01397	Prai.g_00757
OG0001094	Syai.g_01315	Prai.g_00854
OG0001096	Syai.g_01371	Prai.g_00821
OG0001097	Syai.g_02057	Prai.g_00802
OG0001098	Syai.g_01603	Prai.g_00787
OG0001099	Syai.g_02558	Prai.g_01057
OG0001100	Syai.g_01253	Prai.g_01053
OG0001101	Syai.g_01254	Prai.g_01051
OG0001102	Syai.g_01257	Prai.g_01049
OG0001103	Syai.g_01260	Prai.g_01047
OG0001104	Syai.g_01300	Prai.g_01026
OG0001105	Syai.g_01304	Prai.g_01022
OG0001106	Syai.g_01517	Prai.g_00998
OG0001107	Syai.g_01505	Prai.g_00991
OG0001108	Syai.g_01496	Prai.g_00987
OG0001109	Syai.g_01488	Prai.g_00986
OG0001110	Syai.g_01486	Prai.g_00984
OG0001111	Syai.g_01484	Prai.g_00983
OG0001112	Syai.g_01482	Prai.g_00982
OG0001113	Syai.g_01481	Prai.g_00981
OG0001114	Syai.g_01480	Prai.g_00980
OG0001115	Syai.g_01476	Prai.g_00978
OG0001116	Syai.g_01474	Prai.g_00977
OG0001117	Syai.g_01473	Prai.g_00976
OG0001118	Syai.g_01472	Prai.g_00975
OG0001119	Syai.g_01470	Prai.g_00974
OG0001120	Syai.g_01466	Prai.g_00972
OG0001121	Syai.g_01676	Prai.g_01141, Prai.g_00969
OG0001122	Syai.g_01437	Prai.g_00945
OG0001124	Syai.g_01428	Prai.g_00940
OG0001125	Syai.g_01426	Prai.g_00939
OG0001126	Syai.g_02021	Prai.g_00929
OG0001127	Syai.g_02020	Prai.g_00928
OG0001128	Syai.g_02017	Prai.g_00926
OG0001129	Syai.g_02015	Prai.g_00925
OG0001130	Syai.g_02014	Prai.g_00924
OG0001131	Syai.g_01281	Prai.g_01088
OG0001132	Syai.g_01620	Prai.g_01098
OG0001133	Syai.g_01072	Prai.g_01130
OG0001134	Syai.g_01745	Prai.g_01143
OG0001137	Syai.g_02126	Prai.g_01179
OG0001138	Syai.g_01763	Prai.g_01198
OG0001139	Syai.g_01765	Prai.g_01200
OG0001140	Syai.g_01766	Prai.g_01201
OG0001141	Syai.g_01767	Prai.g_01202
OG0001142	Syai.g_01768	Prai.g_01203
OG0001143	Syai.g_01778	Prai.g_01210
OG0001144	Syai.g_01788	Prai.g_01215
OG0001145	Syai.g_02165	Prai.g_01326
OG0001146	Syai.g_02185	Prai.g_01339
OG0001147	Syai.g_00869	Prai.g_01357
OG0001148	Syai.g_00626	Prai.g_01372
OG0001149	Syai.g_00625	Prai.g_01373
OG0001150	Syai.g_00624	Prai.g_01374
OG0001151	Syai.g_00611	Prai.g_01385
OG0001152	Syai.g_00610	Prai.g_01386
OG0001153	Syai.g_00903	Prai.g_01494
OG0001154	Syai.g_00901	Prai.g_01495
OG0001155	Syai.g_02298	Prai.g_01507
OG0001156	Syai.g_02301	Prai.g_01510
OG0001157	Syai.g_02302	Prai.g_01511
OG0001158	Syai.g_02303	Prai.g_01512
OG0001159	Syai.g_02304	Prai.g_01513
OG0001160	Syai.g_02355	Prai.g_01537
OG0001161	Syai.g_02803	Prai.g_01550
OG0001162	Syai.g_01374	Prai.g_01563
OG0001163	Syai.g_02363	Prai.g_01630
OG0001164	Syai.g_02369	Prai.g_01634
OG0001165	Syai.g_02374	Prai.g_01637
OG0001166	Syai.g_02400	Prai.g_01657
OG0001167	Syai.g_02254	Prai.g_01674
OG0001168	Syai.g_02256	Prai.g_01676
OG0001169	Syai.g_02258	Prai.g_01678
OG0001170	Syai.g_02260	Prai.g_01680
OG0001171	Syai.g_02270	Prai.g_01689
OG0001172	Syai.g_00323	Prai.g_01704
OG0001173	Syai.g_00324	Prai.g_01705
OG0001174	Syai.g_00332	Prai.g_01713
OG0001175	Syai.g_00333	Prai.g_01714
OG0001176	Syai.g_00352	Prai.g_01721
OG0001177	Syai.g_00350	Prai.g_01724
