Orthogroup	Syai	Praa
OG0000591	Syai.g_01075	Praa.g_00625
OG0000592	Syai.g_01076	Praa.g_00626
OG0000593	Syai.g_01100	Praa.g_00632
OG0000594	Syai.g_01101	Praa.g_00633
OG0000595	Syai.g_01102	Praa.g_00634
OG0000596	Syai.g_01107	Praa.g_00638
OG0000597	Syai.g_01110	Praa.g_00640
OG0000598	Syai.g_01111	Praa.g_00641
OG0000599	Syai.g_01114	Praa.g_00644
OG0000600	Syai.g_01115	Praa.g_00645
OG0000601	Syai.g_01116	Praa.g_00646
OG0000602	Syai.g_01121	Praa.g_00648
OG0000603	Syai.g_01122	Praa.g_00649
OG0000604	Syai.g_01125	Praa.g_00650
OG0000605	Syai.g_01609	Praa.g_00651
OG0000606	Syai.g_01221	Praa.g_00654
OG0000607	Syai.g_01224	Praa.g_00657
OG0000608	Syai.g_01225	Praa.g_00658
OG0000609	Syai.g_01227	Praa.g_00659
OG0000610	Syai.g_01234	Praa.g_00664
OG0000611	Syai.g_01237	Praa.g_00667
OG0000612	Syai.g_01238	Praa.g_00668
OG0000613	Syai.g_00196	Praa.g_00673
OG0000614	Syai.g_01981	Praa.g_00692
OG0000615	Syai.g_01286	Praa.g_00700
OG0000616	Syai.g_02914	Praa.g_00704
OG0000617	Syai.g_01393	Praa.g_00717
OG0000618	Syai.g_01394	Praa.g_00718
OG0000619	Syai.g_01395	Praa.g_00719
OG0000620	Syai.g_01402	Praa.g_00722
OG0000621	Syai.g_01403	Praa.g_00723
OG0000622	Syai.g_01404	Praa.g_00724
OG0000623	Syai.g_01405	Praa.g_00725
OG0000624	Syai.g_01407	Praa.g_00726
OG0000625	Syai.g_01408	Praa.g_00727
OG0000626	Syai.g_01409	Praa.g_00728
OG0000627	Syai.g_01575	Praa.g_00729
OG0000628	Syai.g_01573	Praa.g_00730
OG0000629	Syai.g_01570	Praa.g_00731
OG0000630	Syai.g_01566	Praa.g_00734
OG0000631	Syai.g_01557	Praa.g_00794
OG0000632	Syai.g_01556	Praa.g_00795
OG0000633	Syai.g_01555	Praa.g_00796
OG0000634	Syai.g_01317	Praa.g_00799
OG0000635	Syai.g_01318	Praa.g_00800
OG0000636	Syai.g_01320	Praa.g_00802
OG0000637	Syai.g_01322	Praa.g_00804
OG0000638	Syai.g_01323	Praa.g_00805
OG0000639	Syai.g_01324	Praa.g_00806
OG0000640	Syai.g_01325	Praa.g_00807
OG0000641	Syai.g_01329	Praa.g_00812
OG0000642	Syai.g_01330	Praa.g_00813
OG0000643	Syai.g_01349	Praa.g_00814
OG0000644	Syai.g_01350	Praa.g_00815
OG0000645	Syai.g_01352	Praa.g_00816
OG0000646	Syai.g_01355	Praa.g_00818
OG0000647	Syai.g_01357	Praa.g_00819
OG0000648	Syai.g_01362	Praa.g_00821
OG0000649	Syai.g_01363	Praa.g_00822
OG0000650	Syai.g_01364	Praa.g_00823
OG0000651	Syai.g_01365	Praa.g_00824
OG0000652	Syai.g_01366	Praa.g_00825
OG0000653	Syai.g_01368	Praa.g_00827
OG0000654	Syai.g_01369	Praa.g_00828
OG0000655	Syai.g_01370	Praa.g_00829
OG0000656	Syai.g_01373	Praa.g_00832
OG0000657	Syai.g_02045	Praa.g_00840
OG0000658	Syai.g_02049	Praa.g_00841
OG0000659	Syai.g_02050	Praa.g_00842
OG0000660	Syai.g_02054	Praa.g_00846
OG0000661	Syai.g_02056	Praa.g_00848
OG0000662	Syai.g_02058	Praa.g_00850
OG0000663	Syai.g_02061	Praa.g_00852
OG0000664	Syai.g_02062	Praa.g_00853
OG0000665	Syai.g_02431	Praa.g_00857
OG0000666	Syai.g_01610	Praa.g_00858
OG0000667	Syai.g_01724	Praa.g_00862
OG0000668	Syai.g_01436	Praa.g_00892
OG0000669	Syai.g_01251	Praa.g_00899
OG0000670	Syai.g_00561	Praa.g_00901
OG0000671	Syai.g_01255	Praa.g_00903
OG0000672	Syai.g_01259	Praa.g_00905
OG0000673	Syai.g_01262	Praa.g_00908
OG0000674	Syai.g_01264	Praa.g_00910
OG0000675	Syai.g_01265	Praa.g_00911
OG0000676	Syai.g_01275	Praa.g_00913
OG0000677	Syai.g_01276	Praa.g_00914
OG0000678	Syai.g_01279	Praa.g_00916
OG0000679	Syai.g_01288	Praa.g_00920
OG0000680	Syai.g_01289	Praa.g_00921
OG0000681	Syai.g_01292	Praa.g_00923
OG0000682	Syai.g_01293	Praa.g_00924
OG0000683	Syai.g_01294	Praa.g_00925
OG0000684	Syai.g_01299	Praa.g_00926
OG0000685	Syai.g_01301	Praa.g_00928
OG0000686	Syai.g_01302	Praa.g_00929
OG0000687	Syai.g_01303	Praa.g_00930
OG0000688	Syai.g_01307	Praa.g_00933
OG0000689	Syai.g_01309	Praa.g_00934
OG0000690	Syai.g_01310	Praa.g_00935
OG0000691	Syai.g_01311	Praa.g_00936
OG0000692	Syai.g_01312	Praa.g_00938
OG0000693	Syai.g_01313	Praa.g_00939
OG0000694	Syai.g_01314	Praa.g_00940
OG0000695	Syai.g_01553	Praa.g_00942
OG0000696	Syai.g_01552	Praa.g_00943
OG0000697	Syai.g_01550	Praa.g_00944
OG0000698	Syai.g_01547	Praa.g_00947
OG0000699	Syai.g_01545	Praa.g_00948
OG0000700	Syai.g_01544	Praa.g_00949
OG0000701	Syai.g_01543	Praa.g_00950
OG0000702	Syai.g_01521	Praa.g_00952
OG0000703	Syai.g_01520	Praa.g_00953
OG0000704	Syai.g_01518	Praa.g_00954
OG0000705	Syai.g_01511	Praa.g_00958
OG0000706	Syai.g_01510	Praa.g_00959
OG0000707	Syai.g_01509	Praa.g_00960
OG0000708	Syai.g_01506	Praa.g_00961
OG0000709	Syai.g_01497	Praa.g_00965
OG0000710	Syai.g_01487	Praa.g_00968
OG0000711	Syai.g_01456	Praa.g_00985
OG0000712	Syai.g_01454	Praa.g_00987
OG0000713	Syai.g_01453	Praa.g_00988
OG0000714	Syai.g_01451	Praa.g_00989
OG0000715	Syai.g_01449	Praa.g_00991
OG0000716	Syai.g_01445	Praa.g_00993
OG0000717	Syai.g_01444	Praa.g_00994
OG0000718	Syai.g_01440	Praa.g_01008
OG0000719	Syai.g_01438	Praa.g_01010
OG0000720	Syai.g_01425	Praa.g_01019
OG0000721	Syai.g_01423	Praa.g_01021
OG0000722	Syai.g_01422	Praa.g_01022
OG0000723	Syai.g_01411	Praa.g_01025
OG0000724	Syai.g_02013	Praa.g_01034
OG0000725	Syai.g_02004	Praa.g_01040
OG0000726	Syai.g_02003	Praa.g_01041
OG0000727	Syai.g_02002	Praa.g_01042
OG0000728	Syai.g_02000	Praa.g_01044
OG0000729	Syai.g_00097	Praa.g_01091
OG0000730	Syai.g_00483	Praa.g_01095
OG0000731	Syai.g_00495	Praa.g_01099
OG0000732	Syai.g_00058	Praa.g_01109
OG0000733	Syai.g_02805	Praa.g_01128
OG0000734	Syai.g_02548	Praa.g_01145
OG0000735	Syai.g_02159	Praa.g_01147
OG0000736	Syai.g_02158	Praa.g_01148
OG0000737	Syai.g_02157	Praa.g_01149
OG0000738	Syai.g_02152	Praa.g_01153
OG0000739	Syai.g_02151	Praa.g_01154
OG0000740	Syai.g_02150	Praa.g_01155
OG0000741	Syai.g_02147	Praa.g_01156
OG0000742	Syai.g_02145	Praa.g_01158
OG0000743	Syai.g_02143	Praa.g_01160
OG0000744	Syai.g_02142	Praa.g_01161
OG0000745	Syai.g_02140	Praa.g_01162
OG0000746	Syai.g_02138	Praa.g_01164
OG0000747	Syai.g_02137	Praa.g_01165
OG0000748	Syai.g_02125	Praa.g_01168
OG0000749	Syai.g_02123	Praa.g_01169
OG0000750	Syai.g_02122	Praa.g_01170
OG0000751	Syai.g_02116	Praa.g_01172
OG0000752	Syai.g_02114	Praa.g_01174
OG0000753	Syai.g_02111	Praa.g_01177
OG0000754	Syai.g_01750	Praa.g_01180
OG0000755	Syai.g_01760	Praa.g_01183
OG0000756	Syai.g_01761	Praa.g_01184
OG0000757	Syai.g_01769	Praa.g_01190
OG0000758	Syai.g_01770	Praa.g_01191
OG0000759	Syai.g_01771	Praa.g_01192
OG0000760	Syai.g_01772	Praa.g_01193
OG0000761	Syai.g_01775	Praa.g_01194
OG0000762	Syai.g_01777	Praa.g_01195
OG0000763	Syai.g_01779	Praa.g_01197
OG0000764	Syai.g_01780	Praa.g_01198
OG0000765	Syai.g_01797	Praa.g_01207
OG0000766	Syai.g_01798	Praa.g_01208
OG0000767	Syai.g_01800	Praa.g_01210
OG0000768	Syai.g_01801	Praa.g_01211
OG0000769	Syai.g_01803	Praa.g_01213
OG0000770	Syai.g_01822	Praa.g_01215
OG0000771	Syai.g_02019	Praa.g_01224
OG0000772	Syai.g_01639	Praa.g_01290
OG0000773	Syai.g_02164	Praa.g_01309
OG0000774	Syai.g_02168	Praa.g_01311
OG0000775	Syai.g_02172	Praa.g_01313
OG0000776	Syai.g_02173	Praa.g_01314
OG0000777	Syai.g_02174	Praa.g_01315
OG0000778	Syai.g_02175	Praa.g_01316
OG0000779	Syai.g_02181	Praa.g_01320
OG0000780	Syai.g_02184	Praa.g_01321
OG0000781	Syai.g_02188	Praa.g_01324
OG0000782	Syai.g_02189	Praa.g_01325
OG0000783	Syai.g_02190	Praa.g_01326
OG0000784	Syai.g_02191	Praa.g_01327
OG0000785	Syai.g_02193	Praa.g_01329
OG0000786	Syai.g_00816	Praa.g_01331
OG0000787	Syai.g_00815	Praa.g_01332
OG0000788	Syai.g_01117	Praa.g_01353
OG0000789	Syai.g_01596	Praa.g_01356
OG0000790	Syai.g_00623	Praa.g_01371
OG0000791	Syai.g_00621	Praa.g_01373
OG0000792	Syai.g_00620	Praa.g_01374
OG0000793	Syai.g_00615	Praa.g_01377
OG0000794	Syai.g_00614	Praa.g_01378
OG0000795	Syai.g_00613	Praa.g_01379
OG0000796	Syai.g_00609	Praa.g_01383
OG0000797	Syai.g_00608	Praa.g_01384
OG0000798	Syai.g_00262	Praa.g_01393
OG0000799	Syai.g_00996	Praa.g_01458
OG0000800	Syai.g_00993	Praa.g_01459
OG0000801	Syai.g_00992	Praa.g_01460
OG0000802	Syai.g_00988	Praa.g_01462
OG0000803	Syai.g_00983	Praa.g_01464
OG0000804	Syai.g_00980	Praa.g_01465
OG0000805	Syai.g_00965	Praa.g_01467
OG0000806	Syai.g_00963	Praa.g_01469
OG0000807	Syai.g_00961	Praa.g_01470
OG0000808	Syai.g_00960	Praa.g_01471
OG0000809	Syai.g_00957	Praa.g_01474
OG0000810	Syai.g_00956	Praa.g_01475
OG0000811	Syai.g_00950	Praa.g_01479
OG0000812	Syai.g_00948	Praa.g_01481
OG0000813	Syai.g_00947	Praa.g_01482
OG0000814	Syai.g_00945	Praa.g_01484
OG0000815	Syai.g_00944	Praa.g_01485
OG0000816	Syai.g_00942	Praa.g_01487
OG0000817	Syai.g_00941	Praa.g_01488
OG0000818	Syai.g_00935	Praa.g_01493
OG0000819	Syai.g_00934	Praa.g_01494
OG0000820	Syai.g_00933	Praa.g_01495
OG0000821	Syai.g_00916	Praa.g_01499
OG0000822	Syai.g_00914	Praa.g_01500
OG0000823	Syai.g_00913	Praa.g_01501
OG0000824	Syai.g_00907	Praa.g_01504
OG0000825	Syai.g_00906	Praa.g_01505
OG0000826	Syai.g_00905	Praa.g_01506
OG0000827	Syai.g_00904	Praa.g_01507
OG0000828	Syai.g_00900	Praa.g_01510
OG0000829	Syai.g_00899	Praa.g_01511
OG0000830	Syai.g_00898	Praa.g_01512
OG0000831	Syai.g_00896	Praa.g_01514
OG0000832	Syai.g_02296	Praa.g_01520
OG0000833	Syai.g_02305	Praa.g_01528
OG0000834	Syai.g_02307	Praa.g_01529
OG0000835	Syai.g_02308	Praa.g_01530
OG0000836	Syai.g_02312	Praa.g_01531
OG0000837	Syai.g_02313	Praa.g_01532
OG0000838	Syai.g_02323	Praa.g_01534
OG0000839	Syai.g_02324	Praa.g_01535
OG0000840	Syai.g_02325	Praa.g_01536
OG0000841	Syai.g_02326	Praa.g_01537
OG0000842	Syai.g_02327	Praa.g_01538
OG0000843	Syai.g_02328	Praa.g_01539
OG0000844	Syai.g_02330	Praa.g_01541
OG0000845	Syai.g_02331	Praa.g_01542
OG0000846	Syai.g_02332	Praa.g_01543
OG0000847	Syai.g_02333	Praa.g_01544
OG0000848	Syai.g_02335	Praa.g_01545
OG0000849	Syai.g_02336	Praa.g_01546
OG0000850	Syai.g_02339	Praa.g_01548
OG0000851	Syai.g_02352	Praa.g_01549
OG0000852	Syai.g_02353	Praa.g_01550
OG0000853	Syai.g_02357	Praa.g_01554
OG0000854	Syai.g_02359	Praa.g_01556
OG0000855	Syai.g_02360	Praa.g_01557
OG0000856	Syai.g_01078	Praa.g_01572
OG0000857	Syai.g_01356	Praa.g_01600
OG0000858	Syai.g_02366	Praa.g_01629
OG0000859	Syai.g_02367	Praa.g_01630
OG0000860	Syai.g_02380	Praa.g_01637
OG0000861	Syai.g_02381	Praa.g_01638
OG0000862	Syai.g_02382	Praa.g_01639
OG0000863	Syai.g_02385	Praa.g_01641
OG0000864	Syai.g_02386	Praa.g_01642
OG0000865	Syai.g_02387	Praa.g_01643
OG0000866	Syai.g_02388	Praa.g_01644
OG0000867	Syai.g_02389	Praa.g_01645
OG0000868	Syai.g_02392	Praa.g_01646
OG0000869	Syai.g_02396	Praa.g_01650
OG0000870	Syai.g_02401	Praa.g_01655
OG0000871	Syai.g_02402	Praa.g_01656
OG0000872	Syai.g_02409	Praa.g_01657
OG0000873	Syai.g_02412	Praa.g_01660
OG0000874	Syai.g_02408	Praa.g_01663
OG0000875	Syai.g_02416	Praa.g_01665
OG0000876	Syai.g_02243	Praa.g_01666
OG0000877	Syai.g_02250	Praa.g_01668
OG0000878	Syai.g_02251	Praa.g_01669
OG0000879	Syai.g_02252	Praa.g_01670
OG0000880	Syai.g_02253	Praa.g_01671
OG0000881	Syai.g_02257	Praa.g_01675
OG0000882	Syai.g_02262	Praa.g_01680
OG0000883	Syai.g_02264	Praa.g_01682
OG0000884	Syai.g_02266	Praa.g_01684
OG0000885	Syai.g_02267	Praa.g_01685
OG0000886	Syai.g_02268	Praa.g_01686
OG0000887	Syai.g_02269	Praa.g_01687
OG0000888	Syai.g_02271	Praa.g_01689
OG0000889	Syai.g_02273	Praa.g_01691
OG0000890	Syai.g_02279	Praa.g_01692
OG0000891	Syai.g_02280	Praa.g_01693
OG0000892	Syai.g_02282	Praa.g_01695
OG0000893	Syai.g_00318	Praa.g_01699
OG0000894	Syai.g_00321	Praa.g_01701
OG0000895	Syai.g_00325	Praa.g_01704
OG0000896	Syai.g_00326	Praa.g_01705
OG0000897	Syai.g_00328	Praa.g_01707
OG0000898	Syai.g_00329	Praa.g_01708
OG0000899	Syai.g_00330	Praa.g_01709
OG0000900	Syai.g_00331	Praa.g_01710
OG0000901	Syai.g_00336	Praa.g_01713
OG0000902	Syai.g_00338	Praa.g_01715
OG0000903	Syai.g_00353	Praa.g_01718
OG0000904	Syai.g_00348	Praa.g_01720
OG0000905	Syai.g_00342	Praa.g_01725
OG0000906	Syai.g_00340	Praa.g_01726
OG0000907	Syai.g_00358	Praa.g_01733
OG0000908	Syai.g_00361	Praa.g_01736
OG0000909	Syai.g_00362	Praa.g_01737
OG0000910	Syai.g_00363	Praa.g_01738
OG0000911	Syai.g_00365	Praa.g_01740
OG0000912	Syai.g_00366	Praa.g_01741
OG0000913	Syai.g_00367	Praa.g_01742
OG0000914	Syai.g_00368	Praa.g_01743
OG0000915	Syai.g_00370	Praa.g_01744
OG0000916	Syai.g_00371	Praa.g_01745
OG0000917	Syai.g_00372	Praa.g_01746
OG0000918	Syai.g_00373	Praa.g_01747
OG0000919	Syai.g_00374	Praa.g_01748
OG0000920	Syai.g_00375	Praa.g_01749
OG0000921	Syai.g_00376	Praa.g_01750
OG0000922	Syai.g_00377	Praa.g_01751
OG0000923	Syai.g_00381	Praa.g_01755
OG0000924	Syai.g_00382	Praa.g_01756
OG0000925	Syai.g_00383	Praa.g_01757
OG0000926	Syai.g_00384	Praa.g_01758
OG0000927	Syai.g_00386	Praa.g_01760
OG0000928	Syai.g_00387	Praa.g_01761
OG0000929	Syai.g_00388	Praa.g_01762
OG0000930	Syai.g_00389	Praa.g_01763
OG0000931	Syai.g_00390	Praa.g_01764
OG0000932	Syai.g_00391	Praa.g_01765
OG0000933	Syai.g_00397	Praa.g_01769
OG0000934	Syai.g_00399	Praa.g_01771
OG0000935	Syai.g_00400	Praa.g_01772
OG0000936	Syai.g_00401	Praa.g_01773
OG0000937	Syai.g_00402	Praa.g_01774
OG0000938	Syai.g_00405	Praa.g_01776
OG0000939	Syai.g_00406	Praa.g_01777
OG0000940	Syai.g_00413	Praa.g_01784
OG0000941	Syai.g_00415	Praa.g_01786
OG0000942	Syai.g_00417	Praa.g_01788
OG0000943	Syai.g_00418	Praa.g_01789
OG0000944	Syai.g_00420	Praa.g_01790
OG0000945	Syai.g_00422	Praa.g_01791
OG0000946	Syai.g_00428	Praa.g_01796
OG0000947	Syai.g_00431	Praa.g_01798
OG0000948	Syai.g_00432	Praa.g_01799
OG0000949	Syai.g_00174	Praa.g_01802
OG0000950	Syai.g_00163	Praa.g_01807
OG0000951	Syai.g_00158	Praa.g_01811
OG0000952	Syai.g_00136	Praa.g_01815
OG0000953	Syai.g_00132	Praa.g_01818
OG0000954	Syai.g_00127	Praa.g_01822
OG0000955	Syai.g_00126	Praa.g_01823
OG0000956	Syai.g_00124	Praa.g_01825
OG0000957	Syai.g_00113	Praa.g_01830
OG0000958	Syai.g_00112	Praa.g_01831
OG0000959	Syai.g_00108	Praa.g_01835
OG0000960	Syai.g_00107	Praa.g_01836
OG0000961	Syai.g_00100	Praa.g_01838
OG0000962	Syai.g_00098	Praa.g_01840
OG0000963	Syai.g_00094	Praa.g_01844
OG0000964	Syai.g_00093	Praa.g_01845
OG0000965	Syai.g_00092	Praa.g_01846
OG0000966	Syai.g_00082	Praa.g_01853
OG0000967	Syai.g_00077	Praa.g_01858
OG0000968	Syai.g_00085	Praa.g_01860
OG0000969	Syai.g_00080	Praa.g_01861
OG0000970	Syai.g_00079	Praa.g_01862
OG0000971	Syai.g_00074	Praa.g_01863
OG0000972	Syai.g_00073	Praa.g_01864
OG0000973	Syai.g_00072	Praa.g_01865
OG0000974	Syai.g_00071	Praa.g_01866
OG0000975	Syai.g_00070	Praa.g_01867
OG0000976	Syai.g_00069	Praa.g_01868
OG0000977	Syai.g_00067	Praa.g_01869
OG0000978	Syai.g_00065	Praa.g_01870
OG0000979	Syai.g_00062	Praa.g_01873
OG0000980	Syai.g_00059	Praa.g_01875
OG0000981	Syai.g_00056	Praa.g_01877
OG0000982	Syai.g_02777	Praa.g_01879
OG0000983	Syai.g_02778	Praa.g_01880
OG0000984	Syai.g_02779	Praa.g_01881
OG0000985	Syai.g_02781	Praa.g_01884
OG0000986	Syai.g_02784	Praa.g_01886
OG0000987	Syai.g_02786	Praa.g_01887
OG0000988	Syai.g_02790	Praa.g_01890
OG0000989	Syai.g_02797	Praa.g_01893
OG0000990	Syai.g_02825	Praa.g_01896
OG0000991	Syai.g_02827	Praa.g_01897
OG0000992	Syai.g_02830	Praa.g_01899
OG0000993	Syai.g_02831	Praa.g_01900
OG0000994	Syai.g_02834	Praa.g_01901
OG0000995	Syai.g_02840	Praa.g_01905
OG0000996	Syai.g_02891	Praa.g_01906
OG0000997	Syai.g_02900	Praa.g_01907
OG0000998	Syai.g_02902	Praa.g_01909
OG0000999	Syai.g_02903	Praa.g_01910
OG0001000	Syai.g_02906	Praa.g_01913
OG0001001	Syai.g_02911	Praa.g_01915
OG0001002	Syai.g_02918	Praa.g_01919
OG0001003	Syai.g_02919	Praa.g_01920
OG0001004	Syai.g_02920	Praa.g_01921
OG0001005	Syai.g_02921	Praa.g_01922
OG0001006	Syai.g_02931	Praa.g_01926
OG0001007	Syai.g_02933	Praa.g_01928
OG0001009	Syai.g_00034	Praa.g_00027
OG0001010	Syai.g_00035	Praa.g_00028
OG0001011	Syai.g_00037	Praa.g_00029
OG0001012	Syai.g_02773	Praa.g_00043
OG0001013	Syai.g_02750	Praa.g_00048
OG0001014	Syai.g_02726	Praa.g_00051
OG0001015	Syai.g_02725	Praa.g_00052
OG0001016	Syai.g_02479	Praa.g_00073
OG0001017	Syai.g_02485	Praa.g_00077
OG0001018	Syai.g_02487	Praa.g_00080
OG0001019	Syai.g_02508	Praa.g_00089
OG0001020	Syai.g_02516	Praa.g_00090
OG0001021	Syai.g_02523	Praa.g_00091
OG0001022	Syai.g_02528	Praa.g_00094
OG0001023	Syai.g_02529	Praa.g_00095
OG0001024	Syai.g_02533	Praa.g_00098
OG0001025	Syai.g_02540	Praa.g_00104
OG0001026	Syai.g_02550	Praa.g_00111
OG0001027	Syai.g_02555	Praa.g_00112
OG0001028	Syai.g_02557	Praa.g_00114
OG0001029	Syai.g_02559	Praa.g_00115
OG0001030	Syai.g_02580	Praa.g_00130
OG0001031	Syai.g_02656	Praa.g_00186
OG0001032	Syai.g_02658	Praa.g_00187
OG0001033	Syai.g_02685	Praa.g_00208
OG0001034	Syai.g_00537	Praa.g_00236
OG0001035	Syai.g_00295	Praa.g_00254
OG0001036	Syai.g_00290	Praa.g_00259
OG0001037	Syai.g_00288	Praa.g_00260
OG0001038	Syai.g_00261	Praa.g_00278
OG0001039	Syai.g_00258	Praa.g_00281
OG0001040	Syai.g_00255	Praa.g_00283
OG0001041	Syai.g_00250	Praa.g_00287
OG0001042	Syai.g_00225	Praa.g_00304
OG0001043	Syai.g_00221	Praa.g_00305
OG0001044	Syai.g_00485	Praa.g_00333
OG0001045	Syai.g_00498	Praa.g_00341
OG0001046	Syai.g_01471	Praa.g_00378
OG0001047	Syai.g_02225	Praa.g_00438
OG0001048	Syai.g_02224	Praa.g_00439
OG0001049	Syai.g_02215	Praa.g_00441
OG0001050	Syai.g_02214	Praa.g_00442
OG0001051	Syai.g_02213	Praa.g_00443
OG0001052	Syai.g_00861	Praa.g_00471
OG0001053	Syai.g_00641	Praa.g_00483
OG0001054	Syai.g_00658	Praa.g_00498
OG0001055	Syai.g_00679	Praa.g_00517
OG0001056	Syai.g_00713	Praa.g_00536
OG0001057	Syai.g_00721	Praa.g_00541
OG0001058	Syai.g_00734	Praa.g_00550
OG0001059	Syai.g_00738	Praa.g_00554
OG0001060	Syai.g_00744	Praa.g_00561
OG0001061	Syai.g_00765	Praa.g_00574
OG0001062	Syai.g_00767	Praa.g_00576
OG0001063	Syai.g_00774	Praa.g_00578
OG0001064	Syai.g_00775	Praa.g_00579
OG0001065	Syai.g_00776	Praa.g_00580
OG0001066	Syai.g_00777	Praa.g_00581
OG0001067	Syai.g_00778	Praa.g_00582
OG0001068	Syai.g_00779	Praa.g_00583
OG0001069	Syai.g_00780	Praa.g_00584
OG0001070	Syai.g_00783	Praa.g_00587
OG0001071	Syai.g_00784	Praa.g_00588
OG0001072	Syai.g_00788	Praa.g_00590
OG0001073	Syai.g_00807	Praa.g_00604
OG0001074	Syai.g_01051	Praa.g_00615
OG0001075	Syai.g_01053	Praa.g_00616
OG0001076	Syai.g_01069	Praa.g_00624
OG0001077	Syai.g_01081	Praa.g_00628
OG0001078	Syai.g_01105	Praa.g_00636
OG0001079	Syai.g_01118	Praa.g_00647
OG0001080	Syai.g_01606	Praa.g_00653
OG0001081	Syai.g_01222	Praa.g_00655
OG0001082	Syai.g_01223	Praa.g_00656
OG0001083	Syai.g_01230	Praa.g_00661
OG0001084	Syai.g_01231	Praa.g_00662
OG0001085	Syai.g_01241	Praa.g_00670
OG0001086	Syai.g_01243	Praa.g_00671
OG0001087	Syai.g_01953	Praa.g_00688
OG0001088	Syai.g_01957	Praa.g_00689
OG0001089	Syai.g_01996	Praa.g_00697
OG0001090	Syai.g_01387	Praa.g_00712
OG0001091	Syai.g_01389	Praa.g_00714
OG0001092	Syai.g_01391	Praa.g_00715
OG0001093	Syai.g_01397	Praa.g_00720
OG0001094	Syai.g_01315	Praa.g_00797
OG0001096	Syai.g_01371	Praa.g_00830
OG0001097	Syai.g_02057	Praa.g_00849
OG0001098	Syai.g_01603	Praa.g_00864
OG0001099	Syai.g_02558	Praa.g_00896
OG0001100	Syai.g_01253	Praa.g_00900
OG0001101	Syai.g_01254	Praa.g_00902
OG0001102	Syai.g_01257	Praa.g_00904
OG0001103	Syai.g_01260	Praa.g_00906
OG0001104	Syai.g_01300	Praa.g_00927
OG0001105	Syai.g_01304	Praa.g_00931
OG0001106	Syai.g_01517	Praa.g_00955
OG0001107	Syai.g_01505	Praa.g_00962
OG0001108	Syai.g_01496	Praa.g_00966
OG0001109	Syai.g_01488	Praa.g_00967
OG0001110	Syai.g_01486	Praa.g_00969
OG0001111	Syai.g_01484	Praa.g_00970
OG0001112	Syai.g_01482	Praa.g_00971
OG0001113	Syai.g_01481	Praa.g_00972
OG0001114	Syai.g_01480	Praa.g_00973
OG0001115	Syai.g_01476	Praa.g_00975
OG0001116	Syai.g_01474	Praa.g_00976
OG0001117	Syai.g_01473	Praa.g_00977
OG0001118	Syai.g_01472	Praa.g_00978
OG0001119	Syai.g_01470	Praa.g_00979
OG0001120	Syai.g_01466	Praa.g_00981
OG0001121	Syai.g_01676	Praa.g_01125, Praa.g_00984
OG0001122	Syai.g_01437	Praa.g_01011
OG0001123	Syai.g_01430	Praa.g_01015
OG0001124	Syai.g_01428	Praa.g_01017
OG0001125	Syai.g_01426	Praa.g_01018
OG0001126	Syai.g_02021	Praa.g_01028
OG0001127	Syai.g_02020	Praa.g_01029
OG0001128	Syai.g_02017	Praa.g_01031
OG0001129	Syai.g_02015	Praa.g_01032
OG0001130	Syai.g_02014	Praa.g_01033
OG0001131	Syai.g_01281	Praa.g_01070
OG0001132	Syai.g_01620	Praa.g_01080
OG0001133	Syai.g_01072	Praa.g_01115
OG0001134	Syai.g_01745	Praa.g_01127
OG0001136	Syai.g_02146	Praa.g_01157
OG0001137	Syai.g_02126	Praa.g_01167
OG0001138	Syai.g_01763	Praa.g_01185
OG0001139	Syai.g_01765	Praa.g_01186
OG0001140	Syai.g_01766	Praa.g_01187
OG0001141	Syai.g_01767	Praa.g_01188
OG0001142	Syai.g_01768	Praa.g_01189
OG0001143	Syai.g_01778	Praa.g_01196
OG0001144	Syai.g_01788	Praa.g_01201
OG0001145	Syai.g_02165	Praa.g_01310
OG0001146	Syai.g_02185	Praa.g_01322
OG0001147	Syai.g_00869	Praa.g_01352
OG0001148	Syai.g_00626	Praa.g_01368
OG0001149	Syai.g_00625	Praa.g_01369
OG0001150	Syai.g_00624	Praa.g_01370
OG0001151	Syai.g_00611	Praa.g_01381
OG0001152	Syai.g_00610	Praa.g_01382
OG0001153	Syai.g_00903	Praa.g_01508
OG0001154	Syai.g_00901	Praa.g_01509
OG0001155	Syai.g_02298	Praa.g_01521
OG0001156	Syai.g_02301	Praa.g_01524
OG0001157	Syai.g_02302	Praa.g_01525
OG0001158	Syai.g_02303	Praa.g_01526
OG0001159	Syai.g_02304	Praa.g_01527
OG0001160	Syai.g_02355	Praa.g_01552
OG0001161	Syai.g_02803	Praa.g_01565
OG0001162	Syai.g_01374	Praa.g_01576
OG0001163	Syai.g_02363	Praa.g_01627
OG0001164	Syai.g_02369	Praa.g_01631
OG0001165	Syai.g_02374	Praa.g_01634
OG0001166	Syai.g_02400	Praa.g_01654
OG0001167	Syai.g_02254	Praa.g_01672
OG0001168	Syai.g_02256	Praa.g_01674
OG0001169	Syai.g_02258	Praa.g_01676
OG0001170	Syai.g_02260	Praa.g_01678
OG0001171	Syai.g_02270	Praa.g_01688
OG0001172	Syai.g_00323	Praa.g_01702
OG0001173	Syai.g_00324	Praa.g_01703
OG0001174	Syai.g_00332	Praa.g_01711
OG0001175	Syai.g_00333	Praa.g_01712
