Orthogroup	Syai	Prbe
OG0000561	Syai.g_00740	Prbe.g_00580
OG0000562	Syai.g_00741	Prbe.g_00579
OG0000563	Syai.g_00742	Prbe.g_00578
OG0000564	Syai.g_00743	Prbe.g_00577
OG0000565	Syai.g_00746	Prbe.g_00575
OG0000566	Syai.g_00750	Prbe.g_00571
OG0000567	Syai.g_00754	Prbe.g_00567
OG0000568	Syai.g_00758	Prbe.g_00566
OG0000569	Syai.g_00759	Prbe.g_00565
OG0000570	Syai.g_00760	Prbe.g_00564
OG0000571	Syai.g_00764	Prbe.g_00562
OG0000572	Syai.g_00782	Prbe.g_00548
OG0000573	Syai.g_00790	Prbe.g_00542
OG0000574	Syai.g_00796	Prbe.g_00541
OG0000575	Syai.g_00800	Prbe.g_00537
OG0000576	Syai.g_00802	Prbe.g_00535
OG0000577	Syai.g_00803	Prbe.g_00534
OG0000578	Syai.g_00804	Prbe.g_00533
OG0000579	Syai.g_00805	Prbe.g_00532
OG0000580	Syai.g_00806	Prbe.g_00531
OG0000581	Syai.g_00812	Prbe.g_00528
OG0000582	Syai.g_01042	Prbe.g_00525
OG0000583	Syai.g_01043	Prbe.g_00524
OG0000584	Syai.g_01044	Prbe.g_00523
OG0000585	Syai.g_01046	Prbe.g_00521
OG0000586	Syai.g_01047	Prbe.g_00520
OG0000587	Syai.g_01049	Prbe.g_00519
OG0000588	Syai.g_01063	Prbe.g_00515
OG0000589	Syai.g_01066	Prbe.g_00513
OG0000590	Syai.g_01067	Prbe.g_00512
OG0000591	Syai.g_01075	Prbe.g_00508
OG0000592	Syai.g_01076	Prbe.g_00507
OG0000593	Syai.g_01100	Prbe.g_01488
OG0000594	Syai.g_01101	Prbe.g_01487
OG0000595	Syai.g_01102	Prbe.g_01486
OG0000596	Syai.g_01107	Prbe.g_01482
OG0000597	Syai.g_01110	Prbe.g_01479
OG0000598	Syai.g_01111	Prbe.g_01478
OG0000599	Syai.g_01114	Prbe.g_01475
OG0000600	Syai.g_01115	Prbe.g_01474
OG0000601	Syai.g_01116	Prbe.g_01473
OG0000602	Syai.g_01121	Prbe.g_01471
OG0000603	Syai.g_01122	Prbe.g_01470
OG0000604	Syai.g_01125	Prbe.g_01469
OG0000605	Syai.g_01609	Prbe.g_01468
OG0000606	Syai.g_01221	Prbe.g_01465
OG0000607	Syai.g_01224	Prbe.g_01462
OG0000608	Syai.g_01225	Prbe.g_01461
OG0000609	Syai.g_01227	Prbe.g_01460
OG0000610	Syai.g_01234	Prbe.g_01454
OG0000611	Syai.g_01237	Prbe.g_01451
OG0000612	Syai.g_01238	Prbe.g_01450
OG0000613	Syai.g_00196	Prbe.g_00447
OG0000614	Syai.g_01981	Prbe.g_00468
OG0000615	Syai.g_01286	Prbe.g_01209
OG0000616	Syai.g_02914	Prbe.g_01197
OG0000617	Syai.g_01393	Prbe.g_01434
OG0000618	Syai.g_01394	Prbe.g_01433
OG0000619	Syai.g_01395	Prbe.g_01432
OG0000620	Syai.g_01402	Prbe.g_01429
OG0000621	Syai.g_01403	Prbe.g_01428
OG0000622	Syai.g_01404	Prbe.g_01427
OG0000623	Syai.g_01405	Prbe.g_01426
OG0000624	Syai.g_01407	Prbe.g_01424
OG0000625	Syai.g_01408	Prbe.g_01423
OG0000626	Syai.g_01409	Prbe.g_01422
OG0000627	Syai.g_01575	Prbe.g_01421
OG0000628	Syai.g_01573	Prbe.g_01420
OG0000629	Syai.g_01570	Prbe.g_01419
OG0000630	Syai.g_01566	Prbe.g_01416
OG0000631	Syai.g_01557	Prbe.g_01323
OG0000632	Syai.g_01556	Prbe.g_01324
OG0000633	Syai.g_01555	Prbe.g_01325
OG0000634	Syai.g_01317	Prbe.g_01218
OG0000635	Syai.g_01318	Prbe.g_01219
OG0000636	Syai.g_01320	Prbe.g_01221
OG0000637	Syai.g_01322	Prbe.g_01223
OG0000638	Syai.g_01323	Prbe.g_01224
OG0000639	Syai.g_01324	Prbe.g_01225
OG0000640	Syai.g_01325	Prbe.g_01226
OG0000641	Syai.g_01329	Prbe.g_01230
OG0000642	Syai.g_01330	Prbe.g_01231
OG0000643	Syai.g_01349	Prbe.g_01232
OG0000644	Syai.g_01350	Prbe.g_01233
OG0000645	Syai.g_01352	Prbe.g_01234
OG0000646	Syai.g_01355	Prbe.g_01236
OG0000647	Syai.g_01357	Prbe.g_01238
OG0000648	Syai.g_01362	Prbe.g_01240
OG0000649	Syai.g_01363	Prbe.g_01241
OG0000650	Syai.g_01364	Prbe.g_01242
OG0000651	Syai.g_01365	Prbe.g_01243
OG0000652	Syai.g_01366	Prbe.g_01244
OG0000653	Syai.g_01368	Prbe.g_01246
OG0000654	Syai.g_01369	Prbe.g_01247
OG0000655	Syai.g_01370	Prbe.g_01248
OG0000656	Syai.g_01373	Prbe.g_01251
OG0000657	Syai.g_02045	Prbe.g_01259
OG0000658	Syai.g_02049	Prbe.g_01261
OG0000659	Syai.g_02050	Prbe.g_01262
OG0000660	Syai.g_02054	Prbe.g_01266
OG0000661	Syai.g_02056	Prbe.g_01268
OG0000662	Syai.g_02058	Prbe.g_01270
OG0000663	Syai.g_02061	Prbe.g_01272
OG0000664	Syai.g_02062	Prbe.g_01273
OG0000665	Syai.g_02431	Prbe.g_01279
OG0000666	Syai.g_01610	Prbe.g_01280
OG0000667	Syai.g_01724	Prbe.g_01284
OG0000668	Syai.g_01436	Prbe.g_00105
OG0000669	Syai.g_01251	Prbe.g_00406
OG0000670	Syai.g_00561	Prbe.g_00409
OG0000671	Syai.g_01255	Prbe.g_00412
OG0000672	Syai.g_01259	Prbe.g_00415
OG0000673	Syai.g_01262	Prbe.g_00418
OG0000674	Syai.g_01264	Prbe.g_00420
OG0000675	Syai.g_01265	Prbe.g_00421
OG0000676	Syai.g_01275	Prbe.g_00423
OG0000677	Syai.g_01276	Prbe.g_00424
OG0000678	Syai.g_01279	Prbe.g_00426
OG0000679	Syai.g_01288	Prbe.g_00430
OG0000680	Syai.g_01289	Prbe.g_00431
OG0000681	Syai.g_01292	Prbe.g_00434
OG0000682	Syai.g_01293	Prbe.g_00435
OG0000683	Syai.g_01294	Prbe.g_00436
OG0000684	Syai.g_01299	Prbe.g_00438
OG0000685	Syai.g_01301	Prbe.g_00440
OG0000686	Syai.g_01302	Prbe.g_00441
OG0000687	Syai.g_01303	Prbe.g_00442
OG0000688	Syai.g_01307	Prbe.g_01446
OG0000689	Syai.g_01309	Prbe.g_01445
OG0000690	Syai.g_01310	Prbe.g_01444
OG0000691	Syai.g_01311	Prbe.g_01443
OG0000692	Syai.g_01312	Prbe.g_01441
OG0000693	Syai.g_01313	Prbe.g_01440
OG0000694	Syai.g_01314	Prbe.g_01439
OG0000695	Syai.g_01553	Prbe.g_01327
OG0000696	Syai.g_01552	Prbe.g_01328
OG0000697	Syai.g_01550	Prbe.g_01329
OG0000698	Syai.g_01547	Prbe.g_01332
OG0000699	Syai.g_01545	Prbe.g_01333
OG0000700	Syai.g_01544	Prbe.g_01334
OG0000701	Syai.g_01543	Prbe.g_01335
OG0000702	Syai.g_01521	Prbe.g_01337
OG0000703	Syai.g_01520	Prbe.g_01338
OG0000704	Syai.g_01518	Prbe.g_01340
OG0000705	Syai.g_01511	Prbe.g_01343
OG0000706	Syai.g_01510	Prbe.g_01344
OG0000707	Syai.g_01509	Prbe.g_01345
OG0000708	Syai.g_01506	Prbe.g_01347
OG0000709	Syai.g_01497	Prbe.g_01351
OG0000710	Syai.g_01487	Prbe.g_01354
OG0000711	Syai.g_01456	Prbe.g_01372
OG0000712	Syai.g_01454	Prbe.g_01373
OG0000713	Syai.g_01453	Prbe.g_01374
OG0000714	Syai.g_01451	Prbe.g_01375
OG0000715	Syai.g_01449	Prbe.g_01377
OG0000716	Syai.g_01445	Prbe.g_01379
OG0000717	Syai.g_01444	Prbe.g_01380
OG0000718	Syai.g_01440	Prbe.g_01384
OG0000719	Syai.g_01438	Prbe.g_01386
OG0000720	Syai.g_01425	Prbe.g_01398
OG0000721	Syai.g_01423	Prbe.g_01402
OG0000722	Syai.g_01422	Prbe.g_01403
OG0000723	Syai.g_01411	Prbe.g_01407
OG0000724	Syai.g_02013	Prbe.g_01302
OG0000725	Syai.g_02004	Prbe.g_01296
OG0000726	Syai.g_02003	Prbe.g_01295
OG0000727	Syai.g_02002	Prbe.g_01294
OG0000728	Syai.g_02000	Prbe.g_01292
OG0000729	Syai.g_00097	Prbe.g_00915
OG0000730	Syai.g_00483	Prbe.g_01591
OG0000731	Syai.g_00495	Prbe.g_01898
OG0000732	Syai.g_00058	Prbe.g_01148
OG0000733	Syai.g_02805	Prbe.g_00042
OG0000734	Syai.g_02548	Prbe.g_01565
OG0000735	Syai.g_02159	Prbe.g_01563
OG0000736	Syai.g_02158	Prbe.g_01562
OG0000737	Syai.g_02157	Prbe.g_01561
OG0000738	Syai.g_02152	Prbe.g_01557
OG0000739	Syai.g_02151	Prbe.g_01556
OG0000740	Syai.g_02150	Prbe.g_01555
OG0000741	Syai.g_02147	Prbe.g_01553
OG0000742	Syai.g_02145	Prbe.g_01550
OG0000743	Syai.g_02143	Prbe.g_01548
OG0000744	Syai.g_02142	Prbe.g_01547
OG0000745	Syai.g_02140	Prbe.g_01546
OG0000746	Syai.g_02138	Prbe.g_01544
OG0000747	Syai.g_02137	Prbe.g_01543
OG0000748	Syai.g_02125	Prbe.g_01539
OG0000749	Syai.g_02123	Prbe.g_01538
OG0000750	Syai.g_02122	Prbe.g_01537
OG0000751	Syai.g_02116	Prbe.g_01534
OG0000752	Syai.g_02114	Prbe.g_01532
OG0000753	Syai.g_02111	Prbe.g_01530
OG0000754	Syai.g_01750	Prbe.g_01527
OG0000755	Syai.g_01760	Prbe.g_01521
OG0000756	Syai.g_01761	Prbe.g_01520
OG0000757	Syai.g_01769	Prbe.g_01513
OG0000758	Syai.g_01770	Prbe.g_01512
OG0000759	Syai.g_01771	Prbe.g_01511
OG0000760	Syai.g_01772	Prbe.g_01510
OG0000761	Syai.g_01775	Prbe.g_01509
OG0000762	Syai.g_01777	Prbe.g_01508
OG0000763	Syai.g_01779	Prbe.g_01506
OG0000764	Syai.g_01780	Prbe.g_01505
OG0000765	Syai.g_01797	Prbe.g_01497
OG0000766	Syai.g_01798	Prbe.g_01496
OG0000767	Syai.g_01800	Prbe.g_01494
OG0000768	Syai.g_01801	Prbe.g_01493
OG0000769	Syai.g_01803	Prbe.g_01491
OG0000770	Syai.g_01822	Prbe.g_00502
OG0000771	Syai.g_02019	Prbe.g_00215
OG0000772	Syai.g_01639	Prbe.g_01128
OG0000773	Syai.g_02164	Prbe.g_00902
OG0000774	Syai.g_02168	Prbe.g_00900
OG0000775	Syai.g_02172	Prbe.g_00898
OG0000776	Syai.g_02173	Prbe.g_00897
OG0000777	Syai.g_02174	Prbe.g_00896
OG0000778	Syai.g_02175	Prbe.g_00895
OG0000779	Syai.g_02181	Prbe.g_00891
OG0000780	Syai.g_02184	Prbe.g_00890
OG0000781	Syai.g_02188	Prbe.g_00886
OG0000782	Syai.g_02189	Prbe.g_00885
OG0000783	Syai.g_02190	Prbe.g_00884
OG0000784	Syai.g_02191	Prbe.g_00883
OG0000785	Syai.g_02193	Prbe.g_00881
OG0000786	Syai.g_00816	Prbe.g_00878
OG0000787	Syai.g_00815	Prbe.g_00877
OG0000788	Syai.g_01117	Prbe.g_00634
OG0000789	Syai.g_01596	Prbe.g_00212
OG0000790	Syai.g_00623	Prbe.g_00368
OG0000791	Syai.g_00621	Prbe.g_00366
OG0000792	Syai.g_00620	Prbe.g_00365
OG0000793	Syai.g_00615	Prbe.g_00362
OG0000794	Syai.g_00614	Prbe.g_00361
OG0000795	Syai.g_00613	Prbe.g_00360
OG0000796	Syai.g_00609	Prbe.g_00356
OG0000797	Syai.g_00608	Prbe.g_00355
OG0000799	Syai.g_00996	Prbe.g_00328
OG0000800	Syai.g_00993	Prbe.g_00327
OG0000801	Syai.g_00992	Prbe.g_00326
OG0000802	Syai.g_00988	Prbe.g_00324
OG0000803	Syai.g_00983	Prbe.g_00322
OG0000804	Syai.g_00980	Prbe.g_00321
OG0000805	Syai.g_00965	Prbe.g_00319
OG0000806	Syai.g_00963	Prbe.g_00317
OG0000807	Syai.g_00961	Prbe.g_00316
OG0000808	Syai.g_00960	Prbe.g_00315
OG0000809	Syai.g_00957	Prbe.g_00313
OG0000810	Syai.g_00956	Prbe.g_00312
OG0000811	Syai.g_00950	Prbe.g_00308
OG0000812	Syai.g_00948	Prbe.g_00306
OG0000813	Syai.g_00947	Prbe.g_00305
OG0000814	Syai.g_00945	Prbe.g_00303
OG0000815	Syai.g_00944	Prbe.g_00302
OG0000816	Syai.g_00942	Prbe.g_00300
OG0000817	Syai.g_00941	Prbe.g_00299
OG0000818	Syai.g_00935	Prbe.g_00294
OG0000819	Syai.g_00934	Prbe.g_00293
OG0000820	Syai.g_00933	Prbe.g_00292
OG0000821	Syai.g_00916	Prbe.g_00288
OG0000822	Syai.g_00914	Prbe.g_00287
OG0000823	Syai.g_00913	Prbe.g_00286
OG0000824	Syai.g_00907	Prbe.g_00283
OG0000825	Syai.g_00906	Prbe.g_00282
OG0000826	Syai.g_00905	Prbe.g_00281
OG0000827	Syai.g_00904	Prbe.g_00280
OG0000828	Syai.g_00900	Prbe.g_00277
OG0000829	Syai.g_00899	Prbe.g_00276
OG0000830	Syai.g_00898	Prbe.g_00275
OG0000831	Syai.g_00896	Prbe.g_00273
OG0000832	Syai.g_02296	Prbe.g_00263
OG0000833	Syai.g_02305	Prbe.g_00254
OG0000834	Syai.g_02307	Prbe.g_00253
OG0000835	Syai.g_02308	Prbe.g_00252
OG0000836	Syai.g_02312	Prbe.g_00251
OG0000837	Syai.g_02313	Prbe.g_00250
OG0000838	Syai.g_02323	Prbe.g_00248
OG0000839	Syai.g_02324	Prbe.g_00247
OG0000840	Syai.g_02325	Prbe.g_00246
OG0000841	Syai.g_02326	Prbe.g_00245
OG0000842	Syai.g_02327	Prbe.g_00244
OG0000843	Syai.g_02328	Prbe.g_00243
OG0000844	Syai.g_02330	Prbe.g_00242
OG0000845	Syai.g_02331	Prbe.g_00241
OG0000846	Syai.g_02332	Prbe.g_00240
OG0000847	Syai.g_02333	Prbe.g_00239
OG0000848	Syai.g_02335	Prbe.g_00238
OG0000849	Syai.g_02336	Prbe.g_00237
OG0000850	Syai.g_02339	Prbe.g_00235
OG0000851	Syai.g_02352	Prbe.g_00234
OG0000852	Syai.g_02353	Prbe.g_00233
OG0000853	Syai.g_02357	Prbe.g_00227
OG0000854	Syai.g_02359	Prbe.g_00225
OG0000855	Syai.g_02360	Prbe.g_00224
OG0000856	Syai.g_01078	Prbe.g_00505
OG0000857	Syai.g_01356	Prbe.g_01237
OG0000858	Syai.g_02366	Prbe.g_00992
OG0000859	Syai.g_02367	Prbe.g_00991
OG0000860	Syai.g_02380	Prbe.g_00983
OG0000861	Syai.g_02381	Prbe.g_00982
OG0000862	Syai.g_02382	Prbe.g_00981
OG0000863	Syai.g_02385	Prbe.g_00979
OG0000864	Syai.g_02386	Prbe.g_00978
OG0000865	Syai.g_02387	Prbe.g_00977
OG0000866	Syai.g_02388	Prbe.g_00976
OG0000867	Syai.g_02389	Prbe.g_00975
OG0000868	Syai.g_02392	Prbe.g_00973
OG0000869	Syai.g_02396	Prbe.g_00970
OG0000870	Syai.g_02401	Prbe.g_00965
OG0000871	Syai.g_02402	Prbe.g_00964
OG0000872	Syai.g_02409	Prbe.g_00963
OG0000873	Syai.g_02412	Prbe.g_00960
OG0000874	Syai.g_02408	Prbe.g_00957
OG0000875	Syai.g_02416	Prbe.g_00956
OG0000876	Syai.g_02243	Prbe.g_00955
OG0000877	Syai.g_02250	Prbe.g_00953
OG0000878	Syai.g_02251	Prbe.g_00952
OG0000879	Syai.g_02252	Prbe.g_00951
OG0000880	Syai.g_02253	Prbe.g_00950
OG0000881	Syai.g_02257	Prbe.g_00946
OG0000882	Syai.g_02262	Prbe.g_00941
OG0000883	Syai.g_02264	Prbe.g_00939
OG0000884	Syai.g_02266	Prbe.g_00937
OG0000885	Syai.g_02267	Prbe.g_00936
OG0000886	Syai.g_02268	Prbe.g_00935
OG0000887	Syai.g_02269	Prbe.g_00934
OG0000888	Syai.g_02271	Prbe.g_00932
OG0000889	Syai.g_02273	Prbe.g_00930
OG0000890	Syai.g_02279	Prbe.g_00929
OG0000891	Syai.g_02280	Prbe.g_00928
OG0000892	Syai.g_02282	Prbe.g_00926
OG0000893	Syai.g_00318	Prbe.g_00922
OG0000894	Syai.g_00321	Prbe.g_00919
OG0000895	Syai.g_00325	Prbe.g_01111
OG0000896	Syai.g_00326	Prbe.g_01110
OG0000897	Syai.g_00328	Prbe.g_01108
OG0000898	Syai.g_00329	Prbe.g_01107
OG0000899	Syai.g_00330	Prbe.g_01106
OG0000900	Syai.g_00331	Prbe.g_01105
OG0000901	Syai.g_00336	Prbe.g_01102
OG0000902	Syai.g_00338	Prbe.g_01100
OG0000903	Syai.g_00353	Prbe.g_01096
OG0000904	Syai.g_00348	Prbe.g_01092
OG0000905	Syai.g_00342	Prbe.g_01098
OG0000906	Syai.g_00340	Prbe.g_01099
OG0000907	Syai.g_00358	Prbe.g_01089
OG0000908	Syai.g_00361	Prbe.g_01086
OG0000909	Syai.g_00362	Prbe.g_01085
OG0000910	Syai.g_00363	Prbe.g_01084
OG0000911	Syai.g_00365	Prbe.g_01082
OG0000912	Syai.g_00366	Prbe.g_01081
OG0000913	Syai.g_00367	Prbe.g_01080
OG0000914	Syai.g_00368	Prbe.g_01079
OG0000915	Syai.g_00370	Prbe.g_01078
OG0000916	Syai.g_00371	Prbe.g_00867
OG0000917	Syai.g_00372	Prbe.g_00866
OG0000918	Syai.g_00373	Prbe.g_00865
OG0000919	Syai.g_00374	Prbe.g_00864
OG0000920	Syai.g_00375	Prbe.g_00863
OG0000921	Syai.g_00376	Prbe.g_00862
OG0000922	Syai.g_00377	Prbe.g_00861
OG0000923	Syai.g_00381	Prbe.g_00857
OG0000924	Syai.g_00382	Prbe.g_00856
OG0000925	Syai.g_00383	Prbe.g_00855
OG0000926	Syai.g_00384	Prbe.g_00854
OG0000927	Syai.g_00386	Prbe.g_00852
OG0000928	Syai.g_00387	Prbe.g_00851
OG0000929	Syai.g_00388	Prbe.g_00850
OG0000930	Syai.g_00389	Prbe.g_00849
OG0000931	Syai.g_00390	Prbe.g_00848
OG0000932	Syai.g_00391	Prbe.g_00847
OG0000933	Syai.g_00397	Prbe.g_00843
OG0000934	Syai.g_00399	Prbe.g_00841
OG0000935	Syai.g_00400	Prbe.g_00840
OG0000936	Syai.g_00401	Prbe.g_00839
OG0000937	Syai.g_00402	Prbe.g_00838
OG0000938	Syai.g_00405	Prbe.g_00835
OG0000939	Syai.g_00406	Prbe.g_00834
OG0000940	Syai.g_00413	Prbe.g_00827
OG0000941	Syai.g_00415	Prbe.g_00825
OG0000942	Syai.g_00417	Prbe.g_00823
OG0000943	Syai.g_00418	Prbe.g_00822
OG0000944	Syai.g_00420	Prbe.g_00820
OG0000945	Syai.g_00422	Prbe.g_00819
OG0000946	Syai.g_00428	Prbe.g_00814
OG0000947	Syai.g_00431	Prbe.g_00812
OG0000948	Syai.g_00432	Prbe.g_00811
OG0000949	Syai.g_00174	Prbe.g_00808
OG0000950	Syai.g_00163	Prbe.g_00801
OG0000951	Syai.g_00158	Prbe.g_00797
OG0000952	Syai.g_00136	Prbe.g_00793
OG0000953	Syai.g_00132	Prbe.g_00789
OG0000954	Syai.g_00127	Prbe.g_00785
OG0000955	Syai.g_00126	Prbe.g_00784
OG0000956	Syai.g_00124	Prbe.g_00782
OG0000957	Syai.g_00113	Prbe.g_00776
OG0000958	Syai.g_00112	Prbe.g_00775
OG0000959	Syai.g_00108	Prbe.g_00771
OG0000960	Syai.g_00107	Prbe.g_00770
OG0000961	Syai.g_00100	Prbe.g_00767
OG0000962	Syai.g_00098	Prbe.g_00765
OG0000963	Syai.g_00094	Prbe.g_00761
OG0000964	Syai.g_00093	Prbe.g_00760
OG0000965	Syai.g_00092	Prbe.g_00759
OG0000966	Syai.g_00082	Prbe.g_00749
OG0000967	Syai.g_00077	Prbe.g_00753
OG0000968	Syai.g_00085	Prbe.g_00755
OG0000969	Syai.g_00080	Prbe.g_00756
OG0000970	Syai.g_00079	Prbe.g_01134
OG0000971	Syai.g_00074	Prbe.g_01135
OG0000972	Syai.g_00073	Prbe.g_01136
OG0000973	Syai.g_00072	Prbe.g_01137
OG0000974	Syai.g_00071	Prbe.g_01138
OG0000975	Syai.g_00070	Prbe.g_01139
OG0000976	Syai.g_00069	Prbe.g_01140
OG0000977	Syai.g_00067	Prbe.g_01141
OG0000978	Syai.g_00065	Prbe.g_01142
OG0000979	Syai.g_00062	Prbe.g_01145
OG0000980	Syai.g_00059	Prbe.g_01147
OG0000981	Syai.g_00056	Prbe.g_01150
OG0000982	Syai.g_02777	Prbe.g_01152
OG0000983	Syai.g_02778	Prbe.g_01153
OG0000984	Syai.g_02779	Prbe.g_01154
OG0000985	Syai.g_02781	Prbe.g_01157
OG0000986	Syai.g_02784	Prbe.g_01159
OG0000987	Syai.g_02786	Prbe.g_01160
OG0000988	Syai.g_02790	Prbe.g_01163
OG0000989	Syai.g_02797	Prbe.g_01167
OG0000990	Syai.g_02825	Prbe.g_01171
OG0000991	Syai.g_02827	Prbe.g_01172
OG0000992	Syai.g_02830	Prbe.g_01175
OG0000993	Syai.g_02831	Prbe.g_01176
OG0000994	Syai.g_02834	Prbe.g_01177
OG0000995	Syai.g_02840	Prbe.g_01181
OG0000996	Syai.g_02891	Prbe.g_01182
OG0000997	Syai.g_02900	Prbe.g_01185
OG0000998	Syai.g_02902	Prbe.g_01187
OG0000999	Syai.g_02903	Prbe.g_01188
OG0001000	Syai.g_02906	Prbe.g_01191
OG0001001	Syai.g_02911	Prbe.g_01194
OG0001002	Syai.g_02918	Prbe.g_01056
OG0001003	Syai.g_02919	Prbe.g_01057
OG0001004	Syai.g_02920	Prbe.g_01058
OG0001005	Syai.g_02921	Prbe.g_01059
OG0001006	Syai.g_02931	Prbe.g_01063
OG0001007	Syai.g_02933	Prbe.g_01065
OG0001008	Syai.g_02227	Prbe.g_01935
OG0001009	Syai.g_00034	Prbe.g_00127
OG0001010	Syai.g_00035	Prbe.g_00128
OG0001011	Syai.g_00037	Prbe.g_00130
OG0001012	Syai.g_02773	Prbe.g_00144
OG0001013	Syai.g_02750	Prbe.g_00151
OG0001014	Syai.g_02726	Prbe.g_00154
OG0001015	Syai.g_02725	Prbe.g_00156
OG0001016	Syai.g_02479	Prbe.g_00178
OG0001017	Syai.g_02485	Prbe.g_00182
OG0001018	Syai.g_02487	Prbe.g_00184
OG0001019	Syai.g_02508	Prbe.g_00193
OG0001020	Syai.g_02516	Prbe.g_01630
OG0001021	Syai.g_02523	Prbe.g_01631
OG0001022	Syai.g_02528	Prbe.g_01634
OG0001023	Syai.g_02529	Prbe.g_01635
OG0001024	Syai.g_02533	Prbe.g_01639
OG0001025	Syai.g_02540	Prbe.g_01646
OG0001026	Syai.g_02550	Prbe.g_01655
OG0001027	Syai.g_02555	Prbe.g_01656
OG0001028	Syai.g_02557	Prbe.g_01658
OG0001029	Syai.g_02559	Prbe.g_01659
OG0001030	Syai.g_02580	Prbe.g_01675
OG0001031	Syai.g_02656	Prbe.g_01735
OG0001032	Syai.g_02658	Prbe.g_01736
OG0001033	Syai.g_02685	Prbe.g_01757
OG0001034	Syai.g_00537	Prbe.g_01788
OG0001035	Syai.g_00295	Prbe.g_01808
OG0001036	Syai.g_00290	Prbe.g_01812
OG0001037	Syai.g_00288	Prbe.g_01813
OG0001038	Syai.g_00261	Prbe.g_01832
OG0001039	Syai.g_00258	Prbe.g_01835
OG0001040	Syai.g_00255	Prbe.g_01837
OG0001041	Syai.g_00250	Prbe.g_01842
OG0001042	Syai.g_00225	Prbe.g_01859
OG0001043	Syai.g_00221	Prbe.g_01860
OG0001044	Syai.g_00485	Prbe.g_01891
OG0001045	Syai.g_00498	Prbe.g_01900
OG0001046	Syai.g_01471	Prbe.g_01033
OG0001047	Syai.g_02225	Prbe.g_01937
OG0001048	Syai.g_02224	Prbe.g_01938
OG0001049	Syai.g_02215	Prbe.g_01940
OG0001050	Syai.g_02214	Prbe.g_01941
OG0001051	Syai.g_02213	Prbe.g_01942
OG0001052	Syai.g_00861	Prbe.g_00662
OG0001053	Syai.g_00641	Prbe.g_00650
OG0001054	Syai.g_00658	Prbe.g_00635
OG0001055	Syai.g_00679	Prbe.g_00616
OG0001056	Syai.g_00713	Prbe.g_00599
OG0001057	Syai.g_00721	Prbe.g_00594
OG0001058	Syai.g_00734	Prbe.g_00586
OG0001059	Syai.g_00738	Prbe.g_00582
OG0001060	Syai.g_00744	Prbe.g_00576
OG0001061	Syai.g_00765	Prbe.g_00561
OG0001062	Syai.g_00767	Prbe.g_00559
OG0001063	Syai.g_00774	Prbe.g_00557
OG0001064	Syai.g_00775	Prbe.g_00556
OG0001065	Syai.g_00776	Prbe.g_00555
OG0001066	Syai.g_00777	Prbe.g_00554
OG0001067	Syai.g_00778	Prbe.g_00553
OG0001068	Syai.g_00779	Prbe.g_00552
OG0001069	Syai.g_00780	Prbe.g_00551
OG0001070	Syai.g_00783	Prbe.g_00547
OG0001071	Syai.g_00784	Prbe.g_00546
OG0001072	Syai.g_00788	Prbe.g_00544
OG0001073	Syai.g_00807	Prbe.g_00530
OG0001074	Syai.g_01051	Prbe.g_00518
OG0001075	Syai.g_01053	Prbe.g_00517
OG0001076	Syai.g_01069	Prbe.g_00510
OG0001077	Syai.g_01081	Prbe.g_00504
OG0001078	Syai.g_01105	Prbe.g_01484
OG0001079	Syai.g_01118	Prbe.g_01472
OG0001080	Syai.g_01606	Prbe.g_01466
OG0001081	Syai.g_01222	Prbe.g_01464
OG0001082	Syai.g_01223	Prbe.g_01463
OG0001083	Syai.g_01230	Prbe.g_01458
OG0001084	Syai.g_01231	Prbe.g_01457
OG0001085	Syai.g_01241	Prbe.g_00444
OG0001086	Syai.g_01243	Prbe.g_00445
OG0001087	Syai.g_01953	Prbe.g_00463
OG0001088	Syai.g_01957	Prbe.g_00464
OG0001089	Syai.g_01996	Prbe.g_01205
OG0001090	Syai.g_01387	Prbe.g_01215
OG0001091	Syai.g_01389	Prbe.g_01437
OG0001092	Syai.g_01391	Prbe.g_01436
OG0001093	Syai.g_01397	Prbe.g_01431
OG0001094	Syai.g_01315	Prbe.g_01438
OG0001096	Syai.g_01371	Prbe.g_01249
OG0001097	Syai.g_02057	Prbe.g_01269
OG0001098	Syai.g_01603	Prbe.g_01288
OG0001099	Syai.g_02558	Prbe.g_00110
OG0001100	Syai.g_01253	Prbe.g_00408
OG0001101	Syai.g_01254	Prbe.g_00411
OG0001102	Syai.g_01257	Prbe.g_00414
OG0001103	Syai.g_01260	Prbe.g_00416
OG0001104	Syai.g_01300	Prbe.g_00439
OG0001105	Syai.g_01304	Prbe.g_00443
OG0001106	Syai.g_01517	Prbe.g_01341
OG0001107	Syai.g_01505	Prbe.g_01348
OG0001108	Syai.g_01496	Prbe.g_01352
OG0001109	Syai.g_01488	Prbe.g_01353
OG0001110	Syai.g_01486	Prbe.g_01355
OG0001111	Syai.g_01484	Prbe.g_01356
OG0001112	Syai.g_01482	Prbe.g_01357
OG0001113	Syai.g_01481	Prbe.g_01358
OG0001114	Syai.g_01480	Prbe.g_01359
OG0001115	Syai.g_01476	Prbe.g_01361
OG0001116	Syai.g_01474	Prbe.g_01362
OG0001117	Syai.g_01473	Prbe.g_01363
OG0001118	Syai.g_01472	Prbe.g_01364
OG0001119	Syai.g_01470	Prbe.g_01365
OG0001120	Syai.g_01466	Prbe.g_01367
OG0001122	Syai.g_01437	Prbe.g_01387
