Orthogroup	Syai	Syal
OG0000572	Syai.g_00782	Syal.g_02767
OG0000573	Syai.g_00790	Syal.g_02759
OG0000574	Syai.g_00796	Syal.g_02758
OG0000575	Syai.g_00800	Syal.g_02753
OG0000576	Syai.g_00802	Syal.g_02751
OG0000577	Syai.g_00803	Syal.g_02750
OG0000578	Syai.g_00804	Syal.g_02749
OG0000579	Syai.g_00805	Syal.g_02748
OG0000580	Syai.g_00806	Syal.g_02747
OG0000581	Syai.g_00812	Syal.g_02741
OG0000582	Syai.g_01042	Syal.g_02736
OG0000583	Syai.g_01043	Syal.g_02735
OG0000584	Syai.g_01044	Syal.g_02734
OG0000585	Syai.g_01046	Syal.g_02731
OG0000586	Syai.g_01047	Syal.g_02730
OG0000587	Syai.g_01049	Syal.g_02728
OG0000588	Syai.g_01063	Syal.g_02717
OG0000589	Syai.g_01066	Syal.g_02714
OG0000590	Syai.g_01067	Syal.g_02713
OG0000591	Syai.g_01075	Syal.g_02707
OG0000592	Syai.g_01076	Syal.g_02706
OG0000593	Syai.g_01100	Syal.g_02640
OG0000594	Syai.g_01101	Syal.g_02639
OG0000595	Syai.g_01102	Syal.g_02638
OG0000596	Syai.g_01107	Syal.g_02633
OG0000597	Syai.g_01110	Syal.g_02630
OG0000598	Syai.g_01111	Syal.g_02629
OG0000599	Syai.g_01114	Syal.g_02622
OG0000600	Syai.g_01115	Syal.g_02621
OG0000601	Syai.g_01116	Syal.g_02620
OG0000602	Syai.g_01121	Syal.g_02615
OG0000603	Syai.g_01122	Syal.g_02614
OG0000604	Syai.g_01125	Syal.g_02612
OG0000605	Syai.g_01609	Syal.g_02516
OG0000606	Syai.g_01221	Syal.g_02174
OG0000607	Syai.g_01224	Syal.g_02177
OG0000608	Syai.g_01225	Syal.g_02178
OG0000609	Syai.g_01227	Syal.g_02180
OG0000610	Syai.g_01234	Syal.g_02198
OG0000611	Syai.g_01237	Syal.g_02201
OG0000612	Syai.g_01238	Syal.g_02202
OG0000613	Syai.g_00196	Syal.g_01325
OG0000614	Syai.g_01981	Syal.g_01794
OG0000615	Syai.g_01286	Syal.g_02256
OG0000616	Syai.g_02914	Syal.g_00079
OG0000617	Syai.g_01393	Syal.g_01866
OG0000618	Syai.g_01394	Syal.g_01867
OG0000619	Syai.g_01395	Syal.g_02417
OG0000620	Syai.g_01402	Syal.g_02422
OG0000621	Syai.g_01403	Syal.g_02423
OG0000622	Syai.g_01404	Syal.g_02424
OG0000623	Syai.g_01405	Syal.g_02425
OG0000624	Syai.g_01407	Syal.g_02427
OG0000625	Syai.g_01408	Syal.g_02428
OG0000626	Syai.g_01409	Syal.g_02429
OG0000627	Syai.g_01575	Syal.g_02048
OG0000628	Syai.g_01573	Syal.g_02047
OG0000629	Syai.g_01570	Syal.g_02044
OG0000630	Syai.g_01566	Syal.g_02040
OG0000631	Syai.g_01557	Syal.g_02031
OG0000632	Syai.g_01556	Syal.g_02030
OG0000633	Syai.g_01555	Syal.g_02029
OG0000634	Syai.g_01317	Syal.g_02410
OG0000635	Syai.g_01318	Syal.g_02411
OG0000636	Syai.g_01320	Syal.g_02413
OG0000637	Syai.g_01322	Syal.g_02415
OG0000638	Syai.g_01323	Syal.g_02416
OG0000639	Syai.g_01324	Syal.g_01868
OG0000640	Syai.g_01325	Syal.g_01869
OG0000641	Syai.g_01329	Syal.g_01873
OG0000642	Syai.g_01330	Syal.g_01874
OG0000643	Syai.g_01349	Syal.g_01875
OG0000644	Syai.g_01350	Syal.g_01876
OG0000645	Syai.g_01352	Syal.g_01878
OG0000646	Syai.g_01355	Syal.g_01881
OG0000647	Syai.g_01357	Syal.g_01883
OG0000648	Syai.g_01362	Syal.g_02438
OG0000649	Syai.g_01363	Syal.g_02439
OG0000650	Syai.g_01364	Syal.g_02440
OG0000651	Syai.g_01365	Syal.g_02441
OG0000652	Syai.g_01366	Syal.g_02442
OG0000653	Syai.g_01368	Syal.g_02444
OG0000654	Syai.g_01369	Syal.g_02445
OG0000655	Syai.g_01370	Syal.g_02446
OG0000656	Syai.g_01373	Syal.g_02449
OG0000657	Syai.g_02045	Syal.g_02460
OG0000658	Syai.g_02049	Syal.g_02465
OG0000659	Syai.g_02050	Syal.g_02466
OG0000660	Syai.g_02054	Syal.g_02470
OG0000661	Syai.g_02056	Syal.g_02472
OG0000662	Syai.g_02058	Syal.g_02474
OG0000663	Syai.g_02061	Syal.g_02477
OG0000664	Syai.g_02062	Syal.g_02478
OG0000665	Syai.g_02431	Syal.g_02593
OG0000666	Syai.g_01610	Syal.g_02605
OG0000667	Syai.g_01724	Syal.g_02192
OG0000668	Syai.g_01436	Syal.g_01920
OG0000669	Syai.g_01251	Syal.g_02295
OG0000670	Syai.g_00561	Syal.g_02956
OG0000671	Syai.g_01255	Syal.g_02291
OG0000672	Syai.g_01259	Syal.g_02288
OG0000673	Syai.g_01262	Syal.g_02285
OG0000674	Syai.g_01264	Syal.g_02283
OG0000675	Syai.g_01265	Syal.g_02282
OG0000676	Syai.g_01275	Syal.g_02272
OG0000677	Syai.g_01276	Syal.g_02271
OG0000678	Syai.g_01279	Syal.g_02264
OG0000679	Syai.g_01288	Syal.g_02252
OG0000680	Syai.g_01289	Syal.g_02251
OG0000681	Syai.g_01292	Syal.g_02248
OG0000682	Syai.g_01293	Syal.g_02247
OG0000683	Syai.g_01294	Syal.g_02246
OG0000684	Syai.g_01299	Syal.g_02242
OG0000685	Syai.g_01301	Syal.g_02240
OG0000686	Syai.g_01302	Syal.g_02239
OG0000687	Syai.g_01303	Syal.g_02237
OG0000688	Syai.g_01307	Syal.g_02225
OG0000689	Syai.g_01309	Syal.g_02223
OG0000690	Syai.g_01310	Syal.g_02222
OG0000691	Syai.g_01311	Syal.g_02221
OG0000692	Syai.g_01312	Syal.g_02220
OG0000693	Syai.g_01313	Syal.g_02218
OG0000694	Syai.g_01314	Syal.g_02217
OG0000695	Syai.g_01553	Syal.g_02027
OG0000696	Syai.g_01552	Syal.g_02026
OG0000697	Syai.g_01550	Syal.g_02025
OG0000698	Syai.g_01547	Syal.g_02022
OG0000699	Syai.g_01545	Syal.g_02021
OG0000700	Syai.g_01544	Syal.g_02020
OG0000701	Syai.g_01543	Syal.g_02019
OG0000702	Syai.g_01521	Syal.g_02011
OG0000703	Syai.g_01520	Syal.g_02010
OG0000704	Syai.g_01518	Syal.g_02008
OG0000705	Syai.g_01511	Syal.g_01999
OG0000706	Syai.g_01510	Syal.g_01998
OG0000707	Syai.g_01509	Syal.g_01997
OG0000708	Syai.g_01506	Syal.g_01994
OG0000709	Syai.g_01497	Syal.g_01986
OG0000710	Syai.g_01487	Syal.g_01982
OG0000711	Syai.g_01456	Syal.g_01954
OG0000712	Syai.g_01454	Syal.g_01952
OG0000713	Syai.g_01453	Syal.g_01951
OG0000714	Syai.g_01451	Syal.g_01948
OG0000715	Syai.g_01449	Syal.g_01934
OG0000716	Syai.g_01445	Syal.g_01930
OG0000717	Syai.g_01444	Syal.g_01929
OG0000718	Syai.g_01440	Syal.g_01925
OG0000719	Syai.g_01438	Syal.g_01922
OG0000720	Syai.g_01425	Syal.g_01908
OG0000721	Syai.g_01423	Syal.g_01906
OG0000722	Syai.g_01422	Syal.g_01905
OG0000723	Syai.g_01411	Syal.g_02433
OG0000724	Syai.g_02013	Syal.g_01829
OG0000725	Syai.g_02004	Syal.g_01820
OG0000726	Syai.g_02003	Syal.g_01819
OG0000727	Syai.g_02002	Syal.g_01818
OG0000728	Syai.g_02000	Syal.g_01816
OG0000729	Syai.g_00097	Syal.g_01510
OG0000730	Syai.g_00483	Syal.g_00345
OG0000731	Syai.g_00495	Syal.g_00356
OG0000732	Syai.g_00058	Syal.g_00149
OG0000733	Syai.g_02805	Syal.g_01105
OG0000734	Syai.g_02548	Syal.g_00828
OG0000735	Syai.g_02159	Syal.g_01627
OG0000736	Syai.g_02158	Syal.g_01628
OG0000737	Syai.g_02157	Syal.g_01629
OG0000738	Syai.g_02152	Syal.g_01634
OG0000739	Syai.g_02151	Syal.g_01645
OG0000740	Syai.g_02150	Syal.g_01646
OG0000741	Syai.g_02147	Syal.g_01649
OG0000742	Syai.g_02145	Syal.g_01652
OG0000743	Syai.g_02143	Syal.g_01654
OG0000744	Syai.g_02142	Syal.g_01655
OG0000745	Syai.g_02140	Syal.g_01657
OG0000746	Syai.g_02138	Syal.g_01659
OG0000747	Syai.g_02137	Syal.g_01660
OG0000748	Syai.g_02125	Syal.g_01674
OG0000749	Syai.g_02123	Syal.g_01675
OG0000750	Syai.g_02122	Syal.g_01676
OG0000751	Syai.g_02116	Syal.g_01688
OG0000752	Syai.g_02114	Syal.g_01690
OG0000753	Syai.g_02111	Syal.g_01693
OG0000754	Syai.g_01750	Syal.g_01698
OG0000755	Syai.g_01760	Syal.g_01707
OG0000756	Syai.g_01761	Syal.g_01708
OG0000757	Syai.g_01769	Syal.g_01715
OG0000758	Syai.g_01770	Syal.g_01716
OG0000759	Syai.g_01771	Syal.g_01717
OG0000760	Syai.g_01772	Syal.g_01718
OG0000761	Syai.g_01775	Syal.g_01719
OG0000762	Syai.g_01777	Syal.g_01721
OG0000763	Syai.g_01779	Syal.g_01723
OG0000764	Syai.g_01780	Syal.g_01724
OG0000765	Syai.g_01797	Syal.g_01768
OG0000766	Syai.g_01798	Syal.g_01767
OG0000767	Syai.g_01800	Syal.g_01765
OG0000768	Syai.g_01801	Syal.g_01764
OG0000769	Syai.g_01803	Syal.g_01762
OG0000770	Syai.g_01822	Syal.g_01758
OG0000771	Syai.g_02019	Syal.g_01835
OG0000772	Syai.g_01639	Syal.g_01641
OG0000773	Syai.g_02164	Syal.g_01618
OG0000774	Syai.g_02168	Syal.g_01610
OG0000775	Syai.g_02172	Syal.g_01608
OG0000776	Syai.g_02173	Syal.g_01607
OG0000777	Syai.g_02174	Syal.g_01606
OG0000778	Syai.g_02175	Syal.g_01605
OG0000779	Syai.g_02181	Syal.g_01599
OG0000780	Syai.g_02184	Syal.g_01594
OG0000781	Syai.g_02188	Syal.g_01590
OG0000782	Syai.g_02189	Syal.g_01589
OG0000783	Syai.g_02190	Syal.g_01588
OG0000784	Syai.g_02191	Syal.g_01587
OG0000785	Syai.g_02193	Syal.g_01585
OG0000786	Syai.g_00816	Syal.g_01579
OG0000787	Syai.g_00815	Syal.g_01578
OG0000788	Syai.g_01117	Syal.g_02619
OG0000789	Syai.g_01596	Syal.g_02598
OG0000790	Syai.g_00623	Syal.g_02883
OG0000791	Syai.g_00621	Syal.g_02882
OG0000792	Syai.g_00620	Syal.g_02881
OG0000793	Syai.g_00615	Syal.g_02876
OG0000794	Syai.g_00614	Syal.g_02875
OG0000795	Syai.g_00613	Syal.g_02874
OG0000796	Syai.g_00609	Syal.g_02870
OG0000797	Syai.g_00608	Syal.g_02869
OG0000798	Syai.g_00262	Syal.g_01260
OG0000799	Syai.g_00996	Syal.g_01547
OG0000800	Syai.g_00993	Syal.g_01542
OG0000801	Syai.g_00992	Syal.g_01541
OG0000802	Syai.g_00988	Syal.g_01536
OG0000803	Syai.g_00983	Syal.g_00040
OG0000804	Syai.g_00980	Syal.g_00036
OG0000805	Syai.g_00965	Syal.g_00030
OG0000806	Syai.g_00963	Syal.g_00028
OG0000807	Syai.g_00961	Syal.g_00026
OG0000808	Syai.g_00960	Syal.g_00025
OG0000809	Syai.g_00957	Syal.g_00022
OG0000810	Syai.g_00956	Syal.g_00021
OG0000811	Syai.g_00950	Syal.g_00380
OG0000812	Syai.g_00948	Syal.g_00382
OG0000813	Syai.g_00947	Syal.g_00383
OG0000814	Syai.g_00945	Syal.g_00385
OG0000815	Syai.g_00944	Syal.g_00391
OG0000816	Syai.g_00942	Syal.g_00393
OG0000817	Syai.g_00941	Syal.g_00394
OG0000818	Syai.g_00935	Syal.g_00401
OG0000819	Syai.g_00934	Syal.g_00402
OG0000820	Syai.g_00933	Syal.g_00403
OG0000821	Syai.g_00916	Syal.g_00409
OG0000822	Syai.g_00914	Syal.g_00411
OG0000823	Syai.g_00913	Syal.g_00412
OG0000824	Syai.g_00907	Syal.g_00417
OG0000825	Syai.g_00906	Syal.g_00418
OG0000826	Syai.g_00905	Syal.g_00419
OG0000827	Syai.g_00904	Syal.g_00420
OG0000828	Syai.g_00900	Syal.g_00423
OG0000829	Syai.g_00899	Syal.g_00424
OG0000830	Syai.g_00898	Syal.g_00425
OG0000831	Syai.g_00896	Syal.g_00427
OG0000832	Syai.g_02296	Syal.g_02967
OG0000833	Syai.g_02305	Syal.g_02976
OG0000834	Syai.g_02307	Syal.g_02979
OG0000835	Syai.g_02308	Syal.g_02980
OG0000836	Syai.g_02312	Syal.g_02983
OG0000837	Syai.g_02313	Syal.g_02984
OG0000838	Syai.g_02323	Syal.g_02988
OG0000839	Syai.g_02324	Syal.g_02989
OG0000840	Syai.g_02325	Syal.g_02990
OG0000841	Syai.g_02326	Syal.g_02991
OG0000842	Syai.g_02327	Syal.g_02992
OG0000843	Syai.g_02328	Syal.g_02993
OG0000844	Syai.g_02330	Syal.g_02995
OG0000845	Syai.g_02331	Syal.g_02996
OG0000846	Syai.g_02332	Syal.g_02997
OG0000847	Syai.g_02333	Syal.g_02998
OG0000848	Syai.g_02335	Syal.g_03000
OG0000849	Syai.g_02336	Syal.g_03001
OG0000850	Syai.g_02339	Syal.g_03008
OG0000851	Syai.g_02352	Syal.g_00561
OG0000852	Syai.g_02353	Syal.g_00562
OG0000853	Syai.g_02357	Syal.g_00566
OG0000854	Syai.g_02359	Syal.g_00568
OG0000855	Syai.g_02360	Syal.g_00569
OG0000856	Syai.g_01078	Syal.g_02704
OG0000857	Syai.g_01356	Syal.g_01882
OG0000858	Syai.g_02366	Syal.g_00576
OG0000859	Syai.g_02367	Syal.g_00577
OG0000860	Syai.g_02380	Syal.g_00589
OG0000861	Syai.g_02381	Syal.g_00590
OG0000862	Syai.g_02382	Syal.g_00591
OG0000863	Syai.g_02385	Syal.g_00594
OG0000864	Syai.g_02386	Syal.g_00595
OG0000865	Syai.g_02387	Syal.g_00596
OG0000866	Syai.g_02388	Syal.g_00597
OG0000867	Syai.g_02389	Syal.g_00598
OG0000868	Syai.g_02392	Syal.g_00604
OG0000869	Syai.g_02396	Syal.g_00609
OG0000870	Syai.g_02401	Syal.g_00614
OG0000871	Syai.g_02402	Syal.g_00615
OG0000872	Syai.g_02409	Syal.g_00621
OG0000873	Syai.g_02412	Syal.g_00624
OG0000874	Syai.g_02408	Syal.g_00627
OG0000875	Syai.g_02416	Syal.g_00629
OG0000876	Syai.g_02243	Syal.g_00631
OG0000877	Syai.g_02250	Syal.g_00633
OG0000878	Syai.g_02251	Syal.g_00634
OG0000879	Syai.g_02252	Syal.g_00635
OG0000880	Syai.g_02253	Syal.g_00636
OG0000881	Syai.g_02257	Syal.g_00641
OG0000882	Syai.g_02262	Syal.g_00646
OG0000883	Syai.g_02264	Syal.g_00648
OG0000884	Syai.g_02266	Syal.g_00650
OG0000885	Syai.g_02267	Syal.g_00651
OG0000886	Syai.g_02268	Syal.g_00652
OG0000887	Syai.g_02269	Syal.g_00653
OG0000888	Syai.g_02271	Syal.g_00655
OG0000889	Syai.g_02273	Syal.g_00657
OG0000890	Syai.g_02279	Syal.g_00663
OG0000891	Syai.g_02280	Syal.g_00664
OG0000892	Syai.g_02282	Syal.g_00668
OG0000893	Syai.g_00318	Syal.g_00193
OG0000894	Syai.g_00321	Syal.g_00196
OG0000895	Syai.g_00325	Syal.g_00200
OG0000896	Syai.g_00326	Syal.g_00201
OG0000897	Syai.g_00328	Syal.g_00203
OG0000898	Syai.g_00329	Syal.g_00204
OG0000899	Syai.g_00330	Syal.g_00205
OG0000900	Syai.g_00331	Syal.g_00206
OG0000901	Syai.g_00336	Syal.g_00211
OG0000902	Syai.g_00338	Syal.g_00213
OG0000903	Syai.g_00353	Syal.g_00227
OG0000904	Syai.g_00348	Syal.g_00222
OG0000905	Syai.g_00342	Syal.g_00217
OG0000906	Syai.g_00340	Syal.g_00215
OG0000907	Syai.g_00358	Syal.g_00229
OG0000908	Syai.g_00361	Syal.g_00232
OG0000909	Syai.g_00362	Syal.g_00233
OG0000910	Syai.g_00363	Syal.g_00234
OG0000911	Syai.g_00365	Syal.g_00237
OG0000912	Syai.g_00366	Syal.g_00238
OG0000913	Syai.g_00367	Syal.g_00239
OG0000914	Syai.g_00368	Syal.g_00240
OG0000915	Syai.g_00370	Syal.g_00241
OG0000916	Syai.g_00371	Syal.g_00242
OG0000917	Syai.g_00372	Syal.g_00243
OG0000918	Syai.g_00373	Syal.g_00244
OG0000919	Syai.g_00374	Syal.g_00245
OG0000920	Syai.g_00375	Syal.g_00246
OG0000921	Syai.g_00376	Syal.g_00247
OG0000922	Syai.g_00377	Syal.g_00248
OG0000923	Syai.g_00381	Syal.g_00252
OG0000924	Syai.g_00382	Syal.g_00253
OG0000925	Syai.g_00383	Syal.g_00254
OG0000926	Syai.g_00384	Syal.g_00255
OG0000927	Syai.g_00386	Syal.g_00257
OG0000928	Syai.g_00387	Syal.g_00258
OG0000929	Syai.g_00388	Syal.g_00259
OG0000930	Syai.g_00389	Syal.g_00260
OG0000931	Syai.g_00390	Syal.g_00261
OG0000932	Syai.g_00391	Syal.g_00262
OG0000933	Syai.g_00397	Syal.g_00268
OG0000934	Syai.g_00399	Syal.g_00270
OG0000935	Syai.g_00400	Syal.g_00271
OG0000936	Syai.g_00401	Syal.g_00272
OG0000937	Syai.g_00402	Syal.g_00273
OG0000938	Syai.g_00405	Syal.g_00276
OG0000939	Syai.g_00406	Syal.g_00277
OG0000940	Syai.g_00413	Syal.g_00285
OG0000941	Syai.g_00415	Syal.g_00287
OG0000942	Syai.g_00417	Syal.g_00289
OG0000943	Syai.g_00418	Syal.g_00290
OG0000944	Syai.g_00420	Syal.g_00292
OG0000945	Syai.g_00422	Syal.g_00294
OG0000946	Syai.g_00428	Syal.g_00301
OG0000947	Syai.g_00431	Syal.g_00304
OG0000948	Syai.g_00432	Syal.g_00305
OG0000949	Syai.g_00174	Syal.g_01341
OG0000950	Syai.g_00163	Syal.g_01348
OG0000951	Syai.g_00158	Syal.g_01353
OG0000952	Syai.g_00136	Syal.g_01363
OG0000953	Syai.g_00132	Syal.g_01435
OG0000954	Syai.g_00127	Syal.g_01443
OG0000955	Syai.g_00126	Syal.g_01444
OG0000956	Syai.g_00124	Syal.g_01446
OG0000957	Syai.g_00113	Syal.g_01457
OG0000958	Syai.g_00112	Syal.g_01458
OG0000959	Syai.g_00108	Syal.g_01482
OG0000960	Syai.g_00107	Syal.g_01483
OG0000961	Syai.g_00100	Syal.g_01507
OG0000962	Syai.g_00098	Syal.g_01509
OG0000963	Syai.g_00094	Syal.g_01514
OG0000964	Syai.g_00093	Syal.g_01515
OG0000965	Syai.g_00092	Syal.g_01516
OG0000966	Syai.g_00082	Syal.g_00176
OG0000967	Syai.g_00077	Syal.g_00171
OG0000968	Syai.g_00085	Syal.g_00169
OG0000969	Syai.g_00080	Syal.g_00167
OG0000970	Syai.g_00079	Syal.g_00166
OG0000971	Syai.g_00074	Syal.g_00164
OG0000972	Syai.g_00073	Syal.g_00163
OG0000973	Syai.g_00072	Syal.g_00162
OG0000974	Syai.g_00071	Syal.g_00161
OG0000975	Syai.g_00070	Syal.g_00160
OG0000976	Syai.g_00069	Syal.g_00159
OG0000977	Syai.g_00067	Syal.g_00157
OG0000978	Syai.g_00065	Syal.g_00156
OG0000979	Syai.g_00062	Syal.g_00153
OG0000980	Syai.g_00059	Syal.g_00150
OG0000981	Syai.g_00056	Syal.g_00147
OG0000982	Syai.g_02777	Syal.g_01068
OG0000983	Syai.g_02778	Syal.g_01069
OG0000984	Syai.g_02779	Syal.g_01070
OG0000985	Syai.g_02781	Syal.g_01074
OG0000986	Syai.g_02784	Syal.g_01076
OG0000987	Syai.g_02786	Syal.g_01080
OG0000988	Syai.g_02790	Syal.g_01086
OG0000989	Syai.g_02797	Syal.g_01098
OG0000990	Syai.g_02825	Syal.g_01118
OG0000991	Syai.g_02827	Syal.g_01120
OG0000992	Syai.g_02830	Syal.g_01122
OG0000993	Syai.g_02831	Syal.g_01123
OG0000994	Syai.g_02834	Syal.g_01127
OG0000995	Syai.g_02840	Syal.g_01132
OG0000996	Syai.g_02891	Syal.g_01162
OG0000997	Syai.g_02900	Syal.g_01171
OG0000998	Syai.g_02902	Syal.g_01173
OG0000999	Syai.g_02903	Syal.g_01174
OG0001000	Syai.g_02906	Syal.g_01177
OG0001001	Syai.g_02911	Syal.g_01182
OG0001002	Syai.g_02918	Syal.g_00082
OG0001003	Syai.g_02919	Syal.g_00084
OG0001004	Syai.g_02920	Syal.g_00085
OG0001005	Syai.g_02921	Syal.g_00087
OG0001006	Syai.g_02931	Syal.g_00094
OG0001007	Syai.g_02933	Syal.g_00096
OG0001008	Syai.g_02227	Syal.g_00524
OG0001009	Syai.g_00034	Syal.g_00129
OG0001010	Syai.g_00035	Syal.g_00130
OG0001011	Syai.g_00037	Syal.g_00131
OG0001012	Syai.g_02773	Syal.g_01064
OG0001013	Syai.g_02750	Syal.g_01026
OG0001014	Syai.g_02726	Syal.g_01022
OG0001015	Syai.g_02725	Syal.g_01021
OG0001016	Syai.g_02479	Syal.g_00756
OG0001017	Syai.g_02485	Syal.g_00762
OG0001018	Syai.g_02487	Syal.g_00764
OG0001019	Syai.g_02508	Syal.g_00785
OG0001020	Syai.g_02516	Syal.g_00796
OG0001021	Syai.g_02523	Syal.g_00800
OG0001022	Syai.g_02528	Syal.g_00805
OG0001023	Syai.g_02529	Syal.g_00806
OG0001024	Syai.g_02533	Syal.g_00810
OG0001025	Syai.g_02540	Syal.g_00817
OG0001026	Syai.g_02550	Syal.g_00830
OG0001027	Syai.g_02555	Syal.g_00834
OG0001028	Syai.g_02557	Syal.g_00836
OG0001029	Syai.g_02559	Syal.g_00838
OG0001030	Syai.g_02580	Syal.g_00860
OG0001031	Syai.g_02656	Syal.g_00936
OG0001032	Syai.g_02658	Syal.g_00938
OG0001033	Syai.g_02685	Syal.g_00972
OG0001034	Syai.g_00537	Syal.g_00684
OG0001035	Syai.g_00295	Syal.g_01226
OG0001036	Syai.g_00290	Syal.g_01231
OG0001037	Syai.g_00288	Syal.g_01233
OG0001038	Syai.g_00261	Syal.g_01261
OG0001039	Syai.g_00258	Syal.g_01264
OG0001040	Syai.g_00255	Syal.g_01267
OG0001041	Syai.g_00250	Syal.g_01272
OG0001042	Syai.g_00225	Syal.g_01300
OG0001043	Syai.g_00221	Syal.g_01304
OG0001044	Syai.g_00485	Syal.g_00346
OG0001045	Syai.g_00498	Syal.g_00359
OG0001046	Syai.g_01471	Syal.g_01967
OG0001047	Syai.g_02225	Syal.g_00522
OG0001048	Syai.g_02224	Syal.g_00521
OG0001049	Syai.g_02215	Syal.g_00518
OG0001050	Syai.g_02214	Syal.g_00517
OG0001051	Syai.g_02213	Syal.g_00516
OG0001052	Syai.g_00861	Syal.g_00467
OG0001053	Syai.g_00641	Syal.g_02900
OG0001054	Syai.g_00658	Syal.g_02919
OG0001055	Syai.g_00679	Syal.g_02940
OG0001056	Syai.g_00713	Syal.g_02833
OG0001057	Syai.g_00721	Syal.g_01574
OG0001058	Syai.g_00734	Syal.g_02812
OG0001059	Syai.g_00738	Syal.g_02808
OG0001060	Syai.g_00744	Syal.g_02801
OG0001061	Syai.g_00765	Syal.g_02783
OG0001062	Syai.g_00767	Syal.g_02781
OG0001063	Syai.g_00774	Syal.g_02776
OG0001064	Syai.g_00775	Syal.g_02775
OG0001065	Syai.g_00776	Syal.g_02774
OG0001066	Syai.g_00777	Syal.g_02773
OG0001067	Syai.g_00778	Syal.g_02772
OG0001068	Syai.g_00779	Syal.g_02771
OG0001069	Syai.g_00780	Syal.g_02770
OG0001070	Syai.g_00783	Syal.g_02766
OG0001071	Syai.g_00784	Syal.g_02765
OG0001072	Syai.g_00788	Syal.g_02761
OG0001073	Syai.g_00807	Syal.g_02746
OG0001074	Syai.g_01051	Syal.g_02575
OG0001075	Syai.g_01053	Syal.g_02726
OG0001076	Syai.g_01069	Syal.g_02712
OG0001077	Syai.g_01081	Syal.g_02702
OG0001078	Syai.g_01105	Syal.g_02635
OG0001079	Syai.g_01118	Syal.g_02618
OG0001080	Syai.g_01606	Syal.g_02514
OG0001081	Syai.g_01222	Syal.g_02175
OG0001082	Syai.g_01223	Syal.g_02176
OG0001083	Syai.g_01230	Syal.g_02184
OG0001084	Syai.g_01231	Syal.g_02187
OG0001085	Syai.g_01241	Syal.g_02206
OG0001086	Syai.g_01243	Syal.g_02208
OG0001087	Syai.g_01953	Syal.g_01782
OG0001088	Syai.g_01957	Syal.g_01785
OG0001089	Syai.g_01996	Syal.g_01811
OG0001090	Syai.g_01387	Syal.g_01859
OG0001091	Syai.g_01389	Syal.g_01862
OG0001092	Syai.g_01391	Syal.g_01864
OG0001093	Syai.g_01397	Syal.g_02419
OG0001094	Syai.g_01315	Syal.g_02216
OG0001096	Syai.g_01371	Syal.g_02447
OG0001097	Syai.g_02057	Syal.g_02473
OG0001098	Syai.g_01603	Syal.g_02083
OG0001099	Syai.g_02558	Syal.g_00837
OG0001100	Syai.g_01253	Syal.g_02293
OG0001101	Syai.g_01254	Syal.g_02292
OG0001102	Syai.g_01257	Syal.g_02289
OG0001103	Syai.g_01260	Syal.g_02287
OG0001104	Syai.g_01300	Syal.g_02241
OG0001105	Syai.g_01304	Syal.g_02236
OG0001106	Syai.g_01517	Syal.g_02007
OG0001107	Syai.g_01505	Syal.g_01993
OG0001108	Syai.g_01496	Syal.g_01985
OG0001109	Syai.g_01488	Syal.g_01983
OG0001110	Syai.g_01486	Syal.g_01981
OG0001111	Syai.g_01484	Syal.g_01979
OG0001112	Syai.g_01482	Syal.g_01977
OG0001113	Syai.g_01481	Syal.g_02244
OG0001114	Syai.g_01480	Syal.g_01976
OG0001115	Syai.g_01476	Syal.g_01972
OG0001116	Syai.g_01474	Syal.g_01970
OG0001117	Syai.g_01473	Syal.g_01969
OG0001118	Syai.g_01472	Syal.g_01968
OG0001119	Syai.g_01470	Syal.g_01966
OG0001120	Syai.g_01466	Syal.g_01962
OG0001121	Syai.g_01676	Syal.g_02960
OG0001122	Syai.g_01437	Syal.g_01921
OG0001123	Syai.g_01430	Syal.g_01913
OG0001124	Syai.g_01428	Syal.g_01911
OG0001125	Syai.g_01426	Syal.g_01909
OG0001126	Syai.g_02021	Syal.g_01837
OG0001127	Syai.g_02020	Syal.g_01836
OG0001128	Syai.g_02017	Syal.g_01833
OG0001129	Syai.g_02015	Syal.g_01831
OG0001130	Syai.g_02014	Syal.g_01830
OG0001131	Syai.g_01281	Syal.g_02260
OG0001132	Syai.g_01620	Syal.g_02553
OG0001133	Syai.g_01072	Syal.g_02710
OG0001134	Syai.g_01745	Syal.g_02506
OG0001135	Syai.g_01742	Syal.g_02505
OG0001136	Syai.g_02146	Syal.g_01650
OG0001137	Syai.g_02126	Syal.g_01673
OG0001138	Syai.g_01763	Syal.g_01709
OG0001139	Syai.g_01765	Syal.g_01711
OG0001140	Syai.g_01766	Syal.g_01712
OG0001141	Syai.g_01767	Syal.g_01713
OG0001142	Syai.g_01768	Syal.g_01714
OG0001143	Syai.g_01778	Syal.g_01722
OG0001144	Syai.g_01788	Syal.g_01736
OG0001145	Syai.g_02165	Syal.g_01614
OG0001146	Syai.g_02185	Syal.g_01593
OG0001147	Syai.g_00869	Syal.g_00458
OG0001148	Syai.g_00626	Syal.g_02886
OG0001149	Syai.g_00625	Syal.g_02885
OG0001150	Syai.g_00624	Syal.g_02884
OG0001151	Syai.g_00611	Syal.g_02872
OG0001152	Syai.g_00610	Syal.g_02871
OG0001153	Syai.g_00903	Syal.g_00421
OG0001154	Syai.g_00901	Syal.g_00422
