Orthogroup	Syai	Syap
OG0000612	Syai.g_01238	Syap.g_01957
OG0000613	Syai.g_00196	Syap.g_02480
OG0000615	Syai.g_01286	Syap.g_00154
OG0000616	Syai.g_02914	Syap.g_00127
OG0000617	Syai.g_01393	Syap.g_00513
OG0000618	Syai.g_01394	Syap.g_00514
OG0000619	Syai.g_01395	Syap.g_00515
OG0000620	Syai.g_01402	Syap.g_00520
OG0000621	Syai.g_01403	Syap.g_00521
OG0000622	Syai.g_01404	Syap.g_00523
OG0000623	Syai.g_01405	Syap.g_00526
OG0000624	Syai.g_01407	Syap.g_00527
OG0000625	Syai.g_01408	Syap.g_00528
OG0000626	Syai.g_01409	Syap.g_00529
OG0000627	Syai.g_01575	Syap.g_00848
OG0000628	Syai.g_01573	Syap.g_00850
OG0000629	Syai.g_01570	Syap.g_02334
OG0000630	Syai.g_01566	Syap.g_02793
OG0000631	Syai.g_01557	Syap.g_01724
OG0000632	Syai.g_01556	Syap.g_01725
OG0000633	Syai.g_01555	Syap.g_01726
OG0000634	Syai.g_01317	Syap.g_00190
OG0000635	Syai.g_01318	Syap.g_00191
OG0000636	Syai.g_01320	Syap.g_00193
OG0000637	Syai.g_01322	Syap.g_00195
OG0000638	Syai.g_01323	Syap.g_00196
OG0000639	Syai.g_01324	Syap.g_00197
OG0000640	Syai.g_01325	Syap.g_00198
OG0000641	Syai.g_01329	Syap.g_00203
OG0000642	Syai.g_01330	Syap.g_02732
OG0000643	Syai.g_01349	Syap.g_02731
OG0000644	Syai.g_01350	Syap.g_02730
OG0000645	Syai.g_01352	Syap.g_02726
OG0000646	Syai.g_01355	Syap.g_02723
OG0000647	Syai.g_01357	Syap.g_02721
OG0000648	Syai.g_01362	Syap.g_02719
OG0000649	Syai.g_01363	Syap.g_02718
OG0000650	Syai.g_01364	Syap.g_02717
OG0000651	Syai.g_01365	Syap.g_02716
OG0000652	Syai.g_01366	Syap.g_02715
OG0000653	Syai.g_01368	Syap.g_02713
OG0000654	Syai.g_01369	Syap.g_02711
OG0000655	Syai.g_01370	Syap.g_02710
OG0000656	Syai.g_01373	Syap.g_02706
OG0000657	Syai.g_02045	Syap.g_01845
OG0000658	Syai.g_02049	Syap.g_01841
OG0000659	Syai.g_02050	Syap.g_01840
OG0000660	Syai.g_02054	Syap.g_01835
OG0000662	Syai.g_02058	Syap.g_00823
OG0000663	Syai.g_02061	Syap.g_00826
OG0000664	Syai.g_02062	Syap.g_00828
OG0000665	Syai.g_02431	Syap.g_02331
OG0000666	Syai.g_01610	Syap.g_01573
OG0000667	Syai.g_01724	Syap.g_01979
OG0000668	Syai.g_01436	Syap.g_02765
OG0000669	Syai.g_01251	Syap.g_02371
OG0000670	Syai.g_00561	Syap.g_02368
OG0000671	Syai.g_01255	Syap.g_01260
OG0000672	Syai.g_01259	Syap.g_01257
OG0000673	Syai.g_01262	Syap.g_01253
OG0000674	Syai.g_01264	Syap.g_01251
OG0000675	Syai.g_01265	Syap.g_01250
OG0000676	Syai.g_01275	Syap.g_01248
OG0000677	Syai.g_01276	Syap.g_01246
OG0000678	Syai.g_01279	Syap.g_01239
OG0000679	Syai.g_01288	Syap.g_00157
OG0000680	Syai.g_01289	Syap.g_00158
OG0000681	Syai.g_01292	Syap.g_00163
OG0000682	Syai.g_01293	Syap.g_00165
OG0000683	Syai.g_01294	Syap.g_00166
OG0000684	Syai.g_01299	Syap.g_00169
OG0000685	Syai.g_01301	Syap.g_00172
OG0000686	Syai.g_01302	Syap.g_00173
OG0000687	Syai.g_01303	Syap.g_00174
OG0000688	Syai.g_01307	Syap.g_00178
OG0000689	Syai.g_01309	Syap.g_00180
OG0000690	Syai.g_01310	Syap.g_00181
OG0000691	Syai.g_01311	Syap.g_00182
OG0000692	Syai.g_01312	Syap.g_00184
OG0000693	Syai.g_01313	Syap.g_00185
OG0000694	Syai.g_01314	Syap.g_00186
OG0000695	Syai.g_01553	Syap.g_01729
OG0000696	Syai.g_01552	Syap.g_01730
OG0000697	Syai.g_01550	Syap.g_01734
OG0000698	Syai.g_01547	Syap.g_01737
OG0000699	Syai.g_01545	Syap.g_01738
OG0000700	Syai.g_01544	Syap.g_01739
OG0000701	Syai.g_01543	Syap.g_01740
OG0000702	Syai.g_01521	Syap.g_01747
OG0000703	Syai.g_01520	Syap.g_01750
OG0000704	Syai.g_01518	Syap.g_01753
OG0000705	Syai.g_01511	Syap.g_02022
OG0000706	Syai.g_01510	Syap.g_02020
OG0000707	Syai.g_01509	Syap.g_02019
OG0000708	Syai.g_01506	Syap.g_02016
OG0000709	Syai.g_01497	Syap.g_00121
OG0000711	Syai.g_01456	Syap.g_02686
OG0000712	Syai.g_01454	Syap.g_02688
OG0000713	Syai.g_01453	Syap.g_02689
OG0000714	Syai.g_01451	Syap.g_02691
OG0000715	Syai.g_01449	Syap.g_02693
OG0000716	Syai.g_01445	Syap.g_02696
OG0000717	Syai.g_01444	Syap.g_02697
OG0000718	Syai.g_01440	Syap.g_02701
OG0000719	Syai.g_01438	Syap.g_02767
OG0000720	Syai.g_01425	Syap.g_02780
OG0000721	Syai.g_01423	Syap.g_02782
OG0000722	Syai.g_01422	Syap.g_02783
OG0000723	Syai.g_01411	Syap.g_00532
OG0000725	Syai.g_02004	Syap.g_01559
OG0000726	Syai.g_02003	Syap.g_01560
OG0000727	Syai.g_02002	Syap.g_01561
OG0000728	Syai.g_02000	Syap.g_01564
OG0000729	Syai.g_00097	Syap.g_01122
OG0000730	Syai.g_00483	Syap.g_00572
OG0000731	Syai.g_00495	Syap.g_00560
OG0000732	Syai.g_00058	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Syai.g_02805	Syap.g_01971
OG0000734	Syai.g_02548	Syap.g_02628
OG0000735	Syai.g_02159	Syap.g_00244
OG0000736	Syai.g_02158	Syap.g_00243
OG0000737	Syai.g_02157	Syap.g_00242
OG0000738	Syai.g_02152	Syap.g_00236
OG0000739	Syai.g_02151	Syap.g_00235
OG0000740	Syai.g_02150	Syap.g_00234
OG0000741	Syai.g_02147	Syap.g_00231
OG0000742	Syai.g_02145	Syap.g_00229
OG0000743	Syai.g_02143	Syap.g_00226
OG0000744	Syai.g_02142	Syap.g_00225
OG0000745	Syai.g_02140	Syap.g_00222
OG0000746	Syai.g_02138	Syap.g_00220
OG0000747	Syai.g_02137	Syap.g_00219
OG0000748	Syai.g_02125	Syap.g_00212
OG0000749	Syai.g_02123	Syap.g_00211
OG0000750	Syai.g_02122	Syap.g_00210
OG0000751	Syai.g_02116	Syap.g_00205
OG0000752	Syai.g_02114	Syap.g_01793
OG0000753	Syai.g_02111	Syap.g_02775
OG0000754	Syai.g_01750	Syap.g_01883
OG0000755	Syai.g_01760	Syap.g_01893
OG0000757	Syai.g_01769	Syap.g_00427
OG0000758	Syai.g_01770	Syap.g_00428
OG0000759	Syai.g_01771	Syap.g_00429
OG0000760	Syai.g_01772	Syap.g_00430
OG0000761	Syai.g_01775	Syap.g_00431
OG0000762	Syai.g_01777	Syap.g_00434
OG0000763	Syai.g_01779	Syap.g_02624
OG0000764	Syai.g_01780	Syap.g_02623
OG0000765	Syai.g_01797	Syap.g_02440
OG0000766	Syai.g_01798	Syap.g_02439
OG0000767	Syai.g_01800	Syap.g_02437
OG0000768	Syai.g_01801	Syap.g_02436
OG0000769	Syai.g_01803	Syap.g_02434
OG0000770	Syai.g_01822	Syap.g_02431
OG0000772	Syai.g_01639	Syap.g_02295
OG0000773	Syai.g_02164	Syap.g_00885
OG0000774	Syai.g_02168	Syap.g_01473
OG0000775	Syai.g_02172	Syap.g_01475
OG0000776	Syai.g_02173	Syap.g_01476
OG0000777	Syai.g_02174	Syap.g_01478
OG0000778	Syai.g_02175	Syap.g_01479
OG0000779	Syai.g_02181	Syap.g_01494
OG0000780	Syai.g_02184	Syap.g_01496
OG0000781	Syai.g_02188	Syap.g_02609
OG0000782	Syai.g_02189	Syap.g_02611
OG0000783	Syai.g_02190	Syap.g_02612
OG0000784	Syai.g_02191	Syap.g_02613
OG0000785	Syai.g_02193	Syap.g_02281
OG0000786	Syai.g_00816	Syap.g_02287
OG0000787	Syai.g_00815	Syap.g_02288
OG0000788	Syai.g_01117	Syap.g_01932
OG0000789	Syai.g_01596	Syap.g_00372
OG0000791	Syai.g_00621	Syap.g_02520
OG0000792	Syai.g_00620	Syap.g_02519
OG0000793	Syai.g_00615	Syap.g_02141
OG0000794	Syai.g_00614	Syap.g_02200
OG0000795	Syai.g_00613	Syap.g_02199
OG0000796	Syai.g_00609	Syap.g_02448
OG0000797	Syai.g_00608	Syap.g_02449
OG0000798	Syai.g_00262	Syap.g_01363
OG0000799	Syai.g_00996	Syap.g_02488
OG0000800	Syai.g_00993	Syap.g_02487
OG0000801	Syai.g_00992	Syap.g_02486
OG0000802	Syai.g_00988	Syap.g_02659
OG0000803	Syai.g_00983	Syap.g_02109
OG0000804	Syai.g_00980	Syap.g_02113
OG0000805	Syai.g_00965	Syap.g_02115
OG0000806	Syai.g_00963	Syap.g_02117
OG0000807	Syai.g_00961	Syap.g_02118
OG0000808	Syai.g_00960	Syap.g_02119
OG0000809	Syai.g_00957	Syap.g_02122
OG0000810	Syai.g_00956	Syap.g_02124
OG0000811	Syai.g_00950	Syap.g_02472
OG0000812	Syai.g_00948	Syap.g_02474
OG0000813	Syai.g_00947	Syap.g_02475
OG0000814	Syai.g_00945	Syap.g_02753
OG0000815	Syai.g_00944	Syap.g_02752
OG0000816	Syai.g_00942	Syap.g_02289
OG0000817	Syai.g_00941	Syap.g_02527
OG0000818	Syai.g_00935	Syap.g_02001
OG0000819	Syai.g_00934	Syap.g_02002
OG0000820	Syai.g_00933	Syap.g_02003
OG0000821	Syai.g_00916	Syap.g_02009
OG0000822	Syai.g_00914	Syap.g_02011
OG0000824	Syai.g_00907	Syap.g_00008
OG0000825	Syai.g_00906	Syap.g_00009
OG0000826	Syai.g_00905	Syap.g_00010
OG0000827	Syai.g_00904	Syap.g_00011
OG0000828	Syai.g_00900	Syap.g_00014
OG0000829	Syai.g_00899	Syap.g_00015
OG0000830	Syai.g_00898	Syap.g_00016
OG0000831	Syai.g_00896	Syap.g_00019
OG0000832	Syai.g_02296	Syap.g_00752
OG0000833	Syai.g_02305	Syap.g_00021
OG0000834	Syai.g_02307	Syap.g_00023
OG0000835	Syai.g_02308	Syap.g_00024
OG0000836	Syai.g_02312	Syap.g_00026
OG0000837	Syai.g_02313	Syap.g_00027
OG0000838	Syai.g_02323	Syap.g_00031
OG0000839	Syai.g_02324	Syap.g_00032
OG0000840	Syai.g_02325	Syap.g_00033
OG0000841	Syai.g_02326	Syap.g_00034
OG0000842	Syai.g_02327	Syap.g_00035
OG0000843	Syai.g_02328	Syap.g_00036
OG0000844	Syai.g_02330	Syap.g_00039
OG0000845	Syai.g_02331	Syap.g_00040
OG0000846	Syai.g_02332	Syap.g_00042
OG0000847	Syai.g_02333	Syap.g_00043
OG0000848	Syai.g_02335	Syap.g_00045
OG0000849	Syai.g_02336	Syap.g_00046
OG0000850	Syai.g_02339	Syap.g_00310
OG0000851	Syai.g_02352	Syap.g_01214
OG0000852	Syai.g_02353	Syap.g_01215
OG0000853	Syai.g_02357	Syap.g_01219
OG0000854	Syai.g_02359	Syap.g_01222
OG0000855	Syai.g_02360	Syap.g_01223
OG0000856	Syai.g_01078	Syap.g_01286
OG0000857	Syai.g_01356	Syap.g_02722
OG0000858	Syai.g_02366	Syap.g_00612
OG0000859	Syai.g_02367	Syap.g_00613
OG0000860	Syai.g_02380	Syap.g_00623
OG0000861	Syai.g_02381	Syap.g_02789
OG0000862	Syai.g_02382	Syap.g_01789
OG0000863	Syai.g_02385	Syap.g_01784
OG0000864	Syai.g_02386	Syap.g_01783
OG0000865	Syai.g_02387	Syap.g_01781, Syap.g_01782
OG0000866	Syai.g_02388	Syap.g_01780
OG0000867	Syai.g_02389	Syap.g_01779
OG0000868	Syai.g_02392	Syap.g_01775
OG0000869	Syai.g_02396	Syap.g_01770
OG0000870	Syai.g_02401	Syap.g_01401
OG0000871	Syai.g_02402	Syap.g_01400
OG0000872	Syai.g_02409	Syap.g_01394
OG0000873	Syai.g_02412	Syap.g_01390
OG0000874	Syai.g_02408	Syap.g_01388
OG0000875	Syai.g_02416	Syap.g_01386
OG0000876	Syai.g_02243	Syap.g_00822
OG0000877	Syai.g_02250	Syap.g_01380
OG0000878	Syai.g_02251	Syap.g_01378
OG0000879	Syai.g_02252	Syap.g_01377
OG0000880	Syai.g_02253	Syap.g_01376
OG0000882	Syai.g_02262	Syap.g_01516
OG0000883	Syai.g_02264	Syap.g_01511
OG0000884	Syai.g_02266	Syap.g_01509
OG0000885	Syai.g_02267	Syap.g_01508
OG0000886	Syai.g_02268	Syap.g_01507
OG0000887	Syai.g_02269	Syap.g_01506
OG0000888	Syai.g_02271	Syap.g_01504
OG0000889	Syai.g_02273	Syap.g_01502
OG0000890	Syai.g_02279	Syap.g_01499
OG0000891	Syai.g_02280	Syap.g_01498
OG0000892	Syai.g_02282	Syap.g_02671
OG0000893	Syai.g_00318	Syap.g_02497
OG0000894	Syai.g_00321	Syap.g_02679
OG0000895	Syai.g_00325	Syap.g_00546
OG0000896	Syai.g_00326	Syap.g_00545
OG0000897	Syai.g_00328	Syap.g_00543
OG0000898	Syai.g_00329	Syap.g_00542
OG0000899	Syai.g_00330	Syap.g_00541
OG0000900	Syai.g_00331	Syap.g_00540
OG0000901	Syai.g_00336	Syap.g_01930
OG0000902	Syai.g_00338	Syap.g_01929
OG0000903	Syai.g_00353	Syap.g_01916
OG0000904	Syai.g_00348	Syap.g_01922
OG0000905	Syai.g_00342	Syap.g_01925
OG0000906	Syai.g_00340	Syap.g_01927
OG0000907	Syai.g_00358	Syap.g_01914
OG0000908	Syai.g_00361	Syap.g_01235
OG0000909	Syai.g_00362	Syap.g_01236
OG0000910	Syai.g_00363	Syap.g_01237
OG0000911	Syai.g_00365	Syap.g_00511
OG0000912	Syai.g_00366	Syap.g_00510
OG0000913	Syai.g_00367	Syap.g_00509
OG0000914	Syai.g_00368	Syap.g_00508
OG0000915	Syai.g_00370	Syap.g_00506
OG0000916	Syai.g_00371	Syap.g_00505
OG0000917	Syai.g_00372	Syap.g_00504
OG0000918	Syai.g_00373	Syap.g_00503
OG0000919	Syai.g_00374	Syap.g_00502
OG0000920	Syai.g_00375	Syap.g_00501
OG0000921	Syai.g_00376	Syap.g_00500
OG0000922	Syai.g_00377	Syap.g_00499
OG0000923	Syai.g_00381	Syap.g_00495
OG0000924	Syai.g_00382	Syap.g_00494
OG0000925	Syai.g_00383	Syap.g_00493
OG0000926	Syai.g_00384	Syap.g_00492
OG0000927	Syai.g_00386	Syap.g_00490
OG0000928	Syai.g_00387	Syap.g_00489
OG0000929	Syai.g_00388	Syap.g_00488
OG0000930	Syai.g_00389	Syap.g_00487
OG0000931	Syai.g_00390	Syap.g_00486
OG0000932	Syai.g_00391	Syap.g_00485
OG0000933	Syai.g_00397	Syap.g_00479
OG0000934	Syai.g_00399	Syap.g_00477
OG0000935	Syai.g_00400	Syap.g_00476
OG0000936	Syai.g_00401	Syap.g_00475
OG0000937	Syai.g_00402	Syap.g_00474
OG0000938	Syai.g_00405	Syap.g_00471
OG0000939	Syai.g_00406	Syap.g_00469
OG0000940	Syai.g_00413	Syap.g_00460
OG0000941	Syai.g_00415	Syap.g_00458
OG0000942	Syai.g_00417	Syap.g_00606
OG0000943	Syai.g_00418	Syap.g_00604
OG0000944	Syai.g_00420	Syap.g_00602
OG0000945	Syai.g_00422	Syap.g_00601
OG0000946	Syai.g_00428	Syap.g_00595
OG0000947	Syai.g_00431	Syap.g_00591
OG0000948	Syai.g_00432	Syap.g_00590
OG0000949	Syai.g_00174	Syap.g_01051
OG0000950	Syai.g_00163	Syap.g_01061
OG0000951	Syai.g_00158	Syap.g_01070
OG0000952	Syai.g_00136	Syap.g_01074
OG0000953	Syai.g_00132	Syap.g_01078
OG0000954	Syai.g_00127	Syap.g_01089
OG0000955	Syai.g_00126	Syap.g_01090
OG0000956	Syai.g_00124	Syap.g_01092
OG0000957	Syai.g_00113	Syap.g_01109
OG0000958	Syai.g_00112	Syap.g_01110
OG0000959	Syai.g_00108	Syap.g_01114
OG0000960	Syai.g_00107	Syap.g_01115
OG0000961	Syai.g_00100	Syap.g_02170
OG0000962	Syai.g_00098	Syap.g_01121
OG0000963	Syai.g_00094	Syap.g_01124
OG0000964	Syai.g_00093	Syap.g_01125
OG0000965	Syai.g_00092	Syap.g_01126
OG0000966	Syai.g_00082	Syap.g_01141
OG0000967	Syai.g_00077	Syap.g_00633
OG0000968	Syai.g_00085	Syap.g_00998
OG0000969	Syai.g_00080	Syap.g_00996
OG0000970	Syai.g_00079	Syap.g_00995
OG0000971	Syai.g_00074	Syap.g_00993
OG0000972	Syai.g_00073	Syap.g_00992
OG0000973	Syai.g_00072	Syap.g_00991
OG0000974	Syai.g_00071	Syap.g_00990
OG0000975	Syai.g_00070	Syap.g_00989
OG0000976	Syai.g_00069	Syap.g_00988
OG0000977	Syai.g_00067	Syap.g_00986
OG0000978	Syai.g_00065	Syap.g_00985
OG0000979	Syai.g_00062	Syap.g_00980
OG0000980	Syai.g_00059	Syap.g_00977
OG0000981	Syai.g_00056	Syap.g_01812
OG0000982	Syai.g_02777	Syap.g_00132
OG0000983	Syai.g_02778	Syap.g_00134
OG0000984	Syai.g_02779	Syap.g_00135
OG0000985	Syai.g_02781	Syap.g_00140
OG0000986	Syai.g_02784	Syap.g_01044
OG0000987	Syai.g_02786	Syap.g_01033
OG0000988	Syai.g_02790	Syap.g_01027
OG0000989	Syai.g_02797	Syap.g_01011
OG0000990	Syai.g_02825	Syap.g_02087
OG0000991	Syai.g_02827	Syap.g_02091
OG0000992	Syai.g_02830	Syap.g_02095
OG0000993	Syai.g_02831	Syap.g_02097
OG0000994	Syai.g_02834	Syap.g_02101
OG0000996	Syai.g_02891	Syap.g_01817
OG0000997	Syai.g_02900	Syap.g_02590
OG0000998	Syai.g_02902	Syap.g_02591
OG0000999	Syai.g_02903	Syap.g_02592
OG0001001	Syai.g_02911	Syap.g_02605
OG0001002	Syai.g_02918	Syap.g_00124
OG0001003	Syai.g_02919	Syap.g_02310
OG0001004	Syai.g_02920	Syap.g_02311
OG0001005	Syai.g_02921	Syap.g_02312
OG0001006	Syai.g_02931	Syap.g_00053
OG0001007	Syai.g_02933	Syap.g_00055
OG0001008	Syai.g_02227	Syap.g_02060
OG0001012	Syai.g_02773	Syap.g_00371
OG0001013	Syai.g_02750	Syap.g_01325
OG0001016	Syai.g_02479	Syap.g_01695
OG0001033	Syai.g_02685	Syap.g_00105
OG0001035	Syai.g_00295	Syap.g_01594
OG0001038	Syai.g_00261	Syap.g_01362
OG0001039	Syai.g_00258	Syap.g_01359
OG0001040	Syai.g_00255	Syap.g_01356
OG0001041	Syai.g_00250	Syap.g_01352
OG0001043	Syai.g_00221	Syap.g_01676
OG0001044	Syai.g_00485	Syap.g_00571
OG0001053	Syai.g_00641	Syap.g_02253
OG0001054	Syai.g_00658	Syap.g_00274
OG0001055	Syai.g_00679	Syap.g_00252
OG0001059	Syai.g_00738	Syap.g_00306
OG0001060	Syai.g_00744	Syap.g_00299
OG0001061	Syai.g_00765	Syap.g_01309
OG0001062	Syai.g_00767	Syap.g_01314
OG0001072	Syai.g_00788	Syap.g_00441
OG0001073	Syai.g_00807	Syap.g_00122, Syap.g_00455
OG0001078	Syai.g_01105	Syap.g_00896
OG0001080	Syai.g_01606	Syap.g_02505
OG0001085	Syai.g_01241	Syap.g_01953
OG0001094	Syai.g_01315	Syap.g_00187
OG0001096	Syai.g_01371	Syap.g_02709
OG0001100	Syai.g_01253	Syap.g_02369
OG0001102	Syai.g_01257	Syap.g_01258
OG0001103	Syai.g_01260	Syap.g_01256
OG0001104	Syai.g_01300	Syap.g_00171
OG0001105	Syai.g_01304	Syap.g_00175
OG0001107	Syai.g_01505	Syap.g_02015
OG0001108	Syai.g_01496	Syap.g_00119
OG0001122	Syai.g_01437	Syap.g_02766
OG0001123	Syai.g_01430	Syap.g_01872
OG0001133	Syai.g_01072	Syap.g_01292
OG0001136	Syai.g_02146	Syap.g_00230
OG0001137	Syai.g_02126	Syap.g_00213
OG0001140	Syai.g_01766	Syap.g_02134
OG0001152	Syai.g_00610	Syap.g_02447
OG0001154	Syai.g_00901	Syap.g_00013
OG0001155	Syai.g_02298	Syap.g_00750
OG0001160	Syai.g_02355	Syap.g_01217
OG0001162	Syai.g_01374	Syap.g_02366
OG0001163	Syai.g_02363	Syap.g_00609
OG0001164	Syai.g_02369	Syap.g_00614
OG0001165	Syai.g_02374	Syap.g_00619
OG0001168	Syai.g_02256	Syap.g_01372
OG0001171	Syai.g_02270	Syap.g_01505
OG0001172	Syai.g_00323	Syap.g_00547
OG0001177	Syai.g_00350	Syap.g_01920
OG0001178	Syai.g_02383	Syap.g_01786, Syap.g_01787
OG0001179	Syai.g_00385	Syap.g_00491
OG0001180	Syai.g_00410	Syap.g_00097, Syap.g_00465
OG0001181	Syai.g_00414	Syap.g_00459
OG0001183	Syai.g_00429	Syap.g_00594
OG0001185	Syai.g_00117	Syap.g_01104
OG0001186	Syai.g_00084	Syap.g_01140
OG0001187	Syai.g_00081	Syap.g_01142
OG0001188	Syai.g_00078	Syap.g_00634
OG0001189	Syai.g_00061	Syap.g_00979
OG0001191	Syai.g_02788	Syap.g_01030
OG0001192	Syai.g_02793	Syap.g_01021
OG0001197	Syai.g_02915	Syap.g_00126
OG0001198	Syai.g_02930	Syap.g_00052
OG0001199	Syai.g_02480	Syap.g_01696
OG0001200	Syai.g_02482	Syap.g_01698
OG0001202	Syai.g_02674	Syap.g_01613
OG0001203	Syai.g_00540	Syap.g_01154
OG0001204	Syai.g_00312	Syap.g_01577
OG0001214	Syai.g_01106	Syap.g_00897
OG0001217	Syai.g_01185	Syap.g_01464
OG0001218	Syai.g_00893	Syap.g_00020
OG0001219	Syai.g_01561	Syap.g_02794
OG0001221	Syai.g_01284	Syap.g_01777
OG0001222	Syai.g_01516	Syap.g_02027
OG0001224	Syai.g_02011	Syap.g_01551
OG0001225	Syai.g_02009	Syap.g_01553
OG0001226	Syai.g_01154	Syap.g_02551
OG0001228	Syai.g_02218	Syap.g_01063
OG0001229	Syai.g_01986	Syap.g_00827
OG0001230	Syai.g_00964	Syap.g_02116
OG0001231	Syai.g_00017	Syap.g_00073
OG0001232	Syai.g_02410	Syap.g_01393
OG0001235	Syai.g_00343	Syap.g_01924
OG0001236	Syai.g_00159	Syap.g_01069
OG0001237	Syai.g_00137	Syap.g_01073
OG0001238	Syai.g_02789	Syap.g_01028
OG0001239	Syai.g_02477	Syap.g_01693, Syap.g_01692
OG0001242	Syai.g_02566	Syap.g_02227, Syap.g_02229
OG0001243	Syai.g_02573	Syap.g_02219
OG0001244	Syai.g_02605	Syap.g_02192
OG0001246	Syai.g_00666	Syap.g_00267, Syap.g_01165
OG0001248	Syai.g_01377	Syap.g_00423
OG0001249	Syai.g_00464	Syap.g_00575
OG0001250	Syai.g_02053	Syap.g_01836
OG0001251	Syai.g_02845	Syap.g_01549, Syap.g_01727
OG0001255	Syai.g_01915	Syap.g_02523
OG0001256	Syai.g_02362	Syap.g_01225
OG0001257	Syai.g_00848	Syap.g_00374, Syap.g_00373
OG0001258	Syai.g_02372	Syap.g_00617
OG0001260	Syai.g_02281	Syap.g_01497
OG0001261	Syai.g_00394	Syap.g_00482
OG0001262	Syai.g_00063	Syap.g_00981
OG0001263	Syai.g_02576	Syap.g_02216
OG0001265	Syai.g_02563	Syap.g_02231
OG0001266	Syai.g_02679	Syap.g_01618
OG0001267	Syai.g_00259	Syap.g_01360
OG0001268	Syai.g_00492	Syap.g_00563
OG0001270	Syai.g_02231	Syap.g_02056
OG0001271	Syai.g_00862	Syap.g_02759
OG0001272	Syai.g_00644	Syap.g_02250
OG0001274	Syai.g_02706	Syap.g_01897
OG0001275	Syai.g_01447	Syap.g_02694
OG0001276	Syai.g_01431	Syap.g_01873
OG0001277	Syai.g_02899	Syap.g_01293
OG0001278	Syai.g_01799	Syap.g_02438
OG0001279	Syai.g_00991	Syap.g_02663
OG0001282	Syai.g_00627	Syap.g_01701
OG0001284	Syai.g_02338	Syap.g_00047
OG0001286	Syai.g_00408	Syap.g_00467
OG0001287	Syai.g_00109	Syap.g_00418
OG0001289	Syai.g_02504	Syap.g_02365
OG0001291	Syai.g_02587	Syap.g_02207
OG0001292	Syai.g_00306	Syap.g_01583
OG0001297	Syai.g_00676	Syap.g_00255
OG0001299	Syai.g_01236	Syap.g_01959
OG0001303	Syai.g_01559	Syap.g_02795
OG0001304	Syai.g_01418	Syap.g_00536
OG0001305	Syai.g_02001	Syap.g_01562
OG0001306	Syai.g_02160	Syap.g_00245
OG0001307	Syai.g_01717	Syap.g_00403
OG0001308	Syai.g_00943	Syap.g_02751, Syap.g_02750
OG0001311	Syai.g_01429	Syap.g_01871
OG0001312	Syai.g_01549	Syap.g_01735
OG0001314	Syai.g_01341, Syai.g_01810	Syap.g_00330, Syap.g_00391
OG0001315	Syai.g_00427	Syap.g_00596
OG0001318	Syai.g_00293	Syap.g_01596, Syap.g_01597
OG0001319	Syai.g_00270	Syap.g_02338
OG0001323	Syai.g_00685	Syap.g_00757
OG0001326	Syai.g_02856	Syap.g_02646
OG0001332	Syai.g_02293	Syap.g_01548
OG0001333	Syai.g_02255	Syap.g_01373
OG0001336	Syai.g_02909	Syap.g_02602
OG0001337	Syai.g_00434, Syai.g_00452	Syap.g_00576
OG0001345	Syai.g_02110	Syap.g_01877, Syap.g_02776
OG0001346	Syai.g_02180	Syap.g_01484
OG0001347	Syai.g_02766	Syap.g_02536
OG0001348	Syai.g_02033	Syap.g_00938
OG0001349	Syai.g_02417	Syap.g_01264, Syap.g_00851
OG0001351	Syai.g_00843	Syap.g_01996
OG0001353	Syai.g_02042	Syap.g_01849
OG0001360	Syai.g_02107	Syap.g_01881, Syap.g_02778
OG0001361	Syai.g_02113	Syap.g_01792
OG0001364	Syai.g_00173	Syap.g_01052
OG0001366	Syai.g_02512, Syai.g_02403	Syap.g_01399
OG0001368	Syai.g_00313	Syap.g_01576
OG0001373	Syai.g_02855	Syap.g_02647
OG0001374	Syai.g_02863	Syap.g_01829, Syap.g_01830
OG0001376	Syai.g_02795	Syap.g_01991
OG0001377	Syai.g_02794	Syap.g_01992
OG0001378	Syai.g_02232	Syap.g_02055
OG0001379	Syai.g_02169	Syap.g_01474
OG0001385	Syai.g_02852	Syap.g_02650
OG0001386	Syai.g_02853	Syap.g_02649
OG0001387	Syai.g_02854	Syap.g_02648
OG0001388	Syai.g_02857	Syap.g_02645
OG0001389	Syai.g_02858	Syap.g_02644
OG0001390	Syai.g_02859	Syap.g_02643
OG0001391	Syai.g_02860	Syap.g_01833
OG0001392	Syai.g_02861	Syap.g_01832
OG0001393	Syai.g_02862	Syap.g_01831
OG0001394	Syai.g_01290	Syap.g_00159
OG0001395	Syai.g_01410	Syap.g_00531
OG0001396	Syai.g_02765	Syap.g_02537
OG0001398	Syai.g_01587	Syap.g_02356
OG0001401	Syai.g_02046, Syai.g_02047	Syap.g_01844
OG0001406	Syai.g_02796	Syap.g_01989
OG0001408	Syai.g_01831	Syap.g_01862
OG0001412	Syai.g_02767	Syap.g_02535
OG0001420	Syai.g_00697	Syap.g_02736
OG0001422	Syai.g_02171	Syap.g_01682
OG0001425	Syai.g_02792	Syap.g_01024
OG0001428	Syai.g_02637	Syap.g_01196
OG0001432	Syai.g_01943	Syap.g_01967
OG0001433	Syai.g_02031	Syap.g_00790
OG0001435	Syai.g_01256	Syap.g_01259
OG0001436	Syai.g_00178	Syap.g_01711
OG0001438	Syai.g_00244	Syap.g_01346, Syap.g_01630
