Orthogroup	Syai	Prbk
OG0000565	Syai.g_00746	Prbk.g_01881
OG0000566	Syai.g_00750	Prbk.g_01877
OG0000567	Syai.g_00754	Prbk.g_01873
OG0000568	Syai.g_00758	Prbk.g_01871
OG0000569	Syai.g_00759	Prbk.g_01104
OG0000570	Syai.g_00760	Prbk.g_01105
OG0000571	Syai.g_00764	Prbk.g_01108
OG0000572	Syai.g_00782	Prbk.g_01124
OG0000573	Syai.g_00790	Prbk.g_01131
OG0000574	Syai.g_00796	Prbk.g_01132
OG0000575	Syai.g_00800	Prbk.g_01141
OG0000576	Syai.g_00802	Prbk.g_01143
OG0000577	Syai.g_00803	Prbk.g_01144
OG0000578	Syai.g_00804	Prbk.g_01145
OG0000579	Syai.g_00805	Prbk.g_01146
OG0000580	Syai.g_00806	Prbk.g_01147
OG0000581	Syai.g_00812	Prbk.g_01151
OG0000582	Syai.g_01042	Prbk.g_01155
OG0000583	Syai.g_01043	Prbk.g_01156
OG0000584	Syai.g_01044	Prbk.g_01157
OG0000585	Syai.g_01046	Prbk.g_01159
OG0000586	Syai.g_01047	Prbk.g_01161
OG0000587	Syai.g_01049	Prbk.g_01163
OG0000588	Syai.g_01063	Prbk.g_02605
OG0000589	Syai.g_01066	Prbk.g_02608
OG0000590	Syai.g_01067	Prbk.g_02609
OG0000591	Syai.g_01075	Prbk.g_02616
OG0000592	Syai.g_01076	Prbk.g_02617
OG0000593	Syai.g_01100	Prbk.g_02627
OG0000594	Syai.g_01101	Prbk.g_02628
OG0000595	Syai.g_01102	Prbk.g_02629
OG0000596	Syai.g_01107	Prbk.g_02634
OG0000597	Syai.g_01110	Prbk.g_02637
OG0000598	Syai.g_01111	Prbk.g_02638
OG0000599	Syai.g_01114	Prbk.g_02648
OG0000600	Syai.g_01115	Prbk.g_02649
OG0000601	Syai.g_01116	Prbk.g_02650
OG0000602	Syai.g_01121	Prbk.g_02654
OG0000603	Syai.g_01122	Prbk.g_02655
OG0000604	Syai.g_01125	Prbk.g_02656
OG0000605	Syai.g_01609	Prbk.g_00740
OG0000606	Syai.g_01221	Prbk.g_00729
OG0000607	Syai.g_01224	Prbk.g_00726
OG0000608	Syai.g_01225	Prbk.g_00725
OG0000609	Syai.g_01227	Prbk.g_00723
OG0000610	Syai.g_01234	Prbk.g_00715
OG0000611	Syai.g_01237	Prbk.g_00712
OG0000612	Syai.g_01238	Prbk.g_00711
OG0000613	Syai.g_00196	Prbk.g_00478
OG0000614	Syai.g_01981	Prbk.g_01802
OG0000615	Syai.g_01286	Prbk.g_02429
OG0000616	Syai.g_02914	Prbk.g_02262
OG0000617	Syai.g_01393	Prbk.g_00613
OG0000618	Syai.g_01394	Prbk.g_00612
OG0000619	Syai.g_01395	Prbk.g_00611
OG0000620	Syai.g_01402	Prbk.g_00607
OG0000621	Syai.g_01403	Prbk.g_00606
OG0000622	Syai.g_01404	Prbk.g_00605
OG0000623	Syai.g_01405	Prbk.g_00604
OG0000624	Syai.g_01407	Prbk.g_00603
OG0000625	Syai.g_01408	Prbk.g_00602
OG0000626	Syai.g_01409	Prbk.g_00601
OG0000627	Syai.g_01575	Prbk.g_02376
OG0000628	Syai.g_01573	Prbk.g_02375
OG0000629	Syai.g_01570	Prbk.g_02372
OG0000630	Syai.g_01566	Prbk.g_02368
OG0000631	Syai.g_01557	Prbk.g_02362
OG0000632	Syai.g_01556	Prbk.g_02361
OG0000633	Syai.g_01555	Prbk.g_02360
OG0000634	Syai.g_01317	Prbk.g_02464
OG0000635	Syai.g_01318	Prbk.g_02465
OG0000636	Syai.g_01320	Prbk.g_02467
OG0000637	Syai.g_01322	Prbk.g_02469
OG0000638	Syai.g_01323	Prbk.g_02470
OG0000639	Syai.g_01324	Prbk.g_02471
OG0000640	Syai.g_01325	Prbk.g_02472
OG0000641	Syai.g_01329	Prbk.g_02476
OG0000642	Syai.g_01330	Prbk.g_02477
OG0000643	Syai.g_01349	Prbk.g_02478
OG0000644	Syai.g_01350	Prbk.g_02479
OG0000645	Syai.g_01352	Prbk.g_02480
OG0000646	Syai.g_01355	Prbk.g_02483
OG0000647	Syai.g_01357	Prbk.g_02486
OG0000648	Syai.g_01362	Prbk.g_02488
OG0000649	Syai.g_01363	Prbk.g_02489
OG0000650	Syai.g_01364	Prbk.g_02490
OG0000651	Syai.g_01365	Prbk.g_02491
OG0000652	Syai.g_01366	Prbk.g_02492
OG0000653	Syai.g_01368	Prbk.g_02494
OG0000654	Syai.g_01369	Prbk.g_02495
OG0000655	Syai.g_01370	Prbk.g_02496
OG0000656	Syai.g_01373	Prbk.g_02499
OG0000657	Syai.g_02045	Prbk.g_02532
OG0000658	Syai.g_02049	Prbk.g_02534
OG0000659	Syai.g_02050	Prbk.g_02535
OG0000660	Syai.g_02054	Prbk.g_02539
OG0000661	Syai.g_02056	Prbk.g_02541
OG0000662	Syai.g_02058	Prbk.g_02543
OG0000663	Syai.g_02061	Prbk.g_02546
OG0000664	Syai.g_02062	Prbk.g_02547
OG0000665	Syai.g_02431	Prbk.g_02560
OG0000666	Syai.g_01610	Prbk.g_02563
OG0000667	Syai.g_01724	Prbk.g_02570
OG0000668	Syai.g_01436	Prbk.g_00582
OG0000669	Syai.g_01251	Prbk.g_02580
OG0000670	Syai.g_00561	Prbk.g_01662
OG0000671	Syai.g_01255	Prbk.g_02391
OG0000672	Syai.g_01259	Prbk.g_02394
OG0000673	Syai.g_01262	Prbk.g_02397
OG0000674	Syai.g_01264	Prbk.g_02399
OG0000675	Syai.g_01265	Prbk.g_02400
OG0000676	Syai.g_01275	Prbk.g_02408
OG0000677	Syai.g_01276	Prbk.g_02410
OG0000678	Syai.g_01279	Prbk.g_02415
OG0000679	Syai.g_01288	Prbk.g_02435
OG0000680	Syai.g_01289	Prbk.g_02436
OG0000681	Syai.g_01292	Prbk.g_02438
OG0000682	Syai.g_01293	Prbk.g_02439
OG0000683	Syai.g_01294	Prbk.g_02440
OG0000684	Syai.g_01299	Prbk.g_02453
OG0000685	Syai.g_01301	Prbk.g_02451
OG0000686	Syai.g_01302	Prbk.g_02450
OG0000687	Syai.g_01303	Prbk.g_02449
OG0000688	Syai.g_01307	Prbk.g_02455
OG0000689	Syai.g_01309	Prbk.g_02456
OG0000690	Syai.g_01310	Prbk.g_02457
OG0000691	Syai.g_01311	Prbk.g_02458
OG0000692	Syai.g_01312	Prbk.g_02459
OG0000693	Syai.g_01313	Prbk.g_02460
OG0000694	Syai.g_01314	Prbk.g_02461
OG0000695	Syai.g_01553	Prbk.g_02358
OG0000696	Syai.g_01552	Prbk.g_02357
OG0000697	Syai.g_01550	Prbk.g_02355
OG0000698	Syai.g_01547	Prbk.g_02352
OG0000699	Syai.g_01545	Prbk.g_02350
OG0000700	Syai.g_01544	Prbk.g_02349
OG0000701	Syai.g_01543	Prbk.g_02348
OG0000702	Syai.g_01521	Prbk.g_02340
OG0000703	Syai.g_01520	Prbk.g_02339
OG0000704	Syai.g_01518	Prbk.g_02337
OG0000705	Syai.g_01511	Prbk.g_02331
OG0000706	Syai.g_01510	Prbk.g_02330
OG0000707	Syai.g_01509	Prbk.g_02329
OG0000708	Syai.g_01506	Prbk.g_02327
OG0000709	Syai.g_01497	Prbk.g_02320
OG0000710	Syai.g_01487	Prbk.g_02316
OG0000711	Syai.g_01456	Prbk.g_02293
OG0000712	Syai.g_01454	Prbk.g_02292
OG0000713	Syai.g_01453	Prbk.g_00562
OG0000714	Syai.g_01451	Prbk.g_00566
OG0000715	Syai.g_01449	Prbk.g_00568
OG0000716	Syai.g_01445	Prbk.g_00572
OG0000717	Syai.g_01444	Prbk.g_00573
OG0000718	Syai.g_01440	Prbk.g_00578
OG0000719	Syai.g_01438	Prbk.g_00580
OG0000720	Syai.g_01425	Prbk.g_00593
OG0000721	Syai.g_01423	Prbk.g_00594
OG0000722	Syai.g_01422	Prbk.g_00595
OG0000723	Syai.g_01411	Prbk.g_00599
OG0000724	Syai.g_02013	Prbk.g_00061
OG0000725	Syai.g_02004	Prbk.g_00054
OG0000726	Syai.g_02003	Prbk.g_00053
OG0000727	Syai.g_02002	Prbk.g_00052
OG0000728	Syai.g_02000	Prbk.g_00051
OG0000729	Syai.g_00097	Prbk.g_01531
OG0000730	Syai.g_00483	Prbk.g_00869
OG0000731	Syai.g_00495	Prbk.g_00879
OG0000732	Syai.g_00058	Prbk.g_01601
OG0000733	Syai.g_02805	Prbk.g_02202
OG0000734	Syai.g_02548	Prbk.g_00004
OG0000735	Syai.g_02159	Prbk.g_01037
OG0000736	Syai.g_02158	Prbk.g_01036
OG0000737	Syai.g_02157	Prbk.g_01035
OG0000738	Syai.g_02152	Prbk.g_01028
OG0000739	Syai.g_02151	Prbk.g_01026
OG0000740	Syai.g_02150	Prbk.g_01025
OG0000741	Syai.g_02147	Prbk.g_01022
OG0000742	Syai.g_02145	Prbk.g_01020
OG0000743	Syai.g_02143	Prbk.g_01018
OG0000744	Syai.g_02142	Prbk.g_01017
OG0000745	Syai.g_02140	Prbk.g_00141
OG0000746	Syai.g_02138	Prbk.g_00143
OG0000747	Syai.g_02137	Prbk.g_00144
OG0000748	Syai.g_02125	Prbk.g_00156
OG0000749	Syai.g_02123	Prbk.g_00157
OG0000750	Syai.g_02122	Prbk.g_00158
OG0000751	Syai.g_02116	Prbk.g_00105
OG0000752	Syai.g_02114	Prbk.g_00103
OG0000753	Syai.g_02111	Prbk.g_00100
OG0000754	Syai.g_01750	Prbk.g_01501
OG0000755	Syai.g_01760	Prbk.g_00139
OG0000756	Syai.g_01761	Prbk.g_00138
OG0000757	Syai.g_01769	Prbk.g_00131
OG0000758	Syai.g_01770	Prbk.g_00130
OG0000759	Syai.g_01771	Prbk.g_00129
OG0000760	Syai.g_01772	Prbk.g_00128
OG0000761	Syai.g_01775	Prbk.g_00127
OG0000762	Syai.g_01777	Prbk.g_01503
OG0000763	Syai.g_01779	Prbk.g_01505
OG0000764	Syai.g_01780	Prbk.g_01506
OG0000765	Syai.g_01797	Prbk.g_00178
OG0000766	Syai.g_01798	Prbk.g_00177
OG0000767	Syai.g_01800	Prbk.g_00175
OG0000768	Syai.g_01801	Prbk.g_00174
OG0000769	Syai.g_01803	Prbk.g_00098
OG0000770	Syai.g_01822	Prbk.g_00122
OG0000771	Syai.g_02019	Prbk.g_00066
OG0000772	Syai.g_01639	Prbk.g_02011
OG0000773	Syai.g_02164	Prbk.g_00162
OG0000774	Syai.g_02168	Prbk.g_01192
OG0000775	Syai.g_02172	Prbk.g_01190
OG0000776	Syai.g_02173	Prbk.g_01189
OG0000777	Syai.g_02174	Prbk.g_01188
OG0000778	Syai.g_02175	Prbk.g_01187
OG0000779	Syai.g_02181	Prbk.g_01182
OG0000780	Syai.g_02184	Prbk.g_01179
OG0000781	Syai.g_02188	Prbk.g_01175
OG0000782	Syai.g_02189	Prbk.g_01174
OG0000783	Syai.g_02190	Prbk.g_01173
OG0000784	Syai.g_02191	Prbk.g_01172
OG0000785	Syai.g_02193	Prbk.g_01170
OG0000786	Syai.g_00816	Prbk.g_01167
OG0000787	Syai.g_00815	Prbk.g_01166
OG0000788	Syai.g_01117	Prbk.g_00334
OG0000789	Syai.g_01596	Prbk.g_01691
OG0000790	Syai.g_00623	Prbk.g_02048
OG0000791	Syai.g_00621	Prbk.g_02046
OG0000792	Syai.g_00620	Prbk.g_02045
OG0000793	Syai.g_00615	Prbk.g_02041
OG0000794	Syai.g_00614	Prbk.g_02040
OG0000795	Syai.g_00613	Prbk.g_02039
OG0000796	Syai.g_00609	Prbk.g_02035
OG0000797	Syai.g_00608	Prbk.g_02034
OG0000798	Syai.g_00262	Prbk.g_00414
OG0000799	Syai.g_00996	Prbk.g_01929
OG0000800	Syai.g_00993	Prbk.g_01930
OG0000801	Syai.g_00992	Prbk.g_01931
OG0000802	Syai.g_00988	Prbk.g_01938
OG0000803	Syai.g_00983	Prbk.g_00244
OG0000804	Syai.g_00980	Prbk.g_00246
OG0000805	Syai.g_00965	Prbk.g_00248
OG0000806	Syai.g_00963	Prbk.g_00250
OG0000807	Syai.g_00961	Prbk.g_00252
OG0000808	Syai.g_00960	Prbk.g_00253
OG0000809	Syai.g_00957	Prbk.g_00257
OG0000810	Syai.g_00956	Prbk.g_00258
OG0000811	Syai.g_00950	Prbk.g_00270
OG0000812	Syai.g_00948	Prbk.g_00272
OG0000813	Syai.g_00947	Prbk.g_00273
OG0000814	Syai.g_00945	Prbk.g_00275
OG0000815	Syai.g_00944	Prbk.g_00276
OG0000816	Syai.g_00942	Prbk.g_00278
OG0000817	Syai.g_00941	Prbk.g_00279
OG0000818	Syai.g_00935	Prbk.g_01237
OG0000819	Syai.g_00934	Prbk.g_01236
OG0000820	Syai.g_00933	Prbk.g_01235
OG0000821	Syai.g_00916	Prbk.g_01228
OG0000822	Syai.g_00914	Prbk.g_01226
OG0000823	Syai.g_00913	Prbk.g_01225
OG0000824	Syai.g_00907	Prbk.g_01221
OG0000825	Syai.g_00906	Prbk.g_01220
OG0000826	Syai.g_00905	Prbk.g_01219
OG0000827	Syai.g_00904	Prbk.g_01218
OG0000828	Syai.g_00900	Prbk.g_01215
OG0000829	Syai.g_00899	Prbk.g_01214
OG0000830	Syai.g_00898	Prbk.g_01213
OG0000831	Syai.g_00896	Prbk.g_01211
OG0000832	Syai.g_02296	Prbk.g_02006
OG0000833	Syai.g_02305	Prbk.g_01998
OG0000834	Syai.g_02307	Prbk.g_01997
OG0000835	Syai.g_02308	Prbk.g_01996
OG0000836	Syai.g_02312	Prbk.g_01994
OG0000837	Syai.g_02313	Prbk.g_01993
OG0000838	Syai.g_02323	Prbk.g_01990
OG0000839	Syai.g_02324	Prbk.g_01989
OG0000840	Syai.g_02325	Prbk.g_01988
OG0000841	Syai.g_02326	Prbk.g_01987
OG0000842	Syai.g_02327	Prbk.g_01986
OG0000843	Syai.g_02328	Prbk.g_01985
OG0000844	Syai.g_02330	Prbk.g_01983
OG0000845	Syai.g_02331	Prbk.g_01982
OG0000846	Syai.g_02332	Prbk.g_01981
OG0000847	Syai.g_02333	Prbk.g_01980
OG0000848	Syai.g_02335	Prbk.g_01979
OG0000849	Syai.g_02336	Prbk.g_01978
OG0000850	Syai.g_02339	Prbk.g_01977
OG0000851	Syai.g_02352	Prbk.g_00937
OG0000852	Syai.g_02353	Prbk.g_00936
OG0000853	Syai.g_02357	Prbk.g_00932
OG0000854	Syai.g_02359	Prbk.g_00930
OG0000855	Syai.g_02360	Prbk.g_00929
OG0000856	Syai.g_01078	Prbk.g_02619
OG0000857	Syai.g_01356	Prbk.g_02485
OG0000858	Syai.g_02366	Prbk.g_00918
OG0000859	Syai.g_02367	Prbk.g_00917
OG0000860	Syai.g_02380	Prbk.g_00905
OG0000861	Syai.g_02381	Prbk.g_00904
OG0000862	Syai.g_02382	Prbk.g_00902
OG0000863	Syai.g_02385	Prbk.g_01451
OG0000864	Syai.g_02386	Prbk.g_01450
OG0000865	Syai.g_02387	Prbk.g_01449
OG0000866	Syai.g_02388	Prbk.g_01448
OG0000867	Syai.g_02389	Prbk.g_01447
OG0000868	Syai.g_02392	Prbk.g_01445
OG0000869	Syai.g_02396	Prbk.g_01442
OG0000870	Syai.g_02401	Prbk.g_01437
OG0000871	Syai.g_02402	Prbk.g_01436
OG0000872	Syai.g_02409	Prbk.g_01434
OG0000873	Syai.g_02412	Prbk.g_01431
OG0000874	Syai.g_02408	Prbk.g_01427
OG0000875	Syai.g_02416	Prbk.g_01426
OG0000876	Syai.g_02243	Prbk.g_01425
OG0000877	Syai.g_02250	Prbk.g_01422
OG0000878	Syai.g_02251	Prbk.g_01421
OG0000879	Syai.g_02252	Prbk.g_01420
OG0000880	Syai.g_02253	Prbk.g_01419
OG0000881	Syai.g_02257	Prbk.g_01414
OG0000882	Syai.g_02262	Prbk.g_01409
OG0000883	Syai.g_02264	Prbk.g_01407
OG0000884	Syai.g_02266	Prbk.g_01405
OG0000885	Syai.g_02267	Prbk.g_01404
OG0000886	Syai.g_02268	Prbk.g_01403
OG0000887	Syai.g_02269	Prbk.g_01402
OG0000888	Syai.g_02271	Prbk.g_01400
OG0000889	Syai.g_02273	Prbk.g_01398
OG0000890	Syai.g_02279	Prbk.g_01384
OG0000891	Syai.g_02280	Prbk.g_01383
OG0000892	Syai.g_02282	Prbk.g_01381
OG0000893	Syai.g_00318	Prbk.g_01901
OG0000894	Syai.g_00321	Prbk.g_01905
OG0000895	Syai.g_00325	Prbk.g_01910
OG0000896	Syai.g_00326	Prbk.g_01911
OG0000897	Syai.g_00328	Prbk.g_01913
OG0000898	Syai.g_00329	Prbk.g_01914
OG0000899	Syai.g_00330	Prbk.g_01915
OG0000900	Syai.g_00331	Prbk.g_01916
OG0000901	Syai.g_00336	Prbk.g_01920
OG0000902	Syai.g_00338	Prbk.g_01922
OG0000903	Syai.g_00353	Prbk.g_00990
OG0000904	Syai.g_00348	Prbk.g_00995
OG0000905	Syai.g_00342	Prbk.g_00997
OG0000906	Syai.g_00340	Prbk.g_01926
OG0000907	Syai.g_00358	Prbk.g_00988
OG0000908	Syai.g_00361	Prbk.g_00985
OG0000909	Syai.g_00362	Prbk.g_00984
OG0000910	Syai.g_00363	Prbk.g_00983
OG0000911	Syai.g_00365	Prbk.g_00981
OG0000912	Syai.g_00366	Prbk.g_00980
OG0000913	Syai.g_00367	Prbk.g_00979
OG0000914	Syai.g_00368	Prbk.g_00978
OG0000915	Syai.g_00370	Prbk.g_00977
OG0000916	Syai.g_00371	Prbk.g_00976
OG0000917	Syai.g_00372	Prbk.g_00975
OG0000918	Syai.g_00373	Prbk.g_00974
OG0000919	Syai.g_00374	Prbk.g_00973
OG0000920	Syai.g_00375	Prbk.g_00972
OG0000921	Syai.g_00376	Prbk.g_00971
OG0000922	Syai.g_00377	Prbk.g_00970
OG0000923	Syai.g_00381	Prbk.g_00966
OG0000924	Syai.g_00382	Prbk.g_00965
OG0000925	Syai.g_00383	Prbk.g_00964
OG0000926	Syai.g_00384	Prbk.g_00963
OG0000927	Syai.g_00386	Prbk.g_00961
OG0000928	Syai.g_00387	Prbk.g_00960
OG0000929	Syai.g_00388	Prbk.g_00959
OG0000930	Syai.g_00389	Prbk.g_00958
OG0000931	Syai.g_00390	Prbk.g_00957
OG0000932	Syai.g_00391	Prbk.g_00956
OG0000933	Syai.g_00397	Prbk.g_00951
OG0000934	Syai.g_00399	Prbk.g_00949
OG0000935	Syai.g_00400	Prbk.g_00948
OG0000936	Syai.g_00401	Prbk.g_00947
OG0000937	Syai.g_00402	Prbk.g_00946
OG0000938	Syai.g_00405	Prbk.g_00797
OG0000939	Syai.g_00406	Prbk.g_00798
OG0000940	Syai.g_00413	Prbk.g_00807
OG0000941	Syai.g_00415	Prbk.g_00809
OG0000942	Syai.g_00417	Prbk.g_00811
OG0000943	Syai.g_00418	Prbk.g_00812
OG0000944	Syai.g_00420	Prbk.g_00814
OG0000945	Syai.g_00422	Prbk.g_00816
OG0000946	Syai.g_00428	Prbk.g_00844
OG0000947	Syai.g_00431	Prbk.g_00847
OG0000948	Syai.g_00432	Prbk.g_00848
OG0000949	Syai.g_00174	Prbk.g_00851
OG0000950	Syai.g_00163	Prbk.g_00513
OG0000951	Syai.g_00158	Prbk.g_00518
OG0000952	Syai.g_00136	Prbk.g_00525
OG0000953	Syai.g_00132	Prbk.g_00529
OG0000954	Syai.g_00127	Prbk.g_00216
OG0000955	Syai.g_00126	Prbk.g_00217
OG0000956	Syai.g_00124	Prbk.g_00219
OG0000957	Syai.g_00113	Prbk.g_00235
OG0000958	Syai.g_00112	Prbk.g_00236
OG0000959	Syai.g_00108	Prbk.g_01482
OG0000960	Syai.g_00107	Prbk.g_01483
OG0000961	Syai.g_00100	Prbk.g_01494
OG0000962	Syai.g_00098	Prbk.g_01530
OG0000963	Syai.g_00094	Prbk.g_01535
OG0000964	Syai.g_00093	Prbk.g_01536
OG0000965	Syai.g_00092	Prbk.g_01537
OG0000966	Syai.g_00082	Prbk.g_01571
OG0000967	Syai.g_00077	Prbk.g_01577
OG0000968	Syai.g_00085	Prbk.g_01580
OG0000969	Syai.g_00080	Prbk.g_01582
OG0000970	Syai.g_00079	Prbk.g_01583
OG0000971	Syai.g_00074	Prbk.g_01585
OG0000972	Syai.g_00073	Prbk.g_01586
OG0000973	Syai.g_00072	Prbk.g_01587
OG0000974	Syai.g_00071	Prbk.g_01588
OG0000975	Syai.g_00070	Prbk.g_01589
OG0000976	Syai.g_00069	Prbk.g_01590
OG0000977	Syai.g_00067	Prbk.g_01592
OG0000978	Syai.g_00065	Prbk.g_01593
OG0000979	Syai.g_00062	Prbk.g_01596
OG0000980	Syai.g_00059	Prbk.g_01600
OG0000981	Syai.g_00056	Prbk.g_01603
OG0000982	Syai.g_02777	Prbk.g_02161
OG0000983	Syai.g_02778	Prbk.g_02162
OG0000984	Syai.g_02779	Prbk.g_02163
OG0000985	Syai.g_02781	Prbk.g_02167
OG0000986	Syai.g_02784	Prbk.g_02169
OG0000987	Syai.g_02786	Prbk.g_02171
OG0000988	Syai.g_02790	Prbk.g_02175
OG0000989	Syai.g_02797	Prbk.g_02185
OG0000990	Syai.g_02825	Prbk.g_02207
OG0000991	Syai.g_02827	Prbk.g_02210
OG0000992	Syai.g_02830	Prbk.g_02213
OG0000993	Syai.g_02831	Prbk.g_02214
OG0000994	Syai.g_02834	Prbk.g_02217
OG0000995	Syai.g_02840	Prbk.g_02226
OG0000996	Syai.g_02891	Prbk.g_02239
OG0000997	Syai.g_02900	Prbk.g_02248
OG0000998	Syai.g_02902	Prbk.g_02250
OG0000999	Syai.g_02903	Prbk.g_02251
OG0001000	Syai.g_02906	Prbk.g_02254
OG0001001	Syai.g_02911	Prbk.g_02258
OG0001002	Syai.g_02918	Prbk.g_02265
OG0001003	Syai.g_02919	Prbk.g_02267
OG0001004	Syai.g_02920	Prbk.g_02268
OG0001005	Syai.g_02921	Prbk.g_02270
OG0001006	Syai.g_02931	Prbk.g_02276
OG0001007	Syai.g_02933	Prbk.g_02278
OG0001008	Syai.g_02227	Prbk.g_00327
OG0001009	Syai.g_00034	Prbk.g_01622
OG0001010	Syai.g_00035	Prbk.g_01621
OG0001011	Syai.g_00037	Prbk.g_01619
OG0001012	Syai.g_02773	Prbk.g_02158
OG0001013	Syai.g_02750	Prbk.g_02133
OG0001014	Syai.g_02726	Prbk.g_02124
OG0001015	Syai.g_02725	Prbk.g_02123
OG0001016	Syai.g_02479	Prbk.g_01315
OG0001017	Syai.g_02485	Prbk.g_01309
OG0001018	Syai.g_02487	Prbk.g_01307
OG0001019	Syai.g_02508	Prbk.g_01294
OG0001020	Syai.g_02516	Prbk.g_00035
OG0001021	Syai.g_02523	Prbk.g_00031
OG0001022	Syai.g_02528	Prbk.g_00026
OG0001023	Syai.g_02529	Prbk.g_00025
OG0001024	Syai.g_02533	Prbk.g_00021
OG0001025	Syai.g_02540	Prbk.g_00014
OG0001026	Syai.g_02550	Prbk.g_00001
OG0001027	Syai.g_02555	Prbk.g_00190
OG0001028	Syai.g_02557	Prbk.g_00192
OG0001029	Syai.g_02559	Prbk.g_00194
OG0001030	Syai.g_02580	Prbk.g_00547
OG0001031	Syai.g_02656	Prbk.g_01275
OG0001032	Syai.g_02658	Prbk.g_01272
OG0001033	Syai.g_02685	Prbk.g_00633
OG0001034	Syai.g_00537	Prbk.g_01521
OG0001035	Syai.g_00295	Prbk.g_00372
OG0001036	Syai.g_00290	Prbk.g_00376
OG0001037	Syai.g_00288	Prbk.g_00378
OG0001038	Syai.g_00261	Prbk.g_00415
OG0001039	Syai.g_00258	Prbk.g_00418
OG0001040	Syai.g_00255	Prbk.g_00421
OG0001041	Syai.g_00250	Prbk.g_00426
OG0001042	Syai.g_00225	Prbk.g_00451
OG0001043	Syai.g_00221	Prbk.g_00453
OG0001044	Syai.g_00485	Prbk.g_00870
OG0001045	Syai.g_00498	Prbk.g_00882
OG0001046	Syai.g_01471	Prbk.g_00924
OG0001047	Syai.g_02225	Prbk.g_00325
OG0001048	Syai.g_02224	Prbk.g_00324
OG0001049	Syai.g_02215	Prbk.g_00321
OG0001050	Syai.g_02214	Prbk.g_00320
OG0001051	Syai.g_02213	Prbk.g_00319
OG0001052	Syai.g_00861	Prbk.g_02109
OG0001053	Syai.g_00641	Prbk.g_02064
OG0001054	Syai.g_00658	Prbk.g_01861
OG0001055	Syai.g_00679	Prbk.g_01056
OG0001056	Syai.g_00713	Prbk.g_01085
OG0001057	Syai.g_00721	Prbk.g_01097
OG0001058	Syai.g_00734	Prbk.g_01893
OG0001059	Syai.g_00738	Prbk.g_01889
OG0001060	Syai.g_00744	Prbk.g_01882
OG0001061	Syai.g_00765	Prbk.g_01109
OG0001062	Syai.g_00767	Prbk.g_01111
OG0001063	Syai.g_00774	Prbk.g_01115
OG0001064	Syai.g_00775	Prbk.g_01116
OG0001065	Syai.g_00776	Prbk.g_01117
OG0001066	Syai.g_00777	Prbk.g_01118
OG0001067	Syai.g_00778	Prbk.g_01119
OG0001068	Syai.g_00779	Prbk.g_01120
OG0001069	Syai.g_00780	Prbk.g_01121
OG0001070	Syai.g_00783	Prbk.g_01125
OG0001071	Syai.g_00784	Prbk.g_01126
OG0001072	Syai.g_00788	Prbk.g_01129
OG0001073	Syai.g_00807	Prbk.g_01148
OG0001074	Syai.g_01051	Prbk.g_02602
OG0001075	Syai.g_01053	Prbk.g_02603
OG0001076	Syai.g_01069	Prbk.g_02611
OG0001077	Syai.g_01081	Prbk.g_02621
OG0001078	Syai.g_01105	Prbk.g_02632
OG0001079	Syai.g_01118	Prbk.g_02651
OG0001080	Syai.g_01606	Prbk.g_00738
OG0001081	Syai.g_01222	Prbk.g_00728
OG0001082	Syai.g_01223	Prbk.g_00727
OG0001083	Syai.g_01230	Prbk.g_00719
OG0001084	Syai.g_01231	Prbk.g_00718
OG0001085	Syai.g_01241	Prbk.g_00708
OG0001086	Syai.g_01243	Prbk.g_00706
OG0001087	Syai.g_01953	Prbk.g_01821
OG0001088	Syai.g_01957	Prbk.g_01817
OG0001089	Syai.g_01996	Prbk.g_01764
OG0001090	Syai.g_01387	Prbk.g_00617
OG0001091	Syai.g_01389	Prbk.g_00615
OG0001092	Syai.g_01391	Prbk.g_00614
OG0001093	Syai.g_01397	Prbk.g_00610
OG0001094	Syai.g_01315	Prbk.g_02462
OG0001096	Syai.g_01371	Prbk.g_02497
OG0001097	Syai.g_02057	Prbk.g_02542
OG0001098	Syai.g_01603	Prbk.g_02379
OG0001099	Syai.g_02558	Prbk.g_00193
OG0001100	Syai.g_01253	Prbk.g_02389
OG0001101	Syai.g_01254	Prbk.g_02390
OG0001102	Syai.g_01257	Prbk.g_02393
OG0001103	Syai.g_01260	Prbk.g_02395
OG0001104	Syai.g_01300	Prbk.g_02452
OG0001105	Syai.g_01304	Prbk.g_02447
OG0001106	Syai.g_01517	Prbk.g_02336
OG0001107	Syai.g_01505	Prbk.g_02326
OG0001108	Syai.g_01496	Prbk.g_02319
OG0001109	Syai.g_01488	Prbk.g_02317
OG0001110	Syai.g_01486	Prbk.g_02315
OG0001111	Syai.g_01484	Prbk.g_02313
OG0001112	Syai.g_01482	Prbk.g_02311
OG0001113	Syai.g_01481	Prbk.g_02310
OG0001114	Syai.g_01480	Prbk.g_02309
OG0001115	Syai.g_01476	Prbk.g_02307
OG0001116	Syai.g_01474	Prbk.g_02306
OG0001117	Syai.g_01473	Prbk.g_02305
OG0001118	Syai.g_01472	Prbk.g_02304
OG0001119	Syai.g_01470	Prbk.g_02303
OG0001120	Syai.g_01466	Prbk.g_02301
OG0001122	Syai.g_01437	Prbk.g_00581
OG0001123	Syai.g_01430	Prbk.g_00588
OG0001124	Syai.g_01428	Prbk.g_00590
OG0001125	Syai.g_01426	Prbk.g_00592
