Orthogroup	Syai	Prag
OG0000589	Syai.g_01066	Prag.g_00599
OG0000590	Syai.g_01067	Prag.g_00600
OG0000591	Syai.g_01075	Prag.g_00603
OG0000592	Syai.g_01076	Prag.g_00604
OG0000593	Syai.g_01100	Prag.g_00610
OG0000594	Syai.g_01101	Prag.g_00611
OG0000595	Syai.g_01102	Prag.g_00612
OG0000596	Syai.g_01107	Prag.g_00616
OG0000597	Syai.g_01110	Prag.g_00618
OG0000598	Syai.g_01111	Prag.g_00619
OG0000599	Syai.g_01114	Prag.g_00622
OG0000600	Syai.g_01115	Prag.g_00623
OG0000601	Syai.g_01116	Prag.g_00624
OG0000602	Syai.g_01121	Prag.g_00626
OG0000603	Syai.g_01122	Prag.g_00627
OG0000604	Syai.g_01125	Prag.g_00628
OG0000605	Syai.g_01609	Prag.g_00629
OG0000606	Syai.g_01221	Prag.g_00632
OG0000607	Syai.g_01224	Prag.g_00635
OG0000608	Syai.g_01225	Prag.g_00636
OG0000609	Syai.g_01227	Prag.g_00637
OG0000610	Syai.g_01234	Prag.g_00642
OG0000611	Syai.g_01237	Prag.g_00645
OG0000612	Syai.g_01238	Prag.g_00646
OG0000613	Syai.g_00196	Prag.g_00651
OG0000614	Syai.g_01981	Prag.g_00670
OG0000615	Syai.g_01286	Prag.g_00678
OG0000616	Syai.g_02914	Prag.g_00682
OG0000617	Syai.g_01393	Prag.g_00698
OG0000618	Syai.g_01394	Prag.g_00699
OG0000619	Syai.g_01395	Prag.g_00700
OG0000620	Syai.g_01402	Prag.g_00703
OG0000621	Syai.g_01403	Prag.g_00704
OG0000622	Syai.g_01404	Prag.g_00705
OG0000623	Syai.g_01405	Prag.g_00706
OG0000624	Syai.g_01407	Prag.g_00707
OG0000625	Syai.g_01408	Prag.g_00708
OG0000626	Syai.g_01409	Prag.g_00709
OG0000627	Syai.g_01575	Prag.g_00710
OG0000628	Syai.g_01573	Prag.g_00711
OG0000629	Syai.g_01570	Prag.g_00712
OG0000630	Syai.g_01566	Prag.g_00715
OG0000631	Syai.g_01557	Prag.g_00797
OG0000632	Syai.g_01556	Prag.g_00798
OG0000633	Syai.g_01555	Prag.g_00799
OG0000634	Syai.g_01317	Prag.g_00802
OG0000635	Syai.g_01318	Prag.g_00803
OG0000636	Syai.g_01320	Prag.g_00805
OG0000637	Syai.g_01322	Prag.g_00807
OG0000638	Syai.g_01323	Prag.g_00808
OG0000639	Syai.g_01324	Prag.g_00809
OG0000640	Syai.g_01325	Prag.g_00810
OG0000641	Syai.g_01329	Prag.g_00814
OG0000642	Syai.g_01330	Prag.g_00815
OG0000643	Syai.g_01349	Prag.g_00816
OG0000644	Syai.g_01350	Prag.g_00817
OG0000645	Syai.g_01352	Prag.g_00818
OG0000646	Syai.g_01355	Prag.g_00820
OG0000647	Syai.g_01357	Prag.g_00821
OG0000648	Syai.g_01362	Prag.g_00823
OG0000649	Syai.g_01363	Prag.g_00824
OG0000650	Syai.g_01364	Prag.g_00825
OG0000651	Syai.g_01365	Prag.g_00826
OG0000652	Syai.g_01366	Prag.g_00827
OG0000653	Syai.g_01368	Prag.g_00829
OG0000654	Syai.g_01369	Prag.g_00830
OG0000655	Syai.g_01370	Prag.g_00831
OG0000656	Syai.g_01373	Prag.g_00834
OG0000657	Syai.g_02045	Prag.g_00840
OG0000658	Syai.g_02049	Prag.g_00841
OG0000659	Syai.g_02050	Prag.g_00842
OG0000660	Syai.g_02054	Prag.g_00846
OG0000661	Syai.g_02056	Prag.g_00848
OG0000662	Syai.g_02058	Prag.g_00850
OG0000663	Syai.g_02061	Prag.g_00852
OG0000664	Syai.g_02062	Prag.g_00853
OG0000665	Syai.g_02431	Prag.g_00857
OG0000666	Syai.g_01610	Prag.g_00858
OG0000667	Syai.g_01724	Prag.g_00862
OG0000668	Syai.g_01436	Prag.g_00892
OG0000669	Syai.g_01251	Prag.g_00898
OG0000670	Syai.g_00561	Prag.g_00900
OG0000671	Syai.g_01255	Prag.g_00902
OG0000672	Syai.g_01259	Prag.g_00904
OG0000673	Syai.g_01262	Prag.g_00907
OG0000674	Syai.g_01264	Prag.g_00909
OG0000675	Syai.g_01265	Prag.g_00910
OG0000676	Syai.g_01275	Prag.g_00912
OG0000677	Syai.g_01276	Prag.g_00913
OG0000678	Syai.g_01279	Prag.g_00915
OG0000679	Syai.g_01288	Prag.g_00919
OG0000680	Syai.g_01289	Prag.g_00920
OG0000681	Syai.g_01292	Prag.g_00922
OG0000682	Syai.g_01293	Prag.g_00923
OG0000683	Syai.g_01294	Prag.g_00924
OG0000684	Syai.g_01299	Prag.g_00926
OG0000685	Syai.g_01301	Prag.g_00928
OG0000686	Syai.g_01302	Prag.g_00929
OG0000687	Syai.g_01303	Prag.g_00930
OG0000688	Syai.g_01307	Prag.g_00933
OG0000689	Syai.g_01309	Prag.g_00934
OG0000690	Syai.g_01310	Prag.g_00935
OG0000691	Syai.g_01311	Prag.g_00936
OG0000692	Syai.g_01312	Prag.g_00938
OG0000693	Syai.g_01313	Prag.g_00939
OG0000694	Syai.g_01314	Prag.g_00940
OG0000695	Syai.g_01553	Prag.g_00942
OG0000696	Syai.g_01552	Prag.g_00943
OG0000697	Syai.g_01550	Prag.g_00944
OG0000698	Syai.g_01547	Prag.g_00947
OG0000699	Syai.g_01545	Prag.g_00948
OG0000700	Syai.g_01544	Prag.g_00949
OG0000701	Syai.g_01543	Prag.g_00950
OG0000702	Syai.g_01521	Prag.g_00952
OG0000703	Syai.g_01520	Prag.g_00953
OG0000704	Syai.g_01518	Prag.g_00954
OG0000705	Syai.g_01511	Prag.g_00958
OG0000706	Syai.g_01510	Prag.g_00959
OG0000707	Syai.g_01509	Prag.g_00960
OG0000708	Syai.g_01506	Prag.g_00961
OG0000709	Syai.g_01497	Prag.g_00965
OG0000710	Syai.g_01487	Prag.g_00968
OG0000711	Syai.g_01456	Prag.g_00985
OG0000712	Syai.g_01454	Prag.g_00987
OG0000713	Syai.g_01453	Prag.g_00988
OG0000714	Syai.g_01451	Prag.g_00989
OG0000715	Syai.g_01449	Prag.g_00991
OG0000716	Syai.g_01445	Prag.g_00993
OG0000717	Syai.g_01444	Prag.g_00994
OG0000718	Syai.g_01440	Prag.g_01005
OG0000719	Syai.g_01438	Prag.g_01007
OG0000720	Syai.g_01425	Prag.g_01016
OG0000721	Syai.g_01423	Prag.g_01018
OG0000722	Syai.g_01422	Prag.g_01019
OG0000723	Syai.g_01411	Prag.g_01022
OG0000724	Syai.g_02013	Prag.g_01031
OG0000725	Syai.g_02004	Prag.g_01037
OG0000726	Syai.g_02003	Prag.g_01038
OG0000727	Syai.g_02002	Prag.g_01039
OG0000728	Syai.g_02000	Prag.g_01041
OG0000729	Syai.g_00097	Prag.g_01087
OG0000730	Syai.g_00483	Prag.g_01091
OG0000731	Syai.g_00495	Prag.g_01095
OG0000732	Syai.g_00058	Prag.g_01102
OG0000733	Syai.g_02805	Prag.g_01121
OG0000734	Syai.g_02548	Prag.g_01138
OG0000735	Syai.g_02159	Prag.g_01140
OG0000736	Syai.g_02158	Prag.g_01141
OG0000737	Syai.g_02157	Prag.g_01142
OG0000738	Syai.g_02152	Prag.g_01146
OG0000739	Syai.g_02151	Prag.g_01147
OG0000740	Syai.g_02150	Prag.g_01148
OG0000741	Syai.g_02147	Prag.g_01149
OG0000742	Syai.g_02145	Prag.g_01152
OG0000743	Syai.g_02143	Prag.g_01154
OG0000744	Syai.g_02142	Prag.g_01155
OG0000745	Syai.g_02140	Prag.g_01156
OG0000746	Syai.g_02138	Prag.g_01158
OG0000747	Syai.g_02137	Prag.g_01159
OG0000748	Syai.g_02125	Prag.g_01162
OG0000749	Syai.g_02123	Prag.g_01163
OG0000750	Syai.g_02122	Prag.g_01164
OG0000751	Syai.g_02116	Prag.g_01166
OG0000752	Syai.g_02114	Prag.g_01168
OG0000753	Syai.g_02111	Prag.g_01171
OG0000754	Syai.g_01750	Prag.g_01174
OG0000755	Syai.g_01760	Prag.g_01177
OG0000756	Syai.g_01761	Prag.g_01178
OG0000757	Syai.g_01769	Prag.g_01184
OG0000758	Syai.g_01770	Prag.g_01185
OG0000759	Syai.g_01771	Prag.g_01186
OG0000760	Syai.g_01772	Prag.g_01187
OG0000761	Syai.g_01775	Prag.g_01188
OG0000762	Syai.g_01777	Prag.g_01189
OG0000763	Syai.g_01779	Prag.g_01191
OG0000764	Syai.g_01780	Prag.g_01192
OG0000765	Syai.g_01797	Prag.g_01201
OG0000766	Syai.g_01798	Prag.g_01202
OG0000767	Syai.g_01800	Prag.g_01204
OG0000768	Syai.g_01801	Prag.g_01205
OG0000769	Syai.g_01803	Prag.g_01207
OG0000770	Syai.g_01822	Prag.g_01209
OG0000771	Syai.g_02019	Prag.g_01219
OG0000772	Syai.g_01639	Prag.g_01328
OG0000773	Syai.g_02164	Prag.g_01344
OG0000774	Syai.g_02168	Prag.g_01346
OG0000775	Syai.g_02172	Prag.g_01350
OG0000776	Syai.g_02173	Prag.g_01351
OG0000777	Syai.g_02174	Prag.g_01352
OG0000778	Syai.g_02175	Prag.g_01353
OG0000779	Syai.g_02181	Prag.g_01357
OG0000780	Syai.g_02184	Prag.g_01358
OG0000781	Syai.g_02188	Prag.g_01361
OG0000782	Syai.g_02189	Prag.g_01362
OG0000783	Syai.g_02190	Prag.g_01363
OG0000784	Syai.g_02191	Prag.g_01364
OG0000785	Syai.g_02193	Prag.g_01366
OG0000786	Syai.g_00816	Prag.g_01368
OG0000787	Syai.g_00815	Prag.g_01369
OG0000788	Syai.g_01117	Prag.g_01376
OG0000789	Syai.g_01596	Prag.g_01379
OG0000790	Syai.g_00623	Prag.g_01394
OG0000791	Syai.g_00621	Prag.g_01396
OG0000792	Syai.g_00620	Prag.g_01397
OG0000793	Syai.g_00615	Prag.g_01400
OG0000794	Syai.g_00614	Prag.g_01401
OG0000795	Syai.g_00613	Prag.g_01402
OG0000796	Syai.g_00609	Prag.g_01406
OG0000797	Syai.g_00608	Prag.g_01407
OG0000798	Syai.g_00262	Prag.g_01430
OG0000799	Syai.g_00996	Prag.g_01470
OG0000800	Syai.g_00993	Prag.g_01471
OG0000801	Syai.g_00992	Prag.g_01472
OG0000802	Syai.g_00988	Prag.g_01474
OG0000803	Syai.g_00983	Prag.g_01476
OG0000804	Syai.g_00980	Prag.g_01477
OG0000805	Syai.g_00965	Prag.g_01479
OG0000806	Syai.g_00963	Prag.g_01481
OG0000807	Syai.g_00961	Prag.g_01482
OG0000808	Syai.g_00960	Prag.g_01483
OG0000809	Syai.g_00957	Prag.g_01486
OG0000810	Syai.g_00956	Prag.g_01487
OG0000811	Syai.g_00950	Prag.g_01493
OG0000812	Syai.g_00948	Prag.g_01495
OG0000813	Syai.g_00947	Prag.g_01496
OG0000814	Syai.g_00945	Prag.g_01498
OG0000815	Syai.g_00944	Prag.g_01499
OG0000816	Syai.g_00942	Prag.g_01501
OG0000817	Syai.g_00941	Prag.g_01502
OG0000818	Syai.g_00935	Prag.g_01507
OG0000819	Syai.g_00934	Prag.g_01508
OG0000820	Syai.g_00933	Prag.g_01509
OG0000821	Syai.g_00916	Prag.g_01512
OG0000822	Syai.g_00914	Prag.g_01513
OG0000823	Syai.g_00913	Prag.g_01514
OG0000824	Syai.g_00907	Prag.g_01517
OG0000825	Syai.g_00906	Prag.g_01518
OG0000826	Syai.g_00905	Prag.g_01519
OG0000827	Syai.g_00904	Prag.g_01520
OG0000828	Syai.g_00900	Prag.g_01524
OG0000829	Syai.g_00899	Prag.g_01525
OG0000830	Syai.g_00898	Prag.g_01526
OG0000831	Syai.g_00896	Prag.g_01528
OG0000832	Syai.g_02296	Prag.g_01534
OG0000833	Syai.g_02305	Prag.g_01542
OG0000834	Syai.g_02307	Prag.g_01543
OG0000835	Syai.g_02308	Prag.g_01544
OG0000836	Syai.g_02312	Prag.g_01545
OG0000837	Syai.g_02313	Prag.g_01546
OG0000838	Syai.g_02323	Prag.g_01548
OG0000839	Syai.g_02324	Prag.g_01549
OG0000840	Syai.g_02325	Prag.g_01550
OG0000841	Syai.g_02326	Prag.g_01551
OG0000842	Syai.g_02327	Prag.g_01552
OG0000843	Syai.g_02328	Prag.g_01553
OG0000844	Syai.g_02330	Prag.g_01554
OG0000845	Syai.g_02331	Prag.g_01555
OG0000846	Syai.g_02332	Prag.g_01556
OG0000847	Syai.g_02333	Prag.g_01557
OG0000848	Syai.g_02335	Prag.g_01558
OG0000849	Syai.g_02336	Prag.g_01559
OG0000850	Syai.g_02339	Prag.g_01561
OG0000851	Syai.g_02352	Prag.g_01562
OG0000852	Syai.g_02353	Prag.g_01563
OG0000853	Syai.g_02357	Prag.g_01567
OG0000854	Syai.g_02359	Prag.g_01569
OG0000855	Syai.g_02360	Prag.g_01570
OG0000856	Syai.g_01078	Prag.g_01583
OG0000857	Syai.g_01356	Prag.g_01611
OG0000858	Syai.g_02366	Prag.g_01663
OG0000859	Syai.g_02367	Prag.g_01664
OG0000860	Syai.g_02380	Prag.g_01671
OG0000861	Syai.g_02381	Prag.g_01672
OG0000862	Syai.g_02382	Prag.g_01673
OG0000863	Syai.g_02385	Prag.g_01675
OG0000864	Syai.g_02386	Prag.g_01676
OG0000865	Syai.g_02387	Prag.g_01677
OG0000866	Syai.g_02388	Prag.g_01678
OG0000867	Syai.g_02389	Prag.g_01679
OG0000868	Syai.g_02392	Prag.g_01680
OG0000869	Syai.g_02396	Prag.g_01684
OG0000870	Syai.g_02401	Prag.g_01689
OG0000871	Syai.g_02402	Prag.g_01690
OG0000872	Syai.g_02409	Prag.g_01691
OG0000873	Syai.g_02412	Prag.g_01694
OG0000874	Syai.g_02408	Prag.g_01697
OG0000875	Syai.g_02416	Prag.g_01698
OG0000876	Syai.g_02243	Prag.g_01699
OG0000877	Syai.g_02250	Prag.g_01701
OG0000878	Syai.g_02251	Prag.g_01702
OG0000879	Syai.g_02252	Prag.g_01703
OG0000880	Syai.g_02253	Prag.g_01704
OG0000881	Syai.g_02257	Prag.g_01708
OG0000882	Syai.g_02262	Prag.g_01713
OG0000883	Syai.g_02264	Prag.g_01715
OG0000884	Syai.g_02266	Prag.g_01717
OG0000885	Syai.g_02267	Prag.g_01718
OG0000886	Syai.g_02268	Prag.g_01719
OG0000887	Syai.g_02269	Prag.g_01720
OG0000888	Syai.g_02271	Prag.g_01722
OG0000889	Syai.g_02273	Prag.g_01724
OG0000890	Syai.g_02279	Prag.g_01725
OG0000891	Syai.g_02280	Prag.g_01726
OG0000892	Syai.g_02282	Prag.g_01728
OG0000893	Syai.g_00318	Prag.g_01732
OG0000894	Syai.g_00321	Prag.g_01734
OG0000895	Syai.g_00325	Prag.g_01737
OG0000896	Syai.g_00326	Prag.g_01738
OG0000897	Syai.g_00328	Prag.g_01740
OG0000898	Syai.g_00329	Prag.g_01741
OG0000899	Syai.g_00330	Prag.g_01742
OG0000900	Syai.g_00331	Prag.g_01743
OG0000901	Syai.g_00336	Prag.g_01746
OG0000902	Syai.g_00338	Prag.g_01748
OG0000903	Syai.g_00353	Prag.g_01751
OG0000904	Syai.g_00348	Prag.g_01753
OG0000905	Syai.g_00342	Prag.g_01757
OG0000906	Syai.g_00340	Prag.g_01758
OG0000907	Syai.g_00358	Prag.g_01762
OG0000908	Syai.g_00361	Prag.g_01765
OG0000909	Syai.g_00362	Prag.g_01766
OG0000910	Syai.g_00363	Prag.g_01767
OG0000911	Syai.g_00365	Prag.g_01769
OG0000912	Syai.g_00366	Prag.g_01770
OG0000913	Syai.g_00367	Prag.g_01771
OG0000914	Syai.g_00368	Prag.g_01772
OG0000915	Syai.g_00370	Prag.g_01773
OG0000916	Syai.g_00371	Prag.g_01774
OG0000917	Syai.g_00372	Prag.g_01775
OG0000918	Syai.g_00373	Prag.g_01776
OG0000919	Syai.g_00374	Prag.g_01777
OG0000920	Syai.g_00375	Prag.g_01778
OG0000921	Syai.g_00376	Prag.g_01779
OG0000922	Syai.g_00377	Prag.g_01780
OG0000923	Syai.g_00381	Prag.g_01784
OG0000924	Syai.g_00382	Prag.g_01785
OG0000925	Syai.g_00383	Prag.g_01786
OG0000926	Syai.g_00384	Prag.g_01787
OG0000927	Syai.g_00386	Prag.g_01789
OG0000928	Syai.g_00387	Prag.g_01790
OG0000929	Syai.g_00388	Prag.g_01791
OG0000930	Syai.g_00389	Prag.g_01792
OG0000931	Syai.g_00390	Prag.g_01793
OG0000932	Syai.g_00391	Prag.g_01794
OG0000933	Syai.g_00397	Prag.g_01798
OG0000934	Syai.g_00399	Prag.g_01800
OG0000935	Syai.g_00400	Prag.g_01801
OG0000936	Syai.g_00401	Prag.g_01802
OG0000937	Syai.g_00402	Prag.g_01803
OG0000938	Syai.g_00405	Prag.g_01805
OG0000939	Syai.g_00406	Prag.g_01806
OG0000940	Syai.g_00413	Prag.g_01813
OG0000941	Syai.g_00415	Prag.g_01815
OG0000942	Syai.g_00417	Prag.g_01817
OG0000943	Syai.g_00418	Prag.g_01818
OG0000944	Syai.g_00420	Prag.g_01819
OG0000945	Syai.g_00422	Prag.g_01820
OG0000946	Syai.g_00428	Prag.g_01824
OG0000947	Syai.g_00431	Prag.g_01826
OG0000948	Syai.g_00432	Prag.g_01827
OG0000949	Syai.g_00174	Prag.g_01830
OG0000950	Syai.g_00163	Prag.g_01835
OG0000951	Syai.g_00158	Prag.g_01839
OG0000952	Syai.g_00136	Prag.g_01843
OG0000953	Syai.g_00132	Prag.g_01846
OG0000954	Syai.g_00127	Prag.g_01850
OG0000955	Syai.g_00126	Prag.g_01851
OG0000956	Syai.g_00124	Prag.g_01853
OG0000957	Syai.g_00113	Prag.g_01859
OG0000958	Syai.g_00112	Prag.g_01860
OG0000959	Syai.g_00108	Prag.g_01864
OG0000960	Syai.g_00107	Prag.g_01865
OG0000961	Syai.g_00100	Prag.g_01867
OG0000962	Syai.g_00098	Prag.g_01869
OG0000963	Syai.g_00094	Prag.g_01873
OG0000964	Syai.g_00093	Prag.g_01874
OG0000965	Syai.g_00092	Prag.g_01875
OG0000966	Syai.g_00082	Prag.g_01882
OG0000967	Syai.g_00077	Prag.g_01886
OG0000968	Syai.g_00085	Prag.g_01888
OG0000969	Syai.g_00080	Prag.g_01889
OG0000970	Syai.g_00079	Prag.g_01890
OG0000971	Syai.g_00074	Prag.g_01891
OG0000972	Syai.g_00073	Prag.g_01892
OG0000973	Syai.g_00072	Prag.g_01893
OG0000974	Syai.g_00071	Prag.g_01894
OG0000975	Syai.g_00070	Prag.g_01895
OG0000976	Syai.g_00069	Prag.g_01896
OG0000977	Syai.g_00067	Prag.g_01897
OG0000978	Syai.g_00065	Prag.g_01898
OG0000979	Syai.g_00062	Prag.g_01901
OG0000980	Syai.g_00059	Prag.g_01903
OG0000981	Syai.g_00056	Prag.g_01905
OG0000982	Syai.g_02777	Prag.g_01907
OG0000983	Syai.g_02778	Prag.g_01908
OG0000984	Syai.g_02779	Prag.g_01909
OG0000985	Syai.g_02781	Prag.g_01912
OG0000986	Syai.g_02784	Prag.g_01914
OG0000987	Syai.g_02786	Prag.g_01915
OG0000988	Syai.g_02790	Prag.g_01918
OG0000989	Syai.g_02797	Prag.g_01922
OG0000990	Syai.g_02825	Prag.g_01925
OG0000991	Syai.g_02827	Prag.g_01926
OG0000992	Syai.g_02830	Prag.g_01928
OG0000993	Syai.g_02831	Prag.g_01929
OG0000994	Syai.g_02834	Prag.g_01930
OG0000995	Syai.g_02840	Prag.g_01934
OG0000996	Syai.g_02891	Prag.g_01935
OG0000997	Syai.g_02900	Prag.g_01936
OG0000998	Syai.g_02902	Prag.g_01938
OG0000999	Syai.g_02903	Prag.g_01939
OG0001000	Syai.g_02906	Prag.g_01942
OG0001001	Syai.g_02911	Prag.g_01944
OG0001002	Syai.g_02918	Prag.g_01948
OG0001003	Syai.g_02919	Prag.g_01949
OG0001004	Syai.g_02920	Prag.g_01950
OG0001005	Syai.g_02921	Prag.g_01951
OG0001006	Syai.g_02931	Prag.g_01955
OG0001007	Syai.g_02933	Prag.g_01957
OG0001008	Syai.g_02227	Prag.g_00416
OG0001009	Syai.g_00034	Prag.g_00027
OG0001010	Syai.g_00035	Prag.g_00028
OG0001011	Syai.g_00037	Prag.g_00029
OG0001012	Syai.g_02773	Prag.g_00043
OG0001013	Syai.g_02750	Prag.g_00048
OG0001014	Syai.g_02726	Prag.g_00051
OG0001015	Syai.g_02725	Prag.g_00052
OG0001016	Syai.g_02479	Prag.g_00067
OG0001017	Syai.g_02485	Prag.g_00071
OG0001018	Syai.g_02487	Prag.g_00074
OG0001019	Syai.g_02508	Prag.g_00083
OG0001020	Syai.g_02516	Prag.g_00084
OG0001021	Syai.g_02523	Prag.g_00085
OG0001022	Syai.g_02528	Prag.g_00087
OG0001023	Syai.g_02529	Prag.g_00088
OG0001024	Syai.g_02533	Prag.g_00091
OG0001025	Syai.g_02540	Prag.g_00097
OG0001026	Syai.g_02550	Prag.g_00104
OG0001027	Syai.g_02555	Prag.g_00105
OG0001028	Syai.g_02557	Prag.g_00107
OG0001029	Syai.g_02559	Prag.g_00108
OG0001030	Syai.g_02580	Prag.g_00123
OG0001031	Syai.g_02656	Prag.g_00179
OG0001032	Syai.g_02658	Prag.g_00180
OG0001033	Syai.g_02685	Prag.g_00201
OG0001034	Syai.g_00537	Prag.g_00229
OG0001035	Syai.g_00295	Prag.g_00246
OG0001036	Syai.g_00290	Prag.g_00250
OG0001037	Syai.g_00288	Prag.g_00251
OG0001038	Syai.g_00261	Prag.g_00269
OG0001039	Syai.g_00258	Prag.g_00272
OG0001040	Syai.g_00255	Prag.g_00274
OG0001041	Syai.g_00250	Prag.g_00278
OG0001042	Syai.g_00225	Prag.g_00295
OG0001043	Syai.g_00221	Prag.g_00296
OG0001044	Syai.g_00485	Prag.g_00328
OG0001045	Syai.g_00498	Prag.g_00337
OG0001046	Syai.g_01471	Prag.g_00372
OG0001047	Syai.g_02225	Prag.g_00418
OG0001048	Syai.g_02224	Prag.g_00419
OG0001049	Syai.g_02215	Prag.g_00421
OG0001050	Syai.g_02214	Prag.g_00422
OG0001051	Syai.g_02213	Prag.g_00423
OG0001052	Syai.g_00861	Prag.g_00450
OG0001053	Syai.g_00641	Prag.g_00462
OG0001054	Syai.g_00658	Prag.g_00477
OG0001055	Syai.g_00679	Prag.g_00496
OG0001056	Syai.g_00713	Prag.g_00515
OG0001057	Syai.g_00721	Prag.g_00520
OG0001058	Syai.g_00734	Prag.g_00528
OG0001059	Syai.g_00738	Prag.g_00532
OG0001060	Syai.g_00744	Prag.g_00539
OG0001061	Syai.g_00765	Prag.g_00552
OG0001062	Syai.g_00767	Prag.g_00554
OG0001063	Syai.g_00774	Prag.g_00556
OG0001064	Syai.g_00775	Prag.g_00557
OG0001065	Syai.g_00776	Prag.g_00558
OG0001066	Syai.g_00777	Prag.g_00559
OG0001067	Syai.g_00778	Prag.g_00560
OG0001068	Syai.g_00779	Prag.g_00561
OG0001069	Syai.g_00780	Prag.g_00562
OG0001070	Syai.g_00783	Prag.g_00565
OG0001071	Syai.g_00784	Prag.g_00566
OG0001072	Syai.g_00788	Prag.g_00568
OG0001073	Syai.g_00807	Prag.g_00582
OG0001074	Syai.g_01051	Prag.g_00593
OG0001075	Syai.g_01053	Prag.g_00594
OG0001076	Syai.g_01069	Prag.g_00602
OG0001077	Syai.g_01081	Prag.g_00606
OG0001078	Syai.g_01105	Prag.g_00614
OG0001079	Syai.g_01118	Prag.g_00625
OG0001080	Syai.g_01606	Prag.g_00631
OG0001081	Syai.g_01222	Prag.g_00633
OG0001082	Syai.g_01223	Prag.g_00634
OG0001083	Syai.g_01230	Prag.g_00639
OG0001084	Syai.g_01231	Prag.g_00640
OG0001085	Syai.g_01241	Prag.g_00648
OG0001086	Syai.g_01243	Prag.g_00649
OG0001087	Syai.g_01953	Prag.g_00666
OG0001088	Syai.g_01957	Prag.g_00667
OG0001089	Syai.g_01996	Prag.g_00675
OG0001090	Syai.g_01387	Prag.g_00693
OG0001091	Syai.g_01389	Prag.g_00695
OG0001092	Syai.g_01391	Prag.g_00696
OG0001093	Syai.g_01397	Prag.g_00701
OG0001094	Syai.g_01315	Prag.g_00800
OG0001096	Syai.g_01371	Prag.g_00832
OG0001097	Syai.g_02057	Prag.g_00849
OG0001098	Syai.g_01603	Prag.g_00864
OG0001099	Syai.g_02558	Prag.g_00895
OG0001100	Syai.g_01253	Prag.g_00899
OG0001101	Syai.g_01254	Prag.g_00901
OG0001102	Syai.g_01257	Prag.g_00903
OG0001103	Syai.g_01260	Prag.g_00905
OG0001104	Syai.g_01300	Prag.g_00927
OG0001105	Syai.g_01304	Prag.g_00931
OG0001106	Syai.g_01517	Prag.g_00955
OG0001107	Syai.g_01505	Prag.g_00962
OG0001108	Syai.g_01496	Prag.g_00966
OG0001109	Syai.g_01488	Prag.g_00967
OG0001110	Syai.g_01486	Prag.g_00969
OG0001111	Syai.g_01484	Prag.g_00970
OG0001112	Syai.g_01482	Prag.g_00971
OG0001113	Syai.g_01481	Prag.g_00972
OG0001114	Syai.g_01480	Prag.g_00973
OG0001115	Syai.g_01476	Prag.g_00975
OG0001116	Syai.g_01474	Prag.g_00976
OG0001117	Syai.g_01473	Prag.g_00977
OG0001118	Syai.g_01472	Prag.g_00978
OG0001119	Syai.g_01470	Prag.g_00979
OG0001120	Syai.g_01466	Prag.g_00981
OG0001121	Syai.g_01676	Prag.g_01118, Prag.g_00984
OG0001122	Syai.g_01437	Prag.g_01008
OG0001123	Syai.g_01430	Prag.g_01012
OG0001124	Syai.g_01428	Prag.g_01014
OG0001125	Syai.g_01426	Prag.g_01015
OG0001126	Syai.g_02021	Prag.g_01025
OG0001127	Syai.g_02020	Prag.g_01026
OG0001128	Syai.g_02017	Prag.g_01028
OG0001129	Syai.g_02015	Prag.g_01029
OG0001130	Syai.g_02014	Prag.g_01030
OG0001131	Syai.g_01281	Prag.g_01066
OG0001132	Syai.g_01620	Prag.g_01076
OG0001133	Syai.g_01072	Prag.g_01106
OG0001134	Syai.g_01745	Prag.g_01120
OG0001136	Syai.g_02146	Prag.g_01150
OG0001137	Syai.g_02126	Prag.g_01161
OG0001138	Syai.g_01763	Prag.g_01179
OG0001139	Syai.g_01765	Prag.g_01180
OG0001140	Syai.g_01766	Prag.g_01181
OG0001141	Syai.g_01767	Prag.g_01182
OG0001142	Syai.g_01768	Prag.g_01183
OG0001143	Syai.g_01778	Prag.g_01190
OG0001144	Syai.g_01788	Prag.g_01195
OG0001145	Syai.g_02165	Prag.g_01345
OG0001146	Syai.g_02185	Prag.g_01359
OG0001147	Syai.g_00869	Prag.g_01375
OG0001148	Syai.g_00626	Prag.g_01391
OG0001149	Syai.g_00625	Prag.g_01392
OG0001150	Syai.g_00624	Prag.g_01393
OG0001151	Syai.g_00611	Prag.g_01404
OG0001152	Syai.g_00610	Prag.g_01405
OG0001153	Syai.g_00903	Prag.g_01521
OG0001154	Syai.g_00901	Prag.g_01523
OG0001155	Syai.g_02298	Prag.g_01535
OG0001156	Syai.g_02301	Prag.g_01538
OG0001157	Syai.g_02302	Prag.g_01539
OG0001158	Syai.g_02303	Prag.g_01540
OG0001159	Syai.g_02304	Prag.g_01541
OG0001160	Syai.g_02355	Prag.g_01565
OG0001161	Syai.g_02803	Prag.g_01576
OG0001162	Syai.g_01374	Prag.g_01587
OG0001163	Syai.g_02363	Prag.g_01661
OG0001164	Syai.g_02369	Prag.g_01665
OG0001165	Syai.g_02374	Prag.g_01668
OG0001166	Syai.g_02400	Prag.g_01688
OG0001167	Syai.g_02254	Prag.g_01705
OG0001168	Syai.g_02256	Prag.g_01707
OG0001169	Syai.g_02258	Prag.g_01709
OG0001170	Syai.g_02260	Prag.g_01711
OG0001171	Syai.g_02270	Prag.g_01721
OG0001172	Syai.g_00323	Prag.g_01735
