Orthogroup	Syai	Syaq
OG0000564	Syai.g_00743	Syaq.g_01940
OG0000565	Syai.g_00746	Syaq.g_01943
OG0000566	Syai.g_00750	Syaq.g_01947
OG0000567	Syai.g_00754	Syaq.g_01951
OG0000568	Syai.g_00758	Syaq.g_01954
OG0000569	Syai.g_00759	Syaq.g_01955
OG0000570	Syai.g_00760	Syaq.g_01956
OG0000571	Syai.g_00764	Syaq.g_01960
OG0000572	Syai.g_00782	Syaq.g_01977
OG0000573	Syai.g_00790	Syaq.g_01985
OG0000574	Syai.g_00796	Syaq.g_01986
OG0000575	Syai.g_00800	Syaq.g_01991
OG0000576	Syai.g_00802	Syaq.g_01993
OG0000577	Syai.g_00803	Syaq.g_01994
OG0000578	Syai.g_00804	Syaq.g_01995
OG0000579	Syai.g_00805	Syaq.g_01996
OG0000580	Syai.g_00806	Syaq.g_01997
OG0000581	Syai.g_00812	Syaq.g_02003
OG0000582	Syai.g_01042	Syaq.g_02012
OG0000583	Syai.g_01043	Syaq.g_02013
OG0000584	Syai.g_01044	Syaq.g_02014
OG0000585	Syai.g_01046	Syaq.g_02017
OG0000586	Syai.g_01047	Syaq.g_02018
OG0000587	Syai.g_01049	Syaq.g_02020
OG0000588	Syai.g_01063	Syaq.g_02043
OG0000589	Syai.g_01066	Syaq.g_02057
OG0000590	Syai.g_01067	Syaq.g_02058
OG0000591	Syai.g_01075	Syaq.g_02066
OG0000592	Syai.g_01076	Syaq.g_02067
OG0000593	Syai.g_01100	Syaq.g_02078
OG0000594	Syai.g_01101	Syaq.g_02079
OG0000595	Syai.g_01102	Syaq.g_02080
OG0000596	Syai.g_01107	Syaq.g_02085
OG0000597	Syai.g_01110	Syaq.g_02088
OG0000598	Syai.g_01111	Syaq.g_02089
OG0000599	Syai.g_01114	Syaq.g_02096
OG0000600	Syai.g_01115	Syaq.g_02097
OG0000601	Syai.g_01116	Syaq.g_02098
OG0000602	Syai.g_01121	Syaq.g_02104
OG0000603	Syai.g_01122	Syaq.g_02105
OG0000604	Syai.g_01125	Syaq.g_02107
OG0000605	Syai.g_01609	Syaq.g_02151
OG0000606	Syai.g_01221	Syaq.g_02231
OG0000607	Syai.g_01224	Syaq.g_02234
OG0000608	Syai.g_01225	Syaq.g_02235
OG0000609	Syai.g_01227	Syaq.g_02237
OG0000610	Syai.g_01234	Syaq.g_02244
OG0000611	Syai.g_01237	Syaq.g_02247
OG0000612	Syai.g_01238	Syaq.g_02248
OG0000613	Syai.g_00196	Syaq.g_00885
OG0000614	Syai.g_01981	Syaq.g_02588
OG0000615	Syai.g_01286	Syaq.g_02302
OG0000616	Syai.g_02914	Syaq.g_01168
OG0000617	Syai.g_01393	Syaq.g_00031
OG0000618	Syai.g_01394	Syaq.g_00032
OG0000619	Syai.g_01395	Syaq.g_00033
OG0000620	Syai.g_01402	Syaq.g_00038
OG0000621	Syai.g_01403	Syaq.g_00039
OG0000622	Syai.g_01404	Syaq.g_00040
OG0000623	Syai.g_01405	Syaq.g_00041
OG0000624	Syai.g_01407	Syaq.g_00042
OG0000625	Syai.g_01408	Syaq.g_00043
OG0000626	Syai.g_01409	Syaq.g_00044
OG0000627	Syai.g_01575	Syaq.g_02425
OG0000628	Syai.g_01573	Syaq.g_02426
OG0000629	Syai.g_01570	Syaq.g_02429
OG0000630	Syai.g_01566	Syaq.g_02433
OG0000631	Syai.g_01557	Syaq.g_02441
OG0000632	Syai.g_01556	Syaq.g_02442
OG0000633	Syai.g_01555	Syaq.g_02444
OG0000634	Syai.g_01317	Syaq.g_02336
OG0000635	Syai.g_01318	Syaq.g_02337
OG0000636	Syai.g_01320	Syaq.g_02339
OG0000637	Syai.g_01322	Syaq.g_02341
OG0000638	Syai.g_01323	Syaq.g_02342
OG0000639	Syai.g_01324	Syaq.g_02343
OG0000640	Syai.g_01325	Syaq.g_02344
OG0000641	Syai.g_01329	Syaq.g_02348
OG0000642	Syai.g_01330	Syaq.g_02349
OG0000643	Syai.g_01349	Syaq.g_02350
OG0000644	Syai.g_01350	Syaq.g_02351
OG0000645	Syai.g_01352	Syaq.g_02353
OG0000646	Syai.g_01355	Syaq.g_02356
OG0000647	Syai.g_01357	Syaq.g_02358
OG0000648	Syai.g_01362	Syaq.g_02360
OG0000649	Syai.g_01363	Syaq.g_02361
OG0000650	Syai.g_01364	Syaq.g_02362
OG0000651	Syai.g_01365	Syaq.g_02363
OG0000652	Syai.g_01366	Syaq.g_02364
OG0000653	Syai.g_01368	Syaq.g_02367
OG0000654	Syai.g_01369	Syaq.g_02368
OG0000655	Syai.g_01370	Syaq.g_02369
OG0000656	Syai.g_01373	Syaq.g_02372
OG0000657	Syai.g_02045	Syaq.g_02382
OG0000658	Syai.g_02049	Syaq.g_02385
OG0000659	Syai.g_02050	Syaq.g_02386
OG0000660	Syai.g_02054	Syaq.g_02390
OG0000661	Syai.g_02056	Syaq.g_02392
OG0000662	Syai.g_02058	Syaq.g_02394
OG0000663	Syai.g_02061	Syaq.g_02397
OG0000664	Syai.g_02062	Syaq.g_02400
OG0000665	Syai.g_02431	Syaq.g_02124
OG0000666	Syai.g_01610	Syaq.g_02117
OG0000667	Syai.g_01724	Syaq.g_02222
OG0000668	Syai.g_01436	Syaq.g_00068
OG0000669	Syai.g_01251	Syaq.g_02260
OG0000670	Syai.g_00561	Syaq.g_00079
OG0000671	Syai.g_01255	Syaq.g_02264
OG0000672	Syai.g_01259	Syaq.g_02267
OG0000673	Syai.g_01262	Syaq.g_02270
OG0000674	Syai.g_01264	Syaq.g_02272
OG0000675	Syai.g_01265	Syaq.g_02273
OG0000676	Syai.g_01275	Syaq.g_02275
OG0000677	Syai.g_01276	Syaq.g_02276
OG0000678	Syai.g_01279	Syaq.g_02282
OG0000679	Syai.g_01288	Syaq.g_02305
OG0000680	Syai.g_01289	Syaq.g_02306
OG0000681	Syai.g_01292	Syaq.g_02309
OG0000682	Syai.g_01293	Syaq.g_02310
OG0000683	Syai.g_01294	Syaq.g_02311
OG0000684	Syai.g_01299	Syaq.g_02315
OG0000685	Syai.g_01301	Syaq.g_02317
OG0000686	Syai.g_01302	Syaq.g_02318
OG0000687	Syai.g_01303	Syaq.g_02319
OG0000688	Syai.g_01307	Syaq.g_02325
OG0000689	Syai.g_01309	Syaq.g_02327
OG0000690	Syai.g_01310	Syaq.g_02328
OG0000691	Syai.g_01311	Syaq.g_02329
OG0000692	Syai.g_01312	Syaq.g_02330
OG0000693	Syai.g_01313	Syaq.g_02332
OG0000694	Syai.g_01314	Syaq.g_02333
OG0000695	Syai.g_01553	Syaq.g_02446
OG0000696	Syai.g_01552	Syaq.g_02447
OG0000697	Syai.g_01550	Syaq.g_02448
OG0000698	Syai.g_01547	Syaq.g_02451
OG0000699	Syai.g_01545	Syaq.g_02452
OG0000700	Syai.g_01544	Syaq.g_02453
OG0000701	Syai.g_01543	Syaq.g_02454
OG0000702	Syai.g_01521	Syaq.g_02467
OG0000703	Syai.g_01520	Syaq.g_02468
OG0000704	Syai.g_01518	Syaq.g_02470
OG0000705	Syai.g_01511	Syaq.g_02477
OG0000706	Syai.g_01510	Syaq.g_02478
OG0000707	Syai.g_01509	Syaq.g_02479
OG0000708	Syai.g_01506	Syaq.g_02482
OG0000709	Syai.g_01497	Syaq.g_02490
OG0000710	Syai.g_01487	Syaq.g_02494
OG0000711	Syai.g_01456	Syaq.g_02521
OG0000712	Syai.g_01454	Syaq.g_02523
OG0000713	Syai.g_01453	Syaq.g_02524
OG0000714	Syai.g_01451	Syaq.g_02527
OG0000715	Syai.g_01449	Syaq.g_02529
OG0000716	Syai.g_01445	Syaq.g_02533
OG0000717	Syai.g_01444	Syaq.g_02534
OG0000718	Syai.g_01440	Syaq.g_00072
OG0000719	Syai.g_01438	Syaq.g_00070
OG0000720	Syai.g_01425	Syaq.g_00057
OG0000721	Syai.g_01423	Syaq.g_00055
OG0000722	Syai.g_01422	Syaq.g_00054
OG0000723	Syai.g_01411	Syaq.g_00046
OG0000724	Syai.g_02013	Syaq.g_02685
OG0000725	Syai.g_02004	Syaq.g_02676
OG0000726	Syai.g_02003	Syaq.g_02675
OG0000727	Syai.g_02002	Syaq.g_02674
OG0000728	Syai.g_02000	Syaq.g_02672
OG0000729	Syai.g_00097	Syaq.g_01046
OG0000730	Syai.g_00483	Syaq.g_00561
OG0000731	Syai.g_00495	Syaq.g_00550
OG0000732	Syai.g_00058	Syaq.g_01098
OG0000733	Syai.g_02805	Syaq.g_01232
OG0000734	Syai.g_02548	Syaq.g_01479
OG0000735	Syai.g_02159	Syaq.g_00266
OG0000736	Syai.g_02158	Syaq.g_00265
OG0000737	Syai.g_02157	Syaq.g_00264
OG0000738	Syai.g_02152	Syaq.g_00258
OG0000739	Syai.g_02151	Syaq.g_00257
OG0000740	Syai.g_02150	Syaq.g_00256
OG0000741	Syai.g_02147	Syaq.g_00253
OG0000742	Syai.g_02145	Syaq.g_00250
OG0000743	Syai.g_02143	Syaq.g_00248
OG0000744	Syai.g_02142	Syaq.g_00247
OG0000745	Syai.g_02140	Syaq.g_00245
OG0000746	Syai.g_02138	Syaq.g_00242
OG0000747	Syai.g_02137	Syaq.g_00241
OG0000748	Syai.g_02125	Syaq.g_00227
OG0000749	Syai.g_02123	Syaq.g_00226
OG0000750	Syai.g_02122	Syaq.g_00225
OG0000751	Syai.g_02116	Syaq.g_00219
OG0000752	Syai.g_02114	Syaq.g_00217
OG0000753	Syai.g_02111	Syaq.g_00214
OG0000754	Syai.g_01750	Syaq.g_00209
OG0000755	Syai.g_01760	Syaq.g_00198
OG0000756	Syai.g_01761	Syaq.g_00197
OG0000757	Syai.g_01769	Syaq.g_00190
OG0000758	Syai.g_01770	Syaq.g_00189
OG0000759	Syai.g_01771	Syaq.g_00188
OG0000760	Syai.g_01772	Syaq.g_00187
OG0000761	Syai.g_01775	Syaq.g_00186
OG0000762	Syai.g_01777	Syaq.g_00183
OG0000763	Syai.g_01779	Syaq.g_00181
OG0000764	Syai.g_01780	Syaq.g_00180
OG0000765	Syai.g_01797	Syaq.g_00157
OG0000766	Syai.g_01798	Syaq.g_00156
OG0000767	Syai.g_01800	Syaq.g_00154
OG0000768	Syai.g_01801	Syaq.g_00153
OG0000769	Syai.g_01803	Syaq.g_00151
OG0000770	Syai.g_01822	Syaq.g_00148
OG0000771	Syai.g_02019	Syaq.g_02691
OG0000772	Syai.g_01639	Syaq.g_01887
OG0000773	Syai.g_02164	Syaq.g_00283
OG0000774	Syai.g_02168	Syaq.g_00288
OG0000775	Syai.g_02172	Syaq.g_00290
OG0000776	Syai.g_02173	Syaq.g_00291
OG0000777	Syai.g_02174	Syaq.g_00292
OG0000778	Syai.g_02175	Syaq.g_00293
OG0000779	Syai.g_02181	Syaq.g_00299
OG0000780	Syai.g_02184	Syaq.g_00304
OG0000781	Syai.g_02188	Syaq.g_00308
OG0000782	Syai.g_02189	Syaq.g_00309
OG0000783	Syai.g_02190	Syaq.g_00310
OG0000784	Syai.g_02191	Syaq.g_00311
OG0000785	Syai.g_02193	Syaq.g_00313
OG0000786	Syai.g_00816	Syaq.g_00328
OG0000787	Syai.g_00815	Syaq.g_00329
OG0000788	Syai.g_01117	Syaq.g_02099
OG0000789	Syai.g_01596	Syaq.g_02123
OG0000790	Syai.g_00623	Syaq.g_01758
OG0000791	Syai.g_00621	Syaq.g_01756
OG0000792	Syai.g_00620	Syaq.g_01755
OG0000793	Syai.g_00615	Syaq.g_01750
OG0000794	Syai.g_00614	Syaq.g_01749
OG0000795	Syai.g_00613	Syaq.g_01748
OG0000796	Syai.g_00609	Syaq.g_01744
OG0000797	Syai.g_00608	Syaq.g_01743
OG0000798	Syai.g_00262	Syaq.g_00760
OG0000799	Syai.g_00996	Syaq.g_00341
OG0000800	Syai.g_00993	Syaq.g_00342
OG0000801	Syai.g_00992	Syaq.g_00343
OG0000802	Syai.g_00988	Syaq.g_00350
OG0000803	Syai.g_00983	Syaq.g_00353
OG0000804	Syai.g_00980	Syaq.g_00358
OG0000805	Syai.g_00965	Syaq.g_00360
OG0000806	Syai.g_00963	Syaq.g_00362
OG0000807	Syai.g_00961	Syaq.g_00364
OG0000808	Syai.g_00960	Syaq.g_00365
OG0000809	Syai.g_00957	Syaq.g_00369
OG0000810	Syai.g_00956	Syaq.g_00370
OG0000811	Syai.g_00950	Syaq.g_00378
OG0000812	Syai.g_00948	Syaq.g_00380
OG0000813	Syai.g_00947	Syaq.g_00381
OG0000814	Syai.g_00945	Syaq.g_00383
OG0000815	Syai.g_00944	Syaq.g_00384
OG0000816	Syai.g_00942	Syaq.g_00386
OG0000817	Syai.g_00941	Syaq.g_00387
OG0000818	Syai.g_00935	Syaq.g_00392
OG0000819	Syai.g_00934	Syaq.g_00393
OG0000820	Syai.g_00933	Syaq.g_00394
OG0000821	Syai.g_00916	Syaq.g_00400
OG0000822	Syai.g_00914	Syaq.g_00402
OG0000823	Syai.g_00913	Syaq.g_00403
OG0000824	Syai.g_00907	Syaq.g_00409
OG0000825	Syai.g_00906	Syaq.g_00410
OG0000826	Syai.g_00905	Syaq.g_00411
OG0000827	Syai.g_00904	Syaq.g_00412
OG0000828	Syai.g_00900	Syaq.g_00415
OG0000829	Syai.g_00899	Syaq.g_00416
OG0000830	Syai.g_00898	Syaq.g_00417
OG0000831	Syai.g_00896	Syaq.g_00419
OG0000832	Syai.g_02296	Syaq.g_01737
OG0000833	Syai.g_02305	Syaq.g_01725
OG0000834	Syai.g_02307	Syaq.g_01724
OG0000835	Syai.g_02308	Syaq.g_01723
OG0000836	Syai.g_02312	Syaq.g_01720
OG0000837	Syai.g_02313	Syaq.g_01719
OG0000838	Syai.g_02323	Syaq.g_01715
OG0000839	Syai.g_02324	Syaq.g_01714
OG0000840	Syai.g_02325	Syaq.g_01713
OG0000841	Syai.g_02326	Syaq.g_01712
OG0000842	Syai.g_02327	Syaq.g_01711
OG0000843	Syai.g_02328	Syaq.g_01710
OG0000844	Syai.g_02330	Syaq.g_01708
OG0000845	Syai.g_02331	Syaq.g_01707
OG0000846	Syai.g_02332	Syaq.g_01706
OG0000847	Syai.g_02333	Syaq.g_01705
OG0000848	Syai.g_02335	Syaq.g_01703
OG0000849	Syai.g_02336	Syaq.g_01702
OG0000850	Syai.g_02339	Syaq.g_01699
OG0000851	Syai.g_02352	Syaq.g_01696
OG0000852	Syai.g_02353	Syaq.g_01695
OG0000853	Syai.g_02357	Syaq.g_01691
OG0000854	Syai.g_02359	Syaq.g_01689
OG0000855	Syai.g_02360	Syaq.g_01688
OG0000856	Syai.g_01078	Syaq.g_02069
OG0000857	Syai.g_01356	Syaq.g_02357
OG0000858	Syai.g_02366	Syaq.g_01682
OG0000859	Syai.g_02367	Syaq.g_01681
OG0000860	Syai.g_02380	Syaq.g_01671
OG0000861	Syai.g_02381	Syaq.g_01670
OG0000862	Syai.g_02382	Syaq.g_01668
OG0000863	Syai.g_02385	Syaq.g_01665
OG0000864	Syai.g_02386	Syaq.g_01664
OG0000865	Syai.g_02387	Syaq.g_01663
OG0000866	Syai.g_02388	Syaq.g_01662
OG0000867	Syai.g_02389	Syaq.g_01661
OG0000868	Syai.g_02392	Syaq.g_01659
OG0000869	Syai.g_02396	Syaq.g_01656
OG0000870	Syai.g_02401	Syaq.g_01651
OG0000871	Syai.g_02402	Syaq.g_01650
OG0000872	Syai.g_02409	Syaq.g_01644
OG0000873	Syai.g_02412	Syaq.g_01641
OG0000874	Syai.g_02408	Syaq.g_01637
OG0000875	Syai.g_02416	Syaq.g_01633
OG0000876	Syai.g_02243	Syaq.g_01631
OG0000877	Syai.g_02250	Syaq.g_01628
OG0000878	Syai.g_02251	Syaq.g_01627
OG0000879	Syai.g_02252	Syaq.g_01626
OG0000880	Syai.g_02253	Syaq.g_01625
OG0000881	Syai.g_02257	Syaq.g_01621
OG0000882	Syai.g_02262	Syaq.g_01616
OG0000883	Syai.g_02264	Syaq.g_01613
OG0000884	Syai.g_02266	Syaq.g_01611
OG0000885	Syai.g_02267	Syaq.g_01610
OG0000886	Syai.g_02268	Syaq.g_01609
OG0000887	Syai.g_02269	Syaq.g_01608
OG0000888	Syai.g_02271	Syaq.g_01606
OG0000889	Syai.g_02273	Syaq.g_01604
OG0000890	Syai.g_02279	Syaq.g_01597
OG0000891	Syai.g_02280	Syaq.g_01596
OG0000892	Syai.g_02282	Syaq.g_01594
OG0000893	Syai.g_00318	Syaq.g_00695
OG0000894	Syai.g_00321	Syaq.g_00692
OG0000895	Syai.g_00325	Syaq.g_00688
OG0000896	Syai.g_00326	Syaq.g_00687
OG0000897	Syai.g_00328	Syaq.g_00685
OG0000898	Syai.g_00329	Syaq.g_00684
OG0000899	Syai.g_00330	Syaq.g_00683
OG0000900	Syai.g_00331	Syaq.g_00682
OG0000901	Syai.g_00336	Syaq.g_00677
OG0000902	Syai.g_00338	Syaq.g_00671
OG0000903	Syai.g_00353	Syaq.g_00655
OG0000904	Syai.g_00348	Syaq.g_00660
OG0000905	Syai.g_00342	Syaq.g_00666
OG0000906	Syai.g_00340	Syaq.g_00669
OG0000907	Syai.g_00358	Syaq.g_00653
OG0000908	Syai.g_00361	Syaq.g_00650
OG0000909	Syai.g_00362	Syaq.g_00649
OG0000910	Syai.g_00363	Syaq.g_00648
OG0000911	Syai.g_00365	Syaq.g_00646
OG0000912	Syai.g_00366	Syaq.g_00645
OG0000913	Syai.g_00367	Syaq.g_00644
OG0000914	Syai.g_00368	Syaq.g_00643
OG0000915	Syai.g_00370	Syaq.g_00641
OG0000916	Syai.g_00371	Syaq.g_00640
OG0000917	Syai.g_00372	Syaq.g_00639
OG0000918	Syai.g_00373	Syaq.g_00638
OG0000919	Syai.g_00374	Syaq.g_00637
OG0000920	Syai.g_00375	Syaq.g_00636
OG0000921	Syai.g_00376	Syaq.g_00635
OG0000922	Syai.g_00377	Syaq.g_00634
OG0000923	Syai.g_00381	Syaq.g_00630
OG0000924	Syai.g_00382	Syaq.g_00629
OG0000925	Syai.g_00383	Syaq.g_00628
OG0000926	Syai.g_00384	Syaq.g_00627
OG0000927	Syai.g_00386	Syaq.g_00625
OG0000928	Syai.g_00387	Syaq.g_00624
OG0000929	Syai.g_00388	Syaq.g_00623
OG0000930	Syai.g_00389	Syaq.g_00622
OG0000931	Syai.g_00390	Syaq.g_00621
OG0000932	Syai.g_00391	Syaq.g_00620
OG0000933	Syai.g_00397	Syaq.g_00614
OG0000934	Syai.g_00399	Syaq.g_00612
OG0000935	Syai.g_00400	Syaq.g_00611
OG0000936	Syai.g_00401	Syaq.g_00610
OG0000937	Syai.g_00402	Syaq.g_00609
OG0000938	Syai.g_00405	Syaq.g_00606
OG0000939	Syai.g_00406	Syaq.g_00604
OG0000940	Syai.g_00413	Syaq.g_00597
OG0000941	Syai.g_00415	Syaq.g_00595
OG0000942	Syai.g_00417	Syaq.g_00593
OG0000943	Syai.g_00418	Syaq.g_00592
OG0000944	Syai.g_00420	Syaq.g_00590
OG0000945	Syai.g_00422	Syaq.g_00588
OG0000946	Syai.g_00428	Syaq.g_00580
OG0000947	Syai.g_00431	Syaq.g_00577
OG0000948	Syai.g_00432	Syaq.g_00576
OG0000949	Syai.g_00174	Syaq.g_00971
OG0000950	Syai.g_00163	Syaq.g_00984
OG0000951	Syai.g_00158	Syaq.g_00991
OG0000952	Syai.g_00136	Syaq.g_01002
OG0000953	Syai.g_00132	Syaq.g_01006
OG0000954	Syai.g_00127	Syaq.g_01012
OG0000955	Syai.g_00126	Syaq.g_01013
OG0000956	Syai.g_00124	Syaq.g_01015
OG0000957	Syai.g_00113	Syaq.g_01026
OG0000958	Syai.g_00112	Syaq.g_01027
OG0000959	Syai.g_00108	Syaq.g_01031
OG0000960	Syai.g_00107	Syaq.g_01032
OG0000961	Syai.g_00100	Syaq.g_01043
OG0000962	Syai.g_00098	Syaq.g_01045
OG0000963	Syai.g_00094	Syaq.g_01049
OG0000964	Syai.g_00093	Syaq.g_01050
OG0000965	Syai.g_00092	Syaq.g_01051
OG0000966	Syai.g_00082	Syaq.g_01060
OG0000967	Syai.g_00077	Syaq.g_01067
OG0000968	Syai.g_00085	Syaq.g_01071
OG0000969	Syai.g_00080	Syaq.g_01078
OG0000970	Syai.g_00079	Syaq.g_01079
OG0000971	Syai.g_00074	Syaq.g_01081
OG0000972	Syai.g_00073	Syaq.g_01082
OG0000973	Syai.g_00072	Syaq.g_01083
OG0000974	Syai.g_00071	Syaq.g_01084
OG0000975	Syai.g_00070	Syaq.g_01085
OG0000976	Syai.g_00069	Syaq.g_01086
OG0000977	Syai.g_00067	Syaq.g_01088
OG0000978	Syai.g_00065	Syaq.g_01091
OG0000979	Syai.g_00062	Syaq.g_01094
OG0000980	Syai.g_00059	Syaq.g_01097
OG0000981	Syai.g_00056	Syaq.g_01100
OG0000982	Syai.g_02777	Syaq.g_01263
OG0000983	Syai.g_02778	Syaq.g_01262
OG0000984	Syai.g_02779	Syaq.g_01261
OG0000985	Syai.g_02781	Syaq.g_01257
OG0000986	Syai.g_02784	Syaq.g_01253
OG0000987	Syai.g_02786	Syaq.g_01251
OG0000988	Syai.g_02790	Syaq.g_01245
OG0000989	Syai.g_02797	Syaq.g_01239
OG0000990	Syai.g_02825	Syaq.g_01229
OG0000991	Syai.g_02827	Syaq.g_01225
OG0000992	Syai.g_02830	Syaq.g_01222
OG0000993	Syai.g_02831	Syaq.g_01221
OG0000994	Syai.g_02834	Syaq.g_01218
OG0000995	Syai.g_02840	Syaq.g_01212
OG0000996	Syai.g_02891	Syaq.g_01193
OG0000997	Syai.g_02900	Syaq.g_01184
OG0000998	Syai.g_02902	Syaq.g_01182
OG0000999	Syai.g_02903	Syaq.g_01181
OG0001000	Syai.g_02906	Syaq.g_01177
OG0001001	Syai.g_02911	Syaq.g_01172
OG0001002	Syai.g_02918	Syaq.g_01165
OG0001003	Syai.g_02919	Syaq.g_01163
OG0001004	Syai.g_02920	Syaq.g_01162
OG0001005	Syai.g_02921	Syaq.g_01161
OG0001006	Syai.g_02931	Syaq.g_01152
OG0001007	Syai.g_02933	Syaq.g_01150
OG0001008	Syai.g_02227	Syaq.g_00500
OG0001009	Syai.g_00034	Syaq.g_01118
OG0001010	Syai.g_00035	Syaq.g_01117
OG0001011	Syai.g_00037	Syaq.g_01115
OG0001012	Syai.g_02773	Syaq.g_01267
OG0001013	Syai.g_02750	Syaq.g_01289
OG0001014	Syai.g_02726	Syaq.g_01295
OG0001015	Syai.g_02725	Syaq.g_01296
OG0001016	Syai.g_02479	Syaq.g_01554
OG0001017	Syai.g_02485	Syaq.g_01548
OG0001018	Syai.g_02487	Syaq.g_01546
OG0001019	Syai.g_02508	Syaq.g_01524
OG0001020	Syai.g_02516	Syaq.g_01510
OG0001021	Syai.g_02523	Syaq.g_01506
OG0001022	Syai.g_02528	Syaq.g_01501
OG0001023	Syai.g_02529	Syaq.g_01500
OG0001024	Syai.g_02533	Syaq.g_01496
OG0001025	Syai.g_02540	Syaq.g_01490
OG0001026	Syai.g_02550	Syaq.g_01477
OG0001027	Syai.g_02555	Syaq.g_01474
OG0001028	Syai.g_02557	Syaq.g_01472
OG0001029	Syai.g_02559	Syaq.g_01470
OG0001030	Syai.g_02580	Syaq.g_01450
OG0001031	Syai.g_02656	Syaq.g_01378
OG0001032	Syai.g_02658	Syaq.g_01376
OG0001033	Syai.g_02685	Syaq.g_01344
OG0001034	Syai.g_00537	Syaq.g_01579
OG0001035	Syai.g_00295	Syaq.g_00726
OG0001036	Syai.g_00290	Syaq.g_00731
OG0001037	Syai.g_00288	Syaq.g_00733
OG0001038	Syai.g_00261	Syaq.g_00761
OG0001039	Syai.g_00258	Syaq.g_00764
OG0001040	Syai.g_00255	Syaq.g_00767
OG0001041	Syai.g_00250	Syaq.g_00772
OG0001042	Syai.g_00225	Syaq.g_00858
OG0001044	Syai.g_00485	Syaq.g_00560
OG0001045	Syai.g_00498	Syaq.g_00547
OG0001046	Syai.g_01471	Syaq.g_02509
OG0001047	Syai.g_02225	Syaq.g_00498
OG0001048	Syai.g_02224	Syaq.g_00497
OG0001049	Syai.g_02215	Syaq.g_00494
OG0001050	Syai.g_02214	Syaq.g_00493
OG0001051	Syai.g_02213	Syaq.g_00492
OG0001052	Syai.g_00861	Syaq.g_00446
OG0001053	Syai.g_00641	Syaq.g_01775
OG0001054	Syai.g_00658	Syaq.g_01794
OG0001055	Syai.g_00679	Syaq.g_01815
OG0001056	Syai.g_00713	Syaq.g_01843
OG0001057	Syai.g_00721	Syaq.g_00334
OG0001058	Syai.g_00734	Syaq.g_01931
OG0001059	Syai.g_00738	Syaq.g_01935
OG0001060	Syai.g_00744	Syaq.g_01941
OG0001061	Syai.g_00765	Syaq.g_01961
OG0001062	Syai.g_00767	Syaq.g_01963
OG0001063	Syai.g_00774	Syaq.g_01968
OG0001064	Syai.g_00775	Syaq.g_01969
OG0001065	Syai.g_00776	Syaq.g_01970
OG0001066	Syai.g_00777	Syaq.g_01971
OG0001067	Syai.g_00778	Syaq.g_01972
OG0001068	Syai.g_00779	Syaq.g_01973
OG0001069	Syai.g_00780	Syaq.g_01974
OG0001070	Syai.g_00783	Syaq.g_01978
OG0001071	Syai.g_00784	Syaq.g_01979
OG0001072	Syai.g_00788	Syaq.g_01983
OG0001073	Syai.g_00807	Syaq.g_01998
OG0001074	Syai.g_01051	Syaq.g_02132
OG0001075	Syai.g_01053	Syaq.g_02025
OG0001076	Syai.g_01069	Syaq.g_02060
OG0001077	Syai.g_01081	Syaq.g_02071
OG0001078	Syai.g_01105	Syaq.g_02083
OG0001079	Syai.g_01118	Syaq.g_02100
OG0001080	Syai.g_01606	Syaq.g_02161
OG0001081	Syai.g_01222	Syaq.g_02232
OG0001082	Syai.g_01223	Syaq.g_02233
OG0001083	Syai.g_01230	Syaq.g_02240
OG0001084	Syai.g_01231	Syaq.g_02241
OG0001085	Syai.g_01241	Syaq.g_02251
OG0001086	Syai.g_01243	Syaq.g_02253
OG0001087	Syai.g_01953	Syaq.g_02574
OG0001088	Syai.g_01957	Syaq.g_02576
OG0001089	Syai.g_01996	Syaq.g_02604
OG0001090	Syai.g_01387	Syaq.g_00024
OG0001091	Syai.g_01389	Syaq.g_00027
OG0001092	Syai.g_01391	Syaq.g_00029
OG0001093	Syai.g_01397	Syaq.g_00035
OG0001094	Syai.g_01315	Syaq.g_02334
OG0001096	Syai.g_01371	Syaq.g_02370
OG0001097	Syai.g_02057	Syaq.g_02393
OG0001098	Syai.g_01603	Syaq.g_02415
OG0001099	Syai.g_02558	Syaq.g_01471
OG0001100	Syai.g_01253	Syaq.g_02262
OG0001101	Syai.g_01254	Syaq.g_02263
OG0001102	Syai.g_01257	Syaq.g_02266
OG0001103	Syai.g_01260	Syaq.g_02268
OG0001104	Syai.g_01300	Syaq.g_02316
OG0001105	Syai.g_01304	Syaq.g_02320
OG0001106	Syai.g_01517	Syaq.g_02471
OG0001108	Syai.g_01496	Syaq.g_02491
OG0001109	Syai.g_01488	Syaq.g_02493
OG0001110	Syai.g_01486	Syaq.g_02495
OG0001111	Syai.g_01484	Syaq.g_02497
OG0001112	Syai.g_01482	Syaq.g_02499
OG0001113	Syai.g_01481	Syaq.g_02539
OG0001114	Syai.g_01480	Syaq.g_02500
OG0001115	Syai.g_01476	Syaq.g_02504
OG0001116	Syai.g_01474	Syaq.g_02506
OG0001117	Syai.g_01473	Syaq.g_02507
OG0001118	Syai.g_01472	Syaq.g_02508
OG0001119	Syai.g_01470	Syaq.g_02510
OG0001120	Syai.g_01466	Syaq.g_02514
OG0001121	Syai.g_01676	Syaq.g_01919
OG0001122	Syai.g_01437	Syaq.g_00069
OG0001123	Syai.g_01430	Syaq.g_00061
OG0001124	Syai.g_01428	Syaq.g_00060
OG0001125	Syai.g_01426	Syaq.g_00058
