Orthogroup	Syai	Prao
OG0000595	Syai.g_01102	Prao.g_00073
OG0000596	Syai.g_01107	Prao.g_00077
OG0000597	Syai.g_01110	Prao.g_00079
OG0000598	Syai.g_01111	Prao.g_00080
OG0000599	Syai.g_01114	Prao.g_00083
OG0000600	Syai.g_01115	Prao.g_00084
OG0000601	Syai.g_01116	Prao.g_00085
OG0000602	Syai.g_01121	Prao.g_00087
OG0000603	Syai.g_01122	Prao.g_00088
OG0000604	Syai.g_01125	Prao.g_00089
OG0000605	Syai.g_01609	Prao.g_00090
OG0000606	Syai.g_01221	Prao.g_00093
OG0000607	Syai.g_01224	Prao.g_00096
OG0000608	Syai.g_01225	Prao.g_00097
OG0000609	Syai.g_01227	Prao.g_00098
OG0000610	Syai.g_01234	Prao.g_00103
OG0000611	Syai.g_01237	Prao.g_00106
OG0000612	Syai.g_01238	Prao.g_00107
OG0000613	Syai.g_00196	Prao.g_00112
OG0000614	Syai.g_01981	Prao.g_00130
OG0000615	Syai.g_01286	Prao.g_00138
OG0000616	Syai.g_02914	Prao.g_00142
OG0000617	Syai.g_01393	Prao.g_00654
OG0000618	Syai.g_01394	Prao.g_00655
OG0000619	Syai.g_01395	Prao.g_00656
OG0000620	Syai.g_01402	Prao.g_00659
OG0000621	Syai.g_01403	Prao.g_00660
OG0000622	Syai.g_01404	Prao.g_00661
OG0000623	Syai.g_01405	Prao.g_00662
OG0000624	Syai.g_01407	Prao.g_00663
OG0000625	Syai.g_01408	Prao.g_00664
OG0000626	Syai.g_01409	Prao.g_00665
OG0000627	Syai.g_01575	Prao.g_00666
OG0000628	Syai.g_01573	Prao.g_00667
OG0000629	Syai.g_01570	Prao.g_00668
OG0000630	Syai.g_01566	Prao.g_00671
OG0000631	Syai.g_01557	Prao.g_00732
OG0000632	Syai.g_01556	Prao.g_00733
OG0000633	Syai.g_01555	Prao.g_00734
OG0000634	Syai.g_01317	Prao.g_00737
OG0000635	Syai.g_01318	Prao.g_00738
OG0000636	Syai.g_01320	Prao.g_00740
OG0000637	Syai.g_01322	Prao.g_00742
OG0000638	Syai.g_01323	Prao.g_00743
OG0000639	Syai.g_01324	Prao.g_00744
OG0000640	Syai.g_01325	Prao.g_00745
OG0000641	Syai.g_01329	Prao.g_00749
OG0000642	Syai.g_01330	Prao.g_00750
OG0000643	Syai.g_01349	Prao.g_00751
OG0000644	Syai.g_01350	Prao.g_00752
OG0000645	Syai.g_01352	Prao.g_00753
OG0000646	Syai.g_01355	Prao.g_00755
OG0000647	Syai.g_01357	Prao.g_00756
OG0000648	Syai.g_01362	Prao.g_00758
OG0000649	Syai.g_01363	Prao.g_00759
OG0000650	Syai.g_01364	Prao.g_00760
OG0000651	Syai.g_01365	Prao.g_00761
OG0000652	Syai.g_01366	Prao.g_00762
OG0000653	Syai.g_01368	Prao.g_00764
OG0000654	Syai.g_01369	Prao.g_00765
OG0000655	Syai.g_01370	Prao.g_00766
OG0000656	Syai.g_01373	Prao.g_00769
OG0000657	Syai.g_02045	Prao.g_00777
OG0000658	Syai.g_02049	Prao.g_00778
OG0000659	Syai.g_02050	Prao.g_00779
OG0000660	Syai.g_02054	Prao.g_00783
OG0000661	Syai.g_02056	Prao.g_00785
OG0000662	Syai.g_02058	Prao.g_00787
OG0000663	Syai.g_02061	Prao.g_00789
OG0000664	Syai.g_02062	Prao.g_00790
OG0000665	Syai.g_02431	Prao.g_00794
OG0000666	Syai.g_01610	Prao.g_00795
OG0000667	Syai.g_01724	Prao.g_00799
OG0000668	Syai.g_01436	Prao.g_00829
OG0000669	Syai.g_01251	Prao.g_00837
OG0000670	Syai.g_00561	Prao.g_00839
OG0000671	Syai.g_01255	Prao.g_00841
OG0000672	Syai.g_01259	Prao.g_00843
OG0000673	Syai.g_01262	Prao.g_00846
OG0000674	Syai.g_01264	Prao.g_00848
OG0000675	Syai.g_01265	Prao.g_00849
OG0000676	Syai.g_01275	Prao.g_00851
OG0000677	Syai.g_01276	Prao.g_00852
OG0000678	Syai.g_01279	Prao.g_00854
OG0000679	Syai.g_01288	Prao.g_00858
OG0000680	Syai.g_01289	Prao.g_00859
OG0000681	Syai.g_01292	Prao.g_00861
OG0000682	Syai.g_01293	Prao.g_00862
OG0000683	Syai.g_01294	Prao.g_00863
OG0000684	Syai.g_01299	Prao.g_00864
OG0000685	Syai.g_01301	Prao.g_00866
OG0000686	Syai.g_01302	Prao.g_00867
OG0000687	Syai.g_01303	Prao.g_00868
OG0000688	Syai.g_01307	Prao.g_00871
OG0000689	Syai.g_01309	Prao.g_00872
OG0000690	Syai.g_01310	Prao.g_00873
OG0000691	Syai.g_01311	Prao.g_00874
OG0000692	Syai.g_01312	Prao.g_00876
OG0000693	Syai.g_01313	Prao.g_00877
OG0000694	Syai.g_01314	Prao.g_00878
OG0000695	Syai.g_01553	Prao.g_00880
OG0000696	Syai.g_01552	Prao.g_00881
OG0000697	Syai.g_01550	Prao.g_00882
OG0000698	Syai.g_01547	Prao.g_00885
OG0000699	Syai.g_01545	Prao.g_00886
OG0000700	Syai.g_01544	Prao.g_00887
OG0000701	Syai.g_01543	Prao.g_00888
OG0000702	Syai.g_01521	Prao.g_00890
OG0000703	Syai.g_01520	Prao.g_00891
OG0000704	Syai.g_01518	Prao.g_00892
OG0000705	Syai.g_01511	Prao.g_00896
OG0000706	Syai.g_01510	Prao.g_00897
OG0000707	Syai.g_01509	Prao.g_00898
OG0000708	Syai.g_01506	Prao.g_00899
OG0000709	Syai.g_01497	Prao.g_00903
OG0000710	Syai.g_01487	Prao.g_00906
OG0000711	Syai.g_01456	Prao.g_00923
OG0000712	Syai.g_01454	Prao.g_00925
OG0000713	Syai.g_01453	Prao.g_00926
OG0000714	Syai.g_01451	Prao.g_00927
OG0000715	Syai.g_01449	Prao.g_00929
OG0000716	Syai.g_01445	Prao.g_00931
OG0000717	Syai.g_01444	Prao.g_00932
OG0000718	Syai.g_01440	Prao.g_00943
OG0000719	Syai.g_01438	Prao.g_00945
OG0000720	Syai.g_01425	Prao.g_00954
OG0000721	Syai.g_01423	Prao.g_00956
OG0000722	Syai.g_01422	Prao.g_00957
OG0000723	Syai.g_01411	Prao.g_00960
OG0000724	Syai.g_02013	Prao.g_00969
OG0000725	Syai.g_02004	Prao.g_00975
OG0000726	Syai.g_02003	Prao.g_00976
OG0000727	Syai.g_02002	Prao.g_00977
OG0000728	Syai.g_02000	Prao.g_00979
OG0000729	Syai.g_00097	Prao.g_01027
OG0000730	Syai.g_00483	Prao.g_01156
OG0000731	Syai.g_00495	Prao.g_01152
OG0000732	Syai.g_00058	Prao.g_01143
OG0000733	Syai.g_02805	Prao.g_01121
OG0000734	Syai.g_02548	Prao.g_01104
OG0000735	Syai.g_02159	Prao.g_01102
OG0000736	Syai.g_02158	Prao.g_01101
OG0000737	Syai.g_02157	Prao.g_01100
OG0000738	Syai.g_02152	Prao.g_01096
OG0000739	Syai.g_02151	Prao.g_01095
OG0000740	Syai.g_02150	Prao.g_01094
OG0000741	Syai.g_02147	Prao.g_01093
OG0000742	Syai.g_02145	Prao.g_01090
OG0000743	Syai.g_02143	Prao.g_01088
OG0000744	Syai.g_02142	Prao.g_01087
OG0000745	Syai.g_02140	Prao.g_01086
OG0000746	Syai.g_02138	Prao.g_01084
OG0000747	Syai.g_02137	Prao.g_01083
OG0000748	Syai.g_02125	Prao.g_01080
OG0000749	Syai.g_02123	Prao.g_01079
OG0000750	Syai.g_02122	Prao.g_01078
OG0000751	Syai.g_02116	Prao.g_01076
OG0000752	Syai.g_02114	Prao.g_01074
OG0000753	Syai.g_02111	Prao.g_01071
OG0000754	Syai.g_01750	Prao.g_01068
OG0000755	Syai.g_01760	Prao.g_01065
OG0000756	Syai.g_01761	Prao.g_01064
OG0000757	Syai.g_01769	Prao.g_01058
OG0000758	Syai.g_01770	Prao.g_01057
OG0000759	Syai.g_01771	Prao.g_01056
OG0000760	Syai.g_01772	Prao.g_01055
OG0000761	Syai.g_01775	Prao.g_01054
OG0000762	Syai.g_01777	Prao.g_01053
OG0000763	Syai.g_01779	Prao.g_01051
OG0000764	Syai.g_01780	Prao.g_01050
OG0000765	Syai.g_01797	Prao.g_01041
OG0000766	Syai.g_01798	Prao.g_01040
OG0000767	Syai.g_01800	Prao.g_01038
OG0000768	Syai.g_01801	Prao.g_01037
OG0000769	Syai.g_01803	Prao.g_01035
OG0000770	Syai.g_01822	Prao.g_01033
OG0000771	Syai.g_02019	Prao.g_00014
OG0000772	Syai.g_01639	Prao.g_01305
OG0000773	Syai.g_02164	Prao.g_01285
OG0000774	Syai.g_02168	Prao.g_01283
OG0000775	Syai.g_02172	Prao.g_01281
OG0000776	Syai.g_02173	Prao.g_01280
OG0000777	Syai.g_02174	Prao.g_01279
OG0000778	Syai.g_02175	Prao.g_01278
OG0000779	Syai.g_02181	Prao.g_01274
OG0000780	Syai.g_02184	Prao.g_01273
OG0000781	Syai.g_02188	Prao.g_01270
OG0000782	Syai.g_02189	Prao.g_01269
OG0000783	Syai.g_02190	Prao.g_01268
OG0000784	Syai.g_02191	Prao.g_01267
OG0000785	Syai.g_02193	Prao.g_01265
OG0000786	Syai.g_00816	Prao.g_01263
OG0000787	Syai.g_00815	Prao.g_01262
OG0000788	Syai.g_01117	Prao.g_01252
OG0000789	Syai.g_01596	Prao.g_01249
OG0000790	Syai.g_00623	Prao.g_01234
OG0000791	Syai.g_00621	Prao.g_01232
OG0000792	Syai.g_00620	Prao.g_01231
OG0000793	Syai.g_00615	Prao.g_01228
OG0000794	Syai.g_00614	Prao.g_01227
OG0000795	Syai.g_00613	Prao.g_01226
OG0000796	Syai.g_00609	Prao.g_01222
OG0000797	Syai.g_00608	Prao.g_01221
OG0000799	Syai.g_00996	Prao.g_01379
OG0000800	Syai.g_00993	Prao.g_01380
OG0000801	Syai.g_00992	Prao.g_01381
OG0000802	Syai.g_00988	Prao.g_01383
OG0000803	Syai.g_00983	Prao.g_01385
OG0000804	Syai.g_00980	Prao.g_01386
OG0000805	Syai.g_00965	Prao.g_01388
OG0000806	Syai.g_00963	Prao.g_01390
OG0000807	Syai.g_00961	Prao.g_01391
OG0000808	Syai.g_00960	Prao.g_01392
OG0000809	Syai.g_00957	Prao.g_01395
OG0000810	Syai.g_00956	Prao.g_01396
OG0000811	Syai.g_00950	Prao.g_01400
OG0000812	Syai.g_00948	Prao.g_01402
OG0000813	Syai.g_00947	Prao.g_01403
OG0000814	Syai.g_00945	Prao.g_01405
OG0000815	Syai.g_00944	Prao.g_01406
OG0000816	Syai.g_00942	Prao.g_01408
OG0000817	Syai.g_00941	Prao.g_01409
OG0000818	Syai.g_00935	Prao.g_01414
OG0000819	Syai.g_00934	Prao.g_01415
OG0000820	Syai.g_00933	Prao.g_01416
OG0000821	Syai.g_00916	Prao.g_01419
OG0000822	Syai.g_00914	Prao.g_01420
OG0000823	Syai.g_00913	Prao.g_01421
OG0000824	Syai.g_00907	Prao.g_01424
OG0000825	Syai.g_00906	Prao.g_01425
OG0000826	Syai.g_00905	Prao.g_01426
OG0000827	Syai.g_00904	Prao.g_01427
OG0000828	Syai.g_00900	Prao.g_01430
OG0000829	Syai.g_00899	Prao.g_01431
OG0000830	Syai.g_00898	Prao.g_01432
OG0000831	Syai.g_00896	Prao.g_01434
OG0000832	Syai.g_02296	Prao.g_01440
OG0000833	Syai.g_02305	Prao.g_01448
OG0000834	Syai.g_02307	Prao.g_01449
OG0000835	Syai.g_02308	Prao.g_01450
OG0000836	Syai.g_02312	Prao.g_01451
OG0000837	Syai.g_02313	Prao.g_01452
OG0000838	Syai.g_02323	Prao.g_01454
OG0000839	Syai.g_02324	Prao.g_01455
OG0000840	Syai.g_02325	Prao.g_01456
OG0000841	Syai.g_02326	Prao.g_01457
OG0000842	Syai.g_02327	Prao.g_01458
OG0000843	Syai.g_02328	Prao.g_01459
OG0000844	Syai.g_02330	Prao.g_01460
OG0000845	Syai.g_02331	Prao.g_01461
OG0000846	Syai.g_02332	Prao.g_01462
OG0000847	Syai.g_02333	Prao.g_01463
OG0000848	Syai.g_02335	Prao.g_01464
OG0000849	Syai.g_02336	Prao.g_01465
OG0000850	Syai.g_02339	Prao.g_01467
OG0000851	Syai.g_02352	Prao.g_01468
OG0000852	Syai.g_02353	Prao.g_01469
OG0000853	Syai.g_02357	Prao.g_01473
OG0000854	Syai.g_02359	Prao.g_01475
OG0000855	Syai.g_02360	Prao.g_01476
OG0000856	Syai.g_01078	Prao.g_01491
OG0000857	Syai.g_01356	Prao.g_01519
OG0000858	Syai.g_02366	Prao.g_01546
OG0000859	Syai.g_02367	Prao.g_01547
OG0000860	Syai.g_02380	Prao.g_01554
OG0000861	Syai.g_02381	Prao.g_01555
OG0000862	Syai.g_02382	Prao.g_01556
OG0000863	Syai.g_02385	Prao.g_01558
OG0000864	Syai.g_02386	Prao.g_01559
OG0000865	Syai.g_02387	Prao.g_01560
OG0000866	Syai.g_02388	Prao.g_01561
OG0000867	Syai.g_02389	Prao.g_01562
OG0000868	Syai.g_02392	Prao.g_01563
OG0000869	Syai.g_02396	Prao.g_01567
OG0000870	Syai.g_02401	Prao.g_01572
OG0000871	Syai.g_02402	Prao.g_01573
OG0000872	Syai.g_02409	Prao.g_01574
OG0000873	Syai.g_02412	Prao.g_01577
OG0000874	Syai.g_02408	Prao.g_01580
OG0000875	Syai.g_02416	Prao.g_01581
OG0000876	Syai.g_02243	Prao.g_01582
OG0000877	Syai.g_02250	Prao.g_01584
OG0000878	Syai.g_02251	Prao.g_01585
OG0000879	Syai.g_02252	Prao.g_01586
OG0000880	Syai.g_02253	Prao.g_01587
OG0000881	Syai.g_02257	Prao.g_01591
OG0000882	Syai.g_02262	Prao.g_01596
OG0000883	Syai.g_02264	Prao.g_01597
OG0000884	Syai.g_02266	Prao.g_01599
OG0000885	Syai.g_02267	Prao.g_01600
OG0000886	Syai.g_02268	Prao.g_01601
OG0000887	Syai.g_02269	Prao.g_01602
OG0000888	Syai.g_02271	Prao.g_01604
OG0000889	Syai.g_02273	Prao.g_01606
OG0000890	Syai.g_02279	Prao.g_01607
OG0000891	Syai.g_02280	Prao.g_01608
OG0000892	Syai.g_02282	Prao.g_01610
OG0000893	Syai.g_00318	Prao.g_01615
OG0000894	Syai.g_00321	Prao.g_01617
OG0000895	Syai.g_00325	Prao.g_01620
OG0000896	Syai.g_00326	Prao.g_01621
OG0000897	Syai.g_00328	Prao.g_01623
OG0000898	Syai.g_00329	Prao.g_01624
OG0000899	Syai.g_00330	Prao.g_01625
OG0000900	Syai.g_00331	Prao.g_01626
OG0000901	Syai.g_00336	Prao.g_01629
OG0000902	Syai.g_00338	Prao.g_01631
OG0000903	Syai.g_00353	Prao.g_01634
OG0000904	Syai.g_00348	Prao.g_01636
OG0000905	Syai.g_00342	Prao.g_01641
OG0000906	Syai.g_00340	Prao.g_01642
OG0000907	Syai.g_00358	Prao.g_01645
OG0000908	Syai.g_00361	Prao.g_01648
OG0000909	Syai.g_00362	Prao.g_01649
OG0000910	Syai.g_00363	Prao.g_01650
OG0000911	Syai.g_00365	Prao.g_01652
OG0000912	Syai.g_00366	Prao.g_01653
OG0000913	Syai.g_00367	Prao.g_01654
OG0000914	Syai.g_00368	Prao.g_01655
OG0000915	Syai.g_00370	Prao.g_01656
OG0000916	Syai.g_00371	Prao.g_01657
OG0000917	Syai.g_00372	Prao.g_01658
OG0000918	Syai.g_00373	Prao.g_01659
OG0000919	Syai.g_00374	Prao.g_01660
OG0000920	Syai.g_00375	Prao.g_01661
OG0000921	Syai.g_00376	Prao.g_01662
OG0000922	Syai.g_00377	Prao.g_01663
OG0000923	Syai.g_00381	Prao.g_01667
OG0000924	Syai.g_00382	Prao.g_01668
OG0000925	Syai.g_00383	Prao.g_01669
OG0000926	Syai.g_00384	Prao.g_01670
OG0000927	Syai.g_00386	Prao.g_01672
OG0000928	Syai.g_00387	Prao.g_01673
OG0000929	Syai.g_00388	Prao.g_01674
OG0000930	Syai.g_00389	Prao.g_01675
OG0000931	Syai.g_00390	Prao.g_01676
OG0000932	Syai.g_00391	Prao.g_01677
OG0000933	Syai.g_00397	Prao.g_01681
OG0000934	Syai.g_00399	Prao.g_01683
OG0000935	Syai.g_00400	Prao.g_01684
OG0000936	Syai.g_00401	Prao.g_01685
OG0000937	Syai.g_00402	Prao.g_01686
OG0000938	Syai.g_00405	Prao.g_01688
OG0000939	Syai.g_00406	Prao.g_01689
OG0000940	Syai.g_00413	Prao.g_01696
OG0000941	Syai.g_00415	Prao.g_01698
OG0000942	Syai.g_00417	Prao.g_01700
OG0000943	Syai.g_00418	Prao.g_01701
OG0000944	Syai.g_00420	Prao.g_01702
OG0000945	Syai.g_00422	Prao.g_01703
OG0000946	Syai.g_00428	Prao.g_01707
OG0000947	Syai.g_00431	Prao.g_01709
OG0000948	Syai.g_00432	Prao.g_01710
OG0000949	Syai.g_00174	Prao.g_01713
OG0000950	Syai.g_00163	Prao.g_01718
OG0000951	Syai.g_00158	Prao.g_01722
OG0000952	Syai.g_00136	Prao.g_01726
OG0000953	Syai.g_00132	Prao.g_01729
OG0000954	Syai.g_00127	Prao.g_01733
OG0000955	Syai.g_00126	Prao.g_01734
OG0000956	Syai.g_00124	Prao.g_01736
OG0000957	Syai.g_00113	Prao.g_01741
OG0000958	Syai.g_00112	Prao.g_01742
OG0000959	Syai.g_00108	Prao.g_01746
OG0000960	Syai.g_00107	Prao.g_01747
OG0000961	Syai.g_00100	Prao.g_01749
OG0000962	Syai.g_00098	Prao.g_01751
OG0000963	Syai.g_00094	Prao.g_01755
OG0000964	Syai.g_00093	Prao.g_01756
OG0000965	Syai.g_00092	Prao.g_01757
OG0000966	Syai.g_00082	Prao.g_01764
OG0000967	Syai.g_00077	Prao.g_01769
OG0000968	Syai.g_00085	Prao.g_01771
OG0000969	Syai.g_00080	Prao.g_01772
OG0000970	Syai.g_00079	Prao.g_01773
OG0000971	Syai.g_00074	Prao.g_01774
OG0000972	Syai.g_00073	Prao.g_01775
OG0000973	Syai.g_00072	Prao.g_01776
OG0000974	Syai.g_00071	Prao.g_01777
OG0000975	Syai.g_00070	Prao.g_01778
OG0000976	Syai.g_00069	Prao.g_01779
OG0000977	Syai.g_00067	Prao.g_01780
OG0000978	Syai.g_00065	Prao.g_01781
OG0000979	Syai.g_00062	Prao.g_01784
OG0000980	Syai.g_00059	Prao.g_01786
OG0000981	Syai.g_00056	Prao.g_01788
OG0000982	Syai.g_02777	Prao.g_01790
OG0000983	Syai.g_02778	Prao.g_01791
OG0000984	Syai.g_02779	Prao.g_01792
OG0000985	Syai.g_02781	Prao.g_01795
OG0000986	Syai.g_02784	Prao.g_01797
OG0000987	Syai.g_02786	Prao.g_01798
OG0000988	Syai.g_02790	Prao.g_01801
OG0000989	Syai.g_02797	Prao.g_01805
OG0000990	Syai.g_02825	Prao.g_01808
OG0000991	Syai.g_02827	Prao.g_01809
OG0000992	Syai.g_02830	Prao.g_01811
OG0000993	Syai.g_02831	Prao.g_01812
OG0000994	Syai.g_02834	Prao.g_01813
OG0000995	Syai.g_02840	Prao.g_01817
OG0000996	Syai.g_02891	Prao.g_01818
OG0000997	Syai.g_02900	Prao.g_01819
OG0000998	Syai.g_02902	Prao.g_01821
OG0000999	Syai.g_02903	Prao.g_01822
OG0001000	Syai.g_02906	Prao.g_01825
OG0001001	Syai.g_02911	Prao.g_01827
OG0001002	Syai.g_02918	Prao.g_01831
OG0001003	Syai.g_02919	Prao.g_01833
OG0001004	Syai.g_02920	Prao.g_01834
OG0001005	Syai.g_02921	Prao.g_01835
OG0001006	Syai.g_02931	Prao.g_01839
OG0001007	Syai.g_02933	Prao.g_01841
OG0001008	Syai.g_02227	Prao.g_00541
OG0001009	Syai.g_00034	Prao.g_00174
OG0001010	Syai.g_00035	Prao.g_00175
OG0001011	Syai.g_00037	Prao.g_00176
OG0001012	Syai.g_02773	Prao.g_00189
OG0001013	Syai.g_02750	Prao.g_00194
OG0001014	Syai.g_02726	Prao.g_00197
OG0001015	Syai.g_02725	Prao.g_00198
OG0001016	Syai.g_02479	Prao.g_00212
OG0001017	Syai.g_02485	Prao.g_00216
OG0001018	Syai.g_02487	Prao.g_00219
OG0001019	Syai.g_02508	Prao.g_00228
OG0001020	Syai.g_02516	Prao.g_00229
OG0001021	Syai.g_02523	Prao.g_00230
OG0001022	Syai.g_02528	Prao.g_00233
OG0001023	Syai.g_02529	Prao.g_00234
OG0001024	Syai.g_02533	Prao.g_00237
OG0001025	Syai.g_02540	Prao.g_00243
OG0001026	Syai.g_02550	Prao.g_00249
OG0001027	Syai.g_02555	Prao.g_00250
OG0001028	Syai.g_02557	Prao.g_00252
OG0001029	Syai.g_02559	Prao.g_00254
OG0001030	Syai.g_02580	Prao.g_00269
OG0001031	Syai.g_02656	Prao.g_00324
OG0001032	Syai.g_02658	Prao.g_00325
OG0001033	Syai.g_02685	Prao.g_00346
OG0001034	Syai.g_00537	Prao.g_00374
OG0001035	Syai.g_00295	Prao.g_00392
OG0001036	Syai.g_00290	Prao.g_00397
OG0001037	Syai.g_00288	Prao.g_00398
OG0001038	Syai.g_00261	Prao.g_00415
OG0001039	Syai.g_00258	Prao.g_00418
OG0001040	Syai.g_00255	Prao.g_00420
OG0001041	Syai.g_00250	Prao.g_00424
OG0001042	Syai.g_00225	Prao.g_00441
OG0001043	Syai.g_00221	Prao.g_00442
OG0001044	Syai.g_00485	Prao.g_00469
OG0001045	Syai.g_00498	Prao.g_00477
OG0001046	Syai.g_01471	Prao.g_00513
OG0001047	Syai.g_02225	Prao.g_00543
OG0001048	Syai.g_02224	Prao.g_00544
OG0001049	Syai.g_02215	Prao.g_00546
OG0001050	Syai.g_02214	Prao.g_00547
OG0001051	Syai.g_02213	Prao.g_00548
OG0001052	Syai.g_00861	Prao.g_00577
OG0001053	Syai.g_00641	Prao.g_00589
OG0001054	Syai.g_00658	Prao.g_00604
OG0001055	Syai.g_00679	Prao.g_00623
OG0001056	Syai.g_00713	Prao.g_01855
OG0001057	Syai.g_00721	Prao.g_01160
OG0001058	Syai.g_00734	Prao.g_01168
OG0001059	Syai.g_00738	Prao.g_01172
OG0001060	Syai.g_00744	Prao.g_01179
OG0001061	Syai.g_00765	Prao.g_01866
OG0001062	Syai.g_00767	Prao.g_01868
OG0001063	Syai.g_00774	Prao.g_01870
OG0001064	Syai.g_00775	Prao.g_00018
OG0001065	Syai.g_00776	Prao.g_00019
OG0001066	Syai.g_00777	Prao.g_00020
OG0001067	Syai.g_00778	Prao.g_00021
OG0001068	Syai.g_00779	Prao.g_00022
OG0001069	Syai.g_00780	Prao.g_00023
OG0001070	Syai.g_00783	Prao.g_00026
OG0001071	Syai.g_00784	Prao.g_00027
OG0001072	Syai.g_00788	Prao.g_00028
OG0001073	Syai.g_00807	Prao.g_00042
OG0001074	Syai.g_01051	Prao.g_00053
OG0001075	Syai.g_01053	Prao.g_00054
OG0001076	Syai.g_01069	Prao.g_00063
OG0001077	Syai.g_01081	Prao.g_00067
OG0001078	Syai.g_01105	Prao.g_00075
OG0001079	Syai.g_01118	Prao.g_00086
OG0001080	Syai.g_01606	Prao.g_00092
OG0001081	Syai.g_01222	Prao.g_00094
OG0001082	Syai.g_01223	Prao.g_00095
OG0001083	Syai.g_01230	Prao.g_00100
OG0001084	Syai.g_01231	Prao.g_00101
OG0001085	Syai.g_01241	Prao.g_00109
OG0001086	Syai.g_01243	Prao.g_00110
OG0001087	Syai.g_01953	Prao.g_00126
OG0001088	Syai.g_01957	Prao.g_00127
OG0001089	Syai.g_01996	Prao.g_00135
OG0001090	Syai.g_01387	Prao.g_00649
OG0001091	Syai.g_01389	Prao.g_00651
OG0001092	Syai.g_01391	Prao.g_00652
OG0001093	Syai.g_01397	Prao.g_00657
OG0001094	Syai.g_01315	Prao.g_00735
OG0001096	Syai.g_01371	Prao.g_00767
OG0001097	Syai.g_02057	Prao.g_00786
OG0001098	Syai.g_01603	Prao.g_00801
OG0001099	Syai.g_02558	Prao.g_00834
OG0001100	Syai.g_01253	Prao.g_00838
OG0001101	Syai.g_01254	Prao.g_00840
OG0001102	Syai.g_01257	Prao.g_00842
OG0001103	Syai.g_01260	Prao.g_00844
OG0001104	Syai.g_01300	Prao.g_00865
OG0001105	Syai.g_01304	Prao.g_00869
OG0001106	Syai.g_01517	Prao.g_00893
OG0001107	Syai.g_01505	Prao.g_00900
OG0001108	Syai.g_01496	Prao.g_00904
OG0001109	Syai.g_01488	Prao.g_00905
OG0001110	Syai.g_01486	Prao.g_00907
OG0001111	Syai.g_01484	Prao.g_00908
OG0001112	Syai.g_01482	Prao.g_00909
OG0001113	Syai.g_01481	Prao.g_00910
OG0001114	Syai.g_01480	Prao.g_00911
OG0001115	Syai.g_01476	Prao.g_00913
OG0001116	Syai.g_01474	Prao.g_00914
OG0001117	Syai.g_01473	Prao.g_00915
OG0001118	Syai.g_01472	Prao.g_00916
OG0001119	Syai.g_01470	Prao.g_00917
OG0001120	Syai.g_01466	Prao.g_00919
OG0001121	Syai.g_01676	Prao.g_01124, Prao.g_00922
OG0001122	Syai.g_01437	Prao.g_00946
OG0001123	Syai.g_01430	Prao.g_00950
OG0001124	Syai.g_01428	Prao.g_00952
OG0001125	Syai.g_01426	Prao.g_00953
OG0001126	Syai.g_02021	Prao.g_00963
OG0001127	Syai.g_02020	Prao.g_00964
OG0001128	Syai.g_02017	Prao.g_00966
OG0001129	Syai.g_02015	Prao.g_00967
OG0001130	Syai.g_02014	Prao.g_00968
OG0001131	Syai.g_01281	Prao.g_01007
OG0001132	Syai.g_01620	Prao.g_01016
OG0001133	Syai.g_01072	Prao.g_01137
OG0001134	Syai.g_01745	Prao.g_01122
OG0001136	Syai.g_02146	Prao.g_01092
OG0001137	Syai.g_02126	Prao.g_01081
OG0001138	Syai.g_01763	Prao.g_01063
OG0001139	Syai.g_01765	Prao.g_01062
OG0001140	Syai.g_01766	Prao.g_01061
OG0001141	Syai.g_01767	Prao.g_01060
OG0001142	Syai.g_01768	Prao.g_01059
OG0001143	Syai.g_01778	Prao.g_01052
OG0001144	Syai.g_01788	Prao.g_01047
OG0001145	Syai.g_02165	Prao.g_01284
OG0001146	Syai.g_02185	Prao.g_01272
OG0001147	Syai.g_00869	Prao.g_01253
OG0001148	Syai.g_00626	Prao.g_01237
OG0001149	Syai.g_00625	Prao.g_01236
OG0001150	Syai.g_00624	Prao.g_01235
OG0001151	Syai.g_00611	Prao.g_01224
OG0001152	Syai.g_00610	Prao.g_01223
OG0001153	Syai.g_00903	Prao.g_01428
OG0001154	Syai.g_00901	Prao.g_01429
OG0001155	Syai.g_02298	Prao.g_01441
OG0001156	Syai.g_02301	Prao.g_01444
OG0001157	Syai.g_02302	Prao.g_01445
OG0001158	Syai.g_02303	Prao.g_01446
OG0001159	Syai.g_02304	Prao.g_01447
OG0001160	Syai.g_02355	Prao.g_01471
OG0001161	Syai.g_02803	Prao.g_01484
OG0001162	Syai.g_01374	Prao.g_01495
OG0001163	Syai.g_02363	Prao.g_01544
OG0001164	Syai.g_02369	Prao.g_01548
OG0001165	Syai.g_02374	Prao.g_01551
OG0001166	Syai.g_02400	Prao.g_01571
OG0001167	Syai.g_02254	Prao.g_01588
OG0001168	Syai.g_02256	Prao.g_01590
OG0001169	Syai.g_02258	Prao.g_01592
OG0001170	Syai.g_02260	Prao.g_01594
OG0001171	Syai.g_02270	Prao.g_01603
OG0001172	Syai.g_00323	Prao.g_01618
OG0001173	Syai.g_00324	Prao.g_01619
OG0001174	Syai.g_00332	Prao.g_01627
OG0001175	Syai.g_00333	Prao.g_01628
OG0001176	Syai.g_00352	Prao.g_01635
OG0001177	Syai.g_00350	Prao.g_01638
OG0001178	Syai.g_02383	Prao.g_01643
OG0001179	Syai.g_00385	Prao.g_01671
