Orthogroup	Syai	Syas
OG0000614	Syai.g_01981	Syas.g_01044
OG0000615	Syai.g_01286	Syas.g_00650
OG0000616	Syai.g_02914	Syas.g_02011
OG0000617	Syai.g_01393	Syas.g_00180
OG0000618	Syai.g_01394	Syas.g_00181
OG0000619	Syai.g_01395	Syas.g_00182
OG0000620	Syai.g_01402	Syas.g_00188
OG0000621	Syai.g_01403	Syas.g_00189
OG0000622	Syai.g_01404	Syas.g_00190
OG0000623	Syai.g_01405	Syas.g_00191
OG0000624	Syai.g_01407	Syas.g_00192
OG0000625	Syai.g_01408	Syas.g_00193
OG0000626	Syai.g_01409	Syas.g_00194
OG0000627	Syai.g_01575	Syas.g_00372
OG0000628	Syai.g_01573	Syas.g_00373
OG0000629	Syai.g_01570	Syas.g_00376
OG0000630	Syai.g_01566	Syas.g_00397
OG0000631	Syai.g_01557	Syas.g_00405
OG0000632	Syai.g_01556	Syas.g_00406
OG0000633	Syai.g_01555	Syas.g_00407
OG0000634	Syai.g_01317	Syas.g_00600
OG0000635	Syai.g_01318	Syas.g_00599
OG0000636	Syai.g_01320	Syas.g_00597
OG0000637	Syai.g_01322	Syas.g_00595
OG0000638	Syai.g_01323	Syas.g_00594
OG0000639	Syai.g_01324	Syas.g_00593
OG0000640	Syai.g_01325	Syas.g_00592
OG0000641	Syai.g_01329	Syas.g_00587
OG0000642	Syai.g_01330	Syas.g_00586
OG0000643	Syai.g_01349	Syas.g_00585
OG0000644	Syai.g_01350	Syas.g_00584
OG0000645	Syai.g_01352	Syas.g_00583
OG0000646	Syai.g_01355	Syas.g_00580
OG0000647	Syai.g_01357	Syas.g_00578
OG0000648	Syai.g_01362	Syas.g_00576
OG0000649	Syai.g_01363	Syas.g_00575
OG0000650	Syai.g_01364	Syas.g_00574
OG0000651	Syai.g_01365	Syas.g_00573
OG0000652	Syai.g_01366	Syas.g_00572
OG0000653	Syai.g_01368	Syas.g_00570
OG0000654	Syai.g_01369	Syas.g_00569
OG0000655	Syai.g_01370	Syas.g_00568
OG0000656	Syai.g_01373	Syas.g_00565
OG0000657	Syai.g_02045	Syas.g_00232
OG0000658	Syai.g_02049	Syas.g_00235
OG0000659	Syai.g_02050	Syas.g_00236
OG0000660	Syai.g_02054	Syas.g_00240
OG0000662	Syai.g_02058	Syas.g_00281
OG0000663	Syai.g_02061	Syas.g_00284
OG0000664	Syai.g_02062	Syas.g_00287
OG0000665	Syai.g_02431	Syas.g_00385
OG0000666	Syai.g_01610	Syas.g_01362
OG0000667	Syai.g_01724	Syas.g_00088
OG0000668	Syai.g_01436	Syas.g_00221
OG0000669	Syai.g_01251	Syas.g_00684
OG0000670	Syai.g_00561	Syas.g_00681
OG0000671	Syai.g_01255	Syas.g_00679
OG0000672	Syai.g_01259	Syas.g_00676
OG0000673	Syai.g_01262	Syas.g_00673
OG0000674	Syai.g_01264	Syas.g_00671
OG0000675	Syai.g_01265	Syas.g_00670
OG0000676	Syai.g_01275	Syas.g_00668
OG0000677	Syai.g_01276	Syas.g_00667
OG0000678	Syai.g_01279	Syas.g_00660
OG0000679	Syai.g_01288	Syas.g_00629
OG0000680	Syai.g_01289	Syas.g_00628
OG0000681	Syai.g_01292	Syas.g_00625
OG0000682	Syai.g_01293	Syas.g_00624
OG0000683	Syai.g_01294	Syas.g_00623
OG0000684	Syai.g_01299	Syas.g_00621
OG0000685	Syai.g_01301	Syas.g_00187
OG0000686	Syai.g_01302	Syas.g_00619
OG0000687	Syai.g_01303	Syas.g_00618
OG0000688	Syai.g_01307	Syas.g_00612
OG0000689	Syai.g_01309	Syas.g_00610
OG0000690	Syai.g_01310	Syas.g_00609
OG0000691	Syai.g_01311	Syas.g_00608
OG0000692	Syai.g_01312	Syas.g_00606
OG0000693	Syai.g_01313	Syas.g_00604
OG0000694	Syai.g_01314	Syas.g_00603
OG0000695	Syai.g_01553	Syas.g_00410
OG0000696	Syai.g_01552	Syas.g_00411
OG0000697	Syai.g_01550	Syas.g_00413
OG0000698	Syai.g_01547	Syas.g_00417
OG0000699	Syai.g_01545	Syas.g_00419
OG0000700	Syai.g_01544	Syas.g_00420
OG0000701	Syai.g_01543	Syas.g_00421
OG0000702	Syai.g_01521	Syas.g_00437
OG0000703	Syai.g_01520	Syas.g_00438
OG0000704	Syai.g_01518	Syas.g_00446
OG0000705	Syai.g_01511	Syas.g_00453
OG0000706	Syai.g_01510	Syas.g_00454
OG0000707	Syai.g_01509	Syas.g_00455
OG0000708	Syai.g_01506	Syas.g_00458
OG0000709	Syai.g_01497	Syas.g_00466
OG0000710	Syai.g_01487	Syas.g_00497
OG0000711	Syai.g_01456	Syas.g_00546
OG0000712	Syai.g_01454	Syas.g_00548
OG0000713	Syai.g_01453	Syas.g_00549
OG0000714	Syai.g_01451	Syas.g_00551
OG0000715	Syai.g_01449	Syas.g_00553
OG0000716	Syai.g_01445	Syas.g_00556
OG0000717	Syai.g_01444	Syas.g_00557
OG0000718	Syai.g_01440	Syas.g_00561
OG0000719	Syai.g_01438	Syas.g_00223
OG0000720	Syai.g_01425	Syas.g_00209
OG0000721	Syai.g_01423	Syas.g_00207
OG0000722	Syai.g_01422	Syas.g_00206
OG0000723	Syai.g_01411	Syas.g_00196
OG0000724	Syai.g_02013	Syas.g_00999
OG0000725	Syai.g_02004	Syas.g_01024
OG0000726	Syai.g_02003	Syas.g_01025
OG0000727	Syai.g_02002	Syas.g_01026
OG0000728	Syai.g_02000	Syas.g_01028
OG0000729	Syai.g_00097	Syas.g_02145
OG0000730	Syai.g_00483	Syas.g_01544
OG0000731	Syai.g_00495	Syas.g_01532
OG0000732	Syai.g_00058	Syas.g_02086
OG0000733	Syai.g_02805	Syas.g_00096
OG0000734	Syai.g_02548	Syas.g_02414
OG0000735	Syai.g_02159	Syas.g_01201
OG0000736	Syai.g_02158	Syas.g_01200
OG0000737	Syai.g_02157	Syas.g_01199
OG0000738	Syai.g_02152	Syas.g_01193
OG0000739	Syai.g_02151	Syas.g_01192
OG0000740	Syai.g_02150	Syas.g_01191
OG0000741	Syai.g_02147	Syas.g_01188
OG0000742	Syai.g_02145	Syas.g_01185
OG0000743	Syai.g_02143	Syas.g_01182
OG0000744	Syai.g_02142	Syas.g_01181
OG0000745	Syai.g_02140	Syas.g_01178
OG0000746	Syai.g_02138	Syas.g_01176
OG0000747	Syai.g_02137	Syas.g_01174
OG0000748	Syai.g_02125	Syas.g_01146
OG0000749	Syai.g_02123	Syas.g_01144
OG0000750	Syai.g_02122	Syas.g_01143
OG0000751	Syai.g_02116	Syas.g_01138
OG0000752	Syai.g_02114	Syas.g_01136
OG0000753	Syai.g_02111	Syas.g_01133
OG0000754	Syai.g_01750	Syas.g_01128
OG0000755	Syai.g_01760	Syas.g_01117
OG0000756	Syai.g_01761	Syas.g_01116
OG0000757	Syai.g_01769	Syas.g_01108
OG0000758	Syai.g_01770	Syas.g_01107
OG0000759	Syai.g_01771	Syas.g_01106
OG0000760	Syai.g_01772	Syas.g_01105
OG0000761	Syai.g_01775	Syas.g_01104
OG0000762	Syai.g_01777	Syas.g_01102
OG0000763	Syai.g_01779	Syas.g_01091
OG0000764	Syai.g_01780	Syas.g_01090
OG0000765	Syai.g_01797	Syas.g_01076
OG0000766	Syai.g_01798	Syas.g_01075
OG0000767	Syai.g_01800	Syas.g_01073
OG0000768	Syai.g_01801	Syas.g_01072
OG0000769	Syai.g_01803	Syas.g_01070
OG0000770	Syai.g_01822	Syas.g_01067
OG0000771	Syai.g_02019	Syas.g_00993
OG0000772	Syai.g_01639	Syas.g_01461
OG0000773	Syai.g_02164	Syas.g_00002
OG0000774	Syai.g_02168	Syas.g_02862
OG0000775	Syai.g_02172	Syas.g_02860
OG0000776	Syai.g_02173	Syas.g_02859
OG0000777	Syai.g_02174	Syas.g_02858
OG0000778	Syai.g_02175	Syas.g_02857
OG0000779	Syai.g_02181	Syas.g_02852
OG0000780	Syai.g_02184	Syas.g_02847
OG0000781	Syai.g_02188	Syas.g_02842
OG0000782	Syai.g_02189	Syas.g_02841
OG0000783	Syai.g_02190	Syas.g_02840
OG0000784	Syai.g_02191	Syas.g_02839
OG0000785	Syai.g_02193	Syas.g_02837
OG0000786	Syai.g_00816	Syas.g_02833
OG0000787	Syai.g_00815	Syas.g_02832
OG0000788	Syai.g_01117	Syas.g_00782
OG0000789	Syai.g_01596	Syas.g_01507
OG0000790	Syai.g_00623	Syas.g_01266
OG0000791	Syai.g_00621	Syas.g_01268
OG0000792	Syai.g_00620	Syas.g_01269
OG0000793	Syai.g_00615	Syas.g_01359
OG0000794	Syai.g_00614	Syas.g_01361
OG0000795	Syai.g_00613	Syas.g_01363
OG0000796	Syai.g_00609	Syas.g_01368
OG0000797	Syai.g_00608	Syas.g_01369
OG0000798	Syai.g_00262	Syas.g_01750
OG0000799	Syai.g_00996	Syas.g_02789
OG0000800	Syai.g_00993	Syas.g_02790
OG0000801	Syai.g_00992	Syas.g_02791
OG0000802	Syai.g_00988	Syas.g_02797
OG0000803	Syai.g_00983	Syas.g_02800
OG0000804	Syai.g_00980	Syas.g_02803
OG0000805	Syai.g_00965	Syas.g_02805
OG0000806	Syai.g_00963	Syas.g_02807
OG0000807	Syai.g_00961	Syas.g_02808
OG0000808	Syai.g_00960	Syas.g_02809
OG0000809	Syai.g_00957	Syas.g_02811
OG0000810	Syai.g_00956	Syas.g_02813
OG0000811	Syai.g_00950	Syas.g_02822
OG0000812	Syai.g_00948	Syas.g_02824
OG0000813	Syai.g_00947	Syas.g_02825
OG0000814	Syai.g_00945	Syas.g_02827
OG0000815	Syai.g_00944	Syas.g_02829
OG0000816	Syai.g_00942	Syas.g_02831
OG0000817	Syai.g_00941	Syas.g_02753
OG0000818	Syai.g_00935	Syas.g_01282
OG0000819	Syai.g_00934	Syas.g_01283
OG0000820	Syai.g_00933	Syas.g_01284
OG0000821	Syai.g_00916	Syas.g_01289
OG0000822	Syai.g_00914	Syas.g_01291
OG0000823	Syai.g_00913	Syas.g_01292
OG0000824	Syai.g_00907	Syas.g_01297
OG0000825	Syai.g_00906	Syas.g_01298
OG0000826	Syai.g_00905	Syas.g_01299
OG0000827	Syai.g_00904	Syas.g_01300
OG0000828	Syai.g_00900	Syas.g_01303
OG0000829	Syai.g_00899	Syas.g_01304
OG0000830	Syai.g_00898	Syas.g_01305
OG0000831	Syai.g_00896	Syas.g_01308
OG0000832	Syai.g_02296	Syas.g_01476
OG0000833	Syai.g_02305	Syas.g_02738
OG0000834	Syai.g_02307	Syas.g_02737
OG0000835	Syai.g_02308	Syas.g_02736
OG0000836	Syai.g_02312	Syas.g_02732
OG0000837	Syai.g_02313	Syas.g_02731
OG0000838	Syai.g_02323	Syas.g_02727
OG0000839	Syai.g_02324	Syas.g_02726
OG0000840	Syai.g_02325	Syas.g_02725
OG0000841	Syai.g_02326	Syas.g_02724
OG0000842	Syai.g_02327	Syas.g_02723
OG0000843	Syai.g_02328	Syas.g_02722
OG0000844	Syai.g_02330	Syas.g_02720
OG0000845	Syai.g_02331	Syas.g_02719
OG0000846	Syai.g_02332	Syas.g_02718
OG0000847	Syai.g_02333	Syas.g_02717
OG0000848	Syai.g_02335	Syas.g_02715
OG0000849	Syai.g_02336	Syas.g_02714
OG0000850	Syai.g_02339	Syas.g_02711
OG0000851	Syai.g_02352	Syas.g_02708
OG0000852	Syai.g_02353	Syas.g_02707
OG0000853	Syai.g_02357	Syas.g_02703
OG0000854	Syai.g_02359	Syas.g_02701
OG0000855	Syai.g_02360	Syas.g_02700
OG0000856	Syai.g_01078	Syas.g_00103
OG0000857	Syai.g_01356	Syas.g_00579
OG0000858	Syai.g_02366	Syas.g_02693
OG0000859	Syai.g_02367	Syas.g_02692
OG0000860	Syai.g_02380	Syas.g_02679
OG0000861	Syai.g_02381	Syas.g_02678
OG0000862	Syai.g_02382	Syas.g_02677
OG0000863	Syai.g_02385	Syas.g_02675
OG0000864	Syai.g_02386	Syas.g_02674
OG0000865	Syai.g_02387	Syas.g_02673
OG0000866	Syai.g_02388	Syas.g_02672
OG0000867	Syai.g_02389	Syas.g_02671
OG0000868	Syai.g_02392	Syas.g_02667
OG0000869	Syai.g_02396	Syas.g_02662
OG0000870	Syai.g_02401	Syas.g_02657
OG0000871	Syai.g_02402	Syas.g_02656
OG0000872	Syai.g_02409	Syas.g_02650
OG0000873	Syai.g_02412	Syas.g_02647
OG0000874	Syai.g_02408	Syas.g_02645
OG0000875	Syai.g_02416	Syas.g_02644
OG0000876	Syai.g_02243	Syas.g_00280
OG0000877	Syai.g_02250	Syas.g_02603
OG0000878	Syai.g_02251	Syas.g_02602
OG0000879	Syai.g_02252	Syas.g_02601
OG0000880	Syai.g_02253	Syas.g_02600
OG0000881	Syai.g_02257	Syas.g_02596
OG0000882	Syai.g_02262	Syas.g_02591
OG0000883	Syai.g_02264	Syas.g_02586
OG0000884	Syai.g_02266	Syas.g_02584
OG0000885	Syai.g_02267	Syas.g_02583
OG0000886	Syai.g_02268	Syas.g_02582
OG0000887	Syai.g_02269	Syas.g_02581
OG0000888	Syai.g_02271	Syas.g_02579
OG0000889	Syai.g_02273	Syas.g_02577
OG0000890	Syai.g_02279	Syas.g_02574
OG0000891	Syai.g_02280	Syas.g_02573
OG0000892	Syai.g_02282	Syas.g_02571
OG0000893	Syai.g_00318	Syas.g_01677
OG0000894	Syai.g_00321	Syas.g_01667
OG0000895	Syai.g_00325	Syas.g_01663
OG0000896	Syai.g_00326	Syas.g_01662
OG0000897	Syai.g_00328	Syas.g_01660
OG0000898	Syai.g_00329	Syas.g_01659
OG0000899	Syai.g_00330	Syas.g_01658
OG0000900	Syai.g_00331	Syas.g_01657
OG0000901	Syai.g_00336	Syas.g_01652
OG0000902	Syai.g_00338	Syas.g_01651
OG0000903	Syai.g_00353	Syas.g_01637
OG0000904	Syai.g_00348	Syas.g_01642
OG0000905	Syai.g_00342	Syas.g_01647
OG0000906	Syai.g_00340	Syas.g_01649
OG0000907	Syai.g_00358	Syas.g_01635
OG0000908	Syai.g_00361	Syas.g_01632
OG0000909	Syai.g_00362	Syas.g_01631
OG0000910	Syai.g_00363	Syas.g_01630
OG0000911	Syai.g_00365	Syas.g_01628
OG0000912	Syai.g_00366	Syas.g_01627
OG0000913	Syai.g_00367	Syas.g_01626
OG0000914	Syai.g_00368	Syas.g_01625
OG0000915	Syai.g_00370	Syas.g_01623
OG0000916	Syai.g_00371	Syas.g_01622
OG0000917	Syai.g_00372	Syas.g_01621
OG0000918	Syai.g_00373	Syas.g_01620
OG0000919	Syai.g_00374	Syas.g_01619
OG0000920	Syai.g_00375	Syas.g_01618
OG0000921	Syai.g_00376	Syas.g_01617
OG0000922	Syai.g_00377	Syas.g_01616
OG0000923	Syai.g_00381	Syas.g_01612
OG0000924	Syai.g_00382	Syas.g_01611
OG0000925	Syai.g_00383	Syas.g_01610
OG0000926	Syai.g_00384	Syas.g_01609
OG0000927	Syai.g_00386	Syas.g_01607
OG0000928	Syai.g_00387	Syas.g_01606
OG0000929	Syai.g_00388	Syas.g_01605
OG0000930	Syai.g_00389	Syas.g_01604
OG0000931	Syai.g_00390	Syas.g_01603
OG0000932	Syai.g_00391	Syas.g_01602
OG0000933	Syai.g_00397	Syas.g_01596
OG0000934	Syai.g_00399	Syas.g_01594
OG0000935	Syai.g_00400	Syas.g_01593
OG0000936	Syai.g_00401	Syas.g_01592
OG0000937	Syai.g_00402	Syas.g_01591
OG0000938	Syai.g_00405	Syas.g_01588
OG0000939	Syai.g_00406	Syas.g_01587
OG0000940	Syai.g_00413	Syas.g_01580
OG0000941	Syai.g_00415	Syas.g_01578
OG0000942	Syai.g_00417	Syas.g_01576
OG0000943	Syai.g_00418	Syas.g_01575
OG0000944	Syai.g_00420	Syas.g_01573
OG0000945	Syai.g_00422	Syas.g_01572
OG0000946	Syai.g_00428	Syas.g_01565
OG0000947	Syai.g_00431	Syas.g_01562
OG0000948	Syai.g_00432	Syas.g_01561
OG0000949	Syai.g_00174	Syas.g_02213
OG0000950	Syai.g_00163	Syas.g_02197
OG0000951	Syai.g_00158	Syas.g_02190
OG0000952	Syai.g_00136	Syas.g_02186
OG0000953	Syai.g_00132	Syas.g_02182
OG0000954	Syai.g_00127	Syas.g_02174
OG0000955	Syai.g_00126	Syas.g_02173
OG0000956	Syai.g_00124	Syas.g_02171
OG0000957	Syai.g_00113	Syas.g_02158
OG0000958	Syai.g_00112	Syas.g_02157
OG0000959	Syai.g_00108	Syas.g_02154
OG0000960	Syai.g_00107	Syas.g_02153
OG0000961	Syai.g_00100	Syas.g_02345
OG0000962	Syai.g_00098	Syas.g_02146
OG0000963	Syai.g_00094	Syas.g_02143
OG0000964	Syai.g_00093	Syas.g_02142
OG0000965	Syai.g_00092	Syas.g_02141
OG0000966	Syai.g_00082	Syas.g_02112
OG0000967	Syai.g_00077	Syas.g_02108
OG0000968	Syai.g_00085	Syas.g_02106
OG0000969	Syai.g_00080	Syas.g_02104
OG0000970	Syai.g_00079	Syas.g_02103
OG0000971	Syai.g_00074	Syas.g_02101
OG0000972	Syai.g_00073	Syas.g_02100
OG0000973	Syai.g_00072	Syas.g_02099
OG0000974	Syai.g_00071	Syas.g_02098
OG0000975	Syai.g_00070	Syas.g_02097
OG0000976	Syai.g_00069	Syas.g_02096
OG0000977	Syai.g_00067	Syas.g_02094
OG0000978	Syai.g_00065	Syas.g_02093
OG0000979	Syai.g_00062	Syas.g_02090
OG0000980	Syai.g_00059	Syas.g_02087
OG0000981	Syai.g_00056	Syas.g_02084
OG0000982	Syai.g_02777	Syas.g_01882
OG0000983	Syai.g_02778	Syas.g_01883
OG0000984	Syai.g_02779	Syas.g_01884
OG0000985	Syai.g_02781	Syas.g_01888
OG0000986	Syai.g_02784	Syas.g_01891
OG0000987	Syai.g_02786	Syas.g_01897
OG0000988	Syai.g_02790	Syas.g_01902
OG0000989	Syai.g_02797	Syas.g_01908
OG0000990	Syai.g_02825	Syas.g_01937
OG0000991	Syai.g_02827	Syas.g_01939
OG0000992	Syai.g_02830	Syas.g_01943
OG0000993	Syai.g_02831	Syas.g_01945
OG0000994	Syai.g_02834	Syas.g_01948
OG0000995	Syai.g_02840	Syas.g_01955
OG0000996	Syai.g_02891	Syas.g_01977
OG0000997	Syai.g_02900	Syas.g_01993
OG0000998	Syai.g_02902	Syas.g_01995
OG0000999	Syai.g_02903	Syas.g_01996
OG0001000	Syai.g_02906	Syas.g_02000
OG0001001	Syai.g_02911	Syas.g_02006
OG0001002	Syai.g_02918	Syas.g_02014
OG0001003	Syai.g_02919	Syas.g_02016
OG0001004	Syai.g_02920	Syas.g_02017
OG0001005	Syai.g_02921	Syas.g_02018
OG0001006	Syai.g_02931	Syas.g_02032
OG0001007	Syai.g_02933	Syas.g_02034
OG0001008	Syai.g_02227	Syas.g_01496
OG0001009	Syai.g_00034	Syas.g_02065
OG0001010	Syai.g_00035	Syas.g_02066
OG0001011	Syai.g_00037	Syas.g_02068
OG0001012	Syai.g_02773	Syas.g_00152
OG0001013	Syai.g_02750	Syas.g_01866
OG0001014	Syai.g_02726	Syas.g_01857
OG0001015	Syai.g_02725	Syas.g_01856
OG0001016	Syai.g_02479	Syas.g_02517
OG0001017	Syai.g_02485	Syas.g_02511
OG0001018	Syai.g_02487	Syas.g_02509
OG0001019	Syai.g_02508	Syas.g_02469
OG0001020	Syai.g_02516	Syas.g_02443
OG0001021	Syai.g_02523	Syas.g_02437
OG0001022	Syai.g_02528	Syas.g_02434
OG0001023	Syai.g_02529	Syas.g_02433
OG0001024	Syai.g_02533	Syas.g_00135
OG0001025	Syai.g_02540	Syas.g_02424
OG0001026	Syai.g_02550	Syas.g_02412
OG0001027	Syai.g_02555	Syas.g_02408
OG0001028	Syai.g_02557	Syas.g_02405
OG0001029	Syai.g_02559	Syas.g_02403
OG0001030	Syai.g_02580	Syas.g_02384
OG0001031	Syai.g_02656	Syas.g_02293
OG0001032	Syai.g_02658	Syas.g_02290
OG0001033	Syai.g_02685	Syas.g_02239
OG0001034	Syai.g_00537	Syas.g_02556
OG0001035	Syai.g_00295	Syas.g_01704
OG0001036	Syai.g_00290	Syas.g_01709
OG0001037	Syai.g_00288	Syas.g_01711
OG0001038	Syai.g_00261	Syas.g_01751
OG0001039	Syai.g_00258	Syas.g_01754
OG0001041	Syai.g_00250	Syas.g_01761
OG0001042	Syai.g_00225	Syas.g_01821
OG0001043	Syai.g_00221	Syas.g_01817
OG0001044	Syai.g_00485	Syas.g_01542
OG0001045	Syai.g_00498	Syas.g_01529
OG0001046	Syai.g_01471	Syas.g_00532
OG0001047	Syai.g_02225	Syas.g_01494
OG0001048	Syai.g_02224	Syas.g_01493
OG0001049	Syai.g_02215	Syas.g_02742
OG0001050	Syai.g_02214	Syas.g_02743
OG0001051	Syai.g_02213	Syas.g_02744
OG0001052	Syai.g_00861	Syas.g_01337
OG0001053	Syai.g_00641	Syas.g_01250
OG0001054	Syai.g_00658	Syas.g_01231
OG0001055	Syai.g_00679	Syas.g_01210
OG0001056	Syai.g_00713	Syas.g_00068
OG0001057	Syai.g_00721	Syas.g_00763
OG0001058	Syai.g_00734	Syas.g_00787
OG0001059	Syai.g_00738	Syas.g_00791
OG0001060	Syai.g_00744	Syas.g_00797
OG0001061	Syai.g_00765	Syas.g_00816
OG0001062	Syai.g_00767	Syas.g_00819
OG0001063	Syai.g_00774	Syas.g_00830
OG0001064	Syai.g_00775	Syas.g_00831
OG0001065	Syai.g_00776	Syas.g_00832
OG0001066	Syai.g_00777	Syas.g_00833
OG0001067	Syai.g_00778	Syas.g_00834
OG0001068	Syai.g_00779	Syas.g_00835
OG0001069	Syai.g_00780	Syas.g_00836
OG0001070	Syai.g_00783	Syas.g_00840
OG0001071	Syai.g_00784	Syas.g_00841
OG0001072	Syai.g_00788	Syas.g_00844
OG0001073	Syai.g_00807	Syas.g_00855
OG0001074	Syai.g_01051	Syas.g_00157
OG0001075	Syai.g_01053	Syas.g_00163
OG0001076	Syai.g_01069	Syas.g_00113
OG0001077	Syai.g_01081	Syas.g_00101
OG0001078	Syai.g_01105	Syas.g_00745
OG0001079	Syai.g_01118	Syas.g_00729
OG0001080	Syai.g_01606	Syas.g_00717
OG0001081	Syai.g_01222	Syas.g_00715
OG0001082	Syai.g_01223	Syas.g_00714
OG0001083	Syai.g_01230	Syas.g_00707
OG0001084	Syai.g_01231	Syas.g_00706
OG0001085	Syai.g_01241	Syas.g_00693
OG0001086	Syai.g_01243	Syas.g_00691
OG0001087	Syai.g_01953	Syas.g_00071
OG0001088	Syai.g_01957	Syas.g_01060
OG0001089	Syai.g_01996	Syas.g_01039
OG0001090	Syai.g_01387	Syas.g_00980
OG0001091	Syai.g_01389	Syas.g_00979
OG0001092	Syai.g_01391	Syas.g_00178
OG0001093	Syai.g_01397	Syas.g_00184
OG0001097	Syai.g_02057	Syas.g_00243
OG0001098	Syai.g_01603	Syas.g_00880
OG0001099	Syai.g_02558	Syas.g_02404
OG0001100	Syai.g_01253	Syas.g_00682
OG0001101	Syai.g_01254	Syas.g_00680
OG0001102	Syai.g_01257	Syas.g_00677
OG0001103	Syai.g_01260	Syas.g_00675
OG0001104	Syai.g_01300	Syas.g_00620
OG0001105	Syai.g_01304	Syas.g_00617
OG0001106	Syai.g_01517	Syas.g_00447
OG0001107	Syai.g_01505	Syas.g_00459
OG0001108	Syai.g_01496	Syas.g_00494
OG0001109	Syai.g_01488	Syas.g_00496
OG0001110	Syai.g_01486	Syas.g_00498
OG0001111	Syai.g_01484	Syas.g_00500
OG0001112	Syai.g_01482	Syas.g_00503
OG0001113	Syai.g_01481	Syas.g_00504
OG0001114	Syai.g_01480	Syas.g_00505
OG0001115	Syai.g_01476	Syas.g_00527
OG0001116	Syai.g_01474	Syas.g_00529
OG0001117	Syai.g_01473	Syas.g_00530
OG0001118	Syai.g_01472	Syas.g_00531
OG0001119	Syai.g_01470	Syas.g_00533
OG0001120	Syai.g_01466	Syas.g_00539
OG0001122	Syai.g_01437	Syas.g_00222
OG0001123	Syai.g_01430	Syas.g_00214
OG0001124	Syai.g_01428	Syas.g_00212
OG0001125	Syai.g_01426	Syas.g_00210
OG0001126	Syai.g_02021	Syas.g_00991
OG0001127	Syai.g_02020	Syas.g_00992
OG0001128	Syai.g_02017	Syas.g_00995
OG0001129	Syai.g_02015	Syas.g_00997
OG0001130	Syai.g_02014	Syas.g_00998
OG0001131	Syai.g_01281	Syas.g_01401
OG0001132	Syai.g_01620	Syas.g_00525
OG0001133	Syai.g_01072	Syas.g_00109
OG0001136	Syai.g_02146	Syas.g_01187
OG0001138	Syai.g_01763	Syas.g_01114
OG0001139	Syai.g_01765	Syas.g_01112
OG0001140	Syai.g_01766	Syas.g_01111
OG0001141	Syai.g_01767	Syas.g_01110
OG0001142	Syai.g_01768	Syas.g_01109
OG0001143	Syai.g_01778	Syas.g_01092
OG0001144	Syai.g_01788	Syas.g_01084
OG0001145	Syai.g_02165	Syas.g_02867
OG0001146	Syai.g_02185	Syas.g_02846
OG0001147	Syai.g_00869	Syas.g_01329
OG0001148	Syai.g_00626	Syas.g_01263
OG0001149	Syai.g_00625	Syas.g_01264
OG0001150	Syai.g_00624	Syas.g_01265
OG0001151	Syai.g_00611	Syas.g_01366
OG0001152	Syai.g_00610	Syas.g_01367
OG0001153	Syai.g_00903	Syas.g_01301
OG0001154	Syai.g_00901	Syas.g_01302
OG0001155	Syai.g_02298	Syas.g_01478
OG0001156	Syai.g_02301	Syas.g_01489
OG0001157	Syai.g_02302	Syas.g_01490
OG0001158	Syai.g_02303	Syas.g_01491
OG0001159	Syai.g_02304	Syas.g_01492
OG0001160	Syai.g_02355	Syas.g_02705
OG0001161	Syai.g_02803	Syas.g_02030
OG0001162	Syai.g_01374	Syas.g_02473
OG0001163	Syai.g_02363	Syas.g_02697
OG0001164	Syai.g_02369	Syas.g_02691
OG0001165	Syai.g_02374	Syas.g_02686
OG0001166	Syai.g_02400	Syas.g_02658
OG0001167	Syai.g_02254	Syas.g_01046
OG0001168	Syai.g_02256	Syas.g_02597
OG0001169	Syai.g_02258	Syas.g_02595
OG0001170	Syai.g_02260	Syas.g_02593
OG0001171	Syai.g_02270	Syas.g_02580
OG0001172	Syai.g_00323	Syas.g_01665
OG0001173	Syai.g_00324	Syas.g_01664
OG0001174	Syai.g_00332	Syas.g_01656
OG0001175	Syai.g_00333	Syas.g_01655
OG0001176	Syai.g_00352	Syas.g_01638
OG0001177	Syai.g_00350	Syas.g_01640
OG0001178	Syai.g_02383	Syas.g_02676
OG0001179	Syai.g_00385	Syas.g_01608
OG0001180	Syai.g_00410	Syas.g_01583
OG0001181	Syai.g_00414	Syas.g_01579
OG0001182	Syai.g_00423	Syas.g_01571
OG0001183	Syai.g_00429	Syas.g_01564
OG0001184	Syai.g_00156	Syas.g_02188
OG0001185	Syai.g_00117	Syas.g_02162
OG0001186	Syai.g_00084	Syas.g_02113
OG0001187	Syai.g_00081	Syas.g_02111
OG0001189	Syai.g_00061	Syas.g_02089
OG0001190	Syai.g_02776	Syas.g_01881
OG0001191	Syai.g_02788	Syas.g_01900
OG0001193	Syai.g_02835	Syas.g_01952
OG0001194	Syai.g_02838	Syas.g_01953
OG0001195	Syai.g_02839	Syas.g_01954
OG0001196	Syai.g_02913	Syas.g_02010
OG0001197	Syai.g_02915	Syas.g_02012
OG0001198	Syai.g_02930	Syas.g_02031
OG0001199	Syai.g_02480	Syas.g_02516
OG0001200	Syai.g_02482	Syas.g_02514
OG0001202	Syai.g_02674	Syas.g_02270
OG0001203	Syai.g_00540	Syas.g_02557
OG0001204	Syai.g_00312	Syas.g_01687
OG0001205	Syai.g_02212	Syas.g_02745
OG0001207	Syai.g_00629	Syas.g_01260
OG0001208	Syai.g_00640	Syas.g_01251
