Orthogroup	Syai	Prbb
OG0000560	Syai.g_00739	Prbb.g_00558
OG0000561	Syai.g_00740	Prbb.g_00559
OG0000562	Syai.g_00741	Prbb.g_00560
OG0000563	Syai.g_00742	Prbb.g_00561
OG0000564	Syai.g_00743	Prbb.g_00562
OG0000565	Syai.g_00746	Prbb.g_00565
OG0000566	Syai.g_00750	Prbb.g_00567
OG0000567	Syai.g_00754	Prbb.g_00571
OG0000568	Syai.g_00758	Prbb.g_00572
OG0000569	Syai.g_00759	Prbb.g_00573
OG0000570	Syai.g_00760	Prbb.g_00574
OG0000571	Syai.g_00764	Prbb.g_00576
OG0000572	Syai.g_00782	Prbb.g_00587
OG0000573	Syai.g_00790	Prbb.g_00592
OG0000574	Syai.g_00796	Prbb.g_00594
OG0000575	Syai.g_00800	Prbb.g_00597
OG0000576	Syai.g_00802	Prbb.g_00599
OG0000577	Syai.g_00803	Prbb.g_00600
OG0000578	Syai.g_00804	Prbb.g_00601
OG0000579	Syai.g_00805	Prbb.g_00602
OG0000580	Syai.g_00806	Prbb.g_00603
OG0000581	Syai.g_00812	Prbb.g_00606
OG0000582	Syai.g_01042	Prbb.g_00609
OG0000583	Syai.g_01043	Prbb.g_00610
OG0000584	Syai.g_01044	Prbb.g_00611
OG0000585	Syai.g_01046	Prbb.g_00613
OG0000586	Syai.g_01047	Prbb.g_00614
OG0000587	Syai.g_01049	Prbb.g_00615
OG0000588	Syai.g_01063	Prbb.g_00619
OG0000589	Syai.g_01066	Prbb.g_00622
OG0000590	Syai.g_01067	Prbb.g_00623
OG0000591	Syai.g_01075	Prbb.g_00626
OG0000592	Syai.g_01076	Prbb.g_00627
OG0000593	Syai.g_01100	Prbb.g_00633
OG0000594	Syai.g_01101	Prbb.g_00634
OG0000595	Syai.g_01102	Prbb.g_00635
OG0000596	Syai.g_01107	Prbb.g_00639
OG0000597	Syai.g_01110	Prbb.g_00641
OG0000598	Syai.g_01111	Prbb.g_00642
OG0000599	Syai.g_01114	Prbb.g_00645
OG0000600	Syai.g_01115	Prbb.g_00646
OG0000601	Syai.g_01116	Prbb.g_00647
OG0000602	Syai.g_01121	Prbb.g_00649
OG0000603	Syai.g_01122	Prbb.g_00650
OG0000604	Syai.g_01125	Prbb.g_00651
OG0000605	Syai.g_01609	Prbb.g_00652
OG0000606	Syai.g_01221	Prbb.g_00655
OG0000607	Syai.g_01224	Prbb.g_00658
OG0000608	Syai.g_01225	Prbb.g_00659
OG0000609	Syai.g_01227	Prbb.g_00660
OG0000610	Syai.g_01234	Prbb.g_00667
OG0000611	Syai.g_01237	Prbb.g_00670
OG0000612	Syai.g_01238	Prbb.g_00671
OG0000613	Syai.g_00196	Prbb.g_00677
OG0000614	Syai.g_01981	Prbb.g_00700
OG0000615	Syai.g_01286	Prbb.g_00708
OG0000616	Syai.g_02914	Prbb.g_02176
OG0000617	Syai.g_01393	Prbb.g_00719
OG0000618	Syai.g_01394	Prbb.g_00720
OG0000619	Syai.g_01395	Prbb.g_00721
OG0000620	Syai.g_01402	Prbb.g_00724
OG0000621	Syai.g_01403	Prbb.g_00725
OG0000622	Syai.g_01404	Prbb.g_00726
OG0000623	Syai.g_01405	Prbb.g_00727
OG0000624	Syai.g_01407	Prbb.g_00729
OG0000625	Syai.g_01408	Prbb.g_00730
OG0000626	Syai.g_01409	Prbb.g_00731
OG0000627	Syai.g_01575	Prbb.g_00733
OG0000628	Syai.g_01573	Prbb.g_00734
OG0000629	Syai.g_01570	Prbb.g_00735
OG0000630	Syai.g_01566	Prbb.g_00738
OG0000631	Syai.g_01557	Prbb.g_00962
OG0000632	Syai.g_01556	Prbb.g_00963
OG0000633	Syai.g_01555	Prbb.g_00964
OG0000634	Syai.g_01317	Prbb.g_00779
OG0000635	Syai.g_01318	Prbb.g_00780
OG0000636	Syai.g_01320	Prbb.g_00782
OG0000637	Syai.g_01322	Prbb.g_00784
OG0000638	Syai.g_01323	Prbb.g_00785
OG0000639	Syai.g_01324	Prbb.g_00786
OG0000640	Syai.g_01325	Prbb.g_00787
OG0000641	Syai.g_01329	Prbb.g_00791
OG0000642	Syai.g_01330	Prbb.g_00792
OG0000643	Syai.g_01349	Prbb.g_00793
OG0000644	Syai.g_01350	Prbb.g_00794
OG0000645	Syai.g_01352	Prbb.g_00795
OG0000646	Syai.g_01355	Prbb.g_00798
OG0000647	Syai.g_01357	Prbb.g_00800
OG0000648	Syai.g_01362	Prbb.g_00802
OG0000649	Syai.g_01363	Prbb.g_00803
OG0000650	Syai.g_01364	Prbb.g_00804
OG0000651	Syai.g_01365	Prbb.g_00805
OG0000652	Syai.g_01366	Prbb.g_00806
OG0000653	Syai.g_01368	Prbb.g_00808
OG0000654	Syai.g_01369	Prbb.g_00809
OG0000655	Syai.g_01370	Prbb.g_00810
OG0000656	Syai.g_01373	Prbb.g_00813
OG0000657	Syai.g_02045	Prbb.g_00819
OG0000658	Syai.g_02049	Prbb.g_00821
OG0000659	Syai.g_02050	Prbb.g_00822
OG0000660	Syai.g_02054	Prbb.g_00827
OG0000661	Syai.g_02056	Prbb.g_00829
OG0000662	Syai.g_02058	Prbb.g_00831
OG0000663	Syai.g_02061	Prbb.g_00833
OG0000664	Syai.g_02062	Prbb.g_00834
OG0000665	Syai.g_02431	Prbb.g_00838
OG0000666	Syai.g_01610	Prbb.g_00839
OG0000667	Syai.g_01724	Prbb.g_00843
OG0000668	Syai.g_01436	Prbb.g_00914
OG0000669	Syai.g_01251	Prbb.g_00922
OG0000670	Syai.g_00561	Prbb.g_00925
OG0000671	Syai.g_01255	Prbb.g_00927
OG0000672	Syai.g_01259	Prbb.g_00930
OG0000673	Syai.g_01262	Prbb.g_00933
OG0000674	Syai.g_01264	Prbb.g_00935
OG0000675	Syai.g_01265	Prbb.g_00936
OG0000676	Syai.g_01275	Prbb.g_00938
OG0000677	Syai.g_01276	Prbb.g_00939
OG0000678	Syai.g_01279	Prbb.g_00942
OG0000679	Syai.g_01288	Prbb.g_00946
OG0000680	Syai.g_01289	Prbb.g_00947
OG0000681	Syai.g_01292	Prbb.g_00950
OG0000682	Syai.g_01293	Prbb.g_00951
OG0000683	Syai.g_01294	Prbb.g_00952
OG0000684	Syai.g_01299	Prbb.g_00762
OG0000685	Syai.g_01301	Prbb.g_00764
OG0000686	Syai.g_01302	Prbb.g_00765
OG0000687	Syai.g_01303	Prbb.g_00766
OG0000688	Syai.g_01307	Prbb.g_00769
OG0000689	Syai.g_01309	Prbb.g_00770
OG0000690	Syai.g_01310	Prbb.g_00771
OG0000691	Syai.g_01311	Prbb.g_00772
OG0000692	Syai.g_01312	Prbb.g_00774
OG0000693	Syai.g_01313	Prbb.g_00775
OG0000694	Syai.g_01314	Prbb.g_00776
OG0000695	Syai.g_01553	Prbb.g_00966
OG0000696	Syai.g_01552	Prbb.g_00967
OG0000697	Syai.g_01550	Prbb.g_00968
OG0000698	Syai.g_01547	Prbb.g_00971
OG0000699	Syai.g_01545	Prbb.g_00972
OG0000700	Syai.g_01544	Prbb.g_00973
OG0000701	Syai.g_01543	Prbb.g_00974
OG0000702	Syai.g_01521	Prbb.g_00976
OG0000703	Syai.g_01520	Prbb.g_00977
OG0000704	Syai.g_01518	Prbb.g_00978
OG0000705	Syai.g_01511	Prbb.g_00984
OG0000706	Syai.g_01510	Prbb.g_00985
OG0000707	Syai.g_01509	Prbb.g_00986
OG0000708	Syai.g_01506	Prbb.g_00988
OG0000709	Syai.g_01497	Prbb.g_00992
OG0000710	Syai.g_01487	Prbb.g_00995
OG0000711	Syai.g_01456	Prbb.g_01010
OG0000712	Syai.g_01454	Prbb.g_01012
OG0000713	Syai.g_01453	Prbb.g_01013
OG0000714	Syai.g_01451	Prbb.g_01014
OG0000715	Syai.g_01449	Prbb.g_01016
OG0000716	Syai.g_01445	Prbb.g_01017
OG0000717	Syai.g_01444	Prbb.g_01018
OG0000718	Syai.g_01440	Prbb.g_01036
OG0000719	Syai.g_01438	Prbb.g_01037
OG0000720	Syai.g_01425	Prbb.g_01048
OG0000721	Syai.g_01423	Prbb.g_01049
OG0000722	Syai.g_01422	Prbb.g_01050
OG0000723	Syai.g_01411	Prbb.g_01054
OG0000724	Syai.g_02013	Prbb.g_01065
OG0000725	Syai.g_02004	Prbb.g_00891
OG0000726	Syai.g_02003	Prbb.g_00890
OG0000727	Syai.g_02002	Prbb.g_00889
OG0000728	Syai.g_02000	Prbb.g_00887
OG0000729	Syai.g_00097	Prbb.g_02071
OG0000730	Syai.g_00483	Prbb.g_00392
OG0000731	Syai.g_00495	Prbb.g_00400
OG0000732	Syai.g_00058	Prbb.g_02121
OG0000733	Syai.g_02805	Prbb.g_01888
OG0000734	Syai.g_02548	Prbb.g_01533
OG0000735	Syai.g_02159	Prbb.g_01531
OG0000736	Syai.g_02158	Prbb.g_01530
OG0000737	Syai.g_02157	Prbb.g_01529
OG0000738	Syai.g_02152	Prbb.g_01525
OG0000739	Syai.g_02151	Prbb.g_01524
OG0000740	Syai.g_02150	Prbb.g_01523
OG0000741	Syai.g_02147	Prbb.g_01521
OG0000742	Syai.g_02145	Prbb.g_01518
OG0000743	Syai.g_02143	Prbb.g_01516
OG0000744	Syai.g_02142	Prbb.g_01515
OG0000745	Syai.g_02140	Prbb.g_01513
OG0000746	Syai.g_02138	Prbb.g_01511
OG0000747	Syai.g_02137	Prbb.g_01510
OG0000748	Syai.g_02125	Prbb.g_01506
OG0000749	Syai.g_02123	Prbb.g_01505
OG0000750	Syai.g_02122	Prbb.g_01504
OG0000751	Syai.g_02116	Prbb.g_01501
OG0000752	Syai.g_02114	Prbb.g_01499
OG0000753	Syai.g_02111	Prbb.g_01497
OG0000754	Syai.g_01750	Prbb.g_01493
OG0000755	Syai.g_01760	Prbb.g_01488
OG0000756	Syai.g_01761	Prbb.g_01487
OG0000757	Syai.g_01769	Prbb.g_01480
OG0000758	Syai.g_01770	Prbb.g_01479
OG0000759	Syai.g_01771	Prbb.g_01478
OG0000760	Syai.g_01772	Prbb.g_01477
OG0000761	Syai.g_01775	Prbb.g_01476
OG0000762	Syai.g_01777	Prbb.g_01475
OG0000763	Syai.g_01779	Prbb.g_01473
OG0000764	Syai.g_01780	Prbb.g_01472
OG0000765	Syai.g_01797	Prbb.g_01463
OG0000766	Syai.g_01798	Prbb.g_01462
OG0000767	Syai.g_01800	Prbb.g_01461
OG0000768	Syai.g_01801	Prbb.g_01460
OG0000769	Syai.g_01803	Prbb.g_01458
OG0000770	Syai.g_01822	Prbb.g_01457
OG0000771	Syai.g_02019	Prbb.g_01060
OG0000772	Syai.g_01639	Prbb.g_01291
OG0000773	Syai.g_02164	Prbb.g_01577
OG0000774	Syai.g_02168	Prbb.g_01580
OG0000775	Syai.g_02172	Prbb.g_01581
OG0000776	Syai.g_02173	Prbb.g_01582
OG0000777	Syai.g_02174	Prbb.g_01583
OG0000778	Syai.g_02175	Prbb.g_01584
OG0000779	Syai.g_02181	Prbb.g_01588
OG0000780	Syai.g_02184	Prbb.g_01589
OG0000781	Syai.g_02188	Prbb.g_01592
OG0000782	Syai.g_02189	Prbb.g_01593
OG0000783	Syai.g_02190	Prbb.g_01594
OG0000784	Syai.g_02191	Prbb.g_01595
OG0000785	Syai.g_02193	Prbb.g_01597
OG0000786	Syai.g_00816	Prbb.g_01600
OG0000787	Syai.g_00815	Prbb.g_01601
OG0000788	Syai.g_01117	Prbb.g_00746
OG0000789	Syai.g_01596	Prbb.g_01057
OG0000790	Syai.g_00623	Prbb.g_01644
OG0000791	Syai.g_00621	Prbb.g_01646
OG0000792	Syai.g_00620	Prbb.g_01647
OG0000793	Syai.g_00615	Prbb.g_01650
OG0000794	Syai.g_00614	Prbb.g_01651
OG0000795	Syai.g_00613	Prbb.g_01652
OG0000796	Syai.g_00609	Prbb.g_01656
OG0000797	Syai.g_00608	Prbb.g_01657
OG0000799	Syai.g_00996	Prbb.g_01668
OG0000800	Syai.g_00993	Prbb.g_01669
OG0000801	Syai.g_00992	Prbb.g_01670
OG0000802	Syai.g_00988	Prbb.g_01672
OG0000803	Syai.g_00983	Prbb.g_01674
OG0000804	Syai.g_00980	Prbb.g_01675
OG0000805	Syai.g_00965	Prbb.g_01677
OG0000806	Syai.g_00963	Prbb.g_01679
OG0000807	Syai.g_00961	Prbb.g_01680
OG0000808	Syai.g_00960	Prbb.g_01681
OG0000809	Syai.g_00957	Prbb.g_01684
OG0000810	Syai.g_00956	Prbb.g_01685
OG0000811	Syai.g_00950	Prbb.g_01689
OG0000812	Syai.g_00948	Prbb.g_01691
OG0000813	Syai.g_00947	Prbb.g_01692
OG0000814	Syai.g_00945	Prbb.g_01694
OG0000815	Syai.g_00944	Prbb.g_01695
OG0000816	Syai.g_00942	Prbb.g_01697
OG0000817	Syai.g_00941	Prbb.g_01698
OG0000818	Syai.g_00935	Prbb.g_01702
OG0000819	Syai.g_00934	Prbb.g_01703
OG0000820	Syai.g_00933	Prbb.g_01704
OG0000821	Syai.g_00916	Prbb.g_01707
OG0000822	Syai.g_00914	Prbb.g_01708
OG0000823	Syai.g_00913	Prbb.g_01709
OG0000824	Syai.g_00907	Prbb.g_01712
OG0000825	Syai.g_00906	Prbb.g_01713
OG0000826	Syai.g_00905	Prbb.g_01714
OG0000827	Syai.g_00904	Prbb.g_01715
OG0000828	Syai.g_00900	Prbb.g_01718
OG0000829	Syai.g_00899	Prbb.g_01719
OG0000830	Syai.g_00898	Prbb.g_01720
OG0000831	Syai.g_00896	Prbb.g_01722
OG0000832	Syai.g_02296	Prbb.g_01732
OG0000833	Syai.g_02305	Prbb.g_01740
OG0000834	Syai.g_02307	Prbb.g_01741
OG0000835	Syai.g_02308	Prbb.g_01742
OG0000836	Syai.g_02312	Prbb.g_01744
OG0000837	Syai.g_02313	Prbb.g_01745
OG0000838	Syai.g_02323	Prbb.g_01747
OG0000839	Syai.g_02324	Prbb.g_01748
OG0000840	Syai.g_02325	Prbb.g_01749
OG0000841	Syai.g_02326	Prbb.g_01750
OG0000842	Syai.g_02327	Prbb.g_01751
OG0000843	Syai.g_02328	Prbb.g_01752
OG0000844	Syai.g_02330	Prbb.g_01753
OG0000845	Syai.g_02331	Prbb.g_01754
OG0000846	Syai.g_02332	Prbb.g_01755
OG0000847	Syai.g_02333	Prbb.g_01756
OG0000848	Syai.g_02335	Prbb.g_01757
OG0000849	Syai.g_02336	Prbb.g_01758
OG0000850	Syai.g_02339	Prbb.g_01760
OG0000851	Syai.g_02352	Prbb.g_01761
OG0000852	Syai.g_02353	Prbb.g_01762
OG0000853	Syai.g_02357	Prbb.g_01767
OG0000854	Syai.g_02359	Prbb.g_01769
OG0000855	Syai.g_02360	Prbb.g_01770
OG0000856	Syai.g_01078	Prbb.g_01659
OG0000857	Syai.g_01356	Prbb.g_00799
OG0000858	Syai.g_02366	Prbb.g_01817
OG0000859	Syai.g_02367	Prbb.g_01818
OG0000860	Syai.g_02380	Prbb.g_01825
OG0000861	Syai.g_02381	Prbb.g_01826
OG0000862	Syai.g_02382	Prbb.g_01827
OG0000863	Syai.g_02385	Prbb.g_01828
OG0000864	Syai.g_02386	Prbb.g_01829
OG0000865	Syai.g_02387	Prbb.g_01830
OG0000866	Syai.g_02388	Prbb.g_01831
OG0000867	Syai.g_02389	Prbb.g_01832
OG0000868	Syai.g_02392	Prbb.g_01833
OG0000869	Syai.g_02396	Prbb.g_01836
OG0000870	Syai.g_02401	Prbb.g_01841
OG0000871	Syai.g_02402	Prbb.g_01842
OG0000872	Syai.g_02409	Prbb.g_01843
OG0000873	Syai.g_02412	Prbb.g_01846
OG0000874	Syai.g_02408	Prbb.g_01849
OG0000875	Syai.g_02416	Prbb.g_01851
OG0000876	Syai.g_02243	Prbb.g_01852
OG0000877	Syai.g_02250	Prbb.g_01854
OG0000878	Syai.g_02251	Prbb.g_01855
OG0000879	Syai.g_02252	Prbb.g_01856
OG0000880	Syai.g_02253	Prbb.g_01857
OG0000881	Syai.g_02257	Prbb.g_01860
OG0000882	Syai.g_02262	Prbb.g_01865
OG0000883	Syai.g_02264	Prbb.g_01867
OG0000884	Syai.g_02266	Prbb.g_01869
OG0000885	Syai.g_02267	Prbb.g_01870
OG0000886	Syai.g_02268	Prbb.g_01871
OG0000887	Syai.g_02269	Prbb.g_01872
OG0000888	Syai.g_02271	Prbb.g_01874
OG0000889	Syai.g_02273	Prbb.g_01876
OG0000890	Syai.g_02279	Prbb.g_01877
OG0000891	Syai.g_02280	Prbb.g_01878
OG0000892	Syai.g_02282	Prbb.g_01880
OG0000893	Syai.g_00318	Prbb.g_01922
OG0000894	Syai.g_00321	Prbb.g_01925
OG0000895	Syai.g_00325	Prbb.g_01928
OG0000896	Syai.g_00326	Prbb.g_01929
OG0000897	Syai.g_00328	Prbb.g_01931
OG0000898	Syai.g_00329	Prbb.g_01932
OG0000899	Syai.g_00330	Prbb.g_01933
OG0000900	Syai.g_00331	Prbb.g_01934
OG0000901	Syai.g_00336	Prbb.g_01937
OG0000902	Syai.g_00338	Prbb.g_01939
OG0000903	Syai.g_00353	Prbb.g_01948
OG0000904	Syai.g_00348	Prbb.g_01943
OG0000905	Syai.g_00342	Prbb.g_01941
OG0000906	Syai.g_00340	Prbb.g_01940
OG0000907	Syai.g_00358	Prbb.g_01958
OG0000908	Syai.g_00361	Prbb.g_01961
OG0000909	Syai.g_00362	Prbb.g_01962
OG0000910	Syai.g_00363	Prbb.g_01963
OG0000911	Syai.g_00365	Prbb.g_01965
OG0000912	Syai.g_00366	Prbb.g_01966
OG0000913	Syai.g_00367	Prbb.g_01967
OG0000914	Syai.g_00368	Prbb.g_01968
OG0000915	Syai.g_00370	Prbb.g_01969
OG0000916	Syai.g_00371	Prbb.g_01970
OG0000917	Syai.g_00372	Prbb.g_01971
OG0000918	Syai.g_00373	Prbb.g_01972
OG0000919	Syai.g_00374	Prbb.g_01973
OG0000920	Syai.g_00375	Prbb.g_01974
OG0000921	Syai.g_00376	Prbb.g_01975
OG0000922	Syai.g_00377	Prbb.g_01976
OG0000923	Syai.g_00381	Prbb.g_01980
OG0000924	Syai.g_00382	Prbb.g_01981
OG0000925	Syai.g_00383	Prbb.g_01982
OG0000926	Syai.g_00384	Prbb.g_01983
OG0000927	Syai.g_00386	Prbb.g_01985
OG0000928	Syai.g_00387	Prbb.g_01986
OG0000929	Syai.g_00388	Prbb.g_01987
OG0000930	Syai.g_00389	Prbb.g_01988
OG0000931	Syai.g_00390	Prbb.g_01989
OG0000932	Syai.g_00391	Prbb.g_01990
OG0000933	Syai.g_00397	Prbb.g_01994
OG0000934	Syai.g_00399	Prbb.g_01996
OG0000935	Syai.g_00400	Prbb.g_01997
OG0000936	Syai.g_00401	Prbb.g_01998
OG0000937	Syai.g_00402	Prbb.g_01999
OG0000938	Syai.g_00405	Prbb.g_02002
OG0000939	Syai.g_00406	Prbb.g_02003
OG0000940	Syai.g_00413	Prbb.g_02010
OG0000941	Syai.g_00415	Prbb.g_02012
OG0000942	Syai.g_00417	Prbb.g_02014
OG0000943	Syai.g_00418	Prbb.g_02015
OG0000944	Syai.g_00420	Prbb.g_02017
OG0000945	Syai.g_00422	Prbb.g_02018
OG0000946	Syai.g_00428	Prbb.g_02024
OG0000947	Syai.g_00431	Prbb.g_02026
OG0000948	Syai.g_00432	Prbb.g_02027
OG0000949	Syai.g_00174	Prbb.g_02030
OG0000950	Syai.g_00163	Prbb.g_02035
OG0000951	Syai.g_00158	Prbb.g_02039
OG0000952	Syai.g_00136	Prbb.g_02043
OG0000953	Syai.g_00132	Prbb.g_02047
OG0000954	Syai.g_00127	Prbb.g_02051
OG0000955	Syai.g_00126	Prbb.g_02052
OG0000956	Syai.g_00124	Prbb.g_02054
OG0000957	Syai.g_00113	Prbb.g_02059
OG0000958	Syai.g_00112	Prbb.g_02060
OG0000959	Syai.g_00108	Prbb.g_02064
OG0000960	Syai.g_00107	Prbb.g_02065
OG0000961	Syai.g_00100	Prbb.g_02068
OG0000962	Syai.g_00098	Prbb.g_02070
OG0000963	Syai.g_00094	Prbb.g_02075
OG0000964	Syai.g_00093	Prbb.g_02076
OG0000965	Syai.g_00092	Prbb.g_02077
OG0000966	Syai.g_00082	Prbb.g_02099
OG0000967	Syai.g_00077	Prbb.g_02103
OG0000968	Syai.g_00085	Prbb.g_02105
OG0000969	Syai.g_00080	Prbb.g_02106
OG0000970	Syai.g_00079	Prbb.g_02107
OG0000971	Syai.g_00074	Prbb.g_02108
OG0000972	Syai.g_00073	Prbb.g_02109
OG0000973	Syai.g_00072	Prbb.g_02110
OG0000974	Syai.g_00071	Prbb.g_02111
OG0000975	Syai.g_00070	Prbb.g_02112
OG0000976	Syai.g_00069	Prbb.g_02113
OG0000977	Syai.g_00067	Prbb.g_02114
OG0000978	Syai.g_00065	Prbb.g_02115
OG0000979	Syai.g_00062	Prbb.g_02118
OG0000980	Syai.g_00059	Prbb.g_02120
OG0000981	Syai.g_00056	Prbb.g_02123
OG0000982	Syai.g_02777	Prbb.g_02125
OG0000983	Syai.g_02778	Prbb.g_02126
OG0000984	Syai.g_02779	Prbb.g_02127
OG0000985	Syai.g_02781	Prbb.g_02130
OG0000986	Syai.g_02784	Prbb.g_02132
OG0000987	Syai.g_02786	Prbb.g_02133
OG0000988	Syai.g_02790	Prbb.g_02136
OG0000989	Syai.g_02797	Prbb.g_02140
OG0000990	Syai.g_02825	Prbb.g_02145
OG0000991	Syai.g_02827	Prbb.g_02146
OG0000992	Syai.g_02830	Prbb.g_02149
OG0000993	Syai.g_02831	Prbb.g_02150
OG0000994	Syai.g_02834	Prbb.g_02151
OG0000995	Syai.g_02840	Prbb.g_02155
OG0000996	Syai.g_02891	Prbb.g_02156
OG0000997	Syai.g_02900	Prbb.g_02164
OG0000998	Syai.g_02902	Prbb.g_02166
OG0000999	Syai.g_02903	Prbb.g_02167
OG0001000	Syai.g_02906	Prbb.g_02170
OG0001001	Syai.g_02911	Prbb.g_02173
OG0001002	Syai.g_02918	Prbb.g_02178
OG0001003	Syai.g_02919	Prbb.g_02180
OG0001004	Syai.g_02920	Prbb.g_02181
OG0001005	Syai.g_02921	Prbb.g_02182
OG0001006	Syai.g_02931	Prbb.g_02187
OG0001007	Syai.g_02933	Prbb.g_02189
OG0001008	Syai.g_02227	Prbb.g_00442
OG0001009	Syai.g_00034	Prbb.g_00028
OG0001010	Syai.g_00035	Prbb.g_00029
OG0001011	Syai.g_00037	Prbb.g_00030
OG0001012	Syai.g_02773	Prbb.g_00058
OG0001013	Syai.g_02750	Prbb.g_00063
OG0001014	Syai.g_02726	Prbb.g_00066
OG0001015	Syai.g_02725	Prbb.g_00067
OG0001016	Syai.g_02479	Prbb.g_00128
OG0001017	Syai.g_02485	Prbb.g_00132
OG0001018	Syai.g_02487	Prbb.g_00135
OG0001019	Syai.g_02508	Prbb.g_00144
OG0001020	Syai.g_02516	Prbb.g_00145
OG0001021	Syai.g_02523	Prbb.g_00146
OG0001022	Syai.g_02528	Prbb.g_00149
OG0001023	Syai.g_02529	Prbb.g_00150
OG0001024	Syai.g_02533	Prbb.g_00153
OG0001025	Syai.g_02540	Prbb.g_00160
OG0001026	Syai.g_02550	Prbb.g_00168
OG0001027	Syai.g_02555	Prbb.g_00169
OG0001028	Syai.g_02557	Prbb.g_00171
OG0001029	Syai.g_02559	Prbb.g_00173
OG0001030	Syai.g_02580	Prbb.g_00189
OG0001031	Syai.g_02656	Prbb.g_00243
OG0001032	Syai.g_02658	Prbb.g_00244
OG0001033	Syai.g_02685	Prbb.g_00264
OG0001034	Syai.g_00537	Prbb.g_00293
OG0001035	Syai.g_00295	Prbb.g_00310
OG0001036	Syai.g_00290	Prbb.g_00314
OG0001037	Syai.g_00288	Prbb.g_00315
OG0001038	Syai.g_00261	Prbb.g_00331
OG0001040	Syai.g_00255	Prbb.g_00335
OG0001041	Syai.g_00250	Prbb.g_00339
OG0001042	Syai.g_00225	Prbb.g_00355
OG0001043	Syai.g_00221	Prbb.g_00356
OG0001044	Syai.g_00485	Prbb.g_00393
OG0001045	Syai.g_00498	Prbb.g_00402
OG0001046	Syai.g_01471	Prbb.g_01124
OG0001047	Syai.g_02225	Prbb.g_00444
OG0001048	Syai.g_02224	Prbb.g_00445
OG0001049	Syai.g_02215	Prbb.g_00447
OG0001050	Syai.g_02214	Prbb.g_00448
OG0001051	Syai.g_02213	Prbb.g_00449
OG0001052	Syai.g_00861	Prbb.g_00475
OG0001053	Syai.g_00641	Prbb.g_00488
OG0001054	Syai.g_00658	Prbb.g_00502
OG0001055	Syai.g_00679	Prbb.g_00521
OG0001056	Syai.g_00713	Prbb.g_00539
OG0001057	Syai.g_00721	Prbb.g_00544
OG0001058	Syai.g_00734	Prbb.g_00553
OG0001059	Syai.g_00738	Prbb.g_00557
OG0001060	Syai.g_00744	Prbb.g_00564
OG0001061	Syai.g_00765	Prbb.g_00577
OG0001062	Syai.g_00767	Prbb.g_00579
OG0001063	Syai.g_00774	Prbb.g_00580
OG0001064	Syai.g_00775	Prbb.g_00581
OG0001065	Syai.g_00776	Prbb.g_00582
OG0001066	Syai.g_00777	Prbb.g_00583
OG0001067	Syai.g_00778	Prbb.g_00584
OG0001068	Syai.g_00779	Prbb.g_00585
OG0001069	Syai.g_00780	Prbb.g_00586
OG0001070	Syai.g_00783	Prbb.g_00588
OG0001071	Syai.g_00784	Prbb.g_00589
OG0001072	Syai.g_00788	Prbb.g_00590
OG0001073	Syai.g_00807	Prbb.g_00604
OG0001074	Syai.g_01051	Prbb.g_00616
OG0001075	Syai.g_01053	Prbb.g_00617
OG0001076	Syai.g_01069	Prbb.g_00624
OG0001077	Syai.g_01081	Prbb.g_00629
OG0001078	Syai.g_01105	Prbb.g_00637
OG0001079	Syai.g_01118	Prbb.g_00648
OG0001080	Syai.g_01606	Prbb.g_00654
OG0001081	Syai.g_01222	Prbb.g_00656
OG0001082	Syai.g_01223	Prbb.g_00657
OG0001083	Syai.g_01230	Prbb.g_00662
OG0001084	Syai.g_01231	Prbb.g_00664
OG0001085	Syai.g_01241	Prbb.g_00674
OG0001086	Syai.g_01243	Prbb.g_00675
OG0001087	Syai.g_01953	Prbb.g_00694
OG0001088	Syai.g_01957	Prbb.g_00695
OG0001089	Syai.g_01996	Prbb.g_00705
OG0001090	Syai.g_01387	Prbb.g_00714
OG0001091	Syai.g_01389	Prbb.g_00716
OG0001092	Syai.g_01391	Prbb.g_00717
OG0001093	Syai.g_01397	Prbb.g_00722
OG0001094	Syai.g_01315	Prbb.g_00777
OG0001096	Syai.g_01371	Prbb.g_00811
OG0001097	Syai.g_02057	Prbb.g_00830
OG0001098	Syai.g_01603	Prbb.g_00847
OG0001099	Syai.g_02558	Prbb.g_00917
OG0001100	Syai.g_01253	Prbb.g_00924
OG0001101	Syai.g_01254	Prbb.g_00926
OG0001102	Syai.g_01257	Prbb.g_00929
OG0001103	Syai.g_01260	Prbb.g_00931
OG0001104	Syai.g_01300	Prbb.g_00763
OG0001105	Syai.g_01304	Prbb.g_00767
OG0001106	Syai.g_01517	Prbb.g_00979
OG0001107	Syai.g_01505	Prbb.g_00989
OG0001108	Syai.g_01496	Prbb.g_00993
OG0001109	Syai.g_01488	Prbb.g_00994
OG0001110	Syai.g_01486	Prbb.g_00996
OG0001111	Syai.g_01484	Prbb.g_00997
OG0001112	Syai.g_01482	Prbb.g_00998
OG0001113	Syai.g_01481	Prbb.g_00999
OG0001114	Syai.g_01480	Prbb.g_01000
OG0001115	Syai.g_01476	Prbb.g_01002
OG0001116	Syai.g_01474	Prbb.g_01003
OG0001117	Syai.g_01473	Prbb.g_01004
OG0001118	Syai.g_01472	Prbb.g_01005
OG0001119	Syai.g_01470	Prbb.g_01006
OG0001120	Syai.g_01466	Prbb.g_01007
OG0001121	Syai.g_01676	Prbb.g_01627
