Orthogroup	Syai	Prab
OG0000590	Syai.g_01067	Prab.g_00626
OG0000591	Syai.g_01075	Prab.g_00630
OG0000592	Syai.g_01076	Prab.g_00631
OG0000593	Syai.g_01100	Prab.g_00637
OG0000594	Syai.g_01101	Prab.g_00638
OG0000595	Syai.g_01102	Prab.g_00639
OG0000596	Syai.g_01107	Prab.g_00643
OG0000597	Syai.g_01110	Prab.g_00645
OG0000598	Syai.g_01111	Prab.g_00646
OG0000599	Syai.g_01114	Prab.g_00649
OG0000600	Syai.g_01115	Prab.g_00650
OG0000601	Syai.g_01116	Prab.g_00651
OG0000602	Syai.g_01121	Prab.g_00653
OG0000603	Syai.g_01122	Prab.g_00654
OG0000604	Syai.g_01125	Prab.g_00655
OG0000605	Syai.g_01609	Prab.g_00656
OG0000606	Syai.g_01221	Prab.g_00659
OG0000607	Syai.g_01224	Prab.g_00662
OG0000608	Syai.g_01225	Prab.g_00663
OG0000609	Syai.g_01227	Prab.g_00664
OG0000610	Syai.g_01234	Prab.g_00669
OG0000611	Syai.g_01237	Prab.g_00672
OG0000612	Syai.g_01238	Prab.g_00673
OG0000613	Syai.g_00196	Prab.g_00678
OG0000614	Syai.g_01981	Prab.g_00697
OG0000615	Syai.g_01286	Prab.g_00705
OG0000616	Syai.g_02914	Prab.g_00711
OG0000617	Syai.g_01393	Prab.g_00729
OG0000618	Syai.g_01394	Prab.g_00730
OG0000619	Syai.g_01395	Prab.g_00731
OG0000620	Syai.g_01402	Prab.g_00734
OG0000621	Syai.g_01403	Prab.g_00735
OG0000622	Syai.g_01404	Prab.g_00736
OG0000623	Syai.g_01405	Prab.g_00737
OG0000624	Syai.g_01407	Prab.g_00738
OG0000625	Syai.g_01408	Prab.g_00739
OG0000626	Syai.g_01409	Prab.g_00740
OG0000627	Syai.g_01575	Prab.g_00741
OG0000628	Syai.g_01573	Prab.g_00742
OG0000629	Syai.g_01570	Prab.g_00743
OG0000630	Syai.g_01566	Prab.g_00746
OG0000631	Syai.g_01557	Prab.g_00831
OG0000632	Syai.g_01556	Prab.g_00832
OG0000633	Syai.g_01555	Prab.g_00833
OG0000634	Syai.g_01317	Prab.g_00836
OG0000635	Syai.g_01318	Prab.g_00837
OG0000636	Syai.g_01320	Prab.g_00839
OG0000637	Syai.g_01322	Prab.g_00841
OG0000638	Syai.g_01323	Prab.g_00842
OG0000639	Syai.g_01324	Prab.g_00843
OG0000640	Syai.g_01325	Prab.g_00844
OG0000641	Syai.g_01329	Prab.g_00848
OG0000642	Syai.g_01330	Prab.g_00849
OG0000643	Syai.g_01349	Prab.g_00850
OG0000644	Syai.g_01350	Prab.g_00851
OG0000645	Syai.g_01352	Prab.g_00852
OG0000646	Syai.g_01355	Prab.g_00854
OG0000647	Syai.g_01357	Prab.g_00855
OG0000648	Syai.g_01362	Prab.g_00857
OG0000649	Syai.g_01363	Prab.g_00858
OG0000650	Syai.g_01364	Prab.g_00859
OG0000651	Syai.g_01365	Prab.g_00860
OG0000652	Syai.g_01366	Prab.g_00861
OG0000653	Syai.g_01368	Prab.g_00863
OG0000654	Syai.g_01369	Prab.g_00864
OG0000655	Syai.g_01370	Prab.g_00865
OG0000656	Syai.g_01373	Prab.g_00868
OG0000657	Syai.g_02045	Prab.g_00875
OG0000658	Syai.g_02049	Prab.g_00876
OG0000659	Syai.g_02050	Prab.g_00877
OG0000660	Syai.g_02054	Prab.g_00881
OG0000661	Syai.g_02056	Prab.g_00883
OG0000662	Syai.g_02058	Prab.g_00885
OG0000663	Syai.g_02061	Prab.g_00887
OG0000664	Syai.g_02062	Prab.g_00888
OG0000665	Syai.g_02431	Prab.g_00892
OG0000666	Syai.g_01610	Prab.g_00893
OG0000667	Syai.g_01724	Prab.g_00898
OG0000668	Syai.g_01436	Prab.g_01084
OG0000669	Syai.g_01251	Prab.g_01076
OG0000670	Syai.g_00561	Prab.g_01074
OG0000671	Syai.g_01255	Prab.g_01072
OG0000672	Syai.g_01259	Prab.g_01070
OG0000673	Syai.g_01262	Prab.g_01067
OG0000674	Syai.g_01264	Prab.g_01065
OG0000675	Syai.g_01265	Prab.g_01064
OG0000676	Syai.g_01275	Prab.g_01062
OG0000677	Syai.g_01276	Prab.g_01061
OG0000678	Syai.g_01279	Prab.g_01059
OG0000679	Syai.g_01288	Prab.g_01055
OG0000680	Syai.g_01289	Prab.g_01054
OG0000681	Syai.g_01292	Prab.g_01052
OG0000682	Syai.g_01293	Prab.g_01051
OG0000683	Syai.g_01294	Prab.g_01050
OG0000684	Syai.g_01299	Prab.g_01048
OG0000685	Syai.g_01301	Prab.g_01046
OG0000686	Syai.g_01302	Prab.g_01045
OG0000687	Syai.g_01303	Prab.g_01044
OG0000688	Syai.g_01307	Prab.g_01041
OG0000689	Syai.g_01309	Prab.g_01040
OG0000690	Syai.g_01310	Prab.g_01039
OG0000691	Syai.g_01311	Prab.g_01038
OG0000692	Syai.g_01312	Prab.g_01036
OG0000693	Syai.g_01313	Prab.g_01035
OG0000694	Syai.g_01314	Prab.g_01034
OG0000695	Syai.g_01553	Prab.g_01032
OG0000696	Syai.g_01552	Prab.g_01031
OG0000697	Syai.g_01550	Prab.g_01030
OG0000698	Syai.g_01547	Prab.g_01027
OG0000699	Syai.g_01545	Prab.g_01026
OG0000700	Syai.g_01544	Prab.g_01025
OG0000701	Syai.g_01543	Prab.g_01024
OG0000702	Syai.g_01521	Prab.g_01022
OG0000703	Syai.g_01520	Prab.g_01021
OG0000704	Syai.g_01518	Prab.g_01020
OG0000705	Syai.g_01511	Prab.g_01016
OG0000706	Syai.g_01510	Prab.g_01015
OG0000707	Syai.g_01509	Prab.g_01014
OG0000708	Syai.g_01506	Prab.g_01013
OG0000709	Syai.g_01497	Prab.g_01009
OG0000710	Syai.g_01487	Prab.g_01006
OG0000711	Syai.g_01456	Prab.g_00989
OG0000712	Syai.g_01454	Prab.g_00987
OG0000713	Syai.g_01453	Prab.g_00986
OG0000714	Syai.g_01451	Prab.g_00985
OG0000715	Syai.g_01449	Prab.g_00983
OG0000716	Syai.g_01445	Prab.g_00981
OG0000717	Syai.g_01444	Prab.g_00980
OG0000718	Syai.g_01440	Prab.g_00960
OG0000719	Syai.g_01438	Prab.g_00958
OG0000720	Syai.g_01425	Prab.g_00949
OG0000721	Syai.g_01423	Prab.g_00947
OG0000722	Syai.g_01422	Prab.g_00946
OG0000723	Syai.g_01411	Prab.g_00943
OG0000724	Syai.g_02013	Prab.g_00934
OG0000725	Syai.g_02004	Prab.g_00928
OG0000726	Syai.g_02003	Prab.g_00927
OG0000727	Syai.g_02002	Prab.g_00926
OG0000728	Syai.g_02000	Prab.g_00924
OG0000729	Syai.g_00097	Prab.g_01146
OG0000730	Syai.g_00483	Prab.g_01150
OG0000731	Syai.g_00495	Prab.g_01154
OG0000732	Syai.g_00058	Prab.g_01164
OG0000733	Syai.g_02805	Prab.g_01187
OG0000734	Syai.g_02548	Prab.g_01204
OG0000735	Syai.g_02159	Prab.g_01206
OG0000736	Syai.g_02158	Prab.g_01207
OG0000737	Syai.g_02157	Prab.g_01208
OG0000738	Syai.g_02152	Prab.g_01212
OG0000739	Syai.g_02151	Prab.g_01213
OG0000740	Syai.g_02150	Prab.g_01214
OG0000741	Syai.g_02147	Prab.g_01215
OG0000742	Syai.g_02145	Prab.g_01218
OG0000743	Syai.g_02143	Prab.g_01220
OG0000744	Syai.g_02142	Prab.g_01221
OG0000745	Syai.g_02140	Prab.g_01222
OG0000746	Syai.g_02138	Prab.g_01224
OG0000747	Syai.g_02137	Prab.g_01225
OG0000748	Syai.g_02125	Prab.g_01228
OG0000749	Syai.g_02123	Prab.g_01229
OG0000750	Syai.g_02122	Prab.g_01230
OG0000751	Syai.g_02116	Prab.g_01232
OG0000752	Syai.g_02114	Prab.g_01234
OG0000753	Syai.g_02111	Prab.g_01237
OG0000754	Syai.g_01750	Prab.g_01240
OG0000755	Syai.g_01760	Prab.g_01243
OG0000756	Syai.g_01761	Prab.g_01244
OG0000757	Syai.g_01769	Prab.g_01250
OG0000758	Syai.g_01770	Prab.g_01251
OG0000759	Syai.g_01771	Prab.g_01252
OG0000760	Syai.g_01772	Prab.g_01253
OG0000761	Syai.g_01775	Prab.g_01254
OG0000762	Syai.g_01777	Prab.g_01255
OG0000763	Syai.g_01779	Prab.g_01257
OG0000764	Syai.g_01780	Prab.g_01258
OG0000765	Syai.g_01797	Prab.g_01267
OG0000766	Syai.g_01798	Prab.g_01268
OG0000767	Syai.g_01800	Prab.g_01270
OG0000768	Syai.g_01801	Prab.g_01271
OG0000769	Syai.g_01803	Prab.g_01273
OG0000770	Syai.g_01822	Prab.g_01275
OG0000771	Syai.g_02019	Prab.g_01284
OG0000772	Syai.g_01639	Prab.g_01303
OG0000773	Syai.g_02164	Prab.g_01317
OG0000774	Syai.g_02168	Prab.g_01319
OG0000775	Syai.g_02172	Prab.g_01321
OG0000776	Syai.g_02173	Prab.g_01322
OG0000777	Syai.g_02174	Prab.g_01323
OG0000778	Syai.g_02175	Prab.g_01324
OG0000779	Syai.g_02181	Prab.g_01328
OG0000780	Syai.g_02184	Prab.g_01329
OG0000781	Syai.g_02188	Prab.g_01332
OG0000782	Syai.g_02189	Prab.g_01333
OG0000783	Syai.g_02190	Prab.g_01334
OG0000784	Syai.g_02191	Prab.g_01335
OG0000785	Syai.g_02193	Prab.g_01337
OG0000786	Syai.g_00816	Prab.g_01339
OG0000787	Syai.g_00815	Prab.g_01340
OG0000788	Syai.g_01117	Prab.g_01348
OG0000789	Syai.g_01596	Prab.g_01351
OG0000790	Syai.g_00623	Prab.g_01365
OG0000791	Syai.g_00621	Prab.g_01367
OG0000792	Syai.g_00620	Prab.g_01368
OG0000793	Syai.g_00615	Prab.g_01371
OG0000794	Syai.g_00614	Prab.g_01372
OG0000795	Syai.g_00613	Prab.g_01373
OG0000796	Syai.g_00609	Prab.g_01377
OG0000797	Syai.g_00608	Prab.g_01378
OG0000798	Syai.g_00262	Prab.g_01411
OG0000799	Syai.g_00996	Prab.g_01448
OG0000800	Syai.g_00993	Prab.g_01449
OG0000801	Syai.g_00992	Prab.g_01450
OG0000802	Syai.g_00988	Prab.g_01452
OG0000803	Syai.g_00983	Prab.g_01454
OG0000804	Syai.g_00980	Prab.g_01455
OG0000805	Syai.g_00965	Prab.g_01457
OG0000806	Syai.g_00963	Prab.g_01459
OG0000807	Syai.g_00961	Prab.g_01460
OG0000808	Syai.g_00960	Prab.g_01461
OG0000809	Syai.g_00957	Prab.g_01464
OG0000810	Syai.g_00956	Prab.g_01465
OG0000811	Syai.g_00950	Prab.g_01469
OG0000812	Syai.g_00948	Prab.g_01471
OG0000813	Syai.g_00947	Prab.g_01472
OG0000814	Syai.g_00945	Prab.g_01474
OG0000815	Syai.g_00944	Prab.g_01475
OG0000816	Syai.g_00942	Prab.g_01477
OG0000817	Syai.g_00941	Prab.g_01478
OG0000818	Syai.g_00935	Prab.g_01483
OG0000819	Syai.g_00934	Prab.g_01484
OG0000820	Syai.g_00933	Prab.g_01485
OG0000821	Syai.g_00916	Prab.g_01489
OG0000822	Syai.g_00914	Prab.g_01490
OG0000823	Syai.g_00913	Prab.g_01491
OG0000824	Syai.g_00907	Prab.g_01494
OG0000825	Syai.g_00906	Prab.g_01495
OG0000826	Syai.g_00905	Prab.g_01496
OG0000827	Syai.g_00904	Prab.g_01497
OG0000828	Syai.g_00900	Prab.g_01500
OG0000829	Syai.g_00899	Prab.g_01501
OG0000830	Syai.g_00898	Prab.g_01502
OG0000831	Syai.g_00896	Prab.g_01504
OG0000832	Syai.g_02296	Prab.g_01510
OG0000833	Syai.g_02305	Prab.g_01518
OG0000834	Syai.g_02307	Prab.g_01519
OG0000835	Syai.g_02308	Prab.g_01520
OG0000836	Syai.g_02312	Prab.g_01521
OG0000837	Syai.g_02313	Prab.g_01522
OG0000838	Syai.g_02323	Prab.g_01524
OG0000839	Syai.g_02324	Prab.g_01525
OG0000840	Syai.g_02325	Prab.g_01526
OG0000841	Syai.g_02326	Prab.g_01527
OG0000842	Syai.g_02327	Prab.g_01528
OG0000843	Syai.g_02328	Prab.g_01529
OG0000844	Syai.g_02330	Prab.g_01530
OG0000845	Syai.g_02331	Prab.g_01531
OG0000846	Syai.g_02332	Prab.g_01532
OG0000847	Syai.g_02333	Prab.g_01533
OG0000848	Syai.g_02335	Prab.g_01534
OG0000849	Syai.g_02336	Prab.g_01535
OG0000850	Syai.g_02339	Prab.g_01537
OG0000851	Syai.g_02352	Prab.g_01538
OG0000852	Syai.g_02353	Prab.g_01539
OG0000853	Syai.g_02357	Prab.g_01543
OG0000854	Syai.g_02359	Prab.g_01545
OG0000855	Syai.g_02360	Prab.g_01546
OG0000856	Syai.g_01078	Prab.g_01563
OG0000857	Syai.g_01356	Prab.g_01601
OG0000858	Syai.g_02366	Prab.g_01663
OG0000859	Syai.g_02367	Prab.g_01664
OG0000860	Syai.g_02380	Prab.g_01671
OG0000861	Syai.g_02381	Prab.g_01672
OG0000862	Syai.g_02382	Prab.g_01673
OG0000863	Syai.g_02385	Prab.g_01675
OG0000864	Syai.g_02386	Prab.g_01676
OG0000865	Syai.g_02387	Prab.g_01677
OG0000866	Syai.g_02388	Prab.g_01678
OG0000867	Syai.g_02389	Prab.g_01679
OG0000868	Syai.g_02392	Prab.g_01680
OG0000869	Syai.g_02396	Prab.g_01684
OG0000870	Syai.g_02401	Prab.g_01689
OG0000871	Syai.g_02402	Prab.g_01690
OG0000872	Syai.g_02409	Prab.g_01691
OG0000873	Syai.g_02412	Prab.g_01694
OG0000874	Syai.g_02408	Prab.g_01697
OG0000875	Syai.g_02416	Prab.g_01698
OG0000876	Syai.g_02243	Prab.g_01699
OG0000877	Syai.g_02250	Prab.g_01701
OG0000878	Syai.g_02251	Prab.g_01702
OG0000879	Syai.g_02252	Prab.g_01703
OG0000880	Syai.g_02253	Prab.g_01704
OG0000881	Syai.g_02257	Prab.g_01708
OG0000882	Syai.g_02262	Prab.g_01713
OG0000883	Syai.g_02264	Prab.g_01714
OG0000884	Syai.g_02266	Prab.g_01716
OG0000885	Syai.g_02267	Prab.g_01717
OG0000886	Syai.g_02268	Prab.g_01718
OG0000887	Syai.g_02269	Prab.g_01719
OG0000888	Syai.g_02271	Prab.g_01721
OG0000889	Syai.g_02273	Prab.g_01723
OG0000890	Syai.g_02279	Prab.g_01724
OG0000891	Syai.g_02280	Prab.g_01725
OG0000892	Syai.g_02282	Prab.g_01727
OG0000893	Syai.g_00318	Prab.g_01731
OG0000894	Syai.g_00321	Prab.g_01733
OG0000895	Syai.g_00325	Prab.g_01736
OG0000896	Syai.g_00326	Prab.g_01737
OG0000897	Syai.g_00328	Prab.g_01739
OG0000898	Syai.g_00329	Prab.g_01740
OG0000899	Syai.g_00330	Prab.g_01741
OG0000900	Syai.g_00331	Prab.g_01742
OG0000901	Syai.g_00336	Prab.g_01745
OG0000902	Syai.g_00338	Prab.g_01747
OG0000903	Syai.g_00353	Prab.g_01750
OG0000904	Syai.g_00348	Prab.g_01752
OG0000905	Syai.g_00342	Prab.g_01756
OG0000906	Syai.g_00340	Prab.g_01757
OG0000907	Syai.g_00358	Prab.g_01760
OG0000908	Syai.g_00361	Prab.g_01763
OG0000909	Syai.g_00362	Prab.g_01764
OG0000910	Syai.g_00363	Prab.g_01765
OG0000911	Syai.g_00365	Prab.g_01767
OG0000912	Syai.g_00366	Prab.g_01768
OG0000913	Syai.g_00367	Prab.g_01769
OG0000914	Syai.g_00368	Prab.g_01770
OG0000915	Syai.g_00370	Prab.g_01771
OG0000916	Syai.g_00371	Prab.g_01772
OG0000917	Syai.g_00372	Prab.g_01773
OG0000918	Syai.g_00373	Prab.g_01774
OG0000919	Syai.g_00374	Prab.g_01775
OG0000920	Syai.g_00375	Prab.g_01776
OG0000921	Syai.g_00376	Prab.g_01777
OG0000922	Syai.g_00377	Prab.g_01778
OG0000923	Syai.g_00381	Prab.g_01782
OG0000924	Syai.g_00382	Prab.g_01783
OG0000925	Syai.g_00383	Prab.g_01784
OG0000926	Syai.g_00384	Prab.g_01785
OG0000927	Syai.g_00386	Prab.g_01787
OG0000928	Syai.g_00387	Prab.g_01788
OG0000929	Syai.g_00388	Prab.g_01789
OG0000930	Syai.g_00389	Prab.g_01790
OG0000931	Syai.g_00390	Prab.g_01791
OG0000932	Syai.g_00391	Prab.g_01792
OG0000933	Syai.g_00397	Prab.g_01796
OG0000934	Syai.g_00399	Prab.g_01798
OG0000935	Syai.g_00400	Prab.g_01799
OG0000936	Syai.g_00401	Prab.g_01800
OG0000937	Syai.g_00402	Prab.g_01801
OG0000938	Syai.g_00405	Prab.g_01803
OG0000939	Syai.g_00406	Prab.g_01804
OG0000940	Syai.g_00413	Prab.g_01811
OG0000941	Syai.g_00415	Prab.g_01813
OG0000942	Syai.g_00417	Prab.g_01815
OG0000943	Syai.g_00418	Prab.g_01816
OG0000944	Syai.g_00420	Prab.g_01817
OG0000945	Syai.g_00422	Prab.g_01818
OG0000946	Syai.g_00428	Prab.g_01822
OG0000947	Syai.g_00431	Prab.g_01824
OG0000948	Syai.g_00432	Prab.g_01825
OG0000949	Syai.g_00174	Prab.g_01828
OG0000950	Syai.g_00163	Prab.g_01833
OG0000951	Syai.g_00158	Prab.g_01836
OG0000952	Syai.g_00136	Prab.g_01840
OG0000953	Syai.g_00132	Prab.g_01843
OG0000954	Syai.g_00127	Prab.g_01847
OG0000955	Syai.g_00126	Prab.g_01848
OG0000956	Syai.g_00124	Prab.g_01850
OG0000957	Syai.g_00113	Prab.g_01855
OG0000958	Syai.g_00112	Prab.g_01856
OG0000959	Syai.g_00108	Prab.g_01860
OG0000960	Syai.g_00107	Prab.g_01861
OG0000961	Syai.g_00100	Prab.g_01863
OG0000962	Syai.g_00098	Prab.g_01865
OG0000963	Syai.g_00094	Prab.g_01869
OG0000964	Syai.g_00093	Prab.g_01870
OG0000965	Syai.g_00092	Prab.g_01871
OG0000966	Syai.g_00082	Prab.g_01879
OG0000967	Syai.g_00077	Prab.g_01883
OG0000968	Syai.g_00085	Prab.g_01885
OG0000969	Syai.g_00080	Prab.g_01886
OG0000970	Syai.g_00079	Prab.g_01887
OG0000971	Syai.g_00074	Prab.g_01888
OG0000972	Syai.g_00073	Prab.g_01889
OG0000973	Syai.g_00072	Prab.g_01890
OG0000974	Syai.g_00071	Prab.g_01891
OG0000975	Syai.g_00070	Prab.g_01892
OG0000976	Syai.g_00069	Prab.g_01893
OG0000977	Syai.g_00067	Prab.g_01894
OG0000978	Syai.g_00065	Prab.g_01895
OG0000979	Syai.g_00062	Prab.g_01898
OG0000980	Syai.g_00059	Prab.g_01900
OG0000981	Syai.g_00056	Prab.g_01902
OG0000982	Syai.g_02777	Prab.g_01904
OG0000983	Syai.g_02778	Prab.g_01905
OG0000984	Syai.g_02779	Prab.g_01906
OG0000985	Syai.g_02781	Prab.g_01909
OG0000986	Syai.g_02784	Prab.g_01911
OG0000987	Syai.g_02786	Prab.g_01912
OG0000988	Syai.g_02790	Prab.g_01915
OG0000989	Syai.g_02797	Prab.g_01919
OG0000990	Syai.g_02825	Prab.g_01922
OG0000991	Syai.g_02827	Prab.g_01923
OG0000992	Syai.g_02830	Prab.g_01925
OG0000993	Syai.g_02831	Prab.g_01926
OG0000994	Syai.g_02834	Prab.g_01927
OG0000995	Syai.g_02840	Prab.g_01931
OG0000996	Syai.g_02891	Prab.g_01932
OG0000997	Syai.g_02900	Prab.g_01933
OG0000998	Syai.g_02902	Prab.g_01935
OG0000999	Syai.g_02903	Prab.g_01936
OG0001000	Syai.g_02906	Prab.g_01939
OG0001001	Syai.g_02911	Prab.g_01941
OG0001002	Syai.g_02918	Prab.g_01945
OG0001003	Syai.g_02919	Prab.g_01947
OG0001004	Syai.g_02920	Prab.g_01948
OG0001005	Syai.g_02921	Prab.g_01949
OG0001006	Syai.g_02931	Prab.g_01953
OG0001007	Syai.g_02933	Prab.g_01955
OG0001008	Syai.g_02227	Prab.g_00440
OG0001009	Syai.g_00034	Prab.g_00027
OG0001010	Syai.g_00035	Prab.g_00028
OG0001011	Syai.g_00037	Prab.g_00029
OG0001012	Syai.g_02773	Prab.g_00042
OG0001013	Syai.g_02750	Prab.g_00047
OG0001014	Syai.g_02726	Prab.g_00050
OG0001015	Syai.g_02725	Prab.g_00051
OG0001016	Syai.g_02479	Prab.g_00065
OG0001017	Syai.g_02485	Prab.g_00069
OG0001018	Syai.g_02487	Prab.g_00072
OG0001019	Syai.g_02508	Prab.g_00081
OG0001020	Syai.g_02516	Prab.g_00082
OG0001021	Syai.g_02523	Prab.g_00083
OG0001022	Syai.g_02528	Prab.g_00085
OG0001023	Syai.g_02529	Prab.g_00086
OG0001024	Syai.g_02533	Prab.g_00089
OG0001025	Syai.g_02540	Prab.g_00095
OG0001026	Syai.g_02550	Prab.g_00102
OG0001027	Syai.g_02555	Prab.g_00103
OG0001028	Syai.g_02557	Prab.g_00105
OG0001029	Syai.g_02559	Prab.g_00106
OG0001030	Syai.g_02580	Prab.g_00120
OG0001031	Syai.g_02656	Prab.g_00177
OG0001032	Syai.g_02658	Prab.g_00178
OG0001033	Syai.g_02685	Prab.g_00199
OG0001034	Syai.g_00537	Prab.g_00227
OG0001035	Syai.g_00295	Prab.g_00244
OG0001036	Syai.g_00290	Prab.g_00248
OG0001037	Syai.g_00288	Prab.g_00249
OG0001038	Syai.g_00261	Prab.g_00266
OG0001039	Syai.g_00258	Prab.g_00269
OG0001040	Syai.g_00255	Prab.g_00271
OG0001041	Syai.g_00250	Prab.g_00275
OG0001042	Syai.g_00225	Prab.g_00292
OG0001043	Syai.g_00221	Prab.g_00293
OG0001044	Syai.g_00485	Prab.g_00321
OG0001045	Syai.g_00498	Prab.g_00329
OG0001046	Syai.g_01471	Prab.g_00367
OG0001047	Syai.g_02225	Prab.g_00442
OG0001048	Syai.g_02224	Prab.g_00443
OG0001049	Syai.g_02215	Prab.g_00445
OG0001050	Syai.g_02214	Prab.g_00446
OG0001051	Syai.g_02213	Prab.g_00447
OG0001052	Syai.g_00861	Prab.g_00475
OG0001053	Syai.g_00641	Prab.g_00487
OG0001054	Syai.g_00658	Prab.g_00502
OG0001055	Syai.g_00679	Prab.g_00521
OG0001056	Syai.g_00713	Prab.g_00540
OG0001057	Syai.g_00721	Prab.g_00545
OG0001058	Syai.g_00734	Prab.g_00553
OG0001059	Syai.g_00738	Prab.g_00557
OG0001060	Syai.g_00744	Prab.g_00564
OG0001061	Syai.g_00765	Prab.g_00578
OG0001062	Syai.g_00767	Prab.g_00580
OG0001063	Syai.g_00774	Prab.g_00582
OG0001064	Syai.g_00775	Prab.g_00583
OG0001065	Syai.g_00776	Prab.g_00584
OG0001066	Syai.g_00777	Prab.g_00585
OG0001067	Syai.g_00778	Prab.g_00586
OG0001068	Syai.g_00779	Prab.g_00587
OG0001069	Syai.g_00780	Prab.g_00588
OG0001070	Syai.g_00783	Prab.g_00591
OG0001071	Syai.g_00784	Prab.g_00592
OG0001072	Syai.g_00788	Prab.g_00594
OG0001073	Syai.g_00807	Prab.g_00608
OG0001074	Syai.g_01051	Prab.g_00619
OG0001075	Syai.g_01053	Prab.g_00620
OG0001076	Syai.g_01069	Prab.g_00629
OG0001077	Syai.g_01081	Prab.g_00633
OG0001078	Syai.g_01105	Prab.g_00641
OG0001079	Syai.g_01118	Prab.g_00652
OG0001080	Syai.g_01606	Prab.g_00658
OG0001081	Syai.g_01222	Prab.g_00660
OG0001082	Syai.g_01223	Prab.g_00661
OG0001083	Syai.g_01230	Prab.g_00666
OG0001084	Syai.g_01231	Prab.g_00667
OG0001085	Syai.g_01241	Prab.g_00675
OG0001086	Syai.g_01243	Prab.g_00676
OG0001087	Syai.g_01953	Prab.g_00693
OG0001088	Syai.g_01957	Prab.g_00694
OG0001089	Syai.g_01996	Prab.g_00702
OG0001090	Syai.g_01387	Prab.g_00724
OG0001091	Syai.g_01389	Prab.g_00726
OG0001092	Syai.g_01391	Prab.g_00727
OG0001093	Syai.g_01397	Prab.g_00732
OG0001094	Syai.g_01315	Prab.g_00834
OG0001096	Syai.g_01371	Prab.g_00866
OG0001097	Syai.g_02057	Prab.g_00884
OG0001098	Syai.g_01603	Prab.g_00900
OG0001099	Syai.g_02558	Prab.g_01079
OG0001100	Syai.g_01253	Prab.g_01075
OG0001101	Syai.g_01254	Prab.g_01073
OG0001102	Syai.g_01257	Prab.g_01071
OG0001103	Syai.g_01260	Prab.g_01069
OG0001104	Syai.g_01300	Prab.g_01047
OG0001105	Syai.g_01304	Prab.g_01043
OG0001106	Syai.g_01517	Prab.g_01019
OG0001107	Syai.g_01505	Prab.g_01012
OG0001108	Syai.g_01496	Prab.g_01008
OG0001109	Syai.g_01488	Prab.g_01007
OG0001110	Syai.g_01486	Prab.g_01005
OG0001111	Syai.g_01484	Prab.g_01004
OG0001112	Syai.g_01482	Prab.g_01003
OG0001113	Syai.g_01481	Prab.g_01002
OG0001114	Syai.g_01480	Prab.g_01001
OG0001115	Syai.g_01476	Prab.g_00999
OG0001116	Syai.g_01474	Prab.g_00998
OG0001117	Syai.g_01473	Prab.g_00997
OG0001118	Syai.g_01472	Prab.g_00996
OG0001119	Syai.g_01470	Prab.g_00995
OG0001120	Syai.g_01466	Prab.g_00993
OG0001121	Syai.g_01676	Prab.g_01184, Prab.g_00990
OG0001122	Syai.g_01437	Prab.g_00957
OG0001123	Syai.g_01430	Prab.g_00953
OG0001124	Syai.g_01428	Prab.g_00951
OG0001125	Syai.g_01426	Prab.g_00950
OG0001126	Syai.g_02021	Prab.g_00940
OG0001127	Syai.g_02020	Prab.g_00939
OG0001128	Syai.g_02017	Prab.g_00937
OG0001129	Syai.g_02015	Prab.g_00936
OG0001130	Syai.g_02014	Prab.g_00935
OG0001131	Syai.g_01281	Prab.g_01125
OG0001132	Syai.g_01620	Prab.g_01135
OG0001133	Syai.g_01072	Prab.g_01169
OG0001134	Syai.g_01745	Prab.g_01186
OG0001136	Syai.g_02146	Prab.g_01216
OG0001137	Syai.g_02126	Prab.g_01227
OG0001138	Syai.g_01763	Prab.g_01245
OG0001139	Syai.g_01765	Prab.g_01246
OG0001140	Syai.g_01766	Prab.g_01247
OG0001141	Syai.g_01767	Prab.g_01248
OG0001142	Syai.g_01768	Prab.g_01249
OG0001143	Syai.g_01778	Prab.g_01256
OG0001144	Syai.g_01788	Prab.g_01261
OG0001145	Syai.g_02165	Prab.g_01318
OG0001146	Syai.g_02185	Prab.g_01330
OG0001147	Syai.g_00869	Prab.g_01347
OG0001148	Syai.g_00626	Prab.g_01362
OG0001149	Syai.g_00625	Prab.g_01363
OG0001150	Syai.g_00624	Prab.g_01364
OG0001151	Syai.g_00611	Prab.g_01375
OG0001152	Syai.g_00610	Prab.g_01376
OG0001153	Syai.g_00903	Prab.g_01498
OG0001154	Syai.g_00901	Prab.g_01499
OG0001155	Syai.g_02298	Prab.g_01511
OG0001156	Syai.g_02301	Prab.g_01514
OG0001157	Syai.g_02302	Prab.g_01515
OG0001158	Syai.g_02303	Prab.g_01516
OG0001159	Syai.g_02304	Prab.g_01517
OG0001160	Syai.g_02355	Prab.g_01541
OG0001161	Syai.g_02803	Prab.g_01553
OG0001162	Syai.g_01374	Prab.g_01567
OG0001163	Syai.g_02363	Prab.g_01661
OG0001164	Syai.g_02369	Prab.g_01665
OG0001165	Syai.g_02374	Prab.g_01668
OG0001166	Syai.g_02400	Prab.g_01688
OG0001167	Syai.g_02254	Prab.g_01705
OG0001168	Syai.g_02256	Prab.g_01707
OG0001169	Syai.g_02258	Prab.g_01709
OG0001170	Syai.g_02260	Prab.g_01711
OG0001171	Syai.g_02270	Prab.g_01720
OG0001172	Syai.g_00323	Prab.g_01734
OG0001173	Syai.g_00324	Prab.g_01735
