Orthogroup	Syai	Syab
OG0000568	Syai.g_00758	Syab.g_01991
OG0000569	Syai.g_00759	Syab.g_01990
OG0000570	Syai.g_00760	Syab.g_01989
OG0000571	Syai.g_00764	Syab.g_01986
OG0000572	Syai.g_00782	Syab.g_01969
OG0000573	Syai.g_00790	Syab.g_01960
OG0000574	Syai.g_00796	Syab.g_01959
OG0000575	Syai.g_00800	Syab.g_01954
OG0000576	Syai.g_00802	Syab.g_01952
OG0000577	Syai.g_00803	Syab.g_01951
OG0000578	Syai.g_00804	Syab.g_01950
OG0000579	Syai.g_00805	Syab.g_01949
OG0000580	Syai.g_00806	Syab.g_01948
OG0000581	Syai.g_00812	Syab.g_01934
OG0000582	Syai.g_01042	Syab.g_01929
OG0000583	Syai.g_01043	Syab.g_01928
OG0000584	Syai.g_01044	Syab.g_01927
OG0000585	Syai.g_01046	Syab.g_01924
OG0000586	Syai.g_01047	Syab.g_01923
OG0000587	Syai.g_01049	Syab.g_01921
OG0000588	Syai.g_01063	Syab.g_01910
OG0000589	Syai.g_01066	Syab.g_01899
OG0000590	Syai.g_01067	Syab.g_01898
OG0000591	Syai.g_01075	Syab.g_01892
OG0000592	Syai.g_01076	Syab.g_01891
OG0000593	Syai.g_01100	Syab.g_01877
OG0000594	Syai.g_01101	Syab.g_01876
OG0000595	Syai.g_01102	Syab.g_01875
OG0000596	Syai.g_01107	Syab.g_01871
OG0000597	Syai.g_01110	Syab.g_01868
OG0000598	Syai.g_01111	Syab.g_01867
OG0000599	Syai.g_01114	Syab.g_01860
OG0000600	Syai.g_01115	Syab.g_01859
OG0000601	Syai.g_01116	Syab.g_01858
OG0000602	Syai.g_01121	Syab.g_01853
OG0000603	Syai.g_01122	Syab.g_01852
OG0000604	Syai.g_01125	Syab.g_01850
OG0000605	Syai.g_01609	Syab.g_01758
OG0000606	Syai.g_01221	Syab.g_01529
OG0000607	Syai.g_01224	Syab.g_01533
OG0000608	Syai.g_01225	Syab.g_01534
OG0000609	Syai.g_01227	Syab.g_01536
OG0000610	Syai.g_01234	Syab.g_01555
OG0000611	Syai.g_01237	Syab.g_01558
OG0000612	Syai.g_01238	Syab.g_01559
OG0000613	Syai.g_00196	Syab.g_00228
OG0000614	Syai.g_01981	Syab.g_01179
OG0000615	Syai.g_01286	Syab.g_01605
OG0000616	Syai.g_02914	Syab.g_02897
OG0000617	Syai.g_01393	Syab.g_01274
OG0000618	Syai.g_01394	Syab.g_01275
OG0000619	Syai.g_01395	Syab.g_01662
OG0000620	Syai.g_01402	Syab.g_01668
OG0000621	Syai.g_01403	Syab.g_01669
OG0000622	Syai.g_01404	Syab.g_01670
OG0000623	Syai.g_01405	Syab.g_01671
OG0000624	Syai.g_01407	Syab.g_01673
OG0000625	Syai.g_01408	Syab.g_01674
OG0000626	Syai.g_01409	Syab.g_01675
OG0000627	Syai.g_01575	Syab.g_01438
OG0000628	Syai.g_01573	Syab.g_01437
OG0000629	Syai.g_01570	Syab.g_01434
OG0000630	Syai.g_01566	Syab.g_01430
OG0000631	Syai.g_01557	Syab.g_01421
OG0000632	Syai.g_01556	Syab.g_01420
OG0000633	Syai.g_01555	Syab.g_01419
OG0000634	Syai.g_01317	Syab.g_01651
OG0000635	Syai.g_01318	Syab.g_01656
OG0000636	Syai.g_01320	Syab.g_01658
OG0000637	Syai.g_01322	Syab.g_01660
OG0000638	Syai.g_01323	Syab.g_01661
OG0000639	Syai.g_01324	Syab.g_01276
OG0000640	Syai.g_01325	Syab.g_01277
OG0000641	Syai.g_01329	Syab.g_01281
OG0000642	Syai.g_01330	Syab.g_01282
OG0000643	Syai.g_01349	Syab.g_01283
OG0000644	Syai.g_01350	Syab.g_01284
OG0000645	Syai.g_01352	Syab.g_01286
OG0000646	Syai.g_01355	Syab.g_01289
OG0000647	Syai.g_01357	Syab.g_01291
OG0000648	Syai.g_01362	Syab.g_01684
OG0000649	Syai.g_01363	Syab.g_01685
OG0000650	Syai.g_01364	Syab.g_01686
OG0000651	Syai.g_01365	Syab.g_01687
OG0000652	Syai.g_01366	Syab.g_01688
OG0000653	Syai.g_01368	Syab.g_01690
OG0000654	Syai.g_01369	Syab.g_01691
OG0000655	Syai.g_01370	Syab.g_01692
OG0000656	Syai.g_01373	Syab.g_01695
OG0000657	Syai.g_02045	Syab.g_01706
OG0000658	Syai.g_02049	Syab.g_01710
OG0000659	Syai.g_02050	Syab.g_01711
OG0000660	Syai.g_02054	Syab.g_01715
OG0000661	Syai.g_02056	Syab.g_01717
OG0000662	Syai.g_02058	Syab.g_01719
OG0000663	Syai.g_02061	Syab.g_01722
OG0000664	Syai.g_02062	Syab.g_01723
OG0000665	Syai.g_02431	Syab.g_01829
OG0000666	Syai.g_01610	Syab.g_01842
OG0000667	Syai.g_01724	Syab.g_01548
OG0000668	Syai.g_01436	Syab.g_01319
OG0000669	Syai.g_01251	Syab.g_01642
OG0000670	Syai.g_00561	Syab.g_02156
OG0000671	Syai.g_01255	Syab.g_01638
OG0000672	Syai.g_01259	Syab.g_01635
OG0000673	Syai.g_01262	Syab.g_01632
OG0000674	Syai.g_01264	Syab.g_01630
OG0000675	Syai.g_01265	Syab.g_01629
OG0000676	Syai.g_01275	Syab.g_01620
OG0000677	Syai.g_01276	Syab.g_01619
OG0000678	Syai.g_01279	Syab.g_01613
OG0000679	Syai.g_01288	Syab.g_01601
OG0000680	Syai.g_01289	Syab.g_01600
OG0000681	Syai.g_01292	Syab.g_01597
OG0000682	Syai.g_01293	Syab.g_01596
OG0000683	Syai.g_01294	Syab.g_01595
OG0000684	Syai.g_01299	Syab.g_01591
OG0000685	Syai.g_01301	Syab.g_01589
OG0000686	Syai.g_01302	Syab.g_01588
OG0000687	Syai.g_01303	Syab.g_01586
OG0000688	Syai.g_01307	Syab.g_01576
OG0000689	Syai.g_01309	Syab.g_01574
OG0000690	Syai.g_01310	Syab.g_01573
OG0000691	Syai.g_01311	Syab.g_01572
OG0000692	Syai.g_01312	Syab.g_01571
OG0000693	Syai.g_01313	Syab.g_01569
OG0000694	Syai.g_01314	Syab.g_01568
OG0000695	Syai.g_01553	Syab.g_01417
OG0000696	Syai.g_01552	Syab.g_01416
OG0000697	Syai.g_01550	Syab.g_01415
OG0000698	Syai.g_01547	Syab.g_01412
OG0000699	Syai.g_01545	Syab.g_01411
OG0000700	Syai.g_01544	Syab.g_01410
OG0000701	Syai.g_01543	Syab.g_01409
OG0000702	Syai.g_01521	Syab.g_01401
OG0000703	Syai.g_01520	Syab.g_01400
OG0000704	Syai.g_01518	Syab.g_01398
OG0000705	Syai.g_01511	Syab.g_01391
OG0000706	Syai.g_01510	Syab.g_01390
OG0000707	Syai.g_01509	Syab.g_01389
OG0000708	Syai.g_01506	Syab.g_01386
OG0000709	Syai.g_01497	Syab.g_01378
OG0000710	Syai.g_01487	Syab.g_01367
OG0000711	Syai.g_01456	Syab.g_01340
OG0000712	Syai.g_01454	Syab.g_01338
OG0000713	Syai.g_01453	Syab.g_01337
OG0000714	Syai.g_01451	Syab.g_01334
OG0000715	Syai.g_01449	Syab.g_01332
OG0000716	Syai.g_01445	Syab.g_01328
OG0000717	Syai.g_01444	Syab.g_01327
OG0000718	Syai.g_01440	Syab.g_01323
OG0000719	Syai.g_01438	Syab.g_01321
OG0000720	Syai.g_01425	Syab.g_01307
OG0000721	Syai.g_01423	Syab.g_01305
OG0000722	Syai.g_01422	Syab.g_01304
OG0000723	Syai.g_01411	Syab.g_01678
OG0000724	Syai.g_02013	Syab.g_01223
OG0000725	Syai.g_02004	Syab.g_01207
OG0000726	Syai.g_02003	Syab.g_01206
OG0000727	Syai.g_02002	Syab.g_01205
OG0000728	Syai.g_02000	Syab.g_01203
OG0000729	Syai.g_00097	Syab.g_00097
OG0000730	Syai.g_00483	Syab.g_00521
OG0000731	Syai.g_00495	Syab.g_00531
OG0000732	Syai.g_00058	Syab.g_00055
OG0000733	Syai.g_02805	Syab.g_02798
OG0000734	Syai.g_02548	Syab.g_02508
OG0000735	Syai.g_02159	Syab.g_00942
OG0000736	Syai.g_02158	Syab.g_00943
OG0000737	Syai.g_02157	Syab.g_00944
OG0000738	Syai.g_02152	Syab.g_00949
OG0000739	Syai.g_02151	Syab.g_00961
OG0000740	Syai.g_02150	Syab.g_00962
OG0000741	Syai.g_02147	Syab.g_00965
OG0000742	Syai.g_02145	Syab.g_00968
OG0000743	Syai.g_02143	Syab.g_00970
OG0000744	Syai.g_02142	Syab.g_00971
OG0000745	Syai.g_02140	Syab.g_00973
OG0000746	Syai.g_02138	Syab.g_00975
OG0000747	Syai.g_02137	Syab.g_00976
OG0000748	Syai.g_02125	Syab.g_00991
OG0000749	Syai.g_02123	Syab.g_00992
OG0000750	Syai.g_02122	Syab.g_00993
OG0000751	Syai.g_02116	Syab.g_01002
OG0000752	Syai.g_02114	Syab.g_01004
OG0000753	Syai.g_02111	Syab.g_01007
OG0000754	Syai.g_01750	Syab.g_01012
OG0000755	Syai.g_01760	Syab.g_01021
OG0000756	Syai.g_01761	Syab.g_01022
OG0000757	Syai.g_01769	Syab.g_01029
OG0000758	Syai.g_01770	Syab.g_01030
OG0000759	Syai.g_01771	Syab.g_01031
OG0000760	Syai.g_01772	Syab.g_01032
OG0000761	Syai.g_01775	Syab.g_01034
OG0000762	Syai.g_01777	Syab.g_01036
OG0000763	Syai.g_01779	Syab.g_01038
OG0000764	Syai.g_01780	Syab.g_01039
OG0000765	Syai.g_01797	Syab.g_01154
OG0000766	Syai.g_01798	Syab.g_01153
OG0000767	Syai.g_01800	Syab.g_01151
OG0000768	Syai.g_01801	Syab.g_01150
OG0000769	Syai.g_01803	Syab.g_01148
OG0000770	Syai.g_01822	Syab.g_01145
OG0000771	Syai.g_02019	Syab.g_01229
OG0000772	Syai.g_01639	Syab.g_00957
OG0000773	Syai.g_02164	Syab.g_00931
OG0000774	Syai.g_02168	Syab.g_00924
OG0000775	Syai.g_02172	Syab.g_00922
OG0000776	Syai.g_02173	Syab.g_00921
OG0000777	Syai.g_02174	Syab.g_00920
OG0000778	Syai.g_02175	Syab.g_00919
OG0000779	Syai.g_02181	Syab.g_00913
OG0000780	Syai.g_02184	Syab.g_00908
OG0000781	Syai.g_02188	Syab.g_00904
OG0000782	Syai.g_02189	Syab.g_00903
OG0000783	Syai.g_02190	Syab.g_00902
OG0000784	Syai.g_02191	Syab.g_00901
OG0000785	Syai.g_02193	Syab.g_00899
OG0000786	Syai.g_00816	Syab.g_00895
OG0000787	Syai.g_00815	Syab.g_00894
OG0000788	Syai.g_01117	Syab.g_01857
OG0000789	Syai.g_01596	Syab.g_01835
OG0000790	Syai.g_00623	Syab.g_02082
OG0000791	Syai.g_00621	Syab.g_02080
OG0000792	Syai.g_00620	Syab.g_02079
OG0000793	Syai.g_00615	Syab.g_02074
OG0000794	Syai.g_00614	Syab.g_02073
OG0000795	Syai.g_00613	Syab.g_02072
OG0000796	Syai.g_00609	Syab.g_02068
OG0000797	Syai.g_00608	Syab.g_02067
OG0000798	Syai.g_00262	Syab.g_00298
OG0000799	Syai.g_00996	Syab.g_00826
OG0000800	Syai.g_00993	Syab.g_00821
OG0000801	Syai.g_00992	Syab.g_00820
OG0000802	Syai.g_00988	Syab.g_00816
OG0000803	Syai.g_00983	Syab.g_00806
OG0000804	Syai.g_00980	Syab.g_00802
OG0000805	Syai.g_00965	Syab.g_00792
OG0000806	Syai.g_00963	Syab.g_00790
OG0000807	Syai.g_00961	Syab.g_00788
OG0000808	Syai.g_00960	Syab.g_00783
OG0000809	Syai.g_00957	Syab.g_00780
OG0000810	Syai.g_00956	Syab.g_00779
OG0000811	Syai.g_00950	Syab.g_00770
OG0000812	Syai.g_00948	Syab.g_00768
OG0000813	Syai.g_00947	Syab.g_00767
OG0000814	Syai.g_00945	Syab.g_00765
OG0000815	Syai.g_00944	Syab.g_00760
OG0000816	Syai.g_00942	Syab.g_00758
OG0000817	Syai.g_00941	Syab.g_00757
OG0000818	Syai.g_00935	Syab.g_00751
OG0000819	Syai.g_00934	Syab.g_00750
OG0000820	Syai.g_00933	Syab.g_00749
OG0000821	Syai.g_00916	Syab.g_00743
OG0000822	Syai.g_00914	Syab.g_00741
OG0000823	Syai.g_00913	Syab.g_00740
OG0000824	Syai.g_00907	Syab.g_00735
OG0000825	Syai.g_00906	Syab.g_00734
OG0000826	Syai.g_00905	Syab.g_00733
OG0000827	Syai.g_00904	Syab.g_00732
OG0000828	Syai.g_00900	Syab.g_00729
OG0000829	Syai.g_00899	Syab.g_00728
OG0000830	Syai.g_00898	Syab.g_00727
OG0000831	Syai.g_00896	Syab.g_00725
OG0000832	Syai.g_02296	Syab.g_02169
OG0000833	Syai.g_02305	Syab.g_02178
OG0000834	Syai.g_02307	Syab.g_02181
OG0000835	Syai.g_02308	Syab.g_02182
OG0000836	Syai.g_02312	Syab.g_02185
OG0000837	Syai.g_02313	Syab.g_02186
OG0000838	Syai.g_02323	Syab.g_02190
OG0000839	Syai.g_02324	Syab.g_02191
OG0000840	Syai.g_02325	Syab.g_02192
OG0000841	Syai.g_02326	Syab.g_02193
OG0000842	Syai.g_02327	Syab.g_02194
OG0000843	Syai.g_02328	Syab.g_02195
OG0000844	Syai.g_02330	Syab.g_02197
OG0000845	Syai.g_02331	Syab.g_02198
OG0000846	Syai.g_02332	Syab.g_02199
OG0000847	Syai.g_02333	Syab.g_02200
OG0000848	Syai.g_02335	Syab.g_02202
OG0000849	Syai.g_02336	Syab.g_02203
OG0000850	Syai.g_02339	Syab.g_02212
OG0000851	Syai.g_02352	Syab.g_02226
OG0000852	Syai.g_02353	Syab.g_02227
OG0000853	Syai.g_02357	Syab.g_02233
OG0000854	Syai.g_02359	Syab.g_02235
OG0000855	Syai.g_02360	Syab.g_02236
OG0000856	Syai.g_01078	Syab.g_01889
OG0000857	Syai.g_01356	Syab.g_01290
OG0000858	Syai.g_02366	Syab.g_02244
OG0000859	Syai.g_02367	Syab.g_02245
OG0000860	Syai.g_02380	Syab.g_02258
OG0000861	Syai.g_02381	Syab.g_02259
OG0000862	Syai.g_02382	Syab.g_02261
OG0000863	Syai.g_02385	Syab.g_02265
OG0000864	Syai.g_02386	Syab.g_02266
OG0000865	Syai.g_02387	Syab.g_02267
OG0000866	Syai.g_02388	Syab.g_02268
OG0000867	Syai.g_02389	Syab.g_02269
OG0000868	Syai.g_02392	Syab.g_02287
OG0000869	Syai.g_02396	Syab.g_02292
OG0000870	Syai.g_02401	Syab.g_02297
OG0000871	Syai.g_02402	Syab.g_02298
OG0000872	Syai.g_02409	Syab.g_02305
OG0000873	Syai.g_02412	Syab.g_02308
OG0000874	Syai.g_02408	Syab.g_02311
OG0000875	Syai.g_02416	Syab.g_02313
OG0000876	Syai.g_02243	Syab.g_02315
OG0000877	Syai.g_02250	Syab.g_02317
OG0000878	Syai.g_02251	Syab.g_02318
OG0000879	Syai.g_02252	Syab.g_02319
OG0000880	Syai.g_02253	Syab.g_02320
OG0000881	Syai.g_02257	Syab.g_02325
OG0000882	Syai.g_02262	Syab.g_02330
OG0000883	Syai.g_02264	Syab.g_02332
OG0000884	Syai.g_02266	Syab.g_02334
OG0000885	Syai.g_02267	Syab.g_02335
OG0000886	Syai.g_02268	Syab.g_02336
OG0000887	Syai.g_02269	Syab.g_02338
OG0000888	Syai.g_02271	Syab.g_02340
OG0000889	Syai.g_02273	Syab.g_02342
OG0000890	Syai.g_02279	Syab.g_02348
OG0000891	Syai.g_02280	Syab.g_02349
OG0000892	Syai.g_02282	Syab.g_02353
OG0000893	Syai.g_00318	Syab.g_00366
OG0000894	Syai.g_00321	Syab.g_00369
OG0000895	Syai.g_00325	Syab.g_00373
OG0000896	Syai.g_00326	Syab.g_00374
OG0000897	Syai.g_00328	Syab.g_00376
OG0000898	Syai.g_00329	Syab.g_00377
OG0000899	Syai.g_00330	Syab.g_00378
OG0000900	Syai.g_00331	Syab.g_00379
OG0000901	Syai.g_00336	Syab.g_00384
OG0000902	Syai.g_00338	Syab.g_00386
OG0000903	Syai.g_00353	Syab.g_00399
OG0000904	Syai.g_00348	Syab.g_00395
OG0000905	Syai.g_00342	Syab.g_00390
OG0000906	Syai.g_00340	Syab.g_00388
OG0000907	Syai.g_00358	Syab.g_00401
OG0000908	Syai.g_00361	Syab.g_00404
OG0000909	Syai.g_00362	Syab.g_00405
OG0000910	Syai.g_00363	Syab.g_00406
OG0000911	Syai.g_00365	Syab.g_00408
OG0000912	Syai.g_00366	Syab.g_00409
OG0000913	Syai.g_00367	Syab.g_00410
OG0000914	Syai.g_00368	Syab.g_00411
OG0000915	Syai.g_00370	Syab.g_00412
OG0000916	Syai.g_00371	Syab.g_00413
OG0000917	Syai.g_00372	Syab.g_00414
OG0000918	Syai.g_00373	Syab.g_00415
OG0000919	Syai.g_00374	Syab.g_00416
OG0000920	Syai.g_00375	Syab.g_00417
OG0000921	Syai.g_00376	Syab.g_00418
OG0000922	Syai.g_00377	Syab.g_00419
OG0000923	Syai.g_00381	Syab.g_00423
OG0000924	Syai.g_00382	Syab.g_00424
OG0000925	Syai.g_00383	Syab.g_00425
OG0000926	Syai.g_00384	Syab.g_00426
OG0000927	Syai.g_00386	Syab.g_00428
OG0000928	Syai.g_00387	Syab.g_00429
OG0000929	Syai.g_00388	Syab.g_00430
OG0000930	Syai.g_00389	Syab.g_00431
OG0000931	Syai.g_00390	Syab.g_00432
OG0000932	Syai.g_00391	Syab.g_00433
OG0000933	Syai.g_00397	Syab.g_00439
OG0000934	Syai.g_00399	Syab.g_00441
OG0000935	Syai.g_00400	Syab.g_00442
OG0000936	Syai.g_00401	Syab.g_00443
OG0000937	Syai.g_00402	Syab.g_00444
OG0000938	Syai.g_00405	Syab.g_00447
OG0000939	Syai.g_00406	Syab.g_00448
OG0000940	Syai.g_00413	Syab.g_00456
OG0000941	Syai.g_00415	Syab.g_00458
OG0000942	Syai.g_00417	Syab.g_00460
OG0000943	Syai.g_00418	Syab.g_00461
OG0000944	Syai.g_00420	Syab.g_00463
OG0000945	Syai.g_00422	Syab.g_00466
OG0000946	Syai.g_00428	Syab.g_00473
OG0000947	Syai.g_00431	Syab.g_00476
OG0000948	Syai.g_00432	Syab.g_00477
OG0000949	Syai.g_00174	Syab.g_00212
OG0000950	Syai.g_00163	Syab.g_00204
OG0000951	Syai.g_00158	Syab.g_00199
OG0000952	Syai.g_00136	Syab.g_00191
OG0000953	Syai.g_00132	Syab.g_00134
OG0000954	Syai.g_00127	Syab.g_00129
OG0000955	Syai.g_00126	Syab.g_00128
OG0000956	Syai.g_00124	Syab.g_00126
OG0000957	Syai.g_00113	Syab.g_00115
OG0000958	Syai.g_00112	Syab.g_00114
OG0000959	Syai.g_00108	Syab.g_00110
OG0000960	Syai.g_00107	Syab.g_00109
OG0000961	Syai.g_00100	Syab.g_00100
OG0000962	Syai.g_00098	Syab.g_00098
OG0000963	Syai.g_00094	Syab.g_00093
OG0000964	Syai.g_00093	Syab.g_00092
OG0000965	Syai.g_00092	Syab.g_00091
OG0000966	Syai.g_00082	Syab.g_00082
OG0000967	Syai.g_00077	Syab.g_00078
OG0000968	Syai.g_00085	Syab.g_00075
OG0000969	Syai.g_00080	Syab.g_00073
OG0000970	Syai.g_00079	Syab.g_00072
OG0000971	Syai.g_00074	Syab.g_00070
OG0000972	Syai.g_00073	Syab.g_00069
OG0000973	Syai.g_00072	Syab.g_00068
OG0000974	Syai.g_00071	Syab.g_00067
OG0000975	Syai.g_00070	Syab.g_00066
OG0000976	Syai.g_00069	Syab.g_00065
OG0000977	Syai.g_00067	Syab.g_00063
OG0000978	Syai.g_00065	Syab.g_00062
OG0000979	Syai.g_00062	Syab.g_00059
OG0000980	Syai.g_00059	Syab.g_00056
OG0000981	Syai.g_00056	Syab.g_00053
OG0000982	Syai.g_02777	Syab.g_02756
OG0000983	Syai.g_02778	Syab.g_02757
OG0000984	Syai.g_02779	Syab.g_02758
OG0000985	Syai.g_02781	Syab.g_02762
OG0000986	Syai.g_02784	Syab.g_02764
OG0000987	Syai.g_02786	Syab.g_02768
OG0000988	Syai.g_02790	Syab.g_02774
OG0000989	Syai.g_02797	Syab.g_02792
OG0000990	Syai.g_02825	Syab.g_02811
OG0000991	Syai.g_02827	Syab.g_02818
OG0000992	Syai.g_02830	Syab.g_02821
OG0000993	Syai.g_02831	Syab.g_02822
OG0000994	Syai.g_02834	Syab.g_02826
OG0000995	Syai.g_02840	Syab.g_02835
OG0000996	Syai.g_02891	Syab.g_02866
OG0000997	Syai.g_02900	Syab.g_02875
OG0000998	Syai.g_02902	Syab.g_02877
OG0000999	Syai.g_02903	Syab.g_02878
OG0001000	Syai.g_02906	Syab.g_02881
OG0001001	Syai.g_02911	Syab.g_02888
OG0001002	Syai.g_02918	Syab.g_02900
OG0001003	Syai.g_02919	Syab.g_02902
OG0001004	Syai.g_02920	Syab.g_02903
OG0001005	Syai.g_02921	Syab.g_02905
OG0001006	Syai.g_02931	Syab.g_02912
OG0001007	Syai.g_02933	Syab.g_02914
OG0001008	Syai.g_02227	Syab.g_00584
OG0001009	Syai.g_00034	Syab.g_00033
OG0001010	Syai.g_00035	Syab.g_00034
OG0001011	Syai.g_00037	Syab.g_00035
OG0001012	Syai.g_02773	Syab.g_02752
OG0001013	Syai.g_02750	Syab.g_02716
OG0001014	Syai.g_02726	Syab.g_02712
OG0001015	Syai.g_02725	Syab.g_02711
OG0001016	Syai.g_02479	Syab.g_02439
OG0001017	Syai.g_02485	Syab.g_02445
OG0001018	Syai.g_02487	Syab.g_02447
OG0001019	Syai.g_02508	Syab.g_02469
OG0001020	Syai.g_02516	Syab.g_02477
OG0001021	Syai.g_02523	Syab.g_02481
OG0001022	Syai.g_02528	Syab.g_02485
OG0001023	Syai.g_02529	Syab.g_02486
OG0001024	Syai.g_02533	Syab.g_02490
OG0001025	Syai.g_02540	Syab.g_02497
OG0001026	Syai.g_02550	Syab.g_02510
OG0001027	Syai.g_02555	Syab.g_02515
OG0001028	Syai.g_02557	Syab.g_02517
OG0001029	Syai.g_02559	Syab.g_02519
OG0001030	Syai.g_02580	Syab.g_02540
OG0001031	Syai.g_02656	Syab.g_02615
OG0001032	Syai.g_02658	Syab.g_02617
OG0001033	Syai.g_02685	Syab.g_02675
OG0001034	Syai.g_00537	Syab.g_02370
OG0001035	Syai.g_00295	Syab.g_00335
OG0001036	Syai.g_00290	Syab.g_00327
OG0001037	Syai.g_00288	Syab.g_00325
OG0001038	Syai.g_00261	Syab.g_00297
OG0001039	Syai.g_00258	Syab.g_00294
OG0001040	Syai.g_00255	Syab.g_00291
OG0001041	Syai.g_00250	Syab.g_00286
OG0001042	Syai.g_00225	Syab.g_00254
OG0001043	Syai.g_00221	Syab.g_00250
OG0001044	Syai.g_00485	Syab.g_00522
OG0001045	Syai.g_00498	Syab.g_00534
OG0001046	Syai.g_01471	Syab.g_01352
OG0001047	Syai.g_02225	Syab.g_00586
OG0001048	Syai.g_02224	Syab.g_00587
OG0001049	Syai.g_02215	Syab.g_00590
OG0001050	Syai.g_02214	Syab.g_00591
OG0001051	Syai.g_02213	Syab.g_00592
OG0001052	Syai.g_00861	Syab.g_00693
OG0001053	Syai.g_00641	Syab.g_02099
OG0001054	Syai.g_00658	Syab.g_02118
OG0001055	Syai.g_00679	Syab.g_02139
OG0001056	Syai.g_00713	Syab.g_02036
OG0001057	Syai.g_00721	Syab.g_00882
OG0001058	Syai.g_00734	Syab.g_02014
OG0001059	Syai.g_00738	Syab.g_02010
OG0001060	Syai.g_00744	Syab.g_02003
OG0001061	Syai.g_00765	Syab.g_01985
OG0001062	Syai.g_00767	Syab.g_01983
OG0001063	Syai.g_00774	Syab.g_01979
OG0001064	Syai.g_00775	Syab.g_01978
OG0001065	Syai.g_00776	Syab.g_01976
OG0001066	Syai.g_00777	Syab.g_01975
OG0001067	Syai.g_00778	Syab.g_01974
OG0001068	Syai.g_00779	Syab.g_01973
OG0001069	Syai.g_00780	Syab.g_01972
OG0001070	Syai.g_00783	Syab.g_01968
OG0001071	Syai.g_00784	Syab.g_01967
OG0001072	Syai.g_00788	Syab.g_01962
OG0001073	Syai.g_00807	Syab.g_01947
OG0001074	Syai.g_01051	Syab.g_01815
OG0001075	Syai.g_01053	Syab.g_01919
OG0001076	Syai.g_01069	Syab.g_01897
OG0001077	Syai.g_01081	Syab.g_01887
OG0001079	Syai.g_01118	Syab.g_01856
OG0001080	Syai.g_01606	Syab.g_01756
OG0001081	Syai.g_01222	Syab.g_01530
OG0001082	Syai.g_01223	Syab.g_01531
OG0001083	Syai.g_01230	Syab.g_01540
OG0001084	Syai.g_01231	Syab.g_01543
OG0001085	Syai.g_01241	Syab.g_01563
OG0001086	Syai.g_01243	Syab.g_01565
OG0001087	Syai.g_01953	Syab.g_01167
OG0001088	Syai.g_01957	Syab.g_01170
OG0001089	Syai.g_01996	Syab.g_01198
OG0001090	Syai.g_01387	Syab.g_01267
OG0001091	Syai.g_01389	Syab.g_01270
OG0001092	Syai.g_01391	Syab.g_01272
OG0001093	Syai.g_01397	Syab.g_01664
OG0001094	Syai.g_01315	Syab.g_01567
OG0001096	Syai.g_01371	Syab.g_01693
OG0001097	Syai.g_02057	Syab.g_01718
OG0001098	Syai.g_01603	Syab.g_01497
OG0001099	Syai.g_02558	Syab.g_02518
OG0001100	Syai.g_01253	Syab.g_01640
OG0001101	Syai.g_01254	Syab.g_01639
OG0001102	Syai.g_01257	Syab.g_01636
OG0001103	Syai.g_01260	Syab.g_01634
OG0001104	Syai.g_01300	Syab.g_01590
OG0001105	Syai.g_01304	Syab.g_01585
OG0001106	Syai.g_01517	Syab.g_01397
OG0001107	Syai.g_01505	Syab.g_01385
OG0001108	Syai.g_01496	Syab.g_01377
OG0001109	Syai.g_01488	Syab.g_01368
OG0001110	Syai.g_01486	Syab.g_01366
OG0001111	Syai.g_01484	Syab.g_01364
OG0001112	Syai.g_01482	Syab.g_01362
OG0001113	Syai.g_01481	Syab.g_01593
OG0001114	Syai.g_01480	Syab.g_01361
OG0001115	Syai.g_01476	Syab.g_01357
OG0001116	Syai.g_01474	Syab.g_01355
OG0001117	Syai.g_01473	Syab.g_01354
OG0001118	Syai.g_01472	Syab.g_01353
OG0001119	Syai.g_01470	Syab.g_01351
OG0001120	Syai.g_01466	Syab.g_01347
OG0001121	Syai.g_01676	Syab.g_02159
OG0001122	Syai.g_01437	Syab.g_01320
OG0001123	Syai.g_01430	Syab.g_01312
OG0001124	Syai.g_01428	Syab.g_01310
OG0001125	Syai.g_01426	Syab.g_01308
OG0001126	Syai.g_02021	Syab.g_01231
OG0001127	Syai.g_02020	Syab.g_01230
OG0001128	Syai.g_02017	Syab.g_01227
OG0001129	Syai.g_02015	Syab.g_01225
OG0001130	Syai.g_02014	Syab.g_01224
OG0001131	Syai.g_01281	Syab.g_01609
OG0001132	Syai.g_01620	Syab.g_01790
OG0001133	Syai.g_01072	Syab.g_01895
OG0001134	Syai.g_01745	Syab.g_01748
OG0001135	Syai.g_01742	Syab.g_01747
OG0001136	Syai.g_02146	Syab.g_00966
OG0001137	Syai.g_02126	Syab.g_00990
OG0001138	Syai.g_01763	Syab.g_01023
OG0001139	Syai.g_01765	Syab.g_01025
OG0001140	Syai.g_01766	Syab.g_00642, Syab.g_01026
OG0001141	Syai.g_01767	Syab.g_01027
OG0001142	Syai.g_01768	Syab.g_01028
OG0001143	Syai.g_01778	Syab.g_01037
OG0001144	Syai.g_01788	Syab.g_01052
OG0001145	Syai.g_02165	Syab.g_00928
OG0001146	Syai.g_02185	Syab.g_00907
OG0001147	Syai.g_00869	Syab.g_00716
OG0001148	Syai.g_00626	Syab.g_02085
OG0001149	Syai.g_00625	Syab.g_02084
OG0001150	Syai.g_00624	Syab.g_02083
OG0001151	Syai.g_00611	Syab.g_02070
