Orthogroup	Syai	Prbl
OG0000564	Syai.g_00743	Prbl.g_01892
OG0000565	Syai.g_00746	Prbl.g_01895
OG0000566	Syai.g_00750	Prbl.g_01899
OG0000567	Syai.g_00754	Prbl.g_01903
OG0000568	Syai.g_00758	Prbl.g_01905
OG0000569	Syai.g_00759	Prbl.g_01801
OG0000570	Syai.g_00760	Prbl.g_01800
OG0000571	Syai.g_00764	Prbl.g_01797
OG0000572	Syai.g_00782	Prbl.g_01781
OG0000573	Syai.g_00790	Prbl.g_01774
OG0000574	Syai.g_00796	Prbl.g_01773
OG0000575	Syai.g_00800	Prbl.g_01764
OG0000576	Syai.g_00802	Prbl.g_01762
OG0000577	Syai.g_00803	Prbl.g_01761
OG0000578	Syai.g_00804	Prbl.g_01760
OG0000579	Syai.g_00805	Prbl.g_01759
OG0000580	Syai.g_00806	Prbl.g_01758
OG0000581	Syai.g_00812	Prbl.g_01754
OG0000582	Syai.g_01042	Prbl.g_01750
OG0000583	Syai.g_01043	Prbl.g_01749
OG0000584	Syai.g_01044	Prbl.g_01748
OG0000585	Syai.g_01046	Prbl.g_01746
OG0000586	Syai.g_01047	Prbl.g_01744
OG0000587	Syai.g_01049	Prbl.g_01742
OG0000588	Syai.g_01063	Prbl.g_01613
OG0000589	Syai.g_01066	Prbl.g_01616
OG0000590	Syai.g_01067	Prbl.g_01617
OG0000591	Syai.g_01075	Prbl.g_01624
OG0000592	Syai.g_01076	Prbl.g_01625
OG0000593	Syai.g_01100	Prbl.g_01635
OG0000594	Syai.g_01101	Prbl.g_01636
OG0000595	Syai.g_01102	Prbl.g_01637
OG0000596	Syai.g_01107	Prbl.g_01642
OG0000597	Syai.g_01110	Prbl.g_01645
OG0000598	Syai.g_01111	Prbl.g_01646
OG0000599	Syai.g_01114	Prbl.g_01656
OG0000600	Syai.g_01115	Prbl.g_01657
OG0000601	Syai.g_01116	Prbl.g_01658
OG0000602	Syai.g_01121	Prbl.g_01662
OG0000603	Syai.g_01122	Prbl.g_01663
OG0000604	Syai.g_01125	Prbl.g_01664
OG0000605	Syai.g_01609	Prbl.g_01043
OG0000606	Syai.g_01221	Prbl.g_01032
OG0000607	Syai.g_01224	Prbl.g_01412
OG0000608	Syai.g_01225	Prbl.g_01411
OG0000609	Syai.g_01227	Prbl.g_01409
OG0000610	Syai.g_01234	Prbl.g_01401
OG0000611	Syai.g_01237	Prbl.g_01398
OG0000612	Syai.g_01238	Prbl.g_01397
OG0000613	Syai.g_00196	Prbl.g_00891
OG0000614	Syai.g_01981	Prbl.g_01872
OG0000615	Syai.g_01286	Prbl.g_02373
OG0000616	Syai.g_02914	Prbl.g_02137
OG0000617	Syai.g_01393	Prbl.g_02561
OG0000618	Syai.g_01394	Prbl.g_02560
OG0000619	Syai.g_01395	Prbl.g_02559
OG0000620	Syai.g_01402	Prbl.g_02555
OG0000621	Syai.g_01403	Prbl.g_02554
OG0000622	Syai.g_01404	Prbl.g_02553
OG0000623	Syai.g_01405	Prbl.g_02552
OG0000624	Syai.g_01407	Prbl.g_02551
OG0000625	Syai.g_01408	Prbl.g_02550
OG0000626	Syai.g_01409	Prbl.g_02549
OG0000627	Syai.g_01575	Prbl.g_02426
OG0000628	Syai.g_01573	Prbl.g_02427
OG0000629	Syai.g_01570	Prbl.g_02430
OG0000630	Syai.g_01566	Prbl.g_02434
OG0000631	Syai.g_01557	Prbl.g_02440
OG0000632	Syai.g_01556	Prbl.g_02441
OG0000633	Syai.g_01555	Prbl.g_02442
OG0000634	Syai.g_01317	Prbl.g_02339
OG0000635	Syai.g_01318	Prbl.g_02338
OG0000636	Syai.g_01320	Prbl.g_02336
OG0000637	Syai.g_01322	Prbl.g_02334
OG0000638	Syai.g_01323	Prbl.g_02333
OG0000639	Syai.g_01324	Prbl.g_02332
OG0000640	Syai.g_01325	Prbl.g_02331
OG0000641	Syai.g_01329	Prbl.g_02327
OG0000642	Syai.g_01330	Prbl.g_02326
OG0000643	Syai.g_01349	Prbl.g_02325
OG0000644	Syai.g_01350	Prbl.g_02324
OG0000645	Syai.g_01352	Prbl.g_02323
OG0000646	Syai.g_01355	Prbl.g_02320
OG0000647	Syai.g_01357	Prbl.g_02317
OG0000648	Syai.g_01362	Prbl.g_02315
OG0000649	Syai.g_01363	Prbl.g_02314
OG0000650	Syai.g_01364	Prbl.g_02313
OG0000651	Syai.g_01365	Prbl.g_02312
OG0000652	Syai.g_01366	Prbl.g_02311
OG0000653	Syai.g_01368	Prbl.g_02309
OG0000654	Syai.g_01369	Prbl.g_02308
OG0000655	Syai.g_01370	Prbl.g_02307
OG0000656	Syai.g_01373	Prbl.g_02304
OG0000657	Syai.g_02045	Prbl.g_01540
OG0000658	Syai.g_02049	Prbl.g_01542
OG0000659	Syai.g_02050	Prbl.g_01543
OG0000660	Syai.g_02054	Prbl.g_01547
OG0000661	Syai.g_02056	Prbl.g_01549
OG0000662	Syai.g_02058	Prbl.g_01551
OG0000663	Syai.g_02061	Prbl.g_01554
OG0000664	Syai.g_02062	Prbl.g_01555
OG0000665	Syai.g_02431	Prbl.g_01568
OG0000666	Syai.g_01610	Prbl.g_01571
OG0000667	Syai.g_01724	Prbl.g_01579
OG0000668	Syai.g_01436	Prbl.g_02530
OG0000669	Syai.g_01251	Prbl.g_01588
OG0000670	Syai.g_00561	Prbl.g_01078
OG0000671	Syai.g_01255	Prbl.g_02412
OG0000672	Syai.g_01259	Prbl.g_02409
OG0000673	Syai.g_01262	Prbl.g_02406
OG0000674	Syai.g_01264	Prbl.g_02404
OG0000675	Syai.g_01265	Prbl.g_02403
OG0000676	Syai.g_01275	Prbl.g_02395
OG0000677	Syai.g_01276	Prbl.g_02393
OG0000678	Syai.g_01279	Prbl.g_02388
OG0000679	Syai.g_01288	Prbl.g_02368
OG0000680	Syai.g_01289	Prbl.g_02367
OG0000681	Syai.g_01292	Prbl.g_02365
OG0000682	Syai.g_01293	Prbl.g_02364
OG0000683	Syai.g_01294	Prbl.g_02363
OG0000684	Syai.g_01299	Prbl.g_02350
OG0000685	Syai.g_01301	Prbl.g_02352
OG0000686	Syai.g_01302	Prbl.g_02353
OG0000687	Syai.g_01303	Prbl.g_02354
OG0000688	Syai.g_01307	Prbl.g_02348
OG0000689	Syai.g_01309	Prbl.g_02347
OG0000690	Syai.g_01310	Prbl.g_02346
OG0000691	Syai.g_01311	Prbl.g_02345
OG0000692	Syai.g_01312	Prbl.g_02344
OG0000693	Syai.g_01313	Prbl.g_02343
OG0000694	Syai.g_01314	Prbl.g_02342
OG0000695	Syai.g_01553	Prbl.g_02444
OG0000696	Syai.g_01552	Prbl.g_02445
OG0000697	Syai.g_01550	Prbl.g_02447
OG0000698	Syai.g_01547	Prbl.g_02450
OG0000699	Syai.g_01545	Prbl.g_02452
OG0000700	Syai.g_01544	Prbl.g_02453
OG0000701	Syai.g_01543	Prbl.g_02454
OG0000702	Syai.g_01521	Prbl.g_02462
OG0000703	Syai.g_01520	Prbl.g_02463
OG0000704	Syai.g_01518	Prbl.g_02465
OG0000705	Syai.g_01511	Prbl.g_02471
OG0000706	Syai.g_01510	Prbl.g_02472
OG0000707	Syai.g_01509	Prbl.g_02473
OG0000708	Syai.g_01506	Prbl.g_02475
OG0000709	Syai.g_01497	Prbl.g_02482
OG0000710	Syai.g_01487	Prbl.g_02486
OG0000711	Syai.g_01456	Prbl.g_02508
OG0000712	Syai.g_01454	Prbl.g_02509
OG0000713	Syai.g_01453	Prbl.g_02510
OG0000714	Syai.g_01451	Prbl.g_02514
OG0000715	Syai.g_01449	Prbl.g_02516
OG0000716	Syai.g_01445	Prbl.g_02520
OG0000717	Syai.g_01444	Prbl.g_02521
OG0000718	Syai.g_01440	Prbl.g_02526
OG0000719	Syai.g_01438	Prbl.g_02528
OG0000720	Syai.g_01425	Prbl.g_02541
OG0000721	Syai.g_01423	Prbl.g_02542
OG0000722	Syai.g_01422	Prbl.g_02543
OG0000723	Syai.g_01411	Prbl.g_02547
OG0000724	Syai.g_02013	Prbl.g_00932
OG0000725	Syai.g_02004	Prbl.g_00925
OG0000726	Syai.g_02003	Prbl.g_00924
OG0000727	Syai.g_02002	Prbl.g_00923
OG0000728	Syai.g_02000	Prbl.g_00922
OG0000729	Syai.g_00097	Prbl.g_02062
OG0000730	Syai.g_00483	Prbl.g_01199
OG0000731	Syai.g_00495	Prbl.g_01208
OG0000732	Syai.g_00058	Prbl.g_01993
OG0000733	Syai.g_02805	Prbl.g_02197
OG0000734	Syai.g_02548	Prbl.g_00545
OG0000735	Syai.g_02159	Prbl.g_02066
OG0000736	Syai.g_02158	Prbl.g_02067
OG0000737	Syai.g_02157	Prbl.g_02068
OG0000738	Syai.g_02152	Prbl.g_02075
OG0000739	Syai.g_02151	Prbl.g_02077
OG0000740	Syai.g_02150	Prbl.g_02078
OG0000741	Syai.g_02147	Prbl.g_02081
OG0000742	Syai.g_02145	Prbl.g_02083
OG0000743	Syai.g_02143	Prbl.g_02085
OG0000744	Syai.g_02142	Prbl.g_02086
OG0000745	Syai.g_02140	Prbl.g_02088
OG0000746	Syai.g_02138	Prbl.g_02090
OG0000747	Syai.g_02137	Prbl.g_02091
OG0000748	Syai.g_02125	Prbl.g_02103
OG0000749	Syai.g_02123	Prbl.g_02104
OG0000750	Syai.g_02122	Prbl.g_02105
OG0000751	Syai.g_02116	Prbl.g_00179
OG0000752	Syai.g_02114	Prbl.g_00181
OG0000753	Syai.g_02111	Prbl.g_00184
OG0000754	Syai.g_01750	Prbl.g_01379
OG0000755	Syai.g_01760	Prbl.g_01120
OG0000756	Syai.g_01761	Prbl.g_01119
OG0000757	Syai.g_01769	Prbl.g_01112
OG0000758	Syai.g_01770	Prbl.g_01111
OG0000759	Syai.g_01771	Prbl.g_01110
OG0000760	Syai.g_01772	Prbl.g_01109
OG0000761	Syai.g_01775	Prbl.g_01108
OG0000762	Syai.g_01777	Prbl.g_01377
OG0000763	Syai.g_01779	Prbl.g_01375
OG0000764	Syai.g_01780	Prbl.g_01374
OG0000765	Syai.g_01797	Prbl.g_02590
OG0000766	Syai.g_01798	Prbl.g_02591
OG0000767	Syai.g_01800	Prbl.g_02593
OG0000768	Syai.g_01801	Prbl.g_02594
OG0000769	Syai.g_01803	Prbl.g_00186
OG0000770	Syai.g_01822	Prbl.g_01103
OG0000771	Syai.g_02019	Prbl.g_00937
OG0000772	Syai.g_01639	Prbl.g_00461
OG0000773	Syai.g_02164	Prbl.g_00113
OG0000774	Syai.g_02168	Prbl.g_01713
OG0000775	Syai.g_02172	Prbl.g_01715
OG0000776	Syai.g_02173	Prbl.g_01716
OG0000777	Syai.g_02174	Prbl.g_01717
OG0000778	Syai.g_02175	Prbl.g_01718
OG0000779	Syai.g_02181	Prbl.g_01723
OG0000780	Syai.g_02184	Prbl.g_01726
OG0000781	Syai.g_02188	Prbl.g_01730
OG0000782	Syai.g_02189	Prbl.g_01731
OG0000783	Syai.g_02190	Prbl.g_01732
OG0000784	Syai.g_02191	Prbl.g_01733
OG0000785	Syai.g_02193	Prbl.g_01735
OG0000786	Syai.g_00816	Prbl.g_01738
OG0000787	Syai.g_00815	Prbl.g_01739
OG0000788	Syai.g_01117	Prbl.g_00658
OG0000789	Syai.g_01596	Prbl.g_01695
OG0000790	Syai.g_00623	Prbl.g_00498
OG0000791	Syai.g_00621	Prbl.g_00496
OG0000792	Syai.g_00620	Prbl.g_00495
OG0000793	Syai.g_00615	Prbl.g_00491
OG0000794	Syai.g_00614	Prbl.g_00490
OG0000795	Syai.g_00613	Prbl.g_00489
OG0000796	Syai.g_00609	Prbl.g_00485
OG0000797	Syai.g_00608	Prbl.g_00484
OG0000798	Syai.g_00262	Prbl.g_01456
OG0000799	Syai.g_00996	Prbl.g_00152
OG0000800	Syai.g_00993	Prbl.g_00153
OG0000801	Syai.g_00992	Prbl.g_00154
OG0000802	Syai.g_00988	Prbl.g_00161
OG0000803	Syai.g_00983	Prbl.g_00257
OG0000804	Syai.g_00980	Prbl.g_00255
OG0000805	Syai.g_00965	Prbl.g_00253
OG0000806	Syai.g_00963	Prbl.g_00251
OG0000807	Syai.g_00961	Prbl.g_00249
OG0000808	Syai.g_00960	Prbl.g_00248
OG0000809	Syai.g_00957	Prbl.g_00244
OG0000810	Syai.g_00956	Prbl.g_00243
OG0000811	Syai.g_00950	Prbl.g_00231
OG0000812	Syai.g_00948	Prbl.g_00229
OG0000813	Syai.g_00947	Prbl.g_00228
OG0000814	Syai.g_00945	Prbl.g_00226
OG0000815	Syai.g_00944	Prbl.g_00225
OG0000816	Syai.g_00942	Prbl.g_00223
OG0000817	Syai.g_00941	Prbl.g_00222
OG0000818	Syai.g_00935	Prbl.g_00684
OG0000819	Syai.g_00934	Prbl.g_00685
OG0000820	Syai.g_00933	Prbl.g_00686
OG0000821	Syai.g_00916	Prbl.g_00693
OG0000822	Syai.g_00914	Prbl.g_00695
OG0000823	Syai.g_00913	Prbl.g_00696
OG0000824	Syai.g_00907	Prbl.g_00700
OG0000825	Syai.g_00906	Prbl.g_00701
OG0000826	Syai.g_00905	Prbl.g_00702
OG0000827	Syai.g_00904	Prbl.g_00703
OG0000828	Syai.g_00900	Prbl.g_00706
OG0000829	Syai.g_00899	Prbl.g_00707
OG0000830	Syai.g_00898	Prbl.g_00708
OG0000831	Syai.g_00896	Prbl.g_00710
OG0000832	Syai.g_02296	Prbl.g_00456
OG0000833	Syai.g_02305	Prbl.g_00448
OG0000834	Syai.g_02307	Prbl.g_00447
OG0000835	Syai.g_02308	Prbl.g_00446
OG0000836	Syai.g_02312	Prbl.g_00444
OG0000837	Syai.g_02313	Prbl.g_00443
OG0000838	Syai.g_02323	Prbl.g_00440
OG0000839	Syai.g_02324	Prbl.g_00439
OG0000840	Syai.g_02325	Prbl.g_00438
OG0000841	Syai.g_02326	Prbl.g_00437
OG0000842	Syai.g_02327	Prbl.g_00436
OG0000843	Syai.g_02328	Prbl.g_00435
OG0000844	Syai.g_02330	Prbl.g_00433
OG0000845	Syai.g_02331	Prbl.g_00432
OG0000846	Syai.g_02332	Prbl.g_00431
OG0000847	Syai.g_02333	Prbl.g_00430
OG0000848	Syai.g_02335	Prbl.g_00429
OG0000849	Syai.g_02336	Prbl.g_00428
OG0000850	Syai.g_02339	Prbl.g_00427
OG0000851	Syai.g_02352	Prbl.g_00423
OG0000852	Syai.g_02353	Prbl.g_00422
OG0000853	Syai.g_02357	Prbl.g_00418
OG0000854	Syai.g_02359	Prbl.g_00416
OG0000855	Syai.g_02360	Prbl.g_00415
OG0000856	Syai.g_01078	Prbl.g_01627
OG0000857	Syai.g_01356	Prbl.g_02318
OG0000858	Syai.g_02366	Prbl.g_00404
OG0000859	Syai.g_02367	Prbl.g_00403
OG0000860	Syai.g_02380	Prbl.g_00392
OG0000861	Syai.g_02381	Prbl.g_00391
OG0000862	Syai.g_02382	Prbl.g_00389
OG0000863	Syai.g_02385	Prbl.g_00385
OG0000864	Syai.g_02386	Prbl.g_00383
OG0000865	Syai.g_02387	Prbl.g_00382
OG0000866	Syai.g_02388	Prbl.g_00381
OG0000867	Syai.g_02389	Prbl.g_00380
OG0000868	Syai.g_02392	Prbl.g_00378
OG0000869	Syai.g_02396	Prbl.g_00375
OG0000870	Syai.g_02401	Prbl.g_00370
OG0000871	Syai.g_02402	Prbl.g_00369
OG0000872	Syai.g_02409	Prbl.g_00367
OG0000873	Syai.g_02412	Prbl.g_00364
OG0000874	Syai.g_02408	Prbl.g_00360
OG0000875	Syai.g_02416	Prbl.g_00359
OG0000876	Syai.g_02243	Prbl.g_00358
OG0000877	Syai.g_02250	Prbl.g_00355
OG0000878	Syai.g_02251	Prbl.g_00354
OG0000879	Syai.g_02252	Prbl.g_00353
OG0000880	Syai.g_02253	Prbl.g_00352
OG0000881	Syai.g_02257	Prbl.g_00347
OG0000882	Syai.g_02262	Prbl.g_00342
OG0000883	Syai.g_02264	Prbl.g_00340
OG0000884	Syai.g_02266	Prbl.g_00338
OG0000885	Syai.g_02267	Prbl.g_00337
OG0000886	Syai.g_02268	Prbl.g_00336
OG0000887	Syai.g_02269	Prbl.g_00335
OG0000888	Syai.g_02271	Prbl.g_00333
OG0000889	Syai.g_02273	Prbl.g_00331
OG0000890	Syai.g_02279	Prbl.g_00317
OG0000891	Syai.g_02280	Prbl.g_00316
OG0000892	Syai.g_02282	Prbl.g_02620
OG0000893	Syai.g_00318	Prbl.g_02680
OG0000894	Syai.g_00321	Prbl.g_02684
OG0000895	Syai.g_00325	Prbl.g_01061
OG0000896	Syai.g_00326	Prbl.g_01060
OG0000897	Syai.g_00328	Prbl.g_01058
OG0000898	Syai.g_00329	Prbl.g_01057
OG0000899	Syai.g_00330	Prbl.g_01056
OG0000900	Syai.g_00331	Prbl.g_01055
OG0000901	Syai.g_00336	Prbl.g_01051
OG0000902	Syai.g_00338	Prbl.g_01049
OG0000903	Syai.g_00353	Prbl.g_00954
OG0000904	Syai.g_00348	Prbl.g_00949
OG0000905	Syai.g_00342	Prbl.g_00947
OG0000906	Syai.g_00340	Prbl.g_01045
OG0000907	Syai.g_00358	Prbl.g_00956
OG0000908	Syai.g_00361	Prbl.g_00959
OG0000909	Syai.g_00362	Prbl.g_00960
OG0000910	Syai.g_00363	Prbl.g_00961
OG0000911	Syai.g_00365	Prbl.g_00963
OG0000912	Syai.g_00366	Prbl.g_00964
OG0000913	Syai.g_00367	Prbl.g_00965
OG0000914	Syai.g_00368	Prbl.g_00966
OG0000915	Syai.g_00370	Prbl.g_00967
OG0000916	Syai.g_00371	Prbl.g_00968
OG0000917	Syai.g_00372	Prbl.g_00969
OG0000918	Syai.g_00373	Prbl.g_00970
OG0000919	Syai.g_00374	Prbl.g_00971
OG0000920	Syai.g_00375	Prbl.g_00972
OG0000921	Syai.g_00376	Prbl.g_00973
OG0000922	Syai.g_00377	Prbl.g_00974
OG0000923	Syai.g_00381	Prbl.g_00978
OG0000924	Syai.g_00382	Prbl.g_00979
OG0000925	Syai.g_00383	Prbl.g_00980
OG0000926	Syai.g_00384	Prbl.g_00981
OG0000927	Syai.g_00386	Prbl.g_00983
OG0000928	Syai.g_00387	Prbl.g_00984
OG0000929	Syai.g_00388	Prbl.g_00985
OG0000930	Syai.g_00389	Prbl.g_00986
OG0000931	Syai.g_00390	Prbl.g_00987
OG0000932	Syai.g_00391	Prbl.g_00988
OG0000933	Syai.g_00397	Prbl.g_00993
OG0000934	Syai.g_00399	Prbl.g_00995
OG0000935	Syai.g_00400	Prbl.g_00996
OG0000936	Syai.g_00401	Prbl.g_00997
OG0000937	Syai.g_00402	Prbl.g_00998
OG0000938	Syai.g_00405	Prbl.g_01127
OG0000939	Syai.g_00406	Prbl.g_01128
OG0000940	Syai.g_00413	Prbl.g_01137
OG0000941	Syai.g_00415	Prbl.g_01139
OG0000942	Syai.g_00417	Prbl.g_01141
OG0000943	Syai.g_00418	Prbl.g_01142
OG0000944	Syai.g_00420	Prbl.g_01144
OG0000945	Syai.g_00422	Prbl.g_01146
OG0000946	Syai.g_00428	Prbl.g_01174
OG0000947	Syai.g_00431	Prbl.g_01177
OG0000948	Syai.g_00432	Prbl.g_01178
OG0000949	Syai.g_00174	Prbl.g_01181
OG0000950	Syai.g_00163	Prbl.g_00856
OG0000951	Syai.g_00158	Prbl.g_00851
OG0000952	Syai.g_00136	Prbl.g_00844
OG0000953	Syai.g_00132	Prbl.g_00840
OG0000954	Syai.g_00127	Prbl.g_01306
OG0000955	Syai.g_00126	Prbl.g_01305
OG0000956	Syai.g_00124	Prbl.g_01303
OG0000957	Syai.g_00113	Prbl.g_01287
OG0000958	Syai.g_00112	Prbl.g_01286
OG0000959	Syai.g_00108	Prbl.g_02638
OG0000960	Syai.g_00107	Prbl.g_02637
OG0000961	Syai.g_00100	Prbl.g_01235
OG0000962	Syai.g_00098	Prbl.g_02063
OG0000963	Syai.g_00094	Prbl.g_02058
OG0000964	Syai.g_00093	Prbl.g_02057
OG0000965	Syai.g_00092	Prbl.g_02056
OG0000966	Syai.g_00082	Prbl.g_02023
OG0000967	Syai.g_00077	Prbl.g_02017
OG0000968	Syai.g_00085	Prbl.g_02014
OG0000969	Syai.g_00080	Prbl.g_02012
OG0000970	Syai.g_00079	Prbl.g_02011
OG0000971	Syai.g_00074	Prbl.g_02009
OG0000972	Syai.g_00073	Prbl.g_02008
OG0000973	Syai.g_00072	Prbl.g_02007
OG0000974	Syai.g_00071	Prbl.g_02006
OG0000975	Syai.g_00070	Prbl.g_02005
OG0000976	Syai.g_00069	Prbl.g_02004
OG0000977	Syai.g_00067	Prbl.g_02002
OG0000978	Syai.g_00065	Prbl.g_02001
OG0000979	Syai.g_00062	Prbl.g_01998
OG0000980	Syai.g_00059	Prbl.g_01994
OG0000981	Syai.g_00056	Prbl.g_01991
OG0000982	Syai.g_02777	Prbl.g_02238
OG0000983	Syai.g_02778	Prbl.g_02237
OG0000984	Syai.g_02779	Prbl.g_02236
OG0000985	Syai.g_02781	Prbl.g_02232
OG0000986	Syai.g_02784	Prbl.g_02230
OG0000987	Syai.g_02786	Prbl.g_02228
OG0000988	Syai.g_02790	Prbl.g_02224
OG0000989	Syai.g_02797	Prbl.g_02214
OG0000990	Syai.g_02825	Prbl.g_02192
OG0000991	Syai.g_02827	Prbl.g_02189
OG0000992	Syai.g_02830	Prbl.g_02186
OG0000993	Syai.g_02831	Prbl.g_02185
OG0000994	Syai.g_02834	Prbl.g_02182
OG0000995	Syai.g_02840	Prbl.g_02173
OG0000996	Syai.g_02891	Prbl.g_02160
OG0000997	Syai.g_02900	Prbl.g_02151
OG0000998	Syai.g_02902	Prbl.g_02149
OG0000999	Syai.g_02903	Prbl.g_02148
OG0001000	Syai.g_02906	Prbl.g_02145
OG0001001	Syai.g_02911	Prbl.g_02141
OG0001002	Syai.g_02918	Prbl.g_02134
OG0001003	Syai.g_02919	Prbl.g_02132
OG0001004	Syai.g_02920	Prbl.g_02131
OG0001005	Syai.g_02921	Prbl.g_02129
OG0001006	Syai.g_02931	Prbl.g_02123
OG0001007	Syai.g_02933	Prbl.g_02121
OG0001008	Syai.g_02227	Prbl.g_00651
OG0001009	Syai.g_00034	Prbl.g_01972
OG0001010	Syai.g_00035	Prbl.g_01973
OG0001011	Syai.g_00037	Prbl.g_01975
OG0001012	Syai.g_02773	Prbl.g_02241
OG0001013	Syai.g_02750	Prbl.g_02266
OG0001014	Syai.g_02726	Prbl.g_02275
OG0001015	Syai.g_02725	Prbl.g_02276
OG0001016	Syai.g_02479	Prbl.g_00603
OG0001017	Syai.g_02485	Prbl.g_00597
OG0001018	Syai.g_02487	Prbl.g_00595
OG0001019	Syai.g_02508	Prbl.g_00582
OG0001020	Syai.g_02516	Prbl.g_00576
OG0001021	Syai.g_02523	Prbl.g_00572
OG0001022	Syai.g_02528	Prbl.g_00567
OG0001023	Syai.g_02529	Prbl.g_00566
OG0001024	Syai.g_02533	Prbl.g_00562
OG0001025	Syai.g_02540	Prbl.g_00555
OG0001026	Syai.g_02550	Prbl.g_00542
OG0001027	Syai.g_02555	Prbl.g_01332
OG0001028	Syai.g_02557	Prbl.g_01330
OG0001029	Syai.g_02559	Prbl.g_01328
OG0001030	Syai.g_02580	Prbl.g_00822
OG0001031	Syai.g_02656	Prbl.g_00074
OG0001032	Syai.g_02658	Prbl.g_00077
OG0001033	Syai.g_02685	Prbl.g_01281
OG0001034	Syai.g_00537	Prbl.g_00199
OG0001035	Syai.g_00295	Prbl.g_01498
OG0001036	Syai.g_00290	Prbl.g_01494
OG0001037	Syai.g_00288	Prbl.g_01492
OG0001038	Syai.g_00261	Prbl.g_01455
OG0001039	Syai.g_00258	Prbl.g_01452
OG0001040	Syai.g_00255	Prbl.g_01449
OG0001041	Syai.g_00250	Prbl.g_01444
OG0001042	Syai.g_00225	Prbl.g_01419
OG0001043	Syai.g_00221	Prbl.g_01417
OG0001044	Syai.g_00485	Prbl.g_01200
OG0001045	Syai.g_00498	Prbl.g_01211
OG0001046	Syai.g_01471	Prbl.g_00410
OG0001047	Syai.g_02225	Prbl.g_00649
OG0001048	Syai.g_02224	Prbl.g_00648
OG0001049	Syai.g_02215	Prbl.g_00645
OG0001050	Syai.g_02214	Prbl.g_00644
OG0001051	Syai.g_02213	Prbl.g_00643
OG0001052	Syai.g_00861	Prbl.g_01344
OG0001053	Syai.g_00641	Prbl.g_00514
OG0001054	Syai.g_00658	Prbl.g_00532
OG0001055	Syai.g_00679	Prbl.g_00790
OG0001056	Syai.g_00713	Prbl.g_00761
OG0001057	Syai.g_00721	Prbl.g_00749
OG0001058	Syai.g_00734	Prbl.g_01883
OG0001059	Syai.g_00738	Prbl.g_01887
OG0001060	Syai.g_00744	Prbl.g_01894
OG0001061	Syai.g_00765	Prbl.g_01796
OG0001062	Syai.g_00767	Prbl.g_01794
OG0001063	Syai.g_00774	Prbl.g_01790
OG0001064	Syai.g_00775	Prbl.g_01789
OG0001065	Syai.g_00776	Prbl.g_01788
OG0001066	Syai.g_00777	Prbl.g_01787
OG0001067	Syai.g_00778	Prbl.g_01786
OG0001068	Syai.g_00779	Prbl.g_01785
OG0001069	Syai.g_00780	Prbl.g_01784
OG0001070	Syai.g_00783	Prbl.g_01780
OG0001071	Syai.g_00784	Prbl.g_01779
OG0001072	Syai.g_00788	Prbl.g_01776
OG0001073	Syai.g_00807	Prbl.g_01757
OG0001074	Syai.g_01051	Prbl.g_01610
OG0001075	Syai.g_01053	Prbl.g_01611
OG0001076	Syai.g_01069	Prbl.g_01619
OG0001077	Syai.g_01081	Prbl.g_01629
OG0001078	Syai.g_01105	Prbl.g_01640
OG0001079	Syai.g_01118	Prbl.g_01659
OG0001080	Syai.g_01606	Prbl.g_01041
OG0001081	Syai.g_01222	Prbl.g_01031
OG0001082	Syai.g_01223	Prbl.g_01030
OG0001083	Syai.g_01230	Prbl.g_01405
OG0001084	Syai.g_01231	Prbl.g_01404
OG0001085	Syai.g_01241	Prbl.g_01394
OG0001086	Syai.g_01243	Prbl.g_01392
OG0001087	Syai.g_01953	Prbl.g_01853
OG0001088	Syai.g_01957	Prbl.g_01857
OG0001089	Syai.g_01996	Prbl.g_00024
OG0001090	Syai.g_01387	Prbl.g_02565
OG0001091	Syai.g_01389	Prbl.g_02563
OG0001092	Syai.g_01391	Prbl.g_02562
OG0001093	Syai.g_01397	Prbl.g_02558
OG0001094	Syai.g_01315	Prbl.g_02341
OG0001096	Syai.g_01371	Prbl.g_02306
OG0001097	Syai.g_02057	Prbl.g_01550
OG0001098	Syai.g_01603	Prbl.g_02423
OG0001099	Syai.g_02558	Prbl.g_01329
OG0001100	Syai.g_01253	Prbl.g_02414
OG0001101	Syai.g_01254	Prbl.g_02413
OG0001102	Syai.g_01257	Prbl.g_02410
OG0001103	Syai.g_01260	Prbl.g_02408
OG0001104	Syai.g_01300	Prbl.g_02351
OG0001105	Syai.g_01304	Prbl.g_02356
OG0001106	Syai.g_01517	Prbl.g_02466
OG0001107	Syai.g_01505	Prbl.g_02476
OG0001108	Syai.g_01496	Prbl.g_02483
OG0001109	Syai.g_01488	Prbl.g_02485
OG0001110	Syai.g_01486	Prbl.g_02487
OG0001111	Syai.g_01484	Prbl.g_02489
OG0001112	Syai.g_01482	Prbl.g_02491
OG0001113	Syai.g_01481	Prbl.g_02492
OG0001114	Syai.g_01480	Prbl.g_02493
OG0001115	Syai.g_01476	Prbl.g_02495
OG0001116	Syai.g_01474	Prbl.g_02496
OG0001117	Syai.g_01473	Prbl.g_02497
OG0001118	Syai.g_01472	Prbl.g_02498
OG0001119	Syai.g_01470	Prbl.g_02499
OG0001120	Syai.g_01466	Prbl.g_02501
OG0001122	Syai.g_01437	Prbl.g_02529
OG0001123	Syai.g_01430	Prbl.g_02536
OG0001124	Syai.g_01428	Prbl.g_02538
