Orthogroup	Prag	Prar
OG0000573	Prag.g_00631	Prar.g_01483
OG0000574	Prag.g_00632	Prar.g_01484
OG0000575	Prag.g_00633	Prar.g_01485
OG0000576	Prag.g_00634	Prar.g_01486
OG0000577	Prag.g_00635	Prar.g_01487
OG0000578	Prag.g_00636	Prar.g_01488
OG0000579	Prag.g_00637	Prar.g_01489
OG0000580	Prag.g_00638	Prar.g_01490
OG0000581	Prag.g_00639	Prar.g_01491
OG0000582	Prag.g_00640	Prar.g_01492
OG0000583	Prag.g_00641	Prar.g_01493
OG0000584	Prag.g_00642	Prar.g_01494
OG0000585	Prag.g_00643	Prar.g_01495
OG0000586	Prag.g_00645	Prar.g_01497
OG0000587	Prag.g_00646	Prar.g_01498
OG0000588	Prag.g_00648	Prar.g_01500
OG0000589	Prag.g_00649	Prar.g_01501
OG0000590	Prag.g_00651	Prar.g_01503
OG0000591	Prag.g_00657	Prar.g_01509
OG0000592	Prag.g_00658	Prar.g_01510
OG0000593	Prag.g_00659	Prar.g_01511
OG0000594	Prag.g_00661	Prar.g_01513
OG0000595	Prag.g_00662	Prar.g_01514
OG0000596	Prag.g_00663	Prar.g_01515
OG0000597	Prag.g_00665	Prar.g_01517
OG0000598	Prag.g_00666	Prar.g_01518
OG0000599	Prag.g_00667	Prar.g_01519
OG0000600	Prag.g_00668	Prar.g_01520
OG0000601	Prag.g_00670	Prar.g_01522
OG0000602	Prag.g_00671	Prar.g_01523
OG0000603	Prag.g_00672	Prar.g_01524
OG0000604	Prag.g_00673	Prar.g_01525
OG0000605	Prag.g_00674	Prar.g_01526
OG0000606	Prag.g_00675	Prar.g_01527
OG0000607	Prag.g_00677	Prar.g_01529
OG0000608	Prag.g_00678	Prar.g_01530
OG0000609	Prag.g_00682	Prar.g_01534
OG0000610	Prag.g_00683	Prar.g_01535
OG0000611	Prag.g_00693	Prar.g_01600
OG0000612	Prag.g_00694	Prar.g_01601
OG0000613	Prag.g_00695	Prar.g_01602
OG0000614	Prag.g_00696	Prar.g_01603
OG0000615	Prag.g_00698	Prar.g_01605
OG0000616	Prag.g_00699	Prar.g_01606
OG0000617	Prag.g_00700	Prar.g_01607
OG0000618	Prag.g_00701	Prar.g_01608
OG0000619	Prag.g_00702	Prar.g_01609
OG0000620	Prag.g_00703	Prar.g_01610
OG0000621	Prag.g_00704	Prar.g_01611
OG0000622	Prag.g_00705	Prar.g_01612
OG0000623	Prag.g_00706	Prar.g_01613
OG0000624	Prag.g_00707	Prar.g_01614
OG0000625	Prag.g_00708	Prar.g_01615
OG0000626	Prag.g_00709	Prar.g_01616
OG0000627	Prag.g_00710	Prar.g_01617
OG0000628	Prag.g_00711	Prar.g_01618
OG0000629	Prag.g_00712	Prar.g_01619
OG0000630	Prag.g_00713	Prar.g_01620
OG0000631	Prag.g_00715	Prar.g_01622
OG0000632	Prag.g_00740	Prar.g_01634
OG0000633	Prag.g_00744	Prar.g_01638
OG0000634	Prag.g_00758	Prar.g_01651
OG0000635	Prag.g_00771	Prar.g_01652
OG0000636	Prag.g_00772	Prar.g_01653
OG0000637	Prag.g_00773	Prar.g_01654
OG0000638	Prag.g_00784	Prar.g_01661
OG0000639	Prag.g_00793	Prar.g_01670
OG0000640	Prag.g_00795	Prar.g_01672
OG0000641	Prag.g_00797	Prar.g_01675
OG0000642	Prag.g_00798	Prar.g_01676
OG0000643	Prag.g_00799	Prar.g_01677
OG0000644	Prag.g_00800	Prar.g_01678
OG0000645	Prag.g_00801	Prar.g_01679
OG0000646	Prag.g_00802	Prar.g_01680
OG0000647	Prag.g_00803	Prar.g_01681
OG0000648	Prag.g_00805	Prar.g_01683
OG0000649	Prag.g_00806	Prar.g_01684
OG0000650	Prag.g_00807	Prar.g_01685
OG0000651	Prag.g_00808	Prar.g_01686
OG0000652	Prag.g_00809	Prar.g_01687
OG0000653	Prag.g_00810	Prar.g_01688
OG0000654	Prag.g_00812	Prar.g_01690
OG0000655	Prag.g_00814	Prar.g_01692
OG0000656	Prag.g_00815	Prar.g_01693
OG0000657	Prag.g_00816	Prar.g_01694
OG0000658	Prag.g_00817	Prar.g_01695
OG0000659	Prag.g_00818	Prar.g_01696
OG0000660	Prag.g_00819	Prar.g_01697
OG0000661	Prag.g_00820	Prar.g_01698
OG0000662	Prag.g_00821	Prar.g_01699
OG0000663	Prag.g_00822	Prar.g_01700
OG0000664	Prag.g_00823	Prar.g_01701
OG0000665	Prag.g_00824	Prar.g_01702
OG0000666	Prag.g_00825	Prar.g_01703
OG0000667	Prag.g_00826	Prar.g_01704
OG0000668	Prag.g_00827	Prar.g_01705
OG0000669	Prag.g_00829	Prar.g_01707
OG0000670	Prag.g_00830	Prar.g_01708
OG0000671	Prag.g_00831	Prar.g_01709
OG0000672	Prag.g_00832	Prar.g_01710
OG0000673	Prag.g_00833	Prar.g_01711
OG0000674	Prag.g_00834	Prar.g_01712
OG0000675	Prag.g_00835	Prar.g_01714
OG0000676	Prag.g_00836	Prar.g_01715
OG0000677	Prag.g_00838	Prar.g_01717
OG0000678	Prag.g_00840	Prar.g_01719
OG0000679	Prag.g_00841	Prar.g_01720
OG0000680	Prag.g_00842	Prar.g_01721
OG0000681	Prag.g_00843	Prar.g_01722
OG0000682	Prag.g_00844	Prar.g_01723
OG0000683	Prag.g_00846	Prar.g_01725
OG0000684	Prag.g_00847	Prar.g_01726
OG0000685	Prag.g_00848	Prar.g_01727
OG0000686	Prag.g_00849	Prar.g_01728
OG0000687	Prag.g_00850	Prar.g_01729
OG0000688	Prag.g_00851	Prar.g_01730
OG0000689	Prag.g_00852	Prar.g_01731
OG0000690	Prag.g_00853	Prar.g_01732
OG0000691	Prag.g_00854	Prar.g_01733
OG0000692	Prag.g_00856	Prar.g_01735
OG0000693	Prag.g_00857	Prar.g_01736
OG0000694	Prag.g_00858	Prar.g_01737
OG0000695	Prag.g_00859	Prar.g_01738
OG0000696	Prag.g_00860	Prar.g_01740
OG0000697	Prag.g_00862	Prar.g_01742
OG0000698	Prag.g_00864	Prar.g_01744
OG0000699	Prag.g_00865	Prar.g_01745
OG0000700	Prag.g_00892	Prar.g_01759
OG0000701	Prag.g_00895	Prar.g_01764
OG0000702	Prag.g_00898	Prar.g_01767
OG0000703	Prag.g_00899	Prar.g_01768
OG0000704	Prag.g_00900	Prar.g_01769
OG0000705	Prag.g_00901	Prar.g_01770
OG0000706	Prag.g_00902	Prar.g_01771
OG0000707	Prag.g_00903	Prar.g_01773
OG0000708	Prag.g_00904	Prar.g_01774
OG0000709	Prag.g_00906	Prar.g_01776
OG0000710	Prag.g_00907	Prar.g_01777
OG0000711	Prag.g_00908	Prar.g_01778
OG0000712	Prag.g_00909	Prar.g_01779
OG0000713	Prag.g_00910	Prar.g_01780
OG0000714	Prag.g_00912	Prar.g_01782
OG0000715	Prag.g_00913	Prar.g_01783
OG0000716	Prag.g_00915	Prar.g_01785
OG0000717	Prag.g_00916	Prar.g_01786
OG0000718	Prag.g_00917	Prar.g_01787
OG0000719	Prag.g_00919	Prar.g_01789
OG0000720	Prag.g_00920	Prar.g_01790
OG0000721	Prag.g_00922	Prar.g_01792
OG0000722	Prag.g_00923	Prar.g_01793
OG0000723	Prag.g_00924	Prar.g_01794
OG0000724	Prag.g_00926	Prar.g_01795
OG0000725	Prag.g_00927	Prar.g_01796
OG0000726	Prag.g_00928	Prar.g_01797
OG0000727	Prag.g_00929	Prar.g_01798
OG0000728	Prag.g_00930	Prar.g_01799
OG0000729	Prag.g_00931	Prar.g_01800
OG0000730	Prag.g_00932	Prar.g_01801
OG0000731	Prag.g_00933	Prar.g_01802
OG0000732	Prag.g_00934	Prar.g_01803
OG0000733	Prag.g_00935	Prar.g_01804
OG0000734	Prag.g_00936	Prar.g_01805
OG0000735	Prag.g_00938	Prar.g_01807
OG0000736	Prag.g_00939	Prar.g_01808
OG0000737	Prag.g_00940	Prar.g_01809
OG0000738	Prag.g_00941	Prar.g_01810
OG0000739	Prag.g_00942	Prar.g_01811
OG0000740	Prag.g_00943	Prar.g_01812
OG0000741	Prag.g_00944	Prar.g_01813
OG0000742	Prag.g_00946	Prar.g_01815
OG0000743	Prag.g_00947	Prar.g_01816
OG0000744	Prag.g_00948	Prar.g_01817
OG0000745	Prag.g_00949	Prar.g_01818
OG0000746	Prag.g_00950	Prar.g_01819
OG0000747	Prag.g_00951	Prar.g_01820
OG0000748	Prag.g_00952	Prar.g_01821
OG0000749	Prag.g_00953	Prar.g_01822
OG0000750	Prag.g_00954	Prar.g_01823
OG0000751	Prag.g_00955	Prar.g_01824
OG0000752	Prag.g_00956	Prar.g_01825
OG0000753	Prag.g_00958	Prar.g_01827
OG0000754	Prag.g_00959	Prar.g_01828
OG0000755	Prag.g_00960	Prar.g_01829
OG0000756	Prag.g_00961	Prar.g_01830
OG0000757	Prag.g_00962	Prar.g_01831
OG0000758	Prag.g_00963	Prar.g_01832
OG0000759	Prag.g_00965	Prar.g_01834
OG0000760	Prag.g_00966	Prar.g_01835
OG0000761	Prag.g_00967	Prar.g_01836
OG0000762	Prag.g_00969	Prar.g_01838
OG0000763	Prag.g_00970	Prar.g_01839
OG0000764	Prag.g_00971	Prar.g_01840
OG0000765	Prag.g_00972	Prar.g_01841
OG0000766	Prag.g_00973	Prar.g_01842
OG0000767	Prag.g_00975	Prar.g_01844
OG0000768	Prag.g_00976	Prar.g_01845
OG0000769	Prag.g_00977	Prar.g_01846
OG0000770	Prag.g_00978	Prar.g_01847
OG0000771	Prag.g_00979	Prar.g_01848
OG0000772	Prag.g_00980	Prar.g_01849
OG0000773	Prag.g_00981	Prar.g_01850
OG0000774	Prag.g_00982	Prar.g_01851
OG0000775	Prag.g_00983	Prar.g_01852
OG0000776	Prag.g_00985	Prar.g_01853
OG0000777	Prag.g_00987	Prar.g_01855
OG0000778	Prag.g_00988	Prar.g_01856
OG0000779	Prag.g_00989	Prar.g_01857
OG0000780	Prag.g_00991	Prar.g_01859
OG0000781	Prag.g_00993	Prar.g_01861
OG0000782	Prag.g_00994	Prar.g_01862
OG0000783	Prag.g_01005	Prar.g_01873
OG0000784	Prag.g_01007	Prar.g_01875
OG0000785	Prag.g_01008	Prar.g_01876
OG0000786	Prag.g_01009	Prar.g_01877
OG0000787	Prag.g_01010	Prar.g_01878
OG0000788	Prag.g_01014	Prar.g_01882
OG0000789	Prag.g_01016	Prar.g_01884
OG0000790	Prag.g_01017	Prar.g_01885
OG0000791	Prag.g_01018	Prar.g_01886
OG0000792	Prag.g_01019	Prar.g_01887
OG0000793	Prag.g_01020	Prar.g_01888
OG0000794	Prag.g_01022	Prar.g_01890
OG0000795	Prag.g_01025	Prar.g_01893
OG0000796	Prag.g_01026	Prar.g_01894
OG0000797	Prag.g_01028	Prar.g_01896
OG0000798	Prag.g_01029	Prar.g_01897
OG0000799	Prag.g_01030	Prar.g_01898
OG0000800	Prag.g_01031	Prar.g_01899
OG0000801	Prag.g_01034	Prar.g_01902
OG0000802	Prag.g_01035	Prar.g_01903
OG0000803	Prag.g_01037	Prar.g_01905
OG0000804	Prag.g_01038	Prar.g_01906
OG0000805	Prag.g_01039	Prar.g_01907
OG0000806	Prag.g_01041	Prar.g_01909
OG0000807	Prag.g_01066	Prar.g_01935
OG0000808	Prag.g_01076	Prar.g_01944
OG0000809	Prag.g_01079	Prar.g_01947
OG0000810	Prag.g_01080	Prar.g_01948
OG0000811	Prag.g_01087	Prar.g_01955
OG0000812	Prag.g_01091	Prar.g_01324
OG0000813	Prag.g_01095	Prar.g_01320
OG0000814	Prag.g_01097	Prar.g_01318
OG0000815	Prag.g_01106	Prar.g_01309
OG0000816	Prag.g_01121	Prar.g_01295
OG0000817	Prag.g_01122	Prar.g_01294
OG0000818	Prag.g_01127	Prar.g_01289
OG0000819	Prag.g_01134	Prar.g_01282
OG0000820	Prag.g_01138	Prar.g_01278
OG0000821	Prag.g_01140	Prar.g_01276
OG0000822	Prag.g_01141	Prar.g_01275
OG0000823	Prag.g_01142	Prar.g_01274
OG0000824	Prag.g_01143	Prar.g_01273
OG0000825	Prag.g_01144	Prar.g_01272
OG0000826	Prag.g_01145	Prar.g_01271
OG0000827	Prag.g_01146	Prar.g_01270
OG0000828	Prag.g_01147	Prar.g_01269
OG0000829	Prag.g_01148	Prar.g_01268
OG0000830	Prag.g_01149	Prar.g_01267
OG0000831	Prag.g_01152	Prar.g_01264
OG0000832	Prag.g_01154	Prar.g_01262
OG0000833	Prag.g_01155	Prar.g_01261
OG0000834	Prag.g_01156	Prar.g_01260
OG0000835	Prag.g_01157	Prar.g_01259
OG0000836	Prag.g_01158	Prar.g_01258
OG0000837	Prag.g_01160	Prar.g_01256
OG0000838	Prag.g_01161	Prar.g_01255
OG0000839	Prag.g_01162	Prar.g_01254
OG0000840	Prag.g_01163	Prar.g_01253
OG0000841	Prag.g_01164	Prar.g_01252
OG0000842	Prag.g_01165	Prar.g_01251
OG0000843	Prag.g_01166	Prar.g_01250
OG0000844	Prag.g_01167	Prar.g_01249
OG0000845	Prag.g_01168	Prar.g_01248
OG0000846	Prag.g_01171	Prar.g_01245
OG0000847	Prag.g_01173	Prar.g_01243
OG0000848	Prag.g_01174	Prar.g_01242
OG0000849	Prag.g_01175	Prar.g_01241
OG0000850	Prag.g_01176	Prar.g_01240
OG0000851	Prag.g_01177	Prar.g_01239
OG0000852	Prag.g_01179	Prar.g_01237
OG0000853	Prag.g_01180	Prar.g_01236
OG0000854	Prag.g_01182	Prar.g_01234
OG0000855	Prag.g_01183	Prar.g_01233
OG0000856	Prag.g_01184	Prar.g_01232
OG0000857	Prag.g_01185	Prar.g_01231
OG0000858	Prag.g_01186	Prar.g_01230
OG0000859	Prag.g_01187	Prar.g_01229
OG0000860	Prag.g_01188	Prar.g_01228
OG0000861	Prag.g_01189	Prar.g_01227
OG0000862	Prag.g_01190	Prar.g_01226
OG0000863	Prag.g_01191	Prar.g_01225
OG0000864	Prag.g_01192	Prar.g_01224
OG0000865	Prag.g_01193	Prar.g_01223
OG0000866	Prag.g_01194	Prar.g_01222
OG0000867	Prag.g_01195	Prar.g_01221
OG0000868	Prag.g_01196	Prar.g_01220
OG0000869	Prag.g_01198	Prar.g_01218
OG0000870	Prag.g_01199	Prar.g_01217
OG0000871	Prag.g_01201	Prar.g_01215
OG0000872	Prag.g_01202	Prar.g_01214
OG0000873	Prag.g_01204	Prar.g_01212
OG0000874	Prag.g_01205	Prar.g_01211
OG0000875	Prag.g_01206	Prar.g_01210
OG0000876	Prag.g_01207	Prar.g_01209
OG0000877	Prag.g_01209	Prar.g_01207
OG0000878	Prag.g_01328	Prar.g_00976
OG0000879	Prag.g_01342	Prar.g_00966
OG0000880	Prag.g_01343	Prar.g_00965
OG0000881	Prag.g_01344	Prar.g_00964
OG0000882	Prag.g_01345	Prar.g_00963
OG0000883	Prag.g_01346	Prar.g_00962
OG0000884	Prag.g_01350	Prar.g_00960
OG0000885	Prag.g_01351	Prar.g_00959
OG0000886	Prag.g_01352	Prar.g_00958
OG0000887	Prag.g_01353	Prar.g_00957
OG0000888	Prag.g_01354	Prar.g_00956
OG0000889	Prag.g_01357	Prar.g_00953
OG0000890	Prag.g_01358	Prar.g_00952
OG0000891	Prag.g_01359	Prar.g_00951
OG0000892	Prag.g_01361	Prar.g_00949
OG0000893	Prag.g_01362	Prar.g_00948
OG0000894	Prag.g_01363	Prar.g_00947
OG0000895	Prag.g_01364	Prar.g_00946
OG0000896	Prag.g_01365	Prar.g_00945
OG0000897	Prag.g_01366	Prar.g_00944
OG0000898	Prag.g_01368	Prar.g_00942
OG0000899	Prag.g_01369	Prar.g_00941
OG0000900	Prag.g_01371	Prar.g_00929
OG0000901	Prag.g_01375	Prar.g_00925
OG0000902	Prag.g_01376	Prar.g_00924
OG0000903	Prag.g_01377	Prar.g_00923
OG0000904	Prag.g_01379	Prar.g_00921
OG0000905	Prag.g_01381	Prar.g_00919
OG0000906	Prag.g_01383	Prar.g_00917
OG0000907	Prag.g_01384	Prar.g_00916
OG0000908	Prag.g_01387	Prar.g_00913
OG0000909	Prag.g_01391	Prar.g_00909
OG0000910	Prag.g_01392	Prar.g_00908
OG0000911	Prag.g_01393	Prar.g_00907
OG0000912	Prag.g_01394	Prar.g_00906
OG0000913	Prag.g_01395	Prar.g_00905
OG0000914	Prag.g_01396	Prar.g_00904
OG0000915	Prag.g_01397	Prar.g_00903
OG0000916	Prag.g_01398	Prar.g_00902
OG0000917	Prag.g_01399	Prar.g_00901
OG0000918	Prag.g_01400	Prar.g_00900
OG0000919	Prag.g_01401	Prar.g_00899
OG0000920	Prag.g_01402	Prar.g_00898
OG0000921	Prag.g_01403	Prar.g_00897
OG0000922	Prag.g_01404	Prar.g_00896
OG0000923	Prag.g_01405	Prar.g_00895
OG0000924	Prag.g_01406	Prar.g_00894
OG0000925	Prag.g_01407	Prar.g_00893
OG0000926	Prag.g_01425	Prar.g_00375
OG0000927	Prag.g_01470	Prar.g_00357
OG0000928	Prag.g_01471	Prar.g_00356
OG0000929	Prag.g_01472	Prar.g_00355
OG0000930	Prag.g_01473	Prar.g_00354
OG0000931	Prag.g_01474	Prar.g_00353
OG0000932	Prag.g_01476	Prar.g_00351
OG0000933	Prag.g_01477	Prar.g_00350
OG0000934	Prag.g_01478	Prar.g_00349
OG0000935	Prag.g_01479	Prar.g_00348
OG0000936	Prag.g_01480	Prar.g_00347
OG0000937	Prag.g_01481	Prar.g_00346
OG0000938	Prag.g_01482	Prar.g_00345
OG0000939	Prag.g_01483	Prar.g_00344
OG0000940	Prag.g_01484	Prar.g_00343
OG0000941	Prag.g_01486	Prar.g_00341
OG0000942	Prag.g_01487	Prar.g_00340
OG0000943	Prag.g_01492	Prar.g_00337
OG0000944	Prag.g_01493	Prar.g_00336
OG0000945	Prag.g_01494	Prar.g_00335
OG0000946	Prag.g_01495	Prar.g_00842
OG0000947	Prag.g_01496	Prar.g_00841
OG0000948	Prag.g_01497	Prar.g_00840
OG0000949	Prag.g_01498	Prar.g_00839
OG0000950	Prag.g_01499	Prar.g_00838
OG0000951	Prag.g_01500	Prar.g_00837
OG0000952	Prag.g_01501	Prar.g_00836
OG0000953	Prag.g_01502	Prar.g_00835
OG0000954	Prag.g_01503	Prar.g_00834
OG0000955	Prag.g_01504	Prar.g_00833
OG0000956	Prag.g_01505	Prar.g_00832
OG0000957	Prag.g_01506	Prar.g_00831
OG0000958	Prag.g_01507	Prar.g_00830
OG0000959	Prag.g_01508	Prar.g_00829
OG0000960	Prag.g_01509	Prar.g_00828
OG0000961	Prag.g_01512	Prar.g_00824
OG0000962	Prag.g_01513	Prar.g_00823
OG0000963	Prag.g_01514	Prar.g_00822
OG0000964	Prag.g_01516	Prar.g_00820
OG0000965	Prag.g_01517	Prar.g_00819
OG0000966	Prag.g_01518	Prar.g_00818
OG0000967	Prag.g_01519	Prar.g_00817
OG0000968	Prag.g_01520	Prar.g_00816
OG0000969	Prag.g_01521	Prar.g_00815
OG0000970	Prag.g_01523	Prar.g_00814
OG0000971	Prag.g_01524	Prar.g_00813
OG0000972	Prag.g_01525	Prar.g_00812
OG0000973	Prag.g_01526	Prar.g_00811
OG0000974	Prag.g_01528	Prar.g_00809
OG0000975	Prag.g_01531	Prar.g_00806
OG0000976	Prag.g_01533	Prar.g_00804
OG0000977	Prag.g_01534	Prar.g_00803
OG0000978	Prag.g_01535	Prar.g_00802
OG0000979	Prag.g_01537	Prar.g_00800
OG0000980	Prag.g_01538	Prar.g_00799
OG0000981	Prag.g_01539	Prar.g_00798
OG0000982	Prag.g_01540	Prar.g_00797
OG0000983	Prag.g_01542	Prar.g_00795
OG0000984	Prag.g_01543	Prar.g_00794
OG0000985	Prag.g_01544	Prar.g_00793
OG0000986	Prag.g_01545	Prar.g_00792
OG0000987	Prag.g_01546	Prar.g_00791
OG0000988	Prag.g_01547	Prar.g_00790
OG0000989	Prag.g_01548	Prar.g_00789
OG0000990	Prag.g_01549	Prar.g_00788
OG0000991	Prag.g_01550	Prar.g_00787
OG0000992	Prag.g_01551	Prar.g_00786
OG0000993	Prag.g_01552	Prar.g_00785
OG0000994	Prag.g_01553	Prar.g_00784
OG0000995	Prag.g_01554	Prar.g_00783
OG0000996	Prag.g_01555	Prar.g_00782
OG0000997	Prag.g_01556	Prar.g_00781
OG0000998	Prag.g_01557	Prar.g_00780
OG0000999	Prag.g_01558	Prar.g_00779
OG0001000	Prag.g_01559	Prar.g_00778
OG0001001	Prag.g_01561	Prar.g_00776
OG0001002	Prag.g_01562	Prar.g_00775
OG0001003	Prag.g_01563	Prar.g_00774
OG0001004	Prag.g_01564	Prar.g_00773
OG0001005	Prag.g_01565	Prar.g_00772
OG0001006	Prag.g_01566	Prar.g_00771
OG0001007	Prag.g_01567	Prar.g_00770
OG0001008	Prag.g_01569	Prar.g_00768
OG0001009	Prag.g_01570	Prar.g_00767
OG0001010	Prag.g_01576	Prar.g_00760
OG0001011	Prag.g_01583	Prar.g_00753
OG0001012	Prag.g_01611	Prar.g_00725
OG0001013	Prag.g_01663	Prar.g_01149
OG0001014	Prag.g_01664	Prar.g_01148
OG0001015	Prag.g_01670	Prar.g_01142
OG0001016	Prag.g_01671	Prar.g_01141
OG0001017	Prag.g_01672	Prar.g_01140
OG0001018	Prag.g_01673	Prar.g_01139
OG0001019	Prag.g_01675	Prar.g_01137
OG0001020	Prag.g_01676	Prar.g_01136
OG0001021	Prag.g_01677	Prar.g_01135
OG0001022	Prag.g_01678	Prar.g_01134
OG0001023	Prag.g_01679	Prar.g_01133
OG0001024	Prag.g_01680	Prar.g_01132
OG0001025	Prag.g_01681	Prar.g_01131
OG0001026	Prag.g_01683	Prar.g_01129
OG0001027	Prag.g_01684	Prar.g_01128
OG0001028	Prag.g_01685	Prar.g_01127
OG0001029	Prag.g_01686	Prar.g_01126
OG0001030	Prag.g_01687	Prar.g_01125
OG0001031	Prag.g_01688	Prar.g_01124
OG0001032	Prag.g_01689	Prar.g_01123
OG0001033	Prag.g_01690	Prar.g_01122
OG0001034	Prag.g_01691	Prar.g_01121
OG0001035	Prag.g_01693	Prar.g_01964
OG0001036	Prag.g_01694	Prar.g_01965
OG0001037	Prag.g_01695	Prar.g_01966
OG0001038	Prag.g_01696	Prar.g_01967
OG0001039	Prag.g_01697	Prar.g_01968
OG0001040	Prag.g_01698	Prar.g_01969
OG0001041	Prag.g_01699	Prar.g_01970
OG0001042	Prag.g_01700	Prar.g_01971
OG0001043	Prag.g_01701	Prar.g_01963
OG0001044	Prag.g_01702	Prar.g_01962
OG0001045	Prag.g_01703	Prar.g_01961
OG0001046	Prag.g_01704	Prar.g_01960
OG0001047	Prag.g_01707	Prar.g_01957
OG0001048	Prag.g_01709	Prar.g_00596
OG0001049	Prag.g_01710	Prar.g_00597
OG0001050	Prag.g_01711	Prar.g_00598
OG0001051	Prag.g_01712	Prar.g_00599
OG0001052	Prag.g_01713	Prar.g_00600
OG0001053	Prag.g_01715	Prar.g_00601
OG0001054	Prag.g_01717	Prar.g_00603
OG0001055	Prag.g_01718	Prar.g_00604
OG0001056	Prag.g_01719	Prar.g_00605
OG0001057	Prag.g_01720	Prar.g_00606
OG0001058	Prag.g_01721	Prar.g_00607
OG0001059	Prag.g_01722	Prar.g_00608
OG0001060	Prag.g_01723	Prar.g_00609
OG0001061	Prag.g_01724	Prar.g_00610
OG0001062	Prag.g_01725	Prar.g_00611
OG0001063	Prag.g_01726	Prar.g_00612
OG0001064	Prag.g_01728	Prar.g_01119
OG0001065	Prag.g_01732	Prar.g_01114
OG0001066	Prag.g_01733	Prar.g_01113
OG0001067	Prag.g_01734	Prar.g_01112
OG0001068	Prag.g_01736	Prar.g_01110
OG0001069	Prag.g_01737	Prar.g_01109
OG0001070	Prag.g_01738	Prar.g_01108
OG0001071	Prag.g_01739	Prar.g_01107
OG0001072	Prag.g_01740	Prar.g_01106
OG0001073	Prag.g_01741	Prar.g_01105
OG0001074	Prag.g_01742	Prar.g_01104
OG0001075	Prag.g_01743	Prar.g_01103
OG0001076	Prag.g_01744	Prar.g_01102
OG0001077	Prag.g_01745	Prar.g_01101
OG0001078	Prag.g_01746	Prar.g_01100
OG0001079	Prag.g_01747	Prar.g_01099
OG0001080	Prag.g_01748	Prar.g_01098
OG0001081	Prag.g_01751	Prar.g_01095
OG0001082	Prag.g_01752	Prar.g_01094
OG0001083	Prag.g_01753	Prar.g_01093
OG0001084	Prag.g_01754	Prar.g_01091
OG0001085	Prag.g_01755	Prar.g_01090
OG0001086	Prag.g_01756	Prar.g_01089
OG0001087	Prag.g_01757	Prar.g_01088
OG0001088	Prag.g_01758	Prar.g_01087
OG0001089	Prag.g_01762	Prar.g_01069
OG0001090	Prag.g_01764	Prar.g_01067
OG0001091	Prag.g_01765	Prar.g_01066
OG0001092	Prag.g_01766	Prar.g_01065
OG0001093	Prag.g_01767	Prar.g_01064
OG0001094	Prag.g_01768	Prar.g_01063
OG0001095	Prag.g_01769	Prar.g_01062
OG0001096	Prag.g_01770	Prar.g_01061
OG0001097	Prag.g_01771	Prar.g_01060
OG0001098	Prag.g_01772	Prar.g_01059
OG0001099	Prag.g_01773	Prar.g_01058
OG0001100	Prag.g_01774	Prar.g_01057
OG0001101	Prag.g_01775	Prar.g_01056
OG0001102	Prag.g_01776	Prar.g_01055
OG0001103	Prag.g_01777	Prar.g_01054
OG0001104	Prag.g_01778	Prar.g_01053
OG0001105	Prag.g_01779	Prar.g_01052
OG0001106	Prag.g_01780	Prar.g_01051
OG0001107	Prag.g_01781	Prar.g_01050
OG0001108	Prag.g_01782	Prar.g_01049
OG0001109	Prag.g_01783	Prar.g_01048
OG0001110	Prag.g_01784	Prar.g_01047
OG0001111	Prag.g_01785	Prar.g_01046
OG0001112	Prag.g_01786	Prar.g_01045
OG0001113	Prag.g_01787	Prar.g_01044
OG0001114	Prag.g_01788	Prar.g_01043
OG0001115	Prag.g_01789	Prar.g_01042
OG0001116	Prag.g_01790	Prar.g_01041
OG0001117	Prag.g_01791	Prar.g_01040
OG0001118	Prag.g_01792	Prar.g_01039
OG0001119	Prag.g_01793	Prar.g_01038
OG0001120	Prag.g_01794	Prar.g_01037
OG0001121	Prag.g_01796	Prar.g_01035
OG0001122	Prag.g_01797	Prar.g_01034
OG0001123	Prag.g_01798	Prar.g_01033
OG0001124	Prag.g_01800	Prar.g_01031
OG0001125	Prag.g_01802	Prar.g_01029
OG0001126	Prag.g_01803	Prar.g_01028
OG0001127	Prag.g_01805	Prar.g_01026
OG0001128	Prag.g_01806	Prar.g_01025
OG0001129	Prag.g_01807	Prar.g_01024
OG0001130	Prag.g_01810	Prar.g_01022
OG0001131	Prag.g_01811	Prar.g_01021
OG0001132	Prag.g_01812	Prar.g_01020
OG0001133	Prag.g_01813	Prar.g_01019
OG0001134	Prag.g_01814	Prar.g_01018
OG0001135	Prag.g_01815	Prar.g_01017
OG0001136	Prag.g_01816	Prar.g_01016
OG0001137	Prag.g_01817	Prar.g_01015
OG0001138	Prag.g_01818	Prar.g_01014
OG0001139	Prag.g_01819	Prar.g_01013
OG0001140	Prag.g_01820	Prar.g_01012
OG0001141	Prag.g_01821	Prar.g_01011
OG0001142	Prag.g_01824	Prar.g_00617
OG0001143	Prag.g_01825	Prar.g_00618
OG0001144	Prag.g_01826	Prar.g_00619
OG0001145	Prag.g_01827	Prar.g_00620
OG0001146	Prag.g_01828	Prar.g_00621
OG0001147	Prag.g_01829	Prar.g_00622
OG0001148	Prag.g_01830	Prar.g_00623
OG0001149	Prag.g_01832	Prar.g_00625
OG0001150	Prag.g_01833	Prar.g_00626
OG0001151	Prag.g_01835	Prar.g_00628
OG0001152	Prag.g_01836	Prar.g_00629
OG0001153	Prag.g_01837	Prar.g_00630
OG0001154	Prag.g_01839	Prar.g_00632
