Orthogroup	Prao	Pral
OG0000586	Prao.g_00051	Pral.g_00475
OG0000587	Prao.g_00052	Pral.g_00474
OG0000588	Prao.g_00056	Pral.g_00469
OG0000589	Prao.g_00060	Pral.g_00466
OG0000590	Prao.g_00061	Pral.g_00465
OG0000591	Prao.g_00064	Pral.g_00462
OG0000592	Prao.g_00065	Pral.g_00461
OG0000593	Prao.g_00071	Pral.g_01433
OG0000594	Prao.g_00072	Pral.g_01434
OG0000595	Prao.g_00073	Pral.g_01435
OG0000596	Prao.g_00077	Pral.g_01439
OG0000597	Prao.g_00079	Pral.g_01441
OG0000598	Prao.g_00080	Pral.g_01442
OG0000599	Prao.g_00083	Pral.g_01445
OG0000600	Prao.g_00084	Pral.g_01446
OG0000601	Prao.g_00085	Pral.g_01447
OG0000602	Prao.g_00087	Pral.g_01449
OG0000603	Prao.g_00088	Pral.g_01450
OG0000604	Prao.g_00089	Pral.g_01451
OG0000605	Prao.g_00090	Pral.g_01452
OG0000606	Prao.g_00093	Pral.g_01455
OG0000607	Prao.g_00096	Pral.g_01458
OG0000608	Prao.g_00097	Pral.g_01459
OG0000609	Prao.g_00098	Pral.g_01460
OG0000610	Prao.g_00103	Pral.g_01466
OG0000611	Prao.g_00106	Pral.g_01469
OG0000612	Prao.g_00107	Pral.g_01470
OG0000613	Prao.g_00112	Pral.g_01769
OG0000614	Prao.g_00130	Pral.g_01748
OG0000615	Prao.g_00138	Pral.g_01737
OG0000616	Prao.g_00142	Pral.g_00399
OG0000617	Prao.g_00654	Pral.g_01723
OG0000618	Prao.g_00655	Pral.g_01722
OG0000619	Prao.g_00656	Pral.g_01721
OG0000620	Prao.g_00659	Pral.g_01718
OG0000621	Prao.g_00660	Pral.g_01717
OG0000622	Prao.g_00661	Pral.g_01716
OG0000623	Prao.g_00662	Pral.g_01715
OG0000624	Prao.g_00663	Pral.g_01713
OG0000625	Prao.g_00664	Pral.g_01712
OG0000626	Prao.g_00665	Pral.g_01711
OG0000627	Prao.g_00666	Pral.g_01709
OG0000628	Prao.g_00667	Pral.g_01708
OG0000629	Prao.g_00668	Pral.g_01707
OG0000630	Prao.g_00671	Pral.g_01704
OG0000631	Prao.g_00732	Pral.g_01658
OG0000632	Prao.g_00733	Pral.g_01657
OG0000633	Prao.g_00734	Pral.g_01656
OG0000634	Prao.g_00737	Pral.g_01484
OG0000635	Prao.g_00738	Pral.g_01485
OG0000636	Prao.g_00740	Pral.g_01487
OG0000637	Prao.g_00742	Pral.g_01489
OG0000638	Prao.g_00743	Pral.g_01490
OG0000639	Prao.g_00744	Pral.g_01491
OG0000640	Prao.g_00745	Pral.g_01492
OG0000641	Prao.g_00749	Pral.g_01496
OG0000642	Prao.g_00750	Pral.g_01497
OG0000643	Prao.g_00751	Pral.g_01498
OG0000644	Prao.g_00752	Pral.g_01499
OG0000645	Prao.g_00753	Pral.g_01500
OG0000646	Prao.g_00755	Pral.g_01502
OG0000647	Prao.g_00756	Pral.g_01504
OG0000648	Prao.g_00758	Pral.g_01506
OG0000649	Prao.g_00759	Pral.g_01507
OG0000650	Prao.g_00760	Pral.g_01508
OG0000651	Prao.g_00761	Pral.g_01509
OG0000652	Prao.g_00762	Pral.g_01510
OG0000653	Prao.g_00764	Pral.g_01512
OG0000654	Prao.g_00765	Pral.g_01513
OG0000655	Prao.g_00766	Pral.g_01514
OG0000656	Prao.g_00769	Pral.g_01517
OG0000657	Prao.g_00777	Pral.g_01524
OG0000658	Prao.g_00778	Pral.g_01525
OG0000659	Prao.g_00779	Pral.g_01526
OG0000660	Prao.g_00783	Pral.g_01530
OG0000661	Prao.g_00785	Pral.g_01532
OG0000662	Prao.g_00787	Pral.g_01534
OG0000663	Prao.g_00789	Pral.g_01536
OG0000664	Prao.g_00790	Pral.g_01537
OG0000665	Prao.g_00794	Pral.g_01543
OG0000666	Prao.g_00795	Pral.g_01544
OG0000667	Prao.g_00799	Pral.g_01548
OG0000668	Prao.g_00829	Pral.g_01820
OG0000669	Prao.g_00837	Pral.g_01809
OG0000670	Prao.g_00839	Pral.g_01806
OG0000671	Prao.g_00841	Pral.g_01804
OG0000672	Prao.g_00843	Pral.g_01801
OG0000673	Prao.g_00846	Pral.g_01798
OG0000674	Prao.g_00848	Pral.g_01796
OG0000675	Prao.g_00849	Pral.g_01795
OG0000676	Prao.g_00851	Pral.g_01793
OG0000677	Prao.g_00852	Pral.g_01792
OG0000678	Prao.g_00854	Pral.g_01790
OG0000679	Prao.g_00858	Pral.g_01786
OG0000680	Prao.g_00859	Pral.g_01785
OG0000681	Prao.g_00861	Pral.g_01782
OG0000682	Prao.g_00862	Pral.g_01781
OG0000683	Prao.g_00863	Pral.g_01780
OG0000684	Prao.g_00864	Pral.g_01778
OG0000685	Prao.g_00866	Pral.g_01776
OG0000686	Prao.g_00867	Pral.g_01775
OG0000687	Prao.g_00868	Pral.g_01774
OG0000688	Prao.g_00871	Pral.g_01474
OG0000689	Prao.g_00872	Pral.g_01475
OG0000690	Prao.g_00873	Pral.g_01476
OG0000691	Prao.g_00874	Pral.g_01477
OG0000692	Prao.g_00876	Pral.g_01479
OG0000693	Prao.g_00877	Pral.g_01480
OG0000694	Prao.g_00878	Pral.g_01481
OG0000695	Prao.g_00880	Pral.g_01654
OG0000696	Prao.g_00881	Pral.g_01653
OG0000697	Prao.g_00882	Pral.g_01652
OG0000698	Prao.g_00885	Pral.g_01649
OG0000699	Prao.g_00886	Pral.g_01647
OG0000700	Prao.g_00887	Pral.g_01646
OG0000701	Prao.g_00888	Pral.g_01645
OG0000702	Prao.g_00890	Pral.g_01643
OG0000703	Prao.g_00891	Pral.g_01642
OG0000704	Prao.g_00892	Pral.g_01640
OG0000705	Prao.g_00896	Pral.g_01634
OG0000706	Prao.g_00897	Pral.g_01633
OG0000707	Prao.g_00898	Pral.g_01632
OG0000708	Prao.g_00899	Pral.g_01630
OG0000709	Prao.g_00903	Pral.g_01626
OG0000710	Prao.g_00906	Pral.g_01623
OG0000711	Prao.g_00923	Pral.g_01579
OG0000712	Prao.g_00925	Pral.g_01580
OG0000713	Prao.g_00926	Pral.g_01581
OG0000714	Prao.g_00927	Pral.g_01582
OG0000715	Prao.g_00929	Pral.g_01584
OG0000716	Prao.g_00931	Pral.g_01586
OG0000717	Prao.g_00932	Pral.g_01587
OG0000718	Prao.g_00943	Pral.g_01590
OG0000719	Prao.g_00945	Pral.g_01592
OG0000720	Prao.g_00954	Pral.g_01603
OG0000721	Prao.g_00956	Pral.g_01607
OG0000722	Prao.g_00957	Pral.g_01608
OG0000723	Prao.g_00960	Pral.g_01575
OG0000724	Prao.g_00969	Pral.g_01566
OG0000725	Prao.g_00975	Pral.g_01560
OG0000726	Prao.g_00976	Pral.g_01559
OG0000727	Prao.g_00977	Pral.g_01558
OG0000728	Prao.g_00979	Pral.g_01556
OG0000729	Prao.g_01027	Pral.g_01311
OG0000730	Prao.g_01156	Pral.g_01324
OG0000731	Prao.g_01152	Pral.g_00692
OG0000732	Prao.g_01143	Pral.g_00348
OG0000733	Prao.g_01121	Pral.g_00077
OG0000734	Prao.g_01104	Pral.g_01351
OG0000735	Prao.g_01102	Pral.g_01353
OG0000736	Prao.g_01101	Pral.g_01354
OG0000737	Prao.g_01100	Pral.g_01355
OG0000738	Prao.g_01096	Pral.g_01359
OG0000739	Prao.g_01095	Pral.g_01360
OG0000740	Prao.g_01094	Pral.g_01361
OG0000741	Prao.g_01093	Pral.g_01363
OG0000742	Prao.g_01090	Pral.g_01366
OG0000743	Prao.g_01088	Pral.g_01368
OG0000744	Prao.g_01087	Pral.g_01369
OG0000745	Prao.g_01086	Pral.g_01370
OG0000746	Prao.g_01084	Pral.g_01372
OG0000747	Prao.g_01083	Pral.g_01373
OG0000748	Prao.g_01080	Pral.g_01378
OG0000749	Prao.g_01079	Pral.g_01379
OG0000750	Prao.g_01078	Pral.g_01380
OG0000751	Prao.g_01076	Pral.g_01383
OG0000752	Prao.g_01074	Pral.g_01385
OG0000753	Prao.g_01071	Pral.g_01388
OG0000754	Prao.g_01068	Pral.g_01391
OG0000755	Prao.g_01065	Pral.g_01399
OG0000756	Prao.g_01064	Pral.g_01400
OG0000757	Prao.g_01058	Pral.g_01406
OG0000758	Prao.g_01057	Pral.g_01407
OG0000759	Prao.g_01056	Pral.g_01408
OG0000760	Prao.g_01055	Pral.g_01409
OG0000761	Prao.g_01054	Pral.g_01410
OG0000762	Prao.g_01053	Pral.g_01411
OG0000763	Prao.g_01051	Pral.g_01413
OG0000764	Prao.g_01050	Pral.g_01414
OG0000765	Prao.g_01041	Pral.g_01423
OG0000766	Prao.g_01040	Pral.g_01424
OG0000767	Prao.g_01038	Pral.g_01426
OG0000768	Prao.g_01037	Pral.g_01427
OG0000769	Prao.g_01035	Pral.g_01429
OG0000770	Prao.g_01033	Pral.g_00456
OG0000771	Prao.g_00014	Pral.g_01064
OG0000772	Prao.g_01305	Pral.g_01893
OG0000773	Prao.g_01285	Pral.g_01290
OG0000774	Prao.g_01283	Pral.g_01288
OG0000775	Prao.g_01281	Pral.g_01286
OG0000776	Prao.g_01280	Pral.g_01285
OG0000777	Prao.g_01279	Pral.g_01284
OG0000778	Prao.g_01278	Pral.g_01283
OG0000779	Prao.g_01274	Pral.g_01279
OG0000780	Prao.g_01273	Pral.g_01278
OG0000781	Prao.g_01270	Pral.g_01275
OG0000782	Prao.g_01269	Pral.g_01274
OG0000783	Prao.g_01268	Pral.g_01273
OG0000784	Prao.g_01267	Pral.g_01272
OG0000785	Prao.g_01265	Pral.g_01270
OG0000786	Prao.g_01263	Pral.g_01267
OG0000787	Prao.g_01262	Pral.g_01266
OG0000788	Prao.g_01252	Pral.g_00440
OG0000789	Prao.g_01249	Pral.g_01060
OG0000790	Prao.g_01234	Pral.g_01217
OG0000791	Prao.g_01232	Pral.g_01215
OG0000792	Prao.g_01231	Pral.g_01214
OG0000793	Prao.g_01228	Pral.g_01211
OG0000794	Prao.g_01227	Pral.g_01210
OG0000795	Prao.g_01226	Pral.g_01209
OG0000796	Prao.g_01222	Pral.g_01205
OG0000797	Prao.g_01221	Pral.g_01204
OG0000799	Prao.g_01379	Pral.g_01184
OG0000800	Prao.g_01380	Pral.g_01183
OG0000801	Prao.g_01381	Pral.g_01182
OG0000802	Prao.g_01383	Pral.g_01180
OG0000803	Prao.g_01385	Pral.g_01178
OG0000804	Prao.g_01386	Pral.g_01177
OG0000805	Prao.g_01388	Pral.g_01175
OG0000806	Prao.g_01390	Pral.g_01173
OG0000807	Prao.g_01391	Pral.g_01172
OG0000808	Prao.g_01392	Pral.g_01171
OG0000809	Prao.g_01395	Pral.g_01167
OG0000810	Prao.g_01396	Pral.g_01166
OG0000811	Prao.g_01400	Pral.g_01158
OG0000812	Prao.g_01402	Pral.g_01156
OG0000813	Prao.g_01403	Pral.g_01155
OG0000814	Prao.g_01405	Pral.g_01153
OG0000815	Prao.g_01406	Pral.g_01152
OG0000816	Prao.g_01408	Pral.g_01150
OG0000817	Prao.g_01409	Pral.g_01149
OG0000818	Prao.g_01414	Pral.g_01144
OG0000819	Prao.g_01415	Pral.g_01143
OG0000820	Prao.g_01416	Pral.g_01142
OG0000821	Prao.g_01419	Pral.g_01137
OG0000822	Prao.g_01420	Pral.g_01136
OG0000823	Prao.g_01421	Pral.g_01135
OG0000824	Prao.g_01424	Pral.g_01132
OG0000825	Prao.g_01425	Pral.g_01131
OG0000826	Prao.g_01426	Pral.g_01130
OG0000827	Prao.g_01427	Pral.g_01129
OG0000828	Prao.g_01430	Pral.g_01126
OG0000829	Prao.g_01431	Pral.g_01125
OG0000830	Prao.g_01432	Pral.g_01124
OG0000831	Prao.g_01434	Pral.g_01122
OG0000832	Prao.g_01440	Pral.g_01110
OG0000833	Prao.g_01448	Pral.g_01101
OG0000834	Prao.g_01449	Pral.g_01100
OG0000835	Prao.g_01450	Pral.g_01099
OG0000836	Prao.g_01451	Pral.g_01098
OG0000837	Prao.g_01452	Pral.g_01097
OG0000838	Prao.g_01454	Pral.g_01094
OG0000839	Prao.g_01455	Pral.g_01093
OG0000840	Prao.g_01456	Pral.g_01092
OG0000841	Prao.g_01457	Pral.g_01091
OG0000842	Prao.g_01458	Pral.g_01090
OG0000843	Prao.g_01459	Pral.g_01089
OG0000844	Prao.g_01460	Pral.g_01088
OG0000845	Prao.g_01461	Pral.g_01087
OG0000846	Prao.g_01462	Pral.g_01086
OG0000847	Prao.g_01463	Pral.g_01085
OG0000848	Prao.g_01464	Pral.g_01084
OG0000849	Prao.g_01465	Pral.g_01083
OG0000850	Prao.g_01467	Pral.g_01081
OG0000851	Prao.g_01468	Pral.g_01080
OG0000852	Prao.g_01469	Pral.g_01079
OG0000853	Prao.g_01473	Pral.g_01074
OG0000854	Prao.g_01475	Pral.g_01072
OG0000855	Prao.g_01476	Pral.g_01071
OG0000856	Prao.g_01491	Pral.g_01058
OG0000857	Prao.g_01519	Pral.g_01503
OG0000858	Prao.g_01546	Pral.g_00100
OG0000859	Prao.g_01547	Pral.g_00101
OG0000860	Prao.g_01554	Pral.g_00109
OG0000861	Prao.g_01555	Pral.g_00110
OG0000862	Prao.g_01556	Pral.g_00111
OG0000863	Prao.g_01558	Pral.g_00113
OG0000864	Prao.g_01559	Pral.g_00114
OG0000865	Prao.g_01560	Pral.g_00115
OG0000866	Prao.g_01561	Pral.g_00116
OG0000867	Prao.g_01562	Pral.g_00117
OG0000868	Prao.g_01563	Pral.g_00119
OG0000869	Prao.g_01567	Pral.g_00122
OG0000870	Prao.g_01572	Pral.g_00127
OG0000871	Prao.g_01573	Pral.g_00128
OG0000872	Prao.g_01574	Pral.g_00129
OG0000873	Prao.g_01577	Pral.g_00132
OG0000874	Prao.g_01580	Pral.g_00135
OG0000875	Prao.g_01581	Pral.g_00136
OG0000876	Prao.g_01582	Pral.g_00137
OG0000877	Prao.g_01584	Pral.g_00139
OG0000878	Prao.g_01585	Pral.g_00140
OG0000879	Prao.g_01586	Pral.g_00141
OG0000880	Prao.g_01587	Pral.g_00142
OG0000881	Prao.g_01591	Pral.g_00146
OG0000882	Prao.g_01596	Pral.g_00151
OG0000883	Prao.g_01597	Pral.g_00154
OG0000884	Prao.g_01599	Pral.g_00156
OG0000885	Prao.g_01600	Pral.g_00157
OG0000886	Prao.g_01601	Pral.g_00158
OG0000887	Prao.g_01602	Pral.g_00159
OG0000888	Prao.g_01604	Pral.g_00161
OG0000889	Prao.g_01606	Pral.g_00163
OG0000890	Prao.g_01607	Pral.g_00164
OG0000891	Prao.g_01608	Pral.g_00165
OG0000892	Prao.g_01610	Pral.g_00167
OG0000893	Prao.g_01615	Pral.g_00170
OG0000894	Prao.g_01617	Pral.g_00173
OG0000895	Prao.g_01620	Pral.g_00177
OG0000896	Prao.g_01621	Pral.g_00178
OG0000897	Prao.g_01623	Pral.g_00180
OG0000898	Prao.g_01624	Pral.g_00181
OG0000899	Prao.g_01625	Pral.g_00182
OG0000900	Prao.g_01626	Pral.g_00183
OG0000901	Prao.g_01629	Pral.g_00187
OG0000902	Prao.g_01631	Pral.g_00189
OG0000903	Prao.g_01634	Pral.g_00193
OG0000904	Prao.g_01636	Pral.g_00198
OG0000905	Prao.g_01641	Pral.g_00191
OG0000906	Prao.g_01642	Pral.g_00190
OG0000907	Prao.g_01645	Pral.g_00200
OG0000908	Prao.g_01648	Pral.g_00203
OG0000909	Prao.g_01649	Pral.g_00204
OG0000910	Prao.g_01650	Pral.g_00205
OG0000911	Prao.g_01652	Pral.g_00207
OG0000912	Prao.g_01653	Pral.g_00208
OG0000913	Prao.g_01654	Pral.g_00209
OG0000914	Prao.g_01655	Pral.g_00210
OG0000915	Prao.g_01656	Pral.g_00211
OG0000916	Prao.g_01657	Pral.g_00212
OG0000917	Prao.g_01658	Pral.g_00213
OG0000918	Prao.g_01659	Pral.g_00214
OG0000919	Prao.g_01660	Pral.g_00215
OG0000920	Prao.g_01661	Pral.g_00216
OG0000921	Prao.g_01662	Pral.g_00217
OG0000922	Prao.g_01663	Pral.g_00218
OG0000923	Prao.g_01667	Pral.g_00222
OG0000924	Prao.g_01668	Pral.g_00223
OG0000925	Prao.g_01669	Pral.g_00224
OG0000926	Prao.g_01670	Pral.g_00225
OG0000927	Prao.g_01672	Pral.g_00227
OG0000928	Prao.g_01673	Pral.g_00228
OG0000929	Prao.g_01674	Pral.g_00229
OG0000930	Prao.g_01675	Pral.g_00230
OG0000931	Prao.g_01676	Pral.g_00232
OG0000932	Prao.g_01677	Pral.g_01190
OG0000933	Prao.g_01681	Pral.g_00236
OG0000934	Prao.g_01683	Pral.g_00238
OG0000935	Prao.g_01684	Pral.g_00239
OG0000936	Prao.g_01685	Pral.g_00240
OG0000937	Prao.g_01686	Pral.g_00241
OG0000938	Prao.g_01688	Pral.g_00244
OG0000939	Prao.g_01689	Pral.g_00245
OG0000940	Prao.g_01696	Pral.g_00252
OG0000941	Prao.g_01698	Pral.g_00254
OG0000942	Prao.g_01700	Pral.g_00256
OG0000943	Prao.g_01701	Pral.g_00257
OG0000944	Prao.g_01702	Pral.g_00259
OG0000945	Prao.g_01703	Pral.g_00260
OG0000946	Prao.g_01707	Pral.g_00266
OG0000947	Prao.g_01709	Pral.g_00268
OG0000948	Prao.g_01710	Pral.g_00269
OG0000949	Prao.g_01713	Pral.g_00272
OG0000950	Prao.g_01718	Pral.g_00278
OG0000951	Prao.g_01722	Pral.g_00282
OG0000952	Prao.g_01726	Pral.g_00286
OG0000953	Prao.g_01729	Pral.g_00290
OG0000954	Prao.g_01733	Pral.g_00294
OG0000955	Prao.g_01734	Pral.g_00295
OG0000956	Prao.g_01736	Pral.g_00297
OG0000957	Prao.g_01741	Pral.g_00303
OG0000958	Prao.g_01742	Pral.g_00304
OG0000959	Prao.g_01746	Pral.g_00308
OG0000960	Prao.g_01747	Pral.g_00309
OG0000961	Prao.g_01749	Pral.g_00312
OG0000962	Prao.g_01751	Pral.g_00314
OG0000963	Prao.g_01755	Pral.g_00318
OG0000964	Prao.g_01756	Pral.g_00319
OG0000965	Prao.g_01757	Pral.g_00320
OG0000966	Prao.g_01764	Pral.g_00326
OG0000967	Prao.g_01769	Pral.g_00330
OG0000968	Prao.g_01771	Pral.g_00332
OG0000969	Prao.g_01772	Pral.g_00333
OG0000970	Prao.g_01773	Pral.g_00334
OG0000971	Prao.g_01774	Pral.g_00335
OG0000972	Prao.g_01775	Pral.g_00336
OG0000973	Prao.g_01776	Pral.g_00337
OG0000974	Prao.g_01777	Pral.g_00338
OG0000975	Prao.g_01778	Pral.g_00339
OG0000976	Prao.g_01779	Pral.g_00340
OG0000977	Prao.g_01780	Pral.g_00341
OG0000978	Prao.g_01781	Pral.g_00342
OG0000979	Prao.g_01784	Pral.g_00345
OG0000980	Prao.g_01786	Pral.g_00347
OG0000981	Prao.g_01788	Pral.g_00350
OG0000982	Prao.g_01790	Pral.g_00352
OG0000983	Prao.g_01791	Pral.g_00353
OG0000984	Prao.g_01792	Pral.g_00354
OG0000985	Prao.g_01795	Pral.g_00357
OG0000986	Prao.g_01797	Pral.g_00359
OG0000987	Prao.g_01798	Pral.g_00360
OG0000988	Prao.g_01801	Pral.g_00363
OG0000989	Prao.g_01805	Pral.g_00367
OG0000990	Prao.g_01808	Pral.g_00373
OG0000991	Prao.g_01809	Pral.g_00374
OG0000992	Prao.g_01811	Pral.g_00377
OG0000993	Prao.g_01812	Pral.g_00378
OG0000994	Prao.g_01813	Pral.g_00379
OG0000995	Prao.g_01817	Pral.g_00383
OG0000996	Prao.g_01818	Pral.g_00384
OG0000997	Prao.g_01819	Pral.g_00386
OG0000998	Prao.g_01821	Pral.g_00388
OG0000999	Prao.g_01822	Pral.g_00389
OG0001000	Prao.g_01825	Pral.g_00392
OG0001001	Prao.g_01827	Pral.g_00396
OG0001002	Prao.g_01831	Pral.g_00401
OG0001003	Prao.g_01833	Pral.g_00402
OG0001004	Prao.g_01834	Pral.g_00403
OG0001005	Prao.g_01835	Pral.g_00404
OG0001006	Prao.g_01839	Pral.g_00408
OG0001007	Prao.g_01841	Pral.g_00410
OG0001008	Prao.g_00541	Pral.g_00657
OG0001009	Prao.g_00174	Pral.g_01017
OG0001010	Prao.g_00175	Pral.g_01016
OG0001011	Prao.g_00176	Pral.g_01014
OG0001012	Prao.g_00189	Pral.g_01001
OG0001013	Prao.g_00194	Pral.g_00994
OG0001014	Prao.g_00197	Pral.g_00991
OG0001015	Prao.g_00198	Pral.g_00990
OG0001016	Prao.g_00212	Pral.g_00974
OG0001017	Prao.g_00216	Pral.g_00970
OG0001018	Prao.g_00219	Pral.g_00968
OG0001019	Prao.g_00228	Pral.g_00958
OG0001020	Prao.g_00229	Pral.g_00957
OG0001021	Prao.g_00230	Pral.g_00956
OG0001022	Prao.g_00233	Pral.g_00953
OG0001023	Prao.g_00234	Pral.g_00952
OG0001024	Prao.g_00237	Pral.g_00949
OG0001025	Prao.g_00243	Pral.g_00942
OG0001026	Prao.g_00249	Pral.g_00934
OG0001027	Prao.g_00250	Pral.g_00933
OG0001028	Prao.g_00252	Pral.g_00931
OG0001029	Prao.g_00254	Pral.g_00930
OG0001030	Prao.g_00269	Pral.g_00914
OG0001031	Prao.g_00324	Pral.g_00857
OG0001032	Prao.g_00325	Pral.g_00856
OG0001033	Prao.g_00346	Pral.g_00836
OG0001034	Prao.g_00374	Pral.g_00804
OG0001035	Prao.g_00392	Pral.g_00784
OG0001036	Prao.g_00397	Pral.g_00780
OG0001037	Prao.g_00398	Pral.g_00779
OG0001038	Prao.g_00415	Pral.g_00761
OG0001039	Prao.g_00418	Pral.g_00758
OG0001040	Prao.g_00420	Pral.g_00755
OG0001041	Prao.g_00424	Pral.g_00751
OG0001042	Prao.g_00441	Pral.g_00734
OG0001043	Prao.g_00442	Pral.g_00733
OG0001044	Prao.g_00469	Pral.g_00699
OG0001045	Prao.g_00477	Pral.g_00690
OG0001046	Prao.g_00513	Pral.g_01039
OG0001047	Prao.g_00543	Pral.g_00655
OG0001048	Prao.g_00544	Pral.g_00654
OG0001049	Prao.g_00546	Pral.g_00651
OG0001050	Prao.g_00547	Pral.g_00650
OG0001051	Prao.g_00548	Pral.g_00649
OG0001052	Prao.g_00577	Pral.g_00621
OG0001053	Prao.g_00589	Pral.g_00608
OG0001055	Prao.g_00623	Pral.g_00573
OG0001056	Prao.g_01855	Pral.g_00554
OG0001057	Prao.g_01160	Pral.g_00549
OG0001058	Prao.g_01168	Pral.g_00541
OG0001059	Prao.g_01172	Pral.g_00537
OG0001060	Prao.g_01179	Pral.g_00530
OG0001061	Prao.g_01866	Pral.g_00514
OG0001062	Prao.g_01868	Pral.g_00512
OG0001063	Prao.g_01870	Pral.g_00510
OG0001064	Prao.g_00018	Pral.g_00509
OG0001065	Prao.g_00019	Pral.g_00508
OG0001066	Prao.g_00020	Pral.g_00507
OG0001067	Prao.g_00021	Pral.g_00506
OG0001068	Prao.g_00022	Pral.g_00505
OG0001069	Prao.g_00023	Pral.g_00504
OG0001070	Prao.g_00026	Pral.g_00502
OG0001071	Prao.g_00027	Pral.g_00501
OG0001072	Prao.g_00028	Pral.g_00499
OG0001073	Prao.g_00042	Pral.g_00485
OG0001074	Prao.g_00053	Pral.g_00472
OG0001075	Prao.g_00054	Pral.g_00471
OG0001076	Prao.g_00063	Pral.g_00464
OG0001077	Prao.g_00067	Pral.g_00459
OG0001078	Prao.g_00075	Pral.g_01437
OG0001079	Prao.g_00086	Pral.g_01448
OG0001080	Prao.g_00092	Pral.g_01454
OG0001081	Prao.g_00094	Pral.g_01456
OG0001082	Prao.g_00095	Pral.g_01457
OG0001083	Prao.g_00100	Pral.g_01462
OG0001084	Prao.g_00101	Pral.g_01463
OG0001085	Prao.g_00109	Pral.g_01772
OG0001086	Prao.g_00110	Pral.g_01771
OG0001087	Prao.g_00126	Pral.g_01753
OG0001088	Prao.g_00127	Pral.g_01752
OG0001089	Prao.g_00135	Pral.g_01741
OG0001090	Prao.g_00649	Pral.g_01728
OG0001091	Prao.g_00651	Pral.g_01726
OG0001092	Prao.g_00652	Pral.g_01725
OG0001093	Prao.g_00657	Pral.g_01720
OG0001094	Prao.g_00735	Pral.g_01482
OG0001095	Prao.g_00754	Pral.g_01501
OG0001096	Prao.g_00767	Pral.g_01515
OG0001097	Prao.g_00786	Pral.g_01533
OG0001098	Prao.g_00801	Pral.g_01552
OG0001099	Prao.g_00834	Pral.g_01815
OG0001100	Prao.g_00838	Pral.g_01807
OG0001101	Prao.g_00840	Pral.g_01805
OG0001102	Prao.g_00842	Pral.g_01802
OG0001103	Prao.g_00844	Pral.g_01800
OG0001104	Prao.g_00865	Pral.g_01777
OG0001105	Prao.g_00869	Pral.g_01773
OG0001106	Prao.g_00893	Pral.g_01639
OG0001107	Prao.g_00900	Pral.g_01629
OG0001108	Prao.g_00904	Pral.g_01625
OG0001109	Prao.g_00905	Pral.g_01624
OG0001110	Prao.g_00907	Pral.g_01622
OG0001111	Prao.g_00908	Pral.g_01621
OG0001112	Prao.g_00909	Pral.g_01620
OG0001113	Prao.g_00910	Pral.g_01619
OG0001114	Prao.g_00911	Pral.g_01618
OG0001115	Prao.g_00913	Pral.g_01616
OG0001116	Prao.g_00914	Pral.g_01615
OG0001117	Prao.g_00915	Pral.g_01614
OG0001118	Prao.g_00916	Pral.g_01613
OG0001119	Prao.g_00917	Pral.g_01612
OG0001120	Prao.g_00919	Pral.g_01611
OG0001122	Prao.g_00946	Pral.g_01593
OG0001123	Prao.g_00950	Pral.g_01598
OG0001124	Prao.g_00952	Pral.g_01600
OG0001125	Prao.g_00953	Pral.g_01602
OG0001126	Prao.g_00963	Pral.g_01571
OG0001127	Prao.g_00964	Pral.g_01570
OG0001128	Prao.g_00966	Pral.g_01569
OG0001129	Prao.g_00967	Pral.g_01568
OG0001130	Prao.g_00968	Pral.g_01567
OG0001131	Prao.g_01007	Pral.g_01321
OG0001132	Prao.g_01016	Pral.g_01033
OG0001133	Prao.g_01137	Pral.g_01314
OG0001134	Prao.g_01122	Pral.g_00056, Pral.g_00078
OG0001135	Prao.g_01119	Pral.g_00075
OG0001136	Prao.g_01092	Pral.g_01364
OG0001137	Prao.g_01081	Pral.g_01377
OG0001138	Prao.g_01063	Pral.g_01401
OG0001139	Prao.g_01062	Pral.g_01403
OG0001141	Prao.g_01060	Pral.g_01404
OG0001142	Prao.g_01059	Pral.g_01405
OG0001143	Prao.g_01052	Pral.g_01412
OG0001144	Prao.g_01047	Pral.g_01417
OG0001145	Prao.g_01284	Pral.g_01289
OG0001146	Prao.g_01272	Pral.g_01277
OG0001147	Prao.g_01253	Pral.g_01235
OG0001148	Prao.g_01237	Pral.g_01220
OG0001149	Prao.g_01236	Pral.g_01219
OG0001150	Prao.g_01235	Pral.g_01218
OG0001151	Prao.g_01224	Pral.g_01207
OG0001152	Prao.g_01223	Pral.g_01206
OG0001153	Prao.g_01428	Pral.g_01128
OG0001154	Prao.g_01429	Pral.g_01127
OG0001155	Prao.g_01441	Pral.g_01108
OG0001156	Prao.g_01444	Pral.g_01105
OG0001157	Prao.g_01445	Pral.g_01104
OG0001158	Prao.g_01446	Pral.g_01103
OG0001159	Prao.g_01447	Pral.g_01102
OG0001160	Prao.g_01471	Pral.g_01076
OG0001161	Prao.g_01484	Pral.g_00045
OG0001163	Prao.g_01544	Pral.g_00098
OG0001164	Prao.g_01548	Pral.g_00102
OG0001165	Prao.g_01551	Pral.g_00105
OG0001166	Prao.g_01571	Pral.g_00126
OG0001167	Prao.g_01588	Pral.g_00143
OG0001168	Prao.g_01590	Pral.g_00145
OG0001169	Prao.g_01592	Pral.g_00147
OG0001170	Prao.g_01594	Pral.g_00149
OG0001171	Prao.g_01603	Pral.g_00160
OG0001172	Prao.g_01618	Pral.g_00175
