Orthogroup	Prao	Syas
OG0000616	Prao.g_00142	Syas.g_02011
OG0000617	Prao.g_00654	Syas.g_00180
OG0000618	Prao.g_00655	Syas.g_00181
OG0000619	Prao.g_00656	Syas.g_00182
OG0000620	Prao.g_00659	Syas.g_00188
OG0000621	Prao.g_00660	Syas.g_00189
OG0000622	Prao.g_00661	Syas.g_00190
OG0000623	Prao.g_00662	Syas.g_00191
OG0000624	Prao.g_00663	Syas.g_00192
OG0000625	Prao.g_00664	Syas.g_00193
OG0000626	Prao.g_00665	Syas.g_00194
OG0000627	Prao.g_00666	Syas.g_00372
OG0000628	Prao.g_00667	Syas.g_00373
OG0000629	Prao.g_00668	Syas.g_00376
OG0000630	Prao.g_00671	Syas.g_00397
OG0000631	Prao.g_00732	Syas.g_00405
OG0000632	Prao.g_00733	Syas.g_00406
OG0000633	Prao.g_00734	Syas.g_00407
OG0000634	Prao.g_00737	Syas.g_00600
OG0000635	Prao.g_00738	Syas.g_00599
OG0000636	Prao.g_00740	Syas.g_00597
OG0000637	Prao.g_00742	Syas.g_00595
OG0000638	Prao.g_00743	Syas.g_00594
OG0000639	Prao.g_00744	Syas.g_00593
OG0000640	Prao.g_00745	Syas.g_00592
OG0000641	Prao.g_00749	Syas.g_00587
OG0000642	Prao.g_00750	Syas.g_00586
OG0000643	Prao.g_00751	Syas.g_00585
OG0000644	Prao.g_00752	Syas.g_00584
OG0000645	Prao.g_00753	Syas.g_00583
OG0000646	Prao.g_00755	Syas.g_00580
OG0000647	Prao.g_00756	Syas.g_00578
OG0000648	Prao.g_00758	Syas.g_00576
OG0000649	Prao.g_00759	Syas.g_00575
OG0000650	Prao.g_00760	Syas.g_00574
OG0000651	Prao.g_00761	Syas.g_00573
OG0000652	Prao.g_00762	Syas.g_00572
OG0000653	Prao.g_00764	Syas.g_00570
OG0000654	Prao.g_00765	Syas.g_00569
OG0000655	Prao.g_00766	Syas.g_00568
OG0000656	Prao.g_00769	Syas.g_00565
OG0000657	Prao.g_00777	Syas.g_00232
OG0000658	Prao.g_00778	Syas.g_00235
OG0000659	Prao.g_00779	Syas.g_00236
OG0000660	Prao.g_00783	Syas.g_00240
OG0000661	Prao.g_00785	Syas.g_00242
OG0000662	Prao.g_00787	Syas.g_00281
OG0000663	Prao.g_00789	Syas.g_00284
OG0000664	Prao.g_00790	Syas.g_00287
OG0000665	Prao.g_00794	Syas.g_00385
OG0000666	Prao.g_00795	Syas.g_01362
OG0000667	Prao.g_00799	Syas.g_00088
OG0000668	Prao.g_00829	Syas.g_00221
OG0000669	Prao.g_00837	Syas.g_00684
OG0000670	Prao.g_00839	Syas.g_00681
OG0000671	Prao.g_00841	Syas.g_00679
OG0000672	Prao.g_00843	Syas.g_00676
OG0000673	Prao.g_00846	Syas.g_00673
OG0000674	Prao.g_00848	Syas.g_00671
OG0000675	Prao.g_00849	Syas.g_00670
OG0000676	Prao.g_00851	Syas.g_00668
OG0000677	Prao.g_00852	Syas.g_00667
OG0000678	Prao.g_00854	Syas.g_00660
OG0000679	Prao.g_00858	Syas.g_00629
OG0000680	Prao.g_00859	Syas.g_00628
OG0000681	Prao.g_00861	Syas.g_00625
OG0000682	Prao.g_00862	Syas.g_00624
OG0000683	Prao.g_00863	Syas.g_00623
OG0000684	Prao.g_00864	Syas.g_00621
OG0000685	Prao.g_00866	Syas.g_00187
OG0000686	Prao.g_00867	Syas.g_00619
OG0000687	Prao.g_00868	Syas.g_00618
OG0000688	Prao.g_00871	Syas.g_00612
OG0000689	Prao.g_00872	Syas.g_00610
OG0000690	Prao.g_00873	Syas.g_00609
OG0000691	Prao.g_00874	Syas.g_00608
OG0000692	Prao.g_00876	Syas.g_00606
OG0000693	Prao.g_00877	Syas.g_00604
OG0000694	Prao.g_00878	Syas.g_00603
OG0000695	Prao.g_00880	Syas.g_00410
OG0000696	Prao.g_00881	Syas.g_00411
OG0000697	Prao.g_00882	Syas.g_00413
OG0000698	Prao.g_00885	Syas.g_00417
OG0000699	Prao.g_00886	Syas.g_00419
OG0000700	Prao.g_00887	Syas.g_00420
OG0000701	Prao.g_00888	Syas.g_00421
OG0000702	Prao.g_00890	Syas.g_00437
OG0000703	Prao.g_00891	Syas.g_00438
OG0000704	Prao.g_00892	Syas.g_00446
OG0000705	Prao.g_00896	Syas.g_00453
OG0000706	Prao.g_00897	Syas.g_00454
OG0000707	Prao.g_00898	Syas.g_00455
OG0000708	Prao.g_00899	Syas.g_00458
OG0000709	Prao.g_00903	Syas.g_00466
OG0000710	Prao.g_00906	Syas.g_00497
OG0000711	Prao.g_00923	Syas.g_00546
OG0000712	Prao.g_00925	Syas.g_00548
OG0000713	Prao.g_00926	Syas.g_00549
OG0000714	Prao.g_00927	Syas.g_00551
OG0000715	Prao.g_00929	Syas.g_00553
OG0000716	Prao.g_00931	Syas.g_00556
OG0000717	Prao.g_00932	Syas.g_00557
OG0000718	Prao.g_00943	Syas.g_00561
OG0000719	Prao.g_00945	Syas.g_00223
OG0000720	Prao.g_00954	Syas.g_00209
OG0000721	Prao.g_00956	Syas.g_00207
OG0000722	Prao.g_00957	Syas.g_00206
OG0000723	Prao.g_00960	Syas.g_00196
OG0000724	Prao.g_00969	Syas.g_00999
OG0000725	Prao.g_00975	Syas.g_01024
OG0000726	Prao.g_00976	Syas.g_01025
OG0000727	Prao.g_00977	Syas.g_01026
OG0000728	Prao.g_00979	Syas.g_01028
OG0000729	Prao.g_01027	Syas.g_02145
OG0000730	Prao.g_01156	Syas.g_01544
OG0000731	Prao.g_01152	Syas.g_01532
OG0000732	Prao.g_01143	Syas.g_02086
OG0000733	Prao.g_01121	Syas.g_00096
OG0000734	Prao.g_01104	Syas.g_02414
OG0000735	Prao.g_01102	Syas.g_01201
OG0000736	Prao.g_01101	Syas.g_01200
OG0000737	Prao.g_01100	Syas.g_01199
OG0000738	Prao.g_01096	Syas.g_01193
OG0000739	Prao.g_01095	Syas.g_01192
OG0000740	Prao.g_01094	Syas.g_01191
OG0000741	Prao.g_01093	Syas.g_01188
OG0000742	Prao.g_01090	Syas.g_01185
OG0000743	Prao.g_01088	Syas.g_01182
OG0000744	Prao.g_01087	Syas.g_01181
OG0000745	Prao.g_01086	Syas.g_01178
OG0000746	Prao.g_01084	Syas.g_01176
OG0000747	Prao.g_01083	Syas.g_01174
OG0000748	Prao.g_01080	Syas.g_01146
OG0000749	Prao.g_01079	Syas.g_01144
OG0000750	Prao.g_01078	Syas.g_01143
OG0000751	Prao.g_01076	Syas.g_01138
OG0000752	Prao.g_01074	Syas.g_01136
OG0000753	Prao.g_01071	Syas.g_01133
OG0000754	Prao.g_01068	Syas.g_01128
OG0000755	Prao.g_01065	Syas.g_01117
OG0000756	Prao.g_01064	Syas.g_01116
OG0000757	Prao.g_01058	Syas.g_01108
OG0000758	Prao.g_01057	Syas.g_01107
OG0000759	Prao.g_01056	Syas.g_01106
OG0000760	Prao.g_01055	Syas.g_01105
OG0000761	Prao.g_01054	Syas.g_01104
OG0000762	Prao.g_01053	Syas.g_01102
OG0000763	Prao.g_01051	Syas.g_01091
OG0000764	Prao.g_01050	Syas.g_01090
OG0000765	Prao.g_01041	Syas.g_01076
OG0000766	Prao.g_01040	Syas.g_01075
OG0000767	Prao.g_01038	Syas.g_01073
OG0000768	Prao.g_01037	Syas.g_01072
OG0000769	Prao.g_01035	Syas.g_01070
OG0000770	Prao.g_01033	Syas.g_01067
OG0000771	Prao.g_00014	Syas.g_00993
OG0000772	Prao.g_01305	Syas.g_01461
OG0000773	Prao.g_01285	Syas.g_00002
OG0000774	Prao.g_01283	Syas.g_02862
OG0000775	Prao.g_01281	Syas.g_02860
OG0000776	Prao.g_01280	Syas.g_02859
OG0000777	Prao.g_01279	Syas.g_02858
OG0000778	Prao.g_01278	Syas.g_02857
OG0000779	Prao.g_01274	Syas.g_02852
OG0000780	Prao.g_01273	Syas.g_02847
OG0000781	Prao.g_01270	Syas.g_02842
OG0000782	Prao.g_01269	Syas.g_02841
OG0000783	Prao.g_01268	Syas.g_02840
OG0000784	Prao.g_01267	Syas.g_02839
OG0000785	Prao.g_01265	Syas.g_02837
OG0000786	Prao.g_01263	Syas.g_02833
OG0000787	Prao.g_01262	Syas.g_02832
OG0000788	Prao.g_01252	Syas.g_00782
OG0000789	Prao.g_01249	Syas.g_01507
OG0000790	Prao.g_01234	Syas.g_01266
OG0000791	Prao.g_01232	Syas.g_01268
OG0000792	Prao.g_01231	Syas.g_01269
OG0000793	Prao.g_01228	Syas.g_01359
OG0000794	Prao.g_01227	Syas.g_01361
OG0000795	Prao.g_01226	Syas.g_01363
OG0000796	Prao.g_01222	Syas.g_01368
OG0000797	Prao.g_01221	Syas.g_01369
OG0000799	Prao.g_01379	Syas.g_02789
OG0000800	Prao.g_01380	Syas.g_02790
OG0000801	Prao.g_01381	Syas.g_02791
OG0000802	Prao.g_01383	Syas.g_02797
OG0000803	Prao.g_01385	Syas.g_02800
OG0000804	Prao.g_01386	Syas.g_02803
OG0000805	Prao.g_01388	Syas.g_02805
OG0000806	Prao.g_01390	Syas.g_02807
OG0000807	Prao.g_01391	Syas.g_02808
OG0000808	Prao.g_01392	Syas.g_02809
OG0000809	Prao.g_01395	Syas.g_02811
OG0000810	Prao.g_01396	Syas.g_02813
OG0000811	Prao.g_01400	Syas.g_02822
OG0000812	Prao.g_01402	Syas.g_02824
OG0000813	Prao.g_01403	Syas.g_02825
OG0000814	Prao.g_01405	Syas.g_02827
OG0000815	Prao.g_01406	Syas.g_02829
OG0000816	Prao.g_01408	Syas.g_02831
OG0000817	Prao.g_01409	Syas.g_02753
OG0000818	Prao.g_01414	Syas.g_01282
OG0000819	Prao.g_01415	Syas.g_01283
OG0000820	Prao.g_01416	Syas.g_01284
OG0000821	Prao.g_01419	Syas.g_01289
OG0000822	Prao.g_01420	Syas.g_01291
OG0000823	Prao.g_01421	Syas.g_01292
OG0000824	Prao.g_01424	Syas.g_01297
OG0000825	Prao.g_01425	Syas.g_01298
OG0000826	Prao.g_01426	Syas.g_01299
OG0000827	Prao.g_01427	Syas.g_01300
OG0000828	Prao.g_01430	Syas.g_01303
OG0000829	Prao.g_01431	Syas.g_01304
OG0000830	Prao.g_01432	Syas.g_01305
OG0000831	Prao.g_01434	Syas.g_01308
OG0000832	Prao.g_01440	Syas.g_01476
OG0000833	Prao.g_01448	Syas.g_02738
OG0000834	Prao.g_01449	Syas.g_02737
OG0000835	Prao.g_01450	Syas.g_02736
OG0000836	Prao.g_01451	Syas.g_02732
OG0000837	Prao.g_01452	Syas.g_02731
OG0000838	Prao.g_01454	Syas.g_02727
OG0000839	Prao.g_01455	Syas.g_02726
OG0000840	Prao.g_01456	Syas.g_02725
OG0000841	Prao.g_01457	Syas.g_02724
OG0000842	Prao.g_01458	Syas.g_02723
OG0000843	Prao.g_01459	Syas.g_02722
OG0000844	Prao.g_01460	Syas.g_02720
OG0000845	Prao.g_01461	Syas.g_02719
OG0000846	Prao.g_01462	Syas.g_02718
OG0000847	Prao.g_01463	Syas.g_02717
OG0000848	Prao.g_01464	Syas.g_02715
OG0000849	Prao.g_01465	Syas.g_02714
OG0000850	Prao.g_01467	Syas.g_02711
OG0000851	Prao.g_01468	Syas.g_02708
OG0000852	Prao.g_01469	Syas.g_02707
OG0000853	Prao.g_01473	Syas.g_02703
OG0000854	Prao.g_01475	Syas.g_02701
OG0000855	Prao.g_01476	Syas.g_02700
OG0000856	Prao.g_01491	Syas.g_00103
OG0000857	Prao.g_01519	Syas.g_00579
OG0000858	Prao.g_01546	Syas.g_02693
OG0000859	Prao.g_01547	Syas.g_02692
OG0000860	Prao.g_01554	Syas.g_02679
OG0000861	Prao.g_01555	Syas.g_02678
OG0000862	Prao.g_01556	Syas.g_02677
OG0000863	Prao.g_01558	Syas.g_02675
OG0000864	Prao.g_01559	Syas.g_02674
OG0000865	Prao.g_01560	Syas.g_02673
OG0000866	Prao.g_01561	Syas.g_02672
OG0000867	Prao.g_01562	Syas.g_02671
OG0000868	Prao.g_01563	Syas.g_02667
OG0000869	Prao.g_01567	Syas.g_02662
OG0000870	Prao.g_01572	Syas.g_02657
OG0000871	Prao.g_01573	Syas.g_02656
OG0000872	Prao.g_01574	Syas.g_02650
OG0000873	Prao.g_01577	Syas.g_02647
OG0000874	Prao.g_01580	Syas.g_02645
OG0000875	Prao.g_01581	Syas.g_02644
OG0000876	Prao.g_01582	Syas.g_00280
OG0000877	Prao.g_01584	Syas.g_02603
OG0000878	Prao.g_01585	Syas.g_02602
OG0000879	Prao.g_01586	Syas.g_02601
OG0000880	Prao.g_01587	Syas.g_02600
OG0000881	Prao.g_01591	Syas.g_02596
OG0000882	Prao.g_01596	Syas.g_02591
OG0000883	Prao.g_01597	Syas.g_02586
OG0000884	Prao.g_01599	Syas.g_02584
OG0000885	Prao.g_01600	Syas.g_02583
OG0000886	Prao.g_01601	Syas.g_02582
OG0000887	Prao.g_01602	Syas.g_02581
OG0000888	Prao.g_01604	Syas.g_02579
OG0000889	Prao.g_01606	Syas.g_02577
OG0000890	Prao.g_01607	Syas.g_02574
OG0000891	Prao.g_01608	Syas.g_02573
OG0000892	Prao.g_01610	Syas.g_02571
OG0000893	Prao.g_01615	Syas.g_01677
OG0000894	Prao.g_01617	Syas.g_01667
OG0000895	Prao.g_01620	Syas.g_01663
OG0000896	Prao.g_01621	Syas.g_01662
OG0000897	Prao.g_01623	Syas.g_01660
OG0000898	Prao.g_01624	Syas.g_01659
OG0000899	Prao.g_01625	Syas.g_01658
OG0000900	Prao.g_01626	Syas.g_01657
OG0000901	Prao.g_01629	Syas.g_01652
OG0000902	Prao.g_01631	Syas.g_01651
OG0000903	Prao.g_01634	Syas.g_01637
OG0000904	Prao.g_01636	Syas.g_01642
OG0000905	Prao.g_01641	Syas.g_01647
OG0000906	Prao.g_01642	Syas.g_01649
OG0000907	Prao.g_01645	Syas.g_01635
OG0000908	Prao.g_01648	Syas.g_01632
OG0000909	Prao.g_01649	Syas.g_01631
OG0000910	Prao.g_01650	Syas.g_01630
OG0000911	Prao.g_01652	Syas.g_01628
OG0000912	Prao.g_01653	Syas.g_01627
OG0000913	Prao.g_01654	Syas.g_01626
OG0000914	Prao.g_01655	Syas.g_01625
OG0000915	Prao.g_01656	Syas.g_01623
OG0000916	Prao.g_01657	Syas.g_01622
OG0000917	Prao.g_01658	Syas.g_01621
OG0000918	Prao.g_01659	Syas.g_01620
OG0000919	Prao.g_01660	Syas.g_01619
OG0000920	Prao.g_01661	Syas.g_01618
OG0000921	Prao.g_01662	Syas.g_01617
OG0000922	Prao.g_01663	Syas.g_01616
OG0000923	Prao.g_01667	Syas.g_01612
OG0000924	Prao.g_01668	Syas.g_01611
OG0000925	Prao.g_01669	Syas.g_01610
OG0000926	Prao.g_01670	Syas.g_01609
OG0000927	Prao.g_01672	Syas.g_01607
OG0000928	Prao.g_01673	Syas.g_01606
OG0000929	Prao.g_01674	Syas.g_01605
OG0000930	Prao.g_01675	Syas.g_01604
OG0000931	Prao.g_01676	Syas.g_01603
OG0000932	Prao.g_01677	Syas.g_01602
OG0000933	Prao.g_01681	Syas.g_01596
OG0000934	Prao.g_01683	Syas.g_01594
OG0000935	Prao.g_01684	Syas.g_01593
OG0000936	Prao.g_01685	Syas.g_01592
OG0000937	Prao.g_01686	Syas.g_01591
OG0000938	Prao.g_01688	Syas.g_01588
OG0000939	Prao.g_01689	Syas.g_01587
OG0000940	Prao.g_01696	Syas.g_01580
OG0000941	Prao.g_01698	Syas.g_01578
OG0000942	Prao.g_01700	Syas.g_01576
OG0000943	Prao.g_01701	Syas.g_01575
OG0000944	Prao.g_01702	Syas.g_01573
OG0000945	Prao.g_01703	Syas.g_01572
OG0000946	Prao.g_01707	Syas.g_01565
OG0000947	Prao.g_01709	Syas.g_01562
OG0000948	Prao.g_01710	Syas.g_01561
OG0000949	Prao.g_01713	Syas.g_02213
OG0000950	Prao.g_01718	Syas.g_02197
OG0000951	Prao.g_01722	Syas.g_02190
OG0000952	Prao.g_01726	Syas.g_02186
OG0000953	Prao.g_01729	Syas.g_02182
OG0000954	Prao.g_01733	Syas.g_02174
OG0000955	Prao.g_01734	Syas.g_02173
OG0000956	Prao.g_01736	Syas.g_02171
OG0000957	Prao.g_01741	Syas.g_02158
OG0000958	Prao.g_01742	Syas.g_02157
OG0000959	Prao.g_01746	Syas.g_02154
OG0000960	Prao.g_01747	Syas.g_02153
OG0000961	Prao.g_01749	Syas.g_02345
OG0000962	Prao.g_01751	Syas.g_02146
OG0000963	Prao.g_01755	Syas.g_02143
OG0000964	Prao.g_01756	Syas.g_02142
OG0000965	Prao.g_01757	Syas.g_02141
OG0000966	Prao.g_01764	Syas.g_02112
OG0000967	Prao.g_01769	Syas.g_02108
OG0000968	Prao.g_01771	Syas.g_02106
OG0000969	Prao.g_01772	Syas.g_02104
OG0000970	Prao.g_01773	Syas.g_02103
OG0000971	Prao.g_01774	Syas.g_02101
OG0000972	Prao.g_01775	Syas.g_02100
OG0000973	Prao.g_01776	Syas.g_02099
OG0000974	Prao.g_01777	Syas.g_02098
OG0000975	Prao.g_01778	Syas.g_02097
OG0000976	Prao.g_01779	Syas.g_02096
OG0000977	Prao.g_01780	Syas.g_02094
OG0000978	Prao.g_01781	Syas.g_02093
OG0000979	Prao.g_01784	Syas.g_02090
OG0000980	Prao.g_01786	Syas.g_02087
OG0000981	Prao.g_01788	Syas.g_02084
OG0000982	Prao.g_01790	Syas.g_01882
OG0000983	Prao.g_01791	Syas.g_01883
OG0000984	Prao.g_01792	Syas.g_01884
OG0000985	Prao.g_01795	Syas.g_01888
OG0000986	Prao.g_01797	Syas.g_01891
OG0000987	Prao.g_01798	Syas.g_01897
OG0000988	Prao.g_01801	Syas.g_01902
OG0000989	Prao.g_01805	Syas.g_01908
OG0000990	Prao.g_01808	Syas.g_01937
OG0000991	Prao.g_01809	Syas.g_01939
OG0000992	Prao.g_01811	Syas.g_01943
OG0000993	Prao.g_01812	Syas.g_01945
OG0000994	Prao.g_01813	Syas.g_01948
OG0000995	Prao.g_01817	Syas.g_01955
OG0000996	Prao.g_01818	Syas.g_01977
OG0000997	Prao.g_01819	Syas.g_01993
OG0000998	Prao.g_01821	Syas.g_01995
OG0000999	Prao.g_01822	Syas.g_01996
OG0001000	Prao.g_01825	Syas.g_02000
OG0001001	Prao.g_01827	Syas.g_02006
OG0001002	Prao.g_01831	Syas.g_02014
OG0001003	Prao.g_01833	Syas.g_02016
OG0001004	Prao.g_01834	Syas.g_02017
OG0001005	Prao.g_01835	Syas.g_02018
OG0001006	Prao.g_01839	Syas.g_02032
OG0001007	Prao.g_01841	Syas.g_02034
OG0001008	Prao.g_00541	Syas.g_01496
OG0001009	Prao.g_00174	Syas.g_02065
OG0001010	Prao.g_00175	Syas.g_02066
OG0001011	Prao.g_00176	Syas.g_02068
OG0001012	Prao.g_00189	Syas.g_00152
OG0001013	Prao.g_00194	Syas.g_01866
OG0001014	Prao.g_00197	Syas.g_01857
OG0001015	Prao.g_00198	Syas.g_01856
OG0001016	Prao.g_00212	Syas.g_02517
OG0001017	Prao.g_00216	Syas.g_02511
OG0001018	Prao.g_00219	Syas.g_02509
OG0001019	Prao.g_00228	Syas.g_02469
OG0001020	Prao.g_00229	Syas.g_02443
OG0001021	Prao.g_00230	Syas.g_02437
OG0001022	Prao.g_00233	Syas.g_02434
OG0001023	Prao.g_00234	Syas.g_02433
OG0001024	Prao.g_00237	Syas.g_00135
OG0001025	Prao.g_00243	Syas.g_02424
OG0001026	Prao.g_00249	Syas.g_02412
OG0001027	Prao.g_00250	Syas.g_02408
OG0001028	Prao.g_00252	Syas.g_02405
OG0001029	Prao.g_00254	Syas.g_02403
OG0001030	Prao.g_00269	Syas.g_02384
OG0001031	Prao.g_00324	Syas.g_02293
OG0001032	Prao.g_00325	Syas.g_02290
OG0001033	Prao.g_00346	Syas.g_02239
OG0001034	Prao.g_00374	Syas.g_02556
OG0001035	Prao.g_00392	Syas.g_01704
OG0001036	Prao.g_00397	Syas.g_01709
OG0001037	Prao.g_00398	Syas.g_01711
OG0001038	Prao.g_00415	Syas.g_01751
OG0001039	Prao.g_00418	Syas.g_01754
OG0001041	Prao.g_00424	Syas.g_01761
OG0001042	Prao.g_00441	Syas.g_01821
OG0001043	Prao.g_00442	Syas.g_01817
OG0001044	Prao.g_00469	Syas.g_01542
OG0001045	Prao.g_00477	Syas.g_01529
OG0001046	Prao.g_00513	Syas.g_00532
OG0001047	Prao.g_00543	Syas.g_01494
OG0001048	Prao.g_00544	Syas.g_01493
OG0001049	Prao.g_00546	Syas.g_02742
OG0001050	Prao.g_00547	Syas.g_02743
OG0001051	Prao.g_00548	Syas.g_02744
OG0001052	Prao.g_00577	Syas.g_01337
OG0001053	Prao.g_00589	Syas.g_01250
OG0001054	Prao.g_00604	Syas.g_01231
OG0001055	Prao.g_00623	Syas.g_01210
OG0001056	Prao.g_01855	Syas.g_00068
OG0001057	Prao.g_01160	Syas.g_00763
OG0001058	Prao.g_01168	Syas.g_00787
OG0001059	Prao.g_01172	Syas.g_00791
OG0001060	Prao.g_01179	Syas.g_00797
OG0001061	Prao.g_01866	Syas.g_00816
OG0001062	Prao.g_01868	Syas.g_00819
OG0001063	Prao.g_01870	Syas.g_00830
OG0001064	Prao.g_00018	Syas.g_00831
OG0001065	Prao.g_00019	Syas.g_00832
OG0001066	Prao.g_00020	Syas.g_00833
OG0001067	Prao.g_00021	Syas.g_00834
OG0001068	Prao.g_00022	Syas.g_00835
OG0001069	Prao.g_00023	Syas.g_00836
OG0001070	Prao.g_00026	Syas.g_00840
OG0001071	Prao.g_00027	Syas.g_00841
OG0001072	Prao.g_00028	Syas.g_00844
OG0001073	Prao.g_00042	Syas.g_00855
OG0001074	Prao.g_00053	Syas.g_00157
OG0001075	Prao.g_00054	Syas.g_00163
OG0001076	Prao.g_00063	Syas.g_00113
OG0001077	Prao.g_00067	Syas.g_00101
OG0001078	Prao.g_00075	Syas.g_00745
OG0001079	Prao.g_00086	Syas.g_00729
OG0001080	Prao.g_00092	Syas.g_00717
OG0001081	Prao.g_00094	Syas.g_00715
OG0001082	Prao.g_00095	Syas.g_00714
OG0001083	Prao.g_00100	Syas.g_00707
OG0001084	Prao.g_00101	Syas.g_00706
OG0001085	Prao.g_00109	Syas.g_00693
OG0001086	Prao.g_00110	Syas.g_00691
OG0001087	Prao.g_00126	Syas.g_00071
OG0001088	Prao.g_00127	Syas.g_01060
OG0001089	Prao.g_00135	Syas.g_01039
OG0001090	Prao.g_00649	Syas.g_00980
OG0001091	Prao.g_00651	Syas.g_00979
OG0001092	Prao.g_00652	Syas.g_00178
OG0001093	Prao.g_00657	Syas.g_00184
OG0001095	Prao.g_00754	Syas.g_00582
OG0001097	Prao.g_00786	Syas.g_00243
OG0001098	Prao.g_00801	Syas.g_00880
OG0001099	Prao.g_00834	Syas.g_02404
OG0001100	Prao.g_00838	Syas.g_00682
OG0001101	Prao.g_00840	Syas.g_00680
OG0001102	Prao.g_00842	Syas.g_00677
OG0001103	Prao.g_00844	Syas.g_00675
OG0001104	Prao.g_00865	Syas.g_00620
OG0001105	Prao.g_00869	Syas.g_00617
OG0001106	Prao.g_00893	Syas.g_00447
OG0001107	Prao.g_00900	Syas.g_00459
OG0001108	Prao.g_00904	Syas.g_00494
OG0001109	Prao.g_00905	Syas.g_00496
OG0001110	Prao.g_00907	Syas.g_00498
OG0001111	Prao.g_00908	Syas.g_00500
OG0001112	Prao.g_00909	Syas.g_00503
OG0001113	Prao.g_00910	Syas.g_00504
OG0001114	Prao.g_00911	Syas.g_00505
OG0001115	Prao.g_00913	Syas.g_00527
OG0001116	Prao.g_00914	Syas.g_00529
OG0001117	Prao.g_00915	Syas.g_00530
OG0001118	Prao.g_00916	Syas.g_00531
OG0001119	Prao.g_00917	Syas.g_00533
OG0001120	Prao.g_00919	Syas.g_00539
OG0001122	Prao.g_00946	Syas.g_00222
OG0001123	Prao.g_00950	Syas.g_00214
OG0001124	Prao.g_00952	Syas.g_00212
OG0001125	Prao.g_00953	Syas.g_00210
OG0001126	Prao.g_00963	Syas.g_00991
OG0001127	Prao.g_00964	Syas.g_00992
OG0001128	Prao.g_00966	Syas.g_00995
OG0001129	Prao.g_00967	Syas.g_00997
OG0001130	Prao.g_00968	Syas.g_00998
OG0001131	Prao.g_01007	Syas.g_01401
OG0001132	Prao.g_01016	Syas.g_00525
OG0001133	Prao.g_01137	Syas.g_00109
OG0001136	Prao.g_01092	Syas.g_01187
OG0001138	Prao.g_01063	Syas.g_01114
OG0001139	Prao.g_01062	Syas.g_01112
OG0001140	Prao.g_01061	Syas.g_01111
OG0001141	Prao.g_01060	Syas.g_01110
OG0001142	Prao.g_01059	Syas.g_01109
OG0001143	Prao.g_01052	Syas.g_01092
OG0001144	Prao.g_01047	Syas.g_01084
OG0001145	Prao.g_01284	Syas.g_02867
OG0001146	Prao.g_01272	Syas.g_02846
OG0001147	Prao.g_01253	Syas.g_01329
OG0001148	Prao.g_01237	Syas.g_01263
OG0001149	Prao.g_01236	Syas.g_01264
OG0001150	Prao.g_01235	Syas.g_01265
OG0001151	Prao.g_01224	Syas.g_01366
OG0001152	Prao.g_01223	Syas.g_01367
OG0001153	Prao.g_01428	Syas.g_01301
OG0001154	Prao.g_01429	Syas.g_01302
OG0001155	Prao.g_01441	Syas.g_01478
OG0001156	Prao.g_01444	Syas.g_01489
OG0001157	Prao.g_01445	Syas.g_01490
OG0001158	Prao.g_01446	Syas.g_01491
OG0001159	Prao.g_01447	Syas.g_01492
OG0001160	Prao.g_01471	Syas.g_02705
OG0001161	Prao.g_01484	Syas.g_02030
OG0001162	Prao.g_01495	Syas.g_02473
OG0001163	Prao.g_01544	Syas.g_02697
OG0001164	Prao.g_01548	Syas.g_02691
OG0001165	Prao.g_01551	Syas.g_02686
OG0001166	Prao.g_01571	Syas.g_02658
OG0001167	Prao.g_01588	Syas.g_01046
OG0001168	Prao.g_01590	Syas.g_02597
OG0001169	Prao.g_01592	Syas.g_02595
OG0001170	Prao.g_01594	Syas.g_02593
OG0001171	Prao.g_01603	Syas.g_02580
OG0001172	Prao.g_01618	Syas.g_01665
OG0001173	Prao.g_01619	Syas.g_01664
OG0001174	Prao.g_01627	Syas.g_01656
OG0001175	Prao.g_01628	Syas.g_01655
OG0001176	Prao.g_01635	Syas.g_01638
OG0001177	Prao.g_01638	Syas.g_01640
OG0001178	Prao.g_01643	Syas.g_02676
OG0001179	Prao.g_01671	Syas.g_01608
OG0001180	Prao.g_01693	Syas.g_01583
OG0001181	Prao.g_01697	Syas.g_01579
OG0001182	Prao.g_01704	Syas.g_01571
OG0001183	Prao.g_01708	Syas.g_01564
OG0001184	Prao.g_01724	Syas.g_02188
OG0001185	Prao.g_01738	Syas.g_02162
OG0001186	Prao.g_01761	Syas.g_02113
OG0001187	Prao.g_01765	Syas.g_02111
OG0001189	Prao.g_01785	Syas.g_02089
OG0001190	Prao.g_01789	Syas.g_01881
OG0001191	Prao.g_01799	Syas.g_01900
OG0001193	Prao.g_01814	Syas.g_01952
OG0001194	Prao.g_01815	Syas.g_01953
OG0001195	Prao.g_01816	Syas.g_01954
OG0001196	Prao.g_01829	Syas.g_02010
OG0001197	Prao.g_01830	Syas.g_02012
OG0001198	Prao.g_01838	Syas.g_02031
OG0001199	Prao.g_00213	Syas.g_02516
OG0001200	Prao.g_00215	Syas.g_02514
OG0001201	Prao.g_00246	Syas.g_02419
OG0001202	Prao.g_00337	Syas.g_02270
OG0001203	Prao.g_00376	Syas.g_02557
OG0001204	Prao.g_00381	Syas.g_01687
OG0001205	Prao.g_00549	Syas.g_02745
OG0001207	Prao.g_00583	Syas.g_01260
OG0001208	Prao.g_00588	Syas.g_01251
