Orthogroup	Prao	Prah
OG0000595	Prao.g_00073	Prah.g_00503
OG0000596	Prao.g_00077	Prah.g_00498
OG0000597	Prao.g_00079	Prah.g_00495
OG0000598	Prao.g_00080	Prah.g_00494
OG0000599	Prao.g_00083	Prah.g_00485
OG0000600	Prao.g_00084	Prah.g_00484
OG0000601	Prao.g_00085	Prah.g_00483
OG0000602	Prao.g_00087	Prah.g_00478
OG0000603	Prao.g_00088	Prah.g_00477
OG0000604	Prao.g_00089	Prah.g_00476
OG0000605	Prao.g_00090	Prah.g_00474
OG0000606	Prao.g_00093	Prah.g_00466
OG0000607	Prao.g_00096	Prah.g_00463
OG0000608	Prao.g_00097	Prah.g_00462
OG0000609	Prao.g_00098	Prah.g_00460
OG0000610	Prao.g_00103	Prah.g_00452
OG0000611	Prao.g_00106	Prah.g_00449
OG0000612	Prao.g_00107	Prah.g_00448
OG0000613	Prao.g_00112	Prah.g_02193
OG0000614	Prao.g_00130	Prah.g_00985
OG0000615	Prao.g_00138	Prah.g_00706
OG0000616	Prao.g_00142	Prah.g_02588
OG0000617	Prao.g_00654	Prah.g_00881
OG0000618	Prao.g_00655	Prah.g_00880
OG0000619	Prao.g_00656	Prah.g_00879
OG0000620	Prao.g_00659	Prah.g_00875
OG0000621	Prao.g_00660	Prah.g_00874
OG0000622	Prao.g_00661	Prah.g_00873
OG0000623	Prao.g_00662	Prah.g_00872
OG0000624	Prao.g_00663	Prah.g_00871
OG0000625	Prao.g_00664	Prah.g_00870
OG0000626	Prao.g_00665	Prah.g_00869
OG0000627	Prao.g_00666	Prah.g_00746
OG0000628	Prao.g_00667	Prah.g_00747
OG0000629	Prao.g_00668	Prah.g_00750
OG0000630	Prao.g_00671	Prah.g_00754
OG0000631	Prao.g_00732	Prah.g_00758
OG0000632	Prao.g_00733	Prah.g_00759
OG0000633	Prao.g_00734	Prah.g_00760
OG0000634	Prao.g_00737	Prah.g_00671
OG0000635	Prao.g_00738	Prah.g_00670
OG0000636	Prao.g_00740	Prah.g_00668
OG0000637	Prao.g_00742	Prah.g_00666
OG0000638	Prao.g_00743	Prah.g_00665
OG0000639	Prao.g_00744	Prah.g_00664
OG0000640	Prao.g_00745	Prah.g_00663
OG0000641	Prao.g_00749	Prah.g_00659
OG0000642	Prao.g_00750	Prah.g_00658
OG0000643	Prao.g_00751	Prah.g_00657
OG0000644	Prao.g_00752	Prah.g_00656
OG0000645	Prao.g_00753	Prah.g_00655
OG0000646	Prao.g_00755	Prah.g_00652
OG0000647	Prao.g_00756	Prah.g_00650
OG0000648	Prao.g_00758	Prah.g_00648
OG0000649	Prao.g_00759	Prah.g_00647
OG0000650	Prao.g_00760	Prah.g_00646
OG0000651	Prao.g_00761	Prah.g_00645
OG0000652	Prao.g_00762	Prah.g_00644
OG0000653	Prao.g_00764	Prah.g_00640
OG0000654	Prao.g_00765	Prah.g_00639
OG0000655	Prao.g_00766	Prah.g_00638
OG0000656	Prao.g_00769	Prah.g_00635
OG0000657	Prao.g_00777	Prah.g_00603
OG0000658	Prao.g_00778	Prah.g_00601
OG0000659	Prao.g_00779	Prah.g_00600
OG0000660	Prao.g_00783	Prah.g_00596
OG0000661	Prao.g_00785	Prah.g_00594
OG0000662	Prao.g_00787	Prah.g_00592
OG0000663	Prao.g_00789	Prah.g_00589
OG0000664	Prao.g_00790	Prah.g_00588
OG0000665	Prao.g_00794	Prah.g_00574
OG0000666	Prao.g_00795	Prah.g_00572
OG0000667	Prao.g_00799	Prah.g_00564
OG0000668	Prao.g_00829	Prah.g_00850
OG0000669	Prao.g_00837	Prah.g_00558
OG0000670	Prao.g_00839	Prah.g_01212
OG0000671	Prao.g_00841	Prah.g_00738
OG0000672	Prao.g_00843	Prah.g_00735
OG0000673	Prao.g_00846	Prah.g_00732
OG0000674	Prao.g_00848	Prah.g_00730
OG0000675	Prao.g_00849	Prah.g_00729
OG0000676	Prao.g_00851	Prah.g_00726
OG0000677	Prao.g_00852	Prah.g_00724
OG0000678	Prao.g_00854	Prah.g_00721
OG0000679	Prao.g_00858	Prah.g_00702
OG0000680	Prao.g_00859	Prah.g_00701
OG0000681	Prao.g_00861	Prah.g_00699
OG0000682	Prao.g_00862	Prah.g_00698
OG0000683	Prao.g_00863	Prah.g_00697
OG0000684	Prao.g_00864	Prah.g_00683
OG0000685	Prao.g_00866	Prah.g_00685
OG0000686	Prao.g_00867	Prah.g_00686
OG0000687	Prao.g_00868	Prah.g_00687
OG0000688	Prao.g_00871	Prah.g_00681
OG0000689	Prao.g_00872	Prah.g_00680
OG0000690	Prao.g_00873	Prah.g_00679
OG0000691	Prao.g_00874	Prah.g_00678
OG0000692	Prao.g_00876	Prah.g_00677
OG0000693	Prao.g_00877	Prah.g_00675
OG0000694	Prao.g_00878	Prah.g_00674
OG0000695	Prao.g_00880	Prah.g_00762
OG0000696	Prao.g_00881	Prah.g_00763
OG0000697	Prao.g_00882	Prah.g_00765
OG0000698	Prao.g_00885	Prah.g_00768
OG0000699	Prao.g_00886	Prah.g_00770
OG0000700	Prao.g_00887	Prah.g_00771
OG0000701	Prao.g_00888	Prah.g_00772
OG0000702	Prao.g_00890	Prah.g_00780
OG0000703	Prao.g_00891	Prah.g_00781
OG0000704	Prao.g_00892	Prah.g_00783
OG0000705	Prao.g_00896	Prah.g_00789
OG0000706	Prao.g_00897	Prah.g_00790
OG0000707	Prao.g_00898	Prah.g_00791
OG0000708	Prao.g_00899	Prah.g_00793
OG0000709	Prao.g_00903	Prah.g_00800
OG0000710	Prao.g_00906	Prah.g_00805
OG0000711	Prao.g_00923	Prah.g_00828
OG0000712	Prao.g_00925	Prah.g_00829
OG0000713	Prao.g_00926	Prah.g_00830
OG0000714	Prao.g_00927	Prah.g_00833
OG0000715	Prao.g_00929	Prah.g_00835
OG0000716	Prao.g_00931	Prah.g_00839
OG0000717	Prao.g_00932	Prah.g_00840
OG0000718	Prao.g_00943	Prah.g_00846
OG0000719	Prao.g_00945	Prah.g_00848
OG0000720	Prao.g_00954	Prah.g_00861
OG0000721	Prao.g_00956	Prah.g_00862
OG0000722	Prao.g_00957	Prah.g_00863
OG0000723	Prao.g_00960	Prah.g_00867
OG0000724	Prao.g_00969	Prah.g_00910
OG0000725	Prao.g_00975	Prah.g_00919
OG0000726	Prao.g_00976	Prah.g_00920
OG0000727	Prao.g_00977	Prah.g_00921
OG0000728	Prao.g_00979	Prah.g_00922
OG0000729	Prao.g_01027	Prah.g_00133
OG0000730	Prao.g_01156	Prah.g_01942
OG0000731	Prao.g_01152	Prah.g_01932
OG0000732	Prao.g_01143	Prah.g_00054
OG0000733	Prao.g_01121	Prah.g_02532
OG0000734	Prao.g_01104	Prah.g_01905
OG0000735	Prao.g_01102	Prah.g_01340
OG0000736	Prao.g_01101	Prah.g_01339
OG0000737	Prao.g_01100	Prah.g_01338
OG0000738	Prao.g_01096	Prah.g_01331
OG0000739	Prao.g_01095	Prah.g_01329
OG0000740	Prao.g_01094	Prah.g_01328
OG0000741	Prao.g_01093	Prah.g_01325
OG0000742	Prao.g_01090	Prah.g_01323
OG0000743	Prao.g_01088	Prah.g_01321
OG0000744	Prao.g_01087	Prah.g_01320
OG0000745	Prao.g_01086	Prah.g_01318
OG0000746	Prao.g_01084	Prah.g_01316
OG0000747	Prao.g_01083	Prah.g_01315
OG0000748	Prao.g_01080	Prah.g_01304
OG0000749	Prao.g_01079	Prah.g_01303
OG0000750	Prao.g_01078	Prah.g_01302
OG0000751	Prao.g_01076	Prah.g_01297
OG0000752	Prao.g_01074	Prah.g_01295
OG0000753	Prao.g_01071	Prah.g_01292
OG0000754	Prao.g_01068	Prah.g_01262
OG0000755	Prao.g_01065	Prah.g_01255
OG0000756	Prao.g_01064	Prah.g_01254
OG0000757	Prao.g_01058	Prah.g_01247
OG0000758	Prao.g_01057	Prah.g_01246
OG0000759	Prao.g_01056	Prah.g_01245
OG0000760	Prao.g_01055	Prah.g_01244
OG0000761	Prao.g_01054	Prah.g_01243
OG0000762	Prao.g_01053	Prah.g_01263
OG0000763	Prao.g_01051	Prah.g_01265
OG0000764	Prao.g_01050	Prah.g_01266
OG0000765	Prao.g_01041	Prah.g_01282
OG0000766	Prao.g_01040	Prah.g_01283
OG0000767	Prao.g_01038	Prah.g_01285
OG0000768	Prao.g_01037	Prah.g_01286
OG0000769	Prao.g_01035	Prah.g_01290
OG0000770	Prao.g_01033	Prah.g_01239
OG0000771	Prao.g_00014	Prah.g_00905
OG0000772	Prao.g_01305	Prah.g_01610
OG0000773	Prao.g_01285	Prah.g_01351
OG0000774	Prao.g_01283	Prah.g_01355
OG0000775	Prao.g_01281	Prah.g_01357
OG0000776	Prao.g_01280	Prah.g_01358
OG0000777	Prao.g_01279	Prah.g_01359
OG0000778	Prao.g_01278	Prah.g_01360
OG0000779	Prao.g_01274	Prah.g_01365
OG0000780	Prao.g_01273	Prah.g_01368
OG0000781	Prao.g_01270	Prah.g_01372
OG0000782	Prao.g_01269	Prah.g_01373
OG0000783	Prao.g_01268	Prah.g_01374
OG0000784	Prao.g_01267	Prah.g_01375
OG0000785	Prao.g_01265	Prah.g_01377
OG0000786	Prao.g_01263	Prah.g_01380
OG0000787	Prao.g_01262	Prah.g_01381
OG0000788	Prao.g_01252	Prah.g_00224
OG0000789	Prao.g_01249	Prah.g_01183
OG0000790	Prao.g_01234	Prah.g_01580
OG0000791	Prao.g_01232	Prah.g_01582
OG0000792	Prao.g_01231	Prah.g_01583
OG0000793	Prao.g_01228	Prah.g_01587
OG0000794	Prao.g_01227	Prah.g_01588
OG0000795	Prao.g_01226	Prah.g_01589
OG0000796	Prao.g_01222	Prah.g_01593
OG0000797	Prao.g_01221	Prah.g_01594
OG0000799	Prao.g_01379	Prah.g_00435
OG0000800	Prao.g_01380	Prah.g_00434
OG0000801	Prao.g_01381	Prah.g_00433
OG0000802	Prao.g_01383	Prah.g_00427
OG0000803	Prao.g_01385	Prah.g_00423
OG0000804	Prao.g_01386	Prah.g_00421
OG0000805	Prao.g_01388	Prah.g_00419
OG0000806	Prao.g_01390	Prah.g_00417
OG0000807	Prao.g_01391	Prah.g_00415
OG0000808	Prao.g_01392	Prah.g_00414
OG0000809	Prao.g_01395	Prah.g_00410
OG0000810	Prao.g_01396	Prah.g_00409
OG0000811	Prao.g_01400	Prah.g_00403
OG0000812	Prao.g_01402	Prah.g_00401
OG0000813	Prao.g_01403	Prah.g_00400
OG0000814	Prao.g_01405	Prah.g_00398
OG0000815	Prao.g_01406	Prah.g_00397
OG0000816	Prao.g_01408	Prah.g_00395
OG0000817	Prao.g_01409	Prah.g_00394
OG0000818	Prao.g_01414	Prah.g_00386
OG0000819	Prao.g_01415	Prah.g_00385
OG0000820	Prao.g_01416	Prah.g_00384
OG0000821	Prao.g_01419	Prah.g_00379
OG0000822	Prao.g_01420	Prah.g_00376
OG0000823	Prao.g_01421	Prah.g_00374
OG0000824	Prao.g_01424	Prah.g_00370
OG0000825	Prao.g_01425	Prah.g_00369
OG0000826	Prao.g_01426	Prah.g_00368
OG0000827	Prao.g_01427	Prah.g_00367
OG0000828	Prao.g_01430	Prah.g_00364
OG0000829	Prao.g_01431	Prah.g_00363
OG0000830	Prao.g_01432	Prah.g_00362
OG0000831	Prao.g_01434	Prah.g_00360
OG0000832	Prao.g_01440	Prah.g_01615
OG0000833	Prao.g_01448	Prah.g_01623
OG0000834	Prao.g_01449	Prah.g_01624
OG0000835	Prao.g_01450	Prah.g_01625
OG0000836	Prao.g_01451	Prah.g_01627
OG0000837	Prao.g_01452	Prah.g_01628
OG0000838	Prao.g_01454	Prah.g_01632
OG0000839	Prao.g_01455	Prah.g_01633
OG0000840	Prao.g_01456	Prah.g_01634
OG0000841	Prao.g_01457	Prah.g_01635
OG0000842	Prao.g_01458	Prah.g_01636
OG0000843	Prao.g_01459	Prah.g_01637
OG0000844	Prao.g_01460	Prah.g_01639
OG0000845	Prao.g_01461	Prah.g_01640
OG0000846	Prao.g_01462	Prah.g_01641
OG0000847	Prao.g_01463	Prah.g_01642
OG0000848	Prao.g_01464	Prah.g_01643
OG0000849	Prao.g_01465	Prah.g_01644
OG0000850	Prao.g_01467	Prah.g_01645
OG0000851	Prao.g_01468	Prah.g_01648
OG0000852	Prao.g_01469	Prah.g_01649
OG0000853	Prao.g_01473	Prah.g_01653
OG0000854	Prao.g_01475	Prah.g_01655
OG0000855	Prao.g_01476	Prah.g_01656
OG0000856	Prao.g_01491	Prah.g_00515
OG0000857	Prao.g_01519	Prah.g_00651
OG0000858	Prao.g_01546	Prah.g_01667
OG0000859	Prao.g_01547	Prah.g_01668
OG0000860	Prao.g_01554	Prah.g_01678
OG0000861	Prao.g_01555	Prah.g_01679
OG0000862	Prao.g_01556	Prah.g_01681
OG0000863	Prao.g_01558	Prah.g_01685
OG0000864	Prao.g_01559	Prah.g_01687
OG0000865	Prao.g_01560	Prah.g_01688
OG0000866	Prao.g_01561	Prah.g_01689
OG0000867	Prao.g_01562	Prah.g_01690
OG0000868	Prao.g_01563	Prah.g_01692
OG0000869	Prao.g_01567	Prah.g_01695
OG0000870	Prao.g_01572	Prah.g_01700
OG0000871	Prao.g_01573	Prah.g_01701
OG0000872	Prao.g_01574	Prah.g_01703
OG0000873	Prao.g_01577	Prah.g_01707
OG0000874	Prao.g_01580	Prah.g_01711
OG0000875	Prao.g_01581	Prah.g_01713
OG0000876	Prao.g_01582	Prah.g_01714
OG0000877	Prao.g_01584	Prah.g_01717
OG0000878	Prao.g_01585	Prah.g_01718
OG0000879	Prao.g_01586	Prah.g_01719
OG0000880	Prao.g_01587	Prah.g_01720
OG0000881	Prao.g_01591	Prah.g_01728
OG0000882	Prao.g_01596	Prah.g_01733
OG0000883	Prao.g_01597	Prah.g_01736
OG0000884	Prao.g_01599	Prah.g_01738
OG0000885	Prao.g_01600	Prah.g_01739
OG0000886	Prao.g_01601	Prah.g_01740
OG0000887	Prao.g_01602	Prah.g_01741
OG0000888	Prao.g_01604	Prah.g_01743
OG0000889	Prao.g_01606	Prah.g_01745
OG0000890	Prao.g_01607	Prah.g_01759
OG0000891	Prao.g_01608	Prah.g_01760
OG0000892	Prao.g_01610	Prah.g_01762
OG0000893	Prao.g_01615	Prah.g_02073
OG0000894	Prao.g_01617	Prah.g_02070
OG0000895	Prao.g_01620	Prah.g_02066
OG0000896	Prao.g_01621	Prah.g_02065
OG0000897	Prao.g_01623	Prah.g_02063
OG0000898	Prao.g_01624	Prah.g_02062
OG0000899	Prao.g_01625	Prah.g_02061
OG0000900	Prao.g_01626	Prah.g_02060
OG0000901	Prao.g_01629	Prah.g_02056
OG0000902	Prao.g_01631	Prah.g_02054
OG0000903	Prao.g_01634	Prah.g_02041
OG0000904	Prao.g_01636	Prah.g_02046
OG0000905	Prao.g_01641	Prah.g_02048
OG0000906	Prao.g_01642	Prah.g_02050
OG0000907	Prao.g_01645	Prah.g_02039
OG0000908	Prao.g_01648	Prah.g_02036
OG0000909	Prao.g_01649	Prah.g_02035
OG0000910	Prao.g_01650	Prah.g_02034
OG0000911	Prao.g_01652	Prah.g_02032
OG0000912	Prao.g_01653	Prah.g_02031
OG0000913	Prao.g_01654	Prah.g_02030
OG0000914	Prao.g_01655	Prah.g_02029
OG0000915	Prao.g_01656	Prah.g_02028
OG0000916	Prao.g_01657	Prah.g_02027
OG0000917	Prao.g_01658	Prah.g_02026
OG0000918	Prao.g_01659	Prah.g_02025
OG0000919	Prao.g_01660	Prah.g_02024
OG0000920	Prao.g_01661	Prah.g_02023
OG0000921	Prao.g_01662	Prah.g_02022
OG0000922	Prao.g_01663	Prah.g_02021
OG0000923	Prao.g_01667	Prah.g_02017
OG0000924	Prao.g_01668	Prah.g_02016
OG0000925	Prao.g_01669	Prah.g_02015
OG0000926	Prao.g_01670	Prah.g_02014
OG0000927	Prao.g_01672	Prah.g_02012
OG0000928	Prao.g_01673	Prah.g_02011
OG0000929	Prao.g_01674	Prah.g_02010
OG0000930	Prao.g_01675	Prah.g_02009
OG0000931	Prao.g_01676	Prah.g_02008
OG0000932	Prao.g_01677	Prah.g_02007
OG0000933	Prao.g_01681	Prah.g_02002
OG0000934	Prao.g_01683	Prah.g_02000
OG0000935	Prao.g_01684	Prah.g_01999
OG0000936	Prao.g_01685	Prah.g_01998
OG0000937	Prao.g_01686	Prah.g_01997
OG0000938	Prao.g_01688	Prah.g_01994
OG0000939	Prao.g_01689	Prah.g_01993
OG0000940	Prao.g_01696	Prah.g_01985
OG0000941	Prao.g_01698	Prah.g_01983
OG0000942	Prao.g_01700	Prah.g_01981
OG0000943	Prao.g_01701	Prah.g_01980
OG0000944	Prao.g_01702	Prah.g_01978
OG0000945	Prao.g_01703	Prah.g_01977
OG0000946	Prao.g_01707	Prah.g_01966
OG0000947	Prao.g_01709	Prah.g_01963
OG0000948	Prao.g_01710	Prah.g_01962
OG0000949	Prao.g_01713	Prah.g_01958
OG0000950	Prao.g_01718	Prah.g_02231
OG0000951	Prao.g_01722	Prah.g_02236
OG0000952	Prao.g_01726	Prah.g_02241
OG0000953	Prao.g_01729	Prah.g_02245
OG0000954	Prao.g_01733	Prah.g_00167
OG0000955	Prao.g_01734	Prah.g_00166
OG0000956	Prao.g_01736	Prah.g_00164
OG0000957	Prao.g_01741	Prah.g_00152
OG0000958	Prao.g_01742	Prah.g_00151
OG0000959	Prao.g_01746	Prah.g_00146
OG0000960	Prao.g_01747	Prah.g_00145
OG0000961	Prao.g_01749	Prah.g_00136
OG0000962	Prao.g_01751	Prah.g_00134
OG0000963	Prao.g_01755	Prah.g_00129
OG0000964	Prao.g_01756	Prah.g_00128
OG0000965	Prao.g_01757	Prah.g_00127
OG0000966	Prao.g_01764	Prah.g_00086
OG0000967	Prao.g_01769	Prah.g_00079
OG0000968	Prao.g_01771	Prah.g_00076
OG0000969	Prao.g_01772	Prah.g_00074
OG0000970	Prao.g_01773	Prah.g_00073
OG0000971	Prao.g_01774	Prah.g_00071
OG0000972	Prao.g_01775	Prah.g_00070
OG0000973	Prao.g_01776	Prah.g_00068
OG0000974	Prao.g_01777	Prah.g_00067
OG0000975	Prao.g_01778	Prah.g_00066
OG0000976	Prao.g_01779	Prah.g_00065
OG0000977	Prao.g_01780	Prah.g_00063
OG0000978	Prao.g_01781	Prah.g_00062
OG0000979	Prao.g_01784	Prah.g_00059
OG0000980	Prao.g_01786	Prah.g_00055
OG0000981	Prao.g_01788	Prah.g_00052
OG0000982	Prao.g_01790	Prah.g_02491
OG0000983	Prao.g_01791	Prah.g_02492
OG0000984	Prao.g_01792	Prah.g_02493
OG0000985	Prao.g_01795	Prah.g_02497
OG0000986	Prao.g_01797	Prah.g_02499
OG0000987	Prao.g_01798	Prah.g_02501
OG0000988	Prao.g_01801	Prah.g_02505
OG0000989	Prao.g_01805	Prah.g_02513
OG0000990	Prao.g_01808	Prah.g_02536
OG0000991	Prao.g_01809	Prah.g_02540
OG0000992	Prao.g_01811	Prah.g_02543
OG0000993	Prao.g_01812	Prah.g_02544
OG0000994	Prao.g_01813	Prah.g_02547
OG0000995	Prao.g_01817	Prah.g_02552
OG0000996	Prao.g_01818	Prah.g_02565
OG0000997	Prao.g_01819	Prah.g_02574
OG0000998	Prao.g_01821	Prah.g_02576
OG0000999	Prao.g_01822	Prah.g_02577
OG0001000	Prao.g_01825	Prah.g_02580
OG0001001	Prao.g_01827	Prah.g_02584
OG0001002	Prao.g_01831	Prah.g_02591
OG0001003	Prao.g_01833	Prah.g_02593
OG0001004	Prao.g_01834	Prah.g_02594
OG0001005	Prao.g_01835	Prah.g_02596
OG0001006	Prao.g_01839	Prah.g_02602
OG0001007	Prao.g_01841	Prah.g_02604
OG0001008	Prao.g_00541	Prah.g_00231
OG0001009	Prao.g_00174	Prah.g_00033
OG0001010	Prao.g_00175	Prah.g_00034
OG0001011	Prao.g_00176	Prah.g_00036
OG0001012	Prao.g_00189	Prah.g_02488
OG0001013	Prao.g_00194	Prah.g_02466
OG0001014	Prao.g_00197	Prah.g_02454
OG0001015	Prao.g_00198	Prah.g_02453
OG0001016	Prao.g_00212	Prah.g_01843
OG0001017	Prao.g_00216	Prah.g_01849
OG0001018	Prao.g_00219	Prah.g_01851
OG0001019	Prao.g_00228	Prah.g_01867
OG0001020	Prao.g_00229	Prah.g_01873
OG0001021	Prao.g_00230	Prah.g_01877
OG0001022	Prao.g_00233	Prah.g_01882
OG0001023	Prao.g_00234	Prah.g_01883
OG0001024	Prao.g_00237	Prah.g_01887
OG0001025	Prao.g_00243	Prah.g_01894
OG0001026	Prao.g_00249	Prah.g_01908
OG0001027	Prao.g_00250	Prah.g_00195
OG0001028	Prao.g_00252	Prah.g_00193
OG0001029	Prao.g_00254	Prah.g_00191
OG0001030	Prao.g_00269	Prah.g_02257
OG0001031	Prao.g_00324	Prah.g_02336
OG0001032	Prao.g_00325	Prah.g_02339
OG0001033	Prao.g_00346	Prah.g_02372
OG0001034	Prao.g_00374	Prah.g_01779
OG0001035	Prao.g_00392	Prah.g_02099
OG0001036	Prao.g_00397	Prah.g_02103
OG0001037	Prao.g_00398	Prah.g_02105
OG0001038	Prao.g_00415	Prah.g_02132
OG0001039	Prao.g_00418	Prah.g_02135
OG0001040	Prao.g_00420	Prah.g_02138
OG0001041	Prao.g_00424	Prah.g_02143
OG0001042	Prao.g_00441	Prah.g_02168
OG0001043	Prao.g_00442	Prah.g_02170
OG0001044	Prao.g_00469	Prah.g_01941
OG0001045	Prao.g_00477	Prah.g_01929
OG0001046	Prao.g_00513	Prah.g_01661
OG0001047	Prao.g_00543	Prah.g_00233
OG0001048	Prao.g_00544	Prah.g_00234
OG0001049	Prao.g_00546	Prah.g_00237
OG0001050	Prao.g_00547	Prah.g_00238
OG0001051	Prao.g_00548	Prah.g_00239
OG0001052	Prao.g_00577	Prah.g_00308
OG0001053	Prao.g_00589	Prah.g_01563
OG0001054	Prao.g_00604	Prah.g_01545
OG0001055	Prao.g_00623	Prah.g_01524
OG0001056	Prao.g_01855	Prah.g_01496
OG0001057	Prao.g_01160	Prah.g_01482
OG0001058	Prao.g_01168	Prah.g_01468
OG0001059	Prao.g_01172	Prah.g_01464
OG0001060	Prao.g_01179	Prah.g_01458
OG0001061	Prao.g_01866	Prah.g_01440
OG0001062	Prao.g_01868	Prah.g_01438
OG0001063	Prao.g_01870	Prah.g_01434
OG0001064	Prao.g_00018	Prah.g_01433
OG0001065	Prao.g_00019	Prah.g_01432
OG0001066	Prao.g_00020	Prah.g_01431
OG0001067	Prao.g_00021	Prah.g_01430
OG0001068	Prao.g_00022	Prah.g_01429
OG0001069	Prao.g_00023	Prah.g_01428
OG0001070	Prao.g_00026	Prah.g_01424
OG0001071	Prao.g_00027	Prah.g_01423
OG0001072	Prao.g_00028	Prah.g_01418
OG0001073	Prao.g_00042	Prah.g_01399
OG0001074	Prao.g_00053	Prah.g_00532
OG0001075	Prao.g_00054	Prah.g_00531
OG0001076	Prao.g_00063	Prah.g_00523
OG0001077	Prao.g_00067	Prah.g_00513
OG0001078	Prao.g_00075	Prah.g_00500
OG0001079	Prao.g_00086	Prah.g_00482
OG0001080	Prao.g_00092	Prah.g_00472
OG0001081	Prao.g_00094	Prah.g_00465
OG0001082	Prao.g_00095	Prah.g_00464
OG0001083	Prao.g_00100	Prah.g_00456
OG0001084	Prao.g_00101	Prah.g_00455
OG0001085	Prao.g_00109	Prah.g_00444
OG0001086	Prao.g_00110	Prah.g_00442
OG0001087	Prao.g_00126	Prah.g_00968
OG0001088	Prao.g_00127	Prah.g_00972
OG0001089	Prao.g_00135	Prah.g_01025
OG0001090	Prao.g_00649	Prah.g_00886
OG0001091	Prao.g_00651	Prah.g_00884
OG0001092	Prao.g_00652	Prah.g_00882
OG0001093	Prao.g_00657	Prah.g_00878
OG0001094	Prao.g_00735	Prah.g_00673
OG0001095	Prao.g_00754	Prah.g_00654
OG0001096	Prao.g_00767	Prah.g_00637
OG0001097	Prao.g_00786	Prah.g_00593
OG0001098	Prao.g_00801	Prah.g_00743
OG0001099	Prao.g_00834	Prah.g_00192
OG0001100	Prao.g_00838	Prah.g_00740
OG0001101	Prao.g_00840	Prah.g_00739
OG0001102	Prao.g_00842	Prah.g_00736
OG0001103	Prao.g_00844	Prah.g_00734
OG0001104	Prao.g_00865	Prah.g_00684
OG0001105	Prao.g_00869	Prah.g_00689
OG0001106	Prao.g_00893	Prah.g_00784
OG0001107	Prao.g_00900	Prah.g_00794
OG0001108	Prao.g_00904	Prah.g_00801
OG0001109	Prao.g_00905	Prah.g_00803
OG0001110	Prao.g_00907	Prah.g_00806
OG0001111	Prao.g_00908	Prah.g_00808
OG0001112	Prao.g_00909	Prah.g_00810
OG0001113	Prao.g_00910	Prah.g_00811
OG0001114	Prao.g_00911	Prah.g_00812
OG0001115	Prao.g_00913	Prah.g_00814
OG0001116	Prao.g_00914	Prah.g_00815
OG0001117	Prao.g_00915	Prah.g_00816
OG0001118	Prao.g_00916	Prah.g_00817
OG0001119	Prao.g_00917	Prah.g_00818
OG0001120	Prao.g_00919	Prah.g_00821
OG0001122	Prao.g_00946	Prah.g_00849
OG0001123	Prao.g_00950	Prah.g_00856
OG0001124	Prao.g_00952	Prah.g_00858
OG0001125	Prao.g_00953	Prah.g_00860
OG0001126	Prao.g_00963	Prah.g_00903
OG0001127	Prao.g_00964	Prah.g_00904
OG0001128	Prao.g_00966	Prah.g_00907
OG0001129	Prao.g_00967	Prah.g_00908
OG0001130	Prao.g_00968	Prah.g_00909
OG0001131	Prao.g_01007	Prah.g_00893
OG0001132	Prao.g_01016	Prah.g_00539
OG0001133	Prao.g_01137	Prah.g_00521
OG0001134	Prao.g_01122	Prah.g_02524
OG0001136	Prao.g_01092	Prah.g_01324
OG0001137	Prao.g_01081	Prah.g_01305
OG0001138	Prao.g_01063	Prah.g_01253
OG0001139	Prao.g_01062	Prah.g_01251
OG0001140	Prao.g_01061	Prah.g_01250
OG0001141	Prao.g_01060	Prah.g_01249
OG0001142	Prao.g_01059	Prah.g_01248
OG0001143	Prao.g_01052	Prah.g_01264
OG0001144	Prao.g_01047	Prah.g_01273
OG0001145	Prao.g_01284	Prah.g_01353
OG0001146	Prao.g_01272	Prah.g_01369
OG0001147	Prao.g_01253	Prah.g_00323
OG0001148	Prao.g_01237	Prah.g_01577
OG0001149	Prao.g_01236	Prah.g_01578
OG0001150	Prao.g_01235	Prah.g_01579
OG0001151	Prao.g_01224	Prah.g_01591
OG0001152	Prao.g_01223	Prah.g_01592
OG0001153	Prao.g_01428	Prah.g_00366
OG0001154	Prao.g_01429	Prah.g_00365
OG0001155	Prao.g_01441	Prah.g_01617
OG0001156	Prao.g_01444	Prah.g_01620
OG0001157	Prao.g_01445	Prah.g_00538
OG0001158	Prao.g_01446	Prah.g_01621
OG0001159	Prao.g_01447	Prah.g_01622
OG0001160	Prao.g_01471	Prah.g_01651
OG0001161	Prao.g_01484	Prah.g_00541
OG0001162	Prao.g_01495	Prah.g_01050
OG0001163	Prao.g_01544	Prah.g_01665
OG0001164	Prao.g_01548	Prah.g_01670
OG0001165	Prao.g_01551	Prah.g_01673
OG0001166	Prao.g_01571	Prah.g_01699
OG0001167	Prao.g_01588	Prah.g_01725
OG0001168	Prao.g_01590	Prah.g_01727
OG0001169	Prao.g_01592	Prah.g_01729
OG0001170	Prao.g_01594	Prah.g_01731
OG0001171	Prao.g_01603	Prah.g_01742
OG0001172	Prao.g_01618	Prah.g_02068
OG0001173	Prao.g_01619	Prah.g_02067
OG0001174	Prao.g_01627	Prah.g_02059
OG0001175	Prao.g_01628	Prah.g_02058
OG0001176	Prao.g_01635	Prah.g_02042
OG0001177	Prao.g_01638	Prah.g_02044
OG0001178	Prao.g_01643	Prah.g_01682
OG0001179	Prao.g_01671	Prah.g_02013
