Orthogroup	Prao	Prbe
OG0000564	Prao.g_01177	Prbe.g_00577
OG0000565	Prao.g_01180	Prbe.g_00575
OG0000566	Prao.g_01182	Prbe.g_00571
OG0000567	Prao.g_01186	Prbe.g_00567
OG0000568	Prao.g_01187	Prbe.g_00566
OG0000569	Prao.g_01862	Prbe.g_00565
OG0000570	Prao.g_01863	Prbe.g_00564
OG0000571	Prao.g_01865	Prbe.g_00562
OG0000572	Prao.g_00025	Prbe.g_00548
OG0000573	Prao.g_00030	Prbe.g_00542
OG0000574	Prao.g_00031	Prbe.g_00541
OG0000575	Prao.g_00035	Prbe.g_00537
OG0000576	Prao.g_00037	Prbe.g_00535
OG0000577	Prao.g_00038	Prbe.g_00534
OG0000578	Prao.g_00039	Prbe.g_00533
OG0000579	Prao.g_00040	Prbe.g_00532
OG0000580	Prao.g_00041	Prbe.g_00531
OG0000581	Prao.g_00043	Prbe.g_00528
OG0000582	Prao.g_00046	Prbe.g_00525
OG0000583	Prao.g_00047	Prbe.g_00524
OG0000584	Prao.g_00048	Prbe.g_00523
OG0000585	Prao.g_00050	Prbe.g_00521
OG0000586	Prao.g_00051	Prbe.g_00520
OG0000587	Prao.g_00052	Prbe.g_00519
OG0000588	Prao.g_00056	Prbe.g_00515
OG0000589	Prao.g_00060	Prbe.g_00513
OG0000590	Prao.g_00061	Prbe.g_00512
OG0000591	Prao.g_00064	Prbe.g_00508
OG0000592	Prao.g_00065	Prbe.g_00507
OG0000593	Prao.g_00071	Prbe.g_01488
OG0000594	Prao.g_00072	Prbe.g_01487
OG0000595	Prao.g_00073	Prbe.g_01486
OG0000596	Prao.g_00077	Prbe.g_01482
OG0000597	Prao.g_00079	Prbe.g_01479
OG0000598	Prao.g_00080	Prbe.g_01478
OG0000599	Prao.g_00083	Prbe.g_01475
OG0000600	Prao.g_00084	Prbe.g_01474
OG0000601	Prao.g_00085	Prbe.g_01473
OG0000602	Prao.g_00087	Prbe.g_01471
OG0000603	Prao.g_00088	Prbe.g_01470
OG0000604	Prao.g_00089	Prbe.g_01469
OG0000605	Prao.g_00090	Prbe.g_01468
OG0000606	Prao.g_00093	Prbe.g_01465
OG0000607	Prao.g_00096	Prbe.g_01462
OG0000608	Prao.g_00097	Prbe.g_01461
OG0000609	Prao.g_00098	Prbe.g_01460
OG0000610	Prao.g_00103	Prbe.g_01454
OG0000611	Prao.g_00106	Prbe.g_01451
OG0000612	Prao.g_00107	Prbe.g_01450
OG0000613	Prao.g_00112	Prbe.g_00447
OG0000614	Prao.g_00130	Prbe.g_00468
OG0000615	Prao.g_00138	Prbe.g_01209
OG0000616	Prao.g_00142	Prbe.g_01197
OG0000617	Prao.g_00654	Prbe.g_01434
OG0000618	Prao.g_00655	Prbe.g_01433
OG0000619	Prao.g_00656	Prbe.g_01432
OG0000620	Prao.g_00659	Prbe.g_01429
OG0000621	Prao.g_00660	Prbe.g_01428
OG0000622	Prao.g_00661	Prbe.g_01427
OG0000623	Prao.g_00662	Prbe.g_01426
OG0000624	Prao.g_00663	Prbe.g_01424
OG0000625	Prao.g_00664	Prbe.g_01423
OG0000626	Prao.g_00665	Prbe.g_01422
OG0000627	Prao.g_00666	Prbe.g_01421
OG0000628	Prao.g_00667	Prbe.g_01420
OG0000629	Prao.g_00668	Prbe.g_01419
OG0000630	Prao.g_00671	Prbe.g_01416
OG0000631	Prao.g_00732	Prbe.g_01323
OG0000632	Prao.g_00733	Prbe.g_01324
OG0000633	Prao.g_00734	Prbe.g_01325
OG0000634	Prao.g_00737	Prbe.g_01218
OG0000635	Prao.g_00738	Prbe.g_01219
OG0000636	Prao.g_00740	Prbe.g_01221
OG0000637	Prao.g_00742	Prbe.g_01223
OG0000638	Prao.g_00743	Prbe.g_01224
OG0000639	Prao.g_00744	Prbe.g_01225
OG0000640	Prao.g_00745	Prbe.g_01226
OG0000641	Prao.g_00749	Prbe.g_01230
OG0000642	Prao.g_00750	Prbe.g_01231
OG0000643	Prao.g_00751	Prbe.g_01232
OG0000644	Prao.g_00752	Prbe.g_01233
OG0000645	Prao.g_00753	Prbe.g_01234
OG0000646	Prao.g_00755	Prbe.g_01236
OG0000647	Prao.g_00756	Prbe.g_01238
OG0000648	Prao.g_00758	Prbe.g_01240
OG0000649	Prao.g_00759	Prbe.g_01241
OG0000650	Prao.g_00760	Prbe.g_01242
OG0000651	Prao.g_00761	Prbe.g_01243
OG0000652	Prao.g_00762	Prbe.g_01244
OG0000653	Prao.g_00764	Prbe.g_01246
OG0000654	Prao.g_00765	Prbe.g_01247
OG0000655	Prao.g_00766	Prbe.g_01248
OG0000656	Prao.g_00769	Prbe.g_01251
OG0000657	Prao.g_00777	Prbe.g_01259
OG0000658	Prao.g_00778	Prbe.g_01261
OG0000659	Prao.g_00779	Prbe.g_01262
OG0000660	Prao.g_00783	Prbe.g_01266
OG0000661	Prao.g_00785	Prbe.g_01268
OG0000662	Prao.g_00787	Prbe.g_01270
OG0000663	Prao.g_00789	Prbe.g_01272
OG0000664	Prao.g_00790	Prbe.g_01273
OG0000665	Prao.g_00794	Prbe.g_01279
OG0000666	Prao.g_00795	Prbe.g_01280
OG0000667	Prao.g_00799	Prbe.g_01284
OG0000668	Prao.g_00829	Prbe.g_00105
OG0000669	Prao.g_00837	Prbe.g_00406
OG0000670	Prao.g_00839	Prbe.g_00409
OG0000671	Prao.g_00841	Prbe.g_00412
OG0000672	Prao.g_00843	Prbe.g_00415
OG0000673	Prao.g_00846	Prbe.g_00418
OG0000674	Prao.g_00848	Prbe.g_00420
OG0000675	Prao.g_00849	Prbe.g_00421
OG0000676	Prao.g_00851	Prbe.g_00423
OG0000677	Prao.g_00852	Prbe.g_00424
OG0000678	Prao.g_00854	Prbe.g_00426
OG0000679	Prao.g_00858	Prbe.g_00430
OG0000680	Prao.g_00859	Prbe.g_00431
OG0000681	Prao.g_00861	Prbe.g_00434
OG0000682	Prao.g_00862	Prbe.g_00435
OG0000683	Prao.g_00863	Prbe.g_00436
OG0000684	Prao.g_00864	Prbe.g_00438
OG0000685	Prao.g_00866	Prbe.g_00440
OG0000686	Prao.g_00867	Prbe.g_00441
OG0000687	Prao.g_00868	Prbe.g_00442
OG0000688	Prao.g_00871	Prbe.g_01446
OG0000689	Prao.g_00872	Prbe.g_01445
OG0000690	Prao.g_00873	Prbe.g_01444
OG0000691	Prao.g_00874	Prbe.g_01443
OG0000692	Prao.g_00876	Prbe.g_01441
OG0000693	Prao.g_00877	Prbe.g_01440
OG0000694	Prao.g_00878	Prbe.g_01439
OG0000695	Prao.g_00880	Prbe.g_01327
OG0000696	Prao.g_00881	Prbe.g_01328
OG0000697	Prao.g_00882	Prbe.g_01329
OG0000698	Prao.g_00885	Prbe.g_01332
OG0000699	Prao.g_00886	Prbe.g_01333
OG0000700	Prao.g_00887	Prbe.g_01334
OG0000701	Prao.g_00888	Prbe.g_01335
OG0000702	Prao.g_00890	Prbe.g_01337
OG0000703	Prao.g_00891	Prbe.g_01338
OG0000704	Prao.g_00892	Prbe.g_01340
OG0000705	Prao.g_00896	Prbe.g_01343
OG0000706	Prao.g_00897	Prbe.g_01344
OG0000707	Prao.g_00898	Prbe.g_01345
OG0000708	Prao.g_00899	Prbe.g_01347
OG0000709	Prao.g_00903	Prbe.g_01351
OG0000710	Prao.g_00906	Prbe.g_01354
OG0000711	Prao.g_00923	Prbe.g_01372
OG0000712	Prao.g_00925	Prbe.g_01373
OG0000713	Prao.g_00926	Prbe.g_01374
OG0000714	Prao.g_00927	Prbe.g_01375
OG0000715	Prao.g_00929	Prbe.g_01377
OG0000716	Prao.g_00931	Prbe.g_01379
OG0000717	Prao.g_00932	Prbe.g_01380
OG0000718	Prao.g_00943	Prbe.g_01384
OG0000719	Prao.g_00945	Prbe.g_01386
OG0000720	Prao.g_00954	Prbe.g_01398
OG0000721	Prao.g_00956	Prbe.g_01402
OG0000722	Prao.g_00957	Prbe.g_01403
OG0000723	Prao.g_00960	Prbe.g_01407
OG0000724	Prao.g_00969	Prbe.g_01302
OG0000725	Prao.g_00975	Prbe.g_01296
OG0000726	Prao.g_00976	Prbe.g_01295
OG0000727	Prao.g_00977	Prbe.g_01294
OG0000728	Prao.g_00979	Prbe.g_01292
OG0000729	Prao.g_01027	Prbe.g_00915
OG0000730	Prao.g_01156	Prbe.g_01591
OG0000731	Prao.g_01152	Prbe.g_01898
OG0000732	Prao.g_01143	Prbe.g_01148
OG0000733	Prao.g_01121	Prbe.g_00042
OG0000734	Prao.g_01104	Prbe.g_01565
OG0000735	Prao.g_01102	Prbe.g_01563
OG0000736	Prao.g_01101	Prbe.g_01562
OG0000737	Prao.g_01100	Prbe.g_01561
OG0000738	Prao.g_01096	Prbe.g_01557
OG0000739	Prao.g_01095	Prbe.g_01556
OG0000740	Prao.g_01094	Prbe.g_01555
OG0000741	Prao.g_01093	Prbe.g_01553
OG0000742	Prao.g_01090	Prbe.g_01550
OG0000743	Prao.g_01088	Prbe.g_01548
OG0000744	Prao.g_01087	Prbe.g_01547
OG0000745	Prao.g_01086	Prbe.g_01546
OG0000746	Prao.g_01084	Prbe.g_01544
OG0000747	Prao.g_01083	Prbe.g_01543
OG0000748	Prao.g_01080	Prbe.g_01539
OG0000749	Prao.g_01079	Prbe.g_01538
OG0000750	Prao.g_01078	Prbe.g_01537
OG0000751	Prao.g_01076	Prbe.g_01534
OG0000752	Prao.g_01074	Prbe.g_01532
OG0000753	Prao.g_01071	Prbe.g_01530
OG0000754	Prao.g_01068	Prbe.g_01527
OG0000755	Prao.g_01065	Prbe.g_01521
OG0000756	Prao.g_01064	Prbe.g_01520
OG0000757	Prao.g_01058	Prbe.g_01513
OG0000758	Prao.g_01057	Prbe.g_01512
OG0000759	Prao.g_01056	Prbe.g_01511
OG0000760	Prao.g_01055	Prbe.g_01510
OG0000761	Prao.g_01054	Prbe.g_01509
OG0000762	Prao.g_01053	Prbe.g_01508
OG0000763	Prao.g_01051	Prbe.g_01506
OG0000764	Prao.g_01050	Prbe.g_01505
OG0000765	Prao.g_01041	Prbe.g_01497
OG0000766	Prao.g_01040	Prbe.g_01496
OG0000767	Prao.g_01038	Prbe.g_01494
OG0000768	Prao.g_01037	Prbe.g_01493
OG0000769	Prao.g_01035	Prbe.g_01491
OG0000770	Prao.g_01033	Prbe.g_00502
OG0000771	Prao.g_00014	Prbe.g_00215
OG0000772	Prao.g_01305	Prbe.g_01128
OG0000773	Prao.g_01285	Prbe.g_00902
OG0000774	Prao.g_01283	Prbe.g_00900
OG0000775	Prao.g_01281	Prbe.g_00898
OG0000776	Prao.g_01280	Prbe.g_00897
OG0000777	Prao.g_01279	Prbe.g_00896
OG0000778	Prao.g_01278	Prbe.g_00895
OG0000779	Prao.g_01274	Prbe.g_00891
OG0000780	Prao.g_01273	Prbe.g_00890
OG0000781	Prao.g_01270	Prbe.g_00886
OG0000782	Prao.g_01269	Prbe.g_00885
OG0000783	Prao.g_01268	Prbe.g_00884
OG0000784	Prao.g_01267	Prbe.g_00883
OG0000785	Prao.g_01265	Prbe.g_00881
OG0000786	Prao.g_01263	Prbe.g_00878
OG0000787	Prao.g_01262	Prbe.g_00877
OG0000788	Prao.g_01252	Prbe.g_00634
OG0000789	Prao.g_01249	Prbe.g_00212
OG0000790	Prao.g_01234	Prbe.g_00368
OG0000791	Prao.g_01232	Prbe.g_00366
OG0000792	Prao.g_01231	Prbe.g_00365
OG0000793	Prao.g_01228	Prbe.g_00362
OG0000794	Prao.g_01227	Prbe.g_00361
OG0000795	Prao.g_01226	Prbe.g_00360
OG0000796	Prao.g_01222	Prbe.g_00356
OG0000797	Prao.g_01221	Prbe.g_00355
OG0000799	Prao.g_01379	Prbe.g_00328
OG0000800	Prao.g_01380	Prbe.g_00327
OG0000801	Prao.g_01381	Prbe.g_00326
OG0000802	Prao.g_01383	Prbe.g_00324
OG0000803	Prao.g_01385	Prbe.g_00322
OG0000804	Prao.g_01386	Prbe.g_00321
OG0000805	Prao.g_01388	Prbe.g_00319
OG0000806	Prao.g_01390	Prbe.g_00317
OG0000807	Prao.g_01391	Prbe.g_00316
OG0000808	Prao.g_01392	Prbe.g_00315
OG0000809	Prao.g_01395	Prbe.g_00313
OG0000810	Prao.g_01396	Prbe.g_00312
OG0000811	Prao.g_01400	Prbe.g_00308
OG0000812	Prao.g_01402	Prbe.g_00306
OG0000813	Prao.g_01403	Prbe.g_00305
OG0000814	Prao.g_01405	Prbe.g_00303
OG0000815	Prao.g_01406	Prbe.g_00302
OG0000816	Prao.g_01408	Prbe.g_00300
OG0000817	Prao.g_01409	Prbe.g_00299
OG0000818	Prao.g_01414	Prbe.g_00294
OG0000819	Prao.g_01415	Prbe.g_00293
OG0000820	Prao.g_01416	Prbe.g_00292
OG0000821	Prao.g_01419	Prbe.g_00288
OG0000822	Prao.g_01420	Prbe.g_00287
OG0000823	Prao.g_01421	Prbe.g_00286
OG0000824	Prao.g_01424	Prbe.g_00283
OG0000825	Prao.g_01425	Prbe.g_00282
OG0000826	Prao.g_01426	Prbe.g_00281
OG0000827	Prao.g_01427	Prbe.g_00280
OG0000828	Prao.g_01430	Prbe.g_00277
OG0000829	Prao.g_01431	Prbe.g_00276
OG0000830	Prao.g_01432	Prbe.g_00275
OG0000831	Prao.g_01434	Prbe.g_00273
OG0000832	Prao.g_01440	Prbe.g_00263
OG0000833	Prao.g_01448	Prbe.g_00254
OG0000834	Prao.g_01449	Prbe.g_00253
OG0000835	Prao.g_01450	Prbe.g_00252
OG0000836	Prao.g_01451	Prbe.g_00251
OG0000837	Prao.g_01452	Prbe.g_00250
OG0000838	Prao.g_01454	Prbe.g_00248
OG0000839	Prao.g_01455	Prbe.g_00247
OG0000840	Prao.g_01456	Prbe.g_00246
OG0000841	Prao.g_01457	Prbe.g_00245
OG0000842	Prao.g_01458	Prbe.g_00244
OG0000843	Prao.g_01459	Prbe.g_00243
OG0000844	Prao.g_01460	Prbe.g_00242
OG0000845	Prao.g_01461	Prbe.g_00241
OG0000846	Prao.g_01462	Prbe.g_00240
OG0000847	Prao.g_01463	Prbe.g_00239
OG0000848	Prao.g_01464	Prbe.g_00238
OG0000849	Prao.g_01465	Prbe.g_00237
OG0000850	Prao.g_01467	Prbe.g_00235
OG0000851	Prao.g_01468	Prbe.g_00234
OG0000852	Prao.g_01469	Prbe.g_00233
OG0000853	Prao.g_01473	Prbe.g_00227
OG0000854	Prao.g_01475	Prbe.g_00225
OG0000855	Prao.g_01476	Prbe.g_00224
OG0000856	Prao.g_01491	Prbe.g_00505
OG0000857	Prao.g_01519	Prbe.g_01237
OG0000858	Prao.g_01546	Prbe.g_00992
OG0000859	Prao.g_01547	Prbe.g_00991
OG0000860	Prao.g_01554	Prbe.g_00983
OG0000861	Prao.g_01555	Prbe.g_00982
OG0000862	Prao.g_01556	Prbe.g_00981
OG0000863	Prao.g_01558	Prbe.g_00979
OG0000864	Prao.g_01559	Prbe.g_00978
OG0000865	Prao.g_01560	Prbe.g_00977
OG0000866	Prao.g_01561	Prbe.g_00976
OG0000867	Prao.g_01562	Prbe.g_00975
OG0000868	Prao.g_01563	Prbe.g_00973
OG0000869	Prao.g_01567	Prbe.g_00970
OG0000870	Prao.g_01572	Prbe.g_00965
OG0000871	Prao.g_01573	Prbe.g_00964
OG0000872	Prao.g_01574	Prbe.g_00963
OG0000873	Prao.g_01577	Prbe.g_00960
OG0000874	Prao.g_01580	Prbe.g_00957
OG0000875	Prao.g_01581	Prbe.g_00956
OG0000876	Prao.g_01582	Prbe.g_00955
OG0000877	Prao.g_01584	Prbe.g_00953
OG0000878	Prao.g_01585	Prbe.g_00952
OG0000879	Prao.g_01586	Prbe.g_00951
OG0000880	Prao.g_01587	Prbe.g_00950
OG0000881	Prao.g_01591	Prbe.g_00946
OG0000882	Prao.g_01596	Prbe.g_00941
OG0000883	Prao.g_01597	Prbe.g_00939
OG0000884	Prao.g_01599	Prbe.g_00937
OG0000885	Prao.g_01600	Prbe.g_00936
OG0000886	Prao.g_01601	Prbe.g_00935
OG0000887	Prao.g_01602	Prbe.g_00934
OG0000888	Prao.g_01604	Prbe.g_00932
OG0000889	Prao.g_01606	Prbe.g_00930
OG0000890	Prao.g_01607	Prbe.g_00929
OG0000891	Prao.g_01608	Prbe.g_00928
OG0000892	Prao.g_01610	Prbe.g_00926
OG0000893	Prao.g_01615	Prbe.g_00922
OG0000894	Prao.g_01617	Prbe.g_00919
OG0000895	Prao.g_01620	Prbe.g_01111
OG0000896	Prao.g_01621	Prbe.g_01110
OG0000897	Prao.g_01623	Prbe.g_01108
OG0000898	Prao.g_01624	Prbe.g_01107
OG0000899	Prao.g_01625	Prbe.g_01106
OG0000900	Prao.g_01626	Prbe.g_01105
OG0000901	Prao.g_01629	Prbe.g_01102
OG0000902	Prao.g_01631	Prbe.g_01100
OG0000903	Prao.g_01634	Prbe.g_01096
OG0000904	Prao.g_01636	Prbe.g_01092
OG0000905	Prao.g_01641	Prbe.g_01098
OG0000906	Prao.g_01642	Prbe.g_01099
OG0000907	Prao.g_01645	Prbe.g_01089
OG0000908	Prao.g_01648	Prbe.g_01086
OG0000909	Prao.g_01649	Prbe.g_01085
OG0000910	Prao.g_01650	Prbe.g_01084
OG0000911	Prao.g_01652	Prbe.g_01082
OG0000912	Prao.g_01653	Prbe.g_01081
OG0000913	Prao.g_01654	Prbe.g_01080
OG0000914	Prao.g_01655	Prbe.g_01079
OG0000915	Prao.g_01656	Prbe.g_01078
OG0000916	Prao.g_01657	Prbe.g_00867
OG0000917	Prao.g_01658	Prbe.g_00866
OG0000918	Prao.g_01659	Prbe.g_00865
OG0000919	Prao.g_01660	Prbe.g_00864
OG0000920	Prao.g_01661	Prbe.g_00863
OG0000921	Prao.g_01662	Prbe.g_00862
OG0000922	Prao.g_01663	Prbe.g_00861
OG0000923	Prao.g_01667	Prbe.g_00857
OG0000924	Prao.g_01668	Prbe.g_00856
OG0000925	Prao.g_01669	Prbe.g_00855
OG0000926	Prao.g_01670	Prbe.g_00854
OG0000927	Prao.g_01672	Prbe.g_00852
OG0000928	Prao.g_01673	Prbe.g_00851
OG0000929	Prao.g_01674	Prbe.g_00850
OG0000930	Prao.g_01675	Prbe.g_00849
OG0000931	Prao.g_01676	Prbe.g_00848
OG0000932	Prao.g_01677	Prbe.g_00847
OG0000933	Prao.g_01681	Prbe.g_00843
OG0000934	Prao.g_01683	Prbe.g_00841
OG0000935	Prao.g_01684	Prbe.g_00840
OG0000936	Prao.g_01685	Prbe.g_00839
OG0000937	Prao.g_01686	Prbe.g_00838
OG0000938	Prao.g_01688	Prbe.g_00835
OG0000939	Prao.g_01689	Prbe.g_00834
OG0000940	Prao.g_01696	Prbe.g_00827
OG0000941	Prao.g_01698	Prbe.g_00825
OG0000942	Prao.g_01700	Prbe.g_00823
OG0000943	Prao.g_01701	Prbe.g_00822
OG0000944	Prao.g_01702	Prbe.g_00820
OG0000945	Prao.g_01703	Prbe.g_00819
OG0000946	Prao.g_01707	Prbe.g_00814
OG0000947	Prao.g_01709	Prbe.g_00812
OG0000948	Prao.g_01710	Prbe.g_00811
OG0000949	Prao.g_01713	Prbe.g_00808
OG0000950	Prao.g_01718	Prbe.g_00801
OG0000951	Prao.g_01722	Prbe.g_00797
OG0000952	Prao.g_01726	Prbe.g_00793
OG0000953	Prao.g_01729	Prbe.g_00789
OG0000954	Prao.g_01733	Prbe.g_00785
OG0000955	Prao.g_01734	Prbe.g_00784
OG0000956	Prao.g_01736	Prbe.g_00782
OG0000957	Prao.g_01741	Prbe.g_00776
OG0000958	Prao.g_01742	Prbe.g_00775
OG0000959	Prao.g_01746	Prbe.g_00771
OG0000960	Prao.g_01747	Prbe.g_00770
OG0000961	Prao.g_01749	Prbe.g_00767
OG0000962	Prao.g_01751	Prbe.g_00765
OG0000963	Prao.g_01755	Prbe.g_00761
OG0000964	Prao.g_01756	Prbe.g_00760
OG0000965	Prao.g_01757	Prbe.g_00759
OG0000966	Prao.g_01764	Prbe.g_00749
OG0000967	Prao.g_01769	Prbe.g_00753
OG0000968	Prao.g_01771	Prbe.g_00755
OG0000969	Prao.g_01772	Prbe.g_00756
OG0000970	Prao.g_01773	Prbe.g_01134
OG0000971	Prao.g_01774	Prbe.g_01135
OG0000972	Prao.g_01775	Prbe.g_01136
OG0000973	Prao.g_01776	Prbe.g_01137
OG0000974	Prao.g_01777	Prbe.g_01138
OG0000975	Prao.g_01778	Prbe.g_01139
OG0000976	Prao.g_01779	Prbe.g_01140
OG0000977	Prao.g_01780	Prbe.g_01141
OG0000978	Prao.g_01781	Prbe.g_01142
OG0000979	Prao.g_01784	Prbe.g_01145
OG0000980	Prao.g_01786	Prbe.g_01147
OG0000981	Prao.g_01788	Prbe.g_01150
OG0000982	Prao.g_01790	Prbe.g_01152
OG0000983	Prao.g_01791	Prbe.g_01153
OG0000984	Prao.g_01792	Prbe.g_01154
OG0000985	Prao.g_01795	Prbe.g_01157
OG0000986	Prao.g_01797	Prbe.g_01159
OG0000987	Prao.g_01798	Prbe.g_01160
OG0000988	Prao.g_01801	Prbe.g_01163
OG0000989	Prao.g_01805	Prbe.g_01167
OG0000990	Prao.g_01808	Prbe.g_01171
OG0000991	Prao.g_01809	Prbe.g_01172
OG0000992	Prao.g_01811	Prbe.g_01175
OG0000993	Prao.g_01812	Prbe.g_01176
OG0000994	Prao.g_01813	Prbe.g_01177
OG0000995	Prao.g_01817	Prbe.g_01181
OG0000996	Prao.g_01818	Prbe.g_01182
OG0000997	Prao.g_01819	Prbe.g_01185
OG0000998	Prao.g_01821	Prbe.g_01187
OG0000999	Prao.g_01822	Prbe.g_01188
OG0001000	Prao.g_01825	Prbe.g_01191
OG0001001	Prao.g_01827	Prbe.g_01194
OG0001002	Prao.g_01831	Prbe.g_01056
OG0001003	Prao.g_01833	Prbe.g_01057
OG0001004	Prao.g_01834	Prbe.g_01058
OG0001005	Prao.g_01835	Prbe.g_01059
OG0001006	Prao.g_01839	Prbe.g_01063
OG0001007	Prao.g_01841	Prbe.g_01065
OG0001008	Prao.g_00541	Prbe.g_01935
OG0001009	Prao.g_00174	Prbe.g_00127
OG0001010	Prao.g_00175	Prbe.g_00128
OG0001011	Prao.g_00176	Prbe.g_00130
OG0001012	Prao.g_00189	Prbe.g_00144
OG0001013	Prao.g_00194	Prbe.g_00151
OG0001014	Prao.g_00197	Prbe.g_00154
OG0001015	Prao.g_00198	Prbe.g_00156
OG0001016	Prao.g_00212	Prbe.g_00178
OG0001017	Prao.g_00216	Prbe.g_00182
OG0001018	Prao.g_00219	Prbe.g_00184
OG0001019	Prao.g_00228	Prbe.g_00193
OG0001020	Prao.g_00229	Prbe.g_01630
OG0001021	Prao.g_00230	Prbe.g_01631
OG0001022	Prao.g_00233	Prbe.g_01634
OG0001023	Prao.g_00234	Prbe.g_01635
OG0001024	Prao.g_00237	Prbe.g_01639
OG0001025	Prao.g_00243	Prbe.g_01646
OG0001026	Prao.g_00249	Prbe.g_01655
OG0001027	Prao.g_00250	Prbe.g_01656
OG0001028	Prao.g_00252	Prbe.g_01658
OG0001029	Prao.g_00254	Prbe.g_01659
OG0001030	Prao.g_00269	Prbe.g_01675
OG0001031	Prao.g_00324	Prbe.g_01735
OG0001032	Prao.g_00325	Prbe.g_01736
OG0001033	Prao.g_00346	Prbe.g_01757
OG0001034	Prao.g_00374	Prbe.g_01788
OG0001035	Prao.g_00392	Prbe.g_01808
OG0001036	Prao.g_00397	Prbe.g_01812
OG0001037	Prao.g_00398	Prbe.g_01813
OG0001038	Prao.g_00415	Prbe.g_01832
OG0001039	Prao.g_00418	Prbe.g_01835
OG0001040	Prao.g_00420	Prbe.g_01837
OG0001041	Prao.g_00424	Prbe.g_01842
OG0001042	Prao.g_00441	Prbe.g_01859
OG0001043	Prao.g_00442	Prbe.g_01860
OG0001044	Prao.g_00469	Prbe.g_01891
OG0001045	Prao.g_00477	Prbe.g_01900
OG0001046	Prao.g_00513	Prbe.g_01033
OG0001047	Prao.g_00543	Prbe.g_01937
OG0001048	Prao.g_00544	Prbe.g_01938
OG0001049	Prao.g_00546	Prbe.g_01940
OG0001050	Prao.g_00547	Prbe.g_01941
OG0001051	Prao.g_00548	Prbe.g_01942
OG0001052	Prao.g_00577	Prbe.g_00662
OG0001053	Prao.g_00589	Prbe.g_00650
OG0001054	Prao.g_00604	Prbe.g_00635
OG0001055	Prao.g_00623	Prbe.g_00616
OG0001056	Prao.g_01855	Prbe.g_00599
OG0001057	Prao.g_01160	Prbe.g_00594
OG0001058	Prao.g_01168	Prbe.g_00586
OG0001059	Prao.g_01172	Prbe.g_00582
OG0001060	Prao.g_01179	Prbe.g_00576
OG0001061	Prao.g_01866	Prbe.g_00561
OG0001062	Prao.g_01868	Prbe.g_00559
OG0001063	Prao.g_01870	Prbe.g_00557
OG0001064	Prao.g_00018	Prbe.g_00556
OG0001065	Prao.g_00019	Prbe.g_00555
OG0001066	Prao.g_00020	Prbe.g_00554
OG0001067	Prao.g_00021	Prbe.g_00553
OG0001068	Prao.g_00022	Prbe.g_00552
OG0001069	Prao.g_00023	Prbe.g_00551
OG0001070	Prao.g_00026	Prbe.g_00547
OG0001071	Prao.g_00027	Prbe.g_00546
OG0001072	Prao.g_00028	Prbe.g_00544
OG0001073	Prao.g_00042	Prbe.g_00530
OG0001074	Prao.g_00053	Prbe.g_00518
OG0001075	Prao.g_00054	Prbe.g_00517
OG0001076	Prao.g_00063	Prbe.g_00510
OG0001077	Prao.g_00067	Prbe.g_00504
OG0001078	Prao.g_00075	Prbe.g_01484
OG0001079	Prao.g_00086	Prbe.g_01472
OG0001080	Prao.g_00092	Prbe.g_01466
OG0001081	Prao.g_00094	Prbe.g_01464
OG0001082	Prao.g_00095	Prbe.g_01463
OG0001083	Prao.g_00100	Prbe.g_01458
OG0001084	Prao.g_00101	Prbe.g_01457
OG0001085	Prao.g_00109	Prbe.g_00444
OG0001086	Prao.g_00110	Prbe.g_00445
OG0001087	Prao.g_00126	Prbe.g_00463
OG0001088	Prao.g_00127	Prbe.g_00464
OG0001089	Prao.g_00135	Prbe.g_01205
OG0001090	Prao.g_00649	Prbe.g_01215
OG0001091	Prao.g_00651	Prbe.g_01437
OG0001092	Prao.g_00652	Prbe.g_01436
OG0001093	Prao.g_00657	Prbe.g_01431
OG0001094	Prao.g_00735	Prbe.g_01438
OG0001095	Prao.g_00754	Prbe.g_01235
OG0001096	Prao.g_00767	Prbe.g_01249
OG0001097	Prao.g_00786	Prbe.g_01269
OG0001098	Prao.g_00801	Prbe.g_01288
OG0001099	Prao.g_00834	Prbe.g_00110
OG0001100	Prao.g_00838	Prbe.g_00408
OG0001101	Prao.g_00840	Prbe.g_00411
OG0001102	Prao.g_00842	Prbe.g_00414
OG0001103	Prao.g_00844	Prbe.g_00416
OG0001104	Prao.g_00865	Prbe.g_00439
OG0001105	Prao.g_00869	Prbe.g_00443
OG0001106	Prao.g_00893	Prbe.g_01341
OG0001107	Prao.g_00900	Prbe.g_01348
OG0001108	Prao.g_00904	Prbe.g_01352
OG0001109	Prao.g_00905	Prbe.g_01353
OG0001110	Prao.g_00907	Prbe.g_01355
OG0001111	Prao.g_00908	Prbe.g_01356
OG0001112	Prao.g_00909	Prbe.g_01357
OG0001113	Prao.g_00910	Prbe.g_01358
OG0001114	Prao.g_00911	Prbe.g_01359
OG0001115	Prao.g_00913	Prbe.g_01361
OG0001116	Prao.g_00914	Prbe.g_01362
OG0001117	Prao.g_00915	Prbe.g_01363
OG0001118	Prao.g_00916	Prbe.g_01364
OG0001119	Prao.g_00917	Prbe.g_01365
OG0001120	Prao.g_00919	Prbe.g_01367
OG0001122	Prao.g_00946	Prbe.g_01387
OG0001123	Prao.g_00950	Prbe.g_01393
OG0001124	Prao.g_00952	Prbe.g_01395
