Orthogroup	Prao	Syaa
OG0000578	Prao.g_00039	Syaa.g_01887
OG0000579	Prao.g_00040	Syaa.g_01886
OG0000580	Prao.g_00041	Syaa.g_01885
OG0000581	Prao.g_00043	Syaa.g_01879
OG0000582	Prao.g_00046	Syaa.g_01687
OG0000583	Prao.g_00047	Syaa.g_01686
OG0000584	Prao.g_00048	Syaa.g_01685
OG0000585	Prao.g_00050	Syaa.g_01683
OG0000586	Prao.g_00051	Syaa.g_01682
OG0000587	Prao.g_00052	Syaa.g_01680
OG0000588	Prao.g_00056	Syaa.g_01666
OG0000589	Prao.g_00060	Syaa.g_01662
OG0000590	Prao.g_00061	Syaa.g_01661
OG0000591	Prao.g_00064	Syaa.g_01653
OG0000592	Prao.g_00065	Syaa.g_01652
OG0000593	Prao.g_00071	Syaa.g_01638
OG0000594	Prao.g_00072	Syaa.g_01637
OG0000595	Prao.g_00073	Syaa.g_01636
OG0000596	Prao.g_00077	Syaa.g_01630
OG0000597	Prao.g_00079	Syaa.g_01627
OG0000598	Prao.g_00080	Syaa.g_01626
OG0000599	Prao.g_00083	Syaa.g_01623
OG0000600	Prao.g_00084	Syaa.g_01622
OG0000601	Prao.g_00085	Syaa.g_01621
OG0000602	Prao.g_00087	Syaa.g_01616
OG0000603	Prao.g_00088	Syaa.g_01615
OG0000604	Prao.g_00089	Syaa.g_01612
OG0000605	Prao.g_00090	Syaa.g_01447
OG0000606	Prao.g_00093	Syaa.g_01055
OG0000607	Prao.g_00096	Syaa.g_01058
OG0000608	Prao.g_00097	Syaa.g_01059
OG0000609	Prao.g_00098	Syaa.g_01061
OG0000610	Prao.g_00103	Syaa.g_01068
OG0000611	Prao.g_00106	Syaa.g_01071
OG0000612	Prao.g_00107	Syaa.g_01072
OG0000613	Prao.g_00112	Syaa.g_00199
OG0000614	Prao.g_00130	Syaa.g_00906
OG0000615	Prao.g_00138	Syaa.g_01113
OG0000616	Prao.g_00142	Syaa.g_02742
OG0000617	Prao.g_00654	Syaa.g_01244
OG0000618	Prao.g_00655	Syaa.g_01245
OG0000619	Prao.g_00656	Syaa.g_01246
OG0000620	Prao.g_00659	Syaa.g_01259
OG0000621	Prao.g_00660	Syaa.g_01260
OG0000622	Prao.g_00661	Syaa.g_01261
OG0000623	Prao.g_00662	Syaa.g_01262
OG0000624	Prao.g_00663	Syaa.g_01264
OG0000625	Prao.g_00664	Syaa.g_01265
OG0000626	Prao.g_00665	Syaa.g_01266
OG0000627	Prao.g_00666	Syaa.g_01414
OG0000628	Prao.g_00667	Syaa.g_01413
OG0000629	Prao.g_00668	Syaa.g_01410
OG0000630	Prao.g_00671	Syaa.g_01406
OG0000631	Prao.g_00732	Syaa.g_01400
OG0000632	Prao.g_00733	Syaa.g_01399
OG0000633	Prao.g_00734	Syaa.g_01397
OG0000634	Prao.g_00737	Syaa.g_01150
OG0000635	Prao.g_00738	Syaa.g_01151
OG0000636	Prao.g_00740	Syaa.g_01153
OG0000637	Prao.g_00742	Syaa.g_01155
OG0000638	Prao.g_00743	Syaa.g_01156
OG0000639	Prao.g_00744	Syaa.g_01157
OG0000640	Prao.g_00745	Syaa.g_01158
OG0000641	Prao.g_00749	Syaa.g_01162
OG0000642	Prao.g_00750	Syaa.g_01163
OG0000643	Prao.g_00751	Syaa.g_01165
OG0000644	Prao.g_00752	Syaa.g_01166
OG0000645	Prao.g_00753	Syaa.g_01184
OG0000646	Prao.g_00755	Syaa.g_01187
OG0000647	Prao.g_00756	Syaa.g_01189
OG0000648	Prao.g_00758	Syaa.g_01191
OG0000649	Prao.g_00759	Syaa.g_01192
OG0000650	Prao.g_00760	Syaa.g_01193
OG0000651	Prao.g_00761	Syaa.g_01194
OG0000652	Prao.g_00762	Syaa.g_01195
OG0000653	Prao.g_00764	Syaa.g_01197
OG0000654	Prao.g_00765	Syaa.g_01198
OG0000655	Prao.g_00766	Syaa.g_01199
OG0000656	Prao.g_00769	Syaa.g_01202
OG0000657	Prao.g_00777	Syaa.g_00838
OG0000658	Prao.g_00778	Syaa.g_00836
OG0000659	Prao.g_00779	Syaa.g_00835
OG0000660	Prao.g_00783	Syaa.g_00831
OG0000661	Prao.g_00785	Syaa.g_00829
OG0000662	Prao.g_00787	Syaa.g_00827
OG0000663	Prao.g_00789	Syaa.g_00824
OG0000664	Prao.g_00790	Syaa.g_00823
OG0000665	Prao.g_00794	Syaa.g_01442
OG0000666	Prao.g_00795	Syaa.g_01448
OG0000668	Prao.g_00829	Syaa.g_01300
OG0000669	Prao.g_00837	Syaa.g_01084
OG0000670	Prao.g_00839	Syaa.g_01087
OG0000671	Prao.g_00841	Syaa.g_01089
OG0000672	Prao.g_00843	Syaa.g_01092
OG0000673	Prao.g_00846	Syaa.g_01095
OG0000674	Prao.g_00848	Syaa.g_01097
OG0000675	Prao.g_00849	Syaa.g_01098
OG0000676	Prao.g_00851	Syaa.g_01100
OG0000677	Prao.g_00852	Syaa.g_01101
OG0000678	Prao.g_00854	Syaa.g_01106
OG0000679	Prao.g_00858	Syaa.g_01116
OG0000680	Prao.g_00859	Syaa.g_01117
OG0000681	Prao.g_00861	Syaa.g_01120
OG0000682	Prao.g_00862	Syaa.g_01121
OG0000683	Prao.g_00863	Syaa.g_01122
OG0000684	Prao.g_00864	Syaa.g_01132
OG0000685	Prao.g_00866	Syaa.g_01134
OG0000686	Prao.g_00867	Syaa.g_01135
OG0000687	Prao.g_00868	Syaa.g_01136
OG0000688	Prao.g_00871	Syaa.g_01140
OG0000689	Prao.g_00872	Syaa.g_01142
OG0000690	Prao.g_00873	Syaa.g_01143
OG0000691	Prao.g_00874	Syaa.g_01144
OG0000692	Prao.g_00876	Syaa.g_01145
OG0000693	Prao.g_00877	Syaa.g_01146
OG0000694	Prao.g_00878	Syaa.g_01147
OG0000695	Prao.g_00880	Syaa.g_01395
OG0000696	Prao.g_00881	Syaa.g_01394
OG0000697	Prao.g_00882	Syaa.g_01392
OG0000698	Prao.g_00885	Syaa.g_01389
OG0000699	Prao.g_00886	Syaa.g_01387
OG0000700	Prao.g_00887	Syaa.g_01386
OG0000701	Prao.g_00888	Syaa.g_01385
OG0000702	Prao.g_00890	Syaa.g_01376
OG0000703	Prao.g_00891	Syaa.g_01375
OG0000704	Prao.g_00892	Syaa.g_01373
OG0000705	Prao.g_00896	Syaa.g_01365
OG0000706	Prao.g_00897	Syaa.g_01364
OG0000707	Prao.g_00898	Syaa.g_01363
OG0000708	Prao.g_00899	Syaa.g_01360
OG0000709	Prao.g_00903	Syaa.g_01351
OG0000710	Prao.g_00906	Syaa.g_01348
OG0000711	Prao.g_00923	Syaa.g_01320
OG0000712	Prao.g_00925	Syaa.g_01318
OG0000713	Prao.g_00926	Syaa.g_01317
OG0000714	Prao.g_00927	Syaa.g_01315
OG0000715	Prao.g_00929	Syaa.g_01313
OG0000716	Prao.g_00931	Syaa.g_01309
OG0000717	Prao.g_00932	Syaa.g_01308
OG0000718	Prao.g_00943	Syaa.g_01304
OG0000719	Prao.g_00945	Syaa.g_01302
OG0000720	Prao.g_00954	Syaa.g_01289
OG0000721	Prao.g_00956	Syaa.g_01287
OG0000722	Prao.g_00957	Syaa.g_01286
OG0000723	Prao.g_00960	Syaa.g_01268
OG0000724	Prao.g_00969	Syaa.g_00872
OG0000725	Prao.g_00975	Syaa.g_00882
OG0000726	Prao.g_00976	Syaa.g_00883
OG0000727	Prao.g_00977	Syaa.g_00884
OG0000728	Prao.g_00979	Syaa.g_00886
OG0000729	Prao.g_01027	Syaa.g_00100
OG0000730	Prao.g_01156	Syaa.g_02185
OG0000731	Prao.g_01152	Syaa.g_02173
OG0000732	Prao.g_01143	Syaa.g_00054
OG0000733	Prao.g_01121	Syaa.g_02621
OG0000734	Prao.g_01104	Syaa.g_02388
OG0000735	Prao.g_01102	Syaa.g_00754
OG0000736	Prao.g_01101	Syaa.g_00755
OG0000737	Prao.g_01100	Syaa.g_00756
OG0000738	Prao.g_01096	Syaa.g_00761
OG0000739	Prao.g_01095	Syaa.g_00762
OG0000740	Prao.g_01094	Syaa.g_00763
OG0000741	Prao.g_01093	Syaa.g_00766
OG0000742	Prao.g_01090	Syaa.g_00769
OG0000743	Prao.g_01088	Syaa.g_00771
OG0000744	Prao.g_01087	Syaa.g_00772
OG0000745	Prao.g_01086	Syaa.g_00774
OG0000746	Prao.g_01084	Syaa.g_00776
OG0000747	Prao.g_01083	Syaa.g_00777
OG0000748	Prao.g_01080	Syaa.g_00787
OG0000749	Prao.g_01079	Syaa.g_00789
OG0000750	Prao.g_01078	Syaa.g_00790
OG0000751	Prao.g_01076	Syaa.g_00797
OG0000752	Prao.g_01074	Syaa.g_00799
OG0000753	Prao.g_01071	Syaa.g_00802
OG0000754	Prao.g_01068	Syaa.g_01025
OG0000755	Prao.g_01065	Syaa.g_01005
OG0000756	Prao.g_01064	Syaa.g_01004
OG0000757	Prao.g_01058	Syaa.g_00996
OG0000758	Prao.g_01057	Syaa.g_00995
OG0000759	Prao.g_01056	Syaa.g_00994
OG0000760	Prao.g_01055	Syaa.g_00993
OG0000761	Prao.g_01054	Syaa.g_00992
OG0000762	Prao.g_01053	Syaa.g_00988
OG0000763	Prao.g_01051	Syaa.g_00986
OG0000764	Prao.g_01050	Syaa.g_00985
OG0000765	Prao.g_01041	Syaa.g_00968
OG0000766	Prao.g_01040	Syaa.g_00967
OG0000767	Prao.g_01038	Syaa.g_00965
OG0000768	Prao.g_01037	Syaa.g_00964
OG0000769	Prao.g_01035	Syaa.g_00962
OG0000770	Prao.g_01033	Syaa.g_00959
OG0000771	Prao.g_00014	Syaa.g_00866
OG0000772	Prao.g_01305	Syaa.g_01526
OG0000773	Prao.g_01285	Syaa.g_00749
OG0000774	Prao.g_01283	Syaa.g_00745
OG0000775	Prao.g_01281	Syaa.g_00742
OG0000776	Prao.g_01280	Syaa.g_00741
OG0000777	Prao.g_01279	Syaa.g_00740
OG0000778	Prao.g_01278	Syaa.g_00739
OG0000779	Prao.g_01274	Syaa.g_00733
OG0000780	Prao.g_01273	Syaa.g_00730
OG0000781	Prao.g_01270	Syaa.g_00726
OG0000782	Prao.g_01269	Syaa.g_00725
OG0000783	Prao.g_01268	Syaa.g_00724
OG0000784	Prao.g_01267	Syaa.g_00723
OG0000785	Prao.g_01265	Syaa.g_00721
OG0000786	Prao.g_01263	Syaa.g_01875
OG0000787	Prao.g_01262	Syaa.g_01876
OG0000788	Prao.g_01252	Syaa.g_01620
OG0000789	Prao.g_01249	Syaa.g_01434
OG0000790	Prao.g_01234	Syaa.g_02064
OG0000791	Prao.g_01232	Syaa.g_02066
OG0000792	Prao.g_01231	Syaa.g_02067
OG0000793	Prao.g_01228	Syaa.g_02072
OG0000794	Prao.g_01227	Syaa.g_02073
OG0000795	Prao.g_01226	Syaa.g_02074
OG0000796	Prao.g_01222	Syaa.g_02078
OG0000797	Prao.g_01221	Syaa.g_02079
OG0000799	Prao.g_01379	Syaa.g_01743
OG0000800	Prao.g_01380	Syaa.g_01747
OG0000801	Prao.g_01381	Syaa.g_01748
OG0000802	Prao.g_01383	Syaa.g_01753
OG0000803	Prao.g_01385	Syaa.g_01758
OG0000804	Prao.g_01386	Syaa.g_01761
OG0000805	Prao.g_01388	Syaa.g_01763
OG0000806	Prao.g_01390	Syaa.g_01765
OG0000807	Prao.g_01391	Syaa.g_01767
OG0000808	Prao.g_01392	Syaa.g_01768
OG0000809	Prao.g_01395	Syaa.g_01771
OG0000810	Prao.g_01396	Syaa.g_01772
OG0000811	Prao.g_01400	Syaa.g_01778
OG0000812	Prao.g_01402	Syaa.g_01780
OG0000813	Prao.g_01403	Syaa.g_01781
OG0000814	Prao.g_01405	Syaa.g_01783
OG0000815	Prao.g_01406	Syaa.g_01784
OG0000816	Prao.g_01408	Syaa.g_01785
OG0000817	Prao.g_01409	Syaa.g_01786
OG0000818	Prao.g_01414	Syaa.g_01792
OG0000819	Prao.g_01415	Syaa.g_01793
OG0000820	Prao.g_01416	Syaa.g_01794
OG0000821	Prao.g_01419	Syaa.g_01800
OG0000822	Prao.g_01420	Syaa.g_01802
OG0000823	Prao.g_01421	Syaa.g_01803
OG0000824	Prao.g_01424	Syaa.g_01807
OG0000825	Prao.g_01425	Syaa.g_01808
OG0000826	Prao.g_01426	Syaa.g_01809
OG0000827	Prao.g_01427	Syaa.g_01810
OG0000828	Prao.g_01430	Syaa.g_01813
OG0000829	Prao.g_01431	Syaa.g_01814
OG0000830	Prao.g_01432	Syaa.g_01815
OG0000831	Prao.g_01434	Syaa.g_01817
OG0000832	Prao.g_01440	Syaa.g_00627
OG0000833	Prao.g_01448	Syaa.g_00611
OG0000834	Prao.g_01449	Syaa.g_00608
OG0000835	Prao.g_01450	Syaa.g_00607
OG0000836	Prao.g_01451	Syaa.g_00603
OG0000837	Prao.g_01452	Syaa.g_00601
OG0000838	Prao.g_01454	Syaa.g_00597
OG0000839	Prao.g_01455	Syaa.g_00596
OG0000840	Prao.g_01456	Syaa.g_00595
OG0000841	Prao.g_01457	Syaa.g_00594
OG0000842	Prao.g_01458	Syaa.g_00593
OG0000843	Prao.g_01459	Syaa.g_00592
OG0000844	Prao.g_01460	Syaa.g_00590
OG0000845	Prao.g_01461	Syaa.g_00589
OG0000846	Prao.g_01462	Syaa.g_00588
OG0000847	Prao.g_01463	Syaa.g_00587
OG0000848	Prao.g_01464	Syaa.g_00585
OG0000849	Prao.g_01465	Syaa.g_00584
OG0000850	Prao.g_01467	Syaa.g_00582
OG0000851	Prao.g_01468	Syaa.g_00577
OG0000852	Prao.g_01469	Syaa.g_00576
OG0000853	Prao.g_01473	Syaa.g_00572
OG0000854	Prao.g_01475	Syaa.g_00570
OG0000855	Prao.g_01476	Syaa.g_00569
OG0000856	Prao.g_01491	Syaa.g_01650
OG0000857	Prao.g_01519	Syaa.g_01188
OG0000858	Prao.g_01546	Syaa.g_00563
OG0000859	Prao.g_01547	Syaa.g_00562
OG0000860	Prao.g_01554	Syaa.g_00549
OG0000861	Prao.g_01555	Syaa.g_00548
OG0000862	Prao.g_01556	Syaa.g_00547
OG0000863	Prao.g_01558	Syaa.g_00543
OG0000864	Prao.g_01559	Syaa.g_00542
OG0000865	Prao.g_01560	Syaa.g_00541
OG0000866	Prao.g_01561	Syaa.g_00540
OG0000867	Prao.g_01562	Syaa.g_00539
OG0000868	Prao.g_01563	Syaa.g_00536
OG0000869	Prao.g_01567	Syaa.g_00531
OG0000870	Prao.g_01572	Syaa.g_00526
OG0000871	Prao.g_01573	Syaa.g_00525
OG0000872	Prao.g_01574	Syaa.g_00511
OG0000873	Prao.g_01577	Syaa.g_00497
OG0000874	Prao.g_01580	Syaa.g_00519
OG0000875	Prao.g_01581	Syaa.g_00438
OG0000876	Prao.g_01582	Syaa.g_00682
OG0000877	Prao.g_01584	Syaa.g_00679
OG0000878	Prao.g_01585	Syaa.g_00678
OG0000879	Prao.g_01586	Syaa.g_00677
OG0000880	Prao.g_01587	Syaa.g_00676
OG0000881	Prao.g_01591	Syaa.g_00671
OG0000882	Prao.g_01596	Syaa.g_00666
OG0000883	Prao.g_01597	Syaa.g_00661
OG0000884	Prao.g_01599	Syaa.g_00659
OG0000885	Prao.g_01600	Syaa.g_00658
OG0000886	Prao.g_01601	Syaa.g_00657
OG0000887	Prao.g_01602	Syaa.g_00656
OG0000888	Prao.g_01604	Syaa.g_00654
OG0000889	Prao.g_01606	Syaa.g_00652
OG0000890	Prao.g_01607	Syaa.g_00644
OG0000891	Prao.g_01608	Syaa.g_00643
OG0000892	Prao.g_01610	Syaa.g_00640
OG0000893	Prao.g_01615	Syaa.g_02352
OG0000894	Prao.g_01617	Syaa.g_02349
OG0000895	Prao.g_01620	Syaa.g_02345
OG0000896	Prao.g_01621	Syaa.g_02344
OG0000897	Prao.g_01623	Syaa.g_02342
OG0000898	Prao.g_01624	Syaa.g_02341
OG0000899	Prao.g_01625	Syaa.g_02340
OG0000900	Prao.g_01626	Syaa.g_02339
OG0000901	Prao.g_01629	Syaa.g_02334
OG0000902	Prao.g_01631	Syaa.g_02332
OG0000903	Prao.g_01634	Syaa.g_02313
OG0000904	Prao.g_01636	Syaa.g_02318
OG0000905	Prao.g_01641	Syaa.g_02324
OG0000906	Prao.g_01642	Syaa.g_02327
OG0000907	Prao.g_01645	Syaa.g_02295
OG0000908	Prao.g_01648	Syaa.g_02292
OG0000909	Prao.g_01649	Syaa.g_02291
OG0000910	Prao.g_01650	Syaa.g_02290
OG0000911	Prao.g_01652	Syaa.g_02288
OG0000912	Prao.g_01653	Syaa.g_02287
OG0000913	Prao.g_01654	Syaa.g_02286
OG0000914	Prao.g_01655	Syaa.g_02285
OG0000915	Prao.g_01656	Syaa.g_02283
OG0000916	Prao.g_01657	Syaa.g_02282
OG0000917	Prao.g_01658	Syaa.g_02281
OG0000918	Prao.g_01659	Syaa.g_02280
OG0000919	Prao.g_01660	Syaa.g_02279
OG0000920	Prao.g_01661	Syaa.g_02278
OG0000921	Prao.g_01662	Syaa.g_02277
OG0000922	Prao.g_01663	Syaa.g_02276
OG0000923	Prao.g_01667	Syaa.g_02272
OG0000924	Prao.g_01668	Syaa.g_02271
OG0000925	Prao.g_01669	Syaa.g_02270
OG0000926	Prao.g_01670	Syaa.g_02269
OG0000927	Prao.g_01672	Syaa.g_02267
OG0000928	Prao.g_01673	Syaa.g_02266
OG0000929	Prao.g_01674	Syaa.g_02265
OG0000930	Prao.g_01675	Syaa.g_02264
OG0000931	Prao.g_01676	Syaa.g_02263
OG0000932	Prao.g_01677	Syaa.g_02262
OG0000933	Prao.g_01681	Syaa.g_02256
OG0000934	Prao.g_01683	Syaa.g_02254
OG0000935	Prao.g_01684	Syaa.g_02253
OG0000936	Prao.g_01685	Syaa.g_02252
OG0000937	Prao.g_01686	Syaa.g_02251
OG0000938	Prao.g_01688	Syaa.g_02248
OG0000939	Prao.g_01689	Syaa.g_02247
OG0000940	Prao.g_01696	Syaa.g_02240
OG0000941	Prao.g_01698	Syaa.g_02238
OG0000942	Prao.g_01700	Syaa.g_02236
OG0000943	Prao.g_01701	Syaa.g_02235
OG0000944	Prao.g_01702	Syaa.g_02233
OG0000945	Prao.g_01703	Syaa.g_02231
OG0000946	Prao.g_01707	Syaa.g_02225
OG0000947	Prao.g_01709	Syaa.g_02222
OG0000948	Prao.g_01710	Syaa.g_02221
OG0000949	Prao.g_01713	Syaa.g_00172
OG0000950	Prao.g_01718	Syaa.g_00159
OG0000951	Prao.g_01722	Syaa.g_00153
OG0000952	Prao.g_01726	Syaa.g_00149
OG0000953	Prao.g_01729	Syaa.g_00143
OG0000954	Prao.g_01733	Syaa.g_00138
OG0000955	Prao.g_01734	Syaa.g_00137
OG0000956	Prao.g_01736	Syaa.g_00135
OG0000957	Prao.g_01741	Syaa.g_00125
OG0000958	Prao.g_01742	Syaa.g_00124
OG0000959	Prao.g_01746	Syaa.g_00120
OG0000960	Prao.g_01747	Syaa.g_00119
OG0000961	Prao.g_01749	Syaa.g_00106
OG0000962	Prao.g_01751	Syaa.g_00102
OG0000963	Prao.g_01755	Syaa.g_00097
OG0000964	Prao.g_01756	Syaa.g_00096
OG0000965	Prao.g_01757	Syaa.g_00095
OG0000966	Prao.g_01764	Syaa.g_00083
OG0000967	Prao.g_01769	Syaa.g_00074
OG0000968	Prao.g_01771	Syaa.g_00078
OG0000969	Prao.g_01772	Syaa.g_00077
OG0000970	Prao.g_01773	Syaa.g_00076
OG0000971	Prao.g_01774	Syaa.g_00069
OG0000972	Prao.g_01775	Syaa.g_00068
OG0000973	Prao.g_01776	Syaa.g_00067
OG0000974	Prao.g_01777	Syaa.g_00066
OG0000975	Prao.g_01778	Syaa.g_00065
OG0000976	Prao.g_01779	Syaa.g_00064
OG0000977	Prao.g_01780	Syaa.g_00062
OG0000978	Prao.g_01781	Syaa.g_00061
OG0000979	Prao.g_01784	Syaa.g_00058
OG0000980	Prao.g_01786	Syaa.g_00055
OG0000981	Prao.g_01788	Syaa.g_00052
OG0000982	Prao.g_01790	Syaa.g_02593
OG0000983	Prao.g_01791	Syaa.g_02594
OG0000984	Prao.g_01792	Syaa.g_02595
OG0000985	Prao.g_01795	Syaa.g_02597
OG0000986	Prao.g_01797	Syaa.g_02601
OG0000987	Prao.g_01798	Syaa.g_02603
OG0000988	Prao.g_01801	Syaa.g_02608
OG0000989	Prao.g_01805	Syaa.g_02616
OG0000990	Prao.g_01808	Syaa.g_02647
OG0000991	Prao.g_01809	Syaa.g_02650
OG0000992	Prao.g_01811	Syaa.g_02653
OG0000993	Prao.g_01812	Syaa.g_02654
OG0000994	Prao.g_01813	Syaa.g_02657
OG0000995	Prao.g_01817	Syaa.g_02662
OG0000996	Prao.g_01818	Syaa.g_02705
OG0000997	Prao.g_01819	Syaa.g_02725
OG0000998	Prao.g_01821	Syaa.g_02727
OG0000999	Prao.g_01822	Syaa.g_02728
OG0001000	Prao.g_01825	Syaa.g_02732
OG0001001	Prao.g_01827	Syaa.g_02738
OG0001002	Prao.g_01831	Syaa.g_02745
OG0001003	Prao.g_01833	Syaa.g_02747
OG0001004	Prao.g_01834	Syaa.g_02748
OG0001005	Prao.g_01835	Syaa.g_02749
OG0001006	Prao.g_01839	Syaa.g_02756
OG0001007	Prao.g_01841	Syaa.g_02758
OG0001008	Prao.g_00541	Syaa.g_00704
OG0001009	Prao.g_00174	Syaa.g_00034
OG0001010	Prao.g_00175	Syaa.g_00035
OG0001011	Prao.g_00176	Syaa.g_00037
OG0001012	Prao.g_00189	Syaa.g_02589
OG0001013	Prao.g_00194	Syaa.g_02576
OG0001014	Prao.g_00197	Syaa.g_02572
OG0001015	Prao.g_00198	Syaa.g_02571
OG0001016	Prao.g_00212	Syaa.g_00348
OG0001017	Prao.g_00216	Syaa.g_00342
OG0001018	Prao.g_00219	Syaa.g_00340
OG0001019	Prao.g_00228	Syaa.g_00323
OG0001020	Prao.g_00229	Syaa.g_02355
OG0001021	Prao.g_00230	Syaa.g_02359
OG0001022	Prao.g_00233	Syaa.g_02365
OG0001023	Prao.g_00234	Syaa.g_02366
OG0001024	Prao.g_00237	Syaa.g_02370
OG0001025	Prao.g_00243	Syaa.g_02377
OG0001026	Prao.g_00249	Syaa.g_02390
OG0001027	Prao.g_00250	Syaa.g_02397
OG0001028	Prao.g_00252	Syaa.g_02399
OG0001029	Prao.g_00254	Syaa.g_02401
OG0001030	Prao.g_00269	Syaa.g_02422
OG0001031	Prao.g_00324	Syaa.g_02500
OG0001032	Prao.g_00325	Syaa.g_02502
OG0001033	Prao.g_00346	Syaa.g_02539
OG0001034	Prao.g_00374	Syaa.g_02108
OG0001035	Prao.g_00392	Syaa.g_00298
OG0001036	Prao.g_00397	Syaa.g_00293
OG0001037	Prao.g_00398	Syaa.g_00291
OG0001038	Prao.g_00415	Syaa.g_00264
OG0001039	Prao.g_00418	Syaa.g_00261
OG0001040	Prao.g_00420	Syaa.g_00258
OG0001041	Prao.g_00424	Syaa.g_00253
OG0001042	Prao.g_00441	Syaa.g_00227
OG0001043	Prao.g_00442	Syaa.g_00223
OG0001044	Prao.g_00469	Syaa.g_02183
OG0001045	Prao.g_00477	Syaa.g_02170
OG0001046	Prao.g_00513	Syaa.g_01332
OG0001047	Prao.g_00543	Syaa.g_00706
OG0001048	Prao.g_00544	Syaa.g_00707
OG0001049	Prao.g_00546	Syaa.g_00710
OG0001050	Prao.g_00547	Syaa.g_00711
OG0001051	Prao.g_00548	Syaa.g_00712
OG0001052	Prao.g_00577	Syaa.g_01846
OG0001053	Prao.g_00589	Syaa.g_02048
OG0001054	Prao.g_00604	Syaa.g_02031
OG0001055	Prao.g_00623	Syaa.g_02010
OG0001056	Prao.g_01855	Syaa.g_01975
OG0001057	Prao.g_01160	Syaa.g_01966
OG0001058	Prao.g_01168	Syaa.g_01951
OG0001059	Prao.g_01172	Syaa.g_01947
OG0001060	Prao.g_01179	Syaa.g_01941
OG0001061	Prao.g_01866	Syaa.g_01919
OG0001062	Prao.g_01868	Syaa.g_01917
OG0001063	Prao.g_01870	Syaa.g_01912
OG0001064	Prao.g_00018	Syaa.g_01911
OG0001065	Prao.g_00019	Syaa.g_01910
OG0001066	Prao.g_00020	Syaa.g_01909
OG0001067	Prao.g_00021	Syaa.g_01908
OG0001068	Prao.g_00022	Syaa.g_01907
OG0001069	Prao.g_00023	Syaa.g_01906
OG0001070	Prao.g_00026	Syaa.g_01903
OG0001071	Prao.g_00027	Syaa.g_01902
OG0001072	Prao.g_00028	Syaa.g_01898
OG0001073	Prao.g_00042	Syaa.g_01884
OG0001074	Prao.g_00053	Syaa.g_01678
OG0001075	Prao.g_00054	Syaa.g_01676
OG0001076	Prao.g_00063	Syaa.g_01659
OG0001077	Prao.g_00067	Syaa.g_01647
OG0001078	Prao.g_00075	Syaa.g_01632
OG0001079	Prao.g_00086	Syaa.g_01619
OG0001080	Prao.g_00092	Syaa.g_01443
OG0001081	Prao.g_00094	Syaa.g_01056
OG0001082	Prao.g_00095	Syaa.g_01057
OG0001083	Prao.g_00100	Syaa.g_01064
OG0001084	Prao.g_00101	Syaa.g_01065
OG0001085	Prao.g_00109	Syaa.g_01075
OG0001086	Prao.g_00110	Syaa.g_01077
OG0001087	Prao.g_00126	Syaa.g_00920
OG0001088	Prao.g_00127	Syaa.g_00916
OG0001089	Prao.g_00135	Syaa.g_00890
OG0001090	Prao.g_00649	Syaa.g_01237
OG0001091	Prao.g_00651	Syaa.g_01239
OG0001092	Prao.g_00652	Syaa.g_01242
OG0001093	Prao.g_00657	Syaa.g_01248
OG0001094	Prao.g_00735	Syaa.g_01148
OG0001095	Prao.g_00754	Syaa.g_01185
OG0001096	Prao.g_00767	Syaa.g_01200
OG0001097	Prao.g_00786	Syaa.g_00828
OG0001098	Prao.g_00801	Syaa.g_01441
OG0001099	Prao.g_00834	Syaa.g_02400
OG0001100	Prao.g_00838	Syaa.g_01086
OG0001101	Prao.g_00840	Syaa.g_01088
OG0001102	Prao.g_00842	Syaa.g_01091
OG0001103	Prao.g_00844	Syaa.g_01093
OG0001104	Prao.g_00865	Syaa.g_01133
OG0001105	Prao.g_00869	Syaa.g_01137
OG0001106	Prao.g_00893	Syaa.g_01372
OG0001107	Prao.g_00900	Syaa.g_01359
OG0001108	Prao.g_00904	Syaa.g_01350
OG0001109	Prao.g_00905	Syaa.g_01349
OG0001110	Prao.g_00907	Syaa.g_01347
OG0001111	Prao.g_00908	Syaa.g_01345
OG0001112	Prao.g_00909	Syaa.g_01343
OG0001113	Prao.g_00910	Syaa.g_01342
OG0001114	Prao.g_00911	Syaa.g_01341
OG0001115	Prao.g_00913	Syaa.g_01337
OG0001116	Prao.g_00914	Syaa.g_01335
OG0001117	Prao.g_00915	Syaa.g_01334
OG0001118	Prao.g_00916	Syaa.g_01333
OG0001119	Prao.g_00917	Syaa.g_01331
OG0001120	Prao.g_00919	Syaa.g_01328
OG0001121	Prao.g_01124, Prao.g_00922	Syaa.g_01125
OG0001122	Prao.g_00946	Syaa.g_01301
OG0001123	Prao.g_00950	Syaa.g_01294
OG0001124	Prao.g_00952	Syaa.g_01292
OG0001125	Prao.g_00953	Syaa.g_01290
OG0001126	Prao.g_00963	Syaa.g_00864
OG0001127	Prao.g_00964	Syaa.g_00865
OG0001128	Prao.g_00966	Syaa.g_00868
OG0001129	Prao.g_00967	Syaa.g_00870
OG0001130	Prao.g_00968	Syaa.g_00871
OG0001131	Prao.g_01007	Syaa.g_01108
OG0001132	Prao.g_01016	Syaa.g_01468
OG0001133	Prao.g_01137	Syaa.g_01656
OG0001134	Prao.g_01122	Syaa.g_01028
OG0001136	Prao.g_01092	Syaa.g_00767
OG0001137	Prao.g_01081	Syaa.g_00786
OG0001138	Prao.g_01063	Syaa.g_01002
OG0001139	Prao.g_01062	Syaa.g_01000
