Orthogroup	Prao	Syal
OG0000593	Prao.g_00071	Syal.g_02640
OG0000594	Prao.g_00072	Syal.g_02639
OG0000595	Prao.g_00073	Syal.g_02638
OG0000596	Prao.g_00077	Syal.g_02633
OG0000597	Prao.g_00079	Syal.g_02630
OG0000598	Prao.g_00080	Syal.g_02629
OG0000599	Prao.g_00083	Syal.g_02622
OG0000600	Prao.g_00084	Syal.g_02621
OG0000601	Prao.g_00085	Syal.g_02620
OG0000602	Prao.g_00087	Syal.g_02615
OG0000603	Prao.g_00088	Syal.g_02614
OG0000604	Prao.g_00089	Syal.g_02612
OG0000605	Prao.g_00090	Syal.g_02516
OG0000606	Prao.g_00093	Syal.g_02174
OG0000607	Prao.g_00096	Syal.g_02177
OG0000608	Prao.g_00097	Syal.g_02178
OG0000609	Prao.g_00098	Syal.g_02180
OG0000610	Prao.g_00103	Syal.g_02198
OG0000611	Prao.g_00106	Syal.g_02201
OG0000612	Prao.g_00107	Syal.g_02202
OG0000613	Prao.g_00112	Syal.g_01325
OG0000614	Prao.g_00130	Syal.g_01794
OG0000615	Prao.g_00138	Syal.g_02256
OG0000616	Prao.g_00142	Syal.g_00079
OG0000617	Prao.g_00654	Syal.g_01866
OG0000618	Prao.g_00655	Syal.g_01867
OG0000619	Prao.g_00656	Syal.g_02417
OG0000620	Prao.g_00659	Syal.g_02422
OG0000621	Prao.g_00660	Syal.g_02423
OG0000622	Prao.g_00661	Syal.g_02424
OG0000623	Prao.g_00662	Syal.g_02425
OG0000624	Prao.g_00663	Syal.g_02427
OG0000625	Prao.g_00664	Syal.g_02428
OG0000626	Prao.g_00665	Syal.g_02429
OG0000627	Prao.g_00666	Syal.g_02048
OG0000628	Prao.g_00667	Syal.g_02047
OG0000629	Prao.g_00668	Syal.g_02044
OG0000630	Prao.g_00671	Syal.g_02040
OG0000631	Prao.g_00732	Syal.g_02031
OG0000632	Prao.g_00733	Syal.g_02030
OG0000633	Prao.g_00734	Syal.g_02029
OG0000634	Prao.g_00737	Syal.g_02410
OG0000635	Prao.g_00738	Syal.g_02411
OG0000636	Prao.g_00740	Syal.g_02413
OG0000637	Prao.g_00742	Syal.g_02415
OG0000638	Prao.g_00743	Syal.g_02416
OG0000639	Prao.g_00744	Syal.g_01868
OG0000640	Prao.g_00745	Syal.g_01869
OG0000641	Prao.g_00749	Syal.g_01873
OG0000642	Prao.g_00750	Syal.g_01874
OG0000643	Prao.g_00751	Syal.g_01875
OG0000644	Prao.g_00752	Syal.g_01876
OG0000645	Prao.g_00753	Syal.g_01878
OG0000646	Prao.g_00755	Syal.g_01881
OG0000647	Prao.g_00756	Syal.g_01883
OG0000648	Prao.g_00758	Syal.g_02438
OG0000649	Prao.g_00759	Syal.g_02439
OG0000650	Prao.g_00760	Syal.g_02440
OG0000651	Prao.g_00761	Syal.g_02441
OG0000652	Prao.g_00762	Syal.g_02442
OG0000653	Prao.g_00764	Syal.g_02444
OG0000654	Prao.g_00765	Syal.g_02445
OG0000655	Prao.g_00766	Syal.g_02446
OG0000656	Prao.g_00769	Syal.g_02449
OG0000657	Prao.g_00777	Syal.g_02460
OG0000658	Prao.g_00778	Syal.g_02465
OG0000659	Prao.g_00779	Syal.g_02466
OG0000660	Prao.g_00783	Syal.g_02470
OG0000661	Prao.g_00785	Syal.g_02472
OG0000662	Prao.g_00787	Syal.g_02474
OG0000663	Prao.g_00789	Syal.g_02477
OG0000664	Prao.g_00790	Syal.g_02478
OG0000665	Prao.g_00794	Syal.g_02593
OG0000666	Prao.g_00795	Syal.g_02605
OG0000667	Prao.g_00799	Syal.g_02192
OG0000668	Prao.g_00829	Syal.g_01920
OG0000669	Prao.g_00837	Syal.g_02295
OG0000670	Prao.g_00839	Syal.g_02956
OG0000671	Prao.g_00841	Syal.g_02291
OG0000672	Prao.g_00843	Syal.g_02288
OG0000673	Prao.g_00846	Syal.g_02285
OG0000674	Prao.g_00848	Syal.g_02283
OG0000675	Prao.g_00849	Syal.g_02282
OG0000676	Prao.g_00851	Syal.g_02272
OG0000677	Prao.g_00852	Syal.g_02271
OG0000678	Prao.g_00854	Syal.g_02264
OG0000679	Prao.g_00858	Syal.g_02252
OG0000680	Prao.g_00859	Syal.g_02251
OG0000681	Prao.g_00861	Syal.g_02248
OG0000682	Prao.g_00862	Syal.g_02247
OG0000683	Prao.g_00863	Syal.g_02246
OG0000684	Prao.g_00864	Syal.g_02242
OG0000685	Prao.g_00866	Syal.g_02240
OG0000686	Prao.g_00867	Syal.g_02239
OG0000687	Prao.g_00868	Syal.g_02237
OG0000688	Prao.g_00871	Syal.g_02225
OG0000689	Prao.g_00872	Syal.g_02223
OG0000690	Prao.g_00873	Syal.g_02222
OG0000691	Prao.g_00874	Syal.g_02221
OG0000692	Prao.g_00876	Syal.g_02220
OG0000693	Prao.g_00877	Syal.g_02218
OG0000694	Prao.g_00878	Syal.g_02217
OG0000695	Prao.g_00880	Syal.g_02027
OG0000696	Prao.g_00881	Syal.g_02026
OG0000697	Prao.g_00882	Syal.g_02025
OG0000698	Prao.g_00885	Syal.g_02022
OG0000699	Prao.g_00886	Syal.g_02021
OG0000700	Prao.g_00887	Syal.g_02020
OG0000701	Prao.g_00888	Syal.g_02019
OG0000702	Prao.g_00890	Syal.g_02011
OG0000703	Prao.g_00891	Syal.g_02010
OG0000704	Prao.g_00892	Syal.g_02008
OG0000705	Prao.g_00896	Syal.g_01999
OG0000706	Prao.g_00897	Syal.g_01998
OG0000707	Prao.g_00898	Syal.g_01997
OG0000708	Prao.g_00899	Syal.g_01994
OG0000709	Prao.g_00903	Syal.g_01986
OG0000710	Prao.g_00906	Syal.g_01982
OG0000711	Prao.g_00923	Syal.g_01954
OG0000712	Prao.g_00925	Syal.g_01952
OG0000713	Prao.g_00926	Syal.g_01951
OG0000714	Prao.g_00927	Syal.g_01948
OG0000715	Prao.g_00929	Syal.g_01934
OG0000716	Prao.g_00931	Syal.g_01930
OG0000717	Prao.g_00932	Syal.g_01929
OG0000718	Prao.g_00943	Syal.g_01925
OG0000719	Prao.g_00945	Syal.g_01922
OG0000720	Prao.g_00954	Syal.g_01908
OG0000721	Prao.g_00956	Syal.g_01906
OG0000722	Prao.g_00957	Syal.g_01905
OG0000723	Prao.g_00960	Syal.g_02433
OG0000724	Prao.g_00969	Syal.g_01829
OG0000725	Prao.g_00975	Syal.g_01820
OG0000726	Prao.g_00976	Syal.g_01819
OG0000727	Prao.g_00977	Syal.g_01818
OG0000728	Prao.g_00979	Syal.g_01816
OG0000729	Prao.g_01027	Syal.g_01510
OG0000730	Prao.g_01156	Syal.g_00345
OG0000731	Prao.g_01152	Syal.g_00356
OG0000732	Prao.g_01143	Syal.g_00149
OG0000733	Prao.g_01121	Syal.g_01105
OG0000734	Prao.g_01104	Syal.g_00828
OG0000735	Prao.g_01102	Syal.g_01627
OG0000736	Prao.g_01101	Syal.g_01628
OG0000737	Prao.g_01100	Syal.g_01629
OG0000738	Prao.g_01096	Syal.g_01634
OG0000739	Prao.g_01095	Syal.g_01645
OG0000740	Prao.g_01094	Syal.g_01646
OG0000741	Prao.g_01093	Syal.g_01649
OG0000742	Prao.g_01090	Syal.g_01652
OG0000743	Prao.g_01088	Syal.g_01654
OG0000744	Prao.g_01087	Syal.g_01655
OG0000745	Prao.g_01086	Syal.g_01657
OG0000746	Prao.g_01084	Syal.g_01659
OG0000747	Prao.g_01083	Syal.g_01660
OG0000748	Prao.g_01080	Syal.g_01674
OG0000749	Prao.g_01079	Syal.g_01675
OG0000750	Prao.g_01078	Syal.g_01676
OG0000751	Prao.g_01076	Syal.g_01688
OG0000752	Prao.g_01074	Syal.g_01690
OG0000753	Prao.g_01071	Syal.g_01693
OG0000754	Prao.g_01068	Syal.g_01698
OG0000755	Prao.g_01065	Syal.g_01707
OG0000756	Prao.g_01064	Syal.g_01708
OG0000757	Prao.g_01058	Syal.g_01715
OG0000758	Prao.g_01057	Syal.g_01716
OG0000759	Prao.g_01056	Syal.g_01717
OG0000760	Prao.g_01055	Syal.g_01718
OG0000761	Prao.g_01054	Syal.g_01719
OG0000762	Prao.g_01053	Syal.g_01721
OG0000763	Prao.g_01051	Syal.g_01723
OG0000764	Prao.g_01050	Syal.g_01724
OG0000765	Prao.g_01041	Syal.g_01768
OG0000766	Prao.g_01040	Syal.g_01767
OG0000767	Prao.g_01038	Syal.g_01765
OG0000768	Prao.g_01037	Syal.g_01764
OG0000769	Prao.g_01035	Syal.g_01762
OG0000770	Prao.g_01033	Syal.g_01758
OG0000771	Prao.g_00014	Syal.g_01835
OG0000772	Prao.g_01305	Syal.g_01641
OG0000773	Prao.g_01285	Syal.g_01618
OG0000774	Prao.g_01283	Syal.g_01610
OG0000775	Prao.g_01281	Syal.g_01608
OG0000776	Prao.g_01280	Syal.g_01607
OG0000777	Prao.g_01279	Syal.g_01606
OG0000778	Prao.g_01278	Syal.g_01605
OG0000779	Prao.g_01274	Syal.g_01599
OG0000780	Prao.g_01273	Syal.g_01594
OG0000781	Prao.g_01270	Syal.g_01590
OG0000782	Prao.g_01269	Syal.g_01589
OG0000783	Prao.g_01268	Syal.g_01588
OG0000784	Prao.g_01267	Syal.g_01587
OG0000785	Prao.g_01265	Syal.g_01585
OG0000786	Prao.g_01263	Syal.g_01579
OG0000787	Prao.g_01262	Syal.g_01578
OG0000788	Prao.g_01252	Syal.g_02619
OG0000789	Prao.g_01249	Syal.g_02598
OG0000790	Prao.g_01234	Syal.g_02883
OG0000791	Prao.g_01232	Syal.g_02882
OG0000792	Prao.g_01231	Syal.g_02881
OG0000793	Prao.g_01228	Syal.g_02876
OG0000794	Prao.g_01227	Syal.g_02875
OG0000795	Prao.g_01226	Syal.g_02874
OG0000796	Prao.g_01222	Syal.g_02870
OG0000797	Prao.g_01221	Syal.g_02869
OG0000799	Prao.g_01379	Syal.g_01547
OG0000800	Prao.g_01380	Syal.g_01542
OG0000801	Prao.g_01381	Syal.g_01541
OG0000802	Prao.g_01383	Syal.g_01536
OG0000803	Prao.g_01385	Syal.g_00040
OG0000804	Prao.g_01386	Syal.g_00036
OG0000805	Prao.g_01388	Syal.g_00030
OG0000806	Prao.g_01390	Syal.g_00028
OG0000807	Prao.g_01391	Syal.g_00026
OG0000808	Prao.g_01392	Syal.g_00025
OG0000809	Prao.g_01395	Syal.g_00022
OG0000810	Prao.g_01396	Syal.g_00021
OG0000811	Prao.g_01400	Syal.g_00380
OG0000812	Prao.g_01402	Syal.g_00382
OG0000813	Prao.g_01403	Syal.g_00383
OG0000814	Prao.g_01405	Syal.g_00385
OG0000815	Prao.g_01406	Syal.g_00391
OG0000816	Prao.g_01408	Syal.g_00393
OG0000817	Prao.g_01409	Syal.g_00394
OG0000818	Prao.g_01414	Syal.g_00401
OG0000819	Prao.g_01415	Syal.g_00402
OG0000820	Prao.g_01416	Syal.g_00403
OG0000821	Prao.g_01419	Syal.g_00409
OG0000822	Prao.g_01420	Syal.g_00411
OG0000823	Prao.g_01421	Syal.g_00412
OG0000824	Prao.g_01424	Syal.g_00417
OG0000825	Prao.g_01425	Syal.g_00418
OG0000826	Prao.g_01426	Syal.g_00419
OG0000827	Prao.g_01427	Syal.g_00420
OG0000828	Prao.g_01430	Syal.g_00423
OG0000829	Prao.g_01431	Syal.g_00424
OG0000830	Prao.g_01432	Syal.g_00425
OG0000831	Prao.g_01434	Syal.g_00427
OG0000832	Prao.g_01440	Syal.g_02967
OG0000833	Prao.g_01448	Syal.g_02976
OG0000834	Prao.g_01449	Syal.g_02979
OG0000835	Prao.g_01450	Syal.g_02980
OG0000836	Prao.g_01451	Syal.g_02983
OG0000837	Prao.g_01452	Syal.g_02984
OG0000838	Prao.g_01454	Syal.g_02988
OG0000839	Prao.g_01455	Syal.g_02989
OG0000840	Prao.g_01456	Syal.g_02990
OG0000841	Prao.g_01457	Syal.g_02991
OG0000842	Prao.g_01458	Syal.g_02992
OG0000843	Prao.g_01459	Syal.g_02993
OG0000844	Prao.g_01460	Syal.g_02995
OG0000845	Prao.g_01461	Syal.g_02996
OG0000846	Prao.g_01462	Syal.g_02997
OG0000847	Prao.g_01463	Syal.g_02998
OG0000848	Prao.g_01464	Syal.g_03000
OG0000849	Prao.g_01465	Syal.g_03001
OG0000850	Prao.g_01467	Syal.g_03008
OG0000851	Prao.g_01468	Syal.g_00561
OG0000852	Prao.g_01469	Syal.g_00562
OG0000853	Prao.g_01473	Syal.g_00566
OG0000854	Prao.g_01475	Syal.g_00568
OG0000855	Prao.g_01476	Syal.g_00569
OG0000856	Prao.g_01491	Syal.g_02704
OG0000857	Prao.g_01519	Syal.g_01882
OG0000858	Prao.g_01546	Syal.g_00576
OG0000859	Prao.g_01547	Syal.g_00577
OG0000860	Prao.g_01554	Syal.g_00589
OG0000861	Prao.g_01555	Syal.g_00590
OG0000862	Prao.g_01556	Syal.g_00591
OG0000863	Prao.g_01558	Syal.g_00594
OG0000864	Prao.g_01559	Syal.g_00595
OG0000865	Prao.g_01560	Syal.g_00596
OG0000866	Prao.g_01561	Syal.g_00597
OG0000867	Prao.g_01562	Syal.g_00598
OG0000868	Prao.g_01563	Syal.g_00604
OG0000869	Prao.g_01567	Syal.g_00609
OG0000870	Prao.g_01572	Syal.g_00614
OG0000871	Prao.g_01573	Syal.g_00615
OG0000872	Prao.g_01574	Syal.g_00621
OG0000873	Prao.g_01577	Syal.g_00624
OG0000874	Prao.g_01580	Syal.g_00627
OG0000875	Prao.g_01581	Syal.g_00629
OG0000876	Prao.g_01582	Syal.g_00631
OG0000877	Prao.g_01584	Syal.g_00633
OG0000878	Prao.g_01585	Syal.g_00634
OG0000879	Prao.g_01586	Syal.g_00635
OG0000880	Prao.g_01587	Syal.g_00636
OG0000881	Prao.g_01591	Syal.g_00641
OG0000882	Prao.g_01596	Syal.g_00646
OG0000883	Prao.g_01597	Syal.g_00648
OG0000884	Prao.g_01599	Syal.g_00650
OG0000885	Prao.g_01600	Syal.g_00651
OG0000886	Prao.g_01601	Syal.g_00652
OG0000887	Prao.g_01602	Syal.g_00653
OG0000888	Prao.g_01604	Syal.g_00655
OG0000889	Prao.g_01606	Syal.g_00657
OG0000890	Prao.g_01607	Syal.g_00663
OG0000891	Prao.g_01608	Syal.g_00664
OG0000892	Prao.g_01610	Syal.g_00668
OG0000893	Prao.g_01615	Syal.g_00193
OG0000894	Prao.g_01617	Syal.g_00196
OG0000895	Prao.g_01620	Syal.g_00200
OG0000896	Prao.g_01621	Syal.g_00201
OG0000897	Prao.g_01623	Syal.g_00203
OG0000898	Prao.g_01624	Syal.g_00204
OG0000899	Prao.g_01625	Syal.g_00205
OG0000900	Prao.g_01626	Syal.g_00206
OG0000901	Prao.g_01629	Syal.g_00211
OG0000902	Prao.g_01631	Syal.g_00213
OG0000903	Prao.g_01634	Syal.g_00227
OG0000904	Prao.g_01636	Syal.g_00222
OG0000905	Prao.g_01641	Syal.g_00217
OG0000906	Prao.g_01642	Syal.g_00215
OG0000907	Prao.g_01645	Syal.g_00229
OG0000908	Prao.g_01648	Syal.g_00232
OG0000909	Prao.g_01649	Syal.g_00233
OG0000910	Prao.g_01650	Syal.g_00234
OG0000911	Prao.g_01652	Syal.g_00237
OG0000912	Prao.g_01653	Syal.g_00238
OG0000913	Prao.g_01654	Syal.g_00239
OG0000914	Prao.g_01655	Syal.g_00240
OG0000915	Prao.g_01656	Syal.g_00241
OG0000916	Prao.g_01657	Syal.g_00242
OG0000917	Prao.g_01658	Syal.g_00243
OG0000918	Prao.g_01659	Syal.g_00244
OG0000919	Prao.g_01660	Syal.g_00245
OG0000920	Prao.g_01661	Syal.g_00246
OG0000921	Prao.g_01662	Syal.g_00247
OG0000922	Prao.g_01663	Syal.g_00248
OG0000923	Prao.g_01667	Syal.g_00252
OG0000924	Prao.g_01668	Syal.g_00253
OG0000925	Prao.g_01669	Syal.g_00254
OG0000926	Prao.g_01670	Syal.g_00255
OG0000927	Prao.g_01672	Syal.g_00257
OG0000928	Prao.g_01673	Syal.g_00258
OG0000929	Prao.g_01674	Syal.g_00259
OG0000930	Prao.g_01675	Syal.g_00260
OG0000931	Prao.g_01676	Syal.g_00261
OG0000932	Prao.g_01677	Syal.g_00262
OG0000933	Prao.g_01681	Syal.g_00268
OG0000934	Prao.g_01683	Syal.g_00270
OG0000935	Prao.g_01684	Syal.g_00271
OG0000936	Prao.g_01685	Syal.g_00272
OG0000937	Prao.g_01686	Syal.g_00273
OG0000938	Prao.g_01688	Syal.g_00276
OG0000939	Prao.g_01689	Syal.g_00277
OG0000940	Prao.g_01696	Syal.g_00285
OG0000941	Prao.g_01698	Syal.g_00287
OG0000942	Prao.g_01700	Syal.g_00289
OG0000943	Prao.g_01701	Syal.g_00290
OG0000944	Prao.g_01702	Syal.g_00292
OG0000945	Prao.g_01703	Syal.g_00294
OG0000946	Prao.g_01707	Syal.g_00301
OG0000947	Prao.g_01709	Syal.g_00304
OG0000948	Prao.g_01710	Syal.g_00305
OG0000949	Prao.g_01713	Syal.g_01341
OG0000950	Prao.g_01718	Syal.g_01348
OG0000951	Prao.g_01722	Syal.g_01353
OG0000952	Prao.g_01726	Syal.g_01363
OG0000953	Prao.g_01729	Syal.g_01435
OG0000954	Prao.g_01733	Syal.g_01443
OG0000955	Prao.g_01734	Syal.g_01444
OG0000956	Prao.g_01736	Syal.g_01446
OG0000957	Prao.g_01741	Syal.g_01457
OG0000958	Prao.g_01742	Syal.g_01458
OG0000959	Prao.g_01746	Syal.g_01482
OG0000960	Prao.g_01747	Syal.g_01483
OG0000961	Prao.g_01749	Syal.g_01507
OG0000962	Prao.g_01751	Syal.g_01509
OG0000963	Prao.g_01755	Syal.g_01514
OG0000964	Prao.g_01756	Syal.g_01515
OG0000965	Prao.g_01757	Syal.g_01516
OG0000966	Prao.g_01764	Syal.g_00176
OG0000967	Prao.g_01769	Syal.g_00171
OG0000968	Prao.g_01771	Syal.g_00169
OG0000969	Prao.g_01772	Syal.g_00167
OG0000970	Prao.g_01773	Syal.g_00166
OG0000971	Prao.g_01774	Syal.g_00164
OG0000972	Prao.g_01775	Syal.g_00163
OG0000973	Prao.g_01776	Syal.g_00162
OG0000974	Prao.g_01777	Syal.g_00161
OG0000975	Prao.g_01778	Syal.g_00160
OG0000976	Prao.g_01779	Syal.g_00159
OG0000977	Prao.g_01780	Syal.g_00157
OG0000978	Prao.g_01781	Syal.g_00156
OG0000979	Prao.g_01784	Syal.g_00153
OG0000980	Prao.g_01786	Syal.g_00150
OG0000981	Prao.g_01788	Syal.g_00147
OG0000982	Prao.g_01790	Syal.g_01068
OG0000983	Prao.g_01791	Syal.g_01069
OG0000984	Prao.g_01792	Syal.g_01070
OG0000985	Prao.g_01795	Syal.g_01074
OG0000986	Prao.g_01797	Syal.g_01076
OG0000987	Prao.g_01798	Syal.g_01080
OG0000988	Prao.g_01801	Syal.g_01086
OG0000989	Prao.g_01805	Syal.g_01098
OG0000990	Prao.g_01808	Syal.g_01118
OG0000991	Prao.g_01809	Syal.g_01120
OG0000992	Prao.g_01811	Syal.g_01122
OG0000993	Prao.g_01812	Syal.g_01123
OG0000994	Prao.g_01813	Syal.g_01127
OG0000995	Prao.g_01817	Syal.g_01132
OG0000996	Prao.g_01818	Syal.g_01162
OG0000997	Prao.g_01819	Syal.g_01171
OG0000998	Prao.g_01821	Syal.g_01173
OG0000999	Prao.g_01822	Syal.g_01174
OG0001000	Prao.g_01825	Syal.g_01177
OG0001001	Prao.g_01827	Syal.g_01182
OG0001002	Prao.g_01831	Syal.g_00082
OG0001003	Prao.g_01833	Syal.g_00084
OG0001004	Prao.g_01834	Syal.g_00085
OG0001005	Prao.g_01835	Syal.g_00087
OG0001006	Prao.g_01839	Syal.g_00094
OG0001007	Prao.g_01841	Syal.g_00096
OG0001008	Prao.g_00541	Syal.g_00524
OG0001009	Prao.g_00174	Syal.g_00129
OG0001010	Prao.g_00175	Syal.g_00130
OG0001011	Prao.g_00176	Syal.g_00131
OG0001012	Prao.g_00189	Syal.g_01064
OG0001013	Prao.g_00194	Syal.g_01026
OG0001014	Prao.g_00197	Syal.g_01022
OG0001015	Prao.g_00198	Syal.g_01021
OG0001016	Prao.g_00212	Syal.g_00756
OG0001017	Prao.g_00216	Syal.g_00762
OG0001018	Prao.g_00219	Syal.g_00764
OG0001019	Prao.g_00228	Syal.g_00785
OG0001020	Prao.g_00229	Syal.g_00796
OG0001021	Prao.g_00230	Syal.g_00800
OG0001022	Prao.g_00233	Syal.g_00805
OG0001023	Prao.g_00234	Syal.g_00806
OG0001024	Prao.g_00237	Syal.g_00810
OG0001025	Prao.g_00243	Syal.g_00817
OG0001026	Prao.g_00249	Syal.g_00830
OG0001027	Prao.g_00250	Syal.g_00834
OG0001028	Prao.g_00252	Syal.g_00836
OG0001029	Prao.g_00254	Syal.g_00838
OG0001030	Prao.g_00269	Syal.g_00860
OG0001031	Prao.g_00324	Syal.g_00936
OG0001032	Prao.g_00325	Syal.g_00938
OG0001033	Prao.g_00346	Syal.g_00972
OG0001034	Prao.g_00374	Syal.g_00684
OG0001035	Prao.g_00392	Syal.g_01226
OG0001036	Prao.g_00397	Syal.g_01231
OG0001037	Prao.g_00398	Syal.g_01233
OG0001038	Prao.g_00415	Syal.g_01261
OG0001039	Prao.g_00418	Syal.g_01264
OG0001040	Prao.g_00420	Syal.g_01267
OG0001041	Prao.g_00424	Syal.g_01272
OG0001042	Prao.g_00441	Syal.g_01300
OG0001043	Prao.g_00442	Syal.g_01304
OG0001044	Prao.g_00469	Syal.g_00346
OG0001045	Prao.g_00477	Syal.g_00359
OG0001046	Prao.g_00513	Syal.g_01967
OG0001047	Prao.g_00543	Syal.g_00522
OG0001048	Prao.g_00544	Syal.g_00521
OG0001049	Prao.g_00546	Syal.g_00518
OG0001050	Prao.g_00547	Syal.g_00517
OG0001051	Prao.g_00548	Syal.g_00516
OG0001052	Prao.g_00577	Syal.g_00467
OG0001053	Prao.g_00589	Syal.g_02900
OG0001054	Prao.g_00604	Syal.g_02919
OG0001055	Prao.g_00623	Syal.g_02940
OG0001056	Prao.g_01855	Syal.g_02833
OG0001057	Prao.g_01160	Syal.g_01574
OG0001058	Prao.g_01168	Syal.g_02812
OG0001059	Prao.g_01172	Syal.g_02808
OG0001060	Prao.g_01179	Syal.g_02801
OG0001061	Prao.g_01866	Syal.g_02783
OG0001062	Prao.g_01868	Syal.g_02781
OG0001063	Prao.g_01870	Syal.g_02776
OG0001064	Prao.g_00018	Syal.g_02775
OG0001065	Prao.g_00019	Syal.g_02774
OG0001066	Prao.g_00020	Syal.g_02773
OG0001067	Prao.g_00021	Syal.g_02772
OG0001068	Prao.g_00022	Syal.g_02771
OG0001069	Prao.g_00023	Syal.g_02770
OG0001070	Prao.g_00026	Syal.g_02766
OG0001071	Prao.g_00027	Syal.g_02765
OG0001072	Prao.g_00028	Syal.g_02761
OG0001073	Prao.g_00042	Syal.g_02746
OG0001074	Prao.g_00053	Syal.g_02575
OG0001075	Prao.g_00054	Syal.g_02726
OG0001076	Prao.g_00063	Syal.g_02712
OG0001077	Prao.g_00067	Syal.g_02702
OG0001078	Prao.g_00075	Syal.g_02635
OG0001079	Prao.g_00086	Syal.g_02618
OG0001080	Prao.g_00092	Syal.g_02514
OG0001081	Prao.g_00094	Syal.g_02175
OG0001082	Prao.g_00095	Syal.g_02176
OG0001083	Prao.g_00100	Syal.g_02184
OG0001084	Prao.g_00101	Syal.g_02187
OG0001085	Prao.g_00109	Syal.g_02206
OG0001086	Prao.g_00110	Syal.g_02208
OG0001087	Prao.g_00126	Syal.g_01782
OG0001088	Prao.g_00127	Syal.g_01785
OG0001089	Prao.g_00135	Syal.g_01811
OG0001090	Prao.g_00649	Syal.g_01859
OG0001091	Prao.g_00651	Syal.g_01862
OG0001092	Prao.g_00652	Syal.g_01864
OG0001093	Prao.g_00657	Syal.g_02419
OG0001094	Prao.g_00735	Syal.g_02216
OG0001095	Prao.g_00754	Syal.g_01879
OG0001096	Prao.g_00767	Syal.g_02447
OG0001097	Prao.g_00786	Syal.g_02473
OG0001098	Prao.g_00801	Syal.g_02083
OG0001099	Prao.g_00834	Syal.g_00837
OG0001100	Prao.g_00838	Syal.g_02293
OG0001101	Prao.g_00840	Syal.g_02292
OG0001102	Prao.g_00842	Syal.g_02289
OG0001103	Prao.g_00844	Syal.g_02287
OG0001104	Prao.g_00865	Syal.g_02241
OG0001105	Prao.g_00869	Syal.g_02236
OG0001106	Prao.g_00893	Syal.g_02007
OG0001107	Prao.g_00900	Syal.g_01993
OG0001108	Prao.g_00904	Syal.g_01985
OG0001109	Prao.g_00905	Syal.g_01983
OG0001110	Prao.g_00907	Syal.g_01981
OG0001111	Prao.g_00908	Syal.g_01979
OG0001112	Prao.g_00909	Syal.g_01977
OG0001113	Prao.g_00910	Syal.g_02244
OG0001114	Prao.g_00911	Syal.g_01976
OG0001115	Prao.g_00913	Syal.g_01972
OG0001116	Prao.g_00914	Syal.g_01970
OG0001117	Prao.g_00915	Syal.g_01969
OG0001118	Prao.g_00916	Syal.g_01968
OG0001119	Prao.g_00917	Syal.g_01966
OG0001120	Prao.g_00919	Syal.g_01962
OG0001121	Prao.g_01124, Prao.g_00922	Syal.g_02960
OG0001122	Prao.g_00946	Syal.g_01921
OG0001123	Prao.g_00950	Syal.g_01913
OG0001124	Prao.g_00952	Syal.g_01911
OG0001125	Prao.g_00953	Syal.g_01909
OG0001126	Prao.g_00963	Syal.g_01837
OG0001127	Prao.g_00964	Syal.g_01836
OG0001128	Prao.g_00966	Syal.g_01833
OG0001129	Prao.g_00967	Syal.g_01831
OG0001130	Prao.g_00968	Syal.g_01830
OG0001131	Prao.g_01007	Syal.g_02260
OG0001132	Prao.g_01016	Syal.g_02553
OG0001133	Prao.g_01137	Syal.g_02710
OG0001134	Prao.g_01122	Syal.g_02506
OG0001136	Prao.g_01092	Syal.g_01650
OG0001137	Prao.g_01081	Syal.g_01673
OG0001138	Prao.g_01063	Syal.g_01709
OG0001139	Prao.g_01062	Syal.g_01711
OG0001140	Prao.g_01061	Syal.g_01712
OG0001141	Prao.g_01060	Syal.g_01713
OG0001142	Prao.g_01059	Syal.g_01714
OG0001143	Prao.g_01052	Syal.g_01722
OG0001144	Prao.g_01047	Syal.g_01736
OG0001145	Prao.g_01284	Syal.g_01614
OG0001146	Prao.g_01272	Syal.g_01593
OG0001147	Prao.g_01253	Syal.g_00458
OG0001148	Prao.g_01237	Syal.g_02886
OG0001149	Prao.g_01236	Syal.g_02885
OG0001150	Prao.g_01235	Syal.g_02884
OG0001151	Prao.g_01224	Syal.g_02872
OG0001152	Prao.g_01223	Syal.g_02871
OG0001153	Prao.g_01428	Syal.g_00421
OG0001154	Prao.g_01429	Syal.g_00422
OG0001155	Prao.g_01441	Syal.g_02969
OG0001156	Prao.g_01444	Syal.g_02972
OG0001157	Prao.g_01445	Syal.g_02973
OG0001158	Prao.g_01446	Syal.g_02974
OG0001159	Prao.g_01447	Syal.g_02975
OG0001160	Prao.g_01471	Syal.g_00564
OG0001161	Prao.g_01484	Syal.g_01104
OG0001162	Prao.g_01495	Syal.g_01577
OG0001163	Prao.g_01544	Syal.g_00573
OG0001164	Prao.g_01548	Syal.g_00579
OG0001165	Prao.g_01551	Syal.g_00584
OG0001166	Prao.g_01571	Syal.g_00613
OG0001167	Prao.g_01588	Syal.g_00638
OG0001168	Prao.g_01590	Syal.g_00640
OG0001169	Prao.g_01592	Syal.g_00642
OG0001170	Prao.g_01594	Syal.g_00644
OG0001172	Prao.g_01618	Syal.g_00198
OG0001173	Prao.g_01619	Syal.g_00199
OG0001174	Prao.g_01627	Syal.g_00207
OG0001175	Prao.g_01628	Syal.g_00208
OG0001176	Prao.g_01635	Syal.g_00226
OG0001177	Prao.g_01638	Syal.g_00224
