Orthogroup	Prao	Syai
OG0000595	Prao.g_00073	Syai.g_01102
OG0000596	Prao.g_00077	Syai.g_01107
OG0000597	Prao.g_00079	Syai.g_01110
OG0000598	Prao.g_00080	Syai.g_01111
OG0000599	Prao.g_00083	Syai.g_01114
OG0000600	Prao.g_00084	Syai.g_01115
OG0000601	Prao.g_00085	Syai.g_01116
OG0000602	Prao.g_00087	Syai.g_01121
OG0000603	Prao.g_00088	Syai.g_01122
OG0000604	Prao.g_00089	Syai.g_01125
OG0000605	Prao.g_00090	Syai.g_01609
OG0000606	Prao.g_00093	Syai.g_01221
OG0000607	Prao.g_00096	Syai.g_01224
OG0000608	Prao.g_00097	Syai.g_01225
OG0000609	Prao.g_00098	Syai.g_01227
OG0000610	Prao.g_00103	Syai.g_01234
OG0000611	Prao.g_00106	Syai.g_01237
OG0000612	Prao.g_00107	Syai.g_01238
OG0000613	Prao.g_00112	Syai.g_00196
OG0000614	Prao.g_00130	Syai.g_01981
OG0000615	Prao.g_00138	Syai.g_01286
OG0000616	Prao.g_00142	Syai.g_02914
OG0000617	Prao.g_00654	Syai.g_01393
OG0000618	Prao.g_00655	Syai.g_01394
OG0000619	Prao.g_00656	Syai.g_01395
OG0000620	Prao.g_00659	Syai.g_01402
OG0000621	Prao.g_00660	Syai.g_01403
OG0000622	Prao.g_00661	Syai.g_01404
OG0000623	Prao.g_00662	Syai.g_01405
OG0000624	Prao.g_00663	Syai.g_01407
OG0000625	Prao.g_00664	Syai.g_01408
OG0000626	Prao.g_00665	Syai.g_01409
OG0000627	Prao.g_00666	Syai.g_01575
OG0000628	Prao.g_00667	Syai.g_01573
OG0000629	Prao.g_00668	Syai.g_01570
OG0000630	Prao.g_00671	Syai.g_01566
OG0000631	Prao.g_00732	Syai.g_01557
OG0000632	Prao.g_00733	Syai.g_01556
OG0000633	Prao.g_00734	Syai.g_01555
OG0000634	Prao.g_00737	Syai.g_01317
OG0000635	Prao.g_00738	Syai.g_01318
OG0000636	Prao.g_00740	Syai.g_01320
OG0000637	Prao.g_00742	Syai.g_01322
OG0000638	Prao.g_00743	Syai.g_01323
OG0000639	Prao.g_00744	Syai.g_01324
OG0000640	Prao.g_00745	Syai.g_01325
OG0000641	Prao.g_00749	Syai.g_01329
OG0000642	Prao.g_00750	Syai.g_01330
OG0000643	Prao.g_00751	Syai.g_01349
OG0000644	Prao.g_00752	Syai.g_01350
OG0000645	Prao.g_00753	Syai.g_01352
OG0000646	Prao.g_00755	Syai.g_01355
OG0000647	Prao.g_00756	Syai.g_01357
OG0000648	Prao.g_00758	Syai.g_01362
OG0000649	Prao.g_00759	Syai.g_01363
OG0000650	Prao.g_00760	Syai.g_01364
OG0000651	Prao.g_00761	Syai.g_01365
OG0000652	Prao.g_00762	Syai.g_01366
OG0000653	Prao.g_00764	Syai.g_01368
OG0000654	Prao.g_00765	Syai.g_01369
OG0000655	Prao.g_00766	Syai.g_01370
OG0000656	Prao.g_00769	Syai.g_01373
OG0000657	Prao.g_00777	Syai.g_02045
OG0000658	Prao.g_00778	Syai.g_02049
OG0000659	Prao.g_00779	Syai.g_02050
OG0000660	Prao.g_00783	Syai.g_02054
OG0000661	Prao.g_00785	Syai.g_02056
OG0000662	Prao.g_00787	Syai.g_02058
OG0000663	Prao.g_00789	Syai.g_02061
OG0000664	Prao.g_00790	Syai.g_02062
OG0000665	Prao.g_00794	Syai.g_02431
OG0000666	Prao.g_00795	Syai.g_01610
OG0000667	Prao.g_00799	Syai.g_01724
OG0000668	Prao.g_00829	Syai.g_01436
OG0000669	Prao.g_00837	Syai.g_01251
OG0000670	Prao.g_00839	Syai.g_00561
OG0000671	Prao.g_00841	Syai.g_01255
OG0000672	Prao.g_00843	Syai.g_01259
OG0000673	Prao.g_00846	Syai.g_01262
OG0000674	Prao.g_00848	Syai.g_01264
OG0000675	Prao.g_00849	Syai.g_01265
OG0000676	Prao.g_00851	Syai.g_01275
OG0000677	Prao.g_00852	Syai.g_01276
OG0000678	Prao.g_00854	Syai.g_01279
OG0000679	Prao.g_00858	Syai.g_01288
OG0000680	Prao.g_00859	Syai.g_01289
OG0000681	Prao.g_00861	Syai.g_01292
OG0000682	Prao.g_00862	Syai.g_01293
OG0000683	Prao.g_00863	Syai.g_01294
OG0000684	Prao.g_00864	Syai.g_01299
OG0000685	Prao.g_00866	Syai.g_01301
OG0000686	Prao.g_00867	Syai.g_01302
OG0000687	Prao.g_00868	Syai.g_01303
OG0000688	Prao.g_00871	Syai.g_01307
OG0000689	Prao.g_00872	Syai.g_01309
OG0000690	Prao.g_00873	Syai.g_01310
OG0000691	Prao.g_00874	Syai.g_01311
OG0000692	Prao.g_00876	Syai.g_01312
OG0000693	Prao.g_00877	Syai.g_01313
OG0000694	Prao.g_00878	Syai.g_01314
OG0000695	Prao.g_00880	Syai.g_01553
OG0000696	Prao.g_00881	Syai.g_01552
OG0000697	Prao.g_00882	Syai.g_01550
OG0000698	Prao.g_00885	Syai.g_01547
OG0000699	Prao.g_00886	Syai.g_01545
OG0000700	Prao.g_00887	Syai.g_01544
OG0000701	Prao.g_00888	Syai.g_01543
OG0000702	Prao.g_00890	Syai.g_01521
OG0000703	Prao.g_00891	Syai.g_01520
OG0000704	Prao.g_00892	Syai.g_01518
OG0000705	Prao.g_00896	Syai.g_01511
OG0000706	Prao.g_00897	Syai.g_01510
OG0000707	Prao.g_00898	Syai.g_01509
OG0000708	Prao.g_00899	Syai.g_01506
OG0000709	Prao.g_00903	Syai.g_01497
OG0000710	Prao.g_00906	Syai.g_01487
OG0000711	Prao.g_00923	Syai.g_01456
OG0000712	Prao.g_00925	Syai.g_01454
OG0000713	Prao.g_00926	Syai.g_01453
OG0000714	Prao.g_00927	Syai.g_01451
OG0000715	Prao.g_00929	Syai.g_01449
OG0000716	Prao.g_00931	Syai.g_01445
OG0000717	Prao.g_00932	Syai.g_01444
OG0000718	Prao.g_00943	Syai.g_01440
OG0000719	Prao.g_00945	Syai.g_01438
OG0000720	Prao.g_00954	Syai.g_01425
OG0000721	Prao.g_00956	Syai.g_01423
OG0000722	Prao.g_00957	Syai.g_01422
OG0000723	Prao.g_00960	Syai.g_01411
OG0000724	Prao.g_00969	Syai.g_02013
OG0000725	Prao.g_00975	Syai.g_02004
OG0000726	Prao.g_00976	Syai.g_02003
OG0000727	Prao.g_00977	Syai.g_02002
OG0000728	Prao.g_00979	Syai.g_02000
OG0000729	Prao.g_01027	Syai.g_00097
OG0000730	Prao.g_01156	Syai.g_00483
OG0000731	Prao.g_01152	Syai.g_00495
OG0000732	Prao.g_01143	Syai.g_00058
OG0000733	Prao.g_01121	Syai.g_02805
OG0000734	Prao.g_01104	Syai.g_02548
OG0000735	Prao.g_01102	Syai.g_02159
OG0000736	Prao.g_01101	Syai.g_02158
OG0000737	Prao.g_01100	Syai.g_02157
OG0000738	Prao.g_01096	Syai.g_02152
OG0000739	Prao.g_01095	Syai.g_02151
OG0000740	Prao.g_01094	Syai.g_02150
OG0000741	Prao.g_01093	Syai.g_02147
OG0000742	Prao.g_01090	Syai.g_02145
OG0000743	Prao.g_01088	Syai.g_02143
OG0000744	Prao.g_01087	Syai.g_02142
OG0000745	Prao.g_01086	Syai.g_02140
OG0000746	Prao.g_01084	Syai.g_02138
OG0000747	Prao.g_01083	Syai.g_02137
OG0000748	Prao.g_01080	Syai.g_02125
OG0000749	Prao.g_01079	Syai.g_02123
OG0000750	Prao.g_01078	Syai.g_02122
OG0000751	Prao.g_01076	Syai.g_02116
OG0000752	Prao.g_01074	Syai.g_02114
OG0000753	Prao.g_01071	Syai.g_02111
OG0000754	Prao.g_01068	Syai.g_01750
OG0000755	Prao.g_01065	Syai.g_01760
OG0000756	Prao.g_01064	Syai.g_01761
OG0000757	Prao.g_01058	Syai.g_01769
OG0000758	Prao.g_01057	Syai.g_01770
OG0000759	Prao.g_01056	Syai.g_01771
OG0000760	Prao.g_01055	Syai.g_01772
OG0000761	Prao.g_01054	Syai.g_01775
OG0000762	Prao.g_01053	Syai.g_01777
OG0000763	Prao.g_01051	Syai.g_01779
OG0000764	Prao.g_01050	Syai.g_01780
OG0000765	Prao.g_01041	Syai.g_01797
OG0000766	Prao.g_01040	Syai.g_01798
OG0000767	Prao.g_01038	Syai.g_01800
OG0000768	Prao.g_01037	Syai.g_01801
OG0000769	Prao.g_01035	Syai.g_01803
OG0000770	Prao.g_01033	Syai.g_01822
OG0000771	Prao.g_00014	Syai.g_02019
OG0000772	Prao.g_01305	Syai.g_01639
OG0000773	Prao.g_01285	Syai.g_02164
OG0000774	Prao.g_01283	Syai.g_02168
OG0000775	Prao.g_01281	Syai.g_02172
OG0000776	Prao.g_01280	Syai.g_02173
OG0000777	Prao.g_01279	Syai.g_02174
OG0000778	Prao.g_01278	Syai.g_02175
OG0000779	Prao.g_01274	Syai.g_02181
OG0000780	Prao.g_01273	Syai.g_02184
OG0000781	Prao.g_01270	Syai.g_02188
OG0000782	Prao.g_01269	Syai.g_02189
OG0000783	Prao.g_01268	Syai.g_02190
OG0000784	Prao.g_01267	Syai.g_02191
OG0000785	Prao.g_01265	Syai.g_02193
OG0000786	Prao.g_01263	Syai.g_00816
OG0000787	Prao.g_01262	Syai.g_00815
OG0000788	Prao.g_01252	Syai.g_01117
OG0000789	Prao.g_01249	Syai.g_01596
OG0000790	Prao.g_01234	Syai.g_00623
OG0000791	Prao.g_01232	Syai.g_00621
OG0000792	Prao.g_01231	Syai.g_00620
OG0000793	Prao.g_01228	Syai.g_00615
OG0000794	Prao.g_01227	Syai.g_00614
OG0000795	Prao.g_01226	Syai.g_00613
OG0000796	Prao.g_01222	Syai.g_00609
OG0000797	Prao.g_01221	Syai.g_00608
OG0000799	Prao.g_01379	Syai.g_00996
OG0000800	Prao.g_01380	Syai.g_00993
OG0000801	Prao.g_01381	Syai.g_00992
OG0000802	Prao.g_01383	Syai.g_00988
OG0000803	Prao.g_01385	Syai.g_00983
OG0000804	Prao.g_01386	Syai.g_00980
OG0000805	Prao.g_01388	Syai.g_00965
OG0000806	Prao.g_01390	Syai.g_00963
OG0000807	Prao.g_01391	Syai.g_00961
OG0000808	Prao.g_01392	Syai.g_00960
OG0000809	Prao.g_01395	Syai.g_00957
OG0000810	Prao.g_01396	Syai.g_00956
OG0000811	Prao.g_01400	Syai.g_00950
OG0000812	Prao.g_01402	Syai.g_00948
OG0000813	Prao.g_01403	Syai.g_00947
OG0000814	Prao.g_01405	Syai.g_00945
OG0000815	Prao.g_01406	Syai.g_00944
OG0000816	Prao.g_01408	Syai.g_00942
OG0000817	Prao.g_01409	Syai.g_00941
OG0000818	Prao.g_01414	Syai.g_00935
OG0000819	Prao.g_01415	Syai.g_00934
OG0000820	Prao.g_01416	Syai.g_00933
OG0000821	Prao.g_01419	Syai.g_00916
OG0000822	Prao.g_01420	Syai.g_00914
OG0000823	Prao.g_01421	Syai.g_00913
OG0000824	Prao.g_01424	Syai.g_00907
OG0000825	Prao.g_01425	Syai.g_00906
OG0000826	Prao.g_01426	Syai.g_00905
OG0000827	Prao.g_01427	Syai.g_00904
OG0000828	Prao.g_01430	Syai.g_00900
OG0000829	Prao.g_01431	Syai.g_00899
OG0000830	Prao.g_01432	Syai.g_00898
OG0000831	Prao.g_01434	Syai.g_00896
OG0000832	Prao.g_01440	Syai.g_02296
OG0000833	Prao.g_01448	Syai.g_02305
OG0000834	Prao.g_01449	Syai.g_02307
OG0000835	Prao.g_01450	Syai.g_02308
OG0000836	Prao.g_01451	Syai.g_02312
OG0000837	Prao.g_01452	Syai.g_02313
OG0000838	Prao.g_01454	Syai.g_02323
OG0000839	Prao.g_01455	Syai.g_02324
OG0000840	Prao.g_01456	Syai.g_02325
OG0000841	Prao.g_01457	Syai.g_02326
OG0000842	Prao.g_01458	Syai.g_02327
OG0000843	Prao.g_01459	Syai.g_02328
OG0000844	Prao.g_01460	Syai.g_02330
OG0000845	Prao.g_01461	Syai.g_02331
OG0000846	Prao.g_01462	Syai.g_02332
OG0000847	Prao.g_01463	Syai.g_02333
OG0000848	Prao.g_01464	Syai.g_02335
OG0000849	Prao.g_01465	Syai.g_02336
OG0000850	Prao.g_01467	Syai.g_02339
OG0000851	Prao.g_01468	Syai.g_02352
OG0000852	Prao.g_01469	Syai.g_02353
OG0000853	Prao.g_01473	Syai.g_02357
OG0000854	Prao.g_01475	Syai.g_02359
OG0000855	Prao.g_01476	Syai.g_02360
OG0000856	Prao.g_01491	Syai.g_01078
OG0000857	Prao.g_01519	Syai.g_01356
OG0000858	Prao.g_01546	Syai.g_02366
OG0000859	Prao.g_01547	Syai.g_02367
OG0000860	Prao.g_01554	Syai.g_02380
OG0000861	Prao.g_01555	Syai.g_02381
OG0000862	Prao.g_01556	Syai.g_02382
OG0000863	Prao.g_01558	Syai.g_02385
OG0000864	Prao.g_01559	Syai.g_02386
OG0000865	Prao.g_01560	Syai.g_02387
OG0000866	Prao.g_01561	Syai.g_02388
OG0000867	Prao.g_01562	Syai.g_02389
OG0000868	Prao.g_01563	Syai.g_02392
OG0000869	Prao.g_01567	Syai.g_02396
OG0000870	Prao.g_01572	Syai.g_02401
OG0000871	Prao.g_01573	Syai.g_02402
OG0000872	Prao.g_01574	Syai.g_02409
OG0000873	Prao.g_01577	Syai.g_02412
OG0000874	Prao.g_01580	Syai.g_02408
OG0000875	Prao.g_01581	Syai.g_02416
OG0000876	Prao.g_01582	Syai.g_02243
OG0000877	Prao.g_01584	Syai.g_02250
OG0000878	Prao.g_01585	Syai.g_02251
OG0000879	Prao.g_01586	Syai.g_02252
OG0000880	Prao.g_01587	Syai.g_02253
OG0000881	Prao.g_01591	Syai.g_02257
OG0000882	Prao.g_01596	Syai.g_02262
OG0000883	Prao.g_01597	Syai.g_02264
OG0000884	Prao.g_01599	Syai.g_02266
OG0000885	Prao.g_01600	Syai.g_02267
OG0000886	Prao.g_01601	Syai.g_02268
OG0000887	Prao.g_01602	Syai.g_02269
OG0000888	Prao.g_01604	Syai.g_02271
OG0000889	Prao.g_01606	Syai.g_02273
OG0000890	Prao.g_01607	Syai.g_02279
OG0000891	Prao.g_01608	Syai.g_02280
OG0000892	Prao.g_01610	Syai.g_02282
OG0000893	Prao.g_01615	Syai.g_00318
OG0000894	Prao.g_01617	Syai.g_00321
OG0000895	Prao.g_01620	Syai.g_00325
OG0000896	Prao.g_01621	Syai.g_00326
OG0000897	Prao.g_01623	Syai.g_00328
OG0000898	Prao.g_01624	Syai.g_00329
OG0000899	Prao.g_01625	Syai.g_00330
OG0000900	Prao.g_01626	Syai.g_00331
OG0000901	Prao.g_01629	Syai.g_00336
OG0000902	Prao.g_01631	Syai.g_00338
OG0000903	Prao.g_01634	Syai.g_00353
OG0000904	Prao.g_01636	Syai.g_00348
OG0000905	Prao.g_01641	Syai.g_00342
OG0000906	Prao.g_01642	Syai.g_00340
OG0000907	Prao.g_01645	Syai.g_00358
OG0000908	Prao.g_01648	Syai.g_00361
OG0000909	Prao.g_01649	Syai.g_00362
OG0000910	Prao.g_01650	Syai.g_00363
OG0000911	Prao.g_01652	Syai.g_00365
OG0000912	Prao.g_01653	Syai.g_00366
OG0000913	Prao.g_01654	Syai.g_00367
OG0000914	Prao.g_01655	Syai.g_00368
OG0000915	Prao.g_01656	Syai.g_00370
OG0000916	Prao.g_01657	Syai.g_00371
OG0000917	Prao.g_01658	Syai.g_00372
OG0000918	Prao.g_01659	Syai.g_00373
OG0000919	Prao.g_01660	Syai.g_00374
OG0000920	Prao.g_01661	Syai.g_00375
OG0000921	Prao.g_01662	Syai.g_00376
OG0000922	Prao.g_01663	Syai.g_00377
OG0000923	Prao.g_01667	Syai.g_00381
OG0000924	Prao.g_01668	Syai.g_00382
OG0000925	Prao.g_01669	Syai.g_00383
OG0000926	Prao.g_01670	Syai.g_00384
OG0000927	Prao.g_01672	Syai.g_00386
OG0000928	Prao.g_01673	Syai.g_00387
OG0000929	Prao.g_01674	Syai.g_00388
OG0000930	Prao.g_01675	Syai.g_00389
OG0000931	Prao.g_01676	Syai.g_00390
OG0000932	Prao.g_01677	Syai.g_00391
OG0000933	Prao.g_01681	Syai.g_00397
OG0000934	Prao.g_01683	Syai.g_00399
OG0000935	Prao.g_01684	Syai.g_00400
OG0000936	Prao.g_01685	Syai.g_00401
OG0000937	Prao.g_01686	Syai.g_00402
OG0000938	Prao.g_01688	Syai.g_00405
OG0000939	Prao.g_01689	Syai.g_00406
OG0000940	Prao.g_01696	Syai.g_00413
OG0000941	Prao.g_01698	Syai.g_00415
OG0000942	Prao.g_01700	Syai.g_00417
OG0000943	Prao.g_01701	Syai.g_00418
OG0000944	Prao.g_01702	Syai.g_00420
OG0000945	Prao.g_01703	Syai.g_00422
OG0000946	Prao.g_01707	Syai.g_00428
OG0000947	Prao.g_01709	Syai.g_00431
OG0000948	Prao.g_01710	Syai.g_00432
OG0000949	Prao.g_01713	Syai.g_00174
OG0000950	Prao.g_01718	Syai.g_00163
OG0000951	Prao.g_01722	Syai.g_00158
OG0000952	Prao.g_01726	Syai.g_00136
OG0000953	Prao.g_01729	Syai.g_00132
OG0000954	Prao.g_01733	Syai.g_00127
OG0000955	Prao.g_01734	Syai.g_00126
OG0000956	Prao.g_01736	Syai.g_00124
OG0000957	Prao.g_01741	Syai.g_00113
OG0000958	Prao.g_01742	Syai.g_00112
OG0000959	Prao.g_01746	Syai.g_00108
OG0000960	Prao.g_01747	Syai.g_00107
OG0000961	Prao.g_01749	Syai.g_00100
OG0000962	Prao.g_01751	Syai.g_00098
OG0000963	Prao.g_01755	Syai.g_00094
OG0000964	Prao.g_01756	Syai.g_00093
OG0000965	Prao.g_01757	Syai.g_00092
OG0000966	Prao.g_01764	Syai.g_00082
OG0000967	Prao.g_01769	Syai.g_00077
OG0000968	Prao.g_01771	Syai.g_00085
OG0000969	Prao.g_01772	Syai.g_00080
OG0000970	Prao.g_01773	Syai.g_00079
OG0000971	Prao.g_01774	Syai.g_00074
OG0000972	Prao.g_01775	Syai.g_00073
OG0000973	Prao.g_01776	Syai.g_00072
OG0000974	Prao.g_01777	Syai.g_00071
OG0000975	Prao.g_01778	Syai.g_00070
OG0000976	Prao.g_01779	Syai.g_00069
OG0000977	Prao.g_01780	Syai.g_00067
OG0000978	Prao.g_01781	Syai.g_00065
OG0000979	Prao.g_01784	Syai.g_00062
OG0000980	Prao.g_01786	Syai.g_00059
OG0000981	Prao.g_01788	Syai.g_00056
OG0000982	Prao.g_01790	Syai.g_02777
OG0000983	Prao.g_01791	Syai.g_02778
OG0000984	Prao.g_01792	Syai.g_02779
OG0000985	Prao.g_01795	Syai.g_02781
OG0000986	Prao.g_01797	Syai.g_02784
OG0000987	Prao.g_01798	Syai.g_02786
OG0000988	Prao.g_01801	Syai.g_02790
OG0000989	Prao.g_01805	Syai.g_02797
OG0000990	Prao.g_01808	Syai.g_02825
OG0000991	Prao.g_01809	Syai.g_02827
OG0000992	Prao.g_01811	Syai.g_02830
OG0000993	Prao.g_01812	Syai.g_02831
OG0000994	Prao.g_01813	Syai.g_02834
OG0000995	Prao.g_01817	Syai.g_02840
OG0000996	Prao.g_01818	Syai.g_02891
OG0000997	Prao.g_01819	Syai.g_02900
OG0000998	Prao.g_01821	Syai.g_02902
OG0000999	Prao.g_01822	Syai.g_02903
OG0001000	Prao.g_01825	Syai.g_02906
OG0001001	Prao.g_01827	Syai.g_02911
OG0001002	Prao.g_01831	Syai.g_02918
OG0001003	Prao.g_01833	Syai.g_02919
OG0001004	Prao.g_01834	Syai.g_02920
OG0001005	Prao.g_01835	Syai.g_02921
OG0001006	Prao.g_01839	Syai.g_02931
OG0001007	Prao.g_01841	Syai.g_02933
OG0001008	Prao.g_00541	Syai.g_02227
OG0001009	Prao.g_00174	Syai.g_00034
OG0001010	Prao.g_00175	Syai.g_00035
OG0001011	Prao.g_00176	Syai.g_00037
OG0001012	Prao.g_00189	Syai.g_02773
OG0001013	Prao.g_00194	Syai.g_02750
OG0001014	Prao.g_00197	Syai.g_02726
OG0001015	Prao.g_00198	Syai.g_02725
OG0001016	Prao.g_00212	Syai.g_02479
OG0001017	Prao.g_00216	Syai.g_02485
OG0001018	Prao.g_00219	Syai.g_02487
OG0001019	Prao.g_00228	Syai.g_02508
OG0001020	Prao.g_00229	Syai.g_02516
OG0001021	Prao.g_00230	Syai.g_02523
OG0001022	Prao.g_00233	Syai.g_02528
OG0001023	Prao.g_00234	Syai.g_02529
OG0001024	Prao.g_00237	Syai.g_02533
OG0001025	Prao.g_00243	Syai.g_02540
OG0001026	Prao.g_00249	Syai.g_02550
OG0001027	Prao.g_00250	Syai.g_02555
OG0001028	Prao.g_00252	Syai.g_02557
OG0001029	Prao.g_00254	Syai.g_02559
OG0001030	Prao.g_00269	Syai.g_02580
OG0001031	Prao.g_00324	Syai.g_02656
OG0001032	Prao.g_00325	Syai.g_02658
OG0001033	Prao.g_00346	Syai.g_02685
OG0001034	Prao.g_00374	Syai.g_00537
OG0001035	Prao.g_00392	Syai.g_00295
OG0001036	Prao.g_00397	Syai.g_00290
OG0001037	Prao.g_00398	Syai.g_00288
OG0001038	Prao.g_00415	Syai.g_00261
OG0001039	Prao.g_00418	Syai.g_00258
OG0001040	Prao.g_00420	Syai.g_00255
OG0001041	Prao.g_00424	Syai.g_00250
OG0001042	Prao.g_00441	Syai.g_00225
OG0001043	Prao.g_00442	Syai.g_00221
OG0001044	Prao.g_00469	Syai.g_00485
OG0001045	Prao.g_00477	Syai.g_00498
OG0001046	Prao.g_00513	Syai.g_01471
OG0001047	Prao.g_00543	Syai.g_02225
OG0001048	Prao.g_00544	Syai.g_02224
OG0001049	Prao.g_00546	Syai.g_02215
OG0001050	Prao.g_00547	Syai.g_02214
OG0001051	Prao.g_00548	Syai.g_02213
OG0001052	Prao.g_00577	Syai.g_00861
OG0001053	Prao.g_00589	Syai.g_00641
OG0001054	Prao.g_00604	Syai.g_00658
OG0001055	Prao.g_00623	Syai.g_00679
OG0001056	Prao.g_01855	Syai.g_00713
OG0001057	Prao.g_01160	Syai.g_00721
OG0001058	Prao.g_01168	Syai.g_00734
OG0001059	Prao.g_01172	Syai.g_00738
OG0001060	Prao.g_01179	Syai.g_00744
OG0001061	Prao.g_01866	Syai.g_00765
OG0001062	Prao.g_01868	Syai.g_00767
OG0001063	Prao.g_01870	Syai.g_00774
OG0001064	Prao.g_00018	Syai.g_00775
OG0001065	Prao.g_00019	Syai.g_00776
OG0001066	Prao.g_00020	Syai.g_00777
OG0001067	Prao.g_00021	Syai.g_00778
OG0001068	Prao.g_00022	Syai.g_00779
OG0001069	Prao.g_00023	Syai.g_00780
OG0001070	Prao.g_00026	Syai.g_00783
OG0001071	Prao.g_00027	Syai.g_00784
OG0001072	Prao.g_00028	Syai.g_00788
OG0001073	Prao.g_00042	Syai.g_00807
OG0001074	Prao.g_00053	Syai.g_01051
OG0001075	Prao.g_00054	Syai.g_01053
OG0001076	Prao.g_00063	Syai.g_01069
OG0001077	Prao.g_00067	Syai.g_01081
OG0001078	Prao.g_00075	Syai.g_01105
OG0001079	Prao.g_00086	Syai.g_01118
OG0001080	Prao.g_00092	Syai.g_01606
OG0001081	Prao.g_00094	Syai.g_01222
OG0001082	Prao.g_00095	Syai.g_01223
OG0001083	Prao.g_00100	Syai.g_01230
OG0001084	Prao.g_00101	Syai.g_01231
OG0001085	Prao.g_00109	Syai.g_01241
OG0001086	Prao.g_00110	Syai.g_01243
OG0001087	Prao.g_00126	Syai.g_01953
OG0001088	Prao.g_00127	Syai.g_01957
OG0001089	Prao.g_00135	Syai.g_01996
OG0001090	Prao.g_00649	Syai.g_01387
OG0001091	Prao.g_00651	Syai.g_01389
OG0001092	Prao.g_00652	Syai.g_01391
OG0001093	Prao.g_00657	Syai.g_01397
OG0001094	Prao.g_00735	Syai.g_01315
OG0001096	Prao.g_00767	Syai.g_01371
OG0001097	Prao.g_00786	Syai.g_02057
OG0001098	Prao.g_00801	Syai.g_01603
OG0001099	Prao.g_00834	Syai.g_02558
OG0001100	Prao.g_00838	Syai.g_01253
OG0001101	Prao.g_00840	Syai.g_01254
OG0001102	Prao.g_00842	Syai.g_01257
OG0001103	Prao.g_00844	Syai.g_01260
OG0001104	Prao.g_00865	Syai.g_01300
OG0001105	Prao.g_00869	Syai.g_01304
OG0001106	Prao.g_00893	Syai.g_01517
OG0001107	Prao.g_00900	Syai.g_01505
OG0001108	Prao.g_00904	Syai.g_01496
OG0001109	Prao.g_00905	Syai.g_01488
OG0001110	Prao.g_00907	Syai.g_01486
OG0001111	Prao.g_00908	Syai.g_01484
OG0001112	Prao.g_00909	Syai.g_01482
OG0001113	Prao.g_00910	Syai.g_01481
OG0001114	Prao.g_00911	Syai.g_01480
OG0001115	Prao.g_00913	Syai.g_01476
OG0001116	Prao.g_00914	Syai.g_01474
OG0001117	Prao.g_00915	Syai.g_01473
OG0001118	Prao.g_00916	Syai.g_01472
OG0001119	Prao.g_00917	Syai.g_01470
OG0001120	Prao.g_00919	Syai.g_01466
OG0001121	Prao.g_01124, Prao.g_00922	Syai.g_01676
OG0001122	Prao.g_00946	Syai.g_01437
OG0001123	Prao.g_00950	Syai.g_01430
OG0001124	Prao.g_00952	Syai.g_01428
OG0001125	Prao.g_00953	Syai.g_01426
OG0001126	Prao.g_00963	Syai.g_02021
OG0001127	Prao.g_00964	Syai.g_02020
OG0001128	Prao.g_00966	Syai.g_02017
OG0001129	Prao.g_00967	Syai.g_02015
OG0001130	Prao.g_00968	Syai.g_02014
OG0001131	Prao.g_01007	Syai.g_01281
OG0001132	Prao.g_01016	Syai.g_01620
OG0001133	Prao.g_01137	Syai.g_01072
OG0001134	Prao.g_01122	Syai.g_01745
OG0001136	Prao.g_01092	Syai.g_02146
OG0001137	Prao.g_01081	Syai.g_02126
OG0001138	Prao.g_01063	Syai.g_01763
OG0001139	Prao.g_01062	Syai.g_01765
OG0001140	Prao.g_01061	Syai.g_01766
OG0001141	Prao.g_01060	Syai.g_01767
OG0001142	Prao.g_01059	Syai.g_01768
OG0001143	Prao.g_01052	Syai.g_01778
OG0001144	Prao.g_01047	Syai.g_01788
OG0001145	Prao.g_01284	Syai.g_02165
OG0001146	Prao.g_01272	Syai.g_02185
OG0001147	Prao.g_01253	Syai.g_00869
OG0001148	Prao.g_01237	Syai.g_00626
OG0001149	Prao.g_01236	Syai.g_00625
OG0001150	Prao.g_01235	Syai.g_00624
OG0001151	Prao.g_01224	Syai.g_00611
OG0001152	Prao.g_01223	Syai.g_00610
OG0001153	Prao.g_01428	Syai.g_00903
OG0001154	Prao.g_01429	Syai.g_00901
OG0001155	Prao.g_01441	Syai.g_02298
OG0001156	Prao.g_01444	Syai.g_02301
OG0001157	Prao.g_01445	Syai.g_02302
OG0001158	Prao.g_01446	Syai.g_02303
OG0001159	Prao.g_01447	Syai.g_02304
OG0001160	Prao.g_01471	Syai.g_02355
OG0001161	Prao.g_01484	Syai.g_02803
OG0001162	Prao.g_01495	Syai.g_01374
OG0001163	Prao.g_01544	Syai.g_02363
OG0001164	Prao.g_01548	Syai.g_02369
OG0001165	Prao.g_01551	Syai.g_02374
OG0001166	Prao.g_01571	Syai.g_02400
OG0001167	Prao.g_01588	Syai.g_02254
OG0001168	Prao.g_01590	Syai.g_02256
OG0001169	Prao.g_01592	Syai.g_02258
OG0001170	Prao.g_01594	Syai.g_02260
OG0001171	Prao.g_01603	Syai.g_02270
OG0001172	Prao.g_01618	Syai.g_00323
OG0001173	Prao.g_01619	Syai.g_00324
OG0001174	Prao.g_01627	Syai.g_00332
OG0001175	Prao.g_01628	Syai.g_00333
OG0001176	Prao.g_01635	Syai.g_00352
OG0001177	Prao.g_01638	Syai.g_00350
OG0001178	Prao.g_01643	Syai.g_02383
OG0001179	Prao.g_01671	Syai.g_00385
