Orthogroup	Prao	Syaq
OG0000584	Prao.g_00048	Syaq.g_02014
OG0000585	Prao.g_00050	Syaq.g_02017
OG0000586	Prao.g_00051	Syaq.g_02018
OG0000587	Prao.g_00052	Syaq.g_02020
OG0000588	Prao.g_00056	Syaq.g_02043
OG0000589	Prao.g_00060	Syaq.g_02057
OG0000590	Prao.g_00061	Syaq.g_02058
OG0000591	Prao.g_00064	Syaq.g_02066
OG0000592	Prao.g_00065	Syaq.g_02067
OG0000593	Prao.g_00071	Syaq.g_02078
OG0000594	Prao.g_00072	Syaq.g_02079
OG0000595	Prao.g_00073	Syaq.g_02080
OG0000596	Prao.g_00077	Syaq.g_02085
OG0000597	Prao.g_00079	Syaq.g_02088
OG0000598	Prao.g_00080	Syaq.g_02089
OG0000599	Prao.g_00083	Syaq.g_02096
OG0000600	Prao.g_00084	Syaq.g_02097
OG0000601	Prao.g_00085	Syaq.g_02098
OG0000602	Prao.g_00087	Syaq.g_02104
OG0000603	Prao.g_00088	Syaq.g_02105
OG0000604	Prao.g_00089	Syaq.g_02107
OG0000605	Prao.g_00090	Syaq.g_02151
OG0000606	Prao.g_00093	Syaq.g_02231
OG0000607	Prao.g_00096	Syaq.g_02234
OG0000608	Prao.g_00097	Syaq.g_02235
OG0000609	Prao.g_00098	Syaq.g_02237
OG0000610	Prao.g_00103	Syaq.g_02244
OG0000611	Prao.g_00106	Syaq.g_02247
OG0000612	Prao.g_00107	Syaq.g_02248
OG0000613	Prao.g_00112	Syaq.g_00885
OG0000614	Prao.g_00130	Syaq.g_02588
OG0000615	Prao.g_00138	Syaq.g_02302
OG0000616	Prao.g_00142	Syaq.g_01168
OG0000617	Prao.g_00654	Syaq.g_00031
OG0000618	Prao.g_00655	Syaq.g_00032
OG0000619	Prao.g_00656	Syaq.g_00033
OG0000620	Prao.g_00659	Syaq.g_00038
OG0000621	Prao.g_00660	Syaq.g_00039
OG0000622	Prao.g_00661	Syaq.g_00040
OG0000623	Prao.g_00662	Syaq.g_00041
OG0000624	Prao.g_00663	Syaq.g_00042
OG0000625	Prao.g_00664	Syaq.g_00043
OG0000626	Prao.g_00665	Syaq.g_00044
OG0000627	Prao.g_00666	Syaq.g_02425
OG0000628	Prao.g_00667	Syaq.g_02426
OG0000629	Prao.g_00668	Syaq.g_02429
OG0000630	Prao.g_00671	Syaq.g_02433
OG0000631	Prao.g_00732	Syaq.g_02441
OG0000632	Prao.g_00733	Syaq.g_02442
OG0000633	Prao.g_00734	Syaq.g_02444
OG0000634	Prao.g_00737	Syaq.g_02336
OG0000635	Prao.g_00738	Syaq.g_02337
OG0000636	Prao.g_00740	Syaq.g_02339
OG0000637	Prao.g_00742	Syaq.g_02341
OG0000638	Prao.g_00743	Syaq.g_02342
OG0000639	Prao.g_00744	Syaq.g_02343
OG0000640	Prao.g_00745	Syaq.g_02344
OG0000641	Prao.g_00749	Syaq.g_02348
OG0000642	Prao.g_00750	Syaq.g_02349
OG0000643	Prao.g_00751	Syaq.g_02350
OG0000644	Prao.g_00752	Syaq.g_02351
OG0000645	Prao.g_00753	Syaq.g_02353
OG0000646	Prao.g_00755	Syaq.g_02356
OG0000647	Prao.g_00756	Syaq.g_02358
OG0000648	Prao.g_00758	Syaq.g_02360
OG0000649	Prao.g_00759	Syaq.g_02361
OG0000650	Prao.g_00760	Syaq.g_02362
OG0000651	Prao.g_00761	Syaq.g_02363
OG0000652	Prao.g_00762	Syaq.g_02364
OG0000653	Prao.g_00764	Syaq.g_02367
OG0000654	Prao.g_00765	Syaq.g_02368
OG0000655	Prao.g_00766	Syaq.g_02369
OG0000656	Prao.g_00769	Syaq.g_02372
OG0000657	Prao.g_00777	Syaq.g_02382
OG0000658	Prao.g_00778	Syaq.g_02385
OG0000659	Prao.g_00779	Syaq.g_02386
OG0000660	Prao.g_00783	Syaq.g_02390
OG0000661	Prao.g_00785	Syaq.g_02392
OG0000662	Prao.g_00787	Syaq.g_02394
OG0000663	Prao.g_00789	Syaq.g_02397
OG0000664	Prao.g_00790	Syaq.g_02400
OG0000665	Prao.g_00794	Syaq.g_02124
OG0000666	Prao.g_00795	Syaq.g_02117
OG0000667	Prao.g_00799	Syaq.g_02222
OG0000668	Prao.g_00829	Syaq.g_00068
OG0000669	Prao.g_00837	Syaq.g_02260
OG0000670	Prao.g_00839	Syaq.g_00079
OG0000671	Prao.g_00841	Syaq.g_02264
OG0000672	Prao.g_00843	Syaq.g_02267
OG0000673	Prao.g_00846	Syaq.g_02270
OG0000674	Prao.g_00848	Syaq.g_02272
OG0000675	Prao.g_00849	Syaq.g_02273
OG0000676	Prao.g_00851	Syaq.g_02275
OG0000677	Prao.g_00852	Syaq.g_02276
OG0000678	Prao.g_00854	Syaq.g_02282
OG0000679	Prao.g_00858	Syaq.g_02305
OG0000680	Prao.g_00859	Syaq.g_02306
OG0000681	Prao.g_00861	Syaq.g_02309
OG0000682	Prao.g_00862	Syaq.g_02310
OG0000683	Prao.g_00863	Syaq.g_02311
OG0000684	Prao.g_00864	Syaq.g_02315
OG0000685	Prao.g_00866	Syaq.g_02317
OG0000686	Prao.g_00867	Syaq.g_02318
OG0000687	Prao.g_00868	Syaq.g_02319
OG0000688	Prao.g_00871	Syaq.g_02325
OG0000689	Prao.g_00872	Syaq.g_02327
OG0000690	Prao.g_00873	Syaq.g_02328
OG0000691	Prao.g_00874	Syaq.g_02329
OG0000692	Prao.g_00876	Syaq.g_02330
OG0000693	Prao.g_00877	Syaq.g_02332
OG0000694	Prao.g_00878	Syaq.g_02333
OG0000695	Prao.g_00880	Syaq.g_02446
OG0000696	Prao.g_00881	Syaq.g_02447
OG0000697	Prao.g_00882	Syaq.g_02448
OG0000698	Prao.g_00885	Syaq.g_02451
OG0000699	Prao.g_00886	Syaq.g_02452
OG0000700	Prao.g_00887	Syaq.g_02453
OG0000701	Prao.g_00888	Syaq.g_02454
OG0000702	Prao.g_00890	Syaq.g_02467
OG0000703	Prao.g_00891	Syaq.g_02468
OG0000704	Prao.g_00892	Syaq.g_02470
OG0000705	Prao.g_00896	Syaq.g_02477
OG0000706	Prao.g_00897	Syaq.g_02478
OG0000707	Prao.g_00898	Syaq.g_02479
OG0000708	Prao.g_00899	Syaq.g_02482
OG0000709	Prao.g_00903	Syaq.g_02490
OG0000710	Prao.g_00906	Syaq.g_02494
OG0000711	Prao.g_00923	Syaq.g_02521
OG0000712	Prao.g_00925	Syaq.g_02523
OG0000713	Prao.g_00926	Syaq.g_02524
OG0000714	Prao.g_00927	Syaq.g_02527
OG0000715	Prao.g_00929	Syaq.g_02529
OG0000716	Prao.g_00931	Syaq.g_02533
OG0000717	Prao.g_00932	Syaq.g_02534
OG0000718	Prao.g_00943	Syaq.g_00072
OG0000719	Prao.g_00945	Syaq.g_00070
OG0000720	Prao.g_00954	Syaq.g_00057
OG0000721	Prao.g_00956	Syaq.g_00055
OG0000722	Prao.g_00957	Syaq.g_00054
OG0000723	Prao.g_00960	Syaq.g_00046
OG0000724	Prao.g_00969	Syaq.g_02685
OG0000725	Prao.g_00975	Syaq.g_02676
OG0000726	Prao.g_00976	Syaq.g_02675
OG0000727	Prao.g_00977	Syaq.g_02674
OG0000728	Prao.g_00979	Syaq.g_02672
OG0000729	Prao.g_01027	Syaq.g_01046
OG0000730	Prao.g_01156	Syaq.g_00561
OG0000731	Prao.g_01152	Syaq.g_00550
OG0000732	Prao.g_01143	Syaq.g_01098
OG0000733	Prao.g_01121	Syaq.g_01232
OG0000734	Prao.g_01104	Syaq.g_01479
OG0000735	Prao.g_01102	Syaq.g_00266
OG0000736	Prao.g_01101	Syaq.g_00265
OG0000737	Prao.g_01100	Syaq.g_00264
OG0000738	Prao.g_01096	Syaq.g_00258
OG0000739	Prao.g_01095	Syaq.g_00257
OG0000740	Prao.g_01094	Syaq.g_00256
OG0000741	Prao.g_01093	Syaq.g_00253
OG0000742	Prao.g_01090	Syaq.g_00250
OG0000743	Prao.g_01088	Syaq.g_00248
OG0000744	Prao.g_01087	Syaq.g_00247
OG0000745	Prao.g_01086	Syaq.g_00245
OG0000746	Prao.g_01084	Syaq.g_00242
OG0000747	Prao.g_01083	Syaq.g_00241
OG0000748	Prao.g_01080	Syaq.g_00227
OG0000749	Prao.g_01079	Syaq.g_00226
OG0000750	Prao.g_01078	Syaq.g_00225
OG0000751	Prao.g_01076	Syaq.g_00219
OG0000752	Prao.g_01074	Syaq.g_00217
OG0000753	Prao.g_01071	Syaq.g_00214
OG0000754	Prao.g_01068	Syaq.g_00209
OG0000755	Prao.g_01065	Syaq.g_00198
OG0000756	Prao.g_01064	Syaq.g_00197
OG0000757	Prao.g_01058	Syaq.g_00190
OG0000758	Prao.g_01057	Syaq.g_00189
OG0000759	Prao.g_01056	Syaq.g_00188
OG0000760	Prao.g_01055	Syaq.g_00187
OG0000761	Prao.g_01054	Syaq.g_00186
OG0000762	Prao.g_01053	Syaq.g_00183
OG0000763	Prao.g_01051	Syaq.g_00181
OG0000764	Prao.g_01050	Syaq.g_00180
OG0000765	Prao.g_01041	Syaq.g_00157
OG0000766	Prao.g_01040	Syaq.g_00156
OG0000767	Prao.g_01038	Syaq.g_00154
OG0000768	Prao.g_01037	Syaq.g_00153
OG0000769	Prao.g_01035	Syaq.g_00151
OG0000770	Prao.g_01033	Syaq.g_00148
OG0000771	Prao.g_00014	Syaq.g_02691
OG0000772	Prao.g_01305	Syaq.g_01887
OG0000773	Prao.g_01285	Syaq.g_00283
OG0000774	Prao.g_01283	Syaq.g_00288
OG0000775	Prao.g_01281	Syaq.g_00290
OG0000776	Prao.g_01280	Syaq.g_00291
OG0000777	Prao.g_01279	Syaq.g_00292
OG0000778	Prao.g_01278	Syaq.g_00293
OG0000779	Prao.g_01274	Syaq.g_00299
OG0000780	Prao.g_01273	Syaq.g_00304
OG0000781	Prao.g_01270	Syaq.g_00308
OG0000782	Prao.g_01269	Syaq.g_00309
OG0000783	Prao.g_01268	Syaq.g_00310
OG0000784	Prao.g_01267	Syaq.g_00311
OG0000785	Prao.g_01265	Syaq.g_00313
OG0000786	Prao.g_01263	Syaq.g_00328
OG0000787	Prao.g_01262	Syaq.g_00329
OG0000788	Prao.g_01252	Syaq.g_02099
OG0000789	Prao.g_01249	Syaq.g_02123
OG0000790	Prao.g_01234	Syaq.g_01758
OG0000791	Prao.g_01232	Syaq.g_01756
OG0000792	Prao.g_01231	Syaq.g_01755
OG0000793	Prao.g_01228	Syaq.g_01750
OG0000794	Prao.g_01227	Syaq.g_01749
OG0000795	Prao.g_01226	Syaq.g_01748
OG0000796	Prao.g_01222	Syaq.g_01744
OG0000797	Prao.g_01221	Syaq.g_01743
OG0000799	Prao.g_01379	Syaq.g_00341
OG0000800	Prao.g_01380	Syaq.g_00342
OG0000801	Prao.g_01381	Syaq.g_00343
OG0000802	Prao.g_01383	Syaq.g_00350
OG0000803	Prao.g_01385	Syaq.g_00353
OG0000804	Prao.g_01386	Syaq.g_00358
OG0000805	Prao.g_01388	Syaq.g_00360
OG0000806	Prao.g_01390	Syaq.g_00362
OG0000807	Prao.g_01391	Syaq.g_00364
OG0000808	Prao.g_01392	Syaq.g_00365
OG0000809	Prao.g_01395	Syaq.g_00369
OG0000810	Prao.g_01396	Syaq.g_00370
OG0000811	Prao.g_01400	Syaq.g_00378
OG0000812	Prao.g_01402	Syaq.g_00380
OG0000813	Prao.g_01403	Syaq.g_00381
OG0000814	Prao.g_01405	Syaq.g_00383
OG0000815	Prao.g_01406	Syaq.g_00384
OG0000816	Prao.g_01408	Syaq.g_00386
OG0000817	Prao.g_01409	Syaq.g_00387
OG0000818	Prao.g_01414	Syaq.g_00392
OG0000819	Prao.g_01415	Syaq.g_00393
OG0000820	Prao.g_01416	Syaq.g_00394
OG0000821	Prao.g_01419	Syaq.g_00400
OG0000822	Prao.g_01420	Syaq.g_00402
OG0000823	Prao.g_01421	Syaq.g_00403
OG0000824	Prao.g_01424	Syaq.g_00409
OG0000825	Prao.g_01425	Syaq.g_00410
OG0000826	Prao.g_01426	Syaq.g_00411
OG0000827	Prao.g_01427	Syaq.g_00412
OG0000828	Prao.g_01430	Syaq.g_00415
OG0000829	Prao.g_01431	Syaq.g_00416
OG0000830	Prao.g_01432	Syaq.g_00417
OG0000831	Prao.g_01434	Syaq.g_00419
OG0000832	Prao.g_01440	Syaq.g_01737
OG0000833	Prao.g_01448	Syaq.g_01725
OG0000834	Prao.g_01449	Syaq.g_01724
OG0000835	Prao.g_01450	Syaq.g_01723
OG0000836	Prao.g_01451	Syaq.g_01720
OG0000837	Prao.g_01452	Syaq.g_01719
OG0000838	Prao.g_01454	Syaq.g_01715
OG0000839	Prao.g_01455	Syaq.g_01714
OG0000840	Prao.g_01456	Syaq.g_01713
OG0000841	Prao.g_01457	Syaq.g_01712
OG0000842	Prao.g_01458	Syaq.g_01711
OG0000843	Prao.g_01459	Syaq.g_01710
OG0000844	Prao.g_01460	Syaq.g_01708
OG0000845	Prao.g_01461	Syaq.g_01707
OG0000846	Prao.g_01462	Syaq.g_01706
OG0000847	Prao.g_01463	Syaq.g_01705
OG0000848	Prao.g_01464	Syaq.g_01703
OG0000849	Prao.g_01465	Syaq.g_01702
OG0000850	Prao.g_01467	Syaq.g_01699
OG0000851	Prao.g_01468	Syaq.g_01696
OG0000852	Prao.g_01469	Syaq.g_01695
OG0000853	Prao.g_01473	Syaq.g_01691
OG0000854	Prao.g_01475	Syaq.g_01689
OG0000855	Prao.g_01476	Syaq.g_01688
OG0000856	Prao.g_01491	Syaq.g_02069
OG0000857	Prao.g_01519	Syaq.g_02357
OG0000858	Prao.g_01546	Syaq.g_01682
OG0000859	Prao.g_01547	Syaq.g_01681
OG0000860	Prao.g_01554	Syaq.g_01671
OG0000861	Prao.g_01555	Syaq.g_01670
OG0000862	Prao.g_01556	Syaq.g_01668
OG0000863	Prao.g_01558	Syaq.g_01665
OG0000864	Prao.g_01559	Syaq.g_01664
OG0000865	Prao.g_01560	Syaq.g_01663
OG0000866	Prao.g_01561	Syaq.g_01662
OG0000867	Prao.g_01562	Syaq.g_01661
OG0000868	Prao.g_01563	Syaq.g_01659
OG0000869	Prao.g_01567	Syaq.g_01656
OG0000870	Prao.g_01572	Syaq.g_01651
OG0000871	Prao.g_01573	Syaq.g_01650
OG0000872	Prao.g_01574	Syaq.g_01644
OG0000873	Prao.g_01577	Syaq.g_01641
OG0000874	Prao.g_01580	Syaq.g_01637
OG0000875	Prao.g_01581	Syaq.g_01633
OG0000876	Prao.g_01582	Syaq.g_01631
OG0000877	Prao.g_01584	Syaq.g_01628
OG0000878	Prao.g_01585	Syaq.g_01627
OG0000879	Prao.g_01586	Syaq.g_01626
OG0000880	Prao.g_01587	Syaq.g_01625
OG0000881	Prao.g_01591	Syaq.g_01621
OG0000882	Prao.g_01596	Syaq.g_01616
OG0000883	Prao.g_01597	Syaq.g_01613
OG0000884	Prao.g_01599	Syaq.g_01611
OG0000885	Prao.g_01600	Syaq.g_01610
OG0000886	Prao.g_01601	Syaq.g_01609
OG0000887	Prao.g_01602	Syaq.g_01608
OG0000888	Prao.g_01604	Syaq.g_01606
OG0000889	Prao.g_01606	Syaq.g_01604
OG0000890	Prao.g_01607	Syaq.g_01597
OG0000891	Prao.g_01608	Syaq.g_01596
OG0000892	Prao.g_01610	Syaq.g_01594
OG0000893	Prao.g_01615	Syaq.g_00695
OG0000894	Prao.g_01617	Syaq.g_00692
OG0000895	Prao.g_01620	Syaq.g_00688
OG0000896	Prao.g_01621	Syaq.g_00687
OG0000897	Prao.g_01623	Syaq.g_00685
OG0000898	Prao.g_01624	Syaq.g_00684
OG0000899	Prao.g_01625	Syaq.g_00683
OG0000900	Prao.g_01626	Syaq.g_00682
OG0000901	Prao.g_01629	Syaq.g_00677
OG0000902	Prao.g_01631	Syaq.g_00671
OG0000903	Prao.g_01634	Syaq.g_00655
OG0000904	Prao.g_01636	Syaq.g_00660
OG0000905	Prao.g_01641	Syaq.g_00666
OG0000906	Prao.g_01642	Syaq.g_00669
OG0000907	Prao.g_01645	Syaq.g_00653
OG0000908	Prao.g_01648	Syaq.g_00650
OG0000909	Prao.g_01649	Syaq.g_00649
OG0000910	Prao.g_01650	Syaq.g_00648
OG0000911	Prao.g_01652	Syaq.g_00646
OG0000912	Prao.g_01653	Syaq.g_00645
OG0000913	Prao.g_01654	Syaq.g_00644
OG0000914	Prao.g_01655	Syaq.g_00643
OG0000915	Prao.g_01656	Syaq.g_00641
OG0000916	Prao.g_01657	Syaq.g_00640
OG0000917	Prao.g_01658	Syaq.g_00639
OG0000918	Prao.g_01659	Syaq.g_00638
OG0000919	Prao.g_01660	Syaq.g_00637
OG0000920	Prao.g_01661	Syaq.g_00636
OG0000921	Prao.g_01662	Syaq.g_00635
OG0000922	Prao.g_01663	Syaq.g_00634
OG0000923	Prao.g_01667	Syaq.g_00630
OG0000924	Prao.g_01668	Syaq.g_00629
OG0000925	Prao.g_01669	Syaq.g_00628
OG0000926	Prao.g_01670	Syaq.g_00627
OG0000927	Prao.g_01672	Syaq.g_00625
OG0000928	Prao.g_01673	Syaq.g_00624
OG0000929	Prao.g_01674	Syaq.g_00623
OG0000930	Prao.g_01675	Syaq.g_00622
OG0000931	Prao.g_01676	Syaq.g_00621
OG0000932	Prao.g_01677	Syaq.g_00620
OG0000933	Prao.g_01681	Syaq.g_00614
OG0000934	Prao.g_01683	Syaq.g_00612
OG0000935	Prao.g_01684	Syaq.g_00611
OG0000936	Prao.g_01685	Syaq.g_00610
OG0000937	Prao.g_01686	Syaq.g_00609
OG0000938	Prao.g_01688	Syaq.g_00606
OG0000939	Prao.g_01689	Syaq.g_00604
OG0000940	Prao.g_01696	Syaq.g_00597
OG0000941	Prao.g_01698	Syaq.g_00595
OG0000942	Prao.g_01700	Syaq.g_00593
OG0000943	Prao.g_01701	Syaq.g_00592
OG0000944	Prao.g_01702	Syaq.g_00590
OG0000945	Prao.g_01703	Syaq.g_00588
OG0000946	Prao.g_01707	Syaq.g_00580
OG0000947	Prao.g_01709	Syaq.g_00577
OG0000948	Prao.g_01710	Syaq.g_00576
OG0000949	Prao.g_01713	Syaq.g_00971
OG0000950	Prao.g_01718	Syaq.g_00984
OG0000951	Prao.g_01722	Syaq.g_00991
OG0000952	Prao.g_01726	Syaq.g_01002
OG0000953	Prao.g_01729	Syaq.g_01006
OG0000954	Prao.g_01733	Syaq.g_01012
OG0000955	Prao.g_01734	Syaq.g_01013
OG0000956	Prao.g_01736	Syaq.g_01015
OG0000957	Prao.g_01741	Syaq.g_01026
OG0000958	Prao.g_01742	Syaq.g_01027
OG0000959	Prao.g_01746	Syaq.g_01031
OG0000960	Prao.g_01747	Syaq.g_01032
OG0000961	Prao.g_01749	Syaq.g_01043
OG0000962	Prao.g_01751	Syaq.g_01045
OG0000963	Prao.g_01755	Syaq.g_01049
OG0000964	Prao.g_01756	Syaq.g_01050
OG0000965	Prao.g_01757	Syaq.g_01051
OG0000966	Prao.g_01764	Syaq.g_01060
OG0000967	Prao.g_01769	Syaq.g_01067
OG0000968	Prao.g_01771	Syaq.g_01071
OG0000969	Prao.g_01772	Syaq.g_01078
OG0000970	Prao.g_01773	Syaq.g_01079
OG0000971	Prao.g_01774	Syaq.g_01081
OG0000972	Prao.g_01775	Syaq.g_01082
OG0000973	Prao.g_01776	Syaq.g_01083
OG0000974	Prao.g_01777	Syaq.g_01084
OG0000975	Prao.g_01778	Syaq.g_01085
OG0000976	Prao.g_01779	Syaq.g_01086
OG0000977	Prao.g_01780	Syaq.g_01088
OG0000978	Prao.g_01781	Syaq.g_01091
OG0000979	Prao.g_01784	Syaq.g_01094
OG0000980	Prao.g_01786	Syaq.g_01097
OG0000981	Prao.g_01788	Syaq.g_01100
OG0000982	Prao.g_01790	Syaq.g_01263
OG0000983	Prao.g_01791	Syaq.g_01262
OG0000984	Prao.g_01792	Syaq.g_01261
OG0000985	Prao.g_01795	Syaq.g_01257
OG0000986	Prao.g_01797	Syaq.g_01253
OG0000987	Prao.g_01798	Syaq.g_01251
OG0000988	Prao.g_01801	Syaq.g_01245
OG0000989	Prao.g_01805	Syaq.g_01239
OG0000990	Prao.g_01808	Syaq.g_01229
OG0000991	Prao.g_01809	Syaq.g_01225
OG0000992	Prao.g_01811	Syaq.g_01222
OG0000993	Prao.g_01812	Syaq.g_01221
OG0000994	Prao.g_01813	Syaq.g_01218
OG0000995	Prao.g_01817	Syaq.g_01212
OG0000996	Prao.g_01818	Syaq.g_01193
OG0000997	Prao.g_01819	Syaq.g_01184
OG0000998	Prao.g_01821	Syaq.g_01182
OG0000999	Prao.g_01822	Syaq.g_01181
OG0001000	Prao.g_01825	Syaq.g_01177
OG0001001	Prao.g_01827	Syaq.g_01172
OG0001002	Prao.g_01831	Syaq.g_01165
OG0001003	Prao.g_01833	Syaq.g_01163
OG0001004	Prao.g_01834	Syaq.g_01162
OG0001005	Prao.g_01835	Syaq.g_01161
OG0001006	Prao.g_01839	Syaq.g_01152
OG0001007	Prao.g_01841	Syaq.g_01150
OG0001008	Prao.g_00541	Syaq.g_00500
OG0001009	Prao.g_00174	Syaq.g_01118
OG0001010	Prao.g_00175	Syaq.g_01117
OG0001011	Prao.g_00176	Syaq.g_01115
OG0001012	Prao.g_00189	Syaq.g_01267
OG0001013	Prao.g_00194	Syaq.g_01289
OG0001014	Prao.g_00197	Syaq.g_01295
OG0001015	Prao.g_00198	Syaq.g_01296
OG0001016	Prao.g_00212	Syaq.g_01554
OG0001017	Prao.g_00216	Syaq.g_01548
OG0001018	Prao.g_00219	Syaq.g_01546
OG0001019	Prao.g_00228	Syaq.g_01524
OG0001020	Prao.g_00229	Syaq.g_01510
OG0001021	Prao.g_00230	Syaq.g_01506
OG0001022	Prao.g_00233	Syaq.g_01501
OG0001023	Prao.g_00234	Syaq.g_01500
OG0001024	Prao.g_00237	Syaq.g_01496
OG0001025	Prao.g_00243	Syaq.g_01490
OG0001026	Prao.g_00249	Syaq.g_01477
OG0001027	Prao.g_00250	Syaq.g_01474
OG0001028	Prao.g_00252	Syaq.g_01472
OG0001029	Prao.g_00254	Syaq.g_01470
OG0001030	Prao.g_00269	Syaq.g_01450
OG0001031	Prao.g_00324	Syaq.g_01378
OG0001032	Prao.g_00325	Syaq.g_01376
OG0001033	Prao.g_00346	Syaq.g_01344
OG0001034	Prao.g_00374	Syaq.g_01579
OG0001035	Prao.g_00392	Syaq.g_00726
OG0001036	Prao.g_00397	Syaq.g_00731
OG0001037	Prao.g_00398	Syaq.g_00733
OG0001038	Prao.g_00415	Syaq.g_00761
OG0001039	Prao.g_00418	Syaq.g_00764
OG0001040	Prao.g_00420	Syaq.g_00767
OG0001041	Prao.g_00424	Syaq.g_00772
OG0001042	Prao.g_00441	Syaq.g_00858
OG0001044	Prao.g_00469	Syaq.g_00560
OG0001045	Prao.g_00477	Syaq.g_00547
OG0001046	Prao.g_00513	Syaq.g_02509
OG0001047	Prao.g_00543	Syaq.g_00498
OG0001048	Prao.g_00544	Syaq.g_00497
OG0001049	Prao.g_00546	Syaq.g_00494
OG0001050	Prao.g_00547	Syaq.g_00493
OG0001051	Prao.g_00548	Syaq.g_00492
OG0001052	Prao.g_00577	Syaq.g_00446
OG0001053	Prao.g_00589	Syaq.g_01775
OG0001054	Prao.g_00604	Syaq.g_01794
OG0001055	Prao.g_00623	Syaq.g_01815
OG0001056	Prao.g_01855	Syaq.g_01843
OG0001057	Prao.g_01160	Syaq.g_00334
OG0001058	Prao.g_01168	Syaq.g_01931
OG0001059	Prao.g_01172	Syaq.g_01935
OG0001060	Prao.g_01179	Syaq.g_01941
OG0001061	Prao.g_01866	Syaq.g_01961
OG0001062	Prao.g_01868	Syaq.g_01963
OG0001063	Prao.g_01870	Syaq.g_01968
OG0001064	Prao.g_00018	Syaq.g_01969
OG0001065	Prao.g_00019	Syaq.g_01970
OG0001066	Prao.g_00020	Syaq.g_01971
OG0001067	Prao.g_00021	Syaq.g_01972
OG0001068	Prao.g_00022	Syaq.g_01973
OG0001069	Prao.g_00023	Syaq.g_01974
OG0001070	Prao.g_00026	Syaq.g_01978
OG0001071	Prao.g_00027	Syaq.g_01979
OG0001072	Prao.g_00028	Syaq.g_01983
OG0001073	Prao.g_00042	Syaq.g_01998
OG0001074	Prao.g_00053	Syaq.g_02132
OG0001075	Prao.g_00054	Syaq.g_02025
OG0001076	Prao.g_00063	Syaq.g_02060
OG0001077	Prao.g_00067	Syaq.g_02071
OG0001078	Prao.g_00075	Syaq.g_02083
OG0001079	Prao.g_00086	Syaq.g_02100
OG0001080	Prao.g_00092	Syaq.g_02161
OG0001081	Prao.g_00094	Syaq.g_02232
OG0001082	Prao.g_00095	Syaq.g_02233
OG0001083	Prao.g_00100	Syaq.g_02240
OG0001084	Prao.g_00101	Syaq.g_02241
OG0001085	Prao.g_00109	Syaq.g_02251
OG0001086	Prao.g_00110	Syaq.g_02253
OG0001087	Prao.g_00126	Syaq.g_02574
OG0001088	Prao.g_00127	Syaq.g_02576
OG0001089	Prao.g_00135	Syaq.g_02604
OG0001090	Prao.g_00649	Syaq.g_00024
OG0001091	Prao.g_00651	Syaq.g_00027
OG0001092	Prao.g_00652	Syaq.g_00029
OG0001093	Prao.g_00657	Syaq.g_00035
OG0001094	Prao.g_00735	Syaq.g_02334
OG0001095	Prao.g_00754	Syaq.g_02354
OG0001096	Prao.g_00767	Syaq.g_02370
OG0001097	Prao.g_00786	Syaq.g_02393
OG0001098	Prao.g_00801	Syaq.g_02415
OG0001099	Prao.g_00834	Syaq.g_01471
OG0001100	Prao.g_00838	Syaq.g_02262
OG0001101	Prao.g_00840	Syaq.g_02263
OG0001102	Prao.g_00842	Syaq.g_02266
OG0001103	Prao.g_00844	Syaq.g_02268
OG0001104	Prao.g_00865	Syaq.g_02316
OG0001105	Prao.g_00869	Syaq.g_02320
OG0001106	Prao.g_00893	Syaq.g_02471
OG0001108	Prao.g_00904	Syaq.g_02491
OG0001109	Prao.g_00905	Syaq.g_02493
OG0001110	Prao.g_00907	Syaq.g_02495
OG0001111	Prao.g_00908	Syaq.g_02497
OG0001112	Prao.g_00909	Syaq.g_02499
OG0001113	Prao.g_00910	Syaq.g_02539
OG0001114	Prao.g_00911	Syaq.g_02500
OG0001115	Prao.g_00913	Syaq.g_02504
OG0001116	Prao.g_00914	Syaq.g_02506
OG0001117	Prao.g_00915	Syaq.g_02507
OG0001118	Prao.g_00916	Syaq.g_02508
OG0001119	Prao.g_00917	Syaq.g_02510
OG0001120	Prao.g_00919	Syaq.g_02514
OG0001121	Prao.g_01124, Prao.g_00922	Syaq.g_01919
OG0001122	Prao.g_00946	Syaq.g_00069
OG0001123	Prao.g_00950	Syaq.g_00061
OG0001124	Prao.g_00952	Syaq.g_00060
OG0001125	Prao.g_00953	Syaq.g_00058
OG0001126	Prao.g_00963	Syaq.g_02693
OG0001127	Prao.g_00964	Syaq.g_02692
OG0001128	Prao.g_00966	Syaq.g_02689
OG0001129	Prao.g_00967	Syaq.g_02687
OG0001130	Prao.g_00968	Syaq.g_02686
OG0001131	Prao.g_01007	Syaq.g_02284
OG0001132	Prao.g_01016	Syaq.g_01872
OG0001133	Prao.g_01137	Syaq.g_02063
OG0001134	Prao.g_01122	Syaq.g_02213
OG0001136	Prao.g_01092	Syaq.g_00252
OG0001137	Prao.g_01081	Syaq.g_00228
OG0001138	Prao.g_01063	Syaq.g_00196
OG0001139	Prao.g_01062	Syaq.g_00194
OG0001140	Prao.g_01061	Syaq.g_00193
OG0001141	Prao.g_01060	Syaq.g_00192
OG0001142	Prao.g_01059	Syaq.g_00191
OG0001143	Prao.g_01052	Syaq.g_00182
OG0001144	Prao.g_01047	Syaq.g_00166
OG0001145	Prao.g_01284	Syaq.g_00284
OG0001146	Prao.g_01272	Syaq.g_00305
