Orthogroup	Praw	Prbg
OG0000564	Praw.g_01880	Prbg.g_01414
OG0000565	Praw.g_01879	Prbg.g_01413
OG0000566	Praw.g_01878	Prbg.g_01412
OG0000567	Praw.g_01877	Prbg.g_01411
OG0000568	Praw.g_01876	Prbg.g_01410
OG0000569	Praw.g_01875	Prbg.g_01409
OG0000570	Praw.g_01874	Prbg.g_01408
OG0000571	Praw.g_01873	Prbg.g_01407
OG0000572	Praw.g_01872	Prbg.g_01406
OG0000573	Praw.g_01869	Prbg.g_01403
OG0000574	Praw.g_01868	Prbg.g_01402
OG0000575	Praw.g_01867	Prbg.g_01401
OG0000576	Praw.g_01866	Prbg.g_01400
OG0000577	Praw.g_01865	Prbg.g_01399
OG0000578	Praw.g_01864	Prbg.g_01398
OG0000579	Praw.g_01863	Prbg.g_01397
OG0000580	Praw.g_01862	Prbg.g_01396
OG0000581	Praw.g_01861	Prbg.g_01395
OG0000582	Praw.g_01860	Prbg.g_01394
OG0000583	Praw.g_01859	Prbg.g_01393
OG0000584	Praw.g_01858	Prbg.g_01391
OG0000585	Praw.g_01857	Prbg.g_01390
OG0000586	Praw.g_01855	Prbg.g_01388
OG0000587	Praw.g_01854	Prbg.g_01387
OG0000588	Praw.g_01852	Prbg.g_01111
OG0000589	Praw.g_01851	Prbg.g_01112
OG0000590	Praw.g_01849	Prbg.g_01114
OG0000591	Praw.g_01843	Prbg.g_01120
OG0000592	Praw.g_01842	Prbg.g_01121
OG0000593	Praw.g_01841	Prbg.g_01122
OG0000594	Praw.g_01839	Prbg.g_01125
OG0000595	Praw.g_01838	Prbg.g_01126
OG0000596	Praw.g_01837	Prbg.g_01127
OG0000597	Praw.g_01835	Prbg.g_01129
OG0000598	Praw.g_01834	Prbg.g_01130
OG0000599	Praw.g_01833	Prbg.g_01131
OG0000600	Praw.g_01832	Prbg.g_01132
OG0000601	Praw.g_01830	Prbg.g_01135
OG0000602	Praw.g_01829	Prbg.g_01136
OG0000603	Praw.g_01828	Prbg.g_01137
OG0000604	Praw.g_01827	Prbg.g_01140
OG0000605	Praw.g_01826	Prbg.g_01141
OG0000606	Praw.g_01825	Prbg.g_01142
OG0000607	Praw.g_01823	Prbg.g_01144
OG0000608	Praw.g_01822	Prbg.g_01146
OG0000609	Praw.g_01818	Prbg.g_01939
OG0000610	Praw.g_01817	Prbg.g_01070
OG0000611	Praw.g_01808	Prbg.g_01152
OG0000612	Praw.g_01807	Prbg.g_01153
OG0000613	Praw.g_01806	Prbg.g_01374
OG0000614	Praw.g_01805	Prbg.g_01373
OG0000615	Praw.g_01803	Prbg.g_01371
OG0000616	Praw.g_01802	Prbg.g_01370
OG0000617	Praw.g_01801	Prbg.g_01369
OG0000618	Praw.g_01800	Prbg.g_01368
OG0000619	Praw.g_01799	Prbg.g_01367
OG0000620	Praw.g_01798	Prbg.g_01366
OG0000621	Praw.g_01797	Prbg.g_01365
OG0000622	Praw.g_01796	Prbg.g_01364
OG0000623	Praw.g_01795	Prbg.g_01363
OG0000624	Praw.g_01794	Prbg.g_01361
OG0000625	Praw.g_01793	Prbg.g_01360
OG0000626	Praw.g_01792	Prbg.g_01359
OG0000627	Praw.g_01791	Prbg.g_01358
OG0000628	Praw.g_01790	Prbg.g_01357
OG0000629	Praw.g_01789	Prbg.g_01356
OG0000630	Praw.g_01788	Prbg.g_01355
OG0000631	Praw.g_01786	Prbg.g_01353
OG0000632	Praw.g_01763	Prbg.g_01352
OG0000633	Praw.g_01759	Prbg.g_00006
OG0000634	Praw.g_01745	Prbg.g_00461
OG0000635	Praw.g_01732	Prbg.g_00366
OG0000636	Praw.g_01731	Prbg.g_00365
OG0000637	Praw.g_01730	Prbg.g_00364
OG0000638	Praw.g_01719	Prbg.g_00114
OG0000639	Praw.g_01710	Prbg.g_01254
OG0000640	Praw.g_01708	Prbg.g_01258
OG0000641	Praw.g_01706	Prbg.g_01260
OG0000642	Praw.g_01705	Prbg.g_01261
OG0000643	Praw.g_01704	Prbg.g_01262
OG0000644	Praw.g_01703	Prbg.g_01375
OG0000645	Praw.g_01702	Prbg.g_01154
OG0000646	Praw.g_01701	Prbg.g_01155
OG0000647	Praw.g_01700	Prbg.g_01156
OG0000648	Praw.g_01698	Prbg.g_01158
OG0000649	Praw.g_01697	Prbg.g_01159
OG0000650	Praw.g_01696	Prbg.g_01160
OG0000651	Praw.g_01695	Prbg.g_01161
OG0000652	Praw.g_01694	Prbg.g_01162
OG0000653	Praw.g_01693	Prbg.g_01163
OG0000654	Praw.g_01691	Prbg.g_01165
OG0000655	Praw.g_01689	Prbg.g_01167
OG0000656	Praw.g_01688	Prbg.g_01168
OG0000657	Praw.g_01687	Prbg.g_01169
OG0000658	Praw.g_01686	Prbg.g_01170
OG0000659	Praw.g_01685	Prbg.g_01171
OG0000660	Praw.g_01684	Prbg.g_01172
OG0000661	Praw.g_01683	Prbg.g_01173
OG0000662	Praw.g_01682	Prbg.g_01175
OG0000663	Praw.g_01681	Prbg.g_01176
OG0000664	Praw.g_01680	Prbg.g_01177
OG0000665	Praw.g_01679	Prbg.g_01178
OG0000666	Praw.g_01678	Prbg.g_01179
OG0000667	Praw.g_01677	Prbg.g_01180
OG0000668	Praw.g_01676	Prbg.g_01181
OG0000669	Praw.g_01674	Prbg.g_01183
OG0000670	Praw.g_01673	Prbg.g_01184
OG0000671	Praw.g_01672	Prbg.g_01185
OG0000672	Praw.g_01671	Prbg.g_01186
OG0000673	Praw.g_01670	Prbg.g_01187
OG0000674	Praw.g_01669	Prbg.g_01188
OG0000675	Praw.g_01668	Prbg.g_01190
OG0000676	Praw.g_01667	Prbg.g_01191
OG0000677	Praw.g_01665	Prbg.g_01194
OG0000678	Praw.g_01663	Prbg.g_01196
OG0000679	Praw.g_01662	Prbg.g_01198
OG0000680	Praw.g_01661	Prbg.g_01199
OG0000681	Praw.g_01660	Prbg.g_01200
OG0000682	Praw.g_01659	Prbg.g_01201
OG0000683	Praw.g_01657	Prbg.g_01203
OG0000684	Praw.g_01656	Prbg.g_01204
OG0000685	Praw.g_01655	Prbg.g_01205
OG0000686	Praw.g_01654	Prbg.g_01206
OG0000687	Praw.g_01653	Prbg.g_01207
OG0000688	Praw.g_01652	Prbg.g_01208
OG0000689	Praw.g_01651	Prbg.g_01209
OG0000690	Praw.g_01650	Prbg.g_01210
OG0000691	Praw.g_01649	Prbg.g_01211
OG0000692	Praw.g_01647	Prbg.g_01215
OG0000693	Praw.g_01646	Prbg.g_01216
OG0000694	Praw.g_01645	Prbg.g_01217
OG0000695	Praw.g_01644	Prbg.g_01218
OG0000696	Praw.g_01643	Prbg.g_01219
OG0000697	Praw.g_01641	Prbg.g_01221
OG0000698	Praw.g_01639	Prbg.g_01225
OG0000699	Praw.g_01638	Prbg.g_01226
OG0000700	Praw.g_01611	Prbg.g_01062
OG0000701	Praw.g_01608	Prbg.g_01067
OG0000702	Praw.g_01605	Prbg.g_01073
OG0000703	Praw.g_01604	Prbg.g_01075
OG0000704	Praw.g_01603	Prbg.g_01076
OG0000705	Praw.g_01602	Prbg.g_01078
OG0000706	Praw.g_01601	Prbg.g_01079
OG0000707	Praw.g_01600	Prbg.g_01081
OG0000708	Praw.g_01599	Prbg.g_01082
OG0000709	Praw.g_01597	Prbg.g_01084
OG0000710	Praw.g_01596	Prbg.g_01085
OG0000711	Praw.g_01595	Prbg.g_01086
OG0000712	Praw.g_01594	Prbg.g_01087
OG0000713	Praw.g_01593	Prbg.g_01088
OG0000714	Praw.g_01591	Prbg.g_01090
OG0000715	Praw.g_01590	Prbg.g_01091
OG0000716	Praw.g_01588	Prbg.g_01093
OG0000717	Praw.g_01587	Prbg.g_01094
OG0000718	Praw.g_01586	Prbg.g_01095
OG0000719	Praw.g_01584	Prbg.g_01097
OG0000720	Praw.g_01583	Prbg.g_01098
OG0000721	Praw.g_01581	Prbg.g_01101
OG0000722	Praw.g_01580	Prbg.g_01102
OG0000723	Praw.g_01579	Prbg.g_01103
OG0000724	Praw.g_01577	Prbg.g_01105
OG0000725	Praw.g_01576	Prbg.g_01106
OG0000726	Praw.g_01575	Prbg.g_01107
OG0000727	Praw.g_01574	Prbg.g_01108
OG0000728	Praw.g_01573	Prbg.g_01109
OG0000729	Praw.g_01572	Prbg.g_01110
OG0000730	Praw.g_01571	Prbg.g_01385
OG0000731	Praw.g_01570	Prbg.g_01383
OG0000732	Praw.g_01569	Prbg.g_01382
OG0000733	Praw.g_01568	Prbg.g_01381
OG0000734	Praw.g_01567	Prbg.g_01380
OG0000735	Praw.g_01565	Prbg.g_01378
OG0000736	Praw.g_01564	Prbg.g_01377
OG0000737	Praw.g_01563	Prbg.g_01376
OG0000738	Praw.g_01562	Prbg.g_01263
OG0000739	Praw.g_01561	Prbg.g_01264
OG0000740	Praw.g_01560	Prbg.g_01265
OG0000741	Praw.g_01559	Prbg.g_01266
OG0000742	Praw.g_01557	Prbg.g_01268
OG0000743	Praw.g_01556	Prbg.g_01269
OG0000744	Praw.g_01555	Prbg.g_01270
OG0000745	Praw.g_01554	Prbg.g_01271
OG0000746	Praw.g_01553	Prbg.g_01272
OG0000747	Praw.g_01552	Prbg.g_01273
OG0000748	Praw.g_01551	Prbg.g_01274
OG0000749	Praw.g_01550	Prbg.g_01275
OG0000750	Praw.g_01549	Prbg.g_01277
OG0000751	Praw.g_01548	Prbg.g_01278
OG0000752	Praw.g_01547	Prbg.g_01337
OG0000753	Praw.g_01545	Prbg.g_01280
OG0000754	Praw.g_01544	Prbg.g_01281
OG0000755	Praw.g_01543	Prbg.g_01282
OG0000756	Praw.g_01542	Prbg.g_01284
OG0000757	Praw.g_01541	Prbg.g_01285
OG0000758	Praw.g_01540	Prbg.g_01286
OG0000759	Praw.g_01538	Prbg.g_01288
OG0000760	Praw.g_01537	Prbg.g_01289
OG0000761	Praw.g_01536	Prbg.g_01290
OG0000762	Praw.g_01534	Prbg.g_01292
OG0000763	Praw.g_01533	Prbg.g_01293
OG0000764	Praw.g_01532	Prbg.g_01294
OG0000765	Praw.g_01531	Prbg.g_01295
OG0000766	Praw.g_01530	Prbg.g_01296
OG0000767	Praw.g_01528	Prbg.g_01298
OG0000768	Praw.g_01527	Prbg.g_01299
OG0000769	Praw.g_01526	Prbg.g_01300
OG0000770	Praw.g_01525	Prbg.g_01301
OG0000771	Praw.g_01524	Prbg.g_01302
OG0000772	Praw.g_01523	Prbg.g_01552
OG0000773	Praw.g_01522	Prbg.g_01304
OG0000774	Praw.g_01521	Prbg.g_01305
OG0000775	Praw.g_01520	Prbg.g_01306
OG0000776	Praw.g_01518	Prbg.g_01309
OG0000777	Praw.g_01516	Prbg.g_01310
OG0000778	Praw.g_01515	Prbg.g_01311
OG0000779	Praw.g_01514	Prbg.g_01312
OG0000780	Praw.g_01512	Prbg.g_01314
OG0000781	Praw.g_01510	Prbg.g_01316
OG0000782	Praw.g_01509	Prbg.g_01317
OG0000783	Praw.g_01498	Prbg.g_01321
OG0000784	Praw.g_01496	Prbg.g_01323
OG0000785	Praw.g_01495	Prbg.g_01324
OG0000786	Praw.g_01494	Prbg.g_01325
OG0000787	Praw.g_01493	Prbg.g_01326
OG0000788	Praw.g_01489	Prbg.g_01332
OG0000789	Praw.g_01487	Prbg.g_01335
OG0000790	Praw.g_01486	Prbg.g_01336
OG0000791	Praw.g_01485	Prbg.g_01339
OG0000792	Praw.g_01484	Prbg.g_01340
OG0000793	Praw.g_01483	Prbg.g_01341
OG0000794	Praw.g_01481	Prbg.g_01344
OG0000795	Praw.g_01478	Prbg.g_01245
OG0000796	Praw.g_01477	Prbg.g_01244
OG0000797	Praw.g_01475	Prbg.g_01242
OG0000798	Praw.g_01474	Prbg.g_01241
OG0000799	Praw.g_01473	Prbg.g_01240
OG0000800	Praw.g_01472	Prbg.g_01239
OG0000801	Praw.g_01469	Prbg.g_01236
OG0000802	Praw.g_01468	Prbg.g_01235
OG0000803	Praw.g_01466	Prbg.g_01233
OG0000804	Praw.g_01465	Prbg.g_01232
OG0000805	Praw.g_01464	Prbg.g_01231
OG0000806	Praw.g_01462	Prbg.g_01229
OG0000807	Praw.g_01437	Prbg.g_00141
OG0000808	Praw.g_01427	Prbg.g_00022
OG0000809	Praw.g_01424	Prbg.g_01534
OG0000810	Praw.g_01423	Prbg.g_00361
OG0000811	Praw.g_01416	Prbg.g_00455
OG0000812	Praw.g_00172	Prbg.g_01528
OG0000813	Praw.g_00176	Prbg.g_00123
OG0000814	Praw.g_00178	Prbg.g_01555
OG0000815	Praw.g_00187	Prbg.g_00528
OG0000816	Praw.g_00202	Prbg.g_00750
OG0000817	Praw.g_00203	Prbg.g_00751
OG0000818	Praw.g_00208	Prbg.g_00011
OG0000819	Praw.g_00215	Prbg.g_01508
OG0000820	Praw.g_00219	Prbg.g_01502
OG0000821	Praw.g_00221	Prbg.g_01500
OG0000822	Praw.g_00222	Prbg.g_01499
OG0000823	Praw.g_00223	Prbg.g_01498
OG0000824	Praw.g_00224	Prbg.g_01497
OG0000825	Praw.g_00225	Prbg.g_01496
OG0000826	Praw.g_00226	Prbg.g_01495
OG0000827	Praw.g_00227	Prbg.g_01494
OG0000828	Praw.g_00228	Prbg.g_01493
OG0000829	Praw.g_00229	Prbg.g_01492
OG0000830	Praw.g_00230	Prbg.g_01490
OG0000831	Praw.g_00233	Prbg.g_01487
OG0000832	Praw.g_00235	Prbg.g_01485
OG0000833	Praw.g_00236	Prbg.g_01484
OG0000834	Praw.g_00237	Prbg.g_01483
OG0000835	Praw.g_00238	Prbg.g_01482
OG0000836	Praw.g_00239	Prbg.g_01481
OG0000837	Praw.g_00241	Prbg.g_01478
OG0000838	Praw.g_00242	Prbg.g_01477
OG0000839	Praw.g_00243	Prbg.g_01476
OG0000840	Praw.g_00244	Prbg.g_01475
OG0000841	Praw.g_00245	Prbg.g_01474
OG0000842	Praw.g_00246	Prbg.g_01472
OG0000843	Praw.g_00247	Prbg.g_01471
OG0000844	Praw.g_00248	Prbg.g_01470
OG0000845	Praw.g_00249	Prbg.g_01469
OG0000846	Praw.g_00252	Prbg.g_01467
OG0000847	Praw.g_00254	Prbg.g_01465
OG0000848	Praw.g_00255	Prbg.g_01464
OG0000849	Praw.g_00256	Prbg.g_01461
OG0000850	Praw.g_00257	Prbg.g_01460
OG0000851	Praw.g_00258	Prbg.g_01458
OG0000852	Praw.g_00260	Prbg.g_01456
OG0000853	Praw.g_00261	Prbg.g_01454
OG0000854	Praw.g_00263	Prbg.g_01452
OG0000855	Praw.g_00264	Prbg.g_01451
OG0000856	Praw.g_00265	Prbg.g_01450
OG0000857	Praw.g_00266	Prbg.g_01449
OG0000858	Praw.g_00267	Prbg.g_01448
OG0000859	Praw.g_00268	Prbg.g_01447
OG0000860	Praw.g_00269	Prbg.g_01446
OG0000861	Praw.g_00270	Prbg.g_01445
OG0000862	Praw.g_00271	Prbg.g_01444
OG0000863	Praw.g_00272	Prbg.g_01443
OG0000864	Praw.g_00273	Prbg.g_01442
OG0000865	Praw.g_00274	Prbg.g_01441
OG0000866	Praw.g_00275	Prbg.g_01440
OG0000867	Praw.g_00276	Prbg.g_01439
OG0000868	Praw.g_00277	Prbg.g_01438
OG0000869	Praw.g_00279	Prbg.g_01436
OG0000870	Praw.g_00280	Prbg.g_01435
OG0000871	Praw.g_00282	Prbg.g_01434
OG0000872	Praw.g_00283	Prbg.g_01433
OG0000873	Praw.g_00285	Prbg.g_01431
OG0000874	Praw.g_00286	Prbg.g_01430
OG0000875	Praw.g_00287	Prbg.g_01429
OG0000876	Praw.g_00288	Prbg.g_01428
OG0000877	Praw.g_00290	Prbg.g_00351
OG0000878	Praw.g_00954	Prbg.g_01576
OG0000879	Praw.g_00968	Prbg.g_00466
OG0000880	Praw.g_00969	Prbg.g_00467
OG0000881	Praw.g_00970	Prbg.g_00468
OG0000882	Praw.g_00971	Prbg.g_00469
OG0000883	Praw.g_00972	Prbg.g_00470
OG0000884	Praw.g_00976	Prbg.g_00472
OG0000885	Praw.g_00977	Prbg.g_00473
OG0000886	Praw.g_00978	Prbg.g_00474
OG0000887	Praw.g_00979	Prbg.g_00475
OG0000888	Praw.g_00980	Prbg.g_00476
OG0000889	Praw.g_00983	Prbg.g_00479
OG0000890	Praw.g_00984	Prbg.g_00480
OG0000891	Praw.g_00985	Prbg.g_00481
OG0000892	Praw.g_00987	Prbg.g_00484
OG0000893	Praw.g_00988	Prbg.g_00485
OG0000894	Praw.g_00989	Prbg.g_00486
OG0000895	Praw.g_00990	Prbg.g_00487
OG0000896	Praw.g_00991	Prbg.g_00488
OG0000897	Praw.g_00992	Prbg.g_00489
OG0000898	Praw.g_00994	Prbg.g_00492
OG0000899	Praw.g_00995	Prbg.g_00493
OG0000900	Praw.g_00997	Prbg.g_00505
OG0000901	Praw.g_01001	Prbg.g_00501
OG0000902	Praw.g_01002	Prbg.g_00218
OG0000903	Praw.g_01003	Prbg.g_01551
OG0000904	Praw.g_01006	Prbg.g_00690
OG0000905	Praw.g_01008	Prbg.g_01529
OG0000906	Praw.g_01010	Prbg.g_01511
OG0000907	Praw.g_01011	Prbg.g_01223
OG0000908	Praw.g_01014	Prbg.g_01548
OG0000909	Praw.g_01018	Prbg.g_00531
OG0000910	Praw.g_01019	Prbg.g_00532
OG0000911	Praw.g_01020	Prbg.g_00533
OG0000912	Praw.g_01021	Prbg.g_00534
OG0000913	Praw.g_01022	Prbg.g_00535
OG0000914	Praw.g_01023	Prbg.g_00536
OG0000915	Praw.g_01024	Prbg.g_00537
OG0000916	Praw.g_01025	Prbg.g_00538
OG0000917	Praw.g_01026	Prbg.g_00539
OG0000918	Praw.g_01027	Prbg.g_00540
OG0000919	Praw.g_01028	Prbg.g_00541
OG0000920	Praw.g_01029	Prbg.g_00542
OG0000921	Praw.g_01030	Prbg.g_00543
OG0000922	Praw.g_01031	Prbg.g_00544
OG0000923	Praw.g_01032	Prbg.g_00545
OG0000924	Praw.g_01033	Prbg.g_00546
OG0000925	Praw.g_01034	Prbg.g_00547
OG0000926	Praw.g_01052	Prbg.g_01829
OG0000927	Praw.g_01101	Prbg.g_00574
OG0000928	Praw.g_01100	Prbg.g_00575
OG0000929	Praw.g_01099	Prbg.g_00576
OG0000930	Praw.g_01098	Prbg.g_00577
OG0000931	Praw.g_01097	Prbg.g_00578
OG0000932	Praw.g_01095	Prbg.g_00580
OG0000933	Praw.g_01094	Prbg.g_00581
OG0000934	Praw.g_01093	Prbg.g_00582
OG0000935	Praw.g_01092	Prbg.g_00583
OG0000936	Praw.g_01091	Prbg.g_00584
OG0000937	Praw.g_01090	Prbg.g_00585
OG0000938	Praw.g_01089	Prbg.g_00586
OG0000939	Praw.g_01088	Prbg.g_00587
OG0000940	Praw.g_01087	Prbg.g_00588
OG0000941	Praw.g_01085	Prbg.g_00589
OG0000942	Praw.g_01084	Prbg.g_00590
OG0000943	Praw.g_01078	Prbg.g_00593
OG0000944	Praw.g_01077	Prbg.g_00594
OG0000945	Praw.g_01076	Prbg.g_00595
OG0000946	Praw.g_01075	Prbg.g_00596
OG0000947	Praw.g_00343	Prbg.g_00597
OG0000948	Praw.g_00344	Prbg.g_00598
OG0000949	Praw.g_00345	Prbg.g_00599
OG0000950	Praw.g_00346	Prbg.g_00600
OG0000951	Praw.g_00347	Prbg.g_00601
OG0000952	Praw.g_00348	Prbg.g_00602
OG0000953	Praw.g_00349	Prbg.g_00603
OG0000954	Praw.g_00350	Prbg.g_00604
OG0000955	Praw.g_00351	Prbg.g_00605
OG0000956	Praw.g_00352	Prbg.g_00606
OG0000957	Praw.g_00353	Prbg.g_00607
OG0000958	Praw.g_00354	Prbg.g_00608
OG0000959	Praw.g_00355	Prbg.g_00609
OG0000960	Praw.g_00356	Prbg.g_00610
OG0000961	Praw.g_00359	Prbg.g_00614
OG0000962	Praw.g_00360	Prbg.g_00615
OG0000963	Praw.g_00361	Prbg.g_00616
OG0000964	Praw.g_00363	Prbg.g_00618
OG0000965	Praw.g_00364	Prbg.g_00619
OG0000966	Praw.g_00365	Prbg.g_00620
OG0000967	Praw.g_00366	Prbg.g_00621
OG0000968	Praw.g_00367	Prbg.g_00622
OG0000969	Praw.g_00368	Prbg.g_00623
OG0000970	Praw.g_00370	Prbg.g_00624
OG0000971	Praw.g_00371	Prbg.g_00625
OG0000972	Praw.g_00372	Prbg.g_00626
OG0000973	Praw.g_00373	Prbg.g_00627
OG0000974	Praw.g_00375	Prbg.g_00629
OG0000975	Praw.g_00378	Prbg.g_00635
OG0000976	Praw.g_00380	Prbg.g_00637
OG0000977	Praw.g_00381	Prbg.g_00639
OG0000978	Praw.g_00382	Prbg.g_00641
OG0000979	Praw.g_00384	Prbg.g_00643
OG0000980	Praw.g_00385	Prbg.g_00644
OG0000981	Praw.g_00386	Prbg.g_00645
OG0000982	Praw.g_00387	Prbg.g_00646
OG0000983	Praw.g_00389	Prbg.g_00648
OG0000984	Praw.g_00390	Prbg.g_00649
OG0000985	Praw.g_00391	Prbg.g_00650
OG0000986	Praw.g_00392	Prbg.g_00651
OG0000987	Praw.g_00393	Prbg.g_00652
OG0000988	Praw.g_00394	Prbg.g_00653
OG0000989	Praw.g_00395	Prbg.g_00654
OG0000990	Praw.g_00396	Prbg.g_00655
OG0000991	Praw.g_00397	Prbg.g_00656
OG0000992	Praw.g_00398	Prbg.g_00657
OG0000993	Praw.g_00399	Prbg.g_00658
OG0000994	Praw.g_00400	Prbg.g_00659
OG0000995	Praw.g_00401	Prbg.g_00660
OG0000996	Praw.g_00402	Prbg.g_00661
OG0000997	Praw.g_00403	Prbg.g_00662
OG0000998	Praw.g_00404	Prbg.g_00663
OG0000999	Praw.g_00405	Prbg.g_00664
OG0001000	Praw.g_00406	Prbg.g_00665
OG0001001	Praw.g_00408	Prbg.g_00667
OG0001002	Praw.g_00409	Prbg.g_00668
OG0001003	Praw.g_00410	Prbg.g_00669
OG0001004	Praw.g_00411	Prbg.g_00670
OG0001005	Praw.g_00412	Prbg.g_00673
OG0001006	Praw.g_00413	Prbg.g_00674
OG0001007	Praw.g_00414	Prbg.g_00675
OG0001008	Praw.g_00416	Prbg.g_00677
OG0001009	Praw.g_00417	Prbg.g_00678
OG0001010	Praw.g_00423	Prbg.g_01593
OG0001011	Praw.g_00430	Prbg.g_00348
OG0001012	Praw.g_00458	Prbg.g_01174
OG0001013	Praw.g_00509	Prbg.g_01643
OG0001014	Praw.g_00510	Prbg.g_01644
OG0001015	Praw.g_00516	Prbg.g_01651
OG0001016	Praw.g_00517	Prbg.g_01652
OG0001017	Praw.g_00518	Prbg.g_01653
OG0001018	Praw.g_00519	Prbg.g_01654
OG0001019	Praw.g_00521	Prbg.g_01656
OG0001020	Praw.g_00522	Prbg.g_01657
OG0001021	Praw.g_00523	Prbg.g_01658
OG0001022	Praw.g_00524	Prbg.g_01659
OG0001023	Praw.g_00525	Prbg.g_01660
OG0001024	Praw.g_00526	Prbg.g_01662
OG0001025	Praw.g_00527	Prbg.g_01663
OG0001026	Praw.g_00529	Prbg.g_01664
OG0001027	Praw.g_00530	Prbg.g_01665
OG0001028	Praw.g_00531	Prbg.g_01666
OG0001029	Praw.g_00532	Prbg.g_01667
OG0001030	Praw.g_00533	Prbg.g_01668
OG0001031	Praw.g_00534	Prbg.g_01669
OG0001032	Praw.g_00535	Prbg.g_01670
OG0001033	Praw.g_00536	Prbg.g_01671
OG0001034	Praw.g_00537	Prbg.g_01672
OG0001035	Praw.g_00539	Prbg.g_01674
OG0001036	Praw.g_00540	Prbg.g_01675
OG0001037	Praw.g_00541	Prbg.g_01676
OG0001038	Praw.g_00542	Prbg.g_01677
OG0001039	Praw.g_00543	Prbg.g_01678
OG0001040	Praw.g_00544	Prbg.g_01679
OG0001041	Praw.g_00545	Prbg.g_01680
OG0001042	Praw.g_00546	Prbg.g_01681
OG0001043	Praw.g_00547	Prbg.g_01682
OG0001044	Praw.g_00548	Prbg.g_01683
OG0001045	Praw.g_00549	Prbg.g_01684
OG0001046	Praw.g_00550	Prbg.g_01685
OG0001047	Praw.g_00553	Prbg.g_01688
OG0001048	Praw.g_00555	Prbg.g_01690
OG0001049	Praw.g_00556	Prbg.g_01691
OG0001050	Praw.g_00557	Prbg.g_01692
OG0001051	Praw.g_00558	Prbg.g_01693
OG0001052	Praw.g_00559	Prbg.g_01694
OG0001053	Praw.g_00561	Prbg.g_01696
OG0001054	Praw.g_00563	Prbg.g_01698
OG0001055	Praw.g_00564	Prbg.g_01699
OG0001056	Praw.g_00565	Prbg.g_01700
OG0001057	Praw.g_00566	Prbg.g_01701
OG0001058	Praw.g_00567	Prbg.g_01702
OG0001059	Praw.g_00568	Prbg.g_01703
OG0001060	Praw.g_00569	Prbg.g_01704
OG0001061	Praw.g_00570	Prbg.g_01705
OG0001062	Praw.g_00571	Prbg.g_01706
OG0001063	Praw.g_00572	Prbg.g_01707
OG0001064	Praw.g_01921	Prbg.g_01709
OG0001065	Praw.g_01917	Prbg.g_01713
OG0001066	Praw.g_01916	Prbg.g_01715
OG0001067	Praw.g_01915	Prbg.g_01716
OG0001068	Praw.g_01913	Prbg.g_01719
OG0001069	Praw.g_01912	Prbg.g_01720
OG0001070	Praw.g_01911	Prbg.g_01721
OG0001071	Praw.g_01910	Prbg.g_01722
OG0001072	Praw.g_01909	Prbg.g_01723
OG0001073	Praw.g_01908	Prbg.g_01724
OG0001074	Praw.g_01907	Prbg.g_01725
OG0001075	Praw.g_01906	Prbg.g_01726
OG0001076	Praw.g_01905	Prbg.g_01727
OG0001077	Praw.g_01904	Prbg.g_01728
OG0001078	Praw.g_01903	Prbg.g_01729
OG0001079	Praw.g_01902	Prbg.g_01730
OG0001080	Praw.g_01901	Prbg.g_01731
OG0001081	Praw.g_01898	Prbg.g_01735
OG0001082	Praw.g_01897	Prbg.g_01736
OG0001083	Praw.g_01896	Prbg.g_01739
OG0001084	Praw.g_01895	Prbg.g_01738
OG0001085	Praw.g_01894	Prbg.g_01737
OG0001086	Praw.g_01893	Prbg.g_01734
OG0001087	Praw.g_01892	Prbg.g_01733
OG0001088	Praw.g_01891	Prbg.g_01732
OG0001089	Praw.g_00138	Prbg.g_01742
OG0001090	Praw.g_00136	Prbg.g_01744
OG0001091	Praw.g_00135	Prbg.g_01745
OG0001092	Praw.g_00134	Prbg.g_01746
OG0001093	Praw.g_00133	Prbg.g_01747
OG0001094	Praw.g_00132	Prbg.g_01748
OG0001095	Praw.g_00131	Prbg.g_01749
OG0001096	Praw.g_00130	Prbg.g_01750
OG0001097	Praw.g_00129	Prbg.g_01751
OG0001098	Praw.g_00128	Prbg.g_01752
OG0001099	Praw.g_00127	Prbg.g_01753
OG0001100	Praw.g_00126	Prbg.g_01754
OG0001101	Praw.g_00125	Prbg.g_01755
OG0001102	Praw.g_00124	Prbg.g_01756
OG0001103	Praw.g_00123	Prbg.g_01757
OG0001104	Praw.g_00122	Prbg.g_01758
OG0001105	Praw.g_00121	Prbg.g_01759
OG0001106	Praw.g_00120	Prbg.g_01760
OG0001107	Praw.g_00119	Prbg.g_01761
OG0001108	Praw.g_00118	Prbg.g_01762
OG0001109	Praw.g_00117	Prbg.g_01763
OG0001110	Praw.g_00116	Prbg.g_01764
OG0001111	Praw.g_00115	Prbg.g_01765
OG0001112	Praw.g_00114	Prbg.g_01766
OG0001113	Praw.g_00113	Prbg.g_01767
OG0001114	Praw.g_00112	Prbg.g_01768
OG0001115	Praw.g_00111	Prbg.g_01769
OG0001116	Praw.g_00110	Prbg.g_01770
OG0001117	Praw.g_00109	Prbg.g_01771
OG0001118	Praw.g_00108	Prbg.g_01772
OG0001119	Praw.g_00107	Prbg.g_01773
OG0001120	Praw.g_00106	Prbg.g_01774
OG0001121	Praw.g_00104	Prbg.g_01776
OG0001122	Praw.g_00103	Prbg.g_01777
