Orthogroup	Praw	Pran
OG0000565	Praw.g_01879	Pran.g_01535
OG0000566	Praw.g_01878	Pran.g_01534
OG0000567	Praw.g_01877	Pran.g_01533
OG0000568	Praw.g_01876	Pran.g_01532
OG0000569	Praw.g_01875	Pran.g_01531
OG0000570	Praw.g_01874	Pran.g_01530
OG0000571	Praw.g_01873	Pran.g_01529
OG0000572	Praw.g_01872	Pran.g_01528
OG0000573	Praw.g_01869	Pran.g_01525
OG0000574	Praw.g_01868	Pran.g_01524
OG0000575	Praw.g_01867	Pran.g_01523
OG0000576	Praw.g_01866	Pran.g_01522
OG0000577	Praw.g_01865	Pran.g_01521
OG0000578	Praw.g_01864	Pran.g_01520
OG0000579	Praw.g_01863	Pran.g_01519
OG0000580	Praw.g_01862	Pran.g_01518
OG0000581	Praw.g_01861	Pran.g_01517
OG0000582	Praw.g_01860	Pran.g_01516
OG0000583	Praw.g_01859	Pran.g_01515
OG0000584	Praw.g_01858	Pran.g_01514
OG0000585	Praw.g_01857	Pran.g_01513
OG0000586	Praw.g_01855	Pran.g_01511
OG0000587	Praw.g_01854	Pran.g_01510
OG0000588	Praw.g_01852	Pran.g_01508
OG0000589	Praw.g_01851	Pran.g_01507
OG0000590	Praw.g_01849	Pran.g_01505
OG0000591	Praw.g_01843	Pran.g_01499
OG0000592	Praw.g_01842	Pran.g_01498
OG0000593	Praw.g_01841	Pran.g_01497
OG0000594	Praw.g_01839	Pran.g_01495
OG0000595	Praw.g_01838	Pran.g_01494
OG0000596	Praw.g_01837	Pran.g_01493
OG0000597	Praw.g_01835	Pran.g_01491
OG0000598	Praw.g_01834	Pran.g_01490
OG0000599	Praw.g_01833	Pran.g_01489
OG0000600	Praw.g_01832	Pran.g_01488
OG0000601	Praw.g_01830	Pran.g_01486
OG0000602	Praw.g_01829	Pran.g_01485
OG0000603	Praw.g_01828	Pran.g_01484
OG0000604	Praw.g_01827	Pran.g_01483
OG0000605	Praw.g_01826	Pran.g_01482
OG0000606	Praw.g_01825	Pran.g_01481
OG0000607	Praw.g_01823	Pran.g_01479
OG0000608	Praw.g_01822	Pran.g_01478
OG0000609	Praw.g_01818	Pran.g_01472
OG0000610	Praw.g_01817	Pran.g_01471
OG0000611	Praw.g_01808	Pran.g_01459
OG0000612	Praw.g_01807	Pran.g_01458
OG0000613	Praw.g_01806	Pran.g_01457
OG0000614	Praw.g_01805	Pran.g_01456
OG0000615	Praw.g_01803	Pran.g_01454
OG0000616	Praw.g_01802	Pran.g_01453
OG0000617	Praw.g_01801	Pran.g_01452
OG0000618	Praw.g_01800	Pran.g_01451
OG0000619	Praw.g_01799	Pran.g_01450
OG0000620	Praw.g_01798	Pran.g_01449
OG0000621	Praw.g_01797	Pran.g_01448
OG0000622	Praw.g_01796	Pran.g_01447
OG0000623	Praw.g_01795	Pran.g_01446
OG0000624	Praw.g_01794	Pran.g_01445
OG0000625	Praw.g_01793	Pran.g_01444
OG0000626	Praw.g_01792	Pran.g_01443
OG0000627	Praw.g_01791	Pran.g_01442
OG0000628	Praw.g_01790	Pran.g_01441
OG0000629	Praw.g_01789	Pran.g_01440
OG0000630	Praw.g_01788	Pran.g_01439
OG0000631	Praw.g_01786	Pran.g_01437
OG0000632	Praw.g_01763	Pran.g_01420
OG0000633	Praw.g_01759	Pran.g_01415
OG0000634	Praw.g_01745	Pran.g_01400
OG0000635	Praw.g_01732	Pran.g_01378
OG0000636	Praw.g_01731	Pran.g_01377
OG0000637	Praw.g_01730	Pran.g_01376
OG0000638	Praw.g_01719	Pran.g_01365
OG0000639	Praw.g_01710	Pran.g_01356
OG0000640	Praw.g_01708	Pran.g_01354
OG0000641	Praw.g_01706	Pran.g_01352
OG0000642	Praw.g_01705	Pran.g_01351
OG0000643	Praw.g_01704	Pran.g_01350
OG0000644	Praw.g_01703	Pran.g_01349
OG0000645	Praw.g_01702	Pran.g_01348
OG0000646	Praw.g_01701	Pran.g_01347
OG0000647	Praw.g_01700	Pran.g_01346
OG0000648	Praw.g_01698	Pran.g_01344
OG0000649	Praw.g_01697	Pran.g_01343
OG0000650	Praw.g_01696	Pran.g_01342
OG0000651	Praw.g_01695	Pran.g_01341
OG0000652	Praw.g_01694	Pran.g_01340
OG0000653	Praw.g_01693	Pran.g_01339
OG0000654	Praw.g_01691	Pran.g_01337
OG0000655	Praw.g_01689	Pran.g_01335
OG0000656	Praw.g_01688	Pran.g_01334
OG0000657	Praw.g_01687	Pran.g_01333
OG0000658	Praw.g_01686	Pran.g_01332
OG0000659	Praw.g_01685	Pran.g_01331
OG0000660	Praw.g_01684	Pran.g_01330
OG0000661	Praw.g_01683	Pran.g_01329
OG0000662	Praw.g_01682	Pran.g_01328
OG0000663	Praw.g_01681	Pran.g_01327
OG0000664	Praw.g_01680	Pran.g_01326
OG0000665	Praw.g_01679	Pran.g_01325
OG0000666	Praw.g_01678	Pran.g_01324
OG0000667	Praw.g_01677	Pran.g_01323
OG0000668	Praw.g_01676	Pran.g_01322
OG0000669	Praw.g_01674	Pran.g_01320
OG0000670	Praw.g_01673	Pran.g_01319
OG0000671	Praw.g_01672	Pran.g_01318
OG0000672	Praw.g_01671	Pran.g_01317
OG0000673	Praw.g_01670	Pran.g_01316
OG0000674	Praw.g_01669	Pran.g_01315
OG0000675	Praw.g_01668	Pran.g_01313
OG0000676	Praw.g_01667	Pran.g_01312
OG0000677	Praw.g_01665	Pran.g_01310
OG0000678	Praw.g_01663	Pran.g_01308
OG0000679	Praw.g_01662	Pran.g_01307
OG0000680	Praw.g_01661	Pran.g_01306
OG0000681	Praw.g_01660	Pran.g_01305
OG0000682	Praw.g_01659	Pran.g_01304
OG0000683	Praw.g_01657	Pran.g_01302
OG0000684	Praw.g_01656	Pran.g_01301
OG0000685	Praw.g_01655	Pran.g_01300
OG0000686	Praw.g_01654	Pran.g_01299
OG0000687	Praw.g_01653	Pran.g_01298
OG0000688	Praw.g_01652	Pran.g_01297
OG0000689	Praw.g_01651	Pran.g_01296
OG0000690	Praw.g_01650	Pran.g_01295
OG0000691	Praw.g_01649	Pran.g_01294
OG0000692	Praw.g_01647	Pran.g_01292
OG0000693	Praw.g_01646	Pran.g_01291
OG0000694	Praw.g_01645	Pran.g_01290
OG0000695	Praw.g_01644	Pran.g_01289
OG0000696	Praw.g_01643	Pran.g_01287
OG0000697	Praw.g_01641	Pran.g_01285
OG0000698	Praw.g_01639	Pran.g_01283
OG0000699	Praw.g_01638	Pran.g_01282
OG0000700	Praw.g_01611	Pran.g_00413
OG0000701	Praw.g_01608	Pran.g_00418
OG0000702	Praw.g_01605	Pran.g_00421
OG0000703	Praw.g_01604	Pran.g_00422
OG0000704	Praw.g_01603	Pran.g_00423
OG0000705	Praw.g_01602	Pran.g_00424
OG0000706	Praw.g_01601	Pran.g_00425
OG0000707	Praw.g_01600	Pran.g_00426
OG0000708	Praw.g_01599	Pran.g_00427
OG0000709	Praw.g_01597	Pran.g_00429
OG0000710	Praw.g_01596	Pran.g_00430
OG0000711	Praw.g_01595	Pran.g_00431
OG0000712	Praw.g_01594	Pran.g_00432
OG0000713	Praw.g_01593	Pran.g_00433
OG0000714	Praw.g_01591	Pran.g_00435
OG0000715	Praw.g_01590	Pran.g_00436
OG0000716	Praw.g_01588	Pran.g_00438
OG0000717	Praw.g_01587	Pran.g_00439
OG0000718	Praw.g_01586	Pran.g_00440
OG0000719	Praw.g_01584	Pran.g_00442
OG0000720	Praw.g_01583	Pran.g_00443
OG0000721	Praw.g_01581	Pran.g_00445
OG0000722	Praw.g_01580	Pran.g_00446
OG0000723	Praw.g_01579	Pran.g_00447
OG0000724	Praw.g_01577	Pran.g_00449
OG0000725	Praw.g_01576	Pran.g_00450
OG0000726	Praw.g_01575	Pran.g_00451
OG0000727	Praw.g_01574	Pran.g_00452
OG0000728	Praw.g_01573	Pran.g_00453
OG0000729	Praw.g_01572	Pran.g_00454
OG0000730	Praw.g_01571	Pran.g_00455
OG0000731	Praw.g_01570	Pran.g_00456
OG0000732	Praw.g_01569	Pran.g_00457
OG0000733	Praw.g_01568	Pran.g_00458
OG0000734	Praw.g_01567	Pran.g_00459
OG0000735	Praw.g_01565	Pran.g_00461
OG0000736	Praw.g_01564	Pran.g_00462
OG0000737	Praw.g_01563	Pran.g_00463
OG0000738	Praw.g_01562	Pran.g_00464
OG0000739	Praw.g_01561	Pran.g_00465
OG0000740	Praw.g_01560	Pran.g_00466
OG0000741	Praw.g_01559	Pran.g_00467
OG0000742	Praw.g_01557	Pran.g_00469
OG0000743	Praw.g_01556	Pran.g_00470
OG0000744	Praw.g_01555	Pran.g_00471
OG0000745	Praw.g_01554	Pran.g_00472
OG0000746	Praw.g_01553	Pran.g_00473
OG0000747	Praw.g_01552	Pran.g_00474
OG0000748	Praw.g_01551	Pran.g_00475
OG0000749	Praw.g_01550	Pran.g_00476
OG0000750	Praw.g_01549	Pran.g_00477
OG0000751	Praw.g_01548	Pran.g_00478
OG0000752	Praw.g_01547	Pran.g_00479
OG0000753	Praw.g_01545	Pran.g_00481
OG0000754	Praw.g_01544	Pran.g_00482
OG0000755	Praw.g_01543	Pran.g_00483
OG0000756	Praw.g_01542	Pran.g_00484
OG0000757	Praw.g_01541	Pran.g_00485
OG0000758	Praw.g_01540	Pran.g_00486
OG0000759	Praw.g_01538	Pran.g_00488
OG0000760	Praw.g_01537	Pran.g_00489
OG0000761	Praw.g_01536	Pran.g_00490
OG0000762	Praw.g_01534	Pran.g_00492
OG0000763	Praw.g_01533	Pran.g_00493
OG0000764	Praw.g_01532	Pran.g_00494
OG0000765	Praw.g_01531	Pran.g_00495
OG0000766	Praw.g_01530	Pran.g_00496
OG0000767	Praw.g_01528	Pran.g_00498
OG0000768	Praw.g_01527	Pran.g_00499
OG0000769	Praw.g_01526	Pran.g_00500
OG0000770	Praw.g_01525	Pran.g_00501
OG0000771	Praw.g_01524	Pran.g_00502
OG0000772	Praw.g_01523	Pran.g_00503
OG0000773	Praw.g_01522	Pran.g_00504
OG0000774	Praw.g_01521	Pran.g_00505
OG0000775	Praw.g_01520	Pran.g_00506
OG0000776	Praw.g_01518	Pran.g_00508
OG0000777	Praw.g_01516	Pran.g_00510
OG0000778	Praw.g_01515	Pran.g_00511
OG0000779	Praw.g_01514	Pran.g_00512
OG0000780	Praw.g_01512	Pran.g_00514
OG0000781	Praw.g_01510	Pran.g_00516
OG0000782	Praw.g_01509	Pran.g_00517
OG0000783	Praw.g_01498	Pran.g_00537
OG0000784	Praw.g_01496	Pran.g_00539
OG0000785	Praw.g_01495	Pran.g_00540
OG0000786	Praw.g_01494	Pran.g_00541
OG0000787	Praw.g_01493	Pran.g_00542
OG0000788	Praw.g_01489	Pran.g_00546
OG0000789	Praw.g_01487	Pran.g_00548
OG0000790	Praw.g_01486	Pran.g_00549
OG0000791	Praw.g_01485	Pran.g_00550
OG0000792	Praw.g_01484	Pran.g_00551
OG0000793	Praw.g_01483	Pran.g_00552
OG0000794	Praw.g_01481	Pran.g_00554
OG0000795	Praw.g_01478	Pran.g_00557
OG0000796	Praw.g_01477	Pran.g_00558
OG0000797	Praw.g_01475	Pran.g_00560
OG0000798	Praw.g_01474	Pran.g_00561
OG0000799	Praw.g_01473	Pran.g_00562
OG0000800	Praw.g_01472	Pran.g_00563
OG0000801	Praw.g_01469	Pran.g_00566
OG0000802	Praw.g_01468	Pran.g_00567
OG0000803	Praw.g_01466	Pran.g_00569
OG0000804	Praw.g_01465	Pran.g_00570
OG0000805	Praw.g_01464	Pran.g_00571
OG0000806	Praw.g_01462	Pran.g_00573
OG0000807	Praw.g_01437	Pran.g_00154
OG0000808	Praw.g_01427	Pran.g_00144
OG0000809	Praw.g_01424	Pran.g_00141
OG0000810	Praw.g_01423	Pran.g_00140
OG0000811	Praw.g_01416	Pran.g_00133
OG0000812	Praw.g_00172	Pran.g_00129
OG0000813	Praw.g_00176	Pran.g_00125
OG0000814	Praw.g_00178	Pran.g_00123
OG0000815	Praw.g_00187	Pran.g_00110
OG0000816	Praw.g_00202	Pran.g_00092
OG0000817	Praw.g_00203	Pran.g_00091
OG0000818	Praw.g_00208	Pran.g_00085
OG0000819	Praw.g_00215	Pran.g_00078
OG0000820	Praw.g_00219	Pran.g_00075
OG0000821	Praw.g_00221	Pran.g_00073
OG0000822	Praw.g_00222	Pran.g_00072
OG0000823	Praw.g_00223	Pran.g_00071
OG0000824	Praw.g_00224	Pran.g_00070
OG0000825	Praw.g_00225	Pran.g_00069
OG0000826	Praw.g_00226	Pran.g_00068
OG0000827	Praw.g_00227	Pran.g_00067
OG0000828	Praw.g_00228	Pran.g_00066
OG0000829	Praw.g_00229	Pran.g_00065
OG0000830	Praw.g_00230	Pran.g_00064
OG0000831	Praw.g_00233	Pran.g_00061
OG0000832	Praw.g_00235	Pran.g_00059
OG0000833	Praw.g_00236	Pran.g_00058
OG0000834	Praw.g_00237	Pran.g_00057
OG0000835	Praw.g_00238	Pran.g_00056
OG0000836	Praw.g_00239	Pran.g_00055
OG0000837	Praw.g_00241	Pran.g_00053
OG0000838	Praw.g_00242	Pran.g_00052
OG0000839	Praw.g_00243	Pran.g_00051
OG0000840	Praw.g_00244	Pran.g_00050
OG0000841	Praw.g_00245	Pran.g_00049
OG0000842	Praw.g_00246	Pran.g_00048
OG0000843	Praw.g_00247	Pran.g_00047
OG0000844	Praw.g_00248	Pran.g_00046
OG0000845	Praw.g_00249	Pran.g_00045
OG0000846	Praw.g_00252	Pran.g_00042
OG0000847	Praw.g_00254	Pran.g_00040
OG0000848	Praw.g_00255	Pran.g_00039
OG0000849	Praw.g_00256	Pran.g_00038
OG0000850	Praw.g_00257	Pran.g_00037
OG0000851	Praw.g_00258	Pran.g_00036
OG0000852	Praw.g_00260	Pran.g_00034
OG0000853	Praw.g_00261	Pran.g_00033
OG0000854	Praw.g_00263	Pran.g_00031
OG0000855	Praw.g_00264	Pran.g_00030
OG0000856	Praw.g_00265	Pran.g_00029
OG0000857	Praw.g_00266	Pran.g_00028
OG0000858	Praw.g_00267	Pran.g_00027
OG0000859	Praw.g_00268	Pran.g_00026
OG0000860	Praw.g_00269	Pran.g_00025
OG0000861	Praw.g_00270	Pran.g_00024
OG0000862	Praw.g_00271	Pran.g_00023
OG0000863	Praw.g_00272	Pran.g_00022
OG0000864	Praw.g_00273	Pran.g_00021
OG0000865	Praw.g_00274	Pran.g_00020
OG0000866	Praw.g_00275	Pran.g_00019
OG0000867	Praw.g_00276	Pran.g_00018
OG0000868	Praw.g_00277	Pran.g_00017
OG0000869	Praw.g_00279	Pran.g_00015
OG0000870	Praw.g_00280	Pran.g_00014
OG0000871	Praw.g_00282	Pran.g_00012
OG0000872	Praw.g_00283	Pran.g_00011
OG0000873	Praw.g_00285	Pran.g_00009
OG0000874	Praw.g_00286	Pran.g_00008
OG0000875	Praw.g_00287	Pran.g_00007
OG0000876	Praw.g_00288	Pran.g_00006
OG0000877	Praw.g_00290	Pran.g_00004
OG0000878	Praw.g_00954	Pran.g_00899
OG0000879	Praw.g_00968	Pran.g_00887
OG0000880	Praw.g_00969	Pran.g_00886
OG0000881	Praw.g_00970	Pran.g_00885
OG0000882	Praw.g_00971	Pran.g_00884
OG0000883	Praw.g_00972	Pran.g_00883
OG0000884	Praw.g_00976	Pran.g_00881
OG0000885	Praw.g_00977	Pran.g_00880
OG0000886	Praw.g_00978	Pran.g_00879
OG0000887	Praw.g_00979	Pran.g_00878
OG0000888	Praw.g_00980	Pran.g_00877
OG0000889	Praw.g_00983	Pran.g_00874
OG0000890	Praw.g_00984	Pran.g_00873
OG0000891	Praw.g_00985	Pran.g_00872
OG0000892	Praw.g_00987	Pran.g_00870
OG0000893	Praw.g_00988	Pran.g_00869
OG0000894	Praw.g_00989	Pran.g_00868
OG0000895	Praw.g_00990	Pran.g_00867
OG0000896	Praw.g_00991	Pran.g_00866
OG0000897	Praw.g_00992	Pran.g_00865
OG0000898	Praw.g_00994	Pran.g_00863
OG0000899	Praw.g_00995	Pran.g_00862
OG0000900	Praw.g_00997	Pran.g_00855
OG0000901	Praw.g_01001	Pran.g_00854
OG0000902	Praw.g_01002	Pran.g_00853
OG0000903	Praw.g_01003	Pran.g_00852
OG0000904	Praw.g_01006	Pran.g_00850
OG0000905	Praw.g_01008	Pran.g_00848
OG0000906	Praw.g_01010	Pran.g_00847
OG0000907	Praw.g_01011	Pran.g_00846
OG0000908	Praw.g_01014	Pran.g_00843
OG0000909	Praw.g_01018	Pran.g_00839
OG0000910	Praw.g_01019	Pran.g_00838
OG0000911	Praw.g_01020	Pran.g_00837
OG0000912	Praw.g_01021	Pran.g_00836
OG0000913	Praw.g_01022	Pran.g_00835
OG0000914	Praw.g_01023	Pran.g_00834
OG0000915	Praw.g_01024	Pran.g_00833
OG0000916	Praw.g_01025	Pran.g_00832
OG0000917	Praw.g_01026	Pran.g_00831
OG0000918	Praw.g_01027	Pran.g_00830
OG0000919	Praw.g_01028	Pran.g_00829
OG0000920	Praw.g_01029	Pran.g_00828
OG0000921	Praw.g_01030	Pran.g_00827
OG0000922	Praw.g_01031	Pran.g_00826
OG0000923	Praw.g_01032	Pran.g_00825
OG0000924	Praw.g_01033	Pran.g_00824
OG0000925	Praw.g_01034	Pran.g_00823
OG0000926	Praw.g_01052	Pran.g_00822
OG0000927	Praw.g_01101	Pran.g_00751
OG0000928	Praw.g_01100	Pran.g_00750
OG0000929	Praw.g_01099	Pran.g_00749
OG0000930	Praw.g_01098	Pran.g_00748
OG0000931	Praw.g_01097	Pran.g_00747
OG0000932	Praw.g_01095	Pran.g_00745
OG0000933	Praw.g_01094	Pran.g_00744
OG0000934	Praw.g_01093	Pran.g_00743
OG0000935	Praw.g_01092	Pran.g_00742
OG0000936	Praw.g_01091	Pran.g_00741
OG0000937	Praw.g_01090	Pran.g_00740
OG0000938	Praw.g_01089	Pran.g_00739
OG0000939	Praw.g_01088	Pran.g_00738
OG0000940	Praw.g_01087	Pran.g_00737
OG0000941	Praw.g_01085	Pran.g_00735
OG0000942	Praw.g_01084	Pran.g_00734
OG0000943	Praw.g_01078	Pran.g_00731
OG0000944	Praw.g_01077	Pran.g_00730
OG0000945	Praw.g_01076	Pran.g_00729
OG0000946	Praw.g_01075	Pran.g_00728
OG0000947	Praw.g_00343	Pran.g_00727
OG0000948	Praw.g_00344	Pran.g_00726
OG0000949	Praw.g_00345	Pran.g_00725
OG0000950	Praw.g_00346	Pran.g_00724
OG0000951	Praw.g_00347	Pran.g_00723
OG0000952	Praw.g_00348	Pran.g_00722
OG0000953	Praw.g_00349	Pran.g_00721
OG0000954	Praw.g_00350	Pran.g_00720
OG0000955	Praw.g_00351	Pran.g_00719
OG0000956	Praw.g_00352	Pran.g_00718
OG0000957	Praw.g_00353	Pran.g_00717
OG0000958	Praw.g_00354	Pran.g_00716
OG0000959	Praw.g_00355	Pran.g_00715
OG0000960	Praw.g_00356	Pran.g_00714
OG0000961	Praw.g_00359	Pran.g_00710
OG0000962	Praw.g_00360	Pran.g_00709
OG0000963	Praw.g_00361	Pran.g_00708
OG0000964	Praw.g_00363	Pran.g_00706
OG0000965	Praw.g_00364	Pran.g_00705
OG0000966	Praw.g_00365	Pran.g_00704
OG0000967	Praw.g_00366	Pran.g_00703
OG0000968	Praw.g_00367	Pran.g_00702
OG0000969	Praw.g_00368	Pran.g_00701
OG0000970	Praw.g_00370	Pran.g_00700
OG0000971	Praw.g_00371	Pran.g_00699
OG0000972	Praw.g_00372	Pran.g_00698
OG0000973	Praw.g_00373	Pran.g_00697
OG0000974	Praw.g_00375	Pran.g_00695
OG0000975	Praw.g_00378	Pran.g_00692
OG0000976	Praw.g_00380	Pran.g_00690
OG0000977	Praw.g_00381	Pran.g_00689
OG0000978	Praw.g_00382	Pran.g_00688
OG0000979	Praw.g_00384	Pran.g_00686
OG0000980	Praw.g_00385	Pran.g_00685
OG0000981	Praw.g_00386	Pran.g_00684
OG0000982	Praw.g_00387	Pran.g_00683
OG0000983	Praw.g_00389	Pran.g_00681
OG0000984	Praw.g_00390	Pran.g_00680
OG0000985	Praw.g_00391	Pran.g_00679
OG0000986	Praw.g_00392	Pran.g_00678
OG0000987	Praw.g_00393	Pran.g_00677
OG0000988	Praw.g_00394	Pran.g_00676
OG0000989	Praw.g_00395	Pran.g_00675
OG0000990	Praw.g_00396	Pran.g_00674
OG0000991	Praw.g_00397	Pran.g_00673
OG0000992	Praw.g_00398	Pran.g_00672
OG0000993	Praw.g_00399	Pran.g_00671
OG0000994	Praw.g_00400	Pran.g_00670
OG0000995	Praw.g_00401	Pran.g_00669
OG0000996	Praw.g_00402	Pran.g_00668
OG0000997	Praw.g_00403	Pran.g_00667
OG0000998	Praw.g_00404	Pran.g_00666
OG0000999	Praw.g_00405	Pran.g_00665
OG0001000	Praw.g_00406	Pran.g_00664
OG0001001	Praw.g_00408	Pran.g_00662
OG0001002	Praw.g_00409	Pran.g_00661
OG0001003	Praw.g_00410	Pran.g_00660
OG0001004	Praw.g_00411	Pran.g_00659
OG0001005	Praw.g_00412	Pran.g_00658
OG0001006	Praw.g_00413	Pran.g_00657
OG0001007	Praw.g_00414	Pran.g_00656
OG0001008	Praw.g_00416	Pran.g_00654
OG0001009	Praw.g_00417	Pran.g_00653
OG0001010	Praw.g_00423	Pran.g_00646
OG0001011	Praw.g_00430	Pran.g_00636
OG0001012	Praw.g_00458	Pran.g_00598
OG0001013	Praw.g_00509	Pran.g_00964
OG0001014	Praw.g_00510	Pran.g_00965
OG0001015	Praw.g_00516	Pran.g_00971
OG0001016	Praw.g_00517	Pran.g_00972
OG0001017	Praw.g_00518	Pran.g_00973
OG0001018	Praw.g_00519	Pran.g_00974
OG0001019	Praw.g_00521	Pran.g_00976
OG0001020	Praw.g_00522	Pran.g_00977
OG0001021	Praw.g_00523	Pran.g_00978
OG0001022	Praw.g_00524	Pran.g_00979
OG0001023	Praw.g_00525	Pran.g_00980
OG0001024	Praw.g_00526	Pran.g_00981
OG0001025	Praw.g_00527	Pran.g_00982
OG0001026	Praw.g_00529	Pran.g_00984
OG0001027	Praw.g_00530	Pran.g_00985
OG0001028	Praw.g_00531	Pran.g_00986
OG0001029	Praw.g_00532	Pran.g_00987
OG0001030	Praw.g_00533	Pran.g_00988
OG0001031	Praw.g_00534	Pran.g_00989
OG0001032	Praw.g_00535	Pran.g_00990
OG0001033	Praw.g_00536	Pran.g_00991
OG0001034	Praw.g_00537	Pran.g_00992
OG0001035	Praw.g_00539	Pran.g_00994
OG0001036	Praw.g_00540	Pran.g_00995
OG0001037	Praw.g_00541	Pran.g_00996
OG0001038	Praw.g_00542	Pran.g_00997
OG0001039	Praw.g_00543	Pran.g_00998
OG0001040	Praw.g_00544	Pran.g_00999
OG0001041	Praw.g_00545	Pran.g_01000
OG0001042	Praw.g_00546	Pran.g_01001
OG0001043	Praw.g_00547	Pran.g_01002
OG0001044	Praw.g_00548	Pran.g_01003
OG0001045	Praw.g_00549	Pran.g_01004
OG0001046	Praw.g_00550	Pran.g_01005
OG0001047	Praw.g_00553	Pran.g_01008
OG0001048	Praw.g_00555	Pran.g_01010
OG0001049	Praw.g_00556	Pran.g_01011
OG0001050	Praw.g_00557	Pran.g_01012
OG0001051	Praw.g_00558	Pran.g_01013
OG0001052	Praw.g_00559	Pran.g_01014
OG0001053	Praw.g_00561	Pran.g_01015
OG0001054	Praw.g_00563	Pran.g_01017
OG0001055	Praw.g_00564	Pran.g_01018
OG0001056	Praw.g_00565	Pran.g_01019
OG0001057	Praw.g_00566	Pran.g_01020
OG0001058	Praw.g_00567	Pran.g_01021
OG0001059	Praw.g_00568	Pran.g_01022
OG0001060	Praw.g_00569	Pran.g_01023
OG0001061	Praw.g_00570	Pran.g_01024
OG0001062	Praw.g_00571	Pran.g_01025
OG0001063	Praw.g_00572	Pran.g_01026
OG0001064	Praw.g_01921	Pran.g_01028
OG0001065	Praw.g_01917	Pran.g_01032
OG0001066	Praw.g_01916	Pran.g_01033
OG0001067	Praw.g_01915	Pran.g_01034
OG0001068	Praw.g_01913	Pran.g_01036
OG0001069	Praw.g_01912	Pran.g_01037
OG0001070	Praw.g_01911	Pran.g_01038
OG0001071	Praw.g_01910	Pran.g_01039
OG0001072	Praw.g_01909	Pran.g_01040
OG0001073	Praw.g_01908	Pran.g_01041
OG0001074	Praw.g_01907	Pran.g_01042
OG0001075	Praw.g_01906	Pran.g_01044
OG0001076	Praw.g_01905	Pran.g_01045
OG0001077	Praw.g_01904	Pran.g_01046
OG0001078	Praw.g_01903	Pran.g_01047
OG0001079	Praw.g_01902	Pran.g_01048
OG0001080	Praw.g_01901	Pran.g_01049
OG0001081	Praw.g_01898	Pran.g_01052
OG0001082	Praw.g_01897	Pran.g_01053
OG0001083	Praw.g_01896	Pran.g_01054
OG0001084	Praw.g_01895	Pran.g_01055
OG0001085	Praw.g_01894	Pran.g_01056
OG0001086	Praw.g_01893	Pran.g_01057
OG0001087	Praw.g_01892	Pran.g_01058
OG0001088	Praw.g_01891	Pran.g_01059
OG0001089	Praw.g_00138	Pran.g_01062
OG0001090	Praw.g_00136	Pran.g_01064
OG0001091	Praw.g_00135	Pran.g_01065
OG0001092	Praw.g_00134	Pran.g_01066
OG0001093	Praw.g_00133	Pran.g_01067
OG0001094	Praw.g_00132	Pran.g_01069
OG0001095	Praw.g_00131	Pran.g_01070
OG0001096	Praw.g_00130	Pran.g_01071
OG0001097	Praw.g_00129	Pran.g_01072
OG0001098	Praw.g_00128	Pran.g_01073
OG0001099	Praw.g_00127	Pran.g_01074
OG0001100	Praw.g_00126	Pran.g_01075
OG0001101	Praw.g_00125	Pran.g_01076
OG0001102	Praw.g_00124	Pran.g_01077
OG0001103	Praw.g_00123	Pran.g_01078
OG0001104	Praw.g_00122	Pran.g_01079
OG0001105	Praw.g_00121	Pran.g_01080
OG0001106	Praw.g_00120	Pran.g_01081
OG0001107	Praw.g_00119	Pran.g_01082
OG0001108	Praw.g_00118	Pran.g_01083
OG0001109	Praw.g_00117	Pran.g_01084
OG0001110	Praw.g_00116	Pran.g_01085
OG0001111	Praw.g_00115	Pran.g_01086
OG0001112	Praw.g_00114	Pran.g_01087
OG0001113	Praw.g_00113	Pran.g_01088
OG0001114	Praw.g_00112	Pran.g_01089
OG0001115	Praw.g_00111	Pran.g_01090
OG0001116	Praw.g_00110	Pran.g_01091
OG0001117	Praw.g_00109	Pran.g_01092
OG0001118	Praw.g_00108	Pran.g_01093
OG0001119	Praw.g_00107	Pran.g_01094
OG0001120	Praw.g_00106	Pran.g_01095
OG0001121	Praw.g_00104	Pran.g_01097
OG0001122	Praw.g_00103	Pran.g_01098
OG0001123	Praw.g_00102	Pran.g_01099
OG0001124	Praw.g_00100	Pran.g_01101
OG0001125	Praw.g_00098	Pran.g_01103
OG0001126	Praw.g_00097	Pran.g_01104
OG0001127	Praw.g_00095	Pran.g_01106
OG0001128	Praw.g_00094	Pran.g_01107
OG0001129	Praw.g_00093	Pran.g_01108
OG0001130	Praw.g_00090	Pran.g_01111
OG0001131	Praw.g_00089	Pran.g_01112
OG0001132	Praw.g_00088	Pran.g_01113
OG0001133	Praw.g_00087	Pran.g_01114
OG0001134	Praw.g_00086	Pran.g_01115
OG0001135	Praw.g_00085	Pran.g_01116
OG0001136	Praw.g_00084	Pran.g_01117
OG0001137	Praw.g_00083	Pran.g_01118
OG0001138	Praw.g_00082	Pran.g_01119
OG0001139	Praw.g_00081	Pran.g_01120
OG0001140	Praw.g_00080	Pran.g_01121
OG0001141	Praw.g_00079	Pran.g_01122
OG0001142	Praw.g_00076	Pran.g_01125
OG0001143	Praw.g_00075	Pran.g_01126
OG0001144	Praw.g_00074	Pran.g_01127
OG0001145	Praw.g_00073	Pran.g_01128
OG0001146	Praw.g_00072	Pran.g_01129
