Orthogroup	Syap	Syak
OG0000591	Syap.g_01289	Syak.g_00017
OG0000592	Syap.g_01288	Syak.g_00018
OG0000593	Syap.g_00890	Syak.g_00031
OG0000594	Syap.g_00891	Syak.g_00032
OG0000595	Syap.g_00892	Syak.g_00033
OG0000596	Syap.g_00898	Syak.g_00038
OG0000597	Syap.g_00903	Syak.g_00041
OG0000598	Syap.g_00904	Syak.g_00042
OG0000599	Syap.g_00908	Syak.g_00045
OG0000600	Syap.g_00909	Syak.g_00046
OG0000601	Syap.g_00910	Syak.g_00047
OG0000602	Syap.g_00640	Syak.g_00053
OG0000603	Syap.g_00641	Syak.g_00054
OG0000604	Syap.g_02769	Syak.g_00056
OG0000605	Syap.g_02501, Syap.g_02771	Syak.g_00259
OG0000606	Syap.g_02506	Syak.g_00326
OG0000607	Syap.g_00093	Syak.g_00329
OG0000608	Syap.g_00094	Syak.g_00330
OG0000609	Syap.g_00096	Syak.g_00332
OG0000610	Syap.g_01963	Syak.g_00347
OG0000611	Syap.g_01958	Syak.g_00350
OG0000612	Syap.g_01957	Syak.g_00351
OG0000613	Syap.g_02480	Syak.g_01525
OG0000615	Syap.g_00154	Syak.g_00393
OG0000616	Syap.g_00127	Syak.g_01810
OG0000617	Syap.g_00513	Syak.g_00799
OG0000618	Syap.g_00514	Syak.g_00798
OG0000619	Syap.g_00515	Syak.g_00797
OG0000620	Syap.g_00520	Syak.g_00779
OG0000621	Syap.g_00521	Syak.g_00780
OG0000622	Syap.g_00523	Syak.g_00781
OG0000623	Syap.g_00526	Syak.g_00782
OG0000624	Syap.g_00527	Syak.g_00784
OG0000625	Syap.g_00528	Syak.g_00785
OG0000626	Syap.g_00529	Syak.g_00786
OG0000627	Syap.g_00848	Syak.g_00561
OG0000628	Syap.g_00850	Syak.g_00560
OG0000629	Syap.g_02334	Syak.g_00556
OG0000630	Syap.g_02793	Syak.g_00552
OG0000631	Syap.g_01724	Syak.g_00545
OG0000632	Syap.g_01725	Syak.g_00544
OG0000633	Syap.g_01726	Syak.g_00542
OG0000634	Syap.g_00190	Syak.g_00430
OG0000635	Syap.g_00191	Syak.g_00431
OG0000636	Syap.g_00193	Syak.g_00433
OG0000637	Syap.g_00195	Syak.g_00435
OG0000638	Syap.g_00196	Syak.g_00436
OG0000639	Syap.g_00197	Syak.g_00437
OG0000640	Syap.g_00198	Syak.g_00438
OG0000641	Syap.g_00203	Syak.g_00442
OG0000642	Syap.g_02732	Syak.g_00443
OG0000643	Syap.g_02731	Syak.g_00444
OG0000644	Syap.g_02730	Syak.g_00445
OG0000645	Syap.g_02726	Syak.g_00447
OG0000646	Syap.g_02723	Syak.g_00450
OG0000647	Syap.g_02721	Syak.g_00452
OG0000648	Syap.g_02719	Syak.g_00456
OG0000649	Syap.g_02718	Syak.g_00457
OG0000650	Syap.g_02717	Syak.g_00458
OG0000651	Syap.g_02716	Syak.g_00459
OG0000652	Syap.g_02715	Syak.g_00460
OG0000653	Syap.g_02713	Syak.g_00462
OG0000654	Syap.g_02711	Syak.g_00625
OG0000655	Syap.g_02710	Syak.g_00624
OG0000656	Syap.g_02706	Syak.g_00621
OG0000657	Syap.g_01845	Syak.g_00609
OG0000658	Syap.g_01841	Syak.g_00606
OG0000659	Syap.g_01840	Syak.g_00605
OG0000660	Syap.g_01835	Syak.g_00601
OG0000662	Syap.g_00823	Syak.g_00597
OG0000663	Syap.g_00826	Syak.g_00594
OG0000664	Syap.g_00828	Syak.g_00593
OG0000665	Syap.g_02331	Syak.g_00086
OG0000666	Syap.g_01573	Syak.g_00078
OG0000667	Syap.g_01979	Syak.g_00340
OG0000668	Syap.g_02765	Syak.g_00643
OG0000669	Syap.g_02371	Syak.g_00363
OG0000670	Syap.g_02368	Syak.g_00366
OG0000671	Syap.g_01260	Syak.g_00368
OG0000672	Syap.g_01257	Syak.g_00371
OG0000673	Syap.g_01253	Syak.g_00374
OG0000674	Syap.g_01251	Syak.g_00376
OG0000675	Syap.g_01250	Syak.g_00377
OG0000676	Syap.g_01248	Syak.g_00379
OG0000677	Syap.g_01246	Syak.g_00380
OG0000678	Syap.g_01239	Syak.g_00386
OG0000679	Syap.g_00157	Syak.g_00397
OG0000680	Syap.g_00158	Syak.g_00398
OG0000681	Syap.g_00163	Syak.g_00401
OG0000682	Syap.g_00165	Syak.g_00402
OG0000683	Syap.g_00166	Syak.g_00403
OG0000684	Syap.g_00169	Syak.g_00409
OG0000685	Syap.g_00172	Syak.g_00411
OG0000686	Syap.g_00173	Syak.g_00412
OG0000687	Syap.g_00174	Syak.g_00413
OG0000688	Syap.g_00178	Syak.g_00418
OG0000689	Syap.g_00180	Syak.g_00421
OG0000690	Syap.g_00181	Syak.g_00422
OG0000691	Syap.g_00182	Syak.g_00423
OG0000692	Syap.g_00184	Syak.g_00424
OG0000693	Syap.g_00185	Syak.g_00426
OG0000694	Syap.g_00186	Syak.g_00427
OG0000695	Syap.g_01729	Syak.g_00540
OG0000696	Syap.g_01730	Syak.g_00539
OG0000697	Syap.g_01734	Syak.g_00538
OG0000698	Syap.g_01737	Syak.g_00535
OG0000699	Syap.g_01738	Syak.g_00534
OG0000700	Syap.g_01739	Syak.g_00533
OG0000701	Syap.g_01740	Syak.g_00532
OG0000702	Syap.g_01747	Syak.g_00522
OG0000703	Syap.g_01750	Syak.g_00521
OG0000704	Syap.g_01753	Syak.g_00519
OG0000705	Syap.g_02022	Syak.g_00511
OG0000706	Syap.g_02020	Syak.g_00510
OG0000707	Syap.g_02019	Syak.g_00509
OG0000708	Syap.g_02016	Syak.g_00506
OG0000709	Syap.g_00121	Syak.g_00498
OG0000711	Syap.g_02686	Syak.g_00466
OG0000712	Syap.g_02688	Syak.g_00464
OG0000713	Syap.g_02689	Syak.g_00463
OG0000714	Syap.g_02691	Syak.g_00629
OG0000715	Syap.g_02693	Syak.g_00631
OG0000716	Syap.g_02696	Syak.g_00635
OG0000717	Syap.g_02697	Syak.g_00636
OG0000718	Syap.g_02701	Syak.g_00640
OG0000719	Syap.g_02767	Syak.g_00642
OG0000720	Syap.g_02780	Syak.g_00655
OG0000721	Syap.g_02782	Syak.g_00657
OG0000722	Syap.g_02783	Syak.g_00658
OG0000723	Syap.g_00532	Syak.g_00790
OG0000725	Syap.g_01559	Syak.g_00731
OG0000726	Syap.g_01560	Syak.g_00730
OG0000727	Syap.g_01561	Syak.g_00729
OG0000728	Syap.g_01564	Syak.g_00727
OG0000729	Syap.g_01122	Syak.g_01683
OG0000730	Syap.g_00572	Syak.g_01248
OG0000731	Syap.g_00560	Syak.g_01237
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syak.g_01739
OG0000733	Syap.g_01971	Syak.g_01905
OG0000734	Syap.g_02628	Syak.g_02184
OG0000735	Syap.g_00244	Syak.g_00914
OG0000736	Syap.g_00243	Syak.g_00913
OG0000737	Syap.g_00242	Syak.g_00912
OG0000738	Syap.g_00236	Syak.g_00907
OG0000739	Syap.g_00235	Syak.g_00906
OG0000740	Syap.g_00234	Syak.g_00905
OG0000741	Syap.g_00231	Syak.g_00902
OG0000742	Syap.g_00229	Syak.g_00899
OG0000743	Syap.g_00226	Syak.g_00897
OG0000744	Syap.g_00225	Syak.g_00896
OG0000745	Syap.g_00222	Syak.g_00894
OG0000746	Syap.g_00220	Syak.g_00892
OG0000747	Syap.g_00219	Syak.g_00891
OG0000748	Syap.g_00212	Syak.g_00875
OG0000749	Syap.g_00211	Syak.g_00874
OG0000750	Syap.g_00210	Syak.g_00873
OG0000751	Syap.g_00205	Syak.g_00862
OG0000752	Syap.g_01793	Syak.g_00860
OG0000753	Syap.g_02775	Syak.g_00857
OG0000754	Syap.g_01883	Syak.g_00852
OG0000755	Syap.g_01893	Syak.g_00841
OG0000757	Syap.g_00427	Syak.g_00833
OG0000758	Syap.g_00428	Syak.g_00832
OG0000759	Syap.g_00429	Syak.g_00831
OG0000760	Syap.g_00430	Syak.g_00830
OG0000761	Syap.g_00431	Syak.g_00829
OG0000762	Syap.g_00434	Syak.g_00827
OG0000763	Syap.g_02624	Syak.g_00825
OG0000764	Syap.g_02623	Syak.g_00824
OG0000765	Syap.g_02440	Syak.g_00669
OG0000766	Syap.g_02439	Syak.g_00670
OG0000767	Syap.g_02437	Syak.g_00672
OG0000768	Syap.g_02436	Syak.g_00673
OG0000769	Syap.g_02434	Syak.g_00675
OG0000770	Syap.g_02431	Syak.g_00678
OG0000772	Syap.g_02295	Syak.g_02048
OG0000773	Syap.g_00885	Syak.g_00921
OG0000774	Syap.g_01473	Syak.g_00926
OG0000775	Syap.g_01475	Syak.g_00929
OG0000776	Syap.g_01476	Syak.g_00930
OG0000777	Syap.g_01478	Syak.g_00931
OG0000778	Syap.g_01479	Syak.g_00932
OG0000779	Syap.g_01494	Syak.g_00938
OG0000780	Syap.g_01496	Syak.g_00942
OG0000781	Syap.g_02609	Syak.g_00946
OG0000782	Syap.g_02611	Syak.g_00947
OG0000783	Syap.g_02612	Syak.g_00948
OG0000784	Syap.g_02613	Syak.g_00949
OG0000785	Syap.g_02281	Syak.g_00951
OG0000786	Syap.g_02287	Syak.g_00956
OG0000787	Syap.g_02288	Syak.g_00957
OG0000788	Syap.g_01932	Syak.g_00048
OG0000789	Syap.g_00372	Syak.g_00085
OG0000791	Syap.g_02520	Syak.g_02558
OG0000792	Syap.g_02519	Syak.g_02557
OG0000793	Syap.g_02141	Syak.g_02552
OG0000794	Syap.g_02200	Syak.g_02551
OG0000795	Syap.g_02199	Syak.g_02550
OG0000796	Syap.g_02448	Syak.g_02547
OG0000797	Syap.g_02449	Syak.g_02546
OG0000798	Syap.g_01363	Syak.g_01456
OG0000799	Syap.g_02488	Syak.g_00981
OG0000800	Syap.g_02487	Syak.g_00989
OG0000801	Syap.g_02486	Syak.g_00990
OG0000802	Syap.g_02659	Syak.g_00995
OG0000803	Syap.g_02109	Syak.g_01021
OG0000804	Syap.g_02113	Syak.g_01026
OG0000805	Syap.g_02115	Syak.g_01029
OG0000806	Syap.g_02117	Syak.g_01031
OG0000807	Syap.g_02118	Syak.g_01033
OG0000808	Syap.g_02119	Syak.g_01034
OG0000809	Syap.g_02122	Syak.g_01038
OG0000810	Syap.g_02124	Syak.g_01039
OG0000811	Syap.g_02472	Syak.g_01045
OG0000812	Syap.g_02474	Syak.g_01047
OG0000813	Syap.g_02475	Syak.g_01048
OG0000814	Syap.g_02753	Syak.g_01051
OG0000815	Syap.g_02752	Syak.g_01053
OG0000816	Syap.g_02289	Syak.g_01055
OG0000817	Syap.g_02527	Syak.g_01056
OG0000818	Syap.g_02001	Syak.g_01060
OG0000819	Syap.g_02002	Syak.g_01064
OG0000820	Syap.g_02003	Syak.g_01065
OG0000821	Syap.g_02009	Syak.g_01071
OG0000822	Syap.g_02011	Syak.g_01073
OG0000824	Syap.g_00008	Syak.g_01080
OG0000825	Syap.g_00009	Syak.g_01081
OG0000826	Syap.g_00010	Syak.g_01082
OG0000827	Syap.g_00011	Syak.g_01083
OG0000828	Syap.g_00014	Syak.g_01086
OG0000829	Syap.g_00015	Syak.g_01087
OG0000830	Syap.g_00016	Syak.g_01088
OG0000831	Syap.g_00019	Syak.g_01091
OG0000832	Syap.g_00752	Syak.g_02482
OG0000833	Syap.g_00021	Syak.g_02473
OG0000834	Syap.g_00023	Syak.g_02470
OG0000835	Syap.g_00024	Syak.g_02469
OG0000836	Syap.g_00026	Syak.g_02466
OG0000837	Syap.g_00027	Syak.g_02465
OG0000838	Syap.g_00031	Syak.g_02461
OG0000839	Syap.g_00032	Syak.g_02460
OG0000840	Syap.g_00033	Syak.g_02459
OG0000841	Syap.g_00034	Syak.g_02458
OG0000842	Syap.g_00035	Syak.g_02457
OG0000843	Syap.g_00036	Syak.g_02456
OG0000844	Syap.g_00039	Syak.g_02454
OG0000845	Syap.g_00040	Syak.g_02453
OG0000846	Syap.g_00042	Syak.g_02452
OG0000847	Syap.g_00043	Syak.g_02451
OG0000848	Syap.g_00045	Syak.g_02449
OG0000849	Syap.g_00046	Syak.g_02448
OG0000850	Syap.g_00310	Syak.g_02445
OG0000851	Syap.g_01214	Syak.g_02440
OG0000852	Syap.g_01215	Syak.g_02439
OG0000853	Syap.g_01219	Syak.g_02435
OG0000854	Syap.g_01222	Syak.g_02433
OG0000855	Syap.g_01223	Syak.g_02432
OG0000856	Syap.g_01286	Syak.g_00021
OG0000857	Syap.g_02722	Syak.g_00451
OG0000858	Syap.g_00612	Syak.g_02426
OG0000859	Syap.g_00613	Syak.g_02425
OG0000860	Syap.g_00623	Syak.g_02414
OG0000861	Syap.g_02789	Syak.g_02413
OG0000862	Syap.g_01789	Syak.g_02412
OG0000863	Syap.g_01784	Syak.g_02409
OG0000864	Syap.g_01783	Syak.g_02408
OG0000865	Syap.g_01781, Syap.g_01782	Syak.g_02407
OG0000866	Syap.g_01780	Syak.g_02406
OG0000867	Syap.g_01779	Syak.g_02405
OG0000868	Syap.g_01775	Syak.g_02402
OG0000869	Syap.g_01770	Syak.g_02398
OG0000870	Syap.g_01401	Syak.g_02393
OG0000871	Syap.g_01400	Syak.g_02392
OG0000872	Syap.g_01394	Syak.g_02386
OG0000873	Syap.g_01390	Syak.g_02383
OG0000874	Syap.g_01388	Syak.g_02379
OG0000875	Syap.g_01386	Syak.g_02377
OG0000876	Syap.g_00822	Syak.g_02375
OG0000877	Syap.g_01380	Syak.g_02372
OG0000878	Syap.g_01378	Syak.g_02371
OG0000879	Syap.g_01377	Syak.g_02370
OG0000880	Syap.g_01376	Syak.g_02369
OG0000882	Syap.g_01516	Syak.g_02358
OG0000883	Syap.g_01511	Syak.g_02355
OG0000884	Syap.g_01509	Syak.g_02353
OG0000885	Syap.g_01508	Syak.g_02352
OG0000886	Syap.g_01507	Syak.g_02351
OG0000887	Syap.g_01506	Syak.g_02350
OG0000888	Syap.g_01504	Syak.g_02348
OG0000889	Syap.g_01502	Syak.g_02346
OG0000890	Syap.g_01499	Syak.g_02334
OG0000891	Syap.g_01498	Syak.g_02333
OG0000892	Syap.g_02671	Syak.g_02329
OG0000893	Syap.g_02497	Syak.g_01393
OG0000894	Syap.g_02679	Syak.g_01390
OG0000895	Syap.g_00546	Syak.g_01386
OG0000896	Syap.g_00545	Syak.g_01385
OG0000897	Syap.g_00543	Syak.g_01383
OG0000898	Syap.g_00542	Syak.g_01382
OG0000899	Syap.g_00541	Syak.g_01381
OG0000900	Syap.g_00540	Syak.g_01380
OG0000901	Syap.g_01930	Syak.g_01375
OG0000902	Syap.g_01929	Syak.g_01368
OG0000903	Syap.g_01916	Syak.g_01353
OG0000904	Syap.g_01922	Syak.g_01358
OG0000905	Syap.g_01925	Syak.g_01363
OG0000906	Syap.g_01927	Syak.g_01366
OG0000907	Syap.g_01914	Syak.g_01351
OG0000908	Syap.g_01235	Syak.g_01348
OG0000909	Syap.g_01236	Syak.g_01347
OG0000910	Syap.g_01237	Syak.g_01346
OG0000911	Syap.g_00511	Syak.g_01344
OG0000912	Syap.g_00510	Syak.g_01343
OG0000913	Syap.g_00509	Syak.g_01342
OG0000914	Syap.g_00508	Syak.g_01341
OG0000915	Syap.g_00506	Syak.g_01339
OG0000916	Syap.g_00505	Syak.g_01338
OG0000917	Syap.g_00504	Syak.g_01337
OG0000918	Syap.g_00503	Syak.g_01336
OG0000919	Syap.g_00502	Syak.g_01335
OG0000920	Syap.g_00501	Syak.g_01334
OG0000921	Syap.g_00500	Syak.g_01333
OG0000922	Syap.g_00499	Syak.g_01332
OG0000923	Syap.g_00495	Syak.g_01328
OG0000924	Syap.g_00494	Syak.g_01327
OG0000925	Syap.g_00493	Syak.g_01326
OG0000926	Syap.g_00492	Syak.g_01325
OG0000927	Syap.g_00490	Syak.g_01323
OG0000928	Syap.g_00489	Syak.g_01322
OG0000929	Syap.g_00488	Syak.g_01321
OG0000930	Syap.g_00487	Syak.g_01320
OG0000931	Syap.g_00486	Syak.g_01319
OG0000932	Syap.g_00485	Syak.g_01318
OG0000933	Syap.g_00479	Syak.g_01312
OG0000934	Syap.g_00477	Syak.g_01310
OG0000935	Syap.g_00476	Syak.g_01309
OG0000936	Syap.g_00475	Syak.g_01308
OG0000937	Syap.g_00474	Syak.g_01307
OG0000938	Syap.g_00471	Syak.g_01304
OG0000939	Syap.g_00469	Syak.g_01303
OG0000940	Syap.g_00460	Syak.g_01297
OG0000941	Syap.g_00458	Syak.g_01295
OG0000942	Syap.g_00606	Syak.g_01293
OG0000943	Syap.g_00604	Syak.g_01292
OG0000944	Syap.g_00602	Syak.g_01290
OG0000945	Syap.g_00601	Syak.g_01288
OG0000946	Syap.g_00595	Syak.g_01283
OG0000947	Syap.g_00591	Syak.g_01280
OG0000948	Syap.g_00590	Syak.g_01279
OG0000949	Syap.g_01051	Syak.g_01551
OG0000950	Syap.g_01061	Syak.g_01562
OG0000951	Syap.g_01070	Syak.g_01569
OG0000952	Syap.g_01074	Syak.g_01574
OG0000953	Syap.g_01078	Syak.g_01627
OG0000954	Syap.g_01089	Syak.g_01633
OG0000955	Syap.g_01090	Syak.g_01634
OG0000956	Syap.g_01092	Syak.g_01636
OG0000957	Syap.g_01109	Syak.g_01648
OG0000958	Syap.g_01110	Syak.g_01649
OG0000959	Syap.g_01114	Syak.g_01653
OG0000960	Syap.g_01115	Syak.g_01654
OG0000961	Syap.g_02170	Syak.g_01679
OG0000962	Syap.g_01121	Syak.g_01682
OG0000963	Syap.g_01124	Syak.g_01687
OG0000964	Syap.g_01125	Syak.g_01688
OG0000965	Syap.g_01126	Syak.g_01689
OG0000966	Syap.g_01141	Syak.g_01711
OG0000967	Syap.g_00633	Syak.g_01715
OG0000968	Syap.g_00998	Syak.g_01719
OG0000969	Syap.g_00996	Syak.g_01721
OG0000970	Syap.g_00995	Syak.g_01722
OG0000971	Syap.g_00993	Syak.g_01724
OG0000972	Syap.g_00992	Syak.g_01725
OG0000973	Syap.g_00991	Syak.g_01726
OG0000974	Syap.g_00990	Syak.g_01727
OG0000975	Syap.g_00989	Syak.g_01728
OG0000976	Syap.g_00988	Syak.g_01729
OG0000977	Syap.g_00986	Syak.g_01731
OG0000978	Syap.g_00985	Syak.g_01732
OG0000979	Syap.g_00980	Syak.g_01735
OG0000980	Syap.g_00977	Syak.g_01738
OG0000981	Syap.g_01812	Syak.g_01741
OG0000982	Syap.g_00132	Syak.g_01941
OG0000983	Syap.g_00134	Syak.g_01940
OG0000984	Syap.g_00135	Syak.g_01939
OG0000985	Syap.g_00140	Syak.g_01935
OG0000986	Syap.g_01044	Syak.g_01933
OG0000987	Syap.g_01033	Syak.g_01931
OG0000988	Syap.g_01027	Syak.g_01925
OG0000989	Syap.g_01011	Syak.g_01912
OG0000990	Syap.g_02087	Syak.g_01900
OG0000991	Syap.g_02091	Syak.g_01896
OG0000992	Syap.g_02095	Syak.g_01893
OG0000993	Syap.g_02097	Syak.g_01892
OG0000994	Syap.g_02101	Syak.g_01889
OG0000996	Syap.g_01817	Syak.g_01839
OG0000997	Syap.g_02590	Syak.g_01828
OG0000998	Syap.g_02591	Syak.g_01826
OG0000999	Syap.g_02592	Syak.g_01825
OG0001001	Syap.g_02605	Syak.g_01814
OG0001002	Syap.g_00124	Syak.g_01807
OG0001003	Syap.g_02310	Syak.g_01806
OG0001004	Syap.g_02311	Syak.g_01805
OG0001005	Syap.g_02312	Syak.g_01804
OG0001006	Syap.g_00053	Syak.g_01797
OG0001007	Syap.g_00055	Syak.g_01795
OG0001008	Syap.g_02060	Syak.g_01190
OG0001012	Syap.g_00371	Syak.g_01946
OG0001013	Syap.g_01325	Syak.g_01969
OG0001016	Syap.g_01695	Syak.g_02250
OG0001033	Syap.g_00105	Syak.g_02037
OG0001035	Syap.g_01594	Syak.g_01422
OG0001038	Syap.g_01362	Syak.g_01457
OG0001039	Syap.g_01359	Syak.g_01460
OG0001040	Syap.g_01356	Syak.g_01463
OG0001041	Syap.g_01352	Syak.g_01468
OG0001043	Syap.g_01676	Syak.g_01504
OG0001044	Syap.g_00571	Syak.g_01247
OG0001053	Syap.g_02253	Syak.g_02577
OG0001054	Syap.g_00274	Syak.g_02596
OG0001055	Syap.g_00252	Syak.g_02617
OG0001060	Syap.g_00299	Syak.g_02677
OG0001061	Syap.g_01309	Syak.g_02697
OG0001062	Syap.g_01314	Syak.g_02699
OG0001072	Syap.g_00441	Syak.g_02721
OG0001073	Syap.g_00122, Syap.g_00455	Syak.g_02736
OG0001078	Syap.g_00896	Syak.g_00036
OG0001080	Syap.g_02505	Syak.g_00264
OG0001085	Syap.g_01953	Syak.g_00354
OG0001094	Syap.g_00187	Syak.g_00428
OG0001095	Syap.g_02725	Syak.g_00448
OG0001096	Syap.g_02709	Syak.g_00623
OG0001100	Syap.g_02369	Syak.g_00365
OG0001102	Syap.g_01258	Syak.g_00370
OG0001103	Syap.g_01256	Syak.g_00372
OG0001104	Syap.g_00171	Syak.g_00410
OG0001105	Syap.g_00175	Syak.g_00414
OG0001107	Syap.g_02015	Syak.g_00505
OG0001108	Syap.g_00119	Syak.g_00497
OG0001123	Syap.g_01872	Syak.g_00650
OG0001133	Syap.g_01292	Syak.g_00014
OG0001136	Syap.g_00230	Syak.g_00901
OG0001137	Syap.g_00213	Syak.g_00876
OG0001140	Syap.g_02134	Syak.g_00836
OG0001154	Syap.g_00013	Syak.g_01085
OG0001155	Syap.g_00750	Syak.g_02480
OG0001160	Syap.g_01217	Syak.g_02437
OG0001162	Syap.g_02366	Syak.g_00959
OG0001163	Syap.g_00609	Syak.g_02429
OG0001164	Syap.g_00614	Syak.g_02423
OG0001165	Syap.g_00619	Syak.g_02418
OG0001168	Syap.g_01372	Syak.g_02364
OG0001171	Syap.g_01505	Syak.g_02349
OG0001172	Syap.g_00547	Syak.g_01388
OG0001177	Syap.g_01920	Syak.g_01356
OG0001178	Syap.g_01786, Syap.g_01787	Syak.g_02411
OG0001179	Syap.g_00491	Syak.g_01324
OG0001181	Syap.g_00459	Syak.g_01296
OG0001183	Syap.g_00594	Syak.g_01282
OG0001185	Syap.g_01104	Syak.g_01643
OG0001186	Syap.g_01140	Syak.g_01709
OG0001187	Syap.g_01142	Syak.g_01712
OG0001188	Syap.g_00634	Syak.g_01714
OG0001189	Syap.g_00979	Syak.g_01736
OG0001191	Syap.g_01030	Syak.g_01928
OG0001192	Syap.g_01021	Syak.g_01921
OG0001197	Syap.g_00126	Syak.g_01809
OG0001198	Syap.g_00052	Syak.g_01798
OG0001199	Syap.g_01696	Syak.g_02249
OG0001200	Syap.g_01698	Syak.g_02247
OG0001202	Syap.g_01613	Syak.g_02061
OG0001203	Syap.g_01154	Syak.g_02307
OG0001204	Syap.g_01577	Syak.g_01404
OG0001214	Syap.g_00897	Syak.g_00037
OG0001217	Syap.g_01464	Syak.g_00138
OG0001218	Syap.g_00020	Syak.g_01093
OG0001219	Syap.g_02794	Syak.g_00551
OG0001221	Syap.g_01777	Syak.g_00390
OG0001222	Syap.g_02027	Syak.g_00517
OG0001224	Syap.g_01551	Syak.g_00739
OG0001226	Syap.g_02551	Syak.g_02239
OG0001228	Syap.g_01063	Syak.g_00619
OG0001229	Syap.g_00827	Syak.g_00711
OG0001230	Syap.g_02116	Syak.g_01030
OG0001231	Syap.g_00073	Syak.g_01777
OG0001232	Syap.g_01393	Syak.g_02385
OG0001235	Syap.g_01924	Syak.g_01362
OG0001236	Syap.g_01069	Syak.g_01568
OG0001237	Syap.g_01073	Syak.g_01573
OG0001238	Syap.g_01028	Syak.g_01926
OG0001239	Syap.g_01693, Syap.g_01692	Syak.g_02252
OG0001242	Syap.g_02227, Syap.g_02229	Syak.g_02168
OG0001243	Syap.g_02219	Syak.g_02160
OG0001244	Syap.g_02192	Syak.g_02132
OG0001246	Syap.g_00267, Syap.g_01165	Syak.g_02604
OG0001248	Syap.g_00423	Syak.g_00147
OG0001249	Syap.g_00575	Syak.g_01251
OG0001250	Syap.g_01836	Syak.g_00602
OG0001251	Syap.g_01549, Syap.g_01727	Syak.g_01875
OG0001253	Syap.g_01969	Syak.g_00250
OG0001255	Syap.g_02523	Syak.g_00066
OG0001256	Syap.g_01225	Syak.g_02430
OG0001257	Syap.g_00374, Syap.g_00373	Syak.g_02502
OG0001258	Syap.g_00617	Syak.g_02420
OG0001260	Syap.g_01497	Syak.g_02332
OG0001261	Syap.g_00482	Syak.g_01315
OG0001262	Syap.g_00981	Syak.g_01734
OG0001263	Syap.g_02216	Syak.g_02157
OG0001265	Syap.g_02231	Syak.g_02170
OG0001266	Syap.g_01618	Syak.g_02057
OG0001267	Syap.g_01360	Syak.g_01459
OG0001268	Syap.g_00563	Syak.g_01240
OG0001270	Syap.g_02056	Syak.g_01194
OG0001271	Syap.g_02759	Syak.g_01121
OG0001272	Syap.g_02250	Syak.g_02580
OG0001274	Syap.g_01897	Syak.g_01988
OG0001275	Syap.g_02694	Syak.g_00633
OG0001276	Syap.g_01873	Syak.g_00649
OG0001277	Syap.g_01293	Syak.g_01829
OG0001278	Syap.g_02438	Syak.g_00671
OG0001279	Syap.g_02663	Syak.g_00105
OG0001282	Syap.g_01701	Syak.g_02564
OG0001284	Syap.g_00047	Syak.g_02446
OG0001286	Syap.g_00467	Syak.g_01301
OG0001287	Syap.g_00418	Syak.g_01652
OG0001288	Syap.g_01123	Syak.g_01686
OG0001289	Syap.g_02365	Syak.g_02222
OG0001291	Syap.g_02207	Syak.g_02147
OG0001292	Syap.g_01583	Syak.g_01410
OG0001297	Syap.g_00255	Syak.g_02614
OG0001299	Syap.g_01959	Syak.g_00349
OG0001303	Syap.g_02795	Syak.g_00548
OG0001304	Syap.g_00536	Syak.g_00664
OG0001305	Syap.g_01562	Syak.g_00728
OG0001306	Syap.g_00245	Syak.g_00915
OG0001307	Syap.g_00403	Syak.g_00344
OG0001308	Syap.g_02751, Syap.g_02750	Syak.g_01054
OG0001311	Syap.g_01871	Syak.g_00651
OG0001312	Syap.g_01735	Syak.g_00537
OG0001314	Syap.g_00330, Syap.g_00391	Syak.g_00124
OG0001315	Syap.g_00596	Syak.g_01284
OG0001318	Syap.g_01596, Syap.g_01597	Syak.g_01424
OG0001319	Syap.g_02338	Syak.g_01448
OG0001323	Syap.g_00757	Syak.g_02623
OG0001326	Syap.g_02646	Syak.g_01870, Syak.g_01154
OG0001332	Syap.g_01548	Syak.g_02485
OG0001333	Syap.g_01373	Syak.g_02365
OG0001336	Syap.g_02602	Syak.g_01817
OG0001337	Syap.g_00576	Syak.g_01262, Syak.g_01253
OG0001345	Syap.g_01877, Syap.g_02776	Syak.g_00856
OG0001346	Syap.g_01484	Syak.g_00937
OG0001347	Syap.g_02536	Syak.g_01885
OG0001348	Syap.g_00938	Syak.g_00774
OG0001351	Syap.g_01996	Syak.g_01164
OG0001353	Syap.g_01849	Syak.g_00612
OG0001358	Syap.g_00942	Syak.g_00007
OG0001360	Syap.g_01881, Syap.g_02778	Syak.g_00854
OG0001361	Syap.g_01792	Syak.g_00859
OG0001364	Syap.g_01052	Syak.g_01552
OG0001365	Syap.g_00138	Syak.g_01937
OG0001366	Syap.g_01399	Syak.g_02391
OG0001368	Syap.g_01576	Syak.g_01403
OG0001371	Syap.g_02545, Syap.g_02544	Syak.g_02231
OG0001373	Syap.g_02647	Syak.g_01871
OG0001374	Syap.g_01829, Syap.g_01830	Syak.g_01863
OG0001376	Syap.g_01991	Syak.g_01916
OG0001377	Syap.g_01992	Syak.g_01917
OG0001378	Syap.g_02055	Syak.g_01196
OG0001379	Syap.g_01474	Syak.g_00927
OG0001382	Syap.g_00677	Syak.g_01169
OG0001383	Syap.g_02665	Syak.g_02312
OG0001385	Syap.g_02650	Syak.g_01874
OG0001386	Syap.g_02649	Syak.g_01873
OG0001387	Syap.g_02648	Syak.g_01872
OG0001388	Syap.g_02645	Syak.g_01869
