Orthogroup	Syap	Pran
OG0000605	Syap.g_02501, Syap.g_02771	Pran.g_01527
OG0000606	Syap.g_02506	Pran.g_01524
OG0000607	Syap.g_00093	Pran.g_01521
OG0000608	Syap.g_00094	Pran.g_01520
OG0000609	Syap.g_00096	Pran.g_01519
OG0000610	Syap.g_01963	Pran.g_01514
OG0000611	Syap.g_01958	Pran.g_01511
OG0000612	Syap.g_01957	Pran.g_01510
OG0000613	Syap.g_02480	Pran.g_01505
OG0000615	Syap.g_00154	Pran.g_01478
OG0000616	Syap.g_00127	Pran.g_01472
OG0000617	Syap.g_00513	Pran.g_01454
OG0000618	Syap.g_00514	Pran.g_01453
OG0000619	Syap.g_00515	Pran.g_01452
OG0000620	Syap.g_00520	Pran.g_01449
OG0000621	Syap.g_00521	Pran.g_01448
OG0000622	Syap.g_00523	Pran.g_01447
OG0000623	Syap.g_00526	Pran.g_01446
OG0000624	Syap.g_00527	Pran.g_01445
OG0000625	Syap.g_00528	Pran.g_01444
OG0000626	Syap.g_00529	Pran.g_01443
OG0000627	Syap.g_00848	Pran.g_01442
OG0000628	Syap.g_00850	Pran.g_01441
OG0000629	Syap.g_02334	Pran.g_01440
OG0000630	Syap.g_02793	Pran.g_01437
OG0000631	Syap.g_01724	Pran.g_01352
OG0000632	Syap.g_01725	Pran.g_01351
OG0000633	Syap.g_01726	Pran.g_01350
OG0000634	Syap.g_00190	Pran.g_01347
OG0000635	Syap.g_00191	Pran.g_01346
OG0000636	Syap.g_00193	Pran.g_01344
OG0000637	Syap.g_00195	Pran.g_01342
OG0000638	Syap.g_00196	Pran.g_01341
OG0000639	Syap.g_00197	Pran.g_01340
OG0000640	Syap.g_00198	Pran.g_01339
OG0000641	Syap.g_00203	Pran.g_01335
OG0000642	Syap.g_02732	Pran.g_01334
OG0000643	Syap.g_02731	Pran.g_01333
OG0000644	Syap.g_02730	Pran.g_01332
OG0000645	Syap.g_02726	Pran.g_01331
OG0000646	Syap.g_02723	Pran.g_01329
OG0000647	Syap.g_02721	Pran.g_01328
OG0000648	Syap.g_02719	Pran.g_01326
OG0000649	Syap.g_02718	Pran.g_01325
OG0000650	Syap.g_02717	Pran.g_01324
OG0000651	Syap.g_02716	Pran.g_01323
OG0000652	Syap.g_02715	Pran.g_01322
OG0000653	Syap.g_02713	Pran.g_01320
OG0000654	Syap.g_02711	Pran.g_01319
OG0000655	Syap.g_02710	Pran.g_01318
OG0000656	Syap.g_02706	Pran.g_01315
OG0000657	Syap.g_01845	Pran.g_01308
OG0000658	Syap.g_01841	Pran.g_01307
OG0000659	Syap.g_01840	Pran.g_01306
OG0000660	Syap.g_01835	Pran.g_01302
OG0000662	Syap.g_00823	Pran.g_01298
OG0000663	Syap.g_00826	Pran.g_01296
OG0000664	Syap.g_00828	Pran.g_01295
OG0000665	Syap.g_02331	Pran.g_01291
OG0000666	Syap.g_01573	Pran.g_01290
OG0000667	Syap.g_01979	Pran.g_01285
OG0000668	Syap.g_02765	Pran.g_00413
OG0000669	Syap.g_02371	Pran.g_00421
OG0000670	Syap.g_02368	Pran.g_00423
OG0000671	Syap.g_01260	Pran.g_00425
OG0000672	Syap.g_01257	Pran.g_00427
OG0000673	Syap.g_01253	Pran.g_00430
OG0000674	Syap.g_01251	Pran.g_00432
OG0000675	Syap.g_01250	Pran.g_00433
OG0000676	Syap.g_01248	Pran.g_00435
OG0000677	Syap.g_01246	Pran.g_00436
OG0000678	Syap.g_01239	Pran.g_00438
OG0000679	Syap.g_00157	Pran.g_00442
OG0000680	Syap.g_00158	Pran.g_00443
OG0000681	Syap.g_00163	Pran.g_00445
OG0000682	Syap.g_00165	Pran.g_00446
OG0000683	Syap.g_00166	Pran.g_00447
OG0000684	Syap.g_00169	Pran.g_00449
OG0000685	Syap.g_00172	Pran.g_00451
OG0000686	Syap.g_00173	Pran.g_00452
OG0000687	Syap.g_00174	Pran.g_00453
OG0000688	Syap.g_00178	Pran.g_00456
OG0000689	Syap.g_00180	Pran.g_00457
OG0000690	Syap.g_00181	Pran.g_00458
OG0000691	Syap.g_00182	Pran.g_00459
OG0000692	Syap.g_00184	Pran.g_00461
OG0000693	Syap.g_00185	Pran.g_00462
OG0000694	Syap.g_00186	Pran.g_00463
OG0000695	Syap.g_01729	Pran.g_00465
OG0000696	Syap.g_01730	Pran.g_00466
OG0000697	Syap.g_01734	Pran.g_00467
OG0000698	Syap.g_01737	Pran.g_00470
OG0000699	Syap.g_01738	Pran.g_00471
OG0000700	Syap.g_01739	Pran.g_00472
OG0000701	Syap.g_01740	Pran.g_00473
OG0000702	Syap.g_01747	Pran.g_00475
OG0000703	Syap.g_01750	Pran.g_00476
OG0000704	Syap.g_01753	Pran.g_00477
OG0000705	Syap.g_02022	Pran.g_00481
OG0000706	Syap.g_02020	Pran.g_00482
OG0000707	Syap.g_02019	Pran.g_00483
OG0000708	Syap.g_02016	Pran.g_00484
OG0000709	Syap.g_00121	Pran.g_00488
OG0000711	Syap.g_02686	Pran.g_00508
OG0000712	Syap.g_02688	Pran.g_00510
OG0000713	Syap.g_02689	Pran.g_00511
OG0000714	Syap.g_02691	Pran.g_00512
OG0000715	Syap.g_02693	Pran.g_00514
OG0000716	Syap.g_02696	Pran.g_00516
OG0000717	Syap.g_02697	Pran.g_00517
OG0000718	Syap.g_02701	Pran.g_00537
OG0000719	Syap.g_02767	Pran.g_00539
OG0000720	Syap.g_02780	Pran.g_00548
OG0000721	Syap.g_02782	Pran.g_00550
OG0000722	Syap.g_02783	Pran.g_00551
OG0000723	Syap.g_00532	Pran.g_00554
OG0000725	Syap.g_01559	Pran.g_00569
OG0000726	Syap.g_01560	Pran.g_00570
OG0000727	Syap.g_01561	Pran.g_00571
OG0000728	Syap.g_01564	Pran.g_00573
OG0000729	Syap.g_01122	Pran.g_00133
OG0000730	Syap.g_00572	Pran.g_00129
OG0000731	Syap.g_00560	Pran.g_00125
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Pran.g_00115
OG0000733	Syap.g_01971	Pran.g_00092
OG0000734	Syap.g_02628	Pran.g_00075
OG0000735	Syap.g_00244	Pran.g_00073
OG0000736	Syap.g_00243	Pran.g_00072
OG0000737	Syap.g_00242	Pran.g_00071
OG0000738	Syap.g_00236	Pran.g_00067
OG0000739	Syap.g_00235	Pran.g_00066
OG0000740	Syap.g_00234	Pran.g_00065
OG0000741	Syap.g_00231	Pran.g_00064
OG0000742	Syap.g_00229	Pran.g_00061
OG0000743	Syap.g_00226	Pran.g_00059
OG0000744	Syap.g_00225	Pran.g_00058
OG0000745	Syap.g_00222	Pran.g_00057
OG0000746	Syap.g_00220	Pran.g_00055
OG0000747	Syap.g_00219	Pran.g_00054
OG0000748	Syap.g_00212	Pran.g_00051
OG0000749	Syap.g_00211	Pran.g_00050
OG0000750	Syap.g_00210	Pran.g_00049
OG0000751	Syap.g_00205	Pran.g_00047
OG0000752	Syap.g_01793	Pran.g_00045
OG0000753	Syap.g_02775	Pran.g_00042
OG0000754	Syap.g_01883	Pran.g_00039
OG0000755	Syap.g_01893	Pran.g_00036
OG0000757	Syap.g_00427	Pran.g_00029
OG0000758	Syap.g_00428	Pran.g_00028
OG0000759	Syap.g_00429	Pran.g_00027
OG0000760	Syap.g_00430	Pran.g_00026
OG0000761	Syap.g_00431	Pran.g_00025
OG0000762	Syap.g_00434	Pran.g_00024
OG0000763	Syap.g_02624	Pran.g_00022
OG0000764	Syap.g_02623	Pran.g_00021
OG0000765	Syap.g_02440	Pran.g_00012
OG0000766	Syap.g_02439	Pran.g_00011
OG0000767	Syap.g_02437	Pran.g_00009
OG0000768	Syap.g_02436	Pran.g_00008
OG0000769	Syap.g_02434	Pran.g_00006
OG0000770	Syap.g_02431	Pran.g_00004
OG0000772	Syap.g_02295	Pran.g_00899
OG0000773	Syap.g_00885	Pran.g_00885
OG0000774	Syap.g_01473	Pran.g_00883
OG0000775	Syap.g_01475	Pran.g_00881
OG0000776	Syap.g_01476	Pran.g_00880
OG0000777	Syap.g_01478	Pran.g_00879
OG0000778	Syap.g_01479	Pran.g_00878
OG0000779	Syap.g_01494	Pran.g_00874
OG0000780	Syap.g_01496	Pran.g_00873
OG0000781	Syap.g_02609	Pran.g_00870
OG0000782	Syap.g_02611	Pran.g_00869
OG0000783	Syap.g_02612	Pran.g_00868
OG0000784	Syap.g_02613	Pran.g_00867
OG0000785	Syap.g_02281	Pran.g_00865
OG0000786	Syap.g_02287	Pran.g_00863
OG0000787	Syap.g_02288	Pran.g_00862
OG0000788	Syap.g_01932	Pran.g_00853
OG0000789	Syap.g_00372	Pran.g_00850
OG0000791	Syap.g_02520	Pran.g_00834
OG0000792	Syap.g_02519	Pran.g_00833
OG0000793	Syap.g_02141	Pran.g_00830
OG0000794	Syap.g_02200	Pran.g_00829
OG0000795	Syap.g_02199	Pran.g_00828
OG0000796	Syap.g_02448	Pran.g_00824
OG0000797	Syap.g_02449	Pran.g_00823
OG0000798	Syap.g_01363, Syap.g_01269	Pran.g_00789
OG0000799	Syap.g_02488	Pran.g_00751
OG0000800	Syap.g_02487	Pran.g_00750
OG0000801	Syap.g_02486	Pran.g_00749
OG0000802	Syap.g_02659	Pran.g_00747
OG0000803	Syap.g_02109	Pran.g_00745
OG0000804	Syap.g_02113	Pran.g_00744
OG0000805	Syap.g_02115	Pran.g_00742
OG0000806	Syap.g_02117	Pran.g_00740
OG0000807	Syap.g_02118	Pran.g_00739
OG0000808	Syap.g_02119	Pran.g_00738
OG0000809	Syap.g_02122	Pran.g_00735
OG0000810	Syap.g_02124	Pran.g_00734
OG0000811	Syap.g_02472	Pran.g_00730
OG0000812	Syap.g_02474	Pran.g_00728
OG0000813	Syap.g_02475	Pran.g_00727
OG0000814	Syap.g_02753	Pran.g_00725
OG0000815	Syap.g_02752	Pran.g_00724
OG0000816	Syap.g_02289	Pran.g_00722
OG0000817	Syap.g_02527	Pran.g_00721
OG0000818	Syap.g_02001	Pran.g_00716
OG0000819	Syap.g_02002	Pran.g_00715
OG0000820	Syap.g_02003	Pran.g_00714
OG0000821	Syap.g_02009	Pran.g_00710
OG0000822	Syap.g_02011	Pran.g_00709
OG0000824	Syap.g_00008	Pran.g_00705
OG0000825	Syap.g_00009	Pran.g_00704
OG0000826	Syap.g_00010	Pran.g_00703
OG0000827	Syap.g_00011	Pran.g_00702
OG0000828	Syap.g_00014	Pran.g_00699
OG0000829	Syap.g_00015	Pran.g_00698
OG0000830	Syap.g_00016	Pran.g_00697
OG0000831	Syap.g_00019	Pran.g_00695
OG0000832	Syap.g_00752	Pran.g_00689
OG0000833	Syap.g_00021	Pran.g_00681
OG0000834	Syap.g_00023	Pran.g_00680
OG0000835	Syap.g_00024	Pran.g_00679
OG0000836	Syap.g_00026	Pran.g_00678
OG0000837	Syap.g_00027	Pran.g_00677
OG0000838	Syap.g_00031	Pran.g_00675
OG0000839	Syap.g_00032	Pran.g_00674
OG0000840	Syap.g_00033	Pran.g_00673
OG0000841	Syap.g_00034	Pran.g_00672
OG0000842	Syap.g_00035	Pran.g_00671
OG0000843	Syap.g_00036	Pran.g_00670
OG0000844	Syap.g_00039	Pran.g_00669
OG0000845	Syap.g_00040	Pran.g_00668
OG0000846	Syap.g_00042	Pran.g_00667
OG0000847	Syap.g_00043	Pran.g_00666
OG0000848	Syap.g_00045	Pran.g_00665
OG0000849	Syap.g_00046	Pran.g_00664
OG0000850	Syap.g_00310	Pran.g_00662
OG0000851	Syap.g_01214	Pran.g_00661
OG0000852	Syap.g_01215	Pran.g_00660
OG0000853	Syap.g_01219	Pran.g_00656
OG0000854	Syap.g_01222	Pran.g_00654
OG0000855	Syap.g_01223	Pran.g_00653
OG0000856	Syap.g_01286	Pran.g_00636
OG0000857	Syap.g_02722	Pran.g_00598
OG0000858	Syap.g_00612	Pran.g_00964
OG0000859	Syap.g_00613	Pran.g_00965
OG0000860	Syap.g_00623	Pran.g_00972
OG0000861	Syap.g_02789	Pran.g_00973
OG0000862	Syap.g_01789	Pran.g_00974
OG0000863	Syap.g_01784	Pran.g_00976
OG0000864	Syap.g_01783	Pran.g_00977
OG0000865	Syap.g_01781, Syap.g_01782	Pran.g_00978
OG0000866	Syap.g_01780	Pran.g_00979
OG0000867	Syap.g_01779	Pran.g_00980
OG0000868	Syap.g_01775	Pran.g_00981
OG0000869	Syap.g_01770	Pran.g_00985
OG0000870	Syap.g_01401	Pran.g_00990
OG0000871	Syap.g_01400	Pran.g_00991
OG0000872	Syap.g_01394	Pran.g_00992
OG0000873	Syap.g_01390	Pran.g_00995
OG0000874	Syap.g_01388	Pran.g_00998
OG0000875	Syap.g_01386	Pran.g_00999
OG0000876	Syap.g_00822	Pran.g_01000
OG0000877	Syap.g_01380	Pran.g_01002
OG0000878	Syap.g_01378	Pran.g_01003
OG0000879	Syap.g_01377	Pran.g_01004
OG0000880	Syap.g_01376	Pran.g_01005
OG0000882	Syap.g_01516	Pran.g_01014
OG0000883	Syap.g_01511	Pran.g_01015
OG0000884	Syap.g_01509	Pran.g_01017
OG0000885	Syap.g_01508	Pran.g_01018
OG0000886	Syap.g_01507	Pran.g_01019
OG0000887	Syap.g_01506	Pran.g_01020
OG0000888	Syap.g_01504	Pran.g_01022
OG0000889	Syap.g_01502	Pran.g_01024
OG0000890	Syap.g_01499	Pran.g_01025
OG0000891	Syap.g_01498	Pran.g_01026
OG0000892	Syap.g_02671	Pran.g_01028
OG0000893	Syap.g_02497	Pran.g_01032
OG0000894	Syap.g_02679	Pran.g_01034
OG0000895	Syap.g_00546	Pran.g_01037
OG0000896	Syap.g_00545	Pran.g_01038
OG0000897	Syap.g_00543	Pran.g_01040
OG0000898	Syap.g_00542	Pran.g_01041
OG0000899	Syap.g_00541	Pran.g_01042
OG0000900	Syap.g_00540	Pran.g_01044
OG0000901	Syap.g_01930	Pran.g_01047
OG0000902	Syap.g_01929	Pran.g_01049
OG0000903	Syap.g_01916	Pran.g_01052
OG0000904	Syap.g_01922	Pran.g_01054
OG0000905	Syap.g_01925	Pran.g_01058
OG0000906	Syap.g_01927	Pran.g_01059
OG0000907	Syap.g_01914	Pran.g_01062
OG0000908	Syap.g_01235	Pran.g_01065
OG0000909	Syap.g_01236	Pran.g_01066
OG0000910	Syap.g_01237	Pran.g_01067
OG0000911	Syap.g_00511	Pran.g_01070
OG0000912	Syap.g_00510	Pran.g_01071
OG0000913	Syap.g_00509	Pran.g_01072
OG0000914	Syap.g_00508	Pran.g_01073
OG0000915	Syap.g_00506	Pran.g_01074
OG0000916	Syap.g_00505	Pran.g_01075
OG0000917	Syap.g_00504	Pran.g_01076
OG0000918	Syap.g_00503	Pran.g_01077
OG0000919	Syap.g_00502	Pran.g_01078
OG0000920	Syap.g_00501	Pran.g_01079
OG0000921	Syap.g_00500	Pran.g_01080
OG0000922	Syap.g_00499	Pran.g_01081
OG0000923	Syap.g_00495	Pran.g_01085
OG0000924	Syap.g_00494	Pran.g_01086
OG0000925	Syap.g_00493	Pran.g_01087
OG0000926	Syap.g_00492	Pran.g_01088
OG0000927	Syap.g_00490	Pran.g_01090
OG0000928	Syap.g_00489	Pran.g_01091
OG0000929	Syap.g_00488	Pran.g_01092
OG0000930	Syap.g_00487	Pran.g_01093
OG0000931	Syap.g_00486	Pran.g_01094
OG0000932	Syap.g_00485	Pran.g_01095
OG0000933	Syap.g_00479	Pran.g_01099
OG0000934	Syap.g_00477	Pran.g_01101
OG0000935	Syap.g_00476	Pran.g_01102
OG0000936	Syap.g_00475	Pran.g_01103
OG0000937	Syap.g_00474	Pran.g_01104
OG0000938	Syap.g_00471	Pran.g_01106
OG0000939	Syap.g_00469	Pran.g_01107
OG0000940	Syap.g_00460	Pran.g_01114
OG0000941	Syap.g_00458	Pran.g_01116
OG0000942	Syap.g_00606	Pran.g_01118
OG0000943	Syap.g_00604	Pran.g_01119
OG0000944	Syap.g_00602	Pran.g_01120
OG0000945	Syap.g_00601	Pran.g_01121
OG0000946	Syap.g_00595	Pran.g_01125
OG0000947	Syap.g_00591	Pran.g_01127
OG0000948	Syap.g_00590	Pran.g_01128
OG0000949	Syap.g_01051	Pran.g_01131
OG0000950	Syap.g_01061	Pran.g_01136
OG0000951	Syap.g_01070	Pran.g_01139
OG0000952	Syap.g_01074	Pran.g_01143
OG0000953	Syap.g_01078	Pran.g_01146
OG0000954	Syap.g_01089	Pran.g_01150
OG0000955	Syap.g_01090	Pran.g_01151
OG0000956	Syap.g_01092	Pran.g_01153
OG0000957	Syap.g_01109	Pran.g_01158
OG0000958	Syap.g_01110	Pran.g_01159
OG0000959	Syap.g_01114	Pran.g_01163
OG0000960	Syap.g_01115	Pran.g_01164
OG0000961	Syap.g_02170	Pran.g_01166
OG0000962	Syap.g_01121	Pran.g_01168
OG0000963	Syap.g_01124	Pran.g_01172
OG0000964	Syap.g_01125	Pran.g_01173
OG0000965	Syap.g_01126	Pran.g_01174
OG0000966	Syap.g_01141	Pran.g_01182
OG0000967	Syap.g_00633	Pran.g_01186
OG0000968	Syap.g_00998	Pran.g_01188
OG0000969	Syap.g_00996	Pran.g_01189
OG0000970	Syap.g_00995	Pran.g_01190
OG0000971	Syap.g_00993	Pran.g_01191
OG0000972	Syap.g_00992	Pran.g_01192
OG0000973	Syap.g_00991	Pran.g_01193
OG0000974	Syap.g_00990	Pran.g_01194
OG0000975	Syap.g_00989	Pran.g_01195
OG0000976	Syap.g_00988	Pran.g_01196
OG0000977	Syap.g_00986	Pran.g_01197
OG0000978	Syap.g_00985	Pran.g_01198
OG0000979	Syap.g_00980	Pran.g_01201
OG0000980	Syap.g_00977	Pran.g_01202
OG0000981	Syap.g_01812	Pran.g_01204
OG0000982	Syap.g_00132	Pran.g_01206
OG0000983	Syap.g_00134	Pran.g_01207
OG0000984	Syap.g_00135	Pran.g_01208
OG0000985	Syap.g_00140	Pran.g_01211
OG0000986	Syap.g_01044	Pran.g_01213
OG0000987	Syap.g_01033	Pran.g_01214
OG0000988	Syap.g_01027	Pran.g_01217
OG0000989	Syap.g_01011	Pran.g_01221
OG0000990	Syap.g_02087	Pran.g_01224
OG0000991	Syap.g_02091	Pran.g_01225
OG0000992	Syap.g_02095	Pran.g_01227
OG0000993	Syap.g_02097	Pran.g_01228
OG0000994	Syap.g_02101	Pran.g_01229
OG0000996	Syap.g_01817	Pran.g_01234
OG0000997	Syap.g_02590	Pran.g_01235
OG0000998	Syap.g_02591	Pran.g_01237
OG0000999	Syap.g_02592	Pran.g_01238
OG0001001	Syap.g_02605	Pran.g_01243
OG0001002	Syap.g_00124	Pran.g_01247
OG0001003	Syap.g_02310	Pran.g_01249
OG0001004	Syap.g_02311	Pran.g_01250
OG0001005	Syap.g_02312	Pran.g_01251
OG0001006	Syap.g_00053	Pran.g_01255
OG0001007	Syap.g_00055	Pran.g_01257
OG0001008	Syap.g_02060	Pran.g_01743
OG0001012	Syap.g_00371	Pran.g_00382
OG0001013	Syap.g_01325	Pran.g_00377
OG0001016	Syap.g_01695	Pran.g_00359
OG0001033	Syap.g_00105	Pran.g_00224
OG0001035	Syap.g_01594	Pran.g_01938
OG0001038	Syap.g_01362	Pran.g_01916
OG0001039	Syap.g_01359	Pran.g_01913
OG0001040	Syap.g_01356	Pran.g_01911
OG0001041	Syap.g_01352	Pran.g_01907
OG0001043	Syap.g_01676	Pran.g_01889
OG0001044	Syap.g_00571	Pran.g_01861
OG0001053	Syap.g_02253	Pran.g_01695
OG0001054	Syap.g_00274	Pran.g_01680
OG0001055	Syap.g_00252	Pran.g_01661
OG0001059	Syap.g_00306	Pran.g_01625
OG0001060	Syap.g_00299	Pran.g_01618
OG0001061	Syap.g_01309	Pran.g_01604
OG0001062	Syap.g_01314	Pran.g_01602
OG0001072	Syap.g_00441	Pran.g_01588
OG0001073	Syap.g_00122, Syap.g_00455	Pran.g_01574
OG0001078	Syap.g_00896	Pran.g_01542
OG0001080	Syap.g_02505	Pran.g_01525
OG0001085	Syap.g_01953	Pran.g_01508
OG0001094	Syap.g_00187	Pran.g_01349
OG0001095	Syap.g_02725	Pran.g_01330
OG0001096	Syap.g_02709	Pran.g_01317
OG0001100	Syap.g_02369	Pran.g_00422
OG0001102	Syap.g_01258	Pran.g_00426
OG0001103	Syap.g_01256	Pran.g_00428
OG0001104	Syap.g_00171	Pran.g_00450
OG0001105	Syap.g_00175	Pran.g_00454
OG0001107	Syap.g_02015	Pran.g_00485
OG0001108	Syap.g_00119	Pran.g_00489
OG0001122	Syap.g_02766	Pran.g_00540
OG0001123	Syap.g_01872	Pran.g_00544
OG0001133	Syap.g_01292	Pran.g_00110
OG0001136	Syap.g_00230	Pran.g_00063
OG0001137	Syap.g_00213	Pran.g_00052
OG0001140	Syap.g_02134	Pran.g_00032
OG0001152	Syap.g_02447	Pran.g_00825
OG0001154	Syap.g_00013	Pran.g_00700
OG0001155	Syap.g_00750	Pran.g_00688
OG0001160	Syap.g_01217	Pran.g_00658
OG0001162	Syap.g_02366	Pran.g_00632
OG0001163	Syap.g_00609	Pran.g_00962
OG0001164	Syap.g_00614	Pran.g_00966
OG0001165	Syap.g_00619	Pran.g_00969
OG0001168	Syap.g_01372	Pran.g_01008
OG0001171	Syap.g_01505	Pran.g_01021
OG0001172	Syap.g_00547	Pran.g_01035
OG0001177	Syap.g_01920	Pran.g_01055
OG0001178	Syap.g_01786, Syap.g_01787	Pran.g_01060
OG0001179	Syap.g_00491	Pran.g_01089
OG0001180	Syap.g_00097, Syap.g_00465	Pran.g_01111
OG0001181	Syap.g_00459	Pran.g_01115
OG0001183	Syap.g_00594	Pran.g_01126
OG0001185	Syap.g_01104	Pran.g_01155
OG0001186	Syap.g_01140	Pran.g_01178
OG0001187	Syap.g_01142	Pran.g_01183
OG0001188	Syap.g_00634	Pran.g_01185
OG0001191	Syap.g_01030	Pran.g_01215
OG0001192	Syap.g_01021	Pran.g_01220
OG0001197	Syap.g_00126	Pran.g_01246
OG0001198	Syap.g_00052	Pran.g_01254
OG0001199	Syap.g_01696	Pran.g_00358
OG0001200	Syap.g_01698	Pran.g_00356
OG0001202	Syap.g_01613	Pran.g_00233
OG0001204	Syap.g_01577	Pran.g_01949
OG0001214	Syap.g_00897	Pran.g_01541
OG0001217	Syap.g_01464	Pran.g_01415
OG0001218	Syap.g_00020	Pran.g_01407
OG0001219	Syap.g_02794	Pran.g_01354
OG0001221	Syap.g_01777	Pran.g_00440
OG0001222	Syap.g_02027	Pran.g_00479
OG0001225	Syap.g_01553	Pran.g_00566
OG0001226	Syap.g_02551	Pran.g_00159
OG0001228	Syap.g_01063	Pran.g_00015
OG0001229	Syap.g_00827	Pran.g_00843
OG0001230	Syap.g_02116	Pran.g_00741
OG0001231	Syap.g_00073	Pran.g_00634
OG0001232	Syap.g_01393	Pran.g_00993
OG0001235	Syap.g_01924	Pran.g_01057
OG0001237	Syap.g_01073	Pran.g_01142
OG0001238	Syap.g_01028	Pran.g_01216
OG0001239	Syap.g_01693, Syap.g_01692	Pran.g_00361
OG0001242	Syap.g_02227, Syap.g_02229	Pran.g_00314
OG0001244	Syap.g_02192	Pran.g_00293
OG0001246	Syap.g_00267, Syap.g_01165	Pran.g_01674
OG0001248	Syap.g_00423	Pran.g_01493
OG0001249	Syap.g_00575	Pran.g_01365
OG0001250	Syap.g_01836	Pran.g_01303
OG0001251	Syap.g_01549, Syap.g_01727	Pran.g_00414
OG0001253	Syap.g_01969	Pran.g_00140
OG0001255	Syap.g_02523	Pran.g_00076
OG0001256	Syap.g_01225	Pran.g_00641
OG0001257	Syap.g_00374, Syap.g_00373	Pran.g_00635
OG0001258	Syap.g_00617	Pran.g_00967
OG0001260	Syap.g_01497	Pran.g_01027
OG0001261	Syap.g_00482	Pran.g_01097
OG0001262	Syap.g_00981	Pran.g_01200
OG0001265	Syap.g_02231	Pran.g_00315
OG0001266	Syap.g_01618	Pran.g_00229
OG0001267	Syap.g_01360	Pran.g_01914
OG0001268	Syap.g_00563	Pran.g_01856
OG0001270	Syap.g_02056	Pran.g_01746
OG0001271	Syap.g_02759	Pran.g_01706
OG0001272	Syap.g_02250	Pran.g_01692
OG0001274	Syap.g_01897	Pran.g_01473
OG0001275	Syap.g_02694	Pran.g_00515
OG0001276	Syap.g_01873	Pran.g_00543
OG0001277	Syap.g_01293	Pran.g_00152
OG0001278	Syap.g_02438	Pran.g_00010
OG0001279	Syap.g_02663	Pran.g_00609
OG0001282	Syap.g_01701	Pran.g_00840
OG0001284	Syap.g_00047	Pran.g_00663
OG0001286	Syap.g_00467	Pran.g_01109
OG0001287	Syap.g_00418	Pran.g_01162
OG0001288	Syap.g_01123	Pran.g_01171
OG0001289	Syap.g_02365	Pran.g_00345
OG0001291	Syap.g_02207	Pran.g_00299
OG0001292	Syap.g_01583	Pran.g_01944
OG0001297	Syap.g_00255	Pran.g_01664
OG0001299	Syap.g_01959	Pran.g_01512
OG0001303	Syap.g_02795	Pran.g_01434
OG0001304	Syap.g_00536	Pran.g_00553
OG0001305	Syap.g_01562	Pran.g_00572
OG0001306	Syap.g_00245	Pran.g_00074
OG0001308	Syap.g_02751, Syap.g_02750	Pran.g_00723
OG0001310	Syap.g_01774	Pran.g_00982
OG0001311	Syap.g_01871	Pran.g_00545
OG0001312	Syap.g_01735	Pran.g_00468
OG0001315	Syap.g_00596	Pran.g_00371
OG0001318	Syap.g_01596, Syap.g_01597	Pran.g_01936
OG0001319	Syap.g_02338	Pran.g_01921
OG0001323	Syap.g_00757	Pran.g_01659
OG0001326	Syap.g_02646	Pran.g_00184
OG0001332	Syap.g_01548	Pran.g_00690
OG0001333	Syap.g_01373	Pran.g_01007
OG0001336	Syap.g_02602	Pran.g_01242
OG0001345	Syap.g_01877, Syap.g_02776	Pran.g_00041
OG0001346	Syap.g_01484	Pran.g_00875
OG0001348	Syap.g_00938	Pran.g_00604
OG0001349	Syap.g_01264, Syap.g_00851	Pran.g_00792, Pran.g_00805
OG0001353	Syap.g_01849	Pran.g_01311
OG0001358	Syap.g_00942	Pran.g_01558
OG0001360	Syap.g_01881, Syap.g_02778	Pran.g_00139
OG0001361	Syap.g_01792	Pran.g_00044
OG0001364	Syap.g_01052	Pran.g_01132
OG0001365	Syap.g_00138	Pran.g_01209
OG0001371	Syap.g_02545, Syap.g_02544	Pran.g_01499
OG0001373	Syap.g_02647	Pran.g_00183
OG0001374	Syap.g_01829, Syap.g_01830	Pran.g_00191
OG0001376	Syap.g_01991	Pran.g_00173
OG0001377	Syap.g_01992	Pran.g_00172
OG0001378	Syap.g_02055	Pran.g_00130
OG0001379	Syap.g_01474	Pran.g_00882
OG0001382	Syap.g_00677	Pran.g_00618
OG0001385	Syap.g_02650	Pran.g_00180
OG0001386	Syap.g_02649	Pran.g_00181
OG0001387	Syap.g_02648	Pran.g_00182
OG0001388	Syap.g_02645	Pran.g_00185
OG0001389	Syap.g_02644	Pran.g_00186
OG0001390	Syap.g_02643	Pran.g_00187
OG0001391	Syap.g_01833	Pran.g_00188
OG0001392	Syap.g_01832	Pran.g_00189
OG0001393	Syap.g_01831	Pran.g_00190
OG0001394	Syap.g_00159	Pran.g_00444
OG0001395	Syap.g_00531	Pran.g_00555
OG0001398	Syap.g_02356	Pran.g_00596
OG0001406	Syap.g_01989	Pran.g_00174
OG0001408	Syap.g_01862	Pran.g_00156
OG0001411	Syap.g_00853	Pran.g_00809
OG0001415	Syap.g_00447, Syap.g_00446	Pran.g_00201
OG0001418	Syap.g_00221	Pran.g_01494
OG0001420	Syap.g_02736	Pran.g_00121
OG0001422	Syap.g_01682	Pran.g_00607
OG0001425	Syap.g_01024	Pran.g_01219
OG0001428	Syap.g_01196	Pran.g_00260
OG0001432	Syap.g_01967	Pran.g_00650
OG0001433	Syap.g_00790	Pran.g_01391
OG0001434	Syap.g_00167	Pran.g_00448
