Orthogroup	Syap	Praq
OG0000607	Syap.g_00093	Praq.g_00786
OG0000608	Syap.g_00094	Praq.g_00787
OG0000609	Syap.g_00096	Praq.g_00788
OG0000610	Syap.g_01963	Praq.g_00793
OG0000611	Syap.g_01958	Praq.g_00796
OG0000612	Syap.g_01957	Praq.g_00797
OG0000613	Syap.g_02480	Praq.g_00802
OG0000615	Syap.g_00154	Praq.g_00829
OG0000616	Syap.g_00127	Praq.g_00833
OG0000617	Syap.g_00513	Praq.g_00589
OG0000618	Syap.g_00514	Praq.g_00590
OG0000619	Syap.g_00515	Praq.g_00591
OG0000620	Syap.g_00520	Praq.g_00594
OG0000621	Syap.g_00521	Praq.g_00595
OG0000622	Syap.g_00523	Praq.g_00596
OG0000623	Syap.g_00526	Praq.g_00597
OG0000624	Syap.g_00527	Praq.g_00598
OG0000625	Syap.g_00528	Praq.g_00599
OG0000626	Syap.g_00529	Praq.g_00600
OG0000627	Syap.g_00848	Praq.g_00601
OG0000628	Syap.g_00850	Praq.g_00602
OG0000629	Syap.g_02334	Praq.g_00603
OG0000630	Syap.g_02793	Praq.g_00606
OG0000631	Syap.g_01724	Praq.g_00661
OG0000632	Syap.g_01725	Praq.g_00662
OG0000633	Syap.g_01726	Praq.g_00663
OG0000634	Syap.g_00190	Praq.g_00666
OG0000635	Syap.g_00191	Praq.g_00667
OG0000636	Syap.g_00193	Praq.g_00669
OG0000637	Syap.g_00195	Praq.g_00671
OG0000638	Syap.g_00196	Praq.g_00672
OG0000639	Syap.g_00197	Praq.g_00673
OG0000640	Syap.g_00198	Praq.g_00674
OG0000641	Syap.g_00203	Praq.g_00678
OG0000642	Syap.g_02732	Praq.g_01407
OG0000643	Syap.g_02731	Praq.g_01408
OG0000644	Syap.g_02730	Praq.g_01409
OG0000645	Syap.g_02726	Praq.g_01410
OG0000646	Syap.g_02723	Praq.g_01412
OG0000647	Syap.g_02721	Praq.g_01413
OG0000648	Syap.g_02719	Praq.g_01415
OG0000649	Syap.g_02718	Praq.g_01416
OG0000650	Syap.g_02717	Praq.g_01417
OG0000651	Syap.g_02716	Praq.g_01418
OG0000652	Syap.g_02715	Praq.g_01419
OG0000653	Syap.g_02713	Praq.g_01421
OG0000654	Syap.g_02711	Praq.g_01422
OG0000655	Syap.g_02710	Praq.g_01423
OG0000656	Syap.g_02706	Praq.g_01426
OG0000657	Syap.g_01845	Praq.g_01433
OG0000658	Syap.g_01841	Praq.g_01434
OG0000659	Syap.g_01840	Praq.g_01435
OG0000660	Syap.g_01835	Praq.g_01439
OG0000662	Syap.g_00823	Praq.g_01443
OG0000663	Syap.g_00826	Praq.g_01445
OG0000664	Syap.g_00828	Praq.g_01446
OG0000665	Syap.g_02331	Praq.g_01450
OG0000666	Syap.g_01573	Praq.g_01451
OG0000667	Syap.g_01979	Praq.g_01456
OG0000668	Syap.g_02765	Praq.g_01473
OG0000669	Syap.g_02371	Praq.g_01481
OG0000670	Syap.g_02368	Praq.g_01483
OG0000671	Syap.g_01260	Praq.g_01485
OG0000672	Syap.g_01257	Praq.g_01488
OG0000673	Syap.g_01253	Praq.g_01491
OG0000674	Syap.g_01251	Praq.g_01493
OG0000675	Syap.g_01250	Praq.g_01494
OG0000676	Syap.g_01248	Praq.g_01496
OG0000677	Syap.g_01246	Praq.g_01497
OG0000678	Syap.g_01239	Praq.g_01499
OG0000679	Syap.g_00157	Praq.g_01503
OG0000680	Syap.g_00158	Praq.g_01504
OG0000681	Syap.g_00163	Praq.g_01506
OG0000682	Syap.g_00165	Praq.g_01507
OG0000683	Syap.g_00166	Praq.g_01508
OG0000684	Syap.g_00169	Praq.g_01510
OG0000685	Syap.g_00172	Praq.g_01512
OG0000686	Syap.g_00173	Praq.g_01513
OG0000687	Syap.g_00174	Praq.g_01514
OG0000688	Syap.g_00178	Praq.g_01517
OG0000689	Syap.g_00180	Praq.g_01518
OG0000690	Syap.g_00181	Praq.g_01519
OG0000691	Syap.g_00182	Praq.g_01520
OG0000692	Syap.g_00184	Praq.g_01522
OG0000693	Syap.g_00185	Praq.g_01523
OG0000694	Syap.g_00186	Praq.g_01524
OG0000695	Syap.g_01729	Praq.g_01526
OG0000696	Syap.g_01730	Praq.g_01527
OG0000697	Syap.g_01734	Praq.g_01528
OG0000698	Syap.g_01737	Praq.g_01531
OG0000699	Syap.g_01738	Praq.g_01532
OG0000700	Syap.g_01739	Praq.g_01533
OG0000701	Syap.g_01740	Praq.g_01534
OG0000702	Syap.g_01747	Praq.g_01536
OG0000703	Syap.g_01750	Praq.g_01537
OG0000704	Syap.g_01753	Praq.g_01538
OG0000705	Syap.g_02022	Praq.g_01542
OG0000706	Syap.g_02020	Praq.g_01543
OG0000707	Syap.g_02019	Praq.g_01544
OG0000708	Syap.g_02016	Praq.g_01545
OG0000709	Syap.g_00121	Praq.g_01549
OG0000711	Syap.g_02686	Praq.g_01568
OG0000712	Syap.g_02688	Praq.g_01570
OG0000713	Syap.g_02689	Praq.g_01571
OG0000714	Syap.g_02691	Praq.g_01572
OG0000715	Syap.g_02693	Praq.g_01574
OG0000716	Syap.g_02696	Praq.g_01576
OG0000717	Syap.g_02697	Praq.g_01577
OG0000718	Syap.g_02701	Praq.g_01588
OG0000719	Syap.g_02767	Praq.g_01590
OG0000720	Syap.g_02780	Praq.g_01599
OG0000721	Syap.g_02782	Praq.g_01601
OG0000722	Syap.g_02783	Praq.g_01602
OG0000723	Syap.g_00532	Praq.g_01605
OG0000725	Syap.g_01559	Praq.g_01620
OG0000726	Syap.g_01560	Praq.g_01621
OG0000727	Syap.g_01561	Praq.g_01622
OG0000728	Syap.g_01564	Praq.g_01624
OG0000729	Syap.g_01122	Praq.g_01669
OG0000730	Syap.g_00572	Praq.g_01273
OG0000731	Syap.g_00560	Praq.g_01276
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Praq.g_01282
OG0000733	Syap.g_01971	Praq.g_01301
OG0000734	Syap.g_02628	Praq.g_01318
OG0000735	Syap.g_00244	Praq.g_01320
OG0000736	Syap.g_00243	Praq.g_01321
OG0000737	Syap.g_00242	Praq.g_01322
OG0000738	Syap.g_00236	Praq.g_01326
OG0000739	Syap.g_00235	Praq.g_01327
OG0000740	Syap.g_00234	Praq.g_01328
OG0000741	Syap.g_00231	Praq.g_01329
OG0000742	Syap.g_00229	Praq.g_01332
OG0000743	Syap.g_00226	Praq.g_01334
OG0000744	Syap.g_00225	Praq.g_01335
OG0000745	Syap.g_00222	Praq.g_01336
OG0000746	Syap.g_00220	Praq.g_01338
OG0000747	Syap.g_00219	Praq.g_01339
OG0000748	Syap.g_00212	Praq.g_01342
OG0000749	Syap.g_00211	Praq.g_01343
OG0000750	Syap.g_00210	Praq.g_01344
OG0000751	Syap.g_00205	Praq.g_01346
OG0000752	Syap.g_01793	Praq.g_01348
OG0000753	Syap.g_02775	Praq.g_01351
OG0000754	Syap.g_01883	Praq.g_01354
OG0000755	Syap.g_01893	Praq.g_01357
OG0000757	Syap.g_00427	Praq.g_01364
OG0000758	Syap.g_00428	Praq.g_01365
OG0000759	Syap.g_00429	Praq.g_01366
OG0000760	Syap.g_00430	Praq.g_01367
OG0000761	Syap.g_00431	Praq.g_01368
OG0000762	Syap.g_00434	Praq.g_01369
OG0000763	Syap.g_02624	Praq.g_01371
OG0000764	Syap.g_02623	Praq.g_01372
OG0000765	Syap.g_02440	Praq.g_01381
OG0000766	Syap.g_02439	Praq.g_01382
OG0000767	Syap.g_02437	Praq.g_01384
OG0000768	Syap.g_02436	Praq.g_01385
OG0000769	Syap.g_02434	Praq.g_01387
OG0000770	Syap.g_02431	Praq.g_01389
OG0000772	Syap.g_02295	Praq.g_00112
OG0000773	Syap.g_00885	Praq.g_00124
OG0000774	Syap.g_01473	Praq.g_00126
OG0000775	Syap.g_01475	Praq.g_00128
OG0000776	Syap.g_01476	Praq.g_00129
OG0000777	Syap.g_01478	Praq.g_00130
OG0000778	Syap.g_01479	Praq.g_00131
OG0000779	Syap.g_01494	Praq.g_00135
OG0000780	Syap.g_01496	Praq.g_00136
OG0000781	Syap.g_02609	Praq.g_00139
OG0000782	Syap.g_02611	Praq.g_00140
OG0000783	Syap.g_02612	Praq.g_00141
OG0000784	Syap.g_02613	Praq.g_00142
OG0000785	Syap.g_02281	Praq.g_00144
OG0000786	Syap.g_02287	Praq.g_00146
OG0000787	Syap.g_02288	Praq.g_00147
OG0000788	Syap.g_01932	Praq.g_00162
OG0000789	Syap.g_00372	Praq.g_00165
OG0000791	Syap.g_02520	Praq.g_00184
OG0000792	Syap.g_02519	Praq.g_00185
OG0000793	Syap.g_02141	Praq.g_00188
OG0000794	Syap.g_02200	Praq.g_00189
OG0000795	Syap.g_02199	Praq.g_00190
OG0000796	Syap.g_02448	Praq.g_00194
OG0000797	Syap.g_02449	Praq.g_00195
OG0000798	Syap.g_01363, Syap.g_01269	Praq.g_00222
OG0000799	Syap.g_02488	Praq.g_00276
OG0000800	Syap.g_02487	Praq.g_00277
OG0000801	Syap.g_02486	Praq.g_00278
OG0000802	Syap.g_02659	Praq.g_00280
OG0000803	Syap.g_02109	Praq.g_00282
OG0000804	Syap.g_02113	Praq.g_00283
OG0000805	Syap.g_02115	Praq.g_00285
OG0000806	Syap.g_02117	Praq.g_00287
OG0000807	Syap.g_02118	Praq.g_00288
OG0000808	Syap.g_02119	Praq.g_00289
OG0000809	Syap.g_02122	Praq.g_00292
OG0000810	Syap.g_02124	Praq.g_00293
OG0000811	Syap.g_02472	Praq.g_00297
OG0000812	Syap.g_02474	Praq.g_00299
OG0000813	Syap.g_02475	Praq.g_00300
OG0000814	Syap.g_02753	Praq.g_00302
OG0000815	Syap.g_02752	Praq.g_00303
OG0000816	Syap.g_02289	Praq.g_00305
OG0000817	Syap.g_02527	Praq.g_00306
OG0000818	Syap.g_02001	Praq.g_00311
OG0000819	Syap.g_02002	Praq.g_00312
OG0000820	Syap.g_02003	Praq.g_00313
OG0000821	Syap.g_02009	Praq.g_00317
OG0000822	Syap.g_02011	Praq.g_00318
OG0000824	Syap.g_00008	Praq.g_00322
OG0000825	Syap.g_00009	Praq.g_00323
OG0000826	Syap.g_00010	Praq.g_00324
OG0000827	Syap.g_00011	Praq.g_00325
OG0000828	Syap.g_00014	Praq.g_00328
OG0000829	Syap.g_00015	Praq.g_00329
OG0000830	Syap.g_00016	Praq.g_00330
OG0000831	Syap.g_00019	Praq.g_00332
OG0000832	Syap.g_00752	Praq.g_00338
OG0000833	Syap.g_00021	Praq.g_00346
OG0000834	Syap.g_00023	Praq.g_00347
OG0000835	Syap.g_00024	Praq.g_00348
OG0000836	Syap.g_00026	Praq.g_00349
OG0000837	Syap.g_00027	Praq.g_00350
OG0000838	Syap.g_00031	Praq.g_00352
OG0000839	Syap.g_00032	Praq.g_00353
OG0000840	Syap.g_00033	Praq.g_00354
OG0000841	Syap.g_00034	Praq.g_00355
OG0000842	Syap.g_00035	Praq.g_00356
OG0000843	Syap.g_00036	Praq.g_00357
OG0000844	Syap.g_00039	Praq.g_00358
OG0000845	Syap.g_00040	Praq.g_00359
OG0000846	Syap.g_00042	Praq.g_00360
OG0000847	Syap.g_00043	Praq.g_00361
OG0000848	Syap.g_00045	Praq.g_00362
OG0000849	Syap.g_00046	Praq.g_00363
OG0000850	Syap.g_00310	Praq.g_00365
OG0000851	Syap.g_01214	Praq.g_00366
OG0000852	Syap.g_01215	Praq.g_00367
OG0000853	Syap.g_01219	Praq.g_00371
OG0000854	Syap.g_01222	Praq.g_00373
OG0000855	Syap.g_01223	Praq.g_00374
OG0000856	Syap.g_01286	Praq.g_00001
OG0000857	Syap.g_02722	Praq.g_00030
OG0000858	Syap.g_00612	Praq.g_01953
OG0000859	Syap.g_00613	Praq.g_01952
OG0000860	Syap.g_00623	Praq.g_00495
OG0000861	Syap.g_02789	Praq.g_00494
OG0000862	Syap.g_01789	Praq.g_00493
OG0000863	Syap.g_01784	Praq.g_00491
OG0000864	Syap.g_01783	Praq.g_00490
OG0000865	Syap.g_01781, Syap.g_01782	Praq.g_00489
OG0000866	Syap.g_01780	Praq.g_00488
OG0000867	Syap.g_01779	Praq.g_00487
OG0000868	Syap.g_01775	Praq.g_00486
OG0000869	Syap.g_01770	Praq.g_00482
OG0000870	Syap.g_01401	Praq.g_00477
OG0000871	Syap.g_01400	Praq.g_00476
OG0000872	Syap.g_01394	Praq.g_00475
OG0000873	Syap.g_01390	Praq.g_00472
OG0000874	Syap.g_01388	Praq.g_00469
OG0000875	Syap.g_01386	Praq.g_00468
OG0000876	Syap.g_00822	Praq.g_00467
OG0000877	Syap.g_01380	Praq.g_00465
OG0000878	Syap.g_01378	Praq.g_00464
OG0000879	Syap.g_01377	Praq.g_00463
OG0000880	Syap.g_01376	Praq.g_00462
OG0000882	Syap.g_01516	Praq.g_00453
OG0000883	Syap.g_01511	Praq.g_00452
OG0000884	Syap.g_01509	Praq.g_00450
OG0000885	Syap.g_01508	Praq.g_00449
OG0000886	Syap.g_01507	Praq.g_00448
OG0000887	Syap.g_01506	Praq.g_00447
OG0000888	Syap.g_01504	Praq.g_00445
OG0000889	Syap.g_01502	Praq.g_00443
OG0000890	Syap.g_01499	Praq.g_00442
OG0000891	Syap.g_01498	Praq.g_00441
OG0000892	Syap.g_02671	Praq.g_00956
OG0000893	Syap.g_02497	Praq.g_00951
OG0000894	Syap.g_02679	Praq.g_00949
OG0000895	Syap.g_00546	Praq.g_00946
OG0000896	Syap.g_00545	Praq.g_00945
OG0000897	Syap.g_00543	Praq.g_00943
OG0000898	Syap.g_00542	Praq.g_00942
OG0000899	Syap.g_00541	Praq.g_00941
OG0000900	Syap.g_00540	Praq.g_00940
OG0000901	Syap.g_01930	Praq.g_00937
OG0000902	Syap.g_01929	Praq.g_00935
OG0000903	Syap.g_01916	Praq.g_00932
OG0000904	Syap.g_01922	Praq.g_00930
OG0000905	Syap.g_01925	Praq.g_00925
OG0000906	Syap.g_01927	Praq.g_00924
OG0000907	Syap.g_01914	Praq.g_00921
OG0000908	Syap.g_01235	Praq.g_00918
OG0000909	Syap.g_01236	Praq.g_00917
OG0000910	Syap.g_01237	Praq.g_00916
OG0000911	Syap.g_00511	Praq.g_00914
OG0000912	Syap.g_00510	Praq.g_00913
OG0000913	Syap.g_00509	Praq.g_00912
OG0000914	Syap.g_00508	Praq.g_00911
OG0000915	Syap.g_00506	Praq.g_00910
OG0000916	Syap.g_00505	Praq.g_00909
OG0000917	Syap.g_00504	Praq.g_00908
OG0000918	Syap.g_00503	Praq.g_00907
OG0000919	Syap.g_00502	Praq.g_00906
OG0000920	Syap.g_00501	Praq.g_00905
OG0000921	Syap.g_00500	Praq.g_00904
OG0000922	Syap.g_00499	Praq.g_00903
OG0000923	Syap.g_00495	Praq.g_00899
OG0000924	Syap.g_00494	Praq.g_00898
OG0000925	Syap.g_00493	Praq.g_00897
OG0000926	Syap.g_00492	Praq.g_00896
OG0000927	Syap.g_00490	Praq.g_00894
OG0000928	Syap.g_00489	Praq.g_00893
OG0000929	Syap.g_00488	Praq.g_00892
OG0000930	Syap.g_00487	Praq.g_00891
OG0000931	Syap.g_00486	Praq.g_00890
OG0000932	Syap.g_00485	Praq.g_00889
OG0000933	Syap.g_00479	Praq.g_00885
OG0000934	Syap.g_00477	Praq.g_00883
OG0000935	Syap.g_00476	Praq.g_00882
OG0000936	Syap.g_00475	Praq.g_00881
OG0000937	Syap.g_00474	Praq.g_00880
OG0000938	Syap.g_00471	Praq.g_00878
OG0000939	Syap.g_00469	Praq.g_00877
OG0000940	Syap.g_00460	Praq.g_00871
OG0000941	Syap.g_00458	Praq.g_00869
OG0000942	Syap.g_00606	Praq.g_00867
OG0000943	Syap.g_00604	Praq.g_00866
OG0000944	Syap.g_00602	Praq.g_00865
OG0000945	Syap.g_00601	Praq.g_00864
OG0000946	Syap.g_00595	Praq.g_00727
OG0000947	Syap.g_00591	Praq.g_00729
OG0000948	Syap.g_00590	Praq.g_00730
OG0000949	Syap.g_01051	Praq.g_00733
OG0000950	Syap.g_01061	Praq.g_00738
OG0000951	Syap.g_01070	Praq.g_00742
OG0000952	Syap.g_01074	Praq.g_00746
OG0000953	Syap.g_01078	Praq.g_00749
OG0000954	Syap.g_01089	Praq.g_00753
OG0000955	Syap.g_01090	Praq.g_00754
OG0000956	Syap.g_01092	Praq.g_00756
OG0000957	Syap.g_01109	Praq.g_00761
OG0000958	Syap.g_01110	Praq.g_00762
OG0000959	Syap.g_01114	Praq.g_00766
OG0000960	Syap.g_01115	Praq.g_00767
OG0000961	Syap.g_02170	Praq.g_00769
OG0000962	Syap.g_01121	Praq.g_00771
OG0000963	Syap.g_01124	Praq.g_00774
OG0000964	Syap.g_01125	Praq.g_00679
OG0000965	Syap.g_01126	Praq.g_00680
OG0000966	Syap.g_01141	Praq.g_00687
OG0000967	Syap.g_00633	Praq.g_00691
OG0000968	Syap.g_00998	Praq.g_00693
OG0000969	Syap.g_00996	Praq.g_00694
OG0000970	Syap.g_00995	Praq.g_00695
OG0000971	Syap.g_00993	Praq.g_00696
OG0000972	Syap.g_00992	Praq.g_00697
OG0000973	Syap.g_00991	Praq.g_00698
OG0000974	Syap.g_00990	Praq.g_00699
OG0000975	Syap.g_00989	Praq.g_00700
OG0000976	Syap.g_00988	Praq.g_00701
OG0000977	Syap.g_00986	Praq.g_00702
OG0000978	Syap.g_00985	Praq.g_00703
OG0000979	Syap.g_00980	Praq.g_00706
OG0000980	Syap.g_00977	Praq.g_00708
OG0000981	Syap.g_01812	Praq.g_00710
OG0000982	Syap.g_00132	Praq.g_00712
OG0000983	Syap.g_00134	Praq.g_00713
OG0000984	Syap.g_00135	Praq.g_00714
OG0000985	Syap.g_00140	Praq.g_00717
OG0000986	Syap.g_01044	Praq.g_00719
OG0000987	Syap.g_01033	Praq.g_00720
OG0000988	Syap.g_01027	Praq.g_00723
OG0000989	Syap.g_01011	Praq.g_00391
OG0000990	Syap.g_02087	Praq.g_00394
OG0000991	Syap.g_02091	Praq.g_00395
OG0000992	Syap.g_02095	Praq.g_00397
OG0000993	Syap.g_02097	Praq.g_00398
OG0000994	Syap.g_02101	Praq.g_00399
OG0000996	Syap.g_01817	Praq.g_00404
OG0000997	Syap.g_02590	Praq.g_00405
OG0000998	Syap.g_02591	Praq.g_00407
OG0000999	Syap.g_02592	Praq.g_00408
OG0001001	Syap.g_02605	Praq.g_00413
OG0001002	Syap.g_00124	Praq.g_00417
OG0001003	Syap.g_02310	Praq.g_00418
OG0001004	Syap.g_02311	Praq.g_00419
OG0001005	Syap.g_02312	Praq.g_00420
OG0001006	Syap.g_00053	Praq.g_00424
OG0001007	Syap.g_00055	Praq.g_00426
OG0001008	Syap.g_02060	Praq.g_01120
OG0001012	Syap.g_00371	Praq.g_01258
OG0001013	Syap.g_01325	Praq.g_01264
OG0001016	Syap.g_01695	Praq.g_01930
OG0001033	Syap.g_00105	Praq.g_01794
OG0001035	Syap.g_01594	Praq.g_01749
OG0001038	Syap.g_01362	Praq.g_01725
OG0001039	Syap.g_01359	Praq.g_01722
OG0001040	Syap.g_01356	Praq.g_01719
OG0001041	Syap.g_01352	Praq.g_01715
OG0001043	Syap.g_01676	Praq.g_01697
OG0001044	Syap.g_00571	Praq.g_01212
OG0001053	Syap.g_02253	Praq.g_00534
OG0001054	Syap.g_00274	Praq.g_01104
OG0001055	Syap.g_00252	Praq.g_01085
OG0001059	Syap.g_00306	Praq.g_01049
OG0001060	Syap.g_00299	Praq.g_01042
OG0001061	Syap.g_01309	Praq.g_01029
OG0001062	Syap.g_01314	Praq.g_01027
OG0001072	Syap.g_00441	Praq.g_01013
OG0001073	Syap.g_00122, Syap.g_00455	Praq.g_00998
OG0001078	Syap.g_00896	Praq.g_00966
OG0001080	Syap.g_02505	Praq.g_00782
OG0001085	Syap.g_01953	Praq.g_00799
OG0001094	Syap.g_00187	Praq.g_00664
OG0001095	Syap.g_02725	Praq.g_01411
OG0001096	Syap.g_02709	Praq.g_01424
OG0001100	Syap.g_02369	Praq.g_01482
OG0001102	Syap.g_01258	Praq.g_01487
OG0001103	Syap.g_01256	Praq.g_01489
OG0001104	Syap.g_00171	Praq.g_01511
OG0001105	Syap.g_00175	Praq.g_01515
OG0001107	Syap.g_02015	Praq.g_01546
OG0001108	Syap.g_00119	Praq.g_01550
OG0001122	Syap.g_02766	Praq.g_01591
OG0001123	Syap.g_01872	Praq.g_01595
OG0001133	Syap.g_01292	Praq.g_01287
OG0001136	Syap.g_00230	Praq.g_01330
OG0001137	Syap.g_00213	Praq.g_01341
OG0001140	Syap.g_02134	Praq.g_01361
OG0001152	Syap.g_02447	Praq.g_00193
OG0001154	Syap.g_00013	Praq.g_00327
OG0001155	Syap.g_00750	Praq.g_00339
OG0001160	Syap.g_01217	Praq.g_00369
OG0001162	Syap.g_02366	Praq.g_00005
OG0001165	Syap.g_00619	Praq.g_00498
OG0001168	Syap.g_01372	Praq.g_00459
OG0001171	Syap.g_01505	Praq.g_00446
OG0001172	Syap.g_00547	Praq.g_00948
OG0001177	Syap.g_01920	Praq.g_00928
OG0001178	Syap.g_01786, Syap.g_01787	Praq.g_00923
OG0001179	Syap.g_00491	Praq.g_00895
OG0001180	Syap.g_00097, Syap.g_00465	Praq.g_00874
OG0001181	Syap.g_00459	Praq.g_00870
OG0001183	Syap.g_00594	Praq.g_00728
OG0001185	Syap.g_01104	Praq.g_00758
OG0001186	Syap.g_01140	Praq.g_00684
OG0001187	Syap.g_01142	Praq.g_00688
OG0001188	Syap.g_00634	Praq.g_00690
OG0001189	Syap.g_00979	Praq.g_00707
OG0001191	Syap.g_01030	Praq.g_00721
OG0001192	Syap.g_01021	Praq.g_00390
OG0001197	Syap.g_00126	Praq.g_00416
OG0001198	Syap.g_00052	Praq.g_00423
OG0001199	Syap.g_01696	Praq.g_01929
OG0001200	Syap.g_01698	Praq.g_01927
OG0001202	Syap.g_01613	Praq.g_01803
OG0001203	Syap.g_01154	Praq.g_01764
OG0001204	Syap.g_01577	Praq.g_01759
OG0001214	Syap.g_00897	Praq.g_00965
OG0001217	Syap.g_01464	Praq.g_00622
OG0001218	Syap.g_00020	Praq.g_00630
OG0001219	Syap.g_02794	Praq.g_00658
OG0001221	Syap.g_01777	Praq.g_01501
OG0001222	Syap.g_02027	Praq.g_01540
OG0001224	Syap.g_01551	Praq.g_01615
OG0001225	Syap.g_01553	Praq.g_01617
OG0001226	Syap.g_02551	Praq.g_01642
OG0001228	Syap.g_01063	Praq.g_01378
OG0001229	Syap.g_00827	Praq.g_00173
OG0001230	Syap.g_02116	Praq.g_00286
OG0001231	Syap.g_00073	Praq.g_00003
OG0001232	Syap.g_01393	Praq.g_00474
OG0001235	Syap.g_01924	Praq.g_00926
OG0001236	Syap.g_01069	Praq.g_00741
OG0001237	Syap.g_01073	Praq.g_00745
OG0001238	Syap.g_01028	Praq.g_00722
OG0001239	Syap.g_01693, Syap.g_01692	Praq.g_01932
OG0001242	Syap.g_02227, Syap.g_02229	Praq.g_01884
OG0001243	Syap.g_02219	Praq.g_01878
OG0001244	Syap.g_02192	Praq.g_01862
OG0001246	Syap.g_00267, Syap.g_01165	Praq.g_01098
OG0001248	Syap.g_00423	Praq.g_00814
OG0001249	Syap.g_00575	Praq.g_00647
OG0001250	Syap.g_01836	Praq.g_01438
OG0001251	Syap.g_01549, Syap.g_01727	Praq.g_01474
OG0001253	Syap.g_01969	Praq.g_01662
OG0001255	Syap.g_02523	Praq.g_01317
OG0001256	Syap.g_01225	Praq.g_00384
OG0001257	Syap.g_00374, Syap.g_00373	Praq.g_00002
OG0001260	Syap.g_01497	Praq.g_00440
OG0001261	Syap.g_00482	Praq.g_00887
OG0001262	Syap.g_00981	Praq.g_00705
OG0001263	Syap.g_02216	Praq.g_01875
OG0001265	Syap.g_02231	Praq.g_01885
OG0001266	Syap.g_01618	Praq.g_01799
OG0001267	Syap.g_01360	Praq.g_01723
OG0001268	Syap.g_00563	Praq.g_01206
OG0001270	Syap.g_02056	Praq.g_01123
OG0001271	Syap.g_02759	Praq.g_00523
OG0001272	Syap.g_02250	Praq.g_00537
OG0001274	Syap.g_01897	Praq.g_00832
OG0001275	Syap.g_02694	Praq.g_01575
OG0001276	Syap.g_01873	Praq.g_01594
OG0001277	Syap.g_01293	Praq.g_01651
OG0001278	Syap.g_02438	Praq.g_01383
OG0001282	Syap.g_01701	Praq.g_00178
OG0001284	Syap.g_00047	Praq.g_00364
OG0001287	Syap.g_00418	Praq.g_00765
OG0001288	Syap.g_01123	Praq.g_00773
OG0001289	Syap.g_02365	Praq.g_01916
OG0001291	Syap.g_02207	Praq.g_01868
OG0001292	Syap.g_01583	Praq.g_01754
OG0001297	Syap.g_00255	Praq.g_01088
OG0001299	Syap.g_01959	Praq.g_00795
OG0001303	Syap.g_02795	Praq.g_01579
OG0001304	Syap.g_00536	Praq.g_01604
OG0001305	Syap.g_01562	Praq.g_01623
OG0001306	Syap.g_00245	Praq.g_01319
OG0001307	Syap.g_00403	Praq.g_00158
OG0001308	Syap.g_02751, Syap.g_02750	Praq.g_00304
OG0001310	Syap.g_01774	Praq.g_00485
OG0001311	Syap.g_01871	Praq.g_01596
OG0001312	Syap.g_01735	Praq.g_01529
OG0001315	Syap.g_00596	Praq.g_01942
OG0001318	Syap.g_01596, Syap.g_01597	Praq.g_01747
OG0001319	Syap.g_02338	Praq.g_01731
OG0001323	Syap.g_00757	Praq.g_01083
OG0001326	Syap.g_02646	Praq.g_00846
OG0001332	Syap.g_01548	Praq.g_00337
OG0001333	Syap.g_01373	Praq.g_00460
OG0001336	Syap.g_02602	Praq.g_00412
OG0001345	Syap.g_01877, Syap.g_02776	Praq.g_01352
OG0001346	Syap.g_01484	Praq.g_00134
OG0001348	Syap.g_00938	Praq.g_00023
OG0001349	Syap.g_01264, Syap.g_00851	Praq.g_00221
OG0001351	Syap.g_01996	Praq.g_00503
OG0001358	Syap.g_00942	Praq.g_00982
OG0001360	Syap.g_01881, Syap.g_02778	Praq.g_01663
OG0001361	Syap.g_01792	Praq.g_01349
OG0001364	Syap.g_01052	Praq.g_00734
OG0001365	Syap.g_00138	Praq.g_00715
OG0001371	Syap.g_02545, Syap.g_02544	Praq.g_00808
OG0001373	Syap.g_02647	Praq.g_00847
OG0001374	Syap.g_01829, Syap.g_01830	Praq.g_00839
OG0001376	Syap.g_01991	Praq.g_01628
OG0001377	Syap.g_01992	Praq.g_01629
OG0001378	Syap.g_02055	Praq.g_01272
OG0001382	Syap.g_00677	Praq.g_00016
OG0001385	Syap.g_02650	Praq.g_00850
OG0001386	Syap.g_02649	Praq.g_00849
OG0001387	Syap.g_02648	Praq.g_00848
OG0001388	Syap.g_02645	Praq.g_00845
OG0001389	Syap.g_02644	Praq.g_00844
OG0001390	Syap.g_02643	Praq.g_00843
OG0001391	Syap.g_01833	Praq.g_00842
OG0001392	Syap.g_01832	Praq.g_00841
OG0001393	Syap.g_01831	Praq.g_00840
OG0001395	Syap.g_00531	Praq.g_01606
OG0001406	Syap.g_01989	Praq.g_01627
OG0001408	Syap.g_01862	Praq.g_01646, Praq.g_01645
OG0001411	Syap.g_00853	Praq.g_00219
OG0001415	Syap.g_00447, Syap.g_00446	Praq.g_01771
OG0001418	Syap.g_00221	Praq.g_00813
OG0001420	Syap.g_02736	Praq.g_01280
OG0001422	Syap.g_01682	Praq.g_00021
OG0001425	Syap.g_01024	Praq.g_00389
OG0001428	Syap.g_01196	Praq.g_01830
OG0001432	Syap.g_01967	Praq.g_00377
OG0001433	Syap.g_00790	Praq.g_00066
OG0001434	Syap.g_00167	Praq.g_01509
OG0001435	Syap.g_01259	Praq.g_01486
OG0001437	Syap.g_00448	Praq.g_01772
OG0001438	Syap.g_01346, Syap.g_01630	Praq.g_01709
