Orthogroup	Syap	Syao
OG0000587	Syap.g_01523	Syao.g_01057
OG0000588	Syap.g_00776	Syao.g_00406
OG0000589	Syap.g_00941	Syao.g_01342
OG0000590	Syap.g_00940	Syao.g_01341
OG0000591	Syap.g_01289	Syao.g_01330
OG0000592	Syap.g_01288	Syao.g_01329
OG0000593	Syap.g_00890	Syao.g_00890
OG0000594	Syap.g_00891	Syao.g_00891
OG0000595	Syap.g_00892	Syao.g_00892
OG0000596	Syap.g_00898	Syao.g_00897
OG0000597	Syap.g_00903	Syao.g_00900
OG0000598	Syap.g_00904	Syao.g_00901
OG0000599	Syap.g_00908	Syao.g_00908
OG0000600	Syap.g_00909	Syao.g_00909
OG0000601	Syap.g_00910	Syao.g_00910
OG0000602	Syap.g_00640	Syao.g_00914
OG0000603	Syap.g_00641	Syao.g_00915
OG0000604	Syap.g_02769	Syao.g_00918
OG0000606	Syap.g_02506	Syao.g_00924
OG0000607	Syap.g_00093	Syao.g_00927
OG0000608	Syap.g_00094	Syao.g_00928
OG0000609	Syap.g_00096	Syao.g_00930
OG0000610	Syap.g_01963	Syao.g_00940
OG0000611	Syap.g_01958	Syao.g_00943
OG0000612	Syap.g_01957	Syao.g_00944
OG0000613	Syap.g_02480	Syao.g_01979
OG0000615	Syap.g_00154	Syao.g_00978
OG0000616	Syap.g_00127	Syao.g_02342
OG0000617	Syap.g_00513	Syao.g_00486
OG0000618	Syap.g_00514	Syao.g_00485
OG0000619	Syap.g_00515	Syao.g_00484
OG0000620	Syap.g_00520	Syao.g_00479
OG0000621	Syap.g_00521	Syao.g_00478
OG0000622	Syap.g_00523	Syao.g_00476
OG0000623	Syap.g_00526	Syao.g_00475
OG0000624	Syap.g_00527	Syao.g_00473
OG0000625	Syap.g_00528	Syao.g_00472
OG0000626	Syap.g_00529	Syao.g_00471
OG0000627	Syap.g_00848	Syao.g_00567
OG0000628	Syap.g_00850	Syao.g_00566
OG0000629	Syap.g_02334	Syao.g_00590
OG0000630	Syap.g_02793	Syao.g_00585
OG0000631	Syap.g_01724	Syao.g_00644
OG0000632	Syap.g_01725	Syao.g_00643
OG0000633	Syap.g_01726	Syao.g_00642
OG0000634	Syap.g_00190	Syao.g_00752
OG0000635	Syap.g_00191	Syao.g_00753
OG0000636	Syap.g_00193	Syao.g_00755
OG0000637	Syap.g_00195	Syao.g_00757
OG0000638	Syap.g_00196	Syao.g_00758
OG0000639	Syap.g_00197	Syao.g_00759
OG0000640	Syap.g_00198	Syao.g_00760
OG0000641	Syap.g_00203	Syao.g_00764
OG0000642	Syap.g_02732	Syao.g_00765
OG0000643	Syap.g_02731	Syao.g_00767
OG0000644	Syap.g_02730	Syao.g_00768
OG0000645	Syap.g_02726	Syao.g_00770
OG0000646	Syap.g_02723	Syao.g_00773
OG0000647	Syap.g_02721	Syao.g_00775
OG0000648	Syap.g_02719	Syao.g_00777
OG0000649	Syap.g_02718	Syao.g_00778
OG0000650	Syap.g_02717	Syao.g_00779
OG0000651	Syap.g_02716	Syao.g_00780
OG0000652	Syap.g_02715	Syao.g_00781
OG0000653	Syap.g_02713	Syao.g_00783
OG0000654	Syap.g_02711	Syao.g_00784
OG0000655	Syap.g_02710	Syao.g_00785
OG0000656	Syap.g_02706	Syao.g_00789
OG0000657	Syap.g_01845	Syao.g_00435
OG0000658	Syap.g_01841	Syao.g_00560
OG0000659	Syap.g_01840	Syao.g_00559
OG0000660	Syap.g_01835	Syao.g_00555
OG0000662	Syap.g_00823	Syao.g_00535
OG0000663	Syap.g_00826	Syao.g_00532
OG0000664	Syap.g_00828	Syao.g_00530
OG0000665	Syap.g_02331	Syao.g_01436
OG0000666	Syap.g_01573	Syao.g_02120
OG0000667	Syap.g_01979	Syao.g_01375
OG0000668	Syap.g_02765	Syao.g_02678
OG0000669	Syap.g_02371	Syao.g_00955
OG0000670	Syap.g_02368	Syao.g_00958
OG0000671	Syap.g_01260	Syao.g_00960
OG0000672	Syap.g_01257	Syao.g_00963
OG0000673	Syap.g_01253	Syao.g_00966
OG0000674	Syap.g_01251	Syao.g_00968
OG0000675	Syap.g_01250	Syao.g_00969
OG0000676	Syap.g_01248	Syao.g_00971
OG0000677	Syap.g_01246	Syao.g_00972
OG0000678	Syap.g_01239	Syao.g_00974
OG0000679	Syap.g_00157	Syao.g_00981
OG0000680	Syap.g_00158	Syao.g_00982
OG0000681	Syap.g_00163	Syao.g_00985
OG0000682	Syap.g_00165	Syao.g_00986
OG0000683	Syap.g_00166	Syao.g_00987
OG0000684	Syap.g_00169	Syao.g_00990
OG0000685	Syap.g_00172	Syao.g_00733
OG0000686	Syap.g_00173	Syao.g_00734
OG0000687	Syap.g_00174	Syao.g_00735
OG0000688	Syap.g_00178	Syao.g_00741
OG0000689	Syap.g_00180	Syao.g_00743
OG0000690	Syap.g_00181	Syao.g_00744
OG0000691	Syap.g_00182	Syao.g_00745
OG0000692	Syap.g_00184	Syao.g_00747
OG0000693	Syap.g_00185	Syao.g_00748
OG0000694	Syap.g_00186	Syao.g_00749
OG0000695	Syap.g_01729	Syao.g_00639
OG0000696	Syap.g_01730	Syao.g_00638
OG0000697	Syap.g_01734	Syao.g_00636
OG0000698	Syap.g_01737	Syao.g_00633
OG0000699	Syap.g_01738	Syao.g_00631
OG0000700	Syap.g_01739	Syao.g_00630
OG0000701	Syap.g_01740	Syao.g_00629
OG0000702	Syap.g_01747	Syao.g_00705
OG0000703	Syap.g_01750	Syao.g_00693
OG0000704	Syap.g_01753	Syao.g_00689
OG0000705	Syap.g_02022	Syao.g_00682
OG0000706	Syap.g_02020	Syao.g_00681
OG0000707	Syap.g_02019	Syao.g_00680
OG0000708	Syap.g_02016	Syao.g_00677
OG0000709	Syap.g_00121	Syao.g_00670
OG0000711	Syap.g_02686	Syao.g_00815
OG0000712	Syap.g_02688	Syao.g_00813
OG0000713	Syap.g_02689	Syao.g_00812
OG0000714	Syap.g_02691	Syao.g_00810
OG0000715	Syap.g_02693	Syao.g_00808
OG0000716	Syap.g_02696	Syao.g_00804
OG0000717	Syap.g_02697	Syao.g_00803
OG0000718	Syap.g_02701	Syao.g_00794
OG0000719	Syap.g_02767	Syao.g_00444
OG0000720	Syap.g_02780	Syao.g_00457
OG0000721	Syap.g_02782	Syao.g_00459
OG0000722	Syap.g_02783	Syao.g_00460
OG0000723	Syap.g_00532	Syao.g_00469
OG0000725	Syap.g_01559	Syao.g_00385
OG0000726	Syap.g_01560	Syao.g_00384
OG0000727	Syap.g_01561	Syao.g_00383
OG0000728	Syap.g_01564	Syao.g_00381
OG0000729	Syap.g_01122	Syao.g_02190
OG0000730	Syap.g_00572	Syao.g_01880
OG0000731	Syap.g_00560	Syao.g_01868
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syao.g_02218
OG0000733	Syap.g_01971	Syao.g_01427
OG0000734	Syap.g_02628	Syao.g_02592
OG0000735	Syap.g_00244	Syao.g_00140
OG0000736	Syap.g_00243	Syao.g_00139
OG0000737	Syap.g_00242	Syao.g_00138
OG0000738	Syap.g_00236	Syao.g_00132
OG0000739	Syap.g_00235	Syao.g_00131
OG0000740	Syap.g_00234	Syao.g_00130
OG0000741	Syap.g_00231	Syao.g_00127
OG0000742	Syap.g_00229	Syao.g_00124
OG0000743	Syap.g_00226	Syao.g_00217
OG0000744	Syap.g_00225	Syao.g_00216
OG0000745	Syap.g_00222	Syao.g_00213
OG0000746	Syap.g_00220	Syao.g_00210
OG0000747	Syap.g_00219	Syao.g_00208
OG0000748	Syap.g_00212	Syao.g_00193
OG0000749	Syap.g_00211	Syao.g_00192
OG0000750	Syap.g_00210	Syao.g_00191
OG0000751	Syap.g_00205	Syao.g_00185
OG0000752	Syap.g_01793	Syao.g_00183
OG0000753	Syap.g_02775	Syao.g_00180
OG0000754	Syap.g_01883	Syao.g_00175
OG0000755	Syap.g_01893	Syao.g_00021
OG0000757	Syap.g_00427	Syao.g_00252
OG0000758	Syap.g_00428	Syao.g_00251
OG0000759	Syap.g_00429	Syao.g_00250
OG0000760	Syap.g_00430	Syao.g_00249
OG0000761	Syap.g_00431	Syao.g_00248
OG0000762	Syap.g_00434	Syao.g_00246
OG0000763	Syap.g_02624	Syao.g_00242
OG0000764	Syap.g_02623	Syao.g_00241
OG0000765	Syap.g_02440	Syao.g_00267
OG0000766	Syap.g_02439	Syao.g_00266
OG0000767	Syap.g_02437	Syao.g_00264
OG0000768	Syap.g_02436	Syao.g_00263
OG0000769	Syap.g_02434	Syao.g_00261
OG0000770	Syap.g_02431	Syao.g_00257
OG0000772	Syap.g_02295	Syao.g_01523
OG0000773	Syap.g_00885	Syao.g_01447
OG0000774	Syap.g_01473	Syao.g_01442
OG0000775	Syap.g_01475	Syao.g_01440
OG0000776	Syap.g_01476	Syao.g_01439
OG0000777	Syap.g_01478	Syao.g_01438
OG0000778	Syap.g_01479	Syao.g_01437
OG0000779	Syap.g_01494	Syao.g_01469
OG0000780	Syap.g_01496	Syao.g_01456
OG0000781	Syap.g_02609	Syao.g_01452
OG0000782	Syap.g_02611	Syao.g_01451
OG0000783	Syap.g_02612	Syao.g_01450
OG0000784	Syap.g_02613	Syao.g_01449
OG0000785	Syap.g_02281	Syao.g_01481
OG0000786	Syap.g_02287	Syao.g_01473
OG0000787	Syap.g_02288	Syao.g_01472
OG0000788	Syap.g_01932	Syao.g_00870
OG0000789	Syap.g_00372	Syao.g_00623
OG0000791	Syap.g_02520	Syao.g_00043
OG0000792	Syap.g_02519	Syao.g_00044
OG0000793	Syap.g_02141	Syao.g_02700
OG0000794	Syap.g_02200	Syao.g_02703
OG0000795	Syap.g_02199	Syao.g_02704
OG0000796	Syap.g_02448	Syao.g_02708
OG0000797	Syap.g_02449	Syao.g_02709
OG0000798	Syap.g_01363	Syao.g_02066
OG0000799	Syap.g_02488	Syao.g_01525
OG0000800	Syap.g_02487	Syao.g_01526
OG0000801	Syap.g_02486	Syao.g_01527
OG0000802	Syap.g_02659	Syao.g_01531
OG0000803	Syap.g_02109	Syao.g_01534
OG0000804	Syap.g_02113	Syao.g_01537
OG0000805	Syap.g_02115	Syao.g_01502
OG0000806	Syap.g_02117	Syao.g_01504
OG0000807	Syap.g_02118	Syao.g_01506
OG0000808	Syap.g_02119	Syao.g_01507
OG0000809	Syap.g_02122	Syao.g_01511
OG0000810	Syap.g_02124	Syao.g_01482
OG0000811	Syap.g_02472	Syao.g_01490
OG0000812	Syap.g_02474	Syao.g_01492
OG0000813	Syap.g_02475	Syao.g_01493
OG0000814	Syap.g_02753	Syao.g_01495
OG0000815	Syap.g_02752	Syao.g_01499
OG0000816	Syap.g_02289	Syao.g_01471
OG0000817	Syap.g_02527	Syao.g_01519
OG0000818	Syap.g_02001	Syao.g_00062
OG0000819	Syap.g_02002	Syao.g_00063
OG0000820	Syap.g_02003	Syao.g_00064
OG0000821	Syap.g_02009	Syao.g_00070
OG0000822	Syap.g_02011	Syao.g_00072
OG0000824	Syap.g_00008	Syao.g_00079
OG0000825	Syap.g_00009	Syao.g_00080
OG0000826	Syap.g_00010	Syao.g_00081
OG0000827	Syap.g_00011	Syao.g_00082
OG0000828	Syap.g_00014	Syao.g_00085
OG0000829	Syap.g_00015	Syao.g_00086
OG0000830	Syap.g_00016	Syao.g_00087
OG0000831	Syap.g_00019	Syao.g_00089
OG0000832	Syap.g_00752	Syao.g_01696
OG0000833	Syap.g_00021	Syao.g_01612
OG0000834	Syap.g_00023	Syao.g_01610
OG0000835	Syap.g_00024	Syao.g_01609
OG0000836	Syap.g_00026	Syao.g_01606
OG0000837	Syap.g_00027	Syao.g_01605
OG0000838	Syap.g_00031	Syao.g_01601
OG0000839	Syap.g_00032	Syao.g_01600
OG0000840	Syap.g_00033	Syao.g_01599
OG0000841	Syap.g_00034	Syao.g_01598
OG0000842	Syap.g_00035	Syao.g_01597
OG0000843	Syap.g_00036	Syao.g_01596
OG0000844	Syap.g_00039	Syao.g_01594
OG0000845	Syap.g_00040	Syao.g_01593
OG0000846	Syap.g_00042	Syao.g_01592
OG0000847	Syap.g_00043	Syao.g_01591
OG0000848	Syap.g_00045	Syao.g_01589
OG0000849	Syap.g_00046	Syao.g_01588
OG0000850	Syap.g_00310	Syao.g_01585
OG0000851	Syap.g_01214	Syao.g_01582
OG0000852	Syap.g_01215	Syao.g_01581
OG0000853	Syap.g_01219	Syao.g_01577
OG0000854	Syap.g_01222	Syao.g_01575
OG0000855	Syap.g_01223	Syao.g_01574
OG0000856	Syap.g_01286	Syao.g_01327
OG0000857	Syap.g_02722	Syao.g_00774
OG0000858	Syap.g_00612	Syao.g_01567
OG0000859	Syap.g_00613	Syao.g_01566
OG0000860	Syap.g_00623	Syao.g_01552
OG0000861	Syap.g_02789	Syao.g_01551
OG0000862	Syap.g_01789	Syao.g_01542
OG0000863	Syap.g_01784	Syao.g_01540
OG0000864	Syap.g_01783	Syao.g_01017
OG0000866	Syap.g_01780	Syao.g_01686
OG0000867	Syap.g_01779	Syao.g_01685
OG0000868	Syap.g_01775	Syao.g_01682
OG0000869	Syap.g_01770	Syao.g_01677
OG0000870	Syap.g_01401	Syao.g_01672
OG0000871	Syap.g_01400	Syao.g_01671
OG0000872	Syap.g_01394	Syao.g_01665
OG0000873	Syap.g_01390	Syao.g_01662
OG0000874	Syap.g_01388	Syao.g_01660
OG0000875	Syap.g_01386	Syao.g_01658
OG0000876	Syap.g_00822	Syao.g_00536
OG0000877	Syap.g_01380	Syao.g_01654
OG0000878	Syap.g_01378	Syao.g_01653
OG0000879	Syap.g_01377	Syao.g_01652
OG0000880	Syap.g_01376	Syao.g_01651
OG0000882	Syap.g_01516	Syao.g_01642
OG0000883	Syap.g_01511	Syao.g_01638
OG0000884	Syap.g_01509	Syao.g_01636
OG0000885	Syap.g_01508	Syao.g_01635
OG0000886	Syap.g_01507	Syao.g_01634
OG0000887	Syap.g_01506	Syao.g_01633
OG0000888	Syap.g_01504	Syao.g_01631
OG0000889	Syap.g_01502	Syao.g_01629
OG0000890	Syap.g_01499	Syao.g_01626
OG0000891	Syap.g_01498	Syao.g_01625
OG0000892	Syap.g_02671	Syao.g_01695
OG0000893	Syap.g_02497	Syao.g_01934
OG0000894	Syap.g_02679	Syao.g_01937
OG0000895	Syap.g_00546	Syao.g_01916
OG0000896	Syap.g_00545	Syao.g_01917
OG0000897	Syap.g_00543	Syao.g_01919
OG0000898	Syap.g_00542	Syao.g_01920
OG0000899	Syap.g_00541	Syao.g_01921
OG0000900	Syap.g_00540	Syao.g_01922
OG0000901	Syap.g_01930	Syao.g_01927
OG0000902	Syap.g_01929	Syao.g_01929
OG0000903	Syap.g_01916	Syao.g_01798
OG0000904	Syap.g_01922	Syao.g_01804
OG0000905	Syap.g_01925	Syao.g_01862
OG0000906	Syap.g_01927	Syao.g_01931
OG0000907	Syap.g_01914	Syao.g_01796
OG0000908	Syap.g_01235	Syao.g_01793
OG0000909	Syap.g_01236	Syao.g_01792
OG0000910	Syap.g_01237	Syao.g_01791
OG0000911	Syap.g_00511	Syao.g_01789
OG0000912	Syap.g_00510	Syao.g_01788
OG0000913	Syap.g_00509	Syao.g_01787
OG0000914	Syap.g_00508	Syao.g_01786
OG0000915	Syap.g_00506	Syao.g_01784
OG0000916	Syap.g_00505	Syao.g_01783
OG0000917	Syap.g_00504	Syao.g_01782
OG0000918	Syap.g_00503	Syao.g_01781
OG0000919	Syap.g_00502	Syao.g_01780
OG0000920	Syap.g_00501	Syao.g_01779
OG0000921	Syap.g_00500	Syao.g_01778
OG0000922	Syap.g_00499	Syao.g_01777
OG0000923	Syap.g_00495	Syao.g_01772
OG0000924	Syap.g_00494	Syao.g_01771
OG0000925	Syap.g_00493	Syao.g_01770
OG0000926	Syap.g_00492	Syao.g_01769
OG0000927	Syap.g_00490	Syao.g_01767
OG0000928	Syap.g_00489	Syao.g_01766
OG0000929	Syap.g_00488	Syao.g_01765
OG0000930	Syap.g_00487	Syao.g_01764
OG0000931	Syap.g_00486	Syao.g_01763
OG0000932	Syap.g_00485	Syao.g_01762
OG0000933	Syap.g_00479	Syao.g_01811
OG0000934	Syap.g_00477	Syao.g_01809
OG0000935	Syap.g_00476	Syao.g_01808
OG0000936	Syap.g_00475	Syao.g_01843
OG0000937	Syap.g_00474	Syao.g_01842
OG0000938	Syap.g_00471	Syao.g_01839
OG0000939	Syap.g_00469	Syao.g_01838
OG0000940	Syap.g_00460	Syao.g_01830
OG0000941	Syap.g_00458	Syao.g_01828
OG0000942	Syap.g_00606	Syao.g_01826
OG0000943	Syap.g_00604	Syao.g_01824
OG0000944	Syap.g_00602	Syao.g_01822
OG0000945	Syap.g_00601	Syao.g_01821
OG0000946	Syap.g_00595	Syao.g_01852
OG0000947	Syap.g_00591	Syao.g_01849
OG0000948	Syap.g_00590	Syao.g_01848
OG0000949	Syap.g_01051	Syao.g_01970
OG0000950	Syap.g_01061	Syao.g_01957
OG0000951	Syap.g_01070	Syao.g_02262
OG0000952	Syap.g_01074	Syao.g_02266
OG0000953	Syap.g_01078	Syao.g_02130
OG0000954	Syap.g_01089	Syao.g_02135
OG0000955	Syap.g_01090	Syao.g_02136
OG0000956	Syap.g_01092	Syao.g_02138
OG0000957	Syap.g_01109	Syao.g_01951
OG0000958	Syap.g_01110	Syao.g_01950
OG0000959	Syap.g_01114	Syao.g_01947
OG0000960	Syap.g_01115	Syao.g_01946
OG0000961	Syap.g_02170	Syao.g_02496
OG0000962	Syap.g_01121	Syao.g_02191
OG0000963	Syap.g_01124	Syao.g_02186
OG0000964	Syap.g_01125	Syao.g_02185
OG0000965	Syap.g_01126	Syao.g_02184
OG0000966	Syap.g_01141	Syao.g_02172
OG0000967	Syap.g_00633	Syao.g_02167
OG0000968	Syap.g_00998	Syao.g_02199
OG0000969	Syap.g_00996	Syao.g_02200
OG0000970	Syap.g_00995	Syao.g_02201
OG0000971	Syap.g_00993	Syao.g_02203
OG0000972	Syap.g_00992	Syao.g_02204
OG0000973	Syap.g_00991	Syao.g_02205
OG0000974	Syap.g_00990	Syao.g_02206
OG0000975	Syap.g_00989	Syao.g_02207
OG0000976	Syap.g_00988	Syao.g_02208
OG0000977	Syap.g_00986	Syao.g_02210
OG0000978	Syap.g_00985	Syao.g_02211
OG0000979	Syap.g_00980	Syao.g_02214
OG0000980	Syap.g_00977	Syao.g_02217
OG0000981	Syap.g_01812	Syao.g_02220
OG0000982	Syap.g_00132	Syao.g_02437
OG0000983	Syap.g_00134	Syao.g_02438
OG0000984	Syap.g_00135	Syao.g_02439
OG0000985	Syap.g_00140	Syao.g_02443
OG0000986	Syap.g_01044	Syao.g_02445
OG0000987	Syap.g_01033	Syao.g_02447
OG0000988	Syap.g_01027	Syao.g_02452
OG0000989	Syap.g_01011	Syao.g_02368
OG0000990	Syap.g_02087	Syao.g_02362
OG0000991	Syap.g_02091	Syao.g_02354
OG0000992	Syap.g_02095	Syao.g_02279
OG0000993	Syap.g_02097	Syao.g_02280
OG0000994	Syap.g_02101	Syao.g_02283
OG0000996	Syap.g_01817	Syao.g_02305
OG0000997	Syap.g_02590	Syao.g_02326
OG0000998	Syap.g_02591	Syao.g_02328
OG0000999	Syap.g_02592	Syao.g_02329
OG0001001	Syap.g_02605	Syao.g_02338
OG0001002	Syap.g_00124	Syao.g_02345
OG0001003	Syap.g_02310	Syao.g_02347
OG0001004	Syap.g_02311	Syao.g_02348
OG0001005	Syap.g_02312	Syao.g_02194
OG0001006	Syap.g_00053	Syao.g_02159
OG0001007	Syap.g_00055	Syao.g_02161
OG0001008	Syap.g_02060	Syao.g_01737
OG0001012	Syap.g_00371	Syao.g_00322
OG0001013	Syap.g_01325	Syao.g_02413
OG0001016	Syap.g_01695	Syao.g_02622
OG0001033	Syap.g_00105	Syao.g_01016
OG0001035	Syap.g_01594	Syao.g_02101
OG0001038	Syap.g_01362	Syao.g_02065
OG0001039	Syap.g_01359	Syao.g_02062
OG0001040	Syap.g_01356	Syao.g_02059
OG0001041	Syap.g_01352	Syao.g_02055
OG0001043	Syap.g_01676	Syao.g_02028
OG0001044	Syap.g_00571	Syao.g_01878
OG0001053	Syap.g_02253	Syao.g_00025
OG0001054	Syap.g_00274	Syao.g_00104
OG0001055	Syap.g_00252	Syao.g_00156
OG0001059	Syap.g_00306	Syao.g_00858
OG0001060	Syap.g_00299	Syao.g_00852
OG0001062	Syap.g_01314	Syao.g_01050
OG0001072	Syap.g_00441	Syao.g_01027
OG0001073	Syap.g_00122, Syap.g_00455	Syao.g_00991
OG0001078	Syap.g_00896	Syao.g_00895
OG0001085	Syap.g_01953	Syao.g_00947
OG0001094	Syap.g_00187	Syao.g_00750
OG0001095	Syap.g_02725	Syao.g_00771
OG0001096	Syap.g_02709	Syao.g_00786
OG0001100	Syap.g_02369	Syao.g_00957
OG0001102	Syap.g_01258	Syao.g_00962
OG0001103	Syap.g_01256	Syao.g_00964
OG0001105	Syap.g_00175	Syao.g_00736
OG0001107	Syap.g_02015	Syao.g_00676
OG0001108	Syap.g_00119	Syao.g_00669
OG0001122	Syap.g_02766	Syao.g_00445
OG0001123	Syap.g_01872	Syao.g_00451
OG0001133	Syap.g_01292	Syao.g_01333
OG0001136	Syap.g_00230	Syao.g_00126
OG0001137	Syap.g_00213	Syao.g_00194
OG0001140	Syap.g_02134	Syao.g_00224
OG0001152	Syap.g_02447	Syao.g_02707
OG0001154	Syap.g_00013	Syao.g_00084
OG0001155	Syap.g_00750	Syao.g_01747
OG0001160	Syap.g_01217	Syao.g_01579
OG0001162	Syap.g_02366	Syao.g_02650
OG0001163	Syap.g_00609	Syao.g_01571
OG0001164	Syap.g_00614	Syao.g_01564
OG0001165	Syap.g_00619	Syao.g_01559
OG0001168	Syap.g_01372	Syao.g_01648
OG0001171	Syap.g_01505	Syao.g_01632
OG0001172	Syap.g_00547	Syao.g_01914
OG0001177	Syap.g_01920	Syao.g_01802
OG0001178	Syap.g_01786, Syap.g_01787	Syao.g_01541
OG0001179	Syap.g_00491	Syao.g_01768
OG0001180	Syap.g_00097, Syap.g_00465	Syao.g_01833
OG0001181	Syap.g_00459	Syao.g_01829
OG0001183	Syap.g_00594	Syao.g_01851
OG0001185	Syap.g_01104	Syao.g_02147
OG0001186	Syap.g_01140	Syao.g_02173
OG0001187	Syap.g_01142	Syao.g_02171
OG0001188	Syap.g_00634	Syao.g_02169
OG0001189	Syap.g_00979	Syao.g_02215
OG0001191	Syap.g_01030	Syao.g_02449
OG0001192	Syap.g_01021	Syao.g_02367
OG0001197	Syap.g_00126	Syao.g_02343
OG0001198	Syap.g_00052	Syao.g_02158
OG0001199	Syap.g_01696	Syao.g_02623
OG0001200	Syap.g_01698	Syao.g_02625
OG0001202	Syap.g_01613	Syao.g_02461
OG0001203	Syap.g_01154	Syao.g_00296, Syao.g_01705
OG0001204	Syap.g_01577	Syao.g_02117
OG0001214	Syap.g_00897	Syao.g_00896
OG0001218	Syap.g_00020	Syao.g_00092
OG0001219	Syap.g_02794	Syao.g_00651
OG0001221	Syap.g_01777	Syao.g_01657
OG0001222	Syap.g_02027	Syao.g_00687
OG0001224	Syap.g_01551	Syao.g_00427
OG0001226	Syap.g_02551	Syao.g_02633
OG0001228	Syap.g_01063	Syao.g_02256
OG0001229	Syap.g_00827	Syao.g_00220
OG0001230	Syap.g_02116	Syao.g_01503
OG0001231	Syap.g_00073	Syao.g_02254
OG0001232	Syap.g_01393	Syao.g_01664
OG0001235	Syap.g_01924	Syao.g_01863
OG0001236	Syap.g_01069	Syao.g_02261
OG0001237	Syap.g_01073	Syao.g_02265
OG0001238	Syap.g_01028	Syao.g_02451
OG0001239	Syap.g_01693, Syap.g_01692	Syao.g_02620
OG0001242	Syap.g_02227, Syap.g_02229	Syao.g_02576
OG0001243	Syap.g_02219	Syao.g_02584
OG0001244	Syap.g_02192	Syao.g_02477
OG0001249	Syap.g_00575	Syao.g_01882
OG0001250	Syap.g_01836	Syao.g_00556
OG0001251	Syap.g_01549, Syap.g_01727	Syao.g_00641
OG0001253	Syap.g_01969	Syao.g_01220
OG0001255	Syap.g_02523	Syao.g_00920
OG0001256	Syap.g_01225	Syao.g_01572
OG0001258	Syap.g_00617	Syao.g_01561
OG0001260	Syap.g_01497	Syao.g_01623
OG0001261	Syap.g_00482	Syao.g_01814
OG0001262	Syap.g_00981	Syao.g_02213
OG0001263	Syap.g_02216	Syao.g_02541
OG0001265	Syap.g_02231	Syao.g_02574
OG0001266	Syap.g_01618	Syao.g_02465
OG0001267	Syap.g_01360	Syao.g_02063
OG0001268	Syap.g_00563	Syao.g_01871
OG0001270	Syap.g_02056	Syao.g_01733
OG0001271	Syap.g_02759	Syao.g_02685
OG0001272	Syap.g_02250	Syao.g_00120
OG0001274	Syap.g_01897	Syao.g_02401
OG0001275	Syap.g_02694	Syao.g_00806
OG0001276	Syap.g_01873	Syao.g_00450
OG0001277	Syap.g_01293	Syao.g_01334
OG0001278	Syap.g_02438	Syao.g_00265
OG0001279	Syap.g_02663	Syao.g_01528
OG0001282	Syap.g_01701	Syao.g_00037
OG0001284	Syap.g_00047	Syao.g_01587
OG0001286	Syap.g_00467	Syao.g_01835
OG0001288	Syap.g_01123	Syao.g_02187
OG0001289	Syap.g_02365	Syao.g_02649
OG0001291	Syap.g_02207	Syao.g_02551
OG0001292	Syap.g_01583	Syao.g_02111
OG0001297	Syap.g_00255	Syao.g_00159
OG0001299	Syap.g_01959	Syao.g_00942
OG0001303	Syap.g_02795	Syao.g_00649
OG0001304	Syap.g_00536	Syao.g_00466
OG0001305	Syap.g_01562	Syao.g_00382
OG0001306	Syap.g_00245	Syao.g_00141
OG0001308	Syap.g_02750	Syao.g_01500
OG0001310	Syap.g_01774	Syao.g_01681
OG0001311	Syap.g_01871	Syao.g_00452
OG0001312	Syap.g_01735	Syao.g_00635
OG0001314	Syap.g_00330, Syap.g_00391	Syao.g_01276
OG0001315	Syap.g_00596	Syao.g_01853
OG0001318	Syap.g_01596, Syap.g_01597	Syao.g_02099
OG0001319	Syap.g_02338	Syao.g_02075
OG0001323	Syap.g_00757	Syao.g_01392
OG0001326	Syap.g_02646	Syao.g_02293
OG0001332	Syap.g_01548	Syao.g_01244
OG0001333	Syap.g_01373	Syao.g_01649
OG0001336	Syap.g_02602	Syao.g_02336
OG0001337	Syap.g_00576	Syao.g_01893, Syao.g_01884
OG0001345	Syap.g_01877, Syap.g_02776	Syao.g_00179
OG0001347	Syap.g_02536	Syao.g_02725
OG0001349	Syap.g_01264, Syap.g_00851	Syao.g_01074
OG0001351	Syap.g_01996	Syao.g_00060
OG0001353	Syap.g_01849	Syao.g_00439
OG0001358	Syap.g_00942	Syao.g_01343
OG0001360	Syap.g_01881, Syap.g_02778	Syao.g_00177
OG0001361	Syap.g_01792	Syao.g_00182
OG0001364	Syap.g_01052	Syao.g_01969
OG0001365	Syap.g_00138	Syao.g_02441
OG0001366	Syap.g_01399	Syao.g_01670
OG0001368	Syap.g_01576	Syao.g_02118
OG0001371	Syap.g_02545, Syap.g_02544	Syao.g_02638
OG0001373	Syap.g_02647	Syao.g_02291, Syao.g_02292
OG0001374	Syap.g_01829, Syap.g_01830	Syao.g_02300
OG0001376	Syap.g_01991	Syao.g_00617
OG0001377	Syap.g_01992	Syao.g_00618
OG0001378	Syap.g_02055	Syao.g_01732
OG0001379	Syap.g_01474	Syao.g_01441
OG0001382	Syap.g_00677	Syao.g_00766
OG0001383	Syap.g_02665	Syao.g_00885
OG0001385	Syap.g_02650	Syao.g_02288
OG0001386	Syap.g_02649	Syao.g_02289
OG0001387	Syap.g_02648	Syao.g_02290
OG0001388	Syap.g_02645	Syao.g_02294
OG0001389	Syap.g_02644	Syao.g_02295
OG0001390	Syap.g_02643	Syao.g_02296
OG0001391	Syap.g_01833	Syao.g_02297
