Orthogroup	Syap	Prat
OG0000604	Syap.g_02769	Prat.g_01074
OG0000605	Syap.g_02501, Syap.g_02771	Prat.g_01073
OG0000606	Syap.g_02506	Prat.g_01070
OG0000607	Syap.g_00093	Prat.g_01067
OG0000608	Syap.g_00094	Prat.g_01066
OG0000609	Syap.g_00096	Prat.g_01065
OG0000610	Syap.g_01963	Prat.g_01059
OG0000611	Syap.g_01958	Prat.g_01056
OG0000612	Syap.g_01957	Prat.g_01055
OG0000613	Syap.g_02480	Prat.g_00747
OG0000615	Syap.g_00154	Prat.g_00777
OG0000616	Syap.g_00127	Prat.g_01882
OG0000617	Syap.g_00513	Prat.g_00797
OG0000618	Syap.g_00514	Prat.g_00798
OG0000619	Syap.g_00515	Prat.g_00799
OG0000620	Syap.g_00520	Prat.g_00802
OG0000621	Syap.g_00521	Prat.g_00803
OG0000622	Syap.g_00523	Prat.g_00804
OG0000623	Syap.g_00526	Prat.g_00805
OG0000624	Syap.g_00527	Prat.g_00807
OG0000625	Syap.g_00528	Prat.g_00808
OG0000626	Syap.g_00529	Prat.g_00809
OG0000627	Syap.g_00848	Prat.g_00811
OG0000628	Syap.g_00850	Prat.g_00812
OG0000629	Syap.g_02334	Prat.g_00813
OG0000630	Syap.g_02793	Prat.g_00816
OG0000631	Syap.g_01724	Prat.g_00865
OG0000632	Syap.g_01725	Prat.g_00866
OG0000633	Syap.g_01726	Prat.g_00867
OG0000634	Syap.g_00190	Prat.g_01041
OG0000635	Syap.g_00191	Prat.g_01040
OG0000636	Syap.g_00193	Prat.g_01038
OG0000637	Syap.g_00195	Prat.g_01036
OG0000638	Syap.g_00196	Prat.g_01035
OG0000639	Syap.g_00197	Prat.g_01034
OG0000640	Syap.g_00198	Prat.g_01033
OG0000641	Syap.g_00203	Prat.g_01029
OG0000642	Syap.g_02732	Prat.g_01028
OG0000643	Syap.g_02731	Prat.g_01027
OG0000644	Syap.g_02730	Prat.g_01026
OG0000645	Syap.g_02726	Prat.g_01025
OG0000646	Syap.g_02723	Prat.g_01023
OG0000647	Syap.g_02721	Prat.g_01021
OG0000648	Syap.g_02719	Prat.g_01019
OG0000649	Syap.g_02718	Prat.g_01018
OG0000650	Syap.g_02717	Prat.g_01017
OG0000651	Syap.g_02716	Prat.g_01016
OG0000652	Syap.g_02715	Prat.g_01015
OG0000653	Syap.g_02713	Prat.g_01013
OG0000654	Syap.g_02711	Prat.g_01012
OG0000655	Syap.g_02710	Prat.g_01011
OG0000656	Syap.g_02706	Prat.g_01008
OG0000657	Syap.g_01845	Prat.g_01002
OG0000658	Syap.g_01841	Prat.g_01001
OG0000659	Syap.g_01840	Prat.g_01000
OG0000660	Syap.g_01835	Prat.g_00996
OG0000662	Syap.g_00823	Prat.g_00992
OG0000663	Syap.g_00826	Prat.g_00990
OG0000664	Syap.g_00828	Prat.g_00989
OG0000665	Syap.g_02331	Prat.g_00983
OG0000666	Syap.g_01573	Prat.g_00982
OG0000667	Syap.g_01979	Prat.g_00978
OG0000668	Syap.g_02765	Prat.g_00694
OG0000669	Syap.g_02371	Prat.g_00705
OG0000670	Syap.g_02368	Prat.g_00708
OG0000671	Syap.g_01260	Prat.g_00710
OG0000672	Syap.g_01257	Prat.g_00713
OG0000673	Syap.g_01253	Prat.g_00717
OG0000674	Syap.g_01251	Prat.g_00719
OG0000675	Syap.g_01250	Prat.g_00720
OG0000676	Syap.g_01248	Prat.g_00722
OG0000677	Syap.g_01246	Prat.g_00723
OG0000678	Syap.g_01239	Prat.g_00725
OG0000679	Syap.g_00157	Prat.g_00730
OG0000680	Syap.g_00158	Prat.g_00731
OG0000681	Syap.g_00163	Prat.g_00734
OG0000682	Syap.g_00165	Prat.g_00735
OG0000683	Syap.g_00166	Prat.g_00736
OG0000684	Syap.g_00169	Prat.g_00738
OG0000685	Syap.g_00172	Prat.g_00740
OG0000686	Syap.g_00173	Prat.g_00741
OG0000687	Syap.g_00174	Prat.g_00742
OG0000688	Syap.g_00178	Prat.g_01051
OG0000689	Syap.g_00180	Prat.g_01050
OG0000690	Syap.g_00181	Prat.g_01049
OG0000691	Syap.g_00182	Prat.g_01048
OG0000692	Syap.g_00184	Prat.g_01046
OG0000693	Syap.g_00185	Prat.g_01045
OG0000694	Syap.g_00186	Prat.g_01044
OG0000695	Syap.g_01729	Prat.g_00869
OG0000696	Syap.g_01730	Prat.g_00870
OG0000697	Syap.g_01734	Prat.g_00871
OG0000698	Syap.g_01737	Prat.g_00874
OG0000699	Syap.g_01738	Prat.g_00876
OG0000700	Syap.g_01739	Prat.g_00877
OG0000701	Syap.g_01740	Prat.g_00878
OG0000702	Syap.g_01747	Prat.g_00880
OG0000703	Syap.g_01750	Prat.g_00881
OG0000704	Syap.g_01753	Prat.g_00883
OG0000705	Syap.g_02022	Prat.g_00889
OG0000706	Syap.g_02020	Prat.g_00890
OG0000707	Syap.g_02019	Prat.g_00891
OG0000708	Syap.g_02016	Prat.g_00893
OG0000709	Syap.g_00121	Prat.g_00897
OG0000711	Syap.g_02686	Prat.g_00916
OG0000712	Syap.g_02688	Prat.g_00917
OG0000713	Syap.g_02689	Prat.g_00918
OG0000714	Syap.g_02691	Prat.g_00919
OG0000715	Syap.g_02693	Prat.g_00921
OG0000716	Syap.g_02696	Prat.g_00923
OG0000717	Syap.g_02697	Prat.g_00924
OG0000718	Syap.g_02701	Prat.g_00929
OG0000719	Syap.g_02767	Prat.g_00931
OG0000720	Syap.g_02780	Prat.g_00942
OG0000721	Syap.g_02782	Prat.g_00946
OG0000722	Syap.g_02783	Prat.g_00947
OG0000723	Syap.g_00532	Prat.g_00951
OG0000725	Syap.g_01559	Prat.g_00966
OG0000726	Syap.g_01560	Prat.g_00967
OG0000727	Syap.g_01561	Prat.g_00968
OG0000728	Syap.g_01564	Prat.g_00970
OG0000729	Syap.g_01122	Prat.g_01214
OG0000730	Syap.g_00572	Prat.g_01199
OG0000731	Syap.g_00560	Prat.g_00354
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prat.g_01831
OG0000733	Syap.g_01971	Prat.g_01560
OG0000734	Syap.g_02628	Prat.g_01171
OG0000735	Syap.g_00244	Prat.g_01169
OG0000736	Syap.g_00243	Prat.g_01168
OG0000737	Syap.g_00242	Prat.g_01167
OG0000738	Syap.g_00236	Prat.g_01163
OG0000739	Syap.g_00235	Prat.g_01162
OG0000740	Syap.g_00234	Prat.g_01161
OG0000741	Syap.g_00231	Prat.g_01159
OG0000742	Syap.g_00229	Prat.g_01157
OG0000743	Syap.g_00226	Prat.g_01155
OG0000744	Syap.g_00225	Prat.g_01154
OG0000745	Syap.g_00222	Prat.g_01153
OG0000746	Syap.g_00220	Prat.g_01151
OG0000747	Syap.g_00219	Prat.g_01150
OG0000748	Syap.g_00212	Prat.g_01146
OG0000749	Syap.g_00211	Prat.g_01145
OG0000750	Syap.g_00210	Prat.g_01144
OG0000751	Syap.g_00205	Prat.g_01141
OG0000752	Syap.g_01793	Prat.g_01139
OG0000753	Syap.g_02775	Prat.g_01136
OG0000754	Syap.g_01883	Prat.g_01134
OG0000755	Syap.g_01893	Prat.g_01128
OG0000757	Syap.g_00427	Prat.g_01121
OG0000758	Syap.g_00428	Prat.g_01120
OG0000759	Syap.g_00429	Prat.g_01119
OG0000760	Syap.g_00430	Prat.g_01118
OG0000761	Syap.g_00431	Prat.g_01117
OG0000762	Syap.g_00434	Prat.g_01116
OG0000763	Syap.g_02624	Prat.g_01114
OG0000764	Syap.g_02623	Prat.g_01113
OG0000765	Syap.g_02440	Prat.g_01104
OG0000766	Syap.g_02439	Prat.g_01103
OG0000767	Syap.g_02437	Prat.g_01101
OG0000768	Syap.g_02436	Prat.g_01100
OG0000769	Syap.g_02434	Prat.g_01098
OG0000770	Syap.g_02431	Prat.g_00594
OG0000772	Syap.g_02295	Prat.g_00626
OG0000773	Syap.g_00885	Prat.g_01240
OG0000774	Syap.g_01473	Prat.g_01242
OG0000775	Syap.g_01475	Prat.g_01244
OG0000776	Syap.g_01476	Prat.g_01245
OG0000777	Syap.g_01478	Prat.g_01246
OG0000778	Syap.g_01479	Prat.g_01247
OG0000779	Syap.g_01494	Prat.g_01251
OG0000780	Syap.g_01496	Prat.g_01252
OG0000781	Syap.g_02609	Prat.g_01255
OG0000782	Syap.g_02611	Prat.g_01256
OG0000783	Syap.g_02612	Prat.g_01257
OG0000784	Syap.g_02613	Prat.g_01258
OG0000785	Syap.g_02281	Prat.g_01260
OG0000786	Syap.g_02287	Prat.g_01263
OG0000787	Syap.g_02288	Prat.g_01264
OG0000788	Syap.g_01932	Prat.g_01471
OG0000789	Syap.g_00372	Prat.g_01455
OG0000791	Syap.g_02520	Prat.g_01298
OG0000792	Syap.g_02519	Prat.g_01299
OG0000793	Syap.g_02141	Prat.g_01302
OG0000794	Syap.g_02200	Prat.g_01303
OG0000795	Syap.g_02199	Prat.g_01304
OG0000796	Syap.g_02448	Prat.g_01308
OG0000797	Syap.g_02449	Prat.g_01309
OG0000799	Syap.g_02488	Prat.g_01333
OG0000800	Syap.g_02487	Prat.g_01334
OG0000801	Syap.g_02486	Prat.g_01335
OG0000802	Syap.g_02659	Prat.g_01337
OG0000803	Syap.g_02109	Prat.g_01339
OG0000804	Syap.g_02113	Prat.g_01340
OG0000805	Syap.g_02115	Prat.g_01342
OG0000806	Syap.g_02117	Prat.g_01344
OG0000807	Syap.g_02118	Prat.g_01345
OG0000808	Syap.g_02119	Prat.g_01346
OG0000809	Syap.g_02122	Prat.g_01350
OG0000810	Syap.g_02124	Prat.g_01351
OG0000811	Syap.g_02472	Prat.g_01356
OG0000812	Syap.g_02474	Prat.g_01358
OG0000813	Syap.g_02475	Prat.g_01359
OG0000814	Syap.g_02753	Prat.g_01361
OG0000815	Syap.g_02752	Prat.g_01362
OG0000816	Syap.g_02289	Prat.g_01364
OG0000817	Syap.g_02527	Prat.g_01365
OG0000818	Syap.g_02001	Prat.g_01370
OG0000819	Syap.g_02002	Prat.g_01371
OG0000820	Syap.g_02003	Prat.g_01372
OG0000821	Syap.g_02009	Prat.g_01378
OG0000822	Syap.g_02011	Prat.g_01379
OG0000824	Syap.g_00008	Prat.g_01383
OG0000825	Syap.g_00009	Prat.g_01384
OG0000826	Syap.g_00010	Prat.g_01385
OG0000827	Syap.g_00011	Prat.g_01386
OG0000828	Syap.g_00014	Prat.g_01389
OG0000829	Syap.g_00015	Prat.g_01390
OG0000830	Syap.g_00016	Prat.g_01391
OG0000831	Syap.g_00019	Prat.g_01393
OG0000832	Syap.g_00752	Prat.g_01405
OG0000833	Syap.g_00021	Prat.g_01414
OG0000834	Syap.g_00023	Prat.g_01415
OG0000835	Syap.g_00024	Prat.g_01416
OG0000836	Syap.g_00026	Prat.g_01417
OG0000837	Syap.g_00027	Prat.g_01418
OG0000838	Syap.g_00031	Prat.g_01421
OG0000839	Syap.g_00032	Prat.g_01422
OG0000840	Syap.g_00033	Prat.g_01423
OG0000841	Syap.g_00034	Prat.g_01424
OG0000842	Syap.g_00035	Prat.g_01425
OG0000843	Syap.g_00036	Prat.g_01426
OG0000844	Syap.g_00039	Prat.g_01427
OG0000845	Syap.g_00040	Prat.g_01428
OG0000846	Syap.g_00042	Prat.g_01429
OG0000847	Syap.g_00043	Prat.g_01430
OG0000848	Syap.g_00045	Prat.g_01431
OG0000849	Syap.g_00046	Prat.g_01432
OG0000850	Syap.g_00310	Prat.g_01434
OG0000851	Syap.g_01214	Prat.g_01435
OG0000852	Syap.g_01215	Prat.g_01436
OG0000853	Syap.g_01219	Prat.g_01441
OG0000854	Syap.g_01222	Prat.g_01443
OG0000855	Syap.g_01223	Prat.g_01444
OG0000856	Syap.g_01286	Prat.g_01457
OG0000857	Syap.g_02722	Prat.g_01022
OG0000858	Syap.g_00612	Prat.g_01585
OG0000859	Syap.g_00613	Prat.g_01586
OG0000860	Syap.g_00623	Prat.g_01594
OG0000861	Syap.g_02789	Prat.g_01595
OG0000862	Syap.g_01789	Prat.g_01596
OG0000863	Syap.g_01784	Prat.g_01598
OG0000864	Syap.g_01783	Prat.g_01599
OG0000865	Syap.g_01781, Syap.g_01782	Prat.g_01600
OG0000866	Syap.g_01780	Prat.g_01601
OG0000867	Syap.g_01779	Prat.g_01602
OG0000868	Syap.g_01775	Prat.g_01603
OG0000869	Syap.g_01770	Prat.g_01606
OG0000870	Syap.g_01401	Prat.g_01611
OG0000871	Syap.g_01400	Prat.g_01612
OG0000872	Syap.g_01394	Prat.g_01613
OG0000873	Syap.g_01390	Prat.g_01616
OG0000874	Syap.g_01388	Prat.g_01619
OG0000875	Syap.g_01386	Prat.g_01621
OG0000876	Syap.g_00822	Prat.g_01622
OG0000877	Syap.g_01380	Prat.g_01624
OG0000878	Syap.g_01378	Prat.g_01625
OG0000879	Syap.g_01377	Prat.g_01626
OG0000880	Syap.g_01376	Prat.g_01627
OG0000882	Syap.g_01516	Prat.g_01636
OG0000883	Syap.g_01511	Prat.g_01639
OG0000884	Syap.g_01509	Prat.g_01641
OG0000885	Syap.g_01508	Prat.g_01642
OG0000886	Syap.g_01507	Prat.g_01643
OG0000887	Syap.g_01506	Prat.g_01644
OG0000888	Syap.g_01504	Prat.g_01646
OG0000889	Syap.g_01502	Prat.g_01648
OG0000890	Syap.g_01499	Prat.g_01649
OG0000891	Syap.g_01498	Prat.g_01650
OG0000892	Syap.g_02671	Prat.g_01652
OG0000893	Syap.g_02497	Prat.g_01655
OG0000894	Syap.g_02679	Prat.g_01658
OG0000895	Syap.g_00546	Prat.g_01662
OG0000896	Syap.g_00545	Prat.g_01663
OG0000897	Syap.g_00543	Prat.g_01665
OG0000898	Syap.g_00542	Prat.g_01666
OG0000899	Syap.g_00541	Prat.g_01667
OG0000900	Syap.g_00540	Prat.g_01668
OG0000901	Syap.g_01930	Prat.g_01671
OG0000902	Syap.g_01929	Prat.g_01673
OG0000903	Syap.g_01916	Prat.g_01677
OG0000904	Syap.g_01922	Prat.g_01682
OG0000905	Syap.g_01925	Prat.g_01675
OG0000906	Syap.g_01927	Prat.g_01674
OG0000907	Syap.g_01914	Prat.g_01684
OG0000908	Syap.g_01235	Prat.g_01687
OG0000909	Syap.g_01236	Prat.g_01688
OG0000910	Syap.g_01237	Prat.g_01689
OG0000911	Syap.g_00511	Prat.g_01691
OG0000912	Syap.g_00510	Prat.g_01692
OG0000913	Syap.g_00509	Prat.g_01693
OG0000914	Syap.g_00508	Prat.g_01694
OG0000915	Syap.g_00506	Prat.g_01695
OG0000916	Syap.g_00505	Prat.g_01696
OG0000917	Syap.g_00504	Prat.g_01697
OG0000918	Syap.g_00503	Prat.g_01698
OG0000919	Syap.g_00502	Prat.g_01699
OG0000920	Syap.g_00501	Prat.g_01700
OG0000921	Syap.g_00500	Prat.g_01701
OG0000922	Syap.g_00499	Prat.g_01702
OG0000923	Syap.g_00495	Prat.g_01706
OG0000924	Syap.g_00494	Prat.g_01707
OG0000925	Syap.g_00493	Prat.g_01708
OG0000926	Syap.g_00492	Prat.g_01709
OG0000927	Syap.g_00490	Prat.g_01711
OG0000928	Syap.g_00489	Prat.g_01712
OG0000929	Syap.g_00488	Prat.g_01713
OG0000930	Syap.g_00487	Prat.g_01714
OG0000931	Syap.g_00486	Prat.g_01715
OG0000932	Syap.g_00485	Prat.g_01327
OG0000933	Syap.g_00479	Prat.g_01719
OG0000934	Syap.g_00477	Prat.g_01721
OG0000935	Syap.g_00476	Prat.g_01722
OG0000936	Syap.g_00475	Prat.g_01723
OG0000937	Syap.g_00474	Prat.g_01724
OG0000938	Syap.g_00471	Prat.g_01727
OG0000939	Syap.g_00469	Prat.g_01728
OG0000940	Syap.g_00460	Prat.g_01735
OG0000941	Syap.g_00458	Prat.g_01737
OG0000942	Syap.g_00606	Prat.g_01739
OG0000943	Syap.g_00604	Prat.g_01740
OG0000944	Syap.g_00602	Prat.g_01742
OG0000945	Syap.g_00601	Prat.g_01744
OG0000946	Syap.g_00595	Prat.g_01748
OG0000947	Syap.g_00591	Prat.g_01750
OG0000948	Syap.g_00590	Prat.g_01751
OG0000949	Syap.g_01051	Prat.g_01754
OG0000950	Syap.g_01061	Prat.g_01760
OG0000951	Syap.g_01070	Prat.g_01764
OG0000952	Syap.g_01074	Prat.g_01768
OG0000953	Syap.g_01078	Prat.g_01772
OG0000954	Syap.g_01089	Prat.g_01777
OG0000955	Syap.g_01090	Prat.g_01778
OG0000956	Syap.g_01092	Prat.g_01780
OG0000957	Syap.g_01109	Prat.g_01786
OG0000958	Syap.g_01110	Prat.g_01787
OG0000959	Syap.g_01114	Prat.g_01791
OG0000960	Syap.g_01115	Prat.g_01792
OG0000961	Syap.g_02170	Prat.g_01795
OG0000962	Syap.g_01121	Prat.g_01797
OG0000963	Syap.g_01124	Prat.g_01801
OG0000964	Syap.g_01125	Prat.g_01802
OG0000965	Syap.g_01126	Prat.g_01803
OG0000966	Syap.g_01141	Prat.g_01809
OG0000967	Syap.g_00633	Prat.g_01813
OG0000968	Syap.g_00998	Prat.g_01815
OG0000969	Syap.g_00996	Prat.g_01816
OG0000970	Syap.g_00995	Prat.g_01817
OG0000971	Syap.g_00993	Prat.g_01818
OG0000972	Syap.g_00992	Prat.g_01819
OG0000973	Syap.g_00991	Prat.g_01820
OG0000974	Syap.g_00990	Prat.g_01821
OG0000975	Syap.g_00989	Prat.g_01822
OG0000976	Syap.g_00988	Prat.g_01823
OG0000977	Syap.g_00986	Prat.g_01824
OG0000978	Syap.g_00985	Prat.g_01825
OG0000979	Syap.g_00980	Prat.g_01828
OG0000980	Syap.g_00977	Prat.g_01830
OG0000981	Syap.g_01812	Prat.g_01833
OG0000982	Syap.g_00132	Prat.g_01835
OG0000983	Syap.g_00134	Prat.g_01836
OG0000984	Syap.g_00135	Prat.g_01837
OG0000985	Syap.g_00140	Prat.g_01840
OG0000986	Syap.g_01044	Prat.g_01842
OG0000987	Syap.g_01033	Prat.g_01843
OG0000988	Syap.g_01027	Prat.g_01846
OG0000989	Syap.g_01011	Prat.g_01850
OG0000990	Syap.g_02087	Prat.g_01856
OG0000991	Syap.g_02091	Prat.g_01857
OG0000992	Syap.g_02095	Prat.g_01860
OG0000993	Syap.g_02097	Prat.g_01861
OG0000994	Syap.g_02101	Prat.g_01862
OG0000996	Syap.g_01817	Prat.g_01867
OG0000997	Syap.g_02590	Prat.g_01869
OG0000998	Syap.g_02591	Prat.g_01871
OG0000999	Syap.g_02592	Prat.g_01872
OG0001001	Syap.g_02605	Prat.g_01879
OG0001002	Syap.g_00124	Prat.g_01884
OG0001003	Syap.g_02310	Prat.g_01885
OG0001004	Syap.g_02311	Prat.g_01886
OG0001005	Syap.g_02312	Prat.g_01887
OG0001006	Syap.g_00053	Prat.g_01891
OG0001007	Syap.g_00055	Prat.g_01893
OG0001008	Syap.g_02060	Prat.g_00397
OG0001012	Syap.g_00371	Prat.g_00046
OG0001013	Syap.g_01325	Prat.g_00053
OG0001016	Syap.g_01695	Prat.g_00070
OG0001033	Syap.g_00105	Prat.g_00210
OG0001035	Syap.g_01594	Prat.g_00261
OG0001038	Syap.g_01362	Prat.g_00285
OG0001039	Syap.g_01359	Prat.g_00288
OG0001040	Syap.g_01356	Prat.g_00291
OG0001041	Syap.g_01352	Prat.g_00295
OG0001043	Syap.g_01676	Prat.g_00313
OG0001044	Syap.g_00571	Prat.g_00347
OG0001053	Syap.g_02253	Prat.g_00443
OG0001054	Syap.g_00274	Prat.g_00459
OG0001055	Syap.g_00252	Prat.g_00480
OG0001059	Syap.g_00306	Prat.g_00515
OG0001060	Syap.g_00299	Prat.g_00522
OG0001061	Syap.g_01309	Prat.g_00538
OG0001062	Syap.g_01314	Prat.g_00540
OG0001072	Syap.g_00441	Prat.g_00552
OG0001073	Syap.g_00122, Syap.g_00455	Prat.g_00566
OG0001078	Syap.g_00896	Prat.g_01089
OG0001080	Syap.g_02505	Prat.g_01071
OG0001085	Syap.g_01953	Prat.g_00744
OG0001094	Syap.g_00187	Prat.g_01043
OG0001095	Syap.g_02725	Prat.g_01024
OG0001096	Syap.g_02709	Prat.g_01010
OG0001100	Syap.g_02369	Prat.g_00707
OG0001102	Syap.g_01258	Prat.g_00712
OG0001103	Syap.g_01256	Prat.g_00715
OG0001104	Syap.g_00171	Prat.g_00739
OG0001105	Syap.g_00175	Prat.g_00743
OG0001107	Syap.g_02015	Prat.g_00894
OG0001108	Syap.g_00119	Prat.g_00898
OG0001122	Syap.g_02766	Prat.g_00932
OG0001123	Syap.g_01872	Prat.g_00937
OG0001133	Syap.g_01292	Prat.g_01211
OG0001136	Syap.g_00230	Prat.g_01158
OG0001137	Syap.g_00213	Prat.g_01147
OG0001152	Syap.g_02447	Prat.g_01307
OG0001154	Syap.g_00013	Prat.g_01388
OG0001155	Syap.g_00750	Prat.g_01407
OG0001160	Syap.g_01217	Prat.g_01439
OG0001162	Syap.g_02366	Prat.g_01500
OG0001163	Syap.g_00609	Prat.g_01583
OG0001164	Syap.g_00614	Prat.g_01587
OG0001165	Syap.g_00619	Prat.g_01590
OG0001168	Syap.g_01372	Prat.g_01630
OG0001171	Syap.g_01505	Prat.g_01645
OG0001172	Syap.g_00547	Prat.g_01660
OG0001177	Syap.g_01920	Prat.g_01680
OG0001178	Syap.g_01786, Syap.g_01787	Prat.g_01597
OG0001179	Syap.g_00491	Prat.g_01710
OG0001180	Syap.g_00097, Syap.g_00465	Prat.g_01732
OG0001181	Syap.g_00459	Prat.g_01736
OG0001183	Syap.g_00594	Prat.g_01749
OG0001185	Syap.g_01104	Prat.g_01783
OG0001186	Syap.g_01140	Prat.g_01807
OG0001187	Syap.g_01142	Prat.g_01810
OG0001188	Syap.g_00634	Prat.g_01812
OG0001189	Syap.g_00979	Prat.g_01829
OG0001191	Syap.g_01030	Prat.g_01844
OG0001192	Syap.g_01021	Prat.g_01849
OG0001197	Syap.g_00126	Prat.g_01883
OG0001198	Syap.g_00052	Prat.g_01890
OG0001200	Syap.g_01698	Prat.g_00073
OG0001202	Syap.g_01613	Prat.g_00201
OG0001203	Syap.g_01154	Prat.g_00243
OG0001214	Syap.g_00897	Prat.g_01088
OG0001217	Syap.g_01464	Prat.g_01486
OG0001218	Syap.g_00020	Prat.g_01217
OG0001219	Syap.g_02794	Prat.g_00863
OG0001221	Syap.g_01777	Prat.g_00728
OG0001222	Syap.g_02027	Prat.g_00944
OG0001224	Syap.g_01551	Prat.g_00961
OG0001225	Syap.g_01553	Prat.g_00963
OG0001226	Syap.g_02551	Prat.g_00078
OG0001228	Syap.g_01063	Prat.g_01106
OG0001229	Syap.g_00827	Prat.g_01228
OG0001230	Syap.g_02116	Prat.g_01343
OG0001232	Syap.g_01393	Prat.g_01614
OG0001235	Syap.g_01924	Prat.g_01676
OG0001236	Syap.g_01069	Prat.g_01763
OG0001237	Syap.g_01073	Prat.g_01767
OG0001238	Syap.g_01028	Prat.g_01845
OG0001239	Syap.g_01693, Syap.g_01692	Prat.g_00068
OG0001243	Syap.g_02219	Prat.g_00125
OG0001244	Syap.g_02192	Prat.g_00140
OG0001246	Syap.g_00267, Syap.g_01165	Prat.g_01485, Prat.g_00467
OG0001248	Syap.g_00423	Prat.g_00759
OG0001249	Syap.g_00575	Prat.g_00345
OG0001250	Syap.g_01836	Prat.g_00997
OG0001251	Syap.g_01549, Syap.g_01727	Prat.g_00695
OG0001253	Syap.g_01969	Prat.g_01480
OG0001255	Syap.g_02523	Prat.g_01172
OG0001256	Syap.g_01225	Prat.g_01446
OG0001258	Syap.g_00617	Prat.g_01588
OG0001260	Syap.g_01497	Prat.g_01651
OG0001261	Syap.g_00482	Prat.g_01717
OG0001262	Syap.g_00981	Prat.g_01827
OG0001263	Syap.g_02216	Prat.g_00127
OG0001265	Syap.g_02231	Prat.g_00117
OG0001266	Syap.g_01618	Prat.g_00205
OG0001267	Syap.g_01360	Prat.g_00287
OG0001268	Syap.g_00563	Prat.g_00353
OG0001270	Syap.g_02056	Prat.g_00394
OG0001271	Syap.g_02759	Prat.g_00431
OG0001272	Syap.g_02250	Prat.g_00446
OG0001274	Syap.g_01897	Prat.g_00228
OG0001275	Syap.g_02694	Prat.g_00922
OG0001276	Syap.g_01873	Prat.g_00936
OG0001277	Syap.g_01293	Prat.g_00817
OG0001278	Syap.g_02438	Prat.g_01102
OG0001279	Syap.g_02663	Prat.g_00828
OG0001282	Syap.g_01701	Prat.g_01292
OG0001284	Syap.g_00047	Prat.g_01433
OG0001286	Syap.g_00467	Prat.g_01730
OG0001287	Syap.g_00418	Prat.g_01790
OG0001288	Syap.g_01123	Prat.g_01800
OG0001289	Syap.g_02365	Prat.g_00085
OG0001291	Syap.g_02207	Prat.g_00135
OG0001292	Syap.g_01583	Prat.g_00254
OG0001297	Syap.g_00255	Prat.g_00477
OG0001299	Syap.g_01959	Prat.g_01057
OG0001303	Syap.g_02795	Prat.g_01550
OG0001304	Syap.g_00536	Prat.g_00949
OG0001305	Syap.g_01562	Prat.g_00969
OG0001306	Syap.g_00245	Prat.g_01170
OG0001307	Syap.g_00403	Prat.g_01283
OG0001308	Syap.g_02751, Syap.g_02750	Prat.g_01363
OG0001310	Syap.g_01774	Prat.g_01604
OG0001311	Syap.g_01871	Prat.g_00938
OG0001312	Syap.g_01735	Prat.g_00872
OG0001318	Syap.g_01596, Syap.g_01597	Prat.g_00263
OG0001319	Syap.g_02338	Prat.g_00280
OG0001332	Syap.g_01548	Prat.g_01403
OG0001333	Syap.g_01373	Prat.g_01629
OG0001336	Syap.g_02602	Prat.g_01878
OG0001337	Syap.g_00576	Prat.g_00339
OG0001346	Syap.g_01484	Prat.g_01250
OG0001348	Syap.g_00938	Prat.g_00827
OG0001351	Syap.g_01996	Prat.g_00416
OG0001353	Syap.g_01849	Prat.g_01005
OG0001361	Syap.g_01792	Prat.g_01138
OG0001364	Syap.g_01052	Prat.g_01755
OG0001365	Syap.g_00138	Prat.g_01838
OG0001368	Syap.g_01576	Prat.g_00632, Prat.g_00818
OG0001371	Syap.g_02545, Syap.g_02544	Prat.g_00752
OG0001379	Syap.g_01474	Prat.g_01243
OG0001394	Syap.g_00159	Prat.g_00732
OG0001398	Syap.g_02356	Prat.g_00810
OG0001401	Syap.g_01844	Prat.g_00850
OG0001415	Syap.g_00447, Syap.g_00446	Prat.g_00235
OG0001418	Syap.g_00221	Prat.g_00758
OG0001422	Syap.g_01682	Prat.g_00660, Prat.g_00659
OG0001425	Syap.g_01024	Prat.g_01848
OG0001428	Syap.g_01196	Prat.g_00173
OG0001434	Syap.g_00167	Prat.g_00737
OG0001435	Syap.g_01259	Prat.g_00711
OG0001437	Syap.g_00448	Prat.g_00234
OG0001438	Syap.g_01346, Syap.g_01630	Prat.g_00301
OG0001441	Syap.g_02749	Prat.g_00484
OG0001443	Syap.g_01006	Prat.g_01227
OG0001452	Syap.g_01590	Prat.g_00697
OG0001461	Syap.g_02707	Prat.g_00378
OG0001487	Syap.g_00699	Prat.g_01395
OG0001488	Syap.g_00209	Prat.g_01143
OG0001489	Syap.g_00603	Prat.g_01741
OG0001495	Syap.g_01921	Prat.g_01681
OG0001498	Syap.g_02044, Syap.g_02043	Prat.g_00371
OG0001510	Syap.g_01117	Prat.g_01794
OG0001511	Syap.g_02629, Syap.g_02676	Prat.g_00109
OG0001512	Syap.g_01151, Syap.g_01152	Prat.g_01231
OG0001515	Syap.g_00906	Prat.g_00766
OG0001517	Syap.g_00568	Prat.g_01328, Prat.g_00349
OG0001518	Syap.g_01026	Prat.g_01847
OG0001519	Syap.g_02079	Prat.g_01852
OG0001527	Syap.g_00287, Syap.g_00292	Prat.g_00526
OG0001529	Syap.g_01809	Prat.g_00043
OG0001530	Syap.g_02627	Prat.g_00108
OG0001531	Syap.g_01150	Prat.g_00244
OG0001534	Syap.g_00534	Prat.g_00950
