Orthogroup	Syap	Prbd
OG0000584	Syap.g_01530	Prbd.g_00634
OG0000585	Syap.g_01526	Prbd.g_00632
OG0000586	Syap.g_01525	Prbd.g_00631
OG0000587	Syap.g_01523	Prbd.g_00630
OG0000588	Syap.g_00776	Prbd.g_00626
OG0000589	Syap.g_00941	Prbd.g_00623
OG0000590	Syap.g_00940	Prbd.g_00622
OG0000591	Syap.g_01289	Prbd.g_00619
OG0000592	Syap.g_01288	Prbd.g_00618
OG0000593	Syap.g_00890	Prbd.g_00612
OG0000594	Syap.g_00891	Prbd.g_00611
OG0000595	Syap.g_00892	Prbd.g_00610
OG0000596	Syap.g_00898	Prbd.g_00606
OG0000597	Syap.g_00903	Prbd.g_00604
OG0000598	Syap.g_00904	Prbd.g_00603
OG0000599	Syap.g_00908	Prbd.g_00600
OG0000600	Syap.g_00909	Prbd.g_00599
OG0000601	Syap.g_00910	Prbd.g_00598
OG0000602	Syap.g_00640	Prbd.g_00596
OG0000603	Syap.g_00641	Prbd.g_00595
OG0000604	Syap.g_02769	Prbd.g_00594
OG0000605	Syap.g_02501, Syap.g_02771	Prbd.g_00593
OG0000606	Syap.g_02506	Prbd.g_00590
OG0000607	Syap.g_00093	Prbd.g_00587
OG0000608	Syap.g_00094	Prbd.g_00586
OG0000609	Syap.g_00096	Prbd.g_00585
OG0000610	Syap.g_01963	Prbd.g_00580
OG0000611	Syap.g_01958	Prbd.g_00577
OG0000612	Syap.g_01957	Prbd.g_00576
OG0000613	Syap.g_02480	Prbd.g_00571
OG0000615	Syap.g_00154	Prbd.g_00544
OG0000616	Syap.g_00127	Prbd.g_00540
OG0000617	Syap.g_00513	Prbd.g_00013
OG0000618	Syap.g_00514	Prbd.g_00014
OG0000619	Syap.g_00515	Prbd.g_00015
OG0000620	Syap.g_00520	Prbd.g_00018
OG0000621	Syap.g_00521	Prbd.g_00019
OG0000622	Syap.g_00523	Prbd.g_00020
OG0000623	Syap.g_00526	Prbd.g_00021
OG0000624	Syap.g_00527	Prbd.g_00022
OG0000625	Syap.g_00528	Prbd.g_00023
OG0000626	Syap.g_00529	Prbd.g_00024
OG0000627	Syap.g_00848	Prbd.g_00025
OG0000628	Syap.g_00850	Prbd.g_00026
OG0000629	Syap.g_02334	Prbd.g_00027
OG0000630	Syap.g_02793	Prbd.g_00030
OG0000631	Syap.g_01724	Prbd.g_00093
OG0000632	Syap.g_01725	Prbd.g_00094
OG0000633	Syap.g_01726	Prbd.g_00095
OG0000634	Syap.g_00190	Prbd.g_00098
OG0000635	Syap.g_00191	Prbd.g_00099
OG0000636	Syap.g_00193	Prbd.g_00101
OG0000637	Syap.g_00195	Prbd.g_00103
OG0000638	Syap.g_00196	Prbd.g_00104
OG0000639	Syap.g_00197	Prbd.g_00105
OG0000640	Syap.g_00198	Prbd.g_00106
OG0000641	Syap.g_00203	Prbd.g_00110
OG0000642	Syap.g_02732	Prbd.g_00111
OG0000643	Syap.g_02731	Prbd.g_00112
OG0000644	Syap.g_02730	Prbd.g_00113
OG0000645	Syap.g_02726	Prbd.g_00114
OG0000646	Syap.g_02723	Prbd.g_00116
OG0000647	Syap.g_02721	Prbd.g_00117
OG0000648	Syap.g_02719	Prbd.g_00119
OG0000649	Syap.g_02718	Prbd.g_00120
OG0000650	Syap.g_02717	Prbd.g_00121
OG0000651	Syap.g_02716	Prbd.g_00122
OG0000652	Syap.g_02715	Prbd.g_00123
OG0000653	Syap.g_02713	Prbd.g_00125
OG0000654	Syap.g_02711	Prbd.g_00126
OG0000655	Syap.g_02710	Prbd.g_00127
OG0000656	Syap.g_02706	Prbd.g_00130
OG0000657	Syap.g_01845	Prbd.g_00138
OG0000658	Syap.g_01841	Prbd.g_00139
OG0000659	Syap.g_01840	Prbd.g_00140
OG0000660	Syap.g_01835	Prbd.g_00144
OG0000662	Syap.g_00823	Prbd.g_00148
OG0000663	Syap.g_00826	Prbd.g_00150
OG0000664	Syap.g_00828	Prbd.g_00151
OG0000665	Syap.g_02331	Prbd.g_00155
OG0000666	Syap.g_01573	Prbd.g_00156
OG0000667	Syap.g_01979	Prbd.g_00160
OG0000668	Syap.g_02765	Prbd.g_00190
OG0000669	Syap.g_02371	Prbd.g_00197
OG0000670	Syap.g_02368	Prbd.g_00199
OG0000671	Syap.g_01260	Prbd.g_00201
OG0000672	Syap.g_01257	Prbd.g_00204
OG0000673	Syap.g_01253	Prbd.g_00207
OG0000674	Syap.g_01251	Prbd.g_00209
OG0000675	Syap.g_01250	Prbd.g_00210
OG0000676	Syap.g_01248	Prbd.g_00212
OG0000677	Syap.g_01246	Prbd.g_00213
OG0000678	Syap.g_01239	Prbd.g_00215
OG0000679	Syap.g_00157	Prbd.g_00219
OG0000680	Syap.g_00158	Prbd.g_00220
OG0000681	Syap.g_00163	Prbd.g_00222
OG0000682	Syap.g_00165	Prbd.g_00223
OG0000683	Syap.g_00166	Prbd.g_00224
OG0000684	Syap.g_00169	Prbd.g_00226
OG0000685	Syap.g_00172	Prbd.g_00228
OG0000686	Syap.g_00173	Prbd.g_00229
OG0000687	Syap.g_00174	Prbd.g_00230
OG0000688	Syap.g_00178	Prbd.g_00233
OG0000689	Syap.g_00180	Prbd.g_00234
OG0000690	Syap.g_00181	Prbd.g_00235
OG0000691	Syap.g_00182	Prbd.g_00236
OG0000692	Syap.g_00184	Prbd.g_00238
OG0000693	Syap.g_00185	Prbd.g_00239
OG0000694	Syap.g_00186	Prbd.g_00240
OG0000695	Syap.g_01729	Prbd.g_00242
OG0000696	Syap.g_01730	Prbd.g_00243
OG0000697	Syap.g_01734	Prbd.g_00244
OG0000698	Syap.g_01737	Prbd.g_00247
OG0000699	Syap.g_01738	Prbd.g_00248
OG0000700	Syap.g_01739	Prbd.g_00249
OG0000701	Syap.g_01740	Prbd.g_00250
OG0000702	Syap.g_01747	Prbd.g_00252
OG0000703	Syap.g_01750	Prbd.g_00253
OG0000704	Syap.g_01753	Prbd.g_00254
OG0000705	Syap.g_02022	Prbd.g_00258
OG0000706	Syap.g_02020	Prbd.g_00259
OG0000707	Syap.g_02019	Prbd.g_00260
OG0000708	Syap.g_02016	Prbd.g_00261
OG0000709	Syap.g_00121	Prbd.g_00265
OG0000711	Syap.g_02686	Prbd.g_00285
OG0000712	Syap.g_02688	Prbd.g_00287
OG0000713	Syap.g_02689	Prbd.g_00288
OG0000714	Syap.g_02691	Prbd.g_00289
OG0000715	Syap.g_02693	Prbd.g_00291
OG0000716	Syap.g_02696	Prbd.g_00293
OG0000717	Syap.g_02697	Prbd.g_00294
OG0000718	Syap.g_02701	Prbd.g_00309
OG0000719	Syap.g_02767	Prbd.g_00311
OG0000720	Syap.g_02780	Prbd.g_00320
OG0000721	Syap.g_02782	Prbd.g_00322
OG0000722	Syap.g_02783	Prbd.g_00323
OG0000723	Syap.g_00532	Prbd.g_00326
OG0000725	Syap.g_01559	Prbd.g_00341
OG0000726	Syap.g_01560	Prbd.g_00342
OG0000727	Syap.g_01561	Prbd.g_00343
OG0000728	Syap.g_01564	Prbd.g_00345
OG0000729	Syap.g_01122	Prbd.g_00391
OG0000730	Syap.g_00572	Prbd.g_00395
OG0000731	Syap.g_00560	Prbd.g_00399
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prbd.g_00408
OG0000733	Syap.g_01971	Prbd.g_00428
OG0000734	Syap.g_02628	Prbd.g_00453
OG0000735	Syap.g_00244	Prbd.g_00455
OG0000736	Syap.g_00243	Prbd.g_00456
OG0000737	Syap.g_00242	Prbd.g_00457
OG0000738	Syap.g_00236	Prbd.g_00461
OG0000739	Syap.g_00235	Prbd.g_00462
OG0000740	Syap.g_00234	Prbd.g_00463
OG0000741	Syap.g_00231	Prbd.g_00464
OG0000742	Syap.g_00229	Prbd.g_00467
OG0000743	Syap.g_00226	Prbd.g_00469
OG0000744	Syap.g_00225	Prbd.g_00470
OG0000745	Syap.g_00222	Prbd.g_00471
OG0000746	Syap.g_00220	Prbd.g_00473
OG0000747	Syap.g_00219	Prbd.g_00474
OG0000748	Syap.g_00212	Prbd.g_00477
OG0000749	Syap.g_00211	Prbd.g_00478
OG0000750	Syap.g_00210	Prbd.g_00479
OG0000751	Syap.g_00205	Prbd.g_00481
OG0000752	Syap.g_01793	Prbd.g_00483
OG0000753	Syap.g_02775	Prbd.g_00486
OG0000754	Syap.g_01883	Prbd.g_00489
OG0000755	Syap.g_01893	Prbd.g_00492
OG0000757	Syap.g_00427	Prbd.g_00499
OG0000758	Syap.g_00428	Prbd.g_00500
OG0000759	Syap.g_00429	Prbd.g_00501
OG0000760	Syap.g_00430	Prbd.g_00502
OG0000761	Syap.g_00431	Prbd.g_00503
OG0000762	Syap.g_00434	Prbd.g_00504
OG0000763	Syap.g_02624	Prbd.g_00506
OG0000764	Syap.g_02623	Prbd.g_00507
OG0000765	Syap.g_02440	Prbd.g_00516
OG0000766	Syap.g_02439	Prbd.g_00517
OG0000767	Syap.g_02437	Prbd.g_00519
OG0000768	Syap.g_02436	Prbd.g_00520
OG0000769	Syap.g_02434	Prbd.g_00522
OG0000770	Syap.g_02431	Prbd.g_00524
OG0000772	Syap.g_02295	Prbd.g_01858
OG0000773	Syap.g_00885	Prbd.g_01810
OG0000774	Syap.g_01473	Prbd.g_01808
OG0000775	Syap.g_01475	Prbd.g_01806
OG0000776	Syap.g_01476	Prbd.g_01805
OG0000777	Syap.g_01478	Prbd.g_01804
OG0000778	Syap.g_01479	Prbd.g_01803
OG0000779	Syap.g_01494	Prbd.g_01799
OG0000780	Syap.g_01496	Prbd.g_01798
OG0000781	Syap.g_02609	Prbd.g_01795
OG0000782	Syap.g_02611	Prbd.g_01794
OG0000783	Syap.g_02612	Prbd.g_01793
OG0000784	Syap.g_02613	Prbd.g_01792
OG0000785	Syap.g_02281	Prbd.g_01790
OG0000786	Syap.g_02287	Prbd.g_01788
OG0000787	Syap.g_02288	Prbd.g_01787
OG0000788	Syap.g_01932	Prbd.g_01777
OG0000789	Syap.g_00372	Prbd.g_01774
OG0000791	Syap.g_02520	Prbd.g_01757
OG0000792	Syap.g_02519	Prbd.g_01756
OG0000793	Syap.g_02141	Prbd.g_01753
OG0000794	Syap.g_02200	Prbd.g_01752
OG0000795	Syap.g_02199	Prbd.g_01751
OG0000796	Syap.g_02448	Prbd.g_01747
OG0000797	Syap.g_02449	Prbd.g_01746
OG0000799	Syap.g_02488	Prbd.g_01707
OG0000800	Syap.g_02487	Prbd.g_01706
OG0000801	Syap.g_02486	Prbd.g_01705
OG0000802	Syap.g_02659	Prbd.g_01703
OG0000803	Syap.g_02109	Prbd.g_01701
OG0000804	Syap.g_02113	Prbd.g_01700
OG0000805	Syap.g_02115	Prbd.g_01698
OG0000806	Syap.g_02117	Prbd.g_01696
OG0000807	Syap.g_02118	Prbd.g_01695
OG0000808	Syap.g_02119	Prbd.g_01694
OG0000809	Syap.g_02122	Prbd.g_01691
OG0000810	Syap.g_02124	Prbd.g_01690
OG0000811	Syap.g_02472	Prbd.g_01686
OG0000812	Syap.g_02474	Prbd.g_01684
OG0000813	Syap.g_02475	Prbd.g_01683
OG0000814	Syap.g_02753	Prbd.g_01681
OG0000815	Syap.g_02752	Prbd.g_01680
OG0000816	Syap.g_02289	Prbd.g_01678
OG0000817	Syap.g_02527	Prbd.g_01677
OG0000818	Syap.g_02001	Prbd.g_01672
OG0000819	Syap.g_02002	Prbd.g_01671
OG0000820	Syap.g_02003	Prbd.g_01670
OG0000821	Syap.g_02009	Prbd.g_01666
OG0000822	Syap.g_02011	Prbd.g_01665
OG0000824	Syap.g_00008	Prbd.g_01661
OG0000825	Syap.g_00009	Prbd.g_01660
OG0000826	Syap.g_00010	Prbd.g_01659
OG0000827	Syap.g_00011	Prbd.g_01658
OG0000828	Syap.g_00014	Prbd.g_01655
OG0000829	Syap.g_00015	Prbd.g_01654
OG0000830	Syap.g_00016	Prbd.g_01653
OG0000831	Syap.g_00019	Prbd.g_01651
OG0000832	Syap.g_00752	Prbd.g_01645
OG0000833	Syap.g_00021	Prbd.g_01637
OG0000834	Syap.g_00023	Prbd.g_01636
OG0000835	Syap.g_00024	Prbd.g_01635
OG0000836	Syap.g_00026	Prbd.g_01634
OG0000837	Syap.g_00027	Prbd.g_01633
OG0000838	Syap.g_00031	Prbd.g_01631
OG0000839	Syap.g_00032	Prbd.g_01630
OG0000840	Syap.g_00033	Prbd.g_01629
OG0000841	Syap.g_00034	Prbd.g_01628
OG0000842	Syap.g_00035	Prbd.g_01627
OG0000843	Syap.g_00036	Prbd.g_01626
OG0000844	Syap.g_00039	Prbd.g_01625
OG0000845	Syap.g_00040	Prbd.g_01624
OG0000846	Syap.g_00042	Prbd.g_01623
OG0000847	Syap.g_00043	Prbd.g_01622
OG0000848	Syap.g_00045	Prbd.g_01621
OG0000849	Syap.g_00046	Prbd.g_01620
OG0000850	Syap.g_00310	Prbd.g_01617
OG0000851	Syap.g_01214	Prbd.g_01616
OG0000852	Syap.g_01215	Prbd.g_01615
OG0000853	Syap.g_01219	Prbd.g_01611
OG0000854	Syap.g_01222	Prbd.g_01609
OG0000855	Syap.g_01223	Prbd.g_01608
OG0000856	Syap.g_01286	Prbd.g_01593
OG0000857	Syap.g_02722	Prbd.g_01566
OG0000858	Syap.g_00612	Prbd.g_01531
OG0000859	Syap.g_00613	Prbd.g_01530
OG0000860	Syap.g_00623	Prbd.g_01523
OG0000861	Syap.g_02789	Prbd.g_01522
OG0000862	Syap.g_01789	Prbd.g_01521
OG0000863	Syap.g_01784	Prbd.g_01519
OG0000864	Syap.g_01783	Prbd.g_01518
OG0000865	Syap.g_01781, Syap.g_01782	Prbd.g_01517
OG0000866	Syap.g_01780	Prbd.g_01516
OG0000867	Syap.g_01779	Prbd.g_01515
OG0000868	Syap.g_01775	Prbd.g_01514
OG0000869	Syap.g_01770	Prbd.g_01510
OG0000870	Syap.g_01401	Prbd.g_01505
OG0000871	Syap.g_01400	Prbd.g_01504
OG0000872	Syap.g_01394	Prbd.g_01503
OG0000873	Syap.g_01390	Prbd.g_01500
OG0000874	Syap.g_01388	Prbd.g_01497
OG0000875	Syap.g_01386	Prbd.g_01496
OG0000876	Syap.g_00822	Prbd.g_01495
OG0000877	Syap.g_01380	Prbd.g_01493
OG0000878	Syap.g_01378	Prbd.g_01492
OG0000879	Syap.g_01377	Prbd.g_01491
OG0000880	Syap.g_01376	Prbd.g_01490
OG0000882	Syap.g_01516	Prbd.g_01481
OG0000883	Syap.g_01511	Prbd.g_01479
OG0000884	Syap.g_01509	Prbd.g_01477
OG0000885	Syap.g_01508	Prbd.g_01476
OG0000886	Syap.g_01507	Prbd.g_01475
OG0000887	Syap.g_01506	Prbd.g_01474
OG0000888	Syap.g_01504	Prbd.g_01472
OG0000889	Syap.g_01502	Prbd.g_01470
OG0000890	Syap.g_01499	Prbd.g_01469
OG0000891	Syap.g_01498	Prbd.g_01468
OG0000892	Syap.g_02671	Prbd.g_01466
OG0000893	Syap.g_02497	Prbd.g_01463
OG0000894	Syap.g_02679	Prbd.g_01461
OG0000895	Syap.g_00546	Prbd.g_01458
OG0000896	Syap.g_00545	Prbd.g_01457
OG0000897	Syap.g_00543	Prbd.g_01455
OG0000898	Syap.g_00542	Prbd.g_01454
OG0000899	Syap.g_00541	Prbd.g_01453
OG0000900	Syap.g_00540	Prbd.g_01452
OG0000901	Syap.g_01930	Prbd.g_01449
OG0000902	Syap.g_01929	Prbd.g_01447
OG0000903	Syap.g_01916	Prbd.g_01444
OG0000904	Syap.g_01922	Prbd.g_01442
OG0000905	Syap.g_01925	Prbd.g_01437
OG0000906	Syap.g_01927	Prbd.g_01436
OG0000907	Syap.g_01914	Prbd.g_01433
OG0000908	Syap.g_01235	Prbd.g_01430
OG0000909	Syap.g_01236	Prbd.g_01429
OG0000910	Syap.g_01237	Prbd.g_01428
OG0000911	Syap.g_00511	Prbd.g_01426
OG0000912	Syap.g_00510	Prbd.g_01425
OG0000913	Syap.g_00509	Prbd.g_01424
OG0000914	Syap.g_00508	Prbd.g_01423
OG0000915	Syap.g_00506	Prbd.g_01422
OG0000916	Syap.g_00505	Prbd.g_01421
OG0000917	Syap.g_00504	Prbd.g_01420
OG0000918	Syap.g_00503	Prbd.g_01419
OG0000919	Syap.g_00502	Prbd.g_01418
OG0000920	Syap.g_00501	Prbd.g_01417
OG0000921	Syap.g_00500	Prbd.g_01416
OG0000922	Syap.g_00499	Prbd.g_01415
OG0000923	Syap.g_00495	Prbd.g_01411
OG0000924	Syap.g_00494	Prbd.g_01410
OG0000925	Syap.g_00493	Prbd.g_01409
OG0000926	Syap.g_00492	Prbd.g_01408
OG0000927	Syap.g_00490	Prbd.g_01406
OG0000928	Syap.g_00489	Prbd.g_01405
OG0000929	Syap.g_00488	Prbd.g_01404
OG0000930	Syap.g_00487	Prbd.g_01403
OG0000931	Syap.g_00486	Prbd.g_01402
OG0000932	Syap.g_00485	Prbd.g_01401
OG0000933	Syap.g_00479	Prbd.g_01397
OG0000934	Syap.g_00477	Prbd.g_01395
OG0000935	Syap.g_00476	Prbd.g_01394
OG0000936	Syap.g_00475	Prbd.g_01393
OG0000937	Syap.g_00474	Prbd.g_01392
OG0000938	Syap.g_00471	Prbd.g_01390
OG0000939	Syap.g_00469	Prbd.g_01389
OG0000940	Syap.g_00460	Prbd.g_01382
OG0000941	Syap.g_00458	Prbd.g_01380
OG0000942	Syap.g_00606	Prbd.g_01378
OG0000943	Syap.g_00604	Prbd.g_01377
OG0000944	Syap.g_00602	Prbd.g_01376
OG0000945	Syap.g_00601	Prbd.g_01375
OG0000946	Syap.g_00595	Prbd.g_01371
OG0000947	Syap.g_00591	Prbd.g_01369
OG0000948	Syap.g_00590	Prbd.g_01368
OG0000949	Syap.g_01051	Prbd.g_01365
OG0000950	Syap.g_01061	Prbd.g_01360
OG0000951	Syap.g_01070	Prbd.g_01356
OG0000952	Syap.g_01074	Prbd.g_01352
OG0000953	Syap.g_01078	Prbd.g_01349
OG0000954	Syap.g_01089	Prbd.g_01345
OG0000955	Syap.g_01090	Prbd.g_01344
OG0000956	Syap.g_01092	Prbd.g_01342
OG0000957	Syap.g_01109	Prbd.g_01337
OG0000958	Syap.g_01110	Prbd.g_01336
OG0000959	Syap.g_01114	Prbd.g_01332
OG0000960	Syap.g_01115	Prbd.g_01331
OG0000961	Syap.g_02170	Prbd.g_01329
OG0000962	Syap.g_01121	Prbd.g_01327
OG0000963	Syap.g_01124	Prbd.g_01323
OG0000964	Syap.g_01125	Prbd.g_01321
OG0000965	Syap.g_01126	Prbd.g_01320
OG0000966	Syap.g_01141	Prbd.g_01312
OG0000967	Syap.g_00633	Prbd.g_01308
OG0000968	Syap.g_00998	Prbd.g_01306
OG0000969	Syap.g_00996	Prbd.g_01305
OG0000970	Syap.g_00995	Prbd.g_01304
OG0000971	Syap.g_00993	Prbd.g_01303
OG0000972	Syap.g_00992	Prbd.g_01302
OG0000973	Syap.g_00991	Prbd.g_01301
OG0000974	Syap.g_00990	Prbd.g_01300
OG0000975	Syap.g_00989	Prbd.g_01299
OG0000976	Syap.g_00988	Prbd.g_01298
OG0000977	Syap.g_00986	Prbd.g_01297
OG0000978	Syap.g_00985	Prbd.g_01296
OG0000979	Syap.g_00980	Prbd.g_01293
OG0000980	Syap.g_00977	Prbd.g_01291
OG0000981	Syap.g_01812	Prbd.g_01289
OG0000982	Syap.g_00132	Prbd.g_01287
OG0000983	Syap.g_00134	Prbd.g_01286
OG0000984	Syap.g_00135	Prbd.g_01285
OG0000985	Syap.g_00140	Prbd.g_01282
OG0000986	Syap.g_01044	Prbd.g_01280
OG0000987	Syap.g_01033	Prbd.g_01279
OG0000988	Syap.g_01027	Prbd.g_01276
OG0000989	Syap.g_01011	Prbd.g_01273
OG0000990	Syap.g_02087	Prbd.g_01270
OG0000991	Syap.g_02091	Prbd.g_01269
OG0000992	Syap.g_02095	Prbd.g_01267
OG0000993	Syap.g_02097	Prbd.g_01266
OG0000994	Syap.g_02101	Prbd.g_01265
OG0000996	Syap.g_01817	Prbd.g_01260
OG0000997	Syap.g_02590	Prbd.g_01259
OG0000998	Syap.g_02591	Prbd.g_01257
OG0000999	Syap.g_02592	Prbd.g_01256
OG0001001	Syap.g_02605	Prbd.g_01251
OG0001002	Syap.g_00124	Prbd.g_01247
OG0001003	Syap.g_02310	Prbd.g_01245
OG0001004	Syap.g_02311	Prbd.g_01244
OG0001005	Syap.g_02312	Prbd.g_01243
OG0001006	Syap.g_00053	Prbd.g_01239
OG0001007	Syap.g_00055	Prbd.g_01237
OG0001008	Syap.g_02060	Prbd.g_00805
OG0001012	Syap.g_00371	Prbd.g_01195
OG0001013	Syap.g_01325	Prbd.g_01189
OG0001016	Syap.g_01695	Prbd.g_01171
OG0001033	Syap.g_00105	Prbd.g_01032
OG0001035	Syap.g_01594	Prbd.g_00985
OG0001038	Syap.g_01362	Prbd.g_00961
OG0001039	Syap.g_01359	Prbd.g_00958
OG0001040	Syap.g_01356	Prbd.g_00956
OG0001041	Syap.g_01352	Prbd.g_00952
OG0001043	Syap.g_01676	Prbd.g_00934
OG0001044	Syap.g_00571	Prbd.g_00906
OG0001053	Syap.g_02253	Prbd.g_00759
OG0001054	Syap.g_00274	Prbd.g_00744
OG0001055	Syap.g_00252	Prbd.g_00725
OG0001059	Syap.g_00306	Prbd.g_00689
OG0001060	Syap.g_00299	Prbd.g_00682
OG0001061	Syap.g_01309	Prbd.g_00669
OG0001062	Syap.g_01314	Prbd.g_00667
OG0001072	Syap.g_00441	Prbd.g_00654
OG0001073	Syap.g_00122, Syap.g_00455	Prbd.g_00640
OG0001078	Syap.g_00896	Prbd.g_00608
OG0001080	Syap.g_02505	Prbd.g_00591
OG0001085	Syap.g_01953	Prbd.g_00574
OG0001094	Syap.g_00187	Prbd.g_00096
OG0001095	Syap.g_02725	Prbd.g_00115
OG0001096	Syap.g_02709	Prbd.g_00128
OG0001100	Syap.g_02369	Prbd.g_00198
OG0001102	Syap.g_01258	Prbd.g_00203
OG0001103	Syap.g_01256	Prbd.g_00205
OG0001104	Syap.g_00171	Prbd.g_00227
OG0001105	Syap.g_00175	Prbd.g_00231
OG0001107	Syap.g_02015	Prbd.g_00262
OG0001108	Syap.g_00119	Prbd.g_00266
OG0001122	Syap.g_02766	Prbd.g_00312
OG0001123	Syap.g_01872	Prbd.g_00316
OG0001133	Syap.g_01292	Prbd.g_00414
OG0001136	Syap.g_00230	Prbd.g_00465
OG0001137	Syap.g_00213	Prbd.g_00476
OG0001140	Syap.g_02134	Prbd.g_00496
OG0001152	Syap.g_02447	Prbd.g_01748
OG0001154	Syap.g_00013	Prbd.g_01656
OG0001155	Syap.g_00750	Prbd.g_01644
OG0001160	Syap.g_01217	Prbd.g_01613
OG0001162	Syap.g_02366	Prbd.g_01589
OG0001163	Syap.g_00609	Prbd.g_01533
OG0001164	Syap.g_00614	Prbd.g_01529
OG0001165	Syap.g_00619	Prbd.g_01526
OG0001168	Syap.g_01372	Prbd.g_01487
OG0001171	Syap.g_01505	Prbd.g_01473
OG0001172	Syap.g_00547	Prbd.g_01460
OG0001177	Syap.g_01920	Prbd.g_01440
OG0001178	Syap.g_01786, Syap.g_01787	Prbd.g_01435
OG0001179	Syap.g_00491	Prbd.g_01407
OG0001180	Syap.g_00097, Syap.g_00465	Prbd.g_01385
OG0001181	Syap.g_00459	Prbd.g_01381
OG0001183	Syap.g_00594	Prbd.g_01370
OG0001185	Syap.g_01104	Prbd.g_01340
OG0001186	Syap.g_01140	Prbd.g_01316
OG0001187	Syap.g_01142	Prbd.g_01311
OG0001188	Syap.g_00634	Prbd.g_01309
OG0001189	Syap.g_00979	Prbd.g_01292
OG0001191	Syap.g_01030	Prbd.g_01278
OG0001192	Syap.g_01021	Prbd.g_01274
OG0001197	Syap.g_00126	Prbd.g_01248
OG0001198	Syap.g_00052	Prbd.g_01240
OG0001199	Syap.g_01696	Prbd.g_01170
OG0001200	Syap.g_01698	Prbd.g_01168
OG0001202	Syap.g_01613	Prbd.g_01041
OG0001203	Syap.g_01154	Prbd.g_01001
OG0001204	Syap.g_01577	Prbd.g_00996
OG0001214	Syap.g_00897	Prbd.g_00607
OG0001217	Syap.g_01464	Prbd.g_00049
OG0001218	Syap.g_00020	Prbd.g_00056
OG0001219	Syap.g_02794	Prbd.g_00091
OG0001221	Syap.g_01777	Prbd.g_00217
OG0001222	Syap.g_02027	Prbd.g_00256
OG0001224	Syap.g_01551	Prbd.g_00336
OG0001225	Syap.g_01553	Prbd.g_00338
OG0001226	Syap.g_02551	Prbd.g_00364
OG0001228	Syap.g_01063	Prbd.g_00513
OG0001229	Syap.g_00827	Prbd.g_01766
OG0001230	Syap.g_02116	Prbd.g_01697
OG0001231	Syap.g_00073	Prbd.g_01591
OG0001232	Syap.g_01393	Prbd.g_01502
OG0001235	Syap.g_01924	Prbd.g_01438
OG0001236	Syap.g_01069	Prbd.g_01357
OG0001237	Syap.g_01073	Prbd.g_01353
OG0001238	Syap.g_01028	Prbd.g_01277
OG0001239	Syap.g_01693, Syap.g_01692	Prbd.g_01173
OG0001242	Syap.g_02227, Syap.g_02229	Prbd.g_01124
OG0001243	Syap.g_02219	Prbd.g_01118
OG0001244	Syap.g_02192	Prbd.g_01101
OG0001246	Syap.g_00267, Syap.g_01165	Prbd.g_00738
OG0001248	Syap.g_00423	Prbd.g_00559
OG0001249	Syap.g_00575	Prbd.g_00080
OG0001250	Syap.g_01836	Prbd.g_00143
OG0001251	Syap.g_01549, Syap.g_01727	Prbd.g_00191
OG0001253	Syap.g_01969	Prbd.g_00384
OG0001255	Syap.g_02523	Prbd.g_00452
OG0001256	Syap.g_01225	Prbd.g_01598
OG0001257	Syap.g_00374, Syap.g_00373	Prbd.g_01592
OG0001258	Syap.g_00617	Prbd.g_01528
OG0001260	Syap.g_01497	Prbd.g_01467
OG0001261	Syap.g_00482	Prbd.g_01399
OG0001262	Syap.g_00981	Prbd.g_01294
OG0001263	Syap.g_02216	Prbd.g_01115
OG0001265	Syap.g_02231	Prbd.g_01125
OG0001266	Syap.g_01618	Prbd.g_01037
OG0001267	Syap.g_01360	Prbd.g_00959
OG0001268	Syap.g_00563	Prbd.g_00900
OG0001270	Syap.g_02056	Prbd.g_00808
OG0001271	Syap.g_02759	Prbd.g_00770
OG0001272	Syap.g_02250	Prbd.g_00756
OG0001274	Syap.g_01897	Prbd.g_00541
OG0001275	Syap.g_02694	Prbd.g_00292
OG0001276	Syap.g_01873	Prbd.g_00315
OG0001277	Syap.g_01293	Prbd.g_00372
OG0001278	Syap.g_02438	Prbd.g_00518
OG0001279	Syap.g_02663	Prbd.g_01893
OG0001282	Syap.g_01701	Prbd.g_01763
OG0001284	Syap.g_00047	Prbd.g_01618, Prbd.g_01619
OG0001286	Syap.g_00467	Prbd.g_01387
OG0001287	Syap.g_00418	Prbd.g_01333
OG0001288	Syap.g_01123	Prbd.g_01324
OG0001289	Syap.g_02365	Prbd.g_01157
OG0001291	Syap.g_02207	Prbd.g_01108
OG0001292	Syap.g_01583	Prbd.g_00991
OG0001297	Syap.g_00255	Prbd.g_00728
OG0001299	Syap.g_01959	Prbd.g_00578
OG0001303	Syap.g_02795	Prbd.g_00296
OG0001304	Syap.g_00536	Prbd.g_00325
OG0001305	Syap.g_01562	Prbd.g_00344
OG0001306	Syap.g_00245	Prbd.g_00454
OG0001307	Syap.g_00403	Prbd.g_01781
OG0001308	Syap.g_02751, Syap.g_02750	Prbd.g_01679
OG0001310	Syap.g_01774	Prbd.g_01513
OG0001311	Syap.g_01871	Prbd.g_00317
OG0001312	Syap.g_01735	Prbd.g_00245
OG0001314	Syap.g_00330, Syap.g_00391	Prbd.g_00039
OG0001315	Syap.g_00596	Prbd.g_01182
