Orthogroup	Syap	Prba
OG0000604	Syap.g_02769	Prba.g_01667
OG0000605	Syap.g_02501, Syap.g_02771	Prba.g_01666
OG0000606	Syap.g_02506	Prba.g_01663
OG0000607	Syap.g_00093	Prba.g_01660
OG0000608	Syap.g_00094	Prba.g_01659
OG0000609	Syap.g_00096	Prba.g_01658
OG0000610	Syap.g_01963	Prba.g_01653
OG0000611	Syap.g_01958	Prba.g_01650
OG0000612	Syap.g_01957	Prba.g_01649
OG0000613	Syap.g_02480	Prba.g_01644
OG0000615	Syap.g_00154	Prba.g_01617
OG0000616	Syap.g_00127	Prba.g_01613
OG0000617	Syap.g_00513	Prba.g_01588
OG0000618	Syap.g_00514	Prba.g_01587
OG0000619	Syap.g_00515	Prba.g_01586
OG0000620	Syap.g_00520	Prba.g_01583
OG0000621	Syap.g_00521	Prba.g_01582
OG0000622	Syap.g_00523	Prba.g_01581
OG0000623	Syap.g_00526	Prba.g_01580
OG0000624	Syap.g_00527	Prba.g_01579
OG0000625	Syap.g_00528	Prba.g_01578
OG0000626	Syap.g_00529	Prba.g_01577
OG0000627	Syap.g_00848	Prba.g_01576
OG0000628	Syap.g_00850	Prba.g_01575
OG0000629	Syap.g_02334	Prba.g_01574
OG0000630	Syap.g_02793	Prba.g_01571
OG0000631	Syap.g_01724	Prba.g_01508
OG0000632	Syap.g_01725	Prba.g_01507
OG0000633	Syap.g_01726	Prba.g_01506
OG0000634	Syap.g_00190	Prba.g_01503
OG0000635	Syap.g_00191	Prba.g_01502
OG0000636	Syap.g_00193	Prba.g_01500
OG0000637	Syap.g_00195	Prba.g_01498
OG0000638	Syap.g_00196	Prba.g_01497
OG0000639	Syap.g_00197	Prba.g_01496
OG0000640	Syap.g_00198	Prba.g_01495
OG0000641	Syap.g_00203	Prba.g_01491
OG0000642	Syap.g_02732	Prba.g_01490
OG0000643	Syap.g_02731	Prba.g_01489
OG0000644	Syap.g_02730	Prba.g_01488
OG0000645	Syap.g_02726	Prba.g_01487
OG0000646	Syap.g_02723	Prba.g_01485
OG0000647	Syap.g_02721	Prba.g_01484
OG0000648	Syap.g_02719	Prba.g_01482
OG0000649	Syap.g_02718	Prba.g_01481
OG0000650	Syap.g_02717	Prba.g_01480
OG0000651	Syap.g_02716	Prba.g_01479
OG0000652	Syap.g_02715	Prba.g_01478
OG0000653	Syap.g_02713	Prba.g_01476
OG0000654	Syap.g_02711	Prba.g_01475
OG0000655	Syap.g_02710	Prba.g_01474
OG0000656	Syap.g_02706	Prba.g_01471
OG0000657	Syap.g_01845	Prba.g_01463
OG0000658	Syap.g_01841	Prba.g_01462
OG0000659	Syap.g_01840	Prba.g_01461
OG0000660	Syap.g_01835	Prba.g_01457
OG0000662	Syap.g_00823	Prba.g_01453
OG0000663	Syap.g_00826	Prba.g_01451
OG0000664	Syap.g_00828	Prba.g_01450
OG0000665	Syap.g_02331	Prba.g_01446
OG0000666	Syap.g_01573	Prba.g_01445
OG0000667	Syap.g_01979	Prba.g_01441
OG0000668	Syap.g_02765	Prba.g_01411
OG0000669	Syap.g_02371	Prba.g_01404
OG0000670	Syap.g_02368	Prba.g_01402
OG0000671	Syap.g_01260	Prba.g_01400
OG0000672	Syap.g_01257	Prba.g_01397
OG0000673	Syap.g_01253	Prba.g_01394
OG0000674	Syap.g_01251	Prba.g_01392
OG0000675	Syap.g_01250	Prba.g_01391
OG0000676	Syap.g_01248	Prba.g_01389
OG0000677	Syap.g_01246	Prba.g_01388
OG0000678	Syap.g_01239	Prba.g_01386
OG0000679	Syap.g_00157	Prba.g_01382
OG0000680	Syap.g_00158	Prba.g_01381
OG0000681	Syap.g_00163	Prba.g_01379
OG0000682	Syap.g_00165	Prba.g_01378
OG0000683	Syap.g_00166	Prba.g_01377
OG0000684	Syap.g_00169	Prba.g_01375
OG0000685	Syap.g_00172	Prba.g_01373
OG0000686	Syap.g_00173	Prba.g_01372
OG0000687	Syap.g_00174	Prba.g_01371
OG0000688	Syap.g_00178	Prba.g_01368
OG0000689	Syap.g_00180	Prba.g_01367
OG0000690	Syap.g_00181	Prba.g_01366
OG0000691	Syap.g_00182	Prba.g_01365
OG0000692	Syap.g_00184	Prba.g_01363
OG0000693	Syap.g_00185	Prba.g_01362
OG0000694	Syap.g_00186	Prba.g_01361
OG0000695	Syap.g_01729	Prba.g_01359
OG0000696	Syap.g_01730	Prba.g_01358
OG0000697	Syap.g_01734	Prba.g_01357
OG0000698	Syap.g_01737	Prba.g_01354
OG0000699	Syap.g_01738	Prba.g_01353
OG0000700	Syap.g_01739	Prba.g_01352
OG0000701	Syap.g_01740	Prba.g_01351
OG0000702	Syap.g_01747	Prba.g_01349
OG0000703	Syap.g_01750	Prba.g_01348
OG0000704	Syap.g_01753	Prba.g_01347
OG0000705	Syap.g_02022	Prba.g_01343
OG0000706	Syap.g_02020	Prba.g_01342
OG0000707	Syap.g_02019	Prba.g_01341
OG0000708	Syap.g_02016	Prba.g_01340
OG0000709	Syap.g_00121	Prba.g_01336
OG0000711	Syap.g_02686	Prba.g_01316
OG0000712	Syap.g_02688	Prba.g_01314
OG0000713	Syap.g_02689	Prba.g_01313
OG0000714	Syap.g_02691	Prba.g_01312
OG0000715	Syap.g_02693	Prba.g_01310
OG0000716	Syap.g_02696	Prba.g_01308
OG0000717	Syap.g_02697	Prba.g_01307
OG0000718	Syap.g_02701	Prba.g_01295
OG0000719	Syap.g_02767	Prba.g_01293
OG0000720	Syap.g_02780	Prba.g_01284
OG0000721	Syap.g_02782	Prba.g_01282
OG0000722	Syap.g_02783	Prba.g_01281
OG0000723	Syap.g_00532	Prba.g_01278
OG0000725	Syap.g_01559	Prba.g_01263
OG0000726	Syap.g_01560	Prba.g_01262
OG0000727	Syap.g_01561	Prba.g_01261
OG0000728	Syap.g_01564	Prba.g_01259
OG0000729	Syap.g_01122	Prba.g_01214
OG0000730	Syap.g_00572	Prba.g_00749
OG0000731	Syap.g_00560	Prba.g_00745
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prba.g_00735
OG0000733	Syap.g_01971	Prba.g_00096
OG0000734	Syap.g_02628	Prba.g_00079
OG0000735	Syap.g_00244	Prba.g_00077
OG0000736	Syap.g_00243	Prba.g_00076
OG0000737	Syap.g_00242	Prba.g_00075
OG0000738	Syap.g_00236	Prba.g_00071
OG0000739	Syap.g_00235	Prba.g_00070
OG0000740	Syap.g_00234	Prba.g_00069
OG0000741	Syap.g_00231	Prba.g_00068
OG0000742	Syap.g_00229	Prba.g_00065
OG0000743	Syap.g_00226	Prba.g_00063
OG0000744	Syap.g_00225	Prba.g_00062
OG0000745	Syap.g_00222	Prba.g_00060
OG0000746	Syap.g_00220	Prba.g_00058
OG0000747	Syap.g_00219	Prba.g_00057
OG0000748	Syap.g_00212	Prba.g_00054
OG0000749	Syap.g_00211	Prba.g_00053
OG0000750	Syap.g_00210	Prba.g_00052
OG0000751	Syap.g_00205	Prba.g_00050
OG0000752	Syap.g_01793	Prba.g_00048
OG0000753	Syap.g_02775	Prba.g_00045
OG0000754	Syap.g_01883	Prba.g_00042
OG0000755	Syap.g_01893	Prba.g_00039
OG0000757	Syap.g_00427	Prba.g_00032
OG0000758	Syap.g_00428	Prba.g_00031
OG0000759	Syap.g_00429	Prba.g_00030
OG0000760	Syap.g_00430	Prba.g_00029
OG0000761	Syap.g_00431	Prba.g_00028
OG0000762	Syap.g_00434	Prba.g_00027
OG0000763	Syap.g_02624	Prba.g_00025
OG0000764	Syap.g_02623	Prba.g_00024
OG0000765	Syap.g_02440	Prba.g_00015
OG0000766	Syap.g_02439	Prba.g_00014
OG0000767	Syap.g_02437	Prba.g_00012
OG0000768	Syap.g_02436	Prba.g_00011
OG0000769	Syap.g_02434	Prba.g_00009
OG0000770	Syap.g_02431	Prba.g_00007
OG0000772	Syap.g_02295	Prba.g_01167
OG0000773	Syap.g_00885	Prba.g_01183
OG0000774	Syap.g_01473	Prba.g_01185
OG0000775	Syap.g_01475	Prba.g_01187
OG0000776	Syap.g_01476	Prba.g_01188
OG0000777	Syap.g_01478	Prba.g_01189
OG0000778	Syap.g_01479	Prba.g_01190
OG0000779	Syap.g_01494	Prba.g_01194
OG0000780	Syap.g_01496	Prba.g_01195
OG0000781	Syap.g_02609	Prba.g_01198
OG0000782	Syap.g_02611	Prba.g_01199
OG0000783	Syap.g_02612	Prba.g_01200
OG0000784	Syap.g_02613	Prba.g_01201
OG0000785	Syap.g_02281	Prba.g_01203
OG0000786	Syap.g_02287	Prba.g_01205
OG0000787	Syap.g_02288	Prba.g_01206
OG0000788	Syap.g_01932	Prba.g_00209
OG0000789	Syap.g_00372	Prba.g_00206
OG0000791	Syap.g_02520	Prba.g_00189
OG0000792	Syap.g_02519	Prba.g_00188
OG0000793	Syap.g_02141	Prba.g_00185
OG0000794	Syap.g_02200	Prba.g_00184
OG0000795	Syap.g_02199	Prba.g_00183
OG0000796	Syap.g_02448	Prba.g_00179
OG0000797	Syap.g_02449	Prba.g_00178
OG0000798	Syap.g_01269	Prba.g_00166
OG0000799	Syap.g_02488	Prba.g_00115
OG0000800	Syap.g_02487	Prba.g_00114
OG0000801	Syap.g_02486	Prba.g_00113
OG0000802	Syap.g_02659	Prba.g_00111
OG0000803	Syap.g_02109	Prba.g_00109
OG0000804	Syap.g_02113	Prba.g_00108
OG0000805	Syap.g_02115	Prba.g_00106
OG0000806	Syap.g_02117	Prba.g_00720
OG0000807	Syap.g_02118	Prba.g_00719
OG0000808	Syap.g_02119	Prba.g_00718
OG0000809	Syap.g_02122	Prba.g_00715
OG0000810	Syap.g_02124	Prba.g_00714
OG0000811	Syap.g_02472	Prba.g_00710
OG0000812	Syap.g_02474	Prba.g_00708
OG0000813	Syap.g_02475	Prba.g_00707
OG0000814	Syap.g_02753	Prba.g_00705
OG0000815	Syap.g_02752	Prba.g_00704
OG0000816	Syap.g_02289	Prba.g_00702
OG0000817	Syap.g_02527	Prba.g_00701
OG0000818	Syap.g_02001	Prba.g_00696
OG0000819	Syap.g_02002	Prba.g_00695
OG0000820	Syap.g_02003	Prba.g_00694
OG0000821	Syap.g_02009	Prba.g_00690
OG0000822	Syap.g_02011	Prba.g_00689
OG0000824	Syap.g_00008	Prba.g_00685
OG0000825	Syap.g_00009	Prba.g_00684
OG0000826	Syap.g_00010	Prba.g_00683
OG0000827	Syap.g_00011	Prba.g_00682
OG0000828	Syap.g_00014	Prba.g_00679
OG0000829	Syap.g_00015	Prba.g_00678
OG0000830	Syap.g_00016	Prba.g_00677
OG0000831	Syap.g_00019	Prba.g_00350
OG0000832	Syap.g_00752	Prba.g_00344
OG0000833	Syap.g_00021	Prba.g_00336
OG0000834	Syap.g_00023	Prba.g_00335
OG0000835	Syap.g_00024	Prba.g_00334
OG0000836	Syap.g_00026	Prba.g_00333
OG0000837	Syap.g_00027	Prba.g_00332
OG0000838	Syap.g_00031	Prba.g_00330
OG0000839	Syap.g_00032	Prba.g_00329
OG0000840	Syap.g_00033	Prba.g_00328
OG0000841	Syap.g_00034	Prba.g_00327
OG0000842	Syap.g_00035	Prba.g_00326
OG0000843	Syap.g_00036	Prba.g_00325
OG0000844	Syap.g_00039	Prba.g_00324
OG0000845	Syap.g_00040	Prba.g_00323
OG0000846	Syap.g_00042	Prba.g_00322
OG0000847	Syap.g_00043	Prba.g_00321
OG0000848	Syap.g_00045	Prba.g_00320
OG0000849	Syap.g_00046	Prba.g_00319
OG0000850	Syap.g_00310	Prba.g_00317
OG0000851	Syap.g_01214	Prba.g_00316
OG0000852	Syap.g_01215	Prba.g_00315
OG0000853	Syap.g_01219	Prba.g_00311
OG0000854	Syap.g_01222	Prba.g_00309
OG0000855	Syap.g_01223	Prba.g_00308
OG0000856	Syap.g_01286	Prba.g_00293
OG0000857	Syap.g_02722	Prba.g_00266
OG0000858	Syap.g_00612	Prba.g_00232
OG0000859	Syap.g_00613	Prba.g_00231
OG0000860	Syap.g_00623	Prba.g_00618
OG0000861	Syap.g_02789	Prba.g_00617
OG0000862	Syap.g_01789	Prba.g_00616
OG0000863	Syap.g_01784	Prba.g_00614
OG0000864	Syap.g_01783	Prba.g_00613
OG0000865	Syap.g_01781, Syap.g_01782	Prba.g_00612
OG0000866	Syap.g_01780	Prba.g_00611
OG0000867	Syap.g_01779	Prba.g_00610
OG0000868	Syap.g_01775	Prba.g_00609
OG0000869	Syap.g_01770	Prba.g_00605
OG0000870	Syap.g_01401	Prba.g_00600
OG0000871	Syap.g_01400	Prba.g_00599
OG0000872	Syap.g_01394	Prba.g_00598
OG0000873	Syap.g_01390	Prba.g_00595
OG0000874	Syap.g_01388	Prba.g_00592
OG0000875	Syap.g_01386	Prba.g_00591
OG0000876	Syap.g_00822	Prba.g_00590
OG0000877	Syap.g_01380	Prba.g_00588
OG0000878	Syap.g_01378	Prba.g_00587
OG0000879	Syap.g_01377	Prba.g_00586
OG0000880	Syap.g_01376	Prba.g_00585
OG0000882	Syap.g_01516	Prba.g_00576
OG0000883	Syap.g_01511	Prba.g_00574
OG0000884	Syap.g_01509	Prba.g_00573
OG0000885	Syap.g_01508	Prba.g_00572
OG0000886	Syap.g_01507	Prba.g_00571
OG0000887	Syap.g_01506	Prba.g_00570
OG0000888	Syap.g_01504	Prba.g_00568
OG0000889	Syap.g_01502	Prba.g_00566
OG0000890	Syap.g_01499	Prba.g_00565
OG0000891	Syap.g_01498	Prba.g_00564
OG0000892	Syap.g_02671	Prba.g_00352
OG0000893	Syap.g_02497	Prba.g_00357
OG0000894	Syap.g_02679	Prba.g_00359
OG0000895	Syap.g_00546	Prba.g_00362
OG0000896	Syap.g_00545	Prba.g_00363
OG0000897	Syap.g_00543	Prba.g_00365
OG0000898	Syap.g_00542	Prba.g_00366
OG0000899	Syap.g_00541	Prba.g_00367
OG0000900	Syap.g_00540	Prba.g_00368
OG0000901	Syap.g_01930	Prba.g_00371
OG0000902	Syap.g_01929	Prba.g_00373
OG0000903	Syap.g_01916	Prba.g_00376
OG0000904	Syap.g_01922	Prba.g_00378
OG0000905	Syap.g_01925	Prba.g_00383
OG0000906	Syap.g_01927	Prba.g_00384
OG0000907	Syap.g_01914	Prba.g_00387
OG0000908	Syap.g_01235	Prba.g_00390
OG0000909	Syap.g_01236	Prba.g_00391
OG0000910	Syap.g_01237	Prba.g_00392
OG0000911	Syap.g_00511	Prba.g_00394
OG0000912	Syap.g_00510	Prba.g_00395
OG0000913	Syap.g_00509	Prba.g_00396
OG0000914	Syap.g_00508	Prba.g_00397
OG0000915	Syap.g_00506	Prba.g_00398
OG0000916	Syap.g_00505	Prba.g_00399
OG0000917	Syap.g_00504	Prba.g_00400
OG0000918	Syap.g_00503	Prba.g_00401
OG0000919	Syap.g_00502	Prba.g_00402
OG0000920	Syap.g_00501	Prba.g_00403
OG0000921	Syap.g_00500	Prba.g_00404
OG0000922	Syap.g_00499	Prba.g_00405
OG0000923	Syap.g_00495	Prba.g_00409
OG0000924	Syap.g_00494	Prba.g_00410
OG0000925	Syap.g_00493	Prba.g_00411
OG0000926	Syap.g_00492	Prba.g_00412
OG0000927	Syap.g_00490	Prba.g_00414
OG0000928	Syap.g_00489	Prba.g_00415
OG0000929	Syap.g_00488	Prba.g_00416
OG0000930	Syap.g_00487	Prba.g_00417
OG0000931	Syap.g_00486	Prba.g_00418
OG0000932	Syap.g_00485	Prba.g_00419
OG0000933	Syap.g_00479	Prba.g_00423
OG0000934	Syap.g_00477	Prba.g_00425
OG0000935	Syap.g_00476	Prba.g_00426
OG0000936	Syap.g_00475	Prba.g_00427
OG0000937	Syap.g_00474	Prba.g_00428
OG0000938	Syap.g_00471	Prba.g_00430
OG0000939	Syap.g_00469	Prba.g_00431
OG0000940	Syap.g_00460	Prba.g_00438
OG0000941	Syap.g_00458	Prba.g_01049
OG0000942	Syap.g_00606	Prba.g_01051
OG0000943	Syap.g_00604	Prba.g_01052
OG0000944	Syap.g_00602	Prba.g_01053
OG0000945	Syap.g_00601	Prba.g_01054
OG0000946	Syap.g_00595	Prba.g_01059
OG0000947	Syap.g_00591	Prba.g_01061
OG0000948	Syap.g_00590	Prba.g_01062
OG0000949	Syap.g_01051	Prba.g_01065
OG0000950	Syap.g_01061	Prba.g_01070
OG0000951	Syap.g_01070	Prba.g_01074
OG0000952	Syap.g_01074	Prba.g_01078
OG0000953	Syap.g_01078	Prba.g_00753
OG0000954	Syap.g_01089	Prba.g_00757
OG0000955	Syap.g_01090	Prba.g_00758
OG0000956	Syap.g_01092	Prba.g_00760
OG0000957	Syap.g_01109	Prba.g_00766
OG0000958	Syap.g_01110	Prba.g_00767
OG0000959	Syap.g_01114	Prba.g_00771
OG0000960	Syap.g_01115	Prba.g_00772
OG0000961	Syap.g_02170	Prba.g_00774
OG0000962	Syap.g_01121	Prba.g_00776
OG0000963	Syap.g_01124	Prba.g_00780
OG0000964	Syap.g_01125	Prba.g_00781
OG0000965	Syap.g_01126	Prba.g_00782
OG0000966	Syap.g_01141	Prba.g_00789
OG0000967	Syap.g_00633	Prba.g_00794
OG0000968	Syap.g_00998	Prba.g_00796
OG0000969	Syap.g_00996	Prba.g_00797
OG0000970	Syap.g_00995	Prba.g_00798
OG0000971	Syap.g_00993	Prba.g_00799
OG0000972	Syap.g_00992	Prba.g_00800
OG0000973	Syap.g_00991	Prba.g_00801
OG0000974	Syap.g_00990	Prba.g_00802
OG0000975	Syap.g_00989	Prba.g_00803
OG0000976	Syap.g_00988	Prba.g_00804
OG0000977	Syap.g_00986	Prba.g_00805
OG0000978	Syap.g_00985	Prba.g_00806
OG0000979	Syap.g_00980	Prba.g_00809
OG0000980	Syap.g_00977	Prba.g_00811
OG0000981	Syap.g_01812	Prba.g_00813
OG0000982	Syap.g_00132	Prba.g_00815
OG0000983	Syap.g_00134	Prba.g_00816
OG0000984	Syap.g_00135	Prba.g_00817
OG0000985	Syap.g_00140	Prba.g_00820
OG0000986	Syap.g_01044	Prba.g_00822
OG0000987	Syap.g_01033	Prba.g_00823
OG0000988	Syap.g_01027	Prba.g_00826
OG0000989	Syap.g_01011	Prba.g_00830
OG0000990	Syap.g_02087	Prba.g_00833
OG0000991	Syap.g_02091	Prba.g_00834
OG0000992	Syap.g_02095	Prba.g_00836
OG0000993	Syap.g_02097	Prba.g_00837
OG0000994	Syap.g_02101	Prba.g_00838
OG0000996	Syap.g_01817	Prba.g_00843
OG0000997	Syap.g_02590	Prba.g_00844
OG0000998	Syap.g_02591	Prba.g_00846
OG0000999	Syap.g_02592	Prba.g_00847
OG0001001	Syap.g_02605	Prba.g_01780
OG0001002	Syap.g_00124	Prba.g_01784
OG0001003	Syap.g_02310	Prba.g_01785
OG0001004	Syap.g_02311	Prba.g_01786
OG0001005	Syap.g_02312	Prba.g_01787
OG0001006	Syap.g_00053	Prba.g_01791
OG0001007	Syap.g_00055	Prba.g_01793
OG0001008	Syap.g_02060	Prba.g_01024
OG0001012	Syap.g_00371	Prba.g_01837
OG0001013	Syap.g_01325	Prba.g_01842
OG0001016	Syap.g_01695	Prba.g_01861
OG0001033	Syap.g_00105	Prba.g_00664
OG0001035	Syap.g_01594	Prba.g_00473
OG0001038	Syap.g_01362	Prba.g_00495
OG0001039	Syap.g_01359	Prba.g_00498
OG0001040	Syap.g_01356	Prba.g_00500
OG0001041	Syap.g_01352	Prba.g_00504
OG0001043	Syap.g_01676	Prba.g_00521
OG0001044	Syap.g_00571	Prba.g_00549
OG0001053	Syap.g_02253	Prba.g_00978
OG0001054	Syap.g_00274	Prba.g_00963
OG0001055	Syap.g_00252	Prba.g_00944
OG0001059	Syap.g_00306	Prba.g_01762
OG0001060	Syap.g_00299	Prba.g_01755
OG0001061	Syap.g_01309	Prba.g_01742
OG0001062	Syap.g_01314	Prba.g_01740
OG0001072	Syap.g_00441	Prba.g_01727
OG0001073	Syap.g_00122, Syap.g_00455	Prba.g_01713
OG0001078	Syap.g_00896	Prba.g_01681
OG0001080	Syap.g_02505	Prba.g_01664
OG0001085	Syap.g_01953	Prba.g_01647
OG0001094	Syap.g_00187	Prba.g_01505
OG0001095	Syap.g_02725	Prba.g_01486
OG0001096	Syap.g_02709	Prba.g_01473
OG0001100	Syap.g_02369	Prba.g_01403
OG0001102	Syap.g_01258	Prba.g_01398
OG0001103	Syap.g_01256	Prba.g_01396
OG0001104	Syap.g_00171	Prba.g_01374
OG0001105	Syap.g_00175	Prba.g_01370
OG0001107	Syap.g_02015	Prba.g_01339
OG0001108	Syap.g_00119	Prba.g_01335
OG0001122	Syap.g_02766	Prba.g_01292
OG0001123	Syap.g_01872	Prba.g_01288
OG0001133	Syap.g_01292	Prba.g_00729
OG0001136	Syap.g_00230	Prba.g_00067
OG0001137	Syap.g_00213	Prba.g_00055
OG0001140	Syap.g_02134	Prba.g_00035
OG0001152	Syap.g_02447	Prba.g_00180
OG0001154	Syap.g_00013	Prba.g_00680
OG0001155	Syap.g_00750	Prba.g_00343
OG0001160	Syap.g_01217	Prba.g_00313
OG0001162	Syap.g_02366	Prba.g_00289
OG0001163	Syap.g_00609	Prba.g_00234
OG0001164	Syap.g_00614	Prba.g_00230
OG0001165	Syap.g_00619	Prba.g_00227
OG0001168	Syap.g_01372	Prba.g_00582
OG0001171	Syap.g_01505	Prba.g_00569
OG0001172	Syap.g_00547	Prba.g_00360
OG0001177	Syap.g_01920	Prba.g_00380
OG0001178	Syap.g_01786, Syap.g_01787	Prba.g_00385
OG0001179	Syap.g_00491	Prba.g_00413
OG0001180	Syap.g_00097, Syap.g_00465	Prba.g_00435
OG0001181	Syap.g_00459	Prba.g_01048
OG0001183	Syap.g_00594	Prba.g_01060
OG0001185	Syap.g_01104	Prba.g_00762
OG0001186	Syap.g_01140	Prba.g_00786
OG0001187	Syap.g_01142	Prba.g_00790
OG0001188	Syap.g_00634	Prba.g_00793
OG0001189	Syap.g_00979	Prba.g_00810
OG0001191	Syap.g_01030	Prba.g_00824
OG0001192	Syap.g_01021	Prba.g_00829
OG0001197	Syap.g_00126	Prba.g_01783
OG0001198	Syap.g_00052	Prba.g_01790
OG0001199	Syap.g_01696	Prba.g_01862
OG0001200	Syap.g_01698	Prba.g_01864
OG0001202	Syap.g_01613	Prba.g_00655
OG0001203	Syap.g_01154	Prba.g_00457
OG0001204	Syap.g_01577	Prba.g_00462
OG0001214	Syap.g_00897	Prba.g_01680
OG0001217	Syap.g_01464	Prba.g_01554
OG0001218	Syap.g_00020	Prba.g_01547
OG0001219	Syap.g_02794	Prba.g_01510
OG0001221	Syap.g_01777	Prba.g_01384
OG0001222	Syap.g_02027	Prba.g_01345
OG0001224	Syap.g_01551	Prba.g_01268
OG0001225	Syap.g_01553	Prba.g_01266
OG0001226	Syap.g_02551	Prba.g_01240
OG0001228	Syap.g_01063	Prba.g_00018
OG0001229	Syap.g_00827	Prba.g_00198
OG0001230	Syap.g_02116	Prba.g_00105
OG0001231	Syap.g_00073	Prba.g_00291
OG0001232	Syap.g_01393	Prba.g_00597
OG0001235	Syap.g_01924	Prba.g_00382
OG0001236	Syap.g_01069	Prba.g_01073
OG0001237	Syap.g_01073	Prba.g_01077
OG0001238	Syap.g_01028	Prba.g_00825
OG0001239	Syap.g_01693, Syap.g_01692	Prba.g_01859
OG0001242	Syap.g_02227, Syap.g_02229	Prba.g_01907
OG0001243	Syap.g_02219	Prba.g_01913
OG0001244	Syap.g_02192	Prba.g_01929
OG0001246	Syap.g_00267, Syap.g_01165	Prba.g_00957
OG0001248	Syap.g_00423	Prba.g_01632
OG0001249	Syap.g_00575	Prba.g_01521
OG0001250	Syap.g_01836	Prba.g_01458
OG0001251	Syap.g_01549, Syap.g_01727	Prba.g_01410
OG0001253	Syap.g_01969	Prba.g_01221
OG0001255	Syap.g_02523	Prba.g_00080
OG0001256	Syap.g_01225	Prba.g_00298
OG0001257	Syap.g_00374, Syap.g_00373	Prba.g_00292
OG0001258	Syap.g_00617	Prba.g_00229
OG0001260	Syap.g_01497	Prba.g_00563
OG0001261	Syap.g_00482	Prba.g_00421
OG0001262	Syap.g_00981	Prba.g_00808
OG0001263	Syap.g_02216	Prba.g_01916
OG0001265	Syap.g_02231	Prba.g_01906
OG0001266	Syap.g_01618	Prba.g_00659
OG0001267	Syap.g_01360	Prba.g_00497
OG0001268	Syap.g_00563	Prba.g_00555
OG0001270	Syap.g_02056	Prba.g_01027
OG0001271	Syap.g_02759	Prba.g_00989
OG0001272	Syap.g_02250	Prba.g_00975
OG0001274	Syap.g_01897	Prba.g_01614
OG0001275	Syap.g_02694	Prba.g_01309
OG0001276	Syap.g_01873	Prba.g_01289
OG0001277	Syap.g_01293	Prba.g_01232
OG0001278	Syap.g_02438	Prba.g_00013
OG0001279	Syap.g_02663	Prba.g_01136
OG0001282	Syap.g_01701	Prba.g_00195
OG0001284	Syap.g_00047	Prba.g_00318
OG0001286	Syap.g_00467	Prba.g_00433
OG0001287	Syap.g_00418	Prba.g_00770
OG0001288	Syap.g_01123	Prba.g_00779
OG0001289	Syap.g_02365	Prba.g_01875
OG0001291	Syap.g_02207	Prba.g_01923
OG0001292	Syap.g_01583	Prba.g_00467
OG0001297	Syap.g_00255	Prba.g_00947
OG0001299	Syap.g_01959	Prba.g_01651
OG0001303	Syap.g_02795	Prba.g_01305
OG0001304	Syap.g_00536	Prba.g_01279
OG0001305	Syap.g_01562	Prba.g_01260
OG0001306	Syap.g_00245	Prba.g_00078
OG0001307	Syap.g_00403	Prba.g_00213
OG0001308	Syap.g_02751, Syap.g_02750	Prba.g_00703
OG0001310	Syap.g_01774	Prba.g_00608
OG0001311	Syap.g_01871	Prba.g_01287
OG0001312	Syap.g_01735	Prba.g_01356
OG0001314	Syap.g_00330, Syap.g_00391	Prba.g_01562
OG0001315	Syap.g_00596	Prba.g_01850
OG0001318	Syap.g_01596, Syap.g_01597	Prba.g_00475
OG0001319	Syap.g_02338	Prba.g_00490
OG0001323	Syap.g_00757	Prba.g_00942
OG0001326	Syap.g_02646	Prba.g_01422
OG0001332	Syap.g_01548	Prba.g_00345
OG0001333	Syap.g_01373	Prba.g_00583
OG0001336	Syap.g_02602	Prba.g_01779
OG0001345	Syap.g_01877, Syap.g_02776	Prba.g_00044
OG0001346	Syap.g_01484	Prba.g_01193
OG0001349	Syap.g_01264, Syap.g_00851	Prba.g_00116
OG0001351	Syap.g_01996	Prba.g_01007
OG0001353	Syap.g_01849	Prba.g_01467
OG0001358	Syap.g_00942	Prba.g_01697
OG0001360	Syap.g_01881, Syap.g_02778	Prba.g_01220
OG0001361	Syap.g_01792	Prba.g_00047
OG0001364	Syap.g_01052	Prba.g_01066
OG0001365	Syap.g_00138	Prba.g_00818
OG0001371	Syap.g_02545, Syap.g_02544	Prba.g_01638
OG0001373	Syap.g_02647	Prba.g_01423
OG0001374	Syap.g_01829, Syap.g_01830	Prba.g_01415
OG0001376	Syap.g_01991	Prba.g_01254
OG0001377	Syap.g_01992	Prba.g_01253
OG0001378	Syap.g_02055	Prba.g_00750
OG0001379	Syap.g_01474	Prba.g_01186
OG0001382	Syap.g_00677	Prba.g_00277
OG0001385	Syap.g_02650	Prba.g_01426
OG0001386	Syap.g_02649	Prba.g_01425
OG0001387	Syap.g_02648	Prba.g_01424
OG0001388	Syap.g_02645	Prba.g_01421
OG0001389	Syap.g_02644	Prba.g_01420
OG0001390	Syap.g_02643	Prba.g_01419
OG0001391	Syap.g_01833	Prba.g_01418
OG0001392	Syap.g_01832	Prba.g_01417
OG0001393	Syap.g_01831	Prba.g_01416
OG0001395	Syap.g_00531	Prba.g_01277
OG0001398	Syap.g_02356	Prba.g_00265
OG0001406	Syap.g_01989	Prba.g_01255
OG0001408	Syap.g_01862	Prba.g_01237
OG0001411	Syap.g_00853	Prba.g_00151
OG0001415	Syap.g_00447, Syap.g_00446	Prba.g_00450
