Orthogroup	Syap	Prbn
OG0000586	Syap.g_01525	Prbn.g_00501
OG0000587	Syap.g_01523	Prbn.g_00500
OG0000588	Syap.g_00776	Prbn.g_00496
OG0000589	Syap.g_00941	Prbn.g_00494
OG0000590	Syap.g_00940	Prbn.g_00493
OG0000591	Syap.g_01289	Prbn.g_00489
OG0000592	Syap.g_01288	Prbn.g_00488
OG0000593	Syap.g_00890	Prbn.g_00423
OG0000594	Syap.g_00891	Prbn.g_00424
OG0000595	Syap.g_00892	Prbn.g_00425
OG0000596	Syap.g_00898	Prbn.g_00429
OG0000597	Syap.g_00903	Prbn.g_00432
OG0000598	Syap.g_00904	Prbn.g_00433
OG0000599	Syap.g_00908	Prbn.g_00436
OG0000600	Syap.g_00909	Prbn.g_00437
OG0000601	Syap.g_00910	Prbn.g_00438
OG0000602	Syap.g_00640	Prbn.g_00440
OG0000603	Syap.g_00641	Prbn.g_00441
OG0000604	Syap.g_02769	Prbn.g_00442
OG0000605	Syap.g_02501, Syap.g_02771	Prbn.g_00443
OG0000606	Syap.g_02506	Prbn.g_00446
OG0000607	Syap.g_00093	Prbn.g_00449
OG0000608	Syap.g_00094	Prbn.g_00450
OG0000609	Syap.g_00096	Prbn.g_00834
OG0000610	Syap.g_01963	Prbn.g_00840
OG0000611	Syap.g_01958	Prbn.g_00843
OG0000612	Syap.g_01957	Prbn.g_00844
OG0000613	Syap.g_02480	Prbn.g_01591
OG0000615	Syap.g_00154	Prbn.g_01559
OG0000616	Syap.g_00127	Prbn.g_00905
OG0000617	Syap.g_00513	Prbn.g_00860
OG0000618	Syap.g_00514	Prbn.g_00861
OG0000619	Syap.g_00515	Prbn.g_00862
OG0000620	Syap.g_00520	Prbn.g_01947
OG0000621	Syap.g_00521	Prbn.g_01948
OG0000622	Syap.g_00523	Prbn.g_01949
OG0000623	Syap.g_00526	Prbn.g_01950
OG0000624	Syap.g_00527	Prbn.g_01952
OG0000625	Syap.g_00528	Prbn.g_01345
OG0000626	Syap.g_00529	Prbn.g_01346
OG0000627	Syap.g_00848	Prbn.g_01347
OG0000628	Syap.g_00850	Prbn.g_01348
OG0000629	Syap.g_02334	Prbn.g_01349
OG0000630	Syap.g_02793	Prbn.g_01352
OG0000631	Syap.g_01724	Prbn.g_01445
OG0000632	Syap.g_01725	Prbn.g_01444
OG0000633	Syap.g_01726	Prbn.g_01443
OG0000634	Syap.g_00190	Prbn.g_01550
OG0000635	Syap.g_00191	Prbn.g_01549
OG0000636	Syap.g_00193	Prbn.g_01547
OG0000637	Syap.g_00195	Prbn.g_01545
OG0000638	Syap.g_00196	Prbn.g_01544
OG0000639	Syap.g_00197	Prbn.g_01543
OG0000640	Syap.g_00198	Prbn.g_01542
OG0000641	Syap.g_00203	Prbn.g_01538
OG0000642	Syap.g_02732	Prbn.g_01537
OG0000643	Syap.g_02731	Prbn.g_01536
OG0000644	Syap.g_02730	Prbn.g_01535
OG0000645	Syap.g_02726	Prbn.g_01534
OG0000646	Syap.g_02723	Prbn.g_01532
OG0000647	Syap.g_02721	Prbn.g_01530
OG0000648	Syap.g_02719	Prbn.g_01528
OG0000649	Syap.g_02718	Prbn.g_01527
OG0000650	Syap.g_02717	Prbn.g_01526
OG0000651	Syap.g_02716	Prbn.g_01525
OG0000652	Syap.g_02715	Prbn.g_01524
OG0000653	Syap.g_02713	Prbn.g_01522
OG0000654	Syap.g_02711	Prbn.g_01521
OG0000655	Syap.g_02710	Prbn.g_01520
OG0000656	Syap.g_02706	Prbn.g_01517
OG0000657	Syap.g_01845	Prbn.g_01509
OG0000658	Syap.g_01841	Prbn.g_01507
OG0000659	Syap.g_01840	Prbn.g_01506
OG0000660	Syap.g_01835	Prbn.g_01502
OG0000662	Syap.g_00823	Prbn.g_01498
OG0000663	Syap.g_00826	Prbn.g_01496
OG0000664	Syap.g_00828	Prbn.g_01495
OG0000665	Syap.g_02331	Prbn.g_01489
OG0000666	Syap.g_01573	Prbn.g_01488
OG0000667	Syap.g_01979	Prbn.g_01484
OG0000668	Syap.g_02765	Prbn.g_01930
OG0000669	Syap.g_02371	Prbn.g_01632
OG0000670	Syap.g_02368	Prbn.g_01629
OG0000671	Syap.g_01260	Prbn.g_01626
OG0000672	Syap.g_01257	Prbn.g_01623
OG0000673	Syap.g_01253	Prbn.g_01620
OG0000674	Syap.g_01251	Prbn.g_01618
OG0000675	Syap.g_01250	Prbn.g_01617
OG0000676	Syap.g_01248	Prbn.g_01615
OG0000677	Syap.g_01246	Prbn.g_01614
OG0000678	Syap.g_01239	Prbn.g_01612
OG0000679	Syap.g_00157	Prbn.g_01608
OG0000680	Syap.g_00158	Prbn.g_01607
OG0000681	Syap.g_00163	Prbn.g_01604
OG0000682	Syap.g_00165	Prbn.g_01603
OG0000683	Syap.g_00166	Prbn.g_01602
OG0000684	Syap.g_00169	Prbn.g_01600
OG0000685	Syap.g_00172	Prbn.g_01598
OG0000686	Syap.g_00173	Prbn.g_01597
OG0000687	Syap.g_00174	Prbn.g_01596
OG0000688	Syap.g_00178	Prbn.g_00848
OG0000689	Syap.g_00180	Prbn.g_00849
OG0000690	Syap.g_00181	Prbn.g_00850
OG0000691	Syap.g_00182	Prbn.g_00851
OG0000692	Syap.g_00184	Prbn.g_00853
OG0000693	Syap.g_00185	Prbn.g_00854
OG0000694	Syap.g_00186	Prbn.g_00855
OG0000695	Syap.g_01729	Prbn.g_01441
OG0000696	Syap.g_01730	Prbn.g_01440
OG0000697	Syap.g_01734	Prbn.g_01439
OG0000698	Syap.g_01737	Prbn.g_01436
OG0000699	Syap.g_01738	Prbn.g_01435
OG0000700	Syap.g_01739	Prbn.g_01434
OG0000701	Syap.g_01740	Prbn.g_01433
OG0000702	Syap.g_01747	Prbn.g_01431
OG0000703	Syap.g_01750	Prbn.g_01430
OG0000704	Syap.g_01753	Prbn.g_01428
OG0000705	Syap.g_02022	Prbn.g_01425
OG0000706	Syap.g_02020	Prbn.g_01424
OG0000707	Syap.g_02019	Prbn.g_01423
OG0000708	Syap.g_02016	Prbn.g_01421
OG0000709	Syap.g_00121	Prbn.g_01417
OG0000711	Syap.g_02686	Prbn.g_01396
OG0000712	Syap.g_02688	Prbn.g_01395
OG0000713	Syap.g_02689	Prbn.g_01394
OG0000714	Syap.g_02691	Prbn.g_01393
OG0000715	Syap.g_02693	Prbn.g_01391
OG0000716	Syap.g_02696	Prbn.g_01389
OG0000717	Syap.g_02697	Prbn.g_01388
OG0000718	Syap.g_02701	Prbn.g_01384
OG0000719	Syap.g_02767	Prbn.g_01382
OG0000720	Syap.g_02780	Prbn.g_01370
OG0000721	Syap.g_02782	Prbn.g_01366
OG0000722	Syap.g_02783	Prbn.g_01365
OG0000723	Syap.g_00532	Prbn.g_01361
OG0000725	Syap.g_01559	Prbn.g_01472
OG0000726	Syap.g_01560	Prbn.g_01473
OG0000727	Syap.g_01561	Prbn.g_01474
OG0000728	Syap.g_01564	Prbn.g_01476
OG0000729	Syap.g_01122	Prbn.g_01106
OG0000730	Syap.g_00572	Prbn.g_01147
OG0000731	Syap.g_00560	Prbn.g_00111
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prbn.g_00954
OG0000733	Syap.g_01971	Prbn.g_01651
OG0000734	Syap.g_02628	Prbn.g_01173
OG0000735	Syap.g_00244	Prbn.g_01175
OG0000736	Syap.g_00243	Prbn.g_01176
OG0000737	Syap.g_00242	Prbn.g_01177
OG0000738	Syap.g_00236	Prbn.g_01181
OG0000739	Syap.g_00235	Prbn.g_01182
OG0000740	Syap.g_00234	Prbn.g_01183
OG0000741	Syap.g_00231	Prbn.g_01185
OG0000742	Syap.g_00229	Prbn.g_01188
OG0000743	Syap.g_00226	Prbn.g_01190
OG0000744	Syap.g_00225	Prbn.g_01191
OG0000745	Syap.g_00222	Prbn.g_01192
OG0000746	Syap.g_00220	Prbn.g_01194
OG0000747	Syap.g_00219	Prbn.g_01195
OG0000748	Syap.g_00212	Prbn.g_01199
OG0000749	Syap.g_00211	Prbn.g_01200
OG0000750	Syap.g_00210	Prbn.g_01201
OG0000751	Syap.g_00205	Prbn.g_01204
OG0000752	Syap.g_01793	Prbn.g_01206
OG0000753	Syap.g_02775	Prbn.g_01208
OG0000754	Syap.g_01883	Prbn.g_01211
OG0000755	Syap.g_01893	Prbn.g_00390
OG0000757	Syap.g_00427	Prbn.g_00398
OG0000758	Syap.g_00428	Prbn.g_00399
OG0000759	Syap.g_00429	Prbn.g_00400
OG0000760	Syap.g_00430	Prbn.g_00401
OG0000761	Syap.g_00431	Prbn.g_00402
OG0000762	Syap.g_00434	Prbn.g_00403
OG0000763	Syap.g_02624	Prbn.g_00405
OG0000764	Syap.g_02623	Prbn.g_00406
OG0000765	Syap.g_02440	Prbn.g_00414
OG0000766	Syap.g_02439	Prbn.g_00415
OG0000767	Syap.g_02437	Prbn.g_00417
OG0000768	Syap.g_02436	Prbn.g_00418
OG0000769	Syap.g_02434	Prbn.g_00420
OG0000770	Syap.g_02431	Prbn.g_00483
OG0000772	Syap.g_02295	Prbn.g_01671
OG0000773	Syap.g_00885	Prbn.g_01093
OG0000774	Syap.g_01473	Prbn.g_01091
OG0000775	Syap.g_01475	Prbn.g_01089
OG0000776	Syap.g_01476	Prbn.g_01088
OG0000777	Syap.g_01478	Prbn.g_01087
OG0000778	Syap.g_01479	Prbn.g_01086
OG0000779	Syap.g_01494	Prbn.g_01082
OG0000780	Syap.g_01496	Prbn.g_01081
OG0000781	Syap.g_02609	Prbn.g_01077
OG0000782	Syap.g_02611	Prbn.g_01076
OG0000783	Syap.g_02612	Prbn.g_01075
OG0000784	Syap.g_02613	Prbn.g_01074
OG0000785	Syap.g_02281	Prbn.g_01072
OG0000786	Syap.g_02287	Prbn.g_01069
OG0000787	Syap.g_02288	Prbn.g_01068
OG0000788	Syap.g_01932	Prbn.g_00615
OG0000789	Syap.g_00372	Prbn.g_00883
OG0000791	Syap.g_02520	Prbn.g_00157
OG0000792	Syap.g_02519	Prbn.g_00158
OG0000793	Syap.g_02141	Prbn.g_00161
OG0000794	Syap.g_02200	Prbn.g_00162
OG0000795	Syap.g_02199	Prbn.g_00163
OG0000796	Syap.g_02448	Prbn.g_00167
OG0000797	Syap.g_02449	Prbn.g_00168
OG0000798	Syap.g_01269	Prbn.g_01055
OG0000799	Syap.g_02488	Prbn.g_00195
OG0000800	Syap.g_02487	Prbn.g_00196
OG0000801	Syap.g_02486	Prbn.g_00197
OG0000802	Syap.g_02659	Prbn.g_00199
OG0000803	Syap.g_02109	Prbn.g_00201
OG0000804	Syap.g_02113	Prbn.g_00202
OG0000805	Syap.g_02115	Prbn.g_00204
OG0000806	Syap.g_02117	Prbn.g_00206
OG0000807	Syap.g_02118	Prbn.g_00207
OG0000808	Syap.g_02119	Prbn.g_00208
OG0000809	Syap.g_02122	Prbn.g_00210
OG0000810	Syap.g_02124	Prbn.g_00211
OG0000811	Syap.g_02472	Prbn.g_00215
OG0000812	Syap.g_02474	Prbn.g_00217
OG0000813	Syap.g_02475	Prbn.g_00218
OG0000814	Syap.g_02753	Prbn.g_00220
OG0000815	Syap.g_02752	Prbn.g_00221
OG0000816	Syap.g_02289	Prbn.g_00223
OG0000817	Syap.g_02527	Prbn.g_00224
OG0000818	Syap.g_02001	Prbn.g_00229
OG0000819	Syap.g_02002	Prbn.g_00230
OG0000820	Syap.g_02003	Prbn.g_00231
OG0000821	Syap.g_02009	Prbn.g_00235
OG0000822	Syap.g_02011	Prbn.g_00236
OG0000824	Syap.g_00008	Prbn.g_00240
OG0000825	Syap.g_00009	Prbn.g_00241
OG0000826	Syap.g_00010	Prbn.g_00242
OG0000827	Syap.g_00011	Prbn.g_00243
OG0000828	Syap.g_00014	Prbn.g_00246
OG0000829	Syap.g_00015	Prbn.g_00247
OG0000830	Syap.g_00016	Prbn.g_00248
OG0000831	Syap.g_00019	Prbn.g_00250
OG0000832	Syap.g_00752	Prbn.g_00260
OG0000833	Syap.g_00021	Prbn.g_00269
OG0000834	Syap.g_00023	Prbn.g_00270
OG0000835	Syap.g_00024	Prbn.g_00271
OG0000836	Syap.g_00026	Prbn.g_00272
OG0000837	Syap.g_00027	Prbn.g_00273
OG0000838	Syap.g_00031	Prbn.g_00275
OG0000839	Syap.g_00032	Prbn.g_00276
OG0000840	Syap.g_00033	Prbn.g_00277
OG0000841	Syap.g_00034	Prbn.g_00278
OG0000842	Syap.g_00035	Prbn.g_00279
OG0000843	Syap.g_00036	Prbn.g_00280
OG0000844	Syap.g_00039	Prbn.g_00281
OG0000845	Syap.g_00040	Prbn.g_00282
OG0000846	Syap.g_00042	Prbn.g_00283
OG0000847	Syap.g_00043	Prbn.g_00284
OG0000848	Syap.g_00045	Prbn.g_00285
OG0000849	Syap.g_00046	Prbn.g_00286
OG0000850	Syap.g_00310	Prbn.g_00288
OG0000851	Syap.g_01214	Prbn.g_00289
OG0000852	Syap.g_01215	Prbn.g_00904
OG0000853	Syap.g_01219	Prbn.g_00898
OG0000854	Syap.g_01222	Prbn.g_00896
OG0000855	Syap.g_01223	Prbn.g_00895
OG0000856	Syap.g_01286	Prbn.g_00486
OG0000857	Syap.g_02722	Prbn.g_01531
OG0000858	Syap.g_00612	Prbn.g_01738
OG0000859	Syap.g_00613	Prbn.g_01739
OG0000860	Syap.g_00623	Prbn.g_01747
OG0000861	Syap.g_02789	Prbn.g_01748
OG0000862	Syap.g_01789	Prbn.g_01749
OG0000863	Syap.g_01784	Prbn.g_01751
OG0000864	Syap.g_01783	Prbn.g_01752
OG0000865	Syap.g_01781, Syap.g_01782	Prbn.g_01753
OG0000866	Syap.g_01780	Prbn.g_01754
OG0000867	Syap.g_01779	Prbn.g_01755
OG0000868	Syap.g_01775	Prbn.g_01757
OG0000869	Syap.g_01770	Prbn.g_01760
OG0000870	Syap.g_01401	Prbn.g_01765
OG0000871	Syap.g_01400	Prbn.g_01766
OG0000872	Syap.g_01394	Prbn.g_01767
OG0000873	Syap.g_01390	Prbn.g_01771
OG0000874	Syap.g_01388	Prbn.g_01774
OG0000875	Syap.g_01386	Prbn.g_01775
OG0000876	Syap.g_00822	Prbn.g_01776
OG0000877	Syap.g_01380	Prbn.g_01778
OG0000878	Syap.g_01378	Prbn.g_01779
OG0000879	Syap.g_01377	Prbn.g_01780
OG0000880	Syap.g_01376	Prbn.g_01781
OG0000882	Syap.g_01516	Prbn.g_01790
OG0000883	Syap.g_01511	Prbn.g_01792
OG0000884	Syap.g_01509	Prbn.g_01794
OG0000885	Syap.g_01508	Prbn.g_01795
OG0000886	Syap.g_01507	Prbn.g_01796
OG0000887	Syap.g_01506	Prbn.g_01797
OG0000888	Syap.g_01504	Prbn.g_01799
OG0000889	Syap.g_01502	Prbn.g_01801
OG0000890	Syap.g_01499	Prbn.g_01802
OG0000891	Syap.g_01498	Prbn.g_01803
OG0000892	Syap.g_02671	Prbn.g_01805
OG0000893	Syap.g_02497	Prbn.g_01809
OG0000894	Syap.g_02679	Prbn.g_01812
OG0000895	Syap.g_00546	Prbn.g_01816
OG0000896	Syap.g_00545	Prbn.g_01817
OG0000897	Syap.g_00543	Prbn.g_01819
OG0000898	Syap.g_00542	Prbn.g_01820
OG0000899	Syap.g_00541	Prbn.g_01821
OG0000900	Syap.g_00540	Prbn.g_01822
OG0000901	Syap.g_01930	Prbn.g_01825
OG0000902	Syap.g_01929	Prbn.g_01827
OG0000903	Syap.g_01916	Prbn.g_01831
OG0000904	Syap.g_01922	Prbn.g_01835
OG0000905	Syap.g_01925	Prbn.g_01829
OG0000906	Syap.g_01927	Prbn.g_01828
OG0000907	Syap.g_01914	Prbn.g_01838
OG0000908	Syap.g_01235	Prbn.g_01841
OG0000909	Syap.g_01236	Prbn.g_01842
OG0000910	Syap.g_01237	Prbn.g_01843
OG0000911	Syap.g_00511	Prbn.g_01845
OG0000912	Syap.g_00510	Prbn.g_01846
OG0000913	Syap.g_00509	Prbn.g_01847
OG0000914	Syap.g_00508	Prbn.g_01848
OG0000915	Syap.g_00506	Prbn.g_01849
OG0000916	Syap.g_00505	Prbn.g_01850
OG0000917	Syap.g_00504	Prbn.g_01851
OG0000918	Syap.g_00503	Prbn.g_01852
OG0000919	Syap.g_00502	Prbn.g_01853
OG0000920	Syap.g_00501	Prbn.g_01854
OG0000921	Syap.g_00500	Prbn.g_01855
OG0000922	Syap.g_00499	Prbn.g_01856
OG0000923	Syap.g_00495	Prbn.g_01860
OG0000924	Syap.g_00494	Prbn.g_01861
OG0000925	Syap.g_00493	Prbn.g_01862
OG0000926	Syap.g_00492	Prbn.g_01863
OG0000927	Syap.g_00490	Prbn.g_01865
OG0000928	Syap.g_00489	Prbn.g_01866
OG0000929	Syap.g_00488	Prbn.g_01867
OG0000930	Syap.g_00487	Prbn.g_01868
OG0000931	Syap.g_00486	Prbn.g_01869
OG0000932	Syap.g_00485	Prbn.g_01870
OG0000933	Syap.g_00479	Prbn.g_01874
OG0000934	Syap.g_00477	Prbn.g_01876
OG0000935	Syap.g_00476	Prbn.g_01877
OG0000936	Syap.g_00475	Prbn.g_01878
OG0000937	Syap.g_00474	Prbn.g_01879
OG0000938	Syap.g_00471	Prbn.g_01882
OG0000939	Syap.g_00469	Prbn.g_01883
OG0000940	Syap.g_00460	Prbn.g_01890
OG0000941	Syap.g_00458	Prbn.g_01892
OG0000942	Syap.g_00606	Prbn.g_01894
OG0000943	Syap.g_00604	Prbn.g_01895
OG0000944	Syap.g_00602	Prbn.g_01897
OG0000945	Syap.g_00601	Prbn.g_01898
OG0000946	Syap.g_00595	Prbn.g_01903
OG0000947	Syap.g_00591	Prbn.g_01905
OG0000948	Syap.g_00590	Prbn.g_01906
OG0000949	Syap.g_01051	Prbn.g_01909
OG0000950	Syap.g_01061	Prbn.g_01916
OG0000951	Syap.g_01070	Prbn.g_01920
OG0000952	Syap.g_01074	Prbn.g_01015
OG0000953	Syap.g_01078	Prbn.g_01011
OG0000954	Syap.g_01089	Prbn.g_01007
OG0000955	Syap.g_01090	Prbn.g_01006
OG0000956	Syap.g_01092	Prbn.g_01004
OG0000957	Syap.g_01109	Prbn.g_00998
OG0000958	Syap.g_01110	Prbn.g_00997
OG0000959	Syap.g_01114	Prbn.g_00993
OG0000960	Syap.g_01115	Prbn.g_00992
OG0000961	Syap.g_02170	Prbn.g_00989
OG0000962	Syap.g_01121	Prbn.g_00987
OG0000963	Syap.g_01124	Prbn.g_00983
OG0000964	Syap.g_01125	Prbn.g_00982
OG0000965	Syap.g_01126	Prbn.g_00981
OG0000966	Syap.g_01141	Prbn.g_00975
OG0000967	Syap.g_00633	Prbn.g_00971
OG0000968	Syap.g_00998	Prbn.g_00969
OG0000969	Syap.g_00996	Prbn.g_00968
OG0000970	Syap.g_00995	Prbn.g_00967
OG0000971	Syap.g_00993	Prbn.g_00966
OG0000972	Syap.g_00992	Prbn.g_00965
OG0000973	Syap.g_00991	Prbn.g_00964
OG0000974	Syap.g_00990	Prbn.g_00963
OG0000975	Syap.g_00989	Prbn.g_00962
OG0000976	Syap.g_00988	Prbn.g_00961
OG0000977	Syap.g_00986	Prbn.g_00960
OG0000978	Syap.g_00985	Prbn.g_00959
OG0000979	Syap.g_00980	Prbn.g_00957
OG0000980	Syap.g_00977	Prbn.g_00955
OG0000981	Syap.g_01812	Prbn.g_00952
OG0000982	Syap.g_00132	Prbn.g_00950
OG0000983	Syap.g_00134	Prbn.g_00949
OG0000984	Syap.g_00135	Prbn.g_00948
OG0000985	Syap.g_00140	Prbn.g_00945
OG0000986	Syap.g_01044	Prbn.g_00943
OG0000987	Syap.g_01033	Prbn.g_00942
OG0000988	Syap.g_01027	Prbn.g_00939
OG0000989	Syap.g_01011	Prbn.g_00935
OG0000990	Syap.g_02087	Prbn.g_00931
OG0000991	Syap.g_02091	Prbn.g_00930
OG0000992	Syap.g_02095	Prbn.g_00927
OG0000993	Syap.g_02097	Prbn.g_00926
OG0000994	Syap.g_02101	Prbn.g_00925
OG0000996	Syap.g_01817	Prbn.g_00920
OG0000997	Syap.g_02590	Prbn.g_00917
OG0000998	Syap.g_02591	Prbn.g_00915
OG0000999	Syap.g_02592	Prbn.g_00914
OG0001001	Syap.g_02605	Prbn.g_00908
OG0001002	Syap.g_00124	Prbn.g_00291
OG0001003	Syap.g_02310	Prbn.g_00292
OG0001004	Syap.g_02311	Prbn.g_00293
OG0001005	Syap.g_02312	Prbn.g_00294
OG0001006	Syap.g_00053	Prbn.g_00298
OG0001007	Syap.g_00055	Prbn.g_00300
OG0001008	Syap.g_02060	Prbn.g_00676
OG0001012	Syap.g_00371	Prbn.g_00738
OG0001013	Syap.g_01325	Prbn.g_00731
OG0001016	Syap.g_01695	Prbn.g_00704
OG0001033	Syap.g_00105	Prbn.g_00345
OG0001035	Syap.g_01594	Prbn.g_00021
OG0001038	Syap.g_01362	Prbn.g_00045
OG0001039	Syap.g_01359	Prbn.g_00048
OG0001040	Syap.g_01356	Prbn.g_00050
OG0001041	Syap.g_01352	Prbn.g_00055
OG0001043	Syap.g_01676	Prbn.g_00073
OG0001044	Syap.g_00571	Prbn.g_00104
OG0001053	Syap.g_02253	Prbn.g_00631
OG0001054	Syap.g_00274	Prbn.g_00616
OG0001055	Syap.g_00252	Prbn.g_00597
OG0001059	Syap.g_00306	Prbn.g_00563
OG0001060	Syap.g_00299	Prbn.g_00557
OG0001061	Syap.g_01309	Prbn.g_00542
OG0001062	Syap.g_01314	Prbn.g_00540
OG0001072	Syap.g_00441	Prbn.g_00525
OG0001073	Syap.g_00122, Syap.g_00455	Prbn.g_00511
OG0001078	Syap.g_00896	Prbn.g_00427
OG0001080	Syap.g_02505	Prbn.g_00445
OG0001085	Syap.g_01953	Prbn.g_01594
OG0001094	Syap.g_00187	Prbn.g_00856
OG0001095	Syap.g_02725	Prbn.g_01533
OG0001096	Syap.g_02709	Prbn.g_01519
OG0001100	Syap.g_02369	Prbn.g_01630
OG0001102	Syap.g_01258	Prbn.g_01624
OG0001103	Syap.g_01256	Prbn.g_01622
OG0001104	Syap.g_00171	Prbn.g_01599
OG0001105	Syap.g_00175	Prbn.g_01595
OG0001107	Syap.g_02015	Prbn.g_01420
OG0001108	Syap.g_00119	Prbn.g_01416
OG0001122	Syap.g_02766	Prbn.g_01381
OG0001123	Syap.g_01872	Prbn.g_01375
OG0001133	Syap.g_01292	Prbn.g_01239
OG0001136	Syap.g_00230	Prbn.g_01186
OG0001137	Syap.g_00213	Prbn.g_01198
OG0001140	Syap.g_02134	Prbn.g_00395
OG0001152	Syap.g_02447	Prbn.g_00166
OG0001154	Syap.g_00013	Prbn.g_00245
OG0001155	Syap.g_00750	Prbn.g_00262
OG0001160	Syap.g_01217	Prbn.g_00900
OG0001162	Syap.g_02366	Prbn.g_00134
OG0001163	Syap.g_00609	Prbn.g_01736
OG0001164	Syap.g_00614	Prbn.g_01740
OG0001165	Syap.g_00619	Prbn.g_01743
OG0001168	Syap.g_01372	Prbn.g_01784
OG0001171	Syap.g_01505	Prbn.g_01798
OG0001172	Syap.g_00547	Prbn.g_01814
OG0001177	Syap.g_01920	Prbn.g_01834
OG0001178	Syap.g_01786, Syap.g_01787	Prbn.g_01750
OG0001179	Syap.g_00491	Prbn.g_01864
OG0001180	Syap.g_00097, Syap.g_00465	Prbn.g_01887
OG0001181	Syap.g_00459	Prbn.g_01891
OG0001183	Syap.g_00594	Prbn.g_01904
OG0001185	Syap.g_01104	Prbn.g_01001
OG0001186	Syap.g_01140	Prbn.g_00977
OG0001187	Syap.g_01142	Prbn.g_00974
OG0001188	Syap.g_00634	Prbn.g_00972
OG0001189	Syap.g_00979	Prbn.g_00956
OG0001191	Syap.g_01030	Prbn.g_00941
OG0001192	Syap.g_01021	Prbn.g_00936
OG0001198	Syap.g_00052	Prbn.g_00297
OG0001199	Syap.g_01696	Prbn.g_00703
OG0001202	Syap.g_01613	Prbn.g_00354
OG0001203	Syap.g_01154	Prbn.g_00312
OG0001204	Syap.g_01577	Prbn.g_00306
OG0001214	Syap.g_00897	Prbn.g_00428
OG0001217	Syap.g_01464	Prbn.g_01023
OG0001218	Syap.g_00020	Prbn.g_01126
OG0001219	Syap.g_02794	Prbn.g_01447
OG0001221	Syap.g_01777	Prbn.g_01610
OG0001222	Syap.g_02027	Prbn.g_01368
OG0001224	Syap.g_01551	Prbn.g_01467
OG0001225	Syap.g_01553	Prbn.g_01469
OG0001226	Syap.g_02551	Prbn.g_00476
OG0001228	Syap.g_01063	Prbn.g_00412
OG0001229	Syap.g_00827	Prbn.g_01127
OG0001230	Syap.g_02116	Prbn.g_00205
OG0001231	Syap.g_00073	Prbn.g_00691
OG0001235	Syap.g_01924	Prbn.g_01830
OG0001236	Syap.g_01069	Prbn.g_01919
OG0001237	Syap.g_01073	Prbn.g_01016
OG0001238	Syap.g_01028	Prbn.g_00940
OG0001239	Syap.g_01693, Syap.g_01692	Prbn.g_00706
OG0001242	Syap.g_02227, Syap.g_02229	Prbn.g_01298
OG0001243	Syap.g_02219	Prbn.g_01291
OG0001244	Syap.g_02192	Prbn.g_01276
OG0001248	Syap.g_00423	Prbn.g_01578
OG0001249	Syap.g_00575	Prbn.g_00102
OG0001250	Syap.g_01836	Prbn.g_01503
OG0001251	Syap.g_01549, Syap.g_01727	Prbn.g_01929
OG0001253	Syap.g_01969	Prbn.g_00473
OG0001255	Syap.g_02523	Prbn.g_01171
OG0001256	Syap.g_01225	Prbn.g_00893
OG0001258	Syap.g_00617	Prbn.g_01741
OG0001260	Syap.g_01497	Prbn.g_01804
OG0001261	Syap.g_00482	Prbn.g_01872
OG0001263	Syap.g_02216	Prbn.g_01289
OG0001265	Syap.g_02231	Prbn.g_01299
OG0001266	Syap.g_01618	Prbn.g_00350
OG0001267	Syap.g_01360	Prbn.g_00047
OG0001268	Syap.g_00563	Prbn.g_00110
OG0001270	Syap.g_02056	Prbn.g_00679
OG0001271	Syap.g_02759	Prbn.g_00642
OG0001272	Syap.g_02250	Prbn.g_00628
OG0001274	Syap.g_01897	Prbn.g_00326
OG0001275	Syap.g_02694	Prbn.g_01390
OG0001276	Syap.g_01873	Prbn.g_01376
OG0001277	Syap.g_01293	Prbn.g_00918
OG0001278	Syap.g_02438	Prbn.g_00416
OG0001279	Syap.g_02663	Prbn.g_00810
OG0001282	Syap.g_01701	Prbn.g_01241
OG0001284	Syap.g_00047	Prbn.g_00287
OG0001286	Syap.g_00467	Prbn.g_01885
OG0001287	Syap.g_00418	Prbn.g_00994
OG0001288	Syap.g_01123	Prbn.g_00984
OG0001289	Syap.g_02365	Prbn.g_01334
OG0001291	Syap.g_02207	Prbn.g_01281
OG0001292	Syap.g_01583	Prbn.g_00014
OG0001297	Syap.g_00255	Prbn.g_00600
OG0001299	Syap.g_01959	Prbn.g_00842
OG0001303	Syap.g_02795	Prbn.g_01707
OG0001304	Syap.g_00536	Prbn.g_01363
OG0001305	Syap.g_01562	Prbn.g_01475
OG0001306	Syap.g_00245	Prbn.g_01174
OG0001307	Syap.g_00403	Prbn.g_01215
OG0001308	Syap.g_02751, Syap.g_02750	Prbn.g_00222
OG0001310	Syap.g_01774	Prbn.g_01758
OG0001311	Syap.g_01871	Prbn.g_01374
OG0001312	Syap.g_01735	Prbn.g_01438
OG0001314	Syap.g_00330, Syap.g_00391	Prbn.g_00777
OG0001315	Syap.g_00596	Prbn.g_01136
OG0001318	Syap.g_01596, Syap.g_01597	Prbn.g_00023
OG0001319	Syap.g_02338	Prbn.g_00040
OG0001323	Syap.g_00757	Prbn.g_00595
OG0001332	Syap.g_01548	Prbn.g_00258
OG0001333	Syap.g_01373	Prbn.g_01783
OG0001337	Syap.g_00576	Prbn.g_00097
OG0001345	Syap.g_01877, Syap.g_02776	Prbn.g_01209
OG0001346	Syap.g_01484	Prbn.g_01083
