Orthogroup	Syap	Pras
OG0000603	Syap.g_00641	Pras.g_01525
OG0000604	Syap.g_02769	Pras.g_01526
OG0000605	Syap.g_02501, Syap.g_02771	Pras.g_01527
OG0000606	Syap.g_02506	Pras.g_01530
OG0000607	Syap.g_00093	Pras.g_01533
OG0000608	Syap.g_00094	Pras.g_01534
OG0000609	Syap.g_00096	Pras.g_01535
OG0000610	Syap.g_01963	Pras.g_01540
OG0000611	Syap.g_01958	Pras.g_01543
OG0000612	Syap.g_01957	Pras.g_01544
OG0000613	Syap.g_02480	Pras.g_01549
OG0000615	Syap.g_00154	Pras.g_01576
OG0000616	Syap.g_00127	Pras.g_01580
OG0000617	Syap.g_00513	Pras.g_01612
OG0000618	Syap.g_00514	Pras.g_01613
OG0000619	Syap.g_00515	Pras.g_01614
OG0000620	Syap.g_00520	Pras.g_01617
OG0000621	Syap.g_00521	Pras.g_01618
OG0000622	Syap.g_00523	Pras.g_01619
OG0000623	Syap.g_00526	Pras.g_01620
OG0000624	Syap.g_00527	Pras.g_01621
OG0000625	Syap.g_00528	Pras.g_01622
OG0000626	Syap.g_00529	Pras.g_01623
OG0000627	Syap.g_00848	Pras.g_01624
OG0000628	Syap.g_00850	Pras.g_01625
OG0000629	Syap.g_02334	Pras.g_01626
OG0000630	Syap.g_02793	Pras.g_01629
OG0000631	Syap.g_01724	Pras.g_01692
OG0000632	Syap.g_01725	Pras.g_01693
OG0000633	Syap.g_01726	Pras.g_01694
OG0000634	Syap.g_00190	Pras.g_01697
OG0000635	Syap.g_00191	Pras.g_01698
OG0000636	Syap.g_00193	Pras.g_01700
OG0000637	Syap.g_00195	Pras.g_01702
OG0000638	Syap.g_00196	Pras.g_01703
OG0000639	Syap.g_00197	Pras.g_01704
OG0000640	Syap.g_00198	Pras.g_01705
OG0000641	Syap.g_00203	Pras.g_01709
OG0000642	Syap.g_02732	Pras.g_01710
OG0000643	Syap.g_02731	Pras.g_01711
OG0000644	Syap.g_02730	Pras.g_01712
OG0000645	Syap.g_02726	Pras.g_01713
OG0000646	Syap.g_02723	Pras.g_01715
OG0000647	Syap.g_02721	Pras.g_01716
OG0000648	Syap.g_02719	Pras.g_01718
OG0000649	Syap.g_02718	Pras.g_01719
OG0000650	Syap.g_02717	Pras.g_01720
OG0000651	Syap.g_02716	Pras.g_01721
OG0000652	Syap.g_02715	Pras.g_01722
OG0000653	Syap.g_02713	Pras.g_01724
OG0000654	Syap.g_02711	Pras.g_01725
OG0000655	Syap.g_02710	Pras.g_01726
OG0000656	Syap.g_02706	Pras.g_01729
OG0000657	Syap.g_01845	Pras.g_01736
OG0000658	Syap.g_01841	Pras.g_01737
OG0000659	Syap.g_01840	Pras.g_01738
OG0000660	Syap.g_01835	Pras.g_01742
OG0000662	Syap.g_00823	Pras.g_01746
OG0000663	Syap.g_00826	Pras.g_01748
OG0000664	Syap.g_00828	Pras.g_01749
OG0000665	Syap.g_02331	Pras.g_01753
OG0000666	Syap.g_01573	Pras.g_01754
OG0000667	Syap.g_01979	Pras.g_01758
OG0000668	Syap.g_02765	Pras.g_01788
OG0000669	Syap.g_02371	Pras.g_01792
OG0000670	Syap.g_02368	Pras.g_01794
OG0000671	Syap.g_01260	Pras.g_01796
OG0000672	Syap.g_01257	Pras.g_01799
OG0000673	Syap.g_01253	Pras.g_01802
OG0000674	Syap.g_01251	Pras.g_01804
OG0000675	Syap.g_01250	Pras.g_01805
OG0000676	Syap.g_01248	Pras.g_01807
OG0000677	Syap.g_01246	Pras.g_01808
OG0000678	Syap.g_01239	Pras.g_01810
OG0000679	Syap.g_00157	Pras.g_01814
OG0000680	Syap.g_00158	Pras.g_01815
OG0000681	Syap.g_00163	Pras.g_01818
OG0000682	Syap.g_00165	Pras.g_01819
OG0000683	Syap.g_00166	Pras.g_01820
OG0000684	Syap.g_00169	Pras.g_01821
OG0000685	Syap.g_00172	Pras.g_01823
OG0000686	Syap.g_00173	Pras.g_01824
OG0000687	Syap.g_00174	Pras.g_01825
OG0000688	Syap.g_00178	Pras.g_01828
OG0000689	Syap.g_00180	Pras.g_01829
OG0000690	Syap.g_00181	Pras.g_01830
OG0000691	Syap.g_00182	Pras.g_01831
OG0000692	Syap.g_00184	Pras.g_01833
OG0000693	Syap.g_00185	Pras.g_01834
OG0000694	Syap.g_00186	Pras.g_01835
OG0000695	Syap.g_01729	Pras.g_01837
OG0000696	Syap.g_01730	Pras.g_01838
OG0000697	Syap.g_01734	Pras.g_01839
OG0000698	Syap.g_01737	Pras.g_01842
OG0000699	Syap.g_01738	Pras.g_01843
OG0000700	Syap.g_01739	Pras.g_01844
OG0000701	Syap.g_01740	Pras.g_01845
OG0000702	Syap.g_01747	Pras.g_01847
OG0000703	Syap.g_01750	Pras.g_01848
OG0000704	Syap.g_01753	Pras.g_01849
OG0000705	Syap.g_02022	Pras.g_01853
OG0000706	Syap.g_02020	Pras.g_01854
OG0000707	Syap.g_02019	Pras.g_01855
OG0000708	Syap.g_02016	Pras.g_01856
OG0000709	Syap.g_00121	Pras.g_01860
OG0000711	Syap.g_02686	Pras.g_01881
OG0000712	Syap.g_02688	Pras.g_01883
OG0000713	Syap.g_02689	Pras.g_01884
OG0000714	Syap.g_02691	Pras.g_01885
OG0000715	Syap.g_02693	Pras.g_01887
OG0000716	Syap.g_02696	Pras.g_01889
OG0000717	Syap.g_02697	Pras.g_01890
OG0000718	Syap.g_02701	Pras.g_01903
OG0000719	Syap.g_02767	Pras.g_01905
OG0000720	Syap.g_02780	Pras.g_01914
OG0000721	Syap.g_02782	Pras.g_01916
OG0000722	Syap.g_02783	Pras.g_01917
OG0000723	Syap.g_00532	Pras.g_01920
OG0000725	Syap.g_01559	Pras.g_01935
OG0000726	Syap.g_01560	Pras.g_01936
OG0000727	Syap.g_01561	Pras.g_01937
OG0000728	Syap.g_01564	Pras.g_01939
OG0000729	Syap.g_01122	Pras.g_01984
OG0000730	Syap.g_00572	Pras.g_01988
OG0000731	Syap.g_00560	Pras.g_01992
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Pras.g_00003
OG0000733	Syap.g_01971	Pras.g_00024
OG0000734	Syap.g_02628	Pras.g_00041
OG0000735	Syap.g_00244	Pras.g_00043
OG0000736	Syap.g_00243	Pras.g_00044
OG0000737	Syap.g_00242	Pras.g_00045
OG0000738	Syap.g_00236	Pras.g_00049
OG0000739	Syap.g_00235	Pras.g_00050
OG0000740	Syap.g_00234	Pras.g_00051
OG0000741	Syap.g_00231	Pras.g_00052
OG0000742	Syap.g_00229	Pras.g_00055
OG0000743	Syap.g_00226	Pras.g_00057
OG0000744	Syap.g_00225	Pras.g_00058
OG0000745	Syap.g_00222	Pras.g_00059
OG0000746	Syap.g_00220	Pras.g_00061
OG0000747	Syap.g_00219	Pras.g_00062
OG0000748	Syap.g_00212	Pras.g_00065
OG0000749	Syap.g_00211	Pras.g_00066
OG0000750	Syap.g_00210	Pras.g_00067
OG0000751	Syap.g_00205	Pras.g_00069
OG0000752	Syap.g_01793	Pras.g_00071
OG0000753	Syap.g_02775	Pras.g_00074
OG0000754	Syap.g_01883	Pras.g_00077
OG0000755	Syap.g_01893	Pras.g_00080
OG0000757	Syap.g_00427	Pras.g_00087
OG0000758	Syap.g_00428	Pras.g_00088
OG0000759	Syap.g_00429	Pras.g_00089
OG0000760	Syap.g_00430	Pras.g_00090
OG0000761	Syap.g_00431	Pras.g_00091
OG0000762	Syap.g_00434	Pras.g_00092
OG0000763	Syap.g_02624	Pras.g_00094
OG0000764	Syap.g_02623	Pras.g_00095
OG0000765	Syap.g_02440	Pras.g_00105
OG0000766	Syap.g_02439	Pras.g_00106
OG0000767	Syap.g_02437	Pras.g_00108
OG0000768	Syap.g_02436	Pras.g_00109
OG0000769	Syap.g_02434	Pras.g_00111
OG0000770	Syap.g_02431	Pras.g_00113
OG0000772	Syap.g_02295	Pras.g_00178
OG0000773	Syap.g_00885	Pras.g_00199
OG0000774	Syap.g_01473	Pras.g_00201
OG0000775	Syap.g_01475	Pras.g_00204
OG0000776	Syap.g_01476	Pras.g_00205
OG0000777	Syap.g_01478	Pras.g_00206
OG0000778	Syap.g_01479	Pras.g_00207
OG0000779	Syap.g_01494	Pras.g_00211
OG0000780	Syap.g_01496	Pras.g_00212
OG0000781	Syap.g_02609	Pras.g_00214
OG0000782	Syap.g_02611	Pras.g_00216
OG0000783	Syap.g_02612	Pras.g_00217
OG0000784	Syap.g_02613	Pras.g_00218
OG0000785	Syap.g_02281	Pras.g_00220
OG0000786	Syap.g_02287	Pras.g_00223
OG0000787	Syap.g_02288	Pras.g_00224
OG0000788	Syap.g_01932	Pras.g_00237
OG0000789	Syap.g_00372	Pras.g_00240
OG0000791	Syap.g_02520	Pras.g_00257
OG0000792	Syap.g_02519	Pras.g_00258
OG0000793	Syap.g_02141	Pras.g_00261
OG0000794	Syap.g_02200	Pras.g_00262
OG0000795	Syap.g_02199	Pras.g_00263
OG0000796	Syap.g_02448	Pras.g_00267
OG0000797	Syap.g_02449	Pras.g_00268
OG0000798	Syap.g_01363	Pras.g_00286
OG0000799	Syap.g_02488	Pras.g_00332
OG0000800	Syap.g_02487	Pras.g_00333
OG0000801	Syap.g_02486	Pras.g_00334
OG0000802	Syap.g_02659	Pras.g_00336
OG0000803	Syap.g_02109	Pras.g_00338
OG0000804	Syap.g_02113	Pras.g_00339
OG0000805	Syap.g_02115	Pras.g_00341
OG0000806	Syap.g_02117	Pras.g_00343
OG0000807	Syap.g_02118	Pras.g_00344
OG0000808	Syap.g_02119	Pras.g_00345
OG0000809	Syap.g_02122	Pras.g_00348
OG0000810	Syap.g_02124	Pras.g_00349
OG0000811	Syap.g_02472	Pras.g_00353
OG0000812	Syap.g_02474	Pras.g_00355
OG0000813	Syap.g_02475	Pras.g_00356
OG0000814	Syap.g_02753	Pras.g_00358
OG0000815	Syap.g_02752	Pras.g_00359
OG0000816	Syap.g_02289	Pras.g_00361
OG0000817	Syap.g_02527	Pras.g_00362
OG0000818	Syap.g_02001	Pras.g_00367
OG0000819	Syap.g_02002	Pras.g_00368
OG0000820	Syap.g_02003	Pras.g_00369
OG0000821	Syap.g_02009	Pras.g_00373
OG0000822	Syap.g_02011	Pras.g_00374
OG0000824	Syap.g_00008	Pras.g_00378
OG0000825	Syap.g_00009	Pras.g_00379
OG0000826	Syap.g_00010	Pras.g_00380
OG0000827	Syap.g_00011	Pras.g_00381
OG0000828	Syap.g_00014	Pras.g_00385
OG0000829	Syap.g_00015	Pras.g_00386
OG0000830	Syap.g_00016	Pras.g_00387
OG0000831	Syap.g_00019	Pras.g_00389
OG0000832	Syap.g_00752	Pras.g_00395
OG0000833	Syap.g_00021	Pras.g_00405
OG0000834	Syap.g_00023	Pras.g_00406
OG0000835	Syap.g_00024	Pras.g_00407
OG0000836	Syap.g_00026	Pras.g_00408
OG0000837	Syap.g_00027	Pras.g_00409
OG0000838	Syap.g_00031	Pras.g_00411
OG0000839	Syap.g_00032	Pras.g_00412
OG0000840	Syap.g_00033	Pras.g_00413
OG0000841	Syap.g_00034	Pras.g_00414
OG0000842	Syap.g_00035	Pras.g_00415
OG0000843	Syap.g_00036	Pras.g_00416
OG0000844	Syap.g_00039	Pras.g_00417
OG0000845	Syap.g_00040	Pras.g_00418
OG0000846	Syap.g_00042	Pras.g_00419
OG0000847	Syap.g_00043	Pras.g_00420
OG0000848	Syap.g_00045	Pras.g_00421
OG0000849	Syap.g_00046	Pras.g_00422
OG0000850	Syap.g_00310	Pras.g_00424
OG0000851	Syap.g_01214	Pras.g_00425
OG0000852	Syap.g_01215	Pras.g_00426
OG0000853	Syap.g_01219	Pras.g_00430
OG0000854	Syap.g_01222	Pras.g_00432
OG0000855	Syap.g_01223	Pras.g_00433
OG0000856	Syap.g_01286	Pras.g_00448
OG0000857	Syap.g_02722	Pras.g_00473
OG0000858	Syap.g_00612	Pras.g_00544
OG0000859	Syap.g_00613	Pras.g_00545
OG0000860	Syap.g_00623	Pras.g_00552
OG0000861	Syap.g_02789	Pras.g_00553
OG0000862	Syap.g_01789	Pras.g_00554
OG0000863	Syap.g_01784	Pras.g_00556
OG0000864	Syap.g_01783	Pras.g_00557
OG0000865	Syap.g_01781, Syap.g_01782	Pras.g_00558
OG0000866	Syap.g_01780	Pras.g_00559
OG0000867	Syap.g_01779	Pras.g_00560
OG0000868	Syap.g_01775	Pras.g_00561
OG0000869	Syap.g_01770	Pras.g_00565
OG0000870	Syap.g_01401	Pras.g_00570
OG0000871	Syap.g_01400	Pras.g_00571
OG0000872	Syap.g_01394	Pras.g_00572
OG0000873	Syap.g_01390	Pras.g_00575
OG0000874	Syap.g_01388	Pras.g_00578
OG0000875	Syap.g_01386	Pras.g_00579
OG0000876	Syap.g_00822	Pras.g_00580
OG0000877	Syap.g_01380	Pras.g_00582
OG0000878	Syap.g_01378	Pras.g_00583
OG0000879	Syap.g_01377	Pras.g_00584
OG0000880	Syap.g_01376	Pras.g_00585
OG0000882	Syap.g_01516	Pras.g_00594
OG0000883	Syap.g_01511	Pras.g_00596
OG0000884	Syap.g_01509	Pras.g_00598
OG0000885	Syap.g_01508	Pras.g_00599
OG0000886	Syap.g_01507	Pras.g_00600
OG0000887	Syap.g_01506	Pras.g_00601
OG0000888	Syap.g_01504	Pras.g_00603
OG0000889	Syap.g_01502	Pras.g_00605
OG0000890	Syap.g_01499	Pras.g_00606
OG0000891	Syap.g_01498	Pras.g_00607
OG0000892	Syap.g_02671	Pras.g_00609
OG0000893	Syap.g_02497	Pras.g_00613
OG0000894	Syap.g_02679	Pras.g_00615
OG0000895	Syap.g_00546	Pras.g_00618
OG0000896	Syap.g_00545	Pras.g_00619
OG0000897	Syap.g_00543	Pras.g_00621
OG0000898	Syap.g_00542	Pras.g_00622
OG0000899	Syap.g_00541	Pras.g_00623
OG0000900	Syap.g_00540	Pras.g_00624
OG0000901	Syap.g_01930	Pras.g_00627
OG0000902	Syap.g_01929	Pras.g_00629
OG0000903	Syap.g_01916	Pras.g_00632
OG0000904	Syap.g_01922	Pras.g_00634
OG0000905	Syap.g_01925	Pras.g_00639
OG0000906	Syap.g_01927	Pras.g_00640
OG0000907	Syap.g_01914	Pras.g_00645
OG0000908	Syap.g_01235	Pras.g_00648
OG0000909	Syap.g_01236	Pras.g_00649
OG0000910	Syap.g_01237	Pras.g_00650
OG0000911	Syap.g_00511	Pras.g_00652
OG0000912	Syap.g_00510	Pras.g_00653
OG0000913	Syap.g_00509	Pras.g_00654
OG0000914	Syap.g_00508	Pras.g_00655
OG0000915	Syap.g_00506	Pras.g_00656
OG0000916	Syap.g_00505	Pras.g_00657
OG0000917	Syap.g_00504	Pras.g_00658
OG0000918	Syap.g_00503	Pras.g_00659
OG0000919	Syap.g_00502	Pras.g_00660
OG0000920	Syap.g_00501	Pras.g_00661
OG0000921	Syap.g_00500	Pras.g_00662
OG0000922	Syap.g_00499	Pras.g_00663
OG0000923	Syap.g_00495	Pras.g_00667
OG0000924	Syap.g_00494	Pras.g_00668
OG0000925	Syap.g_00493	Pras.g_00669
OG0000926	Syap.g_00492	Pras.g_00670
OG0000927	Syap.g_00490	Pras.g_00672
OG0000928	Syap.g_00489	Pras.g_00673
OG0000929	Syap.g_00488	Pras.g_00674
OG0000930	Syap.g_00487	Pras.g_00675
OG0000931	Syap.g_00486	Pras.g_00676
OG0000932	Syap.g_00485	Pras.g_00677
OG0000933	Syap.g_00479	Pras.g_00681
OG0000934	Syap.g_00477	Pras.g_00683
OG0000935	Syap.g_00476	Pras.g_00684
OG0000936	Syap.g_00475	Pras.g_00685
OG0000937	Syap.g_00474	Pras.g_00686
OG0000938	Syap.g_00471	Pras.g_00688
OG0000939	Syap.g_00469	Pras.g_00689
OG0000940	Syap.g_00460	Pras.g_00696
OG0000941	Syap.g_00458	Pras.g_00698
OG0000942	Syap.g_00606	Pras.g_00700
OG0000943	Syap.g_00604	Pras.g_00701
OG0000944	Syap.g_00602	Pras.g_00702
OG0000945	Syap.g_00601	Pras.g_00703
OG0000946	Syap.g_00595	Pras.g_00707
OG0000947	Syap.g_00591	Pras.g_00709
OG0000948	Syap.g_00590	Pras.g_00710
OG0000949	Syap.g_01051	Pras.g_00713
OG0000950	Syap.g_01061	Pras.g_00718
OG0000951	Syap.g_01070	Pras.g_00722
OG0000952	Syap.g_01074	Pras.g_00726
OG0000953	Syap.g_01078	Pras.g_00729
OG0000954	Syap.g_01089	Pras.g_00733
OG0000955	Syap.g_01090	Pras.g_00734
OG0000956	Syap.g_01092	Pras.g_00736
OG0000957	Syap.g_01109	Pras.g_00741
OG0000958	Syap.g_01110	Pras.g_00742
OG0000959	Syap.g_01114	Pras.g_00746
OG0000960	Syap.g_01115	Pras.g_00747
OG0000961	Syap.g_02170	Pras.g_00749
OG0000962	Syap.g_01121	Pras.g_00751
OG0000963	Syap.g_01124	Pras.g_00755
OG0000964	Syap.g_01125	Pras.g_00756
OG0000965	Syap.g_01126	Pras.g_00757
OG0000966	Syap.g_01141	Pras.g_00765
OG0000967	Syap.g_00633	Pras.g_00770
OG0000968	Syap.g_00998	Pras.g_00772
OG0000969	Syap.g_00996	Pras.g_00773
OG0000970	Syap.g_00995	Pras.g_00774
OG0000971	Syap.g_00993	Pras.g_00775
OG0000972	Syap.g_00992	Pras.g_00776
OG0000973	Syap.g_00991	Pras.g_00777
OG0000974	Syap.g_00990	Pras.g_00778
OG0000975	Syap.g_00989	Pras.g_00779
OG0000976	Syap.g_00988	Pras.g_00780
OG0000977	Syap.g_00986	Pras.g_00781
OG0000978	Syap.g_00985	Pras.g_00782
OG0000979	Syap.g_00980	Pras.g_00785
OG0000980	Syap.g_00977	Pras.g_00787
OG0000981	Syap.g_01812	Pras.g_00789
OG0000982	Syap.g_00132	Pras.g_00791
OG0000983	Syap.g_00134	Pras.g_00792
OG0000984	Syap.g_00135	Pras.g_00793
OG0000985	Syap.g_00140	Pras.g_00796
OG0000986	Syap.g_01044	Pras.g_00798
OG0000987	Syap.g_01033	Pras.g_00799
OG0000988	Syap.g_01027	Pras.g_00802
OG0000989	Syap.g_01011	Pras.g_00805
OG0000990	Syap.g_02087	Pras.g_00808
OG0000991	Syap.g_02091	Pras.g_00809
OG0000992	Syap.g_02095	Pras.g_00812
OG0000993	Syap.g_02097	Pras.g_00813
OG0000994	Syap.g_02101	Pras.g_00814
OG0000996	Syap.g_01817	Pras.g_00819
OG0000997	Syap.g_02590	Pras.g_00820
OG0000998	Syap.g_02591	Pras.g_00822
OG0000999	Syap.g_02592	Pras.g_00823
OG0001001	Syap.g_02605	Pras.g_00828
OG0001002	Syap.g_00124	Pras.g_00832
OG0001003	Syap.g_02310	Pras.g_00834
OG0001004	Syap.g_02311	Pras.g_00835
OG0001005	Syap.g_02312	Pras.g_00836
OG0001006	Syap.g_00053	Pras.g_00840
OG0001007	Syap.g_00055	Pras.g_00842
OG0001008	Syap.g_02060	Pras.g_01315
OG0001012	Syap.g_00371	Pras.g_00896
OG0001013	Syap.g_01325	Pras.g_00901
OG0001016	Syap.g_01695	Pras.g_00924
OG0001033	Syap.g_00105	Pras.g_01060
OG0001035	Syap.g_01594	Pras.g_01106
OG0001038	Syap.g_01362	Pras.g_01130
OG0001039	Syap.g_01359	Pras.g_01133
OG0001040	Syap.g_01356	Pras.g_01135
OG0001041	Syap.g_01352	Pras.g_01139
OG0001043	Syap.g_01676	Pras.g_01157
OG0001044	Syap.g_00571	Pras.g_01186
OG0001053	Syap.g_02253	Pras.g_01361
OG0001054	Syap.g_00274	Pras.g_01376
OG0001055	Syap.g_00252	Pras.g_01395
OG0001059	Syap.g_00306	Pras.g_01430
OG0001060	Syap.g_00299	Pras.g_01437
OG0001061	Syap.g_01309	Pras.g_01450
OG0001062	Syap.g_01314	Pras.g_01452
OG0001072	Syap.g_00441	Pras.g_01466
OG0001073	Syap.g_00122, Syap.g_00455	Pras.g_01480
OG0001078	Syap.g_00896	Pras.g_01512
OG0001080	Syap.g_02505	Pras.g_01529
OG0001085	Syap.g_01953	Pras.g_01546
OG0001094	Syap.g_00187	Pras.g_01695
OG0001095	Syap.g_02725	Pras.g_01714
OG0001096	Syap.g_02709	Pras.g_01727
OG0001100	Syap.g_02369	Pras.g_01793
OG0001102	Syap.g_01258	Pras.g_01798
OG0001103	Syap.g_01256	Pras.g_01800
OG0001104	Syap.g_00171	Pras.g_01822
OG0001105	Syap.g_00175	Pras.g_01826
OG0001107	Syap.g_02015	Pras.g_01857
OG0001108	Syap.g_00119	Pras.g_01861
OG0001122	Syap.g_02766	Pras.g_01906
OG0001123	Syap.g_01872	Pras.g_01910
OG0001133	Syap.g_01292	Pras.g_00009
OG0001136	Syap.g_00230	Pras.g_00053
OG0001137	Syap.g_00213	Pras.g_00064
OG0001140	Syap.g_02134	Pras.g_00084
OG0001152	Syap.g_02447	Pras.g_00266
OG0001154	Syap.g_00013	Pras.g_00384
OG0001155	Syap.g_00750	Pras.g_00396, Pras.g_00397
OG0001160	Syap.g_01217	Pras.g_00428
OG0001162	Syap.g_02366	Pras.g_00452
OG0001163	Syap.g_00609	Pras.g_00542
OG0001164	Syap.g_00614	Pras.g_00546
OG0001165	Syap.g_00619	Pras.g_00549
OG0001168	Syap.g_01372	Pras.g_00588
OG0001171	Syap.g_01505	Pras.g_00602
OG0001172	Syap.g_00547	Pras.g_00616
OG0001177	Syap.g_01920	Pras.g_00636
OG0001178	Syap.g_01786, Syap.g_01787	Pras.g_00641
OG0001179	Syap.g_00491	Pras.g_00671
OG0001180	Syap.g_00097, Syap.g_00465	Pras.g_00693
OG0001181	Syap.g_00459	Pras.g_00697
OG0001183	Syap.g_00594	Pras.g_00708
OG0001185	Syap.g_01104	Pras.g_00738
OG0001186	Syap.g_01140	Pras.g_00762
OG0001187	Syap.g_01142	Pras.g_00766
OG0001188	Syap.g_00634	Pras.g_00769
OG0001189	Syap.g_00979	Pras.g_00786
OG0001191	Syap.g_01030	Pras.g_00800
OG0001192	Syap.g_01021	Pras.g_00804
OG0001197	Syap.g_00126	Pras.g_00831
OG0001198	Syap.g_00052	Pras.g_00839
OG0001199	Syap.g_01696	Pras.g_00925
OG0001200	Syap.g_01698	Pras.g_00927
OG0001202	Syap.g_01613	Pras.g_01050
OG0001203	Syap.g_01154	Pras.g_01090
OG0001204	Syap.g_01577	Pras.g_01095
OG0001214	Syap.g_00897	Pras.g_01513
OG0001217	Syap.g_01464	Pras.g_01649
OG0001218	Syap.g_00020	Pras.g_01657
OG0001219	Syap.g_02794	Pras.g_01690
OG0001221	Syap.g_01777	Pras.g_01812
OG0001222	Syap.g_02027	Pras.g_01851
OG0001224	Syap.g_01551	Pras.g_01930
OG0001225	Syap.g_01553	Pras.g_01932
OG0001226	Syap.g_02551	Pras.g_01958
OG0001228	Syap.g_01063	Pras.g_00102
OG0001229	Syap.g_00827	Pras.g_00248
OG0001230	Syap.g_02116	Pras.g_00342
OG0001231	Syap.g_00073	Pras.g_00450
OG0001232	Syap.g_01393	Pras.g_00573
OG0001235	Syap.g_01924	Pras.g_00638
OG0001236	Syap.g_01069	Pras.g_00721
OG0001237	Syap.g_01073	Pras.g_00725
OG0001238	Syap.g_01028	Pras.g_00801
OG0001242	Syap.g_02227, Syap.g_02229	Pras.g_00970
OG0001243	Syap.g_02219	Pras.g_00976
OG0001244	Syap.g_02192	Pras.g_00992
OG0001246	Syap.g_00267, Syap.g_01165	Pras.g_01382
OG0001248	Syap.g_00423	Pras.g_01561
OG0001249	Syap.g_00575	Pras.g_01679
OG0001250	Syap.g_01836	Pras.g_01741
OG0001251	Syap.g_01549, Syap.g_01727	Pras.g_01789
OG0001253	Syap.g_01969	Pras.g_01977
OG0001255	Syap.g_02523	Pras.g_00040
OG0001256	Syap.g_01225	Pras.g_00443
OG0001257	Syap.g_00374, Syap.g_00373	Pras.g_00449
OG0001258	Syap.g_00617	Pras.g_00547
OG0001260	Syap.g_01497	Pras.g_00608
OG0001261	Syap.g_00482	Pras.g_00679
OG0001262	Syap.g_00981	Pras.g_00784
OG0001263	Syap.g_02216	Pras.g_00979
OG0001265	Syap.g_02231	Pras.g_00969
OG0001266	Syap.g_01618	Pras.g_01054
OG0001267	Syap.g_01360	Pras.g_01132
OG0001268	Syap.g_00563	Pras.g_01192
OG0001270	Syap.g_02056	Pras.g_01312
OG0001271	Syap.g_02759	Pras.g_01350
OG0001272	Syap.g_02250	Pras.g_01364
OG0001274	Syap.g_01897	Pras.g_01579
OG0001275	Syap.g_02694	Pras.g_01888
OG0001276	Syap.g_01873	Pras.g_01909
OG0001277	Syap.g_01293	Pras.g_01966
OG0001278	Syap.g_02438	Pras.g_00107
OG0001279	Syap.g_02663	Pras.g_00152
OG0001282	Syap.g_01701	Pras.g_00251
OG0001284	Syap.g_00047	Pras.g_00423
OG0001286	Syap.g_00467	Pras.g_00691
OG0001287	Syap.g_00418	Pras.g_00745
OG0001288	Syap.g_01123	Pras.g_00754
OG0001289	Syap.g_02365	Pras.g_00938
OG0001291	Syap.g_02207	Pras.g_00986
OG0001292	Syap.g_01583	Pras.g_01100
OG0001297	Syap.g_00255	Pras.g_01392
OG0001299	Syap.g_01959	Pras.g_01542
OG0001303	Syap.g_02795	Pras.g_01892
OG0001304	Syap.g_00536	Pras.g_01919
OG0001305	Syap.g_01562	Pras.g_01938
OG0001306	Syap.g_00245	Pras.g_00042
OG0001307	Syap.g_00403	Pras.g_00233
OG0001308	Syap.g_02751, Syap.g_02750	Pras.g_00360
OG0001310	Syap.g_01774	Pras.g_00562
OG0001311	Syap.g_01871	Pras.g_01911
OG0001314	Syap.g_00330, Syap.g_00391	Pras.g_01639
OG0001315	Syap.g_00596	Pras.g_00913
OG0001318	Syap.g_01596, Syap.g_01597	Pras.g_01108
OG0001319	Syap.g_02338	Pras.g_01124
OG0001323	Syap.g_00757	Pras.g_01397
OG0001326	Syap.g_02646	Pras.g_01777
OG0001332	Syap.g_01548	Pras.g_00394
OG0001333	Syap.g_01373	Pras.g_00587
OG0001336	Syap.g_02602	Pras.g_00827
OG0001345	Syap.g_01877, Syap.g_02776	Pras.g_00075
OG0001346	Syap.g_01484	Pras.g_00210
OG0001349	Syap.g_01264, Syap.g_00851	Pras.g_00292
OG0001358	Syap.g_00942	Pras.g_01496
OG0001360	Syap.g_01881, Syap.g_02778	Pras.g_01978
OG0001361	Syap.g_01792	Pras.g_00072
OG0001364	Syap.g_01052	Pras.g_00714
OG0001365	Syap.g_00138	Pras.g_00794
OG0001371	Syap.g_02545, Syap.g_02544	Pras.g_01555
OG0001373	Syap.g_02647	Pras.g_01776
OG0001374	Syap.g_01829, Syap.g_01830	Pras.g_01784
OG0001376	Syap.g_01991	Pras.g_01944
OG0001377	Syap.g_01992	Pras.g_01945
OG0001378	Syap.g_02055	Pras.g_01987
OG0001382	Syap.g_00677	Pras.g_00462
OG0001385	Syap.g_02650	Pras.g_01773
OG0001386	Syap.g_02649	Pras.g_01774
OG0001387	Syap.g_02648	Pras.g_01775
OG0001388	Syap.g_02645	Pras.g_01778
OG0001389	Syap.g_02644	Pras.g_01779
OG0001390	Syap.g_02643	Pras.g_01780
OG0001391	Syap.g_01833	Pras.g_01781
OG0001392	Syap.g_01832	Pras.g_01782
OG0001393	Syap.g_01831	Pras.g_01783
OG0001394	Syap.g_00159	Pras.g_01816
OG0001395	Syap.g_00531	Pras.g_01921
OG0001406	Syap.g_01989	Pras.g_01943
OG0001408	Syap.g_01862	Pras.g_01961
OG0001415	Syap.g_00447, Syap.g_00446	Pras.g_01083
OG0001418	Syap.g_00221	Pras.g_01560
OG0001420	Syap.g_02736	Pras.g_01996
OG0001422	Syap.g_01682	Pras.g_00467
OG0001428	Syap.g_01196	Pras.g_01023
OG0001432	Syap.g_01967	Pras.g_00436
