Orthogroup	Syap	Prau
OG0000600	Syap.g_00909	Prau.g_00685
OG0000601	Syap.g_00910	Prau.g_00686
OG0000602	Syap.g_00640	Prau.g_00688
OG0000603	Syap.g_00641	Prau.g_00689
OG0000604	Syap.g_02769	Prau.g_00690
OG0000605	Syap.g_02501, Syap.g_02771	Prau.g_00691
OG0000606	Syap.g_02506	Prau.g_00694
OG0000607	Syap.g_00093	Prau.g_00697
OG0000608	Syap.g_00094	Prau.g_00698
OG0000609	Syap.g_00096	Prau.g_00699
OG0000610	Syap.g_01963	Prau.g_00704
OG0000611	Syap.g_01958	Prau.g_00707
OG0000612	Syap.g_01957	Prau.g_00708
OG0000613	Syap.g_02480	Prau.g_00713
OG0000615	Syap.g_00154	Prau.g_00740
OG0000616	Syap.g_00127	Prau.g_00744
OG0000617	Syap.g_00513	Prau.g_00761
OG0000618	Syap.g_00514	Prau.g_00762
OG0000619	Syap.g_00515	Prau.g_00763
OG0000620	Syap.g_00520	Prau.g_00766
OG0000621	Syap.g_00521	Prau.g_00767
OG0000622	Syap.g_00523	Prau.g_00768
OG0000623	Syap.g_00526	Prau.g_00769
OG0000624	Syap.g_00527	Prau.g_00770
OG0000625	Syap.g_00528	Prau.g_00771
OG0000626	Syap.g_00529	Prau.g_00772
OG0000627	Syap.g_00848	Prau.g_00773
OG0000628	Syap.g_00850	Prau.g_00774
OG0000629	Syap.g_02334	Prau.g_00775
OG0000630	Syap.g_02793	Prau.g_00778
OG0000631	Syap.g_01724	Prau.g_00845
OG0000632	Syap.g_01725	Prau.g_00846
OG0000633	Syap.g_01726	Prau.g_00847
OG0000634	Syap.g_00190	Prau.g_00850
OG0000635	Syap.g_00191	Prau.g_00851
OG0000636	Syap.g_00193	Prau.g_00853
OG0000637	Syap.g_00195	Prau.g_00855
OG0000638	Syap.g_00196	Prau.g_00856
OG0000639	Syap.g_00197	Prau.g_00857
OG0000640	Syap.g_00198	Prau.g_00858
OG0000641	Syap.g_00203	Prau.g_00862
OG0000642	Syap.g_02732	Prau.g_00863
OG0000643	Syap.g_02731	Prau.g_00864
OG0000644	Syap.g_02730	Prau.g_00865
OG0000645	Syap.g_02726	Prau.g_00866
OG0000646	Syap.g_02723	Prau.g_00868
OG0000647	Syap.g_02721	Prau.g_00869
OG0000648	Syap.g_02719	Prau.g_00871
OG0000649	Syap.g_02718	Prau.g_00872
OG0000650	Syap.g_02717	Prau.g_00873
OG0000651	Syap.g_02716	Prau.g_00874
OG0000652	Syap.g_02715	Prau.g_00875
OG0000653	Syap.g_02713	Prau.g_00877
OG0000654	Syap.g_02711	Prau.g_00878
OG0000655	Syap.g_02710	Prau.g_00879
OG0000656	Syap.g_02706	Prau.g_00882
OG0000657	Syap.g_01845	Prau.g_00889
OG0000658	Syap.g_01841	Prau.g_00890
OG0000659	Syap.g_01840	Prau.g_00891
OG0000660	Syap.g_01835	Prau.g_00895
OG0000662	Syap.g_00823	Prau.g_00899
OG0000663	Syap.g_00826	Prau.g_00902
OG0000664	Syap.g_00828	Prau.g_00903
OG0000665	Syap.g_02331	Prau.g_00907
OG0000666	Syap.g_01573	Prau.g_00908
OG0000667	Syap.g_01979	Prau.g_00912
OG0000668	Syap.g_02765	Prau.g_00942
OG0000669	Syap.g_02371	Prau.g_00949
OG0000670	Syap.g_02368	Prau.g_00951
OG0000671	Syap.g_01260	Prau.g_00953
OG0000672	Syap.g_01257	Prau.g_00955
OG0000673	Syap.g_01253	Prau.g_00957
OG0000674	Syap.g_01251	Prau.g_00959
OG0000675	Syap.g_01250	Prau.g_00960
OG0000676	Syap.g_01248	Prau.g_00962
OG0000677	Syap.g_01246	Prau.g_00963
OG0000678	Syap.g_01239	Prau.g_00965
OG0000679	Syap.g_00157	Prau.g_00969
OG0000680	Syap.g_00158	Prau.g_00970
OG0000681	Syap.g_00163	Prau.g_00973
OG0000682	Syap.g_00165	Prau.g_00974
OG0000683	Syap.g_00166	Prau.g_00975
OG0000684	Syap.g_00169	Prau.g_00977
OG0000685	Syap.g_00172	Prau.g_00979
OG0000686	Syap.g_00173	Prau.g_00980
OG0000687	Syap.g_00174	Prau.g_00981
OG0000688	Syap.g_00178	Prau.g_00984
OG0000689	Syap.g_00180	Prau.g_00985
OG0000690	Syap.g_00181	Prau.g_00986
OG0000691	Syap.g_00182	Prau.g_00987
OG0000692	Syap.g_00184	Prau.g_00989
OG0000693	Syap.g_00185	Prau.g_00990
OG0000694	Syap.g_00186	Prau.g_00991
OG0000695	Syap.g_01729	Prau.g_00993
OG0000696	Syap.g_01730	Prau.g_00994
OG0000697	Syap.g_01734	Prau.g_00995
OG0000698	Syap.g_01737	Prau.g_00998
OG0000699	Syap.g_01738	Prau.g_00999
OG0000700	Syap.g_01739	Prau.g_01000
OG0000701	Syap.g_01740	Prau.g_01001
OG0000702	Syap.g_01747	Prau.g_01003
OG0000703	Syap.g_01750	Prau.g_01004
OG0000704	Syap.g_01753	Prau.g_01005
OG0000705	Syap.g_02022	Prau.g_01009
OG0000706	Syap.g_02020	Prau.g_01010
OG0000707	Syap.g_02019	Prau.g_01011
OG0000708	Syap.g_02016	Prau.g_01012
OG0000709	Syap.g_00121	Prau.g_01016
OG0000711	Syap.g_02686	Prau.g_01036
OG0000712	Syap.g_02688	Prau.g_01038
OG0000713	Syap.g_02689	Prau.g_01039
OG0000714	Syap.g_02691	Prau.g_01040
OG0000715	Syap.g_02693	Prau.g_01042
OG0000716	Syap.g_02696	Prau.g_01044
OG0000717	Syap.g_02697	Prau.g_01045
OG0000718	Syap.g_02701	Prau.g_01058
OG0000719	Syap.g_02767	Prau.g_01060
OG0000720	Syap.g_02780	Prau.g_01069
OG0000721	Syap.g_02782	Prau.g_01071
OG0000722	Syap.g_02783	Prau.g_01072
OG0000723	Syap.g_00532	Prau.g_01075
OG0000725	Syap.g_01559	Prau.g_01090
OG0000726	Syap.g_01560	Prau.g_01091
OG0000727	Syap.g_01561	Prau.g_01092
OG0000728	Syap.g_01564	Prau.g_01094
OG0000729	Syap.g_01122	Prau.g_01138
OG0000730	Syap.g_00572	Prau.g_01142
OG0000731	Syap.g_00560	Prau.g_01146
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prau.g_01155
OG0000733	Syap.g_01971	Prau.g_01175
OG0000734	Syap.g_02628	Prau.g_01192
OG0000735	Syap.g_00244	Prau.g_01194
OG0000736	Syap.g_00243	Prau.g_01195
OG0000737	Syap.g_00242	Prau.g_01196
OG0000738	Syap.g_00236	Prau.g_01200
OG0000739	Syap.g_00235	Prau.g_01201
OG0000740	Syap.g_00234	Prau.g_01202
OG0000741	Syap.g_00231	Prau.g_01203
OG0000742	Syap.g_00229	Prau.g_01205
OG0000743	Syap.g_00226	Prau.g_01207
OG0000744	Syap.g_00225	Prau.g_01208
OG0000745	Syap.g_00222	Prau.g_01209
OG0000746	Syap.g_00220	Prau.g_01211
OG0000747	Syap.g_00219	Prau.g_01212
OG0000748	Syap.g_00212	Prau.g_01215
OG0000749	Syap.g_00211	Prau.g_01216
OG0000750	Syap.g_00210	Prau.g_01217
OG0000751	Syap.g_00205	Prau.g_01219
OG0000752	Syap.g_01793	Prau.g_01221
OG0000753	Syap.g_02775	Prau.g_01224
OG0000754	Syap.g_01883	Prau.g_01227
OG0000755	Syap.g_01893	Prau.g_01230
OG0000757	Syap.g_00427	Prau.g_01237
OG0000758	Syap.g_00428	Prau.g_01238
OG0000759	Syap.g_00429	Prau.g_01239
OG0000760	Syap.g_00430	Prau.g_01240
OG0000761	Syap.g_00431	Prau.g_01241
OG0000762	Syap.g_00434	Prau.g_01242
OG0000763	Syap.g_02624	Prau.g_01244
OG0000764	Syap.g_02623	Prau.g_01245
OG0000765	Syap.g_02440	Prau.g_01254
OG0000766	Syap.g_02439	Prau.g_01255
OG0000767	Syap.g_02437	Prau.g_01257
OG0000768	Syap.g_02436	Prau.g_01258
OG0000769	Syap.g_02434	Prau.g_01260
OG0000770	Syap.g_02431	Prau.g_01262
OG0000772	Syap.g_02295	Prau.g_01346
OG0000773	Syap.g_00885	Prau.g_01361
OG0000774	Syap.g_01473	Prau.g_01363
OG0000775	Syap.g_01475	Prau.g_01366
OG0000776	Syap.g_01476	Prau.g_01367
OG0000777	Syap.g_01478	Prau.g_01368
OG0000778	Syap.g_01479	Prau.g_01369
OG0000779	Syap.g_01494	Prau.g_01373
OG0000780	Syap.g_01496	Prau.g_01374
OG0000781	Syap.g_02609	Prau.g_01377
OG0000782	Syap.g_02611	Prau.g_01378
OG0000783	Syap.g_02612	Prau.g_01379
OG0000784	Syap.g_02613	Prau.g_01380
OG0000785	Syap.g_02281	Prau.g_01382
OG0000786	Syap.g_02287	Prau.g_01384
OG0000787	Syap.g_02288	Prau.g_01385
OG0000788	Syap.g_01932	Prau.g_01396
OG0000789	Syap.g_00372	Prau.g_01399
OG0000791	Syap.g_02520	Prau.g_01416
OG0000792	Syap.g_02519	Prau.g_01417
OG0000793	Syap.g_02141	Prau.g_01420
OG0000794	Syap.g_02200	Prau.g_01421
OG0000795	Syap.g_02199	Prau.g_01422
OG0000796	Syap.g_02448	Prau.g_01426
OG0000797	Syap.g_02449	Prau.g_01427
OG0000799	Syap.g_02488	Prau.g_01510
OG0000800	Syap.g_02487	Prau.g_01511
OG0000801	Syap.g_02486	Prau.g_01512
OG0000802	Syap.g_02659	Prau.g_01514
OG0000803	Syap.g_02109	Prau.g_01516
OG0000804	Syap.g_02113	Prau.g_01517
OG0000805	Syap.g_02115	Prau.g_01519
OG0000806	Syap.g_02117	Prau.g_01521
OG0000807	Syap.g_02118	Prau.g_01522
OG0000808	Syap.g_02119	Prau.g_01523
OG0000809	Syap.g_02122	Prau.g_01526
OG0000810	Syap.g_02124	Prau.g_01527
OG0000811	Syap.g_02472	Prau.g_01534
OG0000812	Syap.g_02474	Prau.g_01536
OG0000813	Syap.g_02475	Prau.g_01537
OG0000814	Syap.g_02753	Prau.g_01539
OG0000815	Syap.g_02752	Prau.g_01540
OG0000816	Syap.g_02289	Prau.g_01542
OG0000817	Syap.g_02527	Prau.g_01543
OG0000818	Syap.g_02001	Prau.g_01548
OG0000819	Syap.g_02002	Prau.g_01549
OG0000820	Syap.g_02003	Prau.g_01550
OG0000821	Syap.g_02009	Prau.g_01554
OG0000822	Syap.g_02011	Prau.g_01555
OG0000824	Syap.g_00008	Prau.g_01559
OG0000825	Syap.g_00009	Prau.g_01560
OG0000826	Syap.g_00010	Prau.g_01561
OG0000827	Syap.g_00011	Prau.g_01562
OG0000828	Syap.g_00014	Prau.g_01565
OG0000829	Syap.g_00015	Prau.g_01566
OG0000830	Syap.g_00016	Prau.g_01567
OG0000831	Syap.g_00019	Prau.g_01569
OG0000832	Syap.g_00752	Prau.g_01575
OG0000833	Syap.g_00021	Prau.g_01583
OG0000834	Syap.g_00023	Prau.g_01584
OG0000835	Syap.g_00024	Prau.g_01585
OG0000836	Syap.g_00026	Prau.g_01586
OG0000837	Syap.g_00027	Prau.g_01587
OG0000838	Syap.g_00031	Prau.g_01589
OG0000839	Syap.g_00032	Prau.g_01590
OG0000840	Syap.g_00033	Prau.g_01591
OG0000841	Syap.g_00034	Prau.g_01592
OG0000842	Syap.g_00035	Prau.g_01593
OG0000843	Syap.g_00036	Prau.g_01594
OG0000844	Syap.g_00039	Prau.g_01595
OG0000845	Syap.g_00040	Prau.g_01596
OG0000846	Syap.g_00042	Prau.g_01597
OG0000847	Syap.g_00043	Prau.g_01598
OG0000848	Syap.g_00045	Prau.g_01599
OG0000849	Syap.g_00046	Prau.g_01600
OG0000850	Syap.g_00310	Prau.g_01602
OG0000851	Syap.g_01214	Prau.g_01603
OG0000852	Syap.g_01215	Prau.g_01604
OG0000853	Syap.g_01219	Prau.g_01608
OG0000854	Syap.g_01222	Prau.g_01610
OG0000855	Syap.g_01223	Prau.g_01611
OG0000856	Syap.g_01286	Prau.g_01626
OG0000857	Syap.g_02722	Prau.g_01652
OG0000858	Syap.g_00612	Prau.g_01726
OG0000859	Syap.g_00613	Prau.g_01727
OG0000860	Syap.g_00623	Prau.g_01734
OG0000861	Syap.g_02789	Prau.g_01735
OG0000862	Syap.g_01789	Prau.g_01736
OG0000863	Syap.g_01784	Prau.g_01738
OG0000864	Syap.g_01783	Prau.g_01739
OG0000865	Syap.g_01781, Syap.g_01782	Prau.g_01740
OG0000866	Syap.g_01780	Prau.g_01741
OG0000867	Syap.g_01779	Prau.g_01742
OG0000868	Syap.g_01775	Prau.g_01743
OG0000869	Syap.g_01770	Prau.g_01747
OG0000870	Syap.g_01401	Prau.g_01752
OG0000871	Syap.g_01400	Prau.g_01753
OG0000872	Syap.g_01394	Prau.g_01754
OG0000873	Syap.g_01390	Prau.g_01757
OG0000874	Syap.g_01388	Prau.g_01760
OG0000875	Syap.g_01386	Prau.g_01761
OG0000876	Syap.g_00822	Prau.g_01762
OG0000877	Syap.g_01380	Prau.g_01764
OG0000878	Syap.g_01378	Prau.g_01765
OG0000879	Syap.g_01377	Prau.g_01766
OG0000880	Syap.g_01376	Prau.g_01767
OG0000882	Syap.g_01516	Prau.g_01776
OG0000883	Syap.g_01511	Prau.g_01777
OG0000884	Syap.g_01509	Prau.g_01779
OG0000885	Syap.g_01508	Prau.g_01780
OG0000886	Syap.g_01507	Prau.g_01781
OG0000887	Syap.g_01506	Prau.g_01782
OG0000888	Syap.g_01504	Prau.g_01784
OG0000889	Syap.g_01502	Prau.g_01786
OG0000890	Syap.g_01499	Prau.g_01787
OG0000891	Syap.g_01498	Prau.g_01788
OG0000892	Syap.g_02671	Prau.g_01790
OG0000893	Syap.g_02497	Prau.g_01794
OG0000894	Syap.g_02679	Prau.g_01796
OG0000895	Syap.g_00546	Prau.g_01799
OG0000896	Syap.g_00545	Prau.g_01800
OG0000897	Syap.g_00543	Prau.g_01802
OG0000898	Syap.g_00542	Prau.g_01803
OG0000899	Syap.g_00541	Prau.g_01804
OG0000900	Syap.g_00540	Prau.g_01805
OG0000901	Syap.g_01930	Prau.g_01808
OG0000902	Syap.g_01929	Prau.g_01810
OG0000903	Syap.g_01916	Prau.g_01813
OG0000904	Syap.g_01922	Prau.g_01815
OG0000905	Syap.g_01925	Prau.g_01820
OG0000906	Syap.g_01927	Prau.g_01821
OG0000907	Syap.g_01914	Prau.g_01827
OG0000908	Syap.g_01235	Prau.g_01830
OG0000909	Syap.g_01236	Prau.g_01831
OG0000910	Syap.g_01237	Prau.g_01832
OG0000911	Syap.g_00511	Prau.g_01834
OG0000912	Syap.g_00510	Prau.g_01835
OG0000913	Syap.g_00509	Prau.g_01836
OG0000914	Syap.g_00508	Prau.g_01837
OG0000915	Syap.g_00506	Prau.g_01838
OG0000916	Syap.g_00505	Prau.g_01839
OG0000917	Syap.g_00504	Prau.g_01840
OG0000918	Syap.g_00503	Prau.g_01841
OG0000919	Syap.g_00502	Prau.g_01842
OG0000920	Syap.g_00501	Prau.g_01843
OG0000921	Syap.g_00500	Prau.g_01844
OG0000922	Syap.g_00499	Prau.g_01845
OG0000923	Syap.g_00495	Prau.g_01849
OG0000924	Syap.g_00494	Prau.g_01850
OG0000925	Syap.g_00493	Prau.g_01851
OG0000926	Syap.g_00492	Prau.g_01852
OG0000927	Syap.g_00490	Prau.g_01854
OG0000928	Syap.g_00489	Prau.g_01855
OG0000929	Syap.g_00488	Prau.g_01856
OG0000930	Syap.g_00487	Prau.g_01857
OG0000931	Syap.g_00486	Prau.g_01858
OG0000932	Syap.g_00485	Prau.g_01859
OG0000933	Syap.g_00479	Prau.g_01863
OG0000934	Syap.g_00477	Prau.g_01865
OG0000935	Syap.g_00476	Prau.g_01866
OG0000936	Syap.g_00475	Prau.g_01867
OG0000937	Syap.g_00474	Prau.g_01868
OG0000938	Syap.g_00471	Prau.g_01870
OG0000939	Syap.g_00469	Prau.g_01871
OG0000940	Syap.g_00460	Prau.g_01878
OG0000941	Syap.g_00458	Prau.g_01880
OG0000942	Syap.g_00606	Prau.g_01882
OG0000943	Syap.g_00604	Prau.g_01883
OG0000944	Syap.g_00602	Prau.g_01884
OG0000945	Syap.g_00601	Prau.g_01885
OG0000946	Syap.g_00595	Prau.g_01889
OG0000947	Syap.g_00591	Prau.g_01891
OG0000948	Syap.g_00590	Prau.g_01892
OG0000949	Syap.g_01051	Prau.g_01895
OG0000950	Syap.g_01061	Prau.g_01900
OG0000951	Syap.g_01070	Prau.g_01904
OG0000952	Syap.g_01074	Prau.g_01908
OG0000953	Syap.g_01078	Prau.g_01911
OG0000954	Syap.g_01089	Prau.g_01915
OG0000955	Syap.g_01090	Prau.g_01916
OG0000956	Syap.g_01092	Prau.g_01918
OG0000957	Syap.g_01109	Prau.g_01923
OG0000958	Syap.g_01110	Prau.g_01924
OG0000959	Syap.g_01114	Prau.g_01928
OG0000960	Syap.g_01115	Prau.g_01929
OG0000961	Syap.g_02170	Prau.g_01931
OG0000962	Syap.g_01121	Prau.g_01933
OG0000963	Syap.g_01124	Prau.g_01937
OG0000964	Syap.g_01125	Prau.g_01938
OG0000965	Syap.g_01126	Prau.g_01939
OG0000966	Syap.g_01141	Prau.g_01946
OG0000967	Syap.g_00633	Prau.g_01951
OG0000968	Syap.g_00998	Prau.g_01953
OG0000969	Syap.g_00996	Prau.g_01954
OG0000970	Syap.g_00995	Prau.g_01955
OG0000971	Syap.g_00993	Prau.g_01956
OG0000972	Syap.g_00992	Prau.g_01957
OG0000973	Syap.g_00991	Prau.g_01958
OG0000974	Syap.g_00990	Prau.g_01959
OG0000975	Syap.g_00989	Prau.g_01960
OG0000976	Syap.g_00988	Prau.g_01961
OG0000977	Syap.g_00986	Prau.g_01962
OG0000978	Syap.g_00985	Prau.g_01963
OG0000979	Syap.g_00980	Prau.g_01966
OG0000980	Syap.g_00977	Prau.g_01968
OG0000981	Syap.g_01812	Prau.g_01970
OG0000982	Syap.g_00132	Prau.g_01972
OG0000983	Syap.g_00134	Prau.g_01973
OG0000984	Syap.g_00135	Prau.g_01974
OG0000985	Syap.g_00140	Prau.g_01977
OG0000986	Syap.g_01044	Prau.g_01979
OG0000987	Syap.g_01033	Prau.g_01980
OG0000988	Syap.g_01027	Prau.g_01983
OG0000989	Syap.g_01011	Prau.g_01986
OG0000990	Syap.g_02087	Prau.g_01989
OG0000991	Syap.g_02091	Prau.g_01990
OG0000992	Syap.g_02095	Prau.g_01992
OG0000993	Syap.g_02097	Prau.g_01993
OG0000994	Syap.g_02101	Prau.g_01994
OG0000996	Syap.g_01817	Prau.g_01999
OG0000997	Syap.g_02590	Prau.g_02000
OG0000998	Syap.g_02591	Prau.g_02002
OG0000999	Syap.g_02592	Prau.g_02003
OG0001001	Syap.g_02605	Prau.g_02008
OG0001002	Syap.g_00124	Prau.g_02012
OG0001003	Syap.g_02310	Prau.g_02014
OG0001004	Syap.g_02311	Prau.g_02015
OG0001005	Syap.g_02312	Prau.g_02016
OG0001006	Syap.g_00053	Prau.g_02020
OG0001007	Syap.g_00055	Prau.g_02022
OG0001008	Syap.g_02060	Prau.g_00478
OG0001012	Syap.g_00371	Prau.g_00050
OG0001013	Syap.g_01325	Prau.g_00056
OG0001016	Syap.g_01695	Prau.g_00074
OG0001033	Syap.g_00105	Prau.g_00209
OG0001035	Syap.g_01594	Prau.g_00256
OG0001038	Syap.g_01362	Prau.g_00280
OG0001039	Syap.g_01359	Prau.g_00283
OG0001040	Syap.g_01356	Prau.g_00285
OG0001041	Syap.g_01352	Prau.g_00289
OG0001043	Syap.g_01676	Prau.g_00307
OG0001044	Syap.g_00571	Prau.g_00335
OG0001053	Syap.g_02253	Prau.g_00524
OG0001054	Syap.g_00274	Prau.g_00539
OG0001055	Syap.g_00252	Prau.g_00558
OG0001059	Syap.g_00306	Prau.g_00593
OG0001060	Syap.g_00299	Prau.g_00600
OG0001061	Syap.g_01309	Prau.g_00613
OG0001062	Syap.g_01314	Prau.g_00615
OG0001072	Syap.g_00441	Prau.g_00628
OG0001073	Syap.g_00122, Syap.g_00455	Prau.g_00642
OG0001078	Syap.g_00896	Prau.g_00676
OG0001080	Syap.g_02505	Prau.g_00693
OG0001085	Syap.g_01953	Prau.g_00710
OG0001094	Syap.g_00187	Prau.g_00848
OG0001095	Syap.g_02725	Prau.g_00867
OG0001096	Syap.g_02709	Prau.g_00880
OG0001100	Syap.g_02369	Prau.g_00950
OG0001102	Syap.g_01258	Prau.g_00954
OG0001104	Syap.g_00171	Prau.g_00978
OG0001105	Syap.g_00175	Prau.g_00982
OG0001107	Syap.g_02015	Prau.g_01013
OG0001108	Syap.g_00119	Prau.g_01017
OG0001122	Syap.g_02766	Prau.g_01061
OG0001123	Syap.g_01872	Prau.g_01065
OG0001133	Syap.g_01292	Prau.g_01160
OG0001136	Syap.g_00230	Prau.g_01204
OG0001137	Syap.g_00213	Prau.g_01214
OG0001140	Syap.g_02134	Prau.g_01234
OG0001152	Syap.g_02447	Prau.g_01425
OG0001154	Syap.g_00013	Prau.g_01564
OG0001155	Syap.g_00750	Prau.g_01576
OG0001160	Syap.g_01217	Prau.g_01606
OG0001162	Syap.g_02366	Prau.g_01630
OG0001163	Syap.g_00609	Prau.g_01724
OG0001164	Syap.g_00614	Prau.g_01728
OG0001165	Syap.g_00619	Prau.g_01731
OG0001168	Syap.g_01372	Prau.g_01770
OG0001171	Syap.g_01505	Prau.g_01783
OG0001172	Syap.g_00547	Prau.g_01797
OG0001177	Syap.g_01920	Prau.g_01817
OG0001178	Syap.g_01786, Syap.g_01787	Prau.g_01822
OG0001179	Syap.g_00491	Prau.g_01853
OG0001180	Syap.g_00097, Syap.g_00465	Prau.g_01875
OG0001181	Syap.g_00459	Prau.g_01879
OG0001183	Syap.g_00594	Prau.g_01890
OG0001185	Syap.g_01104	Prau.g_01920
OG0001186	Syap.g_01140	Prau.g_01943
OG0001187	Syap.g_01142	Prau.g_01947
OG0001188	Syap.g_00634	Prau.g_01950
OG0001189	Syap.g_00979	Prau.g_01967
OG0001191	Syap.g_01030	Prau.g_01981
OG0001192	Syap.g_01021	Prau.g_01985
OG0001197	Syap.g_00126	Prau.g_02011
OG0001198	Syap.g_00052	Prau.g_02019
OG0001199	Syap.g_01696	Prau.g_00075
OG0001200	Syap.g_01698	Prau.g_00077
OG0001202	Syap.g_01613	Prau.g_00200
OG0001203	Syap.g_01154	Prau.g_00239
OG0001204	Syap.g_01577	Prau.g_00245
OG0001214	Syap.g_00897	Prau.g_00677
OG0001217	Syap.g_01464	Prau.g_00800
OG0001218	Syap.g_00020	Prau.g_00809
OG0001219	Syap.g_02794	Prau.g_00843
OG0001221	Syap.g_01777	Prau.g_00967
OG0001222	Syap.g_02027	Prau.g_01007
OG0001224	Syap.g_01551	Prau.g_01085
OG0001225	Syap.g_01553	Prau.g_01087
OG0001226	Syap.g_02551	Prau.g_01112
OG0001228	Syap.g_01063	Prau.g_01251
OG0001229	Syap.g_00827	Prau.g_01407
OG0001230	Syap.g_02116	Prau.g_01520
OG0001231	Syap.g_00073	Prau.g_01628
OG0001232	Syap.g_01393	Prau.g_01755
OG0001235	Syap.g_01924	Prau.g_01819
OG0001236	Syap.g_01069	Prau.g_01903
OG0001237	Syap.g_01073	Prau.g_01907
OG0001238	Syap.g_01028	Prau.g_01982
OG0001242	Syap.g_02227, Syap.g_02229	Prau.g_00120
OG0001243	Syap.g_02219	Prau.g_00126
OG0001244	Syap.g_02192	Prau.g_00142
OG0001246	Syap.g_00267, Syap.g_01165	Prau.g_00545
OG0001248	Syap.g_00423	Prau.g_00725
OG0001249	Syap.g_00575	Prau.g_00832
OG0001250	Syap.g_01836	Prau.g_00894
OG0001251	Syap.g_01549, Syap.g_01727	Prau.g_00943
OG0001253	Syap.g_01969	Prau.g_01131
OG0001255	Syap.g_02523	Prau.g_01191
OG0001256	Syap.g_01225	Prau.g_01621
OG0001257	Syap.g_00374, Syap.g_00373	Prau.g_01627
OG0001258	Syap.g_00617	Prau.g_01729
OG0001260	Syap.g_01497	Prau.g_01789
OG0001261	Syap.g_00482	Prau.g_01861
OG0001262	Syap.g_00981	Prau.g_01965
OG0001263	Syap.g_02216	Prau.g_00129
OG0001265	Syap.g_02231	Prau.g_00119
OG0001266	Syap.g_01618	Prau.g_00204
OG0001267	Syap.g_01360	Prau.g_00282
OG0001268	Syap.g_00563	Prau.g_00341
OG0001270	Syap.g_02056	Prau.g_00475
OG0001271	Syap.g_02759	Prau.g_00513
OG0001272	Syap.g_02250	Prau.g_00527
OG0001274	Syap.g_01897	Prau.g_00743
OG0001275	Syap.g_02694	Prau.g_01043
OG0001276	Syap.g_01873	Prau.g_01064
OG0001277	Syap.g_01293	Prau.g_01120
OG0001278	Syap.g_02438	Prau.g_01256
OG0001279	Syap.g_02663	Prau.g_01320
OG0001282	Syap.g_01701	Prau.g_01410
OG0001284	Syap.g_00047	Prau.g_01601
OG0001286	Syap.g_00467	Prau.g_01873
OG0001287	Syap.g_00418	Prau.g_01927
OG0001288	Syap.g_01123	Prau.g_01936
OG0001289	Syap.g_02365	Prau.g_00088
OG0001291	Syap.g_02207	Prau.g_00136
OG0001292	Syap.g_01583	Prau.g_00250
OG0001297	Syap.g_00255	Prau.g_00555
OG0001299	Syap.g_01959	Prau.g_00706
OG0001303	Syap.g_02795	Prau.g_01047
OG0001304	Syap.g_00536	Prau.g_01074
OG0001305	Syap.g_01562	Prau.g_01093
OG0001306	Syap.g_00245	Prau.g_01193
OG0001307	Syap.g_00403	Prau.g_01392
OG0001308	Syap.g_02751, Syap.g_02750	Prau.g_01541
OG0001310	Syap.g_01774	Prau.g_01744
OG0001311	Syap.g_01871	Prau.g_01066
OG0001315	Syap.g_00596	Prau.g_00063
OG0001318	Syap.g_01596, Syap.g_01597	Prau.g_00258
OG0001319	Syap.g_02338	Prau.g_00274
OG0001323	Syap.g_00757	Prau.g_00560
OG0001326	Syap.g_02646	Prau.g_00931
OG0001332	Syap.g_01548	Prau.g_01574
OG0001333	Syap.g_01373	Prau.g_01769
OG0001336	Syap.g_02602	Prau.g_02007
OG0001345	Syap.g_01877, Syap.g_02776	Prau.g_01225
OG0001346	Syap.g_01484	Prau.g_01372
OG0001349	Syap.g_01264, Syap.g_00851	Prau.g_01530
OG0001351	Syap.g_01996	Prau.g_00495
OG0001358	Syap.g_00942	Prau.g_00660
OG0001360	Syap.g_01881, Syap.g_02778	Prau.g_01132
OG0001361	Syap.g_01792	Prau.g_01222
OG0001364	Syap.g_01052	Prau.g_01896
OG0001365	Syap.g_00138	Prau.g_01975
OG0001371	Syap.g_02545, Syap.g_02544	Prau.g_00719
OG0001373	Syap.g_02647	Prau.g_00930
OG0001374	Syap.g_01829, Syap.g_01830	Prau.g_00938
OG0001376	Syap.g_01991	Prau.g_01098
OG0001377	Syap.g_01992	Prau.g_01099
OG0001378	Syap.g_02055	Prau.g_01141
OG0001382	Syap.g_00677	Prau.g_01640
OG0001385	Syap.g_02650	Prau.g_00927
OG0001386	Syap.g_02649	Prau.g_00928
OG0001387	Syap.g_02648	Prau.g_00929
OG0001388	Syap.g_02645	Prau.g_00932
OG0001389	Syap.g_02644	Prau.g_00933
OG0001390	Syap.g_02643	Prau.g_00934
OG0001391	Syap.g_01833	Prau.g_00935
OG0001392	Syap.g_01832	Prau.g_00936
OG0001393	Syap.g_01831	Prau.g_00937
OG0001394	Syap.g_00159	Prau.g_00971
OG0001395	Syap.g_00531	Prau.g_01076
OG0001398	Syap.g_02356	Prau.g_01653
OG0001406	Syap.g_01989	Prau.g_01097
OG0001408	Syap.g_01862	Prau.g_01115
OG0001411	Syap.g_00853	Prau.g_01452
OG0001415	Syap.g_00447, Syap.g_00446	Prau.g_00232
OG0001418	Syap.g_00221	Prau.g_00724
OG0001420	Syap.g_02736	Prau.g_01150
OG0001422	Syap.g_01682	Prau.g_01645
