Orthogroup	Syap	Prbm
OG0000583	Syap.g_01532	Prbm.g_00640
OG0000584	Syap.g_01530	Prbm.g_00641
OG0000585	Syap.g_01526	Prbm.g_00643
OG0000586	Syap.g_01525	Prbm.g_00644
OG0000587	Syap.g_01523	Prbm.g_00645
OG0000588	Syap.g_00776	Prbm.g_00649
OG0000589	Syap.g_00941	Prbm.g_00652
OG0000590	Syap.g_00940	Prbm.g_00653
OG0000591	Syap.g_01289	Prbm.g_00656
OG0000592	Syap.g_01288	Prbm.g_00657
OG0000593	Syap.g_00890	Prbm.g_00663
OG0000594	Syap.g_00891	Prbm.g_00664
OG0000595	Syap.g_00892	Prbm.g_00665
OG0000596	Syap.g_00898	Prbm.g_00669
OG0000597	Syap.g_00903	Prbm.g_00671
OG0000598	Syap.g_00904	Prbm.g_00672
OG0000599	Syap.g_00908	Prbm.g_00675
OG0000600	Syap.g_00909	Prbm.g_00676
OG0000601	Syap.g_00910	Prbm.g_00677
OG0000602	Syap.g_00640	Prbm.g_00679
OG0000603	Syap.g_00641	Prbm.g_00680
OG0000604	Syap.g_02769	Prbm.g_00681
OG0000605	Syap.g_02501, Syap.g_02771	Prbm.g_00682
OG0000606	Syap.g_02506	Prbm.g_00685
OG0000607	Syap.g_00093	Prbm.g_00688
OG0000608	Syap.g_00094	Prbm.g_00689
OG0000609	Syap.g_00096	Prbm.g_00690
OG0000610	Syap.g_01963	Prbm.g_00696
OG0000611	Syap.g_01958	Prbm.g_00699
OG0000612	Syap.g_01957	Prbm.g_00700
OG0000613	Syap.g_02480	Prbm.g_00706
OG0000615	Syap.g_00154	Prbm.g_00737
OG0000616	Syap.g_00127	Prbm.g_02220
OG0000617	Syap.g_00513	Prbm.g_00748
OG0000618	Syap.g_00514	Prbm.g_00749
OG0000619	Syap.g_00515	Prbm.g_00750
OG0000620	Syap.g_00520	Prbm.g_00753
OG0000621	Syap.g_00521	Prbm.g_00754
OG0000622	Syap.g_00523	Prbm.g_00755
OG0000623	Syap.g_00526	Prbm.g_00756
OG0000624	Syap.g_00527	Prbm.g_00758
OG0000625	Syap.g_00528	Prbm.g_00759
OG0000626	Syap.g_00529	Prbm.g_00760
OG0000627	Syap.g_00848	Prbm.g_00762
OG0000628	Syap.g_00850	Prbm.g_00763
OG0000629	Syap.g_02334	Prbm.g_00764
OG0000630	Syap.g_02793	Prbm.g_00767
OG0000631	Syap.g_01724	Prbm.g_00959
OG0000632	Syap.g_01725	Prbm.g_00960
OG0000633	Syap.g_01726	Prbm.g_00961
OG0000634	Syap.g_00190	Prbm.g_00810
OG0000635	Syap.g_00191	Prbm.g_00811
OG0000636	Syap.g_00193	Prbm.g_00813
OG0000637	Syap.g_00195	Prbm.g_00815
OG0000638	Syap.g_00196	Prbm.g_00816
OG0000639	Syap.g_00197	Prbm.g_00817
OG0000640	Syap.g_00198	Prbm.g_00818
OG0000641	Syap.g_00203	Prbm.g_00822
OG0000642	Syap.g_02732	Prbm.g_00823
OG0000643	Syap.g_02731	Prbm.g_00824
OG0000644	Syap.g_02730	Prbm.g_00825
OG0000645	Syap.g_02726	Prbm.g_00826
OG0000646	Syap.g_02723	Prbm.g_00829
OG0000647	Syap.g_02721	Prbm.g_00831
OG0000648	Syap.g_02719	Prbm.g_00833
OG0000649	Syap.g_02718	Prbm.g_00834
OG0000650	Syap.g_02717	Prbm.g_00835
OG0000651	Syap.g_02716	Prbm.g_00836
OG0000652	Syap.g_02715	Prbm.g_00837
OG0000653	Syap.g_02713	Prbm.g_00839
OG0000654	Syap.g_02711	Prbm.g_00840
OG0000655	Syap.g_02710	Prbm.g_00841
OG0000656	Syap.g_02706	Prbm.g_00844
OG0000657	Syap.g_01845	Prbm.g_00850
OG0000658	Syap.g_01841	Prbm.g_00852
OG0000659	Syap.g_01840	Prbm.g_00853
OG0000660	Syap.g_01835	Prbm.g_00857
OG0000662	Syap.g_00823	Prbm.g_00861
OG0000663	Syap.g_00826	Prbm.g_00863
OG0000664	Syap.g_00828	Prbm.g_00864
OG0000665	Syap.g_02331	Prbm.g_00868
OG0000666	Syap.g_01573	Prbm.g_00869
OG0000667	Syap.g_01979	Prbm.g_00873
OG0000668	Syap.g_02765	Prbm.g_00911
OG0000669	Syap.g_02371	Prbm.g_00919
OG0000670	Syap.g_02368	Prbm.g_00922
OG0000671	Syap.g_01260	Prbm.g_00924
OG0000672	Syap.g_01257	Prbm.g_00927
OG0000673	Syap.g_01253	Prbm.g_00930
OG0000674	Syap.g_01251	Prbm.g_00932
OG0000675	Syap.g_01250	Prbm.g_00933
OG0000676	Syap.g_01248	Prbm.g_00935
OG0000677	Syap.g_01246	Prbm.g_00936
OG0000678	Syap.g_01239	Prbm.g_00939
OG0000679	Syap.g_00157	Prbm.g_00943
OG0000680	Syap.g_00158	Prbm.g_00944
OG0000681	Syap.g_00163	Prbm.g_00946
OG0000682	Syap.g_00165	Prbm.g_00947
OG0000683	Syap.g_00166	Prbm.g_00948
OG0000684	Syap.g_00169	Prbm.g_00793
OG0000685	Syap.g_00172	Prbm.g_00795
OG0000686	Syap.g_00173	Prbm.g_00796
OG0000687	Syap.g_00174	Prbm.g_00797
OG0000688	Syap.g_00178	Prbm.g_00800
OG0000689	Syap.g_00180	Prbm.g_00801
OG0000690	Syap.g_00181	Prbm.g_00802
OG0000691	Syap.g_00182	Prbm.g_00803
OG0000692	Syap.g_00184	Prbm.g_00805
OG0000693	Syap.g_00185	Prbm.g_00806
OG0000694	Syap.g_00186	Prbm.g_00807
OG0000695	Syap.g_01729	Prbm.g_00963
OG0000696	Syap.g_01730	Prbm.g_00964
OG0000697	Syap.g_01734	Prbm.g_00965
OG0000698	Syap.g_01737	Prbm.g_00968
OG0000699	Syap.g_01738	Prbm.g_00969
OG0000700	Syap.g_01739	Prbm.g_00970
OG0000701	Syap.g_01740	Prbm.g_00971
OG0000702	Syap.g_01747	Prbm.g_00973
OG0000703	Syap.g_01750	Prbm.g_00974
OG0000704	Syap.g_01753	Prbm.g_00975
OG0000705	Syap.g_02022	Prbm.g_00981
OG0000706	Syap.g_02020	Prbm.g_00982
OG0000707	Syap.g_02019	Prbm.g_00983
OG0000708	Syap.g_02016	Prbm.g_00985
OG0000709	Syap.g_00121	Prbm.g_00989
OG0000711	Syap.g_02686	Prbm.g_01007
OG0000712	Syap.g_02688	Prbm.g_01009
OG0000713	Syap.g_02689	Prbm.g_01010
OG0000714	Syap.g_02691	Prbm.g_01011
OG0000715	Syap.g_02693	Prbm.g_01013
OG0000716	Syap.g_02696	Prbm.g_01014
OG0000717	Syap.g_02697	Prbm.g_01015
OG0000718	Syap.g_02701	Prbm.g_01031
OG0000719	Syap.g_02767	Prbm.g_01032
OG0000720	Syap.g_02780	Prbm.g_01042
OG0000721	Syap.g_02782	Prbm.g_01043
OG0000722	Syap.g_02783	Prbm.g_01044
OG0000723	Syap.g_00532	Prbm.g_01048
OG0000725	Syap.g_01559	Prbm.g_00887
OG0000726	Syap.g_01560	Prbm.g_00886
OG0000727	Syap.g_01561	Prbm.g_00885
OG0000728	Syap.g_01564	Prbm.g_00883
OG0000729	Syap.g_01122	Prbm.g_02104
OG0000730	Syap.g_00572	Prbm.g_00398
OG0000731	Syap.g_00560	Prbm.g_00406
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prbm.g_02166
OG0000733	Syap.g_01971	Prbm.g_01911
OG0000734	Syap.g_02628	Prbm.g_01565
OG0000735	Syap.g_00244	Prbm.g_01563
OG0000736	Syap.g_00243	Prbm.g_01562
OG0000737	Syap.g_00242	Prbm.g_01561
OG0000738	Syap.g_00236	Prbm.g_01557
OG0000739	Syap.g_00235	Prbm.g_01556
OG0000740	Syap.g_00234	Prbm.g_01555
OG0000741	Syap.g_00231	Prbm.g_01553
OG0000742	Syap.g_00229	Prbm.g_01550
OG0000743	Syap.g_00226	Prbm.g_01548
OG0000744	Syap.g_00225	Prbm.g_01547
OG0000745	Syap.g_00222	Prbm.g_01545
OG0000746	Syap.g_00220	Prbm.g_01543
OG0000747	Syap.g_00219	Prbm.g_01542
OG0000748	Syap.g_00212	Prbm.g_01538
OG0000749	Syap.g_00211	Prbm.g_01537
OG0000750	Syap.g_00210	Prbm.g_01536
OG0000751	Syap.g_00205	Prbm.g_01533
OG0000752	Syap.g_01793	Prbm.g_01531
OG0000753	Syap.g_02775	Prbm.g_01529
OG0000754	Syap.g_01883	Prbm.g_01525
OG0000755	Syap.g_01893	Prbm.g_01520
OG0000757	Syap.g_00427	Prbm.g_01512
OG0000758	Syap.g_00428	Prbm.g_01511
OG0000759	Syap.g_00429	Prbm.g_01510
OG0000760	Syap.g_00430	Prbm.g_01509
OG0000761	Syap.g_00431	Prbm.g_01508
OG0000762	Syap.g_00434	Prbm.g_01507
OG0000763	Syap.g_02624	Prbm.g_01505
OG0000764	Syap.g_02623	Prbm.g_01504
OG0000765	Syap.g_02440	Prbm.g_01496
OG0000766	Syap.g_02439	Prbm.g_01495
OG0000767	Syap.g_02437	Prbm.g_01494
OG0000768	Syap.g_02436	Prbm.g_01493
OG0000769	Syap.g_02434	Prbm.g_01491
OG0000770	Syap.g_02431	Prbm.g_01490
OG0000772	Syap.g_02295	Prbm.g_01356
OG0000773	Syap.g_00885	Prbm.g_01602
OG0000774	Syap.g_01473	Prbm.g_01605
OG0000775	Syap.g_01475	Prbm.g_01606
OG0000776	Syap.g_01476	Prbm.g_01607
OG0000777	Syap.g_01478	Prbm.g_01608
OG0000778	Syap.g_01479	Prbm.g_01609
OG0000779	Syap.g_01494	Prbm.g_01613
OG0000780	Syap.g_01496	Prbm.g_01614
OG0000781	Syap.g_02609	Prbm.g_01616
OG0000782	Syap.g_02611	Prbm.g_01617
OG0000783	Syap.g_02612	Prbm.g_01618
OG0000784	Syap.g_02613	Prbm.g_01619
OG0000785	Syap.g_02281	Prbm.g_01621
OG0000786	Syap.g_02287	Prbm.g_01624
OG0000787	Syap.g_02288	Prbm.g_01625
OG0000788	Syap.g_01932	Prbm.g_00777
OG0000789	Syap.g_00372	Prbm.g_01051
OG0000791	Syap.g_02520	Prbm.g_01667
OG0000792	Syap.g_02519	Prbm.g_01668
OG0000793	Syap.g_02141	Prbm.g_01671
OG0000794	Syap.g_02200	Prbm.g_01672
OG0000795	Syap.g_02199	Prbm.g_01673
OG0000796	Syap.g_02448	Prbm.g_01677
OG0000797	Syap.g_02449	Prbm.g_01678
OG0000799	Syap.g_02488	Prbm.g_01691
OG0000800	Syap.g_02487	Prbm.g_01692
OG0000801	Syap.g_02486	Prbm.g_01693
OG0000802	Syap.g_02659	Prbm.g_01695
OG0000803	Syap.g_02109	Prbm.g_01697
OG0000804	Syap.g_02113	Prbm.g_01698
OG0000805	Syap.g_02115	Prbm.g_01700
OG0000806	Syap.g_02117	Prbm.g_01702
OG0000807	Syap.g_02118	Prbm.g_01703
OG0000808	Syap.g_02119	Prbm.g_01704
OG0000809	Syap.g_02122	Prbm.g_01708
OG0000810	Syap.g_02124	Prbm.g_01709
OG0000811	Syap.g_02472	Prbm.g_01713
OG0000812	Syap.g_02474	Prbm.g_01715
OG0000813	Syap.g_02475	Prbm.g_01716
OG0000814	Syap.g_02753	Prbm.g_01718
OG0000815	Syap.g_02752	Prbm.g_01719
OG0000816	Syap.g_02289	Prbm.g_01721
OG0000817	Syap.g_02527	Prbm.g_01722
OG0000818	Syap.g_02001	Prbm.g_01726
OG0000819	Syap.g_02002	Prbm.g_01727
OG0000820	Syap.g_02003	Prbm.g_01728
OG0000821	Syap.g_02009	Prbm.g_01731
OG0000822	Syap.g_02011	Prbm.g_01732
OG0000824	Syap.g_00008	Prbm.g_01736
OG0000825	Syap.g_00009	Prbm.g_01737
OG0000826	Syap.g_00010	Prbm.g_01738
OG0000827	Syap.g_00011	Prbm.g_01739
OG0000828	Syap.g_00014	Prbm.g_01742
OG0000829	Syap.g_00015	Prbm.g_01743
OG0000830	Syap.g_00016	Prbm.g_01744
OG0000831	Syap.g_00019	Prbm.g_01746
OG0000832	Syap.g_00752	Prbm.g_01756
OG0000833	Syap.g_00021	Prbm.g_01764
OG0000834	Syap.g_00023	Prbm.g_01765
OG0000835	Syap.g_00024	Prbm.g_01766
OG0000836	Syap.g_00026	Prbm.g_01768
OG0000837	Syap.g_00027	Prbm.g_01769
OG0000838	Syap.g_00031	Prbm.g_01771
OG0000839	Syap.g_00032	Prbm.g_01772
OG0000840	Syap.g_00033	Prbm.g_01773
OG0000841	Syap.g_00034	Prbm.g_01774
OG0000842	Syap.g_00035	Prbm.g_01775
OG0000843	Syap.g_00036	Prbm.g_01776
OG0000844	Syap.g_00039	Prbm.g_01777
OG0000845	Syap.g_00040	Prbm.g_01778
OG0000846	Syap.g_00042	Prbm.g_01779
OG0000847	Syap.g_00043	Prbm.g_01780
OG0000848	Syap.g_00045	Prbm.g_01781
OG0000849	Syap.g_00046	Prbm.g_01782
OG0000850	Syap.g_00310	Prbm.g_01784
OG0000851	Syap.g_01214	Prbm.g_01785
OG0000852	Syap.g_01215	Prbm.g_01786
OG0000853	Syap.g_01219	Prbm.g_01791
OG0000854	Syap.g_01222	Prbm.g_01793
OG0000855	Syap.g_01223	Prbm.g_01794
OG0000856	Syap.g_01286	Prbm.g_01685
OG0000857	Syap.g_02722	Prbm.g_00830
OG0000858	Syap.g_00612	Prbm.g_01835
OG0000859	Syap.g_00613	Prbm.g_01836
OG0000860	Syap.g_00623	Prbm.g_01843
OG0000861	Syap.g_02789	Prbm.g_01844
OG0000862	Syap.g_01789	Prbm.g_01845
OG0000863	Syap.g_01784	Prbm.g_01846
OG0000864	Syap.g_01783	Prbm.g_01847
OG0000865	Syap.g_01781, Syap.g_01782	Prbm.g_01848
OG0000866	Syap.g_01780	Prbm.g_01849
OG0000867	Syap.g_01779	Prbm.g_01850
OG0000868	Syap.g_01775	Prbm.g_01851
OG0000869	Syap.g_01770	Prbm.g_01854
OG0000870	Syap.g_01401	Prbm.g_01859
OG0000871	Syap.g_01400	Prbm.g_01860
OG0000872	Syap.g_01394	Prbm.g_01861
OG0000873	Syap.g_01390	Prbm.g_01864
OG0000874	Syap.g_01388	Prbm.g_01867
OG0000875	Syap.g_01386	Prbm.g_01869
OG0000876	Syap.g_00822	Prbm.g_01870
OG0000877	Syap.g_01380	Prbm.g_01872
OG0000878	Syap.g_01378	Prbm.g_01873
OG0000879	Syap.g_01377	Prbm.g_01874
OG0000880	Syap.g_01376	Prbm.g_01875
OG0000882	Syap.g_01516	Prbm.g_01883
OG0000883	Syap.g_01511	Prbm.g_01885
OG0000884	Syap.g_01509	Prbm.g_01887
OG0000885	Syap.g_01508	Prbm.g_01888
OG0000886	Syap.g_01507	Prbm.g_01889
OG0000887	Syap.g_01506	Prbm.g_01890
OG0000888	Syap.g_01504	Prbm.g_01892
OG0000889	Syap.g_01502	Prbm.g_01894
OG0000890	Syap.g_01499	Prbm.g_01895
OG0000891	Syap.g_01498	Prbm.g_01896
OG0000892	Syap.g_02671	Prbm.g_01898
OG0000893	Syap.g_02497	Prbm.g_01948
OG0000894	Syap.g_02679	Prbm.g_01951
OG0000895	Syap.g_00546	Prbm.g_01954
OG0000896	Syap.g_00545	Prbm.g_01955
OG0000897	Syap.g_00543	Prbm.g_01957
OG0000898	Syap.g_00542	Prbm.g_01958
OG0000899	Syap.g_00541	Prbm.g_01959
OG0000900	Syap.g_00540	Prbm.g_01960
OG0000901	Syap.g_01930	Prbm.g_01963
OG0000902	Syap.g_01929	Prbm.g_01965
OG0000903	Syap.g_01916	Prbm.g_01975
OG0000904	Syap.g_01922	Prbm.g_01970
OG0000905	Syap.g_01925	Prbm.g_01967
OG0000906	Syap.g_01927	Prbm.g_01966
OG0000907	Syap.g_01914	Prbm.g_01990
OG0000908	Syap.g_01235	Prbm.g_01993
OG0000909	Syap.g_01236	Prbm.g_01994
OG0000910	Syap.g_01237	Prbm.g_01995
OG0000911	Syap.g_00511	Prbm.g_01997
OG0000912	Syap.g_00510	Prbm.g_01998
OG0000913	Syap.g_00509	Prbm.g_01999
OG0000914	Syap.g_00508	Prbm.g_02000
OG0000915	Syap.g_00506	Prbm.g_02001
OG0000916	Syap.g_00505	Prbm.g_02002
OG0000917	Syap.g_00504	Prbm.g_02003
OG0000918	Syap.g_00503	Prbm.g_02004
OG0000919	Syap.g_00502	Prbm.g_02005
OG0000920	Syap.g_00501	Prbm.g_02006
OG0000921	Syap.g_00500	Prbm.g_02007
OG0000922	Syap.g_00499	Prbm.g_02008
OG0000923	Syap.g_00495	Prbm.g_02012
OG0000924	Syap.g_00494	Prbm.g_02013
OG0000925	Syap.g_00493	Prbm.g_02014
OG0000926	Syap.g_00492	Prbm.g_02015
OG0000927	Syap.g_00490	Prbm.g_02017
OG0000928	Syap.g_00489	Prbm.g_02018
OG0000929	Syap.g_00488	Prbm.g_02019
OG0000930	Syap.g_00487	Prbm.g_02020
OG0000931	Syap.g_00486	Prbm.g_02021
OG0000932	Syap.g_00485	Prbm.g_02022
OG0000933	Syap.g_00479	Prbm.g_02026
OG0000934	Syap.g_00477	Prbm.g_02028
OG0000935	Syap.g_00476	Prbm.g_02029
OG0000936	Syap.g_00475	Prbm.g_02030
OG0000937	Syap.g_00474	Prbm.g_02031
OG0000938	Syap.g_00471	Prbm.g_02034
OG0000939	Syap.g_00469	Prbm.g_02035
OG0000940	Syap.g_00460	Prbm.g_02042
OG0000941	Syap.g_00458	Prbm.g_02044
OG0000942	Syap.g_00606	Prbm.g_02046
OG0000943	Syap.g_00604	Prbm.g_02048
OG0000944	Syap.g_00602	Prbm.g_02050
OG0000945	Syap.g_00601	Prbm.g_02051
OG0000946	Syap.g_00595	Prbm.g_02057
OG0000947	Syap.g_00591	Prbm.g_02059
OG0000948	Syap.g_00590	Prbm.g_02060
OG0000949	Syap.g_01051	Prbm.g_02063
OG0000950	Syap.g_01061	Prbm.g_02068
OG0000951	Syap.g_01070	Prbm.g_02072
OG0000952	Syap.g_01074	Prbm.g_02076
OG0000953	Syap.g_01078	Prbm.g_02080
OG0000954	Syap.g_01089	Prbm.g_02084
OG0000955	Syap.g_01090	Prbm.g_02085
OG0000956	Syap.g_01092	Prbm.g_02087
OG0000957	Syap.g_01109	Prbm.g_02092
OG0000958	Syap.g_01110	Prbm.g_02093
OG0000959	Syap.g_01114	Prbm.g_02097
OG0000960	Syap.g_01115	Prbm.g_02098
OG0000961	Syap.g_02170	Prbm.g_02101
OG0000962	Syap.g_01121	Prbm.g_02103
OG0000963	Syap.g_01124	Prbm.g_02107
OG0000964	Syap.g_01125	Prbm.g_02108
OG0000965	Syap.g_01126	Prbm.g_02109
OG0000966	Syap.g_01141	Prbm.g_02144
OG0000967	Syap.g_00633	Prbm.g_02148
OG0000968	Syap.g_00998	Prbm.g_02150
OG0000969	Syap.g_00996	Prbm.g_02151
OG0000970	Syap.g_00995	Prbm.g_02152
OG0000971	Syap.g_00993	Prbm.g_02153
OG0000972	Syap.g_00992	Prbm.g_02154
OG0000973	Syap.g_00991	Prbm.g_02155
OG0000974	Syap.g_00990	Prbm.g_02156
OG0000975	Syap.g_00989	Prbm.g_02157
OG0000976	Syap.g_00988	Prbm.g_02158
OG0000977	Syap.g_00986	Prbm.g_02159
OG0000978	Syap.g_00985	Prbm.g_02160
OG0000979	Syap.g_00980	Prbm.g_02163
OG0000980	Syap.g_00977	Prbm.g_02165
OG0000981	Syap.g_01812	Prbm.g_02168
OG0000982	Syap.g_00132	Prbm.g_02170
OG0000983	Syap.g_00134	Prbm.g_02171
OG0000984	Syap.g_00135	Prbm.g_02172
OG0000985	Syap.g_00140	Prbm.g_02175
OG0000986	Syap.g_01044	Prbm.g_02177
OG0000987	Syap.g_01033	Prbm.g_02178
OG0000988	Syap.g_01027	Prbm.g_02181
OG0000989	Syap.g_01011	Prbm.g_02185
OG0000990	Syap.g_02087	Prbm.g_02190
OG0000991	Syap.g_02091	Prbm.g_02191
OG0000992	Syap.g_02095	Prbm.g_02194
OG0000993	Syap.g_02097	Prbm.g_02195
OG0000994	Syap.g_02101	Prbm.g_02196
OG0000996	Syap.g_01817	Prbm.g_02201
OG0000997	Syap.g_02590	Prbm.g_02208
OG0000998	Syap.g_02591	Prbm.g_02210
OG0000999	Syap.g_02592	Prbm.g_02211
OG0001001	Syap.g_02605	Prbm.g_02217
OG0001002	Syap.g_00124	Prbm.g_02222
OG0001003	Syap.g_02310	Prbm.g_02225
OG0001004	Syap.g_02311	Prbm.g_02226
OG0001005	Syap.g_02312	Prbm.g_02227
OG0001006	Syap.g_00053	Prbm.g_02231
OG0001007	Syap.g_00055	Prbm.g_02233
OG0001008	Syap.g_02060	Prbm.g_00447
OG0001012	Syap.g_00371	Prbm.g_00052
OG0001013	Syap.g_01325	Prbm.g_00057
OG0001016	Syap.g_01695	Prbm.g_00130
OG0001033	Syap.g_00105	Prbm.g_00267
OG0001035	Syap.g_01594	Prbm.g_00313
OG0001038	Syap.g_01362	Prbm.g_00335
OG0001039	Syap.g_01359	Prbm.g_00337
OG0001040	Syap.g_01356	Prbm.g_00340
OG0001041	Syap.g_01352	Prbm.g_00344
OG0001043	Syap.g_01676	Prbm.g_00361
OG0001044	Syap.g_00571	Prbm.g_00399
OG0001053	Syap.g_02253	Prbm.g_00509
OG0001054	Syap.g_00274	Prbm.g_00523
OG0001055	Syap.g_00252	Prbm.g_00551
OG0001059	Syap.g_00306	Prbm.g_00586
OG0001060	Syap.g_00299	Prbm.g_00593
OG0001061	Syap.g_01309	Prbm.g_00606
OG0001062	Syap.g_01314	Prbm.g_00608
OG0001072	Syap.g_00441	Prbm.g_00619
OG0001073	Syap.g_00122, Syap.g_00455	Prbm.g_00634
OG0001078	Syap.g_00896	Prbm.g_00667
OG0001080	Syap.g_02505	Prbm.g_00684
OG0001085	Syap.g_01953	Prbm.g_00703
OG0001094	Syap.g_00187	Prbm.g_00808
OG0001095	Syap.g_02725	Prbm.g_00827
OG0001096	Syap.g_02709	Prbm.g_00842
OG0001100	Syap.g_02369	Prbm.g_00921
OG0001102	Syap.g_01258	Prbm.g_00926
OG0001103	Syap.g_01256	Prbm.g_00928
OG0001104	Syap.g_00171	Prbm.g_00794
OG0001105	Syap.g_00175	Prbm.g_00798
OG0001107	Syap.g_02015	Prbm.g_00986
OG0001108	Syap.g_00119	Prbm.g_00990
OG0001122	Syap.g_02766	Prbm.g_01033
OG0001123	Syap.g_01872	Prbm.g_01037
OG0001133	Syap.g_01292	Prbm.g_01079
OG0001136	Syap.g_00230	Prbm.g_01552
OG0001137	Syap.g_00213	Prbm.g_01539
OG0001140	Syap.g_02134	Prbm.g_01515
OG0001152	Syap.g_02447	Prbm.g_01676
OG0001154	Syap.g_00013	Prbm.g_01741
OG0001155	Syap.g_00750	Prbm.g_01757
OG0001160	Syap.g_01217	Prbm.g_01789
OG0001162	Syap.g_02366	Prbm.g_01801
OG0001163	Syap.g_00609	Prbm.g_01833
OG0001164	Syap.g_00614	Prbm.g_01837
OG0001165	Syap.g_00619	Prbm.g_01840
OG0001168	Syap.g_01372	Prbm.g_01877
OG0001171	Syap.g_01505	Prbm.g_01891
OG0001172	Syap.g_00547	Prbm.g_01952
OG0001177	Syap.g_01920	Prbm.g_01972
OG0001178	Syap.g_01786, Syap.g_01787	Prbm.g_01345
OG0001179	Syap.g_00491	Prbm.g_02016
OG0001180	Syap.g_00097, Syap.g_00465	Prbm.g_02039
OG0001181	Syap.g_00459	Prbm.g_02043
OG0001183	Syap.g_00594	Prbm.g_02058
OG0001185	Syap.g_01104	Prbm.g_02089
OG0001186	Syap.g_01140	Prbm.g_02140
OG0001187	Syap.g_01142	Prbm.g_02145
OG0001188	Syap.g_00634	Prbm.g_02147
OG0001189	Syap.g_00979	Prbm.g_02164
OG0001191	Syap.g_01030	Prbm.g_02179
OG0001192	Syap.g_01021	Prbm.g_02184
OG0001197	Syap.g_00126	Prbm.g_02221
OG0001198	Syap.g_00052	Prbm.g_02230
OG0001199	Syap.g_01696	Prbm.g_00131
OG0001200	Syap.g_01698	Prbm.g_00133
OG0001202	Syap.g_01613	Prbm.g_00259
OG0001203	Syap.g_01154	Prbm.g_00298
OG0001204	Syap.g_01577	Prbm.g_00304
OG0001214	Syap.g_00897	Prbm.g_00668
OG0001217	Syap.g_01464	Prbm.g_00111
OG0001218	Syap.g_00020	Prbm.g_00785
OG0001219	Syap.g_02794	Prbm.g_00957
OG0001221	Syap.g_01777	Prbm.g_00941
OG0001222	Syap.g_02027	Prbm.g_00889
OG0001224	Syap.g_01551	Prbm.g_01060
OG0001225	Syap.g_01553	Prbm.g_01062
OG0001226	Syap.g_02551	Prbm.g_01945
OG0001228	Syap.g_01063	Prbm.g_01498
OG0001229	Syap.g_00827	Prbm.g_01176
OG0001230	Syap.g_02116	Prbm.g_01701
OG0001231	Syap.g_00073	Prbm.g_00789
OG0001232	Syap.g_01393	Prbm.g_01862
OG0001235	Syap.g_01924	Prbm.g_01968
OG0001236	Syap.g_01069	Prbm.g_02071
OG0001237	Syap.g_01073	Prbm.g_02075
OG0001238	Syap.g_01028	Prbm.g_02180
OG0001239	Syap.g_01693, Syap.g_01692	Prbm.g_00128
OG0001242	Syap.g_02227, Syap.g_02229	Prbm.g_00178
OG0001243	Syap.g_02219	Prbm.g_00185
OG0001244	Syap.g_02192	Prbm.g_00201
OG0001246	Syap.g_00267, Syap.g_01165	Prbm.g_00538
OG0001248	Syap.g_00423	Prbm.g_00722
OG0001249	Syap.g_00575	Prbm.g_00395
OG0001251	Syap.g_01549, Syap.g_01727	Prbm.g_01937
OG0001253	Syap.g_01969	Prbm.g_01806
OG0001255	Syap.g_02523	Prbm.g_01566
OG0001256	Syap.g_01225	Prbm.g_01797
OG0001257	Syap.g_00374, Syap.g_00373	Prbm.g_01802
OG0001258	Syap.g_00617	Prbm.g_01838
OG0001260	Syap.g_01497	Prbm.g_01897
OG0001261	Syap.g_00482	Prbm.g_02024
OG0001262	Syap.g_00981	Prbm.g_02162
OG0001263	Syap.g_02216	Prbm.g_00188
OG0001277	Syap.g_01293	Prbm.g_02207
OG0001279	Syap.g_02663	Prbm.g_01171
OG0001282	Syap.g_01701	Prbm.g_01661
OG0001284	Syap.g_00047	Prbm.g_01783
OG0001286	Syap.g_00467	Prbm.g_02037
OG0001287	Syap.g_00418	Prbm.g_02096
OG0001288	Syap.g_01123	Prbm.g_02106
OG0001289	Syap.g_02365	Prbm.g_00144
OG0001297	Syap.g_00255	Prbm.g_00548
OG0001299	Syap.g_01959	Prbm.g_00698
OG0001303	Syap.g_02795	Prbm.g_01273
OG0001304	Syap.g_00536	Prbm.g_01046
OG0001305	Syap.g_01562	Prbm.g_00884
OG0001306	Syap.g_00245	Prbm.g_01564
OG0001307	Syap.g_00403	Prbm.g_01594, Prbm.g_01631
OG0001308	Syap.g_02751, Syap.g_02750	Prbm.g_01720
OG0001310	Syap.g_01774	Prbm.g_01852
OG0001311	Syap.g_01871	Prbm.g_01038
OG0001312	Syap.g_01735	Prbm.g_00966
OG0001314	Syap.g_00330, Syap.g_00391	Prbm.g_01169
OG0001315	Syap.g_00596	Prbm.g_02056
OG0001318	Syap.g_01596, Syap.g_01597	Prbm.g_00316
OG0001326	Syap.g_02646	Prbm.g_01929
OG0001332	Syap.g_01548	Prbm.g_01755
OG0001336	Syap.g_02602	Prbm.g_02216
OG0001337	Syap.g_00576	Prbm.g_00387
OG0001345	Syap.g_01877, Syap.g_02776	Prbm.g_01528
OG0001346	Syap.g_01484	Prbm.g_01612
OG0001347	Syap.g_02536	Prbm.g_02118
OG0001348	Syap.g_00938	Prbm.g_01122
OG0001351	Syap.g_01996	Prbm.g_00481
OG0001360	Syap.g_01881, Syap.g_02778	Prbm.g_01526
OG0001365	Syap.g_00138	Prbm.g_02173
