Orthogroup	Syap	Syaq
OG0000571	Syap.g_01307	Syaq.g_01960
OG0000573	Syap.g_00765	Syaq.g_01985
OG0000574	Syap.g_00759	Syaq.g_01986
OG0000575	Syap.g_00445	Syaq.g_01991
OG0000576	Syap.g_00450	Syaq.g_01993
OG0000577	Syap.g_00451	Syaq.g_01994
OG0000578	Syap.g_00452	Syaq.g_01995
OG0000579	Syap.g_00453	Syaq.g_01996
OG0000580	Syap.g_00454	Syaq.g_01997
OG0000581	Syap.g_01521	Syaq.g_02003
OG0000582	Syap.g_01533	Syaq.g_02012
OG0000583	Syap.g_01532	Syaq.g_02013
OG0000584	Syap.g_01530	Syaq.g_02014
OG0000585	Syap.g_01526	Syaq.g_02017
OG0000586	Syap.g_01525	Syaq.g_02018
OG0000587	Syap.g_01523	Syaq.g_02020
OG0000588	Syap.g_00776	Syaq.g_02043
OG0000589	Syap.g_00941	Syaq.g_02057
OG0000590	Syap.g_00940	Syaq.g_02058
OG0000591	Syap.g_01289	Syaq.g_02066
OG0000592	Syap.g_01288	Syaq.g_02067
OG0000593	Syap.g_00890	Syaq.g_02078
OG0000594	Syap.g_00891	Syaq.g_02079
OG0000595	Syap.g_00892	Syaq.g_02080
OG0000596	Syap.g_00898	Syaq.g_02085
OG0000597	Syap.g_00903	Syaq.g_02088
OG0000598	Syap.g_00904	Syaq.g_02089
OG0000599	Syap.g_00908	Syaq.g_02096
OG0000600	Syap.g_00909	Syaq.g_02097
OG0000601	Syap.g_00910	Syaq.g_02098
OG0000602	Syap.g_00640	Syaq.g_02104
OG0000603	Syap.g_00641	Syaq.g_02105
OG0000604	Syap.g_02769	Syaq.g_02107
OG0000605	Syap.g_02501, Syap.g_02771	Syaq.g_02151
OG0000606	Syap.g_02506	Syaq.g_02231
OG0000607	Syap.g_00093	Syaq.g_02234
OG0000608	Syap.g_00094	Syaq.g_02235
OG0000609	Syap.g_00096	Syaq.g_02237
OG0000610	Syap.g_01963	Syaq.g_02244
OG0000611	Syap.g_01958	Syaq.g_02247
OG0000612	Syap.g_01957	Syaq.g_02248
OG0000613	Syap.g_02480	Syaq.g_00885
OG0000615	Syap.g_00154	Syaq.g_02302
OG0000616	Syap.g_00127	Syaq.g_01168
OG0000617	Syap.g_00513	Syaq.g_00031
OG0000618	Syap.g_00514	Syaq.g_00032
OG0000619	Syap.g_00515	Syaq.g_00033
OG0000620	Syap.g_00520	Syaq.g_00038
OG0000621	Syap.g_00521	Syaq.g_00039
OG0000622	Syap.g_00523	Syaq.g_00040
OG0000623	Syap.g_00526	Syaq.g_00041
OG0000624	Syap.g_00527	Syaq.g_00042
OG0000625	Syap.g_00528	Syaq.g_00043
OG0000626	Syap.g_00529	Syaq.g_00044
OG0000627	Syap.g_00848	Syaq.g_02425
OG0000628	Syap.g_00850	Syaq.g_02426
OG0000629	Syap.g_02334	Syaq.g_02429
OG0000630	Syap.g_02793	Syaq.g_02433
OG0000631	Syap.g_01724	Syaq.g_02441
OG0000632	Syap.g_01725	Syaq.g_02442
OG0000633	Syap.g_01726	Syaq.g_02444
OG0000634	Syap.g_00190	Syaq.g_02336
OG0000635	Syap.g_00191	Syaq.g_02337
OG0000636	Syap.g_00193	Syaq.g_02339
OG0000637	Syap.g_00195	Syaq.g_02341
OG0000638	Syap.g_00196	Syaq.g_02342
OG0000639	Syap.g_00197	Syaq.g_02343
OG0000640	Syap.g_00198	Syaq.g_02344
OG0000641	Syap.g_00203	Syaq.g_02348
OG0000642	Syap.g_02732	Syaq.g_02349
OG0000643	Syap.g_02731	Syaq.g_02350
OG0000644	Syap.g_02730	Syaq.g_02351
OG0000645	Syap.g_02726	Syaq.g_02353
OG0000646	Syap.g_02723	Syaq.g_02356
OG0000647	Syap.g_02721	Syaq.g_02358
OG0000648	Syap.g_02719	Syaq.g_02360
OG0000649	Syap.g_02718	Syaq.g_02361
OG0000650	Syap.g_02717	Syaq.g_02362
OG0000651	Syap.g_02716	Syaq.g_02363
OG0000652	Syap.g_02715	Syaq.g_02364
OG0000653	Syap.g_02713	Syaq.g_02367
OG0000654	Syap.g_02711	Syaq.g_02368
OG0000655	Syap.g_02710	Syaq.g_02369
OG0000656	Syap.g_02706	Syaq.g_02372
OG0000657	Syap.g_01845	Syaq.g_02382
OG0000658	Syap.g_01841	Syaq.g_02385
OG0000659	Syap.g_01840	Syaq.g_02386
OG0000660	Syap.g_01835	Syaq.g_02390
OG0000662	Syap.g_00823	Syaq.g_02394
OG0000663	Syap.g_00826	Syaq.g_02397
OG0000664	Syap.g_00828	Syaq.g_02400
OG0000665	Syap.g_02331	Syaq.g_02124
OG0000666	Syap.g_01573	Syaq.g_02117
OG0000667	Syap.g_01979	Syaq.g_02222
OG0000668	Syap.g_02765	Syaq.g_00068
OG0000669	Syap.g_02371	Syaq.g_02260
OG0000670	Syap.g_02368	Syaq.g_00079
OG0000671	Syap.g_01260	Syaq.g_02264
OG0000672	Syap.g_01257	Syaq.g_02267
OG0000673	Syap.g_01253	Syaq.g_02270
OG0000674	Syap.g_01251	Syaq.g_02272
OG0000675	Syap.g_01250	Syaq.g_02273
OG0000676	Syap.g_01248	Syaq.g_02275
OG0000677	Syap.g_01246	Syaq.g_02276
OG0000678	Syap.g_01239	Syaq.g_02282
OG0000679	Syap.g_00157	Syaq.g_02305
OG0000680	Syap.g_00158	Syaq.g_02306
OG0000681	Syap.g_00163	Syaq.g_02309
OG0000682	Syap.g_00165	Syaq.g_02310
OG0000683	Syap.g_00166	Syaq.g_02311
OG0000684	Syap.g_00169	Syaq.g_02315
OG0000685	Syap.g_00172	Syaq.g_02317
OG0000686	Syap.g_00173	Syaq.g_02318
OG0000687	Syap.g_00174	Syaq.g_02319
OG0000688	Syap.g_00178	Syaq.g_02325
OG0000689	Syap.g_00180	Syaq.g_02327
OG0000690	Syap.g_00181	Syaq.g_02328
OG0000691	Syap.g_00182	Syaq.g_02329
OG0000692	Syap.g_00184	Syaq.g_02330
OG0000693	Syap.g_00185	Syaq.g_02332
OG0000694	Syap.g_00186	Syaq.g_02333
OG0000695	Syap.g_01729	Syaq.g_02446
OG0000696	Syap.g_01730	Syaq.g_02447
OG0000697	Syap.g_01734	Syaq.g_02448
OG0000698	Syap.g_01737	Syaq.g_02451
OG0000699	Syap.g_01738	Syaq.g_02452
OG0000700	Syap.g_01739	Syaq.g_02453
OG0000701	Syap.g_01740	Syaq.g_02454
OG0000702	Syap.g_01747	Syaq.g_02467
OG0000703	Syap.g_01750	Syaq.g_02468
OG0000704	Syap.g_01753	Syaq.g_02470
OG0000705	Syap.g_02022	Syaq.g_02477
OG0000706	Syap.g_02020	Syaq.g_02478
OG0000707	Syap.g_02019	Syaq.g_02479
OG0000708	Syap.g_02016	Syaq.g_02482
OG0000709	Syap.g_00121	Syaq.g_02490
OG0000711	Syap.g_02686	Syaq.g_02521
OG0000712	Syap.g_02688	Syaq.g_02523
OG0000713	Syap.g_02689	Syaq.g_02524
OG0000714	Syap.g_02691	Syaq.g_02527
OG0000715	Syap.g_02693	Syaq.g_02529
OG0000716	Syap.g_02696	Syaq.g_02533
OG0000717	Syap.g_02697	Syaq.g_02534
OG0000718	Syap.g_02701	Syaq.g_00072
OG0000719	Syap.g_02767	Syaq.g_00070
OG0000720	Syap.g_02780	Syaq.g_00057
OG0000721	Syap.g_02782	Syaq.g_00055
OG0000722	Syap.g_02783	Syaq.g_00054
OG0000723	Syap.g_00532	Syaq.g_00046
OG0000725	Syap.g_01559	Syaq.g_02676
OG0000726	Syap.g_01560	Syaq.g_02675
OG0000727	Syap.g_01561	Syaq.g_02674
OG0000728	Syap.g_01564	Syaq.g_02672
OG0000729	Syap.g_01122	Syaq.g_01046
OG0000730	Syap.g_00572	Syaq.g_00561
OG0000731	Syap.g_00560	Syaq.g_00550
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syaq.g_01098
OG0000733	Syap.g_01971	Syaq.g_01232
OG0000734	Syap.g_02628	Syaq.g_01479
OG0000735	Syap.g_00244	Syaq.g_00266
OG0000736	Syap.g_00243	Syaq.g_00265
OG0000737	Syap.g_00242	Syaq.g_00264
OG0000738	Syap.g_00236	Syaq.g_00258
OG0000739	Syap.g_00235	Syaq.g_00257
OG0000740	Syap.g_00234	Syaq.g_00256
OG0000741	Syap.g_00231	Syaq.g_00253
OG0000742	Syap.g_00229	Syaq.g_00250
OG0000743	Syap.g_00226	Syaq.g_00248
OG0000744	Syap.g_00225	Syaq.g_00247
OG0000745	Syap.g_00222	Syaq.g_00245
OG0000746	Syap.g_00220	Syaq.g_00242
OG0000747	Syap.g_00219	Syaq.g_00241
OG0000748	Syap.g_00212	Syaq.g_00227
OG0000749	Syap.g_00211	Syaq.g_00226
OG0000750	Syap.g_00210	Syaq.g_00225
OG0000751	Syap.g_00205	Syaq.g_00219
OG0000752	Syap.g_01793	Syaq.g_00217
OG0000753	Syap.g_02775	Syaq.g_00214
OG0000754	Syap.g_01883	Syaq.g_00209
OG0000755	Syap.g_01893	Syaq.g_00198
OG0000757	Syap.g_00427	Syaq.g_00190
OG0000758	Syap.g_00428	Syaq.g_00189
OG0000759	Syap.g_00429	Syaq.g_00188
OG0000760	Syap.g_00430	Syaq.g_00187
OG0000761	Syap.g_00431	Syaq.g_00186
OG0000762	Syap.g_00434	Syaq.g_00183
OG0000763	Syap.g_02624	Syaq.g_00181
OG0000764	Syap.g_02623	Syaq.g_00180
OG0000765	Syap.g_02440	Syaq.g_00157
OG0000766	Syap.g_02439	Syaq.g_00156
OG0000767	Syap.g_02437	Syaq.g_00154
OG0000768	Syap.g_02436	Syaq.g_00153
OG0000769	Syap.g_02434	Syaq.g_00151
OG0000770	Syap.g_02431	Syaq.g_00148
OG0000772	Syap.g_02295	Syaq.g_01887
OG0000773	Syap.g_00885	Syaq.g_00283
OG0000774	Syap.g_01473	Syaq.g_00288
OG0000775	Syap.g_01475	Syaq.g_00290
OG0000776	Syap.g_01476	Syaq.g_00291
OG0000777	Syap.g_01478	Syaq.g_00292
OG0000778	Syap.g_01479	Syaq.g_00293
OG0000779	Syap.g_01494	Syaq.g_00299
OG0000780	Syap.g_01496	Syaq.g_00304
OG0000781	Syap.g_02609	Syaq.g_00308
OG0000782	Syap.g_02611	Syaq.g_00309
OG0000783	Syap.g_02612	Syaq.g_00310
OG0000784	Syap.g_02613	Syaq.g_00311
OG0000785	Syap.g_02281	Syaq.g_00313
OG0000786	Syap.g_02287	Syaq.g_00328
OG0000787	Syap.g_02288	Syaq.g_00329
OG0000788	Syap.g_01932	Syaq.g_02099
OG0000789	Syap.g_00372	Syaq.g_02123
OG0000791	Syap.g_02520	Syaq.g_01756
OG0000792	Syap.g_02519	Syaq.g_01755
OG0000793	Syap.g_02141	Syaq.g_01750
OG0000794	Syap.g_02200	Syaq.g_01749
OG0000795	Syap.g_02199	Syaq.g_01748
OG0000796	Syap.g_02448	Syaq.g_01744
OG0000797	Syap.g_02449	Syaq.g_01743
OG0000798	Syap.g_01363	Syaq.g_00760
OG0000799	Syap.g_02488	Syaq.g_00341
OG0000800	Syap.g_02487	Syaq.g_00342
OG0000801	Syap.g_02486	Syaq.g_00343
OG0000802	Syap.g_02659	Syaq.g_00350
OG0000803	Syap.g_02109	Syaq.g_00353
OG0000804	Syap.g_02113	Syaq.g_00358
OG0000805	Syap.g_02115	Syaq.g_00360
OG0000806	Syap.g_02117	Syaq.g_00362
OG0000807	Syap.g_02118	Syaq.g_00364
OG0000808	Syap.g_02119	Syaq.g_00365
OG0000809	Syap.g_02122	Syaq.g_00369
OG0000810	Syap.g_02124	Syaq.g_00370
OG0000811	Syap.g_02472	Syaq.g_00378
OG0000812	Syap.g_02474	Syaq.g_00380
OG0000813	Syap.g_02475	Syaq.g_00381
OG0000814	Syap.g_02753	Syaq.g_00383
OG0000815	Syap.g_02752	Syaq.g_00384
OG0000816	Syap.g_02289	Syaq.g_00386
OG0000817	Syap.g_02527	Syaq.g_00387
OG0000818	Syap.g_02001	Syaq.g_00392
OG0000819	Syap.g_02002	Syaq.g_00393
OG0000820	Syap.g_02003	Syaq.g_00394
OG0000821	Syap.g_02009	Syaq.g_00400
OG0000822	Syap.g_02011	Syaq.g_00402
OG0000824	Syap.g_00008	Syaq.g_00409
OG0000825	Syap.g_00009	Syaq.g_00410
OG0000826	Syap.g_00010	Syaq.g_00411
OG0000827	Syap.g_00011	Syaq.g_00412
OG0000828	Syap.g_00014	Syaq.g_00415
OG0000829	Syap.g_00015	Syaq.g_00416
OG0000830	Syap.g_00016	Syaq.g_00417
OG0000831	Syap.g_00019	Syaq.g_00419
OG0000832	Syap.g_00752	Syaq.g_01737
OG0000833	Syap.g_00021	Syaq.g_01725
OG0000834	Syap.g_00023	Syaq.g_01724
OG0000835	Syap.g_00024	Syaq.g_01723
OG0000836	Syap.g_00026	Syaq.g_01720
OG0000837	Syap.g_00027	Syaq.g_01719
OG0000838	Syap.g_00031	Syaq.g_01715
OG0000839	Syap.g_00032	Syaq.g_01714
OG0000840	Syap.g_00033	Syaq.g_01713
OG0000841	Syap.g_00034	Syaq.g_01712
OG0000842	Syap.g_00035	Syaq.g_01711
OG0000843	Syap.g_00036	Syaq.g_01710
OG0000844	Syap.g_00039	Syaq.g_01708
OG0000845	Syap.g_00040	Syaq.g_01707
OG0000846	Syap.g_00042	Syaq.g_01706
OG0000847	Syap.g_00043	Syaq.g_01705
OG0000848	Syap.g_00045	Syaq.g_01703
OG0000849	Syap.g_00046	Syaq.g_01702
OG0000850	Syap.g_00310	Syaq.g_01699
OG0000851	Syap.g_01214	Syaq.g_01696
OG0000852	Syap.g_01215	Syaq.g_01695
OG0000853	Syap.g_01219	Syaq.g_01691
OG0000854	Syap.g_01222	Syaq.g_01689
OG0000855	Syap.g_01223	Syaq.g_01688
OG0000856	Syap.g_01286	Syaq.g_02069
OG0000857	Syap.g_02722	Syaq.g_02357
OG0000858	Syap.g_00612	Syaq.g_01682
OG0000859	Syap.g_00613	Syaq.g_01681
OG0000860	Syap.g_00623	Syaq.g_01671
OG0000861	Syap.g_02789	Syaq.g_01670
OG0000862	Syap.g_01789	Syaq.g_01668
OG0000863	Syap.g_01784	Syaq.g_01665
OG0000864	Syap.g_01783	Syaq.g_01664
OG0000865	Syap.g_01781, Syap.g_01782	Syaq.g_01663
OG0000866	Syap.g_01780	Syaq.g_01662
OG0000867	Syap.g_01779	Syaq.g_01661
OG0000868	Syap.g_01775	Syaq.g_01659
OG0000869	Syap.g_01770	Syaq.g_01656
OG0000870	Syap.g_01401	Syaq.g_01651
OG0000871	Syap.g_01400	Syaq.g_01650
OG0000872	Syap.g_01394	Syaq.g_01644
OG0000873	Syap.g_01390	Syaq.g_01641
OG0000874	Syap.g_01388	Syaq.g_01637
OG0000875	Syap.g_01386	Syaq.g_01633
OG0000876	Syap.g_00822	Syaq.g_01631
OG0000877	Syap.g_01380	Syaq.g_01628
OG0000878	Syap.g_01378	Syaq.g_01627
OG0000879	Syap.g_01377	Syaq.g_01626
OG0000880	Syap.g_01376	Syaq.g_01625
OG0000882	Syap.g_01516	Syaq.g_01616
OG0000883	Syap.g_01511	Syaq.g_01613
OG0000884	Syap.g_01509	Syaq.g_01611
OG0000885	Syap.g_01508	Syaq.g_01610
OG0000886	Syap.g_01507	Syaq.g_01609
OG0000887	Syap.g_01506	Syaq.g_01608
OG0000888	Syap.g_01504	Syaq.g_01606
OG0000889	Syap.g_01502	Syaq.g_01604
OG0000890	Syap.g_01499	Syaq.g_01597
OG0000891	Syap.g_01498	Syaq.g_01596
OG0000892	Syap.g_02671	Syaq.g_01594
OG0000893	Syap.g_02497	Syaq.g_00695
OG0000894	Syap.g_02679	Syaq.g_00692
OG0000895	Syap.g_00546	Syaq.g_00688
OG0000896	Syap.g_00545	Syaq.g_00687
OG0000897	Syap.g_00543	Syaq.g_00685
OG0000898	Syap.g_00542	Syaq.g_00684
OG0000899	Syap.g_00541	Syaq.g_00683
OG0000900	Syap.g_00540	Syaq.g_00682
OG0000901	Syap.g_01930	Syaq.g_00677
OG0000902	Syap.g_01929	Syaq.g_00671
OG0000903	Syap.g_01916	Syaq.g_00655
OG0000904	Syap.g_01922	Syaq.g_00660
OG0000905	Syap.g_01925	Syaq.g_00666
OG0000906	Syap.g_01927	Syaq.g_00669
OG0000907	Syap.g_01914	Syaq.g_00653
OG0000908	Syap.g_01235	Syaq.g_00650
OG0000909	Syap.g_01236	Syaq.g_00649
OG0000910	Syap.g_01237	Syaq.g_00648
OG0000911	Syap.g_00511	Syaq.g_00646
OG0000912	Syap.g_00510	Syaq.g_00645
OG0000913	Syap.g_00509	Syaq.g_00644
OG0000914	Syap.g_00508	Syaq.g_00643
OG0000915	Syap.g_00506	Syaq.g_00641
OG0000916	Syap.g_00505	Syaq.g_00640
OG0000917	Syap.g_00504	Syaq.g_00639
OG0000918	Syap.g_00503	Syaq.g_00638
OG0000919	Syap.g_00502	Syaq.g_00637
OG0000920	Syap.g_00501	Syaq.g_00636
OG0000921	Syap.g_00500	Syaq.g_00635
OG0000922	Syap.g_00499	Syaq.g_00634
OG0000923	Syap.g_00495	Syaq.g_00630
OG0000924	Syap.g_00494	Syaq.g_00629
OG0000925	Syap.g_00493	Syaq.g_00628
OG0000926	Syap.g_00492	Syaq.g_00627
OG0000927	Syap.g_00490	Syaq.g_00625
OG0000928	Syap.g_00489	Syaq.g_00624
OG0000929	Syap.g_00488	Syaq.g_00623
OG0000930	Syap.g_00487	Syaq.g_00622
OG0000931	Syap.g_00486	Syaq.g_00621
OG0000932	Syap.g_00485	Syaq.g_00620
OG0000933	Syap.g_00479	Syaq.g_00614
OG0000934	Syap.g_00477	Syaq.g_00612
OG0000935	Syap.g_00476	Syaq.g_00611
OG0000936	Syap.g_00475	Syaq.g_00610
OG0000937	Syap.g_00474	Syaq.g_00609
OG0000938	Syap.g_00471	Syaq.g_00606
OG0000939	Syap.g_00469	Syaq.g_00604
OG0000940	Syap.g_00460	Syaq.g_00597
OG0000941	Syap.g_00458	Syaq.g_00595
OG0000942	Syap.g_00606	Syaq.g_00593
OG0000943	Syap.g_00604	Syaq.g_00592
OG0000944	Syap.g_00602	Syaq.g_00590
OG0000945	Syap.g_00601	Syaq.g_00588
OG0000946	Syap.g_00595	Syaq.g_00580
OG0000947	Syap.g_00591	Syaq.g_00577
OG0000948	Syap.g_00590	Syaq.g_00576
OG0000949	Syap.g_01051	Syaq.g_00971
OG0000950	Syap.g_01061	Syaq.g_00984
OG0000951	Syap.g_01070	Syaq.g_00991
OG0000952	Syap.g_01074	Syaq.g_01002
OG0000953	Syap.g_01078	Syaq.g_01006
OG0000954	Syap.g_01089	Syaq.g_01012
OG0000955	Syap.g_01090	Syaq.g_01013
OG0000956	Syap.g_01092	Syaq.g_01015
OG0000957	Syap.g_01109	Syaq.g_01026
OG0000958	Syap.g_01110	Syaq.g_01027
OG0000959	Syap.g_01114	Syaq.g_01031
OG0000960	Syap.g_01115	Syaq.g_01032
OG0000961	Syap.g_02170	Syaq.g_01043
OG0000962	Syap.g_01121	Syaq.g_01045
OG0000963	Syap.g_01124	Syaq.g_01049
OG0000964	Syap.g_01125	Syaq.g_01050
OG0000965	Syap.g_01126	Syaq.g_01051
OG0000966	Syap.g_01141	Syaq.g_01060
OG0000967	Syap.g_00633	Syaq.g_01067
OG0000968	Syap.g_00998	Syaq.g_01071
OG0000969	Syap.g_00996	Syaq.g_01078
OG0000970	Syap.g_00995	Syaq.g_01079
OG0000971	Syap.g_00993	Syaq.g_01081
OG0000972	Syap.g_00992	Syaq.g_01082
OG0000973	Syap.g_00991	Syaq.g_01083
OG0000974	Syap.g_00990	Syaq.g_01084
OG0000975	Syap.g_00989	Syaq.g_01085
OG0000976	Syap.g_00988	Syaq.g_01086
OG0000977	Syap.g_00986	Syaq.g_01088
OG0000978	Syap.g_00985	Syaq.g_01091
OG0000979	Syap.g_00980	Syaq.g_01094
OG0000980	Syap.g_00977	Syaq.g_01097
OG0000981	Syap.g_01812	Syaq.g_01100
OG0000982	Syap.g_00132	Syaq.g_01263
OG0000983	Syap.g_00134	Syaq.g_01262
OG0000984	Syap.g_00135	Syaq.g_01261
OG0000985	Syap.g_00140	Syaq.g_01257
OG0000986	Syap.g_01044	Syaq.g_01253
OG0000987	Syap.g_01033	Syaq.g_01251
OG0000988	Syap.g_01027	Syaq.g_01245
OG0000989	Syap.g_01011	Syaq.g_01239
OG0000990	Syap.g_02087	Syaq.g_01229
OG0000991	Syap.g_02091	Syaq.g_01225
OG0000992	Syap.g_02095	Syaq.g_01222
OG0000993	Syap.g_02097	Syaq.g_01221
OG0000994	Syap.g_02101	Syaq.g_01218
OG0000996	Syap.g_01817	Syaq.g_01193
OG0000997	Syap.g_02590	Syaq.g_01184
OG0000998	Syap.g_02591	Syaq.g_01182
OG0000999	Syap.g_02592	Syaq.g_01181
OG0001001	Syap.g_02605	Syaq.g_01172
OG0001002	Syap.g_00124	Syaq.g_01165
OG0001003	Syap.g_02310	Syaq.g_01163
OG0001004	Syap.g_02311	Syaq.g_01162
OG0001005	Syap.g_02312	Syaq.g_01161
OG0001006	Syap.g_00053	Syaq.g_01152
OG0001007	Syap.g_00055	Syaq.g_01150
OG0001008	Syap.g_02060	Syaq.g_00500
OG0001012	Syap.g_00371	Syaq.g_01267
OG0001013	Syap.g_01325	Syaq.g_01289
OG0001016	Syap.g_01695	Syaq.g_01554
OG0001033	Syap.g_00105	Syaq.g_01344
OG0001035	Syap.g_01594	Syaq.g_00726
OG0001038	Syap.g_01362	Syaq.g_00761
OG0001039	Syap.g_01359	Syaq.g_00764
OG0001040	Syap.g_01356	Syaq.g_00767
OG0001041	Syap.g_01352	Syaq.g_00772
OG0001044	Syap.g_00571	Syaq.g_00560
OG0001053	Syap.g_02253	Syaq.g_01775
OG0001054	Syap.g_00274	Syaq.g_01794
OG0001055	Syap.g_00252	Syaq.g_01815
OG0001059	Syap.g_00306	Syaq.g_01935
OG0001060	Syap.g_00299	Syaq.g_01941
OG0001061	Syap.g_01309	Syaq.g_01961
OG0001062	Syap.g_01314	Syaq.g_01963
OG0001072	Syap.g_00441	Syaq.g_01983
OG0001073	Syap.g_00122, Syap.g_00455	Syaq.g_01998
OG0001078	Syap.g_00896	Syaq.g_02083
OG0001080	Syap.g_02505	Syaq.g_02161
OG0001085	Syap.g_01953	Syaq.g_02251
OG0001094	Syap.g_00187	Syaq.g_02334
OG0001095	Syap.g_02725	Syaq.g_02354
OG0001096	Syap.g_02709	Syaq.g_02370
OG0001100	Syap.g_02369	Syaq.g_02262
OG0001102	Syap.g_01258	Syaq.g_02266
OG0001103	Syap.g_01256	Syaq.g_02268
OG0001104	Syap.g_00171	Syaq.g_02316
OG0001105	Syap.g_00175	Syaq.g_02320
OG0001108	Syap.g_00119	Syaq.g_02491
OG0001122	Syap.g_02766	Syaq.g_00069
OG0001123	Syap.g_01872	Syaq.g_00061
OG0001133	Syap.g_01292	Syaq.g_02063
OG0001136	Syap.g_00230	Syaq.g_00252
OG0001137	Syap.g_00213	Syaq.g_00228
OG0001140	Syap.g_02134	Syaq.g_00193
OG0001152	Syap.g_02447	Syaq.g_01745
OG0001154	Syap.g_00013	Syaq.g_00414
OG0001155	Syap.g_00750	Syaq.g_01739
OG0001160	Syap.g_01217	Syaq.g_01693
OG0001162	Syap.g_02366	Syaq.g_00331
OG0001163	Syap.g_00609	Syaq.g_01685
OG0001164	Syap.g_00614	Syaq.g_01679
OG0001165	Syap.g_00619	Syaq.g_01674
OG0001171	Syap.g_01505	Syaq.g_01607
OG0001172	Syap.g_00547	Syaq.g_00690
OG0001177	Syap.g_01920	Syaq.g_00658
OG0001178	Syap.g_01786, Syap.g_01787	Syaq.g_01667
OG0001179	Syap.g_00491	Syaq.g_00626
OG0001180	Syap.g_00097, Syap.g_00465	Syaq.g_00600
OG0001181	Syap.g_00459	Syaq.g_00596
OG0001183	Syap.g_00594	Syaq.g_00579
OG0001185	Syap.g_01104	Syaq.g_01022
OG0001186	Syap.g_01140	Syaq.g_01058
OG0001187	Syap.g_01142	Syaq.g_01061
OG0001188	Syap.g_00634	Syaq.g_01065
OG0001189	Syap.g_00979	Syaq.g_01095
OG0001191	Syap.g_01030	Syaq.g_01248
OG0001192	Syap.g_01021	Syaq.g_01242
OG0001197	Syap.g_00126	Syaq.g_01167
OG0001198	Syap.g_00052	Syaq.g_01153
OG0001199	Syap.g_01696	Syaq.g_01553
OG0001200	Syap.g_01698	Syaq.g_01551
OG0001202	Syap.g_01613	Syaq.g_01358
OG0001203	Syap.g_01154	Syaq.g_01581
OG0001204	Syap.g_01577	Syaq.g_00709
OG0001214	Syap.g_00897	Syaq.g_02084
OG0001217	Syap.g_01464	Syaq.g_01885
OG0001218	Syap.g_00020	Syaq.g_00423
OG0001219	Syap.g_02794	Syaq.g_02434
OG0001221	Syap.g_01777	Syaq.g_02300
OG0001222	Syap.g_02027	Syaq.g_02472
OG0001224	Syap.g_01551	Syaq.g_02683
OG0001225	Syap.g_01553	Syaq.g_02681
OG0001226	Syap.g_02551	Syaq.g_01543
OG0001230	Syap.g_02116	Syaq.g_00361
OG0001231	Syap.g_00073	Syaq.g_01133
OG0001232	Syap.g_01393	Syaq.g_01643
OG0001235	Syap.g_01924	Syaq.g_00665
OG0001236	Syap.g_01069	Syaq.g_00990
OG0001237	Syap.g_01073	Syaq.g_00999
OG0001238	Syap.g_01028	Syaq.g_01246
OG0001239	Syap.g_01693, Syap.g_01692	Syaq.g_01556
OG0001243	Syap.g_02219	Syaq.g_01457
OG0001244	Syap.g_02192	Syaq.g_01430
OG0001246	Syap.g_00267, Syap.g_01165	Syaq.g_01802
OG0001248	Syap.g_00423	Syaq.g_01891
OG0001249	Syap.g_00575	Syaq.g_00563
OG0001250	Syap.g_01836	Syaq.g_02389
OG0001251	Syap.g_01549, Syap.g_01727	Syaq.g_02135
OG0001253	Syap.g_01969	Syaq.g_01918
OG0001255	Syap.g_02523	Syaq.g_02111
OG0001256	Syap.g_01225	Syaq.g_01686
OG0001258	Syap.g_00617	Syaq.g_01676
OG0001260	Syap.g_01497	Syaq.g_01595
OG0001261	Syap.g_00482	Syaq.g_00617
OG0001262	Syap.g_00981	Syaq.g_01093
OG0001263	Syap.g_02216	Syaq.g_01454
OG0001265	Syap.g_02231	Syaq.g_01466
OG0001266	Syap.g_01618	Syaq.g_01354
OG0001267	Syap.g_01360	Syaq.g_00763
OG0001268	Syap.g_00563	Syaq.g_00553
OG0001270	Syap.g_02056	Syaq.g_00504
OG0001271	Syap.g_02759	Syaq.g_00445
OG0001272	Syap.g_02250	Syaq.g_01778
OG0001274	Syap.g_01897	Syaq.g_01303
OG0001275	Syap.g_02694	Syaq.g_02531
OG0001276	Syap.g_01873	Syaq.g_00062
OG0001278	Syap.g_02438	Syaq.g_00155
OG0001279	Syap.g_02663	Syaq.g_01867
OG0001282	Syap.g_01701	Syaq.g_01762
OG0001284	Syap.g_00047	Syaq.g_01700
OG0001286	Syap.g_00467	Syaq.g_00602
OG0001287	Syap.g_00418	Syaq.g_01030
OG0001289	Syap.g_02365	Syaq.g_01528
OG0001291	Syap.g_02207	Syaq.g_01444
OG0001297	Syap.g_00255	Syaq.g_01812
OG0001299	Syap.g_01959	Syaq.g_02246
OG0001303	Syap.g_02795	Syaq.g_02437
OG0001304	Syap.g_00536	Syaq.g_00049
OG0001305	Syap.g_01562	Syaq.g_02673
OG0001306	Syap.g_00245	Syaq.g_00267
OG0001308	Syap.g_02751, Syap.g_02750	Syaq.g_00385
OG0001312	Syap.g_01735	Syaq.g_02449
OG0001314	Syap.g_00330	Syaq.g_00826
OG0001315	Syap.g_00596	Syaq.g_00581
OG0001318	Syap.g_01596, Syap.g_01597	Syaq.g_00728
OG0001319	Syap.g_02338	Syaq.g_00751
