Orthogroup	Syap	Prac
OG0000606	Syap.g_02506	Prac.g_00717
OG0000607	Syap.g_00093	Prac.g_00714
OG0000608	Syap.g_00094	Prac.g_00713
OG0000609	Syap.g_00096	Prac.g_00712
OG0000610	Syap.g_01963	Prac.g_00707
OG0000611	Syap.g_01958	Prac.g_00704
OG0000612	Syap.g_01957	Prac.g_00703
OG0000613	Syap.g_02480	Prac.g_00698
OG0000615	Syap.g_00154	Prac.g_00671
OG0000616	Syap.g_00127	Prac.g_00667
OG0000617	Syap.g_00513	Prac.g_01554
OG0000618	Syap.g_00514	Prac.g_01553
OG0000619	Syap.g_00515	Prac.g_01552
OG0000620	Syap.g_00520	Prac.g_01549
OG0000621	Syap.g_00521	Prac.g_01548
OG0000622	Syap.g_00523	Prac.g_01547
OG0000623	Syap.g_00526	Prac.g_01546
OG0000624	Syap.g_00527	Prac.g_01545
OG0000625	Syap.g_00528	Prac.g_01544
OG0000626	Syap.g_00529	Prac.g_01543
OG0000627	Syap.g_00848	Prac.g_01542
OG0000628	Syap.g_00850	Prac.g_01541
OG0000629	Syap.g_02334	Prac.g_01540
OG0000630	Syap.g_02793	Prac.g_01537
OG0000631	Syap.g_01724	Prac.g_01484
OG0000632	Syap.g_01725	Prac.g_01483
OG0000633	Syap.g_01726	Prac.g_01482
OG0000634	Syap.g_00190	Prac.g_01479
OG0000635	Syap.g_00191	Prac.g_01478
OG0000636	Syap.g_00193	Prac.g_01476
OG0000637	Syap.g_00195	Prac.g_01474
OG0000638	Syap.g_00196	Prac.g_01473
OG0000639	Syap.g_00197	Prac.g_01472
OG0000640	Syap.g_00198	Prac.g_01471
OG0000641	Syap.g_00203	Prac.g_01467
OG0000642	Syap.g_02732	Prac.g_01466
OG0000643	Syap.g_02731	Prac.g_01465
OG0000644	Syap.g_02730	Prac.g_01464
OG0000645	Syap.g_02726	Prac.g_01463
OG0000646	Syap.g_02723	Prac.g_01461
OG0000647	Syap.g_02721	Prac.g_01460
OG0000648	Syap.g_02719	Prac.g_01458
OG0000649	Syap.g_02718	Prac.g_01457
OG0000650	Syap.g_02717	Prac.g_01456
OG0000651	Syap.g_02716	Prac.g_01455
OG0000652	Syap.g_02715	Prac.g_01454
OG0000653	Syap.g_02713	Prac.g_01452
OG0000654	Syap.g_02711	Prac.g_01451
OG0000655	Syap.g_02710	Prac.g_01450
OG0000656	Syap.g_02706	Prac.g_01447
OG0000657	Syap.g_01845	Prac.g_01440
OG0000658	Syap.g_01841	Prac.g_01439
OG0000659	Syap.g_01840	Prac.g_01438
OG0000660	Syap.g_01835	Prac.g_01434
OG0000662	Syap.g_00823	Prac.g_01430
OG0000663	Syap.g_00826	Prac.g_01428
OG0000664	Syap.g_00828	Prac.g_01427
OG0000665	Syap.g_02331	Prac.g_01423
OG0000666	Syap.g_01573	Prac.g_01422
OG0000667	Syap.g_01979	Prac.g_01418
OG0000668	Syap.g_02765	Prac.g_01401
OG0000669	Syap.g_02371	Prac.g_01393
OG0000670	Syap.g_02368	Prac.g_01391
OG0000671	Syap.g_01260	Prac.g_01389
OG0000672	Syap.g_01257	Prac.g_01386
OG0000673	Syap.g_01253	Prac.g_01383
OG0000674	Syap.g_01251	Prac.g_01381
OG0000675	Syap.g_01250	Prac.g_01380
OG0000676	Syap.g_01248	Prac.g_01378
OG0000677	Syap.g_01246	Prac.g_01377
OG0000678	Syap.g_01239	Prac.g_01375
OG0000679	Syap.g_00157	Prac.g_01371
OG0000680	Syap.g_00158	Prac.g_01370
OG0000681	Syap.g_00163	Prac.g_01368
OG0000682	Syap.g_00165	Prac.g_01367
OG0000683	Syap.g_00166	Prac.g_01366
OG0000684	Syap.g_00169	Prac.g_01365
OG0000685	Syap.g_00172	Prac.g_01363
OG0000686	Syap.g_00173	Prac.g_01362
OG0000687	Syap.g_00174	Prac.g_01361
OG0000688	Syap.g_00178	Prac.g_01358
OG0000689	Syap.g_00180	Prac.g_01357
OG0000690	Syap.g_00181	Prac.g_01356
OG0000691	Syap.g_00182	Prac.g_01355
OG0000692	Syap.g_00184	Prac.g_01353
OG0000693	Syap.g_00185	Prac.g_01352
OG0000694	Syap.g_00186	Prac.g_01351
OG0000695	Syap.g_01729	Prac.g_01349
OG0000696	Syap.g_01730	Prac.g_01348
OG0000697	Syap.g_01734	Prac.g_01347
OG0000698	Syap.g_01737	Prac.g_01344
OG0000699	Syap.g_01738	Prac.g_01343
OG0000700	Syap.g_01739	Prac.g_01342
OG0000701	Syap.g_01740	Prac.g_01341
OG0000702	Syap.g_01747	Prac.g_01339
OG0000703	Syap.g_01750	Prac.g_01338
OG0000704	Syap.g_01753	Prac.g_01337
OG0000705	Syap.g_02022	Prac.g_01333
OG0000706	Syap.g_02020	Prac.g_01332
OG0000707	Syap.g_02019	Prac.g_01331
OG0000708	Syap.g_02016	Prac.g_01330
OG0000709	Syap.g_00121	Prac.g_01326
OG0000711	Syap.g_02686	Prac.g_01307
OG0000712	Syap.g_02688	Prac.g_01305
OG0000713	Syap.g_02689	Prac.g_01304
OG0000714	Syap.g_02691	Prac.g_01303
OG0000715	Syap.g_02693	Prac.g_01301
OG0000716	Syap.g_02696	Prac.g_01299
OG0000717	Syap.g_02697	Prac.g_01298
OG0000718	Syap.g_02701	Prac.g_01287
OG0000719	Syap.g_02767	Prac.g_01285
OG0000720	Syap.g_02780	Prac.g_01276
OG0000721	Syap.g_02782	Prac.g_01274
OG0000722	Syap.g_02783	Prac.g_01273
OG0000723	Syap.g_00532	Prac.g_01270
OG0000725	Syap.g_01559	Prac.g_01255
OG0000726	Syap.g_01560	Prac.g_01254
OG0000727	Syap.g_01561	Prac.g_01253
OG0000728	Syap.g_01564	Prac.g_01251
OG0000729	Syap.g_01122	Prac.g_01205
OG0000730	Syap.g_00572	Prac.g_01046
OG0000731	Syap.g_00560	Prac.g_01042
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prac.g_01036
OG0000733	Syap.g_01971	Prac.g_01017
OG0000734	Syap.g_02628	Prac.g_01000
OG0000735	Syap.g_00244	Prac.g_00998
OG0000736	Syap.g_00243	Prac.g_00997
OG0000737	Syap.g_00242	Prac.g_00996
OG0000738	Syap.g_00236	Prac.g_00992
OG0000739	Syap.g_00235	Prac.g_00991
OG0000740	Syap.g_00234	Prac.g_00990
OG0000741	Syap.g_00231	Prac.g_00989
OG0000742	Syap.g_00229	Prac.g_00986
OG0000743	Syap.g_00226	Prac.g_00984
OG0000744	Syap.g_00225	Prac.g_00983
OG0000745	Syap.g_00222	Prac.g_00982
OG0000746	Syap.g_00220	Prac.g_00980
OG0000747	Syap.g_00219	Prac.g_00979
OG0000748	Syap.g_00212	Prac.g_00976
OG0000749	Syap.g_00211	Prac.g_00975
OG0000750	Syap.g_00210	Prac.g_00974
OG0000751	Syap.g_00205	Prac.g_00972
OG0000752	Syap.g_01793	Prac.g_00970
OG0000753	Syap.g_02775	Prac.g_00967
OG0000754	Syap.g_01883	Prac.g_00964
OG0000755	Syap.g_01893	Prac.g_00961
OG0000757	Syap.g_00427	Prac.g_00954
OG0000758	Syap.g_00428	Prac.g_00953
OG0000759	Syap.g_00429	Prac.g_00952
OG0000760	Syap.g_00430	Prac.g_00951
OG0000761	Syap.g_00431	Prac.g_00950
OG0000762	Syap.g_00434	Prac.g_00949
OG0000763	Syap.g_02624	Prac.g_00947
OG0000764	Syap.g_02623	Prac.g_00946
OG0000765	Syap.g_02440	Prac.g_00937
OG0000766	Syap.g_02439	Prac.g_00936
OG0000767	Syap.g_02437	Prac.g_00934
OG0000768	Syap.g_02436	Prac.g_00933
OG0000769	Syap.g_02434	Prac.g_00931
OG0000770	Syap.g_02431	Prac.g_00929
OG0000772	Syap.g_02295	Prac.g_00154
OG0000773	Syap.g_00885	Prac.g_00166
OG0000774	Syap.g_01473	Prac.g_00168
OG0000775	Syap.g_01475	Prac.g_00170
OG0000776	Syap.g_01476	Prac.g_00171
OG0000777	Syap.g_01478	Prac.g_00172
OG0000778	Syap.g_01479	Prac.g_00173
OG0000779	Syap.g_01494	Prac.g_00177
OG0000780	Syap.g_01496	Prac.g_00178
OG0000781	Syap.g_02609	Prac.g_00181
OG0000782	Syap.g_02611	Prac.g_00182
OG0000783	Syap.g_02612	Prac.g_00183
OG0000784	Syap.g_02613	Prac.g_00184
OG0000785	Syap.g_02281	Prac.g_00186
OG0000786	Syap.g_02287	Prac.g_00188
OG0000787	Syap.g_02288	Prac.g_00189
OG0000788	Syap.g_01932	Prac.g_00204
OG0000789	Syap.g_00372	Prac.g_00207
OG0000791	Syap.g_02520	Prac.g_00224
OG0000792	Syap.g_02519	Prac.g_00225
OG0000793	Syap.g_02141	Prac.g_00228
OG0000794	Syap.g_02200	Prac.g_00229
OG0000795	Syap.g_02199	Prac.g_00230
OG0000796	Syap.g_02448	Prac.g_00234
OG0000797	Syap.g_02449	Prac.g_00235
OG0000798	Syap.g_01363, Syap.g_01269	Prac.g_00262
OG0000799	Syap.g_02488	Prac.g_00429
OG0000800	Syap.g_02487	Prac.g_00428
OG0000801	Syap.g_02486	Prac.g_00427
OG0000802	Syap.g_02659	Prac.g_00425
OG0000803	Syap.g_02109	Prac.g_00423
OG0000804	Syap.g_02113	Prac.g_00422
OG0000805	Syap.g_02115	Prac.g_00420
OG0000806	Syap.g_02117	Prac.g_00418
OG0000807	Syap.g_02118	Prac.g_00417
OG0000808	Syap.g_02119	Prac.g_00416
OG0000809	Syap.g_02122	Prac.g_00413
OG0000810	Syap.g_02124	Prac.g_00412
OG0000811	Syap.g_02472	Prac.g_00408
OG0000812	Syap.g_02474	Prac.g_00406
OG0000813	Syap.g_02475	Prac.g_00405
OG0000814	Syap.g_02753	Prac.g_00403
OG0000815	Syap.g_02752	Prac.g_00402
OG0000816	Syap.g_02289	Prac.g_00400
OG0000817	Syap.g_02527	Prac.g_00399
OG0000818	Syap.g_02001	Prac.g_00394
OG0000819	Syap.g_02002	Prac.g_00393
OG0000820	Syap.g_02003	Prac.g_00392
OG0000821	Syap.g_02009	Prac.g_00388
OG0000822	Syap.g_02011	Prac.g_00387
OG0000824	Syap.g_00008	Prac.g_00383
OG0000825	Syap.g_00009	Prac.g_00382
OG0000826	Syap.g_00010	Prac.g_00381
OG0000827	Syap.g_00011	Prac.g_00380
OG0000828	Syap.g_00014	Prac.g_00377
OG0000829	Syap.g_00015	Prac.g_00376
OG0000830	Syap.g_00016	Prac.g_00375
OG0000831	Syap.g_00019	Prac.g_00373
OG0000832	Syap.g_00752	Prac.g_00367
OG0000833	Syap.g_00021	Prac.g_00359
OG0000834	Syap.g_00023	Prac.g_00358
OG0000835	Syap.g_00024	Prac.g_00357
OG0000836	Syap.g_00026	Prac.g_00356
OG0000837	Syap.g_00027	Prac.g_00355
OG0000838	Syap.g_00031	Prac.g_00353
OG0000839	Syap.g_00032	Prac.g_00352
OG0000840	Syap.g_00033	Prac.g_00351
OG0000841	Syap.g_00034	Prac.g_00350
OG0000842	Syap.g_00035	Prac.g_00349
OG0000843	Syap.g_00036	Prac.g_00348
OG0000844	Syap.g_00039	Prac.g_00347
OG0000845	Syap.g_00040	Prac.g_00346
OG0000846	Syap.g_00042	Prac.g_00345
OG0000847	Syap.g_00043	Prac.g_00344
OG0000848	Syap.g_00045	Prac.g_00343
OG0000849	Syap.g_00046	Prac.g_00342
OG0000850	Syap.g_00310	Prac.g_00340
OG0000851	Syap.g_01214	Prac.g_00339
OG0000852	Syap.g_01215	Prac.g_00338
OG0000853	Syap.g_01219	Prac.g_00334
OG0000854	Syap.g_01222	Prac.g_00332
OG0000855	Syap.g_01223	Prac.g_00331
OG0000856	Syap.g_01286	Prac.g_00317
OG0000857	Syap.g_02722	Prac.g_00288
OG0000858	Syap.g_00612	Prac.g_00631
OG0000859	Syap.g_00613	Prac.g_00630
OG0000860	Syap.g_00623	Prac.g_00623
OG0000861	Syap.g_02789	Prac.g_00622
OG0000862	Syap.g_01789	Prac.g_00621
OG0000863	Syap.g_01784	Prac.g_00619
OG0000864	Syap.g_01783	Prac.g_00618
OG0000865	Syap.g_01781, Syap.g_01782	Prac.g_00617
OG0000866	Syap.g_01780	Prac.g_00616
OG0000867	Syap.g_01779	Prac.g_00615
OG0000868	Syap.g_01775	Prac.g_00614
OG0000869	Syap.g_01770	Prac.g_00610
OG0000870	Syap.g_01401	Prac.g_00605
OG0000871	Syap.g_01400	Prac.g_00604
OG0000872	Syap.g_01394	Prac.g_00603
OG0000873	Syap.g_01390	Prac.g_00600
OG0000874	Syap.g_01388	Prac.g_00597
OG0000875	Syap.g_01386	Prac.g_00596
OG0000876	Syap.g_00822	Prac.g_00595
OG0000877	Syap.g_01380	Prac.g_00593
OG0000878	Syap.g_01378	Prac.g_00592
OG0000879	Syap.g_01377	Prac.g_00591
OG0000880	Syap.g_01376	Prac.g_00590
OG0000882	Syap.g_01516	Prac.g_00581
OG0000883	Syap.g_01511	Prac.g_00580
OG0000884	Syap.g_01509	Prac.g_00578
OG0000885	Syap.g_01508	Prac.g_00577
OG0000886	Syap.g_01507	Prac.g_00576
OG0000887	Syap.g_01506	Prac.g_00575
OG0000888	Syap.g_01504	Prac.g_00573
OG0000889	Syap.g_01502	Prac.g_00571
OG0000890	Syap.g_01499	Prac.g_00570
OG0000891	Syap.g_01498	Prac.g_00569
OG0000892	Syap.g_02671	Prac.g_00471
OG0000893	Syap.g_02497	Prac.g_00476
OG0000894	Syap.g_02679	Prac.g_00478
OG0000895	Syap.g_00546	Prac.g_00481
OG0000896	Syap.g_00545	Prac.g_00482
OG0000897	Syap.g_00543	Prac.g_00484
OG0000898	Syap.g_00542	Prac.g_00485
OG0000899	Syap.g_00541	Prac.g_00486
OG0000900	Syap.g_00540	Prac.g_00487
OG0000901	Syap.g_01930	Prac.g_00490
OG0000902	Syap.g_01929	Prac.g_00492
OG0000903	Syap.g_01916	Prac.g_00495
OG0000904	Syap.g_01922	Prac.g_00497
OG0000905	Syap.g_01925	Prac.g_00502
OG0000906	Syap.g_01927	Prac.g_00503
OG0000907	Syap.g_01914	Prac.g_00506
OG0000908	Syap.g_01235	Prac.g_00509
OG0000909	Syap.g_01236	Prac.g_00510
OG0000910	Syap.g_01237	Prac.g_00511
OG0000911	Syap.g_00511	Prac.g_00513
OG0000912	Syap.g_00510	Prac.g_00514
OG0000913	Syap.g_00509	Prac.g_00515
OG0000914	Syap.g_00508	Prac.g_00516
OG0000915	Syap.g_00506	Prac.g_00517
OG0000916	Syap.g_00505	Prac.g_00518
OG0000917	Syap.g_00504	Prac.g_00519
OG0000918	Syap.g_00503	Prac.g_00520
OG0000919	Syap.g_00502	Prac.g_00521
OG0000920	Syap.g_00501	Prac.g_00522
OG0000921	Syap.g_00500	Prac.g_00523
OG0000922	Syap.g_00499	Prac.g_00524
OG0000923	Syap.g_00495	Prac.g_00528
OG0000924	Syap.g_00494	Prac.g_00529
OG0000925	Syap.g_00493	Prac.g_00530
OG0000926	Syap.g_00492	Prac.g_00531
OG0000927	Syap.g_00490	Prac.g_00533
OG0000928	Syap.g_00489	Prac.g_00534
OG0000929	Syap.g_00488	Prac.g_00535
OG0000930	Syap.g_00487	Prac.g_00536
OG0000931	Syap.g_00486	Prac.g_00537
OG0000932	Syap.g_00485	Prac.g_00538
OG0000933	Syap.g_00479	Prac.g_00542
OG0000934	Syap.g_00477	Prac.g_00544
OG0000935	Syap.g_00476	Prac.g_00545
OG0000936	Syap.g_00475	Prac.g_00546
OG0000937	Syap.g_00474	Prac.g_00547
OG0000938	Syap.g_00471	Prac.g_00549
OG0000939	Syap.g_00469	Prac.g_00550
OG0000940	Syap.g_00460	Prac.g_00556
OG0000941	Syap.g_00458	Prac.g_00558
OG0000942	Syap.g_00606	Prac.g_00560
OG0000943	Syap.g_00604	Prac.g_00561
OG0000944	Syap.g_00602	Prac.g_00562
OG0000945	Syap.g_00601	Prac.g_00563
OG0000946	Syap.g_00595	Prac.g_00005
OG0000947	Syap.g_00591	Prac.g_00007
OG0000948	Syap.g_00590	Prac.g_00008
OG0000949	Syap.g_01051	Prac.g_00011
OG0000950	Syap.g_01061	Prac.g_00016
OG0000951	Syap.g_01070	Prac.g_00020
OG0000952	Syap.g_01074	Prac.g_00024
OG0000953	Syap.g_01078	Prac.g_00027
OG0000954	Syap.g_01089	Prac.g_00031
OG0000955	Syap.g_01090	Prac.g_00032
OG0000956	Syap.g_01092	Prac.g_00034
OG0000957	Syap.g_01109	Prac.g_00039
OG0000958	Syap.g_01110	Prac.g_00040
OG0000959	Syap.g_01114	Prac.g_00044
OG0000960	Syap.g_01115	Prac.g_00045
OG0000961	Syap.g_02170	Prac.g_00047
OG0000962	Syap.g_01121	Prac.g_00049
OG0000963	Syap.g_01124	Prac.g_00052
OG0000964	Syap.g_01125	Prac.g_00053
OG0000965	Syap.g_01126	Prac.g_00054
OG0000966	Syap.g_01141	Prac.g_00061
OG0000967	Syap.g_00633	Prac.g_00065
OG0000968	Syap.g_00998	Prac.g_00067
OG0000969	Syap.g_00996	Prac.g_00068
OG0000970	Syap.g_00995	Prac.g_00069
OG0000971	Syap.g_00993	Prac.g_00070
OG0000972	Syap.g_00992	Prac.g_00071
OG0000973	Syap.g_00991	Prac.g_00072
OG0000974	Syap.g_00990	Prac.g_00073
OG0000975	Syap.g_00989	Prac.g_00074
OG0000976	Syap.g_00988	Prac.g_00075
OG0000977	Syap.g_00986	Prac.g_00076
OG0000978	Syap.g_00985	Prac.g_00077
OG0000979	Syap.g_00980	Prac.g_00080
OG0000980	Syap.g_00977	Prac.g_00082
OG0000981	Syap.g_01812	Prac.g_00084
OG0000982	Syap.g_00132	Prac.g_00086
OG0000983	Syap.g_00134	Prac.g_00087
OG0000984	Syap.g_00135	Prac.g_00088
OG0000985	Syap.g_00140	Prac.g_00091
OG0000986	Syap.g_01044	Prac.g_00093
OG0000987	Syap.g_01033	Prac.g_00094
OG0000988	Syap.g_01027	Prac.g_00097
OG0000989	Syap.g_01011	Prac.g_00100
OG0000990	Syap.g_02087	Prac.g_00103
OG0000991	Syap.g_02091	Prac.g_00104
OG0000992	Syap.g_02095	Prac.g_00106
OG0000993	Syap.g_02097	Prac.g_00107
OG0000994	Syap.g_02101	Prac.g_00108
OG0000996	Syap.g_01817	Prac.g_00113
OG0000997	Syap.g_02590	Prac.g_00114
OG0000998	Syap.g_02591	Prac.g_00116
OG0000999	Syap.g_02592	Prac.g_00117
OG0001001	Syap.g_02605	Prac.g_00122
OG0001002	Syap.g_00124	Prac.g_00126
OG0001003	Syap.g_02310	Prac.g_00127
OG0001004	Syap.g_02311	Prac.g_00128
OG0001005	Syap.g_02312	Prac.g_00129
OG0001006	Syap.g_00053	Prac.g_01949
OG0001007	Syap.g_00055	Prac.g_01947
OG0001008	Syap.g_02060	Prac.g_01110
OG0001012	Syap.g_00371	Prac.g_01889
OG0001013	Syap.g_01325	Prac.g_01883
OG0001016	Syap.g_01695	Prac.g_01858
OG0001033	Syap.g_00105	Prac.g_01722
OG0001035	Syap.g_01594	Prac.g_01677
OG0001038	Syap.g_01362	Prac.g_01653
OG0001039	Syap.g_01359	Prac.g_01650
OG0001040	Syap.g_01356	Prac.g_01648
OG0001041	Syap.g_01352	Prac.g_01644
OG0001043	Syap.g_01676	Prac.g_01626
OG0001044	Syap.g_00571	Prac.g_01201
OG0001053	Syap.g_02253	Prac.g_01061
OG0001054	Syap.g_00274	Prac.g_00873
OG0001055	Syap.g_00252	Prac.g_00855
OG0001059	Syap.g_00306	Prac.g_00819
OG0001060	Syap.g_00299	Prac.g_00812
OG0001061	Syap.g_01309	Prac.g_00799
OG0001062	Syap.g_01314	Prac.g_00797
OG0001072	Syap.g_00441	Prac.g_00783
OG0001073	Syap.g_00122, Syap.g_00455	Prac.g_00767
OG0001078	Syap.g_00896	Prac.g_00735
OG0001080	Syap.g_02505	Prac.g_00718
OG0001085	Syap.g_01953	Prac.g_00701
OG0001094	Syap.g_00187	Prac.g_01481
OG0001095	Syap.g_02725	Prac.g_01462
OG0001096	Syap.g_02709	Prac.g_01449
OG0001100	Syap.g_02369	Prac.g_01392
OG0001102	Syap.g_01258	Prac.g_01387
OG0001103	Syap.g_01256	Prac.g_01385
OG0001104	Syap.g_00171	Prac.g_01364
OG0001105	Syap.g_00175	Prac.g_01360
OG0001107	Syap.g_02015	Prac.g_01329
OG0001108	Syap.g_00119	Prac.g_01325
OG0001122	Syap.g_02766	Prac.g_01284
OG0001123	Syap.g_01872	Prac.g_01280
OG0001133	Syap.g_01292	Prac.g_01031
OG0001136	Syap.g_00230	Prac.g_00988
OG0001137	Syap.g_00213	Prac.g_00977
OG0001140	Syap.g_02134	Prac.g_00957
OG0001152	Syap.g_02447	Prac.g_00233
OG0001154	Syap.g_00013	Prac.g_00378
OG0001155	Syap.g_00750	Prac.g_00366
OG0001160	Syap.g_01217	Prac.g_00336
OG0001162	Syap.g_02366	Prac.g_00313
OG0001163	Syap.g_00609	Prac.g_00633
OG0001164	Syap.g_00614	Prac.g_00629
OG0001165	Syap.g_00619	Prac.g_00626
OG0001168	Syap.g_01372	Prac.g_00587
OG0001171	Syap.g_01505	Prac.g_00574
OG0001172	Syap.g_00547	Prac.g_00479
OG0001177	Syap.g_01920	Prac.g_00499
OG0001178	Syap.g_01786, Syap.g_01787	Prac.g_00504
OG0001179	Syap.g_00491	Prac.g_00532
OG0001180	Syap.g_00097, Syap.g_00465	Prac.g_00553
OG0001181	Syap.g_00459	Prac.g_00557
OG0001183	Syap.g_00594	Prac.g_00006
OG0001185	Syap.g_01104	Prac.g_00036
OG0001186	Syap.g_01140	Prac.g_00058
OG0001187	Syap.g_01142	Prac.g_00062
OG0001188	Syap.g_00634	Prac.g_00064
OG0001189	Syap.g_00979	Prac.g_00081
OG0001191	Syap.g_01030	Prac.g_00095
OG0001192	Syap.g_01021	Prac.g_00099
OG0001197	Syap.g_00126	Prac.g_00125
OG0001198	Syap.g_00052	Prac.g_01950
OG0001199	Syap.g_01696	Prac.g_01857
OG0001200	Syap.g_01698	Prac.g_01855
OG0001202	Syap.g_01613	Prac.g_01731
OG0001203	Syap.g_01154	Prac.g_01692
OG0001204	Syap.g_01577	Prac.g_01687
OG0001214	Syap.g_00897	Prac.g_00734
OG0001217	Syap.g_01464	Prac.g_01521
OG0001219	Syap.g_02794	Prac.g_01487
OG0001221	Syap.g_01777	Prac.g_01373
OG0001222	Syap.g_02027	Prac.g_01335
OG0001224	Syap.g_01551	Prac.g_01260
OG0001225	Syap.g_01553	Prac.g_01258
OG0001226	Syap.g_02551	Prac.g_01232
OG0001228	Syap.g_01063	Prac.g_00940
OG0001229	Syap.g_00827	Prac.g_00215
OG0001230	Syap.g_02116	Prac.g_00419
OG0001231	Syap.g_00073	Prac.g_00315
OG0001232	Syap.g_01393	Prac.g_00602
OG0001235	Syap.g_01924	Prac.g_00501
OG0001236	Syap.g_01069	Prac.g_00019
OG0001237	Syap.g_01073	Prac.g_00023
OG0001238	Syap.g_01028	Prac.g_00096
OG0001239	Syap.g_01693, Syap.g_01692	Prac.g_01860
OG0001242	Syap.g_02227, Syap.g_02229	Prac.g_01812
OG0001243	Syap.g_02219	Prac.g_01806
OG0001244	Syap.g_02192	Prac.g_01790
OG0001246	Syap.g_00267, Syap.g_01165	Prac.g_00867
OG0001248	Syap.g_00423	Prac.g_00686
OG0001249	Syap.g_00575	Prac.g_01498
OG0001250	Syap.g_01836	Prac.g_01435
OG0001251	Syap.g_01549, Syap.g_01727	Prac.g_01400
OG0001253	Syap.g_01969	Prac.g_01212
OG0001255	Syap.g_02523	Prac.g_01001
OG0001256	Syap.g_01225	Prac.g_00322
OG0001257	Syap.g_00374, Syap.g_00373	Prac.g_00316
OG0001258	Syap.g_00617	Prac.g_00628
OG0001260	Syap.g_01497	Prac.g_00568
OG0001261	Syap.g_00482	Prac.g_00540
OG0001262	Syap.g_00981	Prac.g_00079
OG0001263	Syap.g_02216	Prac.g_01803
OG0001265	Syap.g_02231	Prac.g_01813
OG0001266	Syap.g_01618	Prac.g_01727
OG0001267	Syap.g_01360	Prac.g_01651
OG0001268	Syap.g_00563	Prac.g_01195
OG0001270	Syap.g_02056	Prac.g_01113
OG0001271	Syap.g_02759	Prac.g_01072
OG0001272	Syap.g_02250	Prac.g_01058
OG0001274	Syap.g_01897	Prac.g_00668
OG0001275	Syap.g_02694	Prac.g_01300
OG0001276	Syap.g_01873	Prac.g_01281
OG0001277	Syap.g_01293	Prac.g_01223
OG0001278	Syap.g_02438	Prac.g_00935
OG0001282	Syap.g_01701	Prac.g_00218
OG0001284	Syap.g_00047	Prac.g_00341
OG0001287	Syap.g_00418	Prac.g_00043
OG0001288	Syap.g_01123	Prac.g_00051
OG0001289	Syap.g_02365	Prac.g_01844
OG0001291	Syap.g_02207	Prac.g_01796
OG0001292	Syap.g_01583	Prac.g_01682
OG0001299	Syap.g_01959	Prac.g_00705
OG0001303	Syap.g_02795	Prac.g_01296
OG0001304	Syap.g_00536	Prac.g_01271
OG0001305	Syap.g_01562	Prac.g_01252
OG0001306	Syap.g_00245	Prac.g_00999
OG0001307	Syap.g_00403	Prac.g_00200
OG0001308	Syap.g_02751, Syap.g_02750	Prac.g_00401
OG0001310	Syap.g_01774	Prac.g_00613
OG0001311	Syap.g_01871	Prac.g_01279
OG0001312	Syap.g_01735	Prac.g_01346
OG0001315	Syap.g_00596	Prac.g_01869
OG0001318	Syap.g_01596, Syap.g_01597	Prac.g_01675
OG0001319	Syap.g_02338	Prac.g_01659
OG0001323	Syap.g_00757	Prac.g_00853
OG0001326	Syap.g_02646	Prac.g_00647
OG0001332	Syap.g_01548	Prac.g_00368
OG0001333	Syap.g_01373	Prac.g_00588
OG0001336	Syap.g_02602	Prac.g_00121
OG0001345	Syap.g_01877, Syap.g_02776	Prac.g_00966
OG0001346	Syap.g_01484	Prac.g_00176
OG0001348	Syap.g_00938	Prac.g_00295
OG0001349	Syap.g_01264, Syap.g_00851	Prac.g_00261
OG0001351	Syap.g_01996	Prac.g_01093
OG0001358	Syap.g_00942	Prac.g_00751
OG0001360	Syap.g_01881, Syap.g_02778	Prac.g_01211
OG0001361	Syap.g_01792	Prac.g_00969
OG0001364	Syap.g_01052	Prac.g_00012
OG0001365	Syap.g_00138	Prac.g_00089
OG0001371	Syap.g_02545, Syap.g_02544	Prac.g_00692
OG0001373	Syap.g_02647	Prac.g_00646
OG0001374	Syap.g_01829, Syap.g_01830	Prac.g_00654
OG0001376	Syap.g_01991	Prac.g_01246
OG0001377	Syap.g_01992	Prac.g_01245
OG0001378	Syap.g_02055	Prac.g_01047
OG0001382	Syap.g_00677	Prac.g_00302
OG0001385	Syap.g_02650	Prac.g_00643
OG0001386	Syap.g_02649	Prac.g_00644
OG0001387	Syap.g_02648	Prac.g_00645
OG0001388	Syap.g_02645	Prac.g_00648
OG0001389	Syap.g_02644	Prac.g_00649
OG0001390	Syap.g_02643	Prac.g_00650
OG0001391	Syap.g_01833	Prac.g_00651
OG0001392	Syap.g_01832	Prac.g_00652
OG0001393	Syap.g_01831	Prac.g_00653
OG0001395	Syap.g_00531	Prac.g_01269
OG0001406	Syap.g_01989	Prac.g_01247
OG0001408	Syap.g_01862	Prac.g_01228, Prac.g_01229
OG0001411	Syap.g_00853	Prac.g_00259
OG0001415	Syap.g_00447, Syap.g_00446	Prac.g_01699
OG0001418	Syap.g_00221	Prac.g_00687
OG0001420	Syap.g_02736	Prac.g_01038
OG0001422	Syap.g_01682	Prac.g_00297
OG0001428	Syap.g_01196	Prac.g_01758
OG0001432	Syap.g_01967	Prac.g_00328
OG0001433	Syap.g_00790	Prac.g_00899
OG0001435	Syap.g_01259	Prac.g_01388
OG0001437	Syap.g_00448	Prac.g_01700
OG0001438	Syap.g_01346, Syap.g_01630	Prac.g_01638
