Orthogroup	Syap	Praf
OG0000599	Syap.g_00908	Praf.g_01709
OG0000600	Syap.g_00909	Praf.g_01710
OG0000601	Syap.g_00910	Praf.g_01711
OG0000602	Syap.g_00640	Praf.g_01716
OG0000603	Syap.g_00641	Praf.g_01717
OG0000604	Syap.g_02769	Praf.g_01718
OG0000605	Syap.g_02501, Syap.g_02771	Praf.g_01720
OG0000606	Syap.g_02506	Praf.g_01727
OG0000607	Syap.g_00093	Praf.g_01730
OG0000608	Syap.g_00094	Praf.g_01731
OG0000609	Syap.g_00096	Praf.g_01733
OG0000610	Syap.g_01963	Praf.g_01741
OG0000611	Syap.g_01958	Praf.g_01744
OG0000612	Syap.g_01957	Praf.g_01745
OG0000613	Syap.g_02480	Praf.g_02344
OG0000615	Syap.g_00154	Praf.g_01489
OG0000616	Syap.g_00127	Praf.g_02767
OG0000617	Syap.g_00513	Praf.g_01308
OG0000618	Syap.g_00514	Praf.g_01309
OG0000619	Syap.g_00515	Praf.g_01310
OG0000620	Syap.g_00520	Praf.g_01314
OG0000621	Syap.g_00521	Praf.g_01315
OG0000622	Syap.g_00523	Praf.g_01316
OG0000623	Syap.g_00526	Praf.g_01317
OG0000624	Syap.g_00527	Praf.g_01318
OG0000625	Syap.g_00528	Praf.g_01319
OG0000626	Syap.g_00529	Praf.g_01320
OG0000627	Syap.g_00848	Praf.g_01441
OG0000628	Syap.g_00850	Praf.g_01440
OG0000629	Syap.g_02334	Praf.g_01437
OG0000630	Syap.g_02793	Praf.g_01433
OG0000631	Syap.g_01724	Praf.g_01429
OG0000632	Syap.g_01725	Praf.g_01428
OG0000633	Syap.g_01726	Praf.g_01427
OG0000634	Syap.g_00190	Praf.g_01526
OG0000635	Syap.g_00191	Praf.g_01527
OG0000636	Syap.g_00193	Praf.g_01529
OG0000637	Syap.g_00195	Praf.g_01531
OG0000638	Syap.g_00196	Praf.g_01532
OG0000639	Syap.g_00197	Praf.g_01533
OG0000640	Syap.g_00198	Praf.g_01534
OG0000641	Syap.g_00203	Praf.g_01538
OG0000642	Syap.g_02732	Praf.g_01539
OG0000643	Syap.g_02731	Praf.g_01540
OG0000644	Syap.g_02730	Praf.g_01541
OG0000645	Syap.g_02726	Praf.g_01542
OG0000646	Syap.g_02723	Praf.g_01545
OG0000647	Syap.g_02721	Praf.g_01547
OG0000648	Syap.g_02719	Praf.g_01549
OG0000649	Syap.g_02718	Praf.g_01550
OG0000650	Syap.g_02717	Praf.g_01551
OG0000651	Syap.g_02716	Praf.g_01552
OG0000652	Syap.g_02715	Praf.g_01553
OG0000653	Syap.g_02713	Praf.g_01557
OG0000654	Syap.g_02711	Praf.g_01558
OG0000655	Syap.g_02710	Praf.g_01559
OG0000656	Syap.g_02706	Praf.g_01562
OG0000657	Syap.g_01845	Praf.g_01592
OG0000658	Syap.g_01841	Praf.g_01594
OG0000659	Syap.g_01840	Praf.g_01595
OG0000660	Syap.g_01835	Praf.g_01599
OG0000662	Syap.g_00823	Praf.g_01603
OG0000663	Syap.g_00826	Praf.g_01606
OG0000664	Syap.g_00828	Praf.g_01607
OG0000665	Syap.g_02331	Praf.g_01620
OG0000666	Syap.g_01573	Praf.g_01622
OG0000667	Syap.g_01979	Praf.g_01629
OG0000668	Syap.g_02765	Praf.g_01339
OG0000669	Syap.g_02371	Praf.g_01638
OG0000670	Syap.g_02368	Praf.g_00961
OG0000671	Syap.g_01260	Praf.g_01456
OG0000672	Syap.g_01257	Praf.g_01459
OG0000673	Syap.g_01253	Praf.g_01462
OG0000674	Syap.g_01251	Praf.g_01464
OG0000675	Syap.g_01250	Praf.g_01465
OG0000676	Syap.g_01248	Praf.g_01467
OG0000677	Syap.g_01246	Praf.g_01469
OG0000678	Syap.g_01239	Praf.g_01475
OG0000679	Syap.g_00157	Praf.g_01494
OG0000680	Syap.g_00158	Praf.g_01495
OG0000681	Syap.g_00163	Praf.g_01497
OG0000682	Syap.g_00165	Praf.g_01498
OG0000683	Syap.g_00166	Praf.g_01499
OG0000684	Syap.g_00169	Praf.g_01512
OG0000685	Syap.g_00172	Praf.g_01510
OG0000686	Syap.g_00173	Praf.g_01509
OG0000687	Syap.g_00174	Praf.g_01508
OG0000688	Syap.g_00178	Praf.g_01515
OG0000689	Syap.g_00180	Praf.g_01516
OG0000690	Syap.g_00181	Praf.g_01517
OG0000691	Syap.g_00182	Praf.g_01519
OG0000692	Syap.g_00184	Praf.g_01520
OG0000693	Syap.g_00185	Praf.g_01522
OG0000694	Syap.g_00186	Praf.g_01523
OG0000695	Syap.g_01729	Praf.g_01425
OG0000696	Syap.g_01730	Praf.g_01424
OG0000697	Syap.g_01734	Praf.g_01422
OG0000698	Syap.g_01737	Praf.g_01419
OG0000699	Syap.g_01738	Praf.g_01417
OG0000700	Syap.g_01739	Praf.g_01416
OG0000701	Syap.g_01740	Praf.g_01415
OG0000702	Syap.g_01747	Praf.g_01408
OG0000703	Syap.g_01750	Praf.g_01407
OG0000704	Syap.g_01753	Praf.g_01405
OG0000705	Syap.g_02022	Praf.g_01399
OG0000706	Syap.g_02020	Praf.g_01398
OG0000707	Syap.g_02019	Praf.g_01397
OG0000708	Syap.g_02016	Praf.g_01395
OG0000709	Syap.g_00121	Praf.g_01388
OG0000711	Syap.g_02686	Praf.g_01360
OG0000712	Syap.g_02688	Praf.g_01359
OG0000713	Syap.g_02689	Praf.g_01358
OG0000714	Syap.g_02691	Praf.g_01355
OG0000715	Syap.g_02693	Praf.g_01353
OG0000716	Syap.g_02696	Praf.g_01349
OG0000717	Syap.g_02697	Praf.g_01348
OG0000718	Syap.g_02701	Praf.g_01343
OG0000719	Syap.g_02767	Praf.g_01341
OG0000720	Syap.g_02780	Praf.g_01328
OG0000721	Syap.g_02782	Praf.g_01327
OG0000722	Syap.g_02783	Praf.g_01326
OG0000723	Syap.g_00532	Praf.g_01322
OG0000725	Syap.g_01559	Praf.g_01270
OG0000726	Syap.g_01560	Praf.g_01269
OG0000727	Syap.g_01561	Praf.g_01268
OG0000728	Syap.g_01564	Praf.g_01267
OG0000729	Syap.g_01122	Praf.g_00162
OG0000730	Syap.g_00572	Praf.g_02056
OG0000731	Syap.g_00560	Praf.g_02047
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Praf.g_00055
OG0000733	Syap.g_01971	Praf.g_02698
OG0000734	Syap.g_02628	Praf.g_00233
OG0000735	Syap.g_00244	Praf.g_00822
OG0000736	Syap.g_00243	Praf.g_00823
OG0000737	Syap.g_00242	Praf.g_00824
OG0000738	Syap.g_00236	Praf.g_00830
OG0000739	Syap.g_00235	Praf.g_00832
OG0000740	Syap.g_00234	Praf.g_00833
OG0000741	Syap.g_00231	Praf.g_00836
OG0000742	Syap.g_00229	Praf.g_00853
OG0000743	Syap.g_00226	Praf.g_00855
OG0000744	Syap.g_00225	Praf.g_00856
OG0000745	Syap.g_00222	Praf.g_00858
OG0000746	Syap.g_00220	Praf.g_00860
OG0000747	Syap.g_00219	Praf.g_00861
OG0000748	Syap.g_00212	Praf.g_00873
OG0000749	Syap.g_00211	Praf.g_00874
OG0000750	Syap.g_00210	Praf.g_00875
OG0000751	Syap.g_00205	Praf.g_00880
OG0000752	Syap.g_01793	Praf.g_00882
OG0000753	Syap.g_02775	Praf.g_00885
OG0000754	Syap.g_01883	Praf.g_00914
OG0000755	Syap.g_01893	Praf.g_00921
OG0000757	Syap.g_00427	Praf.g_00929
OG0000758	Syap.g_00428	Praf.g_00930
OG0000759	Syap.g_00429	Praf.g_00931
OG0000760	Syap.g_00430	Praf.g_00932
OG0000761	Syap.g_00431	Praf.g_00933
OG0000762	Syap.g_00434	Praf.g_00913
OG0000763	Syap.g_02624	Praf.g_00911
OG0000764	Syap.g_02623	Praf.g_00910
OG0000765	Syap.g_02440	Praf.g_00895
OG0000766	Syap.g_02439	Praf.g_00894
OG0000767	Syap.g_02437	Praf.g_00892
OG0000768	Syap.g_02436	Praf.g_00891
OG0000769	Syap.g_02434	Praf.g_00887
OG0000770	Syap.g_02431	Praf.g_00937
OG0000772	Syap.g_02295	Praf.g_00548
OG0000773	Syap.g_00885	Praf.g_00808
OG0000774	Syap.g_01473	Praf.g_00804
OG0000775	Syap.g_01475	Praf.g_00802
OG0000776	Syap.g_01476	Praf.g_00801
OG0000777	Syap.g_01478	Praf.g_00800
OG0000778	Syap.g_01479	Praf.g_00799
OG0000779	Syap.g_01494	Praf.g_00794
OG0000780	Syap.g_01496	Praf.g_00791
OG0000781	Syap.g_02609	Praf.g_00787
OG0000782	Syap.g_02611	Praf.g_00786
OG0000783	Syap.g_02612	Praf.g_00785
OG0000784	Syap.g_02613	Praf.g_00784
OG0000785	Syap.g_02281	Praf.g_00782
OG0000786	Syap.g_02287	Praf.g_00777
OG0000787	Syap.g_02288	Praf.g_00776
OG0000788	Syap.g_01932	Praf.g_01996
OG0000789	Syap.g_00372	Praf.g_01001
OG0000791	Syap.g_02520	Praf.g_00577
OG0000792	Syap.g_02519	Praf.g_00576
OG0000793	Syap.g_02141	Praf.g_00572
OG0000794	Syap.g_02200	Praf.g_00571
OG0000795	Syap.g_02199	Praf.g_00570
OG0000796	Syap.g_02448	Praf.g_00566
OG0000797	Syap.g_02449	Praf.g_00565
OG0000798	Syap.g_01363	Praf.g_02276
OG0000799	Syap.g_02488	Praf.g_01765
OG0000800	Syap.g_02487	Praf.g_01766
OG0000801	Syap.g_02486	Praf.g_01767
OG0000802	Syap.g_02659	Praf.g_01773
OG0000803	Syap.g_02109	Praf.g_01779
OG0000804	Syap.g_02113	Praf.g_01781
OG0000805	Syap.g_02115	Praf.g_01783
OG0000806	Syap.g_02117	Praf.g_01785
OG0000807	Syap.g_02118	Praf.g_01787
OG0000808	Syap.g_02119	Praf.g_01788
OG0000809	Syap.g_02122	Praf.g_01792
OG0000810	Syap.g_02124	Praf.g_01793
OG0000811	Syap.g_02472	Praf.g_01801
OG0000812	Syap.g_02474	Praf.g_01803
OG0000813	Syap.g_02475	Praf.g_01804
OG0000814	Syap.g_02753	Praf.g_01806
OG0000815	Syap.g_02752	Praf.g_01807
OG0000816	Syap.g_02289	Praf.g_01809
OG0000817	Syap.g_02527	Praf.g_01810
OG0000818	Syap.g_02001	Praf.g_01822
OG0000819	Syap.g_02002	Praf.g_01823
OG0000820	Syap.g_02003	Praf.g_01824
OG0000821	Syap.g_02009	Praf.g_01831
OG0000822	Syap.g_02011	Praf.g_01833
OG0000824	Syap.g_00008	Praf.g_01838
OG0000825	Syap.g_00009	Praf.g_01839
OG0000826	Syap.g_00010	Praf.g_01840
OG0000827	Syap.g_00011	Praf.g_01841
OG0000828	Syap.g_00014	Praf.g_01844
OG0000829	Syap.g_00015	Praf.g_01845
OG0000830	Syap.g_00016	Praf.g_01846
OG0000831	Syap.g_00019	Praf.g_01849
OG0000832	Syap.g_00752	Praf.g_00542
OG0000833	Syap.g_00021	Praf.g_00534
OG0000834	Syap.g_00023	Praf.g_00533
OG0000835	Syap.g_00024	Praf.g_00532
OG0000836	Syap.g_00026	Praf.g_00530
OG0000837	Syap.g_00027	Praf.g_00529
OG0000838	Syap.g_00031	Praf.g_00525
OG0000839	Syap.g_00032	Praf.g_00524
OG0000840	Syap.g_00033	Praf.g_00523
OG0000841	Syap.g_00034	Praf.g_00522
OG0000842	Syap.g_00035	Praf.g_00521
OG0000843	Syap.g_00036	Praf.g_00520
OG0000844	Syap.g_00039	Praf.g_00518
OG0000845	Syap.g_00040	Praf.g_00517
OG0000846	Syap.g_00042	Praf.g_00516
OG0000847	Syap.g_00043	Praf.g_00515
OG0000848	Syap.g_00045	Praf.g_00513
OG0000849	Syap.g_00046	Praf.g_00512
OG0000850	Syap.g_00310	Praf.g_00511
OG0000851	Syap.g_01214	Praf.g_00508
OG0000852	Syap.g_01215	Praf.g_00507
OG0000853	Syap.g_01219	Praf.g_00502
OG0000854	Syap.g_01222	Praf.g_00500
OG0000855	Syap.g_01223	Praf.g_00499
OG0000856	Syap.g_01286	Praf.g_01677
OG0000857	Syap.g_02722	Praf.g_01546
OG0000858	Syap.g_00612	Praf.g_00490
OG0000859	Syap.g_00613	Praf.g_00489
OG0000860	Syap.g_00623	Praf.g_00478
OG0000861	Syap.g_02789	Praf.g_00477
OG0000862	Syap.g_01789	Praf.g_00475
OG0000863	Syap.g_01784	Praf.g_00472
OG0000864	Syap.g_01783	Praf.g_00471
OG0000865	Syap.g_01781, Syap.g_01782	Praf.g_00470
OG0000866	Syap.g_01780	Praf.g_00469
OG0000867	Syap.g_01779	Praf.g_00468
OG0000868	Syap.g_01775	Praf.g_00466
OG0000869	Syap.g_01770	Praf.g_00463
OG0000870	Syap.g_01401	Praf.g_00458
OG0000871	Syap.g_01400	Praf.g_00457
OG0000872	Syap.g_01394	Praf.g_00455
OG0000873	Syap.g_01390	Praf.g_00452
OG0000874	Syap.g_01388	Praf.g_00448
OG0000875	Syap.g_01386	Praf.g_00447
OG0000876	Syap.g_00822	Praf.g_00446
OG0000877	Syap.g_01380	Praf.g_00443
OG0000878	Syap.g_01378	Praf.g_00442
OG0000879	Syap.g_01377	Praf.g_00441
OG0000880	Syap.g_01376	Praf.g_00440
OG0000882	Syap.g_01516	Praf.g_00429
OG0000883	Syap.g_01511	Praf.g_00427
OG0000884	Syap.g_01509	Praf.g_00425
OG0000885	Syap.g_01508	Praf.g_00424
OG0000886	Syap.g_01507	Praf.g_00423
OG0000887	Syap.g_01506	Praf.g_00422
OG0000888	Syap.g_01504	Praf.g_00420
OG0000889	Syap.g_01502	Praf.g_00418
OG0000890	Syap.g_01499	Praf.g_00405
OG0000891	Syap.g_01498	Praf.g_00404
OG0000892	Syap.g_02671	Praf.g_00402
OG0000893	Syap.g_02497	Praf.g_02202
OG0000894	Syap.g_02679	Praf.g_02199
OG0000895	Syap.g_00546	Praf.g_02195
OG0000896	Syap.g_00545	Praf.g_02194
OG0000897	Syap.g_00543	Praf.g_02192
OG0000898	Syap.g_00542	Praf.g_02191
OG0000899	Syap.g_00541	Praf.g_02190
OG0000900	Syap.g_00540	Praf.g_02189
OG0000901	Syap.g_01930	Praf.g_02185
OG0000902	Syap.g_01929	Praf.g_02183
OG0000903	Syap.g_01916	Praf.g_02170
OG0000904	Syap.g_01922	Praf.g_02175
OG0000905	Syap.g_01925	Praf.g_02177
OG0000906	Syap.g_01927	Praf.g_02179
OG0000907	Syap.g_01914	Praf.g_02163
OG0000908	Syap.g_01235	Praf.g_02160
OG0000909	Syap.g_01236	Praf.g_02159
OG0000910	Syap.g_01237	Praf.g_02158
OG0000911	Syap.g_00511	Praf.g_02156
OG0000912	Syap.g_00510	Praf.g_02155
OG0000913	Syap.g_00509	Praf.g_02154
OG0000914	Syap.g_00508	Praf.g_02153
OG0000915	Syap.g_00506	Praf.g_02152
OG0000916	Syap.g_00505	Praf.g_02151
OG0000917	Syap.g_00504	Praf.g_02150
OG0000918	Syap.g_00503	Praf.g_02149
OG0000919	Syap.g_00502	Praf.g_02148
OG0000920	Syap.g_00501	Praf.g_02147
OG0000921	Syap.g_00500	Praf.g_02146
OG0000922	Syap.g_00499	Praf.g_02145
OG0000923	Syap.g_00495	Praf.g_02141
OG0000924	Syap.g_00494	Praf.g_02140
OG0000925	Syap.g_00493	Praf.g_02139
OG0000926	Syap.g_00492	Praf.g_02138
OG0000927	Syap.g_00490	Praf.g_02136
OG0000928	Syap.g_00489	Praf.g_02135
OG0000929	Syap.g_00488	Praf.g_02134
OG0000930	Syap.g_00487	Praf.g_02133
OG0000931	Syap.g_00486	Praf.g_02132
OG0000932	Syap.g_00485	Praf.g_02131
OG0000933	Syap.g_00479	Praf.g_02126
OG0000934	Syap.g_00477	Praf.g_02124
OG0000935	Syap.g_00476	Praf.g_02123
OG0000936	Syap.g_00475	Praf.g_02122
OG0000937	Syap.g_00474	Praf.g_02121
OG0000938	Syap.g_00471	Praf.g_02118
OG0000939	Syap.g_00469	Praf.g_02117
OG0000940	Syap.g_00460	Praf.g_02106
OG0000941	Syap.g_00458	Praf.g_02104
OG0000942	Syap.g_00606	Praf.g_02102
OG0000943	Syap.g_00604	Praf.g_02101
OG0000944	Syap.g_00602	Praf.g_02099
OG0000945	Syap.g_00601	Praf.g_02097
OG0000946	Syap.g_00595	Praf.g_02082
OG0000947	Syap.g_00591	Praf.g_02079
OG0000948	Syap.g_00590	Praf.g_02078
OG0000949	Syap.g_01051	Praf.g_02075
OG0000950	Syap.g_01061	Praf.g_02383
OG0000951	Syap.g_01070	Praf.g_02388
OG0000952	Syap.g_01074	Praf.g_02393
OG0000953	Syap.g_01078	Praf.g_02397
OG0000954	Syap.g_01089	Praf.g_00195
OG0000955	Syap.g_01090	Praf.g_00194
OG0000956	Syap.g_01092	Praf.g_00192
OG0000957	Syap.g_01109	Praf.g_00180
OG0000958	Syap.g_01110	Praf.g_00179
OG0000959	Syap.g_01114	Praf.g_00175
OG0000960	Syap.g_01115	Praf.g_00174
OG0000961	Syap.g_02170	Praf.g_00165
OG0000962	Syap.g_01121	Praf.g_00163
OG0000963	Syap.g_01124	Praf.g_00157
OG0000964	Syap.g_01125	Praf.g_00156
OG0000965	Syap.g_01126	Praf.g_00155
OG0000966	Syap.g_01141	Praf.g_00089
OG0000967	Syap.g_00633	Praf.g_00082
OG0000968	Syap.g_00998	Praf.g_00077
OG0000969	Syap.g_00996	Praf.g_00075
OG0000970	Syap.g_00995	Praf.g_00074
OG0000971	Syap.g_00993	Praf.g_00072
OG0000972	Syap.g_00992	Praf.g_00071
OG0000973	Syap.g_00991	Praf.g_00070
OG0000974	Syap.g_00990	Praf.g_00069
OG0000975	Syap.g_00989	Praf.g_00068
OG0000976	Syap.g_00988	Praf.g_00067
OG0000977	Syap.g_00986	Praf.g_00064
OG0000978	Syap.g_00985	Praf.g_00063
OG0000979	Syap.g_00980	Praf.g_00060
OG0000980	Syap.g_00977	Praf.g_00056
OG0000981	Syap.g_01812	Praf.g_00053
OG0000982	Syap.g_00132	Praf.g_02657
OG0000983	Syap.g_00134	Praf.g_02658
OG0000984	Syap.g_00135	Praf.g_02659
OG0000985	Syap.g_00140	Praf.g_02663
OG0000986	Syap.g_01044	Praf.g_02665
OG0000987	Syap.g_01033	Praf.g_02667
OG0000988	Syap.g_01027	Praf.g_02671
OG0000989	Syap.g_01011	Praf.g_02680
OG0000990	Syap.g_02087	Praf.g_02702
OG0000991	Syap.g_02091	Praf.g_02716
OG0000992	Syap.g_02095	Praf.g_02719
OG0000993	Syap.g_02097	Praf.g_02720
OG0000994	Syap.g_02101	Praf.g_02723
OG0000996	Syap.g_01817	Praf.g_02743
OG0000997	Syap.g_02590	Praf.g_02753
OG0000998	Syap.g_02591	Praf.g_02755
OG0000999	Syap.g_02592	Praf.g_02756
OG0001001	Syap.g_02605	Praf.g_02764
OG0001002	Syap.g_00124	Praf.g_02770
OG0001003	Syap.g_02310	Praf.g_02772
OG0001004	Syap.g_02311	Praf.g_02773
OG0001005	Syap.g_02312	Praf.g_02775
OG0001006	Syap.g_00053	Praf.g_02781
OG0001007	Syap.g_00055	Praf.g_02783
OG0001008	Syap.g_02060	Praf.g_01988
OG0001012	Syap.g_00371	Praf.g_02654
OG0001013	Syap.g_01325	Praf.g_02603
OG0001016	Syap.g_01695	Praf.g_00316
OG0001033	Syap.g_00105	Praf.g_02533
OG0001035	Syap.g_01594	Praf.g_02243
OG0001038	Syap.g_01362	Praf.g_02277
OG0001039	Syap.g_01359	Praf.g_02280
OG0001040	Syap.g_01356	Praf.g_02283
OG0001041	Syap.g_01352	Praf.g_02288
OG0001043	Syap.g_01676	Praf.g_02318
OG0001044	Syap.g_00571	Praf.g_02055
OG0001053	Syap.g_02253	Praf.g_00598
OG0001054	Syap.g_00274	Praf.g_00615
OG0001055	Syap.g_00252	Praf.g_00636
OG0001059	Syap.g_00306	Praf.g_00693
OG0001060	Syap.g_00299	Praf.g_00700
OG0001061	Syap.g_01309	Praf.g_00717
OG0001062	Syap.g_01314	Praf.g_00719
OG0001072	Syap.g_00441	Praf.g_00738
OG0001073	Syap.g_00122, Syap.g_00455	Praf.g_00758
OG0001078	Syap.g_00896	Praf.g_01693
OG0001080	Syap.g_02505	Praf.g_01722
OG0001085	Syap.g_01953	Praf.g_01749
OG0001094	Syap.g_00187	Praf.g_01524
OG0001095	Syap.g_02725	Praf.g_01543
OG0001096	Syap.g_02709	Praf.g_01560
OG0001100	Syap.g_02369	Praf.g_01454
OG0001102	Syap.g_01258	Praf.g_01458
OG0001103	Syap.g_01256	Praf.g_01460
OG0001104	Syap.g_00171	Praf.g_01511
OG0001105	Syap.g_00175	Praf.g_01506
OG0001107	Syap.g_02015	Praf.g_01394
OG0001108	Syap.g_00119	Praf.g_01387
OG0001122	Syap.g_02766	Praf.g_01340
OG0001123	Syap.g_01872	Praf.g_01333
OG0001133	Syap.g_01292	Praf.g_01671
OG0001136	Syap.g_00230	Praf.g_00852
OG0001137	Syap.g_00213	Praf.g_00872
OG0001140	Syap.g_02134	Praf.g_00926
OG0001152	Syap.g_02447	Praf.g_00567
OG0001154	Syap.g_00013	Praf.g_01843
OG0001155	Syap.g_00750	Praf.g_00540
OG0001160	Syap.g_01217	Praf.g_00504
OG0001162	Syap.g_02366	Praf.g_01145
OG0001163	Syap.g_00609	Praf.g_00492
OG0001164	Syap.g_00614	Praf.g_00487
OG0001165	Syap.g_00619	Praf.g_00484
OG0001168	Syap.g_01372	Praf.g_00435
OG0001171	Syap.g_01505	Praf.g_00421
OG0001172	Syap.g_00547	Praf.g_02197
OG0001177	Syap.g_01920	Praf.g_02173
OG0001178	Syap.g_01786, Syap.g_01787	Praf.g_00474
OG0001179	Syap.g_00491	Praf.g_02137
OG0001180	Syap.g_00097, Syap.g_00465	Praf.g_02109
OG0001181	Syap.g_00459	Praf.g_02105
OG0001183	Syap.g_00594	Praf.g_02081
OG0001185	Syap.g_01104	Praf.g_00184
OG0001186	Syap.g_01140	Praf.g_00091
OG0001187	Syap.g_01142	Praf.g_00088
OG0001188	Syap.g_00634	Praf.g_00083
OG0001189	Syap.g_00979	Praf.g_00058
OG0001191	Syap.g_01030	Praf.g_02669
OG0001192	Syap.g_01021	Praf.g_02674
OG0001197	Syap.g_00126	Praf.g_02768
OG0001198	Syap.g_00052	Praf.g_02780
OG0001199	Syap.g_01696	Praf.g_00315
OG0001200	Syap.g_01698	Praf.g_00313
OG0001203	Syap.g_01154	Praf.g_00387
OG0001204	Syap.g_01577	Praf.g_02206
OG0001214	Syap.g_00897	Praf.g_01694
OG0001217	Syap.g_01464	Praf.g_00710
OG0001218	Syap.g_00020	Praf.g_01853
OG0001219	Syap.g_02794	Praf.g_01432
OG0001221	Syap.g_01777	Praf.g_01480
OG0001222	Syap.g_02027	Praf.g_02684
OG0001224	Syap.g_01551	Praf.g_01278
OG0001225	Syap.g_01553	Praf.g_01276
OG0001226	Syap.g_02551	Praf.g_00991
OG0001228	Syap.g_01063	Praf.g_00899
OG0001229	Syap.g_00827	Praf.g_00494
OG0001230	Syap.g_02116	Praf.g_01784
OG0001231	Syap.g_00073	Praf.g_00017
OG0001232	Syap.g_01393	Praf.g_00454
OG0001235	Syap.g_01924	Praf.g_02176
OG0001236	Syap.g_01069	Praf.g_02387
OG0001237	Syap.g_01073	Praf.g_02392
OG0001238	Syap.g_01028	Praf.g_02670
OG0001239	Syap.g_01693, Syap.g_01692	Praf.g_00318
OG0001243	Syap.g_02219	Praf.g_02402
OG0001244	Syap.g_02192	Praf.g_02429
OG0001246	Syap.g_00267, Syap.g_01165	Praf.g_00624
OG0001248	Syap.g_00423	Praf.g_01210
OG0001249	Syap.g_00575	Praf.g_02063
OG0001250	Syap.g_01836	Praf.g_01598
OG0001253	Syap.g_01969	Praf.g_01008
OG0001255	Syap.g_02523	Praf.g_01134
OG0001256	Syap.g_01225	Praf.g_00497
OG0001258	Syap.g_00617	Praf.g_00486
OG0001260	Syap.g_01497	Praf.g_00403
OG0001261	Syap.g_00482	Praf.g_02128
OG0001262	Syap.g_00981	Praf.g_00061
OG0001263	Syap.g_02216	Praf.g_02404
OG0001265	Syap.g_02231	Praf.g_00217
OG0001266	Syap.g_01618	Praf.g_02522
OG0001267	Syap.g_01360	Praf.g_02279
OG0001268	Syap.g_00563	Praf.g_02048
OG0001270	Syap.g_02056	Praf.g_01991
OG0001271	Syap.g_02759	Praf.g_01910
OG0001272	Syap.g_02250	Praf.g_00601
OG0001274	Syap.g_01897	Praf.g_02550
OG0001275	Syap.g_02694	Praf.g_01351
OG0001276	Syap.g_01873	Praf.g_01334
OG0001277	Syap.g_01293	Praf.g_02752
OG0001278	Syap.g_02438	Praf.g_00893
OG0001279	Syap.g_02663	Praf.g_01769
OG0001286	Syap.g_00467	Praf.g_02111
OG0001287	Syap.g_00418	Praf.g_00176
OG0001288	Syap.g_01123	Praf.g_00158
OG0001291	Syap.g_02207	Praf.g_02414
OG0001292	Syap.g_01583	Praf.g_02211
OG0001303	Syap.g_02795	Praf.g_01431
OG0001307	Syap.g_00403	Praf.g_01893
OG0001308	Syap.g_02751, Syap.g_02750	Praf.g_01808
OG0001310	Syap.g_01774	Praf.g_00465
OG0001311	Syap.g_01871	Praf.g_01332
OG0001312	Syap.g_01735	Praf.g_01421
OG0001319	Syap.g_02338	Praf.g_02269
OG0001323	Syap.g_00757	Praf.g_00642
OG0001326	Syap.g_02646	Praf.g_02735
OG0001332	Syap.g_01548	Praf.g_00554
OG0001333	Syap.g_01373	Praf.g_00436
OG0001336	Syap.g_02602	Praf.g_02763
OG0001337	Syap.g_00576	Praf.g_02067
OG0001347	Syap.g_02536	Praf.g_00085
OG0001348	Syap.g_00938	Praf.g_02569
OG0001351	Syap.g_01996	Praf.g_01958
OG0001353	Syap.g_01849	Praf.g_01589, Praf.g_01588
OG0001358	Syap.g_00942	Praf.g_01665
OG0001360	Syap.g_01881, Syap.g_02778	Praf.g_00936
OG0001361	Syap.g_01792	Praf.g_00883
OG0001365	Syap.g_00138	Praf.g_02661
OG0001366	Syap.g_01399	Praf.g_01900, Praf.g_00292, Praf.g_00278, Praf.g_00456
OG0001371	Syap.g_02545, Syap.g_02544	Praf.g_00371
OG0001373	Syap.g_02647	Praf.g_02734
OG0001374	Syap.g_01829, Syap.g_01830	Praf.g_02742
OG0001376	Syap.g_01991	Praf.g_02677
OG0001377	Syap.g_01992	Praf.g_02676
OG0001378	Syap.g_02055	Praf.g_01997
OG0001379	Syap.g_01474	Praf.g_00803
OG0001382	Syap.g_00677	Praf.g_01298
OG0001383	Syap.g_02665	Praf.g_00393
OG0001385	Syap.g_02650	Praf.g_02731
OG0001386	Syap.g_02649	Praf.g_02732
OG0001387	Syap.g_02648	Praf.g_02733
OG0001388	Syap.g_02645	Praf.g_02736
OG0001389	Syap.g_02644	Praf.g_02737
OG0001390	Syap.g_02643	Praf.g_02738
OG0001391	Syap.g_01833	Praf.g_02739
OG0001392	Syap.g_01832	Praf.g_02740
OG0001393	Syap.g_01831	Praf.g_02741
OG0001394	Syap.g_00159	Praf.g_01496
OG0001395	Syap.g_00531	Praf.g_01321
OG0001396	Syap.g_02537	Praf.g_00084, Praf.g_00132
OG0001398	Syap.g_02356	Praf.g_01004
OG0001401	Syap.g_01844	Praf.g_01593
OG0001406	Syap.g_01989	Praf.g_02678
OG0001412	Syap.g_02535	Praf.g_00131, Praf.g_00086
OG0001415	Syap.g_00447, Syap.g_00446	Praf.g_00744
OG0001418	Syap.g_00221	Praf.g_02180
OG0001422	Syap.g_01682	Praf.g_01950
OG0001425	Syap.g_01024	Praf.g_02673
OG0001433	Syap.g_00790	Praf.g_01027
OG0001434	Syap.g_00167	Praf.g_01500
OG0001435	Syap.g_01259	Praf.g_01457
OG0001436	Syap.g_01711	Praf.g_02364
OG0001437	Syap.g_00448	Praf.g_00745
