Orthogroup	Syap	Syam
OG0000613	Syap.g_02480	Syam.g_00170
OG0000615	Syap.g_00154	Syam.g_01332
OG0000616	Syap.g_00127	Syam.g_02430
OG0000617	Syap.g_00513	Syam.g_01240
OG0000618	Syap.g_00514	Syam.g_01239
OG0000619	Syap.g_00515	Syam.g_01238
OG0000620	Syap.g_00520	Syam.g_01233
OG0000621	Syap.g_00521	Syam.g_01232
OG0000622	Syap.g_00523	Syam.g_01231
OG0000623	Syap.g_00526	Syam.g_01230
OG0000624	Syap.g_00527	Syam.g_01228
OG0000625	Syap.g_00528	Syam.g_01227
OG0000626	Syap.g_00529	Syam.g_01226
OG0000627	Syap.g_00848	Syam.g_01065
OG0000628	Syap.g_00850	Syam.g_01067
OG0000629	Syap.g_02334	Syam.g_01070
OG0000630	Syap.g_02793	Syam.g_01074
OG0000631	Syap.g_01724	Syam.g_01084
OG0000632	Syap.g_01725	Syam.g_01085
OG0000633	Syap.g_01726	Syam.g_01086
OG0000634	Syap.g_00190	Syam.g_01294
OG0000635	Syap.g_00191	Syam.g_01293
OG0000636	Syap.g_00193	Syam.g_01291
OG0000637	Syap.g_00195	Syam.g_01289
OG0000638	Syap.g_00196	Syam.g_01288
OG0000639	Syap.g_00197	Syam.g_01287
OG0000640	Syap.g_00198	Syam.g_01286
OG0000641	Syap.g_00203	Syam.g_01282
OG0000642	Syap.g_02732	Syam.g_01281
OG0000643	Syap.g_02731	Syam.g_01280
OG0000644	Syap.g_02730	Syam.g_01279
OG0000645	Syap.g_02726	Syam.g_01277
OG0000646	Syap.g_02723	Syam.g_01274
OG0000647	Syap.g_02721	Syam.g_01272
OG0000648	Syap.g_02719	Syam.g_01269
OG0000649	Syap.g_02718	Syam.g_01268
OG0000650	Syap.g_02717	Syam.g_01267
OG0000651	Syap.g_02716	Syam.g_01266
OG0000652	Syap.g_02715	Syam.g_01265
OG0000653	Syap.g_02713	Syam.g_01263
OG0000654	Syap.g_02711	Syam.g_01262
OG0000655	Syap.g_02710	Syam.g_01261
OG0000656	Syap.g_02706	Syam.g_01258
OG0000657	Syap.g_01845	Syam.g_00739
OG0000658	Syap.g_01841	Syam.g_00735
OG0000659	Syap.g_01840	Syam.g_00734
OG0000660	Syap.g_01835	Syam.g_00730
OG0000662	Syap.g_00823	Syam.g_00726
OG0000663	Syap.g_00826	Syam.g_00723
OG0000664	Syap.g_00828	Syam.g_00722
OG0000665	Syap.g_02331	Syam.g_02027
OG0000666	Syap.g_01573	Syam.g_01030
OG0000667	Syap.g_01979	Syam.g_00937
OG0000668	Syap.g_02765	Syam.g_01185
OG0000669	Syap.g_02371	Syam.g_01358
OG0000670	Syap.g_02368	Syam.g_00528
OG0000671	Syap.g_01260	Syam.g_01354
OG0000672	Syap.g_01257	Syam.g_01351
OG0000673	Syap.g_01253	Syam.g_01348
OG0000674	Syap.g_01251	Syam.g_01346
OG0000675	Syap.g_01250	Syam.g_01345
OG0000676	Syap.g_01248	Syam.g_01343
OG0000677	Syap.g_01246	Syam.g_01342
OG0000678	Syap.g_01239	Syam.g_01339
OG0000679	Syap.g_00157	Syam.g_01323
OG0000680	Syap.g_00158	Syam.g_01322
OG0000681	Syap.g_00163	Syam.g_01319
OG0000682	Syap.g_00165	Syam.g_01318
OG0000683	Syap.g_00166	Syam.g_01317
OG0000684	Syap.g_00169	Syam.g_01312
OG0000685	Syap.g_00172	Syam.g_01310
OG0000686	Syap.g_00173	Syam.g_01309
OG0000687	Syap.g_00174	Syam.g_01308
OG0000688	Syap.g_00178	Syam.g_01304
OG0000689	Syap.g_00180	Syam.g_01302
OG0000690	Syap.g_00181	Syam.g_01301
OG0000691	Syap.g_00182	Syam.g_01300
OG0000692	Syap.g_00184	Syam.g_01299
OG0000693	Syap.g_00185	Syam.g_01298
OG0000694	Syap.g_00186	Syam.g_01297
OG0000695	Syap.g_01729	Syam.g_01088
OG0000696	Syap.g_01730	Syam.g_01089
OG0000697	Syap.g_01734	Syam.g_01091
OG0000698	Syap.g_01737	Syam.g_01094
OG0000699	Syap.g_01738	Syam.g_01096
OG0000700	Syap.g_01739	Syam.g_01097
OG0000701	Syap.g_01740	Syam.g_01098
OG0000702	Syap.g_01747	Syam.g_01106
OG0000703	Syap.g_01750	Syam.g_01107
OG0000704	Syap.g_01753	Syam.g_01109
OG0000705	Syap.g_02022	Syam.g_01116
OG0000706	Syap.g_02020	Syam.g_01117
OG0000707	Syap.g_02019	Syam.g_01118
OG0000708	Syap.g_02016	Syam.g_01121
OG0000709	Syap.g_00121	Syam.g_01131
OG0000711	Syap.g_02686	Syam.g_01165
OG0000712	Syap.g_02688	Syam.g_01167
OG0000713	Syap.g_02689	Syam.g_01168
OG0000714	Syap.g_02691	Syam.g_01170
OG0000715	Syap.g_02693	Syam.g_01172
OG0000716	Syap.g_02696	Syam.g_01176
OG0000717	Syap.g_02697	Syam.g_01177
OG0000718	Syap.g_02701	Syam.g_01181
OG0000719	Syap.g_02767	Syam.g_01183
OG0000720	Syap.g_02780	Syam.g_01197
OG0000721	Syap.g_02782	Syam.g_01199
OG0000722	Syap.g_02783	Syam.g_01200
OG0000723	Syap.g_00532	Syam.g_01224
OG0000725	Syap.g_01559	Syam.g_00777
OG0000726	Syap.g_01560	Syam.g_00778
OG0000727	Syap.g_01561	Syam.g_00779
OG0000728	Syap.g_01564	Syam.g_00781
OG0000729	Syap.g_01122	Syam.g_00105
OG0000730	Syap.g_00572	Syam.g_00454
OG0000731	Syap.g_00560	Syam.g_00466
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syam.g_00051
OG0000733	Syap.g_01971	Syam.g_02339
OG0000734	Syap.g_02628	Syam.g_02128
OG0000735	Syap.g_00244	Syam.g_01810
OG0000736	Syap.g_00243	Syam.g_01809
OG0000737	Syap.g_00242	Syam.g_01808
OG0000738	Syap.g_00236	Syam.g_01803
OG0000739	Syap.g_00235	Syam.g_01802
OG0000740	Syap.g_00234	Syam.g_01801
OG0000741	Syap.g_00231	Syam.g_01798
OG0000742	Syap.g_00229	Syam.g_01796
OG0000743	Syap.g_00226	Syam.g_01794
OG0000744	Syap.g_00225	Syam.g_01793
OG0000745	Syap.g_00222	Syam.g_01791
OG0000746	Syap.g_00220	Syam.g_01789
OG0000747	Syap.g_00219	Syam.g_01788
OG0000748	Syap.g_00212	Syam.g_01779
OG0000749	Syap.g_00211	Syam.g_01776
OG0000750	Syap.g_00210	Syam.g_01775
OG0000751	Syap.g_00205	Syam.g_01770
OG0000752	Syap.g_01793	Syam.g_01768
OG0000753	Syap.g_02775	Syam.g_01765
OG0000754	Syap.g_01883	Syam.g_00910
OG0000755	Syap.g_01893	Syam.g_00900
OG0000757	Syap.g_00427	Syam.g_00891
OG0000758	Syap.g_00428	Syam.g_00890
OG0000759	Syap.g_00429	Syam.g_00889
OG0000760	Syap.g_00430	Syam.g_00888
OG0000761	Syap.g_00431	Syam.g_00886
OG0000762	Syap.g_00434	Syam.g_00884
OG0000763	Syap.g_02624	Syam.g_00882
OG0000764	Syap.g_02623	Syam.g_00881
OG0000765	Syap.g_02440	Syam.g_00864
OG0000766	Syap.g_02439	Syam.g_00863
OG0000767	Syap.g_02437	Syam.g_00861
OG0000768	Syap.g_02436	Syam.g_00860
OG0000769	Syap.g_02434	Syam.g_00858
OG0000770	Syap.g_02431	Syam.g_00855
OG0000772	Syap.g_02295	Syam.g_01005
OG0000773	Syap.g_00885	Syam.g_01816
OG0000774	Syap.g_01473	Syam.g_01820
OG0000775	Syap.g_01475	Syam.g_01823
OG0000776	Syap.g_01476	Syam.g_01824
OG0000777	Syap.g_01478	Syam.g_01825
OG0000778	Syap.g_01479	Syam.g_01826
OG0000779	Syap.g_01494	Syam.g_01832
OG0000780	Syap.g_01496	Syam.g_01835
OG0000781	Syap.g_02609	Syam.g_01839
OG0000782	Syap.g_02611	Syam.g_01840
OG0000783	Syap.g_02612	Syam.g_01841
OG0000784	Syap.g_02613	Syam.g_01842
OG0000785	Syap.g_02281	Syam.g_01844
OG0000786	Syap.g_02287	Syam.g_01700
OG0000787	Syap.g_02288	Syam.g_01701
OG0000788	Syap.g_01932	Syam.g_01455
OG0000789	Syap.g_00372	Syam.g_01044
OG0000791	Syap.g_02520	Syam.g_00568
OG0000792	Syap.g_02519	Syam.g_00567
OG0000793	Syap.g_02141	Syam.g_00562
OG0000794	Syap.g_02200	Syam.g_00561
OG0000795	Syap.g_02199	Syam.g_00560
OG0000796	Syap.g_02448	Syam.g_00556
OG0000797	Syap.g_02449	Syam.g_00555
OG0000798	Syap.g_01363	Syam.g_00233
OG0000799	Syap.g_02488	Syam.g_01585
OG0000800	Syap.g_02487	Syam.g_01588
OG0000801	Syap.g_02486	Syam.g_01589
OG0000802	Syap.g_02659	Syam.g_01592
OG0000803	Syap.g_02109	Syam.g_01597
OG0000804	Syap.g_02113	Syam.g_01600
OG0000805	Syap.g_02115	Syam.g_01602
OG0000806	Syap.g_02117	Syam.g_01604
OG0000807	Syap.g_02118	Syam.g_01606
OG0000808	Syap.g_02119	Syam.g_01607
OG0000809	Syap.g_02122	Syam.g_01610
OG0000810	Syap.g_02124	Syam.g_01611
OG0000811	Syap.g_02472	Syam.g_01616
OG0000812	Syap.g_02474	Syam.g_01618
OG0000813	Syap.g_02475	Syam.g_01619
OG0000814	Syap.g_02753	Syam.g_01621
OG0000815	Syap.g_02752	Syam.g_01622
OG0000816	Syap.g_02289	Syam.g_01624
OG0000817	Syap.g_02527	Syam.g_01625
OG0000818	Syap.g_02001	Syam.g_01631
OG0000819	Syap.g_02002	Syam.g_01632
OG0000820	Syap.g_02003	Syam.g_01633
OG0000821	Syap.g_02009	Syam.g_01639
OG0000822	Syap.g_02011	Syam.g_01641
OG0000824	Syap.g_00008	Syam.g_01648
OG0000825	Syap.g_00009	Syam.g_01649
OG0000826	Syap.g_00010	Syam.g_01650
OG0000827	Syap.g_00011	Syam.g_01651
OG0000828	Syap.g_00014	Syam.g_01655
OG0000829	Syap.g_00015	Syam.g_01656
OG0000830	Syap.g_00016	Syam.g_01657
OG0000831	Syap.g_00019	Syam.g_01659
OG0000832	Syap.g_00752	Syam.g_01923
OG0000833	Syap.g_00021	Syam.g_01932
OG0000834	Syap.g_00023	Syam.g_01933
OG0000835	Syap.g_00024	Syam.g_01934
OG0000836	Syap.g_00026	Syam.g_01937
OG0000837	Syap.g_00027	Syam.g_01938
OG0000838	Syap.g_00031	Syam.g_01946
OG0000839	Syap.g_00032	Syam.g_01947
OG0000840	Syap.g_00033	Syam.g_01948
OG0000841	Syap.g_00034	Syam.g_01949
OG0000842	Syap.g_00035	Syam.g_01950
OG0000843	Syap.g_00036	Syam.g_01951
OG0000844	Syap.g_00039	Syam.g_01953
OG0000845	Syap.g_00040	Syam.g_01954
OG0000846	Syap.g_00042	Syam.g_01955
OG0000847	Syap.g_00043	Syam.g_01956
OG0000848	Syap.g_00045	Syam.g_01958
OG0000849	Syap.g_00046	Syam.g_01959
OG0000850	Syap.g_00310	Syam.g_01961
OG0000851	Syap.g_01214	Syam.g_01966
OG0000852	Syap.g_01215	Syam.g_01967
OG0000853	Syap.g_01219	Syam.g_01971
OG0000854	Syap.g_01222	Syam.g_01973
OG0000855	Syap.g_01223	Syam.g_01974
OG0000856	Syap.g_01286	Syam.g_01483
OG0000857	Syap.g_02722	Syam.g_01273
OG0000858	Syap.g_00612	Syam.g_01980
OG0000859	Syap.g_00613	Syam.g_01981
OG0000860	Syap.g_00623	Syam.g_01992
OG0000861	Syap.g_02789	Syam.g_01993
OG0000862	Syap.g_01789	Syam.g_01994
OG0000863	Syap.g_01784	Syam.g_01996
OG0000864	Syap.g_01783	Syam.g_01997
OG0000865	Syap.g_01781, Syap.g_01782	Syam.g_01998
OG0000866	Syap.g_01780	Syam.g_01999
OG0000867	Syap.g_01779	Syam.g_02000
OG0000868	Syap.g_01775	Syam.g_02003
OG0000869	Syap.g_01770	Syam.g_02007
OG0000870	Syap.g_01401	Syam.g_02012
OG0000871	Syap.g_01400	Syam.g_02013
OG0000872	Syap.g_01394	Syam.g_02021
OG0000873	Syap.g_01390	Syam.g_02024
OG0000874	Syap.g_01388	Syam.g_02019
OG0000875	Syap.g_01386	Syam.g_02026
OG0000876	Syap.g_00822	Syam.g_01877
OG0000877	Syap.g_01380	Syam.g_01882
OG0000878	Syap.g_01378	Syam.g_01883
OG0000879	Syap.g_01377	Syam.g_01884
OG0000880	Syap.g_01376	Syam.g_01885
OG0000882	Syap.g_01516	Syam.g_01896
OG0000883	Syap.g_01511	Syam.g_01898
OG0000884	Syap.g_01509	Syam.g_01900
OG0000885	Syap.g_01508	Syam.g_01901
OG0000886	Syap.g_01507	Syam.g_01902
OG0000887	Syap.g_01506	Syam.g_01903
OG0000888	Syap.g_01504	Syam.g_01905
OG0000889	Syap.g_01502	Syam.g_01907
OG0000890	Syap.g_01499	Syam.g_01910
OG0000891	Syap.g_01498	Syam.g_01911
OG0000892	Syap.g_02671	Syam.g_01913
OG0000893	Syap.g_02497	Syam.g_00287
OG0000894	Syap.g_02679	Syam.g_00290
OG0000895	Syap.g_00546	Syam.g_00294
OG0000896	Syap.g_00545	Syam.g_00295
OG0000897	Syap.g_00543	Syam.g_00297
OG0000898	Syap.g_00542	Syam.g_00298
OG0000899	Syap.g_00541	Syam.g_00299
OG0000900	Syap.g_00540	Syam.g_00300
OG0000901	Syap.g_01930	Syam.g_00305
OG0000902	Syap.g_01929	Syam.g_00307
OG0000903	Syap.g_01916	Syam.g_00322
OG0000904	Syap.g_01922	Syam.g_00317
OG0000905	Syap.g_01925	Syam.g_00312
OG0000906	Syap.g_01927	Syam.g_00309
OG0000907	Syap.g_01914	Syam.g_00324
OG0000908	Syap.g_01235	Syam.g_00327
OG0000909	Syap.g_01236	Syam.g_00328
OG0000910	Syap.g_01237	Syam.g_00329
OG0000911	Syap.g_00511	Syam.g_00331
OG0000912	Syap.g_00510	Syam.g_00332
OG0000913	Syap.g_00509	Syam.g_00333
OG0000914	Syap.g_00508	Syam.g_00334
OG0000915	Syap.g_00506	Syam.g_00336
OG0000916	Syap.g_00505	Syam.g_00337
OG0000917	Syap.g_00504	Syam.g_00338
OG0000918	Syap.g_00503	Syam.g_00339
OG0000919	Syap.g_00502	Syam.g_00340
OG0000920	Syap.g_00501	Syam.g_00341
OG0000921	Syap.g_00500	Syam.g_00342
OG0000922	Syap.g_00499	Syam.g_00343
OG0000923	Syap.g_00495	Syam.g_00347
OG0000924	Syap.g_00494	Syam.g_00348
OG0000925	Syap.g_00493	Syam.g_00349
OG0000926	Syap.g_00492	Syam.g_00350
OG0000927	Syap.g_00490	Syam.g_00352
OG0000928	Syap.g_00489	Syam.g_00353
OG0000929	Syap.g_00488	Syam.g_00354
OG0000930	Syap.g_00487	Syam.g_00355
OG0000931	Syap.g_00486	Syam.g_00356
OG0000932	Syap.g_00485	Syam.g_00357
OG0000933	Syap.g_00479	Syam.g_00363
OG0000934	Syap.g_00477	Syam.g_00365
OG0000935	Syap.g_00476	Syam.g_00366
OG0000936	Syap.g_00475	Syam.g_00368
OG0000937	Syap.g_00474	Syam.g_00369
OG0000938	Syap.g_00471	Syam.g_00373
OG0000939	Syap.g_00469	Syam.g_00374
OG0000940	Syap.g_00460	Syam.g_00381
OG0000941	Syap.g_00458	Syam.g_00383
OG0000942	Syap.g_00606	Syam.g_00385
OG0000943	Syap.g_00604	Syam.g_00386
OG0000944	Syap.g_00602	Syam.g_00388
OG0000945	Syap.g_00601	Syam.g_00390
OG0000946	Syap.g_00595	Syam.g_00395
OG0000947	Syap.g_00591	Syam.g_00398
OG0000948	Syap.g_00590	Syam.g_00399
OG0000949	Syap.g_01051	Syam.g_00159
OG0000950	Syap.g_01061	Syam.g_00150
OG0000951	Syap.g_01070	Syam.g_00145
OG0000952	Syap.g_01074	Syam.g_00140
OG0000953	Syap.g_01078	Syam.g_00136
OG0000954	Syap.g_01089	Syam.g_00131
OG0000955	Syap.g_01090	Syam.g_00130
OG0000956	Syap.g_01092	Syam.g_00128
OG0000957	Syap.g_01109	Syam.g_00117
OG0000958	Syap.g_01110	Syam.g_00116
OG0000959	Syap.g_01114	Syam.g_00112
OG0000960	Syap.g_01115	Syam.g_00111
OG0000961	Syap.g_02170	Syam.g_00108
OG0000962	Syap.g_01121	Syam.g_00106
OG0000963	Syap.g_01124	Syam.g_00101
OG0000964	Syap.g_01125	Syam.g_00100
OG0000965	Syap.g_01126	Syam.g_00099
OG0000966	Syap.g_01141	Syam.g_00074
OG0000967	Syap.g_00633	Syam.g_00069
OG0000968	Syap.g_00998	Syam.g_00077
OG0000969	Syap.g_00996	Syam.g_00072
OG0000970	Syap.g_00995	Syam.g_00071
OG0000971	Syap.g_00993	Syam.g_00066
OG0000972	Syap.g_00992	Syam.g_00065
OG0000973	Syap.g_00991	Syam.g_00064
OG0000974	Syap.g_00990	Syam.g_00063
OG0000975	Syap.g_00989	Syam.g_00062
OG0000976	Syap.g_00988	Syam.g_00061
OG0000977	Syap.g_00986	Syam.g_00059
OG0000978	Syap.g_00985	Syam.g_00058
OG0000979	Syap.g_00980	Syam.g_00055
OG0000980	Syap.g_00977	Syam.g_00052
OG0000981	Syap.g_01812	Syam.g_00049
OG0000982	Syap.g_00132	Syam.g_02314
OG0000983	Syap.g_00134	Syam.g_02315
OG0000984	Syap.g_00135	Syam.g_02316
OG0000985	Syap.g_00140	Syam.g_02318
OG0000986	Syap.g_01044	Syam.g_02320
OG0000987	Syap.g_01033	Syam.g_02322
OG0000988	Syap.g_01027	Syam.g_02327
OG0000989	Syap.g_01011	Syam.g_02334
OG0000990	Syap.g_02087	Syam.g_02346
OG0000991	Syap.g_02091	Syam.g_02348
OG0000992	Syap.g_02095	Syam.g_02351
OG0000993	Syap.g_02097	Syam.g_02352
OG0000994	Syap.g_02101	Syam.g_02354
OG0000996	Syap.g_01817	Syam.g_02405
OG0000997	Syap.g_02590	Syam.g_02416
OG0000998	Syap.g_02591	Syam.g_02418
OG0000999	Syap.g_02592	Syam.g_02419
OG0001001	Syap.g_02605	Syam.g_02427
OG0001002	Syap.g_00124	Syam.g_02433
OG0001003	Syap.g_02310	Syam.g_02434
OG0001004	Syap.g_02311	Syam.g_02435
OG0001005	Syap.g_02312	Syam.g_02436
OG0001006	Syap.g_00053	Syam.g_02444
OG0001007	Syap.g_00055	Syam.g_02446
OG0001008	Syap.g_02060	Syam.g_01866
OG0001012	Syap.g_00371	Syam.g_02310
OG0001013	Syap.g_01325	Syam.g_02296
OG0001016	Syap.g_01695	Syam.g_02067
OG0001033	Syap.g_00105	Syam.g_02265
OG0001035	Syap.g_01594	Syam.g_00265
OG0001038	Syap.g_01362	Syam.g_00232
OG0001039	Syap.g_01359	Syam.g_00229
OG0001040	Syap.g_01356	Syam.g_00226
OG0001041	Syap.g_01352	Syam.g_00221
OG0001043	Syap.g_01676	Syam.g_00192
OG0001044	Syap.g_00571	Syam.g_00456
OG0001053	Syap.g_02253	Syam.g_00586
OG0001054	Syap.g_00274	Syam.g_00603
OG0001055	Syap.g_00252	Syam.g_00624
OG0001059	Syap.g_00306	Syam.g_00681
OG0001060	Syap.g_00299	Syam.g_00688
OG0001061	Syap.g_01309	Syam.g_01744
OG0001062	Syap.g_01314	Syam.g_01742
OG0001072	Syap.g_00441	Syam.g_01723
OG0001073	Syap.g_00122, Syap.g_00455	Syam.g_01709
OG0001078	Syap.g_00896	Syam.g_01467
OG0001080	Syap.g_02505	Syam.g_01034
OG0001085	Syap.g_01953	Syam.g_01366
OG0001094	Syap.g_00187	Syam.g_01296
OG0001095	Syap.g_02725	Syam.g_01276
OG0001096	Syap.g_02709	Syam.g_01260
OG0001100	Syap.g_02369	Syam.g_01356
OG0001103	Syap.g_01256	Syam.g_01350
OG0001104	Syap.g_00171	Syam.g_01311
OG0001105	Syap.g_00175	Syam.g_01307
OG0001107	Syap.g_02015	Syam.g_01122
OG0001108	Syap.g_00119	Syam.g_01132
OG0001122	Syap.g_02766	Syam.g_01184
OG0001123	Syap.g_01872	Syam.g_01191
OG0001136	Syap.g_00230	Syam.g_01797
OG0001137	Syap.g_00213	Syam.g_01780
OG0001140	Syap.g_02134	Syam.g_00895
OG0001152	Syap.g_02447	Syam.g_00557
OG0001154	Syap.g_00013	Syam.g_01654
OG0001155	Syap.g_00750	Syam.g_01925
OG0001160	Syap.g_01217	Syam.g_01969
OG0001162	Syap.g_02366	Syam.g_01257
OG0001163	Syap.g_00609	Syam.g_01977
OG0001164	Syap.g_00614	Syam.g_01983
OG0001165	Syap.g_00619	Syam.g_01988
OG0001168	Syap.g_01372	Syam.g_01890
OG0001171	Syap.g_01505	Syam.g_01904
OG0001172	Syap.g_00547	Syam.g_00292
OG0001177	Syap.g_01920	Syam.g_00319
OG0001178	Syap.g_01786, Syap.g_01787	Syam.g_01995
OG0001179	Syap.g_00491	Syam.g_00351
OG0001180	Syap.g_00097, Syap.g_00465	Syam.g_00378
OG0001181	Syap.g_00459	Syam.g_00382
OG0001183	Syap.g_00594	Syam.g_00396
OG0001185	Syap.g_01104	Syam.g_00121
OG0001186	Syap.g_01140	Syam.g_00076
OG0001187	Syap.g_01142	Syam.g_00073
OG0001188	Syap.g_00634	Syam.g_00070
OG0001189	Syap.g_00979	Syam.g_00054
OG0001191	Syap.g_01030	Syam.g_02324
OG0001192	Syap.g_01021	Syam.g_02330
OG0001197	Syap.g_00126	Syam.g_02431
OG0001198	Syap.g_00052	Syam.g_02443
OG0001199	Syap.g_01696	Syam.g_02068
OG0001200	Syap.g_01698	Syam.g_02070
OG0001202	Syap.g_01613	Syam.g_02255
OG0001203	Syap.g_01154	Syam.g_00511
OG0001204	Syap.g_01577	Syam.g_00282
OG0001214	Syap.g_00897	Syam.g_01466
OG0001217	Syap.g_01464	Syam.g_01403
OG0001218	Syap.g_00020	Syam.g_01662
OG0001219	Syap.g_02794	Syam.g_01080
OG0001221	Syap.g_01777	Syam.g_01334
OG0001222	Syap.g_02027	Syam.g_01111
OG0001224	Syap.g_01551	Syam.g_00770
OG0001225	Syap.g_01553	Syam.g_00772
OG0001226	Syap.g_02551	Syam.g_01425
OG0001228	Syap.g_01063	Syam.g_01858
OG0001229	Syap.g_00827	Syam.g_00796
OG0001230	Syap.g_02116	Syam.g_01603
OG0001231	Syap.g_00073	Syam.g_00017
OG0001232	Syap.g_01393	Syam.g_02022
OG0001235	Syap.g_01924	Syam.g_00313
OG0001236	Syap.g_01069	Syam.g_00146
OG0001237	Syap.g_01073	Syam.g_00141
OG0001238	Syap.g_01028	Syam.g_02326
OG0001239	Syap.g_01693, Syap.g_01692	Syam.g_02065
OG0001242	Syap.g_02227, Syap.g_02229	Syam.g_02145
OG0001244	Syap.g_02192	Syam.g_02188
OG0001246	Syap.g_00267, Syap.g_01165	Syam.g_00611
OG0001248	Syap.g_00423	Syam.g_01256
OG0001249	Syap.g_00575	Syam.g_00436
OG0001250	Syap.g_01836	Syam.g_00731
OG0001251	Syap.g_01549, Syap.g_01727	Syam.g_02365
OG0001253	Syap.g_01969	Syam.g_01021
OG0001255	Syap.g_02523	Syam.g_01056
OG0001256	Syap.g_01225	Syam.g_01976
OG0001257	Syap.g_00374, Syap.g_00373	Syam.g_01683
OG0001258	Syap.g_00617	Syam.g_01986
OG0001260	Syap.g_01497	Syam.g_01912
OG0001261	Syap.g_00482	Syam.g_00360
OG0001262	Syap.g_00981	Syam.g_00056
OG0001263	Syap.g_02216	Syam.g_02159
OG0001265	Syap.g_02231	Syam.g_02143
OG0001266	Syap.g_01618	Syam.g_02259
OG0001267	Syap.g_01360	Syam.g_00230
OG0001268	Syap.g_00563	Syam.g_00463
OG0001270	Syap.g_02056	Syam.g_01871
OG0001271	Syap.g_02759	Syam.g_01671
OG0001272	Syap.g_02250	Syam.g_00589
OG0001274	Syap.g_01897	Syam.g_02285
OG0001275	Syap.g_02694	Syam.g_01174
OG0001276	Syap.g_01873	Syam.g_01190
OG0001277	Syap.g_01293	Syam.g_02415
OG0001278	Syap.g_02438	Syam.g_00862
OG0001279	Syap.g_02663	Syam.g_01590
OG0001282	Syap.g_01701	Syam.g_00574
OG0001284	Syap.g_00047	Syam.g_01960
OG0001286	Syap.g_00467	Syam.g_00376
OG0001287	Syap.g_00418	Syam.g_00113
OG0001288	Syap.g_01123	Syam.g_00102
OG0001289	Syap.g_02365	Syam.g_02089
OG0001291	Syap.g_02207	Syam.g_02170
OG0001292	Syap.g_01583	Syam.g_00276
OG0001297	Syap.g_00255	Syam.g_00621
OG0001299	Syap.g_01959	Syam.g_01371
OG0001303	Syap.g_02795	Syam.g_01082
OG0001304	Syap.g_00536	Syam.g_01204
OG0001305	Syap.g_01562	Syam.g_00780
OG0001306	Syap.g_00245	Syam.g_01811
OG0001307	Syap.g_00403	Syam.g_00945
OG0001308	Syap.g_02751, Syap.g_02750	Syam.g_01623
OG0001311	Syap.g_01871	Syam.g_01192
OG0001312	Syap.g_01735	Syam.g_01092
OG0001314	Syap.g_00330, Syap.g_00391	Syam.g_00448, Syam.g_00540, Syam.g_01569, Syam.g_01445
OG0001315	Syap.g_00596	Syam.g_00394
OG0001319	Syap.g_02338	Syam.g_00241
OG0001323	Syap.g_00757	Syam.g_00631
OG0001326	Syap.g_02646	Syam.g_02370
OG0001332	Syap.g_01548	Syam.g_01919
OG0001333	Syap.g_01373	Syam.g_01889
OG0001336	Syap.g_02602	Syam.g_02425
OG0001337	Syap.g_00576	Syam.g_00402, Syam.g_00424
OG0001345	Syap.g_01877, Syap.g_02776	Syam.g_01764
OG0001346	Syap.g_01484	Syam.g_01831
OG0001347	Syap.g_02536	Syam.g_00081
OG0001348	Syap.g_00938	Syam.g_00750
OG0001351	Syap.g_01996	Syam.g_01695
OG0001353	Syap.g_01849	Syam.g_00742
OG0001358	Syap.g_00942	Syam.g_01495
OG0001360	Syap.g_01881, Syap.g_02778	Syam.g_01762
OG0001361	Syap.g_01792	Syam.g_01767
OG0001364	Syap.g_01052	Syam.g_00158
OG0001366	Syap.g_01399	Syam.g_02014
OG0001368	Syap.g_01576	Syam.g_00283
OG0001373	Syap.g_02647	Syam.g_02369
OG0001374	Syap.g_01829, Syap.g_01830	Syam.g_02377
OG0001376	Syap.g_01991	Syam.g_02332
OG0001377	Syap.g_01992	Syam.g_02331
OG0001378	Syap.g_02055	Syam.g_01872
OG0001379	Syap.g_01474	Syam.g_01821
OG0001382	Syap.g_00677	Syam.g_01557
OG0001385	Syap.g_02650	Syam.g_02366
OG0001386	Syap.g_02649	Syam.g_02367
OG0001387	Syap.g_02648	Syam.g_02368
OG0001388	Syap.g_02645	Syam.g_02371
OG0001389	Syap.g_02644	Syam.g_02372
OG0001390	Syap.g_02643	Syam.g_02373
OG0001391	Syap.g_01833	Syam.g_02374
OG0001392	Syap.g_01832	Syam.g_02375
OG0001393	Syap.g_01831	Syam.g_02376
OG0001394	Syap.g_00159	Syam.g_01321
OG0001395	Syap.g_00531	Syam.g_01225
OG0001396	Syap.g_02537	Syam.g_00080
OG0001398	Syap.g_02356	Syam.g_01052
OG0001401	Syap.g_01844	Syam.g_00738, Syam.g_00737
OG0001406	Syap.g_01989	Syam.g_02333
OG0001408	Syap.g_01862	Syam.g_00848
OG0001412	Syap.g_02535	Syam.g_00082
OG0001420	Syap.g_02736	Syam.g_00642
OG0001422	Syap.g_01682	Syam.g_01822
OG0001425	Syap.g_01024	Syam.g_02329
OG0001428	Syap.g_01196	Syam.g_02220
OG0001432	Syap.g_01967	Syam.g_00822
OG0001433	Syap.g_00790	Syam.g_00752
OG0001434	Syap.g_00167	Syam.g_01316
OG0001435	Syap.g_01259	Syam.g_01353
OG0001438	Syap.g_01346, Syap.g_01630	Syam.g_00215
OG0001439	Syap.g_01674	Syam.g_00190
