Orthogroup	Syap	Syat
OG0000581	Syap.g_01521	Syat.g_00003
OG0000582	Syap.g_01533	Syat.g_03403
OG0000583	Syap.g_01532	Syat.g_03404
OG0000584	Syap.g_01530	Syat.g_03405
OG0000585	Syap.g_01526	Syat.g_03408
OG0000586	Syap.g_01525	Syat.g_03409
OG0000587	Syap.g_01523	Syat.g_00001
OG0000588	Syap.g_00776	Syat.g_00338
OG0000589	Syap.g_00941	Syat.g_03318
OG0000590	Syap.g_00940	Syat.g_03317
OG0000591	Syap.g_01289	Syat.g_03308
OG0000592	Syap.g_01288	Syat.g_03307
OG0000593	Syap.g_00890	Syat.g_00113
OG0000594	Syap.g_00891	Syat.g_00114
OG0000595	Syap.g_00892	Syat.g_00115
OG0000596	Syap.g_00898	Syat.g_00129
OG0000597	Syap.g_00903	Syat.g_00132
OG0000598	Syap.g_00904	Syat.g_00133
OG0000599	Syap.g_00908	Syat.g_00381
OG0000600	Syap.g_00909	Syat.g_00380
OG0000601	Syap.g_00910	Syat.g_00379
OG0000602	Syap.g_00640	Syat.g_00375
OG0000603	Syap.g_00641	Syat.g_00374
OG0000604	Syap.g_02769	Syat.g_00372
OG0000605	Syap.g_02501, Syap.g_02771	Syat.g_00370
OG0000606	Syap.g_02506	Syat.g_00367
OG0000607	Syap.g_00093	Syat.g_00364
OG0000608	Syap.g_00094	Syat.g_00363
OG0000609	Syap.g_00096	Syat.g_00344
OG0000610	Syap.g_01963	Syat.g_00399
OG0000611	Syap.g_01958	Syat.g_00402
OG0000612	Syap.g_01957	Syat.g_00403
OG0000613	Syap.g_02480	Syat.g_02129
OG0000615	Syap.g_00154	Syat.g_00442
OG0000616	Syap.g_00127	Syat.g_02397
OG0000617	Syap.g_00513	Syat.g_00665
OG0000618	Syap.g_00514	Syat.g_00666
OG0000619	Syap.g_00515	Syat.g_00667
OG0000620	Syap.g_00520	Syat.g_02591
OG0000621	Syap.g_00521	Syat.g_02590
OG0000622	Syap.g_00523	Syat.g_02572
OG0000623	Syap.g_00526	Syat.g_00672
OG0000624	Syap.g_00527	Syat.g_00673
OG0000625	Syap.g_00528	Syat.g_00674
OG0000626	Syap.g_00529	Syat.g_00675
OG0000627	Syap.g_00848	Syat.g_00641
OG0000628	Syap.g_00850	Syat.g_00640
OG0000629	Syap.g_02334	Syat.g_00637
OG0000630	Syap.g_02793	Syat.g_00631
OG0000631	Syap.g_01724	Syat.g_00624
OG0000632	Syap.g_01725	Syat.g_00623
OG0000633	Syap.g_01726	Syat.g_00622
OG0000634	Syap.g_00190	Syat.g_00475
OG0000635	Syap.g_00191	Syat.g_00476
OG0000636	Syap.g_00193	Syat.g_00478
OG0000637	Syap.g_00195	Syat.g_00480
OG0000638	Syap.g_00196	Syat.g_00481
OG0000639	Syap.g_00197	Syat.g_00482
OG0000640	Syap.g_00198	Syat.g_00483
OG0000641	Syap.g_00203	Syat.g_00488
OG0000642	Syap.g_02732	Syat.g_00489
OG0000643	Syap.g_02731	Syat.g_00494
OG0000644	Syap.g_02730	Syat.g_00495
OG0000645	Syap.g_02726	Syat.g_00496
OG0000646	Syap.g_02723	Syat.g_00499
OG0000647	Syap.g_02721	Syat.g_00501
OG0000648	Syap.g_02719	Syat.g_00504
OG0000649	Syap.g_02718	Syat.g_00505
OG0000650	Syap.g_02717	Syat.g_00506
OG0000651	Syap.g_02716	Syat.g_00507
OG0000652	Syap.g_02715	Syat.g_00508
OG0000653	Syap.g_02713	Syat.g_00510
OG0000654	Syap.g_02711	Syat.g_00514
OG0000655	Syap.g_02710	Syat.g_00515
OG0000656	Syap.g_02706	Syat.g_00518
OG0000657	Syap.g_01845	Syat.g_00720
OG0000658	Syap.g_01841	Syat.g_00723
OG0000659	Syap.g_01840	Syat.g_00724
OG0000660	Syap.g_01835	Syat.g_00740
OG0000662	Syap.g_00823	Syat.g_00746
OG0000663	Syap.g_00826	Syat.g_00749
OG0000664	Syap.g_00828	Syat.g_00752
OG0000665	Syap.g_02331	Syat.g_03302
OG0000666	Syap.g_01573	Syat.g_01415
OG0000667	Syap.g_01979	Syat.g_00958, Syat.g_03278
OG0000668	Syap.g_02765	Syat.g_00710
OG0000669	Syap.g_02371	Syat.g_00416
OG0000670	Syap.g_02368	Syat.g_00419
OG0000671	Syap.g_01260	Syat.g_00421
OG0000672	Syap.g_01257	Syat.g_00424
OG0000673	Syap.g_01253	Syat.g_00430
OG0000674	Syap.g_01251	Syat.g_00432
OG0000675	Syap.g_01250	Syat.g_00433
OG0000676	Syap.g_01248	Syat.g_00436
OG0000677	Syap.g_01246	Syat.g_00437
OG0000678	Syap.g_01239	Syat.g_00439
OG0000679	Syap.g_00157	Syat.g_00448
OG0000680	Syap.g_00158	Syat.g_00449
OG0000681	Syap.g_00163	Syat.g_00452
OG0000682	Syap.g_00165	Syat.g_00453
OG0000683	Syap.g_00166	Syat.g_00454
OG0000684	Syap.g_00169	Syat.g_00457
OG0000685	Syap.g_00172	Syat.g_02571
OG0000686	Syap.g_00173	Syat.g_00459
OG0000687	Syap.g_00174	Syat.g_00460
OG0000688	Syap.g_00178	Syat.g_00463
OG0000689	Syap.g_00180	Syat.g_00465
OG0000690	Syap.g_00181	Syat.g_00466
OG0000691	Syap.g_00182	Syat.g_00467
OG0000692	Syap.g_00184	Syat.g_00469
OG0000693	Syap.g_00185	Syat.g_00471
OG0000694	Syap.g_00186	Syat.g_00472
OG0000695	Syap.g_01729	Syat.g_00619
OG0000696	Syap.g_01730	Syat.g_00618
OG0000697	Syap.g_01734	Syat.g_00616
OG0000698	Syap.g_01737	Syat.g_00613
OG0000699	Syap.g_01738	Syat.g_00611
OG0000700	Syap.g_01739	Syat.g_00610
OG0000701	Syap.g_01740	Syat.g_00609
OG0000702	Syap.g_01747	Syat.g_00606
OG0000703	Syap.g_01750	Syat.g_00601
OG0000704	Syap.g_01753	Syat.g_00599
OG0000705	Syap.g_02022	Syat.g_00592
OG0000706	Syap.g_02020	Syat.g_00591
OG0000707	Syap.g_02019	Syat.g_00590
OG0000708	Syap.g_02016	Syat.g_00587
OG0000709	Syap.g_00121	Syat.g_00573
OG0000711	Syap.g_02686	Syat.g_00539
OG0000712	Syap.g_02688	Syat.g_00537
OG0000713	Syap.g_02689	Syat.g_00536
OG0000714	Syap.g_02691	Syat.g_00532
OG0000715	Syap.g_02693	Syat.g_00530
OG0000716	Syap.g_02696	Syat.g_00527
OG0000717	Syap.g_02697	Syat.g_00526
OG0000718	Syap.g_02701	Syat.g_00522
OG0000719	Syap.g_02767	Syat.g_00712
OG0000720	Syap.g_02780	Syat.g_00699
OG0000721	Syap.g_02782	Syat.g_00697
OG0000722	Syap.g_02783	Syat.g_00696
OG0000723	Syap.g_00532	Syat.g_00686
OG0000725	Syap.g_01559	Syat.g_00810
OG0000726	Syap.g_01560	Syat.g_00811
OG0000727	Syap.g_01561	Syat.g_00812
OG0000728	Syap.g_01564	Syat.g_00814
OG0000729	Syap.g_01122	Syat.g_02224
OG0000730	Syap.g_00572	Syat.g_01617
OG0000731	Syap.g_00560	Syat.g_01605
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syat.g_02290
OG0000733	Syap.g_01971	Syat.g_03285
OG0000734	Syap.g_02628	Syat.g_01579
OG0000735	Syap.g_00244	Syat.g_03235
OG0000736	Syap.g_00243	Syat.g_03236
OG0000737	Syap.g_00242	Syat.g_03237
OG0000738	Syap.g_00236	Syat.g_03251
OG0000739	Syap.g_00235	Syat.g_03252
OG0000740	Syap.g_00234	Syat.g_03253
OG0000741	Syap.g_00231	Syat.g_03256
OG0000742	Syap.g_00229	Syat.g_03259
OG0000743	Syap.g_00226	Syat.g_03262
OG0000744	Syap.g_00225	Syat.g_03263
OG0000745	Syap.g_00222	Syat.g_03266
OG0000746	Syap.g_00220	Syat.g_00314
OG0000747	Syap.g_00219	Syat.g_00313
OG0000748	Syap.g_00212	Syat.g_00305
OG0000749	Syap.g_00211	Syat.g_00303
OG0000750	Syap.g_00210	Syat.g_00302
OG0000751	Syap.g_00205	Syat.g_00296
OG0000752	Syap.g_01793	Syat.g_00294
OG0000753	Syap.g_02775	Syat.g_00291
OG0000754	Syap.g_01883	Syat.g_00250
OG0000755	Syap.g_01893	Syat.g_00217
OG0000757	Syap.g_00427	Syat.g_00205
OG0000758	Syap.g_00428	Syat.g_00204
OG0000759	Syap.g_00429	Syat.g_00203
OG0000760	Syap.g_00430	Syat.g_00202
OG0000761	Syap.g_00431	Syat.g_00201
OG0000762	Syap.g_00434	Syat.g_00199
OG0000763	Syap.g_02624	Syat.g_00924
OG0000764	Syap.g_02623	Syat.g_00923
OG0000765	Syap.g_02440	Syat.g_00897
OG0000766	Syap.g_02439	Syat.g_00896
OG0000767	Syap.g_02437	Syat.g_00894
OG0000768	Syap.g_02436	Syat.g_00893
OG0000769	Syap.g_02434	Syat.g_00891
OG0000770	Syap.g_02431	Syat.g_00886
OG0000772	Syap.g_02295	Syat.g_01768
OG0000773	Syap.g_00885	Syat.g_01114
OG0000774	Syap.g_01473	Syat.g_01146
OG0000775	Syap.g_01475	Syat.g_01148
OG0000776	Syap.g_01476	Syat.g_01149
OG0000777	Syap.g_01478	Syat.g_01150
OG0000778	Syap.g_01479	Syat.g_01151
OG0000779	Syap.g_01494	Syat.g_01154
OG0000780	Syap.g_01496	Syat.g_01157
OG0000781	Syap.g_02609	Syat.g_01161
OG0000782	Syap.g_02611	Syat.g_01162
OG0000783	Syap.g_02612	Syat.g_01163
OG0000784	Syap.g_02613	Syat.g_01164
OG0000785	Syap.g_02281	Syat.g_01166
OG0000786	Syap.g_02287	Syat.g_01170
OG0000787	Syap.g_02288	Syat.g_01171
OG0000788	Syap.g_01932	Syat.g_00087
OG0000789	Syap.g_00372	Syat.g_00845
OG0000791	Syap.g_02520	Syat.g_01302
OG0000792	Syap.g_02519	Syat.g_01303
OG0000793	Syap.g_02141	Syat.g_01412
OG0000794	Syap.g_02200	Syat.g_01414
OG0000795	Syap.g_02199	Syat.g_01416
OG0000796	Syap.g_02448	Syat.g_01422
OG0000797	Syap.g_02449	Syat.g_01423
OG0000798	Syap.g_01363	Syat.g_02057
OG0000798	Syap.g_01269	Syat.g_01214
OG0000799	Syap.g_02488	Syat.g_01256
OG0000800	Syap.g_02487	Syat.g_01255
OG0000801	Syap.g_02486	Syat.g_01253
OG0000802	Syap.g_02659	Syat.g_01245
OG0000803	Syap.g_02109	Syat.g_01241
OG0000804	Syap.g_02113	Syat.g_01238
OG0000805	Syap.g_02115	Syat.g_01236
OG0000806	Syap.g_02117	Syat.g_01234
OG0000807	Syap.g_02118	Syat.g_01233
OG0000808	Syap.g_02119	Syat.g_01232
OG0000809	Syap.g_02122	Syat.g_01229
OG0000810	Syap.g_02124	Syat.g_01228
OG0000811	Syap.g_02472	Syat.g_01186
OG0000812	Syap.g_02474	Syat.g_01182
OG0000813	Syap.g_02475	Syat.g_01181
OG0000814	Syap.g_02753	Syat.g_01179
OG0000815	Syap.g_02752	Syat.g_01177
OG0000816	Syap.g_02289	Syat.g_01175
OG0000817	Syap.g_02527	Syat.g_01279
OG0000818	Syap.g_02001	Syat.g_01325
OG0000819	Syap.g_02002	Syat.g_01326
OG0000820	Syap.g_02003	Syat.g_01327
OG0000821	Syap.g_02009	Syat.g_01333
OG0000822	Syap.g_02011	Syat.g_01335
OG0000824	Syap.g_00008	Syat.g_01342
OG0000825	Syap.g_00009	Syat.g_01343
OG0000826	Syap.g_00010	Syat.g_01344
OG0000827	Syap.g_00011	Syat.g_01345
OG0000828	Syap.g_00014	Syat.g_01348
OG0000829	Syap.g_00015	Syat.g_01349
OG0000830	Syap.g_00016	Syat.g_01350
OG0000831	Syap.g_00019	Syat.g_01353
OG0000832	Syap.g_00752	Syat.g_02982
OG0000833	Syap.g_00021	Syat.g_03072
OG0000834	Syap.g_00023	Syat.g_03073
OG0000835	Syap.g_00024	Syat.g_03075
OG0000836	Syap.g_00026	Syat.g_03078
OG0000837	Syap.g_00027	Syat.g_03079
OG0000838	Syap.g_00031	Syat.g_03083
OG0000839	Syap.g_00032	Syat.g_03084
OG0000840	Syap.g_00033	Syat.g_03085
OG0000841	Syap.g_00034	Syat.g_03086
OG0000842	Syap.g_00035	Syat.g_03087
OG0000843	Syap.g_00036	Syat.g_03088
OG0000844	Syap.g_00039	Syat.g_03090
OG0000845	Syap.g_00040	Syat.g_03091
OG0000846	Syap.g_00042	Syat.g_03092
OG0000847	Syap.g_00043	Syat.g_03093
OG0000848	Syap.g_00045	Syat.g_03095
OG0000849	Syap.g_00046	Syat.g_03096
OG0000850	Syap.g_00310	Syat.g_03098
OG0000851	Syap.g_01214	Syat.g_03101
OG0000852	Syap.g_01215	Syat.g_03102
OG0000853	Syap.g_01219	Syat.g_03106
OG0000854	Syap.g_01222	Syat.g_03108
OG0000855	Syap.g_01223	Syat.g_03109
OG0000856	Syap.g_01286	Syat.g_03305
OG0000857	Syap.g_02722	Syat.g_00500
OG0000858	Syap.g_00612	Syat.g_03114
OG0000859	Syap.g_00613	Syat.g_03115
OG0000860	Syap.g_00623	Syat.g_03126
OG0000861	Syap.g_02789	Syat.g_03127
OG0000862	Syap.g_01789	Syat.g_03136
OG0000863	Syap.g_01784	Syat.g_03138
OG0000864	Syap.g_01783	Syat.g_03139
OG0000865	Syap.g_01781, Syap.g_01782	Syat.g_03140
OG0000866	Syap.g_01780	Syat.g_03141
OG0000867	Syap.g_01779	Syat.g_03142
OG0000868	Syap.g_01775	Syat.g_03067
OG0000869	Syap.g_01770	Syat.g_03054
OG0000870	Syap.g_01401	Syat.g_03049
OG0000871	Syap.g_01400	Syat.g_03048
OG0000872	Syap.g_01394	Syat.g_03042
OG0000873	Syap.g_01390	Syat.g_03039
OG0000874	Syap.g_01388	Syat.g_03037
OG0000875	Syap.g_01386	Syat.g_03035
OG0000876	Syap.g_00822	Syat.g_00745
OG0000877	Syap.g_01380	Syat.g_03024
OG0000878	Syap.g_01378	Syat.g_03023
OG0000879	Syap.g_01377	Syat.g_03022
OG0000880	Syap.g_01376	Syat.g_03021
OG0000882	Syap.g_01516	Syat.g_03011
OG0000883	Syap.g_01511	Syat.g_03007
OG0000884	Syap.g_01509	Syat.g_03005
OG0000885	Syap.g_01508	Syat.g_03004
OG0000886	Syap.g_01507	Syat.g_03003
OG0000887	Syap.g_01506	Syat.g_03002
OG0000888	Syap.g_01504	Syat.g_03000
OG0000889	Syap.g_01502	Syat.g_02997
OG0000890	Syap.g_01499	Syat.g_02994
OG0000891	Syap.g_01498	Syat.g_02993
OG0000892	Syap.g_02671	Syat.g_02992
OG0000893	Syap.g_02497	Syat.g_01864
OG0000894	Syap.g_02679	Syat.g_01860
OG0000895	Syap.g_00546	Syat.g_01856
OG0000896	Syap.g_00545	Syat.g_01855
OG0000897	Syap.g_00543	Syat.g_01853
OG0000898	Syap.g_00542	Syat.g_01852
OG0000899	Syap.g_00541	Syat.g_01851
OG0000900	Syap.g_00540	Syat.g_01850
OG0000901	Syap.g_01930	Syat.g_01845
OG0000902	Syap.g_01929	Syat.g_01843
OG0000903	Syap.g_01916	Syat.g_01830
OG0000904	Syap.g_01922	Syat.g_01834
OG0000905	Syap.g_01925	Syat.g_01839
OG0000906	Syap.g_01927	Syat.g_01841
OG0000907	Syap.g_01914	Syat.g_01828
OG0000908	Syap.g_01235	Syat.g_01825
OG0000909	Syap.g_01236	Syat.g_01824
OG0000910	Syap.g_01237	Syat.g_01823
OG0000911	Syap.g_00511	Syat.g_01821
OG0000912	Syap.g_00510	Syat.g_01820
OG0000913	Syap.g_00509	Syat.g_01819
OG0000914	Syap.g_00508	Syat.g_01818
OG0000915	Syap.g_00506	Syat.g_01816
OG0000916	Syap.g_00505	Syat.g_01815
OG0000917	Syap.g_00504	Syat.g_01814
OG0000918	Syap.g_00503	Syat.g_01813
OG0000919	Syap.g_00502	Syat.g_01812
OG0000920	Syap.g_00501	Syat.g_01811
OG0000921	Syap.g_00500	Syat.g_01810
OG0000922	Syap.g_00499	Syat.g_01809
OG0000923	Syap.g_00495	Syat.g_01805
OG0000924	Syap.g_00494	Syat.g_01804
OG0000925	Syap.g_00493	Syat.g_01803
OG0000926	Syap.g_00492	Syat.g_01802
OG0000927	Syap.g_00490	Syat.g_01800
OG0000928	Syap.g_00489	Syat.g_01799
OG0000929	Syap.g_00488	Syat.g_01798
OG0000930	Syap.g_00487	Syat.g_01797
OG0000931	Syap.g_00486	Syat.g_01796
OG0000932	Syap.g_00485	Syat.g_01794
OG0000933	Syap.g_00479	Syat.g_01788
OG0000934	Syap.g_00477	Syat.g_01786
OG0000935	Syap.g_00476	Syat.g_01665
OG0000936	Syap.g_00475	Syat.g_01664
OG0000937	Syap.g_00474	Syat.g_01663
OG0000938	Syap.g_00471	Syat.g_01659
OG0000939	Syap.g_00469	Syat.g_01658
OG0000940	Syap.g_00460	Syat.g_01651
OG0000941	Syap.g_00458	Syat.g_01649
OG0000942	Syap.g_00606	Syat.g_01647
OG0000943	Syap.g_00604	Syat.g_01646
OG0000944	Syap.g_00602	Syat.g_01644
OG0000945	Syap.g_00601	Syat.g_01643
OG0000946	Syap.g_00595	Syat.g_01633
OG0000947	Syap.g_00591	Syat.g_01630
OG0000948	Syap.g_00590	Syat.g_01629
OG0000949	Syap.g_01051	Syat.g_02142
OG0000950	Syap.g_01061	Syat.g_02152
OG0000951	Syap.g_01070	Syat.g_02157
OG0000952	Syap.g_01074	Syat.g_02162
OG0000953	Syap.g_01078	Syat.g_02166
OG0000954	Syap.g_01089	Syat.g_02187
OG0000955	Syap.g_01090	Syat.g_02188
OG0000956	Syap.g_01092	Syat.g_02191
OG0000957	Syap.g_01109	Syat.g_02204
OG0000958	Syap.g_01110	Syat.g_02205
OG0000959	Syap.g_01114	Syat.g_02212
OG0000960	Syap.g_01115	Syat.g_02213
OG0000961	Syap.g_02170	Syat.g_02873
OG0000962	Syap.g_01121	Syat.g_02223
OG0000963	Syap.g_01124	Syat.g_02226
OG0000964	Syap.g_01125	Syat.g_02227
OG0000965	Syap.g_01126	Syat.g_02228
OG0000966	Syap.g_01141	Syat.g_02259
OG0000967	Syap.g_00633	Syat.g_02263
OG0000968	Syap.g_00998	Syat.g_02269
OG0000969	Syap.g_00996	Syat.g_02271
OG0000970	Syap.g_00995	Syat.g_02272
OG0000971	Syap.g_00993	Syat.g_02274
OG0000972	Syap.g_00992	Syat.g_02275
OG0000973	Syap.g_00991	Syat.g_02276
OG0000974	Syap.g_00990	Syat.g_02277
OG0000975	Syap.g_00989	Syat.g_02278
OG0000976	Syap.g_00988	Syat.g_02279
OG0000977	Syap.g_00986	Syat.g_02281
OG0000978	Syap.g_00985	Syat.g_02283
OG0000979	Syap.g_00980	Syat.g_02286
OG0000980	Syap.g_00977	Syat.g_02289
OG0000981	Syap.g_01812	Syat.g_02292
OG0000982	Syap.g_00132	Syat.g_02691
OG0000983	Syap.g_00134	Syat.g_02690
OG0000984	Syap.g_00135	Syat.g_02689
OG0000985	Syap.g_00140	Syat.g_02685
OG0000986	Syap.g_01044	Syat.g_02680
OG0000987	Syap.g_01033	Syat.g_02678
OG0000988	Syap.g_01027	Syat.g_02672
OG0000989	Syap.g_01011	Syat.g_02657
OG0000990	Syap.g_02087	Syat.g_02500
OG0000991	Syap.g_02091	Syat.g_02503
OG0000992	Syap.g_02095	Syat.g_02507
OG0000993	Syap.g_02097	Syat.g_02508
OG0000994	Syap.g_02101	Syat.g_02512
OG0000996	Syap.g_01817	Syat.g_02446
OG0000997	Syap.g_02590	Syat.g_02417
OG0000998	Syap.g_02591	Syat.g_02415
OG0000999	Syap.g_02592	Syat.g_02414
OG0001001	Syap.g_02605	Syat.g_02400
OG0001002	Syap.g_00124	Syat.g_02394
OG0001003	Syap.g_02310	Syat.g_02392
OG0001004	Syap.g_02311	Syat.g_02391
OG0001005	Syap.g_02312	Syat.g_02390
OG0001006	Syap.g_00053	Syat.g_02378
OG0001007	Syap.g_00055	Syat.g_02376
OG0001008	Syap.g_02060	Syat.g_02971
OG0001012	Syap.g_00371	Syat.g_01004
OG0001013	Syap.g_01325	Syat.g_02716
OG0001016	Syap.g_01695	Syat.g_01474
OG0001033	Syap.g_00105	Syat.g_02784
OG0001035	Syap.g_01594	Syat.g_01885
OG0001038	Syap.g_01362	Syat.g_02058
OG0001039	Syap.g_01359	Syat.g_02061
OG0001040	Syap.g_01356	Syat.g_02064
OG0001041	Syap.g_01352	Syat.g_02070
OG0001043	Syap.g_01676	Syat.g_02103
OG0001044	Syap.g_00571	Syat.g_01615
OG0001053	Syap.g_02253	Syat.g_03173
OG0001054	Syap.g_00274	Syat.g_03192
OG0001055	Syap.g_00252	Syat.g_03224
OG0001059	Syap.g_00306	Syat.g_00075
OG0001061	Syap.g_01309	Syat.g_00051
OG0001062	Syap.g_01314	Syat.g_00048
OG0001072	Syap.g_00441	Syat.g_00028
OG0001073	Syap.g_00122, Syap.g_00455	Syat.g_00009
OG0001078	Syap.g_00896	Syat.g_00118
OG0001080	Syap.g_02505	Syat.g_00368
OG0001085	Syap.g_01953	Syat.g_00408
OG0001094	Syap.g_00187	Syat.g_00473
OG0001095	Syap.g_02725	Syat.g_00497
OG0001096	Syap.g_02709	Syat.g_00516
OG0001100	Syap.g_02369	Syat.g_00418
OG0001102	Syap.g_01258	Syat.g_00423
OG0001103	Syap.g_01256	Syat.g_00425
OG0001104	Syap.g_00171	Syat.g_00458
OG0001105	Syap.g_00175	Syat.g_00461
OG0001107	Syap.g_02015	Syat.g_00580
OG0001108	Syap.g_00119	Syat.g_00570
OG0001122	Syap.g_02766	Syat.g_00711
OG0001123	Syap.g_01872	Syat.g_00704
OG0001133	Syap.g_01292	Syat.g_03311
OG0001136	Syap.g_00230	Syat.g_03257
OG0001137	Syap.g_00213	Syat.g_00306
OG0001140	Syap.g_02134	Syat.g_00208
OG0001152	Syap.g_02447	Syat.g_01421
OG0001154	Syap.g_00013	Syat.g_01347
OG0001155	Syap.g_00750	Syat.g_02774
OG0001160	Syap.g_01217	Syat.g_03104
OG0001162	Syap.g_02366	Syat.g_01528
OG0001163	Syap.g_00609	Syat.g_03112
OG0001164	Syap.g_00614	Syat.g_03116
OG0001165	Syap.g_00619	Syat.g_03121
OG0001168	Syap.g_01372	Syat.g_03017
OG0001171	Syap.g_01505	Syat.g_03001
OG0001172	Syap.g_00547	Syat.g_01858
OG0001178	Syap.g_01786, Syap.g_01787	Syat.g_03137
OG0001180	Syap.g_00097, Syap.g_00465	Syat.g_01654
OG0001181	Syap.g_00459	Syat.g_01650
OG0001183	Syap.g_00594	Syat.g_01632
OG0001185	Syap.g_01104	Syat.g_02200
OG0001186	Syap.g_01140	Syat.g_02235
OG0001187	Syap.g_01142	Syat.g_02256
OG0001188	Syap.g_00634	Syat.g_02261
OG0001189	Syap.g_00979	Syat.g_02287
OG0001191	Syap.g_01030	Syat.g_02675
OG0001192	Syap.g_01021	Syat.g_02663
OG0001197	Syap.g_00126	Syat.g_02396
OG0001199	Syap.g_01696	Syat.g_01475
OG0001200	Syap.g_01698	Syat.g_01477
OG0001202	Syap.g_01613	Syat.g_02812
OG0001203	Syap.g_01154	Syat.g_01447
OG0001204	Syap.g_01577	Syat.g_01867
OG0001214	Syap.g_00897	Syat.g_00128
OG0001217	Syap.g_01464	Syat.g_02587
OG0001218	Syap.g_00020	Syat.g_01356
OG0001219	Syap.g_02794	Syat.g_00629
OG0001222	Syap.g_02027	Syat.g_00597
OG0001224	Syap.g_01551	Syat.g_00804
OG0001225	Syap.g_01553	Syat.g_00806
OG0001226	Syap.g_02551	Syat.g_01485
OG0001228	Syap.g_01063	Syat.g_00938
OG0001229	Syap.g_00827	Syat.g_00981
OG0001230	Syap.g_02116	Syat.g_01235
OG0001231	Syap.g_00073	Syat.g_02327
OG0001232	Syap.g_01393	Syat.g_03041
OG0001235	Syap.g_01924	Syat.g_01838
OG0001236	Syap.g_01069	Syat.g_02156
OG0001237	Syap.g_01073	Syat.g_02161
OG0001238	Syap.g_01028	Syat.g_02673
OG0001239	Syap.g_01693, Syap.g_01692	Syat.g_01472
OG0001242	Syap.g_02227, Syap.g_02229	Syat.g_02936
OG0001243	Syap.g_02219	Syat.g_02928
OG0001244	Syap.g_02192	Syat.g_02901
OG0001246	Syap.g_00267	Syat.g_03209
OG0001248	Syap.g_00423	Syat.g_03159
OG0001249	Syap.g_00575	Syat.g_01620
OG0001250	Syap.g_01836	Syat.g_00739
OG0001251	Syap.g_01549	Syat.g_00963
OG0001251	Syap.g_01727	Syat.g_00621
OG0001255	Syap.g_02523	Syat.g_00843
OG0001256	Syap.g_01225	Syat.g_03111
OG0001257	Syap.g_01821	Syat.g_00729, Syat.g_00918
OG0001257	Syap.g_00374, Syap.g_00373	Syat.g_01716
OG0001258	Syap.g_00617	Syat.g_03119
OG0001261	Syap.g_00482	Syat.g_01791
OG0001262	Syap.g_00981	Syat.g_02285
OG0001263	Syap.g_02216	Syat.g_02926
OG0001265	Syap.g_02231	Syat.g_02938
OG0001266	Syap.g_01618	Syat.g_02808
OG0001267	Syap.g_01360	Syat.g_02060
OG0001268	Syap.g_00563	Syat.g_01608
OG0001270	Syap.g_02056	Syat.g_02968
OG0001271	Syap.g_02759	Syat.g_01374
OG0001272	Syap.g_02250	Syat.g_03176
OG0001274	Syap.g_01897	Syat.g_02727
OG0001275	Syap.g_02694	Syat.g_00529
OG0001276	Syap.g_01873	Syat.g_00705
OG0001277	Syap.g_01293	Syat.g_03312
OG0001278	Syap.g_02438	Syat.g_00895
OG0001279	Syap.g_02663	Syat.g_01252
OG0001282	Syap.g_01701	Syat.g_02780
OG0001286	Syap.g_00467	Syat.g_01656
OG0001287	Syap.g_00418	Syat.g_02208
OG0001288	Syap.g_01123	Syat.g_02225
OG0001289	Syap.g_02365	Syat.g_01527
OG0001291	Syap.g_02207	Syat.g_02916
OG0001292	Syap.g_01583	Syat.g_01873
OG0001297	Syap.g_00255	Syat.g_03221
OG0001299	Syap.g_01959	Syat.g_00401
OG0001303	Syap.g_02795	Syat.g_00628
OG0001304	Syap.g_00536	Syat.g_00690
OG0001305	Syap.g_01562	Syat.g_00813
OG0001306	Syap.g_00245	Syat.g_03234
OG0001307	Syap.g_00403	Syat.g_02082
OG0001308	Syap.g_02750	Syat.g_01176
OG0001310	Syap.g_01774	Syat.g_03066
OG0001311	Syap.g_01871	Syat.g_00703
OG0001312	Syap.g_01735	Syat.g_00615
OG0001314	Syap.g_00330	Syat.g_00137
OG0001315	Syap.g_00596	Syat.g_01634
OG0001318	Syap.g_01596, Syap.g_01597	Syat.g_01888
OG0001319	Syap.g_02338	Syat.g_02048
OG0001323	Syap.g_00757	Syat.g_01111
OG0001326	Syap.g_02646	Syat.g_02525
OG0001333	Syap.g_01373	Syat.g_03018
OG0001336	Syap.g_02602	Syat.g_02402
OG0001337	Syap.g_00576	Syat.g_01621
OG0001345	Syap.g_01877, Syap.g_02776	Syat.g_00290
OG0001347	Syap.g_02536	Syat.g_02666
OG0001348	Syap.g_00938	Syat.g_03316
OG0001349	Syap.g_01264, Syap.g_00851	Syat.g_01220
OG0001351	Syap.g_01996	Syat.g_01318
OG0001353	Syap.g_01849	Syat.g_00717
OG0001358	Syap.g_00942	Syat.g_03319
OG0001360	Syap.g_01881, Syap.g_02778	Syat.g_00256
OG0001361	Syap.g_01792	Syat.g_00293
OG0001364	Syap.g_01052	Syat.g_02143
OG0001365	Syap.g_00138	Syat.g_02687
OG0001366	Syap.g_01399	Syat.g_03047
OG0001371	Syap.g_02545, Syap.g_02544	Syat.g_01490
OG0001373	Syap.g_02647	Syat.g_02524
OG0001374	Syap.g_01829, Syap.g_01830	Syat.g_02541
OG0001376	Syap.g_01991	Syat.g_00841
