Orthogroup	Syap	Prbe
OG0000587	Syap.g_01523	Prbe.g_00519
OG0000588	Syap.g_00776	Prbe.g_00515
OG0000589	Syap.g_00941	Prbe.g_00513
OG0000590	Syap.g_00940	Prbe.g_00512
OG0000591	Syap.g_01289	Prbe.g_00508
OG0000592	Syap.g_01288	Prbe.g_00507
OG0000593	Syap.g_00890	Prbe.g_01488
OG0000594	Syap.g_00891	Prbe.g_01487
OG0000595	Syap.g_00892	Prbe.g_01486
OG0000596	Syap.g_00898	Prbe.g_01482
OG0000597	Syap.g_00903	Prbe.g_01479
OG0000598	Syap.g_00904	Prbe.g_01478
OG0000599	Syap.g_00908	Prbe.g_01475
OG0000600	Syap.g_00909	Prbe.g_01474
OG0000601	Syap.g_00910	Prbe.g_01473
OG0000602	Syap.g_00640	Prbe.g_01471
OG0000603	Syap.g_00641	Prbe.g_01470
OG0000604	Syap.g_02769	Prbe.g_01469
OG0000605	Syap.g_02501, Syap.g_02771	Prbe.g_01468
OG0000606	Syap.g_02506	Prbe.g_01465
OG0000607	Syap.g_00093	Prbe.g_01462
OG0000608	Syap.g_00094	Prbe.g_01461
OG0000609	Syap.g_00096	Prbe.g_01460
OG0000610	Syap.g_01963	Prbe.g_01454
OG0000611	Syap.g_01958	Prbe.g_01451
OG0000612	Syap.g_01957	Prbe.g_01450
OG0000613	Syap.g_02480	Prbe.g_00447
OG0000615	Syap.g_00154	Prbe.g_01209
OG0000616	Syap.g_00127	Prbe.g_01197
OG0000617	Syap.g_00513	Prbe.g_01434
OG0000618	Syap.g_00514	Prbe.g_01433
OG0000619	Syap.g_00515	Prbe.g_01432
OG0000620	Syap.g_00520	Prbe.g_01429
OG0000621	Syap.g_00521	Prbe.g_01428
OG0000622	Syap.g_00523	Prbe.g_01427
OG0000623	Syap.g_00526	Prbe.g_01426
OG0000624	Syap.g_00527	Prbe.g_01424
OG0000625	Syap.g_00528	Prbe.g_01423
OG0000626	Syap.g_00529	Prbe.g_01422
OG0000627	Syap.g_00848	Prbe.g_01421
OG0000628	Syap.g_00850	Prbe.g_01420
OG0000629	Syap.g_02334	Prbe.g_01419
OG0000630	Syap.g_02793	Prbe.g_01416
OG0000631	Syap.g_01724	Prbe.g_01323
OG0000632	Syap.g_01725	Prbe.g_01324
OG0000633	Syap.g_01726	Prbe.g_01325
OG0000634	Syap.g_00190	Prbe.g_01218
OG0000635	Syap.g_00191	Prbe.g_01219
OG0000636	Syap.g_00193	Prbe.g_01221
OG0000637	Syap.g_00195	Prbe.g_01223
OG0000638	Syap.g_00196	Prbe.g_01224
OG0000639	Syap.g_00197	Prbe.g_01225
OG0000640	Syap.g_00198	Prbe.g_01226
OG0000641	Syap.g_00203	Prbe.g_01230
OG0000642	Syap.g_02732	Prbe.g_01231
OG0000643	Syap.g_02731	Prbe.g_01232
OG0000644	Syap.g_02730	Prbe.g_01233
OG0000645	Syap.g_02726	Prbe.g_01234
OG0000646	Syap.g_02723	Prbe.g_01236
OG0000647	Syap.g_02721	Prbe.g_01238
OG0000648	Syap.g_02719	Prbe.g_01240
OG0000649	Syap.g_02718	Prbe.g_01241
OG0000650	Syap.g_02717	Prbe.g_01242
OG0000651	Syap.g_02716	Prbe.g_01243
OG0000652	Syap.g_02715	Prbe.g_01244
OG0000653	Syap.g_02713	Prbe.g_01246
OG0000654	Syap.g_02711	Prbe.g_01247
OG0000655	Syap.g_02710	Prbe.g_01248
OG0000656	Syap.g_02706	Prbe.g_01251
OG0000657	Syap.g_01845	Prbe.g_01259
OG0000658	Syap.g_01841	Prbe.g_01261
OG0000659	Syap.g_01840	Prbe.g_01262
OG0000660	Syap.g_01835	Prbe.g_01266
OG0000662	Syap.g_00823	Prbe.g_01270
OG0000663	Syap.g_00826	Prbe.g_01272
OG0000664	Syap.g_00828	Prbe.g_01273
OG0000665	Syap.g_02331	Prbe.g_01279
OG0000666	Syap.g_01573	Prbe.g_01280
OG0000667	Syap.g_01979	Prbe.g_01284
OG0000668	Syap.g_02765	Prbe.g_00105
OG0000669	Syap.g_02371	Prbe.g_00406
OG0000670	Syap.g_02368	Prbe.g_00409
OG0000671	Syap.g_01260	Prbe.g_00412
OG0000672	Syap.g_01257	Prbe.g_00415
OG0000673	Syap.g_01253	Prbe.g_00418
OG0000674	Syap.g_01251	Prbe.g_00420
OG0000675	Syap.g_01250	Prbe.g_00421
OG0000676	Syap.g_01248	Prbe.g_00423
OG0000677	Syap.g_01246	Prbe.g_00424
OG0000678	Syap.g_01239	Prbe.g_00426
OG0000679	Syap.g_00157	Prbe.g_00430
OG0000680	Syap.g_00158	Prbe.g_00431
OG0000681	Syap.g_00163	Prbe.g_00434
OG0000682	Syap.g_00165	Prbe.g_00435
OG0000683	Syap.g_00166	Prbe.g_00436
OG0000684	Syap.g_00169	Prbe.g_00438
OG0000685	Syap.g_00172	Prbe.g_00440
OG0000686	Syap.g_00173	Prbe.g_00441
OG0000687	Syap.g_00174	Prbe.g_00442
OG0000688	Syap.g_00178	Prbe.g_01446
OG0000689	Syap.g_00180	Prbe.g_01445
OG0000690	Syap.g_00181	Prbe.g_01444
OG0000691	Syap.g_00182	Prbe.g_01443
OG0000692	Syap.g_00184	Prbe.g_01441
OG0000693	Syap.g_00185	Prbe.g_01440
OG0000694	Syap.g_00186	Prbe.g_01439
OG0000695	Syap.g_01729	Prbe.g_01327
OG0000696	Syap.g_01730	Prbe.g_01328
OG0000697	Syap.g_01734	Prbe.g_01329
OG0000698	Syap.g_01737	Prbe.g_01332
OG0000699	Syap.g_01738	Prbe.g_01333
OG0000700	Syap.g_01739	Prbe.g_01334
OG0000701	Syap.g_01740	Prbe.g_01335
OG0000702	Syap.g_01747	Prbe.g_01337
OG0000703	Syap.g_01750	Prbe.g_01338
OG0000704	Syap.g_01753	Prbe.g_01340
OG0000705	Syap.g_02022	Prbe.g_01343
OG0000706	Syap.g_02020	Prbe.g_01344
OG0000707	Syap.g_02019	Prbe.g_01345
OG0000708	Syap.g_02016	Prbe.g_01347
OG0000709	Syap.g_00121	Prbe.g_01351
OG0000711	Syap.g_02686	Prbe.g_01372
OG0000712	Syap.g_02688	Prbe.g_01373
OG0000713	Syap.g_02689	Prbe.g_01374
OG0000714	Syap.g_02691	Prbe.g_01375
OG0000715	Syap.g_02693	Prbe.g_01377
OG0000716	Syap.g_02696	Prbe.g_01379
OG0000717	Syap.g_02697	Prbe.g_01380
OG0000718	Syap.g_02701	Prbe.g_01384
OG0000719	Syap.g_02767	Prbe.g_01386
OG0000720	Syap.g_02780	Prbe.g_01398
OG0000721	Syap.g_02782	Prbe.g_01402
OG0000722	Syap.g_02783	Prbe.g_01403
OG0000723	Syap.g_00532	Prbe.g_01407
OG0000725	Syap.g_01559	Prbe.g_01296
OG0000726	Syap.g_01560	Prbe.g_01295
OG0000727	Syap.g_01561	Prbe.g_01294
OG0000728	Syap.g_01564	Prbe.g_01292
OG0000729	Syap.g_01122	Prbe.g_00915
OG0000730	Syap.g_00572	Prbe.g_01591
OG0000731	Syap.g_00560	Prbe.g_01898
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prbe.g_01148
OG0000733	Syap.g_01971	Prbe.g_00042
OG0000734	Syap.g_02628	Prbe.g_01565
OG0000735	Syap.g_00244	Prbe.g_01563
OG0000736	Syap.g_00243	Prbe.g_01562
OG0000737	Syap.g_00242	Prbe.g_01561
OG0000738	Syap.g_00236	Prbe.g_01557
OG0000739	Syap.g_00235	Prbe.g_01556
OG0000740	Syap.g_00234	Prbe.g_01555
OG0000741	Syap.g_00231	Prbe.g_01553
OG0000742	Syap.g_00229	Prbe.g_01550
OG0000743	Syap.g_00226	Prbe.g_01548
OG0000744	Syap.g_00225	Prbe.g_01547
OG0000745	Syap.g_00222	Prbe.g_01546
OG0000746	Syap.g_00220	Prbe.g_01544
OG0000747	Syap.g_00219	Prbe.g_01543
OG0000748	Syap.g_00212	Prbe.g_01539
OG0000749	Syap.g_00211	Prbe.g_01538
OG0000750	Syap.g_00210	Prbe.g_01537
OG0000751	Syap.g_00205	Prbe.g_01534
OG0000752	Syap.g_01793	Prbe.g_01532
OG0000753	Syap.g_02775	Prbe.g_01530
OG0000754	Syap.g_01883	Prbe.g_01527
OG0000755	Syap.g_01893	Prbe.g_01521
OG0000757	Syap.g_00427	Prbe.g_01513
OG0000758	Syap.g_00428	Prbe.g_01512
OG0000759	Syap.g_00429	Prbe.g_01511
OG0000760	Syap.g_00430	Prbe.g_01510
OG0000761	Syap.g_00431	Prbe.g_01509
OG0000762	Syap.g_00434	Prbe.g_01508
OG0000763	Syap.g_02624	Prbe.g_01506
OG0000764	Syap.g_02623	Prbe.g_01505
OG0000765	Syap.g_02440	Prbe.g_01497
OG0000766	Syap.g_02439	Prbe.g_01496
OG0000767	Syap.g_02437	Prbe.g_01494
OG0000768	Syap.g_02436	Prbe.g_01493
OG0000769	Syap.g_02434	Prbe.g_01491
OG0000770	Syap.g_02431	Prbe.g_00502
OG0000772	Syap.g_02295	Prbe.g_01128
OG0000773	Syap.g_00885	Prbe.g_00902
OG0000774	Syap.g_01473	Prbe.g_00900
OG0000775	Syap.g_01475	Prbe.g_00898
OG0000776	Syap.g_01476	Prbe.g_00897
OG0000777	Syap.g_01478	Prbe.g_00896
OG0000778	Syap.g_01479	Prbe.g_00895
OG0000779	Syap.g_01494	Prbe.g_00891
OG0000780	Syap.g_01496	Prbe.g_00890
OG0000781	Syap.g_02609	Prbe.g_00886
OG0000782	Syap.g_02611	Prbe.g_00885
OG0000783	Syap.g_02612	Prbe.g_00884
OG0000784	Syap.g_02613	Prbe.g_00883
OG0000785	Syap.g_02281	Prbe.g_00881
OG0000786	Syap.g_02287	Prbe.g_00878
OG0000787	Syap.g_02288	Prbe.g_00877
OG0000788	Syap.g_01932	Prbe.g_00634
OG0000789	Syap.g_00372	Prbe.g_00212
OG0000791	Syap.g_02520	Prbe.g_00366
OG0000792	Syap.g_02519	Prbe.g_00365
OG0000793	Syap.g_02141	Prbe.g_00362
OG0000794	Syap.g_02200	Prbe.g_00361
OG0000795	Syap.g_02199	Prbe.g_00360
OG0000796	Syap.g_02448	Prbe.g_00356
OG0000797	Syap.g_02449	Prbe.g_00355
OG0000798	Syap.g_01269	Prbe.g_00087
OG0000799	Syap.g_02488	Prbe.g_00328
OG0000800	Syap.g_02487	Prbe.g_00327
OG0000801	Syap.g_02486	Prbe.g_00326
OG0000802	Syap.g_02659	Prbe.g_00324
OG0000803	Syap.g_02109	Prbe.g_00322
OG0000804	Syap.g_02113	Prbe.g_00321
OG0000805	Syap.g_02115	Prbe.g_00319
OG0000806	Syap.g_02117	Prbe.g_00317
OG0000807	Syap.g_02118	Prbe.g_00316
OG0000808	Syap.g_02119	Prbe.g_00315
OG0000809	Syap.g_02122	Prbe.g_00313
OG0000810	Syap.g_02124	Prbe.g_00312
OG0000811	Syap.g_02472	Prbe.g_00308
OG0000812	Syap.g_02474	Prbe.g_00306
OG0000813	Syap.g_02475	Prbe.g_00305
OG0000814	Syap.g_02753	Prbe.g_00303
OG0000815	Syap.g_02752	Prbe.g_00302
OG0000816	Syap.g_02289	Prbe.g_00300
OG0000817	Syap.g_02527	Prbe.g_00299
OG0000818	Syap.g_02001	Prbe.g_00294
OG0000819	Syap.g_02002	Prbe.g_00293
OG0000820	Syap.g_02003	Prbe.g_00292
OG0000821	Syap.g_02009	Prbe.g_00288
OG0000822	Syap.g_02011	Prbe.g_00287
OG0000824	Syap.g_00008	Prbe.g_00283
OG0000825	Syap.g_00009	Prbe.g_00282
OG0000826	Syap.g_00010	Prbe.g_00281
OG0000827	Syap.g_00011	Prbe.g_00280
OG0000828	Syap.g_00014	Prbe.g_00277
OG0000829	Syap.g_00015	Prbe.g_00276
OG0000830	Syap.g_00016	Prbe.g_00275
OG0000831	Syap.g_00019	Prbe.g_00273
OG0000832	Syap.g_00752	Prbe.g_00263
OG0000833	Syap.g_00021	Prbe.g_00254
OG0000834	Syap.g_00023	Prbe.g_00253
OG0000835	Syap.g_00024	Prbe.g_00252
OG0000836	Syap.g_00026	Prbe.g_00251
OG0000837	Syap.g_00027	Prbe.g_00250
OG0000838	Syap.g_00031	Prbe.g_00248
OG0000839	Syap.g_00032	Prbe.g_00247
OG0000840	Syap.g_00033	Prbe.g_00246
OG0000841	Syap.g_00034	Prbe.g_00245
OG0000842	Syap.g_00035	Prbe.g_00244
OG0000843	Syap.g_00036	Prbe.g_00243
OG0000844	Syap.g_00039	Prbe.g_00242
OG0000845	Syap.g_00040	Prbe.g_00241
OG0000846	Syap.g_00042	Prbe.g_00240
OG0000847	Syap.g_00043	Prbe.g_00239
OG0000848	Syap.g_00045	Prbe.g_00238
OG0000849	Syap.g_00046	Prbe.g_00237
OG0000850	Syap.g_00310	Prbe.g_00235
OG0000851	Syap.g_01214	Prbe.g_00234
OG0000852	Syap.g_01215	Prbe.g_00233
OG0000853	Syap.g_01219	Prbe.g_00227
OG0000854	Syap.g_01222	Prbe.g_00225
OG0000855	Syap.g_01223	Prbe.g_00224
OG0000856	Syap.g_01286	Prbe.g_00505
OG0000857	Syap.g_02722	Prbe.g_01237
OG0000858	Syap.g_00612	Prbe.g_00992
OG0000859	Syap.g_00613	Prbe.g_00991
OG0000860	Syap.g_00623	Prbe.g_00983
OG0000861	Syap.g_02789	Prbe.g_00982
OG0000862	Syap.g_01789	Prbe.g_00981
OG0000863	Syap.g_01784	Prbe.g_00979
OG0000864	Syap.g_01783	Prbe.g_00978
OG0000865	Syap.g_01781, Syap.g_01782	Prbe.g_00977
OG0000866	Syap.g_01780	Prbe.g_00976
OG0000867	Syap.g_01779	Prbe.g_00975
OG0000868	Syap.g_01775	Prbe.g_00973
OG0000869	Syap.g_01770	Prbe.g_00970
OG0000870	Syap.g_01401	Prbe.g_00965
OG0000871	Syap.g_01400	Prbe.g_00964
OG0000872	Syap.g_01394	Prbe.g_00963
OG0000873	Syap.g_01390	Prbe.g_00960
OG0000874	Syap.g_01388	Prbe.g_00957
OG0000875	Syap.g_01386	Prbe.g_00956
OG0000876	Syap.g_00822	Prbe.g_00955
OG0000877	Syap.g_01380	Prbe.g_00953
OG0000878	Syap.g_01378	Prbe.g_00952
OG0000879	Syap.g_01377	Prbe.g_00951
OG0000880	Syap.g_01376	Prbe.g_00950
OG0000882	Syap.g_01516	Prbe.g_00941
OG0000883	Syap.g_01511	Prbe.g_00939
OG0000884	Syap.g_01509	Prbe.g_00937
OG0000885	Syap.g_01508	Prbe.g_00936
OG0000886	Syap.g_01507	Prbe.g_00935
OG0000887	Syap.g_01506	Prbe.g_00934
OG0000888	Syap.g_01504	Prbe.g_00932
OG0000889	Syap.g_01502	Prbe.g_00930
OG0000890	Syap.g_01499	Prbe.g_00929
OG0000891	Syap.g_01498	Prbe.g_00928
OG0000892	Syap.g_02671	Prbe.g_00926
OG0000893	Syap.g_02497	Prbe.g_00922
OG0000894	Syap.g_02679	Prbe.g_00919
OG0000895	Syap.g_00546	Prbe.g_01111
OG0000896	Syap.g_00545	Prbe.g_01110
OG0000897	Syap.g_00543	Prbe.g_01108
OG0000898	Syap.g_00542	Prbe.g_01107
OG0000899	Syap.g_00541	Prbe.g_01106
OG0000900	Syap.g_00540	Prbe.g_01105
OG0000901	Syap.g_01930	Prbe.g_01102
OG0000902	Syap.g_01929	Prbe.g_01100
OG0000903	Syap.g_01916	Prbe.g_01096
OG0000904	Syap.g_01922	Prbe.g_01092
OG0000905	Syap.g_01925	Prbe.g_01098
OG0000906	Syap.g_01927	Prbe.g_01099
OG0000907	Syap.g_01914	Prbe.g_01089
OG0000908	Syap.g_01235	Prbe.g_01086
OG0000909	Syap.g_01236	Prbe.g_01085
OG0000910	Syap.g_01237	Prbe.g_01084
OG0000911	Syap.g_00511	Prbe.g_01082
OG0000912	Syap.g_00510	Prbe.g_01081
OG0000913	Syap.g_00509	Prbe.g_01080
OG0000914	Syap.g_00508	Prbe.g_01079
OG0000915	Syap.g_00506	Prbe.g_01078
OG0000916	Syap.g_00505	Prbe.g_00867
OG0000917	Syap.g_00504	Prbe.g_00866
OG0000918	Syap.g_00503	Prbe.g_00865
OG0000919	Syap.g_00502	Prbe.g_00864
OG0000920	Syap.g_00501	Prbe.g_00863
OG0000921	Syap.g_00500	Prbe.g_00862
OG0000922	Syap.g_00499	Prbe.g_00861
OG0000923	Syap.g_00495	Prbe.g_00857
OG0000924	Syap.g_00494	Prbe.g_00856
OG0000925	Syap.g_00493	Prbe.g_00855
OG0000926	Syap.g_00492	Prbe.g_00854
OG0000927	Syap.g_00490	Prbe.g_00852
OG0000928	Syap.g_00489	Prbe.g_00851
OG0000929	Syap.g_00488	Prbe.g_00850
OG0000930	Syap.g_00487	Prbe.g_00849
OG0000931	Syap.g_00486	Prbe.g_00848
OG0000932	Syap.g_00485	Prbe.g_00847
OG0000933	Syap.g_00479	Prbe.g_00843
OG0000934	Syap.g_00477	Prbe.g_00841
OG0000935	Syap.g_00476	Prbe.g_00840
OG0000936	Syap.g_00475	Prbe.g_00839
OG0000937	Syap.g_00474	Prbe.g_00838
OG0000938	Syap.g_00471	Prbe.g_00835
OG0000939	Syap.g_00469	Prbe.g_00834
OG0000940	Syap.g_00460	Prbe.g_00827
OG0000941	Syap.g_00458	Prbe.g_00825
OG0000942	Syap.g_00606	Prbe.g_00823
OG0000943	Syap.g_00604	Prbe.g_00822
OG0000944	Syap.g_00602	Prbe.g_00820
OG0000945	Syap.g_00601	Prbe.g_00819
OG0000946	Syap.g_00595	Prbe.g_00814
OG0000947	Syap.g_00591	Prbe.g_00812
OG0000948	Syap.g_00590	Prbe.g_00811
OG0000949	Syap.g_01051	Prbe.g_00808
OG0000950	Syap.g_01061	Prbe.g_00801
OG0000951	Syap.g_01070	Prbe.g_00797
OG0000952	Syap.g_01074	Prbe.g_00793
OG0000953	Syap.g_01078	Prbe.g_00789
OG0000954	Syap.g_01089	Prbe.g_00785
OG0000955	Syap.g_01090	Prbe.g_00784
OG0000956	Syap.g_01092	Prbe.g_00782
OG0000957	Syap.g_01109	Prbe.g_00776
OG0000958	Syap.g_01110	Prbe.g_00775
OG0000959	Syap.g_01114	Prbe.g_00771
OG0000960	Syap.g_01115	Prbe.g_00770
OG0000961	Syap.g_02170	Prbe.g_00767
OG0000962	Syap.g_01121	Prbe.g_00765
OG0000963	Syap.g_01124	Prbe.g_00761
OG0000964	Syap.g_01125	Prbe.g_00760
OG0000965	Syap.g_01126	Prbe.g_00759
OG0000966	Syap.g_01141	Prbe.g_00749
OG0000967	Syap.g_00633	Prbe.g_00753
OG0000968	Syap.g_00998	Prbe.g_00755
OG0000969	Syap.g_00996	Prbe.g_00756
OG0000970	Syap.g_00995	Prbe.g_01134
OG0000971	Syap.g_00993	Prbe.g_01135
OG0000972	Syap.g_00992	Prbe.g_01136
OG0000973	Syap.g_00991	Prbe.g_01137
OG0000974	Syap.g_00990	Prbe.g_01138
OG0000975	Syap.g_00989	Prbe.g_01139
OG0000976	Syap.g_00988	Prbe.g_01140
OG0000977	Syap.g_00986	Prbe.g_01141
OG0000978	Syap.g_00985	Prbe.g_01142
OG0000979	Syap.g_00980	Prbe.g_01145
OG0000980	Syap.g_00977	Prbe.g_01147
OG0000981	Syap.g_01812	Prbe.g_01150
OG0000982	Syap.g_00132	Prbe.g_01152
OG0000983	Syap.g_00134	Prbe.g_01153
OG0000984	Syap.g_00135	Prbe.g_01154
OG0000985	Syap.g_00140	Prbe.g_01157
OG0000986	Syap.g_01044	Prbe.g_01159
OG0000987	Syap.g_01033	Prbe.g_01160
OG0000988	Syap.g_01027	Prbe.g_01163
OG0000989	Syap.g_01011	Prbe.g_01167
OG0000990	Syap.g_02087	Prbe.g_01171
OG0000991	Syap.g_02091	Prbe.g_01172
OG0000992	Syap.g_02095	Prbe.g_01175
OG0000993	Syap.g_02097	Prbe.g_01176
OG0000994	Syap.g_02101	Prbe.g_01177
OG0000996	Syap.g_01817	Prbe.g_01182
OG0000997	Syap.g_02590	Prbe.g_01185
OG0000998	Syap.g_02591	Prbe.g_01187
OG0000999	Syap.g_02592	Prbe.g_01188
OG0001001	Syap.g_02605	Prbe.g_01194
OG0001002	Syap.g_00124	Prbe.g_01056
OG0001003	Syap.g_02310	Prbe.g_01057
OG0001004	Syap.g_02311	Prbe.g_01058
OG0001005	Syap.g_02312	Prbe.g_01059
OG0001006	Syap.g_00053	Prbe.g_01063
OG0001007	Syap.g_00055	Prbe.g_01065
OG0001008	Syap.g_02060	Prbe.g_01935
OG0001012	Syap.g_00371	Prbe.g_00144
OG0001013	Syap.g_01325	Prbe.g_00151
OG0001016	Syap.g_01695	Prbe.g_00178
OG0001033	Syap.g_00105	Prbe.g_01757
OG0001035	Syap.g_01594	Prbe.g_01808
OG0001038	Syap.g_01362	Prbe.g_01832
OG0001039	Syap.g_01359	Prbe.g_01835
OG0001040	Syap.g_01356	Prbe.g_01837
OG0001041	Syap.g_01352	Prbe.g_01842
OG0001043	Syap.g_01676	Prbe.g_01860
OG0001044	Syap.g_00571	Prbe.g_01891
OG0001053	Syap.g_02253	Prbe.g_00650
OG0001054	Syap.g_00274	Prbe.g_00635
OG0001055	Syap.g_00252	Prbe.g_00616
OG0001059	Syap.g_00306	Prbe.g_00582
OG0001060	Syap.g_00299	Prbe.g_00576
OG0001061	Syap.g_01309	Prbe.g_00561
OG0001062	Syap.g_01314	Prbe.g_00559
OG0001072	Syap.g_00441	Prbe.g_00544
OG0001073	Syap.g_00122, Syap.g_00455	Prbe.g_00530
OG0001078	Syap.g_00896	Prbe.g_01484
OG0001080	Syap.g_02505	Prbe.g_01466
OG0001085	Syap.g_01953	Prbe.g_00444
OG0001094	Syap.g_00187	Prbe.g_01438
OG0001095	Syap.g_02725	Prbe.g_01235
OG0001096	Syap.g_02709	Prbe.g_01249
OG0001100	Syap.g_02369	Prbe.g_00408
OG0001102	Syap.g_01258	Prbe.g_00414
OG0001103	Syap.g_01256	Prbe.g_00416
OG0001104	Syap.g_00171	Prbe.g_00439
OG0001105	Syap.g_00175	Prbe.g_00443
OG0001107	Syap.g_02015	Prbe.g_01348
OG0001108	Syap.g_00119	Prbe.g_01352
OG0001122	Syap.g_02766	Prbe.g_01387
OG0001123	Syap.g_01872	Prbe.g_01393
OG0001133	Syap.g_01292	Prbe.g_00374
OG0001136	Syap.g_00230	Prbe.g_01552
OG0001137	Syap.g_00213	Prbe.g_01540
OG0001140	Syap.g_02134	Prbe.g_01516
OG0001152	Syap.g_02447	Prbe.g_00357
OG0001154	Syap.g_00013	Prbe.g_00278
OG0001155	Syap.g_00750	Prbe.g_00261
OG0001160	Syap.g_01217	Prbe.g_00229
OG0001162	Syap.g_02366	Prbe.g_00017
OG0001163	Syap.g_00609	Prbe.g_00994
OG0001164	Syap.g_00614	Prbe.g_00990
OG0001165	Syap.g_00619	Prbe.g_00987
OG0001168	Syap.g_01372	Prbe.g_00947
OG0001171	Syap.g_01505	Prbe.g_00933
OG0001172	Syap.g_00547	Prbe.g_01113
OG0001177	Syap.g_01920	Prbe.g_01093
OG0001178	Syap.g_01786, Syap.g_01787	Prbe.g_00980
OG0001179	Syap.g_00491	Prbe.g_00853
OG0001180	Syap.g_00097, Syap.g_00465	Prbe.g_00830
OG0001181	Syap.g_00459	Prbe.g_00826
OG0001183	Syap.g_00594	Prbe.g_00813
OG0001185	Syap.g_01104	Prbe.g_00779
OG0001186	Syap.g_01140	Prbe.g_00747
OG0001187	Syap.g_01142	Prbe.g_00750
OG0001188	Syap.g_00634	Prbe.g_00752
OG0001189	Syap.g_00979	Prbe.g_01146
OG0001191	Syap.g_01030	Prbe.g_01161
OG0001192	Syap.g_01021	Prbe.g_01166
OG0001197	Syap.g_00126	Prbe.g_01198
OG0001198	Syap.g_00052	Prbe.g_01062
OG0001199	Syap.g_01696	Prbe.g_00179
OG0001200	Syap.g_01698	Prbe.g_00181
OG0001202	Syap.g_01613	Prbe.g_01748
OG0001203	Syap.g_01154	Prbe.g_01790
OG0001204	Syap.g_01577	Prbe.g_01796
OG0001214	Syap.g_00897	Prbe.g_01483
OG0001217	Syap.g_01464	Prbe.g_00055
OG0001218	Syap.g_00020	Prbe.g_01612
OG0001219	Syap.g_02794	Prbe.g_01321
OG0001221	Syap.g_01777	Prbe.g_00428
OG0001222	Syap.g_02027	Prbe.g_01400
OG0001224	Syap.g_01551	Prbe.g_01301
OG0001225	Syap.g_01553	Prbe.g_01299
OG0001226	Syap.g_02551	Prbe.g_00495
OG0001228	Syap.g_01063	Prbe.g_01499
OG0001229	Syap.g_00827	Prbe.g_01611
OG0001230	Syap.g_02116	Prbe.g_00318
OG0001231	Syap.g_00073	Prbe.g_01920
OG0001232	Syap.g_01393	Prbe.g_00962
OG0001235	Syap.g_01924	Prbe.g_01097
OG0001236	Syap.g_01069	Prbe.g_00798
OG0001237	Syap.g_01073	Prbe.g_00794
OG0001238	Syap.g_01028	Prbe.g_01162
OG0001239	Syap.g_01693, Syap.g_01692	Prbe.g_00176
OG0001242	Syap.g_02227, Syap.g_02229	Prbe.g_01663
OG0001243	Syap.g_02219	Prbe.g_01670
OG0001244	Syap.g_02192	Prbe.g_01685
OG0001248	Syap.g_00423	Prbe.g_00460
OG0001249	Syap.g_00575	Prbe.g_01889
OG0001250	Syap.g_01836	Prbe.g_01265
OG0001251	Syap.g_01549, Syap.g_01727	Prbe.g_00106
OG0001253	Syap.g_01969	Prbe.g_00492
OG0001255	Syap.g_02523	Prbe.g_01567
OG0001256	Syap.g_01225	Prbe.g_00222
OG0001258	Syap.g_00617	Prbe.g_00989
OG0001260	Syap.g_01497	Prbe.g_00927
OG0001261	Syap.g_00482	Prbe.g_00845
OG0001262	Syap.g_00981	Prbe.g_01144
OG0001263	Syap.g_02216	Prbe.g_01672
OG0001265	Syap.g_02231	Prbe.g_01662
OG0001266	Syap.g_01618	Prbe.g_01752
OG0001267	Syap.g_01360	Prbe.g_01834
OG0001268	Syap.g_00563	Prbe.g_01897
OG0001270	Syap.g_02056	Prbe.g_01932
OG0001271	Syap.g_02759	Prbe.g_00661
OG0001272	Syap.g_02250	Prbe.g_00647
OG0001274	Syap.g_01897	Prbe.g_01776
OG0001275	Syap.g_02694	Prbe.g_01378
OG0001276	Syap.g_01873	Prbe.g_01392
OG0001277	Syap.g_01293	Prbe.g_01184
OG0001278	Syap.g_02438	Prbe.g_01495
OG0001279	Syap.g_02663	Prbe.g_00721
OG0001282	Syap.g_01701	Prbe.g_00372
OG0001284	Syap.g_00047	Prbe.g_00236
OG0001286	Syap.g_00467	Prbe.g_00832
OG0001287	Syap.g_00418	Prbe.g_00772
OG0001288	Syap.g_01123	Prbe.g_00762
OG0001289	Syap.g_02365	Prbe.g_00191
OG0001291	Syap.g_02207	Prbe.g_01680
OG0001292	Syap.g_01583	Prbe.g_01801
OG0001297	Syap.g_00255	Prbe.g_00619
OG0001299	Syap.g_01959	Prbe.g_01452
OG0001303	Syap.g_02795	Prbe.g_01023
OG0001304	Syap.g_00536	Prbe.g_01405
OG0001305	Syap.g_01562	Prbe.g_01293
OG0001306	Syap.g_00245	Prbe.g_01564
OG0001307	Syap.g_00403	Prbe.g_00398
OG0001308	Syap.g_02751, Syap.g_02750	Prbe.g_00301
OG0001310	Syap.g_01774	Prbe.g_00972
OG0001311	Syap.g_01871	Prbe.g_01394
OG0001312	Syap.g_01735	Prbe.g_01330
OG0001314	Syap.g_00330, Syap.g_00391	Prbe.g_00688
OG0001315	Syap.g_00596	Prbe.g_01602
OG0001318	Syap.g_01596, Syap.g_01597	Prbe.g_01810
OG0001319	Syap.g_02338	Prbe.g_01827
OG0001323	Syap.g_00757	Prbe.g_00614
OG0001332	Syap.g_01548	Prbe.g_00265
OG0001333	Syap.g_01373	Prbe.g_00948
