Orthogroup	Syap	Prbc
OG0000582	Syap.g_01533	Prbc.g_01685
OG0000583	Syap.g_01532	Prbc.g_01686
OG0000584	Syap.g_01530	Prbc.g_01687
OG0000585	Syap.g_01526	Prbc.g_01689
OG0000586	Syap.g_01525	Prbc.g_01690
OG0000587	Syap.g_01523	Prbc.g_01691
OG0000588	Syap.g_00776	Prbc.g_01695
OG0000589	Syap.g_00941	Prbc.g_01698
OG0000590	Syap.g_00940	Prbc.g_01699
OG0000591	Syap.g_01289	Prbc.g_01702
OG0000592	Syap.g_01288	Prbc.g_01703
OG0000593	Syap.g_00890	Prbc.g_01709
OG0000594	Syap.g_00891	Prbc.g_01710
OG0000595	Syap.g_00892	Prbc.g_01711
OG0000596	Syap.g_00898	Prbc.g_01715
OG0000597	Syap.g_00903	Prbc.g_01717
OG0000598	Syap.g_00904	Prbc.g_01718
OG0000599	Syap.g_00908	Prbc.g_01721
OG0000600	Syap.g_00909	Prbc.g_01722
OG0000601	Syap.g_00910	Prbc.g_01723
OG0000602	Syap.g_00640	Prbc.g_01725
OG0000603	Syap.g_00641	Prbc.g_01726
OG0000604	Syap.g_02769	Prbc.g_01727
OG0000605	Syap.g_02501, Syap.g_02771	Prbc.g_01728
OG0000606	Syap.g_02506	Prbc.g_01731
OG0000607	Syap.g_00093	Prbc.g_01734
OG0000608	Syap.g_00094	Prbc.g_01735
OG0000609	Syap.g_00096	Prbc.g_01736
OG0000610	Syap.g_01963	Prbc.g_01742
OG0000611	Syap.g_01958	Prbc.g_01745
OG0000612	Syap.g_01957	Prbc.g_01746
OG0000613	Syap.g_02480	Prbc.g_01752
OG0000615	Syap.g_00154	Prbc.g_01782
OG0000616	Syap.g_00127	Prbc.g_01055
OG0000617	Syap.g_00513	Prbc.g_01793
OG0000618	Syap.g_00514	Prbc.g_01794
OG0000619	Syap.g_00515	Prbc.g_01795
OG0000620	Syap.g_00520	Prbc.g_01798
OG0000621	Syap.g_00521	Prbc.g_01799
OG0000622	Syap.g_00523	Prbc.g_01800
OG0000623	Syap.g_00526	Prbc.g_01801
OG0000624	Syap.g_00527	Prbc.g_01803
OG0000625	Syap.g_00528	Prbc.g_01804
OG0000626	Syap.g_00529	Prbc.g_01805
OG0000627	Syap.g_00848	Prbc.g_01807
OG0000628	Syap.g_00850	Prbc.g_01808
OG0000629	Syap.g_02334	Prbc.g_01809
OG0000630	Syap.g_02793	Prbc.g_01812
OG0000631	Syap.g_01724	Prbc.g_02007
OG0000632	Syap.g_01725	Prbc.g_02008
OG0000633	Syap.g_01726	Prbc.g_02009
OG0000634	Syap.g_00190	Prbc.g_01854
OG0000635	Syap.g_00191	Prbc.g_01855
OG0000636	Syap.g_00193	Prbc.g_01857
OG0000637	Syap.g_00195	Prbc.g_01859
OG0000638	Syap.g_00196	Prbc.g_01860
OG0000639	Syap.g_00197	Prbc.g_01861
OG0000640	Syap.g_00198	Prbc.g_01862
OG0000641	Syap.g_00203	Prbc.g_01866
OG0000642	Syap.g_02732	Prbc.g_01867
OG0000643	Syap.g_02731	Prbc.g_01868
OG0000644	Syap.g_02730	Prbc.g_01869
OG0000645	Syap.g_02726	Prbc.g_01870
OG0000646	Syap.g_02723	Prbc.g_01873
OG0000647	Syap.g_02721	Prbc.g_01875
OG0000648	Syap.g_02719	Prbc.g_01877
OG0000649	Syap.g_02718	Prbc.g_01878
OG0000650	Syap.g_02717	Prbc.g_01879
OG0000651	Syap.g_02716	Prbc.g_01880
OG0000652	Syap.g_02715	Prbc.g_01881
OG0000653	Syap.g_02713	Prbc.g_01883
OG0000654	Syap.g_02711	Prbc.g_01884
OG0000655	Syap.g_02710	Prbc.g_01885
OG0000656	Syap.g_02706	Prbc.g_01888
OG0000657	Syap.g_01845	Prbc.g_01895
OG0000658	Syap.g_01841	Prbc.g_01897
OG0000659	Syap.g_01840	Prbc.g_01898
OG0000660	Syap.g_01835	Prbc.g_01903
OG0000662	Syap.g_00823	Prbc.g_01907
OG0000663	Syap.g_00826	Prbc.g_01909
OG0000664	Syap.g_00828	Prbc.g_01910
OG0000665	Syap.g_02331	Prbc.g_01914
OG0000666	Syap.g_01573	Prbc.g_01915
OG0000667	Syap.g_01979	Prbc.g_01919
OG0000668	Syap.g_02765	Prbc.g_01959
OG0000669	Syap.g_02371	Prbc.g_01967
OG0000670	Syap.g_02368	Prbc.g_01970
OG0000671	Syap.g_01260	Prbc.g_01972
OG0000672	Syap.g_01257	Prbc.g_01975
OG0000673	Syap.g_01253	Prbc.g_01978
OG0000674	Syap.g_01251	Prbc.g_01980
OG0000675	Syap.g_01250	Prbc.g_01981
OG0000676	Syap.g_01248	Prbc.g_01983
OG0000677	Syap.g_01246	Prbc.g_01984
OG0000678	Syap.g_01239	Prbc.g_01987
OG0000679	Syap.g_00157	Prbc.g_01991
OG0000680	Syap.g_00158	Prbc.g_01992
OG0000681	Syap.g_00163	Prbc.g_01995
OG0000682	Syap.g_00165	Prbc.g_01996
OG0000683	Syap.g_00166	Prbc.g_01997
OG0000684	Syap.g_00169	Prbc.g_01837
OG0000685	Syap.g_00172	Prbc.g_01839
OG0000686	Syap.g_00173	Prbc.g_01840
OG0000687	Syap.g_00174	Prbc.g_01841
OG0000688	Syap.g_00178	Prbc.g_01844
OG0000689	Syap.g_00180	Prbc.g_01845
OG0000690	Syap.g_00181	Prbc.g_01846
OG0000691	Syap.g_00182	Prbc.g_01847
OG0000692	Syap.g_00184	Prbc.g_01849
OG0000693	Syap.g_00185	Prbc.g_01850
OG0000694	Syap.g_00186	Prbc.g_01851
OG0000695	Syap.g_01729	Prbc.g_02011
OG0000696	Syap.g_01730	Prbc.g_02012
OG0000697	Syap.g_01734	Prbc.g_02013
OG0000698	Syap.g_01737	Prbc.g_02016
OG0000699	Syap.g_01738	Prbc.g_02017
OG0000700	Syap.g_01739	Prbc.g_02018
OG0000701	Syap.g_01740	Prbc.g_02019
OG0000702	Syap.g_01747	Prbc.g_02021
OG0000703	Syap.g_01750	Prbc.g_02022
OG0000704	Syap.g_01753	Prbc.g_02023
OG0000705	Syap.g_02022	Prbc.g_02029
OG0000706	Syap.g_02020	Prbc.g_02030
OG0000707	Syap.g_02019	Prbc.g_02031
OG0000708	Syap.g_02016	Prbc.g_02033
OG0000709	Syap.g_00121	Prbc.g_02037
OG0000711	Syap.g_02686	Prbc.g_02055
OG0000712	Syap.g_02688	Prbc.g_02057
OG0000713	Syap.g_02689	Prbc.g_02058
OG0000714	Syap.g_02691	Prbc.g_02059
OG0000715	Syap.g_02693	Prbc.g_02061
OG0000716	Syap.g_02696	Prbc.g_02062
OG0000717	Syap.g_02697	Prbc.g_02063
OG0000718	Syap.g_02701	Prbc.g_02079
OG0000719	Syap.g_02767	Prbc.g_02080
OG0000720	Syap.g_02780	Prbc.g_02091
OG0000721	Syap.g_02782	Prbc.g_02092
OG0000722	Syap.g_02783	Prbc.g_02093
OG0000723	Syap.g_00532	Prbc.g_02097
OG0000725	Syap.g_01559	Prbc.g_01934
OG0000726	Syap.g_01560	Prbc.g_01933
OG0000727	Syap.g_01561	Prbc.g_01932
OG0000728	Syap.g_01564	Prbc.g_01930
OG0000729	Syap.g_01122	Prbc.g_00201
OG0000730	Syap.g_00572	Prbc.g_01244
OG0000731	Syap.g_00560	Prbc.g_01252
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prbc.g_00987
OG0000733	Syap.g_01971	Prbc.g_00897
OG0000734	Syap.g_02628	Prbc.g_01462
OG0000735	Syap.g_00244	Prbc.g_01460
OG0000736	Syap.g_00243	Prbc.g_01459
OG0000737	Syap.g_00242	Prbc.g_01458
OG0000738	Syap.g_00236	Prbc.g_01454
OG0000739	Syap.g_00235	Prbc.g_01453
OG0000740	Syap.g_00234	Prbc.g_01452
OG0000741	Syap.g_00231	Prbc.g_01450
OG0000742	Syap.g_00229	Prbc.g_01447
OG0000743	Syap.g_00226	Prbc.g_01445
OG0000744	Syap.g_00225	Prbc.g_01444
OG0000745	Syap.g_00222	Prbc.g_01442
OG0000746	Syap.g_00220	Prbc.g_01440
OG0000747	Syap.g_00219	Prbc.g_01439
OG0000748	Syap.g_00212	Prbc.g_01435
OG0000749	Syap.g_00211	Prbc.g_01434
OG0000750	Syap.g_00210	Prbc.g_01433
OG0000751	Syap.g_00205	Prbc.g_01430
OG0000752	Syap.g_01793	Prbc.g_01428
OG0000753	Syap.g_02775	Prbc.g_01426
OG0000754	Syap.g_01883	Prbc.g_01422
OG0000755	Syap.g_01893	Prbc.g_01418
OG0000757	Syap.g_00427	Prbc.g_01410
OG0000758	Syap.g_00428	Prbc.g_01409
OG0000759	Syap.g_00429	Prbc.g_01408
OG0000760	Syap.g_00430	Prbc.g_01407
OG0000761	Syap.g_00431	Prbc.g_01406
OG0000762	Syap.g_00434	Prbc.g_01405
OG0000763	Syap.g_02624	Prbc.g_01403
OG0000764	Syap.g_02623	Prbc.g_01402
OG0000765	Syap.g_02440	Prbc.g_01394
OG0000766	Syap.g_02439	Prbc.g_01393
OG0000767	Syap.g_02437	Prbc.g_01392
OG0000768	Syap.g_02436	Prbc.g_01391
OG0000769	Syap.g_02434	Prbc.g_01389
OG0000770	Syap.g_02431	Prbc.g_01388
OG0000772	Syap.g_02295	Prbc.g_01320
OG0000773	Syap.g_00885	Prbc.g_00557
OG0000774	Syap.g_01473	Prbc.g_00560
OG0000775	Syap.g_01475	Prbc.g_00561
OG0000776	Syap.g_01476	Prbc.g_00562
OG0000777	Syap.g_01478	Prbc.g_00563
OG0000778	Syap.g_01479	Prbc.g_00564
OG0000779	Syap.g_01494	Prbc.g_00568
OG0000780	Syap.g_01496	Prbc.g_00569
OG0000781	Syap.g_02609	Prbc.g_00571
OG0000782	Syap.g_02611	Prbc.g_00572
OG0000783	Syap.g_02612	Prbc.g_00573
OG0000784	Syap.g_02613	Prbc.g_00574
OG0000785	Syap.g_02281	Prbc.g_00576
OG0000786	Syap.g_02287	Prbc.g_00579
OG0000787	Syap.g_02288	Prbc.g_00580
OG0000788	Syap.g_01932	Prbc.g_01820
OG0000789	Syap.g_00372	Prbc.g_02100
OG0000791	Syap.g_02520	Prbc.g_00664
OG0000792	Syap.g_02519	Prbc.g_00665
OG0000793	Syap.g_02141	Prbc.g_00668
OG0000794	Syap.g_02200	Prbc.g_00669
OG0000795	Syap.g_02199	Prbc.g_00670
OG0000796	Syap.g_02448	Prbc.g_00674
OG0000797	Syap.g_02449	Prbc.g_00675
OG0000799	Syap.g_02488	Prbc.g_00690
OG0000800	Syap.g_02487	Prbc.g_00691
OG0000801	Syap.g_02486	Prbc.g_00692
OG0000802	Syap.g_02659	Prbc.g_00694
OG0000803	Syap.g_02109	Prbc.g_00696
OG0000804	Syap.g_02113	Prbc.g_00697
OG0000805	Syap.g_02115	Prbc.g_00699
OG0000806	Syap.g_02117	Prbc.g_00701
OG0000807	Syap.g_02118	Prbc.g_00702
OG0000808	Syap.g_02119	Prbc.g_00703
OG0000809	Syap.g_02122	Prbc.g_00707
OG0000810	Syap.g_02124	Prbc.g_00708
OG0000811	Syap.g_02472	Prbc.g_00712
OG0000812	Syap.g_02474	Prbc.g_00714
OG0000813	Syap.g_02475	Prbc.g_00715
OG0000814	Syap.g_02753	Prbc.g_00717
OG0000815	Syap.g_02752	Prbc.g_00718
OG0000816	Syap.g_02289	Prbc.g_00720
OG0000817	Syap.g_02527	Prbc.g_00721
OG0000818	Syap.g_02001	Prbc.g_00725
OG0000819	Syap.g_02002	Prbc.g_00726
OG0000820	Syap.g_02003	Prbc.g_00727
OG0000821	Syap.g_02009	Prbc.g_00730
OG0000822	Syap.g_02011	Prbc.g_00731
OG0000824	Syap.g_00008	Prbc.g_00735
OG0000825	Syap.g_00009	Prbc.g_00736
OG0000826	Syap.g_00010	Prbc.g_00737
OG0000827	Syap.g_00011	Prbc.g_00738
OG0000828	Syap.g_00014	Prbc.g_00741
OG0000829	Syap.g_00015	Prbc.g_00742
OG0000830	Syap.g_00016	Prbc.g_00743
OG0000831	Syap.g_00019	Prbc.g_00745
OG0000832	Syap.g_00752	Prbc.g_00755
OG0000833	Syap.g_00021	Prbc.g_00763
OG0000834	Syap.g_00023	Prbc.g_00764
OG0000835	Syap.g_00024	Prbc.g_00765
OG0000836	Syap.g_00026	Prbc.g_00766
OG0000837	Syap.g_00027	Prbc.g_00767
OG0000838	Syap.g_00031	Prbc.g_00769
OG0000839	Syap.g_00032	Prbc.g_00770
OG0000840	Syap.g_00033	Prbc.g_00771
OG0000841	Syap.g_00034	Prbc.g_00772
OG0000842	Syap.g_00035	Prbc.g_00773
OG0000843	Syap.g_00036	Prbc.g_00774
OG0000844	Syap.g_00039	Prbc.g_00775
OG0000845	Syap.g_00040	Prbc.g_00776
OG0000846	Syap.g_00042	Prbc.g_00777
OG0000847	Syap.g_00043	Prbc.g_00778
OG0000848	Syap.g_00045	Prbc.g_00779
OG0000849	Syap.g_00046	Prbc.g_00780
OG0000850	Syap.g_00310	Prbc.g_00782
OG0000851	Syap.g_01214	Prbc.g_00783
OG0000852	Syap.g_01215	Prbc.g_00784
OG0000853	Syap.g_01219	Prbc.g_00789
OG0000854	Syap.g_01222	Prbc.g_00791
OG0000855	Syap.g_01223	Prbc.g_00792
OG0000856	Syap.g_01286	Prbc.g_00677
OG0000857	Syap.g_02722	Prbc.g_01874
OG0000858	Syap.g_00612	Prbc.g_00827
OG0000859	Syap.g_00613	Prbc.g_00828
OG0000860	Syap.g_00623	Prbc.g_00834
OG0000861	Syap.g_02789	Prbc.g_00835
OG0000862	Syap.g_01789	Prbc.g_00836
OG0000863	Syap.g_01784	Prbc.g_00837
OG0000864	Syap.g_01783	Prbc.g_00838
OG0000865	Syap.g_01781, Syap.g_01782	Prbc.g_00839
OG0000866	Syap.g_01780	Prbc.g_00840
OG0000867	Syap.g_01779	Prbc.g_00841
OG0000868	Syap.g_01775	Prbc.g_00842
OG0000869	Syap.g_01770	Prbc.g_00845
OG0000870	Syap.g_01401	Prbc.g_00850
OG0000871	Syap.g_01400	Prbc.g_00851
OG0000872	Syap.g_01394	Prbc.g_00852
OG0000873	Syap.g_01390	Prbc.g_00855
OG0000874	Syap.g_01388	Prbc.g_00858
OG0000875	Syap.g_01386	Prbc.g_00860
OG0000876	Syap.g_00822	Prbc.g_00861
OG0000877	Syap.g_01380	Prbc.g_00863
OG0000878	Syap.g_01378	Prbc.g_00864
OG0000879	Syap.g_01377	Prbc.g_00865
OG0000880	Syap.g_01376	Prbc.g_00866
OG0000882	Syap.g_01516	Prbc.g_00874
OG0000883	Syap.g_01511	Prbc.g_00876
OG0000884	Syap.g_01509	Prbc.g_00878
OG0000885	Syap.g_01508	Prbc.g_00879
OG0000886	Syap.g_01507	Prbc.g_00880
OG0000887	Syap.g_01506	Prbc.g_00881
OG0000888	Syap.g_01504	Prbc.g_00883
OG0000889	Syap.g_01502	Prbc.g_00885
OG0000890	Syap.g_01499	Prbc.g_00886
OG0000891	Syap.g_01498	Prbc.g_00887
OG0000892	Syap.g_02671	Prbc.g_00889
OG0000893	Syap.g_02497	Prbc.g_00933
OG0000894	Syap.g_02679	Prbc.g_00936
OG0000895	Syap.g_00546	Prbc.g_00939
OG0000896	Syap.g_00545	Prbc.g_00940
OG0000897	Syap.g_00543	Prbc.g_00942
OG0000898	Syap.g_00542	Prbc.g_00943
OG0000899	Syap.g_00541	Prbc.g_00944
OG0000900	Syap.g_00540	Prbc.g_00945
OG0000901	Syap.g_01930	Prbc.g_00948
OG0000902	Syap.g_01929	Prbc.g_00950
OG0000903	Syap.g_01916	Prbc.g_00960
OG0000904	Syap.g_01922	Prbc.g_00955
OG0000905	Syap.g_01925	Prbc.g_00952
OG0000906	Syap.g_01927	Prbc.g_00951
OG0000907	Syap.g_01914	Prbc.g_00327
OG0000908	Syap.g_01235	Prbc.g_00324
OG0000909	Syap.g_01236	Prbc.g_00323
OG0000910	Syap.g_01237	Prbc.g_00322
OG0000911	Syap.g_00511	Prbc.g_00320
OG0000912	Syap.g_00510	Prbc.g_00319
OG0000913	Syap.g_00509	Prbc.g_00318
OG0000914	Syap.g_00508	Prbc.g_00317
OG0000915	Syap.g_00506	Prbc.g_00316
OG0000916	Syap.g_00505	Prbc.g_00315
OG0000917	Syap.g_00504	Prbc.g_00314
OG0000918	Syap.g_00503	Prbc.g_00313
OG0000919	Syap.g_00502	Prbc.g_00312
OG0000920	Syap.g_00501	Prbc.g_00311
OG0000921	Syap.g_00500	Prbc.g_00310
OG0000922	Syap.g_00499	Prbc.g_00309
OG0000923	Syap.g_00495	Prbc.g_00305
OG0000924	Syap.g_00494	Prbc.g_00304
OG0000925	Syap.g_00493	Prbc.g_00303
OG0000926	Syap.g_00492	Prbc.g_00302
OG0000927	Syap.g_00490	Prbc.g_00300
OG0000928	Syap.g_00489	Prbc.g_00299
OG0000929	Syap.g_00488	Prbc.g_00298
OG0000930	Syap.g_00487	Prbc.g_00297
OG0000931	Syap.g_00486	Prbc.g_00296
OG0000932	Syap.g_00485	Prbc.g_00295
OG0000933	Syap.g_00479	Prbc.g_00291
OG0000934	Syap.g_00477	Prbc.g_00289
OG0000935	Syap.g_00476	Prbc.g_00288
OG0000936	Syap.g_00475	Prbc.g_00287
OG0000937	Syap.g_00474	Prbc.g_00286
OG0000938	Syap.g_00471	Prbc.g_00283
OG0000939	Syap.g_00469	Prbc.g_00282
OG0000940	Syap.g_00460	Prbc.g_00275
OG0000941	Syap.g_00458	Prbc.g_00273
OG0000942	Syap.g_00606	Prbc.g_00271
OG0000943	Syap.g_00604	Prbc.g_00270
OG0000944	Syap.g_00602	Prbc.g_00268
OG0000945	Syap.g_00601	Prbc.g_00267
OG0000946	Syap.g_00595	Prbc.g_00248
OG0000947	Syap.g_00591	Prbc.g_00246
OG0000948	Syap.g_00590	Prbc.g_00245
OG0000949	Syap.g_01051	Prbc.g_00242
OG0000950	Syap.g_01061	Prbc.g_00237
OG0000951	Syap.g_01070	Prbc.g_00233
OG0000952	Syap.g_01074	Prbc.g_00229
OG0000953	Syap.g_01078	Prbc.g_00225
OG0000954	Syap.g_01089	Prbc.g_00221
OG0000955	Syap.g_01090	Prbc.g_00220
OG0000956	Syap.g_01092	Prbc.g_00218
OG0000957	Syap.g_01109	Prbc.g_00213
OG0000958	Syap.g_01110	Prbc.g_00212
OG0000959	Syap.g_01114	Prbc.g_00208
OG0000960	Syap.g_01115	Prbc.g_00207
OG0000961	Syap.g_02170	Prbc.g_00204
OG0000962	Syap.g_01121	Prbc.g_00202
OG0000963	Syap.g_01124	Prbc.g_00197
OG0000964	Syap.g_01125	Prbc.g_00196
OG0000965	Syap.g_01126	Prbc.g_00195
OG0000966	Syap.g_01141	Prbc.g_00965
OG0000967	Syap.g_00633	Prbc.g_00969
OG0000968	Syap.g_00998	Prbc.g_00971
OG0000969	Syap.g_00996	Prbc.g_00972
OG0000970	Syap.g_00995	Prbc.g_00973
OG0000971	Syap.g_00993	Prbc.g_00974
OG0000972	Syap.g_00992	Prbc.g_00975
OG0000973	Syap.g_00991	Prbc.g_00976
OG0000974	Syap.g_00990	Prbc.g_00977
OG0000975	Syap.g_00989	Prbc.g_00978
OG0000976	Syap.g_00988	Prbc.g_00979
OG0000977	Syap.g_00986	Prbc.g_00980
OG0000978	Syap.g_00985	Prbc.g_00981
OG0000979	Syap.g_00980	Prbc.g_00984
OG0000980	Syap.g_00977	Prbc.g_00986
OG0000981	Syap.g_01812	Prbc.g_00989
OG0000982	Syap.g_00132	Prbc.g_00991
OG0000983	Syap.g_00134	Prbc.g_00992
OG0000984	Syap.g_00135	Prbc.g_00993
OG0000985	Syap.g_00140	Prbc.g_00996
OG0000986	Syap.g_01044	Prbc.g_00998
OG0000987	Syap.g_01033	Prbc.g_00999
OG0000988	Syap.g_01027	Prbc.g_01002
OG0000989	Syap.g_01011	Prbc.g_01006
OG0000990	Syap.g_02087	Prbc.g_01011
OG0000991	Syap.g_02091	Prbc.g_01012
OG0000992	Syap.g_02095	Prbc.g_01015
OG0000993	Syap.g_02097	Prbc.g_01016
OG0000994	Syap.g_02101	Prbc.g_01017
OG0000996	Syap.g_01817	Prbc.g_01022
OG0000997	Syap.g_02590	Prbc.g_01043
OG0000998	Syap.g_02591	Prbc.g_01045
OG0000999	Syap.g_02592	Prbc.g_01046
OG0001001	Syap.g_02605	Prbc.g_01052
OG0001002	Syap.g_00124	Prbc.g_01057
OG0001003	Syap.g_02310	Prbc.g_01060
OG0001004	Syap.g_02311	Prbc.g_01061
OG0001005	Syap.g_02312	Prbc.g_01062
OG0001006	Syap.g_00053	Prbc.g_01067
OG0001007	Syap.g_00055	Prbc.g_01069
OG0001008	Syap.g_02060	Prbc.g_01498
OG0001012	Syap.g_00371	Prbc.g_01121
OG0001013	Syap.g_01325	Prbc.g_01126
OG0001016	Syap.g_01695	Prbc.g_00500
OG0001033	Syap.g_00105	Prbc.g_00364
OG0001035	Syap.g_01594	Prbc.g_01150
OG0001038	Syap.g_01362	Prbc.g_01171
OG0001039	Syap.g_01359	Prbc.g_01173
OG0001040	Syap.g_01356	Prbc.g_01176
OG0001041	Syap.g_01352	Prbc.g_01180
OG0001043	Syap.g_01676	Prbc.g_01197
OG0001044	Syap.g_00571	Prbc.g_01245
OG0001053	Syap.g_02253	Prbc.g_01543
OG0001054	Syap.g_00274	Prbc.g_01557
OG0001055	Syap.g_00252	Prbc.g_01597
OG0001059	Syap.g_00306	Prbc.g_01633
OG0001060	Syap.g_00299	Prbc.g_01640
OG0001061	Syap.g_01309	Prbc.g_01653
OG0001062	Syap.g_01314	Prbc.g_01655
OG0001072	Syap.g_00441	Prbc.g_01666
OG0001073	Syap.g_00122, Syap.g_00455	Prbc.g_01680
OG0001078	Syap.g_00896	Prbc.g_01713
OG0001080	Syap.g_02505	Prbc.g_01730
OG0001085	Syap.g_01953	Prbc.g_01749
OG0001094	Syap.g_00187	Prbc.g_01852
OG0001095	Syap.g_02725	Prbc.g_01871
OG0001096	Syap.g_02709	Prbc.g_01886
OG0001100	Syap.g_02369	Prbc.g_01969
OG0001102	Syap.g_01258	Prbc.g_01974
OG0001103	Syap.g_01256	Prbc.g_01976
OG0001104	Syap.g_00171	Prbc.g_01838
OG0001105	Syap.g_00175	Prbc.g_01842
OG0001107	Syap.g_02015	Prbc.g_02034
OG0001108	Syap.g_00119	Prbc.g_02038
OG0001122	Syap.g_02766	Prbc.g_02081
OG0001123	Syap.g_01872	Prbc.g_02086
OG0001133	Syap.g_01292	Prbc.g_02128
OG0001136	Syap.g_00230	Prbc.g_01449
OG0001137	Syap.g_00213	Prbc.g_01436
OG0001140	Syap.g_02134	Prbc.g_01413
OG0001152	Syap.g_02447	Prbc.g_00673
OG0001154	Syap.g_00013	Prbc.g_00740
OG0001155	Syap.g_00750	Prbc.g_00756
OG0001160	Syap.g_01217	Prbc.g_00787
OG0001162	Syap.g_02366	Prbc.g_00799
OG0001163	Syap.g_00609	Prbc.g_00825
OG0001164	Syap.g_00614	Prbc.g_00829
OG0001165	Syap.g_00619	Prbc.g_00831
OG0001168	Syap.g_01372	Prbc.g_00868
OG0001171	Syap.g_01505	Prbc.g_00882
OG0001172	Syap.g_00547	Prbc.g_00937
OG0001177	Syap.g_01920	Prbc.g_00957
OG0001178	Syap.g_01786, Syap.g_01787	Prbc.g_01309
OG0001179	Syap.g_00491	Prbc.g_00301
OG0001180	Syap.g_00097, Syap.g_00465	Prbc.g_00278
OG0001181	Syap.g_00459	Prbc.g_00274
OG0001183	Syap.g_00594	Prbc.g_00247
OG0001185	Syap.g_01104	Prbc.g_00216
OG0001186	Syap.g_01140	Prbc.g_00189
OG0001187	Syap.g_01142	Prbc.g_00966
OG0001188	Syap.g_00634	Prbc.g_00968
OG0001189	Syap.g_00979	Prbc.g_00985
OG0001191	Syap.g_01030	Prbc.g_01000
OG0001192	Syap.g_01021	Prbc.g_01005
OG0001197	Syap.g_00126	Prbc.g_01056
OG0001198	Syap.g_00052	Prbc.g_01066
OG0001199	Syap.g_01696	Prbc.g_00499
OG0001200	Syap.g_01698	Prbc.g_00497
OG0001202	Syap.g_01613	Prbc.g_00372
OG0001203	Syap.g_01154	Prbc.g_00332
OG0001204	Syap.g_01577	Prbc.g_01141
OG0001214	Syap.g_00897	Prbc.g_01714
OG0001217	Syap.g_01464	Prbc.g_00521
OG0001218	Syap.g_00020	Prbc.g_01829
OG0001219	Syap.g_02794	Prbc.g_02005
OG0001221	Syap.g_01777	Prbc.g_01989
OG0001222	Syap.g_02027	Prbc.g_01936
OG0001224	Syap.g_01551	Prbc.g_02109
OG0001225	Syap.g_01553	Prbc.g_02111
OG0001226	Syap.g_02551	Prbc.g_00930
OG0001228	Syap.g_01063	Prbc.g_01396
OG0001229	Syap.g_00827	Prbc.g_00138
OG0001230	Syap.g_02116	Prbc.g_00700
OG0001231	Syap.g_00073	Prbc.g_01833
OG0001232	Syap.g_01393	Prbc.g_00853
OG0001235	Syap.g_01924	Prbc.g_00953
OG0001236	Syap.g_01069	Prbc.g_00234
OG0001237	Syap.g_01073	Prbc.g_00230
OG0001238	Syap.g_01028	Prbc.g_01001
OG0001239	Syap.g_01693, Syap.g_01692	Prbc.g_00502
OG0001242	Syap.g_02227, Syap.g_02229	Prbc.g_00452
OG0001243	Syap.g_02219	Prbc.g_00445
OG0001244	Syap.g_02192	Prbc.g_00429
OG0001246	Syap.g_00267, Syap.g_01165	Prbc.g_01584
OG0001248	Syap.g_00423	Prbc.g_01767
OG0001249	Syap.g_00575	Prbc.g_01230
OG0001251	Syap.g_01549, Syap.g_01727	Prbc.g_00923
OG0001253	Syap.g_01969	Prbc.g_00804
OG0001255	Syap.g_02523	Prbc.g_01463
OG0001256	Syap.g_01225	Prbc.g_00795
OG0001257	Syap.g_00374, Syap.g_00373	Prbc.g_00800
OG0001260	Syap.g_01497	Prbc.g_00888
OG0001261	Syap.g_00482	Prbc.g_00293
OG0001262	Syap.g_00981	Prbc.g_00983
OG0001263	Syap.g_02216	Prbc.g_00442
OG0001277	Syap.g_01293	Prbc.g_01042
OG0001279	Syap.g_02663	Prbc.g_00133
OG0001282	Syap.g_01701	Prbc.g_00658
OG0001284	Syap.g_00047	Prbc.g_00781
OG0001286	Syap.g_00467	Prbc.g_00280
OG0001287	Syap.g_00418	Prbc.g_00209
OG0001288	Syap.g_01123	Prbc.g_00198
OG0001289	Syap.g_02365	Prbc.g_00486
OG0001297	Syap.g_00255	Prbc.g_01594
OG0001299	Syap.g_01959	Prbc.g_01744
OG0001303	Syap.g_02795	Prbc.g_00092
OG0001304	Syap.g_00536	Prbc.g_02095
OG0001305	Syap.g_01562	Prbc.g_01931
OG0001306	Syap.g_00245	Prbc.g_01461
OG0001307	Syap.g_00403	Prbc.g_00586
OG0001308	Syap.g_02751, Syap.g_02750	Prbc.g_00719
OG0001310	Syap.g_01774	Prbc.g_00843
OG0001311	Syap.g_01871	Prbc.g_02087
OG0001312	Syap.g_01735	Prbc.g_02014
OG0001314	Syap.g_00330, Syap.g_00391	Prbc.g_01137
OG0001315	Syap.g_00596	Prbc.g_00249
OG0001318	Syap.g_01596, Syap.g_01597	Prbc.g_01152
OG0001326	Syap.g_02646	Prbc.g_00915
OG0001332	Syap.g_01548	Prbc.g_00754
OG0001336	Syap.g_02602	Prbc.g_01051
OG0001337	Syap.g_00576	Prbc.g_01224
OG0001345	Syap.g_01877, Syap.g_02776	Prbc.g_01425
OG0001346	Syap.g_01484	Prbc.g_00567
OG0001348	Syap.g_00938	Prbc.g_02169
OG0001351	Syap.g_01996	Prbc.g_01515
OG0001358	Syap.g_00942	Prbc.g_01697
OG0001360	Syap.g_01881, Syap.g_02778	Prbc.g_01423
OG0001365	Syap.g_00138	Prbc.g_00994
