Orthogroup	Syap	Prax
OG0000605	Syap.g_02501, Syap.g_02771	Prax.g_00110
OG0000606	Syap.g_02506	Prax.g_00113
OG0000607	Syap.g_00093	Prax.g_00116
OG0000608	Syap.g_00094	Prax.g_00117
OG0000609	Syap.g_00096	Prax.g_00118
OG0000610	Syap.g_01963	Prax.g_00123
OG0000611	Syap.g_01958	Prax.g_00975
OG0000612	Syap.g_01957	Prax.g_00974
OG0000613	Syap.g_02480	Prax.g_00969
OG0000615	Syap.g_00154	Prax.g_00942
OG0000616	Syap.g_00127	Prax.g_00938
OG0000617	Syap.g_00513	Prax.g_00479
OG0000618	Syap.g_00514	Prax.g_00478
OG0000619	Syap.g_00515	Prax.g_00477
OG0000620	Syap.g_00520	Prax.g_00474
OG0000621	Syap.g_00521	Prax.g_00473
OG0000622	Syap.g_00523	Prax.g_00472
OG0000623	Syap.g_00526	Prax.g_00471
OG0000624	Syap.g_00527	Prax.g_00470
OG0000625	Syap.g_00528	Prax.g_00469
OG0000626	Syap.g_00529	Prax.g_00468
OG0000627	Syap.g_00848	Prax.g_00467
OG0000628	Syap.g_00850	Prax.g_00466
OG0000629	Syap.g_02334	Prax.g_00465
OG0000630	Syap.g_02793	Prax.g_00462
OG0000631	Syap.g_01724	Prax.g_00382
OG0000632	Syap.g_01725	Prax.g_00381
OG0000633	Syap.g_01726	Prax.g_00380
OG0000634	Syap.g_00190	Prax.g_00377
OG0000635	Syap.g_00191	Prax.g_00376
OG0000636	Syap.g_00193	Prax.g_00374
OG0000637	Syap.g_00195	Prax.g_00372
OG0000638	Syap.g_00196	Prax.g_00371
OG0000639	Syap.g_00197	Prax.g_00370
OG0000640	Syap.g_00198	Prax.g_00369
OG0000641	Syap.g_00203	Prax.g_00365
OG0000642	Syap.g_02732	Prax.g_00364
OG0000643	Syap.g_02731	Prax.g_00363
OG0000644	Syap.g_02730	Prax.g_00362
OG0000645	Syap.g_02726	Prax.g_00361
OG0000646	Syap.g_02723	Prax.g_00359
OG0000647	Syap.g_02721	Prax.g_00358
OG0000648	Syap.g_02719	Prax.g_00356
OG0000649	Syap.g_02718	Prax.g_00355
OG0000650	Syap.g_02717	Prax.g_00354
OG0000651	Syap.g_02716	Prax.g_00353
OG0000652	Syap.g_02715	Prax.g_00352
OG0000653	Syap.g_02713	Prax.g_00350
OG0000654	Syap.g_02711	Prax.g_00349
OG0000655	Syap.g_02710	Prax.g_00348
OG0000656	Syap.g_02706	Prax.g_00345
OG0000657	Syap.g_01845	Prax.g_00337
OG0000658	Syap.g_01841	Prax.g_00336
OG0000659	Syap.g_01840	Prax.g_00335
OG0000660	Syap.g_01835	Prax.g_00331
OG0000662	Syap.g_00823	Prax.g_00327
OG0000663	Syap.g_00826	Prax.g_00325
OG0000664	Syap.g_00828	Prax.g_00324
OG0000665	Syap.g_02331	Prax.g_00320
OG0000666	Syap.g_01573	Prax.g_00319
OG0000667	Syap.g_01979	Prax.g_00315
OG0000668	Syap.g_02765	Prax.g_00546
OG0000669	Syap.g_02371	Prax.g_00553
OG0000670	Syap.g_02368	Prax.g_00555
OG0000671	Syap.g_01260	Prax.g_00557
OG0000672	Syap.g_01257	Prax.g_00559
OG0000673	Syap.g_01253	Prax.g_00562
OG0000674	Syap.g_01251	Prax.g_00564
OG0000675	Syap.g_01250	Prax.g_00565
OG0000676	Syap.g_01248	Prax.g_00567
OG0000677	Syap.g_01246	Prax.g_00568
OG0000678	Syap.g_01239	Prax.g_00570
OG0000679	Syap.g_00157	Prax.g_00574
OG0000680	Syap.g_00158	Prax.g_00575
OG0000681	Syap.g_00163	Prax.g_00578
OG0000682	Syap.g_00165	Prax.g_00579
OG0000683	Syap.g_00166	Prax.g_00580
OG0000684	Syap.g_00169	Prax.g_00582
OG0000685	Syap.g_00172	Prax.g_00584
OG0000686	Syap.g_00173	Prax.g_00585
OG0000687	Syap.g_00174	Prax.g_00586
OG0000688	Syap.g_00178	Prax.g_00589
OG0000689	Syap.g_00180	Prax.g_00590
OG0000690	Syap.g_00181	Prax.g_00591
OG0000691	Syap.g_00182	Prax.g_00592
OG0000692	Syap.g_00184	Prax.g_00594
OG0000693	Syap.g_00185	Prax.g_00595
OG0000694	Syap.g_00186	Prax.g_00596
OG0000695	Syap.g_01729	Prax.g_00598
OG0000696	Syap.g_01730	Prax.g_00599
OG0000697	Syap.g_01734	Prax.g_00600
OG0000698	Syap.g_01737	Prax.g_00603
OG0000699	Syap.g_01738	Prax.g_00604
OG0000700	Syap.g_01739	Prax.g_00605
OG0000701	Syap.g_01740	Prax.g_00606
OG0000702	Syap.g_01747	Prax.g_00608
OG0000703	Syap.g_01750	Prax.g_00609
OG0000704	Syap.g_01753	Prax.g_00610
OG0000705	Syap.g_02022	Prax.g_00614
OG0000706	Syap.g_02020	Prax.g_00615
OG0000707	Syap.g_02019	Prax.g_00616
OG0000708	Syap.g_02016	Prax.g_00617
OG0000709	Syap.g_00121	Prax.g_01130
OG0000711	Syap.g_02686	Prax.g_01150
OG0000712	Syap.g_02688	Prax.g_01152
OG0000713	Syap.g_02689	Prax.g_01153
OG0000714	Syap.g_02691	Prax.g_01154
OG0000715	Syap.g_02693	Prax.g_01156
OG0000716	Syap.g_02696	Prax.g_01158
OG0000717	Syap.g_02697	Prax.g_01159
OG0000718	Syap.g_02701	Prax.g_01173
OG0000719	Syap.g_02767	Prax.g_01175
OG0000720	Syap.g_02780	Prax.g_01184
OG0000721	Syap.g_02782	Prax.g_01186
OG0000722	Syap.g_02783	Prax.g_01187
OG0000723	Syap.g_00532	Prax.g_01190
OG0000725	Syap.g_01559	Prax.g_01205
OG0000726	Syap.g_01560	Prax.g_01206
OG0000727	Syap.g_01561	Prax.g_01207
OG0000728	Syap.g_01564	Prax.g_01209
OG0000729	Syap.g_01122	Prax.g_01256
OG0000730	Syap.g_00572	Prax.g_00126
OG0000731	Syap.g_00560	Prax.g_00130
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prax.g_00140
OG0000733	Syap.g_01971	Prax.g_00162
OG0000734	Syap.g_02628	Prax.g_00185
OG0000735	Syap.g_00244	Prax.g_00187
OG0000736	Syap.g_00243	Prax.g_00188
OG0000737	Syap.g_00242	Prax.g_00189
OG0000738	Syap.g_00236	Prax.g_00193
OG0000739	Syap.g_00235	Prax.g_00194
OG0000740	Syap.g_00234	Prax.g_00195
OG0000741	Syap.g_00231	Prax.g_00196
OG0000742	Syap.g_00229	Prax.g_00199
OG0000743	Syap.g_00226	Prax.g_00201
OG0000744	Syap.g_00225	Prax.g_00202
OG0000745	Syap.g_00222	Prax.g_00203
OG0000746	Syap.g_00220	Prax.g_00205
OG0000747	Syap.g_00219	Prax.g_00206
OG0000748	Syap.g_00212	Prax.g_00209
OG0000749	Syap.g_00211	Prax.g_00210
OG0000750	Syap.g_00210	Prax.g_00211
OG0000751	Syap.g_00205	Prax.g_00213
OG0000752	Syap.g_01793	Prax.g_00215
OG0000753	Syap.g_02775	Prax.g_00218
OG0000754	Syap.g_01883	Prax.g_00221
OG0000755	Syap.g_01893	Prax.g_00224
OG0000757	Syap.g_00427	Prax.g_00231
OG0000758	Syap.g_00428	Prax.g_00232
OG0000759	Syap.g_00429	Prax.g_00233
OG0000760	Syap.g_00430	Prax.g_00234
OG0000761	Syap.g_00431	Prax.g_00235
OG0000762	Syap.g_00434	Prax.g_00236
OG0000763	Syap.g_02624	Prax.g_00238
OG0000764	Syap.g_02623	Prax.g_00239
OG0000765	Syap.g_02440	Prax.g_00248
OG0000766	Syap.g_02439	Prax.g_00249
OG0000767	Syap.g_02437	Prax.g_00251
OG0000768	Syap.g_02436	Prax.g_00252
OG0000769	Syap.g_02434	Prax.g_00254
OG0000770	Syap.g_02431	Prax.g_00256
OG0000772	Syap.g_02295	Prax.g_01928
OG0000773	Syap.g_00885	Prax.g_01908
OG0000774	Syap.g_01473	Prax.g_01906
OG0000775	Syap.g_01475	Prax.g_01904
OG0000776	Syap.g_01476	Prax.g_01903
OG0000777	Syap.g_01478	Prax.g_01902
OG0000778	Syap.g_01479	Prax.g_01901
OG0000779	Syap.g_01494	Prax.g_01897
OG0000780	Syap.g_01496	Prax.g_01896
OG0000781	Syap.g_02609	Prax.g_01893
OG0000782	Syap.g_02611	Prax.g_01892
OG0000783	Syap.g_02612	Prax.g_01891
OG0000784	Syap.g_02613	Prax.g_01890
OG0000785	Syap.g_02281	Prax.g_01888
OG0000786	Syap.g_02287	Prax.g_01886
OG0000787	Syap.g_02288	Prax.g_01885
OG0000788	Syap.g_01932	Prax.g_01876
OG0000789	Syap.g_00372	Prax.g_01873
OG0000791	Syap.g_02520	Prax.g_01856
OG0000792	Syap.g_02519	Prax.g_01855
OG0000793	Syap.g_02141	Prax.g_01852
OG0000794	Syap.g_02200	Prax.g_01851
OG0000795	Syap.g_02199	Prax.g_01850
OG0000796	Syap.g_02448	Prax.g_01846
OG0000797	Syap.g_02449	Prax.g_01845
OG0000798	Syap.g_01363, Syap.g_01269	Prax.g_01819
OG0000799	Syap.g_02488	Prax.g_01751
OG0000800	Syap.g_02487	Prax.g_01750
OG0000801	Syap.g_02486	Prax.g_01749
OG0000802	Syap.g_02659	Prax.g_01747
OG0000803	Syap.g_02109	Prax.g_01745
OG0000804	Syap.g_02113	Prax.g_01744
OG0000805	Syap.g_02115	Prax.g_01742
OG0000806	Syap.g_02117	Prax.g_01740
OG0000807	Syap.g_02118	Prax.g_01739
OG0000808	Syap.g_02119	Prax.g_01738
OG0000809	Syap.g_02122	Prax.g_01735
OG0000810	Syap.g_02124	Prax.g_01734
OG0000811	Syap.g_02472	Prax.g_01725
OG0000812	Syap.g_02474	Prax.g_01723
OG0000813	Syap.g_02475	Prax.g_01722
OG0000814	Syap.g_02753	Prax.g_01720
OG0000815	Syap.g_02752	Prax.g_01719
OG0000816	Syap.g_02289	Prax.g_01717
OG0000817	Syap.g_02527	Prax.g_01716
OG0000818	Syap.g_02001	Prax.g_01711
OG0000819	Syap.g_02002	Prax.g_01710
OG0000820	Syap.g_02003	Prax.g_01709
OG0000821	Syap.g_02009	Prax.g_01705
OG0000822	Syap.g_02011	Prax.g_01704
OG0000824	Syap.g_00008	Prax.g_01700
OG0000825	Syap.g_00009	Prax.g_01699
OG0000826	Syap.g_00010	Prax.g_01698
OG0000827	Syap.g_00011	Prax.g_01697
OG0000828	Syap.g_00014	Prax.g_01694
OG0000829	Syap.g_00015	Prax.g_01693
OG0000830	Syap.g_00016	Prax.g_01692
OG0000831	Syap.g_00019	Prax.g_01690
OG0000832	Syap.g_00752	Prax.g_01684
OG0000833	Syap.g_00021	Prax.g_01676
OG0000834	Syap.g_00023	Prax.g_01675
OG0000835	Syap.g_00024	Prax.g_01674
OG0000836	Syap.g_00026	Prax.g_01673
OG0000837	Syap.g_00027	Prax.g_01672
OG0000838	Syap.g_00031	Prax.g_01670
OG0000839	Syap.g_00032	Prax.g_01669
OG0000840	Syap.g_00033	Prax.g_01668
OG0000841	Syap.g_00034	Prax.g_01667
OG0000842	Syap.g_00035	Prax.g_01666
OG0000843	Syap.g_00036	Prax.g_01665
OG0000844	Syap.g_00039	Prax.g_01664
OG0000845	Syap.g_00040	Prax.g_01663
OG0000846	Syap.g_00042	Prax.g_01662
OG0000847	Syap.g_00043	Prax.g_01661
OG0000848	Syap.g_00045	Prax.g_01660
OG0000849	Syap.g_00046	Prax.g_01659
OG0000850	Syap.g_00310	Prax.g_01657
OG0000851	Syap.g_01214	Prax.g_01656
OG0000852	Syap.g_01215	Prax.g_01655
OG0000853	Syap.g_01219	Prax.g_01651
OG0000854	Syap.g_01222	Prax.g_01649
OG0000855	Syap.g_01223	Prax.g_01648
OG0000856	Syap.g_01286	Prax.g_01633
OG0000857	Syap.g_02722	Prax.g_01605
OG0000858	Syap.g_00612	Prax.g_01565
OG0000859	Syap.g_00613	Prax.g_01564
OG0000860	Syap.g_00623	Prax.g_01557
OG0000861	Syap.g_02789	Prax.g_01556
OG0000862	Syap.g_01789	Prax.g_01555
OG0000863	Syap.g_01784	Prax.g_01553
OG0000864	Syap.g_01783	Prax.g_01552
OG0000865	Syap.g_01781, Syap.g_01782	Prax.g_01551
OG0000866	Syap.g_01780	Prax.g_01550
OG0000867	Syap.g_01779	Prax.g_01549
OG0000868	Syap.g_01775	Prax.g_01548
OG0000869	Syap.g_01770	Prax.g_01544
OG0000870	Syap.g_01401	Prax.g_01539
OG0000871	Syap.g_01400	Prax.g_01538
OG0000872	Syap.g_01394	Prax.g_01537
OG0000873	Syap.g_01390	Prax.g_01534
OG0000874	Syap.g_01388	Prax.g_01531
OG0000875	Syap.g_01386	Prax.g_01530
OG0000876	Syap.g_00822	Prax.g_01529
OG0000877	Syap.g_01380	Prax.g_01527
OG0000878	Syap.g_01378	Prax.g_01526
OG0000879	Syap.g_01377	Prax.g_01525
OG0000880	Syap.g_01376	Prax.g_01524
OG0000882	Syap.g_01516	Prax.g_01515
OG0000883	Syap.g_01511	Prax.g_01513
OG0000884	Syap.g_01509	Prax.g_01511
OG0000885	Syap.g_01508	Prax.g_01510
OG0000886	Syap.g_01507	Prax.g_01509
OG0000887	Syap.g_01506	Prax.g_01508
OG0000888	Syap.g_01504	Prax.g_01506
OG0000889	Syap.g_01502	Prax.g_01504
OG0000890	Syap.g_01499	Prax.g_01503
OG0000891	Syap.g_01498	Prax.g_01502
OG0000892	Syap.g_02671	Prax.g_01257
OG0000893	Syap.g_02497	Prax.g_01262
OG0000894	Syap.g_02679	Prax.g_01264
OG0000895	Syap.g_00546	Prax.g_01267
OG0000896	Syap.g_00545	Prax.g_01268
OG0000897	Syap.g_00543	Prax.g_01270
OG0000898	Syap.g_00542	Prax.g_01271
OG0000899	Syap.g_00541	Prax.g_01272
OG0000900	Syap.g_00540	Prax.g_01273
OG0000901	Syap.g_01930	Prax.g_01276
OG0000902	Syap.g_01929	Prax.g_01278
OG0000903	Syap.g_01916	Prax.g_01281
OG0000904	Syap.g_01922	Prax.g_01283
OG0000905	Syap.g_01925	Prax.g_01288
OG0000906	Syap.g_01927	Prax.g_01289
OG0000907	Syap.g_01914	Prax.g_01296
OG0000908	Syap.g_01235	Prax.g_01299
OG0000909	Syap.g_01236	Prax.g_01300
OG0000910	Syap.g_01237	Prax.g_01301
OG0000911	Syap.g_00511	Prax.g_01303
OG0000912	Syap.g_00510	Prax.g_01304
OG0000913	Syap.g_00509	Prax.g_01305
OG0000914	Syap.g_00508	Prax.g_01306
OG0000915	Syap.g_00506	Prax.g_01307
OG0000916	Syap.g_00505	Prax.g_01308
OG0000917	Syap.g_00504	Prax.g_01309
OG0000918	Syap.g_00503	Prax.g_01310
OG0000919	Syap.g_00502	Prax.g_01311
OG0000920	Syap.g_00501	Prax.g_01312
OG0000921	Syap.g_00500	Prax.g_01313
OG0000922	Syap.g_00499	Prax.g_01314
OG0000923	Syap.g_00495	Prax.g_01318
OG0000924	Syap.g_00494	Prax.g_01319
OG0000925	Syap.g_00493	Prax.g_01320
OG0000926	Syap.g_00492	Prax.g_01321
OG0000927	Syap.g_00490	Prax.g_01323
OG0000928	Syap.g_00489	Prax.g_01324
OG0000929	Syap.g_00488	Prax.g_01325
OG0000930	Syap.g_00487	Prax.g_01326
OG0000931	Syap.g_00486	Prax.g_01327
OG0000932	Syap.g_00485	Prax.g_01328
OG0000933	Syap.g_00479	Prax.g_01332
OG0000934	Syap.g_00477	Prax.g_01334
OG0000935	Syap.g_00476	Prax.g_01335
OG0000936	Syap.g_00475	Prax.g_01336
OG0000937	Syap.g_00474	Prax.g_01337
OG0000938	Syap.g_00471	Prax.g_01339
OG0000939	Syap.g_00469	Prax.g_01340
OG0000940	Syap.g_00460	Prax.g_01347
OG0000941	Syap.g_00458	Prax.g_01349
OG0000942	Syap.g_00606	Prax.g_01351
OG0000943	Syap.g_00604	Prax.g_01352
OG0000944	Syap.g_00602	Prax.g_01353
OG0000945	Syap.g_00601	Prax.g_01354
OG0000946	Syap.g_00595	Prax.g_01358
OG0000947	Syap.g_00591	Prax.g_01360
OG0000948	Syap.g_00590	Prax.g_01361
OG0000949	Syap.g_01051	Prax.g_01364
OG0000950	Syap.g_01061	Prax.g_01369
OG0000951	Syap.g_01070	Prax.g_01373
OG0000952	Syap.g_01074	Prax.g_01377
OG0000953	Syap.g_01078	Prax.g_01380
OG0000954	Syap.g_01089	Prax.g_01384
OG0000955	Syap.g_01090	Prax.g_01385
OG0000956	Syap.g_01092	Prax.g_01387
OG0000957	Syap.g_01109	Prax.g_01392
OG0000958	Syap.g_01110	Prax.g_01393
OG0000959	Syap.g_01114	Prax.g_01397
OG0000960	Syap.g_01115	Prax.g_01398
OG0000961	Syap.g_02170	Prax.g_01400
OG0000962	Syap.g_01121	Prax.g_01402
OG0000963	Syap.g_01124	Prax.g_01406
OG0000964	Syap.g_01125	Prax.g_01407
OG0000965	Syap.g_01126	Prax.g_01408
OG0000966	Syap.g_01141	Prax.g_01415
OG0000967	Syap.g_00633	Prax.g_01420
OG0000968	Syap.g_00998	Prax.g_01422
OG0000969	Syap.g_00996	Prax.g_01423
OG0000970	Syap.g_00995	Prax.g_01424
OG0000971	Syap.g_00993	Prax.g_01425
OG0000972	Syap.g_00992	Prax.g_01426
OG0000973	Syap.g_00991	Prax.g_01427
OG0000974	Syap.g_00990	Prax.g_01428
OG0000975	Syap.g_00989	Prax.g_01429
OG0000976	Syap.g_00988	Prax.g_01430
OG0000977	Syap.g_00986	Prax.g_01431
OG0000978	Syap.g_00985	Prax.g_01432
OG0000979	Syap.g_00980	Prax.g_01435
OG0000980	Syap.g_00977	Prax.g_01437
OG0000981	Syap.g_01812	Prax.g_01439
OG0000982	Syap.g_00132	Prax.g_01441
OG0000983	Syap.g_00134	Prax.g_01442
OG0000984	Syap.g_00135	Prax.g_01443
OG0000985	Syap.g_00140	Prax.g_01446
OG0000986	Syap.g_01044	Prax.g_01448
OG0000987	Syap.g_01033	Prax.g_01449
OG0000988	Syap.g_01027	Prax.g_01452
OG0000989	Syap.g_01011	Prax.g_01455
OG0000990	Syap.g_02087	Prax.g_01458
OG0000991	Syap.g_02091	Prax.g_01459
OG0000992	Syap.g_02095	Prax.g_01461
OG0000993	Syap.g_02097	Prax.g_01462
OG0000994	Syap.g_02101	Prax.g_01463
OG0000996	Syap.g_01817	Prax.g_01468
OG0000997	Syap.g_02590	Prax.g_01469
OG0000998	Syap.g_02591	Prax.g_01471
OG0000999	Syap.g_02592	Prax.g_01472
OG0001001	Syap.g_02605	Prax.g_01477
OG0001002	Syap.g_00124	Prax.g_01481
OG0001003	Syap.g_02310	Prax.g_01482
OG0001004	Syap.g_02311	Prax.g_01483
OG0001005	Syap.g_02312	Prax.g_01484
OG0001006	Syap.g_00053	Prax.g_01488
OG0001007	Syap.g_00055	Prax.g_01490
OG0001008	Syap.g_02060	Prax.g_00763
OG0001012	Syap.g_00371	Prax.g_00270
OG0001013	Syap.g_01325	Prax.g_00623
OG0001016	Syap.g_01695	Prax.g_00644
OG0001033	Syap.g_00105	Prax.g_01010
OG0001035	Syap.g_01594	Prax.g_00921
OG0001038	Syap.g_01362	Prax.g_00897
OG0001039	Syap.g_01359	Prax.g_00894
OG0001040	Syap.g_01356	Prax.g_00892
OG0001041	Syap.g_01352	Prax.g_00888
OG0001043	Syap.g_01676	Prax.g_00870
OG0001044	Syap.g_00571	Prax.g_00840
OG0001053	Syap.g_02253	Prax.g_00719
OG0001054	Syap.g_00274	Prax.g_00703
OG0001055	Syap.g_00252	Prax.g_00684
OG0001059	Syap.g_00306	Prax.g_00014
OG0001060	Syap.g_00299	Prax.g_00021
OG0001061	Syap.g_01309	Prax.g_00034
OG0001062	Syap.g_01314	Prax.g_00036
OG0001072	Syap.g_00441	Prax.g_00049
OG0001073	Syap.g_00122, Syap.g_00455	Prax.g_00063
OG0001078	Syap.g_00896	Prax.g_00095
OG0001080	Syap.g_02505	Prax.g_00112
OG0001085	Syap.g_01953	Prax.g_00972
OG0001094	Syap.g_00187	Prax.g_00379
OG0001095	Syap.g_02725	Prax.g_00360
OG0001096	Syap.g_02709	Prax.g_00347
OG0001100	Syap.g_02369	Prax.g_00554
OG0001102	Syap.g_01258	Prax.g_00558
OG0001103	Syap.g_01256	Prax.g_00560
OG0001104	Syap.g_00171	Prax.g_00583
OG0001105	Syap.g_00175	Prax.g_00587
OG0001107	Syap.g_02015	Prax.g_00618
OG0001108	Syap.g_00119	Prax.g_01131
OG0001122	Syap.g_02766	Prax.g_01176
OG0001123	Syap.g_01872	Prax.g_01180
OG0001133	Syap.g_01292	Prax.g_00146
OG0001136	Syap.g_00230	Prax.g_00197
OG0001137	Syap.g_00213	Prax.g_00208
OG0001140	Syap.g_02134	Prax.g_00228
OG0001152	Syap.g_02447	Prax.g_01847
OG0001154	Syap.g_00013	Prax.g_01695
OG0001155	Syap.g_00750	Prax.g_01683
OG0001160	Syap.g_01217	Prax.g_01653
OG0001162	Syap.g_02366	Prax.g_01629
OG0001163	Syap.g_00609	Prax.g_01567
OG0001164	Syap.g_00614	Prax.g_01563
OG0001165	Syap.g_00619	Prax.g_01560
OG0001168	Syap.g_01372	Prax.g_01521
OG0001171	Syap.g_01505	Prax.g_01507
OG0001172	Syap.g_00547	Prax.g_01265
OG0001177	Syap.g_01920	Prax.g_01285
OG0001178	Syap.g_01786, Syap.g_01787	Prax.g_01290
OG0001179	Syap.g_00491	Prax.g_01322
OG0001180	Syap.g_00097, Syap.g_00465	Prax.g_01344
OG0001181	Syap.g_00459	Prax.g_01348
OG0001183	Syap.g_00594	Prax.g_01359
OG0001185	Syap.g_01104	Prax.g_01389
OG0001186	Syap.g_01140	Prax.g_01412
OG0001187	Syap.g_01142	Prax.g_01416
OG0001188	Syap.g_00634	Prax.g_01419
OG0001189	Syap.g_00979	Prax.g_01436
OG0001191	Syap.g_01030	Prax.g_01450
OG0001192	Syap.g_01021	Prax.g_01454
OG0001197	Syap.g_00126	Prax.g_01480
OG0001198	Syap.g_00052	Prax.g_01487
OG0001199	Syap.g_01696	Prax.g_00645
OG0001200	Syap.g_01698	Prax.g_00647
OG0001202	Syap.g_01613	Prax.g_01019
OG0001203	Syap.g_01154	Prax.g_00980
OG0001204	Syap.g_01577	Prax.g_00932
OG0001214	Syap.g_00897	Prax.g_00096
OG0001217	Syap.g_01464	Prax.g_00428
OG0001218	Syap.g_00020	Prax.g_00420
OG0001219	Syap.g_02794	Prax.g_00384
OG0001221	Syap.g_01777	Prax.g_00572
OG0001222	Syap.g_02027	Prax.g_00612
OG0001224	Syap.g_01551	Prax.g_01200
OG0001225	Syap.g_01553	Prax.g_01202
OG0001226	Syap.g_02551	Prax.g_01229
OG0001228	Syap.g_01063	Prax.g_00245
OG0001229	Syap.g_00827	Prax.g_01865
OG0001230	Syap.g_02116	Prax.g_01741
OG0001231	Syap.g_00073	Prax.g_01631
OG0001232	Syap.g_01393	Prax.g_01536
OG0001235	Syap.g_01924	Prax.g_01287
OG0001236	Syap.g_01069	Prax.g_01372
OG0001237	Syap.g_01073	Prax.g_01376
OG0001238	Syap.g_01028	Prax.g_01451
OG0001239	Syap.g_01693, Syap.g_01692	Prax.g_00642
OG0001242	Syap.g_02227, Syap.g_02229	Prax.g_01099
OG0001243	Syap.g_02219	Prax.g_01093
OG0001244	Syap.g_02192	Prax.g_01077
OG0001246	Syap.g_00267, Syap.g_01165	Prax.g_00697
OG0001248	Syap.g_00423	Prax.g_00957
OG0001249	Syap.g_00575	Prax.g_00395
OG0001250	Syap.g_01836	Prax.g_00332
OG0001251	Syap.g_01549, Syap.g_01727	Prax.g_00547
OG0001253	Syap.g_01969	Prax.g_01249
OG0001255	Syap.g_02523	Prax.g_00184
OG0001256	Syap.g_01225	Prax.g_01638
OG0001257	Syap.g_00374, Syap.g_00373	Prax.g_01632
OG0001258	Syap.g_00617	Prax.g_01562
OG0001260	Syap.g_01497	Prax.g_01501
OG0001261	Syap.g_00482	Prax.g_01330
OG0001262	Syap.g_00981	Prax.g_01434
OG0001263	Syap.g_02216	Prax.g_01090
OG0001265	Syap.g_02231	Prax.g_01100
OG0001266	Syap.g_01618	Prax.g_01015
OG0001267	Syap.g_01360	Prax.g_00895
OG0001268	Syap.g_00563	Prax.g_00834
OG0001270	Syap.g_02056	Prax.g_00766
OG0001271	Syap.g_02759	Prax.g_00730
OG0001272	Syap.g_02250	Prax.g_00716
OG0001274	Syap.g_01897	Prax.g_00939
OG0001275	Syap.g_02694	Prax.g_01157
OG0001276	Syap.g_01873	Prax.g_01179
OG0001277	Syap.g_01293	Prax.g_01237
OG0001278	Syap.g_02438	Prax.g_00250
OG0001279	Syap.g_02663	Prax.g_01957
OG0001282	Syap.g_01701	Prax.g_01862
OG0001284	Syap.g_00047	Prax.g_01658
OG0001286	Syap.g_00467	Prax.g_01342
OG0001287	Syap.g_00418	Prax.g_01396
OG0001288	Syap.g_01123	Prax.g_01405
OG0001289	Syap.g_02365	Prax.g_00658
OG0001291	Syap.g_02207	Prax.g_01083
OG0001292	Syap.g_01583	Prax.g_00927
OG0001297	Syap.g_00255	Prax.g_00687
OG0001299	Syap.g_01959	Prax.g_00976
OG0001303	Syap.g_02795	Prax.g_01161
OG0001304	Syap.g_00536	Prax.g_01189
OG0001305	Syap.g_01562	Prax.g_01208
OG0001306	Syap.g_00245	Prax.g_00186
OG0001307	Syap.g_00403	Prax.g_01880
OG0001308	Syap.g_02751, Syap.g_02750	Prax.g_01718
OG0001310	Syap.g_01774	Prax.g_01547
OG0001311	Syap.g_01871	Prax.g_01181
OG0001312	Syap.g_01735	Prax.g_00601
OG0001315	Syap.g_00596	Prax.g_00633
OG0001318	Syap.g_01596, Syap.g_01597	Prax.g_00919
OG0001319	Syap.g_02338	Prax.g_00903
OG0001323	Syap.g_00757	Prax.g_00682
OG0001326	Syap.g_02646	Prax.g_00535
OG0001332	Syap.g_01548	Prax.g_01685
OG0001333	Syap.g_01373	Prax.g_01522
OG0001336	Syap.g_02602	Prax.g_01476
OG0001345	Syap.g_01877, Syap.g_02776	Prax.g_00219
OG0001346	Syap.g_01484	Prax.g_01898
OG0001348	Syap.g_00938	Prax.g_01611, Prax.g_01610
OG0001349	Syap.g_01264, Syap.g_00851	Prax.g_01820
OG0001353	Syap.g_01849	Prax.g_00341
OG0001358	Syap.g_00942	Prax.g_00079
OG0001360	Syap.g_01881, Syap.g_02778	Prax.g_01250
OG0001361	Syap.g_01792	Prax.g_00216
OG0001364	Syap.g_01052	Prax.g_01365
OG0001365	Syap.g_00138	Prax.g_01444
OG0001371	Syap.g_02545, Syap.g_02544	Prax.g_00963
OG0001373	Syap.g_02647	Prax.g_00534
OG0001374	Syap.g_01829, Syap.g_01830	Prax.g_00542
OG0001376	Syap.g_01991	Prax.g_01214
OG0001377	Syap.g_01992	Prax.g_01215
OG0001378	Syap.g_02055	Prax.g_00125
OG0001379	Syap.g_01474	Prax.g_01905
OG0001382	Syap.g_00677	Prax.g_01618
OG0001385	Syap.g_02650	Prax.g_00531
OG0001386	Syap.g_02649	Prax.g_00532
OG0001387	Syap.g_02648	Prax.g_00533
OG0001388	Syap.g_02645	Prax.g_00536
OG0001389	Syap.g_02644	Prax.g_00537
OG0001390	Syap.g_02643	Prax.g_00538
OG0001391	Syap.g_01833	Prax.g_00539
OG0001392	Syap.g_01832	Prax.g_00540
OG0001393	Syap.g_01831	Prax.g_00541
OG0001394	Syap.g_00159	Prax.g_00576
OG0001395	Syap.g_00531	Prax.g_01191
OG0001406	Syap.g_01989	Prax.g_01213
OG0001408	Syap.g_01862	Prax.g_01232
OG0001411	Syap.g_00853	Prax.g_01822
OG0001415	Syap.g_00447, Syap.g_00446	Prax.g_00987
OG0001418	Syap.g_00221	Prax.g_00958
OG0001420	Syap.g_02736	Prax.g_00134
