Orthogroup	Prbg	Syar
OG0000538	Prbg.g_00220	Syar.g_01496
OG0000539	Prbg.g_00221	Syar.g_01497
OG0000540	Prbg.g_00222	Syar.g_01498
OG0000541	Prbg.g_00223	Syar.g_01499
OG0000542	Prbg.g_00224	Syar.g_01502
OG0000543	Prbg.g_00226	Syar.g_01504
OG0000544	Prbg.g_00227	Syar.g_01505
OG0000545	Prbg.g_00229	Syar.g_01507
OG0000546	Prbg.g_00232	Syar.g_01509
OG0000547	Prbg.g_00234	Syar.g_01511
OG0000548	Prbg.g_00235	Syar.g_01512
OG0000549	Prbg.g_00237	Syar.g_02693
OG0000550	Prbg.g_00241	Syar.g_02689
OG0000551	Prbg.g_00244	Syar.g_02684
OG0000552	Prbg.g_00245	Syar.g_02683
OG0000553	Prbg.g_00246	Syar.g_02679
OG0000554	Prbg.g_00251	Syar.g_02352
OG0000555	Prbg.g_00259	Syar.g_02336
OG0000556	Prbg.g_00261	Syar.g_02332
OG0000557	Prbg.g_00262	Syar.g_02328
OG0000558	Prbg.g_00265	Syar.g_02326
OG0000559	Prbg.g_00269	Syar.g_02322
OG0000560	Prbg.g_00272	Syar.g_02320
OG0000561	Prbg.g_00273	Syar.g_02319
OG0000562	Prbg.g_00274	Syar.g_02318
OG0000563	Prbg.g_00275	Syar.g_02317
OG0000564	Prbg.g_00276	Syar.g_02316
OG0000565	Prbg.g_00278	Syar.g_02312
OG0000566	Prbg.g_00282	Syar.g_02308
OG0000567	Prbg.g_00286	Syar.g_02304
OG0000568	Prbg.g_00287	Syar.g_02302
OG0000569	Prbg.g_00288	Syar.g_02301
OG0000570	Prbg.g_00289	Syar.g_02300
OG0000571	Prbg.g_00291	Syar.g_02298
OG0000572	Prbg.g_00305	Syar.g_02201
OG0000573	Prbg.g_00311	Syar.g_02191
OG0000574	Prbg.g_00312	Syar.g_02190
OG0000575	Prbg.g_00316	Syar.g_03180
OG0000576	Prbg.g_00318	Syar.g_02187
OG0000577	Prbg.g_00319	Syar.g_02186
OG0000578	Prbg.g_00320	Syar.g_02185
OG0000579	Prbg.g_00321	Syar.g_02184
OG0000580	Prbg.g_00322	Syar.g_02183
OG0000581	Prbg.g_00325	Syar.g_02175
OG0000582	Prbg.g_00328	Syar.g_02131
OG0000583	Prbg.g_00329	Syar.g_02132
OG0000584	Prbg.g_00330	Syar.g_02133
OG0000585	Prbg.g_00332	Syar.g_02170
OG0000586	Prbg.g_00333	Syar.g_02171
OG0000587	Prbg.g_00334	Syar.g_02173
OG0000588	Prbg.g_00338	Syar.g_02275
OG0000589	Prbg.g_00340	Syar.g_02261
OG0000590	Prbg.g_00341	Syar.g_02260
OG0000591	Prbg.g_00345	Syar.g_02246
OG0000592	Prbg.g_00346	Syar.g_02245
OG0000593	Prbg.g_01425	Syar.g_02414
OG0000594	Prbg.g_01424	Syar.g_02415
OG0000595	Prbg.g_01423	Syar.g_02416
OG0000596	Prbg.g_01419	Syar.g_02421
OG0000597	Prbg.g_01416	Syar.g_02424
OG0000598	Prbg.g_01415	Syar.g_02425
OG0000599	Prbg.g_01412	Syar.g_02428
OG0000600	Prbg.g_01411	Syar.g_02429
OG0000601	Prbg.g_01410	Syar.g_02430
OG0000602	Prbg.g_01408	Syar.g_02435
OG0000603	Prbg.g_01407	Syar.g_02436
OG0000604	Prbg.g_01406	Syar.g_02438
OG0000605	Prbg.g_01405	Syar.g_02440
OG0000606	Prbg.g_01402	Syar.g_02443
OG0000607	Prbg.g_01399	Syar.g_02446
OG0000608	Prbg.g_01398	Syar.g_02447
OG0000609	Prbg.g_01397	Syar.g_02470
OG0000610	Prbg.g_01391	Syar.g_01917
OG0000611	Prbg.g_01388	Syar.g_01914
OG0000612	Prbg.g_01387	Syar.g_01913
OG0000613	Prbg.g_01114	Syar.g_00712
OG0000614	Prbg.g_01135	Syar.g_02012, Syar.g_01344
OG0000615	Prbg.g_01146	Syar.g_02603
OG0000616	Prbg.g_01939	Syar.g_00454
OG0000617	Prbg.g_01371	Syar.g_01576
OG0000618	Prbg.g_01370	Syar.g_01575
OG0000619	Prbg.g_01369	Syar.g_01574
OG0000620	Prbg.g_01366	Syar.g_01569
OG0000621	Prbg.g_01365	Syar.g_01568
OG0000622	Prbg.g_01364	Syar.g_01566
OG0000623	Prbg.g_01363	Syar.g_01565
OG0000624	Prbg.g_01361	Syar.g_01564
OG0000625	Prbg.g_01360	Syar.g_01563
OG0000626	Prbg.g_01359	Syar.g_01562
OG0000627	Prbg.g_01358	Syar.g_01868
OG0000628	Prbg.g_01357	Syar.g_01869
OG0000629	Prbg.g_01356	Syar.g_01872
OG0000630	Prbg.g_01353	Syar.g_02586
OG0000631	Prbg.g_01260	Syar.g_02579
OG0000632	Prbg.g_01261	Syar.g_02578
OG0000633	Prbg.g_01262	Syar.g_02576
OG0000634	Prbg.g_01155	Syar.g_02635
OG0000635	Prbg.g_01156	Syar.g_02636
OG0000636	Prbg.g_01158	Syar.g_02638
OG0000637	Prbg.g_01160	Syar.g_02640
OG0000638	Prbg.g_01161	Syar.g_02641
OG0000639	Prbg.g_01162	Syar.g_02642
OG0000640	Prbg.g_01163	Syar.g_02643
OG0000641	Prbg.g_01167	Syar.g_02648
OG0000642	Prbg.g_01168	Syar.g_02649
OG0000643	Prbg.g_01169	Syar.g_02650
OG0000644	Prbg.g_01170	Syar.g_02651
OG0000645	Prbg.g_01171	Syar.g_02652
OG0000646	Prbg.g_01173	Syar.g_02655
OG0000647	Prbg.g_01175	Syar.g_02657
OG0000648	Prbg.g_01177	Syar.g_02659
OG0000649	Prbg.g_01178	Syar.g_02660
OG0000650	Prbg.g_01179	Syar.g_02661
OG0000651	Prbg.g_01180	Syar.g_02662
OG0000652	Prbg.g_01181	Syar.g_02663
OG0000653	Prbg.g_01183	Syar.g_02665
OG0000654	Prbg.g_01184	Syar.g_02666
OG0000655	Prbg.g_01185	Syar.g_02667
OG0000656	Prbg.g_01188	Syar.g_02479
OG0000657	Prbg.g_01196	Syar.g_01812
OG0000658	Prbg.g_01198	Syar.g_01815
OG0000659	Prbg.g_01199	Syar.g_01816
OG0000660	Prbg.g_01203	Syar.g_01820
OG0000661	Prbg.g_01205	Syar.g_03175, Syar.g_01822
OG0000662	Prbg.g_01207	Syar.g_01829
OG0000663	Prbg.g_01209	Syar.g_01832
OG0000664	Prbg.g_01210	Syar.g_01837
OG0000665	Prbg.g_01216	Syar.g_02774
OG0000666	Prbg.g_01217	Syar.g_01241
OG0000667	Prbg.g_01221	Syar.g_02346
OG0000668	Prbg.g_01062	Syar.g_01802
OG0000669	Prbg.g_01073	Syar.g_01627
OG0000670	Prbg.g_01076	Syar.g_01624
OG0000671	Prbg.g_01079	Syar.g_01622
OG0000672	Prbg.g_01082	Syar.g_01619
OG0000673	Prbg.g_01085	Syar.g_01615
OG0000674	Prbg.g_01087	Syar.g_01613
OG0000675	Prbg.g_01088	Syar.g_01612
OG0000676	Prbg.g_01090	Syar.g_01608
OG0000677	Prbg.g_01091	Syar.g_01607
OG0000678	Prbg.g_01093	Syar.g_02037
OG0000679	Prbg.g_01097	Syar.g_02606
OG0000680	Prbg.g_01098	Syar.g_02607
OG0000681	Prbg.g_01101	Syar.g_02610
OG0000682	Prbg.g_01102	Syar.g_02611
OG0000683	Prbg.g_01103	Syar.g_02612
OG0000684	Prbg.g_01105	Syar.g_02615
OG0000685	Prbg.g_01107	Syar.g_02617
OG0000686	Prbg.g_01108	Syar.g_02618
OG0000687	Prbg.g_01109	Syar.g_02619
OG0000688	Prbg.g_01383	Syar.g_02624
OG0000689	Prbg.g_01382	Syar.g_02626
OG0000690	Prbg.g_01381	Syar.g_02627
OG0000691	Prbg.g_01380	Syar.g_02628
OG0000692	Prbg.g_01378	Syar.g_02629
OG0000693	Prbg.g_01377	Syar.g_02631
OG0000694	Prbg.g_01376	Syar.g_02632
OG0000695	Prbg.g_01264	Syar.g_02573
OG0000696	Prbg.g_01265	Syar.g_02572
OG0000697	Prbg.g_01266	Syar.g_02570
OG0000698	Prbg.g_01269	Syar.g_02567
OG0000699	Prbg.g_01270	Syar.g_02566
OG0000700	Prbg.g_01271	Syar.g_02565
OG0000701	Prbg.g_01272	Syar.g_02564
OG0000702	Prbg.g_01274	Syar.g_02559
OG0000703	Prbg.g_01275	Syar.g_02557
OG0000704	Prbg.g_01277	Syar.g_02555
OG0000705	Prbg.g_01280	Syar.g_02547
OG0000706	Prbg.g_01281	Syar.g_02546
OG0000707	Prbg.g_01282	Syar.g_02545
OG0000708	Prbg.g_01284	Syar.g_02542
OG0000709	Prbg.g_01288	Syar.g_02534
OG0000710	Prbg.g_01291	Syar.g_02528
OG0000711	Prbg.g_01309	Syar.g_02499
OG0000712	Prbg.g_01310	Syar.g_02497
OG0000713	Prbg.g_01311	Syar.g_02496
OG0000714	Prbg.g_01312	Syar.g_02494
OG0000715	Prbg.g_01314	Syar.g_02492
OG0000716	Prbg.g_01316	Syar.g_02488
OG0000717	Prbg.g_01317	Syar.g_02487
OG0000718	Prbg.g_01321	Syar.g_02483
OG0000719	Prbg.g_01323	Syar.g_01804
OG0000720	Prbg.g_01335	Syar.g_01790
OG0000721	Prbg.g_01339	Syar.g_01788
OG0000722	Prbg.g_01340	Syar.g_01787
OG0000723	Prbg.g_01344	Syar.g_01560
OG0000724	Prbg.g_01239	Syar.g_01367, Syar.g_02120
OG0000725	Prbg.g_01233	Syar.g_01934
OG0000726	Prbg.g_01232	Syar.g_01935
OG0000727	Prbg.g_01231	Syar.g_01936
OG0000728	Prbg.g_01229	Syar.g_01938
OG0000729	Prbg.g_00455	Syar.g_00593
OG0000730	Prbg.g_01528	Syar.g_01115
OG0000731	Prbg.g_00123	Syar.g_01127
OG0000732	Prbg.g_01890	Syar.g_00522
OG0000733	Prbg.g_00750	Syar.g_02234
OG0000734	Prbg.g_01502	Syar.g_03128
OG0000735	Prbg.g_01500	Syar.g_01522
OG0000736	Prbg.g_01499	Syar.g_01523
OG0000737	Prbg.g_01498	Syar.g_01524
OG0000738	Prbg.g_01494	Syar.g_01530
OG0000739	Prbg.g_01493	Syar.g_01531
OG0000740	Prbg.g_01492	Syar.g_01532
OG0000741	Prbg.g_01490	Syar.g_01535
OG0000742	Prbg.g_01487	Syar.g_01538
OG0000743	Prbg.g_01485	Syar.g_01541
OG0000744	Prbg.g_01484	Syar.g_01542
OG0000745	Prbg.g_01483	Syar.g_01545
OG0000746	Prbg.g_01481	Syar.g_01549
OG0000747	Prbg.g_01480	Syar.g_01551
OG0000748	Prbg.g_01476	Syar.g_01945
OG0000749	Prbg.g_01475	Syar.g_01946
OG0000750	Prbg.g_01474	Syar.g_01947
OG0000751	Prbg.g_01471	Syar.g_01952
OG0000752	Prbg.g_01469	Syar.g_01954
OG0000753	Prbg.g_01467	Syar.g_01957
OG0000754	Prbg.g_01464	Syar.g_01963
OG0000755	Prbg.g_01458	Syar.g_01974
OG0000756	Prbg.g_01457	Syar.g_01975
OG0000757	Prbg.g_01450	Syar.g_01984
OG0000758	Prbg.g_01449	Syar.g_01985
OG0000759	Prbg.g_01448	Syar.g_01986
OG0000760	Prbg.g_01447	Syar.g_01987
OG0000761	Prbg.g_01446	Syar.g_01988
OG0000762	Prbg.g_01445	Syar.g_01992
OG0000763	Prbg.g_01443	Syar.g_01699
OG0000764	Prbg.g_01442	Syar.g_01700
OG0000765	Prbg.g_01434	Syar.g_01718
OG0000766	Prbg.g_01433	Syar.g_01719
OG0000767	Prbg.g_01431	Syar.g_01721
OG0000768	Prbg.g_01430	Syar.g_01722
OG0000769	Prbg.g_01428	Syar.g_01724
OG0000770	Prbg.g_00351	Syar.g_01727
OG0000771	Prbg.g_00687	Syar.g_01373
OG0000772	Prbg.g_01576	Syar.g_00746
OG0000773	Prbg.g_00468	Syar.g_02694
OG0000774	Prbg.g_00470	Syar.g_02771
OG0000775	Prbg.g_00472	Syar.g_02773
OG0000776	Prbg.g_00473	Syar.g_01755
OG0000777	Prbg.g_00474	Syar.g_01754
OG0000778	Prbg.g_00475	Syar.g_01753
OG0000779	Prbg.g_00479	Syar.g_02779
OG0000780	Prbg.g_00480	Syar.g_02781
OG0000781	Prbg.g_00484	Syar.g_02785
OG0000782	Prbg.g_00485	Syar.g_02786
OG0000783	Prbg.g_00486	Syar.g_02787
OG0000784	Prbg.g_00487	Syar.g_02788
OG0000785	Prbg.g_00489	Syar.g_02791
OG0000786	Prbg.g_00492	Syar.g_02795
OG0000787	Prbg.g_00493	Syar.g_02796
OG0000788	Prbg.g_00218	Syar.g_02331
OG0000789	Prbg.g_00690	Syar.g_02040
OG0000790	Prbg.g_00534	Syar.g_01456
OG0000791	Prbg.g_00536	Syar.g_01454
OG0000792	Prbg.g_00537	Syar.g_01453
OG0000793	Prbg.g_00540	Syar.g_01243
OG0000794	Prbg.g_00541	Syar.g_01242
OG0000795	Prbg.g_00542	Syar.g_01240
OG0000796	Prbg.g_00546	Syar.g_01236
OG0000797	Prbg.g_00547	Syar.g_01235
OG0000798	Prbg.g_00038	Syar.g_02701
OG0000799	Prbg.g_00574	Syar.g_02844
OG0000800	Prbg.g_00575	Syar.g_02843
OG0000801	Prbg.g_00576	Syar.g_02842
OG0000802	Prbg.g_00578	Syar.g_02825
OG0000803	Prbg.g_00580	Syar.g_02822
OG0000804	Prbg.g_00581	Syar.g_02819
OG0000805	Prbg.g_00583	Syar.g_02817
OG0000806	Prbg.g_00585	Syar.g_02815
OG0000807	Prbg.g_00586	Syar.g_02814
OG0000808	Prbg.g_00587	Syar.g_02813
OG0000809	Prbg.g_00589	Syar.g_02811
OG0000810	Prbg.g_00590	Syar.g_02810
OG0000811	Prbg.g_00594	Syar.g_02805
OG0000812	Prbg.g_00596	Syar.g_02803
OG0000813	Prbg.g_00597	Syar.g_02802
OG0000814	Prbg.g_00599	Syar.g_02800
OG0000815	Prbg.g_00600	Syar.g_02799
OG0000816	Prbg.g_00602	Syar.g_02797
OG0000817	Prbg.g_00603	Syar.g_02861
OG0000818	Prbg.g_00608	Syar.g_01418
OG0000819	Prbg.g_00609	Syar.g_01417
OG0000820	Prbg.g_00610	Syar.g_01416
OG0000821	Prbg.g_00614	Syar.g_01410
OG0000822	Prbg.g_00615	Syar.g_01408
OG0000823	Prbg.g_00616	Syar.g_00017, Syar.g_01407
OG0000824	Prbg.g_00619	Syar.g_01402
OG0000825	Prbg.g_00620	Syar.g_01401
OG0000826	Prbg.g_00621	Syar.g_01400
OG0000827	Prbg.g_00622	Syar.g_01399
OG0000828	Prbg.g_00625	Syar.g_01396
OG0000829	Prbg.g_00626	Syar.g_01395
OG0000830	Prbg.g_00627	Syar.g_01394
OG0000831	Prbg.g_00629	Syar.g_01391
OG0000832	Prbg.g_00639	Syar.g_01213
OG0000833	Prbg.g_00648	Syar.g_02877
OG0000834	Prbg.g_00649	Syar.g_02878
OG0000835	Prbg.g_00650	Syar.g_02879
OG0000836	Prbg.g_00651	Syar.g_02881
OG0000837	Prbg.g_00652	Syar.g_02882
OG0000838	Prbg.g_00654	Syar.g_02886
OG0000839	Prbg.g_00655	Syar.g_02887
OG0000840	Prbg.g_00656	Syar.g_02888
OG0000841	Prbg.g_00657	Syar.g_02889
OG0000842	Prbg.g_00658	Syar.g_02890
OG0000843	Prbg.g_00659	Syar.g_02891
OG0000844	Prbg.g_00660	Syar.g_02893
OG0000845	Prbg.g_00661	Syar.g_02894
OG0000846	Prbg.g_00662	Syar.g_02895
OG0000847	Prbg.g_00663	Syar.g_02896
OG0000848	Prbg.g_00664	Syar.g_02898
OG0000849	Prbg.g_00665	Syar.g_02899
OG0000850	Prbg.g_00667	Syar.g_02902
OG0000851	Prbg.g_00668	Syar.g_02905
OG0000852	Prbg.g_00669	Syar.g_02906
OG0000853	Prbg.g_00675	Syar.g_02910
OG0000854	Prbg.g_00677	Syar.g_02912
OG0000855	Prbg.g_00678	Syar.g_02913
OG0000856	Prbg.g_00348	Syar.g_02243
OG0000857	Prbg.g_01174	Syar.g_02656
OG0000858	Prbg.g_01643	Syar.g_02920
OG0000859	Prbg.g_01644	Syar.g_02921
OG0000860	Prbg.g_01652	Syar.g_02931
OG0000861	Prbg.g_01653	Syar.g_02932
OG0000862	Prbg.g_01654	Syar.g_02942
OG0000863	Prbg.g_01656	Syar.g_02944
OG0000864	Prbg.g_01657	Syar.g_02945
OG0000865	Prbg.g_01658	Syar.g_02946
OG0000866	Prbg.g_01659	Syar.g_02947
OG0000867	Prbg.g_01660	Syar.g_02948
OG0000868	Prbg.g_01662	Syar.g_02950
OG0000869	Prbg.g_01665	Syar.g_02955
OG0000870	Prbg.g_01670	Syar.g_02960
OG0000871	Prbg.g_01671	Syar.g_02961
OG0000872	Prbg.g_01672	Syar.g_02967
OG0000873	Prbg.g_01675	Syar.g_02970
OG0000874	Prbg.g_01678	Syar.g_02974
OG0000875	Prbg.g_01679	Syar.g_02975
OG0000876	Prbg.g_01680	Syar.g_01828
OG0000877	Prbg.g_01682	Syar.g_02977
OG0000878	Prbg.g_01683	Syar.g_02978
OG0000879	Prbg.g_01684	Syar.g_02979
OG0000880	Prbg.g_01685	Syar.g_02980
OG0000881	Prbg.g_01689	Syar.g_02984
OG0000882	Prbg.g_01694	Syar.g_02989
OG0000883	Prbg.g_01696	Syar.g_02992
OG0000884	Prbg.g_01698	Syar.g_02994
OG0000885	Prbg.g_01699	Syar.g_02995
OG0000886	Prbg.g_01700	Syar.g_02996
OG0000887	Prbg.g_01701	Syar.g_02998
OG0000888	Prbg.g_01703	Syar.g_03000
OG0000889	Prbg.g_01705	Syar.g_03002
OG0000890	Prbg.g_01706	Syar.g_03005
OG0000891	Prbg.g_01707	Syar.g_03006
OG0000892	Prbg.g_01709	Syar.g_03008
OG0000893	Prbg.g_01713	Syar.g_00150
OG0000894	Prbg.g_01716	Syar.g_00145
OG0000895	Prbg.g_01720	Syar.g_00141
OG0000896	Prbg.g_01721	Syar.g_00140
OG0000897	Prbg.g_01723	Syar.g_00138
OG0000898	Prbg.g_01724	Syar.g_00137
OG0000899	Prbg.g_01725	Syar.g_00136
OG0000900	Prbg.g_01726	Syar.g_00135
OG0000901	Prbg.g_01729	Syar.g_00130
OG0000902	Prbg.g_01731	Syar.g_01013
OG0000903	Prbg.g_01735	Syar.g_01026
OG0000904	Prbg.g_01739	Syar.g_01021
OG0000905	Prbg.g_01733	Syar.g_01018
OG0000906	Prbg.g_01732	Syar.g_01015
OG0000907	Prbg.g_01742	Syar.g_01028
OG0000908	Prbg.g_01745	Syar.g_01031
OG0000909	Prbg.g_01746	Syar.g_01032
OG0000910	Prbg.g_01747	Syar.g_01033
OG0000911	Prbg.g_01749	Syar.g_01035
OG0000912	Prbg.g_01750	Syar.g_01036
OG0000913	Prbg.g_01751	Syar.g_01037
OG0000914	Prbg.g_01752	Syar.g_01038
OG0000915	Prbg.g_01753	Syar.g_01040
OG0000916	Prbg.g_01754	Syar.g_01041
OG0000917	Prbg.g_01755	Syar.g_01042
OG0000918	Prbg.g_01756	Syar.g_01043
OG0000919	Prbg.g_01757	Syar.g_01044
OG0000920	Prbg.g_01758	Syar.g_01045
OG0000921	Prbg.g_01759	Syar.g_01046
OG0000922	Prbg.g_01760	Syar.g_01047
OG0000923	Prbg.g_01764	Syar.g_01051
OG0000924	Prbg.g_01765	Syar.g_01052
OG0000925	Prbg.g_01766	Syar.g_01053
OG0000926	Prbg.g_01767	Syar.g_01054
OG0000927	Prbg.g_01769	Syar.g_01056
OG0000928	Prbg.g_01770	Syar.g_01057
OG0000929	Prbg.g_01771	Syar.g_01058
OG0000930	Prbg.g_01772	Syar.g_01059
OG0000931	Prbg.g_01773	Syar.g_01060
OG0000932	Prbg.g_01774	Syar.g_01061
OG0000933	Prbg.g_01778	Syar.g_01066
OG0000934	Prbg.g_01780	Syar.g_01068
OG0000935	Prbg.g_01781	Syar.g_01069
OG0000936	Prbg.g_01782	Syar.g_01070
OG0000937	Prbg.g_01783	Syar.g_01071
OG0000938	Prbg.g_01786	Syar.g_01074
OG0000939	Prbg.g_01787	Syar.g_01075
OG0000940	Prbg.g_01794	Syar.g_01081
OG0000941	Prbg.g_01796	Syar.g_01083
OG0000942	Prbg.g_01798	Syar.g_01085
OG0000943	Prbg.g_01799	Syar.g_01086
OG0000944	Prbg.g_01801	Syar.g_01088
OG0000945	Prbg.g_01802	Syar.g_01089
OG0000946	Prbg.g_01807	Syar.g_01095
OG0000947	Prbg.g_01809	Syar.g_01098
OG0000948	Prbg.g_01810	Syar.g_01099
OG0000949	Prbg.g_01813	Syar.g_00283
OG0000950	Prbg.g_01820	Syar.g_00661
OG0000951	Prbg.g_01824	Syar.g_00656
OG0000952	Prbg.g_01828	Syar.g_00651
OG0000953	Prbg.g_01832	Syar.g_00248
OG0000954	Prbg.g_01836	Syar.g_00258
OG0000955	Prbg.g_01837	Syar.g_00259
OG0000956	Prbg.g_01839	Syar.g_00261
OG0000957	Prbg.g_01845	Syar.g_00610
OG0000958	Prbg.g_01846	Syar.g_00609
OG0000959	Prbg.g_01850	Syar.g_00605
OG0000960	Prbg.g_01851	Syar.g_00604
OG0000961	Prbg.g_01854	Syar.g_00094
OG0000962	Prbg.g_01856	Syar.g_00594
OG0000963	Prbg.g_01860	Syar.g_00590
OG0000964	Prbg.g_01861	Syar.g_00589
OG0000965	Prbg.g_01862	Syar.g_00588
OG0000966	Prbg.g_01868	Syar.g_00549
OG0000967	Prbg.g_01872	Syar.g_00545
OG0000968	Prbg.g_01874	Syar.g_00542
OG0000969	Prbg.g_01875	Syar.g_00540
OG0000970	Prbg.g_01876	Syar.g_00539
OG0000971	Prbg.g_01877	Syar.g_00537
OG0000972	Prbg.g_01878	Syar.g_00536
OG0000973	Prbg.g_01879	Syar.g_00535
OG0000974	Prbg.g_01880	Syar.g_00534
OG0000975	Prbg.g_01881	Syar.g_00533
OG0000976	Prbg.g_01882	Syar.g_00532
OG0000977	Prbg.g_01883	Syar.g_00530
OG0000978	Prbg.g_01884	Syar.g_00529
OG0000979	Prbg.g_01887	Syar.g_00526
OG0000980	Prbg.g_01889	Syar.g_00523
OG0000981	Prbg.g_01892	Syar.g_00520
OG0000982	Prbg.g_01894	Syar.g_00331
OG0000983	Prbg.g_01895	Syar.g_00332
OG0000984	Prbg.g_01896	Syar.g_00333
OG0000985	Prbg.g_01899	Syar.g_00337
OG0000986	Prbg.g_01901	Syar.g_00344
OG0000987	Prbg.g_01902	Syar.g_00346
OG0000988	Prbg.g_01905	Syar.g_00352
OG0000989	Prbg.g_01909	Syar.g_00377
OG0000990	Prbg.g_01913	Syar.g_00697
OG0000991	Prbg.g_01914	Syar.g_00700
OG0000992	Prbg.g_01917	Syar.g_00704
OG0000993	Prbg.g_01918	Syar.g_00705
OG0000994	Prbg.g_01919	Syar.g_00708
OG0000995	Prbg.g_01923	Syar.g_03212, Syar.g_00624
OG0000996	Prbg.g_01924	Syar.g_00861
OG0000997	Prbg.g_01927	Syar.g_00437
OG0000998	Prbg.g_01929	Syar.g_00439
OG0000999	Prbg.g_01930	Syar.g_00440
OG0001000	Prbg.g_01933	Syar.g_00955, Syar.g_00444
OG0001001	Prbg.g_01936	Syar.g_00450
OG0001002	Prbg.g_00758	Syar.g_00457
OG0001003	Prbg.g_00759	Syar.g_00459
OG0001004	Prbg.g_00760	Syar.g_00460
OG0001005	Prbg.g_00761	Syar.g_00461
OG0001006	Prbg.g_00765	Syar.g_00468
OG0001007	Prbg.g_00767	Syar.g_00470
OG0001008	Prbg.g_00157	Syar.g_01178, Syar.g_03274
OG0001009	Prbg.g_00847	Syar.g_00500
OG0001010	Prbg.g_00846	Syar.g_00501
OG0001011	Prbg.g_00844	Syar.g_00503
OG0001013	Prbg.g_00823	Syar.g_00906
OG0001014	Prbg.g_00820	Syar.g_00914
OG0001015	Prbg.g_00818	Syar.g_00915
OG0001017	Prbg.g_00792	Syar.g_03050
OG0001018	Prbg.g_00790	Syar.g_03052
OG0001019	Prbg.g_00781	Syar.g_03086
OG0001020	Prbg.g_00780	Syar.g_03092
OG0001021	Prbg.g_00861	Syar.g_03098
OG0001022	Prbg.g_00864	Syar.g_03102
OG0001023	Prbg.g_00865	Syar.g_03103
OG0001024	Prbg.g_00869	Syar.g_02276
OG0001025	Prbg.g_00876	Syar.g_03115
OG0001026	Prbg.g_00885	Syar.g_03131
OG0001027	Prbg.g_00886	Syar.g_00031
OG0001028	Prbg.g_00888	Syar.g_00034
OG0001029	Prbg.g_00889	Syar.g_00036
OG0001030	Prbg.g_00905	Syar.g_00058
OG0001031	Prbg.g_00965	Syar.g_00129
OG0001032	Prbg.g_00966	Syar.g_01011
OG0001033	Prbg.g_00987	Syar.g_00962
OG0001034	Prbg.g_01018	Syar.g_03022
OG0001035	Prbg.g_01038	Syar.g_00171
OG0001036	Prbg.g_01042	Syar.g_00193
OG0001037	Prbg.g_01043	Syar.g_00195
OG0001038	Prbg.g_00057	Syar.g_00223
OG0001039	Prbg.g_00060	Syar.g_00226
OG0001040	Prbg.g_00062	Syar.g_00229
OG0001041	Prbg.g_00067	Syar.g_00234
OG0001042	Prbg.g_00084	Syar.g_00831
OG0001043	Prbg.g_00085	Syar.g_00826
OG0001044	Prbg.g_00116	Syar.g_01117
OG0001045	Prbg.g_00125	Syar.g_01130
OG0001046	Prbg.g_01602	Syar.g_02514
OG0001047	Prbg.g_00159	Syar.g_01180
OG0001048	Prbg.g_00160	Syar.g_01181
OG0001049	Prbg.g_00162	Syar.g_02872
OG0001050	Prbg.g_00163	Syar.g_02871
OG0001051	Prbg.g_00164	Syar.g_02870
OG0001052	Prbg.g_00190	Syar.g_01269
OG0001053	Prbg.g_00202	Syar.g_01472
OG0001054	Prbg.g_00217	Syar.g_01492
OG0001055	Prbg.g_00236	Syar.g_01513
OG0001056	Prbg.g_00253	Syar.g_02349
OG0001057	Prbg.g_00258	Syar.g_02341
OG0001058	Prbg.g_00267	Syar.g_02324
OG0001059	Prbg.g_00271	Syar.g_00422
OG0001060	Prbg.g_00277	Syar.g_02315
OG0001061	Prbg.g_00292	Syar.g_02297
OG0001062	Prbg.g_00294	Syar.g_02294
OG0001063	Prbg.g_00296	Syar.g_02209
OG0001064	Prbg.g_00297	Syar.g_02208
OG0001065	Prbg.g_00298	Syar.g_02207
OG0001066	Prbg.g_00299	Syar.g_02206
OG0001067	Prbg.g_00300	Syar.g_02205
OG0001068	Prbg.g_00301	Syar.g_02204
OG0001069	Prbg.g_00302	Syar.g_02203
OG0001070	Prbg.g_00306	Syar.g_02200
OG0001071	Prbg.g_00307	Syar.g_02199
OG0001072	Prbg.g_00309	Syar.g_02195
OG0001073	Prbg.g_00323	Syar.g_02182
OG0001074	Prbg.g_00335	Syar.g_02031
OG0001075	Prbg.g_00336	Syar.g_02215
OG0001076	Prbg.g_00343	Syar.g_02253
OG0001077	Prbg.g_00349	Syar.g_02240
OG0001078	Prbg.g_01421	Syar.g_02419
OG0001079	Prbg.g_01409	Syar.g_02431
OG0001080	Prbg.g_01403	Syar.g_02442
OG0001081	Prbg.g_01401	Syar.g_02444
OG0001082	Prbg.g_01400	Syar.g_02445
OG0001083	Prbg.g_01395	Syar.g_02473
OG0001084	Prbg.g_01394	Syar.g_02474
OG0001085	Prbg.g_01111	Syar.g_01688
OG0001086	Prbg.g_01112	Syar.g_01686
OG0001087	Prbg.g_01130	Syar.g_02347
OG0001088	Prbg.g_01131	Syar.g_00431
OG0001089	Prbg.g_01142	Syar.g_01942
OG0001090	Prbg.g_01152	Syar.g_01582
OG0001091	Prbg.g_01374	Syar.g_01580
OG0001092	Prbg.g_01373	Syar.g_01578
OG0001093	Prbg.g_01368	Syar.g_01572
OG0001094	Prbg.g_01375	Syar.g_02633
OG0001095	Prbg.g_01172	Syar.g_02653
