Orthogroup	Prbb	Syam
OG0000559	Prbb.g_00555	Syam.g_00679
OG0000560	Prbb.g_00558	Syam.g_00682
OG0000561	Prbb.g_00559	Syam.g_00683
OG0000562	Prbb.g_00560	Syam.g_00684
OG0000563	Prbb.g_00561	Syam.g_00685
OG0000564	Prbb.g_00562	Syam.g_00686
OG0000565	Prbb.g_00565	Syam.g_00690
OG0000566	Prbb.g_00567	Syam.g_00694
OG0000567	Prbb.g_00571	Syam.g_00698
OG0000568	Prbb.g_00572	Syam.g_01751
OG0000569	Prbb.g_00573	Syam.g_01750
OG0000570	Prbb.g_00574	Syam.g_01749
OG0000571	Prbb.g_00576	Syam.g_01745
OG0000572	Prbb.g_00587	Syam.g_01729
OG0000573	Prbb.g_00592	Syam.g_01721
OG0000574	Prbb.g_00594	Syam.g_01720
OG0000575	Prbb.g_00597	Syam.g_01716
OG0000576	Prbb.g_00599	Syam.g_01714
OG0000577	Prbb.g_00600	Syam.g_01713
OG0000578	Prbb.g_00601	Syam.g_01712
OG0000579	Prbb.g_00602	Syam.g_01711
OG0000580	Prbb.g_00603	Syam.g_01710
OG0000581	Prbb.g_00606	Syam.g_01704
OG0000582	Prbb.g_00609	Syam.g_01513
OG0000583	Prbb.g_00610	Syam.g_01512
OG0000584	Prbb.g_00611	Syam.g_01511
OG0000585	Prbb.g_00613	Syam.g_01509
OG0000586	Prbb.g_00614	Syam.g_01508
OG0000587	Prbb.g_00615	Syam.g_01506
OG0000588	Prbb.g_00619	Syam.g_01498
OG0000589	Prbb.g_00622	Syam.g_01494
OG0000590	Prbb.g_00623	Syam.g_01493
OG0000591	Prbb.g_00626	Syam.g_01486
OG0000592	Prbb.g_00627	Syam.g_01485
OG0000593	Prbb.g_00633	Syam.g_01471
OG0000594	Prbb.g_00634	Syam.g_01470
OG0000595	Prbb.g_00635	Syam.g_01469
OG0000596	Prbb.g_00639	Syam.g_01465
OG0000597	Prbb.g_00641	Syam.g_01462
OG0000598	Prbb.g_00642	Syam.g_01461
OG0000599	Prbb.g_00645	Syam.g_01458
OG0000600	Prbb.g_00646	Syam.g_01457
OG0000601	Prbb.g_00647	Syam.g_01456
OG0000602	Prbb.g_00649	Syam.g_01451
OG0000603	Prbb.g_00650	Syam.g_01450
OG0000604	Prbb.g_00651	Syam.g_01447
OG0000605	Prbb.g_00652	Syam.g_01031
OG0000606	Prbb.g_00655	Syam.g_01387
OG0000607	Prbb.g_00658	Syam.g_01384
OG0000608	Prbb.g_00659	Syam.g_01383
OG0000609	Prbb.g_00660	Syam.g_01380
OG0000610	Prbb.g_00667	Syam.g_01373
OG0000611	Prbb.g_00670	Syam.g_01370
OG0000612	Prbb.g_00671	Syam.g_01369
OG0000613	Prbb.g_00677	Syam.g_00170
OG0000614	Prbb.g_00700	Syam.g_00801
OG0000615	Prbb.g_00708	Syam.g_01332
OG0000616	Prbb.g_02176	Syam.g_02430
OG0000617	Prbb.g_00719	Syam.g_01240
OG0000618	Prbb.g_00720	Syam.g_01239
OG0000619	Prbb.g_00721	Syam.g_01238
OG0000620	Prbb.g_00724	Syam.g_01233
OG0000621	Prbb.g_00725	Syam.g_01232
OG0000622	Prbb.g_00726	Syam.g_01231
OG0000623	Prbb.g_00727	Syam.g_01230
OG0000624	Prbb.g_00729	Syam.g_01228
OG0000625	Prbb.g_00730	Syam.g_01227
OG0000626	Prbb.g_00731	Syam.g_01226
OG0000627	Prbb.g_00733	Syam.g_01065
OG0000628	Prbb.g_00734	Syam.g_01067
OG0000629	Prbb.g_00735	Syam.g_01070
OG0000630	Prbb.g_00738	Syam.g_01074
OG0000631	Prbb.g_00962	Syam.g_01084
OG0000632	Prbb.g_00963	Syam.g_01085
OG0000633	Prbb.g_00964	Syam.g_01086
OG0000634	Prbb.g_00779	Syam.g_01294
OG0000635	Prbb.g_00780	Syam.g_01293
OG0000636	Prbb.g_00782	Syam.g_01291
OG0000637	Prbb.g_00784	Syam.g_01289
OG0000638	Prbb.g_00785	Syam.g_01288
OG0000639	Prbb.g_00786	Syam.g_01287
OG0000640	Prbb.g_00787	Syam.g_01286
OG0000641	Prbb.g_00791	Syam.g_01282
OG0000642	Prbb.g_00792	Syam.g_01281
OG0000643	Prbb.g_00793	Syam.g_01280
OG0000644	Prbb.g_00794	Syam.g_01279
OG0000645	Prbb.g_00795	Syam.g_01277
OG0000646	Prbb.g_00798	Syam.g_01274
OG0000647	Prbb.g_00800	Syam.g_01272
OG0000648	Prbb.g_00802	Syam.g_01269
OG0000649	Prbb.g_00803	Syam.g_01268
OG0000650	Prbb.g_00804	Syam.g_01267
OG0000651	Prbb.g_00805	Syam.g_01266
OG0000652	Prbb.g_00806	Syam.g_01265
OG0000653	Prbb.g_00808	Syam.g_01263
OG0000654	Prbb.g_00809	Syam.g_01262
OG0000655	Prbb.g_00810	Syam.g_01261
OG0000656	Prbb.g_00813	Syam.g_01258
OG0000657	Prbb.g_00819	Syam.g_00739
OG0000658	Prbb.g_00821	Syam.g_00735
OG0000659	Prbb.g_00822	Syam.g_00734
OG0000660	Prbb.g_00827	Syam.g_00730
OG0000661	Prbb.g_00829	Syam.g_00728
OG0000662	Prbb.g_00831	Syam.g_00726
OG0000663	Prbb.g_00833	Syam.g_00723
OG0000664	Prbb.g_00834	Syam.g_00722
OG0000665	Prbb.g_00838	Syam.g_02027
OG0000666	Prbb.g_00839	Syam.g_01030
OG0000667	Prbb.g_00843	Syam.g_00937
OG0000668	Prbb.g_00914	Syam.g_01185
OG0000669	Prbb.g_00922	Syam.g_01358
OG0000670	Prbb.g_00925	Syam.g_00528
OG0000671	Prbb.g_00927	Syam.g_01354
OG0000672	Prbb.g_00930	Syam.g_01351
OG0000673	Prbb.g_00933	Syam.g_01348
OG0000674	Prbb.g_00935	Syam.g_01346
OG0000675	Prbb.g_00936	Syam.g_01345
OG0000676	Prbb.g_00938	Syam.g_01343
OG0000677	Prbb.g_00939	Syam.g_01342
OG0000678	Prbb.g_00942	Syam.g_01339
OG0000679	Prbb.g_00946	Syam.g_01323
OG0000680	Prbb.g_00947	Syam.g_01322
OG0000681	Prbb.g_00950	Syam.g_01319
OG0000682	Prbb.g_00951	Syam.g_01318
OG0000683	Prbb.g_00952	Syam.g_01317
OG0000684	Prbb.g_00762	Syam.g_01312
OG0000685	Prbb.g_00764	Syam.g_01310
OG0000686	Prbb.g_00765	Syam.g_01309
OG0000687	Prbb.g_00766	Syam.g_01308
OG0000688	Prbb.g_00769	Syam.g_01304
OG0000689	Prbb.g_00770	Syam.g_01302
OG0000690	Prbb.g_00771	Syam.g_01301
OG0000691	Prbb.g_00772	Syam.g_01300
OG0000692	Prbb.g_00774	Syam.g_01299
OG0000693	Prbb.g_00775	Syam.g_01298
OG0000694	Prbb.g_00776	Syam.g_01297
OG0000695	Prbb.g_00966	Syam.g_01088
OG0000696	Prbb.g_00967	Syam.g_01089
OG0000697	Prbb.g_00968	Syam.g_01091
OG0000698	Prbb.g_00971	Syam.g_01094
OG0000699	Prbb.g_00972	Syam.g_01096
OG0000700	Prbb.g_00973	Syam.g_01097
OG0000701	Prbb.g_00974	Syam.g_01098
OG0000702	Prbb.g_00976	Syam.g_01106
OG0000703	Prbb.g_00977	Syam.g_01107
OG0000704	Prbb.g_00978	Syam.g_01109
OG0000705	Prbb.g_00984	Syam.g_01116
OG0000706	Prbb.g_00985	Syam.g_01117
OG0000707	Prbb.g_00986	Syam.g_01118
OG0000708	Prbb.g_00988	Syam.g_01121
OG0000709	Prbb.g_00992	Syam.g_01131
OG0000710	Prbb.g_00995	Syam.g_01135
OG0000711	Prbb.g_01010	Syam.g_01165
OG0000712	Prbb.g_01012	Syam.g_01167
OG0000713	Prbb.g_01013	Syam.g_01168
OG0000714	Prbb.g_01014	Syam.g_01170
OG0000715	Prbb.g_01016	Syam.g_01172
OG0000716	Prbb.g_01017	Syam.g_01176
OG0000717	Prbb.g_01018	Syam.g_01177
OG0000718	Prbb.g_01036	Syam.g_01181
OG0000719	Prbb.g_01037	Syam.g_01183
OG0000720	Prbb.g_01048	Syam.g_01197
OG0000721	Prbb.g_01049	Syam.g_01199
OG0000722	Prbb.g_01050	Syam.g_01200
OG0000723	Prbb.g_01054	Syam.g_01224
OG0000724	Prbb.g_01065	Syam.g_00768
OG0000725	Prbb.g_00891	Syam.g_00777
OG0000726	Prbb.g_00890	Syam.g_00778
OG0000727	Prbb.g_00889	Syam.g_00779
OG0000728	Prbb.g_00887	Syam.g_00781
OG0000729	Prbb.g_02071	Syam.g_00105
OG0000730	Prbb.g_00392	Syam.g_00454
OG0000731	Prbb.g_00400	Syam.g_00466
OG0000732	Prbb.g_02121	Syam.g_00051
OG0000733	Prbb.g_01888	Syam.g_02339
OG0000734	Prbb.g_01533	Syam.g_02128
OG0000735	Prbb.g_01531	Syam.g_01810
OG0000736	Prbb.g_01530	Syam.g_01809
OG0000737	Prbb.g_01529	Syam.g_01808
OG0000738	Prbb.g_01525	Syam.g_01803
OG0000739	Prbb.g_01524	Syam.g_01802
OG0000740	Prbb.g_01523	Syam.g_01801
OG0000741	Prbb.g_01521	Syam.g_01798
OG0000742	Prbb.g_01518	Syam.g_01796
OG0000743	Prbb.g_01516	Syam.g_01794
OG0000744	Prbb.g_01515	Syam.g_01793
OG0000745	Prbb.g_01513	Syam.g_01791
OG0000746	Prbb.g_01511	Syam.g_01789
OG0000747	Prbb.g_01510	Syam.g_01788
OG0000748	Prbb.g_01506	Syam.g_01779
OG0000749	Prbb.g_01505	Syam.g_01776
OG0000750	Prbb.g_01504	Syam.g_01775
OG0000751	Prbb.g_01501	Syam.g_01770
OG0000752	Prbb.g_01499	Syam.g_01768
OG0000753	Prbb.g_01497	Syam.g_01765
OG0000754	Prbb.g_01493	Syam.g_00910
OG0000755	Prbb.g_01488	Syam.g_00900
OG0000756	Prbb.g_01487	Syam.g_00899
OG0000757	Prbb.g_01480	Syam.g_00891
OG0000758	Prbb.g_01479	Syam.g_00890
OG0000759	Prbb.g_01478	Syam.g_00889
OG0000760	Prbb.g_01477	Syam.g_00888
OG0000761	Prbb.g_01476	Syam.g_00886
OG0000762	Prbb.g_01475	Syam.g_00884
OG0000763	Prbb.g_01473	Syam.g_00882
OG0000764	Prbb.g_01472	Syam.g_00881
OG0000765	Prbb.g_01463	Syam.g_00864
OG0000766	Prbb.g_01462	Syam.g_00863
OG0000767	Prbb.g_01461	Syam.g_00861
OG0000768	Prbb.g_01460	Syam.g_00860
OG0000769	Prbb.g_01458	Syam.g_00858
OG0000770	Prbb.g_01457	Syam.g_00855
OG0000771	Prbb.g_01060	Syam.g_00762
OG0000772	Prbb.g_01291	Syam.g_01005
OG0000773	Prbb.g_01577	Syam.g_01816
OG0000774	Prbb.g_01580	Syam.g_01820
OG0000775	Prbb.g_01581	Syam.g_01823
OG0000776	Prbb.g_01582	Syam.g_01824
OG0000777	Prbb.g_01583	Syam.g_01825
OG0000778	Prbb.g_01584	Syam.g_01826
OG0000779	Prbb.g_01588	Syam.g_01832
OG0000780	Prbb.g_01589	Syam.g_01835
OG0000781	Prbb.g_01592	Syam.g_01839
OG0000782	Prbb.g_01593	Syam.g_01840
OG0000783	Prbb.g_01594	Syam.g_01841
OG0000784	Prbb.g_01595	Syam.g_01842
OG0000785	Prbb.g_01597	Syam.g_01844
OG0000786	Prbb.g_01600	Syam.g_01700
OG0000787	Prbb.g_01601	Syam.g_01701
OG0000788	Prbb.g_00746	Syam.g_01455
OG0000789	Prbb.g_01057	Syam.g_01044
OG0000790	Prbb.g_01644	Syam.g_00570
OG0000791	Prbb.g_01646	Syam.g_00568
OG0000792	Prbb.g_01647	Syam.g_00567
OG0000793	Prbb.g_01650	Syam.g_00562
OG0000794	Prbb.g_01651	Syam.g_00561
OG0000795	Prbb.g_01652	Syam.g_00560
OG0000796	Prbb.g_01656	Syam.g_00556
OG0000797	Prbb.g_01657	Syam.g_00555
OG0000799	Prbb.g_01668	Syam.g_01585
OG0000800	Prbb.g_01669	Syam.g_01588
OG0000801	Prbb.g_01670	Syam.g_01589
OG0000802	Prbb.g_01672	Syam.g_01592
OG0000803	Prbb.g_01674	Syam.g_01597
OG0000804	Prbb.g_01675	Syam.g_01600
OG0000805	Prbb.g_01677	Syam.g_01602
OG0000806	Prbb.g_01679	Syam.g_01604
OG0000807	Prbb.g_01680	Syam.g_01606
OG0000808	Prbb.g_01681	Syam.g_01607
OG0000809	Prbb.g_01684	Syam.g_01610
OG0000810	Prbb.g_01685	Syam.g_01611
OG0000811	Prbb.g_01689	Syam.g_01616
OG0000812	Prbb.g_01691	Syam.g_01618
OG0000813	Prbb.g_01692	Syam.g_01619
OG0000814	Prbb.g_01694	Syam.g_01621
OG0000815	Prbb.g_01695	Syam.g_01622
OG0000816	Prbb.g_01697	Syam.g_01624
OG0000817	Prbb.g_01698	Syam.g_01625
OG0000818	Prbb.g_01702	Syam.g_01631
OG0000819	Prbb.g_01703	Syam.g_01632
OG0000820	Prbb.g_01704	Syam.g_01633
OG0000821	Prbb.g_01707	Syam.g_01639
OG0000822	Prbb.g_01708	Syam.g_01641
OG0000823	Prbb.g_01709	Syam.g_01642
OG0000824	Prbb.g_01712	Syam.g_01648
OG0000825	Prbb.g_01713	Syam.g_01649
OG0000826	Prbb.g_01714	Syam.g_01650
OG0000827	Prbb.g_01715	Syam.g_01651
OG0000828	Prbb.g_01718	Syam.g_01655
OG0000829	Prbb.g_01719	Syam.g_01656
OG0000830	Prbb.g_01720	Syam.g_01657
OG0000831	Prbb.g_01722	Syam.g_01659
OG0000832	Prbb.g_01732	Syam.g_01923
OG0000833	Prbb.g_01740	Syam.g_01932
OG0000834	Prbb.g_01741	Syam.g_01933
OG0000835	Prbb.g_01742	Syam.g_01934
OG0000836	Prbb.g_01744	Syam.g_01937
OG0000837	Prbb.g_01745	Syam.g_01938
OG0000838	Prbb.g_01747	Syam.g_01946
OG0000839	Prbb.g_01748	Syam.g_01947
OG0000840	Prbb.g_01749	Syam.g_01948
OG0000841	Prbb.g_01750	Syam.g_01949
OG0000842	Prbb.g_01751	Syam.g_01950
OG0000843	Prbb.g_01752	Syam.g_01951
OG0000844	Prbb.g_01753	Syam.g_01953
OG0000845	Prbb.g_01754	Syam.g_01954
OG0000846	Prbb.g_01755	Syam.g_01955
OG0000847	Prbb.g_01756	Syam.g_01956
OG0000848	Prbb.g_01757	Syam.g_01958
OG0000849	Prbb.g_01758	Syam.g_01959
OG0000850	Prbb.g_01760	Syam.g_01961
OG0000851	Prbb.g_01761	Syam.g_01966
OG0000852	Prbb.g_01762	Syam.g_01967
OG0000853	Prbb.g_01767	Syam.g_01971
OG0000854	Prbb.g_01769	Syam.g_01973
OG0000855	Prbb.g_01770	Syam.g_01974
OG0000856	Prbb.g_01659	Syam.g_01483
OG0000857	Prbb.g_00799	Syam.g_01273
OG0000858	Prbb.g_01817	Syam.g_01980
OG0000859	Prbb.g_01818	Syam.g_01981
OG0000860	Prbb.g_01825	Syam.g_01992
OG0000861	Prbb.g_01826	Syam.g_01993
OG0000862	Prbb.g_01827	Syam.g_01994
OG0000863	Prbb.g_01828	Syam.g_01996
OG0000864	Prbb.g_01829	Syam.g_01997
OG0000865	Prbb.g_01830	Syam.g_01998
OG0000866	Prbb.g_01831	Syam.g_01999
OG0000867	Prbb.g_01832	Syam.g_02000
OG0000868	Prbb.g_01833	Syam.g_02003
OG0000869	Prbb.g_01836	Syam.g_02007
OG0000870	Prbb.g_01841	Syam.g_02012
OG0000871	Prbb.g_01842	Syam.g_02013
OG0000872	Prbb.g_01843	Syam.g_02021
OG0000873	Prbb.g_01846	Syam.g_02024
OG0000874	Prbb.g_01849	Syam.g_02019
OG0000875	Prbb.g_01851	Syam.g_02026
OG0000876	Prbb.g_01852	Syam.g_01877
OG0000877	Prbb.g_01854	Syam.g_01882
OG0000878	Prbb.g_01855	Syam.g_01883
OG0000879	Prbb.g_01856	Syam.g_01884
OG0000880	Prbb.g_01857	Syam.g_01885
OG0000881	Prbb.g_01860	Syam.g_01891
OG0000882	Prbb.g_01865	Syam.g_01896
OG0000883	Prbb.g_01867	Syam.g_01898
OG0000884	Prbb.g_01869	Syam.g_01900
OG0000885	Prbb.g_01870	Syam.g_01901
OG0000886	Prbb.g_01871	Syam.g_01902
OG0000887	Prbb.g_01872	Syam.g_01903
OG0000888	Prbb.g_01874	Syam.g_01905
OG0000889	Prbb.g_01876	Syam.g_01907
OG0000890	Prbb.g_01877	Syam.g_01910
OG0000891	Prbb.g_01878	Syam.g_01911
OG0000892	Prbb.g_01880	Syam.g_01913
OG0000893	Prbb.g_01922	Syam.g_00287
OG0000894	Prbb.g_01925	Syam.g_00290
OG0000895	Prbb.g_01928	Syam.g_00294
OG0000896	Prbb.g_01929	Syam.g_00295
OG0000897	Prbb.g_01931	Syam.g_00297
OG0000898	Prbb.g_01932	Syam.g_00298
OG0000899	Prbb.g_01933	Syam.g_00299
OG0000900	Prbb.g_01934	Syam.g_00300
OG0000901	Prbb.g_01937	Syam.g_00305
OG0000902	Prbb.g_01939	Syam.g_00307
OG0000903	Prbb.g_01948	Syam.g_00322
OG0000904	Prbb.g_01943	Syam.g_00317
OG0000905	Prbb.g_01941	Syam.g_00312
OG0000906	Prbb.g_01940	Syam.g_00309
OG0000907	Prbb.g_01958	Syam.g_00324
OG0000908	Prbb.g_01961	Syam.g_00327
OG0000909	Prbb.g_01962	Syam.g_00328
OG0000910	Prbb.g_01963	Syam.g_00329
OG0000911	Prbb.g_01965	Syam.g_00331
OG0000912	Prbb.g_01966	Syam.g_00332
OG0000913	Prbb.g_01967	Syam.g_00333
OG0000914	Prbb.g_01968	Syam.g_00334
OG0000915	Prbb.g_01969	Syam.g_00336
OG0000916	Prbb.g_01970	Syam.g_00337
OG0000917	Prbb.g_01971	Syam.g_00338
OG0000918	Prbb.g_01972	Syam.g_00339
OG0000919	Prbb.g_01973	Syam.g_00340
OG0000920	Prbb.g_01974	Syam.g_00341
OG0000921	Prbb.g_01975	Syam.g_00342
OG0000922	Prbb.g_01976	Syam.g_00343
OG0000923	Prbb.g_01980	Syam.g_00347
OG0000924	Prbb.g_01981	Syam.g_00348
OG0000925	Prbb.g_01982	Syam.g_00349
OG0000926	Prbb.g_01983	Syam.g_00350
OG0000927	Prbb.g_01985	Syam.g_00352
OG0000928	Prbb.g_01986	Syam.g_00353
OG0000929	Prbb.g_01987	Syam.g_00354
OG0000930	Prbb.g_01988	Syam.g_00355
OG0000931	Prbb.g_01989	Syam.g_00356
OG0000932	Prbb.g_01990	Syam.g_00357
OG0000933	Prbb.g_01994	Syam.g_00363
OG0000934	Prbb.g_01996	Syam.g_00365
OG0000935	Prbb.g_01997	Syam.g_00366
OG0000936	Prbb.g_01998	Syam.g_00368
OG0000937	Prbb.g_01999	Syam.g_00369
OG0000938	Prbb.g_02002	Syam.g_00373
OG0000939	Prbb.g_02003	Syam.g_00374
OG0000940	Prbb.g_02010	Syam.g_00381
OG0000941	Prbb.g_02012	Syam.g_00383
OG0000942	Prbb.g_02014	Syam.g_00385
OG0000943	Prbb.g_02015	Syam.g_00386
OG0000944	Prbb.g_02017	Syam.g_00388
OG0000945	Prbb.g_02018	Syam.g_00390
OG0000946	Prbb.g_02024	Syam.g_00395
OG0000947	Prbb.g_02026	Syam.g_00398
OG0000948	Prbb.g_02027	Syam.g_00399
OG0000949	Prbb.g_02030	Syam.g_00159
OG0000950	Prbb.g_02035	Syam.g_00150
OG0000951	Prbb.g_02039	Syam.g_00145
OG0000952	Prbb.g_02043	Syam.g_00140
OG0000953	Prbb.g_02047	Syam.g_00136
OG0000954	Prbb.g_02051	Syam.g_00131
OG0000955	Prbb.g_02052	Syam.g_00130
OG0000956	Prbb.g_02054	Syam.g_00128
OG0000957	Prbb.g_02059	Syam.g_00117
OG0000958	Prbb.g_02060	Syam.g_00116
OG0000959	Prbb.g_02064	Syam.g_00112
OG0000960	Prbb.g_02065	Syam.g_00111
OG0000961	Prbb.g_02068	Syam.g_00108
OG0000962	Prbb.g_02070	Syam.g_00106
OG0000963	Prbb.g_02075	Syam.g_00101
OG0000964	Prbb.g_02076	Syam.g_00100
OG0000965	Prbb.g_02077	Syam.g_00099
OG0000966	Prbb.g_02099	Syam.g_00074
OG0000967	Prbb.g_02103	Syam.g_00069
OG0000968	Prbb.g_02105	Syam.g_00077
OG0000969	Prbb.g_02106	Syam.g_00072
OG0000970	Prbb.g_02107	Syam.g_00071
OG0000971	Prbb.g_02108	Syam.g_00066
OG0000972	Prbb.g_02109	Syam.g_00065
OG0000973	Prbb.g_02110	Syam.g_00064
OG0000974	Prbb.g_02111	Syam.g_00063
OG0000975	Prbb.g_02112	Syam.g_00062
OG0000976	Prbb.g_02113	Syam.g_00061
OG0000977	Prbb.g_02114	Syam.g_00059
OG0000978	Prbb.g_02115	Syam.g_00058
OG0000979	Prbb.g_02118	Syam.g_00055
OG0000980	Prbb.g_02120	Syam.g_00052
OG0000981	Prbb.g_02123	Syam.g_00049
OG0000982	Prbb.g_02125	Syam.g_02314
OG0000983	Prbb.g_02126	Syam.g_02315
OG0000984	Prbb.g_02127	Syam.g_02316
OG0000985	Prbb.g_02130	Syam.g_02318
OG0000986	Prbb.g_02132	Syam.g_02320
OG0000987	Prbb.g_02133	Syam.g_02322
OG0000988	Prbb.g_02136	Syam.g_02327
OG0000989	Prbb.g_02140	Syam.g_02334
OG0000990	Prbb.g_02145	Syam.g_02346
OG0000991	Prbb.g_02146	Syam.g_02348
OG0000992	Prbb.g_02149	Syam.g_02351
OG0000993	Prbb.g_02150	Syam.g_02352
OG0000994	Prbb.g_02151	Syam.g_02354
OG0000995	Prbb.g_02155	Syam.g_02359
OG0000996	Prbb.g_02156	Syam.g_02405
OG0000997	Prbb.g_02164	Syam.g_02416
OG0000998	Prbb.g_02166	Syam.g_02418
OG0000999	Prbb.g_02167	Syam.g_02419
OG0001000	Prbb.g_02170	Syam.g_02422
OG0001001	Prbb.g_02173	Syam.g_02427
OG0001002	Prbb.g_02178	Syam.g_02433
OG0001003	Prbb.g_02180	Syam.g_02434
OG0001004	Prbb.g_02181	Syam.g_02435
OG0001005	Prbb.g_02182	Syam.g_02436
OG0001006	Prbb.g_02187	Syam.g_02444
OG0001007	Prbb.g_02189	Syam.g_02446
OG0001008	Prbb.g_00442	Syam.g_01866
OG0001009	Prbb.g_00028	Syam.g_00032
OG0001010	Prbb.g_00029	Syam.g_00033
OG0001011	Prbb.g_00030	Syam.g_00034
OG0001012	Prbb.g_00058	Syam.g_02310
OG0001013	Prbb.g_00063	Syam.g_02296
OG0001014	Prbb.g_00066	Syam.g_02292
OG0001015	Prbb.g_00067	Syam.g_02291
OG0001016	Prbb.g_00128	Syam.g_02067
OG0001017	Prbb.g_00132	Syam.g_02073
OG0001018	Prbb.g_00135	Syam.g_02075
OG0001019	Prbb.g_00144	Syam.g_02093
OG0001020	Prbb.g_00145	Syam.g_02098
OG0001021	Prbb.g_00146	Syam.g_02102
OG0001022	Prbb.g_00149	Syam.g_02106
OG0001023	Prbb.g_00150	Syam.g_02107
OG0001024	Prbb.g_00153	Syam.g_02111
OG0001025	Prbb.g_00160	Syam.g_02118
OG0001026	Prbb.g_00168	Syam.g_02130
OG0001027	Prbb.g_00169	Syam.g_02135
OG0001028	Prbb.g_00171	Syam.g_02137
OG0001029	Prbb.g_00173	Syam.g_02139
OG0001030	Prbb.g_00189	Syam.g_02163
OG0001031	Prbb.g_00243	Syam.g_02239
OG0001032	Prbb.g_00244	Syam.g_02241
OG0001033	Prbb.g_00264	Syam.g_02265
OG0001034	Prbb.g_00293	Syam.g_00508
OG0001035	Prbb.g_00310	Syam.g_00265
OG0001036	Prbb.g_00314	Syam.g_00261
OG0001037	Prbb.g_00315	Syam.g_00259
OG0001038	Prbb.g_00331	Syam.g_00232
OG0001040	Prbb.g_00335	Syam.g_00226
OG0001041	Prbb.g_00339	Syam.g_00221
OG0001042	Prbb.g_00355	Syam.g_00196
OG0001043	Prbb.g_00356	Syam.g_00192
OG0001044	Prbb.g_00393	Syam.g_00456
OG0001045	Prbb.g_00402	Syam.g_00469
OG0001046	Prbb.g_01124	Syam.g_01151
OG0001047	Prbb.g_00444	Syam.g_01864
OG0001048	Prbb.g_00445	Syam.g_01863
OG0001049	Prbb.g_00447	Syam.g_01855
OG0001050	Prbb.g_00448	Syam.g_01854
OG0001051	Prbb.g_00449	Syam.g_01853
OG0001052	Prbb.g_00475	Syam.g_01672
OG0001053	Prbb.g_00488	Syam.g_00586
OG0001054	Prbb.g_00502	Syam.g_00603
OG0001055	Prbb.g_00521	Syam.g_00624
OG0001056	Prbb.g_00539	Syam.g_00656
OG0001057	Prbb.g_00544	Syam.g_00664
OG0001058	Prbb.g_00553	Syam.g_00677
OG0001059	Prbb.g_00557	Syam.g_00681
OG0001060	Prbb.g_00564	Syam.g_00688
OG0001061	Prbb.g_00577	Syam.g_01744
OG0001062	Prbb.g_00579	Syam.g_01742
OG0001063	Prbb.g_00580	Syam.g_01737
OG0001064	Prbb.g_00581	Syam.g_01736
OG0001065	Prbb.g_00582	Syam.g_01735
OG0001066	Prbb.g_00583	Syam.g_01734
OG0001067	Prbb.g_00584	Syam.g_01733
OG0001068	Prbb.g_00585	Syam.g_01732
OG0001069	Prbb.g_00586	Syam.g_01731
OG0001070	Prbb.g_00588	Syam.g_01728
OG0001071	Prbb.g_00589	Syam.g_01727
OG0001072	Prbb.g_00590	Syam.g_01723
OG0001073	Prbb.g_00604	Syam.g_01709
OG0001074	Prbb.g_00616	Syam.g_01504
OG0001075	Prbb.g_00617	Syam.g_01502
OG0001076	Prbb.g_00624	Syam.g_01491
OG0001077	Prbb.g_00629	Syam.g_01480
OG0001078	Prbb.g_00637	Syam.g_01467
OG0001079	Prbb.g_00648	Syam.g_01454
OG0001080	Prbb.g_00654	Syam.g_01034
OG0001081	Prbb.g_00656	Syam.g_01386
OG0001082	Prbb.g_00657	Syam.g_01385
OG0001083	Prbb.g_00662	Syam.g_01377
OG0001084	Prbb.g_00664	Syam.g_01376
OG0001085	Prbb.g_00674	Syam.g_01366
OG0001086	Prbb.g_00675	Syam.g_01364
OG0001087	Prbb.g_00694	Syam.g_00813
OG0001088	Prbb.g_00695	Syam.g_00809
OG0001089	Prbb.g_00705	Syam.g_00785
OG0001090	Prbb.g_00714	Syam.g_01246
OG0001091	Prbb.g_00716	Syam.g_01244
OG0001092	Prbb.g_00717	Syam.g_01242
OG0001093	Prbb.g_00722	Syam.g_01236
OG0001094	Prbb.g_00777	Syam.g_01296
OG0001095	Prbb.g_00796	Syam.g_01276
OG0001096	Prbb.g_00811	Syam.g_01260
OG0001097	Prbb.g_00830	Syam.g_00727
OG0001098	Prbb.g_00847	Syam.g_01037
OG0001099	Prbb.g_00917	Syam.g_02138
OG0001100	Prbb.g_00924	Syam.g_01356
OG0001101	Prbb.g_00926	Syam.g_01355
OG0001103	Prbb.g_00931	Syam.g_01350
OG0001104	Prbb.g_00763	Syam.g_01311
OG0001105	Prbb.g_00767	Syam.g_01307
OG0001106	Prbb.g_00979	Syam.g_01110
OG0001107	Prbb.g_00989	Syam.g_01122
OG0001108	Prbb.g_00993	Syam.g_01132
OG0001109	Prbb.g_00994	Syam.g_01134
OG0001110	Prbb.g_00996	Syam.g_01136
OG0001111	Prbb.g_00997	Syam.g_01138
OG0001112	Prbb.g_00998	Syam.g_01140
OG0001113	Prbb.g_00999	Syam.g_01141
OG0001114	Prbb.g_01000	Syam.g_01142
OG0001115	Prbb.g_01002	Syam.g_01146
OG0001116	Prbb.g_01003	Syam.g_01148
OG0001117	Prbb.g_01004	Syam.g_01149
OG0001118	Prbb.g_01005	Syam.g_01150
OG0001119	Prbb.g_01006	Syam.g_01152
OG0001120	Prbb.g_01007	Syam.g_01156
