Orthogroup	Prbb	Syap
OG0000560	Prbb.g_00558	Syap.g_00305
OG0000561	Prbb.g_00559	Syap.g_00304
OG0000562	Prbb.g_00560	Syap.g_00302
OG0000563	Prbb.g_00561	Syap.g_00301
OG0000564	Prbb.g_00562	Syap.g_00300
OG0000565	Prbb.g_00565	Syap.g_00296
OG0000566	Prbb.g_00567	Syap.g_00291
OG0000567	Prbb.g_00571	Syap.g_01297
OG0000568	Prbb.g_00572	Syap.g_01302
OG0000569	Prbb.g_00573	Syap.g_01303
OG0000570	Prbb.g_00574	Syap.g_01304
OG0000571	Prbb.g_00576	Syap.g_01307
OG0000573	Prbb.g_00592	Syap.g_00765
OG0000574	Prbb.g_00594	Syap.g_00759
OG0000575	Prbb.g_00597	Syap.g_00445
OG0000576	Prbb.g_00599	Syap.g_00450
OG0000577	Prbb.g_00600	Syap.g_00451
OG0000578	Prbb.g_00601	Syap.g_00452
OG0000579	Prbb.g_00602	Syap.g_00453
OG0000580	Prbb.g_00603	Syap.g_00454
OG0000581	Prbb.g_00606	Syap.g_01521
OG0000582	Prbb.g_00609	Syap.g_01533
OG0000583	Prbb.g_00610	Syap.g_01532
OG0000584	Prbb.g_00611	Syap.g_01530
OG0000585	Prbb.g_00613	Syap.g_01526
OG0000586	Prbb.g_00614	Syap.g_01525
OG0000587	Prbb.g_00615	Syap.g_01523
OG0000588	Prbb.g_00619	Syap.g_00776
OG0000589	Prbb.g_00622	Syap.g_00941
OG0000590	Prbb.g_00623	Syap.g_00940
OG0000591	Prbb.g_00626	Syap.g_01289
OG0000592	Prbb.g_00627	Syap.g_01288
OG0000593	Prbb.g_00633	Syap.g_00890
OG0000594	Prbb.g_00634	Syap.g_00891
OG0000595	Prbb.g_00635	Syap.g_00892
OG0000596	Prbb.g_00639	Syap.g_00898
OG0000597	Prbb.g_00641	Syap.g_00903
OG0000598	Prbb.g_00642	Syap.g_00904
OG0000599	Prbb.g_00645	Syap.g_00908
OG0000600	Prbb.g_00646	Syap.g_00909
OG0000601	Prbb.g_00647	Syap.g_00910
OG0000602	Prbb.g_00649	Syap.g_00640
OG0000603	Prbb.g_00650	Syap.g_00641
OG0000604	Prbb.g_00651	Syap.g_02769
OG0000605	Prbb.g_00652	Syap.g_02501, Syap.g_02771
OG0000606	Prbb.g_00655	Syap.g_02506
OG0000607	Prbb.g_00658	Syap.g_00093
OG0000608	Prbb.g_00659	Syap.g_00094
OG0000609	Prbb.g_00660	Syap.g_00096
OG0000610	Prbb.g_00667	Syap.g_01963
OG0000611	Prbb.g_00670	Syap.g_01958
OG0000612	Prbb.g_00671	Syap.g_01957
OG0000613	Prbb.g_00677	Syap.g_02480
OG0000615	Prbb.g_00708	Syap.g_00154
OG0000616	Prbb.g_02176	Syap.g_00127
OG0000617	Prbb.g_00719	Syap.g_00513
OG0000618	Prbb.g_00720	Syap.g_00514
OG0000619	Prbb.g_00721	Syap.g_00515
OG0000620	Prbb.g_00724	Syap.g_00520
OG0000621	Prbb.g_00725	Syap.g_00521
OG0000622	Prbb.g_00726	Syap.g_00523
OG0000623	Prbb.g_00727	Syap.g_00526
OG0000624	Prbb.g_00729	Syap.g_00527
OG0000625	Prbb.g_00730	Syap.g_00528
OG0000626	Prbb.g_00731	Syap.g_00529
OG0000627	Prbb.g_00733	Syap.g_00848
OG0000628	Prbb.g_00734	Syap.g_00850
OG0000629	Prbb.g_00735	Syap.g_02334
OG0000630	Prbb.g_00738	Syap.g_02793
OG0000631	Prbb.g_00962	Syap.g_01724
OG0000632	Prbb.g_00963	Syap.g_01725
OG0000633	Prbb.g_00964	Syap.g_01726
OG0000634	Prbb.g_00779	Syap.g_00190
OG0000635	Prbb.g_00780	Syap.g_00191
OG0000636	Prbb.g_00782	Syap.g_00193
OG0000637	Prbb.g_00784	Syap.g_00195
OG0000638	Prbb.g_00785	Syap.g_00196
OG0000639	Prbb.g_00786	Syap.g_00197
OG0000640	Prbb.g_00787	Syap.g_00198
OG0000641	Prbb.g_00791	Syap.g_00203
OG0000642	Prbb.g_00792	Syap.g_02732
OG0000643	Prbb.g_00793	Syap.g_02731
OG0000644	Prbb.g_00794	Syap.g_02730
OG0000645	Prbb.g_00795	Syap.g_02726
OG0000646	Prbb.g_00798	Syap.g_02723
OG0000647	Prbb.g_00800	Syap.g_02721
OG0000648	Prbb.g_00802	Syap.g_02719
OG0000649	Prbb.g_00803	Syap.g_02718
OG0000650	Prbb.g_00804	Syap.g_02717
OG0000651	Prbb.g_00805	Syap.g_02716
OG0000652	Prbb.g_00806	Syap.g_02715
OG0000653	Prbb.g_00808	Syap.g_02713
OG0000654	Prbb.g_00809	Syap.g_02711
OG0000655	Prbb.g_00810	Syap.g_02710
OG0000656	Prbb.g_00813	Syap.g_02706
OG0000657	Prbb.g_00819	Syap.g_01845
OG0000658	Prbb.g_00821	Syap.g_01841
OG0000659	Prbb.g_00822	Syap.g_01840
OG0000660	Prbb.g_00827	Syap.g_01835
OG0000662	Prbb.g_00831	Syap.g_00823
OG0000663	Prbb.g_00833	Syap.g_00826
OG0000664	Prbb.g_00834	Syap.g_00828
OG0000665	Prbb.g_00838	Syap.g_02331
OG0000666	Prbb.g_00839	Syap.g_01573
OG0000667	Prbb.g_00843	Syap.g_01979
OG0000668	Prbb.g_00914	Syap.g_02765
OG0000669	Prbb.g_00922	Syap.g_02371
OG0000670	Prbb.g_00925	Syap.g_02368
OG0000671	Prbb.g_00927	Syap.g_01260
OG0000672	Prbb.g_00930	Syap.g_01257
OG0000673	Prbb.g_00933	Syap.g_01253
OG0000674	Prbb.g_00935	Syap.g_01251
OG0000675	Prbb.g_00936	Syap.g_01250
OG0000676	Prbb.g_00938	Syap.g_01248
OG0000677	Prbb.g_00939	Syap.g_01246
OG0000678	Prbb.g_00942	Syap.g_01239
OG0000679	Prbb.g_00946	Syap.g_00157
OG0000680	Prbb.g_00947	Syap.g_00158
OG0000681	Prbb.g_00950	Syap.g_00163
OG0000682	Prbb.g_00951	Syap.g_00165
OG0000683	Prbb.g_00952	Syap.g_00166
OG0000684	Prbb.g_00762	Syap.g_00169
OG0000685	Prbb.g_00764	Syap.g_00172
OG0000686	Prbb.g_00765	Syap.g_00173
OG0000687	Prbb.g_00766	Syap.g_00174
OG0000688	Prbb.g_00769	Syap.g_00178
OG0000689	Prbb.g_00770	Syap.g_00180
OG0000690	Prbb.g_00771	Syap.g_00181
OG0000691	Prbb.g_00772	Syap.g_00182
OG0000692	Prbb.g_00774	Syap.g_00184
OG0000693	Prbb.g_00775	Syap.g_00185
OG0000694	Prbb.g_00776	Syap.g_00186
OG0000695	Prbb.g_00966	Syap.g_01729
OG0000696	Prbb.g_00967	Syap.g_01730
OG0000697	Prbb.g_00968	Syap.g_01734
OG0000698	Prbb.g_00971	Syap.g_01737
OG0000699	Prbb.g_00972	Syap.g_01738
OG0000700	Prbb.g_00973	Syap.g_01739
OG0000701	Prbb.g_00974	Syap.g_01740
OG0000702	Prbb.g_00976	Syap.g_01747
OG0000703	Prbb.g_00977	Syap.g_01750
OG0000704	Prbb.g_00978	Syap.g_01753
OG0000705	Prbb.g_00984	Syap.g_02022
OG0000706	Prbb.g_00985	Syap.g_02020
OG0000707	Prbb.g_00986	Syap.g_02019
OG0000708	Prbb.g_00988	Syap.g_02016
OG0000709	Prbb.g_00992	Syap.g_00121
OG0000711	Prbb.g_01010	Syap.g_02686
OG0000712	Prbb.g_01012	Syap.g_02688
OG0000713	Prbb.g_01013	Syap.g_02689
OG0000714	Prbb.g_01014	Syap.g_02691
OG0000715	Prbb.g_01016	Syap.g_02693
OG0000716	Prbb.g_01017	Syap.g_02696
OG0000717	Prbb.g_01018	Syap.g_02697
OG0000718	Prbb.g_01036	Syap.g_02701
OG0000719	Prbb.g_01037	Syap.g_02767
OG0000720	Prbb.g_01048	Syap.g_02780
OG0000721	Prbb.g_01049	Syap.g_02782
OG0000722	Prbb.g_01050	Syap.g_02783
OG0000723	Prbb.g_01054	Syap.g_00532
OG0000725	Prbb.g_00891	Syap.g_01559
OG0000726	Prbb.g_00890	Syap.g_01560
OG0000727	Prbb.g_00889	Syap.g_01561
OG0000728	Prbb.g_00887	Syap.g_01564
OG0000729	Prbb.g_02071	Syap.g_01122
OG0000730	Prbb.g_00392	Syap.g_00572
OG0000731	Prbb.g_00400	Syap.g_00560
OG0000732	Prbb.g_02121	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prbb.g_01888	Syap.g_01971
OG0000734	Prbb.g_01533	Syap.g_02628
OG0000735	Prbb.g_01531	Syap.g_00244
OG0000736	Prbb.g_01530	Syap.g_00243
OG0000737	Prbb.g_01529	Syap.g_00242
OG0000738	Prbb.g_01525	Syap.g_00236
OG0000739	Prbb.g_01524	Syap.g_00235
OG0000740	Prbb.g_01523	Syap.g_00234
OG0000741	Prbb.g_01521	Syap.g_00231
OG0000742	Prbb.g_01518	Syap.g_00229
OG0000743	Prbb.g_01516	Syap.g_00226
OG0000744	Prbb.g_01515	Syap.g_00225
OG0000745	Prbb.g_01513	Syap.g_00222
OG0000746	Prbb.g_01511	Syap.g_00220
OG0000747	Prbb.g_01510	Syap.g_00219
OG0000748	Prbb.g_01506	Syap.g_00212
OG0000749	Prbb.g_01505	Syap.g_00211
OG0000750	Prbb.g_01504	Syap.g_00210
OG0000751	Prbb.g_01501	Syap.g_00205
OG0000752	Prbb.g_01499	Syap.g_01793
OG0000753	Prbb.g_01497	Syap.g_02775
OG0000754	Prbb.g_01493	Syap.g_01883
OG0000755	Prbb.g_01488	Syap.g_01893
OG0000757	Prbb.g_01480	Syap.g_00427
OG0000758	Prbb.g_01479	Syap.g_00428
OG0000759	Prbb.g_01478	Syap.g_00429
OG0000760	Prbb.g_01477	Syap.g_00430
OG0000761	Prbb.g_01476	Syap.g_00431
OG0000762	Prbb.g_01475	Syap.g_00434
OG0000763	Prbb.g_01473	Syap.g_02624
OG0000764	Prbb.g_01472	Syap.g_02623
OG0000765	Prbb.g_01463	Syap.g_02440
OG0000766	Prbb.g_01462	Syap.g_02439
OG0000767	Prbb.g_01461	Syap.g_02437
OG0000768	Prbb.g_01460	Syap.g_02436
OG0000769	Prbb.g_01458	Syap.g_02434
OG0000770	Prbb.g_01457	Syap.g_02431
OG0000772	Prbb.g_01291	Syap.g_02295
OG0000773	Prbb.g_01577	Syap.g_00885
OG0000774	Prbb.g_01580	Syap.g_01473
OG0000775	Prbb.g_01581	Syap.g_01475
OG0000776	Prbb.g_01582	Syap.g_01476
OG0000777	Prbb.g_01583	Syap.g_01478
OG0000778	Prbb.g_01584	Syap.g_01479
OG0000779	Prbb.g_01588	Syap.g_01494
OG0000780	Prbb.g_01589	Syap.g_01496
OG0000781	Prbb.g_01592	Syap.g_02609
OG0000782	Prbb.g_01593	Syap.g_02611
OG0000783	Prbb.g_01594	Syap.g_02612
OG0000784	Prbb.g_01595	Syap.g_02613
OG0000785	Prbb.g_01597	Syap.g_02281
OG0000786	Prbb.g_01600	Syap.g_02287
OG0000787	Prbb.g_01601	Syap.g_02288
OG0000788	Prbb.g_00746	Syap.g_01932
OG0000789	Prbb.g_01057	Syap.g_00372
OG0000791	Prbb.g_01646	Syap.g_02520
OG0000792	Prbb.g_01647	Syap.g_02519
OG0000793	Prbb.g_01650	Syap.g_02141
OG0000794	Prbb.g_01651	Syap.g_02200
OG0000795	Prbb.g_01652	Syap.g_02199
OG0000796	Prbb.g_01656	Syap.g_02448
OG0000797	Prbb.g_01657	Syap.g_02449
OG0000798	Prbb.g_00858	Syap.g_01269
OG0000799	Prbb.g_01668	Syap.g_02488
OG0000800	Prbb.g_01669	Syap.g_02487
OG0000801	Prbb.g_01670	Syap.g_02486
OG0000802	Prbb.g_01672	Syap.g_02659
OG0000803	Prbb.g_01674	Syap.g_02109
OG0000804	Prbb.g_01675	Syap.g_02113
OG0000805	Prbb.g_01677	Syap.g_02115
OG0000806	Prbb.g_01679	Syap.g_02117
OG0000807	Prbb.g_01680	Syap.g_02118
OG0000808	Prbb.g_01681	Syap.g_02119
OG0000809	Prbb.g_01684	Syap.g_02122
OG0000810	Prbb.g_01685	Syap.g_02124
OG0000811	Prbb.g_01689	Syap.g_02472
OG0000812	Prbb.g_01691	Syap.g_02474
OG0000813	Prbb.g_01692	Syap.g_02475
OG0000814	Prbb.g_01694	Syap.g_02753
OG0000815	Prbb.g_01695	Syap.g_02752
OG0000816	Prbb.g_01697	Syap.g_02289
OG0000817	Prbb.g_01698	Syap.g_02527
OG0000818	Prbb.g_01702	Syap.g_02001
OG0000819	Prbb.g_01703	Syap.g_02002
OG0000820	Prbb.g_01704	Syap.g_02003
OG0000821	Prbb.g_01707	Syap.g_02009
OG0000822	Prbb.g_01708	Syap.g_02011
OG0000824	Prbb.g_01712	Syap.g_00008
OG0000825	Prbb.g_01713	Syap.g_00009
OG0000826	Prbb.g_01714	Syap.g_00010
OG0000827	Prbb.g_01715	Syap.g_00011
OG0000828	Prbb.g_01718	Syap.g_00014
OG0000829	Prbb.g_01719	Syap.g_00015
OG0000830	Prbb.g_01720	Syap.g_00016
OG0000831	Prbb.g_01722	Syap.g_00019
OG0000832	Prbb.g_01732	Syap.g_00752
OG0000833	Prbb.g_01740	Syap.g_00021
OG0000834	Prbb.g_01741	Syap.g_00023
OG0000835	Prbb.g_01742	Syap.g_00024
OG0000836	Prbb.g_01744	Syap.g_00026
OG0000837	Prbb.g_01745	Syap.g_00027
OG0000838	Prbb.g_01747	Syap.g_00031
OG0000839	Prbb.g_01748	Syap.g_00032
OG0000840	Prbb.g_01749	Syap.g_00033
OG0000841	Prbb.g_01750	Syap.g_00034
OG0000842	Prbb.g_01751	Syap.g_00035
OG0000843	Prbb.g_01752	Syap.g_00036
OG0000844	Prbb.g_01753	Syap.g_00039
OG0000845	Prbb.g_01754	Syap.g_00040
OG0000846	Prbb.g_01755	Syap.g_00042
OG0000847	Prbb.g_01756	Syap.g_00043
OG0000848	Prbb.g_01757	Syap.g_00045
OG0000849	Prbb.g_01758	Syap.g_00046
OG0000850	Prbb.g_01760	Syap.g_00310
OG0000851	Prbb.g_01761	Syap.g_01214
OG0000852	Prbb.g_01762	Syap.g_01215
OG0000853	Prbb.g_01767	Syap.g_01219
OG0000854	Prbb.g_01769	Syap.g_01222
OG0000855	Prbb.g_01770	Syap.g_01223
OG0000856	Prbb.g_01659	Syap.g_01286
OG0000857	Prbb.g_00799	Syap.g_02722
OG0000858	Prbb.g_01817	Syap.g_00612
OG0000859	Prbb.g_01818	Syap.g_00613
OG0000860	Prbb.g_01825	Syap.g_00623
OG0000861	Prbb.g_01826	Syap.g_02789
OG0000862	Prbb.g_01827	Syap.g_01789
OG0000863	Prbb.g_01828	Syap.g_01784
OG0000864	Prbb.g_01829	Syap.g_01783
OG0000865	Prbb.g_01830	Syap.g_01781, Syap.g_01782
OG0000866	Prbb.g_01831	Syap.g_01780
OG0000867	Prbb.g_01832	Syap.g_01779
OG0000868	Prbb.g_01833	Syap.g_01775
OG0000869	Prbb.g_01836	Syap.g_01770
OG0000870	Prbb.g_01841	Syap.g_01401
OG0000871	Prbb.g_01842	Syap.g_01400
OG0000872	Prbb.g_01843	Syap.g_01394
OG0000873	Prbb.g_01846	Syap.g_01390
OG0000874	Prbb.g_01849	Syap.g_01388
OG0000875	Prbb.g_01851	Syap.g_01386
OG0000876	Prbb.g_01852	Syap.g_00822
OG0000877	Prbb.g_01854	Syap.g_01380
OG0000878	Prbb.g_01855	Syap.g_01378
OG0000879	Prbb.g_01856	Syap.g_01377
OG0000880	Prbb.g_01857	Syap.g_01376
OG0000882	Prbb.g_01865	Syap.g_01516
OG0000883	Prbb.g_01867	Syap.g_01511
OG0000884	Prbb.g_01869	Syap.g_01509
OG0000885	Prbb.g_01870	Syap.g_01508
OG0000886	Prbb.g_01871	Syap.g_01507
OG0000887	Prbb.g_01872	Syap.g_01506
OG0000888	Prbb.g_01874	Syap.g_01504
OG0000889	Prbb.g_01876	Syap.g_01502
OG0000890	Prbb.g_01877	Syap.g_01499
OG0000891	Prbb.g_01878	Syap.g_01498
OG0000892	Prbb.g_01880	Syap.g_02671
OG0000893	Prbb.g_01922	Syap.g_02497
OG0000894	Prbb.g_01925	Syap.g_02679
OG0000895	Prbb.g_01928	Syap.g_00546
OG0000896	Prbb.g_01929	Syap.g_00545
OG0000897	Prbb.g_01931	Syap.g_00543
OG0000898	Prbb.g_01932	Syap.g_00542
OG0000899	Prbb.g_01933	Syap.g_00541
OG0000900	Prbb.g_01934	Syap.g_00540
OG0000901	Prbb.g_01937	Syap.g_01930
OG0000902	Prbb.g_01939	Syap.g_01929
OG0000903	Prbb.g_01948	Syap.g_01916
OG0000904	Prbb.g_01943	Syap.g_01922
OG0000905	Prbb.g_01941	Syap.g_01925
OG0000906	Prbb.g_01940	Syap.g_01927
OG0000907	Prbb.g_01958	Syap.g_01914
OG0000908	Prbb.g_01961	Syap.g_01235
OG0000909	Prbb.g_01962	Syap.g_01236
OG0000910	Prbb.g_01963	Syap.g_01237
OG0000911	Prbb.g_01965	Syap.g_00511
OG0000912	Prbb.g_01966	Syap.g_00510
OG0000913	Prbb.g_01967	Syap.g_00509
OG0000914	Prbb.g_01968	Syap.g_00508
OG0000915	Prbb.g_01969	Syap.g_00506
OG0000916	Prbb.g_01970	Syap.g_00505
OG0000917	Prbb.g_01971	Syap.g_00504
OG0000918	Prbb.g_01972	Syap.g_00503
OG0000919	Prbb.g_01973	Syap.g_00502
OG0000920	Prbb.g_01974	Syap.g_00501
OG0000921	Prbb.g_01975	Syap.g_00500
OG0000922	Prbb.g_01976	Syap.g_00499
OG0000923	Prbb.g_01980	Syap.g_00495
OG0000924	Prbb.g_01981	Syap.g_00494
OG0000925	Prbb.g_01982	Syap.g_00493
OG0000926	Prbb.g_01983	Syap.g_00492
OG0000927	Prbb.g_01985	Syap.g_00490
OG0000928	Prbb.g_01986	Syap.g_00489
OG0000929	Prbb.g_01987	Syap.g_00488
OG0000930	Prbb.g_01988	Syap.g_00487
OG0000931	Prbb.g_01989	Syap.g_00486
OG0000932	Prbb.g_01990	Syap.g_00485
OG0000933	Prbb.g_01994	Syap.g_00479
OG0000934	Prbb.g_01996	Syap.g_00477
OG0000935	Prbb.g_01997	Syap.g_00476
OG0000936	Prbb.g_01998	Syap.g_00475
OG0000937	Prbb.g_01999	Syap.g_00474
OG0000938	Prbb.g_02002	Syap.g_00471
OG0000939	Prbb.g_02003	Syap.g_00469
OG0000940	Prbb.g_02010	Syap.g_00460
OG0000941	Prbb.g_02012	Syap.g_00458
OG0000942	Prbb.g_02014	Syap.g_00606
OG0000943	Prbb.g_02015	Syap.g_00604
OG0000944	Prbb.g_02017	Syap.g_00602
OG0000945	Prbb.g_02018	Syap.g_00601
OG0000946	Prbb.g_02024	Syap.g_00595
OG0000947	Prbb.g_02026	Syap.g_00591
OG0000948	Prbb.g_02027	Syap.g_00590
OG0000949	Prbb.g_02030	Syap.g_01051
OG0000950	Prbb.g_02035	Syap.g_01061
OG0000951	Prbb.g_02039	Syap.g_01070
OG0000952	Prbb.g_02043	Syap.g_01074
OG0000953	Prbb.g_02047	Syap.g_01078
OG0000954	Prbb.g_02051	Syap.g_01089
OG0000955	Prbb.g_02052	Syap.g_01090
OG0000956	Prbb.g_02054	Syap.g_01092
OG0000957	Prbb.g_02059	Syap.g_01109
OG0000958	Prbb.g_02060	Syap.g_01110
OG0000959	Prbb.g_02064	Syap.g_01114
OG0000960	Prbb.g_02065	Syap.g_01115
OG0000961	Prbb.g_02068	Syap.g_02170
OG0000962	Prbb.g_02070	Syap.g_01121
OG0000963	Prbb.g_02075	Syap.g_01124
OG0000964	Prbb.g_02076	Syap.g_01125
OG0000965	Prbb.g_02077	Syap.g_01126
OG0000966	Prbb.g_02099	Syap.g_01141
OG0000967	Prbb.g_02103	Syap.g_00633
OG0000968	Prbb.g_02105	Syap.g_00998
OG0000969	Prbb.g_02106	Syap.g_00996
OG0000970	Prbb.g_02107	Syap.g_00995
OG0000971	Prbb.g_02108	Syap.g_00993
OG0000972	Prbb.g_02109	Syap.g_00992
OG0000973	Prbb.g_02110	Syap.g_00991
OG0000974	Prbb.g_02111	Syap.g_00990
OG0000975	Prbb.g_02112	Syap.g_00989
OG0000976	Prbb.g_02113	Syap.g_00988
OG0000977	Prbb.g_02114	Syap.g_00986
OG0000978	Prbb.g_02115	Syap.g_00985
OG0000979	Prbb.g_02118	Syap.g_00980
OG0000980	Prbb.g_02120	Syap.g_00977
OG0000981	Prbb.g_02123	Syap.g_01812
OG0000982	Prbb.g_02125	Syap.g_00132
OG0000983	Prbb.g_02126	Syap.g_00134
OG0000984	Prbb.g_02127	Syap.g_00135
OG0000985	Prbb.g_02130	Syap.g_00140
OG0000986	Prbb.g_02132	Syap.g_01044
OG0000987	Prbb.g_02133	Syap.g_01033
OG0000988	Prbb.g_02136	Syap.g_01027
OG0000989	Prbb.g_02140	Syap.g_01011
OG0000990	Prbb.g_02145	Syap.g_02087
OG0000991	Prbb.g_02146	Syap.g_02091
OG0000992	Prbb.g_02149	Syap.g_02095
OG0000993	Prbb.g_02150	Syap.g_02097
OG0000994	Prbb.g_02151	Syap.g_02101
OG0000996	Prbb.g_02156	Syap.g_01817
OG0000997	Prbb.g_02164	Syap.g_02590
OG0000998	Prbb.g_02166	Syap.g_02591
OG0000999	Prbb.g_02167	Syap.g_02592
OG0001001	Prbb.g_02173	Syap.g_02605
OG0001002	Prbb.g_02178	Syap.g_00124
OG0001003	Prbb.g_02180	Syap.g_02310
OG0001004	Prbb.g_02181	Syap.g_02311
OG0001005	Prbb.g_02182	Syap.g_02312
OG0001006	Prbb.g_02187	Syap.g_00053
OG0001007	Prbb.g_02189	Syap.g_00055
OG0001008	Prbb.g_00442	Syap.g_02060
OG0001012	Prbb.g_00058	Syap.g_00371
OG0001013	Prbb.g_00063	Syap.g_01325
OG0001016	Prbb.g_00128	Syap.g_01695
OG0001033	Prbb.g_00264	Syap.g_00105
OG0001035	Prbb.g_00310	Syap.g_01594
OG0001038	Prbb.g_00331	Syap.g_01362
OG0001040	Prbb.g_00335	Syap.g_01356
OG0001041	Prbb.g_00339	Syap.g_01352
OG0001043	Prbb.g_00356	Syap.g_01676
OG0001044	Prbb.g_00393	Syap.g_00571
OG0001053	Prbb.g_00488	Syap.g_02253
OG0001054	Prbb.g_00502	Syap.g_00274
OG0001055	Prbb.g_00521	Syap.g_00252
OG0001059	Prbb.g_00557	Syap.g_00306
OG0001060	Prbb.g_00564	Syap.g_00299
OG0001061	Prbb.g_00577	Syap.g_01309
OG0001062	Prbb.g_00579	Syap.g_01314
OG0001072	Prbb.g_00590	Syap.g_00441
OG0001073	Prbb.g_00604	Syap.g_00122, Syap.g_00455
OG0001078	Prbb.g_00637	Syap.g_00896
OG0001080	Prbb.g_00654	Syap.g_02505
OG0001085	Prbb.g_00674	Syap.g_01953
OG0001094	Prbb.g_00777	Syap.g_00187
OG0001095	Prbb.g_00796	Syap.g_02725
OG0001096	Prbb.g_00811	Syap.g_02709
OG0001100	Prbb.g_00924	Syap.g_02369
OG0001102	Prbb.g_00929	Syap.g_01258
OG0001103	Prbb.g_00931	Syap.g_01256
OG0001104	Prbb.g_00763	Syap.g_00171
OG0001105	Prbb.g_00767	Syap.g_00175
OG0001107	Prbb.g_00989	Syap.g_02015
OG0001108	Prbb.g_00993	Syap.g_00119
OG0001122	Prbb.g_01038	Syap.g_02766
OG0001123	Prbb.g_01043	Syap.g_01872
OG0001133	Prbb.g_01085	Syap.g_01292
OG0001136	Prbb.g_01520	Syap.g_00230
OG0001137	Prbb.g_01507	Syap.g_00213
OG0001140	Prbb.g_01483	Syap.g_02134
OG0001152	Prbb.g_01655	Syap.g_02447
OG0001154	Prbb.g_01717	Syap.g_00013
OG0001155	Prbb.g_01733	Syap.g_00750
OG0001160	Prbb.g_01765	Syap.g_01217
OG0001162	Prbb.g_01778	Syap.g_02366
OG0001163	Prbb.g_01815	Syap.g_00609
OG0001164	Prbb.g_01819	Syap.g_00614
OG0001165	Prbb.g_01822	Syap.g_00619
OG0001168	Prbb.g_01859	Syap.g_01372
OG0001171	Prbb.g_01873	Syap.g_01505
OG0001172	Prbb.g_01926	Syap.g_00547
OG0001177	Prbb.g_01945	Syap.g_01920
OG0001178	Prbb.g_01279	Syap.g_01786, Syap.g_01787
OG0001179	Prbb.g_01984	Syap.g_00491
OG0001180	Prbb.g_02007	Syap.g_00097, Syap.g_00465
OG0001181	Prbb.g_02011	Syap.g_00459
OG0001183	Prbb.g_02025	Syap.g_00594
OG0001185	Prbb.g_02056	Syap.g_01104
OG0001186	Prbb.g_02097	Syap.g_01140
OG0001187	Prbb.g_02100	Syap.g_01142
OG0001188	Prbb.g_02102	Syap.g_00634
OG0001189	Prbb.g_02119	Syap.g_00979
OG0001191	Prbb.g_02134	Syap.g_01030
OG0001192	Prbb.g_02139	Syap.g_01021
OG0001197	Prbb.g_02177	Syap.g_00126
OG0001198	Prbb.g_02186	Syap.g_00052
OG0001199	Prbb.g_00129	Syap.g_01696
OG0001200	Prbb.g_00131	Syap.g_01698
OG0001202	Prbb.g_00256	Syap.g_01613
OG0001203	Prbb.g_00295	Syap.g_01154
OG0001204	Prbb.g_00301	Syap.g_01577
OG0001214	Prbb.g_00638	Syap.g_00897
OG0001217	Prbb.g_00108	Syap.g_01464
OG0001218	Prbb.g_00754	Syap.g_00020
OG0001219	Prbb.g_00960	Syap.g_02794
OG0001221	Prbb.g_00944	Syap.g_01777
OG0001222	Prbb.g_00893	Syap.g_02027
OG0001224	Prbb.g_01066	Syap.g_01551
OG0001225	Prbb.g_01068	Syap.g_01553
OG0001228	Prbb.g_01465	Syap.g_01063
OG0001229	Prbb.g_01201	Syap.g_00827
OG0001230	Prbb.g_01678	Syap.g_02116
OG0001231	Prbb.g_00758	Syap.g_00073
OG0001232	Prbb.g_01844	Syap.g_01393
OG0001235	Prbb.g_01942	Syap.g_01924
OG0001236	Prbb.g_02038	Syap.g_01069
OG0001237	Prbb.g_02042	Syap.g_01073
OG0001238	Prbb.g_02135	Syap.g_01028
OG0001239	Prbb.g_00126	Syap.g_01693, Syap.g_01692
OG0001242	Prbb.g_00176	Syap.g_02227, Syap.g_02229
OG0001243	Prbb.g_00183	Syap.g_02219
OG0001244	Prbb.g_00199	Syap.g_02192
OG0001246	Prbb.g_00508	Syap.g_01165, Syap.g_00267
OG0001248	Prbb.g_00691	Syap.g_00423
OG0001249	Prbb.g_00389	Syap.g_00575
OG0001251	Prbb.g_01913	Syap.g_01549, Syap.g_01727
OG0001253	Prbb.g_01783	Syap.g_01969
OG0001255	Prbb.g_01534	Syap.g_02523
OG0001256	Prbb.g_01774	Syap.g_01225
OG0001257	Prbb.g_01779	Syap.g_00374, Syap.g_00373, Syap.g_01821
OG0001258	Prbb.g_01820	Syap.g_00617
OG0001260	Prbb.g_01879	Syap.g_01497
OG0001261	Prbb.g_01992	Syap.g_00482
OG0001262	Prbb.g_02117	Syap.g_00981
OG0001263	Prbb.g_00186	Syap.g_02216
OG0001277	Prbb.g_02163	Syap.g_01293
OG0001279	Prbb.g_01196	Syap.g_02663
OG0001282	Prbb.g_01640	Syap.g_01701
OG0001284	Prbb.g_01759	Syap.g_00047
OG0001286	Prbb.g_02005	Syap.g_00467
OG0001287	Prbb.g_02063	Syap.g_00418
OG0001288	Prbb.g_02074	Syap.g_01123
OG0001289	Prbb.g_00142	Syap.g_02365
OG0001297	Prbb.g_00518	Syap.g_00255
OG0001299	Prbb.g_00669	Syap.g_01959
OG0001303	Prbb.g_01388	Syap.g_02795
OG0001304	Prbb.g_01052	Syap.g_00536
OG0001305	Prbb.g_00888	Syap.g_01562
OG0001306	Prbb.g_01532	Syap.g_00245
