Orthogroup	Prbb	Syan
OG0000547	Prbb.g_00519	Syan.g_02723
OG0000548	Prbb.g_00520	Syan.g_02722
OG0000549	Prbb.g_00523	Syan.g_01194
OG0000550	Prbb.g_00527	Syan.g_01189
OG0000551	Prbb.g_00530	Syan.g_01184
OG0000552	Prbb.g_00531	Syan.g_01183
OG0000553	Prbb.g_00532	Syan.g_01179
OG0000554	Prbb.g_00537	Syan.g_01165
OG0000555	Prbb.g_00545	Syan.g_00839
OG0000556	Prbb.g_00547	Syan.g_00842
OG0000557	Prbb.g_00548	Syan.g_00847
OG0000558	Prbb.g_00551	Syan.g_00849
OG0000559	Prbb.g_00555	Syan.g_00853
OG0000560	Prbb.g_00558	Syan.g_00856
OG0000561	Prbb.g_00559	Syan.g_00857
OG0000562	Prbb.g_00560	Syan.g_00858
OG0000563	Prbb.g_00561	Syan.g_00859
OG0000564	Prbb.g_00562	Syan.g_00860
OG0000565	Prbb.g_00565	Syan.g_00864
OG0000566	Prbb.g_00567	Syan.g_00868
OG0000567	Prbb.g_00571	Syan.g_00872
OG0000568	Prbb.g_00572	Syan.g_00874
OG0000569	Prbb.g_00573	Syan.g_00875
OG0000570	Prbb.g_00574	Syan.g_00876
OG0000571	Prbb.g_00576	Syan.g_00879
OG0000572	Prbb.g_00587	Syan.g_00954
OG0000573	Prbb.g_00592	Syan.g_00963
OG0000574	Prbb.g_00594	Syan.g_00965
OG0000575	Prbb.g_00597	Syan.g_01003
OG0000576	Prbb.g_00599	Syan.g_01007
OG0000577	Prbb.g_00600	Syan.g_01008
OG0000578	Prbb.g_00601	Syan.g_01009
OG0000579	Prbb.g_00602	Syan.g_01010
OG0000580	Prbb.g_00603	Syan.g_01011
OG0000581	Prbb.g_00606	Syan.g_01018
OG0000582	Prbb.g_00609	Syan.g_01030
OG0000583	Prbb.g_00610	Syan.g_01029
OG0000584	Prbb.g_00611	Syan.g_01028
OG0000585	Prbb.g_00613	Syan.g_01024
OG0000586	Prbb.g_00614	Syan.g_01022
OG0000587	Prbb.g_00615	Syan.g_01020
OG0000588	Prbb.g_00619	Syan.g_00215
OG0000589	Prbb.g_00622	Syan.g_00016
OG0000590	Prbb.g_00623	Syan.g_00015
OG0000591	Prbb.g_00626	Syan.g_00003
OG0000592	Prbb.g_00627	Syan.g_00002
OG0000593	Prbb.g_00633	Syan.g_00820
OG0000594	Prbb.g_00634	Syan.g_00819
OG0000595	Prbb.g_00635	Syan.g_00818
OG0000596	Prbb.g_00639	Syan.g_00813
OG0000597	Prbb.g_00641	Syan.g_00810
OG0000598	Prbb.g_00642	Syan.g_00809
OG0000599	Prbb.g_00645	Syan.g_00802
OG0000600	Prbb.g_00646	Syan.g_00801
OG0000601	Prbb.g_00647	Syan.g_00800
OG0000602	Prbb.g_00649	Syan.g_00796
OG0000603	Prbb.g_00650	Syan.g_00795
OG0000604	Prbb.g_00651	Syan.g_00792
OG0000605	Prbb.g_00652	Syan.g_00783
OG0000606	Prbb.g_00655	Syan.g_00780
OG0000607	Prbb.g_00658	Syan.g_00777
OG0000608	Prbb.g_00659	Syan.g_00776
OG0000609	Prbb.g_00660	Syan.g_00774
OG0000610	Prbb.g_00667	Syan.g_00766
OG0000611	Prbb.g_00670	Syan.g_00763
OG0000612	Prbb.g_00671	Syan.g_00762
OG0000613	Prbb.g_00677	Syan.g_01965
OG0000614	Prbb.g_00700	Syan.g_00184
OG0000615	Prbb.g_00708	Syan.g_00728
OG0000616	Prbb.g_02176	Syan.g_01694
OG0000617	Prbb.g_00719	Syan.g_00324
OG0000618	Prbb.g_00720	Syan.g_00325
OG0000619	Prbb.g_00721	Syan.g_00326
OG0000620	Prbb.g_00724	Syan.g_00331
OG0000621	Prbb.g_00725	Syan.g_00332
OG0000622	Prbb.g_00726	Syan.g_00334
OG0000623	Prbb.g_00727	Syan.g_00335
OG0000624	Prbb.g_00729	Syan.g_00337
OG0000625	Prbb.g_00730	Syan.g_00338
OG0000626	Prbb.g_00731	Syan.g_00339
OG0000627	Prbb.g_00733	Syan.g_00465
OG0000628	Prbb.g_00734	Syan.g_00466
OG0000629	Prbb.g_00735	Syan.g_00469
OG0000630	Prbb.g_00738	Syan.g_00474
OG0000631	Prbb.g_00962	Syan.g_00484
OG0000632	Prbb.g_00963	Syan.g_00485
OG0000633	Prbb.g_00964	Syan.g_00489
OG0000634	Prbb.g_00779	Syan.g_00694
OG0000635	Prbb.g_00780	Syan.g_00693
OG0000636	Prbb.g_00782	Syan.g_00691
OG0000637	Prbb.g_00784	Syan.g_00689
OG0000638	Prbb.g_00785	Syan.g_00688
OG0000639	Prbb.g_00786	Syan.g_00687
OG0000640	Prbb.g_00787	Syan.g_00686
OG0000641	Prbb.g_00791	Syan.g_00682
OG0000642	Prbb.g_00792	Syan.g_00681
OG0000643	Prbb.g_00793	Syan.g_00679
OG0000644	Prbb.g_00794	Syan.g_00678
OG0000645	Prbb.g_00795	Syan.g_00676
OG0000646	Prbb.g_00798	Syan.g_00673
OG0000647	Prbb.g_00800	Syan.g_00671
OG0000648	Prbb.g_00802	Syan.g_00669
OG0000649	Prbb.g_00803	Syan.g_00668
OG0000650	Prbb.g_00804	Syan.g_00667
OG0000651	Prbb.g_00805	Syan.g_00666
OG0000652	Prbb.g_00806	Syan.g_00665
OG0000653	Prbb.g_00808	Syan.g_00663
OG0000654	Prbb.g_00809	Syan.g_00661
OG0000655	Prbb.g_00810	Syan.g_00660
OG0000656	Prbb.g_00813	Syan.g_00656
OG0000657	Prbb.g_00819	Syan.g_00375
OG0000658	Prbb.g_00821	Syan.g_00378
OG0000659	Prbb.g_00822	Syan.g_00379
OG0000660	Prbb.g_00827	Syan.g_00383
OG0000661	Prbb.g_00829	Syan.g_00385
OG0000662	Prbb.g_00831	Syan.g_00392
OG0000663	Prbb.g_00833	Syan.g_00395
OG0000664	Prbb.g_00834	Syan.g_00397
OG0000665	Prbb.g_00838	Syan.g_00788
OG0000666	Prbb.g_00839	Syan.g_02100
OG0000667	Prbb.g_00843	Syan.g_00044
OG0000668	Prbb.g_00914	Syan.g_00365
OG0000669	Prbb.g_00922	Syan.g_00751
OG0000670	Prbb.g_00925	Syan.g_00748
OG0000671	Prbb.g_00927	Syan.g_00746
OG0000672	Prbb.g_00930	Syan.g_00743
OG0000673	Prbb.g_00933	Syan.g_00740
OG0000674	Prbb.g_00935	Syan.g_00738
OG0000675	Prbb.g_00936	Syan.g_00737
OG0000676	Prbb.g_00938	Syan.g_00735
OG0000677	Prbb.g_00939	Syan.g_00734
OG0000678	Prbb.g_00942	Syan.g_00732
OG0000679	Prbb.g_00946	Syan.g_00724
OG0000680	Prbb.g_00947	Syan.g_00723
OG0000681	Prbb.g_00950	Syan.g_00720
OG0000682	Prbb.g_00951	Syan.g_00719
OG0000683	Prbb.g_00952	Syan.g_00718
OG0000684	Prbb.g_00762	Syan.g_00715
OG0000685	Prbb.g_00764	Syan.g_00713
OG0000686	Prbb.g_00765	Syan.g_00712
OG0000687	Prbb.g_00766	Syan.g_00711
OG0000688	Prbb.g_00769	Syan.g_00706
OG0000689	Prbb.g_00770	Syan.g_00704
OG0000690	Prbb.g_00771	Syan.g_00703
OG0000691	Prbb.g_00772	Syan.g_00702
OG0000692	Prbb.g_00774	Syan.g_00700
OG0000693	Prbb.g_00775	Syan.g_00698
OG0000694	Prbb.g_00776	Syan.g_00697
OG0000695	Prbb.g_00966	Syan.g_00492
OG0000696	Prbb.g_00967	Syan.g_00493
OG0000697	Prbb.g_00968	Syan.g_00495
OG0000698	Prbb.g_00971	Syan.g_00498
OG0000699	Prbb.g_00972	Syan.g_00500
OG0000700	Prbb.g_00973	Syan.g_00501
OG0000701	Prbb.g_00974	Syan.g_00502
OG0000702	Prbb.g_00976	Syan.g_00534
OG0000703	Prbb.g_00977	Syan.g_00546
OG0000704	Prbb.g_00978	Syan.g_00550
OG0000705	Prbb.g_00984	Syan.g_00557
OG0000706	Prbb.g_00985	Syan.g_00558
OG0000707	Prbb.g_00986	Syan.g_00559
OG0000708	Prbb.g_00988	Syan.g_00562
OG0000709	Prbb.g_00992	Syan.g_00570
OG0000710	Prbb.g_00995	Syan.g_00574
OG0000711	Prbb.g_01010	Syan.g_00607
OG0000712	Prbb.g_01012	Syan.g_00609
OG0000713	Prbb.g_01013	Syan.g_00610
OG0000714	Prbb.g_01014	Syan.g_00624
OG0000715	Prbb.g_01016	Syan.g_00626
OG0000716	Prbb.g_01017	Syan.g_00630
OG0000717	Prbb.g_01018	Syan.g_00631
OG0000718	Prbb.g_01036	Syan.g_00651
OG0000719	Prbb.g_01037	Syan.g_00367
OG0000720	Prbb.g_01048	Syan.g_00354
OG0000721	Prbb.g_01049	Syan.g_00352
OG0000722	Prbb.g_01050	Syan.g_00351
OG0000723	Prbb.g_01054	Syan.g_00341
OG0000724	Prbb.g_01065	Syan.g_00299
OG0000725	Prbb.g_00891	Syan.g_00194
OG0000726	Prbb.g_00890	Syan.g_00193
OG0000727	Prbb.g_00889	Syan.g_00192
OG0000728	Prbb.g_00887	Syan.g_00190
OG0000729	Prbb.g_02071	Syan.g_01885
OG0000730	Prbb.g_00392	Syan.g_02147
OG0000731	Prbb.g_00400	Syan.g_02135
OG0000732	Prbb.g_02121	Syan.g_01726
OG0000733	Prbb.g_01888	Syan.g_01147
OG0000734	Prbb.g_01533	Syan.g_02982
OG0000735	Prbb.g_01531	Syan.g_02713
OG0000736	Prbb.g_01530	Syan.g_02712
OG0000737	Prbb.g_01529	Syan.g_02711
OG0000738	Prbb.g_01525	Syan.g_02705
OG0000739	Prbb.g_01524	Syan.g_02704
OG0000740	Prbb.g_01523	Syan.g_02703
OG0000741	Prbb.g_01521	Syan.g_02700
OG0000742	Prbb.g_01518	Syan.g_02697
OG0000743	Prbb.g_01516	Syan.g_02694
OG0000744	Prbb.g_01515	Syan.g_02693
OG0000745	Prbb.g_01513	Syan.g_02690
OG0000746	Prbb.g_01511	Syan.g_02687
OG0000747	Prbb.g_01510	Syan.g_02685
OG0000748	Prbb.g_01506	Syan.g_02669
OG0000749	Prbb.g_01505	Syan.g_02668
OG0000750	Prbb.g_01504	Syan.g_02667
OG0000751	Prbb.g_01501	Syan.g_02661
OG0000752	Prbb.g_01499	Syan.g_02659
OG0000753	Prbb.g_01497	Syan.g_02656
OG0000754	Prbb.g_01493	Syan.g_02650
OG0000755	Prbb.g_01488	Syan.g_02641
OG0000756	Prbb.g_01487	Syan.g_02640
OG0000757	Prbb.g_01480	Syan.g_02623
OG0000758	Prbb.g_01479	Syan.g_02622
OG0000759	Prbb.g_01478	Syan.g_02621
OG0000760	Prbb.g_01477	Syan.g_02620
OG0000761	Prbb.g_01476	Syan.g_02619
OG0000762	Prbb.g_01475	Syan.g_02617
OG0000763	Prbb.g_01473	Syan.g_02615
OG0000764	Prbb.g_01472	Syan.g_02614
OG0000765	Prbb.g_01463	Syan.g_02587
OG0000766	Prbb.g_01462	Syan.g_02586
OG0000767	Prbb.g_01461	Syan.g_02584
OG0000768	Prbb.g_01460	Syan.g_02583
OG0000769	Prbb.g_01458	Syan.g_02581
OG0000770	Prbb.g_01457	Syan.g_02561
OG0000771	Prbb.g_01060	Syan.g_00305
OG0000772	Prbb.g_01291	Syan.g_00436
OG0000773	Prbb.g_01577	Syan.g_01199
OG0000774	Prbb.g_01580	Syan.g_01205
OG0000775	Prbb.g_01581	Syan.g_01207
OG0000776	Prbb.g_01582	Syan.g_01208
OG0000777	Prbb.g_01583	Syan.g_01209
OG0000778	Prbb.g_01584	Syan.g_01210
OG0000779	Prbb.g_01588	Syan.g_01215
OG0000780	Prbb.g_01589	Syan.g_01218
OG0000781	Prbb.g_01592	Syan.g_01222
OG0000782	Prbb.g_01593	Syan.g_01223
OG0000783	Prbb.g_01594	Syan.g_01224
OG0000784	Prbb.g_01595	Syan.g_01225
OG0000785	Prbb.g_01597	Syan.g_01228
OG0000786	Prbb.g_01600	Syan.g_01243
OG0000787	Prbb.g_01601	Syan.g_01244
OG0000788	Prbb.g_00746	Syan.g_00843
OG0000789	Prbb.g_01057	Syan.g_00075
OG0000790	Prbb.g_01644	Syan.g_02778
OG0000791	Prbb.g_01646	Syan.g_02780
OG0000792	Prbb.g_01647	Syan.g_02781
OG0000793	Prbb.g_01650	Syan.g_02879
OG0000794	Prbb.g_01651	Syan.g_02881
OG0000795	Prbb.g_01652	Syan.g_02882
OG0000796	Prbb.g_01656	Syan.g_02886
OG0000797	Prbb.g_01657	Syan.g_02888
OG0000799	Prbb.g_01668	Syan.g_01310
OG0000800	Prbb.g_01669	Syan.g_01308
OG0000801	Prbb.g_01670	Syan.g_01307
OG0000802	Prbb.g_01672	Syan.g_01303
OG0000803	Prbb.g_01674	Syan.g_01294
OG0000804	Prbb.g_01675	Syan.g_01291
OG0000805	Prbb.g_01677	Syan.g_01289
OG0000806	Prbb.g_01679	Syan.g_01287
OG0000807	Prbb.g_01680	Syan.g_01286
OG0000808	Prbb.g_01681	Syan.g_01285
OG0000809	Prbb.g_01684	Syan.g_01281
OG0000810	Prbb.g_01685	Syan.g_01280
OG0000811	Prbb.g_01689	Syan.g_01272
OG0000812	Prbb.g_01691	Syan.g_01270
OG0000813	Prbb.g_01692	Syan.g_01269
OG0000814	Prbb.g_01694	Syan.g_01267
OG0000815	Prbb.g_01695	Syan.g_01249
OG0000816	Prbb.g_01697	Syan.g_01247
OG0000817	Prbb.g_01698	Syan.g_01328
OG0000818	Prbb.g_01702	Syan.g_02807
OG0000819	Prbb.g_01703	Syan.g_02808
OG0000820	Prbb.g_01704	Syan.g_02809
OG0000821	Prbb.g_01707	Syan.g_02815
OG0000822	Prbb.g_01708	Syan.g_02817
OG0000823	Prbb.g_01709	Syan.g_02818
OG0000824	Prbb.g_01712	Syan.g_02824
OG0000825	Prbb.g_01713	Syan.g_02825
OG0000826	Prbb.g_01714	Syan.g_02826
OG0000827	Prbb.g_01715	Syan.g_02827
OG0000828	Prbb.g_01718	Syan.g_02830
OG0000829	Prbb.g_01719	Syan.g_02831
OG0000830	Prbb.g_01720	Syan.g_02832
OG0000831	Prbb.g_01722	Syan.g_02834
OG0000832	Prbb.g_01732	Syan.g_02408
OG0000833	Prbb.g_01740	Syan.g_01343
OG0000834	Prbb.g_01741	Syan.g_01345
OG0000835	Prbb.g_01742	Syan.g_01346
OG0000836	Prbb.g_01744	Syan.g_01349
OG0000837	Prbb.g_01745	Syan.g_01351
OG0000838	Prbb.g_01747	Syan.g_01355
OG0000839	Prbb.g_01748	Syan.g_01356
OG0000840	Prbb.g_01749	Syan.g_01357
OG0000841	Prbb.g_01750	Syan.g_01358
OG0000842	Prbb.g_01751	Syan.g_01359
OG0000843	Prbb.g_01752	Syan.g_01360
OG0000844	Prbb.g_01753	Syan.g_01362
OG0000845	Prbb.g_01754	Syan.g_01363
OG0000846	Prbb.g_01755	Syan.g_01364
OG0000847	Prbb.g_01756	Syan.g_01365
OG0000848	Prbb.g_01757	Syan.g_01367
OG0000849	Prbb.g_01758	Syan.g_01368
OG0000850	Prbb.g_01760	Syan.g_01371
OG0000851	Prbb.g_01761	Syan.g_01374
OG0000852	Prbb.g_01762	Syan.g_01375
OG0000853	Prbb.g_01767	Syan.g_01379
OG0000854	Prbb.g_01769	Syan.g_01381
OG0000855	Prbb.g_01770	Syan.g_01382
OG0000856	Prbb.g_01659	Syan.g_01136
OG0000857	Prbb.g_00799	Syan.g_00672
OG0000858	Prbb.g_01817	Syan.g_01389
OG0000859	Prbb.g_01818	Syan.g_01390
OG0000860	Prbb.g_01825	Syan.g_01402
OG0000861	Prbb.g_01826	Syan.g_01403
OG0000862	Prbb.g_01827	Syan.g_01412
OG0000863	Prbb.g_01828	Syan.g_01414
OG0000864	Prbb.g_01829	Syan.g_00969
OG0000865	Prbb.g_01830	Syan.g_01415
OG0000866	Prbb.g_01831	Syan.g_01416
OG0000867	Prbb.g_01832	Syan.g_01417
OG0000868	Prbb.g_01833	Syan.g_01421
OG0000869	Prbb.g_01836	Syan.g_01426
OG0000870	Prbb.g_01841	Syan.g_01431
OG0000871	Prbb.g_01842	Syan.g_01432
OG0000872	Prbb.g_01843	Syan.g_01438
OG0000873	Prbb.g_01846	Syan.g_01441
OG0000874	Prbb.g_01849	Syan.g_01443
OG0000875	Prbb.g_01851	Syan.g_01445
OG0000876	Prbb.g_01852	Syan.g_00391
OG0000877	Prbb.g_01854	Syan.g_01449
OG0000878	Prbb.g_01855	Syan.g_01450
OG0000879	Prbb.g_01856	Syan.g_01451
OG0000880	Prbb.g_01857	Syan.g_01452
OG0000881	Prbb.g_01860	Syan.g_01457
OG0000882	Prbb.g_01865	Syan.g_01462
OG0000883	Prbb.g_01867	Syan.g_01464
OG0000884	Prbb.g_01869	Syan.g_01466
OG0000885	Prbb.g_01870	Syan.g_01467
OG0000886	Prbb.g_01871	Syan.g_01468
OG0000887	Prbb.g_01872	Syan.g_01469
OG0000888	Prbb.g_01874	Syan.g_01471
OG0000889	Prbb.g_01876	Syan.g_01473
OG0000890	Prbb.g_01877	Syan.g_01476
OG0000891	Prbb.g_01878	Syan.g_01477
OG0000892	Prbb.g_01880	Syan.g_01480
OG0000893	Prbb.g_01922	Syan.g_02103
OG0000894	Prbb.g_01925	Syan.g_02108
OG0000895	Prbb.g_01928	Syan.g_02112
OG0000896	Prbb.g_01929	Syan.g_02113
OG0000897	Prbb.g_01931	Syan.g_02115
OG0000898	Prbb.g_01932	Syan.g_02116
OG0000899	Prbb.g_01933	Syan.g_02117
OG0000900	Prbb.g_01934	Syan.g_02118
OG0000901	Prbb.g_01937	Syan.g_02123
OG0000902	Prbb.g_01939	Syan.g_02125
OG0000903	Prbb.g_01948	Syan.g_02252
OG0000904	Prbb.g_01943	Syan.g_02258
OG0000905	Prbb.g_01941	Syan.g_02129
OG0000906	Prbb.g_01940	Syan.g_02127
OG0000907	Prbb.g_01958	Syan.g_02245
OG0000908	Prbb.g_01961	Syan.g_02242
OG0000909	Prbb.g_01962	Syan.g_02241
OG0000910	Prbb.g_01963	Syan.g_02240
OG0000911	Prbb.g_01965	Syan.g_02238
OG0000912	Prbb.g_01966	Syan.g_02237
OG0000913	Prbb.g_01967	Syan.g_02236
OG0000914	Prbb.g_01968	Syan.g_02235
OG0000915	Prbb.g_01969	Syan.g_02233
OG0000916	Prbb.g_01970	Syan.g_02232
OG0000917	Prbb.g_01971	Syan.g_02231
OG0000918	Prbb.g_01972	Syan.g_02230
OG0000919	Prbb.g_01973	Syan.g_02229
OG0000920	Prbb.g_01974	Syan.g_02228
OG0000921	Prbb.g_01975	Syan.g_02227
OG0000922	Prbb.g_01976	Syan.g_02226
OG0000923	Prbb.g_01980	Syan.g_02222
OG0000924	Prbb.g_01981	Syan.g_02221
OG0000925	Prbb.g_01982	Syan.g_02220
OG0000926	Prbb.g_01983	Syan.g_02219
OG0000927	Prbb.g_01985	Syan.g_02217
OG0000928	Prbb.g_01986	Syan.g_02216
OG0000929	Prbb.g_01987	Syan.g_02215
OG0000930	Prbb.g_01988	Syan.g_02214
OG0000931	Prbb.g_01989	Syan.g_02213
OG0000932	Prbb.g_01990	Syan.g_02212
OG0000933	Prbb.g_01994	Syan.g_02206
OG0000934	Prbb.g_01996	Syan.g_02204
OG0000935	Prbb.g_01997	Syan.g_02203
OG0000936	Prbb.g_01998	Syan.g_02202
OG0000937	Prbb.g_01999	Syan.g_02201
OG0000938	Prbb.g_02002	Syan.g_02198
OG0000939	Prbb.g_02003	Syan.g_02197
OG0000940	Prbb.g_02010	Syan.g_02188
OG0000941	Prbb.g_02012	Syan.g_02186
OG0000942	Prbb.g_02014	Syan.g_02184
OG0000943	Prbb.g_02015	Syan.g_02183
OG0000944	Prbb.g_02017	Syan.g_02181
OG0000945	Prbb.g_02018	Syan.g_02180
OG0000946	Prbb.g_02024	Syan.g_02167
OG0000947	Prbb.g_02026	Syan.g_02164
OG0000948	Prbb.g_02027	Syan.g_02163
OG0000949	Prbb.g_02030	Syan.g_01951
OG0000950	Prbb.g_02035	Syan.g_01940
OG0000951	Prbb.g_02039	Syan.g_01932
OG0000952	Prbb.g_02043	Syan.g_01927
OG0000953	Prbb.g_02047	Syan.g_01922
OG0000954	Prbb.g_02051	Syan.g_01916
OG0000955	Prbb.g_02052	Syan.g_01915
OG0000956	Prbb.g_02054	Syan.g_01913
OG0000957	Prbb.g_02059	Syan.g_01898
OG0000958	Prbb.g_02060	Syan.g_01897
OG0000959	Prbb.g_02064	Syan.g_01893
OG0000960	Prbb.g_02065	Syan.g_01892
OG0000961	Prbb.g_02068	Syan.g_03024
OG0000962	Prbb.g_02070	Syan.g_01887
OG0000963	Prbb.g_02075	Syan.g_01881
OG0000964	Prbb.g_02076	Syan.g_01880
OG0000965	Prbb.g_02077	Syan.g_01879
OG0000966	Prbb.g_02099	Syan.g_01812
OG0000967	Prbb.g_02103	Syan.g_01804
OG0000968	Prbb.g_02105	Syan.g_01706
OG0000969	Prbb.g_02106	Syan.g_01708
OG0000970	Prbb.g_02107	Syan.g_01709
OG0000971	Prbb.g_02108	Syan.g_01711
OG0000972	Prbb.g_02109	Syan.g_01712
OG0000973	Prbb.g_02110	Syan.g_01713
OG0000974	Prbb.g_02111	Syan.g_01714
OG0000975	Prbb.g_02112	Syan.g_01715
OG0000976	Prbb.g_02113	Syan.g_01716
OG0000977	Prbb.g_02114	Syan.g_01718
OG0000978	Prbb.g_02115	Syan.g_01719
OG0000979	Prbb.g_02118	Syan.g_01722
OG0000980	Prbb.g_02120	Syan.g_01725
OG0000981	Prbb.g_02123	Syan.g_01728
OG0000982	Prbb.g_02125	Syan.g_01566
OG0000983	Prbb.g_02126	Syan.g_01567
OG0000984	Prbb.g_02127	Syan.g_01568
OG0000985	Prbb.g_02130	Syan.g_01572
OG0000986	Prbb.g_02132	Syan.g_01574
OG0000987	Prbb.g_02133	Syan.g_01576
OG0000988	Prbb.g_02136	Syan.g_01581
OG0000989	Prbb.g_02140	Syan.g_01587
OG0000990	Prbb.g_02145	Syan.g_01615
OG0000991	Prbb.g_02146	Syan.g_01618
OG0000992	Prbb.g_02149	Syan.g_01622
OG0000993	Prbb.g_02150	Syan.g_01623
OG0000994	Prbb.g_02151	Syan.g_01625
OG0000995	Prbb.g_02155	Syan.g_01629
OG0000996	Prbb.g_02156	Syan.g_01653
OG0000997	Prbb.g_02164	Syan.g_01677
OG0000998	Prbb.g_02166	Syan.g_01679
OG0000999	Prbb.g_02167	Syan.g_01680
OG0001000	Prbb.g_02170	Syan.g_01684
OG0001001	Prbb.g_02173	Syan.g_01690
OG0001002	Prbb.g_02178	Syan.g_01697
OG0001003	Prbb.g_02180	Syan.g_01699
OG0001004	Prbb.g_02181	Syan.g_01700
OG0001005	Prbb.g_02182	Syan.g_01701
OG0001006	Prbb.g_02187	Syan.g_01794
OG0001007	Prbb.g_02189	Syan.g_01796
OG0001008	Prbb.g_00442	Syan.g_02397
OG0001009	Prbb.g_00028	Syan.g_01748
OG0001010	Prbb.g_00029	Syan.g_01747
OG0001011	Prbb.g_00030	Syan.g_01745
OG0001012	Prbb.g_00058	Syan.g_00281
OG0001013	Prbb.g_00063	Syan.g_01542
OG0001014	Prbb.g_00066	Syan.g_01535
OG0001015	Prbb.g_00067	Syan.g_01534
OG0001016	Prbb.g_00128	Syan.g_02912
OG0001017	Prbb.g_00132	Syan.g_02918
OG0001018	Prbb.g_00135	Syan.g_02920
OG0001019	Prbb.g_00144	Syan.g_02947
OG0001020	Prbb.g_00145	Syan.g_02951
OG0001021	Prbb.g_00146	Syan.g_02958
OG0001022	Prbb.g_00149	Syan.g_02964
OG0001023	Prbb.g_00150	Syan.g_02965
OG0001024	Prbb.g_00153	Syan.g_00968
OG0001025	Prbb.g_00160	Syan.g_02971
OG0001026	Prbb.g_00168	Syan.g_02984
OG0001027	Prbb.g_00169	Syan.g_02308
OG0001028	Prbb.g_00171	Syan.g_02305
OG0001029	Prbb.g_00173	Syan.g_02303
OG0001030	Prbb.g_00189	Syan.g_02281
OG0001031	Prbb.g_00243	Syan.g_03060
OG0001032	Prbb.g_00244	Syan.g_03063
OG0001033	Prbb.g_00264	Syan.g_00970
OG0001034	Prbb.g_00293	Syan.g_02425
OG0001035	Prbb.g_00310	Syan.g_02062
OG0001036	Prbb.g_00314	Syan.g_02056
OG0001037	Prbb.g_00315	Syan.g_02054
OG0001038	Prbb.g_00331	Syan.g_02025
OG0001040	Prbb.g_00335	Syan.g_02019
OG0001041	Prbb.g_00339	Syan.g_02015
OG0001042	Prbb.g_00355	Syan.g_01992
OG0001043	Prbb.g_00356	Syan.g_01988
OG0001044	Prbb.g_00393	Syan.g_02145
OG0001045	Prbb.g_00402	Syan.g_02132
OG0001046	Prbb.g_01124	Syan.g_00591
OG0001047	Prbb.g_00444	Syan.g_02399
OG0001048	Prbb.g_00445	Syan.g_02400
OG0001049	Prbb.g_00447	Syan.g_01340
OG0001050	Prbb.g_00448	Syan.g_01339
OG0001051	Prbb.g_00449	Syan.g_01338
OG0001052	Prbb.g_00475	Syan.g_02850
OG0001053	Prbb.g_00488	Syan.g_02761
OG0001054	Prbb.g_00502	Syan.g_02742
OG0001055	Prbb.g_00521	Syan.g_02721
OG0001056	Prbb.g_00539	Syan.g_01161
OG0001057	Prbb.g_00544	Syan.g_00832
OG0001058	Prbb.g_00553	Syan.g_00851
OG0001059	Prbb.g_00557	Syan.g_00855
OG0001060	Prbb.g_00564	Syan.g_00861
OG0001061	Prbb.g_00577	Syan.g_00880
OG0001063	Prbb.g_00580	Syan.g_00945
OG0001064	Prbb.g_00581	Syan.g_00946
OG0001065	Prbb.g_00582	Syan.g_00947
OG0001066	Prbb.g_00583	Syan.g_00948
OG0001067	Prbb.g_00584	Syan.g_00949
OG0001068	Prbb.g_00585	Syan.g_00950
OG0001069	Prbb.g_00586	Syan.g_00951
OG0001070	Prbb.g_00588	Syan.g_00955
OG0001071	Prbb.g_00589	Syan.g_00956
OG0001072	Prbb.g_00590	Syan.g_00960
OG0001073	Prbb.g_00604	Syan.g_01012
OG0001074	Prbb.g_00616	Syan.g_00202
OG0001075	Prbb.g_00617	Syan.g_00200
OG0001076	Prbb.g_00624	Syan.g_00012
OG0001077	Prbb.g_00629	Syan.g_01140
OG0001078	Prbb.g_00637	Syan.g_00815
OG0001079	Prbb.g_00648	Syan.g_00799
OG0001080	Prbb.g_00654	Syan.g_00781
OG0001081	Prbb.g_00656	Syan.g_00779
OG0001082	Prbb.g_00657	Syan.g_00778
OG0001083	Prbb.g_00662	Syan.g_00771
OG0001084	Prbb.g_00664	Syan.g_00770
OG0001086	Prbb.g_00675	Syan.g_00757
OG0001087	Prbb.g_00694	Syan.g_01159
OG0001088	Prbb.g_00695	Syan.g_02688
OG0001089	Prbb.g_00705	Syan.g_00185
OG0001090	Prbb.g_00714	Syan.g_00317
OG0001091	Prbb.g_00716	Syan.g_00320
OG0001092	Prbb.g_00717	Syan.g_00322
OG0001093	Prbb.g_00722	Syan.g_00328
OG0001094	Prbb.g_00777	Syan.g_00696
OG0001095	Prbb.g_00796	Syan.g_00675
OG0001096	Prbb.g_00811	Syan.g_00659
OG0001097	Prbb.g_00830	Syan.g_00386
OG0001099	Prbb.g_00917	Syan.g_02304
OG0001100	Prbb.g_00924	Syan.g_00749
OG0001101	Prbb.g_00926	Syan.g_00747
OG0001102	Prbb.g_00929	Syan.g_00744
OG0001103	Prbb.g_00931	Syan.g_00742
OG0001104	Prbb.g_00763	Syan.g_00714
OG0001106	Prbb.g_00979	Syan.g_00551
OG0001107	Prbb.g_00989	Syan.g_00563
OG0001108	Prbb.g_00993	Syan.g_00571
OG0001109	Prbb.g_00994	Syan.g_00573
OG0001110	Prbb.g_00996	Syan.g_00575
OG0001111	Prbb.g_00997	Syan.g_00577
