Orthogroup	Prbb	Syaj
OG0000532	Prbb.g_00491	Syaj.g_00080
OG0000533	Prbb.g_00492	Syaj.g_00081
OG0000534	Prbb.g_00493	Syaj.g_00082
OG0000535	Prbb.g_00494	Syaj.g_00083
OG0000536	Prbb.g_00495	Syaj.g_00084
OG0000537	Prbb.g_00496	Syaj.g_00085
OG0000538	Prbb.g_00504	Syaj.g_00096
OG0000539	Prbb.g_00505	Syaj.g_00097
OG0000540	Prbb.g_00506	Syaj.g_00098
OG0000541	Prbb.g_00507	Syaj.g_00099
OG0000542	Prbb.g_00509	Syaj.g_00102
OG0000543	Prbb.g_00511	Syaj.g_00104
OG0000544	Prbb.g_00512	Syaj.g_00105
OG0000545	Prbb.g_00514	Syaj.g_00107
OG0000546	Prbb.g_00517	Syaj.g_00109
OG0000547	Prbb.g_00519	Syaj.g_00111
OG0000548	Prbb.g_00520	Syaj.g_00112
OG0000549	Prbb.g_00523	Syaj.g_00118
OG0000550	Prbb.g_00527	Syaj.g_00123
OG0000551	Prbb.g_00530	Syaj.g_00128
OG0000552	Prbb.g_00531	Syaj.g_00129
OG0000553	Prbb.g_00532	Syaj.g_00133
OG0000554	Prbb.g_00537	Syaj.g_00145
OG0000555	Prbb.g_00545	Syaj.g_00163
OG0000556	Prbb.g_00547	Syaj.g_00167
OG0000557	Prbb.g_00548	Syaj.g_00178
OG0000558	Prbb.g_00551	Syaj.g_00181
OG0000559	Prbb.g_00555	Syaj.g_00185
OG0000560	Prbb.g_00558	Syaj.g_00188
OG0000561	Prbb.g_00559	Syaj.g_00189
OG0000562	Prbb.g_00560	Syaj.g_00190
OG0000563	Prbb.g_00561	Syaj.g_00191
OG0000564	Prbb.g_00562	Syaj.g_00192
OG0000565	Prbb.g_00565	Syaj.g_00195
OG0000566	Prbb.g_00567	Syaj.g_00199
OG0000567	Prbb.g_00571	Syaj.g_00203
OG0000568	Prbb.g_00572	Syaj.g_00207
OG0000569	Prbb.g_00573	Syaj.g_00208
OG0000570	Prbb.g_00574	Syaj.g_00209
OG0000571	Prbb.g_00576	Syaj.g_00213
OG0000572	Prbb.g_00587	Syaj.g_00230
OG0000573	Prbb.g_00592	Syaj.g_00238
OG0000574	Prbb.g_00594	Syaj.g_00242
OG0000575	Prbb.g_00597	Syaj.g_00247
OG0000576	Prbb.g_00599	Syaj.g_00249
OG0000577	Prbb.g_00600	Syaj.g_00250
OG0000578	Prbb.g_00601	Syaj.g_00251
OG0000579	Prbb.g_00602	Syaj.g_00252
OG0000580	Prbb.g_00603	Syaj.g_00253
OG0000581	Prbb.g_00606	Syaj.g_00261
OG0000582	Prbb.g_00609	Syaj.g_01338
OG0000583	Prbb.g_00610	Syaj.g_01337
OG0000584	Prbb.g_00611	Syaj.g_01336
OG0000585	Prbb.g_00613	Syaj.g_01334
OG0000586	Prbb.g_00614	Syaj.g_01333
OG0000587	Prbb.g_00615	Syaj.g_01331
OG0000588	Prbb.g_00619	Syaj.g_01313
OG0000589	Prbb.g_00622	Syaj.g_01308
OG0000590	Prbb.g_00623	Syaj.g_01307
OG0000591	Prbb.g_00626	Syaj.g_01299
OG0000592	Prbb.g_00627	Syaj.g_01298
OG0000593	Prbb.g_00633	Syaj.g_01287
OG0000594	Prbb.g_00634	Syaj.g_01286
OG0000595	Prbb.g_00635	Syaj.g_01285
OG0000596	Prbb.g_00639	Syaj.g_01280
OG0000597	Prbb.g_00641	Syaj.g_01277
OG0000598	Prbb.g_00642	Syaj.g_01276
OG0000599	Prbb.g_00645	Syaj.g_01273
OG0000600	Prbb.g_00646	Syaj.g_01272
OG0000601	Prbb.g_00647	Syaj.g_01271
OG0000602	Prbb.g_00649	Syaj.g_01266
OG0000603	Prbb.g_00650	Syaj.g_01265
OG0000604	Prbb.g_00651	Syaj.g_01262
OG0000605	Prbb.g_00652	Syaj.g_01153
OG0000606	Prbb.g_00655	Syaj.g_00698
OG0000607	Prbb.g_00658	Syaj.g_00702
OG0000608	Prbb.g_00659	Syaj.g_00703
OG0000609	Prbb.g_00660	Syaj.g_00705
OG0000610	Prbb.g_00667	Syaj.g_00714
OG0000611	Prbb.g_00670	Syaj.g_00717
OG0000612	Prbb.g_00671	Syaj.g_00718
OG0000613	Prbb.g_00677	Syaj.g_02500
OG0000614	Prbb.g_00700	Syaj.g_00480
OG0000615	Prbb.g_00708	Syaj.g_01065
OG0000616	Prbb.g_02176	Syaj.g_02245
OG0000617	Prbb.g_00719	Syaj.g_00952
OG0000618	Prbb.g_00720	Syaj.g_00951
OG0000619	Prbb.g_00721	Syaj.g_00950
OG0000620	Prbb.g_00724	Syaj.g_00945
OG0000621	Prbb.g_00725	Syaj.g_00944
OG0000622	Prbb.g_00726	Syaj.g_00943
OG0000623	Prbb.g_00727	Syaj.g_00942
OG0000624	Prbb.g_00729	Syaj.g_00940
OG0000625	Prbb.g_00730	Syaj.g_00939
OG0000626	Prbb.g_00731	Syaj.g_00938
OG0000627	Prbb.g_00733	Syaj.g_00765
OG0000628	Prbb.g_00734	Syaj.g_00766
OG0000629	Prbb.g_00735	Syaj.g_00769
OG0000630	Prbb.g_00738	Syaj.g_00773
OG0000631	Prbb.g_00962	Syaj.g_00786
OG0000632	Prbb.g_00963	Syaj.g_00787
OG0000633	Prbb.g_00964	Syaj.g_00789
OG0000634	Prbb.g_00779	Syaj.g_01030
OG0000635	Prbb.g_00780	Syaj.g_01029
OG0000636	Prbb.g_00782	Syaj.g_01024
OG0000637	Prbb.g_00784	Syaj.g_01022
OG0000638	Prbb.g_00785	Syaj.g_01021
OG0000639	Prbb.g_00786	Syaj.g_01020
OG0000640	Prbb.g_00787	Syaj.g_01019
OG0000641	Prbb.g_00791	Syaj.g_01015
OG0000642	Prbb.g_00792	Syaj.g_01014
OG0000643	Prbb.g_00793	Syaj.g_01012
OG0000644	Prbb.g_00794	Syaj.g_01011
OG0000645	Prbb.g_00795	Syaj.g_01009
OG0000646	Prbb.g_00798	Syaj.g_01006
OG0000647	Prbb.g_00800	Syaj.g_01004
OG0000648	Prbb.g_00802	Syaj.g_01001
OG0000649	Prbb.g_00803	Syaj.g_01000
OG0000650	Prbb.g_00804	Syaj.g_00999
OG0000651	Prbb.g_00805	Syaj.g_00998
OG0000652	Prbb.g_00806	Syaj.g_00997
OG0000653	Prbb.g_00808	Syaj.g_00991
OG0000654	Prbb.g_00809	Syaj.g_00990
OG0000655	Prbb.g_00810	Syaj.g_00989
OG0000656	Prbb.g_00813	Syaj.g_00986
OG0000657	Prbb.g_00819	Syaj.g_00382
OG0000658	Prbb.g_00821	Syaj.g_00379
OG0000659	Prbb.g_00822	Syaj.g_00378
OG0000660	Prbb.g_00827	Syaj.g_00374
OG0000661	Prbb.g_00829	Syaj.g_00372
OG0000662	Prbb.g_00831	Syaj.g_00370
OG0000663	Prbb.g_00833	Syaj.g_00367
OG0000664	Prbb.g_00834	Syaj.g_00358
OG0000665	Prbb.g_00838	Syaj.g_01243
OG0000666	Prbb.g_00839	Syaj.g_01154
OG0000667	Prbb.g_00843	Syaj.g_02661
OG0000668	Prbb.g_00914	Syaj.g_00816
OG0000669	Prbb.g_00922	Syaj.g_00730
OG0000670	Prbb.g_00925	Syaj.g_00733
OG0000671	Prbb.g_00927	Syaj.g_00735
OG0000672	Prbb.g_00930	Syaj.g_00739
OG0000673	Prbb.g_00933	Syaj.g_00742
OG0000674	Prbb.g_00935	Syaj.g_00744
OG0000675	Prbb.g_00936	Syaj.g_00757
OG0000676	Prbb.g_00938	Syaj.g_00759
OG0000677	Prbb.g_00939	Syaj.g_00760
OG0000678	Prbb.g_00942	Syaj.g_01075
OG0000679	Prbb.g_00946	Syaj.g_01061
OG0000680	Prbb.g_00947	Syaj.g_01060
OG0000681	Prbb.g_00950	Syaj.g_01057
OG0000682	Prbb.g_00951	Syaj.g_01056
OG0000683	Prbb.g_00952	Syaj.g_01055
OG0000684	Prbb.g_00762	Syaj.g_01051
OG0000685	Prbb.g_00764	Syaj.g_01049
OG0000686	Prbb.g_00765	Syaj.g_01048
OG0000687	Prbb.g_00766	Syaj.g_01047
OG0000688	Prbb.g_00769	Syaj.g_01041
OG0000689	Prbb.g_00770	Syaj.g_01039
OG0000690	Prbb.g_00771	Syaj.g_01038
OG0000691	Prbb.g_00772	Syaj.g_01037
OG0000692	Prbb.g_00774	Syaj.g_01036
OG0000693	Prbb.g_00775	Syaj.g_01034
OG0000694	Prbb.g_00776	Syaj.g_01033
OG0000695	Prbb.g_00966	Syaj.g_00791
OG0000696	Prbb.g_00967	Syaj.g_00792
OG0000697	Prbb.g_00968	Syaj.g_00932
OG0000698	Prbb.g_00971	Syaj.g_00929
OG0000699	Prbb.g_00972	Syaj.g_00928
OG0000700	Prbb.g_00973	Syaj.g_00927
OG0000701	Prbb.g_00974	Syaj.g_00926
OG0000702	Prbb.g_00976	Syaj.g_00916
OG0000703	Prbb.g_00977	Syaj.g_00915
OG0000704	Prbb.g_00978	Syaj.g_00913
OG0000705	Prbb.g_00984	Syaj.g_00906
OG0000706	Prbb.g_00985	Syaj.g_00905
OG0000707	Prbb.g_00986	Syaj.g_00904
OG0000708	Prbb.g_00988	Syaj.g_00901
OG0000709	Prbb.g_00992	Syaj.g_00872
OG0000710	Prbb.g_00995	Syaj.g_00867
OG0000711	Prbb.g_01010	Syaj.g_00839
OG0000712	Prbb.g_01012	Syaj.g_00837
OG0000713	Prbb.g_01013	Syaj.g_00836
OG0000714	Prbb.g_01014	Syaj.g_00834
OG0000715	Prbb.g_01016	Syaj.g_00832
OG0000716	Prbb.g_01017	Syaj.g_00825
OG0000717	Prbb.g_01018	Syaj.g_00824
OG0000718	Prbb.g_01036	Syaj.g_00820
OG0000719	Prbb.g_01037	Syaj.g_00818
OG0000720	Prbb.g_01048	Syaj.g_00805
OG0000721	Prbb.g_01049	Syaj.g_00803
OG0000722	Prbb.g_01050	Syaj.g_00802
OG0000723	Prbb.g_01054	Syaj.g_00934
OG0000724	Prbb.g_01065	Syaj.g_00421
OG0000725	Prbb.g_00891	Syaj.g_00430
OG0000726	Prbb.g_00890	Syaj.g_00431
OG0000727	Prbb.g_00889	Syaj.g_00432
OG0000728	Prbb.g_00887	Syaj.g_00434
OG0000729	Prbb.g_02071	Syaj.g_02397
OG0000730	Prbb.g_00392	Syaj.g_02802
OG0000731	Prbb.g_00400	Syaj.g_02814
OG0000732	Prbb.g_02121	Syaj.g_02315
OG0000733	Prbb.g_01888	Syaj.g_02151
OG0000734	Prbb.g_01533	Syaj.g_01895
OG0000735	Prbb.g_01531	Syaj.g_00286
OG0000736	Prbb.g_01530	Syaj.g_00287
OG0000737	Prbb.g_01529	Syaj.g_00288
OG0000738	Prbb.g_01525	Syaj.g_00293
OG0000739	Prbb.g_01524	Syaj.g_00295
OG0000740	Prbb.g_01523	Syaj.g_00296
OG0000741	Prbb.g_01521	Syaj.g_00299
OG0000742	Prbb.g_01518	Syaj.g_00301
OG0000743	Prbb.g_01516	Syaj.g_00303
OG0000744	Prbb.g_01515	Syaj.g_00304
OG0000745	Prbb.g_01513	Syaj.g_00306
OG0000746	Prbb.g_01511	Syaj.g_00308
OG0000747	Prbb.g_01510	Syaj.g_00309
OG0000748	Prbb.g_01506	Syaj.g_00319
OG0000749	Prbb.g_01505	Syaj.g_00322
OG0000750	Prbb.g_01504	Syaj.g_00323
OG0000751	Prbb.g_01501	Syaj.g_00331
OG0000752	Prbb.g_01499	Syaj.g_00333
OG0000753	Prbb.g_01497	Syaj.g_00336
OG0000754	Prbb.g_01493	Syaj.g_00643
OG0000755	Prbb.g_01488	Syaj.g_00631
OG0000756	Prbb.g_01487	Syaj.g_00625
OG0000757	Prbb.g_01480	Syaj.g_00614
OG0000758	Prbb.g_01479	Syaj.g_00613
OG0000759	Prbb.g_01478	Syaj.g_00612
OG0000760	Prbb.g_01477	Syaj.g_00611
OG0000761	Prbb.g_01476	Syaj.g_00609
OG0000762	Prbb.g_01475	Syaj.g_00603
OG0000763	Prbb.g_01473	Syaj.g_00597
OG0000764	Prbb.g_01472	Syaj.g_00596
OG0000765	Prbb.g_01463	Syaj.g_00577
OG0000766	Prbb.g_01462	Syaj.g_00576
OG0000767	Prbb.g_01461	Syaj.g_00574
OG0000768	Prbb.g_01460	Syaj.g_00573
OG0000769	Prbb.g_01458	Syaj.g_00571
OG0000770	Prbb.g_01457	Syaj.g_00567
OG0000771	Prbb.g_01060	Syaj.g_00415
OG0000772	Prbb.g_01291	Syaj.g_01208
OG0000773	Prbb.g_01577	Syaj.g_00280
OG0000774	Prbb.g_01580	Syaj.g_01502
OG0000775	Prbb.g_01581	Syaj.g_01504
OG0000776	Prbb.g_01582	Syaj.g_01505
OG0000777	Prbb.g_01583	Syaj.g_01506
OG0000778	Prbb.g_01584	Syaj.g_01507
OG0000779	Prbb.g_01588	Syaj.g_01513
OG0000780	Prbb.g_01589	Syaj.g_01517
OG0000781	Prbb.g_01592	Syaj.g_01521
OG0000782	Prbb.g_01593	Syaj.g_01522
OG0000783	Prbb.g_01594	Syaj.g_01524
OG0000784	Prbb.g_01595	Syaj.g_01525
OG0000785	Prbb.g_01597	Syaj.g_01526
OG0000786	Prbb.g_01600	Syaj.g_00265
OG0000787	Prbb.g_01601	Syaj.g_00264
OG0000788	Prbb.g_00746	Syaj.g_01270
OG0000789	Prbb.g_01057	Syaj.g_01121
OG0000790	Prbb.g_01644	Syaj.g_00054
OG0000791	Prbb.g_01646	Syaj.g_00053
OG0000792	Prbb.g_01647	Syaj.g_00052
OG0000793	Prbb.g_01650	Syaj.g_00047
OG0000794	Prbb.g_01651	Syaj.g_00046
OG0000795	Prbb.g_01652	Syaj.g_00045
OG0000796	Prbb.g_01656	Syaj.g_00039
OG0000797	Prbb.g_01657	Syaj.g_00038
OG0000799	Prbb.g_01668	Syaj.g_01352
OG0000800	Prbb.g_01669	Syaj.g_01354
OG0000801	Prbb.g_01670	Syaj.g_01355
OG0000802	Prbb.g_01672	Syaj.g_01359
OG0000803	Prbb.g_01674	Syaj.g_01363
OG0000804	Prbb.g_01675	Syaj.g_01366
OG0000805	Prbb.g_01677	Syaj.g_01369
OG0000806	Prbb.g_01679	Syaj.g_01370
OG0000807	Prbb.g_01680	Syaj.g_01372
OG0000808	Prbb.g_01681	Syaj.g_01373
OG0000809	Prbb.g_01684	Syaj.g_01376
OG0000810	Prbb.g_01685	Syaj.g_01377
OG0000811	Prbb.g_01689	Syaj.g_01385
OG0000812	Prbb.g_01691	Syaj.g_01387
OG0000813	Prbb.g_01692	Syaj.g_01388
OG0000814	Prbb.g_01694	Syaj.g_01390
OG0000815	Prbb.g_01695	Syaj.g_01391
OG0000816	Prbb.g_01697	Syaj.g_01392
OG0000817	Prbb.g_01698	Syaj.g_01393
OG0000818	Prbb.g_01702	Syaj.g_01399
OG0000819	Prbb.g_01703	Syaj.g_01400
OG0000820	Prbb.g_01704	Syaj.g_01401
OG0000821	Prbb.g_01707	Syaj.g_01412
OG0000822	Prbb.g_01708	Syaj.g_01414
OG0000823	Prbb.g_01709	Syaj.g_01415
OG0000824	Prbb.g_01712	Syaj.g_01421
OG0000825	Prbb.g_01713	Syaj.g_01422
OG0000826	Prbb.g_01714	Syaj.g_01423
OG0000827	Prbb.g_01715	Syaj.g_01424
OG0000828	Prbb.g_01718	Syaj.g_01427
OG0000829	Prbb.g_01719	Syaj.g_01428
OG0000830	Prbb.g_01720	Syaj.g_01429
OG0000831	Prbb.g_01722	Syaj.g_01431
OG0000832	Prbb.g_01732	Syaj.g_01635
OG0000833	Prbb.g_01740	Syaj.g_01647
OG0000834	Prbb.g_01741	Syaj.g_01649
OG0000835	Prbb.g_01742	Syaj.g_01650
OG0000836	Prbb.g_01744	Syaj.g_01654
OG0000837	Prbb.g_01745	Syaj.g_01661
OG0000838	Prbb.g_01747	Syaj.g_01665
OG0000839	Prbb.g_01748	Syaj.g_01666
OG0000840	Prbb.g_01749	Syaj.g_01667
OG0000841	Prbb.g_01750	Syaj.g_01668
OG0000842	Prbb.g_01751	Syaj.g_01669
OG0000843	Prbb.g_01752	Syaj.g_01670
OG0000844	Prbb.g_01753	Syaj.g_01680
OG0000845	Prbb.g_01754	Syaj.g_01681
OG0000846	Prbb.g_01755	Syaj.g_01682
OG0000847	Prbb.g_01756	Syaj.g_01683
OG0000848	Prbb.g_01757	Syaj.g_01685
OG0000849	Prbb.g_01758	Syaj.g_01686
OG0000850	Prbb.g_01760	Syaj.g_01689
OG0000851	Prbb.g_01761	Syaj.g_01694
OG0000852	Prbb.g_01762	Syaj.g_01695
OG0000853	Prbb.g_01767	Syaj.g_01699
OG0000854	Prbb.g_01769	Syaj.g_01701
OG0000855	Prbb.g_01770	Syaj.g_01702
OG0000856	Prbb.g_01659	Syaj.g_01296
OG0000857	Prbb.g_00799	Syaj.g_01005
OG0000858	Prbb.g_01817	Syaj.g_01708
OG0000859	Prbb.g_01818	Syaj.g_01709
OG0000860	Prbb.g_01825	Syaj.g_01723
OG0000861	Prbb.g_01826	Syaj.g_01724
OG0000862	Prbb.g_01827	Syaj.g_01725
OG0000863	Prbb.g_01828	Syaj.g_01728
OG0000864	Prbb.g_01829	Syaj.g_01729
OG0000865	Prbb.g_01830	Syaj.g_01730
OG0000866	Prbb.g_01831	Syaj.g_01731
OG0000867	Prbb.g_01832	Syaj.g_01732
OG0000868	Prbb.g_01833	Syaj.g_01734
OG0000869	Prbb.g_01836	Syaj.g_01742
OG0000870	Prbb.g_01841	Syaj.g_01747
OG0000871	Prbb.g_01842	Syaj.g_01748
OG0000872	Prbb.g_01843	Syaj.g_01756
OG0000873	Prbb.g_01846	Syaj.g_01759
OG0000874	Prbb.g_01849	Syaj.g_01754
OG0000875	Prbb.g_01851	Syaj.g_01762
OG0000876	Prbb.g_01852	Syaj.g_02084
OG0000877	Prbb.g_01854	Syaj.g_01586
OG0000878	Prbb.g_01855	Syaj.g_01587
OG0000879	Prbb.g_01856	Syaj.g_01588
OG0000880	Prbb.g_01857	Syaj.g_01589
OG0000881	Prbb.g_01860	Syaj.g_01595
OG0000882	Prbb.g_01865	Syaj.g_01599
OG0000883	Prbb.g_01867	Syaj.g_01601
OG0000884	Prbb.g_01869	Syaj.g_01603
OG0000885	Prbb.g_01870	Syaj.g_01604
OG0000886	Prbb.g_01871	Syaj.g_01605
OG0000887	Prbb.g_01872	Syaj.g_01606
OG0000888	Prbb.g_01874	Syaj.g_01608
OG0000889	Prbb.g_01876	Syaj.g_01610
OG0000890	Prbb.g_01877	Syaj.g_01615
OG0000891	Prbb.g_01878	Syaj.g_01616
OG0000892	Prbb.g_01880	Syaj.g_01620
OG0000893	Prbb.g_01922	Syaj.g_02636
OG0000894	Prbb.g_01925	Syaj.g_02639
OG0000895	Prbb.g_01928	Syaj.g_02643
OG0000896	Prbb.g_01929	Syaj.g_02644
OG0000897	Prbb.g_01931	Syaj.g_02646
OG0000898	Prbb.g_01932	Syaj.g_02647
OG0000899	Prbb.g_01933	Syaj.g_02648
OG0000900	Prbb.g_01934	Syaj.g_02649
OG0000901	Prbb.g_01937	Syaj.g_02654
OG0000902	Prbb.g_01939	Syaj.g_02656
OG0000903	Prbb.g_01948	Syaj.g_02689
OG0000904	Prbb.g_01943	Syaj.g_02684
OG0000905	Prbb.g_01941	Syaj.g_02678
OG0000906	Prbb.g_01940	Syaj.g_02676
OG0000907	Prbb.g_01958	Syaj.g_02692
OG0000908	Prbb.g_01961	Syaj.g_02695
OG0000909	Prbb.g_01962	Syaj.g_02696
OG0000910	Prbb.g_01963	Syaj.g_02697
OG0000911	Prbb.g_01965	Syaj.g_02699
OG0000912	Prbb.g_01966	Syaj.g_02700
OG0000913	Prbb.g_01967	Syaj.g_02701
OG0000914	Prbb.g_01968	Syaj.g_02702
OG0000915	Prbb.g_01969	Syaj.g_02704
OG0000916	Prbb.g_01970	Syaj.g_02705
OG0000917	Prbb.g_01971	Syaj.g_02706
OG0000918	Prbb.g_01972	Syaj.g_02707
OG0000919	Prbb.g_01973	Syaj.g_02708
OG0000920	Prbb.g_01974	Syaj.g_02709
OG0000921	Prbb.g_01975	Syaj.g_02710
OG0000922	Prbb.g_01976	Syaj.g_02711
OG0000923	Prbb.g_01980	Syaj.g_02715
OG0000924	Prbb.g_01981	Syaj.g_02716
OG0000925	Prbb.g_01982	Syaj.g_02717
OG0000926	Prbb.g_01983	Syaj.g_02718
OG0000927	Prbb.g_01985	Syaj.g_02720
OG0000928	Prbb.g_01986	Syaj.g_02721
OG0000929	Prbb.g_01987	Syaj.g_02722
OG0000930	Prbb.g_01988	Syaj.g_02723
OG0000931	Prbb.g_01989	Syaj.g_02724
OG0000932	Prbb.g_01990	Syaj.g_02725
OG0000933	Prbb.g_01994	Syaj.g_02731
OG0000934	Prbb.g_01996	Syaj.g_02733
OG0000935	Prbb.g_01997	Syaj.g_02734
OG0000936	Prbb.g_01998	Syaj.g_02735
OG0000937	Prbb.g_01999	Syaj.g_02736
OG0000938	Prbb.g_02002	Syaj.g_02739
OG0000939	Prbb.g_02003	Syaj.g_02740
OG0000940	Prbb.g_02010	Syaj.g_02747
OG0000941	Prbb.g_02012	Syaj.g_02749
OG0000942	Prbb.g_02014	Syaj.g_02751
OG0000943	Prbb.g_02015	Syaj.g_02752
OG0000944	Prbb.g_02017	Syaj.g_02754
OG0000945	Prbb.g_02018	Syaj.g_02756
OG0000946	Prbb.g_02024	Syaj.g_02761
OG0000947	Prbb.g_02026	Syaj.g_02764
OG0000948	Prbb.g_02027	Syaj.g_02765
OG0000949	Prbb.g_02030	Syaj.g_02474
OG0000950	Prbb.g_02035	Syaj.g_02459
OG0000951	Prbb.g_02039	Syaj.g_02452
OG0000952	Prbb.g_02043	Syaj.g_02446
OG0000953	Prbb.g_02047	Syaj.g_02442
OG0000954	Prbb.g_02051	Syaj.g_02435
OG0000955	Prbb.g_02052	Syaj.g_02434
OG0000956	Prbb.g_02054	Syaj.g_02432
OG0000957	Prbb.g_02059	Syaj.g_02419
OG0000958	Prbb.g_02060	Syaj.g_02418
OG0000959	Prbb.g_02064	Syaj.g_02413
OG0000960	Prbb.g_02065	Syaj.g_02412
OG0000961	Prbb.g_02068	Syaj.g_02402
OG0000962	Prbb.g_02070	Syaj.g_02398
OG0000963	Prbb.g_02075	Syaj.g_02393
OG0000964	Prbb.g_02076	Syaj.g_02392
OG0000965	Prbb.g_02077	Syaj.g_02391
OG0000966	Prbb.g_02099	Syaj.g_02370
OG0000967	Prbb.g_02103	Syaj.g_02334
OG0000968	Prbb.g_02105	Syaj.g_02363
OG0000969	Prbb.g_02106	Syaj.g_02338
OG0000970	Prbb.g_02107	Syaj.g_02337
OG0000971	Prbb.g_02108	Syaj.g_02331
OG0000972	Prbb.g_02109	Syaj.g_02330
OG0000973	Prbb.g_02110	Syaj.g_02329
OG0000974	Prbb.g_02111	Syaj.g_02328
OG0000975	Prbb.g_02112	Syaj.g_02327
OG0000976	Prbb.g_02113	Syaj.g_02326
OG0000977	Prbb.g_02114	Syaj.g_02324
OG0000978	Prbb.g_02115	Syaj.g_02322
OG0000979	Prbb.g_02118	Syaj.g_02319
OG0000980	Prbb.g_02120	Syaj.g_02316
OG0000981	Prbb.g_02123	Syaj.g_02313
OG0000982	Prbb.g_02125	Syaj.g_02112
OG0000983	Prbb.g_02126	Syaj.g_02113
OG0000984	Prbb.g_02127	Syaj.g_02114
OG0000985	Prbb.g_02130	Syaj.g_02116
OG0000986	Prbb.g_02132	Syaj.g_02123
OG0000987	Prbb.g_02133	Syaj.g_02125
OG0000988	Prbb.g_02136	Syaj.g_02131
OG0000989	Prbb.g_02140	Syaj.g_02142
OG0000990	Prbb.g_02145	Syaj.g_02165
OG0000991	Prbb.g_02146	Syaj.g_02168
OG0000992	Prbb.g_02149	Syaj.g_02171
OG0000993	Prbb.g_02150	Syaj.g_02173
OG0000994	Prbb.g_02151	Syaj.g_02177
OG0000995	Prbb.g_02155	Syaj.g_02182
OG0000996	Prbb.g_02156	Syaj.g_02221
OG0000997	Prbb.g_02164	Syaj.g_02228
OG0000998	Prbb.g_02166	Syaj.g_02230
OG0000999	Prbb.g_02167	Syaj.g_02231
OG0001000	Prbb.g_02170	Syaj.g_02236
OG0001001	Prbb.g_02173	Syaj.g_02241
OG0001002	Prbb.g_02178	Syaj.g_02248
OG0001003	Prbb.g_02180	Syaj.g_02250
OG0001004	Prbb.g_02181	Syaj.g_02251
OG0001005	Prbb.g_02182	Syaj.g_02252
OG0001006	Prbb.g_02187	Syaj.g_02260
OG0001007	Prbb.g_02189	Syaj.g_02262
OG0001008	Prbb.g_00442	Syaj.g_01554
OG0001009	Prbb.g_00028	Syaj.g_02294
OG0001010	Prbb.g_00029	Syaj.g_02295
OG0001011	Prbb.g_00030	Syaj.g_02296
OG0001012	Prbb.g_00058	Syaj.g_02108
OG0001014	Prbb.g_00066	Syaj.g_02083
OG0001015	Prbb.g_00067	Syaj.g_02082
OG0001016	Prbb.g_00128	Syaj.g_01824
OG0001017	Prbb.g_00132	Syaj.g_01830
OG0001018	Prbb.g_00135	Syaj.g_01832
OG0001019	Prbb.g_00144	Syaj.g_01849
OG0001020	Prbb.g_00145	Syaj.g_01862
OG0001021	Prbb.g_00146	Syaj.g_01867
OG0001022	Prbb.g_00149	Syaj.g_01872
OG0001023	Prbb.g_00150	Syaj.g_01873
OG0001024	Prbb.g_00153	Syaj.g_01877
OG0001025	Prbb.g_00160	Syaj.g_01884
OG0001026	Prbb.g_00168	Syaj.g_01897
OG0001027	Prbb.g_00169	Syaj.g_01903
OG0001028	Prbb.g_00171	Syaj.g_01905
OG0001029	Prbb.g_00173	Syaj.g_01907
OG0001030	Prbb.g_00189	Syaj.g_01933
OG0001031	Prbb.g_00243	Syaj.g_02012
OG0001032	Prbb.g_00244	Syaj.g_02015
OG0001033	Prbb.g_00264	Syaj.g_02044
OG0001034	Prbb.g_00293	Syaj.g_02875
OG0001035	Prbb.g_00310	Syaj.g_02603
OG0001036	Prbb.g_00314	Syaj.g_02599
OG0001037	Prbb.g_00315	Syaj.g_02597
OG0001038	Prbb.g_00331	Syaj.g_02567
OG0001040	Prbb.g_00335	Syaj.g_02561
OG0001041	Prbb.g_00339	Syaj.g_02556
OG0001042	Prbb.g_00355	Syaj.g_02527
OG0001043	Prbb.g_00356	Syaj.g_02523
OG0001044	Prbb.g_00393	Syaj.g_02804
OG0001045	Prbb.g_00402	Syaj.g_02817
OG0001046	Prbb.g_01124	Syaj.g_00851
OG0001047	Prbb.g_00444	Syaj.g_01552
OG0001048	Prbb.g_00445	Syaj.g_01551
OG0001049	Prbb.g_00447	Syaj.g_01548
OG0001050	Prbb.g_00448	Syaj.g_01547
OG0001051	Prbb.g_00449	Syaj.g_01546
OG0001052	Prbb.g_00475	Syaj.g_01448
OG0001053	Prbb.g_00488	Syaj.g_00075
OG0001054	Prbb.g_00502	Syaj.g_00092
OG0001055	Prbb.g_00521	Syaj.g_00113
OG0001056	Prbb.g_00539	Syaj.g_00149
OG0001057	Prbb.g_00544	Syaj.g_00160
OG0001058	Prbb.g_00553	Syaj.g_00183
OG0001059	Prbb.g_00557	Syaj.g_00187
OG0001060	Prbb.g_00564	Syaj.g_00193
OG0001061	Prbb.g_00577	Syaj.g_00214
OG0001062	Prbb.g_00579	Syaj.g_00216
OG0001063	Prbb.g_00580	Syaj.g_00222
OG0001064	Prbb.g_00581	Syaj.g_00223
OG0001065	Prbb.g_00582	Syaj.g_00224
OG0001066	Prbb.g_00583	Syaj.g_00225
OG0001067	Prbb.g_00584	Syaj.g_00226
OG0001068	Prbb.g_00585	Syaj.g_00227
OG0001069	Prbb.g_00586	Syaj.g_00228
OG0001070	Prbb.g_00588	Syaj.g_00231
OG0001071	Prbb.g_00589	Syaj.g_00232
