Orthogroup	Prbb	Syak
OG0000557	Prbb.g_00548	Syak.g_02663
OG0000558	Prbb.g_00551	Syak.g_02666
OG0000559	Prbb.g_00555	Syak.g_02670
OG0000560	Prbb.g_00558	Syak.g_02672
OG0000561	Prbb.g_00559	Syak.g_02673
OG0000562	Prbb.g_00560	Syak.g_02674
OG0000563	Prbb.g_00561	Syak.g_02675
OG0000564	Prbb.g_00562	Syak.g_02676
OG0000565	Prbb.g_00565	Syak.g_02679
OG0000566	Prbb.g_00567	Syak.g_02683
OG0000567	Prbb.g_00571	Syak.g_02687
OG0000568	Prbb.g_00572	Syak.g_02690
OG0000569	Prbb.g_00573	Syak.g_02691
OG0000570	Prbb.g_00574	Syak.g_02692
OG0000571	Prbb.g_00576	Syak.g_02696
OG0000572	Prbb.g_00587	Syak.g_02713
OG0000573	Prbb.g_00592	Syak.g_02723
OG0000574	Prbb.g_00594	Syak.g_02724
OG0000575	Prbb.g_00597	Syak.g_02729
OG0000576	Prbb.g_00599	Syak.g_02731
OG0000577	Prbb.g_00600	Syak.g_02732
OG0000578	Prbb.g_00601	Syak.g_02733
OG0000579	Prbb.g_00602	Syak.g_02734
OG0000580	Prbb.g_00603	Syak.g_02735
OG0000581	Prbb.g_00606	Syak.g_02742
OG0000582	Prbb.g_00609	Syak.g_02748
OG0000583	Prbb.g_00610	Syak.g_02749
OG0000584	Prbb.g_00611	Syak.g_02750
OG0000585	Prbb.g_00613	Syak.g_02753
OG0000586	Prbb.g_00614	Syak.g_02754
OG0000587	Prbb.g_00615	Syak.g_02756
OG0000588	Prbb.g_00619	Syak.g_00004
OG0000589	Prbb.g_00622	Syak.g_00008
OG0000590	Prbb.g_00623	Syak.g_00009
OG0000591	Prbb.g_00626	Syak.g_00017
OG0000592	Prbb.g_00627	Syak.g_00018
OG0000593	Prbb.g_00633	Syak.g_00031
OG0000594	Prbb.g_00634	Syak.g_00032
OG0000595	Prbb.g_00635	Syak.g_00033
OG0000596	Prbb.g_00639	Syak.g_00038
OG0000597	Prbb.g_00641	Syak.g_00041
OG0000598	Prbb.g_00642	Syak.g_00042
OG0000599	Prbb.g_00645	Syak.g_00045
OG0000600	Prbb.g_00646	Syak.g_00046
OG0000601	Prbb.g_00647	Syak.g_00047
OG0000602	Prbb.g_00649	Syak.g_00053
OG0000603	Prbb.g_00650	Syak.g_00054
OG0000604	Prbb.g_00651	Syak.g_00056
OG0000605	Prbb.g_00652	Syak.g_00259
OG0000606	Prbb.g_00655	Syak.g_00326
OG0000607	Prbb.g_00658	Syak.g_00329
OG0000608	Prbb.g_00659	Syak.g_00330
OG0000609	Prbb.g_00660	Syak.g_00332
OG0000610	Prbb.g_00667	Syak.g_00347
OG0000611	Prbb.g_00670	Syak.g_00350
OG0000612	Prbb.g_00671	Syak.g_00351
OG0000613	Prbb.g_00677	Syak.g_01525
OG0000614	Prbb.g_00700	Syak.g_00705
OG0000615	Prbb.g_00708	Syak.g_00393
OG0000616	Prbb.g_02176	Syak.g_01810
OG0000617	Prbb.g_00719	Syak.g_00799
OG0000618	Prbb.g_00720	Syak.g_00798
OG0000619	Prbb.g_00721	Syak.g_00797
OG0000620	Prbb.g_00724	Syak.g_00779
OG0000621	Prbb.g_00725	Syak.g_00780
OG0000622	Prbb.g_00726	Syak.g_00781
OG0000623	Prbb.g_00727	Syak.g_00782
OG0000624	Prbb.g_00729	Syak.g_00784
OG0000625	Prbb.g_00730	Syak.g_00785
OG0000626	Prbb.g_00731	Syak.g_00786
OG0000627	Prbb.g_00733	Syak.g_00561
OG0000628	Prbb.g_00734	Syak.g_00560
OG0000629	Prbb.g_00735	Syak.g_00556
OG0000630	Prbb.g_00738	Syak.g_00552
OG0000631	Prbb.g_00962	Syak.g_00545
OG0000632	Prbb.g_00963	Syak.g_00544
OG0000633	Prbb.g_00964	Syak.g_00542
OG0000634	Prbb.g_00779	Syak.g_00430
OG0000635	Prbb.g_00780	Syak.g_00431
OG0000636	Prbb.g_00782	Syak.g_00433
OG0000637	Prbb.g_00784	Syak.g_00435
OG0000638	Prbb.g_00785	Syak.g_00436
OG0000639	Prbb.g_00786	Syak.g_00437
OG0000640	Prbb.g_00787	Syak.g_00438
OG0000641	Prbb.g_00791	Syak.g_00442
OG0000642	Prbb.g_00792	Syak.g_00443
OG0000643	Prbb.g_00793	Syak.g_00444
OG0000644	Prbb.g_00794	Syak.g_00445
OG0000645	Prbb.g_00795	Syak.g_00447
OG0000646	Prbb.g_00798	Syak.g_00450
OG0000647	Prbb.g_00800	Syak.g_00452
OG0000648	Prbb.g_00802	Syak.g_00456
OG0000649	Prbb.g_00803	Syak.g_00457
OG0000650	Prbb.g_00804	Syak.g_00458
OG0000651	Prbb.g_00805	Syak.g_00459
OG0000652	Prbb.g_00806	Syak.g_00460
OG0000653	Prbb.g_00808	Syak.g_00462
OG0000654	Prbb.g_00809	Syak.g_00625
OG0000655	Prbb.g_00810	Syak.g_00624
OG0000656	Prbb.g_00813	Syak.g_00621
OG0000657	Prbb.g_00819	Syak.g_00609
OG0000658	Prbb.g_00821	Syak.g_00606
OG0000659	Prbb.g_00822	Syak.g_00605
OG0000660	Prbb.g_00827	Syak.g_00601
OG0000661	Prbb.g_00829	Syak.g_00599
OG0000662	Prbb.g_00831	Syak.g_00597
OG0000663	Prbb.g_00833	Syak.g_00594
OG0000664	Prbb.g_00834	Syak.g_00593
OG0000665	Prbb.g_00838	Syak.g_00086
OG0000666	Prbb.g_00839	Syak.g_00078
OG0000667	Prbb.g_00843	Syak.g_00340
OG0000668	Prbb.g_00914	Syak.g_00643
OG0000669	Prbb.g_00922	Syak.g_00363
OG0000670	Prbb.g_00925	Syak.g_00366
OG0000671	Prbb.g_00927	Syak.g_00368
OG0000672	Prbb.g_00930	Syak.g_00371
OG0000673	Prbb.g_00933	Syak.g_00374
OG0000674	Prbb.g_00935	Syak.g_00376
OG0000675	Prbb.g_00936	Syak.g_00377
OG0000676	Prbb.g_00938	Syak.g_00379
OG0000677	Prbb.g_00939	Syak.g_00380
OG0000678	Prbb.g_00942	Syak.g_00386
OG0000679	Prbb.g_00946	Syak.g_00397
OG0000680	Prbb.g_00947	Syak.g_00398
OG0000681	Prbb.g_00950	Syak.g_00401
OG0000682	Prbb.g_00951	Syak.g_00402
OG0000683	Prbb.g_00952	Syak.g_00403
OG0000684	Prbb.g_00762	Syak.g_00409
OG0000685	Prbb.g_00764	Syak.g_00411
OG0000686	Prbb.g_00765	Syak.g_00412
OG0000687	Prbb.g_00766	Syak.g_00413
OG0000688	Prbb.g_00769	Syak.g_00418
OG0000689	Prbb.g_00770	Syak.g_00421
OG0000690	Prbb.g_00771	Syak.g_00422
OG0000691	Prbb.g_00772	Syak.g_00423
OG0000692	Prbb.g_00774	Syak.g_00424
OG0000693	Prbb.g_00775	Syak.g_00426
OG0000694	Prbb.g_00776	Syak.g_00427
OG0000695	Prbb.g_00966	Syak.g_00540
OG0000696	Prbb.g_00967	Syak.g_00539
OG0000697	Prbb.g_00968	Syak.g_00538
OG0000698	Prbb.g_00971	Syak.g_00535
OG0000699	Prbb.g_00972	Syak.g_00534
OG0000700	Prbb.g_00973	Syak.g_00533
OG0000701	Prbb.g_00974	Syak.g_00532
OG0000702	Prbb.g_00976	Syak.g_00522
OG0000703	Prbb.g_00977	Syak.g_00521
OG0000704	Prbb.g_00978	Syak.g_00519
OG0000705	Prbb.g_00984	Syak.g_00511
OG0000706	Prbb.g_00985	Syak.g_00510
OG0000707	Prbb.g_00986	Syak.g_00509
OG0000708	Prbb.g_00988	Syak.g_00506
OG0000709	Prbb.g_00992	Syak.g_00498
OG0000710	Prbb.g_00995	Syak.g_00494
OG0000711	Prbb.g_01010	Syak.g_00466
OG0000712	Prbb.g_01012	Syak.g_00464
OG0000713	Prbb.g_01013	Syak.g_00463
OG0000714	Prbb.g_01014	Syak.g_00629
OG0000715	Prbb.g_01016	Syak.g_00631
OG0000716	Prbb.g_01017	Syak.g_00635
OG0000717	Prbb.g_01018	Syak.g_00636
OG0000718	Prbb.g_01036	Syak.g_00640
OG0000719	Prbb.g_01037	Syak.g_00642
OG0000720	Prbb.g_01048	Syak.g_00655
OG0000721	Prbb.g_01049	Syak.g_00657
OG0000722	Prbb.g_01050	Syak.g_00658
OG0000723	Prbb.g_01054	Syak.g_00790
OG0000724	Prbb.g_01065	Syak.g_00749
OG0000725	Prbb.g_00891	Syak.g_00731
OG0000726	Prbb.g_00890	Syak.g_00730
OG0000727	Prbb.g_00889	Syak.g_00729
OG0000728	Prbb.g_00887	Syak.g_00727
OG0000729	Prbb.g_02071	Syak.g_01683
OG0000730	Prbb.g_00392	Syak.g_01248
OG0000731	Prbb.g_00400	Syak.g_01237
OG0000732	Prbb.g_02121	Syak.g_01739
OG0000733	Prbb.g_01888	Syak.g_01905
OG0000734	Prbb.g_01533	Syak.g_02184
OG0000735	Prbb.g_01531	Syak.g_00914
OG0000736	Prbb.g_01530	Syak.g_00913
OG0000737	Prbb.g_01529	Syak.g_00912
OG0000738	Prbb.g_01525	Syak.g_00907
OG0000739	Prbb.g_01524	Syak.g_00906
OG0000740	Prbb.g_01523	Syak.g_00905
OG0000741	Prbb.g_01521	Syak.g_00902
OG0000742	Prbb.g_01518	Syak.g_00899
OG0000743	Prbb.g_01516	Syak.g_00897
OG0000744	Prbb.g_01515	Syak.g_00896
OG0000745	Prbb.g_01513	Syak.g_00894
OG0000746	Prbb.g_01511	Syak.g_00892
OG0000747	Prbb.g_01510	Syak.g_00891
OG0000748	Prbb.g_01506	Syak.g_00875
OG0000749	Prbb.g_01505	Syak.g_00874
OG0000750	Prbb.g_01504	Syak.g_00873
OG0000751	Prbb.g_01501	Syak.g_00862
OG0000752	Prbb.g_01499	Syak.g_00860
OG0000753	Prbb.g_01497	Syak.g_00857
OG0000754	Prbb.g_01493	Syak.g_00852
OG0000755	Prbb.g_01488	Syak.g_00841
OG0000756	Prbb.g_01487	Syak.g_00840
OG0000757	Prbb.g_01480	Syak.g_00833
OG0000758	Prbb.g_01479	Syak.g_00832
OG0000759	Prbb.g_01478	Syak.g_00831
OG0000760	Prbb.g_01477	Syak.g_00830
OG0000761	Prbb.g_01476	Syak.g_00829
OG0000762	Prbb.g_01475	Syak.g_00827
OG0000763	Prbb.g_01473	Syak.g_00825
OG0000764	Prbb.g_01472	Syak.g_00824
OG0000765	Prbb.g_01463	Syak.g_00669
OG0000766	Prbb.g_01462	Syak.g_00670
OG0000767	Prbb.g_01461	Syak.g_00672
OG0000768	Prbb.g_01460	Syak.g_00673
OG0000769	Prbb.g_01458	Syak.g_00675
OG0000770	Prbb.g_01457	Syak.g_00678
OG0000771	Prbb.g_01060	Syak.g_00755
OG0000772	Prbb.g_01291	Syak.g_02048
OG0000773	Prbb.g_01577	Syak.g_00921
OG0000774	Prbb.g_01580	Syak.g_00926
OG0000775	Prbb.g_01581	Syak.g_00929
OG0000776	Prbb.g_01582	Syak.g_00930
OG0000777	Prbb.g_01583	Syak.g_00931
OG0000778	Prbb.g_01584	Syak.g_00932
OG0000779	Prbb.g_01588	Syak.g_00938
OG0000780	Prbb.g_01589	Syak.g_00942
OG0000781	Prbb.g_01592	Syak.g_00946
OG0000782	Prbb.g_01593	Syak.g_00947
OG0000783	Prbb.g_01594	Syak.g_00948
OG0000784	Prbb.g_01595	Syak.g_00949
OG0000785	Prbb.g_01597	Syak.g_00951
OG0000786	Prbb.g_01600	Syak.g_00956
OG0000787	Prbb.g_01601	Syak.g_00957
OG0000788	Prbb.g_00746	Syak.g_00048
OG0000789	Prbb.g_01057	Syak.g_00085
OG0000790	Prbb.g_01644	Syak.g_02560
OG0000791	Prbb.g_01646	Syak.g_02558
OG0000792	Prbb.g_01647	Syak.g_02557
OG0000793	Prbb.g_01650	Syak.g_02552
OG0000794	Prbb.g_01651	Syak.g_02551
OG0000795	Prbb.g_01652	Syak.g_02550
OG0000796	Prbb.g_01656	Syak.g_02547
OG0000797	Prbb.g_01657	Syak.g_02546
OG0000799	Prbb.g_01668	Syak.g_00981
OG0000800	Prbb.g_01669	Syak.g_00989
OG0000801	Prbb.g_01670	Syak.g_00990
OG0000802	Prbb.g_01672	Syak.g_00995
OG0000803	Prbb.g_01674	Syak.g_01021
OG0000804	Prbb.g_01675	Syak.g_01026
OG0000805	Prbb.g_01677	Syak.g_01029
OG0000806	Prbb.g_01679	Syak.g_01031
OG0000807	Prbb.g_01680	Syak.g_01033
OG0000808	Prbb.g_01681	Syak.g_01034
OG0000809	Prbb.g_01684	Syak.g_01038
OG0000810	Prbb.g_01685	Syak.g_01039
OG0000811	Prbb.g_01689	Syak.g_01045
OG0000812	Prbb.g_01691	Syak.g_01047
OG0000813	Prbb.g_01692	Syak.g_01048
OG0000814	Prbb.g_01694	Syak.g_01051
OG0000815	Prbb.g_01695	Syak.g_01053
OG0000816	Prbb.g_01697	Syak.g_01055
OG0000817	Prbb.g_01698	Syak.g_01056
OG0000818	Prbb.g_01702	Syak.g_01060
OG0000819	Prbb.g_01703	Syak.g_01064
OG0000820	Prbb.g_01704	Syak.g_01065
OG0000821	Prbb.g_01707	Syak.g_01071
OG0000822	Prbb.g_01708	Syak.g_01073
OG0000823	Prbb.g_01709	Syak.g_01074
OG0000824	Prbb.g_01712	Syak.g_01080
OG0000825	Prbb.g_01713	Syak.g_01081
OG0000826	Prbb.g_01714	Syak.g_01082
OG0000827	Prbb.g_01715	Syak.g_01083
OG0000828	Prbb.g_01718	Syak.g_01086
OG0000829	Prbb.g_01719	Syak.g_01087
OG0000830	Prbb.g_01720	Syak.g_01088
OG0000831	Prbb.g_01722	Syak.g_01091
OG0000832	Prbb.g_01732	Syak.g_02482
OG0000833	Prbb.g_01740	Syak.g_02473
OG0000834	Prbb.g_01741	Syak.g_02470
OG0000835	Prbb.g_01742	Syak.g_02469
OG0000836	Prbb.g_01744	Syak.g_02466
OG0000837	Prbb.g_01745	Syak.g_02465
OG0000838	Prbb.g_01747	Syak.g_02461
OG0000839	Prbb.g_01748	Syak.g_02460
OG0000840	Prbb.g_01749	Syak.g_02459
OG0000841	Prbb.g_01750	Syak.g_02458
OG0000842	Prbb.g_01751	Syak.g_02457
OG0000843	Prbb.g_01752	Syak.g_02456
OG0000844	Prbb.g_01753	Syak.g_02454
OG0000845	Prbb.g_01754	Syak.g_02453
OG0000846	Prbb.g_01755	Syak.g_02452
OG0000847	Prbb.g_01756	Syak.g_02451
OG0000848	Prbb.g_01757	Syak.g_02449
OG0000849	Prbb.g_01758	Syak.g_02448
OG0000850	Prbb.g_01760	Syak.g_02445
OG0000851	Prbb.g_01761	Syak.g_02440
OG0000852	Prbb.g_01762	Syak.g_02439
OG0000853	Prbb.g_01767	Syak.g_02435
OG0000854	Prbb.g_01769	Syak.g_02433
OG0000855	Prbb.g_01770	Syak.g_02432
OG0000856	Prbb.g_01659	Syak.g_00021
OG0000857	Prbb.g_00799	Syak.g_00451
OG0000858	Prbb.g_01817	Syak.g_02426
OG0000859	Prbb.g_01818	Syak.g_02425
OG0000860	Prbb.g_01825	Syak.g_02414
OG0000861	Prbb.g_01826	Syak.g_02413
OG0000862	Prbb.g_01827	Syak.g_02412
OG0000863	Prbb.g_01828	Syak.g_02409
OG0000864	Prbb.g_01829	Syak.g_02408
OG0000865	Prbb.g_01830	Syak.g_02407
OG0000866	Prbb.g_01831	Syak.g_02406
OG0000867	Prbb.g_01832	Syak.g_02405
OG0000868	Prbb.g_01833	Syak.g_02402
OG0000869	Prbb.g_01836	Syak.g_02398
OG0000870	Prbb.g_01841	Syak.g_02393
OG0000871	Prbb.g_01842	Syak.g_02392
OG0000872	Prbb.g_01843	Syak.g_02386
OG0000873	Prbb.g_01846	Syak.g_02383
OG0000874	Prbb.g_01849	Syak.g_02379
OG0000875	Prbb.g_01851	Syak.g_02377
OG0000876	Prbb.g_01852	Syak.g_02375
OG0000877	Prbb.g_01854	Syak.g_02372
OG0000878	Prbb.g_01855	Syak.g_02371
OG0000879	Prbb.g_01856	Syak.g_02370
OG0000880	Prbb.g_01857	Syak.g_02369
OG0000881	Prbb.g_01860	Syak.g_02363
OG0000882	Prbb.g_01865	Syak.g_02358
OG0000883	Prbb.g_01867	Syak.g_02355
OG0000884	Prbb.g_01869	Syak.g_02353
OG0000885	Prbb.g_01870	Syak.g_02352
OG0000886	Prbb.g_01871	Syak.g_02351
OG0000887	Prbb.g_01872	Syak.g_02350
OG0000888	Prbb.g_01874	Syak.g_02348
OG0000889	Prbb.g_01876	Syak.g_02346
OG0000890	Prbb.g_01877	Syak.g_02334
OG0000891	Prbb.g_01878	Syak.g_02333
OG0000892	Prbb.g_01880	Syak.g_02329
OG0000893	Prbb.g_01922	Syak.g_01393
OG0000894	Prbb.g_01925	Syak.g_01390
OG0000895	Prbb.g_01928	Syak.g_01386
OG0000896	Prbb.g_01929	Syak.g_01385
OG0000897	Prbb.g_01931	Syak.g_01383
OG0000898	Prbb.g_01932	Syak.g_01382
OG0000899	Prbb.g_01933	Syak.g_01381
OG0000900	Prbb.g_01934	Syak.g_01380
OG0000901	Prbb.g_01937	Syak.g_01375
OG0000902	Prbb.g_01939	Syak.g_01368
OG0000903	Prbb.g_01948	Syak.g_01353
OG0000904	Prbb.g_01943	Syak.g_01358
OG0000905	Prbb.g_01941	Syak.g_01363
OG0000906	Prbb.g_01940	Syak.g_01366
OG0000907	Prbb.g_01958	Syak.g_01351
OG0000908	Prbb.g_01961	Syak.g_01348
OG0000909	Prbb.g_01962	Syak.g_01347
OG0000910	Prbb.g_01963	Syak.g_01346
OG0000911	Prbb.g_01965	Syak.g_01344
OG0000912	Prbb.g_01966	Syak.g_01343
OG0000913	Prbb.g_01967	Syak.g_01342
OG0000914	Prbb.g_01968	Syak.g_01341
OG0000915	Prbb.g_01969	Syak.g_01339
OG0000916	Prbb.g_01970	Syak.g_01338
OG0000917	Prbb.g_01971	Syak.g_01337
OG0000918	Prbb.g_01972	Syak.g_01336
OG0000919	Prbb.g_01973	Syak.g_01335
OG0000920	Prbb.g_01974	Syak.g_01334
OG0000921	Prbb.g_01975	Syak.g_01333
OG0000922	Prbb.g_01976	Syak.g_01332
OG0000923	Prbb.g_01980	Syak.g_01328
OG0000924	Prbb.g_01981	Syak.g_01327
OG0000925	Prbb.g_01982	Syak.g_01326
OG0000926	Prbb.g_01983	Syak.g_01325
OG0000927	Prbb.g_01985	Syak.g_01323
OG0000928	Prbb.g_01986	Syak.g_01322
OG0000929	Prbb.g_01987	Syak.g_01321
OG0000930	Prbb.g_01988	Syak.g_01320
OG0000931	Prbb.g_01989	Syak.g_01319
OG0000932	Prbb.g_01990	Syak.g_01318
OG0000933	Prbb.g_01994	Syak.g_01312
OG0000934	Prbb.g_01996	Syak.g_01310
OG0000935	Prbb.g_01997	Syak.g_01309
OG0000936	Prbb.g_01998	Syak.g_01308
OG0000937	Prbb.g_01999	Syak.g_01307
OG0000938	Prbb.g_02002	Syak.g_01304
OG0000939	Prbb.g_02003	Syak.g_01303
OG0000940	Prbb.g_02010	Syak.g_01297
OG0000941	Prbb.g_02012	Syak.g_01295
OG0000942	Prbb.g_02014	Syak.g_01293
OG0000943	Prbb.g_02015	Syak.g_01292
OG0000944	Prbb.g_02017	Syak.g_01290
OG0000945	Prbb.g_02018	Syak.g_01288
OG0000946	Prbb.g_02024	Syak.g_01283
OG0000947	Prbb.g_02026	Syak.g_01280
OG0000948	Prbb.g_02027	Syak.g_01279
OG0000949	Prbb.g_02030	Syak.g_01551
OG0000950	Prbb.g_02035	Syak.g_01562
OG0000951	Prbb.g_02039	Syak.g_01569
OG0000952	Prbb.g_02043	Syak.g_01574
OG0000953	Prbb.g_02047	Syak.g_01627
OG0000954	Prbb.g_02051	Syak.g_01633
OG0000955	Prbb.g_02052	Syak.g_01634
OG0000956	Prbb.g_02054	Syak.g_01636
OG0000957	Prbb.g_02059	Syak.g_01648
OG0000958	Prbb.g_02060	Syak.g_01649
OG0000959	Prbb.g_02064	Syak.g_01653
OG0000960	Prbb.g_02065	Syak.g_01654
OG0000961	Prbb.g_02068	Syak.g_01679
OG0000962	Prbb.g_02070	Syak.g_01682
OG0000963	Prbb.g_02075	Syak.g_01687
OG0000964	Prbb.g_02076	Syak.g_01688
OG0000965	Prbb.g_02077	Syak.g_01689
OG0000966	Prbb.g_02099	Syak.g_01711
OG0000967	Prbb.g_02103	Syak.g_01715
OG0000968	Prbb.g_02105	Syak.g_01719
OG0000969	Prbb.g_02106	Syak.g_01721
OG0000970	Prbb.g_02107	Syak.g_01722
OG0000971	Prbb.g_02108	Syak.g_01724
OG0000972	Prbb.g_02109	Syak.g_01725
OG0000973	Prbb.g_02110	Syak.g_01726
OG0000974	Prbb.g_02111	Syak.g_01727
OG0000975	Prbb.g_02112	Syak.g_01728
OG0000976	Prbb.g_02113	Syak.g_01729
OG0000977	Prbb.g_02114	Syak.g_01731
OG0000978	Prbb.g_02115	Syak.g_01732
OG0000979	Prbb.g_02118	Syak.g_01735
OG0000980	Prbb.g_02120	Syak.g_01738
OG0000981	Prbb.g_02123	Syak.g_01741
OG0000982	Prbb.g_02125	Syak.g_01941
OG0000983	Prbb.g_02126	Syak.g_01940
OG0000984	Prbb.g_02127	Syak.g_01939
OG0000985	Prbb.g_02130	Syak.g_01935
OG0000986	Prbb.g_02132	Syak.g_01933
OG0000987	Prbb.g_02133	Syak.g_01931
OG0000988	Prbb.g_02136	Syak.g_01925
OG0000989	Prbb.g_02140	Syak.g_01912
OG0000990	Prbb.g_02145	Syak.g_01900
OG0000991	Prbb.g_02146	Syak.g_01896
OG0000992	Prbb.g_02149	Syak.g_01893
OG0000993	Prbb.g_02150	Syak.g_01892
OG0000994	Prbb.g_02151	Syak.g_01889
OG0000995	Prbb.g_02155	Syak.g_01880
OG0000996	Prbb.g_02156	Syak.g_01839
OG0000997	Prbb.g_02164	Syak.g_01828
OG0000998	Prbb.g_02166	Syak.g_01826
OG0000999	Prbb.g_02167	Syak.g_01825
OG0001000	Prbb.g_02170	Syak.g_01821
OG0001001	Prbb.g_02173	Syak.g_01814
OG0001002	Prbb.g_02178	Syak.g_01807
OG0001003	Prbb.g_02180	Syak.g_01806
OG0001004	Prbb.g_02181	Syak.g_01805
OG0001005	Prbb.g_02182	Syak.g_01804
OG0001006	Prbb.g_02187	Syak.g_01797
OG0001007	Prbb.g_02189	Syak.g_01795
OG0001008	Prbb.g_00442	Syak.g_01190
OG0001009	Prbb.g_00028	Syak.g_01762
OG0001010	Prbb.g_00029	Syak.g_01761
OG0001011	Prbb.g_00030	Syak.g_01759
OG0001012	Prbb.g_00058	Syak.g_01946
OG0001013	Prbb.g_00063	Syak.g_01969
OG0001014	Prbb.g_00066	Syak.g_01975
OG0001015	Prbb.g_00067	Syak.g_01976
OG0001016	Prbb.g_00128	Syak.g_02250
OG0001017	Prbb.g_00132	Syak.g_02244
OG0001018	Prbb.g_00135	Syak.g_02242
OG0001019	Prbb.g_00144	Syak.g_02218
OG0001020	Prbb.g_00145	Syak.g_02214
OG0001021	Prbb.g_00146	Syak.g_02210
OG0001022	Prbb.g_00149	Syak.g_02205
OG0001023	Prbb.g_00150	Syak.g_02204
OG0001024	Prbb.g_00153	Syak.g_02201
OG0001025	Prbb.g_00160	Syak.g_02195
OG0001026	Prbb.g_00168	Syak.g_02182
OG0001027	Prbb.g_00169	Syak.g_02178
OG0001028	Prbb.g_00171	Syak.g_02176
OG0001029	Prbb.g_00173	Syak.g_02174
OG0001030	Prbb.g_00189	Syak.g_02153
OG0001031	Prbb.g_00243	Syak.g_02079
OG0001032	Prbb.g_00244	Syak.g_02077
OG0001033	Prbb.g_00264	Syak.g_02037
OG0001034	Prbb.g_00293	Syak.g_02305
OG0001035	Prbb.g_00310	Syak.g_01422
OG0001036	Prbb.g_00314	Syak.g_01427
OG0001037	Prbb.g_00315	Syak.g_01429
OG0001038	Prbb.g_00331	Syak.g_01457
OG0001040	Prbb.g_00335	Syak.g_01463
OG0001041	Prbb.g_00339	Syak.g_01468
OG0001042	Prbb.g_00355	Syak.g_01500
OG0001043	Prbb.g_00356	Syak.g_01504
OG0001044	Prbb.g_00393	Syak.g_01247
OG0001045	Prbb.g_00402	Syak.g_01234
OG0001046	Prbb.g_01124	Syak.g_00479
OG0001047	Prbb.g_00444	Syak.g_01188
OG0001048	Prbb.g_00445	Syak.g_01187
OG0001049	Prbb.g_00447	Syak.g_01184
OG0001050	Prbb.g_00448	Syak.g_01183
OG0001051	Prbb.g_00449	Syak.g_01182
OG0001052	Prbb.g_00475	Syak.g_01122
OG0001053	Prbb.g_00488	Syak.g_02577
OG0001054	Prbb.g_00502	Syak.g_02596
OG0001055	Prbb.g_00521	Syak.g_02617
OG0001056	Prbb.g_00539	Syak.g_02645
OG0001057	Prbb.g_00544	Syak.g_00964
OG0001058	Prbb.g_00553	Syak.g_02668
OG0001060	Prbb.g_00564	Syak.g_02677
OG0001061	Prbb.g_00577	Syak.g_02697
OG0001062	Prbb.g_00579	Syak.g_02699
OG0001063	Prbb.g_00580	Syak.g_02704
OG0001064	Prbb.g_00581	Syak.g_02705
OG0001065	Prbb.g_00582	Syak.g_02706
OG0001066	Prbb.g_00583	Syak.g_02707
OG0001067	Prbb.g_00584	Syak.g_02708
OG0001068	Prbb.g_00585	Syak.g_02709
OG0001069	Prbb.g_00586	Syak.g_02710
OG0001070	Prbb.g_00588	Syak.g_02714
OG0001071	Prbb.g_00589	Syak.g_02715
OG0001072	Prbb.g_00590	Syak.g_02721
OG0001073	Prbb.g_00604	Syak.g_02736
OG0001074	Prbb.g_00616	Syak.g_00098
OG0001075	Prbb.g_00617	Syak.g_02760
OG0001076	Prbb.g_00624	Syak.g_00011
OG0001077	Prbb.g_00629	Syak.g_00024
OG0001078	Prbb.g_00637	Syak.g_00036
OG0001079	Prbb.g_00648	Syak.g_00049
OG0001080	Prbb.g_00654	Syak.g_00264
OG0001081	Prbb.g_00656	Syak.g_00327
OG0001082	Prbb.g_00657	Syak.g_00328
OG0001083	Prbb.g_00662	Syak.g_00336
OG0001084	Prbb.g_00664	Syak.g_00337
OG0001085	Prbb.g_00674	Syak.g_00354
OG0001086	Prbb.g_00675	Syak.g_00356
OG0001087	Prbb.g_00694	Syak.g_00691
OG0001088	Prbb.g_00695	Syak.g_00694
OG0001089	Prbb.g_00705	Syak.g_00722
OG0001090	Prbb.g_00714	Syak.g_00806
OG0001091	Prbb.g_00716	Syak.g_00804
OG0001092	Prbb.g_00717	Syak.g_00801
OG0001093	Prbb.g_00722	Syak.g_00794
OG0001094	Prbb.g_00777	Syak.g_00428
OG0001095	Prbb.g_00796	Syak.g_00448
OG0001096	Prbb.g_00811	Syak.g_00623
OG0001097	Prbb.g_00830	Syak.g_00598
OG0001098	Prbb.g_00847	Syak.g_00578
OG0001099	Prbb.g_00917	Syak.g_02175
OG0001100	Prbb.g_00924	Syak.g_00365
OG0001101	Prbb.g_00926	Syak.g_00367
OG0001102	Prbb.g_00929	Syak.g_00370
OG0001103	Prbb.g_00931	Syak.g_00372
OG0001104	Prbb.g_00763	Syak.g_00410
OG0001105	Prbb.g_00767	Syak.g_00414
OG0001106	Prbb.g_00979	Syak.g_00518
OG0001107	Prbb.g_00989	Syak.g_00505
OG0001108	Prbb.g_00993	Syak.g_00497
OG0001109	Prbb.g_00994	Syak.g_00495
OG0001110	Prbb.g_00996	Syak.g_00493
OG0001111	Prbb.g_00997	Syak.g_00491
OG0001112	Prbb.g_00998	Syak.g_00489
OG0001113	Prbb.g_00999	Syak.g_00406
OG0001114	Prbb.g_01000	Syak.g_00488
OG0001115	Prbb.g_01002	Syak.g_00484
OG0001116	Prbb.g_01003	Syak.g_00482
OG0001117	Prbb.g_01004	Syak.g_00481
OG0001118	Prbb.g_01005	Syak.g_00480
