Orthogroup	Pral	Prae
OG0000591	Pral.g_01446	Prae.g_00619
OG0000592	Pral.g_01447	Prae.g_00620
OG0000593	Pral.g_01448	Prae.g_00621
OG0000594	Pral.g_01449	Prae.g_00622
OG0000595	Pral.g_01450	Prae.g_00623
OG0000596	Pral.g_01451	Prae.g_00624
OG0000597	Pral.g_01455	Prae.g_00628
OG0000598	Pral.g_01456	Prae.g_00629
OG0000599	Pral.g_01457	Prae.g_00630
OG0000600	Pral.g_01458	Prae.g_00631
OG0000601	Pral.g_01459	Prae.g_00632
OG0000602	Pral.g_01460	Prae.g_00633
OG0000603	Pral.g_01461	Prae.g_00634
OG0000604	Pral.g_01462	Prae.g_00635
OG0000605	Pral.g_01463	Prae.g_00636
OG0000606	Pral.g_01464	Prae.g_00637
OG0000607	Pral.g_01466	Prae.g_00638
OG0000608	Pral.g_01467	Prae.g_00639
OG0000609	Pral.g_01469	Prae.g_00641
OG0000610	Pral.g_01470	Prae.g_00642
OG0000611	Pral.g_01772	Prae.g_00644
OG0000612	Pral.g_01771	Prae.g_00645
OG0000613	Pral.g_01769	Prae.g_00647
OG0000614	Pral.g_01763	Prae.g_00653
OG0000615	Pral.g_01762	Prae.g_00654
OG0000616	Pral.g_01761	Prae.g_00655
OG0000617	Pral.g_01758	Prae.g_00657
OG0000618	Pral.g_01757	Prae.g_00658
OG0000619	Pral.g_01756	Prae.g_00659
OG0000620	Pral.g_01754	Prae.g_00661
OG0000621	Pral.g_01753	Prae.g_00662
OG0000622	Pral.g_01752	Prae.g_00663
OG0000623	Pral.g_01751	Prae.g_00664
OG0000624	Pral.g_01748	Prae.g_00666
OG0000625	Pral.g_01747	Prae.g_00667
OG0000626	Pral.g_01746	Prae.g_00668
OG0000627	Pral.g_01743	Prae.g_00669
OG0000628	Pral.g_01742	Prae.g_00670
OG0000629	Pral.g_01741	Prae.g_00671
OG0000630	Pral.g_01739	Prae.g_00673
OG0000631	Pral.g_01737	Prae.g_00674
OG0000632	Pral.g_00399	Prae.g_00678
OG0000633	Pral.g_01691	Prae.g_00679
OG0000634	Pral.g_01728	Prae.g_00712
OG0000635	Pral.g_01726	Prae.g_00714
OG0000636	Pral.g_01725	Prae.g_00715
OG0000637	Pral.g_01723	Prae.g_00717
OG0000638	Pral.g_01722	Prae.g_00718
OG0000639	Pral.g_01721	Prae.g_00719
OG0000640	Pral.g_01720	Prae.g_00720
OG0000641	Pral.g_01719	Prae.g_00721
OG0000642	Pral.g_01718	Prae.g_00722
OG0000643	Pral.g_01717	Prae.g_00723
OG0000644	Pral.g_01715	Prae.g_00725
OG0000645	Pral.g_01713	Prae.g_00726
OG0000646	Pral.g_01712	Prae.g_00727
OG0000647	Pral.g_01711	Prae.g_00728
OG0000648	Pral.g_01709	Prae.g_00729
OG0000649	Pral.g_01708	Prae.g_00730
OG0000650	Pral.g_01707	Prae.g_00731
OG0000651	Pral.g_01706	Prae.g_00732
OG0000652	Pral.g_01704	Prae.g_00734
OG0000653	Pral.g_01304	Prae.g_00750
OG0000654	Pral.g_00023	Prae.g_00752
OG0000655	Pral.g_00451	Prae.g_00761
OG0000656	Pral.g_01037	Prae.g_00766
OG0000657	Pral.g_01635	Prae.g_00770
OG0000658	Pral.g_01636	Prae.g_00771
OG0000659	Pral.g_01637	Prae.g_00772
OG0000660	Pral.g_00701	Prae.g_00784
OG0000661	Pral.g_01663	Prae.g_00793
OG0000662	Pral.g_01660	Prae.g_00794
OG0000663	Pral.g_01658	Prae.g_00797
OG0000664	Pral.g_01657	Prae.g_00798
OG0000665	Pral.g_01656	Prae.g_00799
OG0000666	Pral.g_01482	Prae.g_00800
OG0000667	Pral.g_01483	Prae.g_00801
OG0000668	Pral.g_01484	Prae.g_00802
OG0000669	Pral.g_01485	Prae.g_00803
OG0000670	Pral.g_01487	Prae.g_00805
OG0000671	Pral.g_01488	Prae.g_00806
OG0000672	Pral.g_01489	Prae.g_00807
OG0000673	Pral.g_01490	Prae.g_00808
OG0000674	Pral.g_01491	Prae.g_00809
OG0000675	Pral.g_01492	Prae.g_00810
OG0000676	Pral.g_01494	Prae.g_00812
OG0000677	Pral.g_01496	Prae.g_00814
OG0000678	Pral.g_01497	Prae.g_00815
OG0000679	Pral.g_01498	Prae.g_00816
OG0000680	Pral.g_01499	Prae.g_00817
OG0000681	Pral.g_01500	Prae.g_00818
OG0000682	Pral.g_01501	Prae.g_00819
OG0000683	Pral.g_01502	Prae.g_00820
OG0000684	Pral.g_01504	Prae.g_00821
OG0000685	Pral.g_01505	Prae.g_00822
OG0000686	Pral.g_01506	Prae.g_00823
OG0000687	Pral.g_01507	Prae.g_00824
OG0000688	Pral.g_01508	Prae.g_00825
OG0000689	Pral.g_01509	Prae.g_00826
OG0000690	Pral.g_01510	Prae.g_00827
OG0000691	Pral.g_01512	Prae.g_00829
OG0000692	Pral.g_01513	Prae.g_00830
OG0000693	Pral.g_01514	Prae.g_00831
OG0000694	Pral.g_01515	Prae.g_00832
OG0000695	Pral.g_01516	Prae.g_00833
OG0000696	Pral.g_01517	Prae.g_00834
OG0000697	Pral.g_01518	Prae.g_00836
OG0000698	Pral.g_01519	Prae.g_00837
OG0000699	Pral.g_01523	Prae.g_00840
OG0000700	Pral.g_01524	Prae.g_00841
OG0000701	Pral.g_01525	Prae.g_00842
OG0000702	Pral.g_01526	Prae.g_00843
OG0000703	Pral.g_01527	Prae.g_00844
OG0000704	Pral.g_01528	Prae.g_00845
OG0000705	Pral.g_01530	Prae.g_00847
OG0000706	Pral.g_01531	Prae.g_00848
OG0000707	Pral.g_01532	Prae.g_00849
OG0000708	Pral.g_01533	Prae.g_00850
OG0000709	Pral.g_01534	Prae.g_00851
OG0000710	Pral.g_01535	Prae.g_00852
OG0000711	Pral.g_01536	Prae.g_00853
OG0000712	Pral.g_01537	Prae.g_00854
OG0000713	Pral.g_01538	Prae.g_00855
OG0000714	Pral.g_01542	Prae.g_00857
OG0000715	Pral.g_01543	Prae.g_00858
OG0000716	Pral.g_01544	Prae.g_00859
OG0000717	Pral.g_01545	Prae.g_00860
OG0000718	Pral.g_01546	Prae.g_00861
OG0000719	Pral.g_01548	Prae.g_00863
OG0000720	Pral.g_01552	Prae.g_00865
OG0000721	Pral.g_01553	Prae.g_00866
OG0000722	Pral.g_01820	Prae.g_00892
OG0000723	Pral.g_01815	Prae.g_00897
OG0000724	Pral.g_01809	Prae.g_00900
OG0000725	Pral.g_01807	Prae.g_00901
OG0000726	Pral.g_01806	Prae.g_00902
OG0000727	Pral.g_01805	Prae.g_00903
OG0000728	Pral.g_01804	Prae.g_00904
OG0000729	Pral.g_01802	Prae.g_00905
OG0000730	Pral.g_01801	Prae.g_00906
OG0000731	Pral.g_01799	Prae.g_00908
OG0000732	Pral.g_01798	Prae.g_00909
OG0000733	Pral.g_01797	Prae.g_00910
OG0000734	Pral.g_01796	Prae.g_00911
OG0000735	Pral.g_01795	Prae.g_00912
OG0000736	Pral.g_01793	Prae.g_00914
OG0000737	Pral.g_01792	Prae.g_00915
OG0000738	Pral.g_01790	Prae.g_00917
OG0000739	Pral.g_01789	Prae.g_00918
OG0000740	Pral.g_01788	Prae.g_00919
OG0000741	Pral.g_01786	Prae.g_00921
OG0000742	Pral.g_01785	Prae.g_00922
OG0000743	Pral.g_01781	Prae.g_00925
OG0000744	Pral.g_01780	Prae.g_00926
OG0000745	Pral.g_01778	Prae.g_00927
OG0000746	Pral.g_01777	Prae.g_00928
OG0000747	Pral.g_01776	Prae.g_00929
OG0000748	Pral.g_01775	Prae.g_00930
OG0000749	Pral.g_01774	Prae.g_00931
OG0000750	Pral.g_01773	Prae.g_00932
OG0000751	Pral.g_01474	Prae.g_00934
OG0000752	Pral.g_01475	Prae.g_00935
OG0000753	Pral.g_01476	Prae.g_00936
OG0000754	Pral.g_01477	Prae.g_00937
OG0000755	Pral.g_01479	Prae.g_00938
OG0000756	Pral.g_01480	Prae.g_00939
OG0000757	Pral.g_01481	Prae.g_00940
OG0000758	Pral.g_01655	Prae.g_00941
OG0000759	Pral.g_01654	Prae.g_00942
OG0000760	Pral.g_01653	Prae.g_00943
OG0000761	Pral.g_01652	Prae.g_00944
OG0000762	Pral.g_01650	Prae.g_00946
OG0000763	Pral.g_01649	Prae.g_00947
OG0000764	Pral.g_01647	Prae.g_00948
OG0000765	Pral.g_01646	Prae.g_00949
OG0000766	Pral.g_01645	Prae.g_00950
OG0000767	Pral.g_01644	Prae.g_00951
OG0000768	Pral.g_01643	Prae.g_00952
OG0000769	Pral.g_01642	Prae.g_00953
OG0000770	Pral.g_01640	Prae.g_00954
OG0000771	Pral.g_01639	Prae.g_00955
OG0000772	Pral.g_01605	Prae.g_00956
OG0000773	Pral.g_01634	Prae.g_00958
OG0000774	Pral.g_01633	Prae.g_00959
OG0000775	Pral.g_01632	Prae.g_00960
OG0000776	Pral.g_01630	Prae.g_00961
OG0000777	Pral.g_01629	Prae.g_00962
OG0000778	Pral.g_01628	Prae.g_00963
OG0000779	Pral.g_01626	Prae.g_00965
OG0000780	Pral.g_01625	Prae.g_00966
OG0000781	Pral.g_01624	Prae.g_00967
OG0000782	Pral.g_01622	Prae.g_00969
OG0000783	Pral.g_01621	Prae.g_00970
OG0000784	Pral.g_01620	Prae.g_00971
OG0000785	Pral.g_01619	Prae.g_00972
OG0000786	Pral.g_01618	Prae.g_00973
OG0000787	Pral.g_01616	Prae.g_00975
OG0000788	Pral.g_01615	Prae.g_00976
OG0000789	Pral.g_01614	Prae.g_00977
OG0000790	Pral.g_01613	Prae.g_00978
OG0000791	Pral.g_01612	Prae.g_00979
OG0000792	Pral.g_00050	Prae.g_00980
OG0000793	Pral.g_01611	Prae.g_00981
OG0000794	Pral.g_01610	Prae.g_00982
OG0000795	Pral.g_01578	Prae.g_00983
OG0000796	Pral.g_01579	Prae.g_00985
OG0000797	Pral.g_01580	Prae.g_00987
OG0000798	Pral.g_01581	Prae.g_00988
OG0000799	Pral.g_01582	Prae.g_00989
OG0000800	Pral.g_01583	Prae.g_00990
OG0000801	Pral.g_01584	Prae.g_00991
OG0000802	Pral.g_01586	Prae.g_00993
OG0000803	Pral.g_01587	Prae.g_00994
OG0000804	Pral.g_01590	Prae.g_01009
OG0000805	Pral.g_01592	Prae.g_01011
OG0000806	Pral.g_01593	Prae.g_01012
OG0000807	Pral.g_01594	Prae.g_01013
OG0000808	Pral.g_01595	Prae.g_01014
OG0000809	Pral.g_01600	Prae.g_01018
OG0000810	Pral.g_01602	Prae.g_01019
OG0000811	Pral.g_01603	Prae.g_01020
OG0000812	Pral.g_01604	Prae.g_01021
OG0000813	Pral.g_01607	Prae.g_01022
OG0000814	Pral.g_01608	Prae.g_01023
OG0000815	Pral.g_01609	Prae.g_01024
OG0000816	Pral.g_01575	Prae.g_01026
OG0000817	Pral.g_01571	Prae.g_01029
OG0000818	Pral.g_01570	Prae.g_01030
OG0000819	Pral.g_01569	Prae.g_01032
OG0000820	Pral.g_01568	Prae.g_01033
OG0000821	Pral.g_01567	Prae.g_01034
OG0000822	Pral.g_01566	Prae.g_01035
OG0000823	Pral.g_01563	Prae.g_01038
OG0000824	Pral.g_01562	Prae.g_01039
OG0000825	Pral.g_01560	Prae.g_01041
OG0000826	Pral.g_01559	Prae.g_01042
OG0000827	Pral.g_01558	Prae.g_01043
OG0000828	Pral.g_01556	Prae.g_01045
OG0000829	Pral.g_01321	Prae.g_01072
OG0000830	Pral.g_01033	Prae.g_01081
OG0000831	Pral.g_01327	Prae.g_01084
OG0000832	Pral.g_01032	Prae.g_01085
OG0000833	Pral.g_01311	Prae.g_01092
OG0000834	Pral.g_01324	Prae.g_01096
OG0000835	Pral.g_00692	Prae.g_01100
OG0000836	Pral.g_01141	Prae.g_01102
OG0000837	Pral.g_01314	Prae.g_01115
OG0000838	Pral.g_00077	Prae.g_01131
OG0000839	Pral.g_00076	Prae.g_01132
OG0000840	Pral.g_01902	Prae.g_01137
OG0000841	Pral.g_01346	Prae.g_01144
OG0000842	Pral.g_01351	Prae.g_01148
OG0000843	Pral.g_01353	Prae.g_01150
OG0000844	Pral.g_01354	Prae.g_01151
OG0000845	Pral.g_01355	Prae.g_01152
OG0000846	Pral.g_01356	Prae.g_01153
OG0000847	Pral.g_01357	Prae.g_01154
OG0000848	Pral.g_01358	Prae.g_01155
OG0000849	Pral.g_01359	Prae.g_01156
OG0000850	Pral.g_01360	Prae.g_01157
OG0000851	Pral.g_01363	Prae.g_01159
OG0000852	Pral.g_01366	Prae.g_01162
OG0000853	Pral.g_01368	Prae.g_01164
OG0000854	Pral.g_01369	Prae.g_01165
OG0000855	Pral.g_01370	Prae.g_01166
OG0000856	Pral.g_01371	Prae.g_01167
OG0000857	Pral.g_01372	Prae.g_01168
OG0000858	Pral.g_01376	Prae.g_01170
OG0000859	Pral.g_01377	Prae.g_01171
OG0000860	Pral.g_01378	Prae.g_01172
OG0000861	Pral.g_01379	Prae.g_01173
OG0000862	Pral.g_01380	Prae.g_01174
OG0000863	Pral.g_01382	Prae.g_01175
OG0000864	Pral.g_01383	Prae.g_01176
OG0000865	Pral.g_01384	Prae.g_01177
OG0000866	Pral.g_01385	Prae.g_01178
OG0000867	Pral.g_01388	Prae.g_01181
OG0000868	Pral.g_01390	Prae.g_01183
OG0000869	Pral.g_01391	Prae.g_01184
OG0000870	Pral.g_01394	Prae.g_01185
OG0000871	Pral.g_01395	Prae.g_01186
OG0000872	Pral.g_01399	Prae.g_01187
OG0000873	Pral.g_01400	Prae.g_01188
OG0000874	Pral.g_01401	Prae.g_01189
OG0000875	Pral.g_01403	Prae.g_01190
OG0000876	Pral.g_01404	Prae.g_01192
OG0000877	Pral.g_01405	Prae.g_01193
OG0000878	Pral.g_01406	Prae.g_01194
OG0000879	Pral.g_01407	Prae.g_01195
OG0000880	Pral.g_01408	Prae.g_01196
OG0000881	Pral.g_01409	Prae.g_01197
OG0000882	Pral.g_01410	Prae.g_01198
OG0000883	Pral.g_01411	Prae.g_01199
OG0000884	Pral.g_01412	Prae.g_01200
OG0000885	Pral.g_01413	Prae.g_01201
OG0000886	Pral.g_01414	Prae.g_01202
OG0000887	Pral.g_01415	Prae.g_01203
OG0000888	Pral.g_01416	Prae.g_01204
OG0000889	Pral.g_01417	Prae.g_01205
OG0000890	Pral.g_01419	Prae.g_01206
OG0000891	Pral.g_01420	Prae.g_01207
OG0000892	Pral.g_01421	Prae.g_01208
OG0000893	Pral.g_01422	Prae.g_01209
OG0000894	Pral.g_01423	Prae.g_01211
OG0000895	Pral.g_01424	Prae.g_01212
OG0000896	Pral.g_01426	Prae.g_01214
OG0000897	Pral.g_01427	Prae.g_01215
OG0000898	Pral.g_01428	Prae.g_01216
OG0000899	Pral.g_01429	Prae.g_01217
OG0000900	Pral.g_00456	Prae.g_01219
OG0000901	Pral.g_01893	Prae.g_01293
OG0000902	Pral.g_01292	Prae.g_01317
OG0000903	Pral.g_01291	Prae.g_01318
OG0000904	Pral.g_01290	Prae.g_01319
OG0000905	Pral.g_01289	Prae.g_01320
OG0000906	Pral.g_01288	Prae.g_01321
OG0000907	Pral.g_01286	Prae.g_01324
OG0000908	Pral.g_01285	Prae.g_01325
OG0000909	Pral.g_01284	Prae.g_01326
OG0000910	Pral.g_01283	Prae.g_01327
OG0000911	Pral.g_01282	Prae.g_01328
OG0000912	Pral.g_01279	Prae.g_01331
OG0000913	Pral.g_01278	Prae.g_01332
OG0000914	Pral.g_01277	Prae.g_01333
OG0000915	Pral.g_01275	Prae.g_01335
OG0000916	Pral.g_01274	Prae.g_01336
OG0000917	Pral.g_01273	Prae.g_01337
OG0000918	Pral.g_01272	Prae.g_01338
OG0000919	Pral.g_01271	Prae.g_01339
OG0000920	Pral.g_01270	Prae.g_01340
OG0000921	Pral.g_01267	Prae.g_01342
OG0000922	Pral.g_01266	Prae.g_01343
OG0000923	Pral.g_01239	Prae.g_01350
OG0000924	Pral.g_01238	Prae.g_01226, Prae.g_01351
OG0000925	Pral.g_01235	Prae.g_01354
OG0000926	Pral.g_00440	Prae.g_01355
OG0000927	Pral.g_01345	Prae.g_01356
OG0000928	Pral.g_01060	Prae.g_01358
OG0000929	Pral.g_01323	Prae.g_01360
OG0000930	Pral.g_01343	Prae.g_01362
OG0000931	Pral.g_01550	Prae.g_01363
OG0000932	Pral.g_01299	Prae.g_01366
OG0000933	Pral.g_01220	Prae.g_01370
OG0000934	Pral.g_01219	Prae.g_01371
OG0000935	Pral.g_01218	Prae.g_01372
OG0000936	Pral.g_01217	Prae.g_01373
OG0000937	Pral.g_01216	Prae.g_01374
OG0000938	Pral.g_01215	Prae.g_01375
OG0000939	Pral.g_01214	Prae.g_01376
OG0000940	Pral.g_01213	Prae.g_01377
OG0000941	Pral.g_01212	Prae.g_01378
OG0000942	Pral.g_01211	Prae.g_01379
OG0000943	Pral.g_01210	Prae.g_01380
OG0000944	Pral.g_01209	Prae.g_01381
OG0000945	Pral.g_01208	Prae.g_01382
OG0000946	Pral.g_01207	Prae.g_01383
OG0000947	Pral.g_01206	Prae.g_01384
OG0000948	Pral.g_01205	Prae.g_01385
OG0000949	Pral.g_01204	Prae.g_01386
OG0000950	Pral.g_00287	Prae.g_01426
OG0000951	Pral.g_01184	Prae.g_01441
OG0000952	Pral.g_01183	Prae.g_01442
OG0000953	Pral.g_01182	Prae.g_01443
OG0000954	Pral.g_01181	Prae.g_01444
OG0000955	Pral.g_01180	Prae.g_01445
OG0000956	Pral.g_01178	Prae.g_01447
OG0000957	Pral.g_01177	Prae.g_01448
OG0000958	Pral.g_01176	Prae.g_01449
OG0000959	Pral.g_01175	Prae.g_01450
OG0000960	Pral.g_01174	Prae.g_01451
OG0000961	Pral.g_01173	Prae.g_01452
OG0000962	Pral.g_01172	Prae.g_01453
OG0000963	Pral.g_01171	Prae.g_01454
OG0000964	Pral.g_01169	Prae.g_01455
OG0000965	Pral.g_01167	Prae.g_01457
OG0000966	Pral.g_01166	Prae.g_01458
OG0000967	Pral.g_01159	Prae.g_01461
OG0000968	Pral.g_01158	Prae.g_01462
OG0000969	Pral.g_01157	Prae.g_01463
OG0000970	Pral.g_01156	Prae.g_01464
OG0000971	Pral.g_01155	Prae.g_01465
OG0000972	Pral.g_01154	Prae.g_01466
OG0000973	Pral.g_01152	Prae.g_01468
OG0000974	Pral.g_01151	Prae.g_01469
OG0000975	Pral.g_01150	Prae.g_01470
OG0000976	Pral.g_01149	Prae.g_01471
OG0000977	Pral.g_01148	Prae.g_01472
OG0000978	Pral.g_01147	Prae.g_01473
OG0000979	Pral.g_01146	Prae.g_01474
OG0000980	Pral.g_01145	Prae.g_01475
OG0000981	Pral.g_01144	Prae.g_01476
OG0000982	Pral.g_01143	Prae.g_01477
OG0000983	Pral.g_01142	Prae.g_01478
OG0000984	Pral.g_01137	Prae.g_01482
OG0000985	Pral.g_01136	Prae.g_01483
OG0000986	Pral.g_01135	Prae.g_01484
OG0000987	Pral.g_01133	Prae.g_01486
OG0000988	Pral.g_01132	Prae.g_01487
OG0000989	Pral.g_01131	Prae.g_01488
OG0000990	Pral.g_01130	Prae.g_01489
OG0000991	Pral.g_01129	Prae.g_01490
OG0000992	Pral.g_01128	Prae.g_01491
OG0000993	Pral.g_01127	Prae.g_01492
OG0000994	Pral.g_01126	Prae.g_01493
OG0000995	Pral.g_01125	Prae.g_01494
OG0000996	Pral.g_01124	Prae.g_01495
OG0000997	Pral.g_01122	Prae.g_01497
OG0000998	Pral.g_01115	Prae.g_01500
OG0000999	Pral.g_01112	Prae.g_01502
OG0001000	Pral.g_01110	Prae.g_01503
OG0001001	Pral.g_01108	Prae.g_01504
OG0001002	Pral.g_01106	Prae.g_01506
OG0001003	Pral.g_01105	Prae.g_01507
OG0001004	Pral.g_01104	Prae.g_01508
OG0001005	Pral.g_01103	Prae.g_01509
OG0001006	Pral.g_01101	Prae.g_01511
OG0001007	Pral.g_01100	Prae.g_01512
OG0001008	Pral.g_01099	Prae.g_01513
OG0001009	Pral.g_01098	Prae.g_01514
OG0001010	Pral.g_01097	Prae.g_01515
OG0001011	Pral.g_01095	Prae.g_01516
OG0001012	Pral.g_01094	Prae.g_01517
OG0001013	Pral.g_01093	Prae.g_01518
OG0001014	Pral.g_01092	Prae.g_01519
OG0001015	Pral.g_01091	Prae.g_01520
OG0001016	Pral.g_01090	Prae.g_01521
OG0001017	Pral.g_01089	Prae.g_01522
OG0001018	Pral.g_01088	Prae.g_01523
OG0001019	Pral.g_01087	Prae.g_01524
OG0001020	Pral.g_01086	Prae.g_01525
OG0001021	Pral.g_01085	Prae.g_01526
OG0001022	Pral.g_01084	Prae.g_01527
OG0001023	Pral.g_01083	Prae.g_01528
OG0001024	Pral.g_01081	Prae.g_01530
OG0001025	Pral.g_01080	Prae.g_01531
OG0001026	Pral.g_01079	Prae.g_01532
OG0001027	Pral.g_01078	Prae.g_01533
OG0001028	Pral.g_01076	Prae.g_01534
OG0001029	Pral.g_01075	Prae.g_01535
OG0001030	Pral.g_01072	Prae.g_01538
OG0001031	Pral.g_01071	Prae.g_01539
OG0001032	Pral.g_00045	Prae.g_01547
OG0001033	Pral.g_01058	Prae.g_01554
OG0001034	Pral.g_01503	Prae.g_01582
OG0001035	Pral.g_00100	Prae.g_01617
OG0001036	Pral.g_00101	Prae.g_01618
OG0001037	Pral.g_00108	Prae.g_01624
OG0001038	Pral.g_00109	Prae.g_01625
OG0001039	Pral.g_00110	Prae.g_01626
OG0001040	Pral.g_00111	Prae.g_01627
OG0001041	Pral.g_00113	Prae.g_01629
OG0001042	Pral.g_00114	Prae.g_01630
OG0001043	Pral.g_00115	Prae.g_01631
OG0001044	Pral.g_00116	Prae.g_01632
OG0001045	Pral.g_00117	Prae.g_01633
OG0001046	Pral.g_00119	Prae.g_01634
OG0001047	Pral.g_00120	Prae.g_01635
OG0001048	Pral.g_00121	Prae.g_01637
OG0001049	Pral.g_00122	Prae.g_01638
OG0001050	Pral.g_00123	Prae.g_01639
OG0001051	Pral.g_00124	Prae.g_01640
OG0001052	Pral.g_00125	Prae.g_01641
OG0001053	Pral.g_00126	Prae.g_01642
OG0001054	Pral.g_00127	Prae.g_01643
OG0001055	Pral.g_00128	Prae.g_01644
OG0001056	Pral.g_00129	Prae.g_01645
OG0001057	Pral.g_00131	Prae.g_01647
OG0001058	Pral.g_00132	Prae.g_01648
OG0001059	Pral.g_00133	Prae.g_01649
OG0001060	Pral.g_00134	Prae.g_01650
OG0001061	Pral.g_00135	Prae.g_01651
OG0001062	Pral.g_00136	Prae.g_01652
OG0001063	Pral.g_00137	Prae.g_01653
OG0001064	Pral.g_00138	Prae.g_01654
OG0001065	Pral.g_00139	Prae.g_01655
OG0001066	Pral.g_00140	Prae.g_01656
OG0001067	Pral.g_00141	Prae.g_01657
OG0001068	Pral.g_00142	Prae.g_01658
OG0001069	Pral.g_00145	Prae.g_01661
OG0001070	Pral.g_00147	Prae.g_01663
OG0001071	Pral.g_00148	Prae.g_01664
OG0001072	Pral.g_00149	Prae.g_01665
OG0001073	Pral.g_00150	Prae.g_01666
OG0001074	Pral.g_00151	Prae.g_01667
OG0001075	Pral.g_00154	Prae.g_01668
OG0001076	Pral.g_00156	Prae.g_01670
OG0001077	Pral.g_00157	Prae.g_01671
OG0001078	Pral.g_00158	Prae.g_01672
OG0001079	Pral.g_00159	Prae.g_01673
OG0001080	Pral.g_00160	Prae.g_01674
OG0001081	Pral.g_00161	Prae.g_01675
OG0001082	Pral.g_00162	Prae.g_01676
OG0001083	Pral.g_00163	Prae.g_01677
OG0001084	Pral.g_00164	Prae.g_01678
OG0001085	Pral.g_00165	Prae.g_01679
OG0001086	Pral.g_00170	Prae.g_01686
OG0001087	Pral.g_00172	Prae.g_01687
OG0001088	Pral.g_00173	Prae.g_01688
OG0001089	Pral.g_00176	Prae.g_01690
OG0001090	Pral.g_00177	Prae.g_01691
OG0001091	Pral.g_00178	Prae.g_01692
OG0001092	Pral.g_00179	Prae.g_01693
OG0001093	Pral.g_00180	Prae.g_01694
OG0001094	Pral.g_00181	Prae.g_01695
OG0001095	Pral.g_00182	Prae.g_01696
OG0001096	Pral.g_00183	Prae.g_01697
OG0001097	Pral.g_00184	Prae.g_01698
OG0001098	Pral.g_00185	Prae.g_01699
OG0001099	Pral.g_00187	Prae.g_01700
OG0001100	Pral.g_00188	Prae.g_01701
OG0001101	Pral.g_00189	Prae.g_01702
OG0001102	Pral.g_00193	Prae.g_01705
OG0001103	Pral.g_00194	Prae.g_01706
OG0001104	Pral.g_00198	Prae.g_01707
OG0001105	Pral.g_00196	Prae.g_01709
OG0001106	Pral.g_00192	Prae.g_01711
OG0001107	Pral.g_00191	Prae.g_01712
OG0001108	Pral.g_00190	Prae.g_01713
OG0001109	Pral.g_00200	Prae.g_01716
OG0001110	Pral.g_00202	Prae.g_01718
OG0001111	Pral.g_00203	Prae.g_01719
OG0001112	Pral.g_00204	Prae.g_01720
OG0001113	Pral.g_00205	Prae.g_01721
OG0001114	Pral.g_00206	Prae.g_01722
OG0001115	Pral.g_00207	Prae.g_01723
OG0001116	Pral.g_00208	Prae.g_01724
OG0001117	Pral.g_00209	Prae.g_01725
OG0001118	Pral.g_00210	Prae.g_01726
OG0001119	Pral.g_00211	Prae.g_01727
OG0001120	Pral.g_00212	Prae.g_01728
OG0001121	Pral.g_00213	Prae.g_01729
OG0001122	Pral.g_00214	Prae.g_01730
OG0001123	Pral.g_00215	Prae.g_01731
OG0001124	Pral.g_00216	Prae.g_01732
OG0001125	Pral.g_00217	Prae.g_01733
OG0001126	Pral.g_00218	Prae.g_01734
OG0001127	Pral.g_00219	Prae.g_01735
OG0001128	Pral.g_00220	Prae.g_01736
OG0001129	Pral.g_00221	Prae.g_01737
OG0001130	Pral.g_00222	Prae.g_01738
OG0001131	Pral.g_00223	Prae.g_01739
OG0001132	Pral.g_00224	Prae.g_01740
OG0001133	Pral.g_00225	Prae.g_01741
OG0001134	Pral.g_00226	Prae.g_01742
OG0001135	Pral.g_00227	Prae.g_01743
OG0001136	Pral.g_00228	Prae.g_01744
OG0001137	Pral.g_00229	Prae.g_01745
OG0001138	Pral.g_00230	Prae.g_01746
OG0001139	Pral.g_00232	Prae.g_01747
OG0001140	Pral.g_01190	Prae.g_01748
OG0001141	Pral.g_00234	Prae.g_01750
OG0001142	Pral.g_00235	Prae.g_01751
OG0001143	Pral.g_00236	Prae.g_01752
OG0001144	Pral.g_00238	Prae.g_01754
OG0001145	Pral.g_00240	Prae.g_01756
OG0001146	Pral.g_00241	Prae.g_01757
OG0001147	Pral.g_00244	Prae.g_01759
OG0001148	Pral.g_00245	Prae.g_01760
OG0001149	Pral.g_00246	Prae.g_01761
OG0001150	Pral.g_00249	Prae.g_01765
OG0001151	Pral.g_00250	Prae.g_01766
OG0001152	Pral.g_00251	Prae.g_01767
OG0001153	Pral.g_00252	Prae.g_01768
OG0001154	Pral.g_00253	Prae.g_01769
OG0001155	Pral.g_00254	Prae.g_01770
OG0001156	Pral.g_00255	Prae.g_01771
OG0001157	Pral.g_00257	Prae.g_01773
OG0001158	Pral.g_00259	Prae.g_01774
OG0001159	Pral.g_00260	Prae.g_01775
OG0001160	Pral.g_00261	Prae.g_01776
OG0001161	Pral.g_00266	Prae.g_01779
OG0001162	Pral.g_00267	Prae.g_01780
OG0001163	Pral.g_00268	Prae.g_01781
OG0001164	Pral.g_00269	Prae.g_01782
OG0001165	Pral.g_00270	Prae.g_01783
OG0001166	Pral.g_00271	Prae.g_01784
OG0001167	Pral.g_00272	Prae.g_01785
OG0001168	Pral.g_00274	Prae.g_01787
OG0001169	Pral.g_00275	Prae.g_01788
OG0001170	Pral.g_00278	Prae.g_01790
OG0001171	Pral.g_00279	Prae.g_01791
OG0001172	Pral.g_00280	Prae.g_01792
